# _root_ Un_cop llicenciat , es va dedicar durant molts anys a l' ensenyament de la llengua i la literatura a Barcelona , Vila-real -Fpa- Plana_Baixa -Fpt- i Terrassa .
#goldHeads=2,6,2,6,6,0,6,9,7,6,12,10,12,15,13,15,18,15,6,19,20,20,24,22,24,20,20,6,
#predictedHeads=2,6,2,6,6,0,6,9,7,6,12,10,12,15,13,15,18,15,18,19,20,20,24,22,24,20,20,6,
(6,24),(24,28),-1.11354 # DEPENDENCYPART_GRANDPAR
(6,25),(25,26),-0.390555 # DEPENDENCYPART_GRANDPAR
(6,26),(26,27),0.452929 # DEPENDENCYPART_GRANDPAR
(6,27),(27,23),-0.189235 # DEPENDENCYPART_GRANDPAR
(6,27),(27,25),-0.240474 # DEPENDENCYPART_GRANDPAR
(6,27),(27,26),-0.183668 # DEPENDENCYPART_GRANDPAR
(6,27),(27,28),-1.09881 # DEPENDENCYPART_GRANDPAR
(7,3),(3,2),-0.417935 # DEPENDENCYPART_GRANDPAR
(7,8),(8,7),-0.884708 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,8),(8,9),0.243057 # DEPENDENCYPART_GRANDPAR
(7,8),(8,10),-0.434986 # DEPENDENCYPART_GRANDPAR
(7,8),(8,13),-0.319927 # DEPENDENCYPART_GRANDPAR
(7,9),(9,1),-1.10212 # DEPENDENCYPART_GRANDPAR
(7,9),(9,2),-1.17247 # DEPENDENCYPART_GRANDPAR
(7,9),(9,3),-1.27264 # DEPENDENCYPART_GRANDPAR
(7,9),(9,7),-0.927715 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,9),(9,8),1.00846 # DEPENDENCYPART_GRANDPAR
(7,9),(9,10),-0.317352 # DEPENDENCYPART_GRANDPAR
(7,9),(9,12),-0.136886 # DEPENDENCYPART_GRANDPAR
(7,9),(9,13),0.0741383 # DEPENDENCYPART_GRANDPAR
(7,9),(9,15),-0.465917 # DEPENDENCYPART_GRANDPAR
(7,9),(9,16),-0.0630126 # DEPENDENCYPART_GRANDPAR
(7,9),(9,18),-0.434325 # DEPENDENCYPART_GRANDPAR
(7,9),(9,19),-0.334836 # DEPENDENCYPART_GRANDPAR
(7,9),(9,22),-0.761282 # DEPENDENCYPART_GRANDPAR
(7,9),(9,24),-0.837326 # DEPENDENCYPART_GRANDPAR
(7,9),(9,26),-0.514961 # DEPENDENCYPART_GRANDPAR
(7,9),(9,27),-1.29373 # DEPENDENCYPART_GRANDPAR
(7,9),(9,28),-1.47066 # DEPENDENCYPART_GRANDPAR
(7,10),(10,8),1.22841 # DEPENDENCYPART_GRANDPAR
(7,10),(10,11),-0.313039 # DEPENDENCYPART_GRANDPAR
(7,10),(10,12),0.0162724 # DEPENDENCYPART_GRANDPAR
(7,10),(10,13),-0.323745 # DEPENDENCYPART_GRANDPAR
(7,10),(10,15),-0.300328 # DEPENDENCYPART_GRANDPAR
(7,10),(10,16),-0.124121 # DEPENDENCYPART_GRANDPAR
(7,10),(10,19),-0.440139 # DEPENDENCYPART_GRANDPAR
(7,12),(12,1),-1.10117 # DEPENDENCYPART_GRANDPAR
(7,12),(12,2),-1.17149 # DEPENDENCYPART_GRANDPAR
(7,12),(12,7),-0.901899 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,12),(12,8),1.08032 # DEPENDENCYPART_GRANDPAR
(7,12),(12,10),-0.167124 # DEPENDENCYPART_GRANDPAR
(7,12),(12,11),-0.091825 # DEPENDENCYPART_GRANDPAR
(7,12),(12,13),-0.029334 # DEPENDENCYPART_GRANDPAR
(7,12),(12,15),-0.433556 # DEPENDENCYPART_GRANDPAR
(7,12),(12,16),-0.0985573 # DEPENDENCYPART_GRANDPAR
(7,12),(12,18),-0.401877 # DEPENDENCYPART_GRANDPAR
(7,12),(12,19),-0.315752 # DEPENDENCYPART_GRANDPAR
(7,12),(12,20),-0.809442 # DEPENDENCYPART_GRANDPAR
(7,12),(12,21),-0.665405 # DEPENDENCYPART_GRANDPAR
(7,12),(12,22),-0.728834 # DEPENDENCYPART_GRANDPAR
(7,12),(12,23),-0.523384 # DEPENDENCYPART_GRANDPAR
(7,12),(12,24),-0.804878 # DEPENDENCYPART_GRANDPAR
(7,12),(12,25),-0.69904 # DEPENDENCYPART_GRANDPAR
(7,12),(12,26),-0.550506 # DEPENDENCYPART_GRANDPAR
(7,12),(12,27),-1.26128 # DEPENDENCYPART_GRANDPAR
(7,12),(12,28),-1.48329 # DEPENDENCYPART_GRANDPAR
(7,13),(13,11),0.0500097 # DEPENDENCYPART_GRANDPAR
(7,13),(13,15),-0.308533 # DEPENDENCYPART_GRANDPAR
(7,13),(13,16),-0.115983 # DEPENDENCYPART_GRANDPAR
(7,13),(13,18),-0.293901 # DEPENDENCYPART_GRANDPAR
(7,19),(19,17),-0.678746 # DEPENDENCYPART_GRANDPAR
(7,19),(19,18),-0.0321569 # DEPENDENCYPART_GRANDPAR
(7,19),(19,20),-0.701764 # DEPENDENCYPART_GRANDPAR
(7,19),(19,21),-0.716299 # DEPENDENCYPART_GRANDPAR
(7,19),(19,22),-0.596306 # DEPENDENCYPART_GRANDPAR
(7,19),(19,24),-0.672351 # DEPENDENCYPART_GRANDPAR
(8,7),(7,3),-0.763393 # DEPENDENCYPART_GRANDPAR
(8,7),(7,8),-2.34738 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,7),(7,9),-1.48517 # DEPENDENCYPART_GRANDPAR
(8,7),(7,10),-1.15724 # DEPENDENCYPART_GRANDPAR
(8,7),(7,12),-1.94182 # DEPENDENCYPART_GRANDPAR
(8,7),(7,13),-1.28827 # DEPENDENCYPART_GRANDPAR
(8,7),(7,16),-1.36948 # DEPENDENCYPART_GRANDPAR
(8,7),(7,19),-1.17969 # DEPENDENCYPART_GRANDPAR
(8,7),(7,21),-1.23768 # DEPENDENCYPART_GRANDPAR
(8,9),(9,1),-1.38184 # DEPENDENCYPART_GRANDPAR
(8,9),(9,2),-1.42124 # DEPENDENCYPART_GRANDPAR
(8,9),(9,3),-1.41625 # DEPENDENCYPART_GRANDPAR
(8,9),(9,7),-1.2414 # DEPENDENCYPART_GRANDPAR
(8,9),(9,8),-1.64796 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,9),(9,10),-0.466303 # DEPENDENCYPART_GRANDPAR
(8,9),(9,12),-1.27481 # DEPENDENCYPART_GRANDPAR
(8,9),(9,13),-0.480041 # DEPENDENCYPART_GRANDPAR
(8,9),(9,15),-1.29927 # DEPENDENCYPART_GRANDPAR
(8,9),(9,16),-0.652484 # DEPENDENCYPART_GRANDPAR
(8,9),(9,18),-1.23096 # DEPENDENCYPART_GRANDPAR
(8,9),(9,19),-0.488756 # DEPENDENCYPART_GRANDPAR
(8,9),(9,22),-1.17901 # DEPENDENCYPART_GRANDPAR
(8,9),(9,24),-1.18111 # DEPENDENCYPART_GRANDPAR
(8,9),(9,26),-0.616193 # DEPENDENCYPART_GRANDPAR
(8,9),(9,27),-1.16403 # DEPENDENCYPART_GRANDPAR
(8,9),(9,28),-0.506021 # DEPENDENCYPART_GRANDPAR
(8,10),(10,8),-1.62773 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,10),(10,11),-1.00112 # DEPENDENCYPART_GRANDPAR
(8,10),(10,12),-1.24798 # DEPENDENCYPART_GRANDPAR
(8,10),(10,13),-0.695365 # DEPENDENCYPART_GRANDPAR
(8,10),(10,15),-1.25642 # DEPENDENCYPART_GRANDPAR
(8,10),(10,16),-0.676999 # DEPENDENCYPART_GRANDPAR
(8,10),(10,19),-0.518842 # DEPENDENCYPART_GRANDPAR
(8,13),(13,11),-0.841779 # DEPENDENCYPART_GRANDPAR
(8,13),(13,15),-1.24007 # DEPENDENCYPART_GRANDPAR
(8,13),(13,16),-0.683465 # DEPENDENCYPART_GRANDPAR
(8,13),(13,18),-1.19402 # DEPENDENCYPART_GRANDPAR
(9,1),(1,2),0.069933 # DEPENDENCYPART_GRANDPAR
(9,1),(1,3),-0.367186 # DEPENDENCYPART_GRANDPAR
(9,1),(1,6),-0.255785 # DEPENDENCYPART_GRANDPAR
(9,1),(1,7),-0.0579141 # DEPENDENCYPART_GRANDPAR
(9,1),(1,10),-0.482362 # DEPENDENCYPART_GRANDPAR
(9,2),(2,1),-0.991767 # DEPENDENCYPART_GRANDPAR
(9,2),(2,3),-0.304032 # DEPENDENCYPART_GRANDPAR
(9,2),(2,5),-0.49161 # DEPENDENCYPART_GRANDPAR
(9,2),(2,6),-0.187094 # DEPENDENCYPART_GRANDPAR
(9,2),(2,7),-0.00444274 # DEPENDENCYPART_GRANDPAR
(9,2),(2,10),-0.541124 # DEPENDENCYPART_GRANDPAR
(9,2),(2,18),-0.957647 # DEPENDENCYPART_GRANDPAR
(9,2),(2,21),-1.43022 # DEPENDENCYPART_GRANDPAR
(9,2),(2,25),-1.45464 # DEPENDENCYPART_GRANDPAR
(9,3),(3,2),-0.0918179 # DEPENDENCYPART_GRANDPAR
(9,7),(7,3),-0.617889 # DEPENDENCYPART_GRANDPAR
(9,7),(7,8),0.276424 # DEPENDENCYPART_GRANDPAR
(9,7),(7,9),-1.80912 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,7),(7,10),-0.536021 # DEPENDENCYPART_GRANDPAR
(9,7),(7,12),-0.921679 # DEPENDENCYPART_GRANDPAR
(9,7),(7,13),-0.929935 # DEPENDENCYPART_GRANDPAR
(9,7),(7,16),-0.989884 # DEPENDENCYPART_GRANDPAR
(9,7),(7,19),-1.14488 # DEPENDENCYPART_GRANDPAR
(9,7),(7,21),-1.42345 # DEPENDENCYPART_GRANDPAR
(9,8),(8,7),-0.0756003 # DEPENDENCYPART_GRANDPAR
(9,8),(8,9),-1.76384 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,8),(8,10),-0.574995 # DEPENDENCYPART_GRANDPAR
(9,8),(8,13),-0.96644 # DEPENDENCYPART_GRANDPAR
(9,10),(10,8),-0.566209 # DEPENDENCYPART_GRANDPAR
(9,10),(10,11),-0.806069 # DEPENDENCYPART_GRANDPAR
(9,10),(10,12),-0.086691 # DEPENDENCYPART_GRANDPAR
(9,10),(10,13),-0.340044 # DEPENDENCYPART_GRANDPAR
(9,10),(10,15),-0.0253306 # DEPENDENCYPART_GRANDPAR
(9,10),(10,16),-0.220951 # DEPENDENCYPART_GRANDPAR
(9,10),(10,19),-0.5406 # DEPENDENCYPART_GRANDPAR
(9,12),(12,1),-1.6311 # DEPENDENCYPART_GRANDPAR
(9,12),(12,2),-0.778861 # DEPENDENCYPART_GRANDPAR
(9,12),(12,7),-0.744519 # DEPENDENCYPART_GRANDPAR
(9,12),(12,8),-0.590937 # DEPENDENCYPART_GRANDPAR
(9,12),(12,10),0.257826 # DEPENDENCYPART_GRANDPAR
(9,12),(12,11),-0.369071 # DEPENDENCYPART_GRANDPAR
(9,12),(12,13),-0.19616 # DEPENDENCYPART_GRANDPAR
(9,12),(12,15),-0.100411 # DEPENDENCYPART_GRANDPAR
(9,12),(12,16),-0.179105 # DEPENDENCYPART_GRANDPAR
(9,12),(12,18),-0.178672 # DEPENDENCYPART_GRANDPAR
(9,12),(12,19),-0.35174 # DEPENDENCYPART_GRANDPAR
(9,12),(12,20),-0.666468 # DEPENDENCYPART_GRANDPAR
(9,12),(12,21),-0.576171 # DEPENDENCYPART_GRANDPAR
(9,12),(12,22),-0.583149 # DEPENDENCYPART_GRANDPAR
(9,12),(12,23),-0.804133 # DEPENDENCYPART_GRANDPAR
(9,12),(12,24),-0.622037 # DEPENDENCYPART_GRANDPAR
(9,12),(12,25),-0.399778 # DEPENDENCYPART_GRANDPAR
(9,12),(12,26),-0.200639 # DEPENDENCYPART_GRANDPAR
(9,12),(12,27),-0.461992 # DEPENDENCYPART_GRANDPAR
(9,12),(12,28),-1.77091 # DEPENDENCYPART_GRANDPAR
(9,13),(13,11),-0.549927 # DEPENDENCYPART_GRANDPAR
(9,13),(13,15),0.313956 # DEPENDENCYPART_GRANDPAR
(9,13),(13,16),-0.127994 # DEPENDENCYPART_GRANDPAR
(9,13),(13,18),0.196904 # DEPENDENCYPART_GRANDPAR
(9,15),(15,2),-0.778861 # DEPENDENCYPART_GRANDPAR
(9,15),(15,7),-0.744519 # DEPENDENCYPART_GRANDPAR
(9,15),(15,8),-0.590937 # DEPENDENCYPART_GRANDPAR
(9,15),(15,10),0.249143 # DEPENDENCYPART_GRANDPAR
(9,15),(15,11),-0.382556 # DEPENDENCYPART_GRANDPAR
(9,15),(15,13),-0.112878 # DEPENDENCYPART_GRANDPAR
(9,15),(15,14),-0.36005 # DEPENDENCYPART_GRANDPAR
(9,15),(15,16),-0.192109 # DEPENDENCYPART_GRANDPAR
(9,15),(15,18),-0.183839 # DEPENDENCYPART_GRANDPAR
(9,15),(15,19),-0.376648 # DEPENDENCYPART_GRANDPAR
(9,15),(15,20),-0.672939 # DEPENDENCYPART_GRANDPAR
(9,15),(15,21),-0.565954 # DEPENDENCYPART_GRANDPAR
(9,15),(15,22),-0.58962 # DEPENDENCYPART_GRANDPAR
(9,15),(15,23),-0.796764 # DEPENDENCYPART_GRANDPAR
(9,15),(15,24),-0.628508 # DEPENDENCYPART_GRANDPAR
(9,15),(15,25),-0.392258 # DEPENDENCYPART_GRANDPAR
(9,15),(15,26),-0.213643 # DEPENDENCYPART_GRANDPAR
(9,15),(15,27),-0.468463 # DEPENDENCYPART_GRANDPAR
(9,15),(15,28),-1.76339 # DEPENDENCYPART_GRANDPAR
(9,18),(18,2),-0.778861 # DEPENDENCYPART_GRANDPAR
(9,18),(18,13),-0.100017 # DEPENDENCYPART_GRANDPAR
(9,18),(18,14),-0.308805 # DEPENDENCYPART_GRANDPAR
(9,18),(18,16),-0.19817 # DEPENDENCYPART_GRANDPAR
(9,18),(18,17),0.842338 # DEPENDENCYPART_GRANDPAR
(9,18),(18,19),-0.335804 # DEPENDENCYPART_GRANDPAR
(9,18),(18,20),-0.656176 # DEPENDENCYPART_GRANDPAR
(9,18),(18,21),-0.558519 # DEPENDENCYPART_GRANDPAR
(9,18),(18,22),-0.572857 # DEPENDENCYPART_GRANDPAR
(9,18),(18,23),-0.784895 # DEPENDENCYPART_GRANDPAR
(9,18),(18,24),-0.611745 # DEPENDENCYPART_GRANDPAR
(9,18),(18,25),-0.375284 # DEPENDENCYPART_GRANDPAR
(9,18),(18,26),-0.19432 # DEPENDENCYPART_GRANDPAR
(9,18),(18,27),-0.4517 # DEPENDENCYPART_GRANDPAR
(9,18),(18,28),-1.75175 # DEPENDENCYPART_GRANDPAR
(9,19),(19,17),0.607363 # DEPENDENCYPART_GRANDPAR
(9,19),(19,18),-0.0417152 # DEPENDENCYPART_GRANDPAR
(9,19),(19,20),-0.55905 # DEPENDENCYPART_GRANDPAR
(9,19),(19,21),-0.740939 # DEPENDENCYPART_GRANDPAR
(9,19),(19,22),-0.531481 # DEPENDENCYPART_GRANDPAR
(9,19),(19,24),-0.570368 # DEPENDENCYPART_GRANDPAR
(9,22),(22,19),-0.358762 # DEPENDENCYPART_GRANDPAR
(9,22),(22,21),-0.460327 # DEPENDENCYPART_GRANDPAR
(9,22),(22,23),-0.794756 # DEPENDENCYPART_GRANDPAR
(9,22),(22,24),-0.620174 # DEPENDENCYPART_GRANDPAR
(9,22),(22,25),-0.390401 # DEPENDENCYPART_GRANDPAR
(9,22),(22,26),-0.203478 # DEPENDENCYPART_GRANDPAR
(9,22),(22,27),-0.460129 # DEPENDENCYPART_GRANDPAR
(9,22),(22,28),-1.76153 # DEPENDENCYPART_GRANDPAR
(9,24),(24,2),-0.778861 # DEPENDENCYPART_GRANDPAR
(9,24),(24,18),-0.161307 # DEPENDENCYPART_GRANDPAR
(9,24),(24,19),-0.358762 # DEPENDENCYPART_GRANDPAR
(9,24),(24,21),-0.460327 # DEPENDENCYPART_GRANDPAR
(9,24),(24,22),-0.546204 # DEPENDENCYPART_GRANDPAR
(9,24),(24,23),-0.655383 # DEPENDENCYPART_GRANDPAR
(9,24),(24,25),-0.390401 # DEPENDENCYPART_GRANDPAR
(9,24),(24,26),-0.203478 # DEPENDENCYPART_GRANDPAR
(9,24),(24,27),-0.460129 # DEPENDENCYPART_GRANDPAR
(9,24),(24,28),-1.76153 # DEPENDENCYPART_GRANDPAR
(9,26),(26,27),-0.570036 # DEPENDENCYPART_GRANDPAR
(9,27),(27,23),-0.659328 # DEPENDENCYPART_GRANDPAR
(9,27),(27,25),-0.654741 # DEPENDENCYPART_GRANDPAR
(9,27),(27,26),-0.235619 # DEPENDENCYPART_GRANDPAR
(9,27),(27,28),-1.76533 # DEPENDENCYPART_GRANDPAR
(10,8),(8,7),-0.301739 # DEPENDENCYPART_GRANDPAR
(10,8),(8,9),-0.287518 # DEPENDENCYPART_GRANDPAR
(10,8),(8,10),-1.87218 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,8),(8,13),-0.900033 # DEPENDENCYPART_GRANDPAR
(10,11),(11,10),-1.01601 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,11),(11,13),-0.337457 # DEPENDENCYPART_GRANDPAR
(10,11),(11,14),-0.312287 # DEPENDENCYPART_GRANDPAR
(10,12),(12,1),-1.04425 # DEPENDENCYPART_GRANDPAR
(10,12),(12,2),-1.12941 # DEPENDENCYPART_GRANDPAR
(10,12),(12,7),-0.803091 # DEPENDENCYPART_GRANDPAR
(10,12),(12,8),-1.45393 # DEPENDENCYPART_GRANDPAR
(10,12),(12,10),-1.04625 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,12),(12,11),0.962901 # DEPENDENCYPART_GRANDPAR
(10,12),(12,13),0.0782329 # DEPENDENCYPART_GRANDPAR
(10,12),(12,15),-0.0340573 # DEPENDENCYPART_GRANDPAR
(10,12),(12,16),-0.200158 # DEPENDENCYPART_GRANDPAR
(10,12),(12,18),-0.248064 # DEPENDENCYPART_GRANDPAR
(10,12),(12,19),-0.160305 # DEPENDENCYPART_GRANDPAR
(10,12),(12,20),-0.258184 # DEPENDENCYPART_GRANDPAR
(10,12),(12,21),-0.379874 # DEPENDENCYPART_GRANDPAR
(10,12),(12,22),-0.271142 # DEPENDENCYPART_GRANDPAR
(10,12),(12,23),-0.624333 # DEPENDENCYPART_GRANDPAR
(10,12),(12,24),-0.259049 # DEPENDENCYPART_GRANDPAR
(10,12),(12,25),-0.670307 # DEPENDENCYPART_GRANDPAR
(10,12),(12,26),-0.349103 # DEPENDENCYPART_GRANDPAR
(10,12),(12,27),-0.377591 # DEPENDENCYPART_GRANDPAR
(10,12),(12,28),-1.445 # DEPENDENCYPART_GRANDPAR
(10,13),(13,11),1.23696 # DEPENDENCYPART_GRANDPAR
(10,13),(13,15),-0.00806546 # DEPENDENCYPART_GRANDPAR
(10,13),(13,16),-0.251242 # DEPENDENCYPART_GRANDPAR
(10,13),(13,18),-0.239181 # DEPENDENCYPART_GRANDPAR
(10,15),(15,2),-1.12941 # DEPENDENCYPART_GRANDPAR
(10,15),(15,7),-0.803091 # DEPENDENCYPART_GRANDPAR
(10,15),(15,8),-1.45393 # DEPENDENCYPART_GRANDPAR
(10,15),(15,10),-1.04405 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,15),(15,11),0.9792 # DEPENDENCYPART_GRANDPAR
(10,15),(15,13),0.013073 # DEPENDENCYPART_GRANDPAR
(10,15),(15,14),-0.290251 # DEPENDENCYPART_GRANDPAR
(10,15),(15,16),-0.166787 # DEPENDENCYPART_GRANDPAR
(10,15),(15,18),-0.206672 # DEPENDENCYPART_GRANDPAR
(10,15),(15,19),-0.164397 # DEPENDENCYPART_GRANDPAR
(10,15),(15,20),-0.219494 # DEPENDENCYPART_GRANDPAR
(10,15),(15,21),-0.310481 # DEPENDENCYPART_GRANDPAR
(10,15),(15,22),-0.232453 # DEPENDENCYPART_GRANDPAR
(10,15),(15,23),-0.563737 # DEPENDENCYPART_GRANDPAR
(10,15),(15,24),-0.220359 # DEPENDENCYPART_GRANDPAR
(10,15),(15,25),-0.60941 # DEPENDENCYPART_GRANDPAR
(10,15),(15,26),-0.315731 # DEPENDENCYPART_GRANDPAR
(10,15),(15,27),-0.338901 # DEPENDENCYPART_GRANDPAR
(10,15),(15,28),-1.3841 # DEPENDENCYPART_GRANDPAR
(10,19),(19,17),-0.51523 # DEPENDENCYPART_GRANDPAR
(10,19),(19,18),0.252214 # DEPENDENCYPART_GRANDPAR
(10,19),(19,20),-0.103002 # DEPENDENCYPART_GRANDPAR
(10,19),(19,21),-0.367072 # DEPENDENCYPART_GRANDPAR
(10,19),(19,22),-0.0735798 # DEPENDENCYPART_GRANDPAR
(10,19),(19,24),-0.0614861 # DEPENDENCYPART_GRANDPAR
(11,10),(10,8),-1.07439 # DEPENDENCYPART_GRANDPAR
(11,10),(10,11),-1.85671 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,10),(10,12),-1.32082 # DEPENDENCYPART_GRANDPAR
(11,10),(10,13),-0.737911 # DEPENDENCYPART_GRANDPAR
(11,10),(10,15),-1.82134 # DEPENDENCYPART_GRANDPAR
(11,10),(10,16),-1.22206 # DEPENDENCYPART_GRANDPAR
(11,10),(10,19),-0.682 # DEPENDENCYPART_GRANDPAR
(11,13),(13,11),-1.10643 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,13),(13,15),-1.11561 # DEPENDENCYPART_GRANDPAR
(11,13),(13,16),-0.55169 # DEPENDENCYPART_GRANDPAR
(11,13),(13,18),-1.14989 # DEPENDENCYPART_GRANDPAR
(11,14),(14,13),0.16169 # DEPENDENCYPART_GRANDPAR
(11,14),(14,15),-1.11474 # DEPENDENCYPART_GRANDPAR
(11,14),(14,16),-0.522667 # DEPENDENCYPART_GRANDPAR
(11,14),(14,17),-0.457739 # DEPENDENCYPART_GRANDPAR
(12,1),(1,2),-0.455378 # DEPENDENCYPART_GRANDPAR
(12,1),(1,3),-0.261749 # DEPENDENCYPART_GRANDPAR
(12,1),(1,6),-0.360028 # DEPENDENCYPART_GRANDPAR
(12,1),(1,7),-0.555767 # DEPENDENCYPART_GRANDPAR
(12,1),(1,10),-0.614074 # DEPENDENCYPART_GRANDPAR
(12,2),(2,1),-0.902247 # DEPENDENCYPART_GRANDPAR
(12,2),(2,3),-0.161094 # DEPENDENCYPART_GRANDPAR
(12,2),(2,5),-0.626123 # DEPENDENCYPART_GRANDPAR
(12,2),(2,6),-0.258704 # DEPENDENCYPART_GRANDPAR
(12,2),(2,7),-0.466966 # DEPENDENCYPART_GRANDPAR
(12,2),(2,10),-0.557425 # DEPENDENCYPART_GRANDPAR
(12,2),(2,18),-0.710569 # DEPENDENCYPART_GRANDPAR
(12,2),(2,21),-0.823338 # DEPENDENCYPART_GRANDPAR
(12,2),(2,25),-1.15135 # DEPENDENCYPART_GRANDPAR
(12,7),(7,3),-0.53163 # DEPENDENCYPART_GRANDPAR
(12,7),(7,8),-0.564793 # DEPENDENCYPART_GRANDPAR
(12,7),(7,9),0.29172 # DEPENDENCYPART_GRANDPAR
(12,7),(7,10),-0.604482 # DEPENDENCYPART_GRANDPAR
(12,7),(7,12),-1.60779 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,7),(7,13),-0.374816 # DEPENDENCYPART_GRANDPAR
(12,7),(7,16),-0.90045 # DEPENDENCYPART_GRANDPAR
(12,7),(7,19),-0.856491 # DEPENDENCYPART_GRANDPAR
(12,7),(7,21),-0.81621 # DEPENDENCYPART_GRANDPAR
(12,8),(8,7),-0.599976 # DEPENDENCYPART_GRANDPAR
(12,8),(8,9),0.524463 # DEPENDENCYPART_GRANDPAR
(12,8),(8,10),-0.246454 # DEPENDENCYPART_GRANDPAR
(12,8),(8,13),-0.411706 # DEPENDENCYPART_GRANDPAR
(12,10),(10,8),-0.809296 # DEPENDENCYPART_GRANDPAR
(12,10),(10,11),-0.0524938 # DEPENDENCYPART_GRANDPAR
(12,10),(10,12),-1.61653 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,10),(10,13),-0.379556 # DEPENDENCYPART_GRANDPAR
(12,10),(10,15),-0.659392 # DEPENDENCYPART_GRANDPAR
(12,10),(10,16),-0.903309 # DEPENDENCYPART_GRANDPAR
(12,10),(10,19),-0.861715 # DEPENDENCYPART_GRANDPAR
(12,11),(11,10),-0.696202 # DEPENDENCYPART_GRANDPAR
(12,11),(11,13),-0.413636 # DEPENDENCYPART_GRANDPAR
(12,11),(11,14),-1.58894 # DEPENDENCYPART_GRANDPAR
(12,13),(13,11),-0.869303 # DEPENDENCYPART_GRANDPAR
(12,13),(13,15),0.549264 # DEPENDENCYPART_GRANDPAR
(12,13),(13,16),-0.108728 # DEPENDENCYPART_GRANDPAR
(12,13),(13,18),0.409588 # DEPENDENCYPART_GRANDPAR
(12,15),(15,2),-1.2164 # DEPENDENCYPART_GRANDPAR
(12,15),(15,7),-1.22304 # DEPENDENCYPART_GRANDPAR
(12,15),(15,8),-1.44547 # DEPENDENCYPART_GRANDPAR
(12,15),(15,10),-1.24741 # DEPENDENCYPART_GRANDPAR
(12,15),(15,11),-0.883359 # DEPENDENCYPART_GRANDPAR
(12,15),(15,13),0.446652 # DEPENDENCYPART_GRANDPAR
(12,15),(15,14),-0.51814 # DEPENDENCYPART_GRANDPAR
(12,15),(15,16),-0.182125 # DEPENDENCYPART_GRANDPAR
(12,15),(15,18),0.0698936 # DEPENDENCYPART_GRANDPAR
(12,15),(15,19),-0.0654976 # DEPENDENCYPART_GRANDPAR
(12,15),(15,20),-0.139685 # DEPENDENCYPART_GRANDPAR
(12,15),(15,21),0.0537903 # DEPENDENCYPART_GRANDPAR
(12,15),(15,22),-0.0279473 # DEPENDENCYPART_GRANDPAR
(12,15),(15,23),-0.304721 # DEPENDENCYPART_GRANDPAR
(12,15),(15,24),-0.0260987 # DEPENDENCYPART_GRANDPAR
(12,15),(15,25),-0.0888782 # DEPENDENCYPART_GRANDPAR
(12,15),(15,26),-0.330047 # DEPENDENCYPART_GRANDPAR
(12,15),(15,27),0.212575 # DEPENDENCYPART_GRANDPAR
(12,15),(15,28),-1.17073 # DEPENDENCYPART_GRANDPAR
(12,18),(18,2),-1.2164 # DEPENDENCYPART_GRANDPAR
(12,18),(18,13),0.459556 # DEPENDENCYPART_GRANDPAR
(12,18),(18,14),-0.466809 # DEPENDENCYPART_GRANDPAR
(12,18),(18,16),-0.115733 # DEPENDENCYPART_GRANDPAR
(12,18),(18,17),0.604252 # DEPENDENCYPART_GRANDPAR
(12,18),(18,19),-0.0245744 # DEPENDENCYPART_GRANDPAR
(12,18),(18,20),-0.122798 # DEPENDENCYPART_GRANDPAR
(12,18),(18,21),0.0612996 # DEPENDENCYPART_GRANDPAR
(12,18),(18,22),-0.01106 # DEPENDENCYPART_GRANDPAR
(12,18),(18,23),-0.292778 # DEPENDENCYPART_GRANDPAR
(12,18),(18,24),-0.00921142 # DEPENDENCYPART_GRANDPAR
(12,18),(18,25),-0.0718287 # DEPENDENCYPART_GRANDPAR
(12,18),(18,26),-0.31065 # DEPENDENCYPART_GRANDPAR
(12,18),(18,27),0.229463 # DEPENDENCYPART_GRANDPAR
(12,18),(18,28),-1.15901 # DEPENDENCYPART_GRANDPAR
(12,19),(19,17),0.463526 # DEPENDENCYPART_GRANDPAR
(12,19),(19,18),0.278446 # DEPENDENCYPART_GRANDPAR
(12,19),(19,20),0.0844612 # DEPENDENCYPART_GRANDPAR
(12,19),(19,21),-0.0710245 # DEPENDENCYPART_GRANDPAR
(12,19),(19,22),0.14061 # DEPENDENCYPART_GRANDPAR
(12,19),(19,24),0.142459 # DEPENDENCYPART_GRANDPAR
