# _root_ La construcció d' un edifici de Presidència a les cases Moxó i Morell , de les quals només es conservaran les façanes , haurà de respectar in_situ les restes .
#goldHeads=2,26,2,5,3,5,6,2,10,8,10,11,11,20,22,17,15,20,20,10,22,20,20,26,26,0,26,29,26,26,
#predictedHeads=2,26,2,5,3,5,6,2,10,8,10,11,11,20,20,17,15,20,20,5,22,20,20,26,26,0,26,29,26,26,
(0,20),(20,14),-0.651558 # DEPENDENCYPART_GRANDPAR
(0,20),(20,15),0.174639 # DEPENDENCYPART_GRANDPAR
(0,20),(20,16),-1.07752 # DEPENDENCYPART_GRANDPAR
(0,20),(20,17),-0.814487 # DEPENDENCYPART_GRANDPAR
(0,20),(20,18),-0.0693798 # DEPENDENCYPART_GRANDPAR
(0,20),(20,19),1.25106 # DEPENDENCYPART_GRANDPAR
(0,20),(20,22),-0.402968 # DEPENDENCYPART_GRANDPAR
(0,20),(20,23),-0.560162 # DEPENDENCYPART_GRANDPAR
(0,20),(20,24),1.09609 # DEPENDENCYPART_GRANDPAR
(0,20),(20,25),0.606921 # DEPENDENCYPART_GRANDPAR
(0,20),(20,26),-0.00124669 # DEPENDENCYPART_GRANDPAR
(0,20),(20,27),-0.0741347 # DEPENDENCYPART_GRANDPAR
(0,20),(20,29),-0.759823 # DEPENDENCYPART_GRANDPAR
(0,20),(20,30),2.83273 # DEPENDENCYPART_GRANDPAR
(0,24),(24,11),-0.114078 # DEPENDENCYPART_GRANDPAR
(0,24),(24,13),-0.471419 # DEPENDENCYPART_GRANDPAR
(0,24),(24,17),-0.812115 # DEPENDENCYPART_GRANDPAR
(0,24),(24,18),-0.0480317 # DEPENDENCYPART_GRANDPAR
(0,24),(24,22),-0.533241 # DEPENDENCYPART_GRANDPAR
(0,24),(24,23),-0.940435 # DEPENDENCYPART_GRANDPAR
(0,24),(24,25),0.559379 # DEPENDENCYPART_GRANDPAR
(0,24),(24,26),-0.00106622 # DEPENDENCYPART_GRANDPAR
(0,24),(24,27),-0.0781962 # DEPENDENCYPART_GRANDPAR
(0,24),(24,29),-0.722931 # DEPENDENCYPART_GRANDPAR
(0,24),(24,30),2.80132 # DEPENDENCYPART_GRANDPAR
(0,26),(26,2),1.08571 # DEPENDENCYPART_GRANDPAR
(0,26),(26,3),-0.274243 # DEPENDENCYPART_GRANDPAR
(0,26),(26,5),0.189762 # DEPENDENCYPART_GRANDPAR
(0,26),(26,8),-0.264026 # DEPENDENCYPART_GRANDPAR
(0,26),(26,10),-0.0264402 # DEPENDENCYPART_GRANDPAR
(0,26),(26,11),-0.0830192 # DEPENDENCYPART_GRANDPAR
(0,26),(26,13),-0.44036 # DEPENDENCYPART_GRANDPAR
(0,26),(26,14),-0.655032 # DEPENDENCYPART_GRANDPAR
(0,26),(26,15),0.173582 # DEPENDENCYPART_GRANDPAR
(0,26),(26,16),-1.07825 # DEPENDENCYPART_GRANDPAR
(0,26),(26,17),-0.814633 # DEPENDENCYPART_GRANDPAR
(0,26),(26,18),-0.0691926 # DEPENDENCYPART_GRANDPAR
(0,26),(26,20),0.154709 # DEPENDENCYPART_GRANDPAR
(0,26),(26,21),-1.07221 # DEPENDENCYPART_GRANDPAR
(0,26),(26,22),-0.502182 # DEPENDENCYPART_GRANDPAR
(0,26),(26,23),-0.950328 # DEPENDENCYPART_GRANDPAR
(0,26),(26,24),1.16016 # DEPENDENCYPART_GRANDPAR
(0,26),(26,25),0.432693 # DEPENDENCYPART_GRANDPAR
(0,26),(26,27),-0.0771632 # DEPENDENCYPART_GRANDPAR
(0,26),(26,29),-0.762281 # DEPENDENCYPART_GRANDPAR
(0,26),(26,30),2.82784 # DEPENDENCYPART_GRANDPAR
(1,2),(2,1),-1.30156 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,2),(2,3),-0.255888 # DEPENDENCYPART_GRANDPAR
(1,2),(2,4),-0.808727 # DEPENDENCYPART_GRANDPAR
(1,2),(2,5),-1.3837 # DEPENDENCYPART_GRANDPAR
(1,2),(2,6),-0.255493 # DEPENDENCYPART_GRANDPAR
(1,2),(2,7),-1.1354 # DEPENDENCYPART_GRANDPAR
(1,2),(2,8),-0.209245 # DEPENDENCYPART_GRANDPAR
(1,2),(2,10),-1.49064 # DEPENDENCYPART_GRANDPAR
(1,2),(2,11),-1.22423 # DEPENDENCYPART_GRANDPAR
(1,2),(2,12),-0.647458 # DEPENDENCYPART_GRANDPAR
(1,2),(2,13),-1.19309 # DEPENDENCYPART_GRANDPAR
(1,2),(2,14),-0.623834 # DEPENDENCYPART_GRANDPAR
(1,2),(2,15),-0.348083 # DEPENDENCYPART_GRANDPAR
(1,2),(2,18),-0.527256 # DEPENDENCYPART_GRANDPAR
(1,2),(2,20),-0.566364 # DEPENDENCYPART_GRANDPAR
(1,2),(2,22),-1.71769 # DEPENDENCYPART_GRANDPAR
(1,2),(2,23),-0.778025 # DEPENDENCYPART_GRANDPAR
(1,2),(2,24),-0.505761 # DEPENDENCYPART_GRANDPAR
(1,2),(2,26),-0.45548 # DEPENDENCYPART_GRANDPAR
(1,2),(2,29),-1.87453 # DEPENDENCYPART_GRANDPAR
(1,2),(2,30),-0.814264 # DEPENDENCYPART_GRANDPAR
(1,3),(3,1),-1.23417 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(1,3),(3,2),-0.519933 # DEPENDENCYPART_GRANDPAR
(1,3),(3,4),-0.90757 # DEPENDENCYPART_GRANDPAR
(1,3),(3,5),-1.40805 # DEPENDENCYPART_GRANDPAR
(1,3),(3,6),-0.429539 # DEPENDENCYPART_GRANDPAR
(1,3),(3,7),-1.15879 # DEPENDENCYPART_GRANDPAR
(1,3),(3,8),-0.398507 # DEPENDENCYPART_GRANDPAR
(1,3),(3,12),-0.719946 # DEPENDENCYPART_GRANDPAR
(1,3),(3,14),-0.784311 # DEPENDENCYPART_GRANDPAR
(1,3),(3,15),-0.52213 # DEPENDENCYPART_GRANDPAR
(1,3),(3,25),-0.695332 # DEPENDENCYPART_GRANDPAR
(1,4),(4,3),-0.237534 # DEPENDENCYPART_GRANDPAR
(1,4),(4,5),-1.40932 # DEPENDENCYPART_GRANDPAR
(1,4),(4,6),-0.325804 # DEPENDENCYPART_GRANDPAR
(1,4),(4,8),-0.215406 # DEPENDENCYPART_GRANDPAR
(2,1),(1,2),-1.56466 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,1),(1,3),-0.375612 # DEPENDENCYPART_GRANDPAR
(2,1),(1,4),-1.53682 # DEPENDENCYPART_GRANDPAR
(2,3),(3,1),-0.541712 # DEPENDENCYPART_GRANDPAR
(2,3),(3,2),-0.59152 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,3),(3,4),-0.695851 # DEPENDENCYPART_GRANDPAR
(2,3),(3,5),0.477616 # DEPENDENCYPART_GRANDPAR
(2,3),(3,6),0.162885 # DEPENDENCYPART_GRANDPAR
(2,3),(3,7),0.285358 # DEPENDENCYPART_GRANDPAR
(2,3),(3,8),0.0407034 # DEPENDENCYPART_GRANDPAR
(2,3),(3,12),0.175111 # DEPENDENCYPART_GRANDPAR
(2,3),(3,14),0.118098 # DEPENDENCYPART_GRANDPAR
(2,3),(3,15),0.393028 # DEPENDENCYPART_GRANDPAR
(2,3),(3,25),0.412517 # DEPENDENCYPART_GRANDPAR
(2,4),(4,3),1.06246 # DEPENDENCYPART_GRANDPAR
(2,4),(4,5),0.121705 # DEPENDENCYPART_GRANDPAR
(2,4),(4,6),0.134547 # DEPENDENCYPART_GRANDPAR
(2,4),(4,8),0.233805 # DEPENDENCYPART_GRANDPAR
(2,5),(5,1),-0.576484 # DEPENDENCYPART_GRANDPAR
(2,5),(5,2),-0.760327 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,5),(5,3),0.606531 # DEPENDENCYPART_GRANDPAR
(2,5),(5,4),-0.303734 # DEPENDENCYPART_GRANDPAR
(2,5),(5,6),0.166219 # DEPENDENCYPART_GRANDPAR
(2,5),(5,7),-0.0924401 # DEPENDENCYPART_GRANDPAR
(2,5),(5,8),0.233494 # DEPENDENCYPART_GRANDPAR
(2,5),(5,10),-0.193618 # DEPENDENCYPART_GRANDPAR
(2,5),(5,11),-0.0743398 # DEPENDENCYPART_GRANDPAR
(2,5),(5,12),0.104202 # DEPENDENCYPART_GRANDPAR
(2,5),(5,13),-0.101481 # DEPENDENCYPART_GRANDPAR
(2,5),(5,14),0.26015 # DEPENDENCYPART_GRANDPAR
(2,5),(5,15),0.396362 # DEPENDENCYPART_GRANDPAR
(2,5),(5,18),0.11285 # DEPENDENCYPART_GRANDPAR
(2,5),(5,20),-0.0391172 # DEPENDENCYPART_GRANDPAR
(2,5),(5,22),-0.120726 # DEPENDENCYPART_GRANDPAR
(2,5),(5,23),0.150914 # DEPENDENCYPART_GRANDPAR
(2,5),(5,24),-0.170469 # DEPENDENCYPART_GRANDPAR
(2,5),(5,26),-0.163769 # DEPENDENCYPART_GRANDPAR
(2,5),(5,29),-0.505117 # DEPENDENCYPART_GRANDPAR
(2,5),(5,30),-1.42524 # DEPENDENCYPART_GRANDPAR
(2,6),(6,4),-0.456157 # DEPENDENCYPART_GRANDPAR
(2,6),(6,7),0.258175 # DEPENDENCYPART_GRANDPAR
(2,6),(6,8),-0.00604698 # DEPENDENCYPART_GRANDPAR
(2,6),(6,12),0.168119 # DEPENDENCYPART_GRANDPAR
(2,6),(6,15),0.383637 # DEPENDENCYPART_GRANDPAR
(2,6),(6,25),0.403126 # DEPENDENCYPART_GRANDPAR
(2,7),(7,8),0.221616 # DEPENDENCYPART_GRANDPAR
(2,7),(7,10),-0.195867 # DEPENDENCYPART_GRANDPAR
(2,7),(7,11),-0.0765891 # DEPENDENCYPART_GRANDPAR
(2,7),(7,12),0.124606 # DEPENDENCYPART_GRANDPAR
(2,7),(7,13),-0.10373 # DEPENDENCYPART_GRANDPAR
(2,7),(7,30),-1.42296 # DEPENDENCYPART_GRANDPAR
(2,8),(8,6),0.200418 # DEPENDENCYPART_GRANDPAR
(2,8),(8,9),-0.84036 # DEPENDENCYPART_GRANDPAR
(2,8),(8,10),-0.0345769 # DEPENDENCYPART_GRANDPAR
(2,8),(8,11),0.0855087 # DEPENDENCYPART_GRANDPAR
(2,8),(8,12),0.163641 # DEPENDENCYPART_GRANDPAR
(2,8),(8,13),0.0574622 # DEPENDENCYPART_GRANDPAR
(2,8),(8,14),0.114486 # DEPENDENCYPART_GRANDPAR
(2,8),(8,15),0.219921 # DEPENDENCYPART_GRANDPAR
(2,10),(10,2),-0.756316 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,10),(10,4),-0.302652 # DEPENDENCYPART_GRANDPAR
(2,10),(10,6),0.145388 # DEPENDENCYPART_GRANDPAR
(2,10),(10,9),-0.461092 # DEPENDENCYPART_GRANDPAR
(2,10),(10,11),-0.0631202 # DEPENDENCYPART_GRANDPAR
(2,10),(10,12),0.135235 # DEPENDENCYPART_GRANDPAR
(2,10),(10,13),-0.0902615 # DEPENDENCYPART_GRANDPAR
(2,10),(10,14),0.259676 # DEPENDENCYPART_GRANDPAR
(2,10),(10,15),0.357165 # DEPENDENCYPART_GRANDPAR
(2,10),(10,18),0.111599 # DEPENDENCYPART_GRANDPAR
(2,10),(10,20),-0.036649 # DEPENDENCYPART_GRANDPAR
(2,10),(10,22),-0.109506 # DEPENDENCYPART_GRANDPAR
(2,10),(10,23),0.150441 # DEPENDENCYPART_GRANDPAR
(2,10),(10,24),-0.168 # DEPENDENCYPART_GRANDPAR
(2,10),(10,26),-0.161301 # DEPENDENCYPART_GRANDPAR
(2,10),(10,29),-0.493897 # DEPENDENCYPART_GRANDPAR
(2,10),(10,30),-1.42667 # DEPENDENCYPART_GRANDPAR
(2,11),(11,6),0.145297 # DEPENDENCYPART_GRANDPAR
(2,11),(11,8),0.11374 # DEPENDENCYPART_GRANDPAR
(2,11),(11,9),-0.454661 # DEPENDENCYPART_GRANDPAR
(2,11),(11,12),0.125718 # DEPENDENCYPART_GRANDPAR
(2,11),(11,13),-0.0931752 # DEPENDENCYPART_GRANDPAR
(2,11),(11,14),0.263732 # DEPENDENCYPART_GRANDPAR
(2,11),(11,15),0.371514 # DEPENDENCYPART_GRANDPAR
(2,11),(11,18),0.115588 # DEPENDENCYPART_GRANDPAR
(2,11),(11,20),-0.0299128 # DEPENDENCYPART_GRANDPAR
(2,11),(11,22),-0.11242 # DEPENDENCYPART_GRANDPAR
(2,11),(11,23),0.154497 # DEPENDENCYPART_GRANDPAR
(2,11),(11,26),-0.154564 # DEPENDENCYPART_GRANDPAR
(2,11),(11,27),0.109055 # DEPENDENCYPART_GRANDPAR
(2,11),(11,29),-0.496811 # DEPENDENCYPART_GRANDPAR
(2,11),(11,30),-1.42266 # DEPENDENCYPART_GRANDPAR
(2,12),(12,13),-0.203966 # DEPENDENCYPART_GRANDPAR
(2,13),(13,9),-0.454661 # DEPENDENCYPART_GRANDPAR
(2,13),(13,11),-0.0440564 # DEPENDENCYPART_GRANDPAR
(2,13),(13,12),0.197137 # DEPENDENCYPART_GRANDPAR
(2,13),(13,14),0.263724 # DEPENDENCYPART_GRANDPAR
(2,13),(13,15),0.364193 # DEPENDENCYPART_GRANDPAR
(2,13),(13,20),-0.0299212 # DEPENDENCYPART_GRANDPAR
(2,13),(13,30),-1.42267 # DEPENDENCYPART_GRANDPAR
(2,15),(15,14),0.23744 # DEPENDENCYPART_GRANDPAR
(2,15),(15,16),-0.352484 # DEPENDENCYPART_GRANDPAR
(2,15),(15,17),-0.364106 # DEPENDENCYPART_GRANDPAR
(2,15),(15,18),0.255861 # DEPENDENCYPART_GRANDPAR
(2,15),(15,20),0.148404 # DEPENDENCYPART_GRANDPAR
(2,15),(15,22),0.223152 # DEPENDENCYPART_GRANDPAR
(2,15),(15,23),0.0667042 # DEPENDENCYPART_GRANDPAR
(2,15),(15,25),0.403126 # DEPENDENCYPART_GRANDPAR
(2,15),(15,26),0.031478 # DEPENDENCYPART_GRANDPAR
(2,15),(15,27),0.289526 # DEPENDENCYPART_GRANDPAR
(2,18),(18,16),-0.238336 # DEPENDENCYPART_GRANDPAR
(2,20),(20,2),-0.686943 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,20),(20,3),0.598726 # DEPENDENCYPART_GRANDPAR
(2,20),(20,5),0.192553 # DEPENDENCYPART_GRANDPAR
(2,20),(20,8),0.240338 # DEPENDENCYPART_GRANDPAR
(2,20),(20,10),-0.0998698 # DEPENDENCYPART_GRANDPAR
(2,20),(20,11),0.0173682 # DEPENDENCYPART_GRANDPAR
(2,20),(20,12),0.161532 # DEPENDENCYPART_GRANDPAR
(2,20),(20,13),-0.00876535 # DEPENDENCYPART_GRANDPAR
(2,20),(20,14),0.357096 # DEPENDENCYPART_GRANDPAR
(2,20),(20,15),0.389709 # DEPENDENCYPART_GRANDPAR
(2,20),(20,16),-0.314774 # DEPENDENCYPART_GRANDPAR
(2,20),(20,17),-0.142134 # DEPENDENCYPART_GRANDPAR
(2,20),(20,18),0.240361 # DEPENDENCYPART_GRANDPAR
(2,20),(20,19),0.136571 # DEPENDENCYPART_GRANDPAR
(2,20),(20,22),0.0346853 # DEPENDENCYPART_GRANDPAR
(2,20),(20,23),0.152388 # DEPENDENCYPART_GRANDPAR
(2,20),(20,24),0.0713774 # DEPENDENCYPART_GRANDPAR
(2,20),(20,25),0.392762 # DEPENDENCYPART_GRANDPAR
(2,20),(20,26),0.0735136 # DEPENDENCYPART_GRANDPAR
(2,20),(20,27),0.213649 # DEPENDENCYPART_GRANDPAR
(2,20),(20,29),-0.349842 # DEPENDENCYPART_GRANDPAR
(2,20),(20,30),-1.45571 # DEPENDENCYPART_GRANDPAR
(2,22),(22,16),-0.0783753 # DEPENDENCYPART_GRANDPAR
(2,22),(22,18),0.330815 # DEPENDENCYPART_GRANDPAR
(2,22),(22,20),0.158006 # DEPENDENCYPART_GRANDPAR
(2,22),(22,21),-0.109134 # DEPENDENCYPART_GRANDPAR
(2,22),(22,23),0.163576 # DEPENDENCYPART_GRANDPAR
(2,22),(22,24),-0.161388 # DEPENDENCYPART_GRANDPAR
(2,22),(22,25),0.390282 # DEPENDENCYPART_GRANDPAR
(2,22),(22,26),-0.154688 # DEPENDENCYPART_GRANDPAR
(2,22),(22,27),0.108932 # DEPENDENCYPART_GRANDPAR
(2,22),(22,29),-0.497582 # DEPENDENCYPART_GRANDPAR
(2,23),(23,22),-0.141538 # DEPENDENCYPART_GRANDPAR
(2,24),(24,11),0.0145056 # DEPENDENCYPART_GRANDPAR
(2,24),(24,13),-0.0116279 # DEPENDENCYPART_GRANDPAR
(2,24),(24,17),-0.150872 # DEPENDENCYPART_GRANDPAR
(2,24),(24,18),0.263332 # DEPENDENCYPART_GRANDPAR
(2,24),(24,22),-0.0364594 # DEPENDENCYPART_GRANDPAR
(2,24),(24,23),0.261574 # DEPENDENCYPART_GRANDPAR
(2,24),(24,25),0.343477 # DEPENDENCYPART_GRANDPAR
(2,24),(24,26),0.0560295 # DEPENDENCYPART_GRANDPAR
(2,24),(24,27),0.204946 # DEPENDENCYPART_GRANDPAR
(2,24),(24,29),-0.34899 # DEPENDENCYPART_GRANDPAR
(2,24),(24,30),-1.46547 # DEPENDENCYPART_GRANDPAR
(2,26),(26,2),-0.692288 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,26),(26,3),0.594828 # DEPENDENCYPART_GRANDPAR
(2,26),(26,5),0.187207 # DEPENDENCYPART_GRANDPAR
(2,26),(26,8),0.236424 # DEPENDENCYPART_GRANDPAR
(2,26),(26,10),-0.105215 # DEPENDENCYPART_GRANDPAR
(2,26),(26,11),0.0120229 # DEPENDENCYPART_GRANDPAR
(2,26),(26,13),-0.0141107 # DEPENDENCYPART_GRANDPAR
(2,26),(26,14),0.347617 # DEPENDENCYPART_GRANDPAR
(2,26),(26,15),0.385877 # DEPENDENCYPART_GRANDPAR
(2,26),(26,16),-0.317434 # DEPENDENCYPART_GRANDPAR
(2,26),(26,17),-0.143391 # DEPENDENCYPART_GRANDPAR
(2,26),(26,18),0.238392 # DEPENDENCYPART_GRANDPAR
(2,26),(26,20),0.214866 # DEPENDENCYPART_GRANDPAR
(2,26),(26,21),-0.348192 # DEPENDENCYPART_GRANDPAR
(2,26),(26,22),-0.0389421 # DEPENDENCYPART_GRANDPAR
(2,26),(26,23),0.238382 # DEPENDENCYPART_GRANDPAR
(2,26),(26,24),0.162688 # DEPENDENCYPART_GRANDPAR
(2,26),(26,25),0.405366 # DEPENDENCYPART_GRANDPAR
(2,26),(26,27),0.22165 # DEPENDENCYPART_GRANDPAR
(2,26),(26,29),-0.336851 # DEPENDENCYPART_GRANDPAR
(2,26),(26,30),-1.44505 # DEPENDENCYPART_GRANDPAR
(2,29),(29,24),0.056214 # DEPENDENCYPART_GRANDPAR
(2,29),(29,25),0.398118 # DEPENDENCYPART_GRANDPAR
(2,29),(29,27),0.277603 # DEPENDENCYPART_GRANDPAR
(2,29),(29,28),-0.0231354 # DEPENDENCYPART_GRANDPAR
(2,29),(29,30),-1.43796 # DEPENDENCYPART_GRANDPAR
(3,1),(1,2),-0.211994 # DEPENDENCYPART_GRANDPAR
(3,1),(1,3),-1.77776 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,1),(1,4),-0.236784 # DEPENDENCYPART_GRANDPAR
(3,2),(2,1),-0.391857 # DEPENDENCYPART_GRANDPAR
(3,2),(2,3),-1.65445 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,2),(2,4),-0.153548 # DEPENDENCYPART_GRANDPAR
(3,2),(2,5),-0.499129 # DEPENDENCYPART_GRANDPAR
(3,2),(2,6),-0.620173 # DEPENDENCYPART_GRANDPAR
(3,2),(2,7),-0.987947 # DEPENDENCYPART_GRANDPAR
(3,2),(2,8),-0.87662 # DEPENDENCYPART_GRANDPAR
(3,2),(2,10),-0.802408 # DEPENDENCYPART_GRANDPAR
(3,2),(2,11),-0.788001 # DEPENDENCYPART_GRANDPAR
(3,2),(2,12),-0.87955 # DEPENDENCYPART_GRANDPAR
(3,2),(2,13),-0.650395 # DEPENDENCYPART_GRANDPAR
(3,2),(2,14),-1.2946 # DEPENDENCYPART_GRANDPAR
(3,2),(2,15),-0.703208 # DEPENDENCYPART_GRANDPAR
(3,2),(2,18),-0.993092 # DEPENDENCYPART_GRANDPAR
(3,2),(2,20),-0.411632 # DEPENDENCYPART_GRANDPAR
(3,2),(2,22),-0.903258 # DEPENDENCYPART_GRANDPAR
(3,2),(2,23),-1.70196 # DEPENDENCYPART_GRANDPAR
(3,2),(2,24),-1.48925 # DEPENDENCYPART_GRANDPAR
(3,2),(2,26),-0.956848 # DEPENDENCYPART_GRANDPAR
(3,2),(2,29),-1.02485 # DEPENDENCYPART_GRANDPAR
(3,2),(2,30),-2.55473 # DEPENDENCYPART_GRANDPAR
(3,4),(4,3),-0.894983 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,4),(4,5),0.231995 # DEPENDENCYPART_GRANDPAR
(3,4),(4,6),-0.00840951 # DEPENDENCYPART_GRANDPAR
(3,4),(4,8),-0.108308 # DEPENDENCYPART_GRANDPAR
(3,5),(5,1),-1.46152 # DEPENDENCYPART_GRANDPAR
(3,5),(5,2),-1.20503 # DEPENDENCYPART_GRANDPAR
(3,5),(5,3),-0.94082 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,5),(5,4),0.851281 # DEPENDENCYPART_GRANDPAR
(3,5),(5,6),0.132866 # DEPENDENCYPART_GRANDPAR
(3,5),(5,7),-0.298751 # DEPENDENCYPART_GRANDPAR
(3,5),(5,8),-0.115927 # DEPENDENCYPART_GRANDPAR
(3,5),(5,10),-0.112318 # DEPENDENCYPART_GRANDPAR
(3,5),(5,11),-0.0982167 # DEPENDENCYPART_GRANDPAR
(3,5),(5,12),-0.0145853 # DEPENDENCYPART_GRANDPAR
(3,5),(5,13),0.039389 # DEPENDENCYPART_GRANDPAR
(3,5),(5,14),-0.343196 # DEPENDENCYPART_GRANDPAR
(3,5),(5,15),0.0498308 # DEPENDENCYPART_GRANDPAR
(3,5),(5,18),-0.292858 # DEPENDENCYPART_GRANDPAR
(3,5),(5,20),0.537144 # DEPENDENCYPART_GRANDPAR
(3,5),(5,22),-0.215748 # DEPENDENCYPART_GRANDPAR
(3,5),(5,23),-0.750564 # DEPENDENCYPART_GRANDPAR
(3,5),(5,24),-0.586523 # DEPENDENCYPART_GRANDPAR
(3,5),(5,26),-0.017273 # DEPENDENCYPART_GRANDPAR
(3,5),(5,29),-0.335043 # DEPENDENCYPART_GRANDPAR
(3,5),(5,30),-1.67224 # DEPENDENCYPART_GRANDPAR
(3,6),(6,4),0.976888 # DEPENDENCYPART_GRANDPAR
(3,6),(6,7),-0.0767666 # DEPENDENCYPART_GRANDPAR
(3,6),(6,8),-0.307673 # DEPENDENCYPART_GRANDPAR
(3,6),(6,12),0.00556765 # DEPENDENCYPART_GRANDPAR
(3,6),(6,15),-0.143252 # DEPENDENCYPART_GRANDPAR
(3,6),(6,25),-0.558455 # DEPENDENCYPART_GRANDPAR
(3,7),(7,8),-0.166965 # DEPENDENCYPART_GRANDPAR
(3,7),(7,10),-0.14796 # DEPENDENCYPART_GRANDPAR
(3,7),(7,11),-0.133859 # DEPENDENCYPART_GRANDPAR
(3,7),(7,12),-0.0166431 # DEPENDENCYPART_GRANDPAR
(3,7),(7,13),0.00374638 # DEPENDENCYPART_GRANDPAR
(3,7),(7,30),-1.69316 # DEPENDENCYPART_GRANDPAR
(3,8),(8,6),0.0756824 # DEPENDENCYPART_GRANDPAR
(3,8),(8,9),-0.257842 # DEPENDENCYPART_GRANDPAR
(3,8),(8,10),-0.0308176 # DEPENDENCYPART_GRANDPAR
(3,8),(8,11),-0.00578315 # DEPENDENCYPART_GRANDPAR
(3,8),(8,12),-0.0797147 # DEPENDENCYPART_GRANDPAR
(3,8),(8,13),0.132027 # DEPENDENCYPART_GRANDPAR
(3,8),(8,14),-0.495455 # DEPENDENCYPART_GRANDPAR
(3,8),(8,15),-0.258158 # DEPENDENCYPART_GRANDPAR
(3,12),(12,13),-0.0506541 # DEPENDENCYPART_GRANDPAR
(3,15),(15,14),-0.408748 # DEPENDENCYPART_GRANDPAR
(3,15),(15,16),0.0254332 # DEPENDENCYPART_GRANDPAR
(3,15),(15,17),-0.555913 # DEPENDENCYPART_GRANDPAR
(3,15),(15,18),-0.247201 # DEPENDENCYPART_GRANDPAR
(3,15),(15,20),0.452121 # DEPENDENCYPART_GRANDPAR
(3,15),(15,22),-0.00311148 # DEPENDENCYPART_GRANDPAR
(3,15),(15,23),-0.933835 # DEPENDENCYPART_GRANDPAR
(3,15),(15,25),-0.558455 # DEPENDENCYPART_GRANDPAR
(3,15),(15,26),-0.0927692 # DEPENDENCYPART_GRANDPAR
(3,15),(15,27),-0.576178 # DEPENDENCYPART_GRANDPAR
(3,25),(25,16),0.392168 # DEPENDENCYPART_GRANDPAR
(3,25),(25,23),-0.816116 # DEPENDENCYPART_GRANDPAR
(3,25),(25,26),-0.0927692 # DEPENDENCYPART_GRANDPAR
(3,25),(25,27),-0.576178 # DEPENDENCYPART_GRANDPAR
(3,25),(25,29),-0.122454 # DEPENDENCYPART_GRANDPAR
(4,3),(3,1),-0.912166 # DEPENDENCYPART_GRANDPAR
(4,3),(3,2),-0.517264 # DEPENDENCYPART_GRANDPAR
(4,3),(3,4),-2.07046 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,3),(3,5),-1.50596 # DEPENDENCYPART_GRANDPAR
(4,3),(3,6),-1.03326 # DEPENDENCYPART_GRANDPAR
(4,3),(3,7),-1.56406 # DEPENDENCYPART_GRANDPAR
(4,3),(3,8),-1.15691 # DEPENDENCYPART_GRANDPAR
(4,3),(3,12),-1.50939 # DEPENDENCYPART_GRANDPAR
(4,3),(3,14),-1.39322 # DEPENDENCYPART_GRANDPAR
(4,3),(3,15),-1.34325 # DEPENDENCYPART_GRANDPAR
(4,3),(3,25),-1.57648 # DEPENDENCYPART_GRANDPAR
(4,5),(5,1),-1.58198 # DEPENDENCYPART_GRANDPAR
(4,5),(5,2),-1.31348 # DEPENDENCYPART_GRANDPAR
(4,5),(5,3),-1.19716 # DEPENDENCYPART_GRANDPAR
(4,5),(5,4),-1.16749 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,5),(5,6),-0.248395 # DEPENDENCYPART_GRANDPAR
(4,5),(5,7),-0.827731 # DEPENDENCYPART_GRANDPAR
(4,5),(5,8),-0.428926 # DEPENDENCYPART_GRANDPAR
(4,5),(5,10),-1.3388 # DEPENDENCYPART_GRANDPAR
(4,5),(5,11),-0.970555 # DEPENDENCYPART_GRANDPAR
(4,5),(5,12),-0.840234 # DEPENDENCYPART_GRANDPAR
(4,5),(5,13),-0.944541 # DEPENDENCYPART_GRANDPAR
(4,5),(5,14),-0.641514 # DEPENDENCYPART_GRANDPAR
(4,5),(5,15),-0.558391 # DEPENDENCYPART_GRANDPAR
(4,5),(5,18),-0.571357 # DEPENDENCYPART_GRANDPAR
(4,5),(5,20),-0.730808 # DEPENDENCYPART_GRANDPAR
(4,5),(5,22),-1.57127 # DEPENDENCYPART_GRANDPAR
(4,5),(5,23),-0.762978 # DEPENDENCYPART_GRANDPAR
(4,5),(5,24),-0.742293 # DEPENDENCYPART_GRANDPAR
(4,5),(5,26),-0.524444 # DEPENDENCYPART_GRANDPAR
(4,5),(5,29),-1.66736 # DEPENDENCYPART_GRANDPAR
(4,5),(5,30),-1.05273 # DEPENDENCYPART_GRANDPAR
(4,6),(6,4),-1.27884 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
