# _root_ A_més_a_més_de presó , reclama la clausura de l' empresa durant dos anys , la inhabilitació durant cinc anys per exercir com_a industrial i una multa .
#goldHeads=4,1,1,0,6,4,6,9,7,6,12,10,6,15,6,15,18,16,15,19,20,21,6,25,6,4,
#predictedHeads=4,1,1,0,6,4,6,9,7,4,12,10,6,15,6,15,18,16,4,19,20,21,6,25,6,4,
(9,19),(19,22),-0.914628 # DEPENDENCYPART_GRANDPAR
(9,19),(19,23),-0.454934 # DEPENDENCYPART_GRANDPAR
(9,19),(19,26),-1.50601 # DEPENDENCYPART_GRANDPAR
(9,20),(20,1),-1.29157 # DEPENDENCYPART_GRANDPAR
(9,20),(20,6),-0.997104 # DEPENDENCYPART_GRANDPAR
(9,20),(20,10),0.77956 # DEPENDENCYPART_GRANDPAR
(9,20),(20,15),-0.0238878 # DEPENDENCYPART_GRANDPAR
(9,20),(20,16),0.171683 # DEPENDENCYPART_GRANDPAR
(9,20),(20,18),-0.0798039 # DEPENDENCYPART_GRANDPAR
(9,20),(20,19),-0.188346 # DEPENDENCYPART_GRANDPAR
(9,20),(20,21),-0.121361 # DEPENDENCYPART_GRANDPAR
(9,20),(20,22),-0.645246 # DEPENDENCYPART_GRANDPAR
(9,20),(20,23),-0.349443 # DEPENDENCYPART_GRANDPAR
(9,20),(20,25),-0.746502 # DEPENDENCYPART_GRANDPAR
(9,20),(20,26),-1.37868 # DEPENDENCYPART_GRANDPAR
(9,21),(21,22),-0.707086 # DEPENDENCYPART_GRANDPAR
(9,21),(21,23),-0.427178 # DEPENDENCYPART_GRANDPAR
(9,21),(21,25),-0.816923 # DEPENDENCYPART_GRANDPAR
(9,25),(25,16),-0.0225786 # DEPENDENCYPART_GRANDPAR
(9,25),(25,21),-0.345889 # DEPENDENCYPART_GRANDPAR
(9,25),(25,23),-0.416102 # DEPENDENCYPART_GRANDPAR
(9,25),(25,24),0.776093 # DEPENDENCYPART_GRANDPAR
(9,25),(25,26),-1.35014 # DEPENDENCYPART_GRANDPAR
(10,8),(8,7),-0.378386 # DEPENDENCYPART_GRANDPAR
(10,8),(8,9),-0.283123 # DEPENDENCYPART_GRANDPAR
(10,8),(8,10),-1.96153 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,8),(8,11),0.0724387 # DEPENDENCYPART_GRANDPAR
(10,11),(11,10),-1.12234 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,11),(11,12),0.307648 # DEPENDENCYPART_GRANDPAR
(10,12),(12,1),-1.07843 # DEPENDENCYPART_GRANDPAR
(10,12),(12,3),-1.40851 # DEPENDENCYPART_GRANDPAR
(10,12),(12,7),-0.816464 # DEPENDENCYPART_GRANDPAR
(10,12),(12,8),-1.46065 # DEPENDENCYPART_GRANDPAR
(10,12),(12,11),0.909276 # DEPENDENCYPART_GRANDPAR
(10,12),(12,13),-0.512806 # DEPENDENCYPART_GRANDPAR
(10,12),(12,15),-0.465133 # DEPENDENCYPART_GRANDPAR
(10,12),(12,16),-0.554629 # DEPENDENCYPART_GRANDPAR
(10,12),(12,18),-0.703401 # DEPENDENCYPART_GRANDPAR
(10,12),(12,19),-0.97658 # DEPENDENCYPART_GRANDPAR
(10,12),(12,20),0.465669 # DEPENDENCYPART_GRANDPAR
(10,12),(12,23),-0.372881 # DEPENDENCYPART_GRANDPAR
(10,12),(12,25),-0.586075 # DEPENDENCYPART_GRANDPAR
(10,15),(15,1),-1.07722 # DEPENDENCYPART_GRANDPAR
(10,15),(15,3),-1.40805 # DEPENDENCYPART_GRANDPAR
(10,15),(15,7),-0.815098 # DEPENDENCYPART_GRANDPAR
(10,15),(15,10),-1.11634 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,15),(15,11),1.04596 # DEPENDENCYPART_GRANDPAR
(10,15),(15,13),-0.446829 # DEPENDENCYPART_GRANDPAR
(10,15),(15,14),-0.827097 # DEPENDENCYPART_GRANDPAR
(10,15),(15,16),-0.562199 # DEPENDENCYPART_GRANDPAR
(10,15),(15,18),-0.673991 # DEPENDENCYPART_GRANDPAR
(10,15),(15,19),-0.936263 # DEPENDENCYPART_GRANDPAR
(10,15),(15,20),0.431904 # DEPENDENCYPART_GRANDPAR
(10,15),(15,21),-0.226751 # DEPENDENCYPART_GRANDPAR
(10,15),(15,23),-0.396952 # DEPENDENCYPART_GRANDPAR
(10,15),(15,25),-0.550623 # DEPENDENCYPART_GRANDPAR
(10,15),(15,26),-1.34869 # DEPENDENCYPART_GRANDPAR
(10,16),(16,13),-0.447926 # DEPENDENCYPART_GRANDPAR
(10,16),(16,14),-0.561627 # DEPENDENCYPART_GRANDPAR
(10,16),(16,15),-0.0253496 # DEPENDENCYPART_GRANDPAR
(10,16),(16,17),-0.420688 # DEPENDENCYPART_GRANDPAR
(10,16),(16,18),-0.612674 # DEPENDENCYPART_GRANDPAR
(10,16),(16,19),-1.12884 # DEPENDENCYPART_GRANDPAR
(10,16),(16,20),0.233138 # DEPENDENCYPART_GRANDPAR
(10,16),(16,21),-0.303839 # DEPENDENCYPART_GRANDPAR
(10,19),(19,17),-0.0596196 # DEPENDENCYPART_GRANDPAR
(10,19),(19,20),0.185457 # DEPENDENCYPART_GRANDPAR
(10,19),(19,21),-0.27009 # DEPENDENCYPART_GRANDPAR
(10,19),(19,22),-0.724867 # DEPENDENCYPART_GRANDPAR
(10,19),(19,23),-0.456161 # DEPENDENCYPART_GRANDPAR
(10,19),(19,26),-1.40592 # DEPENDENCYPART_GRANDPAR
(11,10),(10,8),-1.05469 # DEPENDENCYPART_GRANDPAR
(11,10),(10,11),-2.2482 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,10),(10,12),-1.40092 # DEPENDENCYPART_GRANDPAR
(11,10),(10,13),-1.24683 # DEPENDENCYPART_GRANDPAR
(11,10),(10,15),-1.68679 # DEPENDENCYPART_GRANDPAR
(11,10),(10,16),-1.15908 # DEPENDENCYPART_GRANDPAR
(11,10),(10,19),-1.17306 # DEPENDENCYPART_GRANDPAR
(11,12),(12,1),-1.42033 # DEPENDENCYPART_GRANDPAR
(11,12),(12,3),-1.41008 # DEPENDENCYPART_GRANDPAR
(11,12),(12,7),-1.29891 # DEPENDENCYPART_GRANDPAR
(11,12),(12,8),-1.69046 # DEPENDENCYPART_GRANDPAR
(11,12),(12,11),-1.54282 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,12),(12,13),-0.518185 # DEPENDENCYPART_GRANDPAR
(11,12),(12,15),-1.01375 # DEPENDENCYPART_GRANDPAR
(11,12),(12,16),-0.488354 # DEPENDENCYPART_GRANDPAR
(11,12),(12,18),-1.25349 # DEPENDENCYPART_GRANDPAR
(11,12),(12,19),-0.456324 # DEPENDENCYPART_GRANDPAR
(11,12),(12,20),-0.377448 # DEPENDENCYPART_GRANDPAR
(11,12),(12,23),-0.610253 # DEPENDENCYPART_GRANDPAR
(11,12),(12,25),-1.12421 # DEPENDENCYPART_GRANDPAR
(12,1),(1,2),-0.404355 # DEPENDENCYPART_GRANDPAR
(12,1),(1,3),-0.406616 # DEPENDENCYPART_GRANDPAR
(12,1),(1,4),-0.3352 # DEPENDENCYPART_GRANDPAR
(12,1),(1,13),-0.933223 # DEPENDENCYPART_GRANDPAR
(12,1),(1,26),-1.95158 # DEPENDENCYPART_GRANDPAR
(12,7),(7,1),-0.449125 # DEPENDENCYPART_GRANDPAR
(12,7),(7,3),-0.337911 # DEPENDENCYPART_GRANDPAR
(12,7),(7,5),-0.256577 # DEPENDENCYPART_GRANDPAR
(12,7),(7,9),0.183123 # DEPENDENCYPART_GRANDPAR
(12,7),(7,10),0.145166 # DEPENDENCYPART_GRANDPAR
(12,7),(7,12),-1.7657 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,7),(7,13),-0.948414 # DEPENDENCYPART_GRANDPAR
(12,8),(8,7),-0.0160334 # DEPENDENCYPART_GRANDPAR
(12,8),(8,9),0.520161 # DEPENDENCYPART_GRANDPAR
(12,8),(8,10),0.524449 # DEPENDENCYPART_GRANDPAR
(12,8),(8,11),1.4517 # DEPENDENCYPART_GRANDPAR
(12,11),(11,10),0.134754 # DEPENDENCYPART_GRANDPAR
(12,11),(11,12),-1.69209 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,15),(15,1),-1.01202 # DEPENDENCYPART_GRANDPAR
(12,15),(15,3),-1.15705 # DEPENDENCYPART_GRANDPAR
(12,15),(15,7),-0.449782 # DEPENDENCYPART_GRANDPAR
(12,15),(15,10),-0.526203 # DEPENDENCYPART_GRANDPAR
(12,15),(15,11),-0.198779 # DEPENDENCYPART_GRANDPAR
(12,15),(15,13),0.0300257 # DEPENDENCYPART_GRANDPAR
(12,15),(15,14),0.118763 # DEPENDENCYPART_GRANDPAR
(12,15),(15,16),-0.143274 # DEPENDENCYPART_GRANDPAR
(12,15),(15,18),-0.247381 # DEPENDENCYPART_GRANDPAR
(12,15),(15,19),-0.04924 # DEPENDENCYPART_GRANDPAR
(12,15),(15,20),-0.0771872 # DEPENDENCYPART_GRANDPAR
(12,15),(15,21),-0.183611 # DEPENDENCYPART_GRANDPAR
(12,15),(15,23),-0.324359 # DEPENDENCYPART_GRANDPAR
(12,15),(15,25),-0.676317 # DEPENDENCYPART_GRANDPAR
(12,15),(15,26),-1.16174 # DEPENDENCYPART_GRANDPAR
(12,16),(16,13),-0.20926 # DEPENDENCYPART_GRANDPAR
(12,16),(16,14),-0.0749315 # DEPENDENCYPART_GRANDPAR
(12,16),(16,15),0.157538 # DEPENDENCYPART_GRANDPAR
(12,16),(16,17),-0.695252 # DEPENDENCYPART_GRANDPAR
(12,16),(16,18),-0.238751 # DEPENDENCYPART_GRANDPAR
(12,16),(16,19),-0.245839 # DEPENDENCYPART_GRANDPAR
(12,16),(16,20),-0.125612 # DEPENDENCYPART_GRANDPAR
(12,16),(16,21),-0.26731 # DEPENDENCYPART_GRANDPAR
(12,18),(18,1),-1.01302 # DEPENDENCYPART_GRANDPAR
(12,18),(18,7),-0.451024 # DEPENDENCYPART_GRANDPAR
(12,18),(18,10),-0.5272 # DEPENDENCYPART_GRANDPAR
(12,18),(18,13),0.0723676 # DEPENDENCYPART_GRANDPAR
(12,18),(18,14),0.079983 # DEPENDENCYPART_GRANDPAR
(12,18),(18,15),0.0855757 # DEPENDENCYPART_GRANDPAR
(12,18),(18,16),-0.0340721 # DEPENDENCYPART_GRANDPAR
(12,18),(18,17),-0.283907 # DEPENDENCYPART_GRANDPAR
(12,18),(18,19),-0.0833962 # DEPENDENCYPART_GRANDPAR
(12,18),(18,20),-0.0689322 # DEPENDENCYPART_GRANDPAR
(12,18),(18,21),-0.208995 # DEPENDENCYPART_GRANDPAR
(12,18),(18,25),-0.696916 # DEPENDENCYPART_GRANDPAR
(12,19),(19,17),-0.4263 # DEPENDENCYPART_GRANDPAR
(12,19),(19,20),-0.0307213 # DEPENDENCYPART_GRANDPAR
(12,19),(19,21),-0.141014 # DEPENDENCYPART_GRANDPAR
(12,19),(19,22),-0.757979 # DEPENDENCYPART_GRANDPAR
(12,19),(19,23),-0.352459 # DEPENDENCYPART_GRANDPAR
(12,19),(19,26),-1.27465 # DEPENDENCYPART_GRANDPAR
(12,20),(20,1),-1.23225 # DEPENDENCYPART_GRANDPAR
(12,20),(20,6),-1.07789 # DEPENDENCYPART_GRANDPAR
(12,20),(20,10),-0.747087 # DEPENDENCYPART_GRANDPAR
(12,20),(20,15),0.0620512 # DEPENDENCYPART_GRANDPAR
(12,20),(20,16),0.0723838 # DEPENDENCYPART_GRANDPAR
(12,20),(20,18),-0.213226 # DEPENDENCYPART_GRANDPAR
(12,20),(20,19),0.0121249 # DEPENDENCYPART_GRANDPAR
(12,20),(20,21),0.0580931 # DEPENDENCYPART_GRANDPAR
(12,20),(20,22),-0.565973 # DEPENDENCYPART_GRANDPAR
(12,20),(20,23),-0.321116 # DEPENDENCYPART_GRANDPAR
(12,20),(20,25),-0.552483 # DEPENDENCYPART_GRANDPAR
(12,20),(20,26),-1.20056 # DEPENDENCYPART_GRANDPAR
(12,25),(25,16),0.0269538 # DEPENDENCYPART_GRANDPAR
(12,25),(25,21),-0.0497908 # DEPENDENCYPART_GRANDPAR
(12,25),(25,23),-0.343362 # DEPENDENCYPART_GRANDPAR
(12,25),(25,24),1.32807 # DEPENDENCYPART_GRANDPAR
(12,25),(25,26),-1.14375 # DEPENDENCYPART_GRANDPAR
(14,15),(15,1),-1.24837 # DEPENDENCYPART_GRANDPAR
(14,15),(15,3),-1.46345 # DEPENDENCYPART_GRANDPAR
(14,15),(15,7),-1.12748 # DEPENDENCYPART_GRANDPAR
(14,15),(15,10),-1.09173 # DEPENDENCYPART_GRANDPAR
(14,15),(15,11),-1.68269 # DEPENDENCYPART_GRANDPAR
(14,15),(15,13),-1.1875 # DEPENDENCYPART_GRANDPAR
(14,15),(15,14),-1.27293 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,15),(15,16),-0.34581 # DEPENDENCYPART_GRANDPAR
(14,15),(15,18),-1.38478 # DEPENDENCYPART_GRANDPAR
(14,15),(15,19),-0.335088 # DEPENDENCYPART_GRANDPAR
(14,15),(15,20),-0.323798 # DEPENDENCYPART_GRANDPAR
(14,15),(15,21),-0.511893 # DEPENDENCYPART_GRANDPAR
(14,15),(15,23),-0.710093 # DEPENDENCYPART_GRANDPAR
(14,15),(15,25),-1.47169 # DEPENDENCYPART_GRANDPAR
(14,15),(15,26),-0.621727 # DEPENDENCYPART_GRANDPAR
(14,16),(16,13),-1.16383 # DEPENDENCYPART_GRANDPAR
(14,16),(16,14),-1.25263 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,16),(16,15),-0.503762 # DEPENDENCYPART_GRANDPAR
(14,16),(16,17),-0.943272 # DEPENDENCYPART_GRANDPAR
(14,16),(16,18),-1.41715 # DEPENDENCYPART_GRANDPAR
(14,16),(16,19),-0.509476 # DEPENDENCYPART_GRANDPAR
(14,16),(16,20),-0.406631 # DEPENDENCYPART_GRANDPAR
(14,16),(16,21),-0.591188 # DEPENDENCYPART_GRANDPAR
(14,17),(17,18),-1.38893 # DEPENDENCYPART_GRANDPAR
(14,17),(17,19),-0.387311 # DEPENDENCYPART_GRANDPAR
(15,1),(1,2),-0.443596 # DEPENDENCYPART_GRANDPAR
(15,1),(1,3),-0.131711 # DEPENDENCYPART_GRANDPAR
(15,1),(1,4),-0.295837 # DEPENDENCYPART_GRANDPAR
(15,1),(1,13),0.35449 # DEPENDENCYPART_GRANDPAR
(15,1),(1,26),-1.57147 # DEPENDENCYPART_GRANDPAR
(15,7),(7,1),-0.288606 # DEPENDENCYPART_GRANDPAR
(15,7),(7,3),-0.194782 # DEPENDENCYPART_GRANDPAR
(15,7),(7,5),-0.628396 # DEPENDENCYPART_GRANDPAR
(15,7),(7,9),0.119388 # DEPENDENCYPART_GRANDPAR
(15,7),(7,10),0.174571 # DEPENDENCYPART_GRANDPAR
(15,7),(7,12),0.50714 # DEPENDENCYPART_GRANDPAR
(15,7),(7,13),0.343512 # DEPENDENCYPART_GRANDPAR
(15,10),(10,8),-0.609308 # DEPENDENCYPART_GRANDPAR
(15,10),(10,11),-0.360484 # DEPENDENCYPART_GRANDPAR
(15,10),(10,12),0.411409 # DEPENDENCYPART_GRANDPAR
(15,10),(10,13),0.317043 # DEPENDENCYPART_GRANDPAR
(15,10),(10,15),-1.54995 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,10),(10,16),-0.217986 # DEPENDENCYPART_GRANDPAR
(15,10),(10,19),-0.729263 # DEPENDENCYPART_GRANDPAR
(15,11),(11,10),0.106563 # DEPENDENCYPART_GRANDPAR
(15,11),(11,12),0.680614 # DEPENDENCYPART_GRANDPAR
(15,14),(14,15),-1.51735 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,14),(14,16),-0.280213 # DEPENDENCYPART_GRANDPAR
(15,14),(14,17),-1.30364 # DEPENDENCYPART_GRANDPAR
(15,16),(16,13),-0.535214 # DEPENDENCYPART_GRANDPAR
(15,16),(16,14),-0.672724 # DEPENDENCYPART_GRANDPAR
(15,16),(16,15),-0.582518 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,16),(16,17),-0.586977 # DEPENDENCYPART_GRANDPAR
(15,16),(16,18),0.160753 # DEPENDENCYPART_GRANDPAR
(15,16),(16,19),-0.116898 # DEPENDENCYPART_GRANDPAR
(15,16),(16,20),0.0613023 # DEPENDENCYPART_GRANDPAR
(15,16),(16,21),-0.19212 # DEPENDENCYPART_GRANDPAR
(15,18),(18,1),-0.868925 # DEPENDENCYPART_GRANDPAR
(15,18),(18,7),-0.515029 # DEPENDENCYPART_GRANDPAR
(15,18),(18,10),-0.544586 # DEPENDENCYPART_GRANDPAR
(15,18),(18,13),-0.521847 # DEPENDENCYPART_GRANDPAR
(15,18),(18,14),-0.710499 # DEPENDENCYPART_GRANDPAR
(15,18),(18,15),-0.731448 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,18),(18,16),0.544082 # DEPENDENCYPART_GRANDPAR
(15,18),(18,17),-0.329211 # DEPENDENCYPART_GRANDPAR
(15,18),(18,19),-0.0318589 # DEPENDENCYPART_GRANDPAR
(15,18),(18,20),0.0777071 # DEPENDENCYPART_GRANDPAR
(15,18),(18,21),-0.210884 # DEPENDENCYPART_GRANDPAR
(15,18),(18,25),-0.463397 # DEPENDENCYPART_GRANDPAR
(15,19),(19,17),-0.359004 # DEPENDENCYPART_GRANDPAR
(15,19),(19,20),0.173882 # DEPENDENCYPART_GRANDPAR
(15,19),(19,21),-0.0228177 # DEPENDENCYPART_GRANDPAR
(15,19),(19,22),-0.379107 # DEPENDENCYPART_GRANDPAR
(15,19),(19,23),-0.199695 # DEPENDENCYPART_GRANDPAR
(15,19),(19,26),-0.835034 # DEPENDENCYPART_GRANDPAR
(15,20),(20,1),-1.08979 # DEPENDENCYPART_GRANDPAR
(15,20),(20,6),-1.02352 # DEPENDENCYPART_GRANDPAR
(15,20),(20,10),-0.766111 # DEPENDENCYPART_GRANDPAR
(15,20),(20,15),-0.625542 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,20),(20,16),0.778417 # DEPENDENCYPART_GRANDPAR
(15,20),(20,18),0.210445 # DEPENDENCYPART_GRANDPAR
(15,20),(20,19),0.167871 # DEPENDENCYPART_GRANDPAR
(15,20),(20,21),0.128532 # DEPENDENCYPART_GRANDPAR
(15,20),(20,22),-0.229907 # DEPENDENCYPART_GRANDPAR
(15,20),(20,23),-0.188215 # DEPENDENCYPART_GRANDPAR
(15,20),(20,25),-0.229569 # DEPENDENCYPART_GRANDPAR
(15,20),(20,26),-0.782059 # DEPENDENCYPART_GRANDPAR
(15,21),(21,22),-0.188618 # DEPENDENCYPART_GRANDPAR
(15,21),(21,23),-0.18439 # DEPENDENCYPART_GRANDPAR
(15,21),(21,25),-0.196861 # DEPENDENCYPART_GRANDPAR
(15,25),(25,16),0.606988 # DEPENDENCYPART_GRANDPAR
(15,25),(25,21),-0.0706857 # DEPENDENCYPART_GRANDPAR
(15,25),(25,23),-0.223654 # DEPENDENCYPART_GRANDPAR
(15,25),(25,24),0.712881 # DEPENDENCYPART_GRANDPAR
(15,25),(25,26),-0.762816 # DEPENDENCYPART_GRANDPAR
(16,14),(14,15),-0.284852 # DEPENDENCYPART_GRANDPAR
(16,14),(14,16),-2.16508 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,14),(14,17),-0.256786 # DEPENDENCYPART_GRANDPAR
(16,15),(15,1),-0.651932 # DEPENDENCYPART_GRANDPAR
(16,15),(15,3),-0.638931 # DEPENDENCYPART_GRANDPAR
(16,15),(15,7),-0.221757 # DEPENDENCYPART_GRANDPAR
(16,15),(15,10),-0.481228 # DEPENDENCYPART_GRANDPAR
(16,15),(15,11),-0.62496 # DEPENDENCYPART_GRANDPAR
(16,15),(15,13),-0.299606 # DEPENDENCYPART_GRANDPAR
(16,15),(15,14),-0.339976 # DEPENDENCYPART_GRANDPAR
(16,15),(15,16),-2.07367 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,15),(15,18),-0.788206 # DEPENDENCYPART_GRANDPAR
(16,15),(15,19),-1.60443 # DEPENDENCYPART_GRANDPAR
(16,15),(15,20),-0.804619 # DEPENDENCYPART_GRANDPAR
(16,15),(15,21),-0.974747 # DEPENDENCYPART_GRANDPAR
(16,15),(15,23),-1.33974 # DEPENDENCYPART_GRANDPAR
(16,15),(15,25),-1.10225 # DEPENDENCYPART_GRANDPAR
(16,15),(15,26),-2.06111 # DEPENDENCYPART_GRANDPAR
(16,17),(17,18),-0.117394 # DEPENDENCYPART_GRANDPAR
(16,17),(17,19),-1.12256 # DEPENDENCYPART_GRANDPAR
(16,18),(18,1),-1.29456 # DEPENDENCYPART_GRANDPAR
(16,18),(18,7),-1.02629 # DEPENDENCYPART_GRANDPAR
(16,18),(18,10),-1.05053 # DEPENDENCYPART_GRANDPAR
(16,18),(18,13),-1.16415 # DEPENDENCYPART_GRANDPAR
(16,18),(18,14),-1.45162 # DEPENDENCYPART_GRANDPAR
(16,18),(18,15),-1.29121 # DEPENDENCYPART_GRANDPAR
(16,18),(18,16),-1.32599 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,18),(18,17),0.68279 # DEPENDENCYPART_GRANDPAR
(16,18),(18,19),-0.990956 # DEPENDENCYPART_GRANDPAR
(16,18),(18,20),0.208804 # DEPENDENCYPART_GRANDPAR
(16,18),(18,21),-0.383502 # DEPENDENCYPART_GRANDPAR
(16,18),(18,25),-0.442216 # DEPENDENCYPART_GRANDPAR
(16,19),(19,17),0.940231 # DEPENDENCYPART_GRANDPAR
(16,19),(19,20),-0.0714085 # DEPENDENCYPART_GRANDPAR
(16,19),(19,21),-0.417998 # DEPENDENCYPART_GRANDPAR
(16,19),(19,22),-0.544404 # DEPENDENCYPART_GRANDPAR
(16,19),(19,23),-0.556337 # DEPENDENCYPART_GRANDPAR
(16,19),(19,26),-1.28835 # DEPENDENCYPART_GRANDPAR
(16,20),(20,1),-1.40643 # DEPENDENCYPART_GRANDPAR
(16,20),(20,6),-1.4612 # DEPENDENCYPART_GRANDPAR
(16,20),(20,10),-1.16306 # DEPENDENCYPART_GRANDPAR
(16,20),(20,15),-1.32959 # DEPENDENCYPART_GRANDPAR
(16,20),(20,16),-1.27446 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,20),(20,18),0.0398389 # DEPENDENCYPART_GRANDPAR
(16,20),(20,19),-0.848377 # DEPENDENCYPART_GRANDPAR
(16,20),(20,21),-0.192711 # DEPENDENCYPART_GRANDPAR
(16,20),(20,22),-0.403794 # DEPENDENCYPART_GRANDPAR
(16,20),(20,23),-0.523803 # DEPENDENCYPART_GRANDPAR
(16,20),(20,25),-0.235744 # DEPENDENCYPART_GRANDPAR
(16,20),(20,26),-1.24094 # DEPENDENCYPART_GRANDPAR
(16,21),(21,22),-0.439465 # DEPENDENCYPART_GRANDPAR
(16,21),(21,23),-0.531355 # DEPENDENCYPART_GRANDPAR
(16,21),(21,25),-0.269825 # DEPENDENCYPART_GRANDPAR
(17,18),(18,1),-1.32095 # DEPENDENCYPART_GRANDPAR
(17,18),(18,7),-1.27833 # DEPENDENCYPART_GRANDPAR
(17,18),(18,10),-1.29555 # DEPENDENCYPART_GRANDPAR
(17,18),(18,13),-1.46456 # DEPENDENCYPART_GRANDPAR
(17,18),(18,14),-1.60697 # DEPENDENCYPART_GRANDPAR
(17,18),(18,15),-1.35101 # DEPENDENCYPART_GRANDPAR
(17,18),(18,16),-1.11534 # DEPENDENCYPART_GRANDPAR
(17,18),(18,17),-1.52358 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,18),(18,19),-0.255083 # DEPENDENCYPART_GRANDPAR
(17,18),(18,20),-0.245251 # DEPENDENCYPART_GRANDPAR
(17,18),(18,21),-0.467642 # DEPENDENCYPART_GRANDPAR
(17,18),(18,25),-1.05414 # DEPENDENCYPART_GRANDPAR
(17,19),(19,17),-1.48215 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,19),(19,20),-0.334896 # DEPENDENCYPART_GRANDPAR
(17,19),(19,21),-0.465663 # DEPENDENCYPART_GRANDPAR
(17,19),(19,22),-1.11739 # DEPENDENCYPART_GRANDPAR
(17,19),(19,23),-0.665865 # DEPENDENCYPART_GRANDPAR
(17,19),(19,26),-0.596839 # DEPENDENCYPART_GRANDPAR
(18,1),(1,2),-0.777225 # DEPENDENCYPART_GRANDPAR
(18,1),(1,3),-0.504921 # DEPENDENCYPART_GRANDPAR
(18,1),(1,4),-0.357558 # DEPENDENCYPART_GRANDPAR
(18,1),(1,13),-0.130943 # DEPENDENCYPART_GRANDPAR
(18,1),(1,26),-1.60682 # DEPENDENCYPART_GRANDPAR
(18,7),(7,1),-0.428024 # DEPENDENCYPART_GRANDPAR
(18,7),(7,3),-0.436216 # DEPENDENCYPART_GRANDPAR
(18,7),(7,5),-0.646753 # DEPENDENCYPART_GRANDPAR
(18,7),(7,9),-0.165085 # DEPENDENCYPART_GRANDPAR
(18,7),(7,10),-0.0840602 # DEPENDENCYPART_GRANDPAR
(18,7),(7,12),0.16159 # DEPENDENCYPART_GRANDPAR
(18,7),(7,13),-0.158007 # DEPENDENCYPART_GRANDPAR
(18,10),(10,8),-0.488087 # DEPENDENCYPART_GRANDPAR
(18,10),(10,11),-0.0119765 # DEPENDENCYPART_GRANDPAR
(18,10),(10,12),0.0767795 # DEPENDENCYPART_GRANDPAR
(18,10),(10,13),-0.169265 # DEPENDENCYPART_GRANDPAR
(18,10),(10,15),0.200894 # DEPENDENCYPART_GRANDPAR
(18,10),(10,16),0.122252 # DEPENDENCYPART_GRANDPAR
(18,10),(10,19),-0.689347 # DEPENDENCYPART_GRANDPAR
(18,14),(14,15),0.69536 # DEPENDENCYPART_GRANDPAR
(18,14),(14,16),0.673571 # DEPENDENCYPART_GRANDPAR
(18,14),(14,17),1.04475 # DEPENDENCYPART_GRANDPAR
(18,15),(15,1),-0.436765 # DEPENDENCYPART_GRANDPAR
(18,15),(15,3),-0.40841 # DEPENDENCYPART_GRANDPAR
(18,15),(15,7),-0.0620526 # DEPENDENCYPART_GRANDPAR
(18,15),(15,10),-0.200318 # DEPENDENCYPART_GRANDPAR
(18,15),(15,11),-0.275852 # DEPENDENCYPART_GRANDPAR
(18,15),(15,13),-0.0344312 # DEPENDENCYPART_GRANDPAR
(18,15),(15,14),-0.175635 # DEPENDENCYPART_GRANDPAR
(18,15),(15,16),0.191282 # DEPENDENCYPART_GRANDPAR
(18,15),(15,18),-1.6796 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,15),(15,19),-0.562939 # DEPENDENCYPART_GRANDPAR
(18,15),(15,20),-0.725585 # DEPENDENCYPART_GRANDPAR
(18,15),(15,21),-0.854342 # DEPENDENCYPART_GRANDPAR
(18,15),(15,23),-1.06425 # DEPENDENCYPART_GRANDPAR
(18,15),(15,25),-1.16724 # DEPENDENCYPART_GRANDPAR
(18,15),(15,26),-1.59877 # DEPENDENCYPART_GRANDPAR
(18,16),(16,13),-0.270893 # DEPENDENCYPART_GRANDPAR
(18,16),(16,14),-0.385887 # DEPENDENCYPART_GRANDPAR
(18,16),(16,15),0.126582 # DEPENDENCYPART_GRANDPAR
(18,16),(16,17),0.343207 # DEPENDENCYPART_GRANDPAR
(18,16),(16,18),-1.74498 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,16),(16,19),-0.689347 # DEPENDENCYPART_GRANDPAR
(18,16),(16,20),-0.751016 # DEPENDENCYPART_GRANDPAR
