# _root_ ' La política ha de ser un projecte ètic i moral , un conjunt de principis i de normes presidida pel sentit comú ' , ha dit .
#goldHeads=6,3,6,6,6,27,8,6,8,9,9,14,14,8,14,15,15,15,18,14,20,21,22,6,6,27,0,27,
#predictedHeads=6,3,6,6,6,27,8,6,8,9,9,14,14,8,14,15,15,15,18,19,20,21,22,6,6,27,0,27,
(27,19),(27,20),-0.185687 # DEPENDENCYPART_SIBL
(27,19),(27,21),-0.111394 # DEPENDENCYPART_SIBL
(27,19),(27,22),-0.743426 # DEPENDENCYPART_SIBL
(27,19),(27,23),-0.1857 # DEPENDENCYPART_SIBL
(27,19),(27,24),-0.0541255 # DEPENDENCYPART_SIBL
(27,19),(27,25),-0.518977 # DEPENDENCYPART_SIBL
(27,19),(27,26),0.0398699 # DEPENDENCYPART_SIBL
(27,19),(27,28),0.0134893 # DEPENDENCYPART_SIBL
(27,20),(27,21),-0.0678949 # DEPENDENCYPART_SIBL
(27,20),(27,22),-0.0314375 # DEPENDENCYPART_SIBL
(27,20),(27,23),-0.0234675 # DEPENDENCYPART_SIBL
(27,20),(27,24),0.0156595 # DEPENDENCYPART_SIBL
(27,20),(27,25),-0.2112 # DEPENDENCYPART_SIBL
(27,20),(27,26),0.00202063 # DEPENDENCYPART_SIBL
(27,20),(27,28),-0.0251681 # DEPENDENCYPART_SIBL
(27,21),(27,22),0.00182283 # DEPENDENCYPART_SIBL
(27,21),(27,23),-0.025127 # DEPENDENCYPART_SIBL
(27,21),(27,24),-0.011278 # DEPENDENCYPART_SIBL
(27,21),(27,25),-0.295849 # DEPENDENCYPART_SIBL
(27,21),(27,26),0.0561508 # DEPENDENCYPART_SIBL
(27,21),(27,28),-0.0179701 # DEPENDENCYPART_SIBL
(27,22),(27,23),-0.195395 # DEPENDENCYPART_SIBL
(27,22),(27,24),-0.0638463 # DEPENDENCYPART_SIBL
(27,22),(27,25),-0.528697 # DEPENDENCYPART_SIBL
(27,22),(27,26),0.0189108 # DEPENDENCYPART_SIBL
(27,22),(27,28),-0.00555285 # DEPENDENCYPART_SIBL
(27,23),(27,24),0.0144096 # DEPENDENCYPART_SIBL
(27,23),(27,25),-0.21245 # DEPENDENCYPART_SIBL
(27,23),(27,26),0.00077125 # DEPENDENCYPART_SIBL
(27,23),(27,28),-0.0279067 # DEPENDENCYPART_SIBL
(27,24),(27,25),-0.418855 # DEPENDENCYPART_SIBL
(27,24),(27,26),0.12256 # DEPENDENCYPART_SIBL
(27,24),(27,28),-0.0847338 # DEPENDENCYPART_SIBL
(27,25),(27,26),0.251021 # DEPENDENCYPART_SIBL
(27,25),(27,28),-0.478746 # DEPENDENCYPART_SIBL
(27,26),(27,28),0.342701 # DEPENDENCYPART_SIBL
(0,4),(4,1),0.214095 # DEPENDENCYPART_GRANDPAR
(0,4),(4,2),0.253386 # DEPENDENCYPART_GRANDPAR
(0,4),(4,3),-0.0761179 # DEPENDENCYPART_GRANDPAR
(0,4),(4,5),0.164176 # DEPENDENCYPART_GRANDPAR
(0,4),(4,6),-0.0413045 # DEPENDENCYPART_GRANDPAR
(0,4),(4,8),-0.0903273 # DEPENDENCYPART_GRANDPAR
(0,4),(4,10),-0.313263 # DEPENDENCYPART_GRANDPAR
(0,4),(4,12),-0.44988 # DEPENDENCYPART_GRANDPAR
(0,4),(4,14),-0.588861 # DEPENDENCYPART_GRANDPAR
(0,4),(4,24),-0.223389 # DEPENDENCYPART_GRANDPAR
(0,4),(4,25),-0.483183 # DEPENDENCYPART_GRANDPAR
(0,4),(4,27),0.881245 # DEPENDENCYPART_GRANDPAR
(0,4),(4,28),2.47815 # DEPENDENCYPART_GRANDPAR
(0,6),(6,1),0.114909 # DEPENDENCYPART_GRANDPAR
(0,6),(6,2),0.271979 # DEPENDENCYPART_GRANDPAR
(0,6),(6,3),-0.114414 # DEPENDENCYPART_GRANDPAR
(0,6),(6,4),1.41132 # DEPENDENCYPART_GRANDPAR
(0,6),(6,5),0.0864921 # DEPENDENCYPART_GRANDPAR
(0,6),(6,8),-0.0771306 # DEPENDENCYPART_GRANDPAR
(0,6),(6,9),-0.175013 # DEPENDENCYPART_GRANDPAR
(0,6),(6,10),-0.237492 # DEPENDENCYPART_GRANDPAR
(0,6),(6,11),-0.106208 # DEPENDENCYPART_GRANDPAR
(0,6),(6,12),-0.340426 # DEPENDENCYPART_GRANDPAR
(0,6),(6,14),-0.579636 # DEPENDENCYPART_GRANDPAR
(0,6),(6,15),-0.274357 # DEPENDENCYPART_GRANDPAR
(0,6),(6,16),-0.412454 # DEPENDENCYPART_GRANDPAR
(0,6),(6,17),0.0729623 # DEPENDENCYPART_GRANDPAR
(0,6),(6,20),0.0323508 # DEPENDENCYPART_GRANDPAR
(0,6),(6,21),-0.0656242 # DEPENDENCYPART_GRANDPAR
(0,6),(6,24),-0.0892886 # DEPENDENCYPART_GRANDPAR
(0,6),(6,25),-0.373729 # DEPENDENCYPART_GRANDPAR
(0,6),(6,26),1.08111 # DEPENDENCYPART_GRANDPAR
(0,6),(6,27),0.886395 # DEPENDENCYPART_GRANDPAR
(0,6),(6,28),2.70788 # DEPENDENCYPART_GRANDPAR
(0,26),(26,1),0.214095 # DEPENDENCYPART_GRANDPAR
(0,26),(26,6),-0.00908604 # DEPENDENCYPART_GRANDPAR
(0,26),(26,14),-0.759297 # DEPENDENCYPART_GRANDPAR
(0,26),(26,28),2.47815 # DEPENDENCYPART_GRANDPAR
(0,27),(27,1),0.0638148 # DEPENDENCYPART_GRANDPAR
(0,27),(27,3),-0.0711547 # DEPENDENCYPART_GRANDPAR
(0,27),(27,4),1.33128 # DEPENDENCYPART_GRANDPAR
(0,27),(27,5),0.00693954 # DEPENDENCYPART_GRANDPAR
(0,27),(27,6),-0.153421 # DEPENDENCYPART_GRANDPAR
(0,27),(27,8),-0.305859 # DEPENDENCYPART_GRANDPAR
(0,27),(27,9),-0.529622 # DEPENDENCYPART_GRANDPAR
(0,27),(27,10),-0.894011 # DEPENDENCYPART_GRANDPAR
(0,27),(27,11),-0.460208 # DEPENDENCYPART_GRANDPAR
(0,27),(27,14),-0.754332 # DEPENDENCYPART_GRANDPAR
(0,27),(27,16),-0.59072 # DEPENDENCYPART_GRANDPAR
(0,27),(27,17),-0.583556 # DEPENDENCYPART_GRANDPAR
(0,27),(27,18),-0.563171 # DEPENDENCYPART_GRANDPAR
(0,27),(27,19),-0.822653 # DEPENDENCYPART_GRANDPAR
(0,27),(27,20),-0.325178 # DEPENDENCYPART_GRANDPAR
(0,27),(27,21),-0.459942 # DEPENDENCYPART_GRANDPAR
(0,27),(27,22),-0.864874 # DEPENDENCYPART_GRANDPAR
(0,27),(27,23),-0.399049 # DEPENDENCYPART_GRANDPAR
(0,27),(27,24),-0.397959 # DEPENDENCYPART_GRANDPAR
(0,27),(27,25),-0.905528 # DEPENDENCYPART_GRANDPAR
(0,27),(27,26),1.45993 # DEPENDENCYPART_GRANDPAR
(0,27),(27,28),2.525 # DEPENDENCYPART_GRANDPAR
(2,3),(3,1),-1.18043 # DEPENDENCYPART_GRANDPAR
(2,3),(3,2),-1.27306 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,3),(3,4),-0.423524 # DEPENDENCYPART_GRANDPAR
(2,3),(3,5),-0.381591 # DEPENDENCYPART_GRANDPAR
(2,3),(3,10),-0.687245 # DEPENDENCYPART_GRANDPAR
(2,3),(3,11),-0.741316 # DEPENDENCYPART_GRANDPAR
(2,3),(3,14),-1.52782 # DEPENDENCYPART_GRANDPAR
(2,3),(3,28),-0.716708 # DEPENDENCYPART_GRANDPAR
(3,2),(2,3),-1.81304 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,4),(4,1),-0.72334 # DEPENDENCYPART_GRANDPAR
(3,4),(4,2),-0.619299 # DEPENDENCYPART_GRANDPAR
(3,4),(4,3),-0.998157 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,4),(4,5),-0.305084 # DEPENDENCYPART_GRANDPAR
(3,4),(4,6),-0.290468 # DEPENDENCYPART_GRANDPAR
(3,4),(4,8),-0.295752 # DEPENDENCYPART_GRANDPAR
(3,4),(4,10),-0.147421 # DEPENDENCYPART_GRANDPAR
(3,4),(4,12),-0.408552 # DEPENDENCYPART_GRANDPAR
(3,4),(4,14),-0.516613 # DEPENDENCYPART_GRANDPAR
(3,4),(4,24),-0.885099 # DEPENDENCYPART_GRANDPAR
(3,4),(4,25),-0.534886 # DEPENDENCYPART_GRANDPAR
(3,4),(4,27),-0.641568 # DEPENDENCYPART_GRANDPAR
(3,4),(4,28),-1.94495 # DEPENDENCYPART_GRANDPAR
(3,5),(5,1),-0.650862 # DEPENDENCYPART_GRANDPAR
(3,5),(5,2),-0.575029 # DEPENDENCYPART_GRANDPAR
(3,5),(5,3),-0.860783 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,5),(5,6),-0.274658 # DEPENDENCYPART_GRANDPAR
(3,5),(5,8),-0.173016 # DEPENDENCYPART_GRANDPAR
(3,5),(5,10),-0.0975719 # DEPENDENCYPART_GRANDPAR
(3,5),(5,11),-0.18144 # DEPENDENCYPART_GRANDPAR
(3,5),(5,12),-0.435291 # DEPENDENCYPART_GRANDPAR
(3,5),(5,15),-0.185265 # DEPENDENCYPART_GRANDPAR
(3,5),(5,17),-0.172629 # DEPENDENCYPART_GRANDPAR
(3,5),(5,18),0.0022185 # DEPENDENCYPART_GRANDPAR
(3,5),(5,28),-1.89702 # DEPENDENCYPART_GRANDPAR
(3,10),(10,12),-0.510878 # DEPENDENCYPART_GRANDPAR
(3,11),(11,5),-0.212916 # DEPENDENCYPART_GRANDPAR
(3,11),(11,6),-0.17477 # DEPENDENCYPART_GRANDPAR
(3,11),(11,9),-0.309497 # DEPENDENCYPART_GRANDPAR
(3,11),(11,10),-0.042181 # DEPENDENCYPART_GRANDPAR
(3,11),(11,12),-0.483906 # DEPENDENCYPART_GRANDPAR
(3,11),(11,14),-0.626048 # DEPENDENCYPART_GRANDPAR
(3,11),(11,15),-0.336563 # DEPENDENCYPART_GRANDPAR
(3,11),(11,17),-0.23464 # DEPENDENCYPART_GRANDPAR
(3,11),(11,20),-0.703137 # DEPENDENCYPART_GRANDPAR
(3,11),(11,23),-0.747532 # DEPENDENCYPART_GRANDPAR
(3,14),(14,5),-0.271814 # DEPENDENCYPART_GRANDPAR
(3,14),(14,6),-0.257755 # DEPENDENCYPART_GRANDPAR
(3,14),(14,7),-0.837893 # DEPENDENCYPART_GRANDPAR
(3,14),(14,8),-0.502085 # DEPENDENCYPART_GRANDPAR
(3,14),(14,9),-0.501795 # DEPENDENCYPART_GRANDPAR
(3,14),(14,10),-0.20895 # DEPENDENCYPART_GRANDPAR
(3,14),(14,11),-0.303444 # DEPENDENCYPART_GRANDPAR
(3,14),(14,12),-0.205081 # DEPENDENCYPART_GRANDPAR
(3,14),(14,13),-0.189379 # DEPENDENCYPART_GRANDPAR
(3,14),(14,15),-0.292849 # DEPENDENCYPART_GRANDPAR
(3,14),(14,16),-0.757571 # DEPENDENCYPART_GRANDPAR
(3,14),(14,17),-0.292116 # DEPENDENCYPART_GRANDPAR
(3,14),(14,18),-0.105366 # DEPENDENCYPART_GRANDPAR
(3,14),(14,19),-0.845827 # DEPENDENCYPART_GRANDPAR
(3,14),(14,20),-0.676818 # DEPENDENCYPART_GRANDPAR
(3,14),(14,21),-0.398521 # DEPENDENCYPART_GRANDPAR
(3,14),(14,22),-0.775501 # DEPENDENCYPART_GRANDPAR
(3,14),(14,23),-0.739916 # DEPENDENCYPART_GRANDPAR
(3,14),(14,24),-0.762608 # DEPENDENCYPART_GRANDPAR
(3,14),(14,25),-0.517224 # DEPENDENCYPART_GRANDPAR
(3,14),(14,27),-0.835661 # DEPENDENCYPART_GRANDPAR
(3,14),(14,28),-1.89282 # DEPENDENCYPART_GRANDPAR
(4,2),(2,3),0.0175273 # DEPENDENCYPART_GRANDPAR
(4,3),(3,1),-0.0445075 # DEPENDENCYPART_GRANDPAR
(4,3),(3,2),0.707526 # DEPENDENCYPART_GRANDPAR
(4,3),(3,4),-1.68075 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,3),(3,5),-0.314261 # DEPENDENCYPART_GRANDPAR
(4,3),(3,10),-1.08122 # DEPENDENCYPART_GRANDPAR
(4,3),(3,11),-1.03918 # DEPENDENCYPART_GRANDPAR
(4,3),(3,14),-0.85536 # DEPENDENCYPART_GRANDPAR
(4,3),(3,28),-2.15595 # DEPENDENCYPART_GRANDPAR
(4,5),(5,1),-1.13758 # DEPENDENCYPART_GRANDPAR
(4,5),(5,2),-0.421567 # DEPENDENCYPART_GRANDPAR
(4,5),(5,3),-1.10577 # DEPENDENCYPART_GRANDPAR
(4,5),(5,6),-0.19476 # DEPENDENCYPART_GRANDPAR
(4,5),(5,8),0.0751062 # DEPENDENCYPART_GRANDPAR
(4,5),(5,10),-0.295902 # DEPENDENCYPART_GRANDPAR
(4,5),(5,11),-0.308899 # DEPENDENCYPART_GRANDPAR
(4,5),(5,12),-0.727611 # DEPENDENCYPART_GRANDPAR
(4,5),(5,15),-0.265618 # DEPENDENCYPART_GRANDPAR
(4,5),(5,17),-0.23339 # DEPENDENCYPART_GRANDPAR
(4,5),(5,18),-0.208709 # DEPENDENCYPART_GRANDPAR
(4,5),(5,28),-1.48458 # DEPENDENCYPART_GRANDPAR
(4,6),(6,1),-1.28386 # DEPENDENCYPART_GRANDPAR
(4,6),(6,2),-0.562746 # DEPENDENCYPART_GRANDPAR
(4,6),(6,3),-1.23968 # DEPENDENCYPART_GRANDPAR
(4,6),(6,4),-0.675353 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,6),(6,5),-0.0665046 # DEPENDENCYPART_GRANDPAR
(4,6),(6,8),0.0287952 # DEPENDENCYPART_GRANDPAR
(4,6),(6,9),-0.189487 # DEPENDENCYPART_GRANDPAR
(4,6),(6,10),-0.286288 # DEPENDENCYPART_GRANDPAR
(4,6),(6,11),-0.30822 # DEPENDENCYPART_GRANDPAR
(4,6),(6,12),-0.491021 # DEPENDENCYPART_GRANDPAR
(4,6),(6,14),-0.20048 # DEPENDENCYPART_GRANDPAR
(4,6),(6,15),-0.356092 # DEPENDENCYPART_GRANDPAR
(4,6),(6,16),-0.373367 # DEPENDENCYPART_GRANDPAR
(4,6),(6,17),-0.223776 # DEPENDENCYPART_GRANDPAR
(4,6),(6,20),-0.356799 # DEPENDENCYPART_GRANDPAR
(4,6),(6,21),0.0550608 # DEPENDENCYPART_GRANDPAR
(4,6),(6,24),0.114948 # DEPENDENCYPART_GRANDPAR
(4,6),(6,25),-0.513888 # DEPENDENCYPART_GRANDPAR
(4,6),(6,26),-0.547566 # DEPENDENCYPART_GRANDPAR
(4,6),(6,27),-0.531566 # DEPENDENCYPART_GRANDPAR
(4,6),(6,28),-1.24281 # DEPENDENCYPART_GRANDPAR
(4,8),(8,2),-0.381622 # DEPENDENCYPART_GRANDPAR
(4,8),(8,3),-0.929049 # DEPENDENCYPART_GRANDPAR
(4,8),(8,4),-0.775569 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,8),(8,5),-0.0257554 # DEPENDENCYPART_GRANDPAR
(4,8),(8,6),0.25972 # DEPENDENCYPART_GRANDPAR
(4,8),(8,7),0.323076 # DEPENDENCYPART_GRANDPAR
(4,8),(8,9),-0.0980094 # DEPENDENCYPART_GRANDPAR
(4,8),(8,10),-0.0286261 # DEPENDENCYPART_GRANDPAR
(4,8),(8,11),-0.215647 # DEPENDENCYPART_GRANDPAR
(4,8),(8,12),-0.615296 # DEPENDENCYPART_GRANDPAR
(4,8),(8,13),-0.400718 # DEPENDENCYPART_GRANDPAR
(4,8),(8,14),-0.0198471 # DEPENDENCYPART_GRANDPAR
(4,8),(8,15),0.022024 # DEPENDENCYPART_GRANDPAR
(4,8),(8,16),-0.199439 # DEPENDENCYPART_GRANDPAR
(4,8),(8,17),0.0338854 # DEPENDENCYPART_GRANDPAR
(4,8),(8,18),0.0789334 # DEPENDENCYPART_GRANDPAR
(4,8),(8,19),0.178023 # DEPENDENCYPART_GRANDPAR
(4,8),(8,20),-0.261817 # DEPENDENCYPART_GRANDPAR
(4,8),(8,21),0.285056 # DEPENDENCYPART_GRANDPAR
(4,8),(8,22),0.445925 # DEPENDENCYPART_GRANDPAR
(4,8),(8,23),-0.451268 # DEPENDENCYPART_GRANDPAR
(4,8),(8,24),0.220495 # DEPENDENCYPART_GRANDPAR
(4,8),(8,25),-0.638164 # DEPENDENCYPART_GRANDPAR
(4,8),(8,27),-0.255155 # DEPENDENCYPART_GRANDPAR
(4,8),(8,28),-1.28009 # DEPENDENCYPART_GRANDPAR
(4,10),(10,12),-0.668518 # DEPENDENCYPART_GRANDPAR
(4,12),(12,11),-0.507979 # DEPENDENCYPART_GRANDPAR
(4,14),(14,5),-0.0333599 # DEPENDENCYPART_GRANDPAR
(4,14),(14,6),0.205558 # DEPENDENCYPART_GRANDPAR
(4,14),(14,7),0.2556 # DEPENDENCYPART_GRANDPAR
(4,14),(14,8),0.279706 # DEPENDENCYPART_GRANDPAR
(4,14),(14,9),-0.24357 # DEPENDENCYPART_GRANDPAR
(4,14),(14,10),-0.136514 # DEPENDENCYPART_GRANDPAR
(4,14),(14,11),-0.358285 # DEPENDENCYPART_GRANDPAR
(4,14),(14,12),-0.786364 # DEPENDENCYPART_GRANDPAR
(4,14),(14,13),-0.206383 # DEPENDENCYPART_GRANDPAR
(4,14),(14,15),-0.0371102 # DEPENDENCYPART_GRANDPAR
(4,14),(14,16),-0.250848 # DEPENDENCYPART_GRANDPAR
(4,14),(14,17),0.0109277 # DEPENDENCYPART_GRANDPAR
(4,14),(14,18),0.0197992 # DEPENDENCYPART_GRANDPAR
(4,14),(14,19),0.126614 # DEPENDENCYPART_GRANDPAR
(4,14),(14,20),-0.318471 # DEPENDENCYPART_GRANDPAR
(4,14),(14,21),0.190372 # DEPENDENCYPART_GRANDPAR
(4,14),(14,22),0.394516 # DEPENDENCYPART_GRANDPAR
(4,14),(14,23),-0.506448 # DEPENDENCYPART_GRANDPAR
(4,14),(14,24),0.19278 # DEPENDENCYPART_GRANDPAR
(4,14),(14,25),-0.65803 # DEPENDENCYPART_GRANDPAR
(4,14),(14,27),-0.294443 # DEPENDENCYPART_GRANDPAR
(4,14),(14,28),-1.30642 # DEPENDENCYPART_GRANDPAR
(4,27),(27,1),-1.27909 # DEPENDENCYPART_GRANDPAR
(4,27),(27,3),-1.2337 # DEPENDENCYPART_GRANDPAR
(4,27),(27,4),-0.792695 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,27),(27,5),-0.117361 # DEPENDENCYPART_GRANDPAR
(4,27),(27,6),0.027932 # DEPENDENCYPART_GRANDPAR
(4,27),(27,8),0.104345 # DEPENDENCYPART_GRANDPAR
(4,27),(27,9),-0.318958 # DEPENDENCYPART_GRANDPAR
(4,27),(27,10),-0.425307 # DEPENDENCYPART_GRANDPAR
(4,27),(27,11),-0.435387 # DEPENDENCYPART_GRANDPAR
(4,27),(27,14),-0.0576821 # DEPENDENCYPART_GRANDPAR
(4,27),(27,16),-0.234262 # DEPENDENCYPART_GRANDPAR
(4,27),(27,17),-0.362796 # DEPENDENCYPART_GRANDPAR
(4,27),(27,18),-0.116982 # DEPENDENCYPART_GRANDPAR
(4,27),(27,19),0.147415 # DEPENDENCYPART_GRANDPAR
(4,27),(27,20),-0.486752 # DEPENDENCYPART_GRANDPAR
(4,27),(27,21),0.202012 # DEPENDENCYPART_GRANDPAR
(4,27),(27,22),0.391688 # DEPENDENCYPART_GRANDPAR
(4,27),(27,23),-0.662608 # DEPENDENCYPART_GRANDPAR
(4,27),(27,24),0.12917 # DEPENDENCYPART_GRANDPAR
(4,27),(27,25),-0.344054 # DEPENDENCYPART_GRANDPAR
(4,27),(27,26),-0.0704954 # DEPENDENCYPART_GRANDPAR
(4,27),(27,28),-1.21131 # DEPENDENCYPART_GRANDPAR
(5,2),(2,3),-0.135145 # DEPENDENCYPART_GRANDPAR
(5,3),(3,1),-0.25866 # DEPENDENCYPART_GRANDPAR
(5,3),(3,2),-0.353762 # DEPENDENCYPART_GRANDPAR
(5,3),(3,4),-0.479407 # DEPENDENCYPART_GRANDPAR
(5,3),(3,5),-1.29505 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,3),(3,10),-1.12631 # DEPENDENCYPART_GRANDPAR
(5,3),(3,11),-1.09881 # DEPENDENCYPART_GRANDPAR
(5,3),(3,14),-0.77419 # DEPENDENCYPART_GRANDPAR
(5,3),(3,28),-2.40328 # DEPENDENCYPART_GRANDPAR
(5,6),(6,1),-1.20172 # DEPENDENCYPART_GRANDPAR
(5,6),(6,2),-1.35744 # DEPENDENCYPART_GRANDPAR
(5,6),(6,3),-1.22495 # DEPENDENCYPART_GRANDPAR
(5,6),(6,4),-1.45419 # DEPENDENCYPART_GRANDPAR
(5,6),(6,5),-0.36084 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,6),(6,8),0.0720626 # DEPENDENCYPART_GRANDPAR
(5,6),(6,9),-0.412712 # DEPENDENCYPART_GRANDPAR
(5,6),(6,10),-0.313671 # DEPENDENCYPART_GRANDPAR
(5,6),(6,11),-0.231076 # DEPENDENCYPART_GRANDPAR
(5,6),(6,12),-0.20628 # DEPENDENCYPART_GRANDPAR
(5,6),(6,14),0.0653115 # DEPENDENCYPART_GRANDPAR
(5,6),(6,15),-0.428047 # DEPENDENCYPART_GRANDPAR
(5,6),(6,16),-0.268216 # DEPENDENCYPART_GRANDPAR
(5,6),(6,17),-0.451948 # DEPENDENCYPART_GRANDPAR
(5,6),(6,20),-0.035022 # DEPENDENCYPART_GRANDPAR
(5,6),(6,21),-0.553785 # DEPENDENCYPART_GRANDPAR
(5,6),(6,24),-0.25632 # DEPENDENCYPART_GRANDPAR
(5,6),(6,25),-0.658655 # DEPENDENCYPART_GRANDPAR
(5,6),(6,26),-0.562494 # DEPENDENCYPART_GRANDPAR
(5,6),(6,27),-0.110368 # DEPENDENCYPART_GRANDPAR
(5,6),(6,28),-1.49764 # DEPENDENCYPART_GRANDPAR
(5,8),(8,2),-1.44354 # DEPENDENCYPART_GRANDPAR
(5,8),(8,3),-1.17799 # DEPENDENCYPART_GRANDPAR
(5,8),(8,4),-1.3411 # DEPENDENCYPART_GRANDPAR
(5,8),(8,5),-0.250161 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,8),(8,6),0.965081 # DEPENDENCYPART_GRANDPAR
(5,8),(8,7),0.151771 # DEPENDENCYPART_GRANDPAR
(5,8),(8,9),-0.480596 # DEPENDENCYPART_GRANDPAR
(5,8),(8,10),-0.333844 # DEPENDENCYPART_GRANDPAR
(5,8),(8,11),-0.300655 # DEPENDENCYPART_GRANDPAR
(5,8),(8,12),-0.261446 # DEPENDENCYPART_GRANDPAR
(5,8),(8,13),-0.983817 # DEPENDENCYPART_GRANDPAR
(5,8),(8,14),-0.129477 # DEPENDENCYPART_GRANDPAR
(5,8),(8,15),-0.318557 # DEPENDENCYPART_GRANDPAR
(5,8),(8,16),-0.486919 # DEPENDENCYPART_GRANDPAR
(5,8),(8,17),-0.472121 # DEPENDENCYPART_GRANDPAR
(5,8),(8,18),-0.618318 # DEPENDENCYPART_GRANDPAR
(5,8),(8,19),-0.6474 # DEPENDENCYPART_GRANDPAR
(5,8),(8,20),-0.0889342 # DEPENDENCYPART_GRANDPAR
(5,8),(8,21),-0.804183 # DEPENDENCYPART_GRANDPAR
(5,8),(8,22),-0.587325 # DEPENDENCYPART_GRANDPAR
(5,8),(8,23),-0.521032 # DEPENDENCYPART_GRANDPAR
(5,8),(8,24),-0.242304 # DEPENDENCYPART_GRANDPAR
(5,8),(8,25),-0.713821 # DEPENDENCYPART_GRANDPAR
(5,8),(8,27),-0.057438 # DEPENDENCYPART_GRANDPAR
(5,8),(8,28),-1.58973 # DEPENDENCYPART_GRANDPAR
(5,10),(10,12),-0.366479 # DEPENDENCYPART_GRANDPAR
(5,11),(11,5),-0.486142 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,11),(11,6),0.924837 # DEPENDENCYPART_GRANDPAR
(5,11),(11,9),-0.336428 # DEPENDENCYPART_GRANDPAR
(5,11),(11,10),-0.289207 # DEPENDENCYPART_GRANDPAR
(5,11),(11,12),-0.206397 # DEPENDENCYPART_GRANDPAR
(5,11),(11,14),0.153131 # DEPENDENCYPART_GRANDPAR
(5,11),(11,15),-0.224798 # DEPENDENCYPART_GRANDPAR
(5,11),(11,17),-0.340323 # DEPENDENCYPART_GRANDPAR
(5,11),(11,20),-0.0467879 # DEPENDENCYPART_GRANDPAR
(5,11),(11,23),-0.448178 # DEPENDENCYPART_GRANDPAR
(5,12),(12,11),-0.343207 # DEPENDENCYPART_GRANDPAR
(5,15),(15,12),-0.250747 # DEPENDENCYPART_GRANDPAR
(5,15),(15,13),-0.632477 # DEPENDENCYPART_GRANDPAR
(5,15),(15,16),-0.196767 # DEPENDENCYPART_GRANDPAR
(5,15),(15,17),-0.389949 # DEPENDENCYPART_GRANDPAR
(5,15),(15,18),-0.778223 # DEPENDENCYPART_GRANDPAR
(5,15),(15,19),-0.356973 # DEPENDENCYPART_GRANDPAR
(5,15),(15,21),-0.757053 # DEPENDENCYPART_GRANDPAR
(5,18),(18,17),-0.407261 # DEPENDENCYPART_GRANDPAR
(5,18),(18,19),-0.356973 # DEPENDENCYPART_GRANDPAR
(5,18),(18,20),-0.00176098 # DEPENDENCYPART_GRANDPAR
(5,18),(18,21),-0.757053 # DEPENDENCYPART_GRANDPAR
(5,18),(18,22),-0.289159 # DEPENDENCYPART_GRANDPAR
(5,18),(18,24),-0.279345 # DEPENDENCYPART_GRANDPAR
(5,18),(18,25),-0.800777 # DEPENDENCYPART_GRANDPAR
(6,2),(2,3),0.134464 # DEPENDENCYPART_GRANDPAR
(6,3),(3,1),-0.258287 # DEPENDENCYPART_GRANDPAR
(6,3),(3,2),0.944839 # DEPENDENCYPART_GRANDPAR
(6,3),(3,4),-0.285942 # DEPENDENCYPART_GRANDPAR
(6,3),(3,5),-0.098944 # DEPENDENCYPART_GRANDPAR
(6,3),(3,10),-1.04928 # DEPENDENCYPART_GRANDPAR
(6,3),(3,11),-0.604674 # DEPENDENCYPART_GRANDPAR
(6,3),(3,14),-0.531745 # DEPENDENCYPART_GRANDPAR
(6,3),(3,28),-2.11104 # DEPENDENCYPART_GRANDPAR
(6,4),(4,1),-0.293619 # DEPENDENCYPART_GRANDPAR
(6,4),(4,2),0.603212 # DEPENDENCYPART_GRANDPAR
(6,4),(4,3),-0.0831229 # DEPENDENCYPART_GRANDPAR
(6,4),(4,5),-0.159186 # DEPENDENCYPART_GRANDPAR
(6,4),(4,6),-1.84292 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,4),(4,8),-0.735199 # DEPENDENCYPART_GRANDPAR
(6,4),(4,10),-1.31951 # DEPENDENCYPART_GRANDPAR
(6,4),(4,12),-1.20429 # DEPENDENCYPART_GRANDPAR
(6,4),(4,14),-0.861678 # DEPENDENCYPART_GRANDPAR
(6,4),(4,24),-1.12856 # DEPENDENCYPART_GRANDPAR
(6,4),(4,25),-1.6241 # DEPENDENCYPART_GRANDPAR
(6,4),(4,27),-1.27087 # DEPENDENCYPART_GRANDPAR
(6,4),(4,28),-2.36427 # DEPENDENCYPART_GRANDPAR
(6,5),(5,1),-0.217693 # DEPENDENCYPART_GRANDPAR
(6,5),(5,2),0.620517 # DEPENDENCYPART_GRANDPAR
(6,5),(5,3),-0.134276 # DEPENDENCYPART_GRANDPAR
