# _root_ Una persona va morir a Barcelona i una altra a Tarragona , sense que hagi transcendit en quin hospital , perquè encara no s' ha formalitzat la denúncia .
#goldHeads=2,4,4,0,4,5,4,9,4,9,10,13,4,16,16,13,16,19,17,26,26,26,26,26,26,16,28,26,4,
#predictedHeads=2,4,4,0,4,5,4,9,4,9,10,13,4,16,16,13,16,19,17,26,26,26,26,26,26,16,28,26,4,
(4,11),(11,13),0.239108 # DEPENDENCYPART_GRANDPAR
(4,11),(11,14),-0.758905 # DEPENDENCYPART_GRANDPAR
(4,11),(11,15),0.560764 # DEPENDENCYPART_GRANDPAR
(4,11),(11,16),0.0185368 # DEPENDENCYPART_GRANDPAR
(4,13),(13,4),-0.193102 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,13),(13,7),0.131167 # DEPENDENCYPART_GRANDPAR
(4,13),(13,10),0.114106 # DEPENDENCYPART_GRANDPAR
(4,13),(13,12),0.285869 # DEPENDENCYPART_GRANDPAR
(4,13),(13,14),-0.652696 # DEPENDENCYPART_GRANDPAR
(4,13),(13,15),0.873116 # DEPENDENCYPART_GRANDPAR
(4,13),(13,16),0.31989 # DEPENDENCYPART_GRANDPAR
(4,13),(13,17),0.222273 # DEPENDENCYPART_GRANDPAR
(4,13),(13,20),-0.322013 # DEPENDENCYPART_GRANDPAR
(4,13),(13,21),-0.420215 # DEPENDENCYPART_GRANDPAR
(4,13),(13,22),0.156567 # DEPENDENCYPART_GRANDPAR
(4,13),(13,23),-0.0192122 # DEPENDENCYPART_GRANDPAR
(4,13),(13,26),0.19986 # DEPENDENCYPART_GRANDPAR
(4,13),(13,29),-1.30234 # DEPENDENCYPART_GRANDPAR
(4,14),(14,13),0.116084 # DEPENDENCYPART_GRANDPAR
(4,14),(14,15),0.64616 # DEPENDENCYPART_GRANDPAR
(4,15),(15,12),0.137363 # DEPENDENCYPART_GRANDPAR
(4,15),(15,14),0.320794 # DEPENDENCYPART_GRANDPAR
(4,15),(15,16),-0.00301656 # DEPENDENCYPART_GRANDPAR
(4,15),(15,17),0.281401 # DEPENDENCYPART_GRANDPAR
(4,15),(15,21),-0.281618 # DEPENDENCYPART_GRANDPAR
(4,15),(15,25),-0.235624 # DEPENDENCYPART_GRANDPAR
(4,15),(15,26),-0.123022 # DEPENDENCYPART_GRANDPAR
(4,15),(15,29),-1.27277 # DEPENDENCYPART_GRANDPAR
(4,16),(16,2),-1.06239 # DEPENDENCYPART_GRANDPAR
(4,16),(16,3),-1.47496 # DEPENDENCYPART_GRANDPAR
(4,16),(16,4),-0.297388 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,16),(16,5),0.165465 # DEPENDENCYPART_GRANDPAR
(4,16),(16,7),0.0232375 # DEPENDENCYPART_GRANDPAR
(4,16),(16,9),0.416929 # DEPENDENCYPART_GRANDPAR
(4,16),(16,10),0.0851794 # DEPENDENCYPART_GRANDPAR
(4,16),(16,11),0.17794 # DEPENDENCYPART_GRANDPAR
(4,16),(16,12),0.121583 # DEPENDENCYPART_GRANDPAR
(4,16),(16,13),0.318221 # DEPENDENCYPART_GRANDPAR
(4,16),(16,14),0.322563 # DEPENDENCYPART_GRANDPAR
(4,16),(16,15),0.783982 # DEPENDENCYPART_GRANDPAR
(4,16),(16,17),0.270526 # DEPENDENCYPART_GRANDPAR
(4,16),(16,19),0.0119605 # DEPENDENCYPART_GRANDPAR
(4,16),(16,20),-0.227203 # DEPENDENCYPART_GRANDPAR
(4,16),(16,21),-0.291626 # DEPENDENCYPART_GRANDPAR
(4,16),(16,22),0.00410952 # DEPENDENCYPART_GRANDPAR
(4,16),(16,23),-0.0919651 # DEPENDENCYPART_GRANDPAR
(4,16),(16,25),-0.243183 # DEPENDENCYPART_GRANDPAR
(4,16),(16,26),-0.129835 # DEPENDENCYPART_GRANDPAR
(4,16),(16,28),0.218576 # DEPENDENCYPART_GRANDPAR
(4,16),(16,29),-1.27656 # DEPENDENCYPART_GRANDPAR
(4,17),(17,19),0.222209 # DEPENDENCYPART_GRANDPAR
(4,17),(17,20),-0.248368 # DEPENDENCYPART_GRANDPAR
(4,17),(17,21),-0.499776 # DEPENDENCYPART_GRANDPAR
(4,17),(17,22),0.0911771 # DEPENDENCYPART_GRANDPAR
(4,17),(17,23),-0.0890999 # DEPENDENCYPART_GRANDPAR
(4,17),(17,26),0.0533207 # DEPENDENCYPART_GRANDPAR
(4,21),(21,20),-0.464978 # DEPENDENCYPART_GRANDPAR
(4,21),(21,22),0.0356178 # DEPENDENCYPART_GRANDPAR
(4,21),(21,26),-0.00821677 # DEPENDENCYPART_GRANDPAR
(4,22),(22,17),0.318476 # DEPENDENCYPART_GRANDPAR
(4,22),(22,20),-0.0120164 # DEPENDENCYPART_GRANDPAR
(4,22),(22,21),-0.138469 # DEPENDENCYPART_GRANDPAR
(4,22),(22,23),-0.00519404 # DEPENDENCYPART_GRANDPAR
(4,22),(22,25),-0.0769492 # DEPENDENCYPART_GRANDPAR
(4,25),(25,14),0.318618 # DEPENDENCYPART_GRANDPAR
(4,25),(25,17),0.277347 # DEPENDENCYPART_GRANDPAR
(4,25),(25,20),0.112247 # DEPENDENCYPART_GRANDPAR
(4,25),(25,21),0.303765 # DEPENDENCYPART_GRANDPAR
(4,25),(25,22),0.156144 # DEPENDENCYPART_GRANDPAR
(4,25),(25,23),0.171386 # DEPENDENCYPART_GRANDPAR
(4,25),(25,24),0.281185 # DEPENDENCYPART_GRANDPAR
(4,25),(25,26),-0.167099 # DEPENDENCYPART_GRANDPAR
(4,25),(25,28),0.242238 # DEPENDENCYPART_GRANDPAR
(4,25),(25,29),-1.34393 # DEPENDENCYPART_GRANDPAR
(4,26),(26,2),-1.06239 # DEPENDENCYPART_GRANDPAR
(4,26),(26,3),-1.47496 # DEPENDENCYPART_GRANDPAR
(4,26),(26,4),-0.297008 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,26),(26,7),0.0241783 # DEPENDENCYPART_GRANDPAR
(4,26),(26,9),0.418295 # DEPENDENCYPART_GRANDPAR
(4,26),(26,10),0.0924287 # DEPENDENCYPART_GRANDPAR
(4,26),(26,12),0.120004 # DEPENDENCYPART_GRANDPAR
(4,26),(26,13),0.325185 # DEPENDENCYPART_GRANDPAR
(4,26),(26,14),0.323826 # DEPENDENCYPART_GRANDPAR
(4,26),(26,15),0.784362 # DEPENDENCYPART_GRANDPAR
(4,26),(26,16),0.185534 # DEPENDENCYPART_GRANDPAR
(4,26),(26,17),0.224018 # DEPENDENCYPART_GRANDPAR
(4,26),(26,19),0.0546595 # DEPENDENCYPART_GRANDPAR
(4,26),(26,20),0.00445507 # DEPENDENCYPART_GRANDPAR
(4,26),(26,21),0.240086 # DEPENDENCYPART_GRANDPAR
(4,26),(26,22),0.102796 # DEPENDENCYPART_GRANDPAR
(4,26),(26,23),0.150712 # DEPENDENCYPART_GRANDPAR
(4,26),(26,24),0.307692 # DEPENDENCYPART_GRANDPAR
(4,26),(26,25),0.336681 # DEPENDENCYPART_GRANDPAR
(4,26),(26,28),0.220888 # DEPENDENCYPART_GRANDPAR
(4,26),(26,29),-1.282 # DEPENDENCYPART_GRANDPAR
(4,28),(28,4),-0.0556257 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,28),(28,17),0.45026 # DEPENDENCYPART_GRANDPAR
(4,28),(28,22),0.0839676 # DEPENDENCYPART_GRANDPAR
(4,28),(28,25),0.304438 # DEPENDENCYPART_GRANDPAR
(4,28),(28,26),0.302614 # DEPENDENCYPART_GRANDPAR
(4,28),(28,27),-0.00793868 # DEPENDENCYPART_GRANDPAR
(5,6),(6,5),-1.08367 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,6),(6,7),-0.126707 # DEPENDENCYPART_GRANDPAR
(5,6),(6,9),-0.35013 # DEPENDENCYPART_GRANDPAR
(5,6),(6,10),-0.302906 # DEPENDENCYPART_GRANDPAR
(5,6),(6,11),-0.478459 # DEPENDENCYPART_GRANDPAR
(5,6),(6,12),-0.605173 # DEPENDENCYPART_GRANDPAR
(5,6),(6,13),0.0132924 # DEPENDENCYPART_GRANDPAR
(5,6),(6,15),-0.442378 # DEPENDENCYPART_GRANDPAR
(5,6),(6,16),-0.110963 # DEPENDENCYPART_GRANDPAR
(5,6),(6,22),-0.776149 # DEPENDENCYPART_GRANDPAR
(5,10),(10,4),-1.33873 # DEPENDENCYPART_GRANDPAR
(5,10),(10,7),0.0874754 # DEPENDENCYPART_GRANDPAR
(5,10),(10,8),-0.460068 # DEPENDENCYPART_GRANDPAR
(5,10),(10,9),0.188218 # DEPENDENCYPART_GRANDPAR
(5,10),(10,11),-0.264434 # DEPENDENCYPART_GRANDPAR
(5,10),(10,12),-0.571381 # DEPENDENCYPART_GRANDPAR
(5,10),(10,13),-0.132222 # DEPENDENCYPART_GRANDPAR
(5,10),(10,14),-0.536954 # DEPENDENCYPART_GRANDPAR
(5,10),(10,15),-0.314279 # DEPENDENCYPART_GRANDPAR
(5,10),(10,16),0.0149553 # DEPENDENCYPART_GRANDPAR
(5,13),(13,4),-1.33636 # DEPENDENCYPART_GRANDPAR
(5,13),(13,7),0.0536375 # DEPENDENCYPART_GRANDPAR
(5,13),(13,10),-0.194948 # DEPENDENCYPART_GRANDPAR
(5,13),(13,12),-0.407763 # DEPENDENCYPART_GRANDPAR
(5,13),(13,14),-0.579342 # DEPENDENCYPART_GRANDPAR
(5,13),(13,15),-0.524777 # DEPENDENCYPART_GRANDPAR
(5,13),(13,16),-0.195097 # DEPENDENCYPART_GRANDPAR
(5,13),(13,17),-0.63731 # DEPENDENCYPART_GRANDPAR
(5,13),(13,20),-1.04181 # DEPENDENCYPART_GRANDPAR
(5,13),(13,21),-0.928576 # DEPENDENCYPART_GRANDPAR
(5,13),(13,22),-0.699096 # DEPENDENCYPART_GRANDPAR
(5,13),(13,23),-1.15793 # DEPENDENCYPART_GRANDPAR
(5,13),(13,26),-0.710512 # DEPENDENCYPART_GRANDPAR
(5,13),(13,29),-1.80541 # DEPENDENCYPART_GRANDPAR
(6,5),(5,6),-1.70346 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,5),(5,7),-0.975837 # DEPENDENCYPART_GRANDPAR
(6,5),(5,10),-0.906691 # DEPENDENCYPART_GRANDPAR
(6,5),(5,12),-0.855988 # DEPENDENCYPART_GRANDPAR
(6,5),(5,13),-1.11787 # DEPENDENCYPART_GRANDPAR
(6,9),(9,5),-0.826465 # DEPENDENCYPART_GRANDPAR
(6,9),(9,6),-0.843267 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,9),(9,7),-0.197796 # DEPENDENCYPART_GRANDPAR
(6,9),(9,8),0.328202 # DEPENDENCYPART_GRANDPAR
(6,9),(9,10),-0.149572 # DEPENDENCYPART_GRANDPAR
(6,9),(9,11),-0.0995853 # DEPENDENCYPART_GRANDPAR
(6,9),(9,12),0.00412126 # DEPENDENCYPART_GRANDPAR
(6,9),(9,13),-0.389663 # DEPENDENCYPART_GRANDPAR
(6,9),(9,14),-1.17934 # DEPENDENCYPART_GRANDPAR
(6,9),(9,15),-0.248514 # DEPENDENCYPART_GRANDPAR
(6,9),(9,16),-0.490117 # DEPENDENCYPART_GRANDPAR
(6,9),(9,17),-0.656813 # DEPENDENCYPART_GRANDPAR
(6,9),(9,19),-0.426322 # DEPENDENCYPART_GRANDPAR
(6,9),(9,20),-0.188576 # DEPENDENCYPART_GRANDPAR
(6,9),(9,21),-0.563026 # DEPENDENCYPART_GRANDPAR
(6,9),(9,26),-0.826814 # DEPENDENCYPART_GRANDPAR
(6,9),(9,28),-0.775942 # DEPENDENCYPART_GRANDPAR
(6,9),(9,29),-1.30122 # DEPENDENCYPART_GRANDPAR
(6,10),(10,4),-1.03601 # DEPENDENCYPART_GRANDPAR
(6,10),(10,7),-0.0884997 # DEPENDENCYPART_GRANDPAR
(6,10),(10,8),0.158552 # DEPENDENCYPART_GRANDPAR
(6,10),(10,9),-0.0179706 # DEPENDENCYPART_GRANDPAR
(6,10),(10,11),0.0299958 # DEPENDENCYPART_GRANDPAR
(6,10),(10,12),-0.0712355 # DEPENDENCYPART_GRANDPAR
(6,10),(10,13),-0.452528 # DEPENDENCYPART_GRANDPAR
(6,10),(10,14),-1.43904 # DEPENDENCYPART_GRANDPAR
(6,10),(10,15),-0.178067 # DEPENDENCYPART_GRANDPAR
(6,10),(10,16),-0.418144 # DEPENDENCYPART_GRANDPAR
(6,11),(11,10),-0.192665 # DEPENDENCYPART_GRANDPAR
(6,11),(11,12),-0.0403701 # DEPENDENCYPART_GRANDPAR
(6,11),(11,13),-0.488911 # DEPENDENCYPART_GRANDPAR
(6,11),(11,14),-1.45853 # DEPENDENCYPART_GRANDPAR
(6,11),(11,15),-0.332713 # DEPENDENCYPART_GRANDPAR
(6,11),(11,16),-0.579562 # DEPENDENCYPART_GRANDPAR
(6,13),(13,4),-1.03377 # DEPENDENCYPART_GRANDPAR
(6,13),(13,7),-0.154315 # DEPENDENCYPART_GRANDPAR
(6,13),(13,10),-0.124331 # DEPENDENCYPART_GRANDPAR
(6,13),(13,12),0.128883 # DEPENDENCYPART_GRANDPAR
(6,13),(13,14),-1.40507 # DEPENDENCYPART_GRANDPAR
(6,13),(13,15),-0.239278 # DEPENDENCYPART_GRANDPAR
(6,13),(13,16),-0.481499 # DEPENDENCYPART_GRANDPAR
(6,13),(13,17),-0.74637 # DEPENDENCYPART_GRANDPAR
(6,13),(13,20),-0.272567 # DEPENDENCYPART_GRANDPAR
(6,13),(13,21),-0.60316 # DEPENDENCYPART_GRANDPAR
(6,13),(13,22),-0.260486 # DEPENDENCYPART_GRANDPAR
(6,13),(13,23),-0.453665 # DEPENDENCYPART_GRANDPAR
(6,13),(13,26),-0.818132 # DEPENDENCYPART_GRANDPAR
(6,13),(13,29),-1.3085 # DEPENDENCYPART_GRANDPAR
(6,15),(15,12),0.164858 # DEPENDENCYPART_GRANDPAR
(6,15),(15,14),-0.0736337 # DEPENDENCYPART_GRANDPAR
(6,15),(15,16),-0.294318 # DEPENDENCYPART_GRANDPAR
(6,15),(15,17),-0.454681 # DEPENDENCYPART_GRANDPAR
(6,15),(15,21),-0.478212 # DEPENDENCYPART_GRANDPAR
(6,15),(15,25),-0.874994 # DEPENDENCYPART_GRANDPAR
(6,15),(15,26),-0.630923 # DEPENDENCYPART_GRANDPAR
(6,15),(15,29),-1.26147 # DEPENDENCYPART_GRANDPAR
(6,16),(16,2),-1.62393 # DEPENDENCYPART_GRANDPAR
(6,16),(16,3),-1.36942 # DEPENDENCYPART_GRANDPAR
(6,16),(16,4),-1.17035 # DEPENDENCYPART_GRANDPAR
(6,16),(16,5),-0.98944 # DEPENDENCYPART_GRANDPAR
(6,16),(16,7),-0.227715 # DEPENDENCYPART_GRANDPAR
(6,16),(16,9),-0.201474 # DEPENDENCYPART_GRANDPAR
(6,16),(16,10),-0.0440853 # DEPENDENCYPART_GRANDPAR
(6,16),(16,11),-0.0495924 # DEPENDENCYPART_GRANDPAR
(6,16),(16,12),0.16881 # DEPENDENCYPART_GRANDPAR
(6,16),(16,13),-0.285771 # DEPENDENCYPART_GRANDPAR
(6,16),(16,14),-0.0549033 # DEPENDENCYPART_GRANDPAR
(6,16),(16,15),0.00187955 # DEPENDENCYPART_GRANDPAR
(6,16),(16,17),-0.465469 # DEPENDENCYPART_GRANDPAR
(6,16),(16,19),-0.269951 # DEPENDENCYPART_GRANDPAR
(6,16),(16,20),-0.112444 # DEPENDENCYPART_GRANDPAR
(6,16),(16,21),-0.481545 # DEPENDENCYPART_GRANDPAR
(6,16),(16,22),-0.269863 # DEPENDENCYPART_GRANDPAR
(6,16),(16,23),-0.40517 # DEPENDENCYPART_GRANDPAR
(6,16),(16,25),-0.884952 # DEPENDENCYPART_GRANDPAR
(6,16),(16,26),-0.640508 # DEPENDENCYPART_GRANDPAR
(6,16),(16,28),-0.61814 # DEPENDENCYPART_GRANDPAR
(6,16),(16,29),-1.25226 # DEPENDENCYPART_GRANDPAR
(6,22),(22,17),-0.452783 # DEPENDENCYPART_GRANDPAR
(6,22),(22,20),-0.122481 # DEPENDENCYPART_GRANDPAR
(6,22),(22,21),-0.5212 # DEPENDENCYPART_GRANDPAR
(6,22),(22,23),-0.474571 # DEPENDENCYPART_GRANDPAR
(6,22),(22,25),-0.985976 # DEPENDENCYPART_GRANDPAR
(8,9),(9,5),-0.967663 # DEPENDENCYPART_GRANDPAR
(8,9),(9,6),-1.06743 # DEPENDENCYPART_GRANDPAR
(8,9),(9,7),-1.13168 # DEPENDENCYPART_GRANDPAR
(8,9),(9,8),-1.12209 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,9),(9,10),-0.375027 # DEPENDENCYPART_GRANDPAR
(8,9),(9,11),-0.76126 # DEPENDENCYPART_GRANDPAR
(8,9),(9,12),-0.634794 # DEPENDENCYPART_GRANDPAR
(8,9),(9,13),-0.392842 # DEPENDENCYPART_GRANDPAR
(8,9),(9,14),-0.632446 # DEPENDENCYPART_GRANDPAR
(8,9),(9,15),-0.462509 # DEPENDENCYPART_GRANDPAR
(8,9),(9,16),-0.554673 # DEPENDENCYPART_GRANDPAR
(8,9),(9,17),-0.6208 # DEPENDENCYPART_GRANDPAR
(8,9),(9,19),-1.6422 # DEPENDENCYPART_GRANDPAR
(8,9),(9,20),-0.758159 # DEPENDENCYPART_GRANDPAR
(8,9),(9,21),-0.701801 # DEPENDENCYPART_GRANDPAR
(8,9),(9,26),-0.591082 # DEPENDENCYPART_GRANDPAR
(8,9),(9,28),-1.68891 # DEPENDENCYPART_GRANDPAR
(8,9),(9,29),-0.654769 # DEPENDENCYPART_GRANDPAR
(8,10),(10,4),-1.0944 # DEPENDENCYPART_GRANDPAR
(8,10),(10,7),-1.15754 # DEPENDENCYPART_GRANDPAR
(8,10),(10,8),-1.36054 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,10),(10,9),0.0580472 # DEPENDENCYPART_GRANDPAR
(8,10),(10,11),-0.817418 # DEPENDENCYPART_GRANDPAR
(8,10),(10,12),-0.787112 # DEPENDENCYPART_GRANDPAR
(8,10),(10,13),-0.553156 # DEPENDENCYPART_GRANDPAR
(8,10),(10,14),-0.891606 # DEPENDENCYPART_GRANDPAR
(8,10),(10,15),-0.459069 # DEPENDENCYPART_GRANDPAR
(8,10),(10,16),-0.548922 # DEPENDENCYPART_GRANDPAR
(8,13),(13,4),-1.09355 # DEPENDENCYPART_GRANDPAR
(8,13),(13,7),-1.15618 # DEPENDENCYPART_GRANDPAR
(8,13),(13,10),-0.365727 # DEPENDENCYPART_GRANDPAR
(8,13),(13,12),-0.499196 # DEPENDENCYPART_GRANDPAR
(8,13),(13,14),-0.857175 # DEPENDENCYPART_GRANDPAR
(8,13),(13,15),-0.473567 # DEPENDENCYPART_GRANDPAR
(8,13),(13,16),-0.563079 # DEPENDENCYPART_GRANDPAR
(8,13),(13,17),-0.774359 # DEPENDENCYPART_GRANDPAR
(8,13),(13,20),-0.889261 # DEPENDENCYPART_GRANDPAR
(8,13),(13,21),-0.805738 # DEPENDENCYPART_GRANDPAR
(8,13),(13,22),-0.705268 # DEPENDENCYPART_GRANDPAR
(8,13),(13,23),-0.765477 # DEPENDENCYPART_GRANDPAR
(8,13),(13,26),-0.599454 # DEPENDENCYPART_GRANDPAR
(8,13),(13,29),-0.736401 # DEPENDENCYPART_GRANDPAR
(9,5),(5,6),-0.291054 # DEPENDENCYPART_GRANDPAR
(9,5),(5,7),-0.332917 # DEPENDENCYPART_GRANDPAR
(9,5),(5,10),-0.463108 # DEPENDENCYPART_GRANDPAR
(9,5),(5,12),-0.658432 # DEPENDENCYPART_GRANDPAR
(9,5),(5,13),-0.709025 # DEPENDENCYPART_GRANDPAR
(9,6),(6,5),-0.140373 # DEPENDENCYPART_GRANDPAR
(9,6),(6,7),-0.261569 # DEPENDENCYPART_GRANDPAR
(9,6),(6,9),-1.19583 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,6),(6,10),-0.3698 # DEPENDENCYPART_GRANDPAR
(9,6),(6,11),-0.571436 # DEPENDENCYPART_GRANDPAR
(9,6),(6,12),-0.662633 # DEPENDENCYPART_GRANDPAR
(9,6),(6,13),-0.619913 # DEPENDENCYPART_GRANDPAR
(9,6),(6,15),-0.926785 # DEPENDENCYPART_GRANDPAR
(9,6),(6,16),-0.743346 # DEPENDENCYPART_GRANDPAR
(9,6),(6,22),-0.940971 # DEPENDENCYPART_GRANDPAR
(9,8),(8,9),-1.2725 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,8),(8,10),-0.46819 # DEPENDENCYPART_GRANDPAR
(9,8),(8,13),-0.716578 # DEPENDENCYPART_GRANDPAR
(9,10),(10,4),-1.07118 # DEPENDENCYPART_GRANDPAR
(9,10),(10,7),-1.13922 # DEPENDENCYPART_GRANDPAR
(9,10),(10,8),-0.891664 # DEPENDENCYPART_GRANDPAR
(9,10),(10,9),-0.252722 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,10),(10,11),0.00351905 # DEPENDENCYPART_GRANDPAR
(9,10),(10,12),-0.213217 # DEPENDENCYPART_GRANDPAR
(9,10),(10,13),-0.16079 # DEPENDENCYPART_GRANDPAR
(9,10),(10,14),-0.300982 # DEPENDENCYPART_GRANDPAR
(9,10),(10,15),-0.198059 # DEPENDENCYPART_GRANDPAR
(9,10),(10,16),-0.0120364 # DEPENDENCYPART_GRANDPAR
(9,11),(11,10),0.307892 # DEPENDENCYPART_GRANDPAR
(9,11),(11,12),0.0800574 # DEPENDENCYPART_GRANDPAR
(9,11),(11,13),0.0143079 # DEPENDENCYPART_GRANDPAR
(9,11),(11,14),-0.129386 # DEPENDENCYPART_GRANDPAR
(9,11),(11,15),-0.194257 # DEPENDENCYPART_GRANDPAR
(9,11),(11,16),-0.00910167 # DEPENDENCYPART_GRANDPAR
(9,13),(13,4),-1.0688 # DEPENDENCYPART_GRANDPAR
(9,13),(13,7),-1.13637 # DEPENDENCYPART_GRANDPAR
(9,13),(13,10),0.278404 # DEPENDENCYPART_GRANDPAR
(9,13),(13,12),0.381052 # DEPENDENCYPART_GRANDPAR
(9,13),(13,14),-0.213366 # DEPENDENCYPART_GRANDPAR
(9,13),(13,15),-0.191934 # DEPENDENCYPART_GRANDPAR
(9,13),(13,16),-0.00557153 # DEPENDENCYPART_GRANDPAR
(9,13),(13,17),-0.428408 # DEPENDENCYPART_GRANDPAR
(9,13),(13,20),-0.518351 # DEPENDENCYPART_GRANDPAR
(9,13),(13,21),-0.401127 # DEPENDENCYPART_GRANDPAR
(9,13),(13,22),-0.264938 # DEPENDENCYPART_GRANDPAR
(9,13),(13,23),-0.452734 # DEPENDENCYPART_GRANDPAR
(9,13),(13,26),-0.217174 # DEPENDENCYPART_GRANDPAR
(9,13),(13,29),-0.946693 # DEPENDENCYPART_GRANDPAR
(9,14),(14,13),-0.0016249 # DEPENDENCYPART_GRANDPAR
(9,14),(14,15),-0.185742 # DEPENDENCYPART_GRANDPAR
(9,15),(15,12),0.336989 # DEPENDENCYPART_GRANDPAR
(9,15),(15,14),0.823532 # DEPENDENCYPART_GRANDPAR
(9,15),(15,16),-0.0358304 # DEPENDENCYPART_GRANDPAR
(9,15),(15,17),-0.234204 # DEPENDENCYPART_GRANDPAR
(9,15),(15,21),-0.2989 # DEPENDENCYPART_GRANDPAR
(9,15),(15,25),-0.528317 # DEPENDENCYPART_GRANDPAR
(9,15),(15,26),-0.247408 # DEPENDENCYPART_GRANDPAR
(9,15),(15,29),-0.885717 # DEPENDENCYPART_GRANDPAR
(9,16),(16,2),-0.632516 # DEPENDENCYPART_GRANDPAR
(9,16),(16,3),-1.29819 # DEPENDENCYPART_GRANDPAR
(9,16),(16,4),-1.15522 # DEPENDENCYPART_GRANDPAR
(9,16),(16,5),-1.00307 # DEPENDENCYPART_GRANDPAR
(9,16),(16,7),-1.1538 # DEPENDENCYPART_GRANDPAR
(9,16),(16,9),-0.416671 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,16),(16,10),0.230378 # DEPENDENCYPART_GRANDPAR
(9,16),(16,11),0.164821 # DEPENDENCYPART_GRANDPAR
(9,16),(16,12),0.33532 # DEPENDENCYPART_GRANDPAR
(9,16),(16,13),-0.0888453 # DEPENDENCYPART_GRANDPAR
(9,16),(16,14),0.834261 # DEPENDENCYPART_GRANDPAR
(9,16),(16,15),-0.251176 # DEPENDENCYPART_GRANDPAR
(9,16),(16,17),-0.239445 # DEPENDENCYPART_GRANDPAR
(9,16),(16,19),-0.313628 # DEPENDENCYPART_GRANDPAR
(9,16),(16,20),-0.365024 # DEPENDENCYPART_GRANDPAR
(9,16),(16,21),-0.300374 # DEPENDENCYPART_GRANDPAR
(9,16),(16,22),-0.323452 # DEPENDENCYPART_GRANDPAR
(9,16),(16,23),-0.474059 # DEPENDENCYPART_GRANDPAR
(9,16),(16,25),-0.531189 # DEPENDENCYPART_GRANDPAR
(9,16),(16,26),-0.249906 # DEPENDENCYPART_GRANDPAR
(9,16),(16,28),-0.447592 # DEPENDENCYPART_GRANDPAR
(9,16),(16,29),-0.878186 # DEPENDENCYPART_GRANDPAR
(9,17),(17,19),-0.409128 # DEPENDENCYPART_GRANDPAR
(9,17),(17,20),-0.485547 # DEPENDENCYPART_GRANDPAR
(9,17),(17,21),-0.438567 # DEPENDENCYPART_GRANDPAR
(9,17),(17,22),-0.311891 # DEPENDENCYPART_GRANDPAR
(9,17),(17,23),-0.501565 # DEPENDENCYPART_GRANDPAR
(9,17),(17,26),-0.280228 # DEPENDENCYPART_GRANDPAR
(9,19),(19,14),0.326101 # DEPENDENCYPART_GRANDPAR
(9,19),(19,15),-0.129365 # DEPENDENCYPART_GRANDPAR
(9,19),(19,17),-0.246143 # DEPENDENCYPART_GRANDPAR
(9,19),(19,18),-0.0706716 # DEPENDENCYPART_GRANDPAR
(9,19),(19,20),-0.294598 # DEPENDENCYPART_GRANDPAR
(9,19),(19,21),-0.384934 # DEPENDENCYPART_GRANDPAR
(9,19),(19,22),-0.263417 # DEPENDENCYPART_GRANDPAR
(9,19),(19,25),-0.468924 # DEPENDENCYPART_GRANDPAR
(9,19),(19,26),-0.212874 # DEPENDENCYPART_GRANDPAR
(9,19),(19,28),-0.433751 # DEPENDENCYPART_GRANDPAR
(9,21),(21,20),-0.10145 # DEPENDENCYPART_GRANDPAR
(9,21),(21,22),-0.306545 # DEPENDENCYPART_GRANDPAR
(9,21),(21,26),-0.227472 # DEPENDENCYPART_GRANDPAR
(9,26),(26,2),-0.632515 # DEPENDENCYPART_GRANDPAR
(9,26),(26,3),-1.29819 # DEPENDENCYPART_GRANDPAR
(9,26),(26,4),-1.15522 # DEPENDENCYPART_GRANDPAR
(9,26),(26,7),-1.1538 # DEPENDENCYPART_GRANDPAR
(9,26),(26,9),-0.416242 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,26),(26,10),0.236669 # DEPENDENCYPART_GRANDPAR
(9,26),(26,12),0.331885 # DEPENDENCYPART_GRANDPAR
(9,26),(26,13),-0.0828353 # DEPENDENCYPART_GRANDPAR
(9,26),(26,14),0.834584 # DEPENDENCYPART_GRANDPAR
(9,26),(26,15),-0.251751 # DEPENDENCYPART_GRANDPAR
(9,26),(26,16),-0.0837379 # DEPENDENCYPART_GRANDPAR
(9,26),(26,17),-0.348718 # DEPENDENCYPART_GRANDPAR
(9,26),(26,19),-0.288796 # DEPENDENCYPART_GRANDPAR
(9,26),(26,20),-0.047685 # DEPENDENCYPART_GRANDPAR
(9,26),(26,21),-0.110303 # DEPENDENCYPART_GRANDPAR
