# _root_ El principal índex espanyol va acabar en 8.154,40 punts , després d' haver caigut durant la sessió per_sota dels 8.100 punts .
#goldHeads=3,3,6,3,6,0,6,9,7,11,6,11,14,12,14,17,15,14,18,21,19,6,
#predictedHeads=3,3,6,3,6,0,6,9,7,11,6,11,14,12,14,17,15,14,18,21,19,6,
(6,15),(15,18),-0.00800156 # DEPENDENCYPART_GRANDPAR
(6,15),(15,19),-0.254163 # DEPENDENCYPART_GRANDPAR
(6,15),(15,20),-0.571783 # DEPENDENCYPART_GRANDPAR
(6,15),(15,21),0.0247551 # DEPENDENCYPART_GRANDPAR
(6,17),(17,15),0.0398291 # DEPENDENCYPART_GRANDPAR
(6,17),(17,16),-0.455066 # DEPENDENCYPART_GRANDPAR
(6,17),(17,18),-0.126 # DEPENDENCYPART_GRANDPAR
(6,17),(17,19),-0.173104 # DEPENDENCYPART_GRANDPAR
(6,17),(17,20),-0.65622 # DEPENDENCYPART_GRANDPAR
(6,17),(17,21),-0.209304 # DEPENDENCYPART_GRANDPAR
(6,17),(17,22),-0.871986 # DEPENDENCYPART_GRANDPAR
(6,18),(18,15),-0.0361217 # DEPENDENCYPART_GRANDPAR
(6,18),(18,16),-0.649871 # DEPENDENCYPART_GRANDPAR
(6,18),(18,17),-0.123077 # DEPENDENCYPART_GRANDPAR
(6,18),(18,19),-0.022266 # DEPENDENCYPART_GRANDPAR
(6,18),(18,20),-0.638624 # DEPENDENCYPART_GRANDPAR
(6,18),(18,21),-0.113077 # DEPENDENCYPART_GRANDPAR
(6,18),(18,22),-0.895299 # DEPENDENCYPART_GRANDPAR
(6,19),(19,6),-0.512722 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,19),(19,15),-0.174099 # DEPENDENCYPART_GRANDPAR
(6,19),(19,16),-0.665563 # DEPENDENCYPART_GRANDPAR
(6,19),(19,17),-0.134404 # DEPENDENCYPART_GRANDPAR
(6,19),(19,18),-0.196709 # DEPENDENCYPART_GRANDPAR
(6,19),(19,20),-0.701438 # DEPENDENCYPART_GRANDPAR
(6,19),(19,21),-0.25746 # DEPENDENCYPART_GRANDPAR
(6,19),(19,22),-0.893547 # DEPENDENCYPART_GRANDPAR
(6,20),(20,15),-0.0597687 # DEPENDENCYPART_GRANDPAR
(6,20),(20,18),-0.013163 # DEPENDENCYPART_GRANDPAR
(6,20),(20,19),-0.218333 # DEPENDENCYPART_GRANDPAR
(6,20),(20,21),-0.181568 # DEPENDENCYPART_GRANDPAR
(6,21),(21,3),-0.720473 # DEPENDENCYPART_GRANDPAR
(6,21),(21,6),-0.360289 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,21),(21,7),0.176678 # DEPENDENCYPART_GRANDPAR
(6,21),(21,12),0.234541 # DEPENDENCYPART_GRANDPAR
(6,21),(21,15),0.00230926 # DEPENDENCYPART_GRANDPAR
(6,21),(21,16),-0.489266 # DEPENDENCYPART_GRANDPAR
(6,21),(21,17),0.0788763 # DEPENDENCYPART_GRANDPAR
(6,21),(21,18),-0.13808 # DEPENDENCYPART_GRANDPAR
(6,21),(21,19),-0.256508 # DEPENDENCYPART_GRANDPAR
(6,21),(21,20),-0.589811 # DEPENDENCYPART_GRANDPAR
(6,21),(21,22),-0.903943 # DEPENDENCYPART_GRANDPAR
(7,6),(6,1),-0.432636 # DEPENDENCYPART_GRANDPAR
(7,6),(6,2),-0.265453 # DEPENDENCYPART_GRANDPAR
(7,6),(6,3),-0.329198 # DEPENDENCYPART_GRANDPAR
(7,6),(6,4),-0.150414 # DEPENDENCYPART_GRANDPAR
(7,6),(6,5),-0.527156 # DEPENDENCYPART_GRANDPAR
(7,6),(6,7),-1.71824 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,6),(6,8),0.0440179 # DEPENDENCYPART_GRANDPAR
(7,6),(6,9),-0.690576 # DEPENDENCYPART_GRANDPAR
(7,6),(6,10),-1.25804 # DEPENDENCYPART_GRANDPAR
(7,6),(6,11),-0.648179 # DEPENDENCYPART_GRANDPAR
(7,6),(6,12),-1.08922 # DEPENDENCYPART_GRANDPAR
(7,6),(6,13),-0.938721 # DEPENDENCYPART_GRANDPAR
(7,6),(6,14),-0.846131 # DEPENDENCYPART_GRANDPAR
(7,6),(6,15),-1.04125 # DEPENDENCYPART_GRANDPAR
(7,6),(6,17),-0.930174 # DEPENDENCYPART_GRANDPAR
(7,6),(6,18),-0.870598 # DEPENDENCYPART_GRANDPAR
(7,6),(6,19),-1.24387 # DEPENDENCYPART_GRANDPAR
(7,6),(6,20),-0.727911 # DEPENDENCYPART_GRANDPAR
(7,6),(6,21),-1.16184 # DEPENDENCYPART_GRANDPAR
(7,6),(6,22),-1.82713 # DEPENDENCYPART_GRANDPAR
(7,8),(8,7),-0.906748 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,8),(8,9),0.22684 # DEPENDENCYPART_GRANDPAR
(7,8),(8,10),-0.354039 # DEPENDENCYPART_GRANDPAR
(7,8),(8,11),0.0685289 # DEPENDENCYPART_GRANDPAR
(7,8),(8,12),-0.311699 # DEPENDENCYPART_GRANDPAR
(7,8),(8,14),0.14531 # DEPENDENCYPART_GRANDPAR
(7,8),(8,20),0.0648236 # DEPENDENCYPART_GRANDPAR
(7,9),(9,2),-1.17662 # DEPENDENCYPART_GRANDPAR
(7,9),(9,3),-1.29572 # DEPENDENCYPART_GRANDPAR
(7,9),(9,4),-1.07204 # DEPENDENCYPART_GRANDPAR
(7,9),(9,5),-1.32749 # DEPENDENCYPART_GRANDPAR
(7,9),(9,6),-1.35677 # DEPENDENCYPART_GRANDPAR
(7,9),(9,7),-0.828582 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,9),(9,8),0.925083 # DEPENDENCYPART_GRANDPAR
(7,9),(9,10),-0.42442 # DEPENDENCYPART_GRANDPAR
(7,9),(9,11),0.0494203 # DEPENDENCYPART_GRANDPAR
(7,9),(9,12),-0.0267613 # DEPENDENCYPART_GRANDPAR
(7,9),(9,13),0.0980315 # DEPENDENCYPART_GRANDPAR
(7,9),(9,14),0.20743 # DEPENDENCYPART_GRANDPAR
(7,9),(9,18),-0.136253 # DEPENDENCYPART_GRANDPAR
(7,9),(9,20),0.0782854 # DEPENDENCYPART_GRANDPAR
(7,9),(9,21),-0.476227 # DEPENDENCYPART_GRANDPAR
(7,10),(10,9),0.163458 # DEPENDENCYPART_GRANDPAR
(7,11),(11,7),-0.745534 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,11),(11,9),0.317048 # DEPENDENCYPART_GRANDPAR
(7,11),(11,10),0.0608769 # DEPENDENCYPART_GRANDPAR
(7,11),(11,12),-0.178538 # DEPENDENCYPART_GRANDPAR
(7,11),(11,13),0.0686142 # DEPENDENCYPART_GRANDPAR
(7,11),(11,14),0.170088 # DEPENDENCYPART_GRANDPAR
(7,11),(11,15),-0.228826 # DEPENDENCYPART_GRANDPAR
(7,11),(11,18),-0.111461 # DEPENDENCYPART_GRANDPAR
(7,11),(11,19),-0.297638 # DEPENDENCYPART_GRANDPAR
(7,11),(11,22),-1.13975 # DEPENDENCYPART_GRANDPAR
(7,12),(12,6),-1.29344 # DEPENDENCYPART_GRANDPAR
(7,12),(12,10),-0.257657 # DEPENDENCYPART_GRANDPAR
(7,12),(12,11),0.513724 # DEPENDENCYPART_GRANDPAR
(7,12),(12,13),-0.0739491 # DEPENDENCYPART_GRANDPAR
(7,12),(12,14),0.11529 # DEPENDENCYPART_GRANDPAR
(7,12),(12,15),-0.376964 # DEPENDENCYPART_GRANDPAR
(7,12),(12,17),-0.0321441 # DEPENDENCYPART_GRANDPAR
(7,12),(12,18),-0.0621657 # DEPENDENCYPART_GRANDPAR
(7,12),(12,19),-0.455062 # DEPENDENCYPART_GRANDPAR
(7,12),(12,21),-0.239085 # DEPENDENCYPART_GRANDPAR
(7,14),(14,2),-1.16276 # DEPENDENCYPART_GRANDPAR
(7,14),(14,3),-1.32519 # DEPENDENCYPART_GRANDPAR
(7,14),(14,4),-1.05817 # DEPENDENCYPART_GRANDPAR
(7,14),(14,5),-1.40944 # DEPENDENCYPART_GRANDPAR
(7,14),(14,6),-1.43998 # DEPENDENCYPART_GRANDPAR
(7,14),(14,7),-0.846393 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,14),(14,8),0.762377 # DEPENDENCYPART_GRANDPAR
(7,14),(14,9),0.14441 # DEPENDENCYPART_GRANDPAR
(7,14),(14,10),-0.169042 # DEPENDENCYPART_GRANDPAR
(7,14),(14,11),0.260112 # DEPENDENCYPART_GRANDPAR
(7,14),(14,12),-0.291978 # DEPENDENCYPART_GRANDPAR
(7,14),(14,13),0.085091 # DEPENDENCYPART_GRANDPAR
(7,14),(14,15),-0.218259 # DEPENDENCYPART_GRANDPAR
(7,14),(14,17),0.0637322 # DEPENDENCYPART_GRANDPAR
(7,14),(14,18),0.0409769 # DEPENDENCYPART_GRANDPAR
(7,14),(14,19),-0.463723 # DEPENDENCYPART_GRANDPAR
(7,14),(14,20),0.161494 # DEPENDENCYPART_GRANDPAR
(7,14),(14,21),-0.165197 # DEPENDENCYPART_GRANDPAR
(7,14),(14,22),-0.958337 # DEPENDENCYPART_GRANDPAR
(8,7),(7,6),-0.439574 # DEPENDENCYPART_GRANDPAR
(8,7),(7,8),-1.55446 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,7),(7,9),-0.577653 # DEPENDENCYPART_GRANDPAR
(8,7),(7,10),-0.915794 # DEPENDENCYPART_GRANDPAR
(8,7),(7,11),-0.778459 # DEPENDENCYPART_GRANDPAR
(8,7),(7,12),-0.882728 # DEPENDENCYPART_GRANDPAR
(8,7),(7,14),-0.972484 # DEPENDENCYPART_GRANDPAR
(8,9),(9,2),-1.19752 # DEPENDENCYPART_GRANDPAR
(8,9),(9,3),-1.11658 # DEPENDENCYPART_GRANDPAR
(8,9),(9,4),-1.18171 # DEPENDENCYPART_GRANDPAR
(8,9),(9,5),-1.09277 # DEPENDENCYPART_GRANDPAR
(8,9),(9,6),-1.1077 # DEPENDENCYPART_GRANDPAR
(8,9),(9,7),-0.831226 # DEPENDENCYPART_GRANDPAR
(8,9),(9,8),-0.646586 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,9),(9,10),-0.205813 # DEPENDENCYPART_GRANDPAR
(8,9),(9,11),-0.0520689 # DEPENDENCYPART_GRANDPAR
(8,9),(9,12),-0.0988711 # DEPENDENCYPART_GRANDPAR
(8,9),(9,13),-0.163447 # DEPENDENCYPART_GRANDPAR
(8,9),(9,14),-0.263186 # DEPENDENCYPART_GRANDPAR
(8,9),(9,18),-0.0247022 # DEPENDENCYPART_GRANDPAR
(8,9),(9,20),-0.306652 # DEPENDENCYPART_GRANDPAR
(8,9),(9,21),-0.449523 # DEPENDENCYPART_GRANDPAR
(8,10),(10,9),0.205526 # DEPENDENCYPART_GRANDPAR
(8,11),(11,7),-0.907413 # DEPENDENCYPART_GRANDPAR
(8,11),(11,9),0.20551 # DEPENDENCYPART_GRANDPAR
(8,11),(11,10),0.0746025 # DEPENDENCYPART_GRANDPAR
(8,11),(11,12),-0.100033 # DEPENDENCYPART_GRANDPAR
(8,11),(11,13),-0.173269 # DEPENDENCYPART_GRANDPAR
(8,11),(11,14),-0.276786 # DEPENDENCYPART_GRANDPAR
(8,11),(11,15),-0.143463 # DEPENDENCYPART_GRANDPAR
(8,11),(11,18),-0.0825163 # DEPENDENCYPART_GRANDPAR
(8,11),(11,19),-0.171536 # DEPENDENCYPART_GRANDPAR
(8,11),(11,22),-0.518838 # DEPENDENCYPART_GRANDPAR
(8,12),(12,6),-1.10891 # DEPENDENCYPART_GRANDPAR
(8,12),(12,10),-0.0573364 # DEPENDENCYPART_GRANDPAR
(8,12),(12,11),-0.125673 # DEPENDENCYPART_GRANDPAR
(8,12),(12,13),-0.263458 # DEPENDENCYPART_GRANDPAR
(8,12),(12,14),-0.28656 # DEPENDENCYPART_GRANDPAR
(8,12),(12,15),-0.261342 # DEPENDENCYPART_GRANDPAR
(8,12),(12,17),-0.401745 # DEPENDENCYPART_GRANDPAR
(8,12),(12,18),-0.00152211 # DEPENDENCYPART_GRANDPAR
(8,12),(12,19),-0.313566 # DEPENDENCYPART_GRANDPAR
(8,12),(12,21),-0.373214 # DEPENDENCYPART_GRANDPAR
(8,14),(14,2),-1.20078 # DEPENDENCYPART_GRANDPAR
(8,14),(14,3),-1.15689 # DEPENDENCYPART_GRANDPAR
(8,14),(14,4),-1.18497 # DEPENDENCYPART_GRANDPAR
(8,14),(14,5),-1.17129 # DEPENDENCYPART_GRANDPAR
(8,14),(14,6),-1.18717 # DEPENDENCYPART_GRANDPAR
(8,14),(14,7),-0.967391 # DEPENDENCYPART_GRANDPAR
(8,14),(14,8),-0.771947 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,14),(14,9),0.266826 # DEPENDENCYPART_GRANDPAR
(8,14),(14,10),0.0782878 # DEPENDENCYPART_GRANDPAR
(8,14),(14,11),-0.0603401 # DEPENDENCYPART_GRANDPAR
(8,14),(14,12),-0.200174 # DEPENDENCYPART_GRANDPAR
(8,14),(14,13),-0.0334591 # DEPENDENCYPART_GRANDPAR
(8,14),(14,15),-0.138469 # DEPENDENCYPART_GRANDPAR
(8,14),(14,17),-0.440254 # DEPENDENCYPART_GRANDPAR
(8,14),(14,18),-0.0698498 # DEPENDENCYPART_GRANDPAR
(8,14),(14,19),-0.325057 # DEPENDENCYPART_GRANDPAR
(8,14),(14,20),-0.297702 # DEPENDENCYPART_GRANDPAR
(8,14),(14,21),-0.420152 # DEPENDENCYPART_GRANDPAR
(8,14),(14,22),-0.358605 # DEPENDENCYPART_GRANDPAR
(8,20),(20,15),-0.205829 # DEPENDENCYPART_GRANDPAR
(8,20),(20,18),-0.038603 # DEPENDENCYPART_GRANDPAR
(8,20),(20,19),-0.288792 # DEPENDENCYPART_GRANDPAR
(8,20),(20,21),-0.423952 # DEPENDENCYPART_GRANDPAR
(9,2),(2,1),-0.457115 # DEPENDENCYPART_GRANDPAR
(9,2),(2,3),0.0579248 # DEPENDENCYPART_GRANDPAR
(9,2),(2,4),0.416341 # DEPENDENCYPART_GRANDPAR
(9,2),(2,5),-0.485168 # DEPENDENCYPART_GRANDPAR
(9,2),(2,7),0.134649 # DEPENDENCYPART_GRANDPAR
(9,2),(2,10),-0.628419 # DEPENDENCYPART_GRANDPAR
(9,2),(2,11),-0.738282 # DEPENDENCYPART_GRANDPAR
(9,2),(2,12),-0.732782 # DEPENDENCYPART_GRANDPAR
(9,2),(2,14),-0.647126 # DEPENDENCYPART_GRANDPAR
(9,3),(3,1),-0.485403 # DEPENDENCYPART_GRANDPAR
(9,3),(3,2),-0.226461 # DEPENDENCYPART_GRANDPAR
(9,3),(3,4),0.177518 # DEPENDENCYPART_GRANDPAR
(9,3),(3,5),-0.639888 # DEPENDENCYPART_GRANDPAR
(9,3),(3,6),-0.35627 # DEPENDENCYPART_GRANDPAR
(9,3),(3,7),0.0247387 # DEPENDENCYPART_GRANDPAR
(9,3),(3,8),0.545207 # DEPENDENCYPART_GRANDPAR
(9,3),(3,9),-1.65669 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,3),(3,10),-0.607716 # DEPENDENCYPART_GRANDPAR
(9,3),(3,11),-0.69085 # DEPENDENCYPART_GRANDPAR
(9,3),(3,12),-0.559869 # DEPENDENCYPART_GRANDPAR
(9,3),(3,14),-0.61467 # DEPENDENCYPART_GRANDPAR
(9,3),(3,20),-1.00783 # DEPENDENCYPART_GRANDPAR
(9,3),(3,22),-1.41689 # DEPENDENCYPART_GRANDPAR
(9,4),(4,1),-0.467941 # DEPENDENCYPART_GRANDPAR
(9,4),(4,2),-0.246868 # DEPENDENCYPART_GRANDPAR
(9,4),(4,3),0.0153164 # DEPENDENCYPART_GRANDPAR
(9,4),(4,5),-0.482286 # DEPENDENCYPART_GRANDPAR
(9,5),(5,3),0.132787 # DEPENDENCYPART_GRANDPAR
(9,5),(5,4),0.379504 # DEPENDENCYPART_GRANDPAR
(9,5),(5,6),-0.307753 # DEPENDENCYPART_GRANDPAR
(9,5),(5,7),0.236979 # DEPENDENCYPART_GRANDPAR
(9,5),(5,9),-1.80153 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,5),(5,11),-0.795122 # DEPENDENCYPART_GRANDPAR
(9,5),(5,22),-1.50987 # DEPENDENCYPART_GRANDPAR
(9,6),(6,1),-0.396512 # DEPENDENCYPART_GRANDPAR
(9,6),(6,2),-0.117595 # DEPENDENCYPART_GRANDPAR
(9,6),(6,3),0.118432 # DEPENDENCYPART_GRANDPAR
(9,6),(6,4),0.357783 # DEPENDENCYPART_GRANDPAR
(9,6),(6,5),-0.713943 # DEPENDENCYPART_GRANDPAR
(9,6),(6,7),0.232589 # DEPENDENCYPART_GRANDPAR
(9,6),(6,8),0.484711 # DEPENDENCYPART_GRANDPAR
(9,6),(6,9),-1.80103 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,6),(6,10),-0.7146 # DEPENDENCYPART_GRANDPAR
(9,6),(6,11),-0.795116 # DEPENDENCYPART_GRANDPAR
(9,6),(6,12),-0.808339 # DEPENDENCYPART_GRANDPAR
(9,6),(6,13),-0.946814 # DEPENDENCYPART_GRANDPAR
(9,6),(6,14),-0.778984 # DEPENDENCYPART_GRANDPAR
(9,6),(6,15),-1.07808 # DEPENDENCYPART_GRANDPAR
(9,6),(6,17),-1.33749 # DEPENDENCYPART_GRANDPAR
(9,6),(6,18),-1.00056 # DEPENDENCYPART_GRANDPAR
(9,6),(6,19),-1.17514 # DEPENDENCYPART_GRANDPAR
(9,6),(6,20),-1.08564 # DEPENDENCYPART_GRANDPAR
(9,6),(6,21),-1.39425 # DEPENDENCYPART_GRANDPAR
(9,6),(6,22),-1.50986 # DEPENDENCYPART_GRANDPAR
(9,7),(7,6),-0.543839 # DEPENDENCYPART_GRANDPAR
(9,7),(7,8),0.410331 # DEPENDENCYPART_GRANDPAR
(9,7),(7,9),-1.73021 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,7),(7,10),-0.633853 # DEPENDENCYPART_GRANDPAR
(9,7),(7,11),-0.734187 # DEPENDENCYPART_GRANDPAR
(9,7),(7,12),-0.726318 # DEPENDENCYPART_GRANDPAR
(9,7),(7,14),-0.645456 # DEPENDENCYPART_GRANDPAR
(9,8),(8,7),-0.1345 # DEPENDENCYPART_GRANDPAR
(9,8),(8,9),-1.64072 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,8),(8,10),-0.574532 # DEPENDENCYPART_GRANDPAR
(9,8),(8,11),-0.709321 # DEPENDENCYPART_GRANDPAR
(9,8),(8,12),-0.625577 # DEPENDENCYPART_GRANDPAR
(9,8),(8,14),-0.618107 # DEPENDENCYPART_GRANDPAR
(9,8),(8,20),-1.0191 # DEPENDENCYPART_GRANDPAR
(9,10),(10,9),-0.929521 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,11),(11,7),-0.768153 # DEPENDENCYPART_GRANDPAR
(9,11),(11,9),-0.947116 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,11),(11,10),0.36538 # DEPENDENCYPART_GRANDPAR
(9,11),(11,12),0.0760839 # DEPENDENCYPART_GRANDPAR
(9,11),(11,13),-0.165048 # DEPENDENCYPART_GRANDPAR
(9,11),(11,14),0.0128116 # DEPENDENCYPART_GRANDPAR
(9,11),(11,15),-0.189069 # DEPENDENCYPART_GRANDPAR
(9,11),(11,18),-0.247121 # DEPENDENCYPART_GRANDPAR
(9,11),(11,19),-0.1804 # DEPENDENCYPART_GRANDPAR
(9,11),(11,22),-0.902148 # DEPENDENCYPART_GRANDPAR
(9,12),(12,6),-1.12773 # DEPENDENCYPART_GRANDPAR
(9,12),(12,10),0.160188 # DEPENDENCYPART_GRANDPAR
(9,12),(12,11),-0.0413966 # DEPENDENCYPART_GRANDPAR
(9,12),(12,13),-0.190921 # DEPENDENCYPART_GRANDPAR
(9,12),(12,14),0.0847193 # DEPENDENCYPART_GRANDPAR
(9,12),(12,15),-0.284011 # DEPENDENCYPART_GRANDPAR
(9,12),(12,17),-0.0429617 # DEPENDENCYPART_GRANDPAR
(9,12),(12,18),0.0222902 # DEPENDENCYPART_GRANDPAR
(9,12),(12,19),-0.291743 # DEPENDENCYPART_GRANDPAR
(9,12),(12,21),-0.0836686 # DEPENDENCYPART_GRANDPAR
(9,13),(13,3),-0.944763 # DEPENDENCYPART_GRANDPAR
(9,13),(13,6),-1.26292 # DEPENDENCYPART_GRANDPAR
(9,13),(13,7),-0.914848 # DEPENDENCYPART_GRANDPAR
(9,13),(13,10),0.354511 # DEPENDENCYPART_GRANDPAR
(9,13),(13,11),0.023507 # DEPENDENCYPART_GRANDPAR
(9,13),(13,12),0.197533 # DEPENDENCYPART_GRANDPAR
(9,13),(13,14),0.177997 # DEPENDENCYPART_GRANDPAR
(9,13),(13,15),-0.135991 # DEPENDENCYPART_GRANDPAR
(9,13),(13,17),-0.281396 # DEPENDENCYPART_GRANDPAR
(9,13),(13,19),-0.369852 # DEPENDENCYPART_GRANDPAR
(9,13),(13,21),-0.343949 # DEPENDENCYPART_GRANDPAR
(9,13),(13,22),-0.636614 # DEPENDENCYPART_GRANDPAR
(9,14),(14,2),-1.04393 # DEPENDENCYPART_GRANDPAR
(9,14),(14,3),-0.944651 # DEPENDENCYPART_GRANDPAR
(9,14),(14,4),-0.571963 # DEPENDENCYPART_GRANDPAR
(9,14),(14,5),-1.57636 # DEPENDENCYPART_GRANDPAR
(9,14),(14,6),-1.26264 # DEPENDENCYPART_GRANDPAR
(9,14),(14,7),-0.914831 # DEPENDENCYPART_GRANDPAR
(9,14),(14,8),-0.286789 # DEPENDENCYPART_GRANDPAR
(9,14),(14,9),-0.838783 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,14),(14,10),0.35648 # DEPENDENCYPART_GRANDPAR
(9,14),(14,11),0.0129323 # DEPENDENCYPART_GRANDPAR
(9,14),(14,12),0.181083 # DEPENDENCYPART_GRANDPAR
(9,14),(14,13),0.133902 # DEPENDENCYPART_GRANDPAR
(9,14),(14,15),-0.0880741 # DEPENDENCYPART_GRANDPAR
(9,14),(14,17),-0.274333 # DEPENDENCYPART_GRANDPAR
(9,14),(14,18),-0.135314 # DEPENDENCYPART_GRANDPAR
(9,14),(14,19),-0.321935 # DEPENDENCYPART_GRANDPAR
(9,14),(14,20),-0.190467 # DEPENDENCYPART_GRANDPAR
(9,14),(14,21),-0.336866 # DEPENDENCYPART_GRANDPAR
(9,14),(14,22),-0.620961 # DEPENDENCYPART_GRANDPAR
(9,18),(18,15),-0.189121 # DEPENDENCYPART_GRANDPAR
(9,18),(18,16),-0.705806 # DEPENDENCYPART_GRANDPAR
(9,18),(18,17),-0.440977 # DEPENDENCYPART_GRANDPAR
(9,18),(18,19),-0.118065 # DEPENDENCYPART_GRANDPAR
(9,18),(18,20),-0.270944 # DEPENDENCYPART_GRANDPAR
(9,18),(18,21),-0.378839 # DEPENDENCYPART_GRANDPAR
(9,18),(18,22),-0.794824 # DEPENDENCYPART_GRANDPAR
(9,20),(20,15),-0.214112 # DEPENDENCYPART_GRANDPAR
(9,20),(20,18),-0.0846802 # DEPENDENCYPART_GRANDPAR
(9,20),(20,19),-0.365215 # DEPENDENCYPART_GRANDPAR
(9,20),(20,21),-0.453711 # DEPENDENCYPART_GRANDPAR
(9,21),(21,3),-0.80088 # DEPENDENCYPART_GRANDPAR
(9,21),(21,6),-1.09944 # DEPENDENCYPART_GRANDPAR
(9,21),(21,7),-0.660488 # DEPENDENCYPART_GRANDPAR
(9,21),(21,12),0.14533 # DEPENDENCYPART_GRANDPAR
(9,21),(21,15),-0.204541 # DEPENDENCYPART_GRANDPAR
(9,21),(21,16),-0.616077 # DEPENDENCYPART_GRANDPAR
(9,21),(21,17),-0.44229 # DEPENDENCYPART_GRANDPAR
(9,21),(21,18),-0.143244 # DEPENDENCYPART_GRANDPAR
(9,21),(21,19),-0.401427 # DEPENDENCYPART_GRANDPAR
(9,21),(21,20),-0.205453 # DEPENDENCYPART_GRANDPAR
(9,21),(21,22),-0.637153 # DEPENDENCYPART_GRANDPAR
(10,9),(9,2),-0.612998 # DEPENDENCYPART_GRANDPAR
(10,9),(9,3),-0.665439 # DEPENDENCYPART_GRANDPAR
(10,9),(9,4),-0.593303 # DEPENDENCYPART_GRANDPAR
(10,9),(9,5),-0.627715 # DEPENDENCYPART_GRANDPAR
(10,9),(9,6),-0.551979 # DEPENDENCYPART_GRANDPAR
(10,9),(9,7),-0.482159 # DEPENDENCYPART_GRANDPAR
(10,9),(9,8),-0.481592 # DEPENDENCYPART_GRANDPAR
(10,9),(9,10),-1.93512 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,9),(9,11),-0.579046 # DEPENDENCYPART_GRANDPAR
(10,9),(9,12),-0.703278 # DEPENDENCYPART_GRANDPAR
(10,9),(9,13),-0.812403 # DEPENDENCYPART_GRANDPAR
(10,9),(9,14),-0.937089 # DEPENDENCYPART_GRANDPAR
(10,9),(9,18),-0.995834 # DEPENDENCYPART_GRANDPAR
(10,9),(9,20),-1.06991 # DEPENDENCYPART_GRANDPAR
(10,9),(9,21),-1.10023 # DEPENDENCYPART_GRANDPAR
(11,7),(7,6),-0.044306 # DEPENDENCYPART_GRANDPAR
(11,7),(7,8),-0.0585189 # DEPENDENCYPART_GRANDPAR
(11,7),(7,9),0.329085 # DEPENDENCYPART_GRANDPAR
(11,7),(7,10),0.0170284 # DEPENDENCYPART_GRANDPAR
(11,7),(7,11),-1.51332 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,7),(7,12),-0.571563 # DEPENDENCYPART_GRANDPAR
(11,7),(7,14),-0.524013 # DEPENDENCYPART_GRANDPAR
(11,9),(9,2),-0.294711 # DEPENDENCYPART_GRANDPAR
(11,9),(9,3),0.0486705 # DEPENDENCYPART_GRANDPAR
(11,9),(9,4),-0.253756 # DEPENDENCYPART_GRANDPAR
(11,9),(9,5),-0.14358 # DEPENDENCYPART_GRANDPAR
(11,9),(9,6),-0.0588097 # DEPENDENCYPART_GRANDPAR
(11,9),(9,7),0.00539294 # DEPENDENCYPART_GRANDPAR
(11,9),(9,8),0.00299503 # DEPENDENCYPART_GRANDPAR
(11,9),(9,10),0.0148622 # DEPENDENCYPART_GRANDPAR
(11,9),(9,11),-1.51089 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,9),(9,12),-0.465681 # DEPENDENCYPART_GRANDPAR
(11,9),(9,13),-0.702411 # DEPENDENCYPART_GRANDPAR
(11,9),(9,14),-0.536766 # DEPENDENCYPART_GRANDPAR
(11,9),(9,18),-0.923708 # DEPENDENCYPART_GRANDPAR
(11,9),(9,20),-1.11817 # DEPENDENCYPART_GRANDPAR
(11,9),(9,21),-1.20704 # DEPENDENCYPART_GRANDPAR
(11,10),(10,9),0.0144227 # DEPENDENCYPART_GRANDPAR
(11,12),(12,6),-0.845432 # DEPENDENCYPART_GRANDPAR
(11,12),(12,10),-0.796202 # DEPENDENCYPART_GRANDPAR
(11,12),(12,11),-0.792535 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,12),(12,13),0.235344 # DEPENDENCYPART_GRANDPAR
(11,12),(12,14),0.54156 # DEPENDENCYPART_GRANDPAR
(11,12),(12,15),-0.0898983 # DEPENDENCYPART_GRANDPAR
(11,12),(12,17),0.0360261 # DEPENDENCYPART_GRANDPAR
(11,12),(12,18),0.0180862 # DEPENDENCYPART_GRANDPAR
