# _root_ A_més_del catàleg , coincidint amb el lliurament dels premis , el dia_6_de_juny s' inaugurarà a Igualada l' exposició que reunirà les obres seleccionades .
#goldHeads=14,1,4,14,4,7,5,7,8,4,12,14,14,0,14,15,18,14,20,18,22,20,22,14,
#predictedHeads=14,1,1,14,4,7,5,7,8,4,12,14,14,0,14,15,18,14,20,18,22,20,22,14,
(9,15),(15,18),-0.163302 # DEPENDENCYPART_GRANDPAR
(9,15),(15,20),-0.451416 # DEPENDENCYPART_GRANDPAR
(9,18),(18,1),-0.351292 # DEPENDENCYPART_GRANDPAR
(9,18),(18,4),-0.808767 # DEPENDENCYPART_GRANDPAR
(9,18),(18,8),-0.077801 # DEPENDENCYPART_GRANDPAR
(9,18),(18,14),-0.241844 # DEPENDENCYPART_GRANDPAR
(9,18),(18,15),0.0789327 # DEPENDENCYPART_GRANDPAR
(9,18),(18,17),-0.489605 # DEPENDENCYPART_GRANDPAR
(9,18),(18,19),-1.7396 # DEPENDENCYPART_GRANDPAR
(9,18),(18,20),-0.537267 # DEPENDENCYPART_GRANDPAR
(9,18),(18,22),-0.202092 # DEPENDENCYPART_GRANDPAR
(9,18),(18,23),-0.322901 # DEPENDENCYPART_GRANDPAR
(9,18),(18,24),-0.697481 # DEPENDENCYPART_GRANDPAR
(9,20),(20,1),-0.573212 # DEPENDENCYPART_GRANDPAR
(9,20),(20,3),-1.15081 # DEPENDENCYPART_GRANDPAR
(9,20),(20,4),-0.972839 # DEPENDENCYPART_GRANDPAR
(9,20),(20,5),-0.854625 # DEPENDENCYPART_GRANDPAR
(9,20),(20,8),-0.33079 # DEPENDENCYPART_GRANDPAR
(9,20),(20,10),0.419156 # DEPENDENCYPART_GRANDPAR
(9,20),(20,11),-0.398392 # DEPENDENCYPART_GRANDPAR
(9,20),(20,12),0.0438931 # DEPENDENCYPART_GRANDPAR
(9,20),(20,14),-0.164625 # DEPENDENCYPART_GRANDPAR
(9,20),(20,15),0.24013 # DEPENDENCYPART_GRANDPAR
(9,20),(20,16),-0.161543 # DEPENDENCYPART_GRANDPAR
(9,20),(20,17),-0.734795 # DEPENDENCYPART_GRANDPAR
(9,20),(20,18),-0.174503 # DEPENDENCYPART_GRANDPAR
(9,20),(20,19),-0.223822 # DEPENDENCYPART_GRANDPAR
(9,20),(20,22),-0.00335625 # DEPENDENCYPART_GRANDPAR
(9,20),(20,23),-0.211737 # DEPENDENCYPART_GRANDPAR
(9,20),(20,24),-0.689603 # DEPENDENCYPART_GRANDPAR
(9,22),(22,4),-0.80392 # DEPENDENCYPART_GRANDPAR
(9,22),(22,17),-0.478372 # DEPENDENCYPART_GRANDPAR
(9,22),(22,19),-1.34399 # DEPENDENCYPART_GRANDPAR
(9,22),(22,21),-0.374682 # DEPENDENCYPART_GRANDPAR
(9,22),(22,23),-0.318001 # DEPENDENCYPART_GRANDPAR
(9,22),(22,24),-0.682816 # DEPENDENCYPART_GRANDPAR
(11,8),(8,1),-0.72263 # DEPENDENCYPART_GRANDPAR
(11,8),(8,6),-0.970726 # DEPENDENCYPART_GRANDPAR
(11,8),(8,9),-0.237928 # DEPENDENCYPART_GRANDPAR
(11,8),(8,10),-0.25075 # DEPENDENCYPART_GRANDPAR
(11,8),(8,12),-0.711234 # DEPENDENCYPART_GRANDPAR
(11,8),(8,14),-1.13558 # DEPENDENCYPART_GRANDPAR
(11,8),(8,15),-1.13572 # DEPENDENCYPART_GRANDPAR
(11,12),(12,8),-1.17682 # DEPENDENCYPART_GRANDPAR
(11,12),(12,10),-1.02164 # DEPENDENCYPART_GRANDPAR
(11,12),(12,11),-1.15113 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,12),(12,14),-0.444955 # DEPENDENCYPART_GRANDPAR
(11,12),(12,15),-0.403173 # DEPENDENCYPART_GRANDPAR
(11,12),(12,18),-1.36845 # DEPENDENCYPART_GRANDPAR
(11,12),(12,20),-0.586639 # DEPENDENCYPART_GRANDPAR
(12,8),(8,1),-0.290499 # DEPENDENCYPART_GRANDPAR
(12,8),(8,6),-0.29251 # DEPENDENCYPART_GRANDPAR
(12,8),(8,9),-0.136278 # DEPENDENCYPART_GRANDPAR
(12,8),(8,10),-0.0921178 # DEPENDENCYPART_GRANDPAR
(12,8),(8,12),-1.63389 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,8),(8,14),-1.01236 # DEPENDENCYPART_GRANDPAR
(12,8),(8,15),-1.40855 # DEPENDENCYPART_GRANDPAR
(12,11),(11,8),-0.167938 # DEPENDENCYPART_GRANDPAR
(12,11),(11,12),-1.6341 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,14),(14,1),-0.980463 # DEPENDENCYPART_GRANDPAR
(12,14),(14,3),-1.18937 # DEPENDENCYPART_GRANDPAR
(12,14),(14,4),-0.928661 # DEPENDENCYPART_GRANDPAR
(12,14),(14,5),-0.937507 # DEPENDENCYPART_GRANDPAR
(12,14),(14,7),-1.0652 # DEPENDENCYPART_GRANDPAR
(12,14),(14,8),-0.870032 # DEPENDENCYPART_GRANDPAR
(12,14),(14,9),-1.00722 # DEPENDENCYPART_GRANDPAR
(12,14),(14,10),-0.91402 # DEPENDENCYPART_GRANDPAR
(12,14),(14,11),-0.649922 # DEPENDENCYPART_GRANDPAR
(12,14),(14,12),-0.891867 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,14),(14,13),0.513216 # DEPENDENCYPART_GRANDPAR
(12,14),(14,15),-0.76032 # DEPENDENCYPART_GRANDPAR
(12,14),(14,16),-0.748608 # DEPENDENCYPART_GRANDPAR
(12,14),(14,18),-0.668607 # DEPENDENCYPART_GRANDPAR
(12,14),(14,20),-0.365533 # DEPENDENCYPART_GRANDPAR
(12,14),(14,22),-0.643945 # DEPENDENCYPART_GRANDPAR
(12,14),(14,23),-0.452518 # DEPENDENCYPART_GRANDPAR
(12,14),(14,24),-0.449079 # DEPENDENCYPART_GRANDPAR
(12,15),(15,4),-0.847332 # DEPENDENCYPART_GRANDPAR
(12,15),(15,11),-0.640034 # DEPENDENCYPART_GRANDPAR
(12,15),(15,12),-0.859286 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,15),(15,16),-0.840521 # DEPENDENCYPART_GRANDPAR
(12,15),(15,18),-0.76668 # DEPENDENCYPART_GRANDPAR
(12,15),(15,20),-0.271998 # DEPENDENCYPART_GRANDPAR
(12,18),(18,1),-0.874634 # DEPENDENCYPART_GRANDPAR
(12,18),(18,4),-0.848215 # DEPENDENCYPART_GRANDPAR
(12,18),(18,8),-0.739126 # DEPENDENCYPART_GRANDPAR
(12,18),(18,14),-0.163235 # DEPENDENCYPART_GRANDPAR
(12,18),(18,15),-0.627891 # DEPENDENCYPART_GRANDPAR
(12,18),(18,17),-0.553138 # DEPENDENCYPART_GRANDPAR
(12,18),(18,19),-0.607017 # DEPENDENCYPART_GRANDPAR
(12,18),(18,20),-0.249929 # DEPENDENCYPART_GRANDPAR
(12,18),(18,22),-0.644476 # DEPENDENCYPART_GRANDPAR
(12,18),(18,23),-0.373597 # DEPENDENCYPART_GRANDPAR
(12,18),(18,24),-0.370856 # DEPENDENCYPART_GRANDPAR
(12,20),(20,1),-0.980463 # DEPENDENCYPART_GRANDPAR
(12,20),(20,3),-1.18937 # DEPENDENCYPART_GRANDPAR
(12,20),(20,4),-0.928661 # DEPENDENCYPART_GRANDPAR
(12,20),(20,5),-0.937507 # DEPENDENCYPART_GRANDPAR
(12,20),(20,8),-0.870032 # DEPENDENCYPART_GRANDPAR
(12,20),(20,10),-0.91402 # DEPENDENCYPART_GRANDPAR
(12,20),(20,11),-0.649922 # DEPENDENCYPART_GRANDPAR
(12,20),(20,12),-0.893462 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,20),(20,14),-0.245553 # DEPENDENCYPART_GRANDPAR
(12,20),(20,15),-0.611823 # DEPENDENCYPART_GRANDPAR
(12,20),(20,16),-0.607917 # DEPENDENCYPART_GRANDPAR
(12,20),(20,17),-0.713984 # DEPENDENCYPART_GRANDPAR
(12,20),(20,18),-0.523385 # DEPENDENCYPART_GRANDPAR
(12,20),(20,19),0.342741 # DEPENDENCYPART_GRANDPAR
(12,20),(20,22),-0.647544 # DEPENDENCYPART_GRANDPAR
(12,20),(20,23),-0.452139 # DEPENDENCYPART_GRANDPAR
(12,20),(20,24),-0.464986 # DEPENDENCYPART_GRANDPAR
(14,1),(1,2),-0.307903 # DEPENDENCYPART_GRANDPAR
(14,1),(1,3),0.0665883 # DEPENDENCYPART_GRANDPAR
(14,1),(1,4),0.349195 # DEPENDENCYPART_GRANDPAR
(14,1),(1,5),-0.0536755 # DEPENDENCYPART_GRANDPAR
(14,1),(1,10),0.571494 # DEPENDENCYPART_GRANDPAR
(14,1),(1,24),-1.55178 # DEPENDENCYPART_GRANDPAR
(14,4),(4,1),-0.0757211 # DEPENDENCYPART_GRANDPAR
(14,4),(4,2),-0.397257 # DEPENDENCYPART_GRANDPAR
(14,4),(4,3),-0.211985 # DEPENDENCYPART_GRANDPAR
(14,4),(4,5),-0.0451651 # DEPENDENCYPART_GRANDPAR
(14,4),(4,7),0.0216833 # DEPENDENCYPART_GRANDPAR
(14,4),(4,8),0.109615 # DEPENDENCYPART_GRANDPAR
(14,4),(4,9),-0.156791 # DEPENDENCYPART_GRANDPAR
(14,4),(4,10),0.651655 # DEPENDENCYPART_GRANDPAR
(14,4),(4,12),0.157534 # DEPENDENCYPART_GRANDPAR
(14,4),(4,14),-1.67152 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,4),(4,15),-0.549906 # DEPENDENCYPART_GRANDPAR
(14,4),(4,18),-0.84419 # DEPENDENCYPART_GRANDPAR
(14,4),(4,20),-0.85075 # DEPENDENCYPART_GRANDPAR
(14,4),(4,22),-0.85255 # DEPENDENCYPART_GRANDPAR
(14,4),(4,24),-1.69786 # DEPENDENCYPART_GRANDPAR
(14,5),(5,1),-0.12958 # DEPENDENCYPART_GRANDPAR
(14,5),(5,3),-0.276157 # DEPENDENCYPART_GRANDPAR
(14,5),(5,4),0.202051 # DEPENDENCYPART_GRANDPAR
(14,5),(5,6),-0.347797 # DEPENDENCYPART_GRANDPAR
(14,5),(5,7),0.00583387 # DEPENDENCYPART_GRANDPAR
(14,5),(5,8),0.0920262 # DEPENDENCYPART_GRANDPAR
(14,5),(5,9),-0.165811 # DEPENDENCYPART_GRANDPAR
(14,5),(5,10),0.477994 # DEPENDENCYPART_GRANDPAR
(14,5),(5,12),0.20025 # DEPENDENCYPART_GRANDPAR
(14,5),(5,14),-1.40452 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,5),(5,15),-0.387848 # DEPENDENCYPART_GRANDPAR
(14,7),(7,1),-0.183889 # DEPENDENCYPART_GRANDPAR
(14,7),(7,3),-0.474593 # DEPENDENCYPART_GRANDPAR
(14,7),(7,4),0.19356 # DEPENDENCYPART_GRANDPAR
(14,7),(7,5),-0.111331 # DEPENDENCYPART_GRANDPAR
(14,7),(7,6),0.0257847 # DEPENDENCYPART_GRANDPAR
(14,7),(7,8),0.332575 # DEPENDENCYPART_GRANDPAR
(14,7),(7,9),0.0760111 # DEPENDENCYPART_GRANDPAR
(14,7),(7,10),0.140272 # DEPENDENCYPART_GRANDPAR
(14,7),(7,12),0.229939 # DEPENDENCYPART_GRANDPAR
(14,7),(7,14),-1.2847 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,7),(7,15),-0.134819 # DEPENDENCYPART_GRANDPAR
(14,7),(7,18),-0.542011 # DEPENDENCYPART_GRANDPAR
(14,7),(7,20),-0.463931 # DEPENDENCYPART_GRANDPAR
(14,7),(7,22),-0.551186 # DEPENDENCYPART_GRANDPAR
(14,7),(7,23),-0.66304 # DEPENDENCYPART_GRANDPAR
(14,7),(7,24),-1.46982 # DEPENDENCYPART_GRANDPAR
(14,8),(8,1),-0.200925 # DEPENDENCYPART_GRANDPAR
(14,8),(8,6),-0.397301 # DEPENDENCYPART_GRANDPAR
(14,8),(8,9),-0.173954 # DEPENDENCYPART_GRANDPAR
(14,8),(8,10),0.467305 # DEPENDENCYPART_GRANDPAR
(14,8),(8,12),0.200525 # DEPENDENCYPART_GRANDPAR
(14,8),(8,14),-1.39708 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,8),(8,15),-0.376326 # DEPENDENCYPART_GRANDPAR
(14,9),(9,1),-0.215168 # DEPENDENCYPART_GRANDPAR
(14,9),(9,6),-0.000819874 # DEPENDENCYPART_GRANDPAR
(14,9),(9,10),0.135385 # DEPENDENCYPART_GRANDPAR
(14,9),(9,12),0.227358 # DEPENDENCYPART_GRANDPAR
(14,9),(9,14),-1.2847 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,9),(9,15),-0.134824 # DEPENDENCYPART_GRANDPAR
(14,9),(9,18),-0.542013 # DEPENDENCYPART_GRANDPAR
(14,9),(9,20),-0.463934 # DEPENDENCYPART_GRANDPAR
(14,9),(9,22),-0.551189 # DEPENDENCYPART_GRANDPAR
(14,9),(9,24),-1.46983 # DEPENDENCYPART_GRANDPAR
(14,11),(11,8),0.260837 # DEPENDENCYPART_GRANDPAR
(14,11),(11,12),0.204794 # DEPENDENCYPART_GRANDPAR
(14,12),(12,8),0.329142 # DEPENDENCYPART_GRANDPAR
(14,12),(12,10),0.144637 # DEPENDENCYPART_GRANDPAR
(14,12),(12,11),1.01741 # DEPENDENCYPART_GRANDPAR
(14,12),(12,14),-1.3203 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,12),(12,15),-0.279269 # DEPENDENCYPART_GRANDPAR
(14,12),(12,18),-0.564854 # DEPENDENCYPART_GRANDPAR
(14,12),(12,20),-0.499536 # DEPENDENCYPART_GRANDPAR
(14,15),(15,4),-0.669995 # DEPENDENCYPART_GRANDPAR
(14,15),(15,11),-0.0811935 # DEPENDENCYPART_GRANDPAR
(14,15),(15,12),-0.619126 # DEPENDENCYPART_GRANDPAR
(14,15),(15,16),0.515448 # DEPENDENCYPART_GRANDPAR
(14,15),(15,18),0.448631 # DEPENDENCYPART_GRANDPAR
(14,15),(15,20),0.33266 # DEPENDENCYPART_GRANDPAR
(14,16),(16,18),0.161137 # DEPENDENCYPART_GRANDPAR
(14,16),(16,20),0.275865 # DEPENDENCYPART_GRANDPAR
(14,18),(18,1),-0.4264 # DEPENDENCYPART_GRANDPAR
(14,18),(18,4),-0.541723 # DEPENDENCYPART_GRANDPAR
(14,18),(18,8),-0.0492612 # DEPENDENCYPART_GRANDPAR
(14,18),(18,14),-0.196156 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,18),(18,15),0.398991 # DEPENDENCYPART_GRANDPAR
(14,18),(18,17),1.2968 # DEPENDENCYPART_GRANDPAR
(14,18),(18,19),-1.52666 # DEPENDENCYPART_GRANDPAR
(14,18),(18,20),0.337501 # DEPENDENCYPART_GRANDPAR
(14,18),(18,22),0.22166 # DEPENDENCYPART_GRANDPAR
(14,18),(18,23),0.166591 # DEPENDENCYPART_GRANDPAR
(14,18),(18,24),-0.72128 # DEPENDENCYPART_GRANDPAR
(14,20),(20,1),-0.834686 # DEPENDENCYPART_GRANDPAR
(14,20),(20,3),-1.41259 # DEPENDENCYPART_GRANDPAR
(14,20),(20,4),-0.928151 # DEPENDENCYPART_GRANDPAR
(14,20),(20,5),-0.798586 # DEPENDENCYPART_GRANDPAR
(14,20),(20,8),-0.501851 # DEPENDENCYPART_GRANDPAR
(14,20),(20,10),-0.907683 # DEPENDENCYPART_GRANDPAR
(14,20),(20,11),-0.21895 # DEPENDENCYPART_GRANDPAR
(14,20),(20,12),-0.732215 # DEPENDENCYPART_GRANDPAR
(14,20),(20,14),-0.518856 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,20),(20,15),0.181478 # DEPENDENCYPART_GRANDPAR
(14,20),(20,16),0.257368 # DEPENDENCYPART_GRANDPAR
(14,20),(20,17),0.932746 # DEPENDENCYPART_GRANDPAR
(14,20),(20,18),0.227928 # DEPENDENCYPART_GRANDPAR
(14,20),(20,19),-0.479101 # DEPENDENCYPART_GRANDPAR
(14,20),(20,22),0.173496 # DEPENDENCYPART_GRANDPAR
(14,20),(20,23),0.112788 # DEPENDENCYPART_GRANDPAR
(14,20),(20,24),-0.633436 # DEPENDENCYPART_GRANDPAR
(14,22),(22,4),-0.519645 # DEPENDENCYPART_GRANDPAR
(14,22),(22,17),1.24196 # DEPENDENCYPART_GRANDPAR
(14,22),(22,19),-1.1129 # DEPENDENCYPART_GRANDPAR
(14,22),(22,21),0.313505 # DEPENDENCYPART_GRANDPAR
(14,22),(22,23),0.0861755 # DEPENDENCYPART_GRANDPAR
(14,22),(22,24),-0.763584 # DEPENDENCYPART_GRANDPAR
(14,23),(23,18),0.309163 # DEPENDENCYPART_GRANDPAR
(14,23),(23,21),0.10648 # DEPENDENCYPART_GRANDPAR
(14,23),(23,24),-0.803492 # DEPENDENCYPART_GRANDPAR
(15,4),(4,1),-0.161047 # DEPENDENCYPART_GRANDPAR
(15,4),(4,2),-0.370221 # DEPENDENCYPART_GRANDPAR
(15,4),(4,3),-0.426289 # DEPENDENCYPART_GRANDPAR
(15,4),(4,5),-0.139716 # DEPENDENCYPART_GRANDPAR
(15,4),(4,7),-0.411766 # DEPENDENCYPART_GRANDPAR
(15,4),(4,8),-0.0997508 # DEPENDENCYPART_GRANDPAR
(15,4),(4,9),-0.575297 # DEPENDENCYPART_GRANDPAR
(15,4),(4,10),-0.0917255 # DEPENDENCYPART_GRANDPAR
(15,4),(4,12),-0.25554 # DEPENDENCYPART_GRANDPAR
(15,4),(4,14),-0.567395 # DEPENDENCYPART_GRANDPAR
(15,4),(4,15),-1.97529 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,4),(4,18),-0.959419 # DEPENDENCYPART_GRANDPAR
(15,4),(4,20),-1.41718 # DEPENDENCYPART_GRANDPAR
(15,4),(4,22),-1.26985 # DEPENDENCYPART_GRANDPAR
(15,4),(4,24),-1.77556 # DEPENDENCYPART_GRANDPAR
(15,11),(11,8),-0.28153 # DEPENDENCYPART_GRANDPAR
(15,11),(11,12),-0.202649 # DEPENDENCYPART_GRANDPAR
(15,12),(12,8),-0.213103 # DEPENDENCYPART_GRANDPAR
(15,12),(12,10),-0.584417 # DEPENDENCYPART_GRANDPAR
(15,12),(12,11),-0.428548 # DEPENDENCYPART_GRANDPAR
(15,12),(12,14),-0.508678 # DEPENDENCYPART_GRANDPAR
(15,12),(12,15),-1.83514 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,12),(12,18),-0.814188 # DEPENDENCYPART_GRANDPAR
(15,12),(12,20),-1.22674 # DEPENDENCYPART_GRANDPAR
(15,16),(16,18),-0.261873 # DEPENDENCYPART_GRANDPAR
(15,16),(16,20),-0.385232 # DEPENDENCYPART_GRANDPAR
(15,18),(18,1),-0.947679 # DEPENDENCYPART_GRANDPAR
(15,18),(18,4),-1.32585 # DEPENDENCYPART_GRANDPAR
(15,18),(18,8),-0.806415 # DEPENDENCYPART_GRANDPAR
(15,18),(18,14),-1.381 # DEPENDENCYPART_GRANDPAR
(15,18),(18,15),-1.09516 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,18),(18,17),-0.372623 # DEPENDENCYPART_GRANDPAR
(15,18),(18,19),-0.794076 # DEPENDENCYPART_GRANDPAR
(15,18),(18,20),-0.421263 # DEPENDENCYPART_GRANDPAR
(15,18),(18,22),-0.615763 # DEPENDENCYPART_GRANDPAR
(15,18),(18,23),-0.550422 # DEPENDENCYPART_GRANDPAR
(15,18),(18,24),-1.02495 # DEPENDENCYPART_GRANDPAR
(15,20),(20,1),-1.07125 # DEPENDENCYPART_GRANDPAR
(15,20),(20,3),-1.39449 # DEPENDENCYPART_GRANDPAR
(15,20),(20,4),-1.43132 # DEPENDENCYPART_GRANDPAR
(15,20),(20,5),-1.10138 # DEPENDENCYPART_GRANDPAR
(15,20),(20,8),-0.955015 # DEPENDENCYPART_GRANDPAR
(15,20),(20,10),-1.31813 # DEPENDENCYPART_GRANDPAR
(15,20),(20,11),-1.36211 # DEPENDENCYPART_GRANDPAR
(15,20),(20,12),-1.07529 # DEPENDENCYPART_GRANDPAR
(15,20),(20,14),-1.48637 # DEPENDENCYPART_GRANDPAR
(15,20),(20,15),-0.922563 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,20),(20,16),0.349711 # DEPENDENCYPART_GRANDPAR
(15,20),(20,17),-0.490138 # DEPENDENCYPART_GRANDPAR
(15,20),(20,18),0.00616267 # DEPENDENCYPART_GRANDPAR
(15,20),(20,19),0.543013 # DEPENDENCYPART_GRANDPAR
(15,20),(20,22),-0.209257 # DEPENDENCYPART_GRANDPAR
(15,20),(20,23),-0.517011 # DEPENDENCYPART_GRANDPAR
(15,20),(20,24),-0.900771 # DEPENDENCYPART_GRANDPAR
(16,18),(18,1),-1.07922 # DEPENDENCYPART_GRANDPAR
(16,18),(18,4),-1.16261 # DEPENDENCYPART_GRANDPAR
(16,18),(18,8),-0.912952 # DEPENDENCYPART_GRANDPAR
(16,18),(18,14),-0.888671 # DEPENDENCYPART_GRANDPAR
(16,18),(18,15),-0.695451 # DEPENDENCYPART_GRANDPAR
(16,18),(18,17),-0.178422 # DEPENDENCYPART_GRANDPAR
(16,18),(18,19),-0.722027 # DEPENDENCYPART_GRANDPAR
(16,18),(18,20),-0.291614 # DEPENDENCYPART_GRANDPAR
(16,18),(18,22),-0.385411 # DEPENDENCYPART_GRANDPAR
(16,18),(18,23),-0.439571 # DEPENDENCYPART_GRANDPAR
(16,18),(18,24),-0.70419 # DEPENDENCYPART_GRANDPAR
(16,20),(20,1),-1.30113 # DEPENDENCYPART_GRANDPAR
(16,20),(20,3),-1.55002 # DEPENDENCYPART_GRANDPAR
(16,20),(20,4),-1.32668 # DEPENDENCYPART_GRANDPAR
(16,20),(20,5),-1.22128 # DEPENDENCYPART_GRANDPAR
(16,20),(20,8),-1.16594 # DEPENDENCYPART_GRANDPAR
(16,20),(20,10),-1.43203 # DEPENDENCYPART_GRANDPAR
(16,20),(20,11),-1.52387 # DEPENDENCYPART_GRANDPAR
(16,20),(20,12),-1.12257 # DEPENDENCYPART_GRANDPAR
(16,20),(20,14),-1.05264 # DEPENDENCYPART_GRANDPAR
(16,20),(20,15),-0.921901 # DEPENDENCYPART_GRANDPAR
(16,20),(20,16),-0.925887 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,20),(20,17),-0.422005 # DEPENDENCYPART_GRANDPAR
(16,20),(20,18),-0.136094 # DEPENDENCYPART_GRANDPAR
(16,20),(20,19),0.782088 # DEPENDENCYPART_GRANDPAR
(16,20),(20,22),-0.198222 # DEPENDENCYPART_GRANDPAR
(16,20),(20,23),-0.330686 # DEPENDENCYPART_GRANDPAR
(16,20),(20,24),-0.70033 # DEPENDENCYPART_GRANDPAR
(17,15),(15,4),-0.650972 # DEPENDENCYPART_GRANDPAR
(17,15),(15,11),-1.05738 # DEPENDENCYPART_GRANDPAR
(17,15),(15,12),-0.596078 # DEPENDENCYPART_GRANDPAR
(17,15),(15,16),-0.387176 # DEPENDENCYPART_GRANDPAR
(17,15),(15,18),-1.26624 # DEPENDENCYPART_GRANDPAR
(17,15),(15,20),-0.909546 # DEPENDENCYPART_GRANDPAR
(18,1),(1,2),-0.557715 # DEPENDENCYPART_GRANDPAR
(18,1),(1,3),-0.592541 # DEPENDENCYPART_GRANDPAR
(18,1),(1,4),-0.458559 # DEPENDENCYPART_GRANDPAR
(18,1),(1,5),-0.479531 # DEPENDENCYPART_GRANDPAR
(18,1),(1,10),-0.517777 # DEPENDENCYPART_GRANDPAR
(18,1),(1,24),-1.19644 # DEPENDENCYPART_GRANDPAR
(18,4),(4,1),0.0149739 # DEPENDENCYPART_GRANDPAR
(18,4),(4,2),-0.513623 # DEPENDENCYPART_GRANDPAR
(18,4),(4,3),-0.503331 # DEPENDENCYPART_GRANDPAR
(18,4),(4,5),-0.265478 # DEPENDENCYPART_GRANDPAR
(18,4),(4,7),-0.486798 # DEPENDENCYPART_GRANDPAR
(18,4),(4,8),-0.13182 # DEPENDENCYPART_GRANDPAR
(18,4),(4,9),-0.462464 # DEPENDENCYPART_GRANDPAR
(18,4),(4,10),-0.27514 # DEPENDENCYPART_GRANDPAR
(18,4),(4,12),-0.505468 # DEPENDENCYPART_GRANDPAR
(18,4),(4,14),-0.346142 # DEPENDENCYPART_GRANDPAR
(18,4),(4,15),-0.130577 # DEPENDENCYPART_GRANDPAR
(18,4),(4,18),-1.65738 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,4),(4,20),-0.688641 # DEPENDENCYPART_GRANDPAR
(18,4),(4,22),-0.97045 # DEPENDENCYPART_GRANDPAR
(18,4),(4,24),-1.27932 # DEPENDENCYPART_GRANDPAR
(18,8),(8,1),-0.134005 # DEPENDENCYPART_GRANDPAR
(18,8),(8,6),-0.939188 # DEPENDENCYPART_GRANDPAR
(18,8),(8,9),-0.387841 # DEPENDENCYPART_GRANDPAR
(18,8),(8,10),-0.516854 # DEPENDENCYPART_GRANDPAR
(18,8),(8,12),-0.44192 # DEPENDENCYPART_GRANDPAR
(18,8),(8,14),-0.391581 # DEPENDENCYPART_GRANDPAR
(18,8),(8,15),-0.24525 # DEPENDENCYPART_GRANDPAR
(18,14),(14,1),0.0276809 # DEPENDENCYPART_GRANDPAR
(18,14),(14,3),-0.484694 # DEPENDENCYPART_GRANDPAR
(18,14),(14,4),-0.38 # DEPENDENCYPART_GRANDPAR
(18,14),(14,5),-0.338454 # DEPENDENCYPART_GRANDPAR
(18,14),(14,7),-0.376569 # DEPENDENCYPART_GRANDPAR
(18,14),(14,8),-0.0961288 # DEPENDENCYPART_GRANDPAR
(18,14),(14,9),-0.360247 # DEPENDENCYPART_GRANDPAR
(18,14),(14,10),-0.40993 # DEPENDENCYPART_GRANDPAR
(18,14),(14,11),-0.822941 # DEPENDENCYPART_GRANDPAR
(18,14),(14,12),-0.321729 # DEPENDENCYPART_GRANDPAR
(18,14),(14,13),-0.287504 # DEPENDENCYPART_GRANDPAR
(18,14),(14,15),-0.130898 # DEPENDENCYPART_GRANDPAR
(18,14),(14,16),-0.258076 # DEPENDENCYPART_GRANDPAR
(18,14),(14,18),-1.65738 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,14),(14,20),-0.688641 # DEPENDENCYPART_GRANDPAR
(18,14),(14,22),-0.970449 # DEPENDENCYPART_GRANDPAR
(18,14),(14,23),-0.92178 # DEPENDENCYPART_GRANDPAR
(18,14),(14,24),-1.27932 # DEPENDENCYPART_GRANDPAR
(18,15),(15,4),-0.556404 # DEPENDENCYPART_GRANDPAR
(18,15),(15,11),-1.07204 # DEPENDENCYPART_GRANDPAR
(18,15),(15,12),-0.530358 # DEPENDENCYPART_GRANDPAR
(18,15),(15,16),-0.151127 # DEPENDENCYPART_GRANDPAR
(18,15),(15,18),-1.58719 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,15),(15,20),-0.55432 # DEPENDENCYPART_GRANDPAR
(18,17),(17,15),-0.313114 # DEPENDENCYPART_GRANDPAR
(18,19),(19,22),-0.12522 # DEPENDENCYPART_GRANDPAR
(18,20),(20,1),-0.97061 # DEPENDENCYPART_GRANDPAR
(18,20),(20,3),-1.54161 # DEPENDENCYPART_GRANDPAR
(18,20),(20,4),-1.38822 # DEPENDENCYPART_GRANDPAR
(18,20),(20,5),-1.36118 # DEPENDENCYPART_GRANDPAR
(18,20),(20,8),-1.00092 # DEPENDENCYPART_GRANDPAR
