# _root_ I és que , si l' antiga estratègia de l' Acord_d'_Ajuria_Enea va néixer del consens i de la concertació , aquesta d' ara ha vist la llum sota el signe de la confrontació entre les majories i les minories .
#goldHeads=2,0,25,13,13,8,8,13,8,11,9,13,25,13,14,14,14,19,17,13,25,21,22,25,2,27,25,25,30,28,30,33,31,33,36,34,36,39,36,2,
#predictedHeads=2,0,13,13,13,8,8,13,8,11,9,13,2,13,14,14,14,19,17,25,25,21,22,25,19,27,25,25,30,28,30,33,31,33,36,34,36,39,36,2,
(8,2),(8,3),0.283927 # DEPENDENCYPART_SIBL
(8,2),(8,4),0.325283 # DEPENDENCYPART_SIBL
(8,2),(8,5),0.367193 # DEPENDENCYPART_SIBL
(8,2),(8,6),0.0990669 # DEPENDENCYPART_SIBL
(8,2),(8,7),0.0977172 # DEPENDENCYPART_SIBL
(8,2),(8,9),-0.014693 # DEPENDENCYPART_SIBL
(8,2),(8,11),-0.0134983 # DEPENDENCYPART_SIBL
(8,2),(8,12),-0.170504 # DEPENDENCYPART_SIBL
(8,2),(8,13),-0.0847733 # DEPENDENCYPART_SIBL
(8,2),(8,14),-0.0357659 # DEPENDENCYPART_SIBL
(8,2),(8,16),-0.0040109 # DEPENDENCYPART_SIBL
(8,2),(8,17),-0.014693 # DEPENDENCYPART_SIBL
(8,2),(8,19),-0.0139294 # DEPENDENCYPART_SIBL
(8,2),(8,21),-0.0121835 # DEPENDENCYPART_SIBL
(8,2),(8,23),-0.0659004 # DEPENDENCYPART_SIBL
(8,2),(8,25),-0.0786538 # DEPENDENCYPART_SIBL
(8,2),(8,27),-0.010119 # DEPENDENCYPART_SIBL
(8,2),(8,28),-0.0468699 # DEPENDENCYPART_SIBL
(8,2),(8,34),-0.0487711 # DEPENDENCYPART_SIBL
(8,3),(8,4),-0.0385803 # DEPENDENCYPART_SIBL
(8,3),(8,5),-0.111783 # DEPENDENCYPART_SIBL
(8,3),(8,6),0.201323 # DEPENDENCYPART_SIBL
(8,3),(8,7),0.112964 # DEPENDENCYPART_SIBL
(8,3),(8,9),0.00520409 # DEPENDENCYPART_SIBL
(8,3),(8,11),-0.00192211 # DEPENDENCYPART_SIBL
(8,3),(8,12),-0.093604 # DEPENDENCYPART_SIBL
(8,3),(8,13),-0.016052 # DEPENDENCYPART_SIBL
(8,3),(8,14),-0.0580802 # DEPENDENCYPART_SIBL
(8,3),(8,16),-0.0182811 # DEPENDENCYPART_SIBL
(8,3),(8,17),0.00520409 # DEPENDENCYPART_SIBL
(8,3),(8,19),-0.00210977 # DEPENDENCYPART_SIBL
(8,3),(8,21),-0.00107675 # DEPENDENCYPART_SIBL
(8,3),(8,23),0.0331555 # DEPENDENCYPART_SIBL
(8,3),(8,25),-0.00831899 # DEPENDENCYPART_SIBL
(8,3),(8,27),-0.00406552 # DEPENDENCYPART_SIBL
(8,3),(8,28),-0.0424622 # DEPENDENCYPART_SIBL
(8,3),(8,34),-0.0697458 # DEPENDENCYPART_SIBL
(8,4),(8,5),0.447492 # DEPENDENCYPART_SIBL
(8,4),(8,6),-0.0290966 # DEPENDENCYPART_SIBL
(8,4),(8,7),0.182345 # DEPENDENCYPART_SIBL
(8,4),(8,9),0.00382971 # DEPENDENCYPART_SIBL
(8,4),(8,11),-0.0640553 # DEPENDENCYPART_SIBL
(8,4),(8,12),-0.0366964 # DEPENDENCYPART_SIBL
(8,4),(8,13),0.0818438 # DEPENDENCYPART_SIBL
(8,4),(8,14),0.101693 # DEPENDENCYPART_SIBL
(8,4),(8,16),-0.0529607 # DEPENDENCYPART_SIBL
(8,4),(8,17),0.00382971 # DEPENDENCYPART_SIBL
(8,4),(8,19),-0.0571128 # DEPENDENCYPART_SIBL
(8,4),(8,21),-0.0782502 # DEPENDENCYPART_SIBL
(8,4),(8,23),0.0235539 # DEPENDENCYPART_SIBL
(8,4),(8,25),0.0876082 # DEPENDENCYPART_SIBL
(8,4),(8,27),-0.0677862 # DEPENDENCYPART_SIBL
(8,4),(8,28),-0.0173954 # DEPENDENCYPART_SIBL
(8,4),(8,34),-0.0362505 # DEPENDENCYPART_SIBL
(8,5),(8,6),-0.053015 # DEPENDENCYPART_SIBL
(8,5),(8,7),0.0269544 # DEPENDENCYPART_SIBL
(8,5),(8,9),-0.0668786 # DEPENDENCYPART_SIBL
(8,5),(8,11),-0.00914114 # DEPENDENCYPART_SIBL
(8,5),(8,12),-0.120798 # DEPENDENCYPART_SIBL
(8,5),(8,13),-0.0481414 # DEPENDENCYPART_SIBL
(8,5),(8,14),-0.111954 # DEPENDENCYPART_SIBL
(8,5),(8,16),-0.0436596 # DEPENDENCYPART_SIBL
(8,5),(8,17),-0.0668786 # DEPENDENCYPART_SIBL
(8,5),(8,19),-0.0093288 # DEPENDENCYPART_SIBL
(8,5),(8,21),-0.0182617 # DEPENDENCYPART_SIBL
(8,5),(8,23),0.0234697 # DEPENDENCYPART_SIBL
(8,5),(8,25),-0.0403744 # DEPENDENCYPART_SIBL
(8,5),(8,27),-0.0107602 # DEPENDENCYPART_SIBL
(8,5),(8,28),-0.109009 # DEPENDENCYPART_SIBL
(8,5),(8,34),-0.130635 # DEPENDENCYPART_SIBL
(8,6),(8,7),0.185915 # DEPENDENCYPART_SIBL
(8,6),(8,9),0.358579 # DEPENDENCYPART_SIBL
(8,6),(8,11),0.202262 # DEPENDENCYPART_SIBL
(8,6),(8,12),-0.122348 # DEPENDENCYPART_SIBL
(8,6),(8,13),0.0628885 # DEPENDENCYPART_SIBL
(8,6),(8,14),0.305787 # DEPENDENCYPART_SIBL
(8,6),(8,16),-0.0313402 # DEPENDENCYPART_SIBL
(8,6),(8,17),0.358579 # DEPENDENCYPART_SIBL
(8,6),(8,19),0.201861 # DEPENDENCYPART_SIBL
(8,6),(8,21),0.156971 # DEPENDENCYPART_SIBL
(8,6),(8,23),0.00473795 # DEPENDENCYPART_SIBL
(8,6),(8,25),0.0831541 # DEPENDENCYPART_SIBL
(8,6),(8,27),0.19657 # DEPENDENCYPART_SIBL
(8,6),(8,28),0.102043 # DEPENDENCYPART_SIBL
(8,6),(8,34),0.119418 # DEPENDENCYPART_SIBL
(8,7),(8,9),0.0343145 # DEPENDENCYPART_SIBL
(8,7),(8,11),0.00988303 # DEPENDENCYPART_SIBL
(8,7),(8,12),-0.0733892 # DEPENDENCYPART_SIBL
(8,7),(8,13),-0.00246623 # DEPENDENCYPART_SIBL
(8,7),(8,14),0.0929677 # DEPENDENCYPART_SIBL
(8,7),(8,16),0.014319 # DEPENDENCYPART_SIBL
(8,7),(8,17),0.0343145 # DEPENDENCYPART_SIBL
(8,7),(8,19),0.00969095 # DEPENDENCYPART_SIBL
(8,7),(8,21),0.0114802 # DEPENDENCYPART_SIBL
(8,7),(8,23),0.035111 # DEPENDENCYPART_SIBL
(8,7),(8,25),0.00927887 # DEPENDENCYPART_SIBL
(8,7),(8,27),0.00828704 # DEPENDENCYPART_SIBL
(8,7),(8,28),-0.00100709 # DEPENDENCYPART_SIBL
(8,7),(8,34),-0.08561 # DEPENDENCYPART_SIBL
(8,9),(8,11),0.0462393 # DEPENDENCYPART_SIBL
(8,9),(8,12),0.0274425 # DEPENDENCYPART_SIBL
(8,9),(8,13),0.0388476 # DEPENDENCYPART_SIBL
(8,9),(8,14),0.0881674 # DEPENDENCYPART_SIBL
(8,9),(8,16),0.0471806 # DEPENDENCYPART_SIBL
(8,9),(8,17),0.0829782 # DEPENDENCYPART_SIBL
(8,9),(8,19),0.0456917 # DEPENDENCYPART_SIBL
(8,9),(8,21),0.0795984 # DEPENDENCYPART_SIBL
(8,9),(8,23),-0.0182903 # DEPENDENCYPART_SIBL
(8,9),(8,25),0.0131403 # DEPENDENCYPART_SIBL
(8,9),(8,27),0.0338411 # DEPENDENCYPART_SIBL
(8,9),(8,28),0.0800828 # DEPENDENCYPART_SIBL
(8,9),(8,34),0.0204992 # DEPENDENCYPART_SIBL
(8,11),(8,12),-0.0129766 # DEPENDENCYPART_SIBL
(8,11),(8,13),0.0303446 # DEPENDENCYPART_SIBL
(8,11),(8,14),0.0151561 # DEPENDENCYPART_SIBL
(8,11),(8,16),0.038944 # DEPENDENCYPART_SIBL
(8,11),(8,17),0.0538011 # DEPENDENCYPART_SIBL
(8,11),(8,19),0.00718705 # DEPENDENCYPART_SIBL
(8,11),(8,21),-0.00165287 # DEPENDENCYPART_SIBL
(8,11),(8,23),0.0195963 # DEPENDENCYPART_SIBL
(8,11),(8,25),0.0140574 # DEPENDENCYPART_SIBL
(8,11),(8,27),-0.00624363 # DEPENDENCYPART_SIBL
(8,11),(8,28),0.0330133 # DEPENDENCYPART_SIBL
(8,11),(8,34),0.125864 # DEPENDENCYPART_SIBL
(8,12),(8,13),-0.0780807 # DEPENDENCYPART_SIBL
(8,12),(8,14),-0.0464734 # DEPENDENCYPART_SIBL
(8,12),(8,16),0.022726 # DEPENDENCYPART_SIBL
(8,12),(8,17),-0.00872813 # DEPENDENCYPART_SIBL
(8,12),(8,19),-0.0209466 # DEPENDENCYPART_SIBL
(8,12),(8,21),0.0324859 # DEPENDENCYPART_SIBL
(8,12),(8,23),-2.94186e-06 # DEPENDENCYPART_SIBL
(8,12),(8,25),-0.0884939 # DEPENDENCYPART_SIBL
(8,12),(8,27),-0.029282 # DEPENDENCYPART_SIBL
(8,12),(8,28),0.0331844 # DEPENDENCYPART_SIBL
(8,12),(8,34),0.0510118 # DEPENDENCYPART_SIBL
(8,13),(8,14),0.0164277 # DEPENDENCYPART_SIBL
(8,13),(8,16),0.067993 # DEPENDENCYPART_SIBL
(8,13),(8,17),0.0604942 # DEPENDENCYPART_SIBL
(8,13),(8,19),0.0418123 # DEPENDENCYPART_SIBL
(8,13),(8,21),0.072798 # DEPENDENCYPART_SIBL
(8,13),(8,23),0.0439617 # DEPENDENCYPART_SIBL
(8,13),(8,25),-0.0395163 # DEPENDENCYPART_SIBL
(8,13),(8,27),0.0334769 # DEPENDENCYPART_SIBL
(8,13),(8,28),0.0960069 # DEPENDENCYPART_SIBL
(8,13),(8,34),0.114074 # DEPENDENCYPART_SIBL
(8,14),(8,16),0.0640527 # DEPENDENCYPART_SIBL
(8,14),(8,17),0.0635095 # DEPENDENCYPART_SIBL
(8,14),(8,19),0.0382862 # DEPENDENCYPART_SIBL
(8,14),(8,21),0.0961816 # DEPENDENCYPART_SIBL
(8,14),(8,23),0.0601073 # DEPENDENCYPART_SIBL
(8,14),(8,25),-0.0209629 # DEPENDENCYPART_SIBL
(8,14),(8,27),0.0270337 # DEPENDENCYPART_SIBL
(8,14),(8,28),0.159355 # DEPENDENCYPART_SIBL
(8,14),(8,34),0.174905 # DEPENDENCYPART_SIBL
(8,16),(8,17),0.246816 # DEPENDENCYPART_SIBL
(8,16),(8,19),0.599071 # DEPENDENCYPART_SIBL
(8,16),(8,21),0.648598 # DEPENDENCYPART_SIBL
(8,16),(8,23),0.0985985 # DEPENDENCYPART_SIBL
(8,16),(8,25),0.0915829 # DEPENDENCYPART_SIBL
(8,16),(8,27),0.582513 # DEPENDENCYPART_SIBL
(8,16),(8,28),0.14818 # DEPENDENCYPART_SIBL
(8,16),(8,34),0.202708 # DEPENDENCYPART_SIBL
(8,17),(8,19),0.0456917 # DEPENDENCYPART_SIBL
(8,17),(8,21),0.0795984 # DEPENDENCYPART_SIBL
(8,17),(8,23),-0.0182903 # DEPENDENCYPART_SIBL
(8,17),(8,25),0.0131403 # DEPENDENCYPART_SIBL
(8,17),(8,27),0.0338411 # DEPENDENCYPART_SIBL
(8,17),(8,28),0.0800828 # DEPENDENCYPART_SIBL
(8,17),(8,34),0.0204992 # DEPENDENCYPART_SIBL
(8,19),(8,21),-0.00219081 # DEPENDENCYPART_SIBL
(8,19),(8,23),0.0190584 # DEPENDENCYPART_SIBL
(8,19),(8,25),0.00919712 # DEPENDENCYPART_SIBL
(8,19),(8,27),-0.00721234 # DEPENDENCYPART_SIBL
(8,19),(8,28),0.0324606 # DEPENDENCYPART_SIBL
(8,19),(8,34),0.125311 # DEPENDENCYPART_SIBL
(8,21),(8,23),0.0355251 # DEPENDENCYPART_SIBL
(8,21),(8,25),-0.0127453 # DEPENDENCYPART_SIBL
(8,21),(8,27),-0.00982199 # DEPENDENCYPART_SIBL
(8,21),(8,28),0.00370893 # DEPENDENCYPART_SIBL
(8,21),(8,34),0.0402657 # DEPENDENCYPART_SIBL
(8,23),(8,25),-0.0403766 # DEPENDENCYPART_SIBL
(8,23),(8,27),-0.0144129 # DEPENDENCYPART_SIBL
(8,23),(8,28),0.0408372 # DEPENDENCYPART_SIBL
(8,23),(8,34),0.0498402 # DEPENDENCYPART_SIBL
(8,25),(8,27),0.0130511 # DEPENDENCYPART_SIBL
(8,25),(8,28),0.0649958 # DEPENDENCYPART_SIBL
(8,25),(8,34),0.0830629 # DEPENDENCYPART_SIBL
(8,27),(8,28),0.044084 # DEPENDENCYPART_SIBL
(8,27),(8,34),0.136935 # DEPENDENCYPART_SIBL
(8,28),(8,34),0.0981485 # DEPENDENCYPART_SIBL
(9,3),(9,5),-0.10482 # DEPENDENCYPART_SIBL
(9,3),(9,8),0.386663 # DEPENDENCYPART_SIBL
(9,3),(9,10),0.103025 # DEPENDENCYPART_SIBL
(9,3),(9,11),0.0592663 # DEPENDENCYPART_SIBL
(9,3),(9,12),-0.0133283 # DEPENDENCYPART_SIBL
(9,3),(9,13),0.0104623 # DEPENDENCYPART_SIBL
(9,3),(9,14),0.018488 # DEPENDENCYPART_SIBL
(9,3),(9,16),0.0201098 # DEPENDENCYPART_SIBL
(9,3),(9,17),0.013084 # DEPENDENCYPART_SIBL
(9,5),(9,8),0.364211 # DEPENDENCYPART_SIBL
(9,5),(9,10),0.0872996 # DEPENDENCYPART_SIBL
(9,5),(9,11),0.00808897 # DEPENDENCYPART_SIBL
(9,5),(9,12),-0.0399807 # DEPENDENCYPART_SIBL
(9,5),(9,13),-0.0203129 # DEPENDENCYPART_SIBL
(9,5),(9,14),-0.01613 # DEPENDENCYPART_SIBL
(9,5),(9,16),0.0110672 # DEPENDENCYPART_SIBL
(9,5),(9,17),-0.0307161 # DEPENDENCYPART_SIBL
(9,8),(9,10),0.0543452 # DEPENDENCYPART_SIBL
(9,8),(9,11),-0.0657639 # DEPENDENCYPART_SIBL
(9,8),(9,12),-0.0407844 # DEPENDENCYPART_SIBL
(9,8),(9,13),-0.0249897 # DEPENDENCYPART_SIBL
(9,8),(9,14),-0.0229423 # DEPENDENCYPART_SIBL
(9,8),(9,16),-0.0281229 # DEPENDENCYPART_SIBL
(9,8),(9,17),-0.0616565 # DEPENDENCYPART_SIBL
(9,10),(9,11),-0.149506 # DEPENDENCYPART_SIBL
(9,10),(9,12),-0.103194 # DEPENDENCYPART_SIBL
(9,10),(9,13),-0.0940848 # DEPENDENCYPART_SIBL
(9,10),(9,14),0.0539503 # DEPENDENCYPART_SIBL
(9,10),(9,16),-0.0299498 # DEPENDENCYPART_SIBL
(9,10),(9,17),0.052466 # DEPENDENCYPART_SIBL
(9,11),(9,12),-0.445735 # DEPENDENCYPART_SIBL
(9,11),(9,13),-0.407061 # DEPENDENCYPART_SIBL
(9,11),(9,14),0.0219054 # DEPENDENCYPART_SIBL
(9,11),(9,16),0.0342588 # DEPENDENCYPART_SIBL
(9,11),(9,17),0.0488969 # DEPENDENCYPART_SIBL
(9,12),(9,13),-0.269965 # DEPENDENCYPART_SIBL
(9,12),(9,14),0.0589181 # DEPENDENCYPART_SIBL
(9,12),(9,16),0.169297 # DEPENDENCYPART_SIBL
(9,12),(9,17),0.0987408 # DEPENDENCYPART_SIBL
(9,13),(9,14),0.0762126 # DEPENDENCYPART_SIBL
(9,13),(9,16),0.175644 # DEPENDENCYPART_SIBL
(9,13),(9,17),0.11977 # DEPENDENCYPART_SIBL
(9,14),(9,16),0.225461 # DEPENDENCYPART_SIBL
(9,14),(9,17),0.037419 # DEPENDENCYPART_SIBL
(9,16),(9,17),1.23827 # DEPENDENCYPART_SIBL
(10,8),(10,9),0.385721 # DEPENDENCYPART_SIBL
(11,10),(11,12),-0.164495 # DEPENDENCYPART_SIBL
(11,10),(11,13),0.0207229 # DEPENDENCYPART_SIBL
(11,10),(11,14),0.281639 # DEPENDENCYPART_SIBL
(11,12),(11,13),-0.0872347 # DEPENDENCYPART_SIBL
(11,12),(11,14),-0.0509239 # DEPENDENCYPART_SIBL
(11,13),(11,14),0.0119752 # DEPENDENCYPART_SIBL
(12,1),(12,2),-0.0443291 # DEPENDENCYPART_SIBL
(12,1),(12,3),-0.140111 # DEPENDENCYPART_SIBL
(12,1),(12,4),-0.28806 # DEPENDENCYPART_SIBL
(12,1),(12,5),-0.111355 # DEPENDENCYPART_SIBL
(12,1),(12,8),0.107936 # DEPENDENCYPART_SIBL
(12,1),(12,11),0.0777734 # DEPENDENCYPART_SIBL
(12,1),(12,13),-0.00977671 # DEPENDENCYPART_SIBL
(12,1),(12,14),0.0750249 # DEPENDENCYPART_SIBL
(12,1),(12,16),0.0385836 # DEPENDENCYPART_SIBL
(12,1),(12,40),0.164085 # DEPENDENCYPART_SIBL
(12,2),(12,3),-0.311828 # DEPENDENCYPART_SIBL
(12,2),(12,4),-0.142907 # DEPENDENCYPART_SIBL
(12,2),(12,5),-0.127232 # DEPENDENCYPART_SIBL
(12,2),(12,8),0.014505 # DEPENDENCYPART_SIBL
(12,2),(12,11),0.00226127 # DEPENDENCYPART_SIBL
(12,2),(12,13),-0.0533191 # DEPENDENCYPART_SIBL
(12,2),(12,14),0.0111503 # DEPENDENCYPART_SIBL
(12,2),(12,16),-0.00257407 # DEPENDENCYPART_SIBL
(12,2),(12,40),0.131409 # DEPENDENCYPART_SIBL
(12,3),(12,4),-0.519311 # DEPENDENCYPART_SIBL
(12,3),(12,5),-0.753063 # DEPENDENCYPART_SIBL
(12,3),(12,8),0.284783 # DEPENDENCYPART_SIBL
(12,3),(12,11),0.236383 # DEPENDENCYPART_SIBL
(12,3),(12,13),0.0941818 # DEPENDENCYPART_SIBL
(12,3),(12,14),0.277317 # DEPENDENCYPART_SIBL
(12,3),(12,16),0.174281 # DEPENDENCYPART_SIBL
(12,3),(12,40),-0.323165 # DEPENDENCYPART_SIBL
(12,4),(12,5),0.502916 # DEPENDENCYPART_SIBL
(12,4),(12,8),0.170042 # DEPENDENCYPART_SIBL
(12,4),(12,11),0.166392 # DEPENDENCYPART_SIBL
(12,4),(12,13),0.0881731 # DEPENDENCYPART_SIBL
(12,4),(12,14),0.320915 # DEPENDENCYPART_SIBL
(12,4),(12,16),0.155936 # DEPENDENCYPART_SIBL
(12,4),(12,40),-0.244629 # DEPENDENCYPART_SIBL
(12,5),(12,8),0.336005 # DEPENDENCYPART_SIBL
(12,5),(12,11),0.305842 # DEPENDENCYPART_SIBL
(12,5),(12,13),0.0419669 # DEPENDENCYPART_SIBL
(12,5),(12,14),0.181933 # DEPENDENCYPART_SIBL
(12,5),(12,16),0.159186 # DEPENDENCYPART_SIBL
(12,5),(12,40),-0.00742525 # DEPENDENCYPART_SIBL
(12,8),(12,11),-0.694556 # DEPENDENCYPART_SIBL
(12,8),(12,13),0.0891468 # DEPENDENCYPART_SIBL
(12,8),(12,14),0.204286 # DEPENDENCYPART_SIBL
(12,8),(12,16),0.190638 # DEPENDENCYPART_SIBL
(12,8),(12,40),0.222123 # DEPENDENCYPART_SIBL
(12,11),(12,13),0.0567412 # DEPENDENCYPART_SIBL
(12,11),(12,14),0.19819 # DEPENDENCYPART_SIBL
(12,11),(12,16),0.158755 # DEPENDENCYPART_SIBL
(12,11),(12,40),0.194149 # DEPENDENCYPART_SIBL
(12,13),(12,14),-0.0402523 # DEPENDENCYPART_SIBL
(12,13),(12,16),0.00747625 # DEPENDENCYPART_SIBL
(12,13),(12,40),-0.00548022 # DEPENDENCYPART_SIBL
(12,14),(12,16),0.13946 # DEPENDENCYPART_SIBL
(12,14),(12,40),0.0741982 # DEPENDENCYPART_SIBL
(12,16),(12,40),0.105037 # DEPENDENCYPART_SIBL
(13,1),(13,2),-0.0495373 # DEPENDENCYPART_SIBL
(13,1),(13,3),-0.201443 # DEPENDENCYPART_SIBL
(13,1),(13,4),-0.310903 # DEPENDENCYPART_SIBL
(13,1),(13,5),-0.176663 # DEPENDENCYPART_SIBL
(13,1),(13,6),-0.0859529 # DEPENDENCYPART_SIBL
(13,1),(13,7),0.0297569 # DEPENDENCYPART_SIBL
(13,1),(13,8),0.0403314 # DEPENDENCYPART_SIBL
(13,1),(13,9),0.0345643 # DEPENDENCYPART_SIBL
(13,1),(13,10),-0.0859529 # DEPENDENCYPART_SIBL
(13,1),(13,11),0.0101685 # DEPENDENCYPART_SIBL
(13,1),(13,12),-0.0464194 # DEPENDENCYPART_SIBL
(13,1),(13,14),-0.117035 # DEPENDENCYPART_SIBL
(13,1),(13,15),-0.16829 # DEPENDENCYPART_SIBL
(13,1),(13,16),-0.0868721 # DEPENDENCYPART_SIBL
(13,1),(13,17),-0.0113068 # DEPENDENCYPART_SIBL
(13,1),(13,19),-0.167241 # DEPENDENCYPART_SIBL
(13,1),(13,20),-0.0411039 # DEPENDENCYPART_SIBL
(13,1),(13,21),-0.0714106 # DEPENDENCYPART_SIBL
(13,1),(13,22),-0.07997 # DEPENDENCYPART_SIBL
(13,1),(13,23),-0.00883758 # DEPENDENCYPART_SIBL
(13,1),(13,24),-0.0713886 # DEPENDENCYPART_SIBL
(13,1),(13,25),-0.0867047 # DEPENDENCYPART_SIBL
(13,1),(13,27),-0.168242 # DEPENDENCYPART_SIBL
(13,1),(13,28),-0.0514516 # DEPENDENCYPART_SIBL
(13,1),(13,30),-0.168151 # DEPENDENCYPART_SIBL
(13,1),(13,33),-0.166107 # DEPENDENCYPART_SIBL
(13,1),(13,34),-0.114429 # DEPENDENCYPART_SIBL
(13,1),(13,36),-0.161035 # DEPENDENCYPART_SIBL
(13,1),(13,37),-0.0868721 # DEPENDENCYPART_SIBL
(13,1),(13,39),-0.170539 # DEPENDENCYPART_SIBL
(13,1),(13,40),0.0219431 # DEPENDENCYPART_SIBL
(13,2),(13,3),-0.352455 # DEPENDENCYPART_SIBL
(13,2),(13,4),-0.141352 # DEPENDENCYPART_SIBL
(13,2),(13,5),-0.171835 # DEPENDENCYPART_SIBL
(13,2),(13,6),-0.087685 # DEPENDENCYPART_SIBL
(13,2),(13,7),-0.0823138 # DEPENDENCYPART_SIBL
(13,2),(13,8),-0.0211783 # DEPENDENCYPART_SIBL
(13,2),(13,9),0.107161 # DEPENDENCYPART_SIBL
(13,2),(13,10),-0.087685 # DEPENDENCYPART_SIBL
(13,2),(13,11),-0.033422 # DEPENDENCYPART_SIBL
(13,2),(13,12),0.00273115 # DEPENDENCYPART_SIBL
(13,2),(13,14),-0.117296 # DEPENDENCYPART_SIBL
(13,2),(13,15),-0.097039 # DEPENDENCYPART_SIBL
(13,2),(13,16),-0.0754004 # DEPENDENCYPART_SIBL
(13,2),(13,17),-0.05146 # DEPENDENCYPART_SIBL
(13,2),(13,19),-0.110947 # DEPENDENCYPART_SIBL
(13,2),(13,20),-0.0718842 # DEPENDENCYPART_SIBL
(13,2),(13,21),-0.0697816 # DEPENDENCYPART_SIBL
(13,2),(13,22),-0.0622272 # DEPENDENCYPART_SIBL
(13,2),(13,23),-0.140766 # DEPENDENCYPART_SIBL
(13,2),(13,24),-0.107957 # DEPENDENCYPART_SIBL
(13,2),(13,25),-0.102564 # DEPENDENCYPART_SIBL
(13,2),(13,27),-0.101423 # DEPENDENCYPART_SIBL
(13,2),(13,28),-0.0154864 # DEPENDENCYPART_SIBL
(13,2),(13,30),-0.108655 # DEPENDENCYPART_SIBL
(13,2),(13,33),-0.114749 # DEPENDENCYPART_SIBL
(13,2),(13,34),-0.00607468 # DEPENDENCYPART_SIBL
(13,2),(13,36),-0.105926 # DEPENDENCYPART_SIBL
(13,2),(13,37),-0.0754004 # DEPENDENCYPART_SIBL
(13,2),(13,39),-0.113754 # DEPENDENCYPART_SIBL
(13,2),(13,40),0.0527399 # DEPENDENCYPART_SIBL
(13,3),(13,4),-0.541119 # DEPENDENCYPART_SIBL
(13,3),(13,5),-0.814927 # DEPENDENCYPART_SIBL
(13,3),(13,6),-0.0698406 # DEPENDENCYPART_SIBL
(13,3),(13,7),0.0348396 # DEPENDENCYPART_SIBL
(13,3),(13,8),0.217229 # DEPENDENCYPART_SIBL
(13,3),(13,9),0.0894083 # DEPENDENCYPART_SIBL
(13,3),(13,10),-0.0698406 # DEPENDENCYPART_SIBL
(13,3),(13,11),0.168829 # DEPENDENCYPART_SIBL
(13,3),(13,12),0.313575 # DEPENDENCYPART_SIBL
(13,3),(13,14),0.00231165 # DEPENDENCYPART_SIBL
(13,3),(13,15),0.0506132 # DEPENDENCYPART_SIBL
(13,3),(13,16),0.00781499 # DEPENDENCYPART_SIBL
(13,3),(13,17),0.0329461 # DEPENDENCYPART_SIBL
(13,3),(13,19),0.0525553 # DEPENDENCYPART_SIBL
(13,3),(13,20),0.00188532 # DEPENDENCYPART_SIBL
(13,3),(13,21),0.00140674 # DEPENDENCYPART_SIBL
(13,3),(13,22),0.034037 # DEPENDENCYPART_SIBL
(13,3),(13,23),0.0380666 # DEPENDENCYPART_SIBL
(13,3),(13,24),-0.047577 # DEPENDENCYPART_SIBL
(13,3),(13,25),-0.0137708 # DEPENDENCYPART_SIBL
(13,3),(13,27),0.0505004 # DEPENDENCYPART_SIBL
(13,3),(13,28),0.0760294 # DEPENDENCYPART_SIBL
(13,3),(13,30),0.051003 # DEPENDENCYPART_SIBL
(13,3),(13,33),0.0534991 # DEPENDENCYPART_SIBL
(13,3),(13,34),0.0346522 # DEPENDENCYPART_SIBL
(13,3),(13,36),0.0587596 # DEPENDENCYPART_SIBL
(13,3),(13,37),0.00781499 # DEPENDENCYPART_SIBL
(13,3),(13,39),0.0492565 # DEPENDENCYPART_SIBL
(13,3),(13,40),-0.494353 # DEPENDENCYPART_SIBL
(13,4),(13,5),0.344782 # DEPENDENCYPART_SIBL
(13,4),(13,6),-0.0365726 # DEPENDENCYPART_SIBL
(13,4),(13,7),0.0463971 # DEPENDENCYPART_SIBL
(13,4),(13,8),0.0507697 # DEPENDENCYPART_SIBL
(13,4),(13,9),0.0188125 # DEPENDENCYPART_SIBL
(13,4),(13,10),-0.0365726 # DEPENDENCYPART_SIBL
(13,4),(13,11),0.0471199 # DEPENDENCYPART_SIBL
(13,4),(13,12),0.213445 # DEPENDENCYPART_SIBL
(13,4),(13,14),0.0664317 # DEPENDENCYPART_SIBL
(13,4),(13,15),0.00589783 # DEPENDENCYPART_SIBL
(13,4),(13,16),-0.00406991 # DEPENDENCYPART_SIBL
(13,4),(13,17),0.0577925 # DEPENDENCYPART_SIBL
(13,4),(13,19),0.0288173 # DEPENDENCYPART_SIBL
(13,4),(13,20),0.25012 # DEPENDENCYPART_SIBL
(13,4),(13,21),0.0532467 # DEPENDENCYPART_SIBL
(13,4),(13,22),0.0287734 # DEPENDENCYPART_SIBL
(13,4),(13,23),-0.00297193 # DEPENDENCYPART_SIBL
(13,4),(13,24),0.0169582 # DEPENDENCYPART_SIBL
(13,4),(13,25),-0.0407894 # DEPENDENCYPART_SIBL
(13,4),(13,27),0.00979392 # DEPENDENCYPART_SIBL
(13,4),(13,28),0.0582113 # DEPENDENCYPART_SIBL
(13,4),(13,30),0.0120871 # DEPENDENCYPART_SIBL
(13,4),(13,33),0.0103478 # DEPENDENCYPART_SIBL
(13,4),(13,34),0.0389959 # DEPENDENCYPART_SIBL
(13,4),(13,36),0.0204931 # DEPENDENCYPART_SIBL
(13,4),(13,37),-0.00406991 # DEPENDENCYPART_SIBL
(13,4),(13,39),0.0110018 # DEPENDENCYPART_SIBL
(13,4),(13,40),-0.403892 # DEPENDENCYPART_SIBL
