# _root_ Com_a factor normalitzador hi ha el fet que el gruix d' atestats penals , que fan els Mossos_d'_Esquadra , entra als jutjats en llengua catalana .
#goldHeads=5,1,2,5,0,7,5,20,10,20,10,11,12,16,16,10,18,16,16,7,20,21,20,23,24,5,
#predictedHeads=5,1,2,5,0,7,5,20,10,20,10,11,12,16,16,10,18,16,16,7,20,21,22,23,24,5,
(2,16),(16,20),-0.312139 # DEPENDENCYPART_GRANDPAR
(2,16),(16,21),-0.025324 # DEPENDENCYPART_GRANDPAR
(2,16),(16,23),-0.439027 # DEPENDENCYPART_GRANDPAR
(2,16),(16,25),-0.759995 # DEPENDENCYPART_GRANDPAR
(2,16),(16,26),-1.55046 # DEPENDENCYPART_GRANDPAR
(2,18),(18,13),-0.41059 # DEPENDENCYPART_GRANDPAR
(2,18),(18,16),-0.225539 # DEPENDENCYPART_GRANDPAR
(2,18),(18,17),-0.243433 # DEPENDENCYPART_GRANDPAR
(2,18),(18,19),-0.416648 # DEPENDENCYPART_GRANDPAR
(2,18),(18,20),-0.529205 # DEPENDENCYPART_GRANDPAR
(2,18),(18,21),-0.298976 # DEPENDENCYPART_GRANDPAR
(2,18),(18,23),-0.684376 # DEPENDENCYPART_GRANDPAR
(2,18),(18,25),-0.866783 # DEPENDENCYPART_GRANDPAR
(2,20),(20,1),-1.57094 # DEPENDENCYPART_GRANDPAR
(2,20),(20,2),-0.843396 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,20),(20,3),0.174171 # DEPENDENCYPART_GRANDPAR
(2,20),(20,4),-0.200858 # DEPENDENCYPART_GRANDPAR
(2,20),(20,5),0.454212 # DEPENDENCYPART_GRANDPAR
(2,20),(20,7),-0.0551476 # DEPENDENCYPART_GRANDPAR
(2,20),(20,8),0.0683334 # DEPENDENCYPART_GRANDPAR
(2,20),(20,9),-0.565457 # DEPENDENCYPART_GRANDPAR
(2,20),(20,10),-0.285914 # DEPENDENCYPART_GRANDPAR
(2,20),(20,11),-0.0537746 # DEPENDENCYPART_GRANDPAR
(2,20),(20,12),-0.387284 # DEPENDENCYPART_GRANDPAR
(2,20),(20,13),-0.392592 # DEPENDENCYPART_GRANDPAR
(2,20),(20,14),0.120431 # DEPENDENCYPART_GRANDPAR
(2,20),(20,15),-0.0310887 # DEPENDENCYPART_GRANDPAR
(2,20),(20,16),-0.130755 # DEPENDENCYPART_GRANDPAR
(2,20),(20,17),-0.495022 # DEPENDENCYPART_GRANDPAR
(2,20),(20,18),-0.275722 # DEPENDENCYPART_GRANDPAR
(2,20),(20,19),-0.312227 # DEPENDENCYPART_GRANDPAR
(2,20),(20,21),-0.0571789 # DEPENDENCYPART_GRANDPAR
(2,20),(20,22),-0.585631 # DEPENDENCYPART_GRANDPAR
(2,20),(20,23),-0.470583 # DEPENDENCYPART_GRANDPAR
(2,20),(20,24),-0.442072 # DEPENDENCYPART_GRANDPAR
(2,20),(20,25),-0.762962 # DEPENDENCYPART_GRANDPAR
(2,20),(20,26),-1.54776 # DEPENDENCYPART_GRANDPAR
(3,4),(4,7),-0.799923 # DEPENDENCYPART_GRANDPAR
(3,4),(4,10),-0.857537 # DEPENDENCYPART_GRANDPAR
(3,5),(5,1),-1.18122 # DEPENDENCYPART_GRANDPAR
(3,5),(5,2),-1.00651 # DEPENDENCYPART_GRANDPAR
(3,5),(5,3),-1.40062 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,5),(5,4),-0.583992 # DEPENDENCYPART_GRANDPAR
(3,5),(5,7),-0.720624 # DEPENDENCYPART_GRANDPAR
(3,5),(5,8),-0.728616 # DEPENDENCYPART_GRANDPAR
(3,5),(5,10),-0.778709 # DEPENDENCYPART_GRANDPAR
(3,5),(5,11),-0.915507 # DEPENDENCYPART_GRANDPAR
(3,5),(5,14),-1.08162 # DEPENDENCYPART_GRANDPAR
(3,5),(5,16),-1.18021 # DEPENDENCYPART_GRANDPAR
(3,5),(5,19),-1.15456 # DEPENDENCYPART_GRANDPAR
(3,5),(5,20),-1.29588 # DEPENDENCYPART_GRANDPAR
(3,5),(5,21),-0.914403 # DEPENDENCYPART_GRANDPAR
(3,5),(5,23),-0.748978 # DEPENDENCYPART_GRANDPAR
(3,5),(5,26),-1.6775 # DEPENDENCYPART_GRANDPAR
(3,7),(7,1),-1.07532 # DEPENDENCYPART_GRANDPAR
(3,7),(7,3),-1.30417 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,7),(7,4),-0.76904 # DEPENDENCYPART_GRANDPAR
(3,7),(7,5),-0.307445 # DEPENDENCYPART_GRANDPAR
(3,7),(7,6),-0.58542 # DEPENDENCYPART_GRANDPAR
(3,7),(7,8),-0.923749 # DEPENDENCYPART_GRANDPAR
(3,7),(7,10),-0.896363 # DEPENDENCYPART_GRANDPAR
(3,7),(7,11),-0.865596 # DEPENDENCYPART_GRANDPAR
(3,7),(7,12),-0.845389 # DEPENDENCYPART_GRANDPAR
(3,7),(7,13),-1.0358 # DEPENDENCYPART_GRANDPAR
(3,7),(7,14),-1.10848 # DEPENDENCYPART_GRANDPAR
(3,7),(7,16),-1.13329 # DEPENDENCYPART_GRANDPAR
(3,7),(7,18),-0.972489 # DEPENDENCYPART_GRANDPAR
(3,7),(7,19),-1.18141 # DEPENDENCYPART_GRANDPAR
(3,7),(7,20),-1.27076 # DEPENDENCYPART_GRANDPAR
(3,7),(7,21),-1.14754 # DEPENDENCYPART_GRANDPAR
(3,7),(7,23),-0.945644 # DEPENDENCYPART_GRANDPAR
(3,7),(7,25),-1.10116 # DEPENDENCYPART_GRANDPAR
(3,7),(7,26),-1.68151 # DEPENDENCYPART_GRANDPAR
(3,8),(8,10),-0.909111 # DEPENDENCYPART_GRANDPAR
(3,8),(8,11),-0.820206 # DEPENDENCYPART_GRANDPAR
(3,8),(8,13),-1.06845 # DEPENDENCYPART_GRANDPAR
(4,7),(7,1),-0.739996 # DEPENDENCYPART_GRANDPAR
(4,7),(7,3),-0.705083 # DEPENDENCYPART_GRANDPAR
(4,7),(7,4),-0.982454 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,7),(7,5),-0.399171 # DEPENDENCYPART_GRANDPAR
(4,7),(7,6),-0.306624 # DEPENDENCYPART_GRANDPAR
(4,7),(7,8),-0.393733 # DEPENDENCYPART_GRANDPAR
(4,7),(7,10),-0.397241 # DEPENDENCYPART_GRANDPAR
(4,7),(7,11),-0.0179016 # DEPENDENCYPART_GRANDPAR
(4,7),(7,12),-0.321954 # DEPENDENCYPART_GRANDPAR
(4,7),(7,13),-0.352584 # DEPENDENCYPART_GRANDPAR
(4,7),(7,14),-0.310329 # DEPENDENCYPART_GRANDPAR
(4,7),(7,16),-0.814519 # DEPENDENCYPART_GRANDPAR
(4,7),(7,18),-0.420421 # DEPENDENCYPART_GRANDPAR
(4,7),(7,19),-0.437894 # DEPENDENCYPART_GRANDPAR
(4,7),(7,20),-1.19982 # DEPENDENCYPART_GRANDPAR
(4,7),(7,21),-0.38956 # DEPENDENCYPART_GRANDPAR
(4,7),(7,23),-0.613499 # DEPENDENCYPART_GRANDPAR
(4,7),(7,25),-0.585457 # DEPENDENCYPART_GRANDPAR
(4,7),(7,26),-1.00259 # DEPENDENCYPART_GRANDPAR
(4,10),(10,1),-0.739017 # DEPENDENCYPART_GRANDPAR
(4,10),(10,4),-1.01515 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,10),(10,5),-0.420025 # DEPENDENCYPART_GRANDPAR
(4,10),(10,6),-0.334325 # DEPENDENCYPART_GRANDPAR
(4,10),(10,7),-0.123504 # DEPENDENCYPART_GRANDPAR
(4,10),(10,8),0.085627 # DEPENDENCYPART_GRANDPAR
(4,10),(10,9),-0.406741 # DEPENDENCYPART_GRANDPAR
(4,10),(10,11),-0.0243997 # DEPENDENCYPART_GRANDPAR
(4,10),(10,12),-0.307243 # DEPENDENCYPART_GRANDPAR
(4,10),(10,13),-0.377348 # DEPENDENCYPART_GRANDPAR
(4,10),(10,14),-0.330853 # DEPENDENCYPART_GRANDPAR
(4,10),(10,16),-0.855245 # DEPENDENCYPART_GRANDPAR
(4,10),(10,18),-0.4057 # DEPENDENCYPART_GRANDPAR
(4,10),(10,19),-0.458418 # DEPENDENCYPART_GRANDPAR
(4,10),(10,20),-1.24086 # DEPENDENCYPART_GRANDPAR
(4,10),(10,21),-0.391854 # DEPENDENCYPART_GRANDPAR
(4,10),(10,23),-0.617418 # DEPENDENCYPART_GRANDPAR
(4,10),(10,25),-0.610221 # DEPENDENCYPART_GRANDPAR
(4,10),(10,26),-1.00525 # DEPENDENCYPART_GRANDPAR
(5,1),(1,2),0.144271 # DEPENDENCYPART_GRANDPAR
(5,1),(1,3),0.0286708 # DEPENDENCYPART_GRANDPAR
(5,1),(1,5),-1.75418 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,1),(1,8),-0.984033 # DEPENDENCYPART_GRANDPAR
(5,1),(1,14),-1.52613 # DEPENDENCYPART_GRANDPAR
(5,1),(1,19),-1.50303 # DEPENDENCYPART_GRANDPAR
(5,1),(1,26),-2.04663 # DEPENDENCYPART_GRANDPAR
(5,2),(2,1),-0.0605888 # DEPENDENCYPART_GRANDPAR
(5,2),(2,3),0.134245 # DEPENDENCYPART_GRANDPAR
(5,2),(2,4),0.142549 # DEPENDENCYPART_GRANDPAR
(5,2),(2,5),-1.64034 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,2),(2,7),-0.32903 # DEPENDENCYPART_GRANDPAR
(5,2),(2,8),-0.891896 # DEPENDENCYPART_GRANDPAR
(5,2),(2,10),-0.413763 # DEPENDENCYPART_GRANDPAR
(5,2),(2,11),-0.0984006 # DEPENDENCYPART_GRANDPAR
(5,2),(2,13),-0.925966 # DEPENDENCYPART_GRANDPAR
(5,2),(2,14),-1.43258 # DEPENDENCYPART_GRANDPAR
(5,2),(2,16),-0.777187 # DEPENDENCYPART_GRANDPAR
(5,2),(2,18),-0.773466 # DEPENDENCYPART_GRANDPAR
(5,2),(2,19),-1.40949 # DEPENDENCYPART_GRANDPAR
(5,2),(2,20),-0.784375 # DEPENDENCYPART_GRANDPAR
(5,2),(2,26),-1.96229 # DEPENDENCYPART_GRANDPAR
(5,3),(3,4),0.170837 # DEPENDENCYPART_GRANDPAR
(5,3),(3,5),-1.66342 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,3),(3,7),-0.339085 # DEPENDENCYPART_GRANDPAR
(5,3),(3,8),-0.863552 # DEPENDENCYPART_GRANDPAR
(5,4),(4,7),-0.256633 # DEPENDENCYPART_GRANDPAR
(5,4),(4,10),-0.341855 # DEPENDENCYPART_GRANDPAR
(5,7),(7,1),-0.345932 # DEPENDENCYPART_GRANDPAR
(5,7),(7,3),-0.56611 # DEPENDENCYPART_GRANDPAR
(5,7),(7,4),-0.397491 # DEPENDENCYPART_GRANDPAR
(5,7),(7,5),-0.758697 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,7),(7,6),1.32557 # DEPENDENCYPART_GRANDPAR
(5,7),(7,8),-0.346653 # DEPENDENCYPART_GRANDPAR
(5,7),(7,10),0.364226 # DEPENDENCYPART_GRANDPAR
(5,7),(7,11),0.252673 # DEPENDENCYPART_GRANDPAR
(5,7),(7,12),-0.0121035 # DEPENDENCYPART_GRANDPAR
(5,7),(7,13),-0.106394 # DEPENDENCYPART_GRANDPAR
(5,7),(7,14),-0.442809 # DEPENDENCYPART_GRANDPAR
(5,7),(7,16),0.117957 # DEPENDENCYPART_GRANDPAR
(5,7),(7,18),-0.00614506 # DEPENDENCYPART_GRANDPAR
(5,7),(7,19),-0.419712 # DEPENDENCYPART_GRANDPAR
(5,7),(7,20),0.117403 # DEPENDENCYPART_GRANDPAR
(5,7),(7,21),-0.166189 # DEPENDENCYPART_GRANDPAR
(5,7),(7,23),-0.374793 # DEPENDENCYPART_GRANDPAR
(5,7),(7,25),-0.591018 # DEPENDENCYPART_GRANDPAR
(5,7),(7,26),-1.07947 # DEPENDENCYPART_GRANDPAR
(5,8),(8,10),0.309112 # DEPENDENCYPART_GRANDPAR
(5,8),(8,11),0.225463 # DEPENDENCYPART_GRANDPAR
(5,8),(8,13),-0.244772 # DEPENDENCYPART_GRANDPAR
(5,10),(10,1),-0.342902 # DEPENDENCYPART_GRANDPAR
(5,10),(10,4),-0.396362 # DEPENDENCYPART_GRANDPAR
(5,10),(10,5),-0.768432 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,10),(10,6),1.29793 # DEPENDENCYPART_GRANDPAR
(5,10),(10,7),0.679202 # DEPENDENCYPART_GRANDPAR
(5,10),(10,8),-0.186092 # DEPENDENCYPART_GRANDPAR
(5,10),(10,9),-0.865884 # DEPENDENCYPART_GRANDPAR
(5,10),(10,11),0.256683 # DEPENDENCYPART_GRANDPAR
(5,10),(10,12),2.85961e-05 # DEPENDENCYPART_GRANDPAR
(5,10),(10,13),-0.146461 # DEPENDENCYPART_GRANDPAR
(5,10),(10,14),-0.512398 # DEPENDENCYPART_GRANDPAR
(5,10),(10,16),0.0239162 # DEPENDENCYPART_GRANDPAR
(5,10),(10,18),0.00599741 # DEPENDENCYPART_GRANDPAR
(5,10),(10,19),-0.489301 # DEPENDENCYPART_GRANDPAR
(5,10),(10,20),0.0229941 # DEPENDENCYPART_GRANDPAR
(5,10),(10,21),-0.158172 # DEPENDENCYPART_GRANDPAR
(5,10),(10,23),-0.346826 # DEPENDENCYPART_GRANDPAR
(5,10),(10,25),-0.631085 # DEPENDENCYPART_GRANDPAR
(5,10),(10,26),-1.11142 # DEPENDENCYPART_GRANDPAR
(5,11),(11,1),-0.593931 # DEPENDENCYPART_GRANDPAR
(5,11),(11,8),-0.300968 # DEPENDENCYPART_GRANDPAR
(5,11),(11,9),-1.02642 # DEPENDENCYPART_GRANDPAR
(5,11),(11,10),0.36783 # DEPENDENCYPART_GRANDPAR
(5,11),(11,12),-0.0747206 # DEPENDENCYPART_GRANDPAR
(5,11),(11,13),-0.261411 # DEPENDENCYPART_GRANDPAR
(5,11),(11,14),-0.598867 # DEPENDENCYPART_GRANDPAR
(5,11),(11,16),-0.256712 # DEPENDENCYPART_GRANDPAR
(5,14),(14,13),-0.401314 # DEPENDENCYPART_GRANDPAR
(5,16),(16,1),-0.757009 # DEPENDENCYPART_GRANDPAR
(5,16),(16,4),-0.814831 # DEPENDENCYPART_GRANDPAR
(5,16),(16,5),-0.677445 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,16),(16,7),0.470653 # DEPENDENCYPART_GRANDPAR
(5,16),(16,8),0.489721 # DEPENDENCYPART_GRANDPAR
(5,16),(16,9),-1.09172 # DEPENDENCYPART_GRANDPAR
(5,16),(16,10),0.40923 # DEPENDENCYPART_GRANDPAR
(5,16),(16,11),0.0080999 # DEPENDENCYPART_GRANDPAR
(5,16),(16,12),0.0319125 # DEPENDENCYPART_GRANDPAR
(5,16),(16,13),-0.305307 # DEPENDENCYPART_GRANDPAR
(5,16),(16,14),-0.1948 # DEPENDENCYPART_GRANDPAR
(5,16),(16,15),-0.639988 # DEPENDENCYPART_GRANDPAR
(5,16),(16,18),-0.119042 # DEPENDENCYPART_GRANDPAR
(5,16),(16,19),-0.356576 # DEPENDENCYPART_GRANDPAR
(5,16),(16,20),-0.178902 # DEPENDENCYPART_GRANDPAR
(5,16),(16,21),0.0821695 # DEPENDENCYPART_GRANDPAR
(5,16),(16,23),-0.276783 # DEPENDENCYPART_GRANDPAR
(5,16),(16,25),-0.683192 # DEPENDENCYPART_GRANDPAR
(5,16),(16,26),-1.10037 # DEPENDENCYPART_GRANDPAR
(5,20),(20,1),-0.756898 # DEPENDENCYPART_GRANDPAR
(5,20),(20,2),-1.13806 # DEPENDENCYPART_GRANDPAR
(5,20),(20,3),-0.820011 # DEPENDENCYPART_GRANDPAR
(5,20),(20,4),-0.814733 # DEPENDENCYPART_GRANDPAR
(5,20),(20,5),-0.694637 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,20),(20,7),0.451258 # DEPENDENCYPART_GRANDPAR
(5,20),(20,8),0.506248 # DEPENDENCYPART_GRANDPAR
(5,20),(20,9),-1.06913 # DEPENDENCYPART_GRANDPAR
(5,20),(20,10),0.391773 # DEPENDENCYPART_GRANDPAR
(5,20),(20,11),0.0107532 # DEPENDENCYPART_GRANDPAR
(5,20),(20,12),0.0125085 # DEPENDENCYPART_GRANDPAR
(5,20),(20,13),-0.324557 # DEPENDENCYPART_GRANDPAR
(5,20),(20,14),-0.26811 # DEPENDENCYPART_GRANDPAR
(5,20),(20,15),-0.598987 # DEPENDENCYPART_GRANDPAR
(5,20),(20,16),-0.01412 # DEPENDENCYPART_GRANDPAR
(5,20),(20,17),-0.673595 # DEPENDENCYPART_GRANDPAR
(5,20),(20,18),0.0260605 # DEPENDENCYPART_GRANDPAR
(5,20),(20,19),-0.245014 # DEPENDENCYPART_GRANDPAR
(5,20),(20,21),0.0539051 # DEPENDENCYPART_GRANDPAR
(5,20),(20,22),-0.259135 # DEPENDENCYPART_GRANDPAR
(5,20),(20,23),-0.301841 # DEPENDENCYPART_GRANDPAR
(5,20),(20,24),-0.754497 # DEPENDENCYPART_GRANDPAR
(5,20),(20,25),-0.693725 # DEPENDENCYPART_GRANDPAR
(5,20),(20,26),-1.11494 # DEPENDENCYPART_GRANDPAR
(5,21),(21,19),-0.247586 # DEPENDENCYPART_GRANDPAR
(5,21),(21,20),0.0811092 # DEPENDENCYPART_GRANDPAR
(5,21),(21,22),0.0891422 # DEPENDENCYPART_GRANDPAR
(5,21),(21,23),-0.310587 # DEPENDENCYPART_GRANDPAR
(5,21),(21,24),-0.42902 # DEPENDENCYPART_GRANDPAR
(5,21),(21,25),-0.641483 # DEPENDENCYPART_GRANDPAR
(5,23),(23,21),0.0350018 # DEPENDENCYPART_GRANDPAR
(5,23),(23,24),-0.430255 # DEPENDENCYPART_GRANDPAR
(5,23),(23,25),-0.686056 # DEPENDENCYPART_GRANDPAR
(6,7),(7,1),-1.26109 # DEPENDENCYPART_GRANDPAR
(6,7),(7,3),-1.24315 # DEPENDENCYPART_GRANDPAR
(6,7),(7,4),-0.95181 # DEPENDENCYPART_GRANDPAR
(6,7),(7,5),-1.34601 # DEPENDENCYPART_GRANDPAR
(6,7),(7,6),-1.24466 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,7),(7,8),-0.605733 # DEPENDENCYPART_GRANDPAR
(6,7),(7,10),-1.30233 # DEPENDENCYPART_GRANDPAR
(6,7),(7,11),-0.311351 # DEPENDENCYPART_GRANDPAR
(6,7),(7,12),-1.42001 # DEPENDENCYPART_GRANDPAR
(6,7),(7,13),-1.00657 # DEPENDENCYPART_GRANDPAR
(6,7),(7,14),-0.568498 # DEPENDENCYPART_GRANDPAR
(6,7),(7,16),-0.60557 # DEPENDENCYPART_GRANDPAR
(6,7),(7,18),-1.11584 # DEPENDENCYPART_GRANDPAR
(6,7),(7,19),-0.693664 # DEPENDENCYPART_GRANDPAR
(6,7),(7,20),-0.580013 # DEPENDENCYPART_GRANDPAR
(6,7),(7,21),-0.895272 # DEPENDENCYPART_GRANDPAR
(6,7),(7,23),-0.633588 # DEPENDENCYPART_GRANDPAR
(6,7),(7,25),-1.0163 # DEPENDENCYPART_GRANDPAR
(6,7),(7,26),-0.735965 # DEPENDENCYPART_GRANDPAR
(6,9),(9,7),-0.632754 # DEPENDENCYPART_GRANDPAR
(6,9),(9,10),-1.28642 # DEPENDENCYPART_GRANDPAR
(6,9),(9,11),-0.318777 # DEPENDENCYPART_GRANDPAR
(7,1),(1,2),-0.439052 # DEPENDENCYPART_GRANDPAR
(7,1),(1,3),-0.456343 # DEPENDENCYPART_GRANDPAR
(7,1),(1,5),-0.617676 # DEPENDENCYPART_GRANDPAR
(7,1),(1,8),0.176285 # DEPENDENCYPART_GRANDPAR
(7,1),(1,14),-0.698603 # DEPENDENCYPART_GRANDPAR
(7,1),(1,19),-0.861558 # DEPENDENCYPART_GRANDPAR
(7,1),(1,26),-2.06202 # DEPENDENCYPART_GRANDPAR
(7,3),(3,4),-0.617297 # DEPENDENCYPART_GRANDPAR
(7,3),(3,5),-0.541523 # DEPENDENCYPART_GRANDPAR
(7,3),(3,7),-1.09072 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,3),(3,8),0.191993 # DEPENDENCYPART_GRANDPAR
(7,4),(4,7),-1.04379 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,4),(4,10),-0.297212 # DEPENDENCYPART_GRANDPAR
(7,5),(5,1),-0.802041 # DEPENDENCYPART_GRANDPAR
(7,5),(5,2),-0.573951 # DEPENDENCYPART_GRANDPAR
(7,5),(5,3),-0.278399 # DEPENDENCYPART_GRANDPAR
(7,5),(5,4),-0.657623 # DEPENDENCYPART_GRANDPAR
(7,5),(5,7),-1.21964 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,5),(5,8),0.0800927 # DEPENDENCYPART_GRANDPAR
(7,5),(5,10),-0.472701 # DEPENDENCYPART_GRANDPAR
(7,5),(5,11),-0.754315 # DEPENDENCYPART_GRANDPAR
(7,5),(5,14),-0.794106 # DEPENDENCYPART_GRANDPAR
(7,5),(5,16),-0.774333 # DEPENDENCYPART_GRANDPAR
(7,5),(5,19),-0.957061 # DEPENDENCYPART_GRANDPAR
(7,5),(5,20),-0.910841 # DEPENDENCYPART_GRANDPAR
(7,5),(5,21),-0.867412 # DEPENDENCYPART_GRANDPAR
(7,5),(5,23),-1.29251 # DEPENDENCYPART_GRANDPAR
(7,5),(5,26),-2.14741 # DEPENDENCYPART_GRANDPAR
(7,6),(6,7),-1.09661 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,6),(6,9),-0.4441 # DEPENDENCYPART_GRANDPAR
(7,8),(8,10),0.352565 # DEPENDENCYPART_GRANDPAR
(7,8),(8,11),0.155258 # DEPENDENCYPART_GRANDPAR
(7,8),(8,13),-0.023138 # DEPENDENCYPART_GRANDPAR
(7,10),(10,1),-1.63964 # DEPENDENCYPART_GRANDPAR
(7,10),(10,4),-1.27479 # DEPENDENCYPART_GRANDPAR
(7,10),(10,5),-1.48389 # DEPENDENCYPART_GRANDPAR
(7,10),(10,6),-1.218 # DEPENDENCYPART_GRANDPAR
(7,10),(10,7),-0.317271 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,10),(10,8),1.19143 # DEPENDENCYPART_GRANDPAR
(7,10),(10,9),0.660649 # DEPENDENCYPART_GRANDPAR
(7,10),(10,11),0.00780114 # DEPENDENCYPART_GRANDPAR
(7,10),(10,12),0.0257534 # DEPENDENCYPART_GRANDPAR
(7,10),(10,13),-0.0972409 # DEPENDENCYPART_GRANDPAR
(7,10),(10,14),0.105874 # DEPENDENCYPART_GRANDPAR
(7,10),(10,16),-0.10106 # DEPENDENCYPART_GRANDPAR
(7,10),(10,18),0.0669889 # DEPENDENCYPART_GRANDPAR
(7,10),(10,19),-0.0570811 # DEPENDENCYPART_GRANDPAR
(7,10),(10,20),-0.261902 # DEPENDENCYPART_GRANDPAR
(7,10),(10,21),-0.144019 # DEPENDENCYPART_GRANDPAR
(7,10),(10,23),-0.636882 # DEPENDENCYPART_GRANDPAR
(7,10),(10,25),-0.736351 # DEPENDENCYPART_GRANDPAR
(7,10),(10,26),-1.35677 # DEPENDENCYPART_GRANDPAR
(7,11),(11,1),-1.78099 # DEPENDENCYPART_GRANDPAR
(7,11),(11,8),1.2367 # DEPENDENCYPART_GRANDPAR
(7,11),(11,9),0.447355 # DEPENDENCYPART_GRANDPAR
(7,11),(11,10),0.605764 # DEPENDENCYPART_GRANDPAR
(7,11),(11,12),0.495122 # DEPENDENCYPART_GRANDPAR
(7,11),(11,13),0.0254316 # DEPENDENCYPART_GRANDPAR
(7,11),(11,14),0.0866942 # DEPENDENCYPART_GRANDPAR
(7,11),(11,16),0.046554 # DEPENDENCYPART_GRANDPAR
(7,12),(12,1),-1.63964 # DEPENDENCYPART_GRANDPAR
(7,12),(12,5),-1.48389 # DEPENDENCYPART_GRANDPAR
(7,12),(12,6),-1.21543 # DEPENDENCYPART_GRANDPAR
(7,12),(12,8),1.19508 # DEPENDENCYPART_GRANDPAR
(7,12),(12,9),0.664069 # DEPENDENCYPART_GRANDPAR
(7,12),(12,10),0.447836 # DEPENDENCYPART_GRANDPAR
(7,12),(12,13),-0.0909445 # DEPENDENCYPART_GRANDPAR
(7,12),(12,14),0.113726 # DEPENDENCYPART_GRANDPAR
(7,12),(12,16),-0.0964541 # DEPENDENCYPART_GRANDPAR
(7,12),(12,18),0.073409 # DEPENDENCYPART_GRANDPAR
(7,12),(12,19),-0.0492285 # DEPENDENCYPART_GRANDPAR
(7,12),(12,20),-0.257257 # DEPENDENCYPART_GRANDPAR
(7,12),(12,25),-0.730295 # DEPENDENCYPART_GRANDPAR
(7,12),(12,26),-1.35013 # DEPENDENCYPART_GRANDPAR
(7,13),(13,9),0.670853 # DEPENDENCYPART_GRANDPAR
(7,13),(13,11),0.245294 # DEPENDENCYPART_GRANDPAR
(7,13),(13,14),0.130763 # DEPENDENCYPART_GRANDPAR
(7,13),(13,16),0.0300387 # DEPENDENCYPART_GRANDPAR
(7,13),(13,18),0.263092 # DEPENDENCYPART_GRANDPAR
(7,13),(13,20),-0.114603 # DEPENDENCYPART_GRANDPAR
(7,13),(13,23),-0.41075 # DEPENDENCYPART_GRANDPAR
(7,14),(14,13),-0.0650904 # DEPENDENCYPART_GRANDPAR
(7,16),(16,1),-1.86739 # DEPENDENCYPART_GRANDPAR
(7,16),(16,4),-1.47798 # DEPENDENCYPART_GRANDPAR
(7,16),(16,5),-1.65869 # DEPENDENCYPART_GRANDPAR
(7,16),(16,7),-0.181272 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,16),(16,8),2.31133 # DEPENDENCYPART_GRANDPAR
(7,16),(16,9),0.388908 # DEPENDENCYPART_GRANDPAR
(7,16),(16,10),0.637025 # DEPENDENCYPART_GRANDPAR
(7,16),(16,11),0.297735 # DEPENDENCYPART_GRANDPAR
(7,16),(16,12),0.370928 # DEPENDENCYPART_GRANDPAR
(7,16),(16,13),0.0788772 # DEPENDENCYPART_GRANDPAR
(7,16),(16,14),0.281632 # DEPENDENCYPART_GRANDPAR
(7,16),(16,15),1.44943 # DEPENDENCYPART_GRANDPAR
(7,16),(16,18),0.339554 # DEPENDENCYPART_GRANDPAR
(7,16),(16,19),-0.0234419 # DEPENDENCYPART_GRANDPAR
(7,16),(16,20),0.0358941 # DEPENDENCYPART_GRANDPAR
(7,16),(16,21),0.200945 # DEPENDENCYPART_GRANDPAR
(7,16),(16,23),-0.302099 # DEPENDENCYPART_GRANDPAR
(7,16),(16,25),-0.543904 # DEPENDENCYPART_GRANDPAR
(7,16),(16,26),-1.34702 # DEPENDENCYPART_GRANDPAR
(7,18),(18,13),-0.0402602 # DEPENDENCYPART_GRANDPAR
(7,18),(18,16),0.163904 # DEPENDENCYPART_GRANDPAR
(7,18),(18,17),-0.132044 # DEPENDENCYPART_GRANDPAR
(7,18),(18,19),-0.0636315 # DEPENDENCYPART_GRANDPAR
(7,18),(18,20),-0.270592 # DEPENDENCYPART_GRANDPAR
(7,18),(18,21),-0.146368 # DEPENDENCYPART_GRANDPAR
(7,18),(18,23),-0.638957 # DEPENDENCYPART_GRANDPAR
(7,18),(18,25),-0.741547 # DEPENDENCYPART_GRANDPAR
(7,20),(20,1),-1.86629 # DEPENDENCYPART_GRANDPAR
(7,20),(20,2),-1.62442 # DEPENDENCYPART_GRANDPAR
(7,20),(20,3),-1.21126 # DEPENDENCYPART_GRANDPAR
