# _root_ Sonaven molt bé , sens dubte , però el volum sonor no està de més en aquesta mena d' exhibicions de la música barroca .
#goldHeads=0,3,1,5,1,5,5,1,10,13,10,13,1,13,14,13,18,16,18,19,20,23,21,23,1,
#predictedHeads=0,3,1,5,1,5,5,1,10,13,10,13,1,13,14,13,18,16,18,19,20,23,21,23,1,
(5,14),(14,19),-0.453522 # DEPENDENCYPART_GRANDPAR
(5,14),(14,20),-0.218596 # DEPENDENCYPART_GRANDPAR
(5,14),(14,21),-0.517055 # DEPENDENCYPART_GRANDPAR
(5,14),(14,24),-0.138067 # DEPENDENCYPART_GRANDPAR
(5,14),(14,25),-1.0906 # DEPENDENCYPART_GRANDPAR
(5,16),(16,1),-1.10587 # DEPENDENCYPART_GRANDPAR
(5,16),(16,5),-0.996146 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,16),(16,13),0.0928408 # DEPENDENCYPART_GRANDPAR
(5,16),(16,14),-0.257507 # DEPENDENCYPART_GRANDPAR
(5,16),(16,15),-0.0801283 # DEPENDENCYPART_GRANDPAR
(5,16),(16,18),-0.274589 # DEPENDENCYPART_GRANDPAR
(5,16),(16,19),-0.452726 # DEPENDENCYPART_GRANDPAR
(5,16),(16,20),-0.281222 # DEPENDENCYPART_GRANDPAR
(5,16),(16,21),-0.540882 # DEPENDENCYPART_GRANDPAR
(5,16),(16,25),-1.02148 # DEPENDENCYPART_GRANDPAR
(6,1),(1,2),-0.313774 # DEPENDENCYPART_GRANDPAR
(6,1),(1,3),-0.312995 # DEPENDENCYPART_GRANDPAR
(6,1),(1,4),0.103549 # DEPENDENCYPART_GRANDPAR
(6,1),(1,5),-0.552832 # DEPENDENCYPART_GRANDPAR
(6,1),(1,6),-1.60645 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,1),(1,7),-0.654416 # DEPENDENCYPART_GRANDPAR
(6,1),(1,8),-1.00507 # DEPENDENCYPART_GRANDPAR
(6,1),(1,10),-0.921713 # DEPENDENCYPART_GRANDPAR
(6,1),(1,11),-0.66088 # DEPENDENCYPART_GRANDPAR
(6,1),(1,12),-0.672696 # DEPENDENCYPART_GRANDPAR
(6,1),(1,13),-0.747323 # DEPENDENCYPART_GRANDPAR
(6,1),(1,15),-1.14701 # DEPENDENCYPART_GRANDPAR
(6,1),(1,16),-0.840726 # DEPENDENCYPART_GRANDPAR
(6,1),(1,18),-1.12943 # DEPENDENCYPART_GRANDPAR
(6,1),(1,23),-1.47917 # DEPENDENCYPART_GRANDPAR
(6,1),(1,24),-1.03042 # DEPENDENCYPART_GRANDPAR
(6,1),(1,25),-1.80085 # DEPENDENCYPART_GRANDPAR
(6,2),(2,1),-0.85316 # DEPENDENCYPART_GRANDPAR
(6,2),(2,3),-0.137282 # DEPENDENCYPART_GRANDPAR
(6,2),(2,4),0.00969481 # DEPENDENCYPART_GRANDPAR
(6,2),(2,5),-0.683455 # DEPENDENCYPART_GRANDPAR
(6,2),(2,7),-0.509726 # DEPENDENCYPART_GRANDPAR
(6,2),(2,8),-0.896306 # DEPENDENCYPART_GRANDPAR
(6,2),(2,13),-0.586812 # DEPENDENCYPART_GRANDPAR
(6,3),(3,2),-0.329322 # DEPENDENCYPART_GRANDPAR
(6,3),(3,4),-0.0138559 # DEPENDENCYPART_GRANDPAR
(6,3),(3,5),-0.700394 # DEPENDENCYPART_GRANDPAR
(6,3),(3,6),-1.44841 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,3),(3,7),-0.509726 # DEPENDENCYPART_GRANDPAR
(6,3),(3,8),-0.896222 # DEPENDENCYPART_GRANDPAR
(6,3),(3,13),-0.586806 # DEPENDENCYPART_GRANDPAR
(6,3),(3,15),-1.05552 # DEPENDENCYPART_GRANDPAR
(6,5),(5,1),-0.903008 # DEPENDENCYPART_GRANDPAR
(6,5),(5,2),-0.347684 # DEPENDENCYPART_GRANDPAR
(6,5),(5,3),-0.362903 # DEPENDENCYPART_GRANDPAR
(6,5),(5,4),-0.201367 # DEPENDENCYPART_GRANDPAR
(6,5),(5,6),-1.52754 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,5),(5,7),-0.561405 # DEPENDENCYPART_GRANDPAR
(6,5),(5,8),-0.928671 # DEPENDENCYPART_GRANDPAR
(6,5),(5,10),-0.842802 # DEPENDENCYPART_GRANDPAR
(6,5),(5,12),-0.611941 # DEPENDENCYPART_GRANDPAR
(6,5),(5,13),-0.609992 # DEPENDENCYPART_GRANDPAR
(6,5),(5,14),-0.586822 # DEPENDENCYPART_GRANDPAR
(6,5),(5,16),-0.747316 # DEPENDENCYPART_GRANDPAR
(6,5),(5,25),-1.71795 # DEPENDENCYPART_GRANDPAR
(6,7),(7,4),-0.849592 # DEPENDENCYPART_GRANDPAR
(6,8),(8,7),0.321373 # DEPENDENCYPART_GRANDPAR
(6,10),(10,1),-1.47749 # DEPENDENCYPART_GRANDPAR
(6,10),(10,2),-1.03266 # DEPENDENCYPART_GRANDPAR
(6,10),(10,3),-1.02933 # DEPENDENCYPART_GRANDPAR
(6,10),(10,4),-0.899789 # DEPENDENCYPART_GRANDPAR
(6,10),(10,5),-1.34908 # DEPENDENCYPART_GRANDPAR
(6,10),(10,7),0.45451 # DEPENDENCYPART_GRANDPAR
(6,10),(10,8),-0.204823 # DEPENDENCYPART_GRANDPAR
(6,10),(10,9),0.336045 # DEPENDENCYPART_GRANDPAR
(6,10),(10,11),0.154518 # DEPENDENCYPART_GRANDPAR
(6,10),(10,12),0.01557 # DEPENDENCYPART_GRANDPAR
(6,10),(10,13),-0.0166624 # DEPENDENCYPART_GRANDPAR
(6,10),(10,14),0.2087 # DEPENDENCYPART_GRANDPAR
(6,10),(10,15),-0.25959 # DEPENDENCYPART_GRANDPAR
(6,10),(10,16),-0.0882505 # DEPENDENCYPART_GRANDPAR
(6,10),(10,18),-0.215756 # DEPENDENCYPART_GRANDPAR
(6,10),(10,19),-0.114028 # DEPENDENCYPART_GRANDPAR
(6,10),(10,21),-0.0840793 # DEPENDENCYPART_GRANDPAR
(6,10),(10,24),-0.207433 # DEPENDENCYPART_GRANDPAR
(6,10),(10,25),-0.914633 # DEPENDENCYPART_GRANDPAR
(6,11),(11,3),-1.07659 # DEPENDENCYPART_GRANDPAR
(6,11),(11,4),-0.920483 # DEPENDENCYPART_GRANDPAR
(6,11),(11,5),-1.49594 # DEPENDENCYPART_GRANDPAR
(6,11),(11,7),0.45294 # DEPENDENCYPART_GRANDPAR
(6,11),(11,8),-0.0821659 # DEPENDENCYPART_GRANDPAR
(6,11),(11,9),0.295706 # DEPENDENCYPART_GRANDPAR
(6,11),(11,10),0.0832796 # DEPENDENCYPART_GRANDPAR
(6,11),(11,12),0.0866143 # DEPENDENCYPART_GRANDPAR
(6,11),(11,13),0.0573315 # DEPENDENCYPART_GRANDPAR
(6,11),(11,14),0.187032 # DEPENDENCYPART_GRANDPAR
(6,11),(11,15),-0.296542 # DEPENDENCYPART_GRANDPAR
(6,11),(11,16),0.0489014 # DEPENDENCYPART_GRANDPAR
(6,11),(11,19),-0.0690491 # DEPENDENCYPART_GRANDPAR
(6,11),(11,21),-0.105747 # DEPENDENCYPART_GRANDPAR
(6,13),(13,1),-1.64167 # DEPENDENCYPART_GRANDPAR
(6,13),(13,2),-1.13394 # DEPENDENCYPART_GRANDPAR
(6,13),(13,3),-1.13074 # DEPENDENCYPART_GRANDPAR
(6,13),(13,4),-1.00644 # DEPENDENCYPART_GRANDPAR
(6,13),(13,5),-1.57078 # DEPENDENCYPART_GRANDPAR
(6,13),(13,6),-0.643194 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,13),(13,7),0.45095 # DEPENDENCYPART_GRANDPAR
(6,13),(13,8),-0.25895 # DEPENDENCYPART_GRANDPAR
(6,13),(13,9),-0.0422422 # DEPENDENCYPART_GRANDPAR
(6,13),(13,10),0.0415767 # DEPENDENCYPART_GRANDPAR
(6,13),(13,11),0.10804 # DEPENDENCYPART_GRANDPAR
(6,13),(13,12),0.198902 # DEPENDENCYPART_GRANDPAR
(6,13),(13,14),0.270543 # DEPENDENCYPART_GRANDPAR
(6,13),(13,15),-0.288114 # DEPENDENCYPART_GRANDPAR
(6,13),(13,16),0.162632 # DEPENDENCYPART_GRANDPAR
(6,13),(13,18),-0.018153 # DEPENDENCYPART_GRANDPAR
(6,13),(13,19),-0.0605473 # DEPENDENCYPART_GRANDPAR
(6,13),(13,20),-0.303322 # DEPENDENCYPART_GRANDPAR
(6,13),(13,21),-0.0222364 # DEPENDENCYPART_GRANDPAR
(6,13),(13,23),-0.385967 # DEPENDENCYPART_GRANDPAR
(6,13),(13,24),-0.0157828 # DEPENDENCYPART_GRANDPAR
(6,13),(13,25),-0.877895 # DEPENDENCYPART_GRANDPAR
(8,7),(7,4),-0.0157779 # DEPENDENCYPART_GRANDPAR
(9,8),(8,7),-0.332115 # DEPENDENCYPART_GRANDPAR
(9,10),(10,1),-1.37715 # DEPENDENCYPART_GRANDPAR
(9,10),(10,2),-1.25553 # DEPENDENCYPART_GRANDPAR
(9,10),(10,3),-1.22651 # DEPENDENCYPART_GRANDPAR
(9,10),(10,4),-1.30088 # DEPENDENCYPART_GRANDPAR
(9,10),(10,5),-1.22487 # DEPENDENCYPART_GRANDPAR
(9,10),(10,7),-1.14282 # DEPENDENCYPART_GRANDPAR
(9,10),(10,8),-1.17757 # DEPENDENCYPART_GRANDPAR
(9,10),(10,9),-1.35425 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,10),(10,11),-0.69792 # DEPENDENCYPART_GRANDPAR
(9,10),(10,12),-0.560173 # DEPENDENCYPART_GRANDPAR
(9,10),(10,13),-0.557106 # DEPENDENCYPART_GRANDPAR
(9,10),(10,14),-0.46589 # DEPENDENCYPART_GRANDPAR
(9,10),(10,15),-0.610599 # DEPENDENCYPART_GRANDPAR
(9,10),(10,16),-0.644417 # DEPENDENCYPART_GRANDPAR
(9,10),(10,18),-1.51885 # DEPENDENCYPART_GRANDPAR
(9,10),(10,19),-0.546062 # DEPENDENCYPART_GRANDPAR
(9,10),(10,21),-0.661648 # DEPENDENCYPART_GRANDPAR
(9,10),(10,24),-1.10312 # DEPENDENCYPART_GRANDPAR
(9,10),(10,25),-0.744248 # DEPENDENCYPART_GRANDPAR
(10,1),(1,2),-0.414594 # DEPENDENCYPART_GRANDPAR
(10,1),(1,3),-0.547374 # DEPENDENCYPART_GRANDPAR
(10,1),(1,4),-0.214626 # DEPENDENCYPART_GRANDPAR
(10,1),(1,5),-0.614641 # DEPENDENCYPART_GRANDPAR
(10,1),(1,6),-0.197289 # DEPENDENCYPART_GRANDPAR
(10,1),(1,7),-0.118454 # DEPENDENCYPART_GRANDPAR
(10,1),(1,8),-0.389519 # DEPENDENCYPART_GRANDPAR
(10,1),(1,10),-1.72283 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,1),(1,11),-0.525541 # DEPENDENCYPART_GRANDPAR
(10,1),(1,12),-0.819006 # DEPENDENCYPART_GRANDPAR
(10,1),(1,13),-0.724767 # DEPENDENCYPART_GRANDPAR
(10,1),(1,15),-1.31862 # DEPENDENCYPART_GRANDPAR
(10,1),(1,16),-0.950339 # DEPENDENCYPART_GRANDPAR
(10,1),(1,18),-1.09959 # DEPENDENCYPART_GRANDPAR
(10,1),(1,23),-1.45611 # DEPENDENCYPART_GRANDPAR
(10,1),(1,24),-1.05049 # DEPENDENCYPART_GRANDPAR
(10,1),(1,25),-1.39145 # DEPENDENCYPART_GRANDPAR
(10,2),(2,1),-0.625446 # DEPENDENCYPART_GRANDPAR
(10,2),(2,3),-0.344989 # DEPENDENCYPART_GRANDPAR
(10,2),(2,4),-0.286234 # DEPENDENCYPART_GRANDPAR
(10,2),(2,5),-0.718611 # DEPENDENCYPART_GRANDPAR
(10,2),(2,7),-0.190062 # DEPENDENCYPART_GRANDPAR
(10,2),(2,8),-0.292549 # DEPENDENCYPART_GRANDPAR
(10,2),(2,13),-0.564265 # DEPENDENCYPART_GRANDPAR
(10,3),(3,2),-0.40769 # DEPENDENCYPART_GRANDPAR
(10,3),(3,4),-0.309785 # DEPENDENCYPART_GRANDPAR
(10,3),(3,5),-0.73555 # DEPENDENCYPART_GRANDPAR
(10,3),(3,6),-0.300513 # DEPENDENCYPART_GRANDPAR
(10,3),(3,7),-0.213613 # DEPENDENCYPART_GRANDPAR
(10,3),(3,8),-0.310498 # DEPENDENCYPART_GRANDPAR
(10,3),(3,13),-0.564259 # DEPENDENCYPART_GRANDPAR
(10,3),(3,15),-1.22714 # DEPENDENCYPART_GRANDPAR
(10,5),(5,1),-0.672825 # DEPENDENCYPART_GRANDPAR
(10,5),(5,2),-0.434353 # DEPENDENCYPART_GRANDPAR
(10,5),(5,3),-0.5787 # DEPENDENCYPART_GRANDPAR
(10,5),(5,4),-0.524732 # DEPENDENCYPART_GRANDPAR
(10,5),(5,6),-0.118599 # DEPENDENCYPART_GRANDPAR
(10,5),(5,7),-0.239814 # DEPENDENCYPART_GRANDPAR
(10,5),(5,8),-0.218317 # DEPENDENCYPART_GRANDPAR
(10,5),(5,10),-1.64393 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,5),(5,12),-0.758263 # DEPENDENCYPART_GRANDPAR
(10,5),(5,13),-0.587445 # DEPENDENCYPART_GRANDPAR
(10,5),(5,14),-0.743281 # DEPENDENCYPART_GRANDPAR
(10,5),(5,16),-0.856943 # DEPENDENCYPART_GRANDPAR
(10,5),(5,25),-1.30857 # DEPENDENCYPART_GRANDPAR
(10,7),(7,4),-0.42661 # DEPENDENCYPART_GRANDPAR
(10,8),(8,7),-0.238883 # DEPENDENCYPART_GRANDPAR
(10,9),(9,8),-0.311817 # DEPENDENCYPART_GRANDPAR
(10,9),(9,10),-1.60556 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,11),(11,3),-1.28317 # DEPENDENCYPART_GRANDPAR
(10,11),(11,4),-1.22624 # DEPENDENCYPART_GRANDPAR
(10,11),(11,5),-1.52878 # DEPENDENCYPART_GRANDPAR
(10,11),(11,7),-1.13007 # DEPENDENCYPART_GRANDPAR
(10,11),(11,8),-1.05694 # DEPENDENCYPART_GRANDPAR
(10,11),(11,9),-0.98885 # DEPENDENCYPART_GRANDPAR
(10,11),(11,10),-0.72832 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,11),(11,12),-0.0645569 # DEPENDENCYPART_GRANDPAR
(10,11),(11,13),0.0937544 # DEPENDENCYPART_GRANDPAR
(10,11),(11,14),0.0274843 # DEPENDENCYPART_GRANDPAR
(10,11),(11,15),-0.474397 # DEPENDENCYPART_GRANDPAR
(10,11),(11,16),-0.0759352 # DEPENDENCYPART_GRANDPAR
(10,11),(11,19),-0.185213 # DEPENDENCYPART_GRANDPAR
(10,11),(11,21),-0.0929066 # DEPENDENCYPART_GRANDPAR
(10,12),(12,11),0.31681 # DEPENDENCYPART_GRANDPAR
(10,12),(12,14),0.0810887 # DEPENDENCYPART_GRANDPAR
(10,12),(12,16),-0.19211 # DEPENDENCYPART_GRANDPAR
(10,13),(13,1),-1.43176 # DEPENDENCYPART_GRANDPAR
(10,13),(13,2),-1.21139 # DEPENDENCYPART_GRANDPAR
(10,13),(13,3),-1.33731 # DEPENDENCYPART_GRANDPAR
(10,13),(13,4),-1.31217 # DEPENDENCYPART_GRANDPAR
(10,13),(13,5),-1.6036 # DEPENDENCYPART_GRANDPAR
(10,13),(13,6),-1.17336 # DEPENDENCYPART_GRANDPAR
(10,13),(13,7),-1.216 # DEPENDENCYPART_GRANDPAR
(10,13),(13,8),-1.13642 # DEPENDENCYPART_GRANDPAR
(10,13),(13,9),-1.03962 # DEPENDENCYPART_GRANDPAR
(10,13),(13,10),-0.793218 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,13),(13,11),0.214398 # DEPENDENCYPART_GRANDPAR
(10,13),(13,12),0.0247857 # DEPENDENCYPART_GRANDPAR
(10,13),(13,14),0.11037 # DEPENDENCYPART_GRANDPAR
(10,13),(13,15),-0.466694 # DEPENDENCYPART_GRANDPAR
(10,13),(13,16),0.0259705 # DEPENDENCYPART_GRANDPAR
(10,13),(13,18),0.00341889 # DEPENDENCYPART_GRANDPAR
(10,13),(13,19),-0.180059 # DEPENDENCYPART_GRANDPAR
(10,13),(13,20),-0.259847 # DEPENDENCYPART_GRANDPAR
(10,13),(13,21),-0.0100207 # DEPENDENCYPART_GRANDPAR
(10,13),(13,23),-0.371175 # DEPENDENCYPART_GRANDPAR
(10,13),(13,24),-0.0383779 # DEPENDENCYPART_GRANDPAR
(10,13),(13,25),-0.479971 # DEPENDENCYPART_GRANDPAR
(10,14),(14,1),-1.31051 # DEPENDENCYPART_GRANDPAR
(10,14),(14,5),-1.52594 # DEPENDENCYPART_GRANDPAR
(10,14),(14,8),-1.07401 # DEPENDENCYPART_GRANDPAR
(10,14),(14,12),0.151409 # DEPENDENCYPART_GRANDPAR
(10,14),(14,13),0.2371 # DEPENDENCYPART_GRANDPAR
(10,14),(14,15),-0.164092 # DEPENDENCYPART_GRANDPAR
(10,14),(14,16),-0.34203 # DEPENDENCYPART_GRANDPAR
(10,14),(14,18),0.172017 # DEPENDENCYPART_GRANDPAR
(10,14),(14,19),-0.182533 # DEPENDENCYPART_GRANDPAR
(10,14),(14,20),-0.105266 # DEPENDENCYPART_GRANDPAR
(10,14),(14,21),-0.0331737 # DEPENDENCYPART_GRANDPAR
(10,14),(14,24),-0.160381 # DEPENDENCYPART_GRANDPAR
(10,14),(14,25),-0.543165 # DEPENDENCYPART_GRANDPAR
(10,15),(15,5),-1.46635 # DEPENDENCYPART_GRANDPAR
(10,15),(15,14),0.000714576 # DEPENDENCYPART_GRANDPAR
(10,15),(15,16),-0.265503 # DEPENDENCYPART_GRANDPAR
(10,15),(15,18),-0.16986 # DEPENDENCYPART_GRANDPAR
(10,15),(15,19),-0.299893 # DEPENDENCYPART_GRANDPAR
(10,15),(15,21),-0.148572 # DEPENDENCYPART_GRANDPAR
(10,16),(16,1),-1.29826 # DEPENDENCYPART_GRANDPAR
(10,16),(16,5),-1.52352 # DEPENDENCYPART_GRANDPAR
(10,16),(16,13),0.241203 # DEPENDENCYPART_GRANDPAR
(10,16),(16,14),0.0773122 # DEPENDENCYPART_GRANDPAR
(10,16),(16,15),-0.675448 # DEPENDENCYPART_GRANDPAR
(10,16),(16,18),-0.0682038 # DEPENDENCYPART_GRANDPAR
(10,16),(16,19),-0.297544 # DEPENDENCYPART_GRANDPAR
(10,16),(16,20),-0.35238 # DEPENDENCYPART_GRANDPAR
(10,16),(16,21),-0.183372 # DEPENDENCYPART_GRANDPAR
(10,16),(16,25),-0.6157 # DEPENDENCYPART_GRANDPAR
(10,18),(18,1),-1.26759 # DEPENDENCYPART_GRANDPAR
(10,18),(18,14),0.0663385 # DEPENDENCYPART_GRANDPAR
(10,18),(18,15),-0.408223 # DEPENDENCYPART_GRANDPAR
(10,18),(18,16),0.0269532 # DEPENDENCYPART_GRANDPAR
(10,18),(18,17),-0.741804 # DEPENDENCYPART_GRANDPAR
(10,18),(18,19),-0.22481 # DEPENDENCYPART_GRANDPAR
(10,18),(18,20),-0.450676 # DEPENDENCYPART_GRANDPAR
(10,18),(18,21),-0.0758673 # DEPENDENCYPART_GRANDPAR
(10,18),(18,23),-0.556496 # DEPENDENCYPART_GRANDPAR
(10,18),(18,24),-0.22329 # DEPENDENCYPART_GRANDPAR
(10,18),(18,25),-0.509652 # DEPENDENCYPART_GRANDPAR
(10,19),(19,15),-0.684546 # DEPENDENCYPART_GRANDPAR
(10,19),(19,20),-0.0687729 # DEPENDENCYPART_GRANDPAR
(10,19),(19,21),-0.00502971 # DEPENDENCYPART_GRANDPAR
(10,19),(19,23),-0.196343 # DEPENDENCYPART_GRANDPAR
(10,21),(21,23),-0.236728 # DEPENDENCYPART_GRANDPAR
(10,21),(21,24),-0.160381 # DEPENDENCYPART_GRANDPAR
(10,24),(24,14),0.125424 # DEPENDENCYPART_GRANDPAR
(10,24),(24,22),-0.292003 # DEPENDENCYPART_GRANDPAR
(11,3),(3,2),-0.179391 # DEPENDENCYPART_GRANDPAR
(11,3),(3,4),-0.0895993 # DEPENDENCYPART_GRANDPAR
(11,3),(3,5),-0.231477 # DEPENDENCYPART_GRANDPAR
(11,3),(3,6),-0.130317 # DEPENDENCYPART_GRANDPAR
(11,3),(3,7),-0.0715062 # DEPENDENCYPART_GRANDPAR
(11,3),(3,8),0.00172175 # DEPENDENCYPART_GRANDPAR
(11,3),(3,13),-0.862756 # DEPENDENCYPART_GRANDPAR
(11,3),(3,15),-1.15783 # DEPENDENCYPART_GRANDPAR
(11,5),(5,1),-0.453164 # DEPENDENCYPART_GRANDPAR
(11,5),(5,2),-0.201897 # DEPENDENCYPART_GRANDPAR
(11,5),(5,3),-0.110034 # DEPENDENCYPART_GRANDPAR
(11,5),(5,4),-0.274153 # DEPENDENCYPART_GRANDPAR
(11,5),(5,6),-0.0565231 # DEPENDENCYPART_GRANDPAR
(11,5),(5,7),-0.0153216 # DEPENDENCYPART_GRANDPAR
(11,5),(5,8),-0.0753901 # DEPENDENCYPART_GRANDPAR
(11,5),(5,10),0.0905622 # DEPENDENCYPART_GRANDPAR
(11,5),(5,12),-0.789372 # DEPENDENCYPART_GRANDPAR
(11,5),(5,13),-0.861341 # DEPENDENCYPART_GRANDPAR
(11,5),(5,14),-0.99527 # DEPENDENCYPART_GRANDPAR
(11,5),(5,16),-1.00517 # DEPENDENCYPART_GRANDPAR
(11,5),(5,25),-1.61971 # DEPENDENCYPART_GRANDPAR
(11,7),(7,4),-0.239075 # DEPENDENCYPART_GRANDPAR
(11,8),(8,7),-0.134359 # DEPENDENCYPART_GRANDPAR
(11,9),(9,8),-0.276171 # DEPENDENCYPART_GRANDPAR
(11,9),(9,10),0.0428897 # DEPENDENCYPART_GRANDPAR
(11,10),(10,1),-0.50639 # DEPENDENCYPART_GRANDPAR
(11,10),(10,2),-0.265912 # DEPENDENCYPART_GRANDPAR
(11,10),(10,3),-0.174484 # DEPENDENCYPART_GRANDPAR
(11,10),(10,4),-0.249668 # DEPENDENCYPART_GRANDPAR
(11,10),(10,5),-0.45624 # DEPENDENCYPART_GRANDPAR
(11,10),(10,7),-0.231575 # DEPENDENCYPART_GRANDPAR
(11,10),(10,8),-0.341232 # DEPENDENCYPART_GRANDPAR
(11,10),(10,9),-0.308273 # DEPENDENCYPART_GRANDPAR
(11,10),(10,11),-1.66464 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,10),(10,12),-0.783959 # DEPENDENCYPART_GRANDPAR
(11,10),(10,13),-0.869732 # DEPENDENCYPART_GRANDPAR
(11,10),(10,14),-0.876629 # DEPENDENCYPART_GRANDPAR
(11,10),(10,15),-1.15571 # DEPENDENCYPART_GRANDPAR
(11,10),(10,16),-0.910874 # DEPENDENCYPART_GRANDPAR
(11,10),(10,18),-1.00679 # DEPENDENCYPART_GRANDPAR
(11,10),(10,19),-1.0953 # DEPENDENCYPART_GRANDPAR
(11,10),(10,21),-0.991415 # DEPENDENCYPART_GRANDPAR
(11,10),(10,24),-1.32877 # DEPENDENCYPART_GRANDPAR
(11,10),(10,25),-1.64787 # DEPENDENCYPART_GRANDPAR
(11,12),(12,11),-0.894964 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,12),(12,14),-0.190646 # DEPENDENCYPART_GRANDPAR
(11,12),(12,16),-0.36089 # DEPENDENCYPART_GRANDPAR
(11,13),(13,1),-1.22599 # DEPENDENCYPART_GRANDPAR
(11,13),(13,2),-0.91604 # DEPENDENCYPART_GRANDPAR
(11,13),(13,3),-0.824095 # DEPENDENCYPART_GRANDPAR
(11,13),(13,4),-0.957557 # DEPENDENCYPART_GRANDPAR
(11,13),(13,5),-1.09309 # DEPENDENCYPART_GRANDPAR
(11,13),(13,6),-1.00742 # DEPENDENCYPART_GRANDPAR
(11,13),(13,7),-0.939464 # DEPENDENCYPART_GRANDPAR
(11,13),(13,8),-0.958675 # DEPENDENCYPART_GRANDPAR
(11,13),(13,9),-1.03577 # DEPENDENCYPART_GRANDPAR
(11,13),(13,10),-0.859096 # DEPENDENCYPART_GRANDPAR
(11,13),(13,11),-1.04193 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,13),(13,12),0.00291437 # DEPENDENCYPART_GRANDPAR
(11,13),(13,14),-0.322213 # DEPENDENCYPART_GRANDPAR
(11,13),(13,15),-0.525414 # DEPENDENCYPART_GRANDPAR
(11,13),(13,16),-0.252549 # DEPENDENCYPART_GRANDPAR
(11,13),(13,18),-0.255858 # DEPENDENCYPART_GRANDPAR
(11,13),(13,19),-0.556933 # DEPENDENCYPART_GRANDPAR
(11,13),(13,20),-0.143911 # DEPENDENCYPART_GRANDPAR
(11,13),(13,21),-0.436999 # DEPENDENCYPART_GRANDPAR
(11,13),(13,23),-0.411538 # DEPENDENCYPART_GRANDPAR
(11,13),(13,24),-0.497076 # DEPENDENCYPART_GRANDPAR
(11,13),(13,25),-0.894096 # DEPENDENCYPART_GRANDPAR
(11,14),(14,1),-1.14249 # DEPENDENCYPART_GRANDPAR
(11,14),(14,5),-1.05904 # DEPENDENCYPART_GRANDPAR
(11,14),(14,8),-0.936383 # DEPENDENCYPART_GRANDPAR
(11,14),(14,12),0.0554175 # DEPENDENCYPART_GRANDPAR
(11,14),(14,13),-0.0402511 # DEPENDENCYPART_GRANDPAR
(11,14),(14,15),-0.388738 # DEPENDENCYPART_GRANDPAR
(11,14),(14,16),-0.495723 # DEPENDENCYPART_GRANDPAR
(11,14),(14,18),-0.275595 # DEPENDENCYPART_GRANDPAR
(11,14),(14,19),-0.576547 # DEPENDENCYPART_GRANDPAR
(11,14),(14,20),-0.158144 # DEPENDENCYPART_GRANDPAR
(11,14),(14,21),-0.407682 # DEPENDENCYPART_GRANDPAR
(11,14),(14,24),-0.518493 # DEPENDENCYPART_GRANDPAR
(11,14),(14,25),-0.9793 # DEPENDENCYPART_GRANDPAR
(11,15),(15,5),-1.03875 # DEPENDENCYPART_GRANDPAR
(11,15),(15,14),-0.197226 # DEPENDENCYPART_GRANDPAR
(11,15),(15,16),-0.423633 # DEPENDENCYPART_GRANDPAR
(11,15),(15,18),-0.322996 # DEPENDENCYPART_GRANDPAR
(11,15),(15,19),-0.577091 # DEPENDENCYPART_GRANDPAR
(11,15),(15,21),-0.397154 # DEPENDENCYPART_GRANDPAR
(11,16),(16,1),-1.13907 # DEPENDENCYPART_GRANDPAR
(11,16),(16,5),-1.06526 # DEPENDENCYPART_GRANDPAR
(11,16),(16,13),0.00667946 # DEPENDENCYPART_GRANDPAR
(11,16),(16,14),-0.226847 # DEPENDENCYPART_GRANDPAR
(11,16),(16,15),-0.525655 # DEPENDENCYPART_GRANDPAR
(11,16),(16,18),-0.233698 # DEPENDENCYPART_GRANDPAR
(11,16),(16,19),-0.578833 # DEPENDENCYPART_GRANDPAR
(11,16),(16,20),-0.114863 # DEPENDENCYPART_GRANDPAR
(11,16),(16,21),-0.444591 # DEPENDENCYPART_GRANDPAR
(11,16),(16,25),-0.917539 # DEPENDENCYPART_GRANDPAR
(11,19),(19,15),-0.580877 # DEPENDENCYPART_GRANDPAR
(11,19),(19,20),-0.110354 # DEPENDENCYPART_GRANDPAR
(11,19),(19,21),-0.385496 # DEPENDENCYPART_GRANDPAR
(11,19),(19,23),-0.379606 # DEPENDENCYPART_GRANDPAR
(11,21),(21,23),-0.418821 # DEPENDENCYPART_GRANDPAR
(11,21),(21,24),-0.518493 # DEPENDENCYPART_GRANDPAR
(12,11),(11,3),-0.275311 # DEPENDENCYPART_GRANDPAR
