# _root_ " Per això és bo que tinguin totes les facilitats , com el sistema informàtic i els models que han de fer_servir en català " , ha dit .
#goldHeads=4,4,2,28,4,7,4,9,10,7,12,10,14,12,14,14,18,14,22,22,22,18,14,23,12,12,28,0,28,
#predictedHeads=4,4,2,28,4,7,4,9,10,7,12,7,14,12,14,14,18,14,22,22,22,18,22,23,4,4,28,0,28,
(4,14),(4,16),0.00177711 # DEPENDENCYPART_SIBL
(4,14),(4,18),-0.167593 # DEPENDENCYPART_SIBL
(4,14),(4,20),-0.0986724 # DEPENDENCYPART_SIBL
(4,14),(4,22),-0.0539409 # DEPENDENCYPART_SIBL
(4,14),(4,25),0.0494409 # DEPENDENCYPART_SIBL
(4,14),(4,26),-0.0204477 # DEPENDENCYPART_SIBL
(4,14),(4,27),-0.07952 # DEPENDENCYPART_SIBL
(4,14),(4,28),-0.0509514 # DEPENDENCYPART_SIBL
(4,14),(4,29),0.00840419 # DEPENDENCYPART_SIBL
(4,15),(4,16),0.0252695 # DEPENDENCYPART_SIBL
(4,15),(4,18),-0.0383379 # DEPENDENCYPART_SIBL
(4,15),(4,20),-0.0401253 # DEPENDENCYPART_SIBL
(4,15),(4,22),-0.00209639 # DEPENDENCYPART_SIBL
(4,15),(4,25),0.0261279 # DEPENDENCYPART_SIBL
(4,15),(4,26),0.0704441 # DEPENDENCYPART_SIBL
(4,15),(4,27),-0.0434376 # DEPENDENCYPART_SIBL
(4,15),(4,28),-0.0176686 # DEPENDENCYPART_SIBL
(4,15),(4,29),-0.00664045 # DEPENDENCYPART_SIBL
(4,16),(4,18),0.292183 # DEPENDENCYPART_SIBL
(4,16),(4,20),0.558064 # DEPENDENCYPART_SIBL
(4,16),(4,22),0.64502 # DEPENDENCYPART_SIBL
(4,16),(4,25),-0.0109643 # DEPENDENCYPART_SIBL
(4,16),(4,26),-0.033017 # DEPENDENCYPART_SIBL
(4,16),(4,27),0.435251 # DEPENDENCYPART_SIBL
(4,16),(4,28),0.604537 # DEPENDENCYPART_SIBL
(4,16),(4,29),0.00516027 # DEPENDENCYPART_SIBL
(4,18),(4,20),-0.122306 # DEPENDENCYPART_SIBL
(4,18),(4,22),-0.0775741 # DEPENDENCYPART_SIBL
(4,18),(4,25),0.0168974 # DEPENDENCYPART_SIBL
(4,18),(4,26),-0.0296008 # DEPENDENCYPART_SIBL
(4,18),(4,27),-0.103133 # DEPENDENCYPART_SIBL
(4,18),(4,28),-0.0745847 # DEPENDENCYPART_SIBL
(4,18),(4,29),-0.0293681 # DEPENDENCYPART_SIBL
(4,20),(4,22),-0.0740287 # DEPENDENCYPART_SIBL
(4,20),(4,25),-0.0406444 # DEPENDENCYPART_SIBL
(4,20),(4,26),-0.0516015 # DEPENDENCYPART_SIBL
(4,20),(4,27),-0.117442 # DEPENDENCYPART_SIBL
(4,20),(4,28),-0.0863858 # DEPENDENCYPART_SIBL
(4,20),(4,29),-0.0613455 # DEPENDENCYPART_SIBL
(4,22),(4,25),-0.0037947 # DEPENDENCYPART_SIBL
(4,22),(4,26),-0.0151081 # DEPENDENCYPART_SIBL
(4,22),(4,27),-0.111895 # DEPENDENCYPART_SIBL
(4,22),(4,28),-0.0809598 # DEPENDENCYPART_SIBL
(4,22),(4,29),0.00663894 # DEPENDENCYPART_SIBL
(4,25),(4,26),0.121829 # DEPENDENCYPART_SIBL
(4,25),(4,27),-0.0960383 # DEPENDENCYPART_SIBL
(4,25),(4,28),-0.0543798 # DEPENDENCYPART_SIBL
(4,25),(4,29),-0.00135216 # DEPENDENCYPART_SIBL
(4,26),(4,27),-0.0689931 # DEPENDENCYPART_SIBL
(4,26),(4,28),-0.0242358 # DEPENDENCYPART_SIBL
(4,26),(4,29),-0.0707313 # DEPENDENCYPART_SIBL
(4,27),(4,28),-0.100978 # DEPENDENCYPART_SIBL
(4,27),(4,29),-0.0193687 # DEPENDENCYPART_SIBL
(4,28),(4,29),0.0689798 # DEPENDENCYPART_SIBL
(5,1),(5,2),0.322074 # DEPENDENCYPART_SIBL
(5,1),(5,4),0.192764 # DEPENDENCYPART_SIBL
(5,1),(5,6),0.0587298 # DEPENDENCYPART_SIBL
(5,1),(5,7),0.00988667 # DEPENDENCYPART_SIBL
(5,1),(5,10),0.0271673 # DEPENDENCYPART_SIBL
(5,1),(5,11),0.166678 # DEPENDENCYPART_SIBL
(5,1),(5,12),0.109639 # DEPENDENCYPART_SIBL
(5,1),(5,14),0.021383 # DEPENDENCYPART_SIBL
(5,1),(5,15),0.0618415 # DEPENDENCYPART_SIBL
(5,1),(5,16),0.116906 # DEPENDENCYPART_SIBL
(5,1),(5,18),0.0280211 # DEPENDENCYPART_SIBL
(5,1),(5,22),0.0057572 # DEPENDENCYPART_SIBL
(5,2),(5,4),0.0134613 # DEPENDENCYPART_SIBL
(5,2),(5,6),-0.0501108 # DEPENDENCYPART_SIBL
(5,2),(5,7),-0.0167805 # DEPENDENCYPART_SIBL
(5,2),(5,10),0.0455829 # DEPENDENCYPART_SIBL
(5,2),(5,11),0.00326332 # DEPENDENCYPART_SIBL
(5,2),(5,12),-0.0341024 # DEPENDENCYPART_SIBL
(5,2),(5,14),0.0491873 # DEPENDENCYPART_SIBL
(5,2),(5,15),-0.00800588 # DEPENDENCYPART_SIBL
(5,2),(5,16),0.012403 # DEPENDENCYPART_SIBL
(5,2),(5,18),0.0447503 # DEPENDENCYPART_SIBL
(5,2),(5,22),-0.0189144 # DEPENDENCYPART_SIBL
(5,4),(5,6),-0.0631005 # DEPENDENCYPART_SIBL
(5,4),(5,7),-0.0188885 # DEPENDENCYPART_SIBL
(5,4),(5,10),0.0301755 # DEPENDENCYPART_SIBL
(5,4),(5,11),0.0333178 # DEPENDENCYPART_SIBL
(5,4),(5,12),-0.00144645 # DEPENDENCYPART_SIBL
(5,4),(5,14),0.0256272 # DEPENDENCYPART_SIBL
(5,4),(5,15),-0.00831374 # DEPENDENCYPART_SIBL
(5,4),(5,16),-0.00772617 # DEPENDENCYPART_SIBL
(5,4),(5,18),0.0302352 # DEPENDENCYPART_SIBL
(5,4),(5,22),-0.018023 # DEPENDENCYPART_SIBL
(5,6),(5,7),0.0381346 # DEPENDENCYPART_SIBL
(5,6),(5,10),-0.0152517 # DEPENDENCYPART_SIBL
(5,6),(5,11),-0.0197683 # DEPENDENCYPART_SIBL
(5,6),(5,12),-0.0955145 # DEPENDENCYPART_SIBL
(5,6),(5,14),-0.0120555 # DEPENDENCYPART_SIBL
(5,6),(5,15),0.429188 # DEPENDENCYPART_SIBL
(5,6),(5,16),-0.181191 # DEPENDENCYPART_SIBL
(5,6),(5,18),-0.0121881 # DEPENDENCYPART_SIBL
(5,6),(5,22),0.0152072 # DEPENDENCYPART_SIBL
(5,7),(5,10),-0.0265602 # DEPENDENCYPART_SIBL
(5,7),(5,11),0.0840413 # DEPENDENCYPART_SIBL
(5,7),(5,12),0.0189985 # DEPENDENCYPART_SIBL
(5,7),(5,14),-0.0175997 # DEPENDENCYPART_SIBL
(5,7),(5,15),0.124574 # DEPENDENCYPART_SIBL
(5,7),(5,16),0.099358 # DEPENDENCYPART_SIBL
(5,7),(5,18),-0.0234463 # DEPENDENCYPART_SIBL
(5,7),(5,22),-0.092889 # DEPENDENCYPART_SIBL
(5,10),(5,11),0.0821507 # DEPENDENCYPART_SIBL
(5,10),(5,12),-0.0190503 # DEPENDENCYPART_SIBL
(5,10),(5,14),-0.125491 # DEPENDENCYPART_SIBL
(5,10),(5,15),0.0857749 # DEPENDENCYPART_SIBL
(5,10),(5,16),0.105344 # DEPENDENCYPART_SIBL
(5,10),(5,18),-0.131503 # DEPENDENCYPART_SIBL
(5,10),(5,22),-0.0343986 # DEPENDENCYPART_SIBL
(5,11),(5,12),-0.0545567 # DEPENDENCYPART_SIBL
(5,11),(5,14),0.0544149 # DEPENDENCYPART_SIBL
(5,11),(5,15),0.646349 # DEPENDENCYPART_SIBL
(5,11),(5,16),0.320336 # DEPENDENCYPART_SIBL
(5,11),(5,18),0.059975 # DEPENDENCYPART_SIBL
(5,11),(5,22),-0.0177184 # DEPENDENCYPART_SIBL
(5,12),(5,14),0.00959357 # DEPENDENCYPART_SIBL
(5,12),(5,15),0.450863 # DEPENDENCYPART_SIBL
(5,12),(5,16),-0.126304 # DEPENDENCYPART_SIBL
(5,12),(5,18),0.00888948 # DEPENDENCYPART_SIBL
(5,12),(5,22),-0.00929947 # DEPENDENCYPART_SIBL
(5,14),(5,15),0.0847712 # DEPENDENCYPART_SIBL
(5,14),(5,16),0.109893 # DEPENDENCYPART_SIBL
(5,14),(5,18),-0.126521 # DEPENDENCYPART_SIBL
(5,14),(5,22),-0.0289473 # DEPENDENCYPART_SIBL
(5,15),(5,16),0.149425 # DEPENDENCYPART_SIBL
(5,15),(5,18),-0.0101831 # DEPENDENCYPART_SIBL
(5,15),(5,22),0.0451139 # DEPENDENCYPART_SIBL
(5,16),(5,18),0.336628 # DEPENDENCYPART_SIBL
(5,16),(5,22),0.38382 # DEPENDENCYPART_SIBL
(5,18),(5,22),-0.0294794 # DEPENDENCYPART_SIBL
(6,7),(6,12),0.314663 # DEPENDENCYPART_SIBL
(7,1),(7,2),0.0400191 # DEPENDENCYPART_SIBL
(7,1),(7,3),0.0235989 # DEPENDENCYPART_SIBL
(7,1),(7,4),-0.00906452 # DEPENDENCYPART_SIBL
(7,1),(7,5),0.00248853 # DEPENDENCYPART_SIBL
(7,1),(7,6),-0.412958 # DEPENDENCYPART_SIBL
(7,1),(7,10),0.0286613 # DEPENDENCYPART_SIBL
(7,1),(7,11),0.08591 # DEPENDENCYPART_SIBL
(7,1),(7,12),0.0908365 # DEPENDENCYPART_SIBL
(7,1),(7,14),0.0216406 # DEPENDENCYPART_SIBL
(7,1),(7,15),0.0379742 # DEPENDENCYPART_SIBL
(7,1),(7,16),0.0946119 # DEPENDENCYPART_SIBL
(7,1),(7,18),0.0279962 # DEPENDENCYPART_SIBL
(7,1),(7,20),-0.000778458 # DEPENDENCYPART_SIBL
(7,1),(7,21),0.00626345 # DEPENDENCYPART_SIBL
(7,1),(7,22),0.0432353 # DEPENDENCYPART_SIBL
(7,1),(7,23),0.0845905 # DEPENDENCYPART_SIBL
(7,1),(7,25),0.791968 # DEPENDENCYPART_SIBL
(7,1),(7,26),0.08591 # DEPENDENCYPART_SIBL
(7,1),(7,27),0.0722724 # DEPENDENCYPART_SIBL
(7,1),(7,28),0.0489429 # DEPENDENCYPART_SIBL
(7,1),(7,29),-0.0182326 # DEPENDENCYPART_SIBL
(7,2),(7,3),-0.0579775 # DEPENDENCYPART_SIBL
(7,2),(7,4),-0.0221677 # DEPENDENCYPART_SIBL
(7,2),(7,5),-0.0172752 # DEPENDENCYPART_SIBL
(7,2),(7,6),-0.40787 # DEPENDENCYPART_SIBL
(7,2),(7,10),0.0204929 # DEPENDENCYPART_SIBL
(7,2),(7,11),-0.0345732 # DEPENDENCYPART_SIBL
(7,2),(7,12),-0.0638807 # DEPENDENCYPART_SIBL
(7,2),(7,14),0.0331126 # DEPENDENCYPART_SIBL
(7,2),(7,15),-0.0105427 # DEPENDENCYPART_SIBL
(7,2),(7,16),-0.0110672 # DEPENDENCYPART_SIBL
(7,2),(7,18),0.0164716 # DEPENDENCYPART_SIBL
(7,2),(7,20),-0.0556362 # DEPENDENCYPART_SIBL
(7,2),(7,21),-0.0258973 # DEPENDENCYPART_SIBL
(7,2),(7,22),-0.0149226 # DEPENDENCYPART_SIBL
(7,2),(7,23),-0.0767556 # DEPENDENCYPART_SIBL
(7,2),(7,25),0.0331346 # DEPENDENCYPART_SIBL
(7,2),(7,26),-0.0345732 # DEPENDENCYPART_SIBL
(7,2),(7,27),-0.0171081 # DEPENDENCYPART_SIBL
(7,2),(7,28),-0.0104386 # DEPENDENCYPART_SIBL
(7,2),(7,29),-0.00177272 # DEPENDENCYPART_SIBL
(7,3),(7,4),0.0398216 # DEPENDENCYPART_SIBL
(7,3),(7,5),0.0320482 # DEPENDENCYPART_SIBL
(7,3),(7,6),-0.533113 # DEPENDENCYPART_SIBL
(7,3),(7,10),-0.0666898 # DEPENDENCYPART_SIBL
(7,3),(7,11),0.0781824 # DEPENDENCYPART_SIBL
(7,3),(7,12),0.00507367 # DEPENDENCYPART_SIBL
(7,3),(7,14),-0.064783 # DEPENDENCYPART_SIBL
(7,3),(7,15),-0.0807471 # DEPENDENCYPART_SIBL
(7,3),(7,16),0.0195158 # DEPENDENCYPART_SIBL
(7,3),(7,18),-0.0676782 # DEPENDENCYPART_SIBL
(7,3),(7,20),-0.0363351 # DEPENDENCYPART_SIBL
(7,3),(7,21),-0.028617 # DEPENDENCYPART_SIBL
(7,3),(7,22),0.0143819 # DEPENDENCYPART_SIBL
(7,3),(7,23),-0.0218324 # DEPENDENCYPART_SIBL
(7,3),(7,25),0.110051 # DEPENDENCYPART_SIBL
(7,3),(7,26),0.0781824 # DEPENDENCYPART_SIBL
(7,3),(7,27),-0.0345497 # DEPENDENCYPART_SIBL
(7,3),(7,28),0.0496937 # DEPENDENCYPART_SIBL
(7,3),(7,29),0.0290042 # DEPENDENCYPART_SIBL
(7,4),(7,5),-0.0839215 # DEPENDENCYPART_SIBL
(7,4),(7,6),-0.36011 # DEPENDENCYPART_SIBL
(7,4),(7,10),-0.0827319 # DEPENDENCYPART_SIBL
(7,4),(7,11),-0.0548341 # DEPENDENCYPART_SIBL
(7,4),(7,12),-0.0430693 # DEPENDENCYPART_SIBL
(7,4),(7,14),-0.0870918 # DEPENDENCYPART_SIBL
(7,4),(7,15),-0.0330607 # DEPENDENCYPART_SIBL
(7,4),(7,16),-0.055932 # DEPENDENCYPART_SIBL
(7,4),(7,18),-0.0849996 # DEPENDENCYPART_SIBL
(7,4),(7,20),-0.0984064 # DEPENDENCYPART_SIBL
(7,4),(7,21),-0.0772634 # DEPENDENCYPART_SIBL
(7,4),(7,22),-0.0536287 # DEPENDENCYPART_SIBL
(7,4),(7,23),-0.0232645 # DEPENDENCYPART_SIBL
(7,4),(7,25),-0.0254062 # DEPENDENCYPART_SIBL
(7,4),(7,26),-0.0548341 # DEPENDENCYPART_SIBL
(7,4),(7,27),-0.066159 # DEPENDENCYPART_SIBL
(7,4),(7,28),-0.045784 # DEPENDENCYPART_SIBL
(7,4),(7,29),0.0321954 # DEPENDENCYPART_SIBL
(7,5),(7,6),-0.27564 # DEPENDENCYPART_SIBL
(7,5),(7,10),-0.0244684 # DEPENDENCYPART_SIBL
(7,5),(7,11),-0.0102782 # DEPENDENCYPART_SIBL
(7,5),(7,12),0.0127384 # DEPENDENCYPART_SIBL
(7,5),(7,14),-0.0205214 # DEPENDENCYPART_SIBL
(7,5),(7,15),-0.0462392 # DEPENDENCYPART_SIBL
(7,5),(7,16),-0.00497312 # DEPENDENCYPART_SIBL
(7,5),(7,18),-0.0274007 # DEPENDENCYPART_SIBL
(7,5),(7,20),-0.0450181 # DEPENDENCYPART_SIBL
(7,5),(7,21),-0.0715777 # DEPENDENCYPART_SIBL
(7,5),(7,22),-0.00721807 # DEPENDENCYPART_SIBL
(7,5),(7,23),-0.021325 # DEPENDENCYPART_SIBL
(7,5),(7,25),0.0236107 # DEPENDENCYPART_SIBL
(7,5),(7,26),-0.0102782 # DEPENDENCYPART_SIBL
(7,5),(7,27),-0.0167996 # DEPENDENCYPART_SIBL
(7,5),(7,28),0.00390098 # DEPENDENCYPART_SIBL
(7,5),(7,29),0.00145644 # DEPENDENCYPART_SIBL
(7,6),(7,10),0.0849518 # DEPENDENCYPART_SIBL
(7,6),(7,11),0.0187482 # DEPENDENCYPART_SIBL
(7,6),(7,12),-0.00657734 # DEPENDENCYPART_SIBL
(7,6),(7,14),0.103714 # DEPENDENCYPART_SIBL
(7,6),(7,15),0.0688642 # DEPENDENCYPART_SIBL
(7,6),(7,16),0.0203215 # DEPENDENCYPART_SIBL
(7,6),(7,18),0.0720903 # DEPENDENCYPART_SIBL
(7,6),(7,20),-0.0218088 # DEPENDENCYPART_SIBL
(7,6),(7,21),0.00692897 # DEPENDENCYPART_SIBL
(7,6),(7,22),0.0106153 # DEPENDENCYPART_SIBL
(7,6),(7,23),0.180059 # DEPENDENCYPART_SIBL
(7,6),(7,25),0.0351835 # DEPENDENCYPART_SIBL
(7,6),(7,26),0.0187482 # DEPENDENCYPART_SIBL
(7,6),(7,27),-0.021493 # DEPENDENCYPART_SIBL
(7,6),(7,28),0.0152579 # DEPENDENCYPART_SIBL
(7,6),(7,29),-0.503529 # DEPENDENCYPART_SIBL
(7,10),(7,11),-0.00366101 # DEPENDENCYPART_SIBL
(7,10),(7,12),-0.0662702 # DEPENDENCYPART_SIBL
(7,10),(7,14),-0.200318 # DEPENDENCYPART_SIBL
(7,10),(7,15),-0.0360763 # DEPENDENCYPART_SIBL
(7,10),(7,16),0.0377597 # DEPENDENCYPART_SIBL
(7,10),(7,18),-0.227022 # DEPENDENCYPART_SIBL
(7,10),(7,20),-0.0509814 # DEPENDENCYPART_SIBL
(7,10),(7,21),-0.062627 # DEPENDENCYPART_SIBL
(7,10),(7,22),-0.00876974 # DEPENDENCYPART_SIBL
(7,10),(7,23),0.0815596 # DEPENDENCYPART_SIBL
(7,10),(7,25),0.0125008 # DEPENDENCYPART_SIBL
(7,10),(7,26),-0.00366101 # DEPENDENCYPART_SIBL
(7,10),(7,27),-0.0189501 # DEPENDENCYPART_SIBL
(7,10),(7,28),-0.0107157 # DEPENDENCYPART_SIBL
(7,10),(7,29),-0.0202654 # DEPENDENCYPART_SIBL
(7,11),(7,12),-0.118043 # DEPENDENCYPART_SIBL
(7,11),(7,14),0.00493786 # DEPENDENCYPART_SIBL
(7,11),(7,15),0.00227817 # DEPENDENCYPART_SIBL
(7,11),(7,16),0.270198 # DEPENDENCYPART_SIBL
(7,11),(7,18),-0.00798915 # DEPENDENCYPART_SIBL
(7,11),(7,20),0.0393404 # DEPENDENCYPART_SIBL
(7,11),(7,21),-0.0872632 # DEPENDENCYPART_SIBL
(7,11),(7,22),0.0856563 # DEPENDENCYPART_SIBL
(7,11),(7,23),-0.129615 # DEPENDENCYPART_SIBL
(7,11),(7,25),-0.0103853 # DEPENDENCYPART_SIBL
(7,11),(7,26),-0.0731753 # DEPENDENCYPART_SIBL
(7,11),(7,27),0.0290522 # DEPENDENCYPART_SIBL
(7,11),(7,28),0.0490252 # DEPENDENCYPART_SIBL
(7,11),(7,29),-0.0556377 # DEPENDENCYPART_SIBL
(7,12),(7,14),0.0512681 # DEPENDENCYPART_SIBL
(7,12),(7,15),0.0480439 # DEPENDENCYPART_SIBL
(7,12),(7,16),-0.120643 # DEPENDENCYPART_SIBL
(7,12),(7,18),0.0295645 # DEPENDENCYPART_SIBL
(7,12),(7,20),-0.0496517 # DEPENDENCYPART_SIBL
(7,12),(7,21),0.179678 # DEPENDENCYPART_SIBL
(7,12),(7,22),0.0137797 # DEPENDENCYPART_SIBL
(7,12),(7,23),0.13568 # DEPENDENCYPART_SIBL
(7,12),(7,25),0.0913615 # DEPENDENCYPART_SIBL
(7,12),(7,26),0.0344522 # DEPENDENCYPART_SIBL
(7,12),(7,27),-0.105594 # DEPENDENCYPART_SIBL
(7,12),(7,28),-0.0315306 # DEPENDENCYPART_SIBL
(7,12),(7,29),-0.00467329 # DEPENDENCYPART_SIBL
(7,14),(7,15),-0.0317865 # DEPENDENCYPART_SIBL
(7,14),(7,16),0.049022 # DEPENDENCYPART_SIBL
(7,14),(7,18),-0.211813 # DEPENDENCYPART_SIBL
(7,14),(7,20),-0.032954 # DEPENDENCYPART_SIBL
(7,14),(7,21),-0.0763289 # DEPENDENCYPART_SIBL
(7,14),(7,22),0.00925767 # DEPENDENCYPART_SIBL
(7,14),(7,23),0.0600065 # DEPENDENCYPART_SIBL
(7,14),(7,25),0.0189663 # DEPENDENCYPART_SIBL
(7,14),(7,26),-0.0263395 # DEPENDENCYPART_SIBL
(7,14),(7,27),-0.000942777 # DEPENDENCYPART_SIBL
(7,14),(7,28),0.00731175 # DEPENDENCYPART_SIBL
(7,14),(7,29),-0.00794397 # DEPENDENCYPART_SIBL
(7,15),(7,16),0.0375846 # DEPENDENCYPART_SIBL
(7,15),(7,18),-0.0145169 # DEPENDENCYPART_SIBL
(7,15),(7,20),-0.00061744 # DEPENDENCYPART_SIBL
(7,15),(7,21),-0.0883946 # DEPENDENCYPART_SIBL
(7,15),(7,22),0.0359063 # DEPENDENCYPART_SIBL
(7,15),(7,23),0.0197568 # DEPENDENCYPART_SIBL
(7,15),(7,25),0.0459192 # DEPENDENCYPART_SIBL
(7,15),(7,26),0.0170938 # DEPENDENCYPART_SIBL
(7,15),(7,27),0.0163095 # DEPENDENCYPART_SIBL
(7,15),(7,28),0.018969 # DEPENDENCYPART_SIBL
(7,15),(7,29),0.0210672 # DEPENDENCYPART_SIBL
(7,16),(7,18),0.24066 # DEPENDENCYPART_SIBL
(7,16),(7,20),0.590614 # DEPENDENCYPART_SIBL
(7,16),(7,21),0.143931 # DEPENDENCYPART_SIBL
(7,16),(7,22),0.675598 # DEPENDENCYPART_SIBL
(7,16),(7,23),0.0138339 # DEPENDENCYPART_SIBL
(7,16),(7,25),-0.00833228 # DEPENDENCYPART_SIBL
(7,16),(7,26),-0.0385772 # DEPENDENCYPART_SIBL
(7,16),(7,27),0.49834 # DEPENDENCYPART_SIBL
(7,16),(7,28),0.633779 # DEPENDENCYPART_SIBL
(7,16),(7,29),0.0212072 # DEPENDENCYPART_SIBL
(7,18),(7,20),-0.0418951 # DEPENDENCYPART_SIBL
(7,18),(7,21),-0.0749132 # DEPENDENCYPART_SIBL
(7,18),(7,22),0.000316519 # DEPENDENCYPART_SIBL
(7,18),(7,23),0.0640252 # DEPENDENCYPART_SIBL
(7,18),(7,25),0.00549706 # DEPENDENCYPART_SIBL
(7,18),(7,26),-0.0164184 # DEPENDENCYPART_SIBL
(7,18),(7,27),-0.00986379 # DEPENDENCYPART_SIBL
(7,18),(7,28),-0.0016294 # DEPENDENCYPART_SIBL
(7,18),(7,29),-0.0266421 # DEPENDENCYPART_SIBL
(7,20),(7,21),-0.0481034 # DEPENDENCYPART_SIBL
(7,20),(7,22),-0.0435926 # DEPENDENCYPART_SIBL
(7,20),(7,23),-0.0148276 # DEPENDENCYPART_SIBL
(7,20),(7,25),-0.0328923 # DEPENDENCYPART_SIBL
(7,20),(7,26),-0.045842 # DEPENDENCYPART_SIBL
(7,20),(7,27),-0.0637395 # DEPENDENCYPART_SIBL
(7,20),(7,28),-0.0577609 # DEPENDENCYPART_SIBL
(7,20),(7,29),-0.0694503 # DEPENDENCYPART_SIBL
(7,21),(7,22),0.0106371 # DEPENDENCYPART_SIBL
(7,21),(7,23),-0.180625 # DEPENDENCYPART_SIBL
(7,21),(7,25),-0.0448708 # DEPENDENCYPART_SIBL
(7,21),(7,26),-0.0254498 # DEPENDENCYPART_SIBL
(7,21),(7,27),-0.0350739 # DEPENDENCYPART_SIBL
(7,21),(7,28),-0.0364303 # DEPENDENCYPART_SIBL
(7,21),(7,29),-0.00252521 # DEPENDENCYPART_SIBL
(7,22),(7,23),-0.00560123 # DEPENDENCYPART_SIBL
(7,22),(7,25),0.00929381 # DEPENDENCYPART_SIBL
(7,22),(7,26),-0.0040122 # DEPENDENCYPART_SIBL
(7,22),(7,27),-0.0521515 # DEPENDENCYPART_SIBL
(7,22),(7,28),-0.0462936 # DEPENDENCYPART_SIBL
(7,22),(7,29),0.0038704 # DEPENDENCYPART_SIBL
(7,23),(7,25),0.105859 # DEPENDENCYPART_SIBL
(7,23),(7,26),0.06267 # DEPENDENCYPART_SIBL
(7,23),(7,27),-0.0144719 # DEPENDENCYPART_SIBL
(7,23),(7,28),-0.00755345 # DEPENDENCYPART_SIBL
(7,23),(7,29),0.0267866 # DEPENDENCYPART_SIBL
(7,25),(7,26),0.0465434 # DEPENDENCYPART_SIBL
(7,25),(7,27),-0.0423439 # DEPENDENCYPART_SIBL
(7,25),(7,28),-0.0254697 # DEPENDENCYPART_SIBL
(7,25),(7,29),-0.0432841 # DEPENDENCYPART_SIBL
(7,26),(7,27),0.0290522 # DEPENDENCYPART_SIBL
(7,26),(7,28),0.0490252 # DEPENDENCYPART_SIBL
(7,26),(7,29),-0.0556377 # DEPENDENCYPART_SIBL
(7,27),(7,28),-0.0472754 # DEPENDENCYPART_SIBL
(7,27),(7,29),-0.0110677 # DEPENDENCYPART_SIBL
(7,28),(7,29),0.0523764 # DEPENDENCYPART_SIBL
(9,8),(9,10),0.0299319 # DEPENDENCYPART_SIBL
(10,2),(10,5),-0.0750293 # DEPENDENCYPART_SIBL
(10,2),(10,6),0.0388614 # DEPENDENCYPART_SIBL
(10,2),(10,7),0.00691345 # DEPENDENCYPART_SIBL
(10,2),(10,8),-0.0423998 # DEPENDENCYPART_SIBL
(10,2),(10,9),-0.0756022 # DEPENDENCYPART_SIBL
(10,2),(10,11),0.00546767 # DEPENDENCYPART_SIBL
(10,2),(10,12),-0.00174616 # DEPENDENCYPART_SIBL
(10,2),(10,14),0.0623528 # DEPENDENCYPART_SIBL
(10,2),(10,15),0.000665141 # DEPENDENCYPART_SIBL
(10,2),(10,16),0.0560998 # DEPENDENCYPART_SIBL
(10,2),(10,18),0.0638155 # DEPENDENCYPART_SIBL
(10,2),(10,20),-0.0307263 # DEPENDENCYPART_SIBL
(10,5),(10,6),-0.0300185 # DEPENDENCYPART_SIBL
(10,5),(10,7),-0.0288225 # DEPENDENCYPART_SIBL
(10,5),(10,8),-0.331589 # DEPENDENCYPART_SIBL
(10,5),(10,9),-0.416303 # DEPENDENCYPART_SIBL
(10,5),(10,11),0.00432653 # DEPENDENCYPART_SIBL
(10,5),(10,12),0.0533397 # DEPENDENCYPART_SIBL
(10,5),(10,14),0.00228391 # DEPENDENCYPART_SIBL
(10,5),(10,15),0.00834108 # DEPENDENCYPART_SIBL
(10,5),(10,16),0.00332716 # DEPENDENCYPART_SIBL
(10,5),(10,18),0.00692847 # DEPENDENCYPART_SIBL
(10,5),(10,20),-0.0427748 # DEPENDENCYPART_SIBL
(10,6),(10,7),0.334696 # DEPENDENCYPART_SIBL
(10,6),(10,8),0.203678 # DEPENDENCYPART_SIBL
(10,6),(10,9),0.131363 # DEPENDENCYPART_SIBL
(10,6),(10,11),-0.0730614 # DEPENDENCYPART_SIBL
(10,6),(10,12),-0.00109146 # DEPENDENCYPART_SIBL
(10,6),(10,14),-0.00413886 # DEPENDENCYPART_SIBL
(10,6),(10,15),0.00218112 # DEPENDENCYPART_SIBL
(10,6),(10,16),-0.0163959 # DEPENDENCYPART_SIBL
(10,6),(10,18),-0.0111465 # DEPENDENCYPART_SIBL
(10,6),(10,20),-0.0521643 # DEPENDENCYPART_SIBL
(10,7),(10,8),0.208899 # DEPENDENCYPART_SIBL
(10,7),(10,9),0.113737 # DEPENDENCYPART_SIBL
(10,7),(10,11),-0.0429319 # DEPENDENCYPART_SIBL
(10,7),(10,12),-0.00730495 # DEPENDENCYPART_SIBL
(10,7),(10,14),-0.0485707 # DEPENDENCYPART_SIBL
(10,7),(10,15),-0.126944 # DEPENDENCYPART_SIBL
(10,7),(10,16),-0.0342203 # DEPENDENCYPART_SIBL
(10,7),(10,18),-0.0387402 # DEPENDENCYPART_SIBL
(10,7),(10,20),-0.147278 # DEPENDENCYPART_SIBL
(10,8),(10,9),-0.955829 # DEPENDENCYPART_SIBL
(10,8),(10,11),-0.0320727 # DEPENDENCYPART_SIBL
(10,8),(10,12),-0.176408 # DEPENDENCYPART_SIBL
(10,8),(10,14),-0.075315 # DEPENDENCYPART_SIBL
(10,8),(10,15),-0.0576756 # DEPENDENCYPART_SIBL
(10,8),(10,16),-0.076058 # DEPENDENCYPART_SIBL
(10,8),(10,18),-0.0656979 # DEPENDENCYPART_SIBL
