# _root_ A_més_a_més , el 40% de la població de Rússia viu en la pobresa , en_especial després de l' última crisi .
#goldHeads=10,1,4,10,4,7,5,4,8,0,10,13,11,16,16,10,16,20,20,17,10,
#predictedHeads=10,1,4,10,4,7,5,7,8,0,10,13,11,16,16,10,16,20,20,17,10,
(16,11),(11,20),-0.471001 # DEPENDENCYPART_GRANDPAR
(16,13),(13,1),-0.310148 # DEPENDENCYPART_GRANDPAR
(16,13),(13,5),-0.116753 # DEPENDENCYPART_GRANDPAR
(16,13),(13,8),-0.0846874 # DEPENDENCYPART_GRANDPAR
(16,13),(13,11),-0.0849209 # DEPENDENCYPART_GRANDPAR
(16,13),(13,12),0.113433 # DEPENDENCYPART_GRANDPAR
(16,13),(13,14),-0.0185677 # DEPENDENCYPART_GRANDPAR
(16,13),(13,15),-0.0433577 # DEPENDENCYPART_GRANDPAR
(16,13),(13,16),-1.52455 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,13),(13,17),-0.53904 # DEPENDENCYPART_GRANDPAR
(16,13),(13,19),-0.878378 # DEPENDENCYPART_GRANDPAR
(16,13),(13,20),-0.442945 # DEPENDENCYPART_GRANDPAR
(16,13),(13,21),-0.971362 # DEPENDENCYPART_GRANDPAR
(16,15),(15,11),-0.055893 # DEPENDENCYPART_GRANDPAR
(16,15),(15,13),0.0209862 # DEPENDENCYPART_GRANDPAR
(16,15),(15,14),-0.140225 # DEPENDENCYPART_GRANDPAR
(16,15),(15,16),-1.52266 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,15),(15,17),-0.624936 # DEPENDENCYPART_GRANDPAR
(16,15),(15,20),-0.418676 # DEPENDENCYPART_GRANDPAR
(16,15),(15,21),-0.924403 # DEPENDENCYPART_GRANDPAR
(16,17),(17,14),-0.820504 # DEPENDENCYPART_GRANDPAR
(16,17),(17,15),-0.780236 # DEPENDENCYPART_GRANDPAR
(16,17),(17,16),-0.872723 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,17),(17,18),-0.0112449 # DEPENDENCYPART_GRANDPAR
(16,17),(17,19),0.0691928 # DEPENDENCYPART_GRANDPAR
(16,17),(17,20),0.76641 # DEPENDENCYPART_GRANDPAR
(16,17),(17,21),-0.155034 # DEPENDENCYPART_GRANDPAR
(16,20),(20,2),-1.42899 # DEPENDENCYPART_GRANDPAR
(16,20),(20,5),-0.755557 # DEPENDENCYPART_GRANDPAR
(16,20),(20,8),-0.723491 # DEPENDENCYPART_GRANDPAR
(16,20),(20,11),-0.672007 # DEPENDENCYPART_GRANDPAR
(16,20),(20,14),-0.844496 # DEPENDENCYPART_GRANDPAR
(16,20),(20,15),-0.775742 # DEPENDENCYPART_GRANDPAR
(16,20),(20,16),-0.790239 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,20),(20,17),0.12867 # DEPENDENCYPART_GRANDPAR
(16,20),(20,18),-0.0830872 # DEPENDENCYPART_GRANDPAR
(16,20),(20,19),-0.100538 # DEPENDENCYPART_GRANDPAR
(16,20),(20,21),-0.201488 # DEPENDENCYPART_GRANDPAR
(17,15),(15,11),-0.574406 # DEPENDENCYPART_GRANDPAR
(17,15),(15,13),-0.707015 # DEPENDENCYPART_GRANDPAR
(17,15),(15,14),-0.257403 # DEPENDENCYPART_GRANDPAR
(17,15),(15,16),-0.260818 # DEPENDENCYPART_GRANDPAR
(17,15),(15,17),-1.23965 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,15),(15,20),-0.297593 # DEPENDENCYPART_GRANDPAR
(17,15),(15,21),-1.05978 # DEPENDENCYPART_GRANDPAR
(17,16),(16,5),-0.586243 # DEPENDENCYPART_GRANDPAR
(17,16),(16,8),-0.494505 # DEPENDENCYPART_GRANDPAR
(17,16),(16,11),-0.53687 # DEPENDENCYPART_GRANDPAR
(17,16),(16,13),-0.7104 # DEPENDENCYPART_GRANDPAR
(17,16),(16,14),-0.315407 # DEPENDENCYPART_GRANDPAR
(17,16),(16,15),-0.470989 # DEPENDENCYPART_GRANDPAR
(17,16),(16,17),-1.24586 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,16),(16,20),-0.303276 # DEPENDENCYPART_GRANDPAR
(17,16),(16,21),-1.06624 # DEPENDENCYPART_GRANDPAR
(17,18),(18,15),-1.19152 # DEPENDENCYPART_GRANDPAR
(17,18),(18,16),-1.22905 # DEPENDENCYPART_GRANDPAR
(17,18),(18,17),-0.295716 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,18),(18,19),0.728008 # DEPENDENCYPART_GRANDPAR
(17,19),(19,16),-1.17595 # DEPENDENCYPART_GRANDPAR
(17,19),(19,18),1.46961 # DEPENDENCYPART_GRANDPAR
(17,19),(19,20),0.543711 # DEPENDENCYPART_GRANDPAR
(17,19),(19,21),-0.325732 # DEPENDENCYPART_GRANDPAR
(17,20),(20,2),-1.37913 # DEPENDENCYPART_GRANDPAR
(17,20),(20,5),-1.20331 # DEPENDENCYPART_GRANDPAR
(17,20),(20,8),-1.11157 # DEPENDENCYPART_GRANDPAR
(17,20),(20,11),-1.14287 # DEPENDENCYPART_GRANDPAR
(17,20),(20,14),-1.18337 # DEPENDENCYPART_GRANDPAR
(17,20),(20,15),-1.20115 # DEPENDENCYPART_GRANDPAR
(17,20),(20,16),-1.23869 # DEPENDENCYPART_GRANDPAR
(17,20),(20,17),-0.10144 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,20),(20,18),1.47366 # DEPENDENCYPART_GRANDPAR
(17,20),(20,19),0.939815 # DEPENDENCYPART_GRANDPAR
(17,20),(20,21),-0.367056 # DEPENDENCYPART_GRANDPAR
(18,15),(15,11),-0.61538 # DEPENDENCYPART_GRANDPAR
(18,15),(15,13),-0.68711 # DEPENDENCYPART_GRANDPAR
(18,15),(15,14),-0.6541 # DEPENDENCYPART_GRANDPAR
(18,15),(15,16),-0.322252 # DEPENDENCYPART_GRANDPAR
(18,15),(15,17),-0.361404 # DEPENDENCYPART_GRANDPAR
(18,15),(15,20),-1.45628 # DEPENDENCYPART_GRANDPAR
(18,15),(15,21),-1.14743 # DEPENDENCYPART_GRANDPAR
(18,16),(16,5),-0.534564 # DEPENDENCYPART_GRANDPAR
(18,16),(16,8),-0.463139 # DEPENDENCYPART_GRANDPAR
(18,16),(16,11),-0.582156 # DEPENDENCYPART_GRANDPAR
(18,16),(16,13),-0.69347 # DEPENDENCYPART_GRANDPAR
(18,16),(16,14),-0.71976 # DEPENDENCYPART_GRANDPAR
(18,16),(16,15),-0.503907 # DEPENDENCYPART_GRANDPAR
(18,16),(16,17),-0.298493 # DEPENDENCYPART_GRANDPAR
(18,16),(16,20),-1.45647 # DEPENDENCYPART_GRANDPAR
(18,16),(16,21),-1.14865 # DEPENDENCYPART_GRANDPAR
(18,17),(17,14),-0.749164 # DEPENDENCYPART_GRANDPAR
(18,17),(17,15),-0.519134 # DEPENDENCYPART_GRANDPAR
(18,17),(17,16),-0.489027 # DEPENDENCYPART_GRANDPAR
(18,17),(17,18),-1.84548 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,17),(17,19),-0.853026 # DEPENDENCYPART_GRANDPAR
(18,17),(17,20),-1.52221 # DEPENDENCYPART_GRANDPAR
(18,17),(17,21),-1.17105 # DEPENDENCYPART_GRANDPAR
(18,19),(19,16),-1.13284 # DEPENDENCYPART_GRANDPAR
(18,19),(19,18),-1.1008 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,19),(19,20),-0.801441 # DEPENDENCYPART_GRANDPAR
(18,19),(19,21),-0.535812 # DEPENDENCYPART_GRANDPAR
(19,16),(16,5),-0.264502 # DEPENDENCYPART_GRANDPAR
(19,16),(16,8),-0.266246 # DEPENDENCYPART_GRANDPAR
(19,16),(16,11),-0.367217 # DEPENDENCYPART_GRANDPAR
(19,16),(16,13),-0.384582 # DEPENDENCYPART_GRANDPAR
(19,16),(16,14),-0.354409 # DEPENDENCYPART_GRANDPAR
(19,16),(16,15),-0.283332 # DEPENDENCYPART_GRANDPAR
(19,16),(16,17),-0.138478 # DEPENDENCYPART_GRANDPAR
(19,16),(16,20),-0.228903 # DEPENDENCYPART_GRANDPAR
(19,16),(16,21),-0.899874 # DEPENDENCYPART_GRANDPAR
(19,18),(18,15),-0.343257 # DEPENDENCYPART_GRANDPAR
(19,18),(18,16),-0.271899 # DEPENDENCYPART_GRANDPAR
(19,18),(18,17),-0.366466 # DEPENDENCYPART_GRANDPAR
(19,18),(18,19),-1.46035 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,20),(20,2),-1.01345 # DEPENDENCYPART_GRANDPAR
(19,20),(20,5),-1.08846 # DEPENDENCYPART_GRANDPAR
(19,20),(20,8),-1.0902 # DEPENDENCYPART_GRANDPAR
(19,20),(20,11),-0.99729 # DEPENDENCYPART_GRANDPAR
(19,20),(20,14),-0.983612 # DEPENDENCYPART_GRANDPAR
(19,20),(20,15),-0.995812 # DEPENDENCYPART_GRANDPAR
(19,20),(20,16),-0.912077 # DEPENDENCYPART_GRANDPAR
(19,20),(20,17),-0.875996 # DEPENDENCYPART_GRANDPAR
(19,20),(20,18),-0.878015 # DEPENDENCYPART_GRANDPAR
(19,20),(20,19),-0.738561 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,20),(20,21),-0.217881 # DEPENDENCYPART_GRANDPAR
(20,5),(5,1),-1.13505 # DEPENDENCYPART_GRANDPAR
(20,5),(5,2),-0.521409 # DEPENDENCYPART_GRANDPAR
(20,5),(5,3),-1.38315 # DEPENDENCYPART_GRANDPAR
(20,5),(5,4),-1.00604 # DEPENDENCYPART_GRANDPAR
(20,5),(5,6),-0.980381 # DEPENDENCYPART_GRANDPAR
(20,5),(5,7),-0.672501 # DEPENDENCYPART_GRANDPAR
(20,5),(5,8),-0.780962 # DEPENDENCYPART_GRANDPAR
(20,5),(5,9),-0.950319 # DEPENDENCYPART_GRANDPAR
(20,5),(5,10),-0.683511 # DEPENDENCYPART_GRANDPAR
(20,5),(5,14),-0.51072 # DEPENDENCYPART_GRANDPAR
(20,5),(5,15),-0.583176 # DEPENDENCYPART_GRANDPAR
(20,5),(5,16),-0.64209 # DEPENDENCYPART_GRANDPAR
(20,5),(5,17),-0.108075 # DEPENDENCYPART_GRANDPAR
(20,8),(8,4),-1.00604 # DEPENDENCYPART_GRANDPAR
(20,8),(8,6),-1.23037 # DEPENDENCYPART_GRANDPAR
(20,8),(8,9),-0.950319 # DEPENDENCYPART_GRANDPAR
(20,8),(8,10),-0.683511 # DEPENDENCYPART_GRANDPAR
(20,8),(8,15),-0.583176 # DEPENDENCYPART_GRANDPAR
(20,8),(8,17),-0.108075 # DEPENDENCYPART_GRANDPAR
(20,11),(11,4),-1.10175 # DEPENDENCYPART_GRANDPAR
(20,11),(11,12),-0.838958 # DEPENDENCYPART_GRANDPAR
(20,11),(11,13),-0.35863 # DEPENDENCYPART_GRANDPAR
(20,11),(11,14),-0.524571 # DEPENDENCYPART_GRANDPAR
(20,11),(11,15),-0.554313 # DEPENDENCYPART_GRANDPAR
(20,11),(11,16),-0.569299 # DEPENDENCYPART_GRANDPAR
(20,11),(11,17),-0.134727 # DEPENDENCYPART_GRANDPAR
(20,11),(11,20),-1.57459 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,15),(15,11),-0.851209 # DEPENDENCYPART_GRANDPAR
(20,15),(15,13),-0.471215 # DEPENDENCYPART_GRANDPAR
(20,15),(15,14),-0.619768 # DEPENDENCYPART_GRANDPAR
(20,15),(15,16),-0.442973 # DEPENDENCYPART_GRANDPAR
(20,15),(15,17),-0.178163 # DEPENDENCYPART_GRANDPAR
(20,15),(15,20),-1.48415 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,15),(15,21),-0.722577 # DEPENDENCYPART_GRANDPAR
(20,16),(16,5),-0.761054 # DEPENDENCYPART_GRANDPAR
(20,16),(16,8),-0.826517 # DEPENDENCYPART_GRANDPAR
(20,16),(16,11),-0.87622 # DEPENDENCYPART_GRANDPAR
(20,16),(16,13),-0.544061 # DEPENDENCYPART_GRANDPAR
(20,16),(16,14),-0.787405 # DEPENDENCYPART_GRANDPAR
(20,16),(16,15),-0.689682 # DEPENDENCYPART_GRANDPAR
(20,16),(16,17),-0.153649 # DEPENDENCYPART_GRANDPAR
(20,16),(16,20),-1.48436 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,16),(16,21),-0.723814 # DEPENDENCYPART_GRANDPAR
(20,17),(17,14),-0.562422 # DEPENDENCYPART_GRANDPAR
(20,17),(17,15),-0.493113 # DEPENDENCYPART_GRANDPAR
(20,17),(17,16),-0.485267 # DEPENDENCYPART_GRANDPAR
(20,17),(17,18),-0.440165 # DEPENDENCYPART_GRANDPAR
(20,17),(17,19),-0.150995 # DEPENDENCYPART_GRANDPAR
(20,17),(17,20),-1.59319 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,17),(17,21),-0.779213 # DEPENDENCYPART_GRANDPAR
(20,18),(18,15),-0.673425 # DEPENDENCYPART_GRANDPAR
(20,18),(18,16),-0.640167 # DEPENDENCYPART_GRANDPAR
(20,18),(18,17),-0.36822 # DEPENDENCYPART_GRANDPAR
(20,18),(18,19),0.212204 # DEPENDENCYPART_GRANDPAR
(20,19),(19,16),-0.516828 # DEPENDENCYPART_GRANDPAR
(20,19),(19,18),-0.539063 # DEPENDENCYPART_GRANDPAR
(20,19),(19,20),-1.51914 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,19),(19,21),-0.770365 # DEPENDENCYPART_GRANDPAR
