# _root_ Their debt will be well under the $ 1 million limit -- on borrowing to acquire , build , or improve a home -- that qualifies for mortgage-interest deductions .
#goldHeads=2,3,0,3,6,4,11,11,8,8,6,13,11,13,20,20,20,20,20,14,20,23,20,13,26,11,26,29,27,3,
#predictedHeads=2,3,0,3,4,4,11,11,8,8,6,4,4,13,16,14,20,20,20,4,20,23,21,23,26,23,26,29,27,3,
(4,11),(4,15),-0.0453189 # DEPENDENCYPART_SIBL
(4,11),(4,16),-0.0743824 # DEPENDENCYPART_SIBL
(4,11),(4,17),-0.0055061 # DEPENDENCYPART_SIBL
(4,11),(4,18),-0.0471484 # DEPENDENCYPART_SIBL
(4,11),(4,19),-0.0055061 # DEPENDENCYPART_SIBL
(4,11),(4,20),-0.0320918 # DEPENDENCYPART_SIBL
(4,11),(4,21),-0.0343921 # DEPENDENCYPART_SIBL
(4,11),(4,24),-0.00883638 # DEPENDENCYPART_SIBL
(4,11),(4,26),-0.0393848 # DEPENDENCYPART_SIBL
(4,11),(4,30),-0.0289263 # DEPENDENCYPART_SIBL
(4,12),(4,13),-0.0019461 # DEPENDENCYPART_SIBL
(4,12),(4,14),0.00956096 # DEPENDENCYPART_SIBL
(4,12),(4,15),-0.0264423 # DEPENDENCYPART_SIBL
(4,12),(4,16),-0.00246077 # DEPENDENCYPART_SIBL
(4,12),(4,17),-0.00383049 # DEPENDENCYPART_SIBL
(4,12),(4,18),0.00570533 # DEPENDENCYPART_SIBL
(4,12),(4,19),-0.00383049 # DEPENDENCYPART_SIBL
(4,12),(4,20),0.0131782 # DEPENDENCYPART_SIBL
(4,12),(4,21),0.00958737 # DEPENDENCYPART_SIBL
(4,12),(4,24),0.00263369 # DEPENDENCYPART_SIBL
(4,12),(4,26),0.00989493 # DEPENDENCYPART_SIBL
(4,12),(4,30),-0.0177469 # DEPENDENCYPART_SIBL
(4,13),(4,14),-0.0154436 # DEPENDENCYPART_SIBL
(4,13),(4,15),-0.0357231 # DEPENDENCYPART_SIBL
(4,13),(4,16),-0.0315589 # DEPENDENCYPART_SIBL
(4,13),(4,17),-0.00903103 # DEPENDENCYPART_SIBL
(4,13),(4,18),-0.0273214 # DEPENDENCYPART_SIBL
(4,13),(4,19),-0.00903103 # DEPENDENCYPART_SIBL
(4,13),(4,20),-0.00799164 # DEPENDENCYPART_SIBL
(4,13),(4,21),-0.0116468 # DEPENDENCYPART_SIBL
(4,13),(4,24),-0.0147904 # DEPENDENCYPART_SIBL
(4,13),(4,26),-0.0149757 # DEPENDENCYPART_SIBL
(4,13),(4,30),-0.0347745 # DEPENDENCYPART_SIBL
(4,14),(4,15),-0.0540552 # DEPENDENCYPART_SIBL
(4,14),(4,16),-0.0241447 # DEPENDENCYPART_SIBL
(4,14),(4,17),0.0242134 # DEPENDENCYPART_SIBL
(4,14),(4,18),-0.0165089 # DEPENDENCYPART_SIBL
(4,14),(4,19),0.0242134 # DEPENDENCYPART_SIBL
(4,14),(4,20),-0.0421217 # DEPENDENCYPART_SIBL
(4,14),(4,21),-0.0113711 # DEPENDENCYPART_SIBL
(4,14),(4,24),-0.00969306 # DEPENDENCYPART_SIBL
(4,14),(4,26),-0.0116342 # DEPENDENCYPART_SIBL
(4,14),(4,30),0.0122434 # DEPENDENCYPART_SIBL
(4,15),(4,16),-0.0452824 # DEPENDENCYPART_SIBL
(4,15),(4,17),-0.00949696 # DEPENDENCYPART_SIBL
(4,15),(4,18),-0.0299241 # DEPENDENCYPART_SIBL
(4,15),(4,19),-0.00949696 # DEPENDENCYPART_SIBL
(4,15),(4,20),-0.0324556 # DEPENDENCYPART_SIBL
(4,15),(4,21),-0.0373452 # DEPENDENCYPART_SIBL
(4,15),(4,24),-0.0396843 # DEPENDENCYPART_SIBL
(4,15),(4,26),-0.0314678 # DEPENDENCYPART_SIBL
(4,15),(4,30),-0.0230931 # DEPENDENCYPART_SIBL
(4,16),(4,17),0.0310007 # DEPENDENCYPART_SIBL
(4,16),(4,18),-0.00830297 # DEPENDENCYPART_SIBL
(4,16),(4,19),0.0310007 # DEPENDENCYPART_SIBL
(4,16),(4,20),-0.0328766 # DEPENDENCYPART_SIBL
(4,16),(4,21),-0.00316518 # DEPENDENCYPART_SIBL
(4,16),(4,24),0.00869008 # DEPENDENCYPART_SIBL
(4,16),(4,26),-0.0034283 # DEPENDENCYPART_SIBL
(4,16),(4,30),0.0359023 # DEPENDENCYPART_SIBL
(4,17),(4,18),0.0349833 # DEPENDENCYPART_SIBL
(4,17),(4,19),0.0402965 # DEPENDENCYPART_SIBL
(4,17),(4,20),0.0216518 # DEPENDENCYPART_SIBL
(4,17),(4,21),0.0430842 # DEPENDENCYPART_SIBL
(4,17),(4,24),0.00620492 # DEPENDENCYPART_SIBL
(4,17),(4,26),0.0411848 # DEPENDENCYPART_SIBL
(4,17),(4,30),0.012131 # DEPENDENCYPART_SIBL
(4,18),(4,19),0.00959473 # DEPENDENCYPART_SIBL
(4,18),(4,20),-0.046723 # DEPENDENCYPART_SIBL
(4,18),(4,21),-0.0164495 # DEPENDENCYPART_SIBL
(4,18),(4,24),-0.0142943 # DEPENDENCYPART_SIBL
(4,18),(4,26),-0.0167126 # DEPENDENCYPART_SIBL
(4,18),(4,30),0.00963637 # DEPENDENCYPART_SIBL
(4,19),(4,20),0.0216518 # DEPENDENCYPART_SIBL
(4,19),(4,21),0.0430842 # DEPENDENCYPART_SIBL
(4,19),(4,24),0.00620492 # DEPENDENCYPART_SIBL
(4,19),(4,26),0.0411848 # DEPENDENCYPART_SIBL
(4,19),(4,30),0.012131 # DEPENDENCYPART_SIBL
(4,20),(4,21),-0.00020369 # DEPENDENCYPART_SIBL
(4,20),(4,24),0.0383311 # DEPENDENCYPART_SIBL
(4,20),(4,26),0.000210711 # DEPENDENCYPART_SIBL
(4,20),(4,30),-0.00685712 # DEPENDENCYPART_SIBL
(4,21),(4,24),-0.0154388 # DEPENDENCYPART_SIBL
(4,21),(4,26),-0.0185981 # DEPENDENCYPART_SIBL
(4,21),(4,30),0.00342138 # DEPENDENCYPART_SIBL
(4,24),(4,26),0.00989493 # DEPENDENCYPART_SIBL
(4,24),(4,30),-0.0177469 # DEPENDENCYPART_SIBL
(4,26),(4,30),0.0122876 # DEPENDENCYPART_SIBL
(5,2),(5,4),0.0675077 # DEPENDENCYPART_SIBL
(5,2),(5,6),0.065048 # DEPENDENCYPART_SIBL
(5,2),(5,7),-0.0169286 # DEPENDENCYPART_SIBL
(5,2),(5,8),0.00481417 # DEPENDENCYPART_SIBL
(5,2),(5,9),0.00997928 # DEPENDENCYPART_SIBL
(5,2),(5,10),0.00545549 # DEPENDENCYPART_SIBL
(5,2),(5,11),0.2142 # DEPENDENCYPART_SIBL
(5,2),(5,12),0.0289352 # DEPENDENCYPART_SIBL
(5,2),(5,13),0.0694973 # DEPENDENCYPART_SIBL
(5,4),(5,6),0.0823209 # DEPENDENCYPART_SIBL
(5,4),(5,7),0.0191738 # DEPENDENCYPART_SIBL
(5,4),(5,8),0.0337667 # DEPENDENCYPART_SIBL
(5,4),(5,9),0.00797061 # DEPENDENCYPART_SIBL
(5,4),(5,10),0.0087681 # DEPENDENCYPART_SIBL
(5,4),(5,11),0.105462 # DEPENDENCYPART_SIBL
(5,4),(5,12),0.0391544 # DEPENDENCYPART_SIBL
(5,4),(5,13),0.0818481 # DEPENDENCYPART_SIBL
(5,6),(5,7),-0.0145231 # DEPENDENCYPART_SIBL
(5,6),(5,8),-0.00126227 # DEPENDENCYPART_SIBL
(5,6),(5,9),-0.0230123 # DEPENDENCYPART_SIBL
(5,6),(5,10),-0.00376556 # DEPENDENCYPART_SIBL
(5,6),(5,11),0.0222763 # DEPENDENCYPART_SIBL
(5,6),(5,12),0.0194973 # DEPENDENCYPART_SIBL
(5,6),(5,13),-0.000600279 # DEPENDENCYPART_SIBL
(5,7),(5,8),0.00763669 # DEPENDENCYPART_SIBL
(5,7),(5,9),-0.0145336 # DEPENDENCYPART_SIBL
(5,7),(5,10),0.0130523 # DEPENDENCYPART_SIBL
(5,7),(5,11),-0.0054598 # DEPENDENCYPART_SIBL
(5,7),(5,12),0.0144145 # DEPENDENCYPART_SIBL
(5,7),(5,13),0.00105933 # DEPENDENCYPART_SIBL
(5,8),(5,9),-0.0377844 # DEPENDENCYPART_SIBL
(5,8),(5,10),-0.0197524 # DEPENDENCYPART_SIBL
(5,8),(5,11),-0.00126183 # DEPENDENCYPART_SIBL
(5,8),(5,12),0.0279901 # DEPENDENCYPART_SIBL
(5,8),(5,13),0.0222401 # DEPENDENCYPART_SIBL
(5,9),(5,10),0.0700057 # DEPENDENCYPART_SIBL
(5,9),(5,11),-0.0211634 # DEPENDENCYPART_SIBL
(5,9),(5,12),-0.00840636 # DEPENDENCYPART_SIBL
(5,9),(5,13),-0.0350266 # DEPENDENCYPART_SIBL
(5,10),(5,11),-0.0157341 # DEPENDENCYPART_SIBL
(5,10),(5,12),0.00793954 # DEPENDENCYPART_SIBL
(5,10),(5,13),-0.0206895 # DEPENDENCYPART_SIBL
(5,11),(5,12),0.0335531 # DEPENDENCYPART_SIBL
(5,11),(5,13),-0.0167247 # DEPENDENCYPART_SIBL
(5,12),(5,13),-0.0432295 # DEPENDENCYPART_SIBL
(6,2),(6,5),0.0519212 # DEPENDENCYPART_SIBL
(6,2),(6,7),-0.0598921 # DEPENDENCYPART_SIBL
(6,2),(6,8),-0.0456191 # DEPENDENCYPART_SIBL
(6,2),(6,9),0.0269157 # DEPENDENCYPART_SIBL
(6,2),(6,10),0.0266494 # DEPENDENCYPART_SIBL
(6,2),(6,11),0.00735838 # DEPENDENCYPART_SIBL
(6,2),(6,12),0.013149 # DEPENDENCYPART_SIBL
(6,2),(6,13),-0.0263159 # DEPENDENCYPART_SIBL
(6,2),(6,14),-0.0334692 # DEPENDENCYPART_SIBL
(6,2),(6,15),0.011662 # DEPENDENCYPART_SIBL
(6,5),(6,7),0.050462 # DEPENDENCYPART_SIBL
(6,5),(6,8),0.0456715 # DEPENDENCYPART_SIBL
(6,5),(6,9),0.289082 # DEPENDENCYPART_SIBL
(6,5),(6,10),0.29085 # DEPENDENCYPART_SIBL
(6,5),(6,11),0.116328 # DEPENDENCYPART_SIBL
(6,5),(6,12),0.115968 # DEPENDENCYPART_SIBL
(6,5),(6,13),0.0741066 # DEPENDENCYPART_SIBL
(6,5),(6,14),0.077879 # DEPENDENCYPART_SIBL
(6,5),(6,15),0.17997 # DEPENDENCYPART_SIBL
(6,7),(6,8),-0.0288854 # DEPENDENCYPART_SIBL
(6,7),(6,9),0.0177271 # DEPENDENCYPART_SIBL
(6,7),(6,10),0.0319831 # DEPENDENCYPART_SIBL
(6,7),(6,11),-0.0421054 # DEPENDENCYPART_SIBL
(6,7),(6,12),-0.00561714 # DEPENDENCYPART_SIBL
(6,7),(6,13),0.000733682 # DEPENDENCYPART_SIBL
(6,7),(6,14),-0.0346161 # DEPENDENCYPART_SIBL
(6,7),(6,15),-0.0182421 # DEPENDENCYPART_SIBL
(6,8),(6,9),-0.0272503 # DEPENDENCYPART_SIBL
(6,8),(6,10),-0.029369 # DEPENDENCYPART_SIBL
(6,8),(6,11),-0.0548595 # DEPENDENCYPART_SIBL
(6,8),(6,12),-0.00852855 # DEPENDENCYPART_SIBL
(6,8),(6,13),0.0502775 # DEPENDENCYPART_SIBL
(6,8),(6,14),-0.0566068 # DEPENDENCYPART_SIBL
(6,8),(6,15),-0.00570823 # DEPENDENCYPART_SIBL
(6,9),(6,10),0.0327202 # DEPENDENCYPART_SIBL
(6,9),(6,11),-0.0556927 # DEPENDENCYPART_SIBL
(6,9),(6,12),-0.0310929 # DEPENDENCYPART_SIBL
(6,9),(6,13),-0.00297339 # DEPENDENCYPART_SIBL
(6,9),(6,14),-0.0337947 # DEPENDENCYPART_SIBL
(6,9),(6,15),-0.0140557 # DEPENDENCYPART_SIBL
(6,10),(6,11),-0.0434094 # DEPENDENCYPART_SIBL
(6,10),(6,12),-0.00879917 # DEPENDENCYPART_SIBL
(6,10),(6,13),0.0171615 # DEPENDENCYPART_SIBL
(6,10),(6,14),-0.0213109 # DEPENDENCYPART_SIBL
(6,10),(6,15),-0.00147781 # DEPENDENCYPART_SIBL
(6,11),(6,12),-0.0012895 # DEPENDENCYPART_SIBL
(6,11),(6,13),0.000533518 # DEPENDENCYPART_SIBL
(6,11),(6,14),-0.0336477 # DEPENDENCYPART_SIBL
(6,11),(6,15),-0.0244107 # DEPENDENCYPART_SIBL
(6,12),(6,13),-0.0114087 # DEPENDENCYPART_SIBL
(6,12),(6,14),-0.00518642 # DEPENDENCYPART_SIBL
(6,12),(6,15),-0.0283121 # DEPENDENCYPART_SIBL
(6,13),(6,14),-0.0188369 # DEPENDENCYPART_SIBL
(6,13),(6,15),-0.0172968 # DEPENDENCYPART_SIBL
(6,14),(6,15),0.00163658 # DEPENDENCYPART_SIBL
(8,5),(8,6),0.0333528 # DEPENDENCYPART_SIBL
(8,5),(8,7),0.0101401 # DEPENDENCYPART_SIBL
(8,5),(8,9),0.223405 # DEPENDENCYPART_SIBL
(8,5),(8,10),0.13905 # DEPENDENCYPART_SIBL
(8,5),(8,11),0.217994 # DEPENDENCYPART_SIBL
(8,5),(8,12),0.0609741 # DEPENDENCYPART_SIBL
(8,5),(8,13),0.0730442 # DEPENDENCYPART_SIBL
(8,5),(8,14),0.0505624 # DEPENDENCYPART_SIBL
(8,5),(8,16),0.0501283 # DEPENDENCYPART_SIBL
(8,5),(8,17),-0.0495139 # DEPENDENCYPART_SIBL
(8,5),(8,18),0.0451243 # DEPENDENCYPART_SIBL
(8,5),(8,19),-0.0495139 # DEPENDENCYPART_SIBL
(8,5),(8,20),0.0203454 # DEPENDENCYPART_SIBL
(8,5),(8,23),0.216472 # DEPENDENCYPART_SIBL
(8,5),(8,27),0.0680071 # DEPENDENCYPART_SIBL
(8,5),(8,30),0.0571331 # DEPENDENCYPART_SIBL
(8,6),(8,7),0.0296234 # DEPENDENCYPART_SIBL
(8,6),(8,9),0.0987747 # DEPENDENCYPART_SIBL
(8,6),(8,10),0.03777 # DEPENDENCYPART_SIBL
(8,6),(8,11),0.116685 # DEPENDENCYPART_SIBL
(8,6),(8,12),-0.0260678 # DEPENDENCYPART_SIBL
(8,6),(8,13),0.016098 # DEPENDENCYPART_SIBL
(8,6),(8,14),0.00666612 # DEPENDENCYPART_SIBL
(8,6),(8,16),0.00355955 # DEPENDENCYPART_SIBL
(8,6),(8,17),-0.0786233 # DEPENDENCYPART_SIBL
(8,6),(8,18),0.0107634 # DEPENDENCYPART_SIBL
(8,6),(8,19),-0.0786233 # DEPENDENCYPART_SIBL
(8,6),(8,20),-0.015168 # DEPENDENCYPART_SIBL
(8,6),(8,23),0.119585 # DEPENDENCYPART_SIBL
(8,6),(8,27),0.0221616 # DEPENDENCYPART_SIBL
(8,6),(8,30),0.0203121 # DEPENDENCYPART_SIBL
(8,7),(8,9),0.155786 # DEPENDENCYPART_SIBL
(8,7),(8,10),0.150544 # DEPENDENCYPART_SIBL
(8,7),(8,11),0.173988 # DEPENDENCYPART_SIBL
(8,7),(8,12),0.046216 # DEPENDENCYPART_SIBL
(8,7),(8,13),0.182149 # DEPENDENCYPART_SIBL
(8,7),(8,14),0.137233 # DEPENDENCYPART_SIBL
(8,7),(8,16),0.139385 # DEPENDENCYPART_SIBL
(8,7),(8,17),0.0561089 # DEPENDENCYPART_SIBL
(8,7),(8,18),0.146587 # DEPENDENCYPART_SIBL
(8,7),(8,19),0.0561089 # DEPENDENCYPART_SIBL
(8,7),(8,20),0.0320319 # DEPENDENCYPART_SIBL
(8,7),(8,23),0.175372 # DEPENDENCYPART_SIBL
(8,7),(8,27),0.21805 # DEPENDENCYPART_SIBL
(8,7),(8,30),-0.0264337 # DEPENDENCYPART_SIBL
(8,9),(8,10),0.573744 # DEPENDENCYPART_SIBL
(8,9),(8,11),0.099721 # DEPENDENCYPART_SIBL
(8,9),(8,12),0.0958335 # DEPENDENCYPART_SIBL
(8,9),(8,13),0.0790586 # DEPENDENCYPART_SIBL
(8,9),(8,14),0.142885 # DEPENDENCYPART_SIBL
(8,9),(8,16),0.130636 # DEPENDENCYPART_SIBL
(8,9),(8,17),0.137315 # DEPENDENCYPART_SIBL
(8,9),(8,18),0.112508 # DEPENDENCYPART_SIBL
(8,9),(8,19),0.137315 # DEPENDENCYPART_SIBL
(8,9),(8,20),0.0249382 # DEPENDENCYPART_SIBL
(8,9),(8,23),0.0997206 # DEPENDENCYPART_SIBL
(8,9),(8,27),0.108262 # DEPENDENCYPART_SIBL
(8,9),(8,30),0.0431082 # DEPENDENCYPART_SIBL
(8,10),(8,11),0.108499 # DEPENDENCYPART_SIBL
(8,10),(8,12),0.141475 # DEPENDENCYPART_SIBL
(8,10),(8,13),0.0994246 # DEPENDENCYPART_SIBL
(8,10),(8,14),0.169972 # DEPENDENCYPART_SIBL
(8,10),(8,16),0.157724 # DEPENDENCYPART_SIBL
(8,10),(8,17),0.142428 # DEPENDENCYPART_SIBL
(8,10),(8,18),0.133521 # DEPENDENCYPART_SIBL
(8,10),(8,19),0.142428 # DEPENDENCYPART_SIBL
(8,10),(8,20),0.00708427 # DEPENDENCYPART_SIBL
(8,10),(8,23),0.108499 # DEPENDENCYPART_SIBL
(8,10),(8,27),0.143275 # DEPENDENCYPART_SIBL
(8,10),(8,30),0.0575423 # DEPENDENCYPART_SIBL
(8,11),(8,12),0.0522484 # DEPENDENCYPART_SIBL
(8,11),(8,13),-0.0160499 # DEPENDENCYPART_SIBL
(8,11),(8,14),0.0531735 # DEPENDENCYPART_SIBL
(8,11),(8,16),0.0360916 # DEPENDENCYPART_SIBL
(8,11),(8,17),0.054244 # DEPENDENCYPART_SIBL
(8,11),(8,18),0.039068 # DEPENDENCYPART_SIBL
(8,11),(8,19),0.054244 # DEPENDENCYPART_SIBL
(8,11),(8,20),-0.0341575 # DEPENDENCYPART_SIBL
(8,11),(8,23),-0.00526119 # DEPENDENCYPART_SIBL
(8,11),(8,27),-0.0120073 # DEPENDENCYPART_SIBL
(8,11),(8,30),-0.0143277 # DEPENDENCYPART_SIBL
(8,12),(8,13),-0.0760524 # DEPENDENCYPART_SIBL
(8,12),(8,14),0.00689692 # DEPENDENCYPART_SIBL
(8,12),(8,16),0.00132099 # DEPENDENCYPART_SIBL
(8,12),(8,17),-0.0136208 # DEPENDENCYPART_SIBL
(8,12),(8,18),-0.00498885 # DEPENDENCYPART_SIBL
(8,12),(8,19),-0.0136208 # DEPENDENCYPART_SIBL
(8,12),(8,20),-0.0328237 # DEPENDENCYPART_SIBL
(8,12),(8,23),0.00612576 # DEPENDENCYPART_SIBL
(8,12),(8,27),-0.0585688 # DEPENDENCYPART_SIBL
(8,12),(8,30),-0.0166686 # DEPENDENCYPART_SIBL
(8,13),(8,14),0.00147717 # DEPENDENCYPART_SIBL
(8,13),(8,16),-0.00619251 # DEPENDENCYPART_SIBL
(8,13),(8,17),0.0176679 # DEPENDENCYPART_SIBL
(8,13),(8,18),-0.0151745 # DEPENDENCYPART_SIBL
(8,13),(8,19),0.0176679 # DEPENDENCYPART_SIBL
(8,13),(8,20),-0.0322302 # DEPENDENCYPART_SIBL
(8,13),(8,23),0.00632945 # DEPENDENCYPART_SIBL
(8,13),(8,27),-0.00723423 # DEPENDENCYPART_SIBL
(8,13),(8,30),-0.00312381 # DEPENDENCYPART_SIBL
(8,14),(8,16),0.0145386 # DEPENDENCYPART_SIBL
(8,14),(8,17),0.0841219 # DEPENDENCYPART_SIBL
(8,14),(8,18),0.00613298 # DEPENDENCYPART_SIBL
(8,14),(8,19),0.0841219 # DEPENDENCYPART_SIBL
(8,14),(8,20),-0.0536638 # DEPENDENCYPART_SIBL
(8,14),(8,23),0.00265511 # DEPENDENCYPART_SIBL
(8,14),(8,27),0.000405132 # DEPENDENCYPART_SIBL
(8,14),(8,30),0.00953988 # DEPENDENCYPART_SIBL
(8,16),(8,17),0.0781355 # DEPENDENCYPART_SIBL
(8,16),(8,18),0.00544972 # DEPENDENCYPART_SIBL
(8,16),(8,19),0.0781355 # DEPENDENCYPART_SIBL
(8,16),(8,20),-0.0538376 # DEPENDENCYPART_SIBL
(8,16),(8,23),0.00845026 # DEPENDENCYPART_SIBL
(8,16),(8,27),-0.000666013 # DEPENDENCYPART_SIBL
(8,16),(8,30),0.0160817 # DEPENDENCYPART_SIBL
(8,17),(8,18),0.0710364 # DEPENDENCYPART_SIBL
(8,17),(8,19),0.0438588 # DEPENDENCYPART_SIBL
(8,17),(8,20),-0.0217936 # DEPENDENCYPART_SIBL
(8,17),(8,23),0.036539 # DEPENDENCYPART_SIBL
(8,17),(8,27),-0.0386652 # DEPENDENCYPART_SIBL
(8,17),(8,30),-0.0438734 # DEPENDENCYPART_SIBL
(8,18),(8,19),0.0716061 # DEPENDENCYPART_SIBL
(8,18),(8,20),-0.0565164 # DEPENDENCYPART_SIBL
(8,18),(8,23),-0.0016635 # DEPENDENCYPART_SIBL
(8,18),(8,27),-0.00847466 # DEPENDENCYPART_SIBL
(8,18),(8,30),0.00789441 # DEPENDENCYPART_SIBL
(8,19),(8,20),-0.0217936 # DEPENDENCYPART_SIBL
(8,19),(8,23),0.036539 # DEPENDENCYPART_SIBL
(8,19),(8,27),-0.0386652 # DEPENDENCYPART_SIBL
(8,19),(8,30),-0.0438734 # DEPENDENCYPART_SIBL
(8,20),(8,23),-0.0427535 # DEPENDENCYPART_SIBL
(8,20),(8,27),-0.0438582 # DEPENDENCYPART_SIBL
(8,20),(8,30),-0.0687647 # DEPENDENCYPART_SIBL
(8,23),(8,27),-0.0141287 # DEPENDENCYPART_SIBL
(8,23),(8,30),-0.0192635 # DEPENDENCYPART_SIBL
(8,27),(8,30),-0.0038984 # DEPENDENCYPART_SIBL
(9,7),(9,8),0.109721 # DEPENDENCYPART_SIBL
(9,7),(9,10),0.00593306 # DEPENDENCYPART_SIBL
(9,7),(9,11),0.0940491 # DEPENDENCYPART_SIBL
(9,7),(9,12),-0.00499175 # DEPENDENCYPART_SIBL
(9,7),(9,13),0.155301 # DEPENDENCYPART_SIBL
(9,7),(9,14),0.10549 # DEPENDENCYPART_SIBL
(9,7),(9,17),0.0670466 # DEPENDENCYPART_SIBL
(9,8),(9,10),0.112879 # DEPENDENCYPART_SIBL
(9,8),(9,11),0.264321 # DEPENDENCYPART_SIBL
(9,8),(9,12),0.121932 # DEPENDENCYPART_SIBL
(9,8),(9,13),0.21739 # DEPENDENCYPART_SIBL
(9,8),(9,14),0.217662 # DEPENDENCYPART_SIBL
(9,8),(9,17),0.119656 # DEPENDENCYPART_SIBL
(9,10),(9,11),-0.0152318 # DEPENDENCYPART_SIBL
(9,10),(9,12),0.0271002 # DEPENDENCYPART_SIBL
(9,10),(9,13),-0.0338464 # DEPENDENCYPART_SIBL
(9,10),(9,14),-0.0089886 # DEPENDENCYPART_SIBL
(9,10),(9,17),-0.0161491 # DEPENDENCYPART_SIBL
(9,11),(9,12),0.0515155 # DEPENDENCYPART_SIBL
(9,11),(9,13),-0.0133433 # DEPENDENCYPART_SIBL
(9,11),(9,14),0.00712071 # DEPENDENCYPART_SIBL
(9,11),(9,17),0.0188531 # DEPENDENCYPART_SIBL
(9,12),(9,13),-0.0207131 # DEPENDENCYPART_SIBL
(9,12),(9,14),0.0274021 # DEPENDENCYPART_SIBL
(9,12),(9,17),0.0186909 # DEPENDENCYPART_SIBL
(9,13),(9,14),0.0124095 # DEPENDENCYPART_SIBL
(9,13),(9,17),0.0189844 # DEPENDENCYPART_SIBL
(9,14),(9,17),0.0665448 # DEPENDENCYPART_SIBL
(10,7),(10,8),0.0975628 # DEPENDENCYPART_SIBL
(10,7),(10,9),0.0620129 # DEPENDENCYPART_SIBL
(10,7),(10,11),0.103456 # DEPENDENCYPART_SIBL
(10,7),(10,14),0.118639 # DEPENDENCYPART_SIBL
(10,8),(10,9),0.0236403 # DEPENDENCYPART_SIBL
(10,8),(10,11),0.282324 # DEPENDENCYPART_SIBL
(10,8),(10,14),0.254806 # DEPENDENCYPART_SIBL
(10,9),(10,11),0.211788 # DEPENDENCYPART_SIBL
(10,9),(10,14),0.0591427 # DEPENDENCYPART_SIBL
(10,11),(10,14),0.0182204 # DEPENDENCYPART_SIBL
(11,1),(11,2),0.0844519 # DEPENDENCYPART_SIBL
(11,1),(11,5),0.0207066 # DEPENDENCYPART_SIBL
(11,1),(11,6),0.0146211 # DEPENDENCYPART_SIBL
(11,1),(11,7),-0.00948265 # DEPENDENCYPART_SIBL
(11,1),(11,8),0.170644 # DEPENDENCYPART_SIBL
(11,1),(11,9),0.0385109 # DEPENDENCYPART_SIBL
(11,1),(11,10),0.0212709 # DEPENDENCYPART_SIBL
(11,1),(11,12),0.0321606 # DEPENDENCYPART_SIBL
(11,1),(11,13),-0.0545954 # DEPENDENCYPART_SIBL
(11,1),(11,14),-0.10253 # DEPENDENCYPART_SIBL
(11,1),(11,15),-0.0684959 # DEPENDENCYPART_SIBL
(11,1),(11,16),-0.0848111 # DEPENDENCYPART_SIBL
(11,1),(11,17),0.118333 # DEPENDENCYPART_SIBL
(11,1),(11,19),0.118333 # DEPENDENCYPART_SIBL
(11,1),(11,20),-0.0286311 # DEPENDENCYPART_SIBL
(11,1),(11,23),0.0672429 # DEPENDENCYPART_SIBL
(11,2),(11,5),0.021634 # DEPENDENCYPART_SIBL
(11,2),(11,6),0.0161872 # DEPENDENCYPART_SIBL
(11,2),(11,7),-0.114987 # DEPENDENCYPART_SIBL
(11,2),(11,8),0.146812 # DEPENDENCYPART_SIBL
(11,2),(11,9),0.00532877 # DEPENDENCYPART_SIBL
(11,2),(11,10),-0.0204513 # DEPENDENCYPART_SIBL
(11,2),(11,12),0.0171586 # DEPENDENCYPART_SIBL
(11,2),(11,13),0.00666297 # DEPENDENCYPART_SIBL
(11,2),(11,14),-0.0419838 # DEPENDENCYPART_SIBL
(11,2),(11,15),-0.0735733 # DEPENDENCYPART_SIBL
(11,2),(11,16),-0.0555249 # DEPENDENCYPART_SIBL
(11,2),(11,17),0.0209996 # DEPENDENCYPART_SIBL
(11,2),(11,19),0.0209996 # DEPENDENCYPART_SIBL
(11,2),(11,20),-0.0562553 # DEPENDENCYPART_SIBL
(11,2),(11,23),0.0398142 # DEPENDENCYPART_SIBL
(11,5),(11,6),0.0121194 # DEPENDENCYPART_SIBL
(11,5),(11,7),0.0261932 # DEPENDENCYPART_SIBL
(11,5),(11,8),0.135836 # DEPENDENCYPART_SIBL
(11,5),(11,9),0.00172677 # DEPENDENCYPART_SIBL
(11,5),(11,10),-0.0281544 # DEPENDENCYPART_SIBL
(11,5),(11,12),0.0195033 # DEPENDENCYPART_SIBL
(11,5),(11,13),-0.000368442 # DEPENDENCYPART_SIBL
(11,5),(11,14),-0.0115444 # DEPENDENCYPART_SIBL
(11,5),(11,15),-0.000635834 # DEPENDENCYPART_SIBL
(11,5),(11,16),-0.0128757 # DEPENDENCYPART_SIBL
(11,5),(11,17),-0.0476182 # DEPENDENCYPART_SIBL
(11,5),(11,19),-0.0476182 # DEPENDENCYPART_SIBL
(11,5),(11,20),-0.0450307 # DEPENDENCYPART_SIBL
(11,5),(11,23),0.00905363 # DEPENDENCYPART_SIBL
(11,6),(11,7),0.000181394 # DEPENDENCYPART_SIBL
(11,6),(11,8),0.079809 # DEPENDENCYPART_SIBL
(11,6),(11,9),-0.0152002 # DEPENDENCYPART_SIBL
(11,6),(11,10),-0.0364103 # DEPENDENCYPART_SIBL
(11,6),(11,12),0.0227915 # DEPENDENCYPART_SIBL
(11,6),(11,13),0.034361 # DEPENDENCYPART_SIBL
(11,6),(11,14),-0.00232913 # DEPENDENCYPART_SIBL
(11,6),(11,15),-0.0150299 # DEPENDENCYPART_SIBL
