# _root_ Mr. Fromstein disclosed the planned steps , expected within a few months , as Blue Arrow posted a 2.5 % drop in its third-quarter pretax earnings .
#goldHeads=2,3,0,6,6,3,6,6,8,12,12,9,6,3,16,17,14,21,20,21,17,21,26,26,26,22,3,
#predictedHeads=2,3,0,6,6,3,3,6,8,12,12,9,3,3,16,17,14,21,20,21,17,21,26,26,26,22,3,
(2,5),(5,27),-1.38218 # DEPENDENCYPART_GRANDPAR
(2,6),(6,1),-1.00394 # DEPENDENCYPART_GRANDPAR
(2,6),(6,2),-0.956611 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,6),(6,3),-0.075968 # DEPENDENCYPART_GRANDPAR
(2,6),(6,4),-0.344714 # DEPENDENCYPART_GRANDPAR
(2,6),(6,5),-0.0655117 # DEPENDENCYPART_GRANDPAR
(2,6),(6,7),-0.178766 # DEPENDENCYPART_GRANDPAR
(2,6),(6,8),-0.332492 # DEPENDENCYPART_GRANDPAR
(2,6),(6,9),-0.425382 # DEPENDENCYPART_GRANDPAR
(2,6),(6,10),-0.968008 # DEPENDENCYPART_GRANDPAR
(2,6),(6,11),-0.137426 # DEPENDENCYPART_GRANDPAR
(2,6),(6,12),-0.439957 # DEPENDENCYPART_GRANDPAR
(2,6),(6,13),-0.448107 # DEPENDENCYPART_GRANDPAR
(2,6),(6,14),-0.525955 # DEPENDENCYPART_GRANDPAR
(2,6),(6,16),-0.298779 # DEPENDENCYPART_GRANDPAR
(2,6),(6,17),-0.468747 # DEPENDENCYPART_GRANDPAR
(2,6),(6,21),-0.914268 # DEPENDENCYPART_GRANDPAR
(2,6),(6,22),-0.754089 # DEPENDENCYPART_GRANDPAR
(2,6),(6,26),-0.63886 # DEPENDENCYPART_GRANDPAR
(2,6),(6,27),-1.27897 # DEPENDENCYPART_GRANDPAR
(2,7),(7,6),-0.120714 # DEPENDENCYPART_GRANDPAR
(2,7),(7,8),-0.450884 # DEPENDENCYPART_GRANDPAR
(2,8),(8,2),-0.966396 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,8),(8,3),-0.227466 # DEPENDENCYPART_GRANDPAR
(2,8),(8,4),-0.57602 # DEPENDENCYPART_GRANDPAR
(2,8),(8,5),-0.263316 # DEPENDENCYPART_GRANDPAR
(2,8),(8,6),-0.0646621 # DEPENDENCYPART_GRANDPAR
(2,8),(8,7),-0.445396 # DEPENDENCYPART_GRANDPAR
(2,8),(8,9),-0.453548 # DEPENDENCYPART_GRANDPAR
(2,8),(8,10),-1.111 # DEPENDENCYPART_GRANDPAR
(2,8),(8,11),-0.299375 # DEPENDENCYPART_GRANDPAR
(2,8),(8,12),-0.545733 # DEPENDENCYPART_GRANDPAR
(2,8),(8,13),-0.567298 # DEPENDENCYPART_GRANDPAR
(2,8),(8,14),-0.558882 # DEPENDENCYPART_GRANDPAR
(2,8),(8,16),-0.311545 # DEPENDENCYPART_GRANDPAR
(2,8),(8,17),-0.587084 # DEPENDENCYPART_GRANDPAR
(2,8),(8,21),-0.995495 # DEPENDENCYPART_GRANDPAR
(2,8),(8,22),-0.751343 # DEPENDENCYPART_GRANDPAR
(2,8),(8,27),-1.38805 # DEPENDENCYPART_GRANDPAR
(2,13),(13,12),-0.46032 # DEPENDENCYPART_GRANDPAR
(3,1),(1,2),0.192223 # DEPENDENCYPART_GRANDPAR
(3,1),(1,3),-1.0676 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,1),(1,5),-0.25961 # DEPENDENCYPART_GRANDPAR
(3,1),(1,6),-0.46671 # DEPENDENCYPART_GRANDPAR
(3,1),(1,7),-0.71628 # DEPENDENCYPART_GRANDPAR
(3,2),(2,1),1.18263 # DEPENDENCYPART_GRANDPAR
(3,2),(2,3),-1.06755 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,2),(2,4),-0.170926 # DEPENDENCYPART_GRANDPAR
(3,2),(2,5),-0.259565 # DEPENDENCYPART_GRANDPAR
(3,2),(2,6),-0.466661 # DEPENDENCYPART_GRANDPAR
(3,2),(2,7),-0.716053 # DEPENDENCYPART_GRANDPAR
(3,2),(2,8),-0.487833 # DEPENDENCYPART_GRANDPAR
(3,2),(2,13),-0.718302 # DEPENDENCYPART_GRANDPAR
(3,4),(4,2),-0.411559 # DEPENDENCYPART_GRANDPAR
(3,4),(4,3),-0.404213 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,4),(4,5),0.312989 # DEPENDENCYPART_GRANDPAR
(3,4),(4,7),0.0786929 # DEPENDENCYPART_GRANDPAR
(3,4),(4,8),0.099639 # DEPENDENCYPART_GRANDPAR
(3,5),(5,2),-0.342915 # DEPENDENCYPART_GRANDPAR
(3,5),(5,3),-0.580755 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,5),(5,4),0.259471 # DEPENDENCYPART_GRANDPAR
(3,5),(5,6),0.142971 # DEPENDENCYPART_GRANDPAR
(3,5),(5,7),0.0754302 # DEPENDENCYPART_GRANDPAR
(3,5),(5,8),0.0733361 # DEPENDENCYPART_GRANDPAR
(3,5),(5,9),-0.215147 # DEPENDENCYPART_GRANDPAR
(3,5),(5,12),-0.0297301 # DEPENDENCYPART_GRANDPAR
(3,5),(5,13),0.0731818 # DEPENDENCYPART_GRANDPAR
(3,5),(5,14),0.0765262 # DEPENDENCYPART_GRANDPAR
(3,5),(5,17),0.245515 # DEPENDENCYPART_GRANDPAR
(3,5),(5,27),-0.963267 # DEPENDENCYPART_GRANDPAR
(3,6),(6,1),0.086078 # DEPENDENCYPART_GRANDPAR
(3,6),(6,2),-0.439423 # DEPENDENCYPART_GRANDPAR
(3,6),(6,3),-0.306227 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,6),(6,4),0.571489 # DEPENDENCYPART_GRANDPAR
(3,6),(6,5),0.525976 # DEPENDENCYPART_GRANDPAR
(3,6),(6,7),0.0394228 # DEPENDENCYPART_GRANDPAR
(3,6),(6,8),-0.00575654 # DEPENDENCYPART_GRANDPAR
(3,6),(6,9),-0.303898 # DEPENDENCYPART_GRANDPAR
(3,6),(6,10),-0.555136 # DEPENDENCYPART_GRANDPAR
(3,6),(6,11),-0.330916 # DEPENDENCYPART_GRANDPAR
(3,6),(6,12),0.0173016 # DEPENDENCYPART_GRANDPAR
(3,6),(6,13),0.0371744 # DEPENDENCYPART_GRANDPAR
(3,6),(6,14),0.0271793 # DEPENDENCYPART_GRANDPAR
(3,6),(6,16),-0.136194 # DEPENDENCYPART_GRANDPAR
(3,6),(6,17),0.223488 # DEPENDENCYPART_GRANDPAR
(3,6),(6,21),-0.426756 # DEPENDENCYPART_GRANDPAR
(3,6),(6,22),-0.704784 # DEPENDENCYPART_GRANDPAR
(3,6),(6,26),-0.136834 # DEPENDENCYPART_GRANDPAR
(3,6),(6,27),-0.934329 # DEPENDENCYPART_GRANDPAR
(3,7),(7,6),0.0345706 # DEPENDENCYPART_GRANDPAR
(3,7),(7,8),0.0550133 # DEPENDENCYPART_GRANDPAR
(3,8),(8,2),-0.325692 # DEPENDENCYPART_GRANDPAR
(3,8),(8,3),-0.62285 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,8),(8,4),0.214149 # DEPENDENCYPART_GRANDPAR
(3,8),(8,5),0.152398 # DEPENDENCYPART_GRANDPAR
(3,8),(8,6),0.0464679 # DEPENDENCYPART_GRANDPAR
(3,8),(8,7),-0.0706542 # DEPENDENCYPART_GRANDPAR
(3,8),(8,9),-0.248191 # DEPENDENCYPART_GRANDPAR
(3,8),(8,10),-0.633758 # DEPENDENCYPART_GRANDPAR
(3,8),(8,11),-0.411753 # DEPENDENCYPART_GRANDPAR
(3,8),(8,12),-0.0788078 # DEPENDENCYPART_GRANDPAR
(3,8),(8,13),0.0367517 # DEPENDENCYPART_GRANDPAR
(3,8),(8,14),0.0407978 # DEPENDENCYPART_GRANDPAR
(3,8),(8,16),-0.169121 # DEPENDENCYPART_GRANDPAR
(3,8),(8,17),0.206277 # DEPENDENCYPART_GRANDPAR
(3,8),(8,21),-0.439638 # DEPENDENCYPART_GRANDPAR
(3,8),(8,22),-0.652703 # DEPENDENCYPART_GRANDPAR
(3,8),(8,27),-0.998509 # DEPENDENCYPART_GRANDPAR
(3,9),(9,6),0.156874 # DEPENDENCYPART_GRANDPAR
(3,9),(9,7),-0.046203 # DEPENDENCYPART_GRANDPAR
(3,9),(9,8),0.208377 # DEPENDENCYPART_GRANDPAR
(3,9),(9,10),-0.521078 # DEPENDENCYPART_GRANDPAR
(3,9),(9,11),-0.360616 # DEPENDENCYPART_GRANDPAR
(3,9),(9,12),0.119399 # DEPENDENCYPART_GRANDPAR
(3,9),(9,13),0.051274 # DEPENDENCYPART_GRANDPAR
(3,9),(9,14),-0.0812946 # DEPENDENCYPART_GRANDPAR
(3,9),(9,16),0.0240352 # DEPENDENCYPART_GRANDPAR
(3,9),(9,17),0.230672 # DEPENDENCYPART_GRANDPAR
(3,9),(9,27),-0.974082 # DEPENDENCYPART_GRANDPAR
(3,12),(12,2),-0.440673 # DEPENDENCYPART_GRANDPAR
(3,12),(12,3),-0.337709 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,12),(12,4),0.561507 # DEPENDENCYPART_GRANDPAR
(3,12),(12,5),0.499519 # DEPENDENCYPART_GRANDPAR
(3,12),(12,6),0.144592 # DEPENDENCYPART_GRANDPAR
(3,12),(12,7),0.209435 # DEPENDENCYPART_GRANDPAR
(3,12),(12,8),0.300566 # DEPENDENCYPART_GRANDPAR
(3,12),(12,10),-0.508433 # DEPENDENCYPART_GRANDPAR
(3,12),(12,11),-0.366043 # DEPENDENCYPART_GRANDPAR
(3,12),(12,13),-0.0390401 # DEPENDENCYPART_GRANDPAR
(3,12),(12,14),-0.0198349 # DEPENDENCYPART_GRANDPAR
(3,12),(12,15),-0.294385 # DEPENDENCYPART_GRANDPAR
(3,12),(12,16),-0.196435 # DEPENDENCYPART_GRANDPAR
(3,12),(12,17),0.185299 # DEPENDENCYPART_GRANDPAR
(3,12),(12,21),-0.485905 # DEPENDENCYPART_GRANDPAR
(3,12),(12,22),-0.745824 # DEPENDENCYPART_GRANDPAR
(3,12),(12,26),-0.193747 # DEPENDENCYPART_GRANDPAR
(3,12),(12,27),-0.976882 # DEPENDENCYPART_GRANDPAR
(3,13),(13,12),-0.0713968 # DEPENDENCYPART_GRANDPAR
(3,14),(14,12),0.113042 # DEPENDENCYPART_GRANDPAR
(3,14),(14,13),-0.0233101 # DEPENDENCYPART_GRANDPAR
(3,14),(14,15),-0.0961163 # DEPENDENCYPART_GRANDPAR
(3,14),(14,16),0.0033722 # DEPENDENCYPART_GRANDPAR
(3,14),(14,17),0.589286 # DEPENDENCYPART_GRANDPAR
(3,14),(14,19),-0.393822 # DEPENDENCYPART_GRANDPAR
(3,14),(14,21),-0.178346 # DEPENDENCYPART_GRANDPAR
(3,14),(14,22),-0.629397 # DEPENDENCYPART_GRANDPAR
(3,14),(14,27),-0.946141 # DEPENDENCYPART_GRANDPAR
(3,16),(16,6),0.202986 # DEPENDENCYPART_GRANDPAR
(3,16),(16,10),-0.352778 # DEPENDENCYPART_GRANDPAR
(3,16),(16,11),-0.29223 # DEPENDENCYPART_GRANDPAR
(3,16),(16,12),0.0898937 # DEPENDENCYPART_GRANDPAR
(3,16),(16,13),0.273246 # DEPENDENCYPART_GRANDPAR
(3,16),(16,14),0.00633849 # DEPENDENCYPART_GRANDPAR
(3,16),(16,15),-0.14242 # DEPENDENCYPART_GRANDPAR
(3,16),(16,17),0.200265 # DEPENDENCYPART_GRANDPAR
(3,16),(16,19),-0.485484 # DEPENDENCYPART_GRANDPAR
(3,16),(16,21),-0.458694 # DEPENDENCYPART_GRANDPAR
(3,17),(17,1),0.117246 # DEPENDENCYPART_GRANDPAR
(3,17),(17,2),-0.40823 # DEPENDENCYPART_GRANDPAR
(3,17),(17,3),-0.653611 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,17),(17,4),0.319521 # DEPENDENCYPART_GRANDPAR
(3,17),(17,5),0.24946 # DEPENDENCYPART_GRANDPAR
(3,17),(17,6),0.0599804 # DEPENDENCYPART_GRANDPAR
(3,17),(17,7),-0.136623 # DEPENDENCYPART_GRANDPAR
(3,17),(17,8),0.0251146 # DEPENDENCYPART_GRANDPAR
(3,17),(17,9),-0.247346 # DEPENDENCYPART_GRANDPAR
(3,17),(17,10),-0.589693 # DEPENDENCYPART_GRANDPAR
(3,17),(17,11),-0.53098 # DEPENDENCYPART_GRANDPAR
(3,17),(17,12),-0.0809019 # DEPENDENCYPART_GRANDPAR
(3,17),(17,13),-0.138871 # DEPENDENCYPART_GRANDPAR
(3,17),(17,14),-0.0628695 # DEPENDENCYPART_GRANDPAR
(3,17),(17,15),-0.268018 # DEPENDENCYPART_GRANDPAR
(3,17),(17,16),-0.176438 # DEPENDENCYPART_GRANDPAR
(3,17),(17,18),0.11827 # DEPENDENCYPART_GRANDPAR
(3,17),(17,19),-0.39788 # DEPENDENCYPART_GRANDPAR
(3,17),(17,20),-0.474041 # DEPENDENCYPART_GRANDPAR
(3,17),(17,21),-0.194955 # DEPENDENCYPART_GRANDPAR
(3,17),(17,22),-0.468153 # DEPENDENCYPART_GRANDPAR
(3,17),(17,23),-0.635615 # DEPENDENCYPART_GRANDPAR
(3,17),(17,24),-0.494712 # DEPENDENCYPART_GRANDPAR
(3,17),(17,26),-0.0107662 # DEPENDENCYPART_GRANDPAR
(3,17),(17,27),-0.998186 # DEPENDENCYPART_GRANDPAR
(3,21),(21,10),-0.116214 # DEPENDENCYPART_GRANDPAR
(3,21),(21,11),-0.309463 # DEPENDENCYPART_GRANDPAR
(3,21),(21,12),-0.0433973 # DEPENDENCYPART_GRANDPAR
(3,21),(21,15),-0.140008 # DEPENDENCYPART_GRANDPAR
(3,21),(21,16),-0.0553223 # DEPENDENCYPART_GRANDPAR
(3,21),(21,18),0.532894 # DEPENDENCYPART_GRANDPAR
(3,21),(21,19),-0.46489 # DEPENDENCYPART_GRANDPAR
(3,21),(21,20),-0.480001 # DEPENDENCYPART_GRANDPAR
(3,21),(21,22),-0.491021 # DEPENDENCYPART_GRANDPAR
(3,21),(21,23),-0.580072 # DEPENDENCYPART_GRANDPAR
(3,21),(21,24),-0.586909 # DEPENDENCYPART_GRANDPAR
(3,21),(21,25),-0.554413 # DEPENDENCYPART_GRANDPAR
(3,21),(21,26),-0.166945 # DEPENDENCYPART_GRANDPAR
(3,21),(21,27),-0.83722 # DEPENDENCYPART_GRANDPAR
(3,22),(22,21),-0.251612 # DEPENDENCYPART_GRANDPAR
(3,22),(22,23),-0.759159 # DEPENDENCYPART_GRANDPAR
(3,22),(22,24),-0.630143 # DEPENDENCYPART_GRANDPAR
(3,22),(22,25),-0.596 # DEPENDENCYPART_GRANDPAR
(3,22),(22,26),-0.220194 # DEPENDENCYPART_GRANDPAR
(3,27),(27,26),-0.344137 # DEPENDENCYPART_GRANDPAR
(4,2),(2,1),-0.135081 # DEPENDENCYPART_GRANDPAR
(4,2),(2,3),-0.147423 # DEPENDENCYPART_GRANDPAR
(4,2),(2,4),-1.73494 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,2),(2,5),-0.575254 # DEPENDENCYPART_GRANDPAR
(4,2),(2,6),-0.686846 # DEPENDENCYPART_GRANDPAR
(4,2),(2,7),-0.975984 # DEPENDENCYPART_GRANDPAR
(4,2),(2,8),-1.00616 # DEPENDENCYPART_GRANDPAR
(4,2),(2,13),-1.00116 # DEPENDENCYPART_GRANDPAR
(4,3),(3,1),-0.432903 # DEPENDENCYPART_GRANDPAR
(4,3),(3,2),-0.407468 # DEPENDENCYPART_GRANDPAR
(4,3),(3,4),-1.7218 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,3),(3,5),-0.555622 # DEPENDENCYPART_GRANDPAR
(4,3),(3,6),-0.644469 # DEPENDENCYPART_GRANDPAR
(4,3),(3,7),-0.803743 # DEPENDENCYPART_GRANDPAR
(4,3),(3,8),-0.987018 # DEPENDENCYPART_GRANDPAR
(4,3),(3,9),-0.929981 # DEPENDENCYPART_GRANDPAR
(4,3),(3,12),-1.16519 # DEPENDENCYPART_GRANDPAR
(4,3),(3,13),-0.82892 # DEPENDENCYPART_GRANDPAR
(4,3),(3,14),-1.13918 # DEPENDENCYPART_GRANDPAR
(4,3),(3,16),-1.30544 # DEPENDENCYPART_GRANDPAR
(4,3),(3,17),-1.27805 # DEPENDENCYPART_GRANDPAR
(4,3),(3,21),-1.32263 # DEPENDENCYPART_GRANDPAR
(4,3),(3,22),-1.17084 # DEPENDENCYPART_GRANDPAR
(4,3),(3,27),-1.96762 # DEPENDENCYPART_GRANDPAR
(4,5),(5,2),-0.871629 # DEPENDENCYPART_GRANDPAR
(4,5),(5,3),-0.667217 # DEPENDENCYPART_GRANDPAR
(4,5),(5,4),-1.39269 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,5),(5,6),-0.18432 # DEPENDENCYPART_GRANDPAR
(4,5),(5,7),-0.373795 # DEPENDENCYPART_GRANDPAR
(4,5),(5,8),-0.553576 # DEPENDENCYPART_GRANDPAR
(4,5),(5,9),-0.414828 # DEPENDENCYPART_GRANDPAR
(4,5),(5,12),-0.726747 # DEPENDENCYPART_GRANDPAR
(4,5),(5,13),-0.398972 # DEPENDENCYPART_GRANDPAR
(4,5),(5,14),-0.618411 # DEPENDENCYPART_GRANDPAR
(4,5),(5,17),-0.913721 # DEPENDENCYPART_GRANDPAR
(4,5),(5,27),-1.67378 # DEPENDENCYPART_GRANDPAR
(4,7),(7,6),-0.280324 # DEPENDENCYPART_GRANDPAR
(4,7),(7,8),-0.590279 # DEPENDENCYPART_GRANDPAR
(4,8),(8,2),-0.872106 # DEPENDENCYPART_GRANDPAR
(4,8),(8,3),-0.667037 # DEPENDENCYPART_GRANDPAR
(4,8),(8,4),-1.39546 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,8),(8,5),-0.11611 # DEPENDENCYPART_GRANDPAR
(4,8),(8,6),-0.186963 # DEPENDENCYPART_GRANDPAR
(4,8),(8,7),-0.471229 # DEPENDENCYPART_GRANDPAR
(4,8),(8,9),-0.40699 # DEPENDENCYPART_GRANDPAR
(4,8),(8,10),-0.590179 # DEPENDENCYPART_GRANDPAR
(4,8),(8,11),-0.53331 # DEPENDENCYPART_GRANDPAR
(4,8),(8,12),-0.724037 # DEPENDENCYPART_GRANDPAR
(4,8),(8,13),-0.375344 # DEPENDENCYPART_GRANDPAR
(4,8),(8,14),-0.613863 # DEPENDENCYPART_GRANDPAR
(4,8),(8,16),-0.858898 # DEPENDENCYPART_GRANDPAR
(4,8),(8,17),-0.91197 # DEPENDENCYPART_GRANDPAR
(4,8),(8,21),-0.958169 # DEPENDENCYPART_GRANDPAR
(4,8),(8,22),-0.615557 # DEPENDENCYPART_GRANDPAR
(4,8),(8,27),-1.67144 # DEPENDENCYPART_GRANDPAR
(5,2),(2,1),0.198055 # DEPENDENCYPART_GRANDPAR
(5,2),(2,3),-0.0571491 # DEPENDENCYPART_GRANDPAR
(5,2),(2,4),0.253233 # DEPENDENCYPART_GRANDPAR
(5,2),(2,5),-1.51186 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,2),(2,6),-0.458436 # DEPENDENCYPART_GRANDPAR
(5,2),(2,7),-1.01169 # DEPENDENCYPART_GRANDPAR
(5,2),(2,8),-0.706434 # DEPENDENCYPART_GRANDPAR
(5,2),(2,13),-1.11935 # DEPENDENCYPART_GRANDPAR
(5,3),(3,1),-0.138654 # DEPENDENCYPART_GRANDPAR
(5,3),(3,2),-0.185674 # DEPENDENCYPART_GRANDPAR
(5,3),(3,4),-0.0817714 # DEPENDENCYPART_GRANDPAR
(5,3),(3,5),-1.49408 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,3),(3,6),-0.415792 # DEPENDENCYPART_GRANDPAR
(5,3),(3,7),-0.840735 # DEPENDENCYPART_GRANDPAR
(5,3),(3,8),-0.689153 # DEPENDENCYPART_GRANDPAR
(5,3),(3,9),-0.842913 # DEPENDENCYPART_GRANDPAR
(5,3),(3,12),-0.589195 # DEPENDENCYPART_GRANDPAR
(5,3),(3,13),-0.948388 # DEPENDENCYPART_GRANDPAR
(5,3),(3,14),-0.931322 # DEPENDENCYPART_GRANDPAR
(5,3),(3,16),-1.3215 # DEPENDENCYPART_GRANDPAR
(5,3),(3,17),-0.947545 # DEPENDENCYPART_GRANDPAR
(5,3),(3,21),-1.14024 # DEPENDENCYPART_GRANDPAR
(5,3),(3,22),-1.19133 # DEPENDENCYPART_GRANDPAR
(5,3),(3,27),-1.3938 # DEPENDENCYPART_GRANDPAR
(5,4),(4,2),-0.202169 # DEPENDENCYPART_GRANDPAR
(5,4),(4,3),-0.0845402 # DEPENDENCYPART_GRANDPAR
(5,4),(4,5),-1.50761 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,4),(4,7),-0.870042 # DEPENDENCYPART_GRANDPAR
(5,4),(4,8),-0.702183 # DEPENDENCYPART_GRANDPAR
(5,6),(6,1),-0.663734 # DEPENDENCYPART_GRANDPAR
(5,6),(6,2),-0.740399 # DEPENDENCYPART_GRANDPAR
(5,6),(6,3),-0.702738 # DEPENDENCYPART_GRANDPAR
(5,6),(6,4),-0.683823 # DEPENDENCYPART_GRANDPAR
(5,6),(6,5),-0.939919 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,6),(6,7),-0.341796 # DEPENDENCYPART_GRANDPAR
(5,6),(6,8),-0.162323 # DEPENDENCYPART_GRANDPAR
(5,6),(6,9),-0.542495 # DEPENDENCYPART_GRANDPAR
(5,6),(6,10),-0.937604 # DEPENDENCYPART_GRANDPAR
(5,6),(6,11),-0.355705 # DEPENDENCYPART_GRANDPAR
(5,6),(6,12),-0.0182759 # DEPENDENCYPART_GRANDPAR
(5,6),(6,13),-0.449449 # DEPENDENCYPART_GRANDPAR
(5,6),(6,14),-0.564501 # DEPENDENCYPART_GRANDPAR
(5,6),(6,16),-0.763063 # DEPENDENCYPART_GRANDPAR
(5,6),(6,17),-0.439539 # DEPENDENCYPART_GRANDPAR
(5,6),(6,21),-0.612058 # DEPENDENCYPART_GRANDPAR
(5,6),(6,22),-0.887457 # DEPENDENCYPART_GRANDPAR
(5,6),(6,26),-0.754981 # DEPENDENCYPART_GRANDPAR
(5,6),(6,27),-0.96211 # DEPENDENCYPART_GRANDPAR
(5,7),(7,6),-0.0315326 # DEPENDENCYPART_GRANDPAR
(5,7),(7,8),-0.221857 # DEPENDENCYPART_GRANDPAR
(5,8),(8,2),-0.650147 # DEPENDENCYPART_GRANDPAR
(5,8),(8,3),-0.616791 # DEPENDENCYPART_GRANDPAR
(5,8),(8,4),-0.459378 # DEPENDENCYPART_GRANDPAR
(5,8),(8,5),-1.17497 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,8),(8,6),-0.040771 # DEPENDENCYPART_GRANDPAR
(5,8),(8,7),-0.547215 # DEPENDENCYPART_GRANDPAR
(5,8),(8,9),-0.472051 # DEPENDENCYPART_GRANDPAR
(5,8),(8,10),-1.01159 # DEPENDENCYPART_GRANDPAR
(5,8),(8,11),-0.452818 # DEPENDENCYPART_GRANDPAR
(5,8),(8,12),-0.100284 # DEPENDENCYPART_GRANDPAR
(5,8),(8,13),-0.422915 # DEPENDENCYPART_GRANDPAR
(5,8),(8,14),-0.541127 # DEPENDENCYPART_GRANDPAR
(5,8),(8,16),-0.78213 # DEPENDENCYPART_GRANDPAR
(5,8),(8,17),-0.500128 # DEPENDENCYPART_GRANDPAR
(5,8),(8,21),-0.691492 # DEPENDENCYPART_GRANDPAR
(5,8),(8,22),-0.838015 # DEPENDENCYPART_GRANDPAR
(5,8),(8,27),-1.01307 # DEPENDENCYPART_GRANDPAR
(5,9),(9,6),0.104026 # DEPENDENCYPART_GRANDPAR
(5,9),(9,7),-0.425246 # DEPENDENCYPART_GRANDPAR
(5,9),(9,8),-0.193984 # DEPENDENCYPART_GRANDPAR
(5,9),(9,10),-0.876709 # DEPENDENCYPART_GRANDPAR
(5,9),(9,11),-0.323101 # DEPENDENCYPART_GRANDPAR
(5,9),(9,12),0.249172 # DEPENDENCYPART_GRANDPAR
(5,9),(9,13),-0.274237 # DEPENDENCYPART_GRANDPAR
(5,9),(9,14),-0.456004 # DEPENDENCYPART_GRANDPAR
(5,9),(9,16),-0.516089 # DEPENDENCYPART_GRANDPAR
(5,9),(9,17),-0.382132 # DEPENDENCYPART_GRANDPAR
(5,9),(9,27),-0.911646 # DEPENDENCYPART_GRANDPAR
(5,12),(12,2),-0.740414 # DEPENDENCYPART_GRANDPAR
(5,12),(12,3),-0.702872 # DEPENDENCYPART_GRANDPAR
(5,12),(12,4),-0.683601 # DEPENDENCYPART_GRANDPAR
(5,12),(12,5),-0.964534 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,12),(12,6),-0.0251113 # DEPENDENCYPART_GRANDPAR
(5,12),(12,7),-0.375751 # DEPENDENCYPART_GRANDPAR
(5,12),(12,8),-0.143114 # DEPENDENCYPART_GRANDPAR
(5,12),(12,10),-1.03343 # DEPENDENCYPART_GRANDPAR
(5,12),(12,11),-0.572684 # DEPENDENCYPART_GRANDPAR
(5,12),(12,13),-0.528773 # DEPENDENCYPART_GRANDPAR
(5,12),(12,14),-0.625144 # DEPENDENCYPART_GRANDPAR
(5,12),(12,15),-1.07489 # DEPENDENCYPART_GRANDPAR
(5,12),(12,16),-0.824977 # DEPENDENCYPART_GRANDPAR
(5,12),(12,17),-0.47957 # DEPENDENCYPART_GRANDPAR
(5,12),(12,21),-0.679628 # DEPENDENCYPART_GRANDPAR
(5,12),(12,22),-0.945635 # DEPENDENCYPART_GRANDPAR
(5,12),(12,26),-0.813931 # DEPENDENCYPART_GRANDPAR
(5,12),(12,27),-1.00668 # DEPENDENCYPART_GRANDPAR
(5,13),(13,12),-0.180049 # DEPENDENCYPART_GRANDPAR
(5,14),(14,12),-0.048558 # DEPENDENCYPART_GRANDPAR
(5,14),(14,13),-0.513093 # DEPENDENCYPART_GRANDPAR
(5,14),(14,15),-0.843362 # DEPENDENCYPART_GRANDPAR
(5,14),(14,16),-0.592738 # DEPENDENCYPART_GRANDPAR
(5,14),(14,17),-0.281669 # DEPENDENCYPART_GRANDPAR
(5,14),(14,19),-0.471684 # DEPENDENCYPART_GRANDPAR
(5,14),(14,21),-0.450981 # DEPENDENCYPART_GRANDPAR
(5,14),(14,22),-0.71363 # DEPENDENCYPART_GRANDPAR
(5,14),(14,27),-0.974697 # DEPENDENCYPART_GRANDPAR
(5,17),(17,1),-0.597316 # DEPENDENCYPART_GRANDPAR
(5,17),(17,2),-0.67396 # DEPENDENCYPART_GRANDPAR
(5,17),(17,3),-0.653925 # DEPENDENCYPART_GRANDPAR
(5,17),(17,4),-0.510046 # DEPENDENCYPART_GRANDPAR
(5,17),(17,5),-1.05504 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,17),(17,6),-0.0730031 # DEPENDENCYPART_GRANDPAR
(5,17),(17,7),-0.540655 # DEPENDENCYPART_GRANDPAR
(5,17),(17,8),-0.258787 # DEPENDENCYPART_GRANDPAR
(5,17),(17,9),-0.473866 # DEPENDENCYPART_GRANDPAR
(5,17),(17,10),-0.986742 # DEPENDENCYPART_GRANDPAR
(5,17),(17,11),-0.625147 # DEPENDENCYPART_GRANDPAR
(5,17),(17,12),-0.254396 # DEPENDENCYPART_GRANDPAR
(5,17),(17,13),-0.648307 # DEPENDENCYPART_GRANDPAR
(5,17),(17,14),-0.615043 # DEPENDENCYPART_GRANDPAR
