# _root_ The builders like the subsidies , but at the same time they tend to be fiscal conservatives in terms of major issues , such as the balanced-budget amendment . ''
#goldHeads=2,3,0,5,3,3,3,13,11,11,8,13,7,13,14,17,15,15,18,19,22,20,22,25,22,28,28,25,3,3,
#predictedHeads=2,3,0,5,3,3,3,13,11,11,8,13,7,13,14,17,15,17,18,19,22,20,22,25,22,28,28,25,3,3,
(24,26),(24,28),-0.0661359 # DEPENDENCYPART_SIBL
(24,27),(24,28),-0.0630499 # DEPENDENCYPART_SIBL
(25,23),(25,24),-0.0357206 # DEPENDENCYPART_SIBL
(25,23),(25,26),0.080651 # DEPENDENCYPART_SIBL
(25,23),(25,27),0.0570294 # DEPENDENCYPART_SIBL
(25,23),(25,28),-0.127772 # DEPENDENCYPART_SIBL
(25,23),(25,30),-0.074222 # DEPENDENCYPART_SIBL
(25,24),(25,26),0.198945 # DEPENDENCYPART_SIBL
(25,24),(25,27),0.0258815 # DEPENDENCYPART_SIBL
(25,24),(25,28),0.29445 # DEPENDENCYPART_SIBL
(25,24),(25,30),0.00835656 # DEPENDENCYPART_SIBL
(25,26),(25,27),-0.190561 # DEPENDENCYPART_SIBL
(25,26),(25,28),-0.483202 # DEPENDENCYPART_SIBL
(25,26),(25,30),-0.159321 # DEPENDENCYPART_SIBL
(25,27),(25,28),-0.461727 # DEPENDENCYPART_SIBL
(25,27),(25,30),-0.0670277 # DEPENDENCYPART_SIBL
(25,28),(25,30),-0.12326 # DEPENDENCYPART_SIBL
(27,24),(27,26),0.0732348 # DEPENDENCYPART_SIBL
(28,21),(28,23),0.274757 # DEPENDENCYPART_SIBL
(28,21),(28,24),-0.0363425 # DEPENDENCYPART_SIBL
(28,21),(28,26),-0.584493 # DEPENDENCYPART_SIBL
(28,21),(28,27),0.021005 # DEPENDENCYPART_SIBL
(28,21),(28,29),-0.0288379 # DEPENDENCYPART_SIBL
(28,21),(28,30),0.0374872 # DEPENDENCYPART_SIBL
(28,23),(28,24),0.0671016 # DEPENDENCYPART_SIBL
(28,23),(28,26),-0.0830537 # DEPENDENCYPART_SIBL
(28,23),(28,27),0.140495 # DEPENDENCYPART_SIBL
(28,23),(28,29),0.0626414 # DEPENDENCYPART_SIBL
(28,23),(28,30),0.00648007 # DEPENDENCYPART_SIBL
(28,24),(28,26),-0.199321 # DEPENDENCYPART_SIBL
(28,24),(28,27),0.171225 # DEPENDENCYPART_SIBL
(28,24),(28,29),-0.12977 # DEPENDENCYPART_SIBL
(28,24),(28,30),-0.0585969 # DEPENDENCYPART_SIBL
(28,26),(28,27),0.223662 # DEPENDENCYPART_SIBL
(28,26),(28,29),-0.108489 # DEPENDENCYPART_SIBL
(28,26),(28,30),0.0722613 # DEPENDENCYPART_SIBL
(28,27),(28,29),0.00162946 # DEPENDENCYPART_SIBL
(28,27),(28,30),0.054966 # DEPENDENCYPART_SIBL
(28,29),(28,30),0.760895 # DEPENDENCYPART_SIBL
(29,28),(29,30),-0.0467035 # DEPENDENCYPART_SIBL
(0,2),(2,1),-0.419932 # DEPENDENCYPART_GRANDPAR
(0,2),(2,3),0.344435 # DEPENDENCYPART_GRANDPAR
(0,2),(2,5),0.013518 # DEPENDENCYPART_GRANDPAR
(0,2),(2,6),0.195123 # DEPENDENCYPART_GRANDPAR
(0,2),(2,7),0.179716 # DEPENDENCYPART_GRANDPAR
(0,2),(2,8),-0.4247 # DEPENDENCYPART_GRANDPAR
(0,2),(2,13),-0.371413 # DEPENDENCYPART_GRANDPAR
(0,3),(3,1),-0.305282 # DEPENDENCYPART_GRANDPAR
(0,3),(3,2),0.466883 # DEPENDENCYPART_GRANDPAR
(0,3),(3,4),-0.582634 # DEPENDENCYPART_GRANDPAR
(0,3),(3,5),0.236421 # DEPENDENCYPART_GRANDPAR
(0,3),(3,6),0.4343 # DEPENDENCYPART_GRANDPAR
(0,3),(3,7),0.481178 # DEPENDENCYPART_GRANDPAR
(0,3),(3,8),-0.017502 # DEPENDENCYPART_GRANDPAR
(0,3),(3,10),-0.186662 # DEPENDENCYPART_GRANDPAR
(0,3),(3,11),0.253592 # DEPENDENCYPART_GRANDPAR
(0,3),(3,12),-0.376771 # DEPENDENCYPART_GRANDPAR
(0,3),(3,13),-0.225102 # DEPENDENCYPART_GRANDPAR
(0,3),(3,14),-0.0508578 # DEPENDENCYPART_GRANDPAR
(0,3),(3,15),-0.189018 # DEPENDENCYPART_GRANDPAR
(0,3),(3,17),0.309244 # DEPENDENCYPART_GRANDPAR
(0,3),(3,18),-0.086747 # DEPENDENCYPART_GRANDPAR
(0,3),(3,19),-0.741707 # DEPENDENCYPART_GRANDPAR
(0,3),(3,20),-0.41492 # DEPENDENCYPART_GRANDPAR
(0,3),(3,23),-0.332523 # DEPENDENCYPART_GRANDPAR
(0,3),(3,25),-0.304808 # DEPENDENCYPART_GRANDPAR
(0,3),(3,29),1.09779 # DEPENDENCYPART_GRANDPAR
(0,3),(3,30),1.16736 # DEPENDENCYPART_GRANDPAR
(0,13),(13,2),0.382549 # DEPENDENCYPART_GRANDPAR
(0,13),(13,3),0.154885 # DEPENDENCYPART_GRANDPAR
(0,13),(13,4),-1.0669 # DEPENDENCYPART_GRANDPAR
(0,13),(13,5),-0.146063 # DEPENDENCYPART_GRANDPAR
(0,13),(13,6),0.578461 # DEPENDENCYPART_GRANDPAR
(0,13),(13,7),-0.550494 # DEPENDENCYPART_GRANDPAR
(0,13),(13,8),-0.621447 # DEPENDENCYPART_GRANDPAR
(0,13),(13,9),-1.55928 # DEPENDENCYPART_GRANDPAR
(0,13),(13,10),-0.531325 # DEPENDENCYPART_GRANDPAR
(0,13),(13,11),-0.140568 # DEPENDENCYPART_GRANDPAR
(0,13),(13,12),-0.444897 # DEPENDENCYPART_GRANDPAR
(0,13),(13,14),-0.0843598 # DEPENDENCYPART_GRANDPAR
(0,13),(13,15),-0.303397 # DEPENDENCYPART_GRANDPAR
(0,13),(13,16),-0.869862 # DEPENDENCYPART_GRANDPAR
(0,13),(13,17),0.217488 # DEPENDENCYPART_GRANDPAR
(0,13),(13,18),-0.222448 # DEPENDENCYPART_GRANDPAR
(0,13),(13,19),-0.833463 # DEPENDENCYPART_GRANDPAR
(0,13),(13,20),-0.53666 # DEPENDENCYPART_GRANDPAR
(0,13),(13,22),-0.223803 # DEPENDENCYPART_GRANDPAR
(0,13),(13,23),-0.516151 # DEPENDENCYPART_GRANDPAR
(0,13),(13,25),-0.437039 # DEPENDENCYPART_GRANDPAR
(0,13),(13,28),-0.258079 # DEPENDENCYPART_GRANDPAR
(0,13),(13,29),0.958172 # DEPENDENCYPART_GRANDPAR
(0,13),(13,30),1.0086 # DEPENDENCYPART_GRANDPAR
(1,7),(7,5),-0.806268 # DEPENDENCYPART_GRANDPAR
(1,7),(7,6),-0.692762 # DEPENDENCYPART_GRANDPAR
(1,7),(7,8),-0.530565 # DEPENDENCYPART_GRANDPAR
(1,7),(7,9),-0.687337 # DEPENDENCYPART_GRANDPAR
(1,7),(7,10),-0.628373 # DEPENDENCYPART_GRANDPAR
(1,7),(7,11),-0.997397 # DEPENDENCYPART_GRANDPAR
(1,7),(7,13),-0.915735 # DEPENDENCYPART_GRANDPAR
(1,7),(7,14),-0.844836 # DEPENDENCYPART_GRANDPAR
(2,1),(1,7),-0.870535 # DEPENDENCYPART_GRANDPAR
(2,3),(3,1),-0.885572 # DEPENDENCYPART_GRANDPAR
(2,3),(3,2),-0.64723 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,3),(3,4),-0.123862 # DEPENDENCYPART_GRANDPAR
(2,3),(3,5),0.137737 # DEPENDENCYPART_GRANDPAR
(2,3),(3,6),-0.11801 # DEPENDENCYPART_GRANDPAR
(2,3),(3,7),-0.308512 # DEPENDENCYPART_GRANDPAR
(2,3),(3,8),-0.044805 # DEPENDENCYPART_GRANDPAR
(2,3),(3,10),-0.423052 # DEPENDENCYPART_GRANDPAR
(2,3),(3,11),-0.18364 # DEPENDENCYPART_GRANDPAR
(2,3),(3,12),-0.346416 # DEPENDENCYPART_GRANDPAR
(2,3),(3,13),-0.314515 # DEPENDENCYPART_GRANDPAR
(2,3),(3,14),-0.463242 # DEPENDENCYPART_GRANDPAR
(2,3),(3,15),-0.545889 # DEPENDENCYPART_GRANDPAR
(2,3),(3,17),-0.522055 # DEPENDENCYPART_GRANDPAR
(2,3),(3,18),-0.568041 # DEPENDENCYPART_GRANDPAR
(2,3),(3,19),-0.656117 # DEPENDENCYPART_GRANDPAR
(2,3),(3,20),-0.598312 # DEPENDENCYPART_GRANDPAR
(2,3),(3,23),-0.623414 # DEPENDENCYPART_GRANDPAR
(2,3),(3,25),-0.787839 # DEPENDENCYPART_GRANDPAR
(2,3),(3,29),-1.1237 # DEPENDENCYPART_GRANDPAR
(2,3),(3,30),-0.678164 # DEPENDENCYPART_GRANDPAR
(2,5),(5,1),-1.03272 # DEPENDENCYPART_GRANDPAR
(2,5),(5,2),-0.780267 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,5),(5,3),0.028415 # DEPENDENCYPART_GRANDPAR
(2,5),(5,4),-0.0886883 # DEPENDENCYPART_GRANDPAR
(2,5),(5,6),-0.0728863 # DEPENDENCYPART_GRANDPAR
(2,5),(5,7),-0.26254 # DEPENDENCYPART_GRANDPAR
(2,5),(5,8),-0.400176 # DEPENDENCYPART_GRANDPAR
(2,5),(5,10),-0.622781 # DEPENDENCYPART_GRANDPAR
(2,5),(5,11),-0.457279 # DEPENDENCYPART_GRANDPAR
(2,5),(5,13),-0.329277 # DEPENDENCYPART_GRANDPAR
(2,5),(5,14),-0.718219 # DEPENDENCYPART_GRANDPAR
(2,5),(5,17),-0.563706 # DEPENDENCYPART_GRANDPAR
(2,5),(5,18),-0.868505 # DEPENDENCYPART_GRANDPAR
(2,5),(5,20),-0.707722 # DEPENDENCYPART_GRANDPAR
(2,5),(5,23),-0.57829 # DEPENDENCYPART_GRANDPAR
(2,5),(5,25),-1.06862 # DEPENDENCYPART_GRANDPAR
(2,5),(5,29),-1.12315 # DEPENDENCYPART_GRANDPAR
(2,6),(6,5),-0.258812 # DEPENDENCYPART_GRANDPAR
(2,6),(6,7),-0.499793 # DEPENDENCYPART_GRANDPAR
(2,7),(7,5),-0.351105 # DEPENDENCYPART_GRANDPAR
(2,7),(7,6),-0.399232 # DEPENDENCYPART_GRANDPAR
(2,7),(7,8),-0.377269 # DEPENDENCYPART_GRANDPAR
(2,7),(7,9),-0.492124 # DEPENDENCYPART_GRANDPAR
(2,7),(7,10),-0.459164 # DEPENDENCYPART_GRANDPAR
(2,7),(7,11),-0.242829 # DEPENDENCYPART_GRANDPAR
(2,7),(7,13),-0.34303 # DEPENDENCYPART_GRANDPAR
(2,7),(7,14),-0.815091 # DEPENDENCYPART_GRANDPAR
(2,8),(8,6),-0.232144 # DEPENDENCYPART_GRANDPAR
(2,8),(8,7),-0.147757 # DEPENDENCYPART_GRANDPAR
(2,8),(8,9),-0.463172 # DEPENDENCYPART_GRANDPAR
(2,8),(8,10),-0.597629 # DEPENDENCYPART_GRANDPAR
(2,8),(8,11),-0.405879 # DEPENDENCYPART_GRANDPAR
(2,8),(8,12),-0.649752 # DEPENDENCYPART_GRANDPAR
(2,8),(8,13),-0.599086 # DEPENDENCYPART_GRANDPAR
(2,8),(8,14),-0.798645 # DEPENDENCYPART_GRANDPAR
(2,8),(8,15),-0.735681 # DEPENDENCYPART_GRANDPAR
(2,8),(8,17),-0.756054 # DEPENDENCYPART_GRANDPAR
(2,8),(8,18),-0.811473 # DEPENDENCYPART_GRANDPAR
(2,8),(8,29),-1.3269 # DEPENDENCYPART_GRANDPAR
(2,13),(13,2),-0.721245 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(2,13),(13,3),0.00674162 # DEPENDENCYPART_GRANDPAR
(2,13),(13,4),-0.187622 # DEPENDENCYPART_GRANDPAR
(2,13),(13,5),-0.138753 # DEPENDENCYPART_GRANDPAR
(2,13),(13,6),-0.270546 # DEPENDENCYPART_GRANDPAR
(2,13),(13,7),-0.23873 # DEPENDENCYPART_GRANDPAR
(2,13),(13,8),-0.313744 # DEPENDENCYPART_GRANDPAR
(2,13),(13,9),-0.365422 # DEPENDENCYPART_GRANDPAR
(2,13),(13,10),-0.542326 # DEPENDENCYPART_GRANDPAR
(2,13),(13,11),-0.454266 # DEPENDENCYPART_GRANDPAR
(2,13),(13,12),-0.174047 # DEPENDENCYPART_GRANDPAR
(2,13),(13,14),-0.549865 # DEPENDENCYPART_GRANDPAR
(2,13),(13,15),-0.649609 # DEPENDENCYPART_GRANDPAR
(2,13),(13,16),-0.54477 # DEPENDENCYPART_GRANDPAR
(2,13),(13,17),-0.614558 # DEPENDENCYPART_GRANDPAR
(2,13),(13,18),-0.682901 # DEPENDENCYPART_GRANDPAR
(2,13),(13,19),-0.748619 # DEPENDENCYPART_GRANDPAR
(2,13),(13,20),-0.704544 # DEPENDENCYPART_GRANDPAR
(2,13),(13,22),-0.434707 # DEPENDENCYPART_GRANDPAR
(2,13),(13,23),-0.775821 # DEPENDENCYPART_GRANDPAR
(2,13),(13,25),-0.903709 # DEPENDENCYPART_GRANDPAR
(2,13),(13,28),-0.721031 # DEPENDENCYPART_GRANDPAR
(2,13),(13,29),-1.24458 # DEPENDENCYPART_GRANDPAR
(2,13),(13,30),-0.805039 # DEPENDENCYPART_GRANDPAR
(3,1),(1,7),-0.183059 # DEPENDENCYPART_GRANDPAR
(3,2),(2,1),0.260385 # DEPENDENCYPART_GRANDPAR
(3,2),(2,3),-1.18133 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,2),(2,5),-0.100107 # DEPENDENCYPART_GRANDPAR
(3,2),(2,6),-0.637911 # DEPENDENCYPART_GRANDPAR
(3,2),(2,7),-0.140493 # DEPENDENCYPART_GRANDPAR
(3,2),(2,8),-0.3418 # DEPENDENCYPART_GRANDPAR
(3,2),(2,13),-0.195546 # DEPENDENCYPART_GRANDPAR
(3,4),(4,6),-0.0072653 # DEPENDENCYPART_GRANDPAR
(3,4),(4,7),0.215835 # DEPENDENCYPART_GRANDPAR
(3,4),(4,8),-0.147035 # DEPENDENCYPART_GRANDPAR
(3,5),(5,1),-0.352495 # DEPENDENCYPART_GRANDPAR
(3,5),(5,2),-0.710443 # DEPENDENCYPART_GRANDPAR
(3,5),(5,3),-0.300376 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,5),(5,4),0.372932 # DEPENDENCYPART_GRANDPAR
(3,5),(5,6),-0.116313 # DEPENDENCYPART_GRANDPAR
(3,5),(5,7),0.118864 # DEPENDENCYPART_GRANDPAR
(3,5),(5,8),-0.320431 # DEPENDENCYPART_GRANDPAR
(3,5),(5,10),-0.277738 # DEPENDENCYPART_GRANDPAR
(3,5),(5,11),0.0824523 # DEPENDENCYPART_GRANDPAR
(3,5),(5,13),0.228426 # DEPENDENCYPART_GRANDPAR
(3,5),(5,14),-0.271734 # DEPENDENCYPART_GRANDPAR
(3,5),(5,17),-0.0808474 # DEPENDENCYPART_GRANDPAR
(3,5),(5,18),-0.516674 # DEPENDENCYPART_GRANDPAR
(3,5),(5,20),-0.407706 # DEPENDENCYPART_GRANDPAR
(3,5),(5,23),-0.346514 # DEPENDENCYPART_GRANDPAR
(3,5),(5,25),-0.492187 # DEPENDENCYPART_GRANDPAR
(3,5),(5,29),-0.78041 # DEPENDENCYPART_GRANDPAR
(3,6),(6,5),0.23499 # DEPENDENCYPART_GRANDPAR
(3,6),(6,7),0.2438 # DEPENDENCYPART_GRANDPAR
(3,7),(7,5),-0.014774 # DEPENDENCYPART_GRANDPAR
(3,7),(7,6),-0.291679 # DEPENDENCYPART_GRANDPAR
(3,7),(7,8),-0.193207 # DEPENDENCYPART_GRANDPAR
(3,7),(7,9),-0.29911 # DEPENDENCYPART_GRANDPAR
(3,7),(7,10),-0.0634031 # DEPENDENCYPART_GRANDPAR
(3,7),(7,11),0.184152 # DEPENDENCYPART_GRANDPAR
(3,7),(7,13),0.931155 # DEPENDENCYPART_GRANDPAR
(3,7),(7,14),-0.18338 # DEPENDENCYPART_GRANDPAR
(3,8),(8,6),-0.162662 # DEPENDENCYPART_GRANDPAR
(3,8),(8,7),0.257088 # DEPENDENCYPART_GRANDPAR
(3,8),(8,9),-0.182796 # DEPENDENCYPART_GRANDPAR
(3,8),(8,10),-0.0570961 # DEPENDENCYPART_GRANDPAR
(3,8),(8,11),0.529819 # DEPENDENCYPART_GRANDPAR
(3,8),(8,12),-0.183389 # DEPENDENCYPART_GRANDPAR
(3,8),(8,13),0.323769 # DEPENDENCYPART_GRANDPAR
(3,8),(8,14),-0.22337 # DEPENDENCYPART_GRANDPAR
(3,8),(8,15),-0.284241 # DEPENDENCYPART_GRANDPAR
(3,8),(8,17),0.139385 # DEPENDENCYPART_GRANDPAR
(3,8),(8,18),-0.3541 # DEPENDENCYPART_GRANDPAR
(3,8),(8,29),-0.691927 # DEPENDENCYPART_GRANDPAR
(3,10),(10,6),-0.0222661 # DEPENDENCYPART_GRANDPAR
(3,10),(10,7),0.397023 # DEPENDENCYPART_GRANDPAR
(3,10),(10,9),-0.247525 # DEPENDENCYPART_GRANDPAR
(3,10),(10,12),-0.271711 # DEPENDENCYPART_GRANDPAR
(3,10),(10,13),0.408347 # DEPENDENCYPART_GRANDPAR
(3,10),(10,14),-0.0939686 # DEPENDENCYPART_GRANDPAR
(3,11),(11,5),0.314409 # DEPENDENCYPART_GRANDPAR
(3,11),(11,6),0.100725 # DEPENDENCYPART_GRANDPAR
(3,11),(11,7),0.330938 # DEPENDENCYPART_GRANDPAR
(3,11),(11,8),-0.0716708 # DEPENDENCYPART_GRANDPAR
(3,11),(11,9),-0.0832958 # DEPENDENCYPART_GRANDPAR
(3,11),(11,10),-0.0341772 # DEPENDENCYPART_GRANDPAR
(3,11),(11,12),-0.216839 # DEPENDENCYPART_GRANDPAR
(3,11),(11,13),0.395743 # DEPENDENCYPART_GRANDPAR
(3,11),(11,14),-0.137658 # DEPENDENCYPART_GRANDPAR
(3,11),(11,15),-0.288595 # DEPENDENCYPART_GRANDPAR
(3,11),(11,16),-0.539601 # DEPENDENCYPART_GRANDPAR
(3,11),(11,17),0.011151 # DEPENDENCYPART_GRANDPAR
(3,11),(11,18),-0.325142 # DEPENDENCYPART_GRANDPAR
(3,11),(11,19),-0.181884 # DEPENDENCYPART_GRANDPAR
(3,11),(11,20),-0.185728 # DEPENDENCYPART_GRANDPAR
(3,11),(11,24),-0.778755 # DEPENDENCYPART_GRANDPAR
(3,11),(11,25),-0.311795 # DEPENDENCYPART_GRANDPAR
(3,11),(11,28),0.0758852 # DEPENDENCYPART_GRANDPAR
(3,11),(11,29),-0.573673 # DEPENDENCYPART_GRANDPAR
(3,11),(11,30),-0.967489 # DEPENDENCYPART_GRANDPAR
(3,12),(12,11),0.308412 # DEPENDENCYPART_GRANDPAR
(3,12),(12,14),-0.369367 # DEPENDENCYPART_GRANDPAR
(3,13),(13,2),-0.62566 # DEPENDENCYPART_GRANDPAR
(3,13),(13,3),-0.681234 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,13),(13,4),0.0500799 # DEPENDENCYPART_GRANDPAR
(3,13),(13,5),0.188497 # DEPENDENCYPART_GRANDPAR
(3,13),(13,6),-0.215519 # DEPENDENCYPART_GRANDPAR
(3,13),(13,7),0.0832736 # DEPENDENCYPART_GRANDPAR
(3,13),(13,8),-0.230871 # DEPENDENCYPART_GRANDPAR
(3,13),(13,9),-0.49156 # DEPENDENCYPART_GRANDPAR
(3,13),(13,10),-0.327605 # DEPENDENCYPART_GRANDPAR
(3,13),(13,11),0.0266101 # DEPENDENCYPART_GRANDPAR
(3,13),(13,12),-0.156151 # DEPENDENCYPART_GRANDPAR
(3,13),(13,14),-0.11028 # DEPENDENCYPART_GRANDPAR
(3,13),(13,15),-0.354668 # DEPENDENCYPART_GRANDPAR
(3,13),(13,16),-0.481684 # DEPENDENCYPART_GRANDPAR
(3,13),(13,17),0.0333383 # DEPENDENCYPART_GRANDPAR
(3,13),(13,18),-0.354213 # DEPENDENCYPART_GRANDPAR
(3,13),(13,19),-0.144058 # DEPENDENCYPART_GRANDPAR
(3,13),(13,20),-0.419286 # DEPENDENCYPART_GRANDPAR
(3,13),(13,22),-0.159977 # DEPENDENCYPART_GRANDPAR
(3,13),(13,23),-0.311384 # DEPENDENCYPART_GRANDPAR
(3,13),(13,25),-0.349534 # DEPENDENCYPART_GRANDPAR
(3,13),(13,28),0.12547 # DEPENDENCYPART_GRANDPAR
(3,13),(13,29),-0.782572 # DEPENDENCYPART_GRANDPAR
(3,13),(13,30),-1.06212 # DEPENDENCYPART_GRANDPAR
(3,14),(14,5),0.147994 # DEPENDENCYPART_GRANDPAR
(3,14),(14,8),-0.144216 # DEPENDENCYPART_GRANDPAR
(3,14),(14,11),0.0690496 # DEPENDENCYPART_GRANDPAR
(3,14),(14,12),-0.513176 # DEPENDENCYPART_GRANDPAR
(3,14),(14,13),0.292655 # DEPENDENCYPART_GRANDPAR
(3,14),(14,15),-0.101964 # DEPENDENCYPART_GRANDPAR
(3,14),(14,16),-0.548623 # DEPENDENCYPART_GRANDPAR
(3,14),(14,17),0.0502359 # DEPENDENCYPART_GRANDPAR
(3,14),(14,18),-0.405798 # DEPENDENCYPART_GRANDPAR
(3,14),(14,19),-0.129034 # DEPENDENCYPART_GRANDPAR
(3,15),(15,3),-0.658373 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,15),(15,5),0.248968 # DEPENDENCYPART_GRANDPAR
(3,15),(15,6),-0.155339 # DEPENDENCYPART_GRANDPAR
(3,15),(15,8),-0.205335 # DEPENDENCYPART_GRANDPAR
(3,15),(15,11),0.121517 # DEPENDENCYPART_GRANDPAR
(3,15),(15,12),-0.398374 # DEPENDENCYPART_GRANDPAR
(3,15),(15,16),-0.464057 # DEPENDENCYPART_GRANDPAR
(3,15),(15,17),-0.117969 # DEPENDENCYPART_GRANDPAR
(3,15),(15,18),-0.450412 # DEPENDENCYPART_GRANDPAR
(3,15),(15,19),-0.309869 # DEPENDENCYPART_GRANDPAR
(3,15),(15,20),-0.563239 # DEPENDENCYPART_GRANDPAR
(3,15),(15,22),-0.307542 # DEPENDENCYPART_GRANDPAR
(3,15),(15,23),-0.251144 # DEPENDENCYPART_GRANDPAR
(3,15),(15,24),-0.771049 # DEPENDENCYPART_GRANDPAR
(3,15),(15,25),-0.497736 # DEPENDENCYPART_GRANDPAR
(3,15),(15,29),-0.655952 # DEPENDENCYPART_GRANDPAR
(3,15),(15,30),-1.0346 # DEPENDENCYPART_GRANDPAR
(3,17),(17,8),0.0928001 # DEPENDENCYPART_GRANDPAR
(3,17),(17,9),-0.186903 # DEPENDENCYPART_GRANDPAR
(3,17),(17,10),0.0611758 # DEPENDENCYPART_GRANDPAR
(3,17),(17,11),0.253568 # DEPENDENCYPART_GRANDPAR
(3,17),(17,12),-0.367883 # DEPENDENCYPART_GRANDPAR
(3,17),(17,14),-0.147865 # DEPENDENCYPART_GRANDPAR
(3,17),(17,15),-0.356336 # DEPENDENCYPART_GRANDPAR
(3,17),(17,16),-0.336857 # DEPENDENCYPART_GRANDPAR
(3,17),(17,18),-0.500485 # DEPENDENCYPART_GRANDPAR
(3,17),(17,19),-0.267693 # DEPENDENCYPART_GRANDPAR
(3,17),(17,20),-0.397357 # DEPENDENCYPART_GRANDPAR
(3,17),(17,21),-0.743804 # DEPENDENCYPART_GRANDPAR
(3,17),(17,22),-0.279873 # DEPENDENCYPART_GRANDPAR
(3,17),(17,23),-0.331282 # DEPENDENCYPART_GRANDPAR
(3,17),(17,24),-0.887557 # DEPENDENCYPART_GRANDPAR
(3,17),(17,25),-0.482071 # DEPENDENCYPART_GRANDPAR
(3,17),(17,28),-0.0529228 # DEPENDENCYPART_GRANDPAR
(3,17),(17,29),-0.777377 # DEPENDENCYPART_GRANDPAR
(3,17),(17,30),-1.06983 # DEPENDENCYPART_GRANDPAR
(3,18),(18,17),-0.0186848 # DEPENDENCYPART_GRANDPAR
(3,18),(18,19),-0.0660882 # DEPENDENCYPART_GRANDPAR
(3,18),(18,20),-0.354732 # DEPENDENCYPART_GRANDPAR
(3,18),(18,22),-0.0729639 # DEPENDENCYPART_GRANDPAR
(3,19),(19,16),-0.330842 # DEPENDENCYPART_GRANDPAR
(3,19),(19,17),0.037599 # DEPENDENCYPART_GRANDPAR
(3,19),(19,20),-0.39271 # DEPENDENCYPART_GRANDPAR
(3,19),(19,21),-0.735347 # DEPENDENCYPART_GRANDPAR
(3,19),(19,22),-0.279551 # DEPENDENCYPART_GRANDPAR
(3,19),(19,23),-0.323393 # DEPENDENCYPART_GRANDPAR
(3,19),(19,24),-0.879797 # DEPENDENCYPART_GRANDPAR
(3,19),(19,25),-0.480532 # DEPENDENCYPART_GRANDPAR
(3,19),(19,28),-0.0601083 # DEPENDENCYPART_GRANDPAR
(3,19),(19,29),-0.811391 # DEPENDENCYPART_GRANDPAR
(3,19),(19,30),-1.06924 # DEPENDENCYPART_GRANDPAR
(3,20),(20,18),-0.332184 # DEPENDENCYPART_GRANDPAR
(3,20),(20,21),-0.655289 # DEPENDENCYPART_GRANDPAR
(3,20),(20,22),-0.239678 # DEPENDENCYPART_GRANDPAR
(3,20),(20,24),-0.843009 # DEPENDENCYPART_GRANDPAR
(3,20),(20,25),-0.578897 # DEPENDENCYPART_GRANDPAR
(3,20),(20,28),0.0977499 # DEPENDENCYPART_GRANDPAR
(3,25),(25,23),-0.345646 # DEPENDENCYPART_GRANDPAR
(3,25),(25,24),-0.603469 # DEPENDENCYPART_GRANDPAR
(3,25),(25,26),-0.197774 # DEPENDENCYPART_GRANDPAR
(3,25),(25,27),-0.699253 # DEPENDENCYPART_GRANDPAR
(3,25),(25,28),0.225397 # DEPENDENCYPART_GRANDPAR
(3,25),(25,30),-0.850785 # DEPENDENCYPART_GRANDPAR
(3,29),(29,28),-0.0936234 # DEPENDENCYPART_GRANDPAR
(3,29),(29,30),-1.08701 # DEPENDENCYPART_GRANDPAR
(3,30),(30,28),-0.035748 # DEPENDENCYPART_GRANDPAR
(4,6),(6,5),-0.0614101 # DEPENDENCYPART_GRANDPAR
(4,6),(6,7),-0.149649 # DEPENDENCYPART_GRANDPAR
(4,7),(7,5),-0.127266 # DEPENDENCYPART_GRANDPAR
(4,7),(7,6),-0.658148 # DEPENDENCYPART_GRANDPAR
(4,7),(7,8),-0.25721 # DEPENDENCYPART_GRANDPAR
(4,7),(7,9),-0.555265 # DEPENDENCYPART_GRANDPAR
(4,7),(7,10),-0.469791 # DEPENDENCYPART_GRANDPAR
(4,7),(7,11),-0.656441 # DEPENDENCYPART_GRANDPAR
(4,7),(7,13),-0.605718 # DEPENDENCYPART_GRANDPAR
(4,7),(7,14),-0.513607 # DEPENDENCYPART_GRANDPAR
(4,8),(8,6),-0.659677 # DEPENDENCYPART_GRANDPAR
(4,8),(8,7),-0.115196 # DEPENDENCYPART_GRANDPAR
(4,8),(8,9),-0.703062 # DEPENDENCYPART_GRANDPAR
(4,8),(8,10),-0.632331 # DEPENDENCYPART_GRANDPAR
(4,8),(8,11),-0.754833 # DEPENDENCYPART_GRANDPAR
(4,8),(8,12),-0.897006 # DEPENDENCYPART_GRANDPAR
(4,8),(8,13),-0.944116 # DEPENDENCYPART_GRANDPAR
(4,8),(8,14),-0.663373 # DEPENDENCYPART_GRANDPAR
(4,8),(8,15),-1.15843 # DEPENDENCYPART_GRANDPAR
(4,8),(8,17),-0.704017 # DEPENDENCYPART_GRANDPAR
(4,8),(8,18),-0.758925 # DEPENDENCYPART_GRANDPAR
(4,8),(8,29),-1.82642 # DEPENDENCYPART_GRANDPAR
