# _root_ Among these are the company 's Australian brewing assets , in the books at A$ 950 million but actually worth A$ 2.5 billion , he said .
#goldHeads=3,1,26,5,9,5,9,9,18,18,18,13,11,11,14,15,15,3,18,18,20,21,21,26,26,0,26,
#predictedHeads=3,1,26,5,9,5,9,9,3,9,18,13,11,13,14,15,15,9,20,18,20,21,21,26,26,0,26,
(8,5),(8,11),0.00174795 # DEPENDENCYPART_SIBL
(8,5),(8,13),0.031273 # DEPENDENCYPART_SIBL
(8,5),(8,15),-0.00455003 # DEPENDENCYPART_SIBL
(8,6),(8,7),0.00280595 # DEPENDENCYPART_SIBL
(8,6),(8,9),-0.0019845 # DEPENDENCYPART_SIBL
(8,6),(8,10),-0.0565667 # DEPENDENCYPART_SIBL
(8,6),(8,11),0.0139906 # DEPENDENCYPART_SIBL
(8,6),(8,13),0.00211021 # DEPENDENCYPART_SIBL
(8,6),(8,15),0.00955337 # DEPENDENCYPART_SIBL
(8,7),(8,9),0.00422863 # DEPENDENCYPART_SIBL
(8,7),(8,10),0.00388745 # DEPENDENCYPART_SIBL
(8,7),(8,11),0.0364006 # DEPENDENCYPART_SIBL
(8,7),(8,13),0.0100978 # DEPENDENCYPART_SIBL
(8,7),(8,15),0.00459763 # DEPENDENCYPART_SIBL
(8,9),(8,10),0.027013 # DEPENDENCYPART_SIBL
(8,9),(8,11),-0.00680254 # DEPENDENCYPART_SIBL
(8,9),(8,13),-0.00991606 # DEPENDENCYPART_SIBL
(8,9),(8,15),0.0226608 # DEPENDENCYPART_SIBL
(8,10),(8,11),0.01115 # DEPENDENCYPART_SIBL
(8,10),(8,13),0.0514484 # DEPENDENCYPART_SIBL
(8,10),(8,15),0.0116847 # DEPENDENCYPART_SIBL
(8,11),(8,13),0.0185089 # DEPENDENCYPART_SIBL
(8,11),(8,15),0.0104933 # DEPENDENCYPART_SIBL
(8,13),(8,15),0.029574 # DEPENDENCYPART_SIBL
(9,1),(9,2),-0.028361 # DEPENDENCYPART_SIBL
(9,1),(9,4),-0.0149396 # DEPENDENCYPART_SIBL
(9,1),(9,5),-0.0556437 # DEPENDENCYPART_SIBL
(9,1),(9,6),0.0135698 # DEPENDENCYPART_SIBL
(9,1),(9,7),-0.0365582 # DEPENDENCYPART_SIBL
(9,1),(9,8),-0.0403767 # DEPENDENCYPART_SIBL
(9,1),(9,10),-0.0504841 # DEPENDENCYPART_SIBL
(9,1),(9,11),-0.0363553 # DEPENDENCYPART_SIBL
(9,1),(9,13),-0.0332042 # DEPENDENCYPART_SIBL
(9,1),(9,14),-0.0278536 # DEPENDENCYPART_SIBL
(9,1),(9,15),0.00278666 # DEPENDENCYPART_SIBL
(9,1),(9,16),-0.0497595 # DEPENDENCYPART_SIBL
(9,1),(9,17),-0.0674185 # DEPENDENCYPART_SIBL
(9,1),(9,18),-0.0149016 # DEPENDENCYPART_SIBL
(9,1),(9,24),-0.0504841 # DEPENDENCYPART_SIBL
(9,1),(9,26),-0.0449507 # DEPENDENCYPART_SIBL
(9,1),(9,27),-0.00530295 # DEPENDENCYPART_SIBL
(9,2),(9,4),-0.279609 # DEPENDENCYPART_SIBL
(9,2),(9,5),-0.0416924 # DEPENDENCYPART_SIBL
(9,2),(9,6),0.00139158 # DEPENDENCYPART_SIBL
(9,2),(9,7),-0.01199 # DEPENDENCYPART_SIBL
(9,2),(9,8),0.00622051 # DEPENDENCYPART_SIBL
(9,2),(9,10),-0.184857 # DEPENDENCYPART_SIBL
(9,2),(9,11),-0.192662 # DEPENDENCYPART_SIBL
(9,2),(9,13),-0.121176 # DEPENDENCYPART_SIBL
(9,2),(9,14),-0.0991206 # DEPENDENCYPART_SIBL
(9,2),(9,15),-0.0812353 # DEPENDENCYPART_SIBL
(9,2),(9,16),-0.165393 # DEPENDENCYPART_SIBL
(9,2),(9,17),-0.156151 # DEPENDENCYPART_SIBL
(9,2),(9,18),-0.0486832 # DEPENDENCYPART_SIBL
(9,2),(9,24),-0.184857 # DEPENDENCYPART_SIBL
(9,2),(9,26),-0.096284 # DEPENDENCYPART_SIBL
(9,2),(9,27),-0.101681 # DEPENDENCYPART_SIBL
(9,4),(9,5),-0.0287377 # DEPENDENCYPART_SIBL
(9,4),(9,6),0.0251348 # DEPENDENCYPART_SIBL
(9,4),(9,7),0.037876 # DEPENDENCYPART_SIBL
(9,4),(9,8),0.0493473 # DEPENDENCYPART_SIBL
(9,4),(9,10),0.0122766 # DEPENDENCYPART_SIBL
(9,4),(9,11),-0.0374783 # DEPENDENCYPART_SIBL
(9,4),(9,13),0.00141089 # DEPENDENCYPART_SIBL
(9,4),(9,14),-0.0170147 # DEPENDENCYPART_SIBL
(9,4),(9,15),-0.0200193 # DEPENDENCYPART_SIBL
(9,4),(9,16),-0.11408 # DEPENDENCYPART_SIBL
(9,4),(9,17),-0.0891825 # DEPENDENCYPART_SIBL
(9,4),(9,18),0.0142143 # DEPENDENCYPART_SIBL
(9,4),(9,24),0.0122766 # DEPENDENCYPART_SIBL
(9,4),(9,26),0.0656794 # DEPENDENCYPART_SIBL
(9,4),(9,27),-0.0875678 # DEPENDENCYPART_SIBL
(9,5),(9,6),0.0670947 # DEPENDENCYPART_SIBL
(9,5),(9,7),0.0230911 # DEPENDENCYPART_SIBL
(9,5),(9,8),0.0707206 # DEPENDENCYPART_SIBL
(9,5),(9,10),0.0451226 # DEPENDENCYPART_SIBL
(9,5),(9,11),-0.045197 # DEPENDENCYPART_SIBL
(9,5),(9,13),0.00408114 # DEPENDENCYPART_SIBL
(9,5),(9,14),0.00416229 # DEPENDENCYPART_SIBL
(9,5),(9,15),-0.0235208 # DEPENDENCYPART_SIBL
(9,5),(9,16),-0.0736813 # DEPENDENCYPART_SIBL
(9,5),(9,17),-0.0824065 # DEPENDENCYPART_SIBL
(9,5),(9,18),-0.031682 # DEPENDENCYPART_SIBL
(9,5),(9,24),0.0451226 # DEPENDENCYPART_SIBL
(9,5),(9,26),0.0319084 # DEPENDENCYPART_SIBL
(9,5),(9,27),0.00674592 # DEPENDENCYPART_SIBL
(9,6),(9,7),0.00104423 # DEPENDENCYPART_SIBL
(9,6),(9,8),0.0127107 # DEPENDENCYPART_SIBL
(9,6),(9,10),-0.0719263 # DEPENDENCYPART_SIBL
(9,6),(9,11),-0.00465699 # DEPENDENCYPART_SIBL
(9,6),(9,13),-0.00264963 # DEPENDENCYPART_SIBL
(9,6),(9,14),0.0210846 # DEPENDENCYPART_SIBL
(9,6),(9,15),0.00955174 # DEPENDENCYPART_SIBL
(9,6),(9,16),-0.0529407 # DEPENDENCYPART_SIBL
(9,6),(9,17),-0.0549179 # DEPENDENCYPART_SIBL
(9,6),(9,18),0.00787026 # DEPENDENCYPART_SIBL
(9,6),(9,24),-0.0719263 # DEPENDENCYPART_SIBL
(9,6),(9,26),0.0205895 # DEPENDENCYPART_SIBL
(9,6),(9,27),0.0859112 # DEPENDENCYPART_SIBL
(9,7),(9,8),0.0691154 # DEPENDENCYPART_SIBL
(9,7),(9,10),-0.0125553 # DEPENDENCYPART_SIBL
(9,7),(9,11),0.00973315 # DEPENDENCYPART_SIBL
(9,7),(9,13),0.00243645 # DEPENDENCYPART_SIBL
(9,7),(9,14),0.00847176 # DEPENDENCYPART_SIBL
(9,7),(9,15),0.00234035 # DEPENDENCYPART_SIBL
(9,7),(9,16),-0.120132 # DEPENDENCYPART_SIBL
(9,7),(9,17),-0.130023 # DEPENDENCYPART_SIBL
(9,7),(9,18),-0.0264831 # DEPENDENCYPART_SIBL
(9,7),(9,24),-0.0125553 # DEPENDENCYPART_SIBL
(9,7),(9,26),0.0398177 # DEPENDENCYPART_SIBL
(9,7),(9,27),-0.0549237 # DEPENDENCYPART_SIBL
(9,8),(9,10),0.0116138 # DEPENDENCYPART_SIBL
(9,8),(9,11),-0.0276155 # DEPENDENCYPART_SIBL
(9,8),(9,13),0.00232067 # DEPENDENCYPART_SIBL
(9,8),(9,14),0.00913426 # DEPENDENCYPART_SIBL
(9,8),(9,15),-0.0252977 # DEPENDENCYPART_SIBL
(9,8),(9,16),-0.0649158 # DEPENDENCYPART_SIBL
(9,8),(9,17),-0.0772818 # DEPENDENCYPART_SIBL
(9,8),(9,18),-0.0202155 # DEPENDENCYPART_SIBL
(9,8),(9,24),0.0116138 # DEPENDENCYPART_SIBL
(9,8),(9,26),-0.0146447 # DEPENDENCYPART_SIBL
(9,8),(9,27),-0.0110555 # DEPENDENCYPART_SIBL
(9,10),(9,11),0.0134863 # DEPENDENCYPART_SIBL
(9,10),(9,13),0.047516 # DEPENDENCYPART_SIBL
(9,10),(9,14),0.02643 # DEPENDENCYPART_SIBL
(9,10),(9,15),0.0106916 # DEPENDENCYPART_SIBL
(9,10),(9,16),0.0597761 # DEPENDENCYPART_SIBL
(9,10),(9,17),0.0434516 # DEPENDENCYPART_SIBL
(9,10),(9,18),0.0348165 # DEPENDENCYPART_SIBL
(9,10),(9,24),0.0309326 # DEPENDENCYPART_SIBL
(9,10),(9,26),0.0376644 # DEPENDENCYPART_SIBL
(9,10),(9,27),0.000280231 # DEPENDENCYPART_SIBL
(9,11),(9,13),0.0217328 # DEPENDENCYPART_SIBL
(9,11),(9,14),0.131022 # DEPENDENCYPART_SIBL
(9,11),(9,15),0.0174893 # DEPENDENCYPART_SIBL
(9,11),(9,16),-0.00602452 # DEPENDENCYPART_SIBL
(9,11),(9,17),-0.0174548 # DEPENDENCYPART_SIBL
(9,11),(9,18),-0.0226034 # DEPENDENCYPART_SIBL
(9,11),(9,24),0.0453543 # DEPENDENCYPART_SIBL
(9,11),(9,26),0.04307 # DEPENDENCYPART_SIBL
(9,11),(9,27),0.0119155 # DEPENDENCYPART_SIBL
(9,13),(9,14),0.0106304 # DEPENDENCYPART_SIBL
(9,13),(9,15),0.0256111 # DEPENDENCYPART_SIBL
(9,13),(9,16),-0.00295027 # DEPENDENCYPART_SIBL
(9,13),(9,17),-0.00935687 # DEPENDENCYPART_SIBL
(9,13),(9,18),-0.0251927 # DEPENDENCYPART_SIBL
(9,13),(9,24),0.0341249 # DEPENDENCYPART_SIBL
(9,13),(9,26),0.00701713 # DEPENDENCYPART_SIBL
(9,13),(9,27),0.0275709 # DEPENDENCYPART_SIBL
(9,14),(9,15),0.000454616 # DEPENDENCYPART_SIBL
(9,14),(9,16),-0.0230497 # DEPENDENCYPART_SIBL
(9,14),(9,17),-0.0344743 # DEPENDENCYPART_SIBL
(9,14),(9,18),-0.0399522 # DEPENDENCYPART_SIBL
(9,14),(9,24),0.0355174 # DEPENDENCYPART_SIBL
(9,14),(9,26),0.0252325 # DEPENDENCYPART_SIBL
(9,14),(9,27),0.0531123 # DEPENDENCYPART_SIBL
(9,15),(9,16),-0.0124363 # DEPENDENCYPART_SIBL
(9,15),(9,17),-0.0190886 # DEPENDENCYPART_SIBL
(9,15),(9,18),-0.0133991 # DEPENDENCYPART_SIBL
(9,15),(9,24),0.0101097 # DEPENDENCYPART_SIBL
(9,15),(9,26),0.00327231 # DEPENDENCYPART_SIBL
(9,15),(9,27),0.048567 # DEPENDENCYPART_SIBL
(9,16),(9,17),-0.00416422 # DEPENDENCYPART_SIBL
(9,16),(9,18),-0.0211444 # DEPENDENCYPART_SIBL
(9,16),(9,24),0.0169731 # DEPENDENCYPART_SIBL
(9,16),(9,26),0.00821066 # DEPENDENCYPART_SIBL
(9,16),(9,27),0.0111771 # DEPENDENCYPART_SIBL
(9,17),(9,18),-0.0344385 # DEPENDENCYPART_SIBL
(9,17),(9,24),0.0136357 # DEPENDENCYPART_SIBL
(9,17),(9,26),-0.000156942 # DEPENDENCYPART_SIBL
(9,17),(9,27),0.00305174 # DEPENDENCYPART_SIBL
(9,18),(9,24),0.0464912 # DEPENDENCYPART_SIBL
(9,18),(9,26),0.0233036 # DEPENDENCYPART_SIBL
(9,18),(9,27),0.0418827 # DEPENDENCYPART_SIBL
(9,24),(9,26),0.0376644 # DEPENDENCYPART_SIBL
(9,24),(9,27),0.000280231 # DEPENDENCYPART_SIBL
(9,26),(9,27),0.0466549 # DEPENDENCYPART_SIBL
(11,9),(11,10),0.0427489 # DEPENDENCYPART_SIBL
(11,9),(11,12),-0.0351019 # DEPENDENCYPART_SIBL
(11,9),(11,13),0.0214938 # DEPENDENCYPART_SIBL
(11,9),(11,14),-0.0343858 # DEPENDENCYPART_SIBL
(11,9),(11,15),-0.0225038 # DEPENDENCYPART_SIBL
(11,9),(11,16),-0.0209301 # DEPENDENCYPART_SIBL
(11,9),(11,17),-0.0303246 # DEPENDENCYPART_SIBL
(11,9),(11,18),-0.00984592 # DEPENDENCYPART_SIBL
(11,9),(11,19),-0.0334661 # DEPENDENCYPART_SIBL
(11,10),(11,12),0.192485 # DEPENDENCYPART_SIBL
(11,10),(11,13),0.222544 # DEPENDENCYPART_SIBL
(11,10),(11,14),0.11075 # DEPENDENCYPART_SIBL
(11,10),(11,15),0.170587 # DEPENDENCYPART_SIBL
(11,10),(11,16),0.156562 # DEPENDENCYPART_SIBL
(11,10),(11,17),0.162311 # DEPENDENCYPART_SIBL
(11,10),(11,18),0.213796 # DEPENDENCYPART_SIBL
(11,10),(11,19),0.133202 # DEPENDENCYPART_SIBL
(11,12),(11,13),-0.0800407 # DEPENDENCYPART_SIBL
(11,12),(11,14),-0.0333257 # DEPENDENCYPART_SIBL
(11,12),(11,15),-0.0319481 # DEPENDENCYPART_SIBL
(11,12),(11,16),-0.00350428 # DEPENDENCYPART_SIBL
(11,12),(11,17),0.0216549 # DEPENDENCYPART_SIBL
(11,12),(11,18),-0.0667429 # DEPENDENCYPART_SIBL
(11,12),(11,19),-0.0334556 # DEPENDENCYPART_SIBL
(11,13),(11,14),0.00811373 # DEPENDENCYPART_SIBL
(11,13),(11,15),-0.0308839 # DEPENDENCYPART_SIBL
(11,13),(11,16),-0.0302824 # DEPENDENCYPART_SIBL
(11,13),(11,17),-0.0240022 # DEPENDENCYPART_SIBL
(11,13),(11,18),-0.111519 # DEPENDENCYPART_SIBL
(11,13),(11,19),-0.0120346 # DEPENDENCYPART_SIBL
(11,14),(11,15),-0.021647 # DEPENDENCYPART_SIBL
(11,14),(11,16),-0.0153846 # DEPENDENCYPART_SIBL
(11,14),(11,17),-0.010773 # DEPENDENCYPART_SIBL
(11,14),(11,18),-0.052605 # DEPENDENCYPART_SIBL
(11,14),(11,19),-0.00289248 # DEPENDENCYPART_SIBL
(11,15),(11,16),-0.0394564 # DEPENDENCYPART_SIBL
(11,15),(11,17),-0.031846 # DEPENDENCYPART_SIBL
(11,15),(11,18),-0.0718224 # DEPENDENCYPART_SIBL
(11,15),(11,19),-0.0291544 # DEPENDENCYPART_SIBL
(11,16),(11,17),0.0086876 # DEPENDENCYPART_SIBL
(11,16),(11,18),-0.0628409 # DEPENDENCYPART_SIBL
(11,16),(11,19),-0.00477388 # DEPENDENCYPART_SIBL
(11,17),(11,18),-0.056677 # DEPENDENCYPART_SIBL
(11,17),(11,19),-0.00397171 # DEPENDENCYPART_SIBL
(11,18),(11,19),0.0040123 # DEPENDENCYPART_SIBL
(13,7),(13,9),0.0743219 # DEPENDENCYPART_SIBL
(13,7),(13,10),0.0769731 # DEPENDENCYPART_SIBL
(13,7),(13,12),-0.117813 # DEPENDENCYPART_SIBL
(13,7),(13,14),0.0372207 # DEPENDENCYPART_SIBL
(13,7),(13,15),0.0111486 # DEPENDENCYPART_SIBL
(13,7),(13,16),-0.111324 # DEPENDENCYPART_SIBL
(13,7),(13,17),-0.121214 # DEPENDENCYPART_SIBL
(13,7),(13,18),-0.0172638 # DEPENDENCYPART_SIBL
(13,7),(13,19),-0.0059433 # DEPENDENCYPART_SIBL
(13,7),(13,20),0.0643016 # DEPENDENCYPART_SIBL
(13,7),(13,22),-0.110588 # DEPENDENCYPART_SIBL
(13,7),(13,23),-0.122842 # DEPENDENCYPART_SIBL
(13,7),(13,26),0.0429067 # DEPENDENCYPART_SIBL
(13,7),(13,27),-0.0446377 # DEPENDENCYPART_SIBL
(13,9),(13,10),0.0472291 # DEPENDENCYPART_SIBL
(13,9),(13,12),-0.135295 # DEPENDENCYPART_SIBL
(13,9),(13,14),0.0407529 # DEPENDENCYPART_SIBL
(13,9),(13,15),-0.0142953 # DEPENDENCYPART_SIBL
(13,9),(13,16),-0.0568309 # DEPENDENCYPART_SIBL
(13,9),(13,17),-0.069197 # DEPENDENCYPART_SIBL
(13,9),(13,18),-0.0204588 # DEPENDENCYPART_SIBL
(13,9),(13,19),0.000552086 # DEPENDENCYPART_SIBL
(13,9),(13,20),-0.019349 # DEPENDENCYPART_SIBL
(13,9),(13,22),-0.0566722 # DEPENDENCYPART_SIBL
(13,9),(13,23),-0.0737281 # DEPENDENCYPART_SIBL
(13,9),(13,26),-0.0148959 # DEPENDENCYPART_SIBL
(13,9),(13,27),0.0131897 # DEPENDENCYPART_SIBL
(13,10),(13,12),0.0191283 # DEPENDENCYPART_SIBL
(13,10),(13,14),-0.0865453 # DEPENDENCYPART_SIBL
(13,10),(13,15),-0.0647278 # DEPENDENCYPART_SIBL
(13,10),(13,16),-0.107401 # DEPENDENCYPART_SIBL
(13,10),(13,17),-0.108561 # DEPENDENCYPART_SIBL
(13,10),(13,18),-0.0334101 # DEPENDENCYPART_SIBL
(13,10),(13,19),-0.0564579 # DEPENDENCYPART_SIBL
(13,10),(13,20),-0.062728 # DEPENDENCYPART_SIBL
(13,10),(13,22),-0.108946 # DEPENDENCYPART_SIBL
(13,10),(13,23),-0.126318 # DEPENDENCYPART_SIBL
(13,10),(13,26),0.0942157 # DEPENDENCYPART_SIBL
(13,10),(13,27),0.0299828 # DEPENDENCYPART_SIBL
(13,12),(13,14),-0.0204454 # DEPENDENCYPART_SIBL
(13,12),(13,15),-0.0368673 # DEPENDENCYPART_SIBL
(13,12),(13,16),-0.130928 # DEPENDENCYPART_SIBL
(13,12),(13,17),-0.106031 # DEPENDENCYPART_SIBL
(13,12),(13,18),-0.00205248 # DEPENDENCYPART_SIBL
(13,12),(13,19),-0.0194087 # DEPENDENCYPART_SIBL
(13,12),(13,20),-0.078132 # DEPENDENCYPART_SIBL
(13,12),(13,22),-0.130956 # DEPENDENCYPART_SIBL
(13,12),(13,23),-0.149264 # DEPENDENCYPART_SIBL
(13,12),(13,26),0.0282521 # DEPENDENCYPART_SIBL
(13,12),(13,27),-0.102938 # DEPENDENCYPART_SIBL
(13,14),(13,15),-0.0112798 # DEPENDENCYPART_SIBL
(13,14),(13,16),-0.0347875 # DEPENDENCYPART_SIBL
(13,14),(13,17),-0.046212 # DEPENDENCYPART_SIBL
(13,14),(13,18),-0.0513467 # DEPENDENCYPART_SIBL
(13,14),(13,19),-0.000655702 # DEPENDENCYPART_SIBL
(13,14),(13,20),-0.0034521 # DEPENDENCYPART_SIBL
(13,14),(13,22),-0.0347878 # DEPENDENCYPART_SIBL
(13,14),(13,23),-0.039056 # DEPENDENCYPART_SIBL
(13,14),(13,26),-0.00809476 # DEPENDENCYPART_SIBL
(13,14),(13,27),0.0438313 # DEPENDENCYPART_SIBL
(13,15),(13,16),-0.0124359 # DEPENDENCYPART_SIBL
(13,15),(13,17),-0.0190882 # DEPENDENCYPART_SIBL
(13,15),(13,18),-0.0132228 # DEPENDENCYPART_SIBL
(13,15),(13,19),-0.00932441 # DEPENDENCYPART_SIBL
(13,15),(13,20),0.00160654 # DEPENDENCYPART_SIBL
(13,15),(13,22),-0.0124382 # DEPENDENCYPART_SIBL
(13,15),(13,23),-0.016505 # DEPENDENCYPART_SIBL
(13,15),(13,26),-0.0100504 # DEPENDENCYPART_SIBL
(13,15),(13,27),0.0510198 # DEPENDENCYPART_SIBL
(13,16),(13,17),-0.00416405 # DEPENDENCYPART_SIBL
(13,16),(13,18),-0.0209683 # DEPENDENCYPART_SIBL
(13,16),(13,19),-0.00567765 # DEPENDENCYPART_SIBL
(13,16),(13,20),-0.00681637 # DEPENDENCYPART_SIBL
(13,16),(13,22),-0.00982973 # DEPENDENCYPART_SIBL
(13,16),(13,23),0.0129983 # DEPENDENCYPART_SIBL
(13,16),(13,26),-0.00511237 # DEPENDENCYPART_SIBL
(13,16),(13,27),0.0136295 # DEPENDENCYPART_SIBL
(13,17),(13,18),-0.0342625 # DEPENDENCYPART_SIBL
(13,17),(13,19),-0.023434 # DEPENDENCYPART_SIBL
(13,17),(13,20),-0.0301962 # DEPENDENCYPART_SIBL
(13,17),(13,22),-0.0492315 # DEPENDENCYPART_SIBL
(13,17),(13,23),-0.0271434 # DEPENDENCYPART_SIBL
(13,17),(13,26),-0.01348 # DEPENDENCYPART_SIBL
(13,17),(13,27),0.00550418 # DEPENDENCYPART_SIBL
(13,18),(13,19),-0.00825519 # DEPENDENCYPART_SIBL
(13,18),(13,20),0.00704745 # DEPENDENCYPART_SIBL
(13,18),(13,22),-0.00699263 # DEPENDENCYPART_SIBL
(13,18),(13,23),-0.00847192 # DEPENDENCYPART_SIBL
(13,18),(13,26),0.00981997 # DEPENDENCYPART_SIBL
(13,18),(13,27),0.044178 # DEPENDENCYPART_SIBL
(13,19),(13,20),0.0313023 # DEPENDENCYPART_SIBL
(13,19),(13,22),-0.0174496 # DEPENDENCYPART_SIBL
(13,19),(13,23),-0.0194205 # DEPENDENCYPART_SIBL
(13,19),(13,26),-0.000718989 # DEPENDENCYPART_SIBL
(13,19),(13,27),0.0236657 # DEPENDENCYPART_SIBL
(13,20),(13,22),-0.0155492 # DEPENDENCYPART_SIBL
(13,20),(13,23),-0.0208956 # DEPENDENCYPART_SIBL
(13,20),(13,26),0.0162063 # DEPENDENCYPART_SIBL
(13,20),(13,27),0.0485843 # DEPENDENCYPART_SIBL
(13,22),(13,23),0.0123052 # DEPENDENCYPART_SIBL
(13,22),(13,26),-0.00600617 # DEPENDENCYPART_SIBL
(13,22),(13,27),0.00809587 # DEPENDENCYPART_SIBL
(13,23),(13,26),-0.00752279 # DEPENDENCYPART_SIBL
(13,23),(13,27),0.012035 # DEPENDENCYPART_SIBL
(13,26),(13,27),0.0509718 # DEPENDENCYPART_SIBL
(14,12),(14,13),0.0405158 # DEPENDENCYPART_SIBL
(14,12),(14,15),-0.0269266 # DEPENDENCYPART_SIBL
(14,12),(14,16),-0.0120329 # DEPENDENCYPART_SIBL
(14,12),(14,17),0.017109 # DEPENDENCYPART_SIBL
(14,12),(14,18),0.00450202 # DEPENDENCYPART_SIBL
(14,12),(14,19),-0.0710487 # DEPENDENCYPART_SIBL
(14,12),(14,20),-0.0484413 # DEPENDENCYPART_SIBL
(14,12),(14,21),-0.0269266 # DEPENDENCYPART_SIBL
(14,13),(14,15),-0.0419611 # DEPENDENCYPART_SIBL
(14,13),(14,16),-0.0454553 # DEPENDENCYPART_SIBL
(14,13),(14,17),-0.057635 # DEPENDENCYPART_SIBL
(14,13),(14,18),-0.0215473 # DEPENDENCYPART_SIBL
(14,13),(14,19),-0.0467409 # DEPENDENCYPART_SIBL
(14,13),(14,20),-0.0366387 # DEPENDENCYPART_SIBL
(14,13),(14,21),-0.0419611 # DEPENDENCYPART_SIBL
(14,15),(14,16),-0.0447592 # DEPENDENCYPART_SIBL
(14,15),(14,17),-0.0506328 # DEPENDENCYPART_SIBL
(14,15),(14,18),-0.0881251 # DEPENDENCYPART_SIBL
(14,15),(14,19),-0.0677744 # DEPENDENCYPART_SIBL
(14,15),(14,20),-0.0509335 # DEPENDENCYPART_SIBL
(14,15),(14,21),-0.0618473 # DEPENDENCYPART_SIBL
(14,16),(14,17),-0.0137973 # DEPENDENCYPART_SIBL
(14,16),(14,18),-0.0728666 # DEPENDENCYPART_SIBL
(14,16),(14,19),-0.0419585 # DEPENDENCYPART_SIBL
(14,16),(14,20),-0.0364377 # DEPENDENCYPART_SIBL
(14,16),(14,21),-0.0239894 # DEPENDENCYPART_SIBL
(14,17),(14,18),-0.0667212 # DEPENDENCYPART_SIBL
(14,17),(14,19),-0.0411769 # DEPENDENCYPART_SIBL
(14,17),(14,20),-0.0405938 # DEPENDENCYPART_SIBL
(14,17),(14,21),-0.0144167 # DEPENDENCYPART_SIBL
(14,18),(14,19),-0.0243583 # DEPENDENCYPART_SIBL
(14,18),(14,20),0.000770597 # DEPENDENCYPART_SIBL
(14,18),(14,21),-0.0167425 # DEPENDENCYPART_SIBL
(14,19),(14,20),-0.00585927 # DEPENDENCYPART_SIBL
(14,19),(14,21),-0.023955 # DEPENDENCYPART_SIBL
(14,20),(14,21),-0.0101364 # DEPENDENCYPART_SIBL
(15,11),(15,12),-0.00190651 # DEPENDENCYPART_SIBL
(15,11),(15,14),0.00938935 # DEPENDENCYPART_SIBL
(15,11),(15,16),0.0385325 # DEPENDENCYPART_SIBL
(15,11),(15,17),-0.0282386 # DEPENDENCYPART_SIBL
(15,11),(15,18),-0.0218807 # DEPENDENCYPART_SIBL
(15,11),(15,19),0.0250579 # DEPENDENCYPART_SIBL
(15,11),(15,20),-0.0416454 # DEPENDENCYPART_SIBL
(15,11),(15,21),-0.0200781 # DEPENDENCYPART_SIBL
(15,11),(15,22),0.0406578 # DEPENDENCYPART_SIBL
(15,11),(15,23),-0.0191069 # DEPENDENCYPART_SIBL
(15,11),(15,24),-0.0655047 # DEPENDENCYPART_SIBL
(15,11),(15,26),0.00899008 # DEPENDENCYPART_SIBL
(15,11),(15,27),0.00436517 # DEPENDENCYPART_SIBL
(15,12),(15,14),0.0839211 # DEPENDENCYPART_SIBL
(15,12),(15,16),0.109551 # DEPENDENCYPART_SIBL
(15,12),(15,17),0.12815 # DEPENDENCYPART_SIBL
(15,12),(15,18),0.0495477 # DEPENDENCYPART_SIBL
(15,12),(15,19),0.0243088 # DEPENDENCYPART_SIBL
(15,12),(15,20),0.015218 # DEPENDENCYPART_SIBL
(15,12),(15,21),0.0398325 # DEPENDENCYPART_SIBL
(15,12),(15,22),0.110918 # DEPENDENCYPART_SIBL
(15,12),(15,23),0.0759334 # DEPENDENCYPART_SIBL
(15,12),(15,24),0.0254048 # DEPENDENCYPART_SIBL
(15,12),(15,26),0.0585659 # DEPENDENCYPART_SIBL
(15,12),(15,27),-0.00194715 # DEPENDENCYPART_SIBL
(15,14),(15,16),0.0876184 # DEPENDENCYPART_SIBL
(15,14),(15,17),0.0580161 # DEPENDENCYPART_SIBL
(15,14),(15,18),0.00326415 # DEPENDENCYPART_SIBL
(15,14),(15,19),0.0346948 # DEPENDENCYPART_SIBL
(15,14),(15,20),-0.0123427 # DEPENDENCYPART_SIBL
(15,14),(15,21),-0.00142094 # DEPENDENCYPART_SIBL
(15,14),(15,22),0.0908179 # DEPENDENCYPART_SIBL
(15,14),(15,23),0.021432 # DEPENDENCYPART_SIBL
(15,14),(15,24),-0.039893 # DEPENDENCYPART_SIBL
(15,14),(15,26),-0.0153647 # DEPENDENCYPART_SIBL
(15,14),(15,27),0.0241063 # DEPENDENCYPART_SIBL
(15,16),(15,17),0.079802 # DEPENDENCYPART_SIBL
(15,16),(15,18),0.0222541 # DEPENDENCYPART_SIBL
(15,16),(15,19),0.0472417 # DEPENDENCYPART_SIBL
(15,16),(15,20),-0.0186666 # DEPENDENCYPART_SIBL
(15,16),(15,21),0.0394248 # DEPENDENCYPART_SIBL
(15,16),(15,22),0.0226595 # DEPENDENCYPART_SIBL
(15,16),(15,23),0.106184 # DEPENDENCYPART_SIBL
(15,16),(15,24),0.0931615 # DEPENDENCYPART_SIBL
(15,16),(15,26),0.0516867 # DEPENDENCYPART_SIBL
(15,16),(15,27),0.0527306 # DEPENDENCYPART_SIBL
(15,17),(15,18),0.0344647 # DEPENDENCYPART_SIBL
(15,17),(15,19),0.0518684 # DEPENDENCYPART_SIBL
(15,17),(15,20),-0.028188 # DEPENDENCYPART_SIBL
(15,17),(15,21),0.0602263 # DEPENDENCYPART_SIBL
(15,17),(15,22),-0.0170113 # DEPENDENCYPART_SIBL
