# _root_ As a U.S.-based company , Blue Arrow would have to amortize the good will over as many as 40 years , creating a continuing drag on reported earnings .
#goldHeads=8,4,4,1,8,7,8,0,8,9,10,14,14,11,11,17,20,17,17,15,9,9,25,25,22,25,28,26,8,
#predictedHeads=8,4,4,1,8,7,8,0,8,9,10,14,14,11,11,17,20,17,17,15,11,11,25,25,22,25,28,26,8,
(3,1),(1,8),-0.916234 # DEPENDENCYPART_GRANDPAR
(3,1),(1,9),-1.09328 # DEPENDENCYPART_GRANDPAR
(3,1),(1,10),-0.938486 # DEPENDENCYPART_GRANDPAR
(3,1),(1,29),-1.26076 # DEPENDENCYPART_GRANDPAR
(3,2),(2,1),-0.455286 # DEPENDENCYPART_GRANDPAR
(3,2),(2,5),-1.1169 # DEPENDENCYPART_GRANDPAR
(3,7),(7,1),-0.924309 # DEPENDENCYPART_GRANDPAR
(3,7),(7,2),-0.962635 # DEPENDENCYPART_GRANDPAR
(3,7),(7,3),-1.25967 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,7),(7,4),0.149783 # DEPENDENCYPART_GRANDPAR
(3,7),(7,5),-0.63021 # DEPENDENCYPART_GRANDPAR
(3,7),(7,6),-0.17254 # DEPENDENCYPART_GRANDPAR
(3,7),(7,8),-0.509129 # DEPENDENCYPART_GRANDPAR
(3,7),(7,9),-0.726651 # DEPENDENCYPART_GRANDPAR
(3,7),(7,14),-0.710618 # DEPENDENCYPART_GRANDPAR
(4,1),(1,2),-0.0634666 # DEPENDENCYPART_GRANDPAR
(4,1),(1,3),0.0115218 # DEPENDENCYPART_GRANDPAR
(4,1),(1,4),-1.21284 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,1),(1,5),-0.971953 # DEPENDENCYPART_GRANDPAR
(4,1),(1,6),-0.165449 # DEPENDENCYPART_GRANDPAR
(4,1),(1,7),-0.301438 # DEPENDENCYPART_GRANDPAR
(4,1),(1,8),-0.740511 # DEPENDENCYPART_GRANDPAR
(4,1),(1,9),-0.630667 # DEPENDENCYPART_GRANDPAR
(4,1),(1,10),-1.02913 # DEPENDENCYPART_GRANDPAR
(4,1),(1,29),-1.80942 # DEPENDENCYPART_GRANDPAR
(4,2),(2,1),-0.178381 # DEPENDENCYPART_GRANDPAR
(4,2),(2,5),-1.00299 # DEPENDENCYPART_GRANDPAR
(4,3),(3,1),-0.0855426 # DEPENDENCYPART_GRANDPAR
(4,3),(3,2),-0.133792 # DEPENDENCYPART_GRANDPAR
(4,3),(3,5),-1.00122 # DEPENDENCYPART_GRANDPAR
(4,3),(3,7),-0.323556 # DEPENDENCYPART_GRANDPAR
(4,6),(6,4),-0.582202 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,6),(6,5),-0.376855 # DEPENDENCYPART_GRANDPAR
(4,6),(6,7),0.526061 # DEPENDENCYPART_GRANDPAR
(4,6),(6,14),-0.213552 # DEPENDENCYPART_GRANDPAR
(4,7),(7,1),-0.992274 # DEPENDENCYPART_GRANDPAR
(4,7),(7,2),-0.687495 # DEPENDENCYPART_GRANDPAR
(4,7),(7,3),-0.548869 # DEPENDENCYPART_GRANDPAR
(4,7),(7,4),-0.579479 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,7),(7,5),-0.375301 # DEPENDENCYPART_GRANDPAR
(4,7),(7,6),0.519937 # DEPENDENCYPART_GRANDPAR
(4,7),(7,8),-0.239922 # DEPENDENCYPART_GRANDPAR
(4,7),(7,9),-0.15008 # DEPENDENCYPART_GRANDPAR
(4,7),(7,14),-0.20613 # DEPENDENCYPART_GRANDPAR
(4,8),(8,1),-0.96411 # DEPENDENCYPART_GRANDPAR
(4,8),(8,2),-0.622422 # DEPENDENCYPART_GRANDPAR
(4,8),(8,3),-0.491118 # DEPENDENCYPART_GRANDPAR
(4,8),(8,4),-0.484407 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,8),(8,5),-0.333785 # DEPENDENCYPART_GRANDPAR
(4,8),(8,6),0.44294 # DEPENDENCYPART_GRANDPAR
(4,8),(8,7),0.305063 # DEPENDENCYPART_GRANDPAR
(4,8),(8,9),0.189999 # DEPENDENCYPART_GRANDPAR
(4,8),(8,10),-0.492524 # DEPENDENCYPART_GRANDPAR
(4,8),(8,11),-0.183276 # DEPENDENCYPART_GRANDPAR
(4,8),(8,14),-0.26151 # DEPENDENCYPART_GRANDPAR
(4,8),(8,15),-0.468304 # DEPENDENCYPART_GRANDPAR
(4,8),(8,16),-0.238127 # DEPENDENCYPART_GRANDPAR
(4,8),(8,18),-0.521198 # DEPENDENCYPART_GRANDPAR
(4,8),(8,21),-0.27695 # DEPENDENCYPART_GRANDPAR
(4,8),(8,22),-0.43443 # DEPENDENCYPART_GRANDPAR
(4,8),(8,29),-1.44652 # DEPENDENCYPART_GRANDPAR
(4,9),(9,1),-1.01354 # DEPENDENCYPART_GRANDPAR
(4,9),(9,4),-0.583237 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,9),(9,5),-0.456709 # DEPENDENCYPART_GRANDPAR
(4,9),(9,6),0.400004 # DEPENDENCYPART_GRANDPAR
(4,9),(9,7),0.262128 # DEPENDENCYPART_GRANDPAR
(4,9),(9,8),-0.115764 # DEPENDENCYPART_GRANDPAR
(4,9),(9,10),-0.546513 # DEPENDENCYPART_GRANDPAR
(4,9),(9,11),-0.453443 # DEPENDENCYPART_GRANDPAR
(4,9),(9,13),-0.390248 # DEPENDENCYPART_GRANDPAR
(4,9),(9,14),-0.304032 # DEPENDENCYPART_GRANDPAR
(4,9),(9,15),-0.565343 # DEPENDENCYPART_GRANDPAR
(4,9),(9,16),-0.368863 # DEPENDENCYPART_GRANDPAR
(4,9),(9,17),-0.616515 # DEPENDENCYPART_GRANDPAR
(4,9),(9,18),-0.661637 # DEPENDENCYPART_GRANDPAR
(4,9),(9,21),-0.40623 # DEPENDENCYPART_GRANDPAR
(4,9),(9,22),-0.454655 # DEPENDENCYPART_GRANDPAR
(4,9),(9,24),-0.654248 # DEPENDENCYPART_GRANDPAR
(4,9),(9,26),-0.647709 # DEPENDENCYPART_GRANDPAR
(4,9),(9,29),-1.39623 # DEPENDENCYPART_GRANDPAR
(4,10),(10,1),-0.967068 # DEPENDENCYPART_GRANDPAR
(4,10),(10,4),-0.688752 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,10),(10,5),-0.464831 # DEPENDENCYPART_GRANDPAR
(4,10),(10,7),-0.0386075 # DEPENDENCYPART_GRANDPAR
(4,10),(10,11),-0.272313 # DEPENDENCYPART_GRANDPAR
(4,10),(10,12),-0.410198 # DEPENDENCYPART_GRANDPAR
(4,10),(10,14),-0.223458 # DEPENDENCYPART_GRANDPAR
(4,10),(10,15),-0.541487 # DEPENDENCYPART_GRANDPAR
(4,10),(10,16),-0.346782 # DEPENDENCYPART_GRANDPAR
(4,10),(10,21),-0.225401 # DEPENDENCYPART_GRANDPAR
(4,14),(14,6),0.390457 # DEPENDENCYPART_GRANDPAR
(4,14),(14,7),0.243653 # DEPENDENCYPART_GRANDPAR
(4,14),(14,12),-0.0739312 # DEPENDENCYPART_GRANDPAR
(4,14),(14,13),-0.178579 # DEPENDENCYPART_GRANDPAR
(4,14),(14,15),-0.486101 # DEPENDENCYPART_GRANDPAR
(4,14),(14,16),-0.443686 # DEPENDENCYPART_GRANDPAR
(4,14),(14,17),-0.642618 # DEPENDENCYPART_GRANDPAR
(4,14),(14,18),-0.562211 # DEPENDENCYPART_GRANDPAR
(4,14),(14,20),-0.477982 # DEPENDENCYPART_GRANDPAR
(4,14),(14,21),-0.159753 # DEPENDENCYPART_GRANDPAR
(4,14),(14,22),-0.415563 # DEPENDENCYPART_GRANDPAR
(4,14),(14,24),-0.604394 # DEPENDENCYPART_GRANDPAR
(4,14),(14,26),-0.623402 # DEPENDENCYPART_GRANDPAR
(4,14),(14,27),-0.751983 # DEPENDENCYPART_GRANDPAR
(4,14),(14,29),-1.41471 # DEPENDENCYPART_GRANDPAR
(4,15),(15,14),-0.20998 # DEPENDENCYPART_GRANDPAR
(4,15),(15,16),-0.352736 # DEPENDENCYPART_GRANDPAR
(4,15),(15,17),-0.432426 # DEPENDENCYPART_GRANDPAR
(4,15),(15,18),-0.645238 # DEPENDENCYPART_GRANDPAR
(4,15),(15,19),-0.290992 # DEPENDENCYPART_GRANDPAR
(4,15),(15,20),-0.470495 # DEPENDENCYPART_GRANDPAR
(4,15),(15,21),-0.162895 # DEPENDENCYPART_GRANDPAR
(4,15),(15,22),-0.436824 # DEPENDENCYPART_GRANDPAR
(4,15),(15,25),-0.445427 # DEPENDENCYPART_GRANDPAR
(4,15),(15,29),-1.45317 # DEPENDENCYPART_GRANDPAR
(4,16),(16,14),-0.118233 # DEPENDENCYPART_GRANDPAR
(4,16),(16,15),-0.247932 # DEPENDENCYPART_GRANDPAR
(4,16),(16,17),-0.493275 # DEPENDENCYPART_GRANDPAR
(4,16),(16,18),-0.356264 # DEPENDENCYPART_GRANDPAR
(4,16),(16,19),-0.52584 # DEPENDENCYPART_GRANDPAR
(4,16),(16,20),-0.412644 # DEPENDENCYPART_GRANDPAR
(4,16),(16,22),-0.274768 # DEPENDENCYPART_GRANDPAR
(4,16),(16,25),-0.350247 # DEPENDENCYPART_GRANDPAR
(4,17),(17,1),-1.01974 # DEPENDENCYPART_GRANDPAR
(4,17),(17,7),0.279592 # DEPENDENCYPART_GRANDPAR
(4,17),(17,12),-0.0722918 # DEPENDENCYPART_GRANDPAR
(4,17),(17,13),-0.257078 # DEPENDENCYPART_GRANDPAR
(4,17),(17,14),-0.0561804 # DEPENDENCYPART_GRANDPAR
(4,17),(17,15),-0.253172 # DEPENDENCYPART_GRANDPAR
(4,17),(17,16),-0.0803563 # DEPENDENCYPART_GRANDPAR
(4,17),(17,18),-0.273398 # DEPENDENCYPART_GRANDPAR
(4,17),(17,19),-0.298418 # DEPENDENCYPART_GRANDPAR
(4,17),(17,20),-0.391794 # DEPENDENCYPART_GRANDPAR
(4,17),(17,21),-0.0193334 # DEPENDENCYPART_GRANDPAR
(4,17),(17,22),-0.334982 # DEPENDENCYPART_GRANDPAR
(4,17),(17,24),-0.514632 # DEPENDENCYPART_GRANDPAR
(4,17),(17,25),-0.42264 # DEPENDENCYPART_GRANDPAR
(4,17),(17,26),-0.47381 # DEPENDENCYPART_GRANDPAR
(4,17),(17,27),-0.672274 # DEPENDENCYPART_GRANDPAR
(4,17),(17,28),-0.81832 # DEPENDENCYPART_GRANDPAR
(4,17),(17,29),-1.39802 # DEPENDENCYPART_GRANDPAR
(4,29),(29,28),-1.02596 # DEPENDENCYPART_GRANDPAR
(6,4),(4,1),-0.45417 # DEPENDENCYPART_GRANDPAR
(6,4),(4,2),-0.609364 # DEPENDENCYPART_GRANDPAR
(6,4),(4,3),-0.415817 # DEPENDENCYPART_GRANDPAR
(6,4),(4,5),-0.198237 # DEPENDENCYPART_GRANDPAR
(6,4),(4,6),-1.60696 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,4),(4,7),-0.586 # DEPENDENCYPART_GRANDPAR
(6,4),(4,8),-1.31064 # DEPENDENCYPART_GRANDPAR
(6,4),(4,9),-0.996036 # DEPENDENCYPART_GRANDPAR
(6,4),(4,10),-0.991023 # DEPENDENCYPART_GRANDPAR
(6,4),(4,14),-1.26882 # DEPENDENCYPART_GRANDPAR
(6,4),(4,15),-1.10966 # DEPENDENCYPART_GRANDPAR
(6,4),(4,16),-0.972763 # DEPENDENCYPART_GRANDPAR
(6,4),(4,17),-1.41562 # DEPENDENCYPART_GRANDPAR
(6,4),(4,21),-1.36392 # DEPENDENCYPART_GRANDPAR
(6,4),(4,29),-1.79117 # DEPENDENCYPART_GRANDPAR
(6,7),(7,1),-0.998011 # DEPENDENCYPART_GRANDPAR
(6,7),(7,2),-1.22335 # DEPENDENCYPART_GRANDPAR
(6,7),(7,3),-1.08955 # DEPENDENCYPART_GRANDPAR
(6,7),(7,4),-1.14214 # DEPENDENCYPART_GRANDPAR
(6,7),(7,5),-1.07547 # DEPENDENCYPART_GRANDPAR
(6,7),(7,6),-0.814164 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,7),(7,8),-0.897207 # DEPENDENCYPART_GRANDPAR
(6,7),(7,9),-0.589807 # DEPENDENCYPART_GRANDPAR
(6,7),(7,14),-0.78012 # DEPENDENCYPART_GRANDPAR
(6,14),(14,6),-0.910913 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,14),(14,7),0.0981252 # DEPENDENCYPART_GRANDPAR
(6,14),(14,12),-0.320644 # DEPENDENCYPART_GRANDPAR
(6,14),(14,13),-0.346102 # DEPENDENCYPART_GRANDPAR
(6,14),(14,15),-0.612756 # DEPENDENCYPART_GRANDPAR
(6,14),(14,16),-0.503226 # DEPENDENCYPART_GRANDPAR
(6,14),(14,17),-0.907376 # DEPENDENCYPART_GRANDPAR
(6,14),(14,18),-0.826253 # DEPENDENCYPART_GRANDPAR
(6,14),(14,20),-0.754484 # DEPENDENCYPART_GRANDPAR
(6,14),(14,21),-0.77794 # DEPENDENCYPART_GRANDPAR
(6,14),(14,22),-0.734292 # DEPENDENCYPART_GRANDPAR
(6,14),(14,24),-0.765025 # DEPENDENCYPART_GRANDPAR
(6,14),(14,26),-0.985995 # DEPENDENCYPART_GRANDPAR
(6,14),(14,27),-0.706679 # DEPENDENCYPART_GRANDPAR
(6,14),(14,29),-1.10617 # DEPENDENCYPART_GRANDPAR
(7,1),(1,2),-0.314738 # DEPENDENCYPART_GRANDPAR
(7,1),(1,3),-0.304664 # DEPENDENCYPART_GRANDPAR
(7,1),(1,4),-0.200607 # DEPENDENCYPART_GRANDPAR
(7,1),(1,5),-0.170692 # DEPENDENCYPART_GRANDPAR
(7,1),(1,6),-0.45234 # DEPENDENCYPART_GRANDPAR
(7,1),(1,7),-1.47007 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,1),(1,8),-0.925328 # DEPENDENCYPART_GRANDPAR
(7,1),(1,9),-1.11981 # DEPENDENCYPART_GRANDPAR
(7,1),(1,10),-0.793701 # DEPENDENCYPART_GRANDPAR
(7,1),(1,29),-1.59545 # DEPENDENCYPART_GRANDPAR
(7,2),(2,1),-0.26671 # DEPENDENCYPART_GRANDPAR
(7,2),(2,5),-0.273304 # DEPENDENCYPART_GRANDPAR
(7,3),(3,1),-0.271632 # DEPENDENCYPART_GRANDPAR
(7,3),(3,2),-0.359988 # DEPENDENCYPART_GRANDPAR
(7,3),(3,5),-0.284044 # DEPENDENCYPART_GRANDPAR
(7,3),(3,7),-1.45835 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,4),(4,1),-0.333453 # DEPENDENCYPART_GRANDPAR
(7,4),(4,2),-0.346593 # DEPENDENCYPART_GRANDPAR
(7,4),(4,3),-0.227422 # DEPENDENCYPART_GRANDPAR
(7,4),(4,5),-0.0692626 # DEPENDENCYPART_GRANDPAR
(7,4),(4,6),-0.232032 # DEPENDENCYPART_GRANDPAR
(7,4),(4,7),-1.55158 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,4),(4,8),-0.92407 # DEPENDENCYPART_GRANDPAR
(7,4),(4,9),-1.11538 # DEPENDENCYPART_GRANDPAR
(7,4),(4,10),-0.705394 # DEPENDENCYPART_GRANDPAR
(7,4),(4,14),-1.08772 # DEPENDENCYPART_GRANDPAR
(7,4),(4,15),-0.925493 # DEPENDENCYPART_GRANDPAR
(7,4),(4,16),-0.858752 # DEPENDENCYPART_GRANDPAR
(7,4),(4,17),-1.1373 # DEPENDENCYPART_GRANDPAR
(7,4),(4,21),-1.19345 # DEPENDENCYPART_GRANDPAR
(7,4),(4,29),-1.62882 # DEPENDENCYPART_GRANDPAR
(7,6),(6,4),-0.360878 # DEPENDENCYPART_GRANDPAR
(7,6),(6,5),-0.0979087 # DEPENDENCYPART_GRANDPAR
(7,6),(6,7),-1.59082 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,6),(6,14),-1.11 # DEPENDENCYPART_GRANDPAR
(7,8),(8,1),-0.798937 # DEPENDENCYPART_GRANDPAR
(7,8),(8,2),-0.855104 # DEPENDENCYPART_GRANDPAR
(7,8),(8,3),-0.798514 # DEPENDENCYPART_GRANDPAR
(7,8),(8,4),-0.680859 # DEPENDENCYPART_GRANDPAR
(7,8),(8,5),-0.675968 # DEPENDENCYPART_GRANDPAR
(7,8),(8,6),-0.873887 # DEPENDENCYPART_GRANDPAR
(7,8),(8,7),-1.03991 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,8),(8,9),-0.510429 # DEPENDENCYPART_GRANDPAR
(7,8),(8,10),-0.415368 # DEPENDENCYPART_GRANDPAR
(7,8),(8,11),-0.347074 # DEPENDENCYPART_GRANDPAR
(7,8),(8,14),-0.627416 # DEPENDENCYPART_GRANDPAR
(7,8),(8,15),-0.525761 # DEPENDENCYPART_GRANDPAR
(7,8),(8,16),-0.453023 # DEPENDENCYPART_GRANDPAR
(7,8),(8,18),-0.747533 # DEPENDENCYPART_GRANDPAR
(7,8),(8,21),-0.621809 # DEPENDENCYPART_GRANDPAR
(7,8),(8,22),-0.714595 # DEPENDENCYPART_GRANDPAR
(7,8),(8,29),-1.12695 # DEPENDENCYPART_GRANDPAR
(7,9),(9,1),-0.827025 # DEPENDENCYPART_GRANDPAR
(7,9),(9,4),-0.716477 # DEPENDENCYPART_GRANDPAR
(7,9),(9,5),-0.690403 # DEPENDENCYPART_GRANDPAR
(7,9),(9,6),-0.896356 # DEPENDENCYPART_GRANDPAR
(7,9),(9,7),-1.02534 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,9),(9,8),-0.442677 # DEPENDENCYPART_GRANDPAR
(7,9),(9,10),-0.416172 # DEPENDENCYPART_GRANDPAR
(7,9),(9,11),-0.512457 # DEPENDENCYPART_GRANDPAR
(7,9),(9,13),-0.506294 # DEPENDENCYPART_GRANDPAR
(7,9),(9,14),-0.573002 # DEPENDENCYPART_GRANDPAR
(7,9),(9,15),-0.592125 # DEPENDENCYPART_GRANDPAR
(7,9),(9,16),-0.490952 # DEPENDENCYPART_GRANDPAR
(7,9),(9,17),-0.729848 # DEPENDENCYPART_GRANDPAR
(7,9),(9,18),-0.849111 # DEPENDENCYPART_GRANDPAR
(7,9),(9,21),-0.650369 # DEPENDENCYPART_GRANDPAR
(7,9),(9,22),-0.683595 # DEPENDENCYPART_GRANDPAR
(7,9),(9,24),-0.739594 # DEPENDENCYPART_GRANDPAR
(7,9),(9,26),-0.928065 # DEPENDENCYPART_GRANDPAR
(7,9),(9,29),-1.04652 # DEPENDENCYPART_GRANDPAR
(7,14),(14,6),-0.985741 # DEPENDENCYPART_GRANDPAR
(7,14),(14,7),-0.867389 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,14),(14,12),-0.213353 # DEPENDENCYPART_GRANDPAR
(7,14),(14,13),-0.209391 # DEPENDENCYPART_GRANDPAR
(7,14),(14,15),-0.427366 # DEPENDENCYPART_GRANDPAR
(7,14),(14,16),-0.390237 # DEPENDENCYPART_GRANDPAR
(7,14),(14,17),-0.632762 # DEPENDENCYPART_GRANDPAR
(7,14),(14,18),-0.683985 # DEPENDENCYPART_GRANDPAR
(7,14),(14,20),-0.550929 # DEPENDENCYPART_GRANDPAR
(7,14),(14,21),-0.602035 # DEPENDENCYPART_GRANDPAR
(7,14),(14,22),-0.562399 # DEPENDENCYPART_GRANDPAR
(7,14),(14,24),-0.607974 # DEPENDENCYPART_GRANDPAR
(7,14),(14,26),-0.824053 # DEPENDENCYPART_GRANDPAR
(7,14),(14,27),-0.55456 # DEPENDENCYPART_GRANDPAR
(7,14),(14,29),-0.942728 # DEPENDENCYPART_GRANDPAR
(8,1),(1,2),-0.305905 # DEPENDENCYPART_GRANDPAR
(8,1),(1,3),-0.0741605 # DEPENDENCYPART_GRANDPAR
(8,1),(1,4),0.0316279 # DEPENDENCYPART_GRANDPAR
(8,1),(1,5),-0.405882 # DEPENDENCYPART_GRANDPAR
(8,1),(1,6),0.0496743 # DEPENDENCYPART_GRANDPAR
(8,1),(1,7),0.0274339 # DEPENDENCYPART_GRANDPAR
(8,1),(1,8),-1.27305 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,1),(1,9),-0.396759 # DEPENDENCYPART_GRANDPAR
(8,1),(1,10),-0.0844894 # DEPENDENCYPART_GRANDPAR
(8,1),(1,29),-1.37079 # DEPENDENCYPART_GRANDPAR
(8,2),(2,1),0.344675 # DEPENDENCYPART_GRANDPAR
(8,2),(2,5),-0.305252 # DEPENDENCYPART_GRANDPAR
(8,3),(3,1),0.34609 # DEPENDENCYPART_GRANDPAR
(8,3),(3,2),-0.154476 # DEPENDENCYPART_GRANDPAR
(8,3),(3,5),-0.452222 # DEPENDENCYPART_GRANDPAR
(8,3),(3,7),0.0936033 # DEPENDENCYPART_GRANDPAR
(8,4),(4,1),0.145328 # DEPENDENCYPART_GRANDPAR
(8,4),(4,2),-0.142495 # DEPENDENCYPART_GRANDPAR
(8,4),(4,3),-0.0214297 # DEPENDENCYPART_GRANDPAR
(8,4),(4,5),-0.0401856 # DEPENDENCYPART_GRANDPAR
(8,4),(4,6),0.243449 # DEPENDENCYPART_GRANDPAR
(8,4),(4,7),0.214271 # DEPENDENCYPART_GRANDPAR
(8,4),(4,8),-1.07578 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,4),(4,9),-0.226237 # DEPENDENCYPART_GRANDPAR
(8,4),(4,10),0.317561 # DEPENDENCYPART_GRANDPAR
(8,4),(4,14),-0.783887 # DEPENDENCYPART_GRANDPAR
(8,4),(4,15),-0.304966 # DEPENDENCYPART_GRANDPAR
(8,4),(4,16),-0.502807 # DEPENDENCYPART_GRANDPAR
(8,4),(4,17),-0.751857 # DEPENDENCYPART_GRANDPAR
(8,4),(4,21),-0.415236 # DEPENDENCYPART_GRANDPAR
(8,4),(4,29),-1.23876 # DEPENDENCYPART_GRANDPAR
(8,6),(6,4),0.00759584 # DEPENDENCYPART_GRANDPAR
(8,6),(6,5),-0.538496 # DEPENDENCYPART_GRANDPAR
(8,6),(6,7),0.327434 # DEPENDENCYPART_GRANDPAR
(8,6),(6,14),-0.87153 # DEPENDENCYPART_GRANDPAR
(8,7),(7,1),0.219233 # DEPENDENCYPART_GRANDPAR
(8,7),(7,2),-0.366848 # DEPENDENCYPART_GRANDPAR
(8,7),(7,3),-0.244489 # DEPENDENCYPART_GRANDPAR
(8,7),(7,4),0.00759661 # DEPENDENCYPART_GRANDPAR
(8,7),(7,5),-0.537742 # DEPENDENCYPART_GRANDPAR
(8,7),(7,6),0.23939 # DEPENDENCYPART_GRANDPAR
(8,7),(7,8),-1.21964 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,7),(7,9),-0.355424 # DEPENDENCYPART_GRANDPAR
(8,7),(7,14),-0.87153 # DEPENDENCYPART_GRANDPAR
(8,9),(9,1),0.0492506 # DEPENDENCYPART_GRANDPAR
(8,9),(9,4),0.0315033 # DEPENDENCYPART_GRANDPAR
(8,9),(9,5),-0.750527 # DEPENDENCYPART_GRANDPAR
(8,9),(9,6),-0.0954112 # DEPENDENCYPART_GRANDPAR
(8,9),(9,7),-0.1177 # DEPENDENCYPART_GRANDPAR
(8,9),(9,8),-0.90351 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,9),(9,10),0.31201 # DEPENDENCYPART_GRANDPAR
(8,9),(9,11),-0.203273 # DEPENDENCYPART_GRANDPAR
(8,9),(9,13),-0.334255 # DEPENDENCYPART_GRANDPAR
(8,9),(9,14),-0.410866 # DEPENDENCYPART_GRANDPAR
(8,9),(9,15),-0.142793 # DEPENDENCYPART_GRANDPAR
(8,9),(9,16),0.0208192 # DEPENDENCYPART_GRANDPAR
(8,9),(9,17),-0.439924 # DEPENDENCYPART_GRANDPAR
(8,9),(9,18),-0.232485 # DEPENDENCYPART_GRANDPAR
(8,9),(9,21),0.0719233 # DEPENDENCYPART_GRANDPAR
(8,9),(9,22),0.200677 # DEPENDENCYPART_GRANDPAR
(8,9),(9,24),-0.112333 # DEPENDENCYPART_GRANDPAR
(8,9),(9,26),-0.941212 # DEPENDENCYPART_GRANDPAR
(8,9),(9,29),-0.853813 # DEPENDENCYPART_GRANDPAR
(8,10),(10,1),-0.0811359 # DEPENDENCYPART_GRANDPAR
(8,10),(10,4),-0.299092 # DEPENDENCYPART_GRANDPAR
(8,10),(10,5),-0.958191 # DEPENDENCYPART_GRANDPAR
(8,10),(10,7),-0.311111 # DEPENDENCYPART_GRANDPAR
(8,10),(10,11),-0.16592 # DEPENDENCYPART_GRANDPAR
(8,10),(10,12),-0.463467 # DEPENDENCYPART_GRANDPAR
(8,10),(10,14),-0.504873 # DEPENDENCYPART_GRANDPAR
(8,10),(10,15),-0.281344 # DEPENDENCYPART_GRANDPAR
(8,10),(10,16),-0.195535 # DEPENDENCYPART_GRANDPAR
(8,10),(10,21),-0.0197875 # DEPENDENCYPART_GRANDPAR
(8,11),(11,1),0.171876 # DEPENDENCYPART_GRANDPAR
(8,11),(11,4),0.0477778 # DEPENDENCYPART_GRANDPAR
(8,11),(11,5),-0.730274 # DEPENDENCYPART_GRANDPAR
(8,11),(11,7),-0.0692756 # DEPENDENCYPART_GRANDPAR
(8,11),(11,12),-0.374539 # DEPENDENCYPART_GRANDPAR
(8,11),(11,13),-0.167988 # DEPENDENCYPART_GRANDPAR
(8,11),(11,14),-0.247432 # DEPENDENCYPART_GRANDPAR
(8,11),(11,15),0.0682348 # DEPENDENCYPART_GRANDPAR
(8,11),(11,16),0.0606987 # DEPENDENCYPART_GRANDPAR
(8,11),(11,17),-0.275224 # DEPENDENCYPART_GRANDPAR
(8,11),(11,18),-0.0404086 # DEPENDENCYPART_GRANDPAR
(8,11),(11,20),0.0446785 # DEPENDENCYPART_GRANDPAR
(8,11),(11,21),0.280241 # DEPENDENCYPART_GRANDPAR
(8,11),(11,22),0.329482 # DEPENDENCYPART_GRANDPAR
(8,11),(11,24),0.0164741 # DEPENDENCYPART_GRANDPAR
(8,11),(11,25),-0.368843 # DEPENDENCYPART_GRANDPAR
(8,11),(11,26),-0.768733 # DEPENDENCYPART_GRANDPAR
(8,11),(11,27),-0.522422 # DEPENDENCYPART_GRANDPAR
(8,11),(11,28),-0.771445 # DEPENDENCYPART_GRANDPAR
(8,11),(11,29),-0.795346 # DEPENDENCYPART_GRANDPAR
(8,14),(14,6),-0.276776 # DEPENDENCYPART_GRANDPAR
(8,14),(14,7),-0.299064 # DEPENDENCYPART_GRANDPAR
(8,14),(14,12),-0.446957 # DEPENDENCYPART_GRANDPAR
(8,14),(14,13),-0.200305 # DEPENDENCYPART_GRANDPAR
(8,14),(14,15),-0.211654 # DEPENDENCYPART_GRANDPAR
(8,14),(14,16),-0.223774 # DEPENDENCYPART_GRANDPAR
(8,14),(14,17),-0.438438 # DEPENDENCYPART_GRANDPAR
(8,14),(14,18),-0.374197 # DEPENDENCYPART_GRANDPAR
(8,14),(14,20),-0.0846701 # DEPENDENCYPART_GRANDPAR
(8,14),(14,21),0.154985 # DEPENDENCYPART_GRANDPAR
(8,14),(14,22),0.0674838 # DEPENDENCYPART_GRANDPAR
(8,14),(14,24),-0.231959 # DEPENDENCYPART_GRANDPAR
(8,14),(14,26),-1.00351 # DEPENDENCYPART_GRANDPAR
(8,14),(14,27),-0.677717 # DEPENDENCYPART_GRANDPAR
(8,14),(14,29),-0.858656 # DEPENDENCYPART_GRANDPAR
(8,15),(15,14),-0.344304 # DEPENDENCYPART_GRANDPAR
