# _root_ `` It does n't replace pitching in the majors , but it proves to me that I would have been able to play if I 'd stayed healthy , '' he says .
#goldHeads=32,3,11,3,3,5,6,9,7,11,32,13,11,13,14,18,18,13,18,19,20,23,21,26,26,20,26,27,32,32,32,0,32,
#predictedHeads=32,3,11,3,3,5,6,9,7,11,32,13,11,13,14,18,18,13,18,19,20,23,21,26,26,23,26,27,32,32,32,0,32,
(5,2),(5,19),0.0691013 # DEPENDENCYPART_SIBL
(5,2),(5,33),0.00620985 # DEPENDENCYPART_SIBL
(5,3),(5,4),-0.0276462 # DEPENDENCYPART_SIBL
(5,3),(5,6),-0.00866546 # DEPENDENCYPART_SIBL
(5,3),(5,7),-0.0287099 # DEPENDENCYPART_SIBL
(5,3),(5,8),-0.0739029 # DEPENDENCYPART_SIBL
(5,3),(5,9),-0.0165312 # DEPENDENCYPART_SIBL
(5,3),(5,10),-0.0681448 # DEPENDENCYPART_SIBL
(5,3),(5,11),-0.0182787 # DEPENDENCYPART_SIBL
(5,3),(5,13),-0.01204 # DEPENDENCYPART_SIBL
(5,3),(5,14),-0.0583623 # DEPENDENCYPART_SIBL
(5,3),(5,18),-0.0386819 # DEPENDENCYPART_SIBL
(5,3),(5,19),-0.0421754 # DEPENDENCYPART_SIBL
(5,3),(5,33),0.0149243 # DEPENDENCYPART_SIBL
(5,4),(5,6),-0.0636714 # DEPENDENCYPART_SIBL
(5,4),(5,7),-0.118924 # DEPENDENCYPART_SIBL
(5,4),(5,8),-0.103413 # DEPENDENCYPART_SIBL
(5,4),(5,9),-0.0589535 # DEPENDENCYPART_SIBL
(5,4),(5,10),-0.102995 # DEPENDENCYPART_SIBL
(5,4),(5,11),-0.0290951 # DEPENDENCYPART_SIBL
(5,4),(5,13),-0.0670459 # DEPENDENCYPART_SIBL
(5,4),(5,14),-0.0219031 # DEPENDENCYPART_SIBL
(5,4),(5,18),-0.0826446 # DEPENDENCYPART_SIBL
(5,4),(5,19),-0.0546445 # DEPENDENCYPART_SIBL
(5,4),(5,33),-0.0392081 # DEPENDENCYPART_SIBL
(5,6),(5,7),0.0108035 # DEPENDENCYPART_SIBL
(5,6),(5,8),-0.023897 # DEPENDENCYPART_SIBL
(5,6),(5,9),-0.0234657 # DEPENDENCYPART_SIBL
(5,6),(5,10),0.00345447 # DEPENDENCYPART_SIBL
(5,6),(5,11),-0.0759131 # DEPENDENCYPART_SIBL
(5,6),(5,13),-0.0188114 # DEPENDENCYPART_SIBL
(5,6),(5,14),-0.0434882 # DEPENDENCYPART_SIBL
(5,6),(5,18),-0.035344 # DEPENDENCYPART_SIBL
(5,6),(5,19),-0.00390818 # DEPENDENCYPART_SIBL
(5,6),(5,33),0.00590275 # DEPENDENCYPART_SIBL
(5,7),(5,8),-0.0232486 # DEPENDENCYPART_SIBL
(5,7),(5,9),0.0158619 # DEPENDENCYPART_SIBL
(5,7),(5,10),0.0217601 # DEPENDENCYPART_SIBL
(5,7),(5,11),-0.0466264 # DEPENDENCYPART_SIBL
(5,7),(5,13),-0.00808719 # DEPENDENCYPART_SIBL
(5,7),(5,14),-0.0359198 # DEPENDENCYPART_SIBL
(5,7),(5,18),-0.017827 # DEPENDENCYPART_SIBL
(5,7),(5,19),-0.00111118 # DEPENDENCYPART_SIBL
(5,7),(5,33),-0.0195279 # DEPENDENCYPART_SIBL
(5,8),(5,9),-0.0432511 # DEPENDENCYPART_SIBL
(5,8),(5,10),-0.0398428 # DEPENDENCYPART_SIBL
(5,8),(5,11),-0.0446095 # DEPENDENCYPART_SIBL
(5,8),(5,13),-0.0378819 # DEPENDENCYPART_SIBL
(5,8),(5,14),-0.0248029 # DEPENDENCYPART_SIBL
(5,8),(5,18),-0.034961 # DEPENDENCYPART_SIBL
(5,8),(5,19),-0.0425315 # DEPENDENCYPART_SIBL
(5,8),(5,33),-0.0198776 # DEPENDENCYPART_SIBL
(5,9),(5,10),0.0220748 # DEPENDENCYPART_SIBL
(5,9),(5,11),-0.0454655 # DEPENDENCYPART_SIBL
(5,9),(5,13),0.00702146 # DEPENDENCYPART_SIBL
(5,9),(5,14),0.0188767 # DEPENDENCYPART_SIBL
(5,9),(5,18),-0.0423038 # DEPENDENCYPART_SIBL
(5,9),(5,19),-0.00855991 # DEPENDENCYPART_SIBL
(5,9),(5,33),0.00612301 # DEPENDENCYPART_SIBL
(5,10),(5,11),-0.00853011 # DEPENDENCYPART_SIBL
(5,10),(5,13),0.0389433 # DEPENDENCYPART_SIBL
(5,10),(5,14),0.000938072 # DEPENDENCYPART_SIBL
(5,10),(5,18),0.0215243 # DEPENDENCYPART_SIBL
(5,10),(5,19),0.0735993 # DEPENDENCYPART_SIBL
(5,10),(5,33),0.00513388 # DEPENDENCYPART_SIBL
(5,11),(5,13),-0.00783219 # DEPENDENCYPART_SIBL
(5,11),(5,14),-0.00933778 # DEPENDENCYPART_SIBL
(5,11),(5,18),-0.0245537 # DEPENDENCYPART_SIBL
(5,11),(5,19),-0.0174125 # DEPENDENCYPART_SIBL
(5,11),(5,33),0.013923 # DEPENDENCYPART_SIBL
(5,13),(5,14),-0.0453821 # DEPENDENCYPART_SIBL
(5,13),(5,18),-0.0372379 # DEPENDENCYPART_SIBL
(5,13),(5,19),-0.00580911 # DEPENDENCYPART_SIBL
(5,13),(5,33),-0.00342493 # DEPENDENCYPART_SIBL
(5,14),(5,18),-0.0533159 # DEPENDENCYPART_SIBL
(5,14),(5,19),-0.0185338 # DEPENDENCYPART_SIBL
(5,14),(5,33),-0.00749453 # DEPENDENCYPART_SIBL
(5,18),(5,19),-0.0129698 # DEPENDENCYPART_SIBL
(5,18),(5,33),0.0179629 # DEPENDENCYPART_SIBL
(5,19),(5,33),-0.00462536 # DEPENDENCYPART_SIBL
(6,2),(6,3),-0.0140698 # DEPENDENCYPART_SIBL
(6,2),(6,4),0.0364951 # DEPENDENCYPART_SIBL
(6,2),(6,7),-0.00949764 # DEPENDENCYPART_SIBL
(6,2),(6,8),-0.0436955 # DEPENDENCYPART_SIBL
(6,2),(6,9),0.0128725 # DEPENDENCYPART_SIBL
(6,2),(6,10),-0.061136 # DEPENDENCYPART_SIBL
(6,2),(6,11),-0.11603 # DEPENDENCYPART_SIBL
(6,2),(6,13),0.0502144 # DEPENDENCYPART_SIBL
(6,2),(6,14),-0.189392 # DEPENDENCYPART_SIBL
(6,2),(6,18),0.105807 # DEPENDENCYPART_SIBL
(6,2),(6,19),0.0699944 # DEPENDENCYPART_SIBL
(6,2),(6,20),0.0339868 # DEPENDENCYPART_SIBL
(6,2),(6,30),-0.02231 # DEPENDENCYPART_SIBL
(6,2),(6,33),0.00626867 # DEPENDENCYPART_SIBL
(6,3),(6,4),-0.0264276 # DEPENDENCYPART_SIBL
(6,3),(6,7),-0.0221737 # DEPENDENCYPART_SIBL
(6,3),(6,8),-0.0725603 # DEPENDENCYPART_SIBL
(6,3),(6,9),-0.0134287 # DEPENDENCYPART_SIBL
(6,3),(6,10),-0.0668021 # DEPENDENCYPART_SIBL
(6,3),(6,11),-0.0159023 # DEPENDENCYPART_SIBL
(6,3),(6,13),-0.00980506 # DEPENDENCYPART_SIBL
(6,3),(6,14),-0.0561804 # DEPENDENCYPART_SIBL
(6,3),(6,18),-0.03734 # DEPENDENCYPART_SIBL
(6,3),(6,19),-0.0399405 # DEPENDENCYPART_SIBL
(6,3),(6,20),-0.0167183 # DEPENDENCYPART_SIBL
(6,3),(6,30),-0.0402432 # DEPENDENCYPART_SIBL
(6,3),(6,33),0.016325 # DEPENDENCYPART_SIBL
(6,4),(6,7),-0.113743 # DEPENDENCYPART_SIBL
(6,4),(6,8),-0.103413 # DEPENDENCYPART_SIBL
(6,4),(6,9),-0.0585212 # DEPENDENCYPART_SIBL
(6,4),(6,10),-0.102994 # DEPENDENCYPART_SIBL
(6,4),(6,11),-0.0280607 # DEPENDENCYPART_SIBL
(6,4),(6,13),-0.0661529 # DEPENDENCYPART_SIBL
(6,4),(6,14),-0.0210631 # DEPENDENCYPART_SIBL
(6,4),(6,18),-0.0826446 # DEPENDENCYPART_SIBL
(6,4),(6,19),-0.0537515 # DEPENDENCYPART_SIBL
(6,4),(6,20),-0.0724019 # DEPENDENCYPART_SIBL
(6,4),(6,30),-0.0315933 # DEPENDENCYPART_SIBL
(6,4),(6,33),-0.0391493 # DEPENDENCYPART_SIBL
(6,7),(6,8),-0.0268021 # DEPENDENCYPART_SIBL
(6,7),(6,9),0.0131959 # DEPENDENCYPART_SIBL
(6,7),(6,10),0.0185765 # DEPENDENCYPART_SIBL
(6,7),(6,11),-0.0501488 # DEPENDENCYPART_SIBL
(6,7),(6,13),-0.0122035 # DEPENDENCYPART_SIBL
(6,7),(6,14),-0.0370955 # DEPENDENCYPART_SIBL
(6,7),(6,18),-0.0213827 # DEPENDENCYPART_SIBL
(6,7),(6,19),-0.00522749 # DEPENDENCYPART_SIBL
(6,7),(6,20),0.0127534 # DEPENDENCYPART_SIBL
(6,7),(6,30),-0.0572251 # DEPENDENCYPART_SIBL
(6,7),(6,33),-0.0229987 # DEPENDENCYPART_SIBL
(6,8),(6,9),-0.0423735 # DEPENDENCYPART_SIBL
(6,8),(6,10),-0.0394711 # DEPENDENCYPART_SIBL
(6,8),(6,11),-0.0445754 # DEPENDENCYPART_SIBL
(6,8),(6,13),-0.0401678 # DEPENDENCYPART_SIBL
(6,8),(6,14),-0.022422 # DEPENDENCYPART_SIBL
(6,8),(6,18),-0.0349601 # DEPENDENCYPART_SIBL
(6,8),(6,19),-0.0448174 # DEPENDENCYPART_SIBL
(6,8),(6,20),-0.0140326 # DEPENDENCYPART_SIBL
(6,8),(6,30),-0.0164711 # DEPENDENCYPART_SIBL
(6,8),(6,33),-0.0197928 # DEPENDENCYPART_SIBL
(6,9),(6,10),0.0104205 # DEPENDENCYPART_SIBL
(6,9),(6,11),-0.0578201 # DEPENDENCYPART_SIBL
(6,9),(6,13),-0.0108598 # DEPENDENCYPART_SIBL
(6,9),(6,14),0.0101449 # DEPENDENCYPART_SIBL
(6,9),(6,18),-0.0546984 # DEPENDENCYPART_SIBL
(6,9),(6,19),-0.0264412 # DEPENDENCYPART_SIBL
(6,9),(6,20),0.0214947 # DEPENDENCYPART_SIBL
(6,9),(6,30),-0.0123296 # DEPENDENCYPART_SIBL
(6,9),(6,33),-0.00614706 # DEPENDENCYPART_SIBL
(6,10),(6,11),-0.00848738 # DEPENDENCYPART_SIBL
(6,10),(6,13),0.0366685 # DEPENDENCYPART_SIBL
(6,10),(6,14),0.00332754 # DEPENDENCYPART_SIBL
(6,10),(6,18),0.0215337 # DEPENDENCYPART_SIBL
(6,10),(6,19),0.0713245 # DEPENDENCYPART_SIBL
(6,10),(6,20),0.0393719 # DEPENDENCYPART_SIBL
(6,10),(6,30),0.0418438 # DEPENDENCYPART_SIBL
(6,10),(6,33),0.00522725 # DEPENDENCYPART_SIBL
(6,11),(6,13),-0.00909115 # DEPENDENCYPART_SIBL
(6,11),(6,14),-0.00520863 # DEPENDENCYPART_SIBL
(6,11),(6,18),-0.0235663 # DEPENDENCYPART_SIBL
(6,11),(6,19),-0.0186715 # DEPENDENCYPART_SIBL
(6,11),(6,20),0.0100039 # DEPENDENCYPART_SIBL
(6,11),(6,30),-0.0108167 # DEPENDENCYPART_SIBL
(6,11),(6,33),0.0149943 # DEPENDENCYPART_SIBL
(6,13),(6,14),-0.0426447 # DEPENDENCYPART_SIBL
(6,13),(6,18),-0.0368806 # DEPENDENCYPART_SIBL
(6,13),(6,19),-0.00773934 # DEPENDENCYPART_SIBL
(6,13),(6,20),-0.000676182 # DEPENDENCYPART_SIBL
(6,13),(6,30),0.00507889 # DEPENDENCYPART_SIBL
(6,13),(6,33),-0.0029617 # DEPENDENCYPART_SIBL
(6,14),(6,18),-0.0524811 # DEPENDENCYPART_SIBL
(6,14),(6,19),-0.0199866 # DEPENDENCYPART_SIBL
(6,14),(6,20),0.00187357 # DEPENDENCYPART_SIBL
(6,14),(6,30),-0.0400864 # DEPENDENCYPART_SIBL
(6,14),(6,33),-0.00657564 # DEPENDENCYPART_SIBL
(6,18),(6,19),-0.0152574 # DEPENDENCYPART_SIBL
(6,18),(6,20),0.00891525 # DEPENDENCYPART_SIBL
(6,18),(6,30),-0.0532538 # DEPENDENCYPART_SIBL
(6,18),(6,33),0.0180469 # DEPENDENCYPART_SIBL
(6,19),(6,20),0.0122509 # DEPENDENCYPART_SIBL
(6,19),(6,30),0.0594141 # DEPENDENCYPART_SIBL
(6,19),(6,33),-0.00416213 # DEPENDENCYPART_SIBL
(6,20),(6,30),0.0754512 # DEPENDENCYPART_SIBL
(6,20),(6,33),0.0270257 # DEPENDENCYPART_SIBL
(6,30),(6,33),-0.069684 # DEPENDENCYPART_SIBL
(7,4),(7,6),0.0114189 # DEPENDENCYPART_SIBL
(7,4),(7,8),-0.0079577 # DEPENDENCYPART_SIBL
(7,4),(7,9),0.0146373 # DEPENDENCYPART_SIBL
(7,4),(7,10),0.144558 # DEPENDENCYPART_SIBL
(7,4),(7,11),0.0336048 # DEPENDENCYPART_SIBL
(7,4),(7,14),0.136534 # DEPENDENCYPART_SIBL
(7,6),(7,8),-0.0343324 # DEPENDENCYPART_SIBL
(7,6),(7,9),-0.0778585 # DEPENDENCYPART_SIBL
(7,6),(7,10),0.113388 # DEPENDENCYPART_SIBL
(7,6),(7,11),0.00556839 # DEPENDENCYPART_SIBL
(7,6),(7,14),0.0391944 # DEPENDENCYPART_SIBL
(7,8),(7,9),-0.0682394 # DEPENDENCYPART_SIBL
(7,8),(7,10),-0.0205516 # DEPENDENCYPART_SIBL
(7,8),(7,11),-0.0477217 # DEPENDENCYPART_SIBL
(7,8),(7,14),-0.0289782 # DEPENDENCYPART_SIBL
(7,9),(7,10),0.00417894 # DEPENDENCYPART_SIBL
(7,9),(7,11),-0.0987878 # DEPENDENCYPART_SIBL
(7,9),(7,14),-0.0215401 # DEPENDENCYPART_SIBL
(7,10),(7,11),-0.0172847 # DEPENDENCYPART_SIBL
(7,10),(7,14),0.0150819 # DEPENDENCYPART_SIBL
(7,11),(7,14),-0.00952617 # DEPENDENCYPART_SIBL
(9,4),(9,6),0.00184344 # DEPENDENCYPART_SIBL
(9,4),(9,7),-0.0202754 # DEPENDENCYPART_SIBL
(9,4),(9,8),0.0108665 # DEPENDENCYPART_SIBL
(9,4),(9,10),-0.0444343 # DEPENDENCYPART_SIBL
(9,4),(9,11),-0.00822227 # DEPENDENCYPART_SIBL
(9,4),(9,13),-0.0230686 # DEPENDENCYPART_SIBL
(9,4),(9,14),0.00121595 # DEPENDENCYPART_SIBL
(9,4),(9,18),0.002474 # DEPENDENCYPART_SIBL
(9,6),(9,7),-0.0165573 # DEPENDENCYPART_SIBL
(9,6),(9,8),0.00131321 # DEPENDENCYPART_SIBL
(9,6),(9,10),-0.0122097 # DEPENDENCYPART_SIBL
(9,6),(9,11),-0.000687964 # DEPENDENCYPART_SIBL
(9,6),(9,13),-0.019193 # DEPENDENCYPART_SIBL
(9,6),(9,14),-0.0237535 # DEPENDENCYPART_SIBL
(9,6),(9,18),0.0127762 # DEPENDENCYPART_SIBL
(9,7),(9,8),-0.00158078 # DEPENDENCYPART_SIBL
(9,7),(9,10),-0.0320258 # DEPENDENCYPART_SIBL
(9,7),(9,11),-0.012021 # DEPENDENCYPART_SIBL
(9,7),(9,13),-0.0322065 # DEPENDENCYPART_SIBL
(9,7),(9,14),-0.00333735 # DEPENDENCYPART_SIBL
(9,7),(9,18),0.00360561 # DEPENDENCYPART_SIBL
(9,8),(9,10),0.00639774 # DEPENDENCYPART_SIBL
(9,8),(9,11),0.0263606 # DEPENDENCYPART_SIBL
(9,8),(9,13),0.128878 # DEPENDENCYPART_SIBL
(9,8),(9,14),-0.00489257 # DEPENDENCYPART_SIBL
(9,8),(9,18),0.0266895 # DEPENDENCYPART_SIBL
(9,10),(9,11),0.0393693 # DEPENDENCYPART_SIBL
(9,10),(9,13),0.0233558 # DEPENDENCYPART_SIBL
(9,10),(9,14),-0.0381842 # DEPENDENCYPART_SIBL
(9,10),(9,18),-0.00049604 # DEPENDENCYPART_SIBL
(9,11),(9,13),-0.00750885 # DEPENDENCYPART_SIBL
(9,11),(9,14),-0.0126337 # DEPENDENCYPART_SIBL
(9,11),(9,18),-0.00864005 # DEPENDENCYPART_SIBL
(9,13),(9,14),-0.00977025 # DEPENDENCYPART_SIBL
(9,13),(9,18),0.00127986 # DEPENDENCYPART_SIBL
(9,14),(9,18),-0.0377221 # DEPENDENCYPART_SIBL
(11,1),(11,2),-0.024523 # DEPENDENCYPART_SIBL
(11,1),(11,3),0.0304824 # DEPENDENCYPART_SIBL
(11,1),(11,4),-0.0263956 # DEPENDENCYPART_SIBL
(11,1),(11,5),0.0199306 # DEPENDENCYPART_SIBL
(11,1),(11,6),0.0208226 # DEPENDENCYPART_SIBL
(11,1),(11,7),-0.048388 # DEPENDENCYPART_SIBL
(11,1),(11,8),-0.00879596 # DEPENDENCYPART_SIBL
(11,1),(11,9),-0.0260291 # DEPENDENCYPART_SIBL
(11,1),(11,10),0.0717488 # DEPENDENCYPART_SIBL
(11,1),(11,12),-0.0512825 # DEPENDENCYPART_SIBL
(11,1),(11,13),-0.00703483 # DEPENDENCYPART_SIBL
(11,1),(11,14),-0.00416761 # DEPENDENCYPART_SIBL
(11,1),(11,16),-0.0253802 # DEPENDENCYPART_SIBL
(11,1),(11,18),0.0484673 # DEPENDENCYPART_SIBL
(11,1),(11,19),0.00955871 # DEPENDENCYPART_SIBL
(11,1),(11,20),-0.000175978 # DEPENDENCYPART_SIBL
(11,1),(11,23),-0.00256306 # DEPENDENCYPART_SIBL
(11,1),(11,26),0.0732244 # DEPENDENCYPART_SIBL
(11,1),(11,29),0.0616861 # DEPENDENCYPART_SIBL
(11,1),(11,30),0.49801 # DEPENDENCYPART_SIBL
(11,1),(11,32),-0.0559799 # DEPENDENCYPART_SIBL
(11,1),(11,33),0.0164653 # DEPENDENCYPART_SIBL
(11,2),(11,3),-0.0019292 # DEPENDENCYPART_SIBL
(11,2),(11,4),-0.0336062 # DEPENDENCYPART_SIBL
(11,2),(11,5),0.00134781 # DEPENDENCYPART_SIBL
(11,2),(11,6),0.00223983 # DEPENDENCYPART_SIBL
(11,2),(11,7),-0.0592662 # DEPENDENCYPART_SIBL
(11,2),(11,8),-0.045983 # DEPENDENCYPART_SIBL
(11,2),(11,9),-0.040009 # DEPENDENCYPART_SIBL
(11,2),(11,10),0.0245904 # DEPENDENCYPART_SIBL
(11,2),(11,12),-0.0530979 # DEPENDENCYPART_SIBL
(11,2),(11,13),0.0138122 # DEPENDENCYPART_SIBL
(11,2),(11,14),-0.103896 # DEPENDENCYPART_SIBL
(11,2),(11,16),-0.0582325 # DEPENDENCYPART_SIBL
(11,2),(11,18),0.118894 # DEPENDENCYPART_SIBL
(11,2),(11,19),0.00198472 # DEPENDENCYPART_SIBL
(11,2),(11,20),-0.0132865 # DEPENDENCYPART_SIBL
(11,2),(11,23),0.0144888 # DEPENDENCYPART_SIBL
(11,2),(11,26),0.111779 # DEPENDENCYPART_SIBL
(11,2),(11,29),-0.0405401 # DEPENDENCYPART_SIBL
(11,2),(11,30),0.0141305 # DEPENDENCYPART_SIBL
(11,2),(11,32),-0.0342438 # DEPENDENCYPART_SIBL
(11,2),(11,33),0.0187317 # DEPENDENCYPART_SIBL
(11,3),(11,4),-0.0915576 # DEPENDENCYPART_SIBL
(11,3),(11,5),-0.0763047 # DEPENDENCYPART_SIBL
(11,3),(11,6),-0.0735313 # DEPENDENCYPART_SIBL
(11,3),(11,7),-0.110456 # DEPENDENCYPART_SIBL
(11,3),(11,8),-0.0962883 # DEPENDENCYPART_SIBL
(11,3),(11,9),-0.0639169 # DEPENDENCYPART_SIBL
(11,3),(11,10),0.0135087 # DEPENDENCYPART_SIBL
(11,3),(11,12),-0.0425892 # DEPENDENCYPART_SIBL
(11,3),(11,13),0.266752 # DEPENDENCYPART_SIBL
(11,3),(11,14),-0.02536 # DEPENDENCYPART_SIBL
(11,3),(11,16),-0.0306054 # DEPENDENCYPART_SIBL
(11,3),(11,18),0.0810856 # DEPENDENCYPART_SIBL
(11,3),(11,19),0.242548 # DEPENDENCYPART_SIBL
(11,3),(11,20),0.232897 # DEPENDENCYPART_SIBL
(11,3),(11,23),0.277558 # DEPENDENCYPART_SIBL
(11,3),(11,26),0.0833393 # DEPENDENCYPART_SIBL
(11,3),(11,29),-0.00880419 # DEPENDENCYPART_SIBL
(11,3),(11,30),0.0795631 # DEPENDENCYPART_SIBL
(11,3),(11,32),0.204499 # DEPENDENCYPART_SIBL
(11,3),(11,33),0.0608174 # DEPENDENCYPART_SIBL
(11,4),(11,5),-0.00258161 # DEPENDENCYPART_SIBL
(11,4),(11,6),-0.00163106 # DEPENDENCYPART_SIBL
(11,4),(11,7),-0.0225727 # DEPENDENCYPART_SIBL
(11,4),(11,8),-0.0356024 # DEPENDENCYPART_SIBL
(11,4),(11,9),-0.0219594 # DEPENDENCYPART_SIBL
(11,4),(11,10),-0.0025235 # DEPENDENCYPART_SIBL
(11,4),(11,12),-0.0587998 # DEPENDENCYPART_SIBL
(11,4),(11,13),-0.025385 # DEPENDENCYPART_SIBL
(11,4),(11,14),0.0239397 # DEPENDENCYPART_SIBL
(11,4),(11,16),-0.0200644 # DEPENDENCYPART_SIBL
(11,4),(11,18),0.00742901 # DEPENDENCYPART_SIBL
(11,4),(11,19),-0.0372052 # DEPENDENCYPART_SIBL
(11,4),(11,20),-0.0472196 # DEPENDENCYPART_SIBL
(11,4),(11,23),-0.0210964 # DEPENDENCYPART_SIBL
(11,4),(11,26),0.0348875 # DEPENDENCYPART_SIBL
(11,4),(11,29),-0.0938507 # DEPENDENCYPART_SIBL
(11,4),(11,30),-0.00116932 # DEPENDENCYPART_SIBL
(11,4),(11,32),-0.0421247 # DEPENDENCYPART_SIBL
(11,4),(11,33),-0.0367537 # DEPENDENCYPART_SIBL
(11,5),(11,6),-0.0702973 # DEPENDENCYPART_SIBL
(11,5),(11,7),-0.109209 # DEPENDENCYPART_SIBL
(11,5),(11,8),-0.0954618 # DEPENDENCYPART_SIBL
(11,5),(11,9),-0.0610044 # DEPENDENCYPART_SIBL
(11,5),(11,10),-0.00135558 # DEPENDENCYPART_SIBL
(11,5),(11,12),-0.0623058 # DEPENDENCYPART_SIBL
(11,5),(11,13),0.231779 # DEPENDENCYPART_SIBL
(11,5),(11,14),-0.0450765 # DEPENDENCYPART_SIBL
(11,5),(11,16),-0.0445731 # DEPENDENCYPART_SIBL
(11,5),(11,18),0.0447364 # DEPENDENCYPART_SIBL
(11,5),(11,19),0.208707 # DEPENDENCYPART_SIBL
(11,5),(11,20),0.197925 # DEPENDENCYPART_SIBL
(11,5),(11,23),0.242586 # DEPENDENCYPART_SIBL
(11,5),(11,26),0.0469902 # DEPENDENCYPART_SIBL
(11,5),(11,29),-0.0253321 # DEPENDENCYPART_SIBL
(11,5),(11,30),0.0611874 # DEPENDENCYPART_SIBL
(11,5),(11,32),0.169587 # DEPENDENCYPART_SIBL
(11,5),(11,33),0.0146001 # DEPENDENCYPART_SIBL
(11,6),(11,7),-0.109209 # DEPENDENCYPART_SIBL
(11,6),(11,8),-0.0954601 # DEPENDENCYPART_SIBL
(11,6),(11,9),-0.0605291 # DEPENDENCYPART_SIBL
(11,6),(11,10),-0.00135558 # DEPENDENCYPART_SIBL
(11,6),(11,12),-0.0614934 # DEPENDENCYPART_SIBL
(11,6),(11,13),0.233675 # DEPENDENCYPART_SIBL
(11,6),(11,14),-0.0442641 # DEPENDENCYPART_SIBL
(11,6),(11,16),-0.0437531 # DEPENDENCYPART_SIBL
(11,6),(11,18),0.0455488 # DEPENDENCYPART_SIBL
(11,6),(11,19),0.210603 # DEPENDENCYPART_SIBL
(11,6),(11,20),0.199821 # DEPENDENCYPART_SIBL
(11,6),(11,23),0.244482 # DEPENDENCYPART_SIBL
(11,6),(11,26),0.0478025 # DEPENDENCYPART_SIBL
(11,6),(11,29),-0.0245197 # DEPENDENCYPART_SIBL
(11,6),(11,30),0.0619998 # DEPENDENCYPART_SIBL
(11,6),(11,32),0.171483 # DEPENDENCYPART_SIBL
(11,6),(11,33),0.0176222 # DEPENDENCYPART_SIBL
(11,7),(11,8),-0.0197552 # DEPENDENCYPART_SIBL
(11,7),(11,9),0.0223807 # DEPENDENCYPART_SIBL
(11,7),(11,10),0.0225302 # DEPENDENCYPART_SIBL
(11,7),(11,12),-0.0271104 # DEPENDENCYPART_SIBL
(11,7),(11,13),-0.0140575 # DEPENDENCYPART_SIBL
(11,7),(11,14),-0.0063591 # DEPENDENCYPART_SIBL
(11,7),(11,16),0.173263 # DEPENDENCYPART_SIBL
(11,7),(11,18),-0.0190097 # DEPENDENCYPART_SIBL
(11,7),(11,19),-0.0160118 # DEPENDENCYPART_SIBL
(11,7),(11,20),-0.0407399 # DEPENDENCYPART_SIBL
(11,7),(11,23),-0.00956549 # DEPENDENCYPART_SIBL
(11,7),(11,26),0.0155887 # DEPENDENCYPART_SIBL
(11,7),(11,29),-0.064239 # DEPENDENCYPART_SIBL
(11,7),(11,30),0.0120465 # DEPENDENCYPART_SIBL
(11,7),(11,32),-0.0579766 # DEPENDENCYPART_SIBL
(11,7),(11,33),0.000305439 # DEPENDENCYPART_SIBL
(11,8),(11,9),-0.00728579 # DEPENDENCYPART_SIBL
(11,8),(11,10),-0.00049906 # DEPENDENCYPART_SIBL
(11,8),(11,12),-0.0705848 # DEPENDENCYPART_SIBL
(11,8),(11,13),-0.0738484 # DEPENDENCYPART_SIBL
(11,8),(11,14),-0.0394125 # DEPENDENCYPART_SIBL
(11,8),(11,16),0.00093398 # DEPENDENCYPART_SIBL
(11,8),(11,18),-0.0350387 # DEPENDENCYPART_SIBL
(11,8),(11,19),-0.0899303 # DEPENDENCYPART_SIBL
(11,8),(11,20),-0.0713749 # DEPENDENCYPART_SIBL
(11,8),(11,23),-0.0554631 # DEPENDENCYPART_SIBL
(11,8),(11,26),0.0170134 # DEPENDENCYPART_SIBL
(11,8),(11,29),-0.0503197 # DEPENDENCYPART_SIBL
(11,8),(11,30),-0.0153743 # DEPENDENCYPART_SIBL
(11,8),(11,32),-0.103217 # DEPENDENCYPART_SIBL
(11,8),(11,33),-0.168594 # DEPENDENCYPART_SIBL
(11,9),(11,10),0.0172589 # DEPENDENCYPART_SIBL
(11,9),(11,12),-0.0178669 # DEPENDENCYPART_SIBL
(11,9),(11,13),-0.0118748 # DEPENDENCYPART_SIBL
(11,9),(11,14),-0.0655562 # DEPENDENCYPART_SIBL
(11,9),(11,16),-0.0667063 # DEPENDENCYPART_SIBL
(11,9),(11,18),-0.00552235 # DEPENDENCYPART_SIBL
(11,9),(11,19),0.00711364 # DEPENDENCYPART_SIBL
(11,9),(11,20),-0.0327011 # DEPENDENCYPART_SIBL
(11,9),(11,23),-0.0111233 # DEPENDENCYPART_SIBL
(11,9),(11,26),0.0201975 # DEPENDENCYPART_SIBL
(11,9),(11,29),-0.0124661 # DEPENDENCYPART_SIBL
(11,9),(11,30),0.0141978 # DEPENDENCYPART_SIBL
(11,9),(11,32),-0.0149713 # DEPENDENCYPART_SIBL
(11,9),(11,33),0.0142164 # DEPENDENCYPART_SIBL
(11,10),(11,12),0.00580567 # DEPENDENCYPART_SIBL
(11,10),(11,13),0.0942415 # DEPENDENCYPART_SIBL
(11,10),(11,14),0.00365023 # DEPENDENCYPART_SIBL
(11,10),(11,16),-0.102507 # DEPENDENCYPART_SIBL
(11,10),(11,18),0.0420228 # DEPENDENCYPART_SIBL
(11,10),(11,19),0.123526 # DEPENDENCYPART_SIBL
(11,10),(11,20),0.0709227 # DEPENDENCYPART_SIBL
