# _root_ With no petroleum-related news or changes in the fundamentals to dictate price moves , `` technicians are wanting to sell this stuff , '' said Eric Bolling of Edge Trading Corp .
#goldHeads=17,4,4,5,1,5,6,9,7,11,5,13,11,17,17,17,25,17,20,18,22,20,25,25,0,27,25,27,31,31,28,25,
#predictedHeads=17,5,5,5,1,5,6,9,7,11,9,13,11,17,17,17,25,17,20,18,22,20,25,25,0,27,25,27,31,31,28,25,
(5,4),(5,23),-0.0279511 # DEPENDENCYPART_SIBL
(5,4),(5,24),-0.0185148 # DEPENDENCYPART_SIBL
(5,4),(5,25),0.00585225 # DEPENDENCYPART_SIBL
(5,6),(5,7),0.0351826 # DEPENDENCYPART_SIBL
(5,6),(5,8),-0.021838 # DEPENDENCYPART_SIBL
(5,6),(5,9),-0.0585899 # DEPENDENCYPART_SIBL
(5,6),(5,10),-0.0515634 # DEPENDENCYPART_SIBL
(5,6),(5,11),-0.0110242 # DEPENDENCYPART_SIBL
(5,6),(5,13),-0.0652805 # DEPENDENCYPART_SIBL
(5,6),(5,14),0.0329744 # DEPENDENCYPART_SIBL
(5,6),(5,15),-0.00981751 # DEPENDENCYPART_SIBL
(5,6),(5,16),-0.0583854 # DEPENDENCYPART_SIBL
(5,6),(5,17),-0.00717799 # DEPENDENCYPART_SIBL
(5,6),(5,18),-0.0158932 # DEPENDENCYPART_SIBL
(5,6),(5,20),-0.00847452 # DEPENDENCYPART_SIBL
(5,6),(5,23),0.0329744 # DEPENDENCYPART_SIBL
(5,6),(5,24),0.0237336 # DEPENDENCYPART_SIBL
(5,6),(5,25),-0.00712821 # DEPENDENCYPART_SIBL
(5,7),(5,8),-0.0243622 # DEPENDENCYPART_SIBL
(5,7),(5,9),0.0128336 # DEPENDENCYPART_SIBL
(5,7),(5,10),-0.0105879 # DEPENDENCYPART_SIBL
(5,7),(5,11),-0.013364 # DEPENDENCYPART_SIBL
(5,7),(5,13),0.0120224 # DEPENDENCYPART_SIBL
(5,7),(5,14),0.0110507 # DEPENDENCYPART_SIBL
(5,7),(5,15),0.0138056 # DEPENDENCYPART_SIBL
(5,7),(5,16),0.0125782 # DEPENDENCYPART_SIBL
(5,7),(5,17),-0.0223649 # DEPENDENCYPART_SIBL
(5,7),(5,18),-0.0121722 # DEPENDENCYPART_SIBL
(5,7),(5,20),-0.00378013 # DEPENDENCYPART_SIBL
(5,7),(5,23),0.0110507 # DEPENDENCYPART_SIBL
(5,7),(5,24),-0.0182566 # DEPENDENCYPART_SIBL
(5,7),(5,25),-0.013644 # DEPENDENCYPART_SIBL
(5,8),(5,9),-0.0338856 # DEPENDENCYPART_SIBL
(5,8),(5,10),-0.0450815 # DEPENDENCYPART_SIBL
(5,8),(5,11),-0.0452092 # DEPENDENCYPART_SIBL
(5,8),(5,13),-0.0379406 # DEPENDENCYPART_SIBL
(5,8),(5,14),-0.0391949 # DEPENDENCYPART_SIBL
(5,8),(5,15),-0.0326326 # DEPENDENCYPART_SIBL
(5,8),(5,16),-0.0336825 # DEPENDENCYPART_SIBL
(5,8),(5,17),-0.0546105 # DEPENDENCYPART_SIBL
(5,8),(5,18),-0.0463696 # DEPENDENCYPART_SIBL
(5,8),(5,20),-0.0416786 # DEPENDENCYPART_SIBL
(5,8),(5,23),-0.0391949 # DEPENDENCYPART_SIBL
(5,8),(5,24),-0.0171806 # DEPENDENCYPART_SIBL
(5,8),(5,25),-0.0363991 # DEPENDENCYPART_SIBL
(5,9),(5,10),-0.0425705 # DEPENDENCYPART_SIBL
(5,9),(5,11),-0.0142379 # DEPENDENCYPART_SIBL
(5,9),(5,13),-0.0665171 # DEPENDENCYPART_SIBL
(5,9),(5,14),0.0237247 # DEPENDENCYPART_SIBL
(5,9),(5,15),-0.00921873 # DEPENDENCYPART_SIBL
(5,9),(5,16),-0.059622 # DEPENDENCYPART_SIBL
(5,9),(5,17),-0.0103911 # DEPENDENCYPART_SIBL
(5,9),(5,18),-0.0191068 # DEPENDENCYPART_SIBL
(5,9),(5,20),-0.0116882 # DEPENDENCYPART_SIBL
(5,9),(5,23),0.0237247 # DEPENDENCYPART_SIBL
(5,9),(5,24),0.0268262 # DEPENDENCYPART_SIBL
(5,9),(5,25),-0.0129507 # DEPENDENCYPART_SIBL
(5,10),(5,11),-0.054891 # DEPENDENCYPART_SIBL
(5,10),(5,13),-0.0383632 # DEPENDENCYPART_SIBL
(5,10),(5,14),-0.0559463 # DEPENDENCYPART_SIBL
(5,10),(5,15),-0.0498518 # DEPENDENCYPART_SIBL
(5,10),(5,16),-0.033924 # DEPENDENCYPART_SIBL
(5,10),(5,17),-0.0642003 # DEPENDENCYPART_SIBL
(5,10),(5,18),-0.056057 # DEPENDENCYPART_SIBL
(5,10),(5,20),-0.0527171 # DEPENDENCYPART_SIBL
(5,10),(5,23),-0.0559463 # DEPENDENCYPART_SIBL
(5,10),(5,24),-0.0442736 # DEPENDENCYPART_SIBL
(5,10),(5,25),-0.0414337 # DEPENDENCYPART_SIBL
(5,11),(5,13),-0.00408241 # DEPENDENCYPART_SIBL
(5,11),(5,14),-0.0104126 # DEPENDENCYPART_SIBL
(5,11),(5,15),-0.0121484 # DEPENDENCYPART_SIBL
(5,11),(5,16),-0.00292907 # DEPENDENCYPART_SIBL
(5,11),(5,17),-0.0482773 # DEPENDENCYPART_SIBL
(5,11),(5,18),-0.0414654 # DEPENDENCYPART_SIBL
(5,11),(5,20),-0.0346433 # DEPENDENCYPART_SIBL
(5,11),(5,23),-0.0104126 # DEPENDENCYPART_SIBL
(5,11),(5,24),0.0331877 # DEPENDENCYPART_SIBL
(5,11),(5,25),-0.0486313 # DEPENDENCYPART_SIBL
(5,13),(5,14),0.0233238 # DEPENDENCYPART_SIBL
(5,13),(5,15),-0.0113847 # DEPENDENCYPART_SIBL
(5,13),(5,16),-0.0630243 # DEPENDENCYPART_SIBL
(5,13),(5,17),-0.0145019 # DEPENDENCYPART_SIBL
(5,13),(5,18),-0.0232177 # DEPENDENCYPART_SIBL
(5,13),(5,20),-0.015799 # DEPENDENCYPART_SIBL
(5,13),(5,23),0.0233238 # DEPENDENCYPART_SIBL
(5,13),(5,24),0.0246444 # DEPENDENCYPART_SIBL
(5,13),(5,25),-0.0170615 # DEPENDENCYPART_SIBL
(5,14),(5,15),0.0271656 # DEPENDENCYPART_SIBL
(5,14),(5,16),-0.00742379 # DEPENDENCYPART_SIBL
(5,14),(5,17),0.000750538 # DEPENDENCYPART_SIBL
(5,14),(5,18),-0.010968 # DEPENDENCYPART_SIBL
(5,14),(5,20),-0.0134939 # DEPENDENCYPART_SIBL
(5,14),(5,23),-0.0204959 # DEPENDENCYPART_SIBL
(5,14),(5,24),0.0312238 # DEPENDENCYPART_SIBL
(5,14),(5,25),-0.0373405 # DEPENDENCYPART_SIBL
(5,15),(5,16),0.048238 # DEPENDENCYPART_SIBL
(5,15),(5,17),0.0498093 # DEPENDENCYPART_SIBL
(5,15),(5,18),0.0468163 # DEPENDENCYPART_SIBL
(5,15),(5,20),0.0565165 # DEPENDENCYPART_SIBL
(5,15),(5,23),0.0278768 # DEPENDENCYPART_SIBL
(5,15),(5,24),0.259977 # DEPENDENCYPART_SIBL
(5,15),(5,25),0.0677186 # DEPENDENCYPART_SIBL
(5,16),(5,17),-0.0131759 # DEPENDENCYPART_SIBL
(5,16),(5,18),-0.021177 # DEPENDENCYPART_SIBL
(5,16),(5,20),-0.0137584 # DEPENDENCYPART_SIBL
(5,16),(5,23),0.0182996 # DEPENDENCYPART_SIBL
(5,16),(5,24),0.0255701 # DEPENDENCYPART_SIBL
(5,16),(5,25),-0.0150209 # DEPENDENCYPART_SIBL
(5,17),(5,18),-0.0251498 # DEPENDENCYPART_SIBL
(5,17),(5,20),-0.0183277 # DEPENDENCYPART_SIBL
(5,17),(5,23),0.0263653 # DEPENDENCYPART_SIBL
(5,17),(5,24),0.0198454 # DEPENDENCYPART_SIBL
(5,17),(5,25),-0.0324929 # DEPENDENCYPART_SIBL
(5,18),(5,20),-0.0334739 # DEPENDENCYPART_SIBL
(5,18),(5,23),-0.0104632 # DEPENDENCYPART_SIBL
(5,18),(5,24),0.0416263 # DEPENDENCYPART_SIBL
(5,18),(5,25),-0.0474619 # DEPENDENCYPART_SIBL
(5,20),(5,23),0.072651 # DEPENDENCYPART_SIBL
(5,20),(5,24),0.0976173 # DEPENDENCYPART_SIBL
(5,20),(5,25),0.0437336 # DEPENDENCYPART_SIBL
(5,23),(5,24),0.0312238 # DEPENDENCYPART_SIBL
(5,23),(5,25),-0.0373405 # DEPENDENCYPART_SIBL
(5,24),(5,25),-0.0194758 # DEPENDENCYPART_SIBL
(6,1),(6,2),-0.0192334 # DEPENDENCYPART_SIBL
(6,1),(6,3),-0.020212 # DEPENDENCYPART_SIBL
(6,1),(6,4),0.00209294 # DEPENDENCYPART_SIBL
(6,1),(6,5),0.0548509 # DEPENDENCYPART_SIBL
(6,1),(6,7),-0.00597994 # DEPENDENCYPART_SIBL
(6,1),(6,9),-0.0248027 # DEPENDENCYPART_SIBL
(6,1),(6,10),-0.00874254 # DEPENDENCYPART_SIBL
(6,1),(6,11),-0.0580652 # DEPENDENCYPART_SIBL
(6,1),(6,14),-0.0649389 # DEPENDENCYPART_SIBL
(6,1),(6,23),-0.0649389 # DEPENDENCYPART_SIBL
(6,2),(6,3),0.0523711 # DEPENDENCYPART_SIBL
(6,2),(6,4),0.0337427 # DEPENDENCYPART_SIBL
(6,2),(6,5),0.232121 # DEPENDENCYPART_SIBL
(6,2),(6,7),0.0954014 # DEPENDENCYPART_SIBL
(6,2),(6,9),0.0107805 # DEPENDENCYPART_SIBL
(6,2),(6,10),0.139918 # DEPENDENCYPART_SIBL
(6,2),(6,11),0.133304 # DEPENDENCYPART_SIBL
(6,2),(6,14),-0.0166974 # DEPENDENCYPART_SIBL
(6,2),(6,23),-0.0166974 # DEPENDENCYPART_SIBL
(6,3),(6,4),0.0854975 # DEPENDENCYPART_SIBL
(6,3),(6,5),0.0755941 # DEPENDENCYPART_SIBL
(6,3),(6,7),0.0384936 # DEPENDENCYPART_SIBL
(6,3),(6,9),-0.00410512 # DEPENDENCYPART_SIBL
(6,3),(6,10),0.0114316 # DEPENDENCYPART_SIBL
(6,3),(6,11),0.0298717 # DEPENDENCYPART_SIBL
(6,3),(6,14),-0.0207096 # DEPENDENCYPART_SIBL
(6,3),(6,23),-0.0207096 # DEPENDENCYPART_SIBL
(6,4),(6,5),0.15649 # DEPENDENCYPART_SIBL
(6,4),(6,7),0.0074844 # DEPENDENCYPART_SIBL
(6,4),(6,9),-0.00833761 # DEPENDENCYPART_SIBL
(6,4),(6,10),-0.0333159 # DEPENDENCYPART_SIBL
(6,4),(6,11),-0.0174515 # DEPENDENCYPART_SIBL
(6,4),(6,14),-0.00040709 # DEPENDENCYPART_SIBL
(6,4),(6,23),-0.00040709 # DEPENDENCYPART_SIBL
(6,5),(6,7),-0.021828 # DEPENDENCYPART_SIBL
(6,5),(6,9),0.0121019 # DEPENDENCYPART_SIBL
(6,5),(6,10),0.0269454 # DEPENDENCYPART_SIBL
(6,5),(6,11),0.0377733 # DEPENDENCYPART_SIBL
(6,5),(6,14),-0.0525588 # DEPENDENCYPART_SIBL
(6,5),(6,23),-0.0525588 # DEPENDENCYPART_SIBL
(6,7),(6,9),0.0336281 # DEPENDENCYPART_SIBL
(6,7),(6,10),0.0822044 # DEPENDENCYPART_SIBL
(6,7),(6,11),0.0634169 # DEPENDENCYPART_SIBL
(6,7),(6,14),0.0593784 # DEPENDENCYPART_SIBL
(6,7),(6,23),0.0593784 # DEPENDENCYPART_SIBL
(6,9),(6,10),0.00333616 # DEPENDENCYPART_SIBL
(6,9),(6,11),-0.0102616 # DEPENDENCYPART_SIBL
(6,9),(6,14),0.0153615 # DEPENDENCYPART_SIBL
(6,9),(6,23),0.0153615 # DEPENDENCYPART_SIBL
(6,10),(6,11),0.00385667 # DEPENDENCYPART_SIBL
(6,10),(6,14),0.0171845 # DEPENDENCYPART_SIBL
(6,10),(6,23),0.0171845 # DEPENDENCYPART_SIBL
(6,11),(6,14),0.0364097 # DEPENDENCYPART_SIBL
(6,11),(6,23),0.0364097 # DEPENDENCYPART_SIBL
(6,14),(6,23),0.0631185 # DEPENDENCYPART_SIBL
(7,1),(7,5),0.0137345 # DEPENDENCYPART_SIBL
(7,1),(7,6),0.04311 # DEPENDENCYPART_SIBL
(7,1),(7,8),0.0146249 # DEPENDENCYPART_SIBL
(7,1),(7,9),-0.0344335 # DEPENDENCYPART_SIBL
(7,1),(7,10),0.0525128 # DEPENDENCYPART_SIBL
(7,1),(7,11),-0.0482935 # DEPENDENCYPART_SIBL
(7,1),(7,12),-0.0362287 # DEPENDENCYPART_SIBL
(7,1),(7,13),-0.0348744 # DEPENDENCYPART_SIBL
(7,1),(7,15),-0.0155299 # DEPENDENCYPART_SIBL
(7,1),(7,16),-0.0344341 # DEPENDENCYPART_SIBL
(7,5),(7,6),0.0227053 # DEPENDENCYPART_SIBL
(7,5),(7,8),0.02201 # DEPENDENCYPART_SIBL
(7,5),(7,9),-0.0180215 # DEPENDENCYPART_SIBL
(7,5),(7,10),0.068274 # DEPENDENCYPART_SIBL
(7,5),(7,11),0.00869414 # DEPENDENCYPART_SIBL
(7,5),(7,12),-0.0176817 # DEPENDENCYPART_SIBL
(7,5),(7,13),-0.0178648 # DEPENDENCYPART_SIBL
(7,5),(7,15),-0.0079615 # DEPENDENCYPART_SIBL
(7,5),(7,16),-0.0177137 # DEPENDENCYPART_SIBL
(7,6),(7,8),-0.031764 # DEPENDENCYPART_SIBL
(7,6),(7,9),0.00993265 # DEPENDENCYPART_SIBL
(7,6),(7,10),0.0505284 # DEPENDENCYPART_SIBL
(7,6),(7,11),-0.0273536 # DEPENDENCYPART_SIBL
(7,6),(7,12),-0.00920119 # DEPENDENCYPART_SIBL
(7,6),(7,13),0.0110952 # DEPENDENCYPART_SIBL
(7,6),(7,15),-0.0259965 # DEPENDENCYPART_SIBL
(7,6),(7,16),0.0129353 # DEPENDENCYPART_SIBL
(7,8),(7,9),-0.0800417 # DEPENDENCYPART_SIBL
(7,8),(7,10),-0.0516346 # DEPENDENCYPART_SIBL
(7,8),(7,11),-0.0452782 # DEPENDENCYPART_SIBL
(7,8),(7,12),-0.0804094 # DEPENDENCYPART_SIBL
(7,8),(7,13),-0.0786849 # DEPENDENCYPART_SIBL
(7,8),(7,15),-0.0481082 # DEPENDENCYPART_SIBL
(7,8),(7,16),-0.0800405 # DEPENDENCYPART_SIBL
(7,9),(7,10),-0.0419485 # DEPENDENCYPART_SIBL
(7,9),(7,11),-0.0261503 # DEPENDENCYPART_SIBL
(7,9),(7,12),-0.115866 # DEPENDENCYPART_SIBL
(7,9),(7,13),-0.117471 # DEPENDENCYPART_SIBL
(7,9),(7,15),-0.0293454 # DEPENDENCYPART_SIBL
(7,9),(7,16),-0.120119 # DEPENDENCYPART_SIBL
(7,10),(7,11),0.022322 # DEPENDENCYPART_SIBL
(7,10),(7,12),0.00948637 # DEPENDENCYPART_SIBL
(7,10),(7,13),0.0147628 # DEPENDENCYPART_SIBL
(7,10),(7,15),0.0216007 # DEPENDENCYPART_SIBL
(7,10),(7,16),0.0135884 # DEPENDENCYPART_SIBL
(7,11),(7,12),-0.063199 # DEPENDENCYPART_SIBL
(7,11),(7,13),-0.057862 # DEPENDENCYPART_SIBL
(7,11),(7,15),-0.00423953 # DEPENDENCYPART_SIBL
(7,11),(7,16),-0.0623229 # DEPENDENCYPART_SIBL
(7,12),(7,13),-0.121341 # DEPENDENCYPART_SIBL
(7,12),(7,15),-0.0329338 # DEPENDENCYPART_SIBL
(7,12),(7,16),-0.123989 # DEPENDENCYPART_SIBL
(7,13),(7,15),-0.0294299 # DEPENDENCYPART_SIBL
(7,13),(7,16),-0.120928 # DEPENDENCYPART_SIBL
(7,15),(7,16),-0.0208907 # DEPENDENCYPART_SIBL
(9,2),(9,3),0.0550005 # DEPENDENCYPART_SIBL
(9,2),(9,5),0.227853 # DEPENDENCYPART_SIBL
(9,2),(9,6),0.00116007 # DEPENDENCYPART_SIBL
(9,2),(9,8),-0.262221 # DEPENDENCYPART_SIBL
(9,2),(9,10),0.102766 # DEPENDENCYPART_SIBL
(9,2),(9,11),0.117682 # DEPENDENCYPART_SIBL
(9,2),(9,13),0.0110062 # DEPENDENCYPART_SIBL
(9,2),(9,14),-0.0193097 # DEPENDENCYPART_SIBL
(9,2),(9,15),0.1045 # DEPENDENCYPART_SIBL
(9,2),(9,16),0.00612934 # DEPENDENCYPART_SIBL
(9,2),(9,17),0.0731727 # DEPENDENCYPART_SIBL
(9,2),(9,18),0.125077 # DEPENDENCYPART_SIBL
(9,2),(9,20),0.157047 # DEPENDENCYPART_SIBL
(9,2),(9,23),-0.0193097 # DEPENDENCYPART_SIBL
(9,2),(9,24),0.105602 # DEPENDENCYPART_SIBL
(9,3),(9,5),0.0808268 # DEPENDENCYPART_SIBL
(9,3),(9,6),0.0472167 # DEPENDENCYPART_SIBL
(9,3),(9,8),-0.121277 # DEPENDENCYPART_SIBL
(9,3),(9,10),-0.0143245 # DEPENDENCYPART_SIBL
(9,3),(9,11),0.0244547 # DEPENDENCYPART_SIBL
(9,3),(9,13),0.0125237 # DEPENDENCYPART_SIBL
(9,3),(9,14),0.00804258 # DEPENDENCYPART_SIBL
(9,3),(9,15),-0.00422015 # DEPENDENCYPART_SIBL
(9,3),(9,16),0.00624913 # DEPENDENCYPART_SIBL
(9,3),(9,17),0.0221632 # DEPENDENCYPART_SIBL
(9,3),(9,18),0.0268662 # DEPENDENCYPART_SIBL
(9,3),(9,20),0.0415217 # DEPENDENCYPART_SIBL
(9,3),(9,23),0.00804258 # DEPENDENCYPART_SIBL
(9,3),(9,24),0.043822 # DEPENDENCYPART_SIBL
(9,5),(9,6),-0.0175249 # DEPENDENCYPART_SIBL
(9,5),(9,8),0.0118782 # DEPENDENCYPART_SIBL
(9,5),(9,10),0.00141456 # DEPENDENCYPART_SIBL
(9,5),(9,11),0.0347047 # DEPENDENCYPART_SIBL
(9,5),(9,13),0.0237 # DEPENDENCYPART_SIBL
(9,5),(9,14),-0.0337095 # DEPENDENCYPART_SIBL
(9,5),(9,15),0.00420911 # DEPENDENCYPART_SIBL
(9,5),(9,16),0.0211907 # DEPENDENCYPART_SIBL
(9,5),(9,17),0.0919107 # DEPENDENCYPART_SIBL
(9,5),(9,18),0.0357333 # DEPENDENCYPART_SIBL
(9,5),(9,20),0.0559589 # DEPENDENCYPART_SIBL
(9,5),(9,23),-0.0337095 # DEPENDENCYPART_SIBL
(9,5),(9,24),0.0529127 # DEPENDENCYPART_SIBL
(9,6),(9,8),-0.145318 # DEPENDENCYPART_SIBL
(9,6),(9,10),-0.0807231 # DEPENDENCYPART_SIBL
(9,6),(9,11),-0.0217083 # DEPENDENCYPART_SIBL
(9,6),(9,13),0.00770228 # DEPENDENCYPART_SIBL
(9,6),(9,14),0.0375202 # DEPENDENCYPART_SIBL
(9,6),(9,15),-0.0244205 # DEPENDENCYPART_SIBL
(9,6),(9,16),0.0093128 # DEPENDENCYPART_SIBL
(9,6),(9,17),-0.0168515 # DEPENDENCYPART_SIBL
(9,6),(9,18),-0.0244652 # DEPENDENCYPART_SIBL
(9,6),(9,20),-0.0123531 # DEPENDENCYPART_SIBL
(9,6),(9,23),0.0375202 # DEPENDENCYPART_SIBL
(9,6),(9,24),0.0355904 # DEPENDENCYPART_SIBL
(9,8),(9,10),0.00777844 # DEPENDENCYPART_SIBL
(9,8),(9,11),0.126962 # DEPENDENCYPART_SIBL
(9,8),(9,13),0.000895981 # DEPENDENCYPART_SIBL
(9,8),(9,14),0.0240899 # DEPENDENCYPART_SIBL
(9,8),(9,15),0.0367391 # DEPENDENCYPART_SIBL
(9,8),(9,16),-0.000715275 # DEPENDENCYPART_SIBL
(9,8),(9,17),0.124397 # DEPENDENCYPART_SIBL
(9,8),(9,18),0.139295 # DEPENDENCYPART_SIBL
(9,8),(9,20),0.182804 # DEPENDENCYPART_SIBL
(9,8),(9,23),0.0240899 # DEPENDENCYPART_SIBL
(9,8),(9,24),0.020879 # DEPENDENCYPART_SIBL
(9,10),(9,11),-0.0123958 # DEPENDENCYPART_SIBL
(9,10),(9,13),0.0140648 # DEPENDENCYPART_SIBL
(9,10),(9,14),0.00507104 # DEPENDENCYPART_SIBL
(9,10),(9,15),0.0248286 # DEPENDENCYPART_SIBL
(9,10),(9,16),0.0047545 # DEPENDENCYPART_SIBL
(9,10),(9,17),-0.0203736 # DEPENDENCYPART_SIBL
(9,10),(9,18),-0.00991401 # DEPENDENCYPART_SIBL
(9,10),(9,20),-0.00354326 # DEPENDENCYPART_SIBL
(9,10),(9,23),0.00507104 # DEPENDENCYPART_SIBL
(9,10),(9,24),0.0271675 # DEPENDENCYPART_SIBL
(9,11),(9,13),0.00224935 # DEPENDENCYPART_SIBL
(9,11),(9,14),0.0237046 # DEPENDENCYPART_SIBL
(9,11),(9,15),0.0585872 # DEPENDENCYPART_SIBL
(9,11),(9,16),-0.0142202 # DEPENDENCYPART_SIBL
(9,11),(9,17),-0.0192854 # DEPENDENCYPART_SIBL
(9,11),(9,18),-0.0115946 # DEPENDENCYPART_SIBL
(9,11),(9,20),0.00222623 # DEPENDENCYPART_SIBL
(9,11),(9,23),0.0237046 # DEPENDENCYPART_SIBL
(9,11),(9,24),0.0751938 # DEPENDENCYPART_SIBL
(9,13),(9,14),0.0195339 # DEPENDENCYPART_SIBL
(9,13),(9,15),0.0408345 # DEPENDENCYPART_SIBL
(9,13),(9,16),-0.0152976 # DEPENDENCYPART_SIBL
(9,13),(9,17),-0.0286382 # DEPENDENCYPART_SIBL
(9,13),(9,18),-0.0208951 # DEPENDENCYPART_SIBL
(9,13),(9,20),-0.0147364 # DEPENDENCYPART_SIBL
(9,13),(9,23),0.0195339 # DEPENDENCYPART_SIBL
(9,13),(9,24),0.0251085 # DEPENDENCYPART_SIBL
(9,14),(9,15),0.0767205 # DEPENDENCYPART_SIBL
(9,14),(9,16),0.0380228 # DEPENDENCYPART_SIBL
(9,14),(9,17),0.0259756 # DEPENDENCYPART_SIBL
(9,14),(9,18),0.0223686 # DEPENDENCYPART_SIBL
(9,14),(9,20),0.019349 # DEPENDENCYPART_SIBL
(9,14),(9,23),0.0393957 # DEPENDENCYPART_SIBL
(9,14),(9,24),0.0825794 # DEPENDENCYPART_SIBL
(9,15),(9,16),0.0495451 # DEPENDENCYPART_SIBL
(9,15),(9,17),0.0217344 # DEPENDENCYPART_SIBL
(9,15),(9,18),0.0262812 # DEPENDENCYPART_SIBL
(9,15),(9,20),0.0390566 # DEPENDENCYPART_SIBL
(9,15),(9,23),0.0212859 # DEPENDENCYPART_SIBL
(9,15),(9,24),0.393301 # DEPENDENCYPART_SIBL
(9,16),(9,17),-0.027633 # DEPENDENCYPART_SIBL
(9,16),(9,18),-0.0195327 # DEPENDENCYPART_SIBL
(9,16),(9,20),-0.013374 # DEPENDENCYPART_SIBL
(9,16),(9,23),0.0125902 # DEPENDENCYPART_SIBL
(9,16),(9,24),0.0250967 # DEPENDENCYPART_SIBL
(9,17),(9,18),-0.0108644 # DEPENDENCYPART_SIBL
(9,17),(9,20),0.00295644 # DEPENDENCYPART_SIBL
(9,17),(9,23),0.05616 # DEPENDENCYPART_SIBL
(9,17),(9,24),0.0602709 # DEPENDENCYPART_SIBL
(9,18),(9,20),0.00589634 # DEPENDENCYPART_SIBL
(9,18),(9,23),0.0249285 # DEPENDENCYPART_SIBL
(9,18),(9,24),0.0849043 # DEPENDENCYPART_SIBL
(9,20),(9,23),0.0377141 # DEPENDENCYPART_SIBL
(9,20),(9,24),0.0684145 # DEPENDENCYPART_SIBL
(9,23),(9,24),0.0825794 # DEPENDENCYPART_SIBL
(10,7),(10,9),0.0356113 # DEPENDENCYPART_SIBL
(10,7),(10,12),0.0288204 # DEPENDENCYPART_SIBL
(10,7),(10,13),0.0297179 # DEPENDENCYPART_SIBL
(10,9),(10,12),0.0227618 # DEPENDENCYPART_SIBL
(10,9),(10,13),0.0422559 # DEPENDENCYPART_SIBL
(10,12),(10,13),-0.0965636 # DEPENDENCYPART_SIBL
(11,1),(11,2),0.00867604 # DEPENDENCYPART_SIBL
(11,1),(11,3),-0.00709911 # DEPENDENCYPART_SIBL
(11,1),(11,4),0.00952618 # DEPENDENCYPART_SIBL
(11,1),(11,5),-0.0011737 # DEPENDENCYPART_SIBL
(11,1),(11,6),0.0154573 # DEPENDENCYPART_SIBL
(11,1),(11,7),-0.00546126 # DEPENDENCYPART_SIBL
(11,1),(11,8),-0.0346114 # DEPENDENCYPART_SIBL
(11,1),(11,9),0.0181374 # DEPENDENCYPART_SIBL
(11,1),(11,10),-0.0564178 # DEPENDENCYPART_SIBL
(11,1),(11,12),-0.0114449 # DEPENDENCYPART_SIBL
(11,1),(11,13),-0.00917726 # DEPENDENCYPART_SIBL
(11,1),(11,14),-0.0679964 # DEPENDENCYPART_SIBL
(11,1),(11,15),-0.0271787 # DEPENDENCYPART_SIBL
(11,1),(11,16),-0.00110668 # DEPENDENCYPART_SIBL
(11,1),(11,17),-0.0702421 # DEPENDENCYPART_SIBL
(11,1),(11,18),-0.0663135 # DEPENDENCYPART_SIBL
(11,1),(11,19),-0.041799 # DEPENDENCYPART_SIBL
(11,1),(11,20),-0.000964833 # DEPENDENCYPART_SIBL
(11,1),(11,22),-0.00125918 # DEPENDENCYPART_SIBL
(11,1),(11,23),-0.0679964 # DEPENDENCYPART_SIBL
(11,1),(11,24),0.0298707 # DEPENDENCYPART_SIBL
(11,1),(11,25),-0.072297 # DEPENDENCYPART_SIBL
(11,1),(11,32),-0.00390283 # DEPENDENCYPART_SIBL
(11,2),(11,3),8.26325e-05 # DEPENDENCYPART_SIBL
(11,2),(11,4),0.00968462 # DEPENDENCYPART_SIBL
(11,2),(11,5),0.00824696 # DEPENDENCYPART_SIBL
(11,2),(11,6),-0.00161941 # DEPENDENCYPART_SIBL
(11,2),(11,7),-0.025595 # DEPENDENCYPART_SIBL
(11,2),(11,8),-0.178067 # DEPENDENCYPART_SIBL
(11,2),(11,9),0.0116505 # DEPENDENCYPART_SIBL
(11,2),(11,10),-0.00444733 # DEPENDENCYPART_SIBL
(11,2),(11,12),-0.0708895 # DEPENDENCYPART_SIBL
(11,2),(11,13),-0.0599535 # DEPENDENCYPART_SIBL
(11,2),(11,14),-0.0356247 # DEPENDENCYPART_SIBL
(11,2),(11,15),-0.0521331 # DEPENDENCYPART_SIBL
(11,2),(11,16),-0.0538662 # DEPENDENCYPART_SIBL
(11,2),(11,17),-0.095066 # DEPENDENCYPART_SIBL
(11,2),(11,18),-0.0752559 # DEPENDENCYPART_SIBL
(11,2),(11,19),-0.00600832 # DEPENDENCYPART_SIBL
(11,2),(11,20),-0.0298011 # DEPENDENCYPART_SIBL
(11,2),(11,22),-0.0502785 # DEPENDENCYPART_SIBL
(11,2),(11,23),-0.0356247 # DEPENDENCYPART_SIBL
(11,2),(11,24),-0.00845884 # DEPENDENCYPART_SIBL
(11,2),(11,25),-0.0959655 # DEPENDENCYPART_SIBL
(11,2),(11,32),0.0519751 # DEPENDENCYPART_SIBL
(11,3),(11,4),0.0156934 # DEPENDENCYPART_SIBL
(11,3),(11,5),-0.0480598 # DEPENDENCYPART_SIBL
(11,3),(11,6),-0.00384534 # DEPENDENCYPART_SIBL
(11,3),(11,7),0.0179118 # DEPENDENCYPART_SIBL
(11,3),(11,8),-0.0924323 # DEPENDENCYPART_SIBL
(11,3),(11,9),0.0128392 # DEPENDENCYPART_SIBL
(11,3),(11,10),0.0419438 # DEPENDENCYPART_SIBL
(11,3),(11,12),-0.00617886 # DEPENDENCYPART_SIBL
