# _root_ `` We 've started trying just about anything to keep sales moving in the stores , '' says Kim Renk , a Swank vice president .
#goldHeads=18,3,18,3,4,8,8,5,10,5,12,10,12,15,13,18,18,0,20,18,20,25,25,25,20,18,
#predictedHeads=18,3,18,3,4,7,5,7,10,8,12,10,12,15,13,18,18,0,20,18,20,25,25,25,20,18,
(5,2),(5,17),-0.0326747 # DEPENDENCYPART_SIBL
(5,2),(5,18),-0.000793315 # DEPENDENCYPART_SIBL
(5,2),(5,21),0.0116903 # DEPENDENCYPART_SIBL
(5,2),(5,26),0.066327 # DEPENDENCYPART_SIBL
(5,3),(5,4),-0.0170314 # DEPENDENCYPART_SIBL
(5,3),(5,6),-0.0195647 # DEPENDENCYPART_SIBL
(5,3),(5,7),-0.0476696 # DEPENDENCYPART_SIBL
(5,3),(5,8),0.0243724 # DEPENDENCYPART_SIBL
(5,3),(5,9),-0.0351126 # DEPENDENCYPART_SIBL
(5,3),(5,10),0.0192547 # DEPENDENCYPART_SIBL
(5,3),(5,11),-0.0232089 # DEPENDENCYPART_SIBL
(5,3),(5,12),0.0364363 # DEPENDENCYPART_SIBL
(5,3),(5,13),0.0051822 # DEPENDENCYPART_SIBL
(5,3),(5,15),0.0121442 # DEPENDENCYPART_SIBL
(5,3),(5,16),-0.041739 # DEPENDENCYPART_SIBL
(5,3),(5,17),-0.0150907 # DEPENDENCYPART_SIBL
(5,3),(5,18),-0.00690459 # DEPENDENCYPART_SIBL
(5,3),(5,21),-0.041739 # DEPENDENCYPART_SIBL
(5,3),(5,26),0.0263581 # DEPENDENCYPART_SIBL
(5,4),(5,6),-0.0246421 # DEPENDENCYPART_SIBL
(5,4),(5,7),-0.0494511 # DEPENDENCYPART_SIBL
(5,4),(5,8),0.01942 # DEPENDENCYPART_SIBL
(5,4),(5,9),-0.0362588 # DEPENDENCYPART_SIBL
(5,4),(5,10),0.0294453 # DEPENDENCYPART_SIBL
(5,4),(5,11),-0.0281613 # DEPENDENCYPART_SIBL
(5,4),(5,12),0.0466269 # DEPENDENCYPART_SIBL
(5,4),(5,13),0.00340436 # DEPENDENCYPART_SIBL
(5,4),(5,15),0.00719175 # DEPENDENCYPART_SIBL
(5,4),(5,16),-0.0446377 # DEPENDENCYPART_SIBL
(5,4),(5,17),-0.0146016 # DEPENDENCYPART_SIBL
(5,4),(5,18),0.00328971 # DEPENDENCYPART_SIBL
(5,4),(5,21),-0.0446377 # DEPENDENCYPART_SIBL
(5,4),(5,26),0.025267 # DEPENDENCYPART_SIBL
(5,6),(5,7),-0.0248741 # DEPENDENCYPART_SIBL
(5,6),(5,8),-0.0652365 # DEPENDENCYPART_SIBL
(5,6),(5,9),-0.00784635 # DEPENDENCYPART_SIBL
(5,6),(5,10),-0.0149231 # DEPENDENCYPART_SIBL
(5,6),(5,11),-0.0574837 # DEPENDENCYPART_SIBL
(5,6),(5,12),-0.00590313 # DEPENDENCYPART_SIBL
(5,6),(5,13),-0.00553374 # DEPENDENCYPART_SIBL
(5,6),(5,15),-0.0576075 # DEPENDENCYPART_SIBL
(5,6),(5,16),-0.00502736 # DEPENDENCYPART_SIBL
(5,6),(5,17),-0.0189018 # DEPENDENCYPART_SIBL
(5,6),(5,18),-0.0338719 # DEPENDENCYPART_SIBL
(5,6),(5,21),-0.00502736 # DEPENDENCYPART_SIBL
(5,6),(5,26),-0.058015 # DEPENDENCYPART_SIBL
(5,7),(5,8),-0.0500044 # DEPENDENCYPART_SIBL
(5,7),(5,9),-0.0317041 # DEPENDENCYPART_SIBL
(5,7),(5,10),-0.0372541 # DEPENDENCYPART_SIBL
(5,7),(5,11),-0.0411275 # DEPENDENCYPART_SIBL
(5,7),(5,12),-0.0390478 # DEPENDENCYPART_SIBL
(5,7),(5,13),-0.0277553 # DEPENDENCYPART_SIBL
(5,7),(5,15),-0.0465673 # DEPENDENCYPART_SIBL
(5,7),(5,16),-0.0127268 # DEPENDENCYPART_SIBL
(5,7),(5,17),-0.0401772 # DEPENDENCYPART_SIBL
(5,7),(5,18),-0.0120686 # DEPENDENCYPART_SIBL
(5,7),(5,21),-0.0127268 # DEPENDENCYPART_SIBL
(5,7),(5,26),-0.0580372 # DEPENDENCYPART_SIBL
(5,8),(5,9),0.0257657 # DEPENDENCYPART_SIBL
(5,8),(5,10),0.00847446 # DEPENDENCYPART_SIBL
(5,8),(5,11),-0.0184227 # DEPENDENCYPART_SIBL
(5,8),(5,12),0.0203153 # DEPENDENCYPART_SIBL
(5,8),(5,13),0.0463046 # DEPENDENCYPART_SIBL
(5,8),(5,15),-0.0125401 # DEPENDENCYPART_SIBL
(5,8),(5,16),0.0154421 # DEPENDENCYPART_SIBL
(5,8),(5,17),-0.00814451 # DEPENDENCYPART_SIBL
(5,8),(5,18),0.0128495 # DEPENDENCYPART_SIBL
(5,8),(5,21),0.0154421 # DEPENDENCYPART_SIBL
(5,8),(5,26),0.000659329 # DEPENDENCYPART_SIBL
(5,9),(5,10),-0.0202551 # DEPENDENCYPART_SIBL
(5,9),(5,11),-0.0222828 # DEPENDENCYPART_SIBL
(5,9),(5,12),-0.0126734 # DEPENDENCYPART_SIBL
(5,9),(5,13),0.00668097 # DEPENDENCYPART_SIBL
(5,9),(5,15),-0.0202082 # DEPENDENCYPART_SIBL
(5,9),(5,16),0.00127853 # DEPENDENCYPART_SIBL
(5,9),(5,17),-0.0427467 # DEPENDENCYPART_SIBL
(5,9),(5,18),-0.0196358 # DEPENDENCYPART_SIBL
(5,9),(5,21),0.00127853 # DEPENDENCYPART_SIBL
(5,9),(5,26),-0.00987178 # DEPENDENCYPART_SIBL
(5,10),(5,11),-0.0313701 # DEPENDENCYPART_SIBL
(5,10),(5,12),-0.0341206 # DEPENDENCYPART_SIBL
(5,10),(5,13),-0.0152005 # DEPENDENCYPART_SIBL
(5,10),(5,15),-0.0301409 # DEPENDENCYPART_SIBL
(5,10),(5,16),-0.0105455 # DEPENDENCYPART_SIBL
(5,10),(5,17),-0.00615244 # DEPENDENCYPART_SIBL
(5,10),(5,18),-0.0530132 # DEPENDENCYPART_SIBL
(5,10),(5,21),-0.0105455 # DEPENDENCYPART_SIBL
(5,10),(5,26),-0.00122614 # DEPENDENCYPART_SIBL
(5,11),(5,12),-0.0146822 # DEPENDENCYPART_SIBL
(5,11),(5,13),0.0031945 # DEPENDENCYPART_SIBL
(5,11),(5,15),-0.0249634 # DEPENDENCYPART_SIBL
(5,11),(5,16),-0.0244046 # DEPENDENCYPART_SIBL
(5,11),(5,17),-0.0248057 # DEPENDENCYPART_SIBL
(5,11),(5,18),-0.0221142 # DEPENDENCYPART_SIBL
(5,11),(5,21),-0.0244046 # DEPENDENCYPART_SIBL
(5,11),(5,26),-0.0336793 # DEPENDENCYPART_SIBL
(5,12),(5,13),-0.0112123 # DEPENDENCYPART_SIBL
(5,12),(5,15),-0.0251955 # DEPENDENCYPART_SIBL
(5,12),(5,16),-0.0121016 # DEPENDENCYPART_SIBL
(5,12),(5,17),-0.0106126 # DEPENDENCYPART_SIBL
(5,12),(5,18),-0.0544111 # DEPENDENCYPART_SIBL
(5,12),(5,21),-0.0121016 # DEPENDENCYPART_SIBL
(5,12),(5,26),-0.0256883 # DEPENDENCYPART_SIBL
(5,13),(5,15),0.0160941 # DEPENDENCYPART_SIBL
(5,13),(5,16),0.0178343 # DEPENDENCYPART_SIBL
(5,13),(5,17),-0.0578108 # DEPENDENCYPART_SIBL
(5,13),(5,18),0.0280974 # DEPENDENCYPART_SIBL
(5,13),(5,21),0.0178343 # DEPENDENCYPART_SIBL
(5,13),(5,26),-0.0240998 # DEPENDENCYPART_SIBL
(5,15),(5,16),0.0274553 # DEPENDENCYPART_SIBL
(5,15),(5,17),-0.00280818 # DEPENDENCYPART_SIBL
(5,15),(5,18),0.00686834 # DEPENDENCYPART_SIBL
(5,15),(5,21),0.0274553 # DEPENDENCYPART_SIBL
(5,15),(5,26),0.00175956 # DEPENDENCYPART_SIBL
(5,16),(5,17),0.041288 # DEPENDENCYPART_SIBL
(5,16),(5,18),0.00963302 # DEPENDENCYPART_SIBL
(5,16),(5,21),0.0312473 # DEPENDENCYPART_SIBL
(5,16),(5,26),0.00413614 # DEPENDENCYPART_SIBL
(5,17),(5,18),7.19549e-05 # DEPENDENCYPART_SIBL
(5,17),(5,21),-0.0150703 # DEPENDENCYPART_SIBL
(5,17),(5,26),-0.0707 # DEPENDENCYPART_SIBL
(5,18),(5,21),0.0416428 # DEPENDENCYPART_SIBL
(5,18),(5,26),0.0251728 # DEPENDENCYPART_SIBL
(5,21),(5,26),0.00413614 # DEPENDENCYPART_SIBL
(6,5),(6,7),0.0465976 # DEPENDENCYPART_SIBL
(6,5),(6,8),0.0883595 # DEPENDENCYPART_SIBL
(6,5),(6,9),0.0511707 # DEPENDENCYPART_SIBL
(6,5),(6,10),0.160892 # DEPENDENCYPART_SIBL
(6,5),(6,11),0.0846985 # DEPENDENCYPART_SIBL
(6,5),(6,13),0.0388732 # DEPENDENCYPART_SIBL
(6,5),(6,15),0.0902422 # DEPENDENCYPART_SIBL
(6,5),(6,18),0.147134 # DEPENDENCYPART_SIBL
(6,7),(6,8),-0.00950023 # DEPENDENCYPART_SIBL
(6,7),(6,9),0.00548109 # DEPENDENCYPART_SIBL
(6,7),(6,10),0.0169146 # DEPENDENCYPART_SIBL
(6,7),(6,11),-0.00711142 # DEPENDENCYPART_SIBL
(6,7),(6,13),0.0119603 # DEPENDENCYPART_SIBL
(6,7),(6,15),-0.0116307 # DEPENDENCYPART_SIBL
(6,7),(6,18),0.0249857 # DEPENDENCYPART_SIBL
(6,8),(6,9),0.0336286 # DEPENDENCYPART_SIBL
(6,8),(6,10),0.0219528 # DEPENDENCYPART_SIBL
(6,8),(6,11),-0.0312565 # DEPENDENCYPART_SIBL
(6,8),(6,13),0.00140977 # DEPENDENCYPART_SIBL
(6,8),(6,15),-0.0293848 # DEPENDENCYPART_SIBL
(6,8),(6,18),0.0227966 # DEPENDENCYPART_SIBL
(6,9),(6,10),0.0368523 # DEPENDENCYPART_SIBL
(6,9),(6,11),0.03611 # DEPENDENCYPART_SIBL
(6,9),(6,13),0.0233958 # DEPENDENCYPART_SIBL
(6,9),(6,15),0.0358558 # DEPENDENCYPART_SIBL
(6,9),(6,18),0.0368146 # DEPENDENCYPART_SIBL
(6,10),(6,11),-8.96199e-05 # DEPENDENCYPART_SIBL
(6,10),(6,13),0.07481 # DEPENDENCYPART_SIBL
(6,10),(6,15),-0.00125115 # DEPENDENCYPART_SIBL
(6,10),(6,18),0.00726514 # DEPENDENCYPART_SIBL
(6,11),(6,13),-0.0117694 # DEPENDENCYPART_SIBL
(6,11),(6,15),-0.0225537 # DEPENDENCYPART_SIBL
(6,11),(6,18),0.0155271 # DEPENDENCYPART_SIBL
(6,13),(6,15),0.00213965 # DEPENDENCYPART_SIBL
(6,13),(6,18),0.0411267 # DEPENDENCYPART_SIBL
(6,15),(6,18),0.0192521 # DEPENDENCYPART_SIBL
(7,5),(7,6),0.0522691 # DEPENDENCYPART_SIBL
(7,5),(7,8),-0.0770578 # DEPENDENCYPART_SIBL
(7,5),(7,9),0.0168942 # DEPENDENCYPART_SIBL
(7,5),(7,10),0.0347697 # DEPENDENCYPART_SIBL
(7,5),(7,11),-0.0809548 # DEPENDENCYPART_SIBL
(7,5),(7,12),0.0365176 # DEPENDENCYPART_SIBL
(7,6),(7,8),0.0598011 # DEPENDENCYPART_SIBL
(7,6),(7,9),0.131517 # DEPENDENCYPART_SIBL
(7,6),(7,10),0.0547942 # DEPENDENCYPART_SIBL
(7,6),(7,11),0.0586176 # DEPENDENCYPART_SIBL
(7,6),(7,12),0.0550268 # DEPENDENCYPART_SIBL
(7,8),(7,9),-0.0121027 # DEPENDENCYPART_SIBL
(7,8),(7,10),-0.0179121 # DEPENDENCYPART_SIBL
(7,8),(7,11),-0.0840055 # DEPENDENCYPART_SIBL
(7,8),(7,12),-0.0156142 # DEPENDENCYPART_SIBL
(7,9),(7,10),0.0271167 # DEPENDENCYPART_SIBL
(7,9),(7,11),0.0309754 # DEPENDENCYPART_SIBL
(7,9),(7,12),0.0288777 # DEPENDENCYPART_SIBL
(7,10),(7,11),-0.0184746 # DEPENDENCYPART_SIBL
(7,10),(7,12),-0.00784569 # DEPENDENCYPART_SIBL
(7,11),(7,12),-0.025011 # DEPENDENCYPART_SIBL
(8,1),(8,3),0.0808745 # DEPENDENCYPART_SIBL
(8,1),(8,4),0.0792943 # DEPENDENCYPART_SIBL
(8,1),(8,5),0.0850949 # DEPENDENCYPART_SIBL
(8,1),(8,6),0.0778653 # DEPENDENCYPART_SIBL
(8,1),(8,7),0.0557564 # DEPENDENCYPART_SIBL
(8,1),(8,9),0.0546238 # DEPENDENCYPART_SIBL
(8,1),(8,10),-0.0153737 # DEPENDENCYPART_SIBL
(8,1),(8,11),0.0420154 # DEPENDENCYPART_SIBL
(8,1),(8,12),-0.0180119 # DEPENDENCYPART_SIBL
(8,1),(8,13),0.0897367 # DEPENDENCYPART_SIBL
(8,1),(8,15),0.0445743 # DEPENDENCYPART_SIBL
(8,1),(8,16),0.167404 # DEPENDENCYPART_SIBL
(8,1),(8,17),0.746238 # DEPENDENCYPART_SIBL
(8,1),(8,18),-0.0244816 # DEPENDENCYPART_SIBL
(8,1),(8,20),0.0467017 # DEPENDENCYPART_SIBL
(8,1),(8,21),0.167404 # DEPENDENCYPART_SIBL
(8,1),(8,25),0.0842582 # DEPENDENCYPART_SIBL
(8,1),(8,26),-0.00311653 # DEPENDENCYPART_SIBL
(8,3),(8,4),0.0243469 # DEPENDENCYPART_SIBL
(8,3),(8,5),0.0307338 # DEPENDENCYPART_SIBL
(8,3),(8,6),0.0207266 # DEPENDENCYPART_SIBL
(8,3),(8,7),0.00995045 # DEPENDENCYPART_SIBL
(8,3),(8,9),-0.0269411 # DEPENDENCYPART_SIBL
(8,3),(8,10),-0.0342574 # DEPENDENCYPART_SIBL
(8,3),(8,11),-0.0255461 # DEPENDENCYPART_SIBL
(8,3),(8,12),-0.0377886 # DEPENDENCYPART_SIBL
(8,3),(8,13),0.0353903 # DEPENDENCYPART_SIBL
(8,3),(8,15),-0.0182048 # DEPENDENCYPART_SIBL
(8,3),(8,16),0.00721318 # DEPENDENCYPART_SIBL
(8,3),(8,17),-7.48948e-05 # DEPENDENCYPART_SIBL
(8,3),(8,18),-0.0391891 # DEPENDENCYPART_SIBL
(8,3),(8,20),-0.0146352 # DEPENDENCYPART_SIBL
(8,3),(8,21),0.00721318 # DEPENDENCYPART_SIBL
(8,3),(8,25),0.0267674 # DEPENDENCYPART_SIBL
(8,3),(8,26),0.0418594 # DEPENDENCYPART_SIBL
(8,4),(8,5),0.0234873 # DEPENDENCYPART_SIBL
(8,4),(8,6),0.0176045 # DEPENDENCYPART_SIBL
(8,4),(8,7),0.00903438 # DEPENDENCYPART_SIBL
(8,4),(8,9),-0.0275276 # DEPENDENCYPART_SIBL
(8,4),(8,10),-0.023069 # DEPENDENCYPART_SIBL
(8,4),(8,11),-0.0280317 # DEPENDENCYPART_SIBL
(8,4),(8,12),-0.0266002 # DEPENDENCYPART_SIBL
(8,4),(8,13),0.0341181 # DEPENDENCYPART_SIBL
(8,4),(8,15),-0.0206904 # DEPENDENCYPART_SIBL
(8,4),(8,16),0.00336988 # DEPENDENCYPART_SIBL
(8,4),(8,17),0.000497456 # DEPENDENCYPART_SIBL
(8,4),(8,18),-0.0279978 # DEPENDENCYPART_SIBL
(8,4),(8,20),-0.0171208 # DEPENDENCYPART_SIBL
(8,4),(8,21),0.00336988 # DEPENDENCYPART_SIBL
(8,4),(8,25),0.024282 # DEPENDENCYPART_SIBL
(8,4),(8,26),0.0410391 # DEPENDENCYPART_SIBL
(8,5),(8,6),0.0185841 # DEPENDENCYPART_SIBL
(8,5),(8,7),0.0100077 # DEPENDENCYPART_SIBL
(8,5),(8,9),-0.0267881 # DEPENDENCYPART_SIBL
(8,5),(8,10),-0.032235 # DEPENDENCYPART_SIBL
(8,5),(8,11),-0.0280844 # DEPENDENCYPART_SIBL
(8,5),(8,12),-0.0357661 # DEPENDENCYPART_SIBL
(8,5),(8,13),0.0365041 # DEPENDENCYPART_SIBL
(8,5),(8,15),-0.0207431 # DEPENDENCYPART_SIBL
(8,5),(8,16),0.00562422 # DEPENDENCYPART_SIBL
(8,5),(8,17),0.00259948 # DEPENDENCYPART_SIBL
(8,5),(8,18),-0.0371623 # DEPENDENCYPART_SIBL
(8,5),(8,20),-0.0171734 # DEPENDENCYPART_SIBL
(8,5),(8,21),0.00562422 # DEPENDENCYPART_SIBL
(8,5),(8,25),0.0242294 # DEPENDENCYPART_SIBL
(8,5),(8,26),0.0510302 # DEPENDENCYPART_SIBL
(8,6),(8,7),0.0653398 # DEPENDENCYPART_SIBL
(8,6),(8,9),0.000731824 # DEPENDENCYPART_SIBL
(8,6),(8,10),0.00601458 # DEPENDENCYPART_SIBL
(8,6),(8,11),-0.00802472 # DEPENDENCYPART_SIBL
(8,6),(8,12),0.000160308 # DEPENDENCYPART_SIBL
(8,6),(8,13),0.0549025 # DEPENDENCYPART_SIBL
(8,6),(8,15),0.00680149 # DEPENDENCYPART_SIBL
(8,6),(8,16),-0.0390905 # DEPENDENCYPART_SIBL
(8,6),(8,17),0.0316124 # DEPENDENCYPART_SIBL
(8,6),(8,18),0.0154183 # DEPENDENCYPART_SIBL
(8,6),(8,20),0.00345291 # DEPENDENCYPART_SIBL
(8,6),(8,21),-0.0390905 # DEPENDENCYPART_SIBL
(8,6),(8,25),0.0422526 # DEPENDENCYPART_SIBL
(8,6),(8,26),0.031025 # DEPENDENCYPART_SIBL
(8,7),(8,9),0.0365765 # DEPENDENCYPART_SIBL
(8,7),(8,10),0.0221145 # DEPENDENCYPART_SIBL
(8,7),(8,11),0.0676099 # DEPENDENCYPART_SIBL
(8,7),(8,12),0.0247715 # DEPENDENCYPART_SIBL
(8,7),(8,13),0.0470117 # DEPENDENCYPART_SIBL
(8,7),(8,15),0.0669699 # DEPENDENCYPART_SIBL
(8,7),(8,16),0.148721 # DEPENDENCYPART_SIBL
(8,7),(8,17),0.0492129 # DEPENDENCYPART_SIBL
(8,7),(8,18),0.0255597 # DEPENDENCYPART_SIBL
(8,7),(8,20),0.0696358 # DEPENDENCYPART_SIBL
(8,7),(8,21),0.148721 # DEPENDENCYPART_SIBL
(8,7),(8,25),0.106914 # DEPENDENCYPART_SIBL
(8,7),(8,26),0.0526022 # DEPENDENCYPART_SIBL
(8,9),(8,10),-0.000542308 # DEPENDENCYPART_SIBL
(8,9),(8,11),-0.0101161 # DEPENDENCYPART_SIBL
(8,9),(8,12),-0.00574604 # DEPENDENCYPART_SIBL
(8,9),(8,13),-0.0173988 # DEPENDENCYPART_SIBL
(8,9),(8,15),-0.00269733 # DEPENDENCYPART_SIBL
(8,9),(8,16),0.00204552 # DEPENDENCYPART_SIBL
(8,9),(8,17),0.0203906 # DEPENDENCYPART_SIBL
(8,9),(8,18),-0.0029304 # DEPENDENCYPART_SIBL
(8,9),(8,20),-0.00144998 # DEPENDENCYPART_SIBL
(8,9),(8,21),0.00204552 # DEPENDENCYPART_SIBL
(8,9),(8,25),0.0248898 # DEPENDENCYPART_SIBL
(8,9),(8,26),0.0614511 # DEPENDENCYPART_SIBL
(8,10),(8,11),-0.0285693 # DEPENDENCYPART_SIBL
(8,10),(8,12),-0.0163711 # DEPENDENCYPART_SIBL
(8,10),(8,13),0.000566603 # DEPENDENCYPART_SIBL
(8,10),(8,15),-0.0220553 # DEPENDENCYPART_SIBL
(8,10),(8,16),0.00910799 # DEPENDENCYPART_SIBL
(8,10),(8,17),0.0939138 # DEPENDENCYPART_SIBL
(8,10),(8,18),-0.0203601 # DEPENDENCYPART_SIBL
(8,10),(8,20),-0.0198435 # DEPENDENCYPART_SIBL
(8,10),(8,21),0.00910799 # DEPENDENCYPART_SIBL
(8,10),(8,25),0.00346055 # DEPENDENCYPART_SIBL
(8,10),(8,26),-0.00355679 # DEPENDENCYPART_SIBL
(8,11),(8,12),-0.0202379 # DEPENDENCYPART_SIBL
(8,11),(8,13),-0.0436483 # DEPENDENCYPART_SIBL
(8,11),(8,15),-0.0100734 # DEPENDENCYPART_SIBL
(8,11),(8,16),-0.0066437 # DEPENDENCYPART_SIBL
(8,11),(8,17),0.0165954 # DEPENDENCYPART_SIBL
(8,11),(8,18),-0.0131839 # DEPENDENCYPART_SIBL
(8,11),(8,20),-0.00873586 # DEPENDENCYPART_SIBL
(8,11),(8,21),-0.0066437 # DEPENDENCYPART_SIBL
(8,11),(8,25),0.0102898 # DEPENDENCYPART_SIBL
(8,11),(8,26),0.00967509 # DEPENDENCYPART_SIBL
(8,12),(8,13),0.00205451 # DEPENDENCYPART_SIBL
(8,12),(8,15),-0.0155957 # DEPENDENCYPART_SIBL
(8,12),(8,16),0.00885022 # DEPENDENCYPART_SIBL
(8,12),(8,17),0.0921133 # DEPENDENCYPART_SIBL
(8,12),(8,18),-0.0205456 # DEPENDENCYPART_SIBL
(8,12),(8,20),-0.0133839 # DEPENDENCYPART_SIBL
(8,12),(8,21),0.00885022 # DEPENDENCYPART_SIBL
(8,12),(8,25),0.00994714 # DEPENDENCYPART_SIBL
(8,12),(8,26),-0.0166372 # DEPENDENCYPART_SIBL
(8,13),(8,15),0.0255866 # DEPENDENCYPART_SIBL
(8,13),(8,16),0.0339737 # DEPENDENCYPART_SIBL
(8,13),(8,17),0.022241 # DEPENDENCYPART_SIBL
(8,13),(8,18),0.0373965 # DEPENDENCYPART_SIBL
(8,13),(8,20),0.0270827 # DEPENDENCYPART_SIBL
(8,13),(8,21),0.0339737 # DEPENDENCYPART_SIBL
(8,13),(8,25),0.0452539 # DEPENDENCYPART_SIBL
(8,13),(8,26),0.039814 # DEPENDENCYPART_SIBL
(8,15),(8,16),0.0164611 # DEPENDENCYPART_SIBL
(8,15),(8,17),0.0193879 # DEPENDENCYPART_SIBL
(8,15),(8,18),-0.0062607 # DEPENDENCYPART_SIBL
(8,15),(8,20),-0.0119943 # DEPENDENCYPART_SIBL
(8,15),(8,21),0.0164611 # DEPENDENCYPART_SIBL
(8,15),(8,25),0.00703138 # DEPENDENCYPART_SIBL
(8,15),(8,26),0.0192663 # DEPENDENCYPART_SIBL
(8,16),(8,17),0.0949729 # DEPENDENCYPART_SIBL
(8,16),(8,18),-0.00932888 # DEPENDENCYPART_SIBL
(8,16),(8,20),0.0399734 # DEPENDENCYPART_SIBL
(8,16),(8,21),0.0318394 # DEPENDENCYPART_SIBL
(8,16),(8,25),0.170192 # DEPENDENCYPART_SIBL
(8,16),(8,26),-0.00448869 # DEPENDENCYPART_SIBL
(8,17),(8,18),0.00257355 # DEPENDENCYPART_SIBL
(8,17),(8,20),0.0412444 # DEPENDENCYPART_SIBL
(8,17),(8,21),0.0142507 # DEPENDENCYPART_SIBL
(8,17),(8,25),0.0672968 # DEPENDENCYPART_SIBL
(8,17),(8,26),-0.0252673 # DEPENDENCYPART_SIBL
(8,18),(8,20),-0.00174322 # DEPENDENCYPART_SIBL
(8,18),(8,21),0.0440824 # DEPENDENCYPART_SIBL
(8,18),(8,25),0.0210923 # DEPENDENCYPART_SIBL
(8,18),(8,26),0.0145731 # DEPENDENCYPART_SIBL
(8,20),(8,21),0.0128378 # DEPENDENCYPART_SIBL
(8,20),(8,25),0.00732812 # DEPENDENCYPART_SIBL
(8,20),(8,26),0.0200185 # DEPENDENCYPART_SIBL
(8,21),(8,25),0.170192 # DEPENDENCYPART_SIBL
(8,21),(8,26),-0.00448869 # DEPENDENCYPART_SIBL
(8,25),(8,26),0.0179475 # DEPENDENCYPART_SIBL
(9,7),(9,8),0.00554371 # DEPENDENCYPART_SIBL
(9,7),(9,10),-0.0256064 # DEPENDENCYPART_SIBL
(9,7),(9,11),0.0909572 # DEPENDENCYPART_SIBL
(9,7),(9,12),-0.0173393 # DEPENDENCYPART_SIBL
(9,7),(9,13),0.031911 # DEPENDENCYPART_SIBL
(9,7),(9,15),0.068509 # DEPENDENCYPART_SIBL
(9,8),(9,10),-0.0286461 # DEPENDENCYPART_SIBL
(9,8),(9,11),0.0504534 # DEPENDENCYPART_SIBL
(9,8),(9,12),-0.0143112 # DEPENDENCYPART_SIBL
(9,8),(9,13),-0.0180098 # DEPENDENCYPART_SIBL
(9,8),(9,15),0.049155 # DEPENDENCYPART_SIBL
(9,10),(9,11),-0.0292533 # DEPENDENCYPART_SIBL
(9,10),(9,12),-0.0325083 # DEPENDENCYPART_SIBL
(9,10),(9,13),0.034435 # DEPENDENCYPART_SIBL
(9,10),(9,15),-0.0302076 # DEPENDENCYPART_SIBL
(9,11),(9,12),-0.0275831 # DEPENDENCYPART_SIBL
(9,11),(9,13),0.0110296 # DEPENDENCYPART_SIBL
(9,11),(9,15),-0.0638732 # DEPENDENCYPART_SIBL
(9,12),(9,13),0.0368283 # DEPENDENCYPART_SIBL
(9,12),(9,15),-0.0227703 # DEPENDENCYPART_SIBL
(9,13),(9,15),-0.00943893 # DEPENDENCYPART_SIBL
(10,3),(10,6),0.0132809 # DEPENDENCYPART_SIBL
(10,3),(10,7),-0.0286316 # DEPENDENCYPART_SIBL
(10,3),(10,8),0.00182095 # DEPENDENCYPART_SIBL
(10,3),(10,9),0.013419 # DEPENDENCYPART_SIBL
(10,3),(10,11),-0.0440832 # DEPENDENCYPART_SIBL
(10,3),(10,12),0.0260871 # DEPENDENCYPART_SIBL
(10,3),(10,13),-0.0211579 # DEPENDENCYPART_SIBL
(10,3),(10,15),-0.00873009 # DEPENDENCYPART_SIBL
(10,3),(10,16),-0.0549539 # DEPENDENCYPART_SIBL
(10,3),(10,17),-0.0223375 # DEPENDENCYPART_SIBL
(10,3),(10,18),-0.0172554 # DEPENDENCYPART_SIBL
(10,3),(10,20),-0.00705674 # DEPENDENCYPART_SIBL
(10,3),(10,25),-0.00386296 # DEPENDENCYPART_SIBL
(10,3),(10,26),0.0165266 # DEPENDENCYPART_SIBL
(10,6),(10,7),0.0195483 # DEPENDENCYPART_SIBL
(10,6),(10,8),0.010835 # DEPENDENCYPART_SIBL
(10,6),(10,9),0.0691493 # DEPENDENCYPART_SIBL
(10,6),(10,11),-0.0661247 # DEPENDENCYPART_SIBL
(10,6),(10,12),0.0208842 # DEPENDENCYPART_SIBL
(10,6),(10,13),-0.0873689 # DEPENDENCYPART_SIBL
(10,6),(10,15),-0.0203793 # DEPENDENCYPART_SIBL
(10,6),(10,16),-0.106272 # DEPENDENCYPART_SIBL
(10,6),(10,17),-0.0121781 # DEPENDENCYPART_SIBL
(10,6),(10,18),-0.00962824 # DEPENDENCYPART_SIBL
(10,6),(10,20),-0.027025 # DEPENDENCYPART_SIBL
(10,6),(10,25),-0.0297661 # DEPENDENCYPART_SIBL
(10,6),(10,26),-0.0203289 # DEPENDENCYPART_SIBL
(10,7),(10,8),-0.0637635 # DEPENDENCYPART_SIBL
(10,7),(10,9),-0.0101247 # DEPENDENCYPART_SIBL
(10,7),(10,11),-0.0405344 # DEPENDENCYPART_SIBL
(10,7),(10,12),-0.0329894 # DEPENDENCYPART_SIBL
(10,7),(10,13),-0.0791742 # DEPENDENCYPART_SIBL
(10,7),(10,15),-0.0168287 # DEPENDENCYPART_SIBL
(10,7),(10,16),-0.0699097 # DEPENDENCYPART_SIBL
(10,7),(10,17),-0.0526552 # DEPENDENCYPART_SIBL
(10,7),(10,18),-0.0816119 # DEPENDENCYPART_SIBL
(10,7),(10,20),-0.0153532 # DEPENDENCYPART_SIBL
(10,7),(10,25),-0.0186382 # DEPENDENCYPART_SIBL
(10,7),(10,26),-0.0827358 # DEPENDENCYPART_SIBL
(10,8),(10,9),0.0166757 # DEPENDENCYPART_SIBL
