# _root_ That puts the real strategic decisions in the hands of others : bean counters , budgeteers , and pork-barrelers .
#goldHeads=2,0,6,6,6,2,2,9,7,9,10,11,14,18,18,18,18,11,18,2,
#predictedHeads=2,0,6,6,6,2,2,9,7,9,10,11,14,18,18,18,18,11,18,2,
(6,12),(6,18),0.1575 # DEPENDENCYPART_SIBL
(6,12),(6,19),0.126272 # DEPENDENCYPART_SIBL
(6,12),(6,20),0.440173 # DEPENDENCYPART_SIBL
(6,13),(6,14),-0.0125389 # DEPENDENCYPART_SIBL
(6,13),(6,15),0.0157678 # DEPENDENCYPART_SIBL
(6,13),(6,16),-0.0125389 # DEPENDENCYPART_SIBL
(6,13),(6,17),0.0157678 # DEPENDENCYPART_SIBL
(6,13),(6,18),-0.038703 # DEPENDENCYPART_SIBL
(6,13),(6,19),-0.0125389 # DEPENDENCYPART_SIBL
(6,13),(6,20),0.0257206 # DEPENDENCYPART_SIBL
(6,14),(6,15),0.0157678 # DEPENDENCYPART_SIBL
(6,14),(6,16),-0.0125389 # DEPENDENCYPART_SIBL
(6,14),(6,17),0.0157678 # DEPENDENCYPART_SIBL
(6,14),(6,18),-0.038703 # DEPENDENCYPART_SIBL
(6,14),(6,19),-0.0125389 # DEPENDENCYPART_SIBL
(6,14),(6,20),0.0284812 # DEPENDENCYPART_SIBL
(6,15),(6,16),0.0440175 # DEPENDENCYPART_SIBL
(6,15),(6,17),0.0390122 # DEPENDENCYPART_SIBL
(6,15),(6,18),0.0148297 # DEPENDENCYPART_SIBL
(6,15),(6,19),0.0440175 # DEPENDENCYPART_SIBL
(6,15),(6,20),0.00440888 # DEPENDENCYPART_SIBL
(6,16),(6,17),0.0157678 # DEPENDENCYPART_SIBL
(6,16),(6,18),-0.038703 # DEPENDENCYPART_SIBL
(6,16),(6,19),-0.0125389 # DEPENDENCYPART_SIBL
(6,16),(6,20),0.0257206 # DEPENDENCYPART_SIBL
(6,17),(6,18),0.0148297 # DEPENDENCYPART_SIBL
(6,17),(6,19),0.0440175 # DEPENDENCYPART_SIBL
(6,17),(6,20),0.00440888 # DEPENDENCYPART_SIBL
(6,18),(6,19),-0.0386718 # DEPENDENCYPART_SIBL
(6,18),(6,20),0.00398698 # DEPENDENCYPART_SIBL
(6,19),(6,20),0.0257206 # DEPENDENCYPART_SIBL
(7,5),(7,6),0.0869404 # DEPENDENCYPART_SIBL
(7,5),(7,8),0.0134484 # DEPENDENCYPART_SIBL
(7,5),(7,9),-0.0743799 # DEPENDENCYPART_SIBL
(7,5),(7,10),0.119576 # DEPENDENCYPART_SIBL
(7,5),(7,11),-0.071407 # DEPENDENCYPART_SIBL
(7,5),(7,12),0.0546118 # DEPENDENCYPART_SIBL
(7,5),(7,13),-0.0743328 # DEPENDENCYPART_SIBL
(7,5),(7,14),-0.0743328 # DEPENDENCYPART_SIBL
(7,5),(7,15),0.164544 # DEPENDENCYPART_SIBL
(7,5),(7,16),-0.0743328 # DEPENDENCYPART_SIBL
(7,5),(7,17),0.164544 # DEPENDENCYPART_SIBL
(7,5),(7,18),-0.00514079 # DEPENDENCYPART_SIBL
(7,5),(7,19),-0.0743328 # DEPENDENCYPART_SIBL
(7,6),(7,8),-0.0342635 # DEPENDENCYPART_SIBL
(7,6),(7,9),0.0255237 # DEPENDENCYPART_SIBL
(7,6),(7,10),0.0350148 # DEPENDENCYPART_SIBL
(7,6),(7,11),0.0286345 # DEPENDENCYPART_SIBL
(7,6),(7,12),0.0217483 # DEPENDENCYPART_SIBL
(7,6),(7,13),0.0209267 # DEPENDENCYPART_SIBL
(7,6),(7,14),0.022307 # DEPENDENCYPART_SIBL
(7,6),(7,15),0.152942 # DEPENDENCYPART_SIBL
(7,6),(7,16),0.0209267 # DEPENDENCYPART_SIBL
(7,6),(7,17),0.152942 # DEPENDENCYPART_SIBL
(7,6),(7,18),-0.0305549 # DEPENDENCYPART_SIBL
(7,6),(7,19),0.0209267 # DEPENDENCYPART_SIBL
(7,8),(7,9),-0.0819598 # DEPENDENCYPART_SIBL
(7,8),(7,10),0.000385219 # DEPENDENCYPART_SIBL
(7,8),(7,11),-0.0800443 # DEPENDENCYPART_SIBL
(7,8),(7,12),-0.0437321 # DEPENDENCYPART_SIBL
(7,8),(7,13),-0.0800405 # DEPENDENCYPART_SIBL
(7,8),(7,14),-0.0800405 # DEPENDENCYPART_SIBL
(7,8),(7,15),-0.00625376 # DEPENDENCYPART_SIBL
(7,8),(7,16),-0.0800405 # DEPENDENCYPART_SIBL
(7,8),(7,17),-0.00625376 # DEPENDENCYPART_SIBL
(7,8),(7,18),-0.0984323 # DEPENDENCYPART_SIBL
(7,8),(7,19),-0.0800405 # DEPENDENCYPART_SIBL
(7,9),(7,10),0.0246239 # DEPENDENCYPART_SIBL
(7,9),(7,11),-0.12224 # DEPENDENCYPART_SIBL
(7,9),(7,12),-0.0115957 # DEPENDENCYPART_SIBL
(7,9),(7,13),-0.119699 # DEPENDENCYPART_SIBL
(7,9),(7,14),-0.119699 # DEPENDENCYPART_SIBL
(7,9),(7,15),0.00909735 # DEPENDENCYPART_SIBL
(7,9),(7,16),-0.119699 # DEPENDENCYPART_SIBL
(7,9),(7,17),0.00909735 # DEPENDENCYPART_SIBL
(7,9),(7,18),-0.182082 # DEPENDENCYPART_SIBL
(7,9),(7,19),-0.119699 # DEPENDENCYPART_SIBL
(7,10),(7,11),0.0703309 # DEPENDENCYPART_SIBL
(7,10),(7,12),0.0324914 # DEPENDENCYPART_SIBL
(7,10),(7,13),0.0700158 # DEPENDENCYPART_SIBL
(7,10),(7,14),0.0700158 # DEPENDENCYPART_SIBL
(7,10),(7,15),0.0805544 # DEPENDENCYPART_SIBL
(7,10),(7,16),0.0700158 # DEPENDENCYPART_SIBL
(7,10),(7,17),0.0805544 # DEPENDENCYPART_SIBL
(7,10),(7,18),0.000440412 # DEPENDENCYPART_SIBL
(7,10),(7,19),0.0700158 # DEPENDENCYPART_SIBL
(7,11),(7,12),-0.000827722 # DEPENDENCYPART_SIBL
(7,11),(7,13),-0.11245 # DEPENDENCYPART_SIBL
(7,11),(7,14),-0.11245 # DEPENDENCYPART_SIBL
(7,11),(7,15),0.0419509 # DEPENDENCYPART_SIBL
(7,11),(7,16),-0.11245 # DEPENDENCYPART_SIBL
(7,11),(7,17),0.0419509 # DEPENDENCYPART_SIBL
(7,11),(7,18),-0.169626 # DEPENDENCYPART_SIBL
(7,11),(7,19),-0.11245 # DEPENDENCYPART_SIBL
(7,12),(7,13),-0.0491204 # DEPENDENCYPART_SIBL
(7,12),(7,14),-0.0491204 # DEPENDENCYPART_SIBL
(7,12),(7,15),-0.0098257 # DEPENDENCYPART_SIBL
(7,12),(7,16),-0.0491204 # DEPENDENCYPART_SIBL
(7,12),(7,17),-0.0098257 # DEPENDENCYPART_SIBL
(7,12),(7,18),-0.0334829 # DEPENDENCYPART_SIBL
(7,12),(7,19),-0.0491204 # DEPENDENCYPART_SIBL
(7,13),(7,14),-0.120118 # DEPENDENCYPART_SIBL
(7,13),(7,15),0.00661943 # DEPENDENCYPART_SIBL
(7,13),(7,16),-0.120118 # DEPENDENCYPART_SIBL
(7,13),(7,17),0.00661943 # DEPENDENCYPART_SIBL
(7,13),(7,18),-0.178244 # DEPENDENCYPART_SIBL
(7,13),(7,19),-0.120118 # DEPENDENCYPART_SIBL
(7,14),(7,15),0.00661943 # DEPENDENCYPART_SIBL
(7,14),(7,16),-0.120118 # DEPENDENCYPART_SIBL
(7,14),(7,17),0.00661943 # DEPENDENCYPART_SIBL
(7,14),(7,18),-0.178244 # DEPENDENCYPART_SIBL
(7,14),(7,19),-0.120118 # DEPENDENCYPART_SIBL
(7,15),(7,16),-0.0623484 # DEPENDENCYPART_SIBL
(7,15),(7,17),0.0491496 # DEPENDENCYPART_SIBL
(7,15),(7,18),-0.0889304 # DEPENDENCYPART_SIBL
(7,15),(7,19),-0.0623484 # DEPENDENCYPART_SIBL
(7,16),(7,17),0.00661943 # DEPENDENCYPART_SIBL
(7,16),(7,18),-0.178244 # DEPENDENCYPART_SIBL
(7,16),(7,19),-0.120118 # DEPENDENCYPART_SIBL
(7,17),(7,18),-0.0889304 # DEPENDENCYPART_SIBL
(7,17),(7,19),-0.0623484 # DEPENDENCYPART_SIBL
(7,18),(7,19),-0.0726824 # DEPENDENCYPART_SIBL
(9,3),(9,4),0.0669105 # DEPENDENCYPART_SIBL
(9,3),(9,5),0.0715205 # DEPENDENCYPART_SIBL
(9,3),(9,6),0.0427288 # DEPENDENCYPART_SIBL
(9,3),(9,7),-0.0187978 # DEPENDENCYPART_SIBL
(9,3),(9,8),-0.388479 # DEPENDENCYPART_SIBL
(9,3),(9,10),0.334049 # DEPENDENCYPART_SIBL
(9,3),(9,11),0.000466457 # DEPENDENCYPART_SIBL
(9,3),(9,12),0.0539704 # DEPENDENCYPART_SIBL
(9,3),(9,13),-2.17854e-05 # DEPENDENCYPART_SIBL
(9,3),(9,14),-2.17854e-05 # DEPENDENCYPART_SIBL
(9,3),(9,15),0.0184358 # DEPENDENCYPART_SIBL
(9,3),(9,16),-2.17854e-05 # DEPENDENCYPART_SIBL
(9,3),(9,17),0.0184358 # DEPENDENCYPART_SIBL
(9,3),(9,18),-0.00781874 # DEPENDENCYPART_SIBL
(9,3),(9,19),-2.17854e-05 # DEPENDENCYPART_SIBL
(9,3),(9,20),-0.06337 # DEPENDENCYPART_SIBL
(9,4),(9,5),0.0190571 # DEPENDENCYPART_SIBL
(9,4),(9,6),0.0735305 # DEPENDENCYPART_SIBL
(9,4),(9,7),-0.0257824 # DEPENDENCYPART_SIBL
(9,4),(9,8),-0.116817 # DEPENDENCYPART_SIBL
(9,4),(9,10),-0.000191199 # DEPENDENCYPART_SIBL
(9,4),(9,11),-0.0118059 # DEPENDENCYPART_SIBL
(9,4),(9,12),0.0683292 # DEPENDENCYPART_SIBL
(9,4),(9,13),-0.00646744 # DEPENDENCYPART_SIBL
(9,4),(9,14),-0.00646744 # DEPENDENCYPART_SIBL
(9,4),(9,15),-0.0166385 # DEPENDENCYPART_SIBL
(9,4),(9,16),-0.00646744 # DEPENDENCYPART_SIBL
(9,4),(9,17),-0.0166385 # DEPENDENCYPART_SIBL
(9,4),(9,18),0.0638419 # DEPENDENCYPART_SIBL
(9,4),(9,19),-0.00646744 # DEPENDENCYPART_SIBL
(9,4),(9,20),-0.0444791 # DEPENDENCYPART_SIBL
(9,5),(9,6),0.0513325 # DEPENDENCYPART_SIBL
(9,5),(9,7),-0.0311048 # DEPENDENCYPART_SIBL
(9,5),(9,8),-0.121437 # DEPENDENCYPART_SIBL
(9,5),(9,10),-0.0244642 # DEPENDENCYPART_SIBL
(9,5),(9,11),-0.00592942 # DEPENDENCYPART_SIBL
(9,5),(9,12),0.0480879 # DEPENDENCYPART_SIBL
(9,5),(9,13),-0.000591013 # DEPENDENCYPART_SIBL
(9,5),(9,14),-0.000591013 # DEPENDENCYPART_SIBL
(9,5),(9,15),-0.0140676 # DEPENDENCYPART_SIBL
(9,5),(9,16),-0.000591013 # DEPENDENCYPART_SIBL
(9,5),(9,17),-0.0140676 # DEPENDENCYPART_SIBL
(9,5),(9,18),0.038977 # DEPENDENCYPART_SIBL
(9,5),(9,19),-0.000591013 # DEPENDENCYPART_SIBL
(9,5),(9,20),-0.0432542 # DEPENDENCYPART_SIBL
(9,6),(9,7),0.00119443 # DEPENDENCYPART_SIBL
(9,6),(9,8),-0.14691 # DEPENDENCYPART_SIBL
(9,6),(9,10),-0.00762705 # DEPENDENCYPART_SIBL
(9,6),(9,11),0.00390519 # DEPENDENCYPART_SIBL
(9,6),(9,12),0.00379455 # DEPENDENCYPART_SIBL
(9,6),(9,13),0.011357 # DEPENDENCYPART_SIBL
(9,6),(9,14),0.0127373 # DEPENDENCYPART_SIBL
(9,6),(9,15),0.0374118 # DEPENDENCYPART_SIBL
(9,6),(9,16),0.011357 # DEPENDENCYPART_SIBL
(9,6),(9,17),0.0374118 # DEPENDENCYPART_SIBL
(9,6),(9,18),0.011725 # DEPENDENCYPART_SIBL
(9,6),(9,19),0.011357 # DEPENDENCYPART_SIBL
(9,6),(9,20),0.0365137 # DEPENDENCYPART_SIBL
(9,7),(9,8),0.0019171 # DEPENDENCYPART_SIBL
(9,7),(9,10),-0.0357933 # DEPENDENCYPART_SIBL
(9,7),(9,11),-0.0330959 # DEPENDENCYPART_SIBL
(9,7),(9,12),0.0376639 # DEPENDENCYPART_SIBL
(9,7),(9,13),-0.025095 # DEPENDENCYPART_SIBL
(9,7),(9,14),-0.025095 # DEPENDENCYPART_SIBL
(9,7),(9,15),-0.0148146 # DEPENDENCYPART_SIBL
(9,7),(9,16),-0.025095 # DEPENDENCYPART_SIBL
(9,7),(9,17),-0.0148146 # DEPENDENCYPART_SIBL
(9,7),(9,18),-0.0339054 # DEPENDENCYPART_SIBL
(9,7),(9,19),-0.025095 # DEPENDENCYPART_SIBL
(9,7),(9,20),0.0136192 # DEPENDENCYPART_SIBL
(9,8),(9,10),0.334049 # DEPENDENCYPART_SIBL
(9,8),(9,11),0.000466457 # DEPENDENCYPART_SIBL
(9,8),(9,12),0.0539704 # DEPENDENCYPART_SIBL
(9,8),(9,13),-2.17854e-05 # DEPENDENCYPART_SIBL
(9,8),(9,14),-2.17854e-05 # DEPENDENCYPART_SIBL
(9,8),(9,15),0.0184358 # DEPENDENCYPART_SIBL
(9,8),(9,16),-2.17854e-05 # DEPENDENCYPART_SIBL
(9,8),(9,17),0.0184358 # DEPENDENCYPART_SIBL
(9,8),(9,18),-0.00781874 # DEPENDENCYPART_SIBL
(9,8),(9,19),-2.17854e-05 # DEPENDENCYPART_SIBL
(9,8),(9,20),-0.06337 # DEPENDENCYPART_SIBL
(9,10),(9,11),0.0120589 # DEPENDENCYPART_SIBL
(9,10),(9,12),-0.0117433 # DEPENDENCYPART_SIBL
(9,10),(9,13),0.0216528 # DEPENDENCYPART_SIBL
(9,10),(9,14),0.0216528 # DEPENDENCYPART_SIBL
(9,10),(9,15),0.0167626 # DEPENDENCYPART_SIBL
(9,10),(9,16),0.0216528 # DEPENDENCYPART_SIBL
(9,10),(9,17),0.0167626 # DEPENDENCYPART_SIBL
(9,10),(9,18),-0.0593128 # DEPENDENCYPART_SIBL
(9,10),(9,19),0.0216528 # DEPENDENCYPART_SIBL
(9,10),(9,20),-0.0201773 # DEPENDENCYPART_SIBL
(9,11),(9,12),0.0157414 # DEPENDENCYPART_SIBL
(9,11),(9,13),-0.0194152 # DEPENDENCYPART_SIBL
(9,11),(9,14),-0.0194152 # DEPENDENCYPART_SIBL
(9,11),(9,15),0.0171364 # DEPENDENCYPART_SIBL
(9,11),(9,16),-0.0194152 # DEPENDENCYPART_SIBL
(9,11),(9,17),0.0171364 # DEPENDENCYPART_SIBL
(9,11),(9,18),-0.0422929 # DEPENDENCYPART_SIBL
(9,11),(9,19),-0.0194152 # DEPENDENCYPART_SIBL
(9,11),(9,20),0.028839 # DEPENDENCYPART_SIBL
(9,12),(9,13),0.12405 # DEPENDENCYPART_SIBL
(9,12),(9,14),0.12405 # DEPENDENCYPART_SIBL
(9,12),(9,15),-0.0088838 # DEPENDENCYPART_SIBL
(9,12),(9,16),0.12405 # DEPENDENCYPART_SIBL
(9,12),(9,17),-0.0088838 # DEPENDENCYPART_SIBL
(9,12),(9,18),0.157339 # DEPENDENCYPART_SIBL
(9,12),(9,19),0.12405 # DEPENDENCYPART_SIBL
(9,12),(9,20),0.450368 # DEPENDENCYPART_SIBL
(9,13),(9,14),-0.014762 # DEPENDENCYPART_SIBL
(9,13),(9,15),0.0159278 # DEPENDENCYPART_SIBL
(9,13),(9,16),-0.014762 # DEPENDENCYPART_SIBL
(9,13),(9,17),0.0159278 # DEPENDENCYPART_SIBL
(9,13),(9,18),-0.0388646 # DEPENDENCYPART_SIBL
(9,13),(9,19),-0.014762 # DEPENDENCYPART_SIBL
(9,13),(9,20),0.0359145 # DEPENDENCYPART_SIBL
(9,14),(9,15),0.0159278 # DEPENDENCYPART_SIBL
(9,14),(9,16),-0.014762 # DEPENDENCYPART_SIBL
(9,14),(9,17),0.0159278 # DEPENDENCYPART_SIBL
(9,14),(9,18),-0.0388646 # DEPENDENCYPART_SIBL
(9,14),(9,19),-0.014762 # DEPENDENCYPART_SIBL
(9,14),(9,20),0.0386751 # DEPENDENCYPART_SIBL
(9,15),(9,16),0.0328079 # DEPENDENCYPART_SIBL
(9,15),(9,17),0.0347279 # DEPENDENCYPART_SIBL
(9,15),(9,18),0.0101539 # DEPENDENCYPART_SIBL
(9,15),(9,19),0.0328079 # DEPENDENCYPART_SIBL
(9,15),(9,20),0.0100976 # DEPENDENCYPART_SIBL
(9,16),(9,17),0.0159278 # DEPENDENCYPART_SIBL
(9,16),(9,18),-0.0388646 # DEPENDENCYPART_SIBL
(9,16),(9,19),-0.014762 # DEPENDENCYPART_SIBL
(9,16),(9,20),0.0359145 # DEPENDENCYPART_SIBL
(9,17),(9,18),0.0101539 # DEPENDENCYPART_SIBL
(9,17),(9,19),0.0328079 # DEPENDENCYPART_SIBL
(9,17),(9,20),0.0100976 # DEPENDENCYPART_SIBL
(9,18),(9,19),-0.0409692 # DEPENDENCYPART_SIBL
(9,18),(9,20),0.0139574 # DEPENDENCYPART_SIBL
(9,19),(9,20),0.0359145 # DEPENDENCYPART_SIBL
(10,6),(10,8),-0.0282792 # DEPENDENCYPART_SIBL
(10,6),(10,9),0.0259335 # DEPENDENCYPART_SIBL
(10,6),(10,11),-0.0818833 # DEPENDENCYPART_SIBL
(10,6),(10,12),-0.0122577 # DEPENDENCYPART_SIBL
(10,6),(10,13),-0.0896651 # DEPENDENCYPART_SIBL
(10,6),(10,14),-0.0882849 # DEPENDENCYPART_SIBL
(10,6),(10,16),-0.0896651 # DEPENDENCYPART_SIBL
(10,6),(10,18),-0.0507903 # DEPENDENCYPART_SIBL
(10,6),(10,19),-0.0896651 # DEPENDENCYPART_SIBL
(10,8),(10,9),0.0797428 # DEPENDENCYPART_SIBL
(10,8),(10,11),-0.153237 # DEPENDENCYPART_SIBL
(10,8),(10,12),0.00101759 # DEPENDENCYPART_SIBL
(10,8),(10,13),-0.168527 # DEPENDENCYPART_SIBL
(10,8),(10,14),-0.168527 # DEPENDENCYPART_SIBL
(10,8),(10,16),-0.168527 # DEPENDENCYPART_SIBL
(10,8),(10,18),-0.0442519 # DEPENDENCYPART_SIBL
(10,8),(10,19),-0.168527 # DEPENDENCYPART_SIBL
(10,9),(10,11),-0.0804669 # DEPENDENCYPART_SIBL
(10,9),(10,12),-0.012062 # DEPENDENCYPART_SIBL
(10,9),(10,13),-0.0882488 # DEPENDENCYPART_SIBL
(10,9),(10,14),-0.0868685 # DEPENDENCYPART_SIBL
(10,9),(10,16),-0.0882488 # DEPENDENCYPART_SIBL
(10,9),(10,18),-0.0484245 # DEPENDENCYPART_SIBL
(10,9),(10,19),-0.0882488 # DEPENDENCYPART_SIBL
(10,11),(10,12),0.0133058 # DEPENDENCYPART_SIBL
(10,11),(10,13),-0.105398 # DEPENDENCYPART_SIBL
(10,11),(10,14),-0.105398 # DEPENDENCYPART_SIBL
(10,11),(10,16),-0.105398 # DEPENDENCYPART_SIBL
(10,11),(10,18),-0.193061 # DEPENDENCYPART_SIBL
(10,11),(10,19),-0.105398 # DEPENDENCYPART_SIBL
(10,12),(10,13),0.0062697 # DEPENDENCYPART_SIBL
(10,12),(10,14),0.0062697 # DEPENDENCYPART_SIBL
(10,12),(10,16),0.0062697 # DEPENDENCYPART_SIBL
(10,12),(10,18),-0.00457433 # DEPENDENCYPART_SIBL
(10,12),(10,19),0.0062697 # DEPENDENCYPART_SIBL
(10,13),(10,14),-0.113065 # DEPENDENCYPART_SIBL
(10,13),(10,16),-0.113065 # DEPENDENCYPART_SIBL
(10,13),(10,18),-0.201679 # DEPENDENCYPART_SIBL
(10,13),(10,19),-0.113065 # DEPENDENCYPART_SIBL
(10,14),(10,16),-0.113065 # DEPENDENCYPART_SIBL
(10,14),(10,18),-0.201679 # DEPENDENCYPART_SIBL
(10,14),(10,19),-0.113065 # DEPENDENCYPART_SIBL
(10,16),(10,18),-0.201679 # DEPENDENCYPART_SIBL
(10,16),(10,19),-0.113065 # DEPENDENCYPART_SIBL
(10,18),(10,19),-0.0711242 # DEPENDENCYPART_SIBL
(11,7),(11,8),0.00622583 # DEPENDENCYPART_SIBL
(11,7),(11,9),-0.00923428 # DEPENDENCYPART_SIBL
(11,7),(11,10),-0.0639472 # DEPENDENCYPART_SIBL
(11,7),(11,12),0.0357447 # DEPENDENCYPART_SIBL
(11,7),(11,13),-0.0320052 # DEPENDENCYPART_SIBL
(11,7),(11,14),-0.0320052 # DEPENDENCYPART_SIBL
(11,7),(11,15),-0.0329234 # DEPENDENCYPART_SIBL
(11,7),(11,16),-0.0320052 # DEPENDENCYPART_SIBL
(11,7),(11,17),-0.0329234 # DEPENDENCYPART_SIBL
(11,7),(11,18),-0.00929999 # DEPENDENCYPART_SIBL
(11,7),(11,19),-0.0320052 # DEPENDENCYPART_SIBL
(11,7),(11,20),-0.00483514 # DEPENDENCYPART_SIBL
(11,8),(11,9),0.0418409 # DEPENDENCYPART_SIBL
(11,8),(11,10),-0.0448978 # DEPENDENCYPART_SIBL
(11,8),(11,12),0.0569241 # DEPENDENCYPART_SIBL
(11,8),(11,13),-7.5618e-05 # DEPENDENCYPART_SIBL
(11,8),(11,14),-7.5618e-05 # DEPENDENCYPART_SIBL
(11,8),(11,15),0.00993465 # DEPENDENCYPART_SIBL
(11,8),(11,16),-7.5618e-05 # DEPENDENCYPART_SIBL
(11,8),(11,17),0.00993465 # DEPENDENCYPART_SIBL
(11,8),(11,18),0.0130121 # DEPENDENCYPART_SIBL
(11,8),(11,19),-7.5618e-05 # DEPENDENCYPART_SIBL
(11,8),(11,20),-0.0760307 # DEPENDENCYPART_SIBL
(11,9),(11,10),0.00328538 # DEPENDENCYPART_SIBL
(11,9),(11,12),0.00156635 # DEPENDENCYPART_SIBL
(11,9),(11,13),0.00601488 # DEPENDENCYPART_SIBL
(11,9),(11,14),0.00739517 # DEPENDENCYPART_SIBL
(11,9),(11,15),0.0199773 # DEPENDENCYPART_SIBL
(11,9),(11,16),0.00601488 # DEPENDENCYPART_SIBL
(11,9),(11,17),0.0199773 # DEPENDENCYPART_SIBL
(11,9),(11,18),0.029559 # DEPENDENCYPART_SIBL
(11,9),(11,19),0.00601488 # DEPENDENCYPART_SIBL
(11,9),(11,20),0.00696893 # DEPENDENCYPART_SIBL
(11,10),(11,12),0.00756836 # DEPENDENCYPART_SIBL
(11,10),(11,13),-0.0154925 # DEPENDENCYPART_SIBL
(11,10),(11,14),-0.0154925 # DEPENDENCYPART_SIBL
(11,10),(11,15),-0.0779584 # DEPENDENCYPART_SIBL
(11,10),(11,16),-0.0154925 # DEPENDENCYPART_SIBL
(11,10),(11,17),-0.0779584 # DEPENDENCYPART_SIBL
(11,10),(11,18),0.0302451 # DEPENDENCYPART_SIBL
(11,10),(11,19),-0.0154925 # DEPENDENCYPART_SIBL
(11,10),(11,20),0.00244431 # DEPENDENCYPART_SIBL
(11,12),(11,13),0.121467 # DEPENDENCYPART_SIBL
(11,12),(11,14),0.121467 # DEPENDENCYPART_SIBL
(11,12),(11,15),-0.00027512 # DEPENDENCYPART_SIBL
(11,12),(11,16),0.121467 # DEPENDENCYPART_SIBL
(11,12),(11,17),-0.00027512 # DEPENDENCYPART_SIBL
(11,12),(11,18),0.162154 # DEPENDENCYPART_SIBL
(11,12),(11,19),0.121467 # DEPENDENCYPART_SIBL
(11,12),(11,20),0.435749 # DEPENDENCYPART_SIBL
(11,13),(11,14),-0.0213806 # DEPENDENCYPART_SIBL
(11,13),(11,15),0.0181114 # DEPENDENCYPART_SIBL
(11,13),(11,16),-0.0213806 # DEPENDENCYPART_SIBL
(11,13),(11,17),0.0181114 # DEPENDENCYPART_SIBL
(11,13),(11,18),-0.0376818 # DEPENDENCYPART_SIBL
(11,13),(11,19),-0.0213806 # DEPENDENCYPART_SIBL
(11,13),(11,20),0.0156157 # DEPENDENCYPART_SIBL
(11,14),(11,15),0.0181114 # DEPENDENCYPART_SIBL
(11,14),(11,16),-0.0213806 # DEPENDENCYPART_SIBL
(11,14),(11,17),0.0181114 # DEPENDENCYPART_SIBL
(11,14),(11,18),-0.0376818 # DEPENDENCYPART_SIBL
(11,14),(11,19),-0.0213806 # DEPENDENCYPART_SIBL
(11,14),(11,20),0.0183763 # DEPENDENCYPART_SIBL
(11,15),(11,16),0.0310297 # DEPENDENCYPART_SIBL
(11,15),(11,17),0.0543978 # DEPENDENCYPART_SIBL
(11,15),(11,18),0.0265245 # DEPENDENCYPART_SIBL
(11,15),(11,19),0.0310297 # DEPENDENCYPART_SIBL
(11,15),(11,20),-0.00434321 # DEPENDENCYPART_SIBL
(11,16),(11,17),0.0181114 # DEPENDENCYPART_SIBL
(11,16),(11,18),-0.0376818 # DEPENDENCYPART_SIBL
(11,16),(11,19),-0.0213806 # DEPENDENCYPART_SIBL
(11,16),(11,20),0.0156157 # DEPENDENCYPART_SIBL
(11,17),(11,18),0.0265245 # DEPENDENCYPART_SIBL
(11,17),(11,19),0.0310297 # DEPENDENCYPART_SIBL
(11,17),(11,20),-0.00434321 # DEPENDENCYPART_SIBL
(11,18),(11,19),-0.0372039 # DEPENDENCYPART_SIBL
(11,18),(11,20),0.00561075 # DEPENDENCYPART_SIBL
(11,19),(11,20),0.0156157 # DEPENDENCYPART_SIBL
(12,7),(12,10),-0.00683345 # DEPENDENCYPART_SIBL
(12,7),(12,13),0.0129185 # DEPENDENCYPART_SIBL
(12,7),(12,20),0.075909 # DEPENDENCYPART_SIBL
(12,10),(12,13),0.0261833 # DEPENDENCYPART_SIBL
(12,10),(12,20),0.0672517 # DEPENDENCYPART_SIBL
(12,13),(12,20),0.0994926 # DEPENDENCYPART_SIBL
(13,11),(13,12),-0.0399911 # DEPENDENCYPART_SIBL
(13,11),(13,14),0.00685246 # DEPENDENCYPART_SIBL
(13,11),(13,15),0.0378953 # DEPENDENCYPART_SIBL
(13,11),(13,16),0.00547217 # DEPENDENCYPART_SIBL
(13,11),(13,17),0.0378953 # DEPENDENCYPART_SIBL
(13,11),(13,19),0.00547217 # DEPENDENCYPART_SIBL
(13,12),(13,14),0.00744797 # DEPENDENCYPART_SIBL
(13,12),(13,15),0.0438884 # DEPENDENCYPART_SIBL
(13,12),(13,16),0.00744797 # DEPENDENCYPART_SIBL
(13,12),(13,17),0.0438884 # DEPENDENCYPART_SIBL
(13,12),(13,19),0.00744797 # DEPENDENCYPART_SIBL
(13,14),(13,15),0.0159306 # DEPENDENCYPART_SIBL
(13,14),(13,16),-0.0125169 # DEPENDENCYPART_SIBL
(13,14),(13,17),0.0159306 # DEPENDENCYPART_SIBL
(13,14),(13,19),-0.0125169 # DEPENDENCYPART_SIBL
(13,15),(13,16),0.0442036 # DEPENDENCYPART_SIBL
(13,15),(13,17),0.0393972 # DEPENDENCYPART_SIBL
(13,15),(13,19),0.0442036 # DEPENDENCYPART_SIBL
(13,16),(13,17),0.0159306 # DEPENDENCYPART_SIBL
(13,16),(13,19),-0.0125169 # DEPENDENCYPART_SIBL
(13,17),(13,19),0.0442036 # DEPENDENCYPART_SIBL
(14,5),(14,7),-0.0310933 # DEPENDENCYPART_SIBL
(14,5),(14,8),-0.121435 # DEPENDENCYPART_SIBL
(14,5),(14,9),0.0491585 # DEPENDENCYPART_SIBL
(14,5),(14,10),-0.0536848 # DEPENDENCYPART_SIBL
(14,5),(14,11),0.0498067 # DEPENDENCYPART_SIBL
(14,5),(14,12),-0.0238924 # DEPENDENCYPART_SIBL
(14,5),(14,13),0.0498152 # DEPENDENCYPART_SIBL
