# _root_ Kellogg is based in Battle Creek , Mich. , a city that calls itself the breakfast capital of the world .
#goldHeads=2,0,2,3,6,4,6,6,6,11,6,13,11,17,17,17,13,17,20,18,2,
#predictedHeads=2,0,2,3,6,4,6,6,8,11,8,13,11,17,17,17,13,17,20,18,2,
(8,6),(8,18),0.0496442 # DEPENDENCYPART_SIBL
(8,6),(8,20),0.0256652 # DEPENDENCYPART_SIBL
(8,6),(8,21),0.018284 # DEPENDENCYPART_SIBL
(8,7),(8,9),0.223499 # DEPENDENCYPART_SIBL
(8,7),(8,11),0.00424523 # DEPENDENCYPART_SIBL
(8,7),(8,13),0.0333985 # DEPENDENCYPART_SIBL
(8,7),(8,17),-0.00692548 # DEPENDENCYPART_SIBL
(8,7),(8,18),-0.130546 # DEPENDENCYPART_SIBL
(8,7),(8,20),-0.00190649 # DEPENDENCYPART_SIBL
(8,7),(8,21),0.0443419 # DEPENDENCYPART_SIBL
(8,9),(8,11),0.0186731 # DEPENDENCYPART_SIBL
(8,9),(8,13),0.00338158 # DEPENDENCYPART_SIBL
(8,9),(8,17),0.0176245 # DEPENDENCYPART_SIBL
(8,9),(8,18),0.0157122 # DEPENDENCYPART_SIBL
(8,9),(8,20),0.0220663 # DEPENDENCYPART_SIBL
(8,9),(8,21),-0.0186225 # DEPENDENCYPART_SIBL
(8,11),(8,13),-0.0212217 # DEPENDENCYPART_SIBL
(8,11),(8,17),-0.0228695 # DEPENDENCYPART_SIBL
(8,11),(8,18),-0.0227687 # DEPENDENCYPART_SIBL
(8,11),(8,20),-0.0266291 # DEPENDENCYPART_SIBL
(8,11),(8,21),-0.00201659 # DEPENDENCYPART_SIBL
(8,13),(8,17),-0.0154223 # DEPENDENCYPART_SIBL
(8,13),(8,18),0.0104927 # DEPENDENCYPART_SIBL
(8,13),(8,20),-0.016939 # DEPENDENCYPART_SIBL
(8,13),(8,21),-0.00681068 # DEPENDENCYPART_SIBL
(8,17),(8,18),-0.0142898 # DEPENDENCYPART_SIBL
(8,17),(8,20),-0.0176436 # DEPENDENCYPART_SIBL
(8,17),(8,21),0.012821 # DEPENDENCYPART_SIBL
(8,18),(8,20),-0.00586197 # DEPENDENCYPART_SIBL
(8,18),(8,21),-0.012861 # DEPENDENCYPART_SIBL
(8,20),(8,21),0.0136697 # DEPENDENCYPART_SIBL
(10,9),(10,13),0.0694784 # DEPENDENCYPART_SIBL
(11,5),(11,6),-0.0878663 # DEPENDENCYPART_SIBL
(11,5),(11,7),0.00386506 # DEPENDENCYPART_SIBL
(11,5),(11,8),-0.086031 # DEPENDENCYPART_SIBL
(11,5),(11,9),0.00386506 # DEPENDENCYPART_SIBL
(11,5),(11,10),-0.0877991 # DEPENDENCYPART_SIBL
(11,5),(11,12),-0.0920187 # DEPENDENCYPART_SIBL
(11,5),(11,13),-0.0334197 # DEPENDENCYPART_SIBL
(11,5),(11,15),-0.129719 # DEPENDENCYPART_SIBL
(11,5),(11,16),-0.0187165 # DEPENDENCYPART_SIBL
(11,5),(11,17),-0.0207869 # DEPENDENCYPART_SIBL
(11,5),(11,18),0.0218606 # DEPENDENCYPART_SIBL
(11,5),(11,20),-0.0211454 # DEPENDENCYPART_SIBL
(11,5),(11,21),-0.0248712 # DEPENDENCYPART_SIBL
(11,6),(11,7),0.0042374 # DEPENDENCYPART_SIBL
(11,6),(11,8),-0.0861211 # DEPENDENCYPART_SIBL
(11,6),(11,9),0.0042374 # DEPENDENCYPART_SIBL
(11,6),(11,10),-0.0877648 # DEPENDENCYPART_SIBL
(11,6),(11,12),-0.0919683 # DEPENDENCYPART_SIBL
(11,6),(11,13),-0.0333439 # DEPENDENCYPART_SIBL
(11,6),(11,15),-0.12965 # DEPENDENCYPART_SIBL
(11,6),(11,16),-0.016939 # DEPENDENCYPART_SIBL
(11,6),(11,17),-0.0190094 # DEPENDENCYPART_SIBL
(11,6),(11,18),0.0230656 # DEPENDENCYPART_SIBL
(11,6),(11,20),-0.0193679 # DEPENDENCYPART_SIBL
(11,6),(11,21),-0.0255778 # DEPENDENCYPART_SIBL
(11,7),(11,8),-0.0656 # DEPENDENCYPART_SIBL
(11,7),(11,9),0.185403 # DEPENDENCYPART_SIBL
(11,7),(11,10),0.044015 # DEPENDENCYPART_SIBL
(11,7),(11,12),-0.0977988 # DEPENDENCYPART_SIBL
(11,7),(11,13),0.0189078 # DEPENDENCYPART_SIBL
(11,7),(11,15),-0.141766 # DEPENDENCYPART_SIBL
(11,7),(11,16),-0.0296944 # DEPENDENCYPART_SIBL
(11,7),(11,17),-0.0360999 # DEPENDENCYPART_SIBL
(11,7),(11,18),-0.148541 # DEPENDENCYPART_SIBL
(11,7),(11,20),-0.0310812 # DEPENDENCYPART_SIBL
(11,7),(11,21),0.0171022 # DEPENDENCYPART_SIBL
(11,8),(11,9),-0.00638828 # DEPENDENCYPART_SIBL
(11,8),(11,10),-0.079642 # DEPENDENCYPART_SIBL
(11,8),(11,12),-0.0865803 # DEPENDENCYPART_SIBL
(11,8),(11,13),-0.0297194 # DEPENDENCYPART_SIBL
(11,8),(11,15),-0.124262 # DEPENDENCYPART_SIBL
(11,8),(11,16),-0.0194073 # DEPENDENCYPART_SIBL
(11,8),(11,17),-0.0214776 # DEPENDENCYPART_SIBL
(11,8),(11,18),0.0284234 # DEPENDENCYPART_SIBL
(11,8),(11,20),-0.0218361 # DEPENDENCYPART_SIBL
(11,8),(11,21),-0.0247535 # DEPENDENCYPART_SIBL
(11,9),(11,10),0.044015 # DEPENDENCYPART_SIBL
(11,9),(11,12),-0.0977988 # DEPENDENCYPART_SIBL
(11,9),(11,13),0.0189078 # DEPENDENCYPART_SIBL
(11,9),(11,15),-0.141766 # DEPENDENCYPART_SIBL
(11,9),(11,16),-0.0296944 # DEPENDENCYPART_SIBL
(11,9),(11,17),-0.0360999 # DEPENDENCYPART_SIBL
(11,9),(11,18),-0.148541 # DEPENDENCYPART_SIBL
(11,9),(11,20),-0.0310812 # DEPENDENCYPART_SIBL
(11,9),(11,21),0.0171022 # DEPENDENCYPART_SIBL
(11,10),(11,12),-0.0453359 # DEPENDENCYPART_SIBL
(11,10),(11,13),0.279883 # DEPENDENCYPART_SIBL
(11,10),(11,15),-0.0710696 # DEPENDENCYPART_SIBL
(11,10),(11,16),-0.0323297 # DEPENDENCYPART_SIBL
(11,10),(11,17),-0.0351606 # DEPENDENCYPART_SIBL
(11,10),(11,18),0.212849 # DEPENDENCYPART_SIBL
(11,10),(11,20),-0.0282778 # DEPENDENCYPART_SIBL
(11,10),(11,21),-0.0390896 # DEPENDENCYPART_SIBL
(11,12),(11,13),-0.0291695 # DEPENDENCYPART_SIBL
(11,12),(11,15),-0.0252802 # DEPENDENCYPART_SIBL
(11,12),(11,16),-0.0125245 # DEPENDENCYPART_SIBL
(11,12),(11,17),-0.0103797 # DEPENDENCYPART_SIBL
(11,12),(11,18),-0.0126997 # DEPENDENCYPART_SIBL
(11,12),(11,20),-0.0120404 # DEPENDENCYPART_SIBL
(11,12),(11,21),-0.0139367 # DEPENDENCYPART_SIBL
(11,13),(11,15),-0.0213344 # DEPENDENCYPART_SIBL
(11,13),(11,16),-0.0125986 # DEPENDENCYPART_SIBL
(11,13),(11,17),-0.0109127 # DEPENDENCYPART_SIBL
(11,13),(11,18),0.0104229 # DEPENDENCYPART_SIBL
(11,13),(11,20),-0.0124831 # DEPENDENCYPART_SIBL
(11,13),(11,21),-0.0160831 # DEPENDENCYPART_SIBL
(11,15),(11,16),-0.0105266 # DEPENDENCYPART_SIBL
(11,15),(11,17),-0.00838156 # DEPENDENCYPART_SIBL
(11,15),(11,18),-0.0215783 # DEPENDENCYPART_SIBL
(11,15),(11,20),-0.0102341 # DEPENDENCYPART_SIBL
(11,15),(11,21),0.00439471 # DEPENDENCYPART_SIBL
(11,16),(11,17),-0.0121713 # DEPENDENCYPART_SIBL
(11,16),(11,18),-0.0148909 # DEPENDENCYPART_SIBL
(11,16),(11,20),-0.0160027 # DEPENDENCYPART_SIBL
(11,16),(11,21),-0.00134851 # DEPENDENCYPART_SIBL
(11,17),(11,18),-0.0167678 # DEPENDENCYPART_SIBL
(11,17),(11,20),-0.0156735 # DEPENDENCYPART_SIBL
(11,17),(11,21),-0.00506066 # DEPENDENCYPART_SIBL
(11,18),(11,20),0.0130372 # DEPENDENCYPART_SIBL
(11,18),(11,21),-0.00832286 # DEPENDENCYPART_SIBL
(11,20),(11,21),-0.00423884 # DEPENDENCYPART_SIBL
(13,1),(13,2),-0.0188234 # DEPENDENCYPART_SIBL
(13,1),(13,4),0.00287334 # DEPENDENCYPART_SIBL
(13,1),(13,5),-0.093711 # DEPENDENCYPART_SIBL
(13,1),(13,6),-0.0929614 # DEPENDENCYPART_SIBL
(13,1),(13,7),0.0252413 # DEPENDENCYPART_SIBL
(13,1),(13,8),-0.0969859 # DEPENDENCYPART_SIBL
(13,1),(13,9),0.0252413 # DEPENDENCYPART_SIBL
(13,1),(13,10),-0.0559972 # DEPENDENCYPART_SIBL
(13,1),(13,11),-0.0833949 # DEPENDENCYPART_SIBL
(13,1),(13,12),-0.0775289 # DEPENDENCYPART_SIBL
(13,1),(13,14),-0.0159361 # DEPENDENCYPART_SIBL
(13,1),(13,15),-0.0847116 # DEPENDENCYPART_SIBL
(13,1),(13,16),-0.0224383 # DEPENDENCYPART_SIBL
(13,1),(13,17),-0.0266473 # DEPENDENCYPART_SIBL
(13,1),(13,18),-0.0400081 # DEPENDENCYPART_SIBL
(13,1),(13,20),-0.046608 # DEPENDENCYPART_SIBL
(13,1),(13,21),0.0487663 # DEPENDENCYPART_SIBL
(13,2),(13,4),-0.016073 # DEPENDENCYPART_SIBL
(13,2),(13,5),0.00673064 # DEPENDENCYPART_SIBL
(13,2),(13,6),0.00821965 # DEPENDENCYPART_SIBL
(13,2),(13,7),0.067299 # DEPENDENCYPART_SIBL
(13,2),(13,8),0.00597278 # DEPENDENCYPART_SIBL
(13,2),(13,9),0.067299 # DEPENDENCYPART_SIBL
(13,2),(13,10),0.0145767 # DEPENDENCYPART_SIBL
(13,2),(13,11),0.00195644 # DEPENDENCYPART_SIBL
(13,2),(13,12),0.022806 # DEPENDENCYPART_SIBL
(13,2),(13,14),-0.0283762 # DEPENDENCYPART_SIBL
(13,2),(13,15),-0.0627166 # DEPENDENCYPART_SIBL
(13,2),(13,16),-0.0319896 # DEPENDENCYPART_SIBL
(13,2),(13,17),-0.0344811 # DEPENDENCYPART_SIBL
(13,2),(13,18),-0.0647826 # DEPENDENCYPART_SIBL
(13,2),(13,20),-0.0467082 # DEPENDENCYPART_SIBL
(13,2),(13,21),0.0499318 # DEPENDENCYPART_SIBL
(13,4),(13,5),0.00856153 # DEPENDENCYPART_SIBL
(13,4),(13,6),0.0105355 # DEPENDENCYPART_SIBL
(13,4),(13,7),0.0771901 # DEPENDENCYPART_SIBL
(13,4),(13,8),0.00730999 # DEPENDENCYPART_SIBL
(13,4),(13,9),0.0771901 # DEPENDENCYPART_SIBL
(13,4),(13,10),-0.0093539 # DEPENDENCYPART_SIBL
(13,4),(13,11),-0.00393614 # DEPENDENCYPART_SIBL
(13,4),(13,12),-0.0595523 # DEPENDENCYPART_SIBL
(13,4),(13,14),-0.0178911 # DEPENDENCYPART_SIBL
(13,4),(13,15),-0.032644 # DEPENDENCYPART_SIBL
(13,4),(13,16),0.000555575 # DEPENDENCYPART_SIBL
(13,4),(13,17),-0.00753631 # DEPENDENCYPART_SIBL
(13,4),(13,18),-0.036659 # DEPENDENCYPART_SIBL
(13,4),(13,20),-0.0244841 # DEPENDENCYPART_SIBL
(13,4),(13,21),0.0518788 # DEPENDENCYPART_SIBL
(13,5),(13,6),-0.0771342 # DEPENDENCYPART_SIBL
(13,5),(13,7),0.0403148 # DEPENDENCYPART_SIBL
(13,5),(13,8),-0.0811586 # DEPENDENCYPART_SIBL
(13,5),(13,9),0.0403148 # DEPENDENCYPART_SIBL
(13,5),(13,10),-0.0399766 # DEPENDENCYPART_SIBL
(13,5),(13,11),-0.0675676 # DEPENDENCYPART_SIBL
(13,5),(13,12),-0.0615037 # DEPENDENCYPART_SIBL
(13,5),(13,14),-0.00958385 # DEPENDENCYPART_SIBL
(13,5),(13,15),-0.0783777 # DEPENDENCYPART_SIBL
(13,5),(13,16),-0.0173604 # DEPENDENCYPART_SIBL
(13,5),(13,17),-0.0215695 # DEPENDENCYPART_SIBL
(13,5),(13,18),-0.0361253 # DEPENDENCYPART_SIBL
(13,5),(13,20),-0.0415302 # DEPENDENCYPART_SIBL
(13,5),(13,21),0.054803 # DEPENDENCYPART_SIBL
(13,6),(13,7),0.0250297 # DEPENDENCYPART_SIBL
(13,6),(13,8),-0.0973311 # DEPENDENCYPART_SIBL
(13,6),(13,9),0.0250297 # DEPENDENCYPART_SIBL
(13,6),(13,10),-0.0559972 # DEPENDENCYPART_SIBL
(13,6),(13,11),-0.0837401 # DEPENDENCYPART_SIBL
(13,6),(13,12),-0.0775289 # DEPENDENCYPART_SIBL
(13,6),(13,14),-0.00918135 # DEPENDENCYPART_SIBL
(13,6),(13,15),-0.0779569 # DEPENDENCYPART_SIBL
(13,6),(13,16),-0.0151861 # DEPENDENCYPART_SIBL
(13,6),(13,17),-0.0193951 # DEPENDENCYPART_SIBL
(13,6),(13,18),-0.0333483 # DEPENDENCYPART_SIBL
(13,6),(13,20),-0.0393558 # DEPENDENCYPART_SIBL
(13,6),(13,21),0.055499 # DEPENDENCYPART_SIBL
(13,7),(13,8),-0.000177306 # DEPENDENCYPART_SIBL
(13,7),(13,9),0.0528533 # DEPENDENCYPART_SIBL
(13,7),(13,10),-0.0053419 # DEPENDENCYPART_SIBL
(13,7),(13,11),-0.000951402 # DEPENDENCYPART_SIBL
(13,7),(13,12),-0.00988555 # DEPENDENCYPART_SIBL
(13,7),(13,14),-0.0209323 # DEPENDENCYPART_SIBL
(13,7),(13,15),-0.108099 # DEPENDENCYPART_SIBL
(13,7),(13,16),-0.00779678 # DEPENDENCYPART_SIBL
(13,7),(13,17),-0.0220337 # DEPENDENCYPART_SIBL
(13,7),(13,18),-0.137499 # DEPENDENCYPART_SIBL
(13,7),(13,20),-0.0326758 # DEPENDENCYPART_SIBL
(13,7),(13,21),0.0836044 # DEPENDENCYPART_SIBL
(13,8),(13,9),0.0080812 # DEPENDENCYPART_SIBL
(13,8),(13,10),-0.0561638 # DEPENDENCYPART_SIBL
(13,8),(13,11),-0.0776575 # DEPENDENCYPART_SIBL
(13,8),(13,12),-0.0776956 # DEPENDENCYPART_SIBL
(13,8),(13,14),-0.0129901 # DEPENDENCYPART_SIBL
(13,8),(13,15),-0.0817656 # DEPENDENCYPART_SIBL
(13,8),(13,16),-0.0263851 # DEPENDENCYPART_SIBL
(13,8),(13,17),-0.0305942 # DEPENDENCYPART_SIBL
(13,8),(13,18),-0.0371292 # DEPENDENCYPART_SIBL
(13,8),(13,20),-0.0505549 # DEPENDENCYPART_SIBL
(13,8),(13,21),0.0441543 # DEPENDENCYPART_SIBL
(13,9),(13,10),-0.0053419 # DEPENDENCYPART_SIBL
(13,9),(13,11),-0.000951402 # DEPENDENCYPART_SIBL
(13,9),(13,12),-0.00988555 # DEPENDENCYPART_SIBL
(13,9),(13,14),-0.0209323 # DEPENDENCYPART_SIBL
(13,9),(13,15),-0.108099 # DEPENDENCYPART_SIBL
(13,9),(13,16),-0.00779678 # DEPENDENCYPART_SIBL
(13,9),(13,17),-0.0220337 # DEPENDENCYPART_SIBL
(13,9),(13,18),-0.137499 # DEPENDENCYPART_SIBL
(13,9),(13,20),-0.0326758 # DEPENDENCYPART_SIBL
(13,9),(13,21),0.0836044 # DEPENDENCYPART_SIBL
(13,10),(13,11),-0.0468865 # DEPENDENCYPART_SIBL
(13,10),(13,12),-0.0695028 # DEPENDENCYPART_SIBL
(13,10),(13,14),-0.0150124 # DEPENDENCYPART_SIBL
(13,10),(13,15),-0.0590377 # DEPENDENCYPART_SIBL
(13,10),(13,16),-0.0664066 # DEPENDENCYPART_SIBL
(13,10),(13,17),-0.0717532 # DEPENDENCYPART_SIBL
(13,10),(13,18),0.141185 # DEPENDENCYPART_SIBL
(13,10),(13,20),-0.0838571 # DEPENDENCYPART_SIBL
(13,10),(13,21),-0.0166664 # DEPENDENCYPART_SIBL
(13,11),(13,12),-0.0799082 # DEPENDENCYPART_SIBL
(13,11),(13,14),-0.0174493 # DEPENDENCYPART_SIBL
(13,11),(13,15),-0.0880116 # DEPENDENCYPART_SIBL
(13,11),(13,16),-0.031525 # DEPENDENCYPART_SIBL
(13,11),(13,17),-0.0357341 # DEPENDENCYPART_SIBL
(13,11),(13,18),-0.0384718 # DEPENDENCYPART_SIBL
(13,11),(13,20),-0.0559438 # DEPENDENCYPART_SIBL
(13,11),(13,21),0.0491471 # DEPENDENCYPART_SIBL
(13,12),(13,14),-0.0389711 # DEPENDENCYPART_SIBL
(13,12),(13,15),-0.0477583 # DEPENDENCYPART_SIBL
(13,12),(13,16),-0.0662972 # DEPENDENCYPART_SIBL
(13,12),(13,17),-0.0703365 # DEPENDENCYPART_SIBL
(13,12),(13,18),-0.111456 # DEPENDENCYPART_SIBL
(13,12),(13,20),-0.0819633 # DEPENDENCYPART_SIBL
(13,12),(13,21),-0.179141 # DEPENDENCYPART_SIBL
(13,14),(13,15),0.00932542 # DEPENDENCYPART_SIBL
(13,14),(13,16),0.00683989 # DEPENDENCYPART_SIBL
(13,14),(13,17),0.00471498 # DEPENDENCYPART_SIBL
(13,14),(13,18),0.000708907 # DEPENDENCYPART_SIBL
(13,14),(13,20),0.00623296 # DEPENDENCYPART_SIBL
(13,14),(13,21),0.00378849 # DEPENDENCYPART_SIBL
(13,15),(13,16),-0.0441028 # DEPENDENCYPART_SIBL
(13,15),(13,17),-0.0462277 # DEPENDENCYPART_SIBL
(13,15),(13,18),-0.0690515 # DEPENDENCYPART_SIBL
(13,15),(13,20),-0.0449526 # DEPENDENCYPART_SIBL
(13,15),(13,21),0.00193146 # DEPENDENCYPART_SIBL
(13,16),(13,17),-0.0532204 # DEPENDENCYPART_SIBL
(13,16),(13,18),-0.0414522 # DEPENDENCYPART_SIBL
(13,16),(13,20),-0.0487597 # DEPENDENCYPART_SIBL
(13,16),(13,21),-0.00715116 # DEPENDENCYPART_SIBL
(13,17),(13,18),-0.0427649 # DEPENDENCYPART_SIBL
(13,17),(13,20),-0.0471838 # DEPENDENCYPART_SIBL
(13,17),(13,21),-0.0134537 # DEPENDENCYPART_SIBL
(13,18),(13,20),-0.045818 # DEPENDENCYPART_SIBL
(13,18),(13,21),-0.0531223 # DEPENDENCYPART_SIBL
(13,20),(13,21),-0.0108375 # DEPENDENCYPART_SIBL
(14,15),(14,18),0.00814748 # DEPENDENCYPART_SIBL
(15,14),(15,16),0.00973892 # DEPENDENCYPART_SIBL
(15,14),(15,18),-0.00918611 # DEPENDENCYPART_SIBL
(15,16),(15,18),-0.0203221 # DEPENDENCYPART_SIBL
(16,12),(16,14),-0.0988245 # DEPENDENCYPART_SIBL
(16,12),(16,15),-0.115465 # DEPENDENCYPART_SIBL
(16,12),(16,17),-0.0904016 # DEPENDENCYPART_SIBL
(16,12),(16,18),-0.107955 # DEPENDENCYPART_SIBL
(16,12),(16,20),-0.0859294 # DEPENDENCYPART_SIBL
(16,14),(16,15),-0.0438992 # DEPENDENCYPART_SIBL
(16,14),(16,17),0.0154654 # DEPENDENCYPART_SIBL
(16,14),(16,18),-0.00644997 # DEPENDENCYPART_SIBL
(16,14),(16,20),0.0193558 # DEPENDENCYPART_SIBL
(16,15),(16,17),-0.00496004 # DEPENDENCYPART_SIBL
(16,15),(16,18),0.267401 # DEPENDENCYPART_SIBL
(16,15),(16,20),-0.00513644 # DEPENDENCYPART_SIBL
(16,17),(16,18),-0.0104738 # DEPENDENCYPART_SIBL
(16,17),(16,20),-0.0116286 # DEPENDENCYPART_SIBL
(16,18),(16,20),-0.00048181 # DEPENDENCYPART_SIBL
(17,7),(17,10),0.0453683 # DEPENDENCYPART_SIBL
(17,7),(17,11),-0.0334515 # DEPENDENCYPART_SIBL
(17,7),(17,12),0.0604441 # DEPENDENCYPART_SIBL
(17,7),(17,14),0.0461876 # DEPENDENCYPART_SIBL
(17,7),(17,15),0.0579096 # DEPENDENCYPART_SIBL
(17,7),(17,16),-0.033402 # DEPENDENCYPART_SIBL
(17,7),(17,18),-0.150202 # DEPENDENCYPART_SIBL
(17,7),(17,19),-0.14176 # DEPENDENCYPART_SIBL
(17,7),(17,20),-0.0206405 # DEPENDENCYPART_SIBL
(17,7),(17,21),0.0274425 # DEPENDENCYPART_SIBL
(17,10),(17,11),0.0119436 # DEPENDENCYPART_SIBL
(17,10),(17,12),0.0334399 # DEPENDENCYPART_SIBL
(17,10),(17,14),-0.0443258 # DEPENDENCYPART_SIBL
(17,10),(17,15),-0.231026 # DEPENDENCYPART_SIBL
(17,10),(17,16),0.0178815 # DEPENDENCYPART_SIBL
(17,10),(17,18),0.195191 # DEPENDENCYPART_SIBL
(17,10),(17,19),-0.0831372 # DEPENDENCYPART_SIBL
(17,10),(17,20),-0.026807 # DEPENDENCYPART_SIBL
(17,10),(17,21),-0.0407891 # DEPENDENCYPART_SIBL
(17,11),(17,12),-0.00416884 # DEPENDENCYPART_SIBL
(17,11),(17,14),-0.0335146 # DEPENDENCYPART_SIBL
(17,11),(17,15),-0.130717 # DEPENDENCYPART_SIBL
(17,11),(17,16),-0.00456537 # DEPENDENCYPART_SIBL
(17,11),(17,18),0.0492822 # DEPENDENCYPART_SIBL
(17,11),(17,19),-0.112517 # DEPENDENCYPART_SIBL
(17,11),(17,20),0.0126677 # DEPENDENCYPART_SIBL
(17,11),(17,21),0.0227822 # DEPENDENCYPART_SIBL
(17,12),(17,14),-0.0988251 # DEPENDENCYPART_SIBL
(17,12),(17,15),-0.116552 # DEPENDENCYPART_SIBL
(17,12),(17,16),-0.0968206 # DEPENDENCYPART_SIBL
(17,12),(17,18),-0.111876 # DEPENDENCYPART_SIBL
(17,12),(17,19),-0.103134 # DEPENDENCYPART_SIBL
(17,12),(17,20),-0.0899461 # DEPENDENCYPART_SIBL
(17,12),(17,21),-0.1544 # DEPENDENCYPART_SIBL
(17,14),(17,15),-0.0461913 # DEPENDENCYPART_SIBL
(17,14),(17,16),-0.0117918 # DEPENDENCYPART_SIBL
(17,14),(17,18),-0.00920445 # DEPENDENCYPART_SIBL
(17,14),(17,19),-0.0622342 # DEPENDENCYPART_SIBL
(17,14),(17,20),0.0166952 # DEPENDENCYPART_SIBL
(17,14),(17,21),0.0018161 # DEPENDENCYPART_SIBL
(17,15),(17,16),0.00753695 # DEPENDENCYPART_SIBL
(17,15),(17,18),0.249144 # DEPENDENCYPART_SIBL
(17,15),(17,19),-0.151503 # DEPENDENCYPART_SIBL
(17,15),(17,20),-0.0177696 # DEPENDENCYPART_SIBL
(17,15),(17,21),-0.12691 # DEPENDENCYPART_SIBL
(17,16),(17,18),0.0396395 # DEPENDENCYPART_SIBL
(17,16),(17,19),-0.113762 # DEPENDENCYPART_SIBL
(17,16),(17,20),0.0144292 # DEPENDENCYPART_SIBL
(17,16),(17,21),0.0109261 # DEPENDENCYPART_SIBL
(17,18),(17,19),-0.087548 # DEPENDENCYPART_SIBL
(17,18),(17,20),-0.00241138 # DEPENDENCYPART_SIBL
(17,18),(17,21),-0.0121108 # DEPENDENCYPART_SIBL
(17,19),(17,20),-0.0133498 # DEPENDENCYPART_SIBL
(17,19),(17,21),0.0127837 # DEPENDENCYPART_SIBL
(17,20),(17,21),0.0138419 # DEPENDENCYPART_SIBL
(18,16),(18,17),0.0248519 # DEPENDENCYPART_SIBL
(18,16),(18,19),-0.0475504 # DEPENDENCYPART_SIBL
(18,16),(18,20),-0.0722128 # DEPENDENCYPART_SIBL
(18,16),(18,21),-0.0235285 # DEPENDENCYPART_SIBL
(18,17),(18,19),-0.047549 # DEPENDENCYPART_SIBL
(18,17),(18,20),-0.0739308 # DEPENDENCYPART_SIBL
(18,17),(18,21),-0.0233863 # DEPENDENCYPART_SIBL
(18,19),(18,20),-0.0534895 # DEPENDENCYPART_SIBL
(18,19),(18,21),0.00347764 # DEPENDENCYPART_SIBL
(18,20),(18,21),-0.0317679 # DEPENDENCYPART_SIBL
(20,11),(20,15),-0.11785 # DEPENDENCYPART_SIBL
(20,11),(20,16),0.0144347 # DEPENDENCYPART_SIBL
(20,11),(20,17),0.0424144 # DEPENDENCYPART_SIBL
(20,11),(20,18),0.0170994 # DEPENDENCYPART_SIBL
(20,11),(20,19),-0.11785 # DEPENDENCYPART_SIBL
(20,11),(20,21),0.0260407 # DEPENDENCYPART_SIBL
(20,15),(20,16),0.053163 # DEPENDENCYPART_SIBL
(20,15),(20,17),0.0774008 # DEPENDENCYPART_SIBL
(20,15),(20,18),-0.0212947 # DEPENDENCYPART_SIBL
(20,15),(20,19),-0.322516 # DEPENDENCYPART_SIBL
(20,15),(20,21),-0.134334 # DEPENDENCYPART_SIBL
(20,16),(20,17),0.0392268 # DEPENDENCYPART_SIBL
(20,16),(20,18),0.0156049 # DEPENDENCYPART_SIBL
(20,16),(20,19),-0.120654 # DEPENDENCYPART_SIBL
(20,16),(20,21),0.0141852 # DEPENDENCYPART_SIBL
(20,17),(20,18),0.00774758 # DEPENDENCYPART_SIBL
(20,17),(20,19),-0.12851 # DEPENDENCYPART_SIBL
(20,17),(20,21),0.00909951 # DEPENDENCYPART_SIBL
(20,18),(20,19),-0.00853985 # DEPENDENCYPART_SIBL
(20,18),(20,21),0.0099172 # DEPENDENCYPART_SIBL
(20,19),(20,21),-0.134334 # DEPENDENCYPART_SIBL
(21,18),(21,20),-0.00772197 # DEPENDENCYPART_SIBL
(0,0),(0,1),-0.406049 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(0,0),(0,2),0.284936 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(0,0),(0,3),-0.291412 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(0,0),(0,13),0.0406827 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(0,0),(0,22),-0.960244 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(0,1),(0,2),-1.01048 # DEPENDENCYPART_NEXTSIBL
(0,1),(0,3),-1.29503 # DEPENDENCYPART_NEXTSIBL
(0,1),(0,13),-1.18215 # DEPENDENCYPART_NEXTSIBL
(0,1),(0,22),-0.0526819 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(0,2),(0,3),-0.802096 # DEPENDENCYPART_NEXTSIBL
(0,2),(0,13),-0.600321 # DEPENDENCYPART_NEXTSIBL
(0,2),(0,22),-0.254399 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(0,3),(0,13),-0.814926 # DEPENDENCYPART_NEXTSIBL
(0,3),(0,22),-0.305432 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(0,13),(0,22),-0.00592345 # DEPENDENCYPART_NEXTSIBL_LAST_SIB
(0,0),(0,-1),-0.485376 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
(1,1),(1,2),-0.144609 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(1,1),(1,3),-0.435315 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(1,1),(1,4),-0.299644 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(1,1),(1,6),-0.51945 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(1,1),(1,7),-0.361406 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(1,1),(1,8),-0.414738 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(1,1),(1,9),-0.50203 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(1,1),(1,11),-0.738428 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
