# _root_ Still , for those with a long-term eye on the vast U.S. retail market , this is a tempting time to look for bargains .
#goldHeads=17,17,17,3,4,8,8,5,8,14,14,14,14,9,17,17,0,20,20,17,22,20,22,23,17,
#predictedHeads=17,17,17,3,4,8,8,5,8,14,14,14,14,9,17,17,0,20,20,17,22,20,22,23,17,
(8,6),(8,20),-0.0212804 # DEPENDENCYPART_SIBL
(8,6),(8,21),0.160789 # DEPENDENCYPART_SIBL
(8,6),(8,22),0.264843 # DEPENDENCYPART_SIBL
(8,6),(8,23),0.128797 # DEPENDENCYPART_SIBL
(8,6),(8,25),-0.0405689 # DEPENDENCYPART_SIBL
(8,7),(8,9),-0.0159153 # DEPENDENCYPART_SIBL
(8,7),(8,10),-0.0565322 # DEPENDENCYPART_SIBL
(8,7),(8,11),0.0499415 # DEPENDENCYPART_SIBL
(8,7),(8,12),-0.016376 # DEPENDENCYPART_SIBL
(8,7),(8,13),0.0498262 # DEPENDENCYPART_SIBL
(8,7),(8,14),-0.0207353 # DEPENDENCYPART_SIBL
(8,7),(8,15),-0.0235238 # DEPENDENCYPART_SIBL
(8,7),(8,16),-0.0311224 # DEPENDENCYPART_SIBL
(8,7),(8,17),-0.00563206 # DEPENDENCYPART_SIBL
(8,7),(8,20),0.000606992 # DEPENDENCYPART_SIBL
(8,7),(8,21),-0.0277544 # DEPENDENCYPART_SIBL
(8,7),(8,22),0.032846 # DEPENDENCYPART_SIBL
(8,7),(8,23),-0.000436472 # DEPENDENCYPART_SIBL
(8,7),(8,25),-0.0173542 # DEPENDENCYPART_SIBL
(8,9),(8,10),-0.0280915 # DEPENDENCYPART_SIBL
(8,9),(8,11),0.0413812 # DEPENDENCYPART_SIBL
(8,9),(8,12),0.0176916 # DEPENDENCYPART_SIBL
(8,9),(8,13),0.041141 # DEPENDENCYPART_SIBL
(8,9),(8,14),0.020181 # DEPENDENCYPART_SIBL
(8,9),(8,15),0.0445122 # DEPENDENCYPART_SIBL
(8,9),(8,16),-0.0176123 # DEPENDENCYPART_SIBL
(8,9),(8,17),0.00602987 # DEPENDENCYPART_SIBL
(8,9),(8,20),0.0193926 # DEPENDENCYPART_SIBL
(8,9),(8,21),0.0469153 # DEPENDENCYPART_SIBL
(8,9),(8,22),0.0370943 # DEPENDENCYPART_SIBL
(8,9),(8,23),0.0708527 # DEPENDENCYPART_SIBL
(8,9),(8,25),0.0991424 # DEPENDENCYPART_SIBL
(8,10),(8,11),0.0220654 # DEPENDENCYPART_SIBL
(8,10),(8,12),-0.016483 # DEPENDENCYPART_SIBL
(8,10),(8,13),0.0220647 # DEPENDENCYPART_SIBL
(8,10),(8,14),-0.0182055 # DEPENDENCYPART_SIBL
(8,10),(8,15),-0.0345351 # DEPENDENCYPART_SIBL
(8,10),(8,16),-0.0137696 # DEPENDENCYPART_SIBL
(8,10),(8,17),-0.0397747 # DEPENDENCYPART_SIBL
(8,10),(8,20),-0.0174632 # DEPENDENCYPART_SIBL
(8,10),(8,21),-0.0169331 # DEPENDENCYPART_SIBL
(8,10),(8,22),-0.0297731 # DEPENDENCYPART_SIBL
(8,10),(8,23),-0.0313005 # DEPENDENCYPART_SIBL
(8,10),(8,25),0.0136593 # DEPENDENCYPART_SIBL
(8,11),(8,12),-0.0157188 # DEPENDENCYPART_SIBL
(8,11),(8,13),-0.0157826 # DEPENDENCYPART_SIBL
(8,11),(8,14),-0.0191636 # DEPENDENCYPART_SIBL
(8,11),(8,15),0.00496036 # DEPENDENCYPART_SIBL
(8,11),(8,16),-0.0172732 # DEPENDENCYPART_SIBL
(8,11),(8,17),-0.016616 # DEPENDENCYPART_SIBL
(8,11),(8,20),-0.0123634 # DEPENDENCYPART_SIBL
(8,11),(8,21),0.013701 # DEPENDENCYPART_SIBL
(8,11),(8,22),-0.00600118 # DEPENDENCYPART_SIBL
(8,11),(8,23),-0.00641266 # DEPENDENCYPART_SIBL
(8,11),(8,25),-0.000708173 # DEPENDENCYPART_SIBL
(8,12),(8,13),0.00470497 # DEPENDENCYPART_SIBL
(8,12),(8,14),-0.0126624 # DEPENDENCYPART_SIBL
(8,12),(8,15),0.0132085 # DEPENDENCYPART_SIBL
(8,12),(8,16),-0.00866522 # DEPENDENCYPART_SIBL
(8,12),(8,17),-0.0324143 # DEPENDENCYPART_SIBL
(8,12),(8,20),-0.0128623 # DEPENDENCYPART_SIBL
(8,12),(8,21),-0.00606259 # DEPENDENCYPART_SIBL
(8,12),(8,22),-0.0196105 # DEPENDENCYPART_SIBL
(8,12),(8,23),-0.0304546 # DEPENDENCYPART_SIBL
(8,12),(8,25),0.0158598 # DEPENDENCYPART_SIBL
(8,13),(8,14),-0.0149471 # DEPENDENCYPART_SIBL
(8,13),(8,15),0.00495417 # DEPENDENCYPART_SIBL
(8,13),(8,16),-0.0172732 # DEPENDENCYPART_SIBL
(8,13),(8,17),-0.0162919 # DEPENDENCYPART_SIBL
(8,13),(8,20),-0.00814692 # DEPENDENCYPART_SIBL
(8,13),(8,21),0.0136993 # DEPENDENCYPART_SIBL
(8,13),(8,22),-0.00567711 # DEPENDENCYPART_SIBL
(8,13),(8,23),-0.00641673 # DEPENDENCYPART_SIBL
(8,13),(8,25),-0.00131638 # DEPENDENCYPART_SIBL
(8,14),(8,15),0.00179452 # DEPENDENCYPART_SIBL
(8,14),(8,16),-0.00728247 # DEPENDENCYPART_SIBL
(8,14),(8,17),-0.0320422 # DEPENDENCYPART_SIBL
(8,14),(8,20),-0.0132105 # DEPENDENCYPART_SIBL
(8,14),(8,21),-0.00508111 # DEPENDENCYPART_SIBL
(8,14),(8,22),-0.0190824 # DEPENDENCYPART_SIBL
(8,14),(8,23),-0.037532 # DEPENDENCYPART_SIBL
(8,14),(8,25),0.0151324 # DEPENDENCYPART_SIBL
(8,15),(8,16),-0.0144597 # DEPENDENCYPART_SIBL
(8,15),(8,17),0.0185108 # DEPENDENCYPART_SIBL
(8,15),(8,20),0.0193223 # DEPENDENCYPART_SIBL
(8,15),(8,21),-0.0505521 # DEPENDENCYPART_SIBL
(8,15),(8,22),0.010012 # DEPENDENCYPART_SIBL
(8,15),(8,23),-0.0109827 # DEPENDENCYPART_SIBL
(8,15),(8,25),-0.0149779 # DEPENDENCYPART_SIBL
(8,16),(8,17),-0.0460055 # DEPENDENCYPART_SIBL
(8,16),(8,20),-0.0233088 # DEPENDENCYPART_SIBL
(8,16),(8,21),-0.0300027 # DEPENDENCYPART_SIBL
(8,16),(8,22),-0.03558 # DEPENDENCYPART_SIBL
(8,16),(8,23),-0.0300631 # DEPENDENCYPART_SIBL
(8,16),(8,25),0.0121714 # DEPENDENCYPART_SIBL
(8,17),(8,20),-0.0435323 # DEPENDENCYPART_SIBL
(8,17),(8,21),-0.0251358 # DEPENDENCYPART_SIBL
(8,17),(8,22),-0.0407727 # DEPENDENCYPART_SIBL
(8,17),(8,23),-0.0329331 # DEPENDENCYPART_SIBL
(8,17),(8,25),0.0309252 # DEPENDENCYPART_SIBL
(8,20),(8,21),0.016549 # DEPENDENCYPART_SIBL
(8,20),(8,22),-0.0225922 # DEPENDENCYPART_SIBL
(8,20),(8,23),-0.0223902 # DEPENDENCYPART_SIBL
(8,20),(8,25),0.0320373 # DEPENDENCYPART_SIBL
(8,21),(8,22),0.00125703 # DEPENDENCYPART_SIBL
(8,21),(8,23),0.0251995 # DEPENDENCYPART_SIBL
(8,21),(8,25),0.0615002 # DEPENDENCYPART_SIBL
(8,22),(8,23),-0.014797 # DEPENDENCYPART_SIBL
(8,22),(8,25),0.0029815 # DEPENDENCYPART_SIBL
(8,23),(8,25),0.0579295 # DEPENDENCYPART_SIBL
(9,5),(9,7),0.00419062 # DEPENDENCYPART_SIBL
(9,5),(9,8),0.049965 # DEPENDENCYPART_SIBL
(9,5),(9,10),-0.0100464 # DEPENDENCYPART_SIBL
(9,5),(9,11),-0.0198516 # DEPENDENCYPART_SIBL
(9,5),(9,12),-0.0187563 # DEPENDENCYPART_SIBL
(9,5),(9,13),-0.021087 # DEPENDENCYPART_SIBL
(9,5),(9,14),-0.0255508 # DEPENDENCYPART_SIBL
(9,5),(9,15),0.0655638 # DEPENDENCYPART_SIBL
(9,5),(9,17),-0.0671358 # DEPENDENCYPART_SIBL
(9,5),(9,20),-0.00628331 # DEPENDENCYPART_SIBL
(9,5),(9,25),-0.0185993 # DEPENDENCYPART_SIBL
(9,7),(9,8),0.0841686 # DEPENDENCYPART_SIBL
(9,7),(9,10),-0.00842314 # DEPENDENCYPART_SIBL
(9,7),(9,11),0.0817668 # DEPENDENCYPART_SIBL
(9,7),(9,12),-0.0505764 # DEPENDENCYPART_SIBL
(9,7),(9,13),0.080426 # DEPENDENCYPART_SIBL
(9,7),(9,14),-0.0667807 # DEPENDENCYPART_SIBL
(9,7),(9,15),0.0849855 # DEPENDENCYPART_SIBL
(9,7),(9,17),-0.0558011 # DEPENDENCYPART_SIBL
(9,7),(9,20),-0.0537603 # DEPENDENCYPART_SIBL
(9,7),(9,25),-0.0334034 # DEPENDENCYPART_SIBL
(9,8),(9,10),-0.0691868 # DEPENDENCYPART_SIBL
(9,8),(9,11),-0.0223297 # DEPENDENCYPART_SIBL
(9,8),(9,12),-0.0112315 # DEPENDENCYPART_SIBL
(9,8),(9,13),-0.0117361 # DEPENDENCYPART_SIBL
(9,8),(9,14),-0.0293015 # DEPENDENCYPART_SIBL
(9,8),(9,15),0.0736348 # DEPENDENCYPART_SIBL
(9,8),(9,17),-0.03864 # DEPENDENCYPART_SIBL
(9,8),(9,20),-0.022304 # DEPENDENCYPART_SIBL
(9,8),(9,25),-0.0401445 # DEPENDENCYPART_SIBL
(9,10),(9,11),-0.0207866 # DEPENDENCYPART_SIBL
(9,10),(9,12),-0.0611202 # DEPENDENCYPART_SIBL
(9,10),(9,13),-0.0207866 # DEPENDENCYPART_SIBL
(9,10),(9,14),-0.0601652 # DEPENDENCYPART_SIBL
(9,10),(9,15),-0.0170108 # DEPENDENCYPART_SIBL
(9,10),(9,17),-0.02295 # DEPENDENCYPART_SIBL
(9,10),(9,20),-0.0616075 # DEPENDENCYPART_SIBL
(9,10),(9,25),0.0325747 # DEPENDENCYPART_SIBL
(9,11),(9,12),-0.0606159 # DEPENDENCYPART_SIBL
(9,11),(9,13),-0.0251755 # DEPENDENCYPART_SIBL
(9,11),(9,14),-0.0606575 # DEPENDENCYPART_SIBL
(9,11),(9,15),-0.0113459 # DEPENDENCYPART_SIBL
(9,11),(9,17),0.00513267 # DEPENDENCYPART_SIBL
(9,11),(9,20),-0.0573129 # DEPENDENCYPART_SIBL
(9,11),(9,25),0.0155434 # DEPENDENCYPART_SIBL
(9,12),(9,13),-0.0213551 # DEPENDENCYPART_SIBL
(9,12),(9,14),-0.0946114 # DEPENDENCYPART_SIBL
(9,12),(9,15),-0.0147928 # DEPENDENCYPART_SIBL
(9,12),(9,17),-0.00559104 # DEPENDENCYPART_SIBL
(9,12),(9,20),-0.100581 # DEPENDENCYPART_SIBL
(9,12),(9,25),0.0209272 # DEPENDENCYPART_SIBL
(9,13),(9,14),-0.0564411 # DEPENDENCYPART_SIBL
(9,13),(9,15),-0.0113521 # DEPENDENCYPART_SIBL
(9,13),(9,17),0.00545668 # DEPENDENCYPART_SIBL
(9,13),(9,20),-0.0530965 # DEPENDENCYPART_SIBL
(9,13),(9,25),0.0149351 # DEPENDENCYPART_SIBL
(9,14),(9,15),-0.0428853 # DEPENDENCYPART_SIBL
(9,14),(9,17),-0.013541 # DEPENDENCYPART_SIBL
(9,14),(9,20),-0.112802 # DEPENDENCYPART_SIBL
(9,14),(9,25),0.0112111 # DEPENDENCYPART_SIBL
(9,15),(9,17),0.0518007 # DEPENDENCYPART_SIBL
(9,15),(9,20),-0.0359227 # DEPENDENCYPART_SIBL
(9,15),(9,25),0.0313217 # DEPENDENCYPART_SIBL
(9,17),(9,20),-0.0190685 # DEPENDENCYPART_SIBL
(9,17),(9,25),0.162529 # DEPENDENCYPART_SIBL
(9,20),(9,25),0.0411631 # DEPENDENCYPART_SIBL
(11,8),(11,10),-0.00761041 # DEPENDENCYPART_SIBL
(11,8),(11,12),0.0109567 # DEPENDENCYPART_SIBL
(11,8),(11,13),-0.0145962 # DEPENDENCYPART_SIBL
(11,8),(11,14),0.00663974 # DEPENDENCYPART_SIBL
(11,10),(11,12),0.105885 # DEPENDENCYPART_SIBL
(11,10),(11,13),0.0688137 # DEPENDENCYPART_SIBL
(11,10),(11,14),0.0921373 # DEPENDENCYPART_SIBL
(11,12),(11,13),0.000374541 # DEPENDENCYPART_SIBL
(11,12),(11,14),0.0241498 # DEPENDENCYPART_SIBL
(11,13),(11,14),0.0288468 # DEPENDENCYPART_SIBL
(12,4),(12,6),-0.231772 # DEPENDENCYPART_SIBL
(12,4),(12,7),0.0230783 # DEPENDENCYPART_SIBL
(12,4),(12,10),-0.247931 # DEPENDENCYPART_SIBL
(12,4),(12,11),-0.0053093 # DEPENDENCYPART_SIBL
(12,4),(12,13),-0.0621669 # DEPENDENCYPART_SIBL
(12,4),(12,14),-0.110462 # DEPENDENCYPART_SIBL
(12,4),(12,15),-0.0297852 # DEPENDENCYPART_SIBL
(12,4),(12,17),0.0460314 # DEPENDENCYPART_SIBL
(12,4),(12,20),-0.0791227 # DEPENDENCYPART_SIBL
(12,4),(12,25),-0.0584921 # DEPENDENCYPART_SIBL
(12,6),(12,7),0.0461003 # DEPENDENCYPART_SIBL
(12,6),(12,10),-0.230469 # DEPENDENCYPART_SIBL
(12,6),(12,11),0.0177161 # DEPENDENCYPART_SIBL
(12,6),(12,13),0.0040429 # DEPENDENCYPART_SIBL
(12,6),(12,14),-0.0719713 # DEPENDENCYPART_SIBL
(12,6),(12,15),-0.0555897 # DEPENDENCYPART_SIBL
(12,6),(12,17),0.224198 # DEPENDENCYPART_SIBL
(12,6),(12,20),-0.0420349 # DEPENDENCYPART_SIBL
(12,6),(12,25),-0.0711917 # DEPENDENCYPART_SIBL
(12,7),(12,10),-0.11094 # DEPENDENCYPART_SIBL
(12,7),(12,11),0.0208531 # DEPENDENCYPART_SIBL
(12,7),(12,13),0.0493302 # DEPENDENCYPART_SIBL
(12,7),(12,14),-0.0272699 # DEPENDENCYPART_SIBL
(12,7),(12,15),-0.00368296 # DEPENDENCYPART_SIBL
(12,7),(12,17),-0.0196192 # DEPENDENCYPART_SIBL
(12,7),(12,20),-0.00592753 # DEPENDENCYPART_SIBL
(12,7),(12,25),-0.0319331 # DEPENDENCYPART_SIBL
(12,10),(12,11),0.0208243 # DEPENDENCYPART_SIBL
(12,10),(12,13),-0.119914 # DEPENDENCYPART_SIBL
(12,10),(12,14),-0.079573 # DEPENDENCYPART_SIBL
(12,10),(12,15),0.00214743 # DEPENDENCYPART_SIBL
(12,10),(12,17),0.137192 # DEPENDENCYPART_SIBL
(12,10),(12,20),-0.0411034 # DEPENDENCYPART_SIBL
(12,10),(12,25),-0.173224 # DEPENDENCYPART_SIBL
(12,11),(12,13),0.0398584 # DEPENDENCYPART_SIBL
(12,11),(12,14),-0.029445 # DEPENDENCYPART_SIBL
(12,11),(12,15),-0.0103662 # DEPENDENCYPART_SIBL
(12,11),(12,17),-0.0294925 # DEPENDENCYPART_SIBL
(12,11),(12,20),-0.00810267 # DEPENDENCYPART_SIBL
(12,11),(12,25),-0.0415585 # DEPENDENCYPART_SIBL
(12,13),(12,14),-0.0156718 # DEPENDENCYPART_SIBL
(12,13),(12,15),0.0298558 # DEPENDENCYPART_SIBL
(12,13),(12,17),-0.0203954 # DEPENDENCYPART_SIBL
(12,13),(12,20),-0.00802834 # DEPENDENCYPART_SIBL
(12,13),(12,25),-0.0135529 # DEPENDENCYPART_SIBL
(12,14),(12,15),0.0215043 # DEPENDENCYPART_SIBL
(12,14),(12,17),-0.0434251 # DEPENDENCYPART_SIBL
(12,14),(12,20),-0.0185871 # DEPENDENCYPART_SIBL
(12,14),(12,25),-0.0106698 # DEPENDENCYPART_SIBL
(12,15),(12,17),0.038068 # DEPENDENCYPART_SIBL
(12,15),(12,20),0.0529516 # DEPENDENCYPART_SIBL
(12,15),(12,25),-0.000763981 # DEPENDENCYPART_SIBL
(12,17),(12,20),-0.0477851 # DEPENDENCYPART_SIBL
(12,17),(12,25),0.00855705 # DEPENDENCYPART_SIBL
(12,20),(12,25),0.00623513 # DEPENDENCYPART_SIBL
(13,8),(13,10),-0.0119258 # DEPENDENCYPART_SIBL
(13,8),(13,11),0.0508955 # DEPENDENCYPART_SIBL
(13,8),(13,12),-0.0102933 # DEPENDENCYPART_SIBL
(13,8),(13,17),-0.00291564 # DEPENDENCYPART_SIBL
(13,8),(13,20),0.0056275 # DEPENDENCYPART_SIBL
(13,8),(13,22),-0.00686842 # DEPENDENCYPART_SIBL
(13,10),(13,11),0.0178073 # DEPENDENCYPART_SIBL
(13,10),(13,12),-0.0363698 # DEPENDENCYPART_SIBL
(13,10),(13,17),0.203556 # DEPENDENCYPART_SIBL
(13,10),(13,20),0.110543 # DEPENDENCYPART_SIBL
(13,10),(13,22),0.177329 # DEPENDENCYPART_SIBL
(13,11),(13,12),0.0369034 # DEPENDENCYPART_SIBL
(13,11),(13,17),0.0106288 # DEPENDENCYPART_SIBL
(13,11),(13,20),0.00807727 # DEPENDENCYPART_SIBL
(13,11),(13,22),0.0350625 # DEPENDENCYPART_SIBL
(13,12),(13,17),-0.0105104 # DEPENDENCYPART_SIBL
(13,12),(13,20),-0.00454391 # DEPENDENCYPART_SIBL
(13,12),(13,22),-0.0137703 # DEPENDENCYPART_SIBL
(13,17),(13,20),0.0403772 # DEPENDENCYPART_SIBL
(13,17),(13,22),-0.00541641 # DEPENDENCYPART_SIBL
(13,20),(13,22),-0.00193127 # DEPENDENCYPART_SIBL
(14,4),(14,5),-0.0180523 # DEPENDENCYPART_SIBL
(14,4),(14,6),-0.217181 # DEPENDENCYPART_SIBL
(14,4),(14,7),0.0683421 # DEPENDENCYPART_SIBL
(14,4),(14,8),0.00631397 # DEPENDENCYPART_SIBL
(14,4),(14,9),-0.00908192 # DEPENDENCYPART_SIBL
(14,4),(14,10),-0.235155 # DEPENDENCYPART_SIBL
(14,4),(14,11),0.0400193 # DEPENDENCYPART_SIBL
(14,4),(14,12),-0.00178133 # DEPENDENCYPART_SIBL
(14,4),(14,13),0.0415402 # DEPENDENCYPART_SIBL
(14,4),(14,15),-0.0505467 # DEPENDENCYPART_SIBL
(14,4),(14,16),-0.096777 # DEPENDENCYPART_SIBL
(14,4),(14,17),0.0841207 # DEPENDENCYPART_SIBL
(14,4),(14,19),-0.0615162 # DEPENDENCYPART_SIBL
(14,4),(14,20),-0.0728182 # DEPENDENCYPART_SIBL
(14,4),(14,21),0.0254685 # DEPENDENCYPART_SIBL
(14,4),(14,22),0.0452566 # DEPENDENCYPART_SIBL
(14,4),(14,23),-0.0198471 # DEPENDENCYPART_SIBL
(14,4),(14,24),-0.0884729 # DEPENDENCYPART_SIBL
(14,4),(14,25),-0.04656 # DEPENDENCYPART_SIBL
(14,5),(14,6),-0.019644 # DEPENDENCYPART_SIBL
(14,5),(14,7),0.0174137 # DEPENDENCYPART_SIBL
(14,5),(14,8),0.0265321 # DEPENDENCYPART_SIBL
(14,5),(14,9),-0.0317214 # DEPENDENCYPART_SIBL
(14,5),(14,10),-0.0146238 # DEPENDENCYPART_SIBL
(14,5),(14,11),-1.53049e-05 # DEPENDENCYPART_SIBL
(14,5),(14,12),0.0109521 # DEPENDENCYPART_SIBL
(14,5),(14,13),0.00155639 # DEPENDENCYPART_SIBL
(14,5),(14,15),-0.0201633 # DEPENDENCYPART_SIBL
(14,5),(14,16),-0.0401573 # DEPENDENCYPART_SIBL
(14,5),(14,17),-0.0444893 # DEPENDENCYPART_SIBL
(14,5),(14,19),-0.0421227 # DEPENDENCYPART_SIBL
(14,5),(14,20),0.0129776 # DEPENDENCYPART_SIBL
(14,5),(14,21),-0.0329996 # DEPENDENCYPART_SIBL
(14,5),(14,22),-0.0445062 # DEPENDENCYPART_SIBL
(14,5),(14,23),-0.0341603 # DEPENDENCYPART_SIBL
(14,5),(14,24),-0.00488369 # DEPENDENCYPART_SIBL
(14,5),(14,25),0.0128661 # DEPENDENCYPART_SIBL
(14,6),(14,7),0.105229 # DEPENDENCYPART_SIBL
(14,6),(14,8),0.0801496 # DEPENDENCYPART_SIBL
(14,6),(14,9),0.0243591 # DEPENDENCYPART_SIBL
(14,6),(14,10),-0.210257 # DEPENDENCYPART_SIBL
(14,6),(14,11),0.07691 # DEPENDENCYPART_SIBL
(14,6),(14,12),0.0823687 # DEPENDENCYPART_SIBL
(14,6),(14,13),0.0785146 # DEPENDENCYPART_SIBL
(14,6),(14,15),-0.0871374 # DEPENDENCYPART_SIBL
(14,6),(14,16),-0.07724 # DEPENDENCYPART_SIBL
(14,6),(14,17),0.253322 # DEPENDENCYPART_SIBL
(14,6),(14,19),0.000387572 # DEPENDENCYPART_SIBL
(14,6),(14,20),-0.044709 # DEPENDENCYPART_SIBL
(14,6),(14,21),0.134073 # DEPENDENCYPART_SIBL
(14,6),(14,22),0.237882 # DEPENDENCYPART_SIBL
(14,6),(14,23),0.111657 # DEPENDENCYPART_SIBL
(14,6),(14,24),-0.057021 # DEPENDENCYPART_SIBL
(14,6),(14,25),-0.0683646 # DEPENDENCYPART_SIBL
(14,7),(14,8),0.0601822 # DEPENDENCYPART_SIBL
(14,7),(14,9),-0.030811 # DEPENDENCYPART_SIBL
(14,7),(14,10),-0.138451 # DEPENDENCYPART_SIBL
(14,7),(14,11),0.0113499 # DEPENDENCYPART_SIBL
(14,7),(14,12),0.0388812 # DEPENDENCYPART_SIBL
(14,7),(14,13),0.0221969 # DEPENDENCYPART_SIBL
(14,7),(14,15),-0.0219186 # DEPENDENCYPART_SIBL
(14,7),(14,16),-0.03254 # DEPENDENCYPART_SIBL
(14,7),(14,17),0.0053171 # DEPENDENCYPART_SIBL
(14,7),(14,19),0.053348 # DEPENDENCYPART_SIBL
(14,7),(14,20),-0.00783417 # DEPENDENCYPART_SIBL
(14,7),(14,21),-0.0339047 # DEPENDENCYPART_SIBL
(14,7),(14,22),0.0323276 # DEPENDENCYPART_SIBL
(14,7),(14,23),0.00347318 # DEPENDENCYPART_SIBL
(14,7),(14,24),-0.016253 # DEPENDENCYPART_SIBL
(14,7),(14,25),-0.027837 # DEPENDENCYPART_SIBL
(14,8),(14,9),0.0269703 # DEPENDENCYPART_SIBL
(14,8),(14,10),-0.140242 # DEPENDENCYPART_SIBL
(14,8),(14,11),0.0235636 # DEPENDENCYPART_SIBL
(14,8),(14,12),-0.0135445 # DEPENDENCYPART_SIBL
(14,8),(14,13),0.0222959 # DEPENDENCYPART_SIBL
(14,8),(14,15),0.0532877 # DEPENDENCYPART_SIBL
(14,8),(14,16),-0.0910458 # DEPENDENCYPART_SIBL
(14,8),(14,17),0.0164599 # DEPENDENCYPART_SIBL
(14,8),(14,19),-0.00998768 # DEPENDENCYPART_SIBL
(14,8),(14,20),0.000289352 # DEPENDENCYPART_SIBL
(14,8),(14,21),-0.077212 # DEPENDENCYPART_SIBL
(14,8),(14,22),-0.0368392 # DEPENDENCYPART_SIBL
(14,8),(14,23),-0.0349817 # DEPENDENCYPART_SIBL
(14,8),(14,24),0.0116723 # DEPENDENCYPART_SIBL
(14,8),(14,25),-0.00533023 # DEPENDENCYPART_SIBL
(14,9),(14,10),0.0135771 # DEPENDENCYPART_SIBL
(14,9),(14,11),0.0195633 # DEPENDENCYPART_SIBL
(14,9),(14,12),0.0153479 # DEPENDENCYPART_SIBL
(14,9),(14,13),0.021135 # DEPENDENCYPART_SIBL
(14,9),(14,15),-0.020074 # DEPENDENCYPART_SIBL
(14,9),(14,16),-0.0359313 # DEPENDENCYPART_SIBL
(14,9),(14,17),-0.0291909 # DEPENDENCYPART_SIBL
(14,9),(14,19),-0.0404896 # DEPENDENCYPART_SIBL
(14,9),(14,20),-0.0186496 # DEPENDENCYPART_SIBL
(14,9),(14,21),-0.0106819 # DEPENDENCYPART_SIBL
(14,9),(14,22),-0.0248268 # DEPENDENCYPART_SIBL
(14,9),(14,23),-0.0119013 # DEPENDENCYPART_SIBL
(14,9),(14,24),-0.0335313 # DEPENDENCYPART_SIBL
(14,9),(14,25),0.0418533 # DEPENDENCYPART_SIBL
(14,10),(14,11),0.0833984 # DEPENDENCYPART_SIBL
(14,10),(14,12),0.0847254 # DEPENDENCYPART_SIBL
(14,10),(14,13),0.084226 # DEPENDENCYPART_SIBL
(14,10),(14,15),-0.0107134 # DEPENDENCYPART_SIBL
(14,10),(14,16),-0.143195 # DEPENDENCYPART_SIBL
(14,10),(14,17),0.192384 # DEPENDENCYPART_SIBL
(14,10),(14,19),-0.118141 # DEPENDENCYPART_SIBL
(14,10),(14,20),-0.0268458 # DEPENDENCYPART_SIBL
(14,10),(14,21),-0.0359822 # DEPENDENCYPART_SIBL
(14,10),(14,22),0.100039 # DEPENDENCYPART_SIBL
(14,10),(14,23),-0.016926 # DEPENDENCYPART_SIBL
(14,10),(14,24),-0.0415922 # DEPENDENCYPART_SIBL
(14,10),(14,25),-0.148857 # DEPENDENCYPART_SIBL
(14,11),(14,12),0.0272781 # DEPENDENCYPART_SIBL
(14,11),(14,13),0.0122092 # DEPENDENCYPART_SIBL
(14,11),(14,15),-0.0286018 # DEPENDENCYPART_SIBL
(14,11),(14,16),-0.0421658 # DEPENDENCYPART_SIBL
(14,11),(14,17),-0.00455618 # DEPENDENCYPART_SIBL
(14,11),(14,19),0.0438755 # DEPENDENCYPART_SIBL
(14,11),(14,20),-0.0100093 # DEPENDENCYPART_SIBL
(14,11),(14,21),-0.0434894 # DEPENDENCYPART_SIBL
(14,11),(14,22),0.0224544 # DEPENDENCYPART_SIBL
(14,11),(14,23),-0.0281011 # DEPENDENCYPART_SIBL
(14,11),(14,24),-0.0184281 # DEPENDENCYPART_SIBL
(14,11),(14,25),-0.0374624 # DEPENDENCYPART_SIBL
(14,12),(14,13),0.103629 # DEPENDENCYPART_SIBL
(14,12),(14,15),0.0787277 # DEPENDENCYPART_SIBL
(14,12),(14,16),-0.0715668 # DEPENDENCYPART_SIBL
(14,12),(14,17),0.031287 # DEPENDENCYPART_SIBL
(14,12),(14,19),0.0465151 # DEPENDENCYPART_SIBL
(14,12),(14,20),0.0144228 # DEPENDENCYPART_SIBL
(14,12),(14,21),-0.0503141 # DEPENDENCYPART_SIBL
(14,12),(14,22),-0.0211114 # DEPENDENCYPART_SIBL
(14,12),(14,23),0.0153506 # DEPENDENCYPART_SIBL
(14,12),(14,24),0.0258058 # DEPENDENCYPART_SIBL
(14,12),(14,25),-0.00678244 # DEPENDENCYPART_SIBL
(14,13),(14,15),-0.0146037 # DEPENDENCYPART_SIBL
(14,13),(14,16),-0.0386743 # DEPENDENCYPART_SIBL
(14,13),(14,17),0.00643799 # DEPENDENCYPART_SIBL
(14,13),(14,19),0.0493356 # DEPENDENCYPART_SIBL
(14,13),(14,20),-0.015323 # DEPENDENCYPART_SIBL
(14,13),(14,21),-0.040005 # DEPENDENCYPART_SIBL
(14,13),(14,22),0.0334319 # DEPENDENCYPART_SIBL
(14,13),(14,23),-0.0275423 # DEPENDENCYPART_SIBL
(14,13),(14,24),-0.0237419 # DEPENDENCYPART_SIBL
(14,13),(14,25),-0.0340435 # DEPENDENCYPART_SIBL
(14,15),(14,16),0.00158236 # DEPENDENCYPART_SIBL
(14,15),(14,17),0.0508784 # DEPENDENCYPART_SIBL
(14,15),(14,19),0.0515219 # DEPENDENCYPART_SIBL
(14,15),(14,20),0.0338996 # DEPENDENCYPART_SIBL
(14,15),(14,21),-0.0377747 # DEPENDENCYPART_SIBL
(14,15),(14,22),0.0305026 # DEPENDENCYPART_SIBL
(14,15),(14,23),0.00214929 # DEPENDENCYPART_SIBL
