# _root_ The notes , which are noncallable , were priced at a spread of 45 basis points above the Treasury 's 10-year note .
#goldHeads=2,8,2,5,2,5,2,0,8,9,12,17,12,16,16,13,10,19,22,19,22,17,8,
#predictedHeads=2,8,2,5,2,5,2,0,8,9,12,17,12,16,16,13,10,19,22,19,22,17,8,
(9,3),(9,22),0.013659 # DEPENDENCYPART_SIBL
(9,3),(9,23),0.0807331 # DEPENDENCYPART_SIBL
(9,4),(9,6),-0.0231358 # DEPENDENCYPART_SIBL
(9,4),(9,7),-0.0024708 # DEPENDENCYPART_SIBL
(9,4),(9,8),-0.00839078 # DEPENDENCYPART_SIBL
(9,4),(9,10),0.0320322 # DEPENDENCYPART_SIBL
(9,4),(9,11),-0.0604846 # DEPENDENCYPART_SIBL
(9,4),(9,12),-0.0275058 # DEPENDENCYPART_SIBL
(9,4),(9,13),-0.0365029 # DEPENDENCYPART_SIBL
(9,4),(9,14),-0.0526191 # DEPENDENCYPART_SIBL
(9,4),(9,15),-0.0218354 # DEPENDENCYPART_SIBL
(9,4),(9,16),-0.00926007 # DEPENDENCYPART_SIBL
(9,4),(9,17),0.0187243 # DEPENDENCYPART_SIBL
(9,4),(9,22),-0.01833 # DEPENDENCYPART_SIBL
(9,4),(9,23),-0.197735 # DEPENDENCYPART_SIBL
(9,6),(9,7),0.0331133 # DEPENDENCYPART_SIBL
(9,6),(9,8),-0.0252931 # DEPENDENCYPART_SIBL
(9,6),(9,10),0.0110194 # DEPENDENCYPART_SIBL
(9,6),(9,11),-0.029417 # DEPENDENCYPART_SIBL
(9,6),(9,12),-0.00411517 # DEPENDENCYPART_SIBL
(9,6),(9,13),-0.0276041 # DEPENDENCYPART_SIBL
(9,6),(9,14),0.0169154 # DEPENDENCYPART_SIBL
(9,6),(9,15),-0.0108848 # DEPENDENCYPART_SIBL
(9,6),(9,16),-0.00439016 # DEPENDENCYPART_SIBL
(9,6),(9,17),0.015117 # DEPENDENCYPART_SIBL
(9,6),(9,22),-0.00680635 # DEPENDENCYPART_SIBL
(9,6),(9,23),0.00951169 # DEPENDENCYPART_SIBL
(9,7),(9,8),0.0274244 # DEPENDENCYPART_SIBL
(9,7),(9,10),-0.00178902 # DEPENDENCYPART_SIBL
(9,7),(9,11),-0.113805 # DEPENDENCYPART_SIBL
(9,7),(9,12),0.0142449 # DEPENDENCYPART_SIBL
(9,7),(9,13),-0.0853251 # DEPENDENCYPART_SIBL
(9,7),(9,14),-0.027275 # DEPENDENCYPART_SIBL
(9,7),(9,15),-0.0104977 # DEPENDENCYPART_SIBL
(9,7),(9,16),0.0142406 # DEPENDENCYPART_SIBL
(9,7),(9,17),0.00555066 # DEPENDENCYPART_SIBL
(9,7),(9,22),0.013659 # DEPENDENCYPART_SIBL
(9,7),(9,23),0.0807331 # DEPENDENCYPART_SIBL
(9,8),(9,10),-0.0183242 # DEPENDENCYPART_SIBL
(9,8),(9,11),-0.0667294 # DEPENDENCYPART_SIBL
(9,8),(9,12),-0.00760492 # DEPENDENCYPART_SIBL
(9,8),(9,13),-0.0137622 # DEPENDENCYPART_SIBL
(9,8),(9,14),-0.0395046 # DEPENDENCYPART_SIBL
(9,8),(9,15),-0.0119541 # DEPENDENCYPART_SIBL
(9,8),(9,16),-0.00576232 # DEPENDENCYPART_SIBL
(9,8),(9,17),0.00604804 # DEPENDENCYPART_SIBL
(9,8),(9,22),-0.00873631 # DEPENDENCYPART_SIBL
(9,8),(9,23),0.0825538 # DEPENDENCYPART_SIBL
(9,10),(9,11),0.00543293 # DEPENDENCYPART_SIBL
(9,10),(9,12),0.0195268 # DEPENDENCYPART_SIBL
(9,10),(9,13),-0.00789765 # DEPENDENCYPART_SIBL
(9,10),(9,14),-0.00440568 # DEPENDENCYPART_SIBL
(9,10),(9,15),0.0207435 # DEPENDENCYPART_SIBL
(9,10),(9,16),0.012692 # DEPENDENCYPART_SIBL
(9,10),(9,17),0.0131198 # DEPENDENCYPART_SIBL
(9,10),(9,22),0.0205897 # DEPENDENCYPART_SIBL
(9,10),(9,23),-0.0283068 # DEPENDENCYPART_SIBL
(9,11),(9,12),-0.0328058 # DEPENDENCYPART_SIBL
(9,11),(9,13),-0.0508081 # DEPENDENCYPART_SIBL
(9,11),(9,14),-0.0288444 # DEPENDENCYPART_SIBL
(9,11),(9,15),-0.0308582 # DEPENDENCYPART_SIBL
(9,11),(9,16),-0.0327961 # DEPENDENCYPART_SIBL
(9,11),(9,17),-0.0342854 # DEPENDENCYPART_SIBL
(9,11),(9,22),-0.0308669 # DEPENDENCYPART_SIBL
(9,11),(9,23),-0.0458183 # DEPENDENCYPART_SIBL
(9,12),(9,13),-0.0179761 # DEPENDENCYPART_SIBL
(9,12),(9,14),-0.0244754 # DEPENDENCYPART_SIBL
(9,12),(9,15),-0.0350384 # DEPENDENCYPART_SIBL
(9,12),(9,16),-0.0395209 # DEPENDENCYPART_SIBL
(9,12),(9,17),-0.00121398 # DEPENDENCYPART_SIBL
(9,12),(9,22),-0.035054 # DEPENDENCYPART_SIBL
(9,12),(9,23),-0.036842 # DEPENDENCYPART_SIBL
(9,13),(9,14),-0.0776112 # DEPENDENCYPART_SIBL
(9,13),(9,15),-0.0168075 # DEPENDENCYPART_SIBL
(9,13),(9,16),-0.023428 # DEPENDENCYPART_SIBL
(9,13),(9,17),-0.113091 # DEPENDENCYPART_SIBL
(9,13),(9,22),-0.0177575 # DEPENDENCYPART_SIBL
(9,13),(9,23),-0.0434707 # DEPENDENCYPART_SIBL
(9,14),(9,15),-0.0490588 # DEPENDENCYPART_SIBL
(9,14),(9,16),-0.0497732 # DEPENDENCYPART_SIBL
(9,14),(9,17),-0.00888564 # DEPENDENCYPART_SIBL
(9,14),(9,22),-0.0475171 # DEPENDENCYPART_SIBL
(9,14),(9,23),-0.0298997 # DEPENDENCYPART_SIBL
(9,15),(9,16),-0.0381166 # DEPENDENCYPART_SIBL
(9,15),(9,17),-0.000241432 # DEPENDENCYPART_SIBL
(9,15),(9,22),-0.0336592 # DEPENDENCYPART_SIBL
(9,15),(9,23),-0.0243274 # DEPENDENCYPART_SIBL
(9,16),(9,17),0.0388783 # DEPENDENCYPART_SIBL
(9,16),(9,22),0.00657266 # DEPENDENCYPART_SIBL
(9,16),(9,23),-0.00821688 # DEPENDENCYPART_SIBL
(9,17),(9,22),0.00507613 # DEPENDENCYPART_SIBL
(9,17),(9,23),-0.0127666 # DEPENDENCYPART_SIBL
(9,22),(9,23),-0.0211483 # DEPENDENCYPART_SIBL
(10,9),(10,11),-0.0130242 # DEPENDENCYPART_SIBL
(10,9),(10,12),-0.0826579 # DEPENDENCYPART_SIBL
(10,9),(10,13),0.0267436 # DEPENDENCYPART_SIBL
(10,9),(10,14),-0.000435975 # DEPENDENCYPART_SIBL
(10,9),(10,15),-0.078366 # DEPENDENCYPART_SIBL
(10,9),(10,16),-0.0857827 # DEPENDENCYPART_SIBL
(10,9),(10,17),-0.0211653 # DEPENDENCYPART_SIBL
(10,9),(10,22),-0.0725857 # DEPENDENCYPART_SIBL
(10,11),(10,12),0.00745908 # DEPENDENCYPART_SIBL
(10,11),(10,13),0.0789046 # DEPENDENCYPART_SIBL
(10,11),(10,14),0.0856099 # DEPENDENCYPART_SIBL
(10,11),(10,15),0.00739944 # DEPENDENCYPART_SIBL
(10,11),(10,16),0.00659156 # DEPENDENCYPART_SIBL
(10,11),(10,17),0.0145324 # DEPENDENCYPART_SIBL
(10,11),(10,22),0.00732321 # DEPENDENCYPART_SIBL
(10,12),(10,13),-0.00169377 # DEPENDENCYPART_SIBL
(10,12),(10,14),-0.0173054 # DEPENDENCYPART_SIBL
(10,12),(10,15),-0.118587 # DEPENDENCYPART_SIBL
(10,12),(10,16),-0.120308 # DEPENDENCYPART_SIBL
(10,12),(10,17),-0.0492844 # DEPENDENCYPART_SIBL
(10,12),(10,22),-0.118378 # DEPENDENCYPART_SIBL
(10,13),(10,14),-0.00531663 # DEPENDENCYPART_SIBL
(10,13),(10,15),0.0366983 # DEPENDENCYPART_SIBL
(10,13),(10,16),0.0314279 # DEPENDENCYPART_SIBL
(10,13),(10,17),-0.0574396 # DEPENDENCYPART_SIBL
(10,13),(10,22),0.0353779 # DEPENDENCYPART_SIBL
(10,14),(10,15),-0.0948452 # DEPENDENCYPART_SIBL
(10,14),(10,16),-0.0944399 # DEPENDENCYPART_SIBL
(10,14),(10,17),-0.040175 # DEPENDENCYPART_SIBL
(10,14),(10,22),-0.0933738 # DEPENDENCYPART_SIBL
(10,15),(10,16),-0.117541 # DEPENDENCYPART_SIBL
(10,15),(10,17),-0.0475278 # DEPENDENCYPART_SIBL
(10,15),(10,22),-0.115616 # DEPENDENCYPART_SIBL
(10,16),(10,17),-0.0438597 # DEPENDENCYPART_SIBL
(10,16),(10,22),-0.111632 # DEPENDENCYPART_SIBL
(10,17),(10,22),-0.0441544 # DEPENDENCYPART_SIBL
(12,5),(12,6),0.0107018 # DEPENDENCYPART_SIBL
(12,5),(12,7),0.0922116 # DEPENDENCYPART_SIBL
(12,5),(12,8),0.0106193 # DEPENDENCYPART_SIBL
(12,5),(12,10),0.00220053 # DEPENDENCYPART_SIBL
(12,5),(12,11),0.0146202 # DEPENDENCYPART_SIBL
(12,5),(12,13),-0.00297408 # DEPENDENCYPART_SIBL
(12,5),(12,14),-0.0935862 # DEPENDENCYPART_SIBL
(12,5),(12,15),-0.0291673 # DEPENDENCYPART_SIBL
(12,5),(12,16),-0.0290733 # DEPENDENCYPART_SIBL
(12,5),(12,17),-0.0485965 # DEPENDENCYPART_SIBL
(12,5),(12,18),-0.0792201 # DEPENDENCYPART_SIBL
(12,5),(12,19),-0.0243184 # DEPENDENCYPART_SIBL
(12,5),(12,21),-0.052751 # DEPENDENCYPART_SIBL
(12,5),(12,22),-0.0298654 # DEPENDENCYPART_SIBL
(12,5),(12,23),0.05868 # DEPENDENCYPART_SIBL
(12,6),(12,7),0.127669 # DEPENDENCYPART_SIBL
(12,6),(12,8),0.0724031 # DEPENDENCYPART_SIBL
(12,6),(12,10),-0.0246137 # DEPENDENCYPART_SIBL
(12,6),(12,11),-0.0609012 # DEPENDENCYPART_SIBL
(12,6),(12,13),-0.0123839 # DEPENDENCYPART_SIBL
(12,6),(12,14),-0.0901734 # DEPENDENCYPART_SIBL
(12,6),(12,15),-0.0173362 # DEPENDENCYPART_SIBL
(12,6),(12,16),-0.0137893 # DEPENDENCYPART_SIBL
(12,6),(12,17),0.00213521 # DEPENDENCYPART_SIBL
(12,6),(12,18),-0.0643281 # DEPENDENCYPART_SIBL
(12,6),(12,19),-0.0108779 # DEPENDENCYPART_SIBL
(12,6),(12,21),0.0391443 # DEPENDENCYPART_SIBL
(12,6),(12,22),-0.0181855 # DEPENDENCYPART_SIBL
(12,6),(12,23),-0.0265685 # DEPENDENCYPART_SIBL
(12,7),(12,8),0.0890556 # DEPENDENCYPART_SIBL
(12,7),(12,10),0.0735756 # DEPENDENCYPART_SIBL
(12,7),(12,11),0.0459614 # DEPENDENCYPART_SIBL
(12,7),(12,13),-0.146512 # DEPENDENCYPART_SIBL
(12,7),(12,14),-0.11091 # DEPENDENCYPART_SIBL
(12,7),(12,15),-0.0390376 # DEPENDENCYPART_SIBL
(12,7),(12,16),-0.0229332 # DEPENDENCYPART_SIBL
(12,7),(12,17),-0.104413 # DEPENDENCYPART_SIBL
(12,7),(12,18),-0.14176 # DEPENDENCYPART_SIBL
(12,7),(12,19),-0.0191231 # DEPENDENCYPART_SIBL
(12,7),(12,21),-0.0835775 # DEPENDENCYPART_SIBL
(12,7),(12,22),-0.024948 # DEPENDENCYPART_SIBL
(12,7),(12,23),0.0260433 # DEPENDENCYPART_SIBL
(12,8),(12,10),0.00441721 # DEPENDENCYPART_SIBL
(12,8),(12,11),0.0182888 # DEPENDENCYPART_SIBL
(12,8),(12,13),0.020231 # DEPENDENCYPART_SIBL
(12,8),(12,14),-0.0944596 # DEPENDENCYPART_SIBL
(12,8),(12,15),-0.033815 # DEPENDENCYPART_SIBL
(12,8),(12,16),-0.0323692 # DEPENDENCYPART_SIBL
(12,8),(12,17),-0.0274268 # DEPENDENCYPART_SIBL
(12,8),(12,18),-0.0848299 # DEPENDENCYPART_SIBL
(12,8),(12,19),-0.0289777 # DEPENDENCYPART_SIBL
(12,8),(12,21),-0.05863 # DEPENDENCYPART_SIBL
(12,8),(12,22),-0.0345161 # DEPENDENCYPART_SIBL
(12,8),(12,23),0.0766724 # DEPENDENCYPART_SIBL
(12,10),(12,11),-0.0161796 # DEPENDENCYPART_SIBL
(12,10),(12,13),-0.0402592 # DEPENDENCYPART_SIBL
(12,10),(12,14),-0.041656 # DEPENDENCYPART_SIBL
(12,10),(12,15),-0.029278 # DEPENDENCYPART_SIBL
(12,10),(12,16),-0.0303998 # DEPENDENCYPART_SIBL
(12,10),(12,17),-0.0458816 # DEPENDENCYPART_SIBL
(12,10),(12,18),-0.0493796 # DEPENDENCYPART_SIBL
(12,10),(12,19),-0.024655 # DEPENDENCYPART_SIBL
(12,10),(12,21),-0.0299394 # DEPENDENCYPART_SIBL
(12,10),(12,22),-0.0314155 # DEPENDENCYPART_SIBL
(12,10),(12,23),0.0426832 # DEPENDENCYPART_SIBL
(12,11),(12,13),0.193061 # DEPENDENCYPART_SIBL
(12,11),(12,14),-0.0539685 # DEPENDENCYPART_SIBL
(12,11),(12,15),-0.0523325 # DEPENDENCYPART_SIBL
(12,11),(12,16),-0.0490841 # DEPENDENCYPART_SIBL
(12,11),(12,17),0.0195234 # DEPENDENCYPART_SIBL
(12,11),(12,18),-0.0875306 # DEPENDENCYPART_SIBL
(12,11),(12,19),-0.0422031 # DEPENDENCYPART_SIBL
(12,11),(12,21),0.00686215 # DEPENDENCYPART_SIBL
(12,11),(12,22),-0.0549864 # DEPENDENCYPART_SIBL
(12,11),(12,23),-0.0465819 # DEPENDENCYPART_SIBL
(12,13),(12,14),-0.0848219 # DEPENDENCYPART_SIBL
(12,13),(12,15),-0.013685 # DEPENDENCYPART_SIBL
(12,13),(12,16),-0.0149723 # DEPENDENCYPART_SIBL
(12,13),(12,17),-0.0551832 # DEPENDENCYPART_SIBL
(12,13),(12,18),-0.0997551 # DEPENDENCYPART_SIBL
(12,13),(12,19),-0.0113051 # DEPENDENCYPART_SIBL
(12,13),(12,21),-0.00822226 # DEPENDENCYPART_SIBL
(12,13),(12,22),-0.0175183 # DEPENDENCYPART_SIBL
(12,13),(12,23),-0.0269237 # DEPENDENCYPART_SIBL
(12,14),(12,15),-0.0388271 # DEPENDENCYPART_SIBL
(12,14),(12,16),-0.036269 # DEPENDENCYPART_SIBL
(12,14),(12,17),-0.0270578 # DEPENDENCYPART_SIBL
(12,14),(12,18),-0.0192987 # DEPENDENCYPART_SIBL
(12,14),(12,19),-0.0357696 # DEPENDENCYPART_SIBL
(12,14),(12,21),-0.0186172 # DEPENDENCYPART_SIBL
(12,14),(12,22),-0.0373882 # DEPENDENCYPART_SIBL
(12,14),(12,23),0.0140437 # DEPENDENCYPART_SIBL
(12,15),(12,16),-0.016342 # DEPENDENCYPART_SIBL
(12,15),(12,17),-0.027902 # DEPENDENCYPART_SIBL
(12,15),(12,18),-0.0153176 # DEPENDENCYPART_SIBL
(12,15),(12,19),-0.0145378 # DEPENDENCYPART_SIBL
(12,15),(12,21),0.00253096 # DEPENDENCYPART_SIBL
(12,15),(12,22),-0.0166171 # DEPENDENCYPART_SIBL
(12,15),(12,23),0.0150669 # DEPENDENCYPART_SIBL
(12,16),(12,17),-0.0209796 # DEPENDENCYPART_SIBL
(12,16),(12,18),-0.0151066 # DEPENDENCYPART_SIBL
(12,16),(12,19),-0.00730827 # DEPENDENCYPART_SIBL
(12,16),(12,21),0.00266363 # DEPENDENCYPART_SIBL
(12,16),(12,22),-0.00938736 # DEPENDENCYPART_SIBL
(12,16),(12,23),0.00961924 # DEPENDENCYPART_SIBL
(12,17),(12,18),-0.0507775 # DEPENDENCYPART_SIBL
(12,17),(12,19),-0.00638656 # DEPENDENCYPART_SIBL
(12,17),(12,21),0.00976515 # DEPENDENCYPART_SIBL
(12,17),(12,22),-0.0106953 # DEPENDENCYPART_SIBL
(12,17),(12,23),0.036867 # DEPENDENCYPART_SIBL
(12,18),(12,19),-0.0132203 # DEPENDENCYPART_SIBL
(12,18),(12,21),0.0197723 # DEPENDENCYPART_SIBL
(12,18),(12,22),-0.0148328 # DEPENDENCYPART_SIBL
(12,18),(12,23),0.0101719 # DEPENDENCYPART_SIBL
(12,19),(12,21),0.00214551 # DEPENDENCYPART_SIBL
(12,19),(12,22),-0.0177995 # DEPENDENCYPART_SIBL
(12,19),(12,23),0.0123546 # DEPENDENCYPART_SIBL
(12,21),(12,22),-0.0137701 # DEPENDENCYPART_SIBL
(12,21),(12,23),-0.0048018 # DEPENDENCYPART_SIBL
(12,22),(12,23),0.00773087 # DEPENDENCYPART_SIBL
(13,10),(13,11),0.112602 # DEPENDENCYPART_SIBL
(13,10),(13,12),0.0914333 # DEPENDENCYPART_SIBL
(13,10),(13,14),0.110232 # DEPENDENCYPART_SIBL
(13,10),(13,15),-0.089674 # DEPENDENCYPART_SIBL
(13,10),(13,16),-0.0981416 # DEPENDENCYPART_SIBL
(13,10),(13,17),-0.00549542 # DEPENDENCYPART_SIBL
(13,10),(13,19),-0.0945753 # DEPENDENCYPART_SIBL
(13,10),(13,22),-0.0851702 # DEPENDENCYPART_SIBL
(13,11),(13,12),0.0872377 # DEPENDENCYPART_SIBL
(13,11),(13,14),0.0700513 # DEPENDENCYPART_SIBL
(13,11),(13,15),-0.136073 # DEPENDENCYPART_SIBL
(13,11),(13,16),-0.141808 # DEPENDENCYPART_SIBL
(13,11),(13,17),0.00450944 # DEPENDENCYPART_SIBL
(13,11),(13,19),-0.137732 # DEPENDENCYPART_SIBL
(13,11),(13,22),-0.130729 # DEPENDENCYPART_SIBL
(13,12),(13,14),0.0636382 # DEPENDENCYPART_SIBL
(13,12),(13,15),-0.039942 # DEPENDENCYPART_SIBL
(13,12),(13,16),-0.0332359 # DEPENDENCYPART_SIBL
(13,12),(13,17),-0.0451115 # DEPENDENCYPART_SIBL
(13,12),(13,19),-0.0434901 # DEPENDENCYPART_SIBL
(13,12),(13,22),0.0131322 # DEPENDENCYPART_SIBL
(13,14),(13,15),-0.0895242 # DEPENDENCYPART_SIBL
(13,14),(13,16),-0.0890322 # DEPENDENCYPART_SIBL
(13,14),(13,17),-0.0224464 # DEPENDENCYPART_SIBL
(13,14),(13,19),-0.087922 # DEPENDENCYPART_SIBL
(13,14),(13,22),-0.0880528 # DEPENDENCYPART_SIBL
(13,15),(13,16),-0.109348 # DEPENDENCYPART_SIBL
(13,15),(13,17),-0.0265744 # DEPENDENCYPART_SIBL
(13,15),(13,19),-0.106941 # DEPENDENCYPART_SIBL
(13,15),(13,22),-0.10751 # DEPENDENCYPART_SIBL
(13,16),(13,17),-0.0229016 # DEPENDENCYPART_SIBL
(13,16),(13,19),-0.102948 # DEPENDENCYPART_SIBL
(13,16),(13,22),-0.103517 # DEPENDENCYPART_SIBL
(13,17),(13,19),-0.0344086 # DEPENDENCYPART_SIBL
(13,17),(13,22),-0.0354152 # DEPENDENCYPART_SIBL
(13,19),(13,22),-0.110756 # DEPENDENCYPART_SIBL
(14,15),(14,17),-0.0125896 # DEPENDENCYPART_SIBL
(14,15),(14,19),-0.00529026 # DEPENDENCYPART_SIBL
(14,15),(14,22),-0.00575998 # DEPENDENCYPART_SIBL
(14,17),(14,19),0.0412713 # DEPENDENCYPART_SIBL
(14,17),(14,22),0.0403651 # DEPENDENCYPART_SIBL
(14,19),(14,22),-0.0068079 # DEPENDENCYPART_SIBL
(15,10),(15,11),-0.0203378 # DEPENDENCYPART_SIBL
(15,10),(15,13),-0.0520347 # DEPENDENCYPART_SIBL
(15,10),(15,14),-0.047461 # DEPENDENCYPART_SIBL
(15,10),(15,16),-0.0293578 # DEPENDENCYPART_SIBL
(15,10),(15,17),-0.0534727 # DEPENDENCYPART_SIBL
(15,10),(15,19),-0.0229383 # DEPENDENCYPART_SIBL
(15,10),(15,22),-0.0279207 # DEPENDENCYPART_SIBL
(15,11),(15,13),0.02941 # DEPENDENCYPART_SIBL
(15,11),(15,14),0.0646837 # DEPENDENCYPART_SIBL
(15,11),(15,16),-0.0492446 # DEPENDENCYPART_SIBL
(15,11),(15,17),0.0137357 # DEPENDENCYPART_SIBL
(15,11),(15,19),-0.0416889 # DEPENDENCYPART_SIBL
(15,11),(15,22),-0.0518357 # DEPENDENCYPART_SIBL
(15,13),(15,14),-0.0116663 # DEPENDENCYPART_SIBL
(15,13),(15,16),-0.0313616 # DEPENDENCYPART_SIBL
(15,13),(15,17),-0.0715487 # DEPENDENCYPART_SIBL
(15,13),(15,19),-0.0267279 # DEPENDENCYPART_SIBL
(15,13),(15,22),-0.0342072 # DEPENDENCYPART_SIBL
(15,14),(15,16),0.0227501 # DEPENDENCYPART_SIBL
(15,14),(15,17),-0.0369651 # DEPENDENCYPART_SIBL
(15,14),(15,19),0.0291822 # DEPENDENCYPART_SIBL
(15,14),(15,22),0.0256866 # DEPENDENCYPART_SIBL
(15,16),(15,17),-0.0127193 # DEPENDENCYPART_SIBL
(15,16),(15,19),-0.00540466 # DEPENDENCYPART_SIBL
(15,16),(15,22),-0.00647825 # DEPENDENCYPART_SIBL
(15,17),(15,19),-0.00113865 # DEPENDENCYPART_SIBL
(15,17),(15,22),-0.00352438 # DEPENDENCYPART_SIBL
(15,19),(15,22),-0.0148791 # DEPENDENCYPART_SIBL
(16,7),(16,10),0.0781659 # DEPENDENCYPART_SIBL
(16,7),(16,11),0.049487 # DEPENDENCYPART_SIBL
(16,7),(16,12),-0.0187798 # DEPENDENCYPART_SIBL
(16,7),(16,13),0.0586685 # DEPENDENCYPART_SIBL
(16,7),(16,14),0.00582167 # DEPENDENCYPART_SIBL
(16,7),(16,15),-0.00601723 # DEPENDENCYPART_SIBL
(16,7),(16,17),-0.12641 # DEPENDENCYPART_SIBL
(16,7),(16,18),-0.135927 # DEPENDENCYPART_SIBL
(16,7),(16,19),-0.0140737 # DEPENDENCYPART_SIBL
(16,7),(16,21),-0.0833735 # DEPENDENCYPART_SIBL
(16,7),(16,22),-0.017886 # DEPENDENCYPART_SIBL
(16,7),(16,23),0.0228242 # DEPENDENCYPART_SIBL
(16,10),(16,11),-0.0267166 # DEPENDENCYPART_SIBL
(16,10),(16,12),-0.0222417 # DEPENDENCYPART_SIBL
(16,10),(16,13),-0.0595025 # DEPENDENCYPART_SIBL
(16,10),(16,14),-0.0617386 # DEPENDENCYPART_SIBL
(16,10),(16,15),-0.0100012 # DEPENDENCYPART_SIBL
(16,10),(16,17),-0.0892961 # DEPENDENCYPART_SIBL
(16,10),(16,18),-0.060336 # DEPENDENCYPART_SIBL
(16,10),(16,19),-0.0363258 # DEPENDENCYPART_SIBL
(16,10),(16,21),-0.0478008 # DEPENDENCYPART_SIBL
(16,10),(16,22),-0.0410736 # DEPENDENCYPART_SIBL
(16,10),(16,23),0.0264919 # DEPENDENCYPART_SIBL
(16,11),(16,12),0.0210444 # DEPENDENCYPART_SIBL
(16,11),(16,13),-0.0324796 # DEPENDENCYPART_SIBL
(16,11),(16,14),-0.00494426 # DEPENDENCYPART_SIBL
(16,11),(16,15),0.0324605 # DEPENDENCYPART_SIBL
(16,11),(16,17),0.00493406 # DEPENDENCYPART_SIBL
(16,11),(16,18),-0.0827399 # DEPENDENCYPART_SIBL
(16,11),(16,19),-0.0364033 # DEPENDENCYPART_SIBL
(16,11),(16,21),0.00786876 # DEPENDENCYPART_SIBL
(16,11),(16,22),-0.0463156 # DEPENDENCYPART_SIBL
(16,11),(16,23),-0.0432708 # DEPENDENCYPART_SIBL
(16,12),(16,13),-0.00614682 # DEPENDENCYPART_SIBL
(16,12),(16,14),-0.0417143 # DEPENDENCYPART_SIBL
(16,12),(16,15),-0.00997264 # DEPENDENCYPART_SIBL
(16,12),(16,17),-0.10156 # DEPENDENCYPART_SIBL
(16,12),(16,18),-0.114173 # DEPENDENCYPART_SIBL
(16,12),(16,19),0.0153275 # DEPENDENCYPART_SIBL
(16,12),(16,21),-0.0175847 # DEPENDENCYPART_SIBL
(16,12),(16,22),0.0350732 # DEPENDENCYPART_SIBL
(16,12),(16,23),0.018101 # DEPENDENCYPART_SIBL
(16,13),(16,14),-0.0259382 # DEPENDENCYPART_SIBL
(16,13),(16,15),-0.00819887 # DEPENDENCYPART_SIBL
(16,13),(16,17),-0.105798 # DEPENDENCYPART_SIBL
(16,13),(16,18),-0.0605207 # DEPENDENCYPART_SIBL
(16,13),(16,19),-0.0393277 # DEPENDENCYPART_SIBL
(16,13),(16,21),-0.0682261 # DEPENDENCYPART_SIBL
(16,13),(16,22),-0.0465726 # DEPENDENCYPART_SIBL
(16,13),(16,23),-0.00656717 # DEPENDENCYPART_SIBL
(16,14),(16,15),0.091717 # DEPENDENCYPART_SIBL
(16,14),(16,17),-0.0829224 # DEPENDENCYPART_SIBL
(16,14),(16,18),-0.000236975 # DEPENDENCYPART_SIBL
(16,14),(16,19),0.0083514 # DEPENDENCYPART_SIBL
(16,14),(16,21),-0.00391499 # DEPENDENCYPART_SIBL
(16,14),(16,22),0.00518741 # DEPENDENCYPART_SIBL
(16,14),(16,23),-0.0246639 # DEPENDENCYPART_SIBL
(16,15),(16,17),-0.113308 # DEPENDENCYPART_SIBL
(16,15),(16,18),-0.114708 # DEPENDENCYPART_SIBL
(16,15),(16,19),0.00569368 # DEPENDENCYPART_SIBL
(16,15),(16,21),-0.0197044 # DEPENDENCYPART_SIBL
(16,15),(16,22),0.017725 # DEPENDENCYPART_SIBL
(16,15),(16,23),0.014301 # DEPENDENCYPART_SIBL
(16,17),(16,18),-0.0599667 # DEPENDENCYPART_SIBL
(16,17),(16,19),-0.0191054 # DEPENDENCYPART_SIBL
(16,17),(16,21),0.00122461 # DEPENDENCYPART_SIBL
(16,17),(16,22),-0.021396 # DEPENDENCYPART_SIBL
(16,17),(16,23),0.0316483 # DEPENDENCYPART_SIBL
(16,18),(16,19),-0.0153527 # DEPENDENCYPART_SIBL
(16,18),(16,21),0.0201892 # DEPENDENCYPART_SIBL
(16,18),(16,22),-0.0158664 # DEPENDENCYPART_SIBL
(16,18),(16,23),0.0177312 # DEPENDENCYPART_SIBL
(16,19),(16,21),0.00387686 # DEPENDENCYPART_SIBL
(16,19),(16,22),-0.0182219 # DEPENDENCYPART_SIBL
(16,19),(16,23),0.0216996 # DEPENDENCYPART_SIBL
(16,21),(16,22),-0.0164654 # DEPENDENCYPART_SIBL
(16,21),(16,23),0.000556189 # DEPENDENCYPART_SIBL
(16,22),(16,23),0.0181201 # DEPENDENCYPART_SIBL
(17,12),(17,13),0.0326275 # DEPENDENCYPART_SIBL
(17,12),(17,15),0.00152536 # DEPENDENCYPART_SIBL
(17,12),(17,16),-0.00178377 # DEPENDENCYPART_SIBL
(17,12),(17,18),-0.0238156 # DEPENDENCYPART_SIBL
(17,12),(17,19),0.0934821 # DEPENDENCYPART_SIBL
(17,12),(17,21),0.0230231 # DEPENDENCYPART_SIBL
(17,12),(17,22),0.165979 # DEPENDENCYPART_SIBL
(17,12),(17,23),0.0249998 # DEPENDENCYPART_SIBL
(17,13),(17,15),0.0266161 # DEPENDENCYPART_SIBL
(17,13),(17,16),0.0290977 # DEPENDENCYPART_SIBL
(17,13),(17,18),-0.0117829 # DEPENDENCYPART_SIBL
(17,13),(17,19),-0.031516 # DEPENDENCYPART_SIBL
(17,13),(17,21),-0.0254701 # DEPENDENCYPART_SIBL
(17,13),(17,22),-0.0166763 # DEPENDENCYPART_SIBL
(17,13),(17,23),-0.0133627 # DEPENDENCYPART_SIBL
(17,15),(17,16),-0.00228735 # DEPENDENCYPART_SIBL
