# _root_ George M. Salem , analyst at Prudential-Bache Securities Inc. , called the results `` mildly disappointing . ''
#goldHeads=3,3,11,3,3,5,8,6,8,3,0,13,11,16,16,11,11,11,
#predictedHeads=3,3,11,3,3,5,8,6,8,3,0,13,11,16,16,11,11,11,
(6,8),(8,15),-0.476355 # DEPENDENCYPART_GRANDPAR
(6,8),(8,16),-0.36483 # DEPENDENCYPART_GRANDPAR
(6,8),(8,17),-0.62749 # DEPENDENCYPART_GRANDPAR
(6,8),(8,18),-0.427266 # DEPENDENCYPART_GRANDPAR
(6,9),(9,2),-1.16744 # DEPENDENCYPART_GRANDPAR
(6,9),(9,3),-1.13369 # DEPENDENCYPART_GRANDPAR
(6,9),(9,4),-1.34501 # DEPENDENCYPART_GRANDPAR
(6,9),(9,5),-0.935194 # DEPENDENCYPART_GRANDPAR
(6,9),(9,6),-0.603776 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,9),(9,7),0.736702 # DEPENDENCYPART_GRANDPAR
(6,9),(9,8),1.13013 # DEPENDENCYPART_GRANDPAR
(6,9),(9,10),0.0393185 # DEPENDENCYPART_GRANDPAR
(6,9),(9,11),0.273772 # DEPENDENCYPART_GRANDPAR
(6,9),(9,13),-0.278683 # DEPENDENCYPART_GRANDPAR
(6,11),(11,1),-1.15416 # DEPENDENCYPART_GRANDPAR
(6,11),(11,2),-1.12471 # DEPENDENCYPART_GRANDPAR
(6,11),(11,3),-1.09096 # DEPENDENCYPART_GRANDPAR
(6,11),(11,4),-1.22242 # DEPENDENCYPART_GRANDPAR
(6,11),(11,5),-0.880159 # DEPENDENCYPART_GRANDPAR
(6,11),(11,6),-0.836313 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,11),(11,7),0.546361 # DEPENDENCYPART_GRANDPAR
(6,11),(11,8),0.907201 # DEPENDENCYPART_GRANDPAR
(6,11),(11,9),0.301946 # DEPENDENCYPART_GRANDPAR
(6,11),(11,10),-0.392352 # DEPENDENCYPART_GRANDPAR
(6,11),(11,12),-0.509799 # DEPENDENCYPART_GRANDPAR
(6,11),(11,13),-0.235027 # DEPENDENCYPART_GRANDPAR
(6,11),(11,14),-0.441752 # DEPENDENCYPART_GRANDPAR
(6,11),(11,15),-0.635914 # DEPENDENCYPART_GRANDPAR
(6,11),(11,16),-0.384419 # DEPENDENCYPART_GRANDPAR
(6,11),(11,17),-1.08532 # DEPENDENCYPART_GRANDPAR
(6,11),(11,18),-0.654488 # DEPENDENCYPART_GRANDPAR
(6,13),(13,3),-1.23433 # DEPENDENCYPART_GRANDPAR
(6,13),(13,6),-0.673144 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,13),(13,8),1.21564 # DEPENDENCYPART_GRANDPAR
(6,13),(13,12),-0.442486 # DEPENDENCYPART_GRANDPAR
(6,13),(13,14),-0.163733 # DEPENDENCYPART_GRANDPAR
(6,13),(13,15),-0.394206 # DEPENDENCYPART_GRANDPAR
(6,13),(13,16),-0.355254 # DEPENDENCYPART_GRANDPAR
(6,13),(13,17),-0.731481 # DEPENDENCYPART_GRANDPAR
(6,13),(13,18),-0.349274 # DEPENDENCYPART_GRANDPAR
(6,14),(14,3),-1.056 # DEPENDENCYPART_GRANDPAR
(6,14),(14,12),-0.649097 # DEPENDENCYPART_GRANDPAR
(6,14),(14,13),-0.352177 # DEPENDENCYPART_GRANDPAR
(6,14),(14,15),-0.423314 # DEPENDENCYPART_GRANDPAR
(6,15),(15,6),-0.722005 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,15),(15,13),-0.370563 # DEPENDENCYPART_GRANDPAR
(6,15),(15,14),-0.26984 # DEPENDENCYPART_GRANDPAR
(6,15),(15,16),-0.50116 # DEPENDENCYPART_GRANDPAR
(6,15),(15,17),-0.916682 # DEPENDENCYPART_GRANDPAR
(6,15),(15,18),-0.535882 # DEPENDENCYPART_GRANDPAR
(6,16),(16,2),-1.16679 # DEPENDENCYPART_GRANDPAR
(6,16),(16,3),-1.13305 # DEPENDENCYPART_GRANDPAR
(6,16),(16,5),-0.938438 # DEPENDENCYPART_GRANDPAR
(6,16),(16,6),-0.718247 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,16),(16,8),1.081 # DEPENDENCYPART_GRANDPAR
(6,16),(16,10),-0.0556273 # DEPENDENCYPART_GRANDPAR
(6,16),(16,12),-0.24048 # DEPENDENCYPART_GRANDPAR
(6,16),(16,13),-0.105523 # DEPENDENCYPART_GRANDPAR
(6,16),(16,14),-0.12422 # DEPENDENCYPART_GRANDPAR
(6,16),(16,15),-0.486305 # DEPENDENCYPART_GRANDPAR
(6,16),(16,17),-0.865919 # DEPENDENCYPART_GRANDPAR
(6,16),(16,18),-0.545743 # DEPENDENCYPART_GRANDPAR
(6,17),(17,14),-0.256383 # DEPENDENCYPART_GRANDPAR
(6,17),(17,15),-0.810298 # DEPENDENCYPART_GRANDPAR
(6,17),(17,16),-0.555592 # DEPENDENCYPART_GRANDPAR
(6,17),(17,18),-0.641605 # DEPENDENCYPART_GRANDPAR
(6,18),(18,15),-0.606455 # DEPENDENCYPART_GRANDPAR
(6,18),(18,16),-0.369301 # DEPENDENCYPART_GRANDPAR
(6,18),(18,17),-0.440556 # DEPENDENCYPART_GRANDPAR
(7,8),(8,1),-1.50159 # DEPENDENCYPART_GRANDPAR
(7,8),(8,2),-1.38785 # DEPENDENCYPART_GRANDPAR
(7,8),(8,3),-1.27418 # DEPENDENCYPART_GRANDPAR
(7,8),(8,4),-1.12228 # DEPENDENCYPART_GRANDPAR
(7,8),(8,5),-1.37768 # DEPENDENCYPART_GRANDPAR
(7,8),(8,6),-1.30185 # DEPENDENCYPART_GRANDPAR
(7,8),(8,7),-0.984601 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,8),(8,9),-0.180459 # DEPENDENCYPART_GRANDPAR
(7,8),(8,10),-0.267199 # DEPENDENCYPART_GRANDPAR
(7,8),(8,11),-0.575952 # DEPENDENCYPART_GRANDPAR
(7,8),(8,12),-0.633875 # DEPENDENCYPART_GRANDPAR
(7,8),(8,13),-0.548252 # DEPENDENCYPART_GRANDPAR
(7,8),(8,14),-0.604976 # DEPENDENCYPART_GRANDPAR
(7,8),(8,15),-0.628808 # DEPENDENCYPART_GRANDPAR
(7,8),(8,16),-0.661649 # DEPENDENCYPART_GRANDPAR
(7,8),(8,17),-0.645331 # DEPENDENCYPART_GRANDPAR
(7,8),(8,18),-0.712209 # DEPENDENCYPART_GRANDPAR
(7,9),(9,2),-1.38523 # DEPENDENCYPART_GRANDPAR
(7,9),(9,3),-1.27155 # DEPENDENCYPART_GRANDPAR
(7,9),(9,4),-1.12163 # DEPENDENCYPART_GRANDPAR
(7,9),(9,5),-1.37681 # DEPENDENCYPART_GRANDPAR
(7,9),(9,6),-1.30063 # DEPENDENCYPART_GRANDPAR
(7,9),(9,7),-1.37932 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(7,9),(9,8),-0.191224 # DEPENDENCYPART_GRANDPAR
(7,9),(9,10),-0.504186 # DEPENDENCYPART_GRANDPAR
(7,9),(9,11),-0.652042 # DEPENDENCYPART_GRANDPAR
(7,9),(9,13),-0.598791 # DEPENDENCYPART_GRANDPAR
(8,1),(1,2),-0.393349 # DEPENDENCYPART_GRANDPAR
(8,1),(1,3),-0.174201 # DEPENDENCYPART_GRANDPAR
(8,1),(1,4),-0.185288 # DEPENDENCYPART_GRANDPAR
(8,1),(1,5),-0.382632 # DEPENDENCYPART_GRANDPAR
(8,1),(1,6),-0.47224 # DEPENDENCYPART_GRANDPAR
(8,1),(1,8),-1.39225 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,1),(1,10),-1.15806 # DEPENDENCYPART_GRANDPAR
(8,2),(2,1),-0.492539 # DEPENDENCYPART_GRANDPAR
(8,2),(2,3),-0.180207 # DEPENDENCYPART_GRANDPAR
(8,2),(2,4),-0.192072 # DEPENDENCYPART_GRANDPAR
(8,2),(2,5),-0.389103 # DEPENDENCYPART_GRANDPAR
(8,2),(2,6),-0.474535 # DEPENDENCYPART_GRANDPAR
(8,2),(2,7),-0.245165 # DEPENDENCYPART_GRANDPAR
(8,2),(2,8),-1.39219 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,2),(2,9),-0.718963 # DEPENDENCYPART_GRANDPAR
(8,2),(2,10),-1.15801 # DEPENDENCYPART_GRANDPAR
(8,2),(2,11),-0.697516 # DEPENDENCYPART_GRANDPAR
(8,2),(2,13),-0.698318 # DEPENDENCYPART_GRANDPAR
(8,2),(2,14),-0.88366 # DEPENDENCYPART_GRANDPAR
(8,2),(2,16),-0.716318 # DEPENDENCYPART_GRANDPAR
(8,2),(2,17),-1.10705 # DEPENDENCYPART_GRANDPAR
(8,2),(2,18),-0.858523 # DEPENDENCYPART_GRANDPAR
(8,3),(3,1),-0.479768 # DEPENDENCYPART_GRANDPAR
(8,3),(3,2),-0.407979 # DEPENDENCYPART_GRANDPAR
(8,3),(3,4),-0.185586 # DEPENDENCYPART_GRANDPAR
(8,3),(3,5),-0.384917 # DEPENDENCYPART_GRANDPAR
(8,3),(3,6),-0.474287 # DEPENDENCYPART_GRANDPAR
(8,3),(3,7),-0.230809 # DEPENDENCYPART_GRANDPAR
(8,3),(3,8),-1.39182 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,3),(3,9),-0.718595 # DEPENDENCYPART_GRANDPAR
(8,3),(3,10),-1.15764 # DEPENDENCYPART_GRANDPAR
(8,3),(3,11),-0.697148 # DEPENDENCYPART_GRANDPAR
(8,3),(3,13),-0.697949 # DEPENDENCYPART_GRANDPAR
(8,3),(3,14),-0.883292 # DEPENDENCYPART_GRANDPAR
(8,3),(3,15),-0.765005 # DEPENDENCYPART_GRANDPAR
(8,3),(3,16),-0.71595 # DEPENDENCYPART_GRANDPAR
(8,3),(3,17),-1.10668 # DEPENDENCYPART_GRANDPAR
(8,3),(3,18),-0.858155 # DEPENDENCYPART_GRANDPAR
(8,4),(4,5),-0.308403 # DEPENDENCYPART_GRANDPAR
(8,5),(5,1),-0.590742 # DEPENDENCYPART_GRANDPAR
(8,5),(5,2),-0.516606 # DEPENDENCYPART_GRANDPAR
(8,5),(5,3),-0.282047 # DEPENDENCYPART_GRANDPAR
(8,5),(5,4),-0.0839808 # DEPENDENCYPART_GRANDPAR
(8,5),(5,6),-0.440425 # DEPENDENCYPART_GRANDPAR
(8,5),(5,7),-0.123668 # DEPENDENCYPART_GRANDPAR
(8,5),(5,8),-1.35126 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,5),(5,9),-0.676534 # DEPENDENCYPART_GRANDPAR
(8,5),(5,10),-1.0606 # DEPENDENCYPART_GRANDPAR
(8,5),(5,11),-0.654669 # DEPENDENCYPART_GRANDPAR
(8,5),(5,13),-0.623834 # DEPENDENCYPART_GRANDPAR
(8,5),(5,14),-0.858379 # DEPENDENCYPART_GRANDPAR
(8,5),(5,15),-0.73994 # DEPENDENCYPART_GRANDPAR
(8,5),(5,16),-0.68938 # DEPENDENCYPART_GRANDPAR
(8,5),(5,17),-1.07342 # DEPENDENCYPART_GRANDPAR
(8,5),(5,18),-0.799938 # DEPENDENCYPART_GRANDPAR
(8,6),(6,4),-0.123209 # DEPENDENCYPART_GRANDPAR
(8,6),(6,5),-0.514668 # DEPENDENCYPART_GRANDPAR
(8,6),(6,7),-0.343676 # DEPENDENCYPART_GRANDPAR
(8,6),(6,8),-1.27126 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,6),(6,9),-0.595923 # DEPENDENCYPART_GRANDPAR
(8,6),(6,10),-0.94488 # DEPENDENCYPART_GRANDPAR
(8,6),(6,11),-0.658825 # DEPENDENCYPART_GRANDPAR
(8,6),(6,13),-0.67234 # DEPENDENCYPART_GRANDPAR
(8,6),(6,14),-0.812238 # DEPENDENCYPART_GRANDPAR
(8,6),(6,15),-0.694708 # DEPENDENCYPART_GRANDPAR
(8,6),(6,16),-0.639867 # DEPENDENCYPART_GRANDPAR
(8,6),(6,17),-1.03877 # DEPENDENCYPART_GRANDPAR
(8,6),(6,18),-0.774428 # DEPENDENCYPART_GRANDPAR
(8,7),(7,8),-1.39182 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,7),(7,9),-0.718595 # DEPENDENCYPART_GRANDPAR
(8,7),(7,10),-1.15764 # DEPENDENCYPART_GRANDPAR
(8,9),(9,2),-1.17227 # DEPENDENCYPART_GRANDPAR
(8,9),(9,3),-0.938899 # DEPENDENCYPART_GRANDPAR
(8,9),(9,4),-0.785929 # DEPENDENCYPART_GRANDPAR
(8,9),(9,5),-1.03183 # DEPENDENCYPART_GRANDPAR
(8,9),(9,6),-1.08286 # DEPENDENCYPART_GRANDPAR
(8,9),(9,7),-0.991894 # DEPENDENCYPART_GRANDPAR
(8,9),(9,8),-0.947035 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,9),(9,10),-0.535843 # DEPENDENCYPART_GRANDPAR
(8,9),(9,11),-0.309054 # DEPENDENCYPART_GRANDPAR
(8,9),(9,13),-0.247052 # DEPENDENCYPART_GRANDPAR
(8,11),(11,1),-1.08184 # DEPENDENCYPART_GRANDPAR
(8,11),(11,2),-1.01703 # DEPENDENCYPART_GRANDPAR
(8,11),(11,3),-0.783663 # DEPENDENCYPART_GRANDPAR
(8,11),(11,4),-0.539286 # DEPENDENCYPART_GRANDPAR
(8,11),(11,5),-0.859983 # DEPENDENCYPART_GRANDPAR
(8,11),(11,6),-1.03985 # DEPENDENCYPART_GRANDPAR
(8,11),(11,7),-0.836658 # DEPENDENCYPART_GRANDPAR
(8,11),(11,8),-0.773418 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,11),(11,9),-0.240036 # DEPENDENCYPART_GRANDPAR
(8,11),(11,10),-0.538341 # DEPENDENCYPART_GRANDPAR
(8,11),(11,12),-0.465337 # DEPENDENCYPART_GRANDPAR
(8,11),(11,13),0.0960544 # DEPENDENCYPART_GRANDPAR
(8,11),(11,14),-0.258246 # DEPENDENCYPART_GRANDPAR
(8,11),(11,15),-0.155505 # DEPENDENCYPART_GRANDPAR
(8,11),(11,16),0.0180522 # DEPENDENCYPART_GRANDPAR
(8,11),(11,17),-0.624551 # DEPENDENCYPART_GRANDPAR
(8,11),(11,18),-0.228181 # DEPENDENCYPART_GRANDPAR
(8,13),(13,3),-0.828665 # DEPENDENCYPART_GRANDPAR
(8,13),(13,6),-0.925968 # DEPENDENCYPART_GRANDPAR
(8,13),(13,8),-0.786261 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,13),(13,12),-0.278876 # DEPENDENCYPART_GRANDPAR
(8,13),(13,14),-0.269265 # DEPENDENCYPART_GRANDPAR
(8,13),(13,15),-0.179523 # DEPENDENCYPART_GRANDPAR
(8,13),(13,16),-0.0480538 # DEPENDENCYPART_GRANDPAR
(8,13),(13,17),-0.414137 # DEPENDENCYPART_GRANDPAR
(8,13),(13,18),-0.139835 # DEPENDENCYPART_GRANDPAR
(8,14),(14,3),-0.787702 # DEPENDENCYPART_GRANDPAR
(8,14),(14,12),-0.453548 # DEPENDENCYPART_GRANDPAR
(8,14),(14,13),-0.0991776 # DEPENDENCYPART_GRANDPAR
(8,14),(14,15),-0.240573 # DEPENDENCYPART_GRANDPAR
(8,15),(15,6),-0.98084 # DEPENDENCYPART_GRANDPAR
(8,15),(15,13),-0.0961226 # DEPENDENCYPART_GRANDPAR
(8,15),(15,14),-0.450523 # DEPENDENCYPART_GRANDPAR
(8,15),(15,16),-0.176321 # DEPENDENCYPART_GRANDPAR
(8,15),(15,17),-0.576503 # DEPENDENCYPART_GRANDPAR
(8,15),(15,18),-0.253663 # DEPENDENCYPART_GRANDPAR
(8,16),(16,2),-1.03951 # DEPENDENCYPART_GRANDPAR
(8,16),(16,3),-0.806143 # DEPENDENCYPART_GRANDPAR
(8,16),(16,5),-0.905422 # DEPENDENCYPART_GRANDPAR
(8,16),(16,6),-1.00287 # DEPENDENCYPART_GRANDPAR
(8,16),(16,8),-0.803373 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,16),(16,10),-0.443644 # DEPENDENCYPART_GRANDPAR
(8,16),(16,12),-0.306727 # DEPENDENCYPART_GRANDPAR
(8,16),(16,13),0.0111236 # DEPENDENCYPART_GRANDPAR
(8,16),(16,14),-0.382245 # DEPENDENCYPART_GRANDPAR
(8,16),(16,15),-0.104418 # DEPENDENCYPART_GRANDPAR
(8,16),(16,17),-0.474212 # DEPENDENCYPART_GRANDPAR
(8,16),(16,18),-0.207777 # DEPENDENCYPART_GRANDPAR
(8,17),(17,14),-0.418685 # DEPENDENCYPART_GRANDPAR
(8,17),(17,15),-0.29447 # DEPENDENCYPART_GRANDPAR
(8,17),(17,16),-0.246471 # DEPENDENCYPART_GRANDPAR
(8,17),(17,18),-0.382376 # DEPENDENCYPART_GRANDPAR
(8,18),(18,15),-0.226255 # DEPENDENCYPART_GRANDPAR
(8,18),(18,16),-0.199439 # DEPENDENCYPART_GRANDPAR
(8,18),(18,17),-0.652836 # DEPENDENCYPART_GRANDPAR
(9,2),(2,1),-0.656054 # DEPENDENCYPART_GRANDPAR
(9,2),(2,3),-0.196071 # DEPENDENCYPART_GRANDPAR
(9,2),(2,4),-0.0924967 # DEPENDENCYPART_GRANDPAR
(9,2),(2,5),-0.298805 # DEPENDENCYPART_GRANDPAR
(9,2),(2,6),-0.0143175 # DEPENDENCYPART_GRANDPAR
(9,2),(2,7),-0.215621 # DEPENDENCYPART_GRANDPAR
(9,2),(2,8),-0.235977 # DEPENDENCYPART_GRANDPAR
(9,2),(2,9),-1.96908 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,2),(2,10),-1.44078 # DEPENDENCYPART_GRANDPAR
(9,2),(2,11),-1.25825 # DEPENDENCYPART_GRANDPAR
(9,2),(2,13),-1.00958 # DEPENDENCYPART_GRANDPAR
(9,2),(2,14),-1.10415 # DEPENDENCYPART_GRANDPAR
(9,2),(2,16),-1.13134 # DEPENDENCYPART_GRANDPAR
(9,2),(2,17),-1.26917 # DEPENDENCYPART_GRANDPAR
(9,2),(2,18),-1.12994 # DEPENDENCYPART_GRANDPAR
(9,3),(3,1),-0.643284 # DEPENDENCYPART_GRANDPAR
(9,3),(3,2),-0.562628 # DEPENDENCYPART_GRANDPAR
(9,3),(3,4),-0.0860108 # DEPENDENCYPART_GRANDPAR
(9,3),(3,5),-0.294619 # DEPENDENCYPART_GRANDPAR
(9,3),(3,6),-0.0140701 # DEPENDENCYPART_GRANDPAR
(9,3),(3,7),-0.201265 # DEPENDENCYPART_GRANDPAR
(9,3),(3,8),-0.221621 # DEPENDENCYPART_GRANDPAR
(9,3),(3,9),-1.96871 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,3),(3,10),-1.44041 # DEPENDENCYPART_GRANDPAR
(9,3),(3,11),-1.25788 # DEPENDENCYPART_GRANDPAR
(9,3),(3,13),-1.00921 # DEPENDENCYPART_GRANDPAR
(9,3),(3,14),-1.10378 # DEPENDENCYPART_GRANDPAR
(9,3),(3,15),-1.06602 # DEPENDENCYPART_GRANDPAR
(9,3),(3,16),-1.13097 # DEPENDENCYPART_GRANDPAR
(9,3),(3,17),-1.26881 # DEPENDENCYPART_GRANDPAR
(9,3),(3,18),-1.12958 # DEPENDENCYPART_GRANDPAR
(9,4),(4,5),-0.308986 # DEPENDENCYPART_GRANDPAR
(9,5),(5,1),-0.743825 # DEPENDENCYPART_GRANDPAR
(9,5),(5,2),-0.660823 # DEPENDENCYPART_GRANDPAR
(9,5),(5,3),-0.496428 # DEPENDENCYPART_GRANDPAR
(9,5),(5,4),-0.128428 # DEPENDENCYPART_GRANDPAR
(9,5),(5,6),-0.12807 # DEPENDENCYPART_GRANDPAR
(9,5),(5,7),-0.227837 # DEPENDENCYPART_GRANDPAR
(9,5),(5,8),-0.25902 # DEPENDENCYPART_GRANDPAR
(9,5),(5,9),-1.92065 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,5),(5,10),-1.33783 # DEPENDENCYPART_GRANDPAR
(9,5),(5,11),-1.20986 # DEPENDENCYPART_GRANDPAR
(9,5),(5,13),-0.927096 # DEPENDENCYPART_GRANDPAR
(9,5),(5,14),-1.07343 # DEPENDENCYPART_GRANDPAR
(9,5),(5,15),-1.03551 # DEPENDENCYPART_GRANDPAR
(9,5),(5,16),-1.09896 # DEPENDENCYPART_GRANDPAR
(9,5),(5,17),-1.22991 # DEPENDENCYPART_GRANDPAR
(9,5),(5,18),-1.06592 # DEPENDENCYPART_GRANDPAR
(9,6),(6,4),-0.124913 # DEPENDENCYPART_GRANDPAR
(9,6),(6,5),-0.453378 # DEPENDENCYPART_GRANDPAR
(9,6),(6,7),-0.405408 # DEPENDENCYPART_GRANDPAR
(9,6),(6,8),-0.461581 # DEPENDENCYPART_GRANDPAR
(9,6),(6,9),-1.84047 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,6),(6,10),-1.22256 # DEPENDENCYPART_GRANDPAR
(9,6),(6,11),-1.21446 # DEPENDENCYPART_GRANDPAR
(9,6),(6,13),-0.976387 # DEPENDENCYPART_GRANDPAR
(9,6),(6,14),-1.02773 # DEPENDENCYPART_GRANDPAR
(9,6),(6,15),-0.990728 # DEPENDENCYPART_GRANDPAR
(9,6),(6,16),-1.0499 # DEPENDENCYPART_GRANDPAR
(9,6),(6,17),-1.1957 # DEPENDENCYPART_GRANDPAR
(9,6),(6,18),-1.04086 # DEPENDENCYPART_GRANDPAR
(9,7),(7,8),-0.219348 # DEPENDENCYPART_GRANDPAR
(9,7),(7,9),-1.96871 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,7),(7,10),-1.44041 # DEPENDENCYPART_GRANDPAR
(9,8),(8,1),-0.659405 # DEPENDENCYPART_GRANDPAR
(9,8),(8,2),-0.578749 # DEPENDENCYPART_GRANDPAR
(9,8),(8,3),-0.422771 # DEPENDENCYPART_GRANDPAR
(9,8),(8,4),0.0106749 # DEPENDENCYPART_GRANDPAR
(9,8),(8,5),-0.554061 # DEPENDENCYPART_GRANDPAR
(9,8),(8,6),-0.438434 # DEPENDENCYPART_GRANDPAR
(9,8),(8,7),-0.433972 # DEPENDENCYPART_GRANDPAR
(9,8),(8,9),-1.97148 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,8),(8,10),-1.44106 # DEPENDENCYPART_GRANDPAR
(9,8),(8,11),-1.25885 # DEPENDENCYPART_GRANDPAR
(9,8),(8,12),-1.42786 # DEPENDENCYPART_GRANDPAR
(9,8),(8,13),-1.00998 # DEPENDENCYPART_GRANDPAR
(9,8),(8,14),-1.10443 # DEPENDENCYPART_GRANDPAR
(9,8),(8,15),-1.06676 # DEPENDENCYPART_GRANDPAR
(9,8),(8,16),-1.13221 # DEPENDENCYPART_GRANDPAR
(9,8),(8,17),-1.2698 # DEPENDENCYPART_GRANDPAR
(9,8),(8,18),-1.13022 # DEPENDENCYPART_GRANDPAR
(9,11),(11,1),-1.1362 # DEPENDENCYPART_GRANDPAR
(9,11),(11,2),-1.06253 # DEPENDENCYPART_GRANDPAR
(9,11),(11,3),-0.899324 # DEPENDENCYPART_GRANDPAR
(9,11),(11,4),-0.534688 # DEPENDENCYPART_GRANDPAR
(9,11),(11,5),-0.84861 # DEPENDENCYPART_GRANDPAR
(9,11),(11,6),-0.731191 # DEPENDENCYPART_GRANDPAR
(9,11),(11,7),-0.906912 # DEPENDENCYPART_GRANDPAR
(9,11),(11,8),-0.952218 # DEPENDENCYPART_GRANDPAR
(9,11),(11,9),-1.49013 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,11),(11,10),-0.838389 # DEPENDENCYPART_GRANDPAR
(9,11),(11,12),-0.887767 # DEPENDENCYPART_GRANDPAR
(9,11),(11,13),-0.230742 # DEPENDENCYPART_GRANDPAR
(9,11),(11,14),-0.493127 # DEPENDENCYPART_GRANDPAR
(9,11),(11,15),-0.477767 # DEPENDENCYPART_GRANDPAR
(9,11),(11,16),-0.418047 # DEPENDENCYPART_GRANDPAR
(9,11),(11,17),-0.801683 # DEPENDENCYPART_GRANDPAR
(9,11),(11,18),-0.513329 # DEPENDENCYPART_GRANDPAR
(9,13),(13,3),-0.944523 # DEPENDENCYPART_GRANDPAR
(9,13),(13,6),-0.617548 # DEPENDENCYPART_GRANDPAR
(9,13),(13,8),-0.997335 # DEPENDENCYPART_GRANDPAR
(9,13),(13,12),-0.6978 # DEPENDENCYPART_GRANDPAR
(9,13),(13,14),-0.489351 # DEPENDENCYPART_GRANDPAR
(9,13),(13,15),-0.486568 # DEPENDENCYPART_GRANDPAR
(9,13),(13,16),-0.475165 # DEPENDENCYPART_GRANDPAR
(9,13),(13,17),-0.576248 # DEPENDENCYPART_GRANDPAR
(9,13),(13,18),-0.409779 # DEPENDENCYPART_GRANDPAR
(11,1),(1,2),0.655211 # DEPENDENCYPART_GRANDPAR
(11,1),(1,3),0.420342 # DEPENDENCYPART_GRANDPAR
(11,1),(1,4),0.502676 # DEPENDENCYPART_GRANDPAR
(11,1),(1,5),0.295492 # DEPENDENCYPART_GRANDPAR
(11,1),(1,6),-0.08962 # DEPENDENCYPART_GRANDPAR
(11,1),(1,8),0.363427 # DEPENDENCYPART_GRANDPAR
(11,1),(1,10),0.529668 # DEPENDENCYPART_GRANDPAR
(11,2),(2,1),1.12618 # DEPENDENCYPART_GRANDPAR
(11,2),(2,3),0.411421 # DEPENDENCYPART_GRANDPAR
(11,2),(2,4),0.489849 # DEPENDENCYPART_GRANDPAR
(11,2),(2,5),0.284383 # DEPENDENCYPART_GRANDPAR
(11,2),(2,6),-0.0939305 # DEPENDENCYPART_GRANDPAR
(11,2),(2,7),0.167372 # DEPENDENCYPART_GRANDPAR
(11,2),(2,8),0.354506 # DEPENDENCYPART_GRANDPAR
(11,2),(2,9),0.718343 # DEPENDENCYPART_GRANDPAR
(11,2),(2,10),0.516842 # DEPENDENCYPART_GRANDPAR
(11,2),(2,11),-1.10084 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,2),(2,13),-0.186937 # DEPENDENCYPART_GRANDPAR
(11,2),(2,14),0.220479 # DEPENDENCYPART_GRANDPAR
(11,2),(2,16),-0.403127 # DEPENDENCYPART_GRANDPAR
(11,2),(2,17),-0.834904 # DEPENDENCYPART_GRANDPAR
(11,2),(2,18),-0.341745 # DEPENDENCYPART_GRANDPAR
(11,3),(3,1),1.14944 # DEPENDENCYPART_GRANDPAR
(11,3),(3,2),0.500335 # DEPENDENCYPART_GRANDPAR
(11,3),(3,4),0.518031 # DEPENDENCYPART_GRANDPAR
(11,3),(3,5),0.303678 # DEPENDENCYPART_GRANDPAR
(11,3),(3,6),-0.0811944 # DEPENDENCYPART_GRANDPAR
(11,3),(3,7),0.199001 # DEPENDENCYPART_GRANDPAR
(11,3),(3,8),0.386135 # DEPENDENCYPART_GRANDPAR
(11,3),(3,9),0.749729 # DEPENDENCYPART_GRANDPAR
(11,3),(3,10),0.545023 # DEPENDENCYPART_GRANDPAR
(11,3),(3,11),-1.10084 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,3),(3,13),-0.186937 # DEPENDENCYPART_GRANDPAR
(11,3),(3,14),0.220479 # DEPENDENCYPART_GRANDPAR
(11,3),(3,15),-0.232827 # DEPENDENCYPART_GRANDPAR
(11,3),(3,16),-0.403127 # DEPENDENCYPART_GRANDPAR
(11,3),(3,17),-0.834904 # DEPENDENCYPART_GRANDPAR
(11,3),(3,18),-0.341745 # DEPENDENCYPART_GRANDPAR
