# _root_ The next day , Mr. Schaeffer presented the couple with a check for $ 151,000 to help them build a new home in the same neighborhood .
#goldHeads=3,3,7,7,6,7,0,9,7,7,12,10,12,15,13,17,7,19,17,22,22,19,19,26,26,23,7,
#predictedHeads=3,3,7,7,6,7,0,9,7,7,12,10,12,15,13,17,12,19,17,22,22,19,22,26,26,23,7,
(7,6),(7,9),-0.00567427 # DEPENDENCYPART_SIBL
(7,6),(7,10),-0.032053 # DEPENDENCYPART_SIBL
(7,6),(7,11),-0.130166 # DEPENDENCYPART_SIBL
(7,6),(7,12),-0.00254245 # DEPENDENCYPART_SIBL
(7,6),(7,13),0.00221451 # DEPENDENCYPART_SIBL
(7,6),(7,14),-0.0753419 # DEPENDENCYPART_SIBL
(7,6),(7,16),0.0166659 # DEPENDENCYPART_SIBL
(7,6),(7,17),-0.0340731 # DEPENDENCYPART_SIBL
(7,6),(7,19),-0.00784864 # DEPENDENCYPART_SIBL
(7,6),(7,22),0.00305691 # DEPENDENCYPART_SIBL
(7,6),(7,23),-0.0139045 # DEPENDENCYPART_SIBL
(7,6),(7,27),0.0122036 # DEPENDENCYPART_SIBL
(7,8),(7,9),-0.0301789 # DEPENDENCYPART_SIBL
(7,8),(7,10),-0.0112094 # DEPENDENCYPART_SIBL
(7,8),(7,11),-0.0278898 # DEPENDENCYPART_SIBL
(7,8),(7,12),-0.0248543 # DEPENDENCYPART_SIBL
(7,8),(7,13),-0.0175852 # DEPENDENCYPART_SIBL
(7,8),(7,14),-0.0447267 # DEPENDENCYPART_SIBL
(7,8),(7,16),-0.0125725 # DEPENDENCYPART_SIBL
(7,8),(7,17),-0.0375542 # DEPENDENCYPART_SIBL
(7,8),(7,19),-0.0445905 # DEPENDENCYPART_SIBL
(7,8),(7,22),-0.0306752 # DEPENDENCYPART_SIBL
(7,8),(7,23),-0.0722675 # DEPENDENCYPART_SIBL
(7,8),(7,27),-0.0476568 # DEPENDENCYPART_SIBL
(7,9),(7,10),0.0535904 # DEPENDENCYPART_SIBL
(7,9),(7,11),-0.0171053 # DEPENDENCYPART_SIBL
(7,9),(7,12),-0.0132761 # DEPENDENCYPART_SIBL
(7,9),(7,13),0.00393771 # DEPENDENCYPART_SIBL
(7,9),(7,14),-0.0234959 # DEPENDENCYPART_SIBL
(7,9),(7,16),0.0382527 # DEPENDENCYPART_SIBL
(7,9),(7,17),-0.00787431 # DEPENDENCYPART_SIBL
(7,9),(7,19),-0.0141974 # DEPENDENCYPART_SIBL
(7,9),(7,22),-0.0162625 # DEPENDENCYPART_SIBL
(7,9),(7,23),0.0245707 # DEPENDENCYPART_SIBL
(7,9),(7,27),-0.00501583 # DEPENDENCYPART_SIBL
(7,10),(7,11),-0.0381632 # DEPENDENCYPART_SIBL
(7,10),(7,12),0.00524978 # DEPENDENCYPART_SIBL
(7,10),(7,13),-0.0383385 # DEPENDENCYPART_SIBL
(7,10),(7,14),-0.0540002 # DEPENDENCYPART_SIBL
(7,10),(7,16),-0.0138954 # DEPENDENCYPART_SIBL
(7,10),(7,17),-0.00543554 # DEPENDENCYPART_SIBL
(7,10),(7,19),-0.0137204 # DEPENDENCYPART_SIBL
(7,10),(7,22),-0.00377445 # DEPENDENCYPART_SIBL
(7,10),(7,23),0.0357105 # DEPENDENCYPART_SIBL
(7,10),(7,27),-0.0206205 # DEPENDENCYPART_SIBL
(7,11),(7,12),-0.0275741 # DEPENDENCYPART_SIBL
(7,11),(7,13),-0.0444432 # DEPENDENCYPART_SIBL
(7,11),(7,14),-0.0587589 # DEPENDENCYPART_SIBL
(7,11),(7,16),-0.0226935 # DEPENDENCYPART_SIBL
(7,11),(7,17),-0.0513937 # DEPENDENCYPART_SIBL
(7,11),(7,19),-0.058469 # DEPENDENCYPART_SIBL
(7,11),(7,22),-0.0334195 # DEPENDENCYPART_SIBL
(7,11),(7,23),-0.0990195 # DEPENDENCYPART_SIBL
(7,11),(7,27),-0.0589353 # DEPENDENCYPART_SIBL
(7,12),(7,13),0.00155941 # DEPENDENCYPART_SIBL
(7,12),(7,14),-0.0232633 # DEPENDENCYPART_SIBL
(7,12),(7,16),0.0384853 # DEPENDENCYPART_SIBL
(7,12),(7,17),-0.0119124 # DEPENDENCYPART_SIBL
(7,12),(7,19),-0.0182355 # DEPENDENCYPART_SIBL
(7,12),(7,22),-0.0169625 # DEPENDENCYPART_SIBL
(7,12),(7,23),0.0282677 # DEPENDENCYPART_SIBL
(7,12),(7,27),-0.0051401 # DEPENDENCYPART_SIBL
(7,13),(7,14),-0.0503694 # DEPENDENCYPART_SIBL
(7,13),(7,16),-0.0287974 # DEPENDENCYPART_SIBL
(7,13),(7,17),-0.0130939 # DEPENDENCYPART_SIBL
(7,13),(7,19),-0.0217745 # DEPENDENCYPART_SIBL
(7,13),(7,22),0.00410399 # DEPENDENCYPART_SIBL
(7,13),(7,23),0.0197364 # DEPENDENCYPART_SIBL
(7,13),(7,27),-0.0185356 # DEPENDENCYPART_SIBL
(7,14),(7,16),-0.00379368 # DEPENDENCYPART_SIBL
(7,14),(7,17),0.00199167 # DEPENDENCYPART_SIBL
(7,14),(7,19),-0.00625835 # DEPENDENCYPART_SIBL
(7,14),(7,22),-0.00919685 # DEPENDENCYPART_SIBL
(7,14),(7,23),-0.00588603 # DEPENDENCYPART_SIBL
(7,14),(7,27),-0.015466 # DEPENDENCYPART_SIBL
(7,16),(7,17),-0.0268511 # DEPENDENCYPART_SIBL
(7,16),(7,19),-0.0201932 # DEPENDENCYPART_SIBL
(7,16),(7,22),-0.0123867 # DEPENDENCYPART_SIBL
(7,16),(7,23),0.0127228 # DEPENDENCYPART_SIBL
(7,16),(7,27),-0.0121574 # DEPENDENCYPART_SIBL
(7,17),(7,19),-0.0427403 # DEPENDENCYPART_SIBL
(7,17),(7,22),-0.0190693 # DEPENDENCYPART_SIBL
(7,17),(7,23),0.00203933 # DEPENDENCYPART_SIBL
(7,17),(7,27),-0.0243445 # DEPENDENCYPART_SIBL
(7,19),(7,22),-0.0304715 # DEPENDENCYPART_SIBL
(7,19),(7,23),-0.0220535 # DEPENDENCYPART_SIBL
(7,19),(7,27),-0.0225778 # DEPENDENCYPART_SIBL
(7,22),(7,23),0.0220571 # DEPENDENCYPART_SIBL
(7,22),(7,27),-0.00664867 # DEPENDENCYPART_SIBL
(7,23),(7,27),-0.0275616 # DEPENDENCYPART_SIBL
(9,1),(9,2),-0.0215494 # DEPENDENCYPART_SIBL
(9,1),(9,3),0.0348483 # DEPENDENCYPART_SIBL
(9,1),(9,4),0.0211082 # DEPENDENCYPART_SIBL
(9,1),(9,5),-0.00698458 # DEPENDENCYPART_SIBL
(9,1),(9,6),0.0614021 # DEPENDENCYPART_SIBL
(9,1),(9,7),0.128085 # DEPENDENCYPART_SIBL
(9,1),(9,8),-0.380423 # DEPENDENCYPART_SIBL
(9,1),(9,10),-0.261809 # DEPENDENCYPART_SIBL
(9,1),(9,12),0.00447576 # DEPENDENCYPART_SIBL
(9,1),(9,13),-0.039934 # DEPENDENCYPART_SIBL
(9,1),(9,14),-0.0259742 # DEPENDENCYPART_SIBL
(9,1),(9,15),-0.100813 # DEPENDENCYPART_SIBL
(9,1),(9,16),0.0118087 # DEPENDENCYPART_SIBL
(9,1),(9,17),0.128429 # DEPENDENCYPART_SIBL
(9,1),(9,19),0.160891 # DEPENDENCYPART_SIBL
(9,1),(9,23),0.000103932 # DEPENDENCYPART_SIBL
(9,1),(9,27),-0.0720324 # DEPENDENCYPART_SIBL
(9,2),(9,3),-0.00661938 # DEPENDENCYPART_SIBL
(9,2),(9,4),0.0464057 # DEPENDENCYPART_SIBL
(9,2),(9,5),-0.0294635 # DEPENDENCYPART_SIBL
(9,2),(9,6),0.0268181 # DEPENDENCYPART_SIBL
(9,2),(9,7),0.0391584 # DEPENDENCYPART_SIBL
(9,2),(9,8),-0.131764 # DEPENDENCYPART_SIBL
(9,2),(9,10),-0.0794281 # DEPENDENCYPART_SIBL
(9,2),(9,12),-0.00489106 # DEPENDENCYPART_SIBL
(9,2),(9,13),-0.0965936 # DEPENDENCYPART_SIBL
(9,2),(9,14),-0.0266774 # DEPENDENCYPART_SIBL
(9,2),(9,15),-0.115234 # DEPENDENCYPART_SIBL
(9,2),(9,16),-0.0404058 # DEPENDENCYPART_SIBL
(9,2),(9,17),-0.0410337 # DEPENDENCYPART_SIBL
(9,2),(9,19),-0.00511613 # DEPENDENCYPART_SIBL
(9,2),(9,23),-0.0362455 # DEPENDENCYPART_SIBL
(9,2),(9,27),-0.076754 # DEPENDENCYPART_SIBL
(9,3),(9,4),0.019514 # DEPENDENCYPART_SIBL
(9,3),(9,5),-0.170602 # DEPENDENCYPART_SIBL
(9,3),(9,6),-0.00366431 # DEPENDENCYPART_SIBL
(9,3),(9,7),0.0175477 # DEPENDENCYPART_SIBL
(9,3),(9,8),-0.172068 # DEPENDENCYPART_SIBL
(9,3),(9,10),-0.00536961 # DEPENDENCYPART_SIBL
(9,3),(9,12),0.00065054 # DEPENDENCYPART_SIBL
(9,3),(9,13),-0.00757895 # DEPENDENCYPART_SIBL
(9,3),(9,14),-0.0389818 # DEPENDENCYPART_SIBL
(9,3),(9,15),-0.0499118 # DEPENDENCYPART_SIBL
(9,3),(9,16),-0.100914 # DEPENDENCYPART_SIBL
(9,3),(9,17),-0.0545985 # DEPENDENCYPART_SIBL
(9,3),(9,19),-0.0436877 # DEPENDENCYPART_SIBL
(9,3),(9,23),0.00996394 # DEPENDENCYPART_SIBL
(9,3),(9,27),0.0136699 # DEPENDENCYPART_SIBL
(9,4),(9,5),0.0644417 # DEPENDENCYPART_SIBL
(9,4),(9,6),-0.00630213 # DEPENDENCYPART_SIBL
(9,4),(9,7),0.0737903 # DEPENDENCYPART_SIBL
(9,4),(9,8),0.0269068 # DEPENDENCYPART_SIBL
(9,4),(9,10),-0.0848062 # DEPENDENCYPART_SIBL
(9,4),(9,12),-0.0292953 # DEPENDENCYPART_SIBL
(9,4),(9,13),-0.149587 # DEPENDENCYPART_SIBL
(9,4),(9,14),-0.0841263 # DEPENDENCYPART_SIBL
(9,4),(9,15),-0.105191 # DEPENDENCYPART_SIBL
(9,4),(9,16),0.00066411 # DEPENDENCYPART_SIBL
(9,4),(9,17),0.0199171 # DEPENDENCYPART_SIBL
(9,4),(9,19),0.021257 # DEPENDENCYPART_SIBL
(9,4),(9,23),-0.0212317 # DEPENDENCYPART_SIBL
(9,4),(9,27),0.033028 # DEPENDENCYPART_SIBL
(9,5),(9,6),-0.058992 # DEPENDENCYPART_SIBL
(9,5),(9,7),0.00211902 # DEPENDENCYPART_SIBL
(9,5),(9,8),-0.175267 # DEPENDENCYPART_SIBL
(9,5),(9,10),-0.177755 # DEPENDENCYPART_SIBL
(9,5),(9,12),-0.0139711 # DEPENDENCYPART_SIBL
(9,5),(9,13),-0.184647 # DEPENDENCYPART_SIBL
(9,5),(9,14),-0.0762727 # DEPENDENCYPART_SIBL
(9,5),(9,15),-0.102866 # DEPENDENCYPART_SIBL
(9,5),(9,16),-0.138468 # DEPENDENCYPART_SIBL
(9,5),(9,17),-0.143001 # DEPENDENCYPART_SIBL
(9,5),(9,19),-0.132067 # DEPENDENCYPART_SIBL
(9,5),(9,23),-0.198214 # DEPENDENCYPART_SIBL
(9,5),(9,27),-0.0765914 # DEPENDENCYPART_SIBL
(9,6),(9,7),0.0349338 # DEPENDENCYPART_SIBL
(9,6),(9,8),-0.145211 # DEPENDENCYPART_SIBL
(9,6),(9,10),-0.00716438 # DEPENDENCYPART_SIBL
(9,6),(9,12),0.0139895 # DEPENDENCYPART_SIBL
(9,6),(9,13),-0.0145429 # DEPENDENCYPART_SIBL
(9,6),(9,14),-0.0263213 # DEPENDENCYPART_SIBL
(9,6),(9,15),-0.0500353 # DEPENDENCYPART_SIBL
(9,6),(9,16),-0.0783667 # DEPENDENCYPART_SIBL
(9,6),(9,17),-0.0382154 # DEPENDENCYPART_SIBL
(9,6),(9,19),-0.0273046 # DEPENDENCYPART_SIBL
(9,6),(9,23),0.0127764 # DEPENDENCYPART_SIBL
(9,6),(9,27),0.0135965 # DEPENDENCYPART_SIBL
(9,7),(9,8),-0.00329122 # DEPENDENCYPART_SIBL
(9,7),(9,10),-0.0243638 # DEPENDENCYPART_SIBL
(9,7),(9,12),0.00424815 # DEPENDENCYPART_SIBL
(9,7),(9,13),0.0333915 # DEPENDENCYPART_SIBL
(9,7),(9,14),-0.0522344 # DEPENDENCYPART_SIBL
(9,7),(9,15),-0.0917928 # DEPENDENCYPART_SIBL
(9,7),(9,16),-0.0029437 # DEPENDENCYPART_SIBL
(9,7),(9,17),-0.0520626 # DEPENDENCYPART_SIBL
(9,7),(9,19),-0.0355454 # DEPENDENCYPART_SIBL
(9,7),(9,23),0.0357656 # DEPENDENCYPART_SIBL
(9,7),(9,27),0.030485 # DEPENDENCYPART_SIBL
(9,8),(9,10),-0.261809 # DEPENDENCYPART_SIBL
(9,8),(9,12),0.00447576 # DEPENDENCYPART_SIBL
(9,8),(9,13),-0.039934 # DEPENDENCYPART_SIBL
(9,8),(9,14),-0.0259742 # DEPENDENCYPART_SIBL
(9,8),(9,15),-0.100813 # DEPENDENCYPART_SIBL
(9,8),(9,16),0.0118087 # DEPENDENCYPART_SIBL
(9,8),(9,17),0.128429 # DEPENDENCYPART_SIBL
(9,8),(9,19),0.160891 # DEPENDENCYPART_SIBL
(9,8),(9,23),0.000103932 # DEPENDENCYPART_SIBL
(9,8),(9,27),-0.0720324 # DEPENDENCYPART_SIBL
(9,10),(9,12),-0.023865 # DEPENDENCYPART_SIBL
(9,10),(9,13),-0.0264817 # DEPENDENCYPART_SIBL
(9,10),(9,14),-0.00906018 # DEPENDENCYPART_SIBL
(9,10),(9,15),-0.0360686 # DEPENDENCYPART_SIBL
(9,10),(9,16),-0.00902741 # DEPENDENCYPART_SIBL
(9,10),(9,17),0.00372302 # DEPENDENCYPART_SIBL
(9,10),(9,19),-0.0025162 # DEPENDENCYPART_SIBL
(9,10),(9,23),-0.0205231 # DEPENDENCYPART_SIBL
(9,10),(9,27),-0.0137922 # DEPENDENCYPART_SIBL
(9,12),(9,13),-0.00709362 # DEPENDENCYPART_SIBL
(9,12),(9,14),0.0163322 # DEPENDENCYPART_SIBL
(9,12),(9,15),-0.00803464 # DEPENDENCYPART_SIBL
(9,12),(9,16),0.00112024 # DEPENDENCYPART_SIBL
(9,12),(9,17),-0.0148921 # DEPENDENCYPART_SIBL
(9,12),(9,19),-0.0179346 # DEPENDENCYPART_SIBL
(9,12),(9,23),-0.0118867 # DEPENDENCYPART_SIBL
(9,12),(9,27),0.0224178 # DEPENDENCYPART_SIBL
(9,13),(9,14),0.0118858 # DEPENDENCYPART_SIBL
(9,13),(9,15),-0.016667 # DEPENDENCYPART_SIBL
(9,13),(9,16),-0.00646679 # DEPENDENCYPART_SIBL
(9,13),(9,17),-0.0159915 # DEPENDENCYPART_SIBL
(9,13),(9,19),-0.0161763 # DEPENDENCYPART_SIBL
(9,13),(9,23),0.0276573 # DEPENDENCYPART_SIBL
(9,13),(9,27),0.0465344 # DEPENDENCYPART_SIBL
(9,14),(9,15),-0.0325054 # DEPENDENCYPART_SIBL
(9,14),(9,16),-0.00075938 # DEPENDENCYPART_SIBL
(9,14),(9,17),-0.018829 # DEPENDENCYPART_SIBL
(9,14),(9,19),-0.0225543 # DEPENDENCYPART_SIBL
(9,14),(9,23),-0.00365271 # DEPENDENCYPART_SIBL
(9,14),(9,27),0.0528641 # DEPENDENCYPART_SIBL
(9,15),(9,16),-0.0219294 # DEPENDENCYPART_SIBL
(9,15),(9,17),-0.00846309 # DEPENDENCYPART_SIBL
(9,15),(9,19),-0.0220633 # DEPENDENCYPART_SIBL
(9,15),(9,23),-0.00528249 # DEPENDENCYPART_SIBL
(9,15),(9,27),0.0135645 # DEPENDENCYPART_SIBL
(9,16),(9,17),-0.0129794 # DEPENDENCYPART_SIBL
(9,16),(9,19),-0.00913335 # DEPENDENCYPART_SIBL
(9,16),(9,23),-0.00306002 # DEPENDENCYPART_SIBL
(9,16),(9,27),0.0872369 # DEPENDENCYPART_SIBL
(9,17),(9,19),-0.00699225 # DEPENDENCYPART_SIBL
(9,17),(9,23),0.00216165 # DEPENDENCYPART_SIBL
(9,17),(9,27),-0.00105193 # DEPENDENCYPART_SIBL
(9,19),(9,23),-0.00294136 # DEPENDENCYPART_SIBL
(9,19),(9,27),0.00873709 # DEPENDENCYPART_SIBL
(9,23),(9,27),0.00272341 # DEPENDENCYPART_SIBL
(10,8),(10,9),0.0388403 # DEPENDENCYPART_SIBL
(10,8),(10,11),0.0118021 # DEPENDENCYPART_SIBL
(10,8),(10,12),-0.0528757 # DEPENDENCYPART_SIBL
(10,8),(10,13),0.00702225 # DEPENDENCYPART_SIBL
(10,8),(10,14),-0.0362111 # DEPENDENCYPART_SIBL
(10,8),(10,15),0.0194897 # DEPENDENCYPART_SIBL
(10,8),(10,16),0.00606354 # DEPENDENCYPART_SIBL
(10,8),(10,17),-0.0204386 # DEPENDENCYPART_SIBL
(10,9),(10,11),-0.0132006 # DEPENDENCYPART_SIBL
(10,9),(10,12),0.0290214 # DEPENDENCYPART_SIBL
(10,9),(10,13),-0.049832 # DEPENDENCYPART_SIBL
(10,9),(10,14),-0.0566526 # DEPENDENCYPART_SIBL
(10,9),(10,15),-0.00113258 # DEPENDENCYPART_SIBL
(10,9),(10,16),0.0106604 # DEPENDENCYPART_SIBL
(10,9),(10,17),-0.0427612 # DEPENDENCYPART_SIBL
(10,11),(10,12),0.00336949 # DEPENDENCYPART_SIBL
(10,11),(10,13),-0.0281469 # DEPENDENCYPART_SIBL
(10,11),(10,14),-0.0060664 # DEPENDENCYPART_SIBL
(10,11),(10,15),0.0620166 # DEPENDENCYPART_SIBL
(10,11),(10,16),-0.015693 # DEPENDENCYPART_SIBL
(10,11),(10,17),-0.0167472 # DEPENDENCYPART_SIBL
(10,12),(10,13),-0.0567462 # DEPENDENCYPART_SIBL
(10,12),(10,14),-0.0652686 # DEPENDENCYPART_SIBL
(10,12),(10,15),-0.0242634 # DEPENDENCYPART_SIBL
(10,12),(10,16),-0.0590764 # DEPENDENCYPART_SIBL
(10,12),(10,17),-0.0562782 # DEPENDENCYPART_SIBL
(10,13),(10,14),-0.0415477 # DEPENDENCYPART_SIBL
(10,13),(10,15),-0.0118629 # DEPENDENCYPART_SIBL
(10,13),(10,16),-0.0769733 # DEPENDENCYPART_SIBL
(10,13),(10,17),-0.0446146 # DEPENDENCYPART_SIBL
(10,14),(10,15),-0.0809407 # DEPENDENCYPART_SIBL
(10,14),(10,16),-0.0572642 # DEPENDENCYPART_SIBL
(10,14),(10,17),-0.0798154 # DEPENDENCYPART_SIBL
(10,15),(10,16),-0.0431676 # DEPENDENCYPART_SIBL
(10,15),(10,17),-0.0469871 # DEPENDENCYPART_SIBL
(10,16),(10,17),0.0154275 # DEPENDENCYPART_SIBL
(12,3),(12,8),-0.167424 # DEPENDENCYPART_SIBL
(12,3),(12,9),0.001322 # DEPENDENCYPART_SIBL
(12,3),(12,10),-0.0047927 # DEPENDENCYPART_SIBL
(12,3),(12,11),-0.084688 # DEPENDENCYPART_SIBL
(12,3),(12,13),0.00255378 # DEPENDENCYPART_SIBL
(12,3),(12,14),-0.0356038 # DEPENDENCYPART_SIBL
(12,3),(12,15),-0.0465339 # DEPENDENCYPART_SIBL
(12,3),(12,16),-0.097537 # DEPENDENCYPART_SIBL
(12,3),(12,17),-0.0484627 # DEPENDENCYPART_SIBL
(12,3),(12,19),-0.0409793 # DEPENDENCYPART_SIBL
(12,3),(12,23),0.0128537 # DEPENDENCYPART_SIBL
(12,3),(12,27),0.0310766 # DEPENDENCYPART_SIBL
(12,8),(12,9),0.0505311 # DEPENDENCYPART_SIBL
(12,8),(12,10),-0.00710594 # DEPENDENCYPART_SIBL
(12,8),(12,11),-0.358325 # DEPENDENCYPART_SIBL
(12,8),(12,13),-0.021791 # DEPENDENCYPART_SIBL
(12,8),(12,14),-0.0227316 # DEPENDENCYPART_SIBL
(12,8),(12,15),-0.0975707 # DEPENDENCYPART_SIBL
(12,8),(12,16),0.0150506 # DEPENDENCYPART_SIBL
(12,8),(12,17),0.138403 # DEPENDENCYPART_SIBL
(12,8),(12,19),0.165724 # DEPENDENCYPART_SIBL
(12,8),(12,23),0.00918124 # DEPENDENCYPART_SIBL
(12,8),(12,27),-0.0572563 # DEPENDENCYPART_SIBL
(12,9),(12,10),0.00471024 # DEPENDENCYPART_SIBL
(12,9),(12,11),-0.0532852 # DEPENDENCYPART_SIBL
(12,9),(12,13),0.000403934 # DEPENDENCYPART_SIBL
(12,9),(12,14),-0.0211398 # DEPENDENCYPART_SIBL
(12,9),(12,15),-0.0450902 # DEPENDENCYPART_SIBL
(12,9),(12,16),-0.0732151 # DEPENDENCYPART_SIBL
(12,9),(12,17),-0.0281698 # DEPENDENCYPART_SIBL
(12,9),(12,19),-0.0206865 # DEPENDENCYPART_SIBL
(12,9),(12,23),0.0195308 # DEPENDENCYPART_SIBL
(12,9),(12,27),0.0381664 # DEPENDENCYPART_SIBL
(12,10),(12,11),-0.0242385 # DEPENDENCYPART_SIBL
(12,10),(12,13),0.0245771 # DEPENDENCYPART_SIBL
(12,10),(12,14),0.00356417 # DEPENDENCYPART_SIBL
(12,10),(12,15),-0.0631945 # DEPENDENCYPART_SIBL
(12,10),(12,16),-0.0320165 # DEPENDENCYPART_SIBL
(12,10),(12,17),-0.0654767 # DEPENDENCYPART_SIBL
(12,10),(12,19),-0.0453418 # DEPENDENCYPART_SIBL
(12,10),(12,23),0.00487984 # DEPENDENCYPART_SIBL
(12,10),(12,27),0.000362346 # DEPENDENCYPART_SIBL
(12,11),(12,13),0.158483 # DEPENDENCYPART_SIBL
(12,11),(12,14),0.10386 # DEPENDENCYPART_SIBL
(12,11),(12,15),-0.0125013 # DEPENDENCYPART_SIBL
(12,11),(12,16),0.133248 # DEPENDENCYPART_SIBL
(12,11),(12,17),0.329642 # DEPENDENCYPART_SIBL
(12,11),(12,19),0.324029 # DEPENDENCYPART_SIBL
(12,11),(12,23),0.108523 # DEPENDENCYPART_SIBL
(12,11),(12,27),0.017712 # DEPENDENCYPART_SIBL
(12,13),(12,14),0.0211164 # DEPENDENCYPART_SIBL
(12,13),(12,15),-0.00743641 # DEPENDENCYPART_SIBL
(12,13),(12,16),0.00276391 # DEPENDENCYPART_SIBL
(12,13),(12,17),-0.00711995 # DEPENDENCYPART_SIBL
(12,13),(12,19),-0.0073047 # DEPENDENCYPART_SIBL
(12,13),(12,23),0.0374135 # DEPENDENCYPART_SIBL
(12,13),(12,27),0.0535987 # DEPENDENCYPART_SIBL
(12,14),(12,15),-0.0325054 # DEPENDENCYPART_SIBL
(12,14),(12,16),-0.000759265 # DEPENDENCYPART_SIBL
(12,14),(12,17),-0.0193197 # DEPENDENCYPART_SIBL
(12,14),(12,19),-0.023045 # DEPENDENCYPART_SIBL
(12,14),(12,23),-0.00431861 # DEPENDENCYPART_SIBL
(12,14),(12,27),0.051595 # DEPENDENCYPART_SIBL
(12,15),(12,16),-0.0219293 # DEPENDENCYPART_SIBL
(12,15),(12,17),-0.0089538 # DEPENDENCYPART_SIBL
(12,15),(12,19),-0.022554 # DEPENDENCYPART_SIBL
(12,15),(12,23),-0.00594839 # DEPENDENCYPART_SIBL
(12,15),(12,27),0.0122953 # DEPENDENCYPART_SIBL
(12,16),(12,17),-0.0134562 # DEPENDENCYPART_SIBL
(12,16),(12,19),-0.0096102 # DEPENDENCYPART_SIBL
(12,16),(12,23),-0.00370948 # DEPENDENCYPART_SIBL
(12,16),(12,27),0.0859874 # DEPENDENCYPART_SIBL
(12,17),(12,19),-0.00999323 # DEPENDENCYPART_SIBL
(12,17),(12,23),-0.00104495 # DEPENDENCYPART_SIBL
(12,17),(12,27),-0.00486204 # DEPENDENCYPART_SIBL
(12,19),(12,23),-0.00614797 # DEPENDENCYPART_SIBL
(12,19),(12,27),0.00492698 # DEPENDENCYPART_SIBL
(12,23),(12,27),0.0039982 # DEPENDENCYPART_SIBL
(13,9),(13,11),0.0127976 # DEPENDENCYPART_SIBL
(13,9),(13,12),-0.00420648 # DEPENDENCYPART_SIBL
(13,9),(13,14),-0.0591984 # DEPENDENCYPART_SIBL
(13,9),(13,15),-0.0168346 # DEPENDENCYPART_SIBL
(13,9),(13,16),-0.00179161 # DEPENDENCYPART_SIBL
(13,9),(13,17),-0.0521764 # DEPENDENCYPART_SIBL
(13,9),(13,19),-0.0385338 # DEPENDENCYPART_SIBL
(13,9),(13,22),-0.0165477 # DEPENDENCYPART_SIBL
(13,11),(13,12),0.0542568 # DEPENDENCYPART_SIBL
(13,11),(13,14),0.0221861 # DEPENDENCYPART_SIBL
(13,11),(13,15),0.0347544 # DEPENDENCYPART_SIBL
(13,11),(13,16),0.0746093 # DEPENDENCYPART_SIBL
(13,11),(13,17),0.0314359 # DEPENDENCYPART_SIBL
(13,11),(13,19),0.0339645 # DEPENDENCYPART_SIBL
(13,11),(13,22),-0.0845898 # DEPENDENCYPART_SIBL
(13,12),(13,14),-0.0592006 # DEPENDENCYPART_SIBL
(13,12),(13,15),-0.0166004 # DEPENDENCYPART_SIBL
(13,12),(13,16),-0.0017643 # DEPENDENCYPART_SIBL
(13,12),(13,17),-0.0555981 # DEPENDENCYPART_SIBL
(13,12),(13,19),-0.0419555 # DEPENDENCYPART_SIBL
(13,12),(13,22),-0.0159391 # DEPENDENCYPART_SIBL
(13,14),(13,15),-0.0806822 # DEPENDENCYPART_SIBL
(13,14),(13,16),-0.0578634 # DEPENDENCYPART_SIBL
(13,14),(13,17),-0.0762251 # DEPENDENCYPART_SIBL
(13,14),(13,19),-0.0776278 # DEPENDENCYPART_SIBL
(13,14),(13,22),-0.112859 # DEPENDENCYPART_SIBL
(13,15),(13,16),-0.0454747 # DEPENDENCYPART_SIBL
(13,15),(13,17),-0.0426351 # DEPENDENCYPART_SIBL
(13,15),(13,19),-0.0539023 # DEPENDENCYPART_SIBL
(13,15),(13,22),-0.0851292 # DEPENDENCYPART_SIBL
(13,16),(13,17),0.0104054 # DEPENDENCYPART_SIBL
(13,16),(13,19),0.0166345 # DEPENDENCYPART_SIBL
(13,16),(13,22),0.00534498 # DEPENDENCYPART_SIBL
(13,17),(13,19),-0.05348 # DEPENDENCYPART_SIBL
(13,17),(13,22),-0.0584912 # DEPENDENCYPART_SIBL
(13,19),(13,22),-0.0568612 # DEPENDENCYPART_SIBL
(14,8),(14,10),0.175333 # DEPENDENCYPART_SIBL
(14,8),(14,11),-0.124363 # DEPENDENCYPART_SIBL
(14,8),(14,12),0.0963683 # DEPENDENCYPART_SIBL
(14,8),(14,13),0.18672 # DEPENDENCYPART_SIBL
(14,8),(14,15),0.185515 # DEPENDENCYPART_SIBL
(14,8),(14,17),0.141991 # DEPENDENCYPART_SIBL
(14,8),(14,19),0.149851 # DEPENDENCYPART_SIBL
(14,8),(14,22),0.191345 # DEPENDENCYPART_SIBL
(14,8),(14,23),0.282716 # DEPENDENCYPART_SIBL
(14,8),(14,26),0.198152 # DEPENDENCYPART_SIBL
(14,8),(14,27),0.0230077 # DEPENDENCYPART_SIBL
(14,10),(14,11),-0.0333644 # DEPENDENCYPART_SIBL
(14,10),(14,12),-0.0149525 # DEPENDENCYPART_SIBL
(14,10),(14,13),0.0278158 # DEPENDENCYPART_SIBL
(14,10),(14,15),0.00342013 # DEPENDENCYPART_SIBL
(14,10),(14,17),-0.0905385 # DEPENDENCYPART_SIBL
(14,10),(14,19),-0.0783188 # DEPENDENCYPART_SIBL
(14,10),(14,22),0.0964873 # DEPENDENCYPART_SIBL
(14,10),(14,23),0.00865204 # DEPENDENCYPART_SIBL
