# _root_ If these conditions are met , he said , the ANC would be prepared to discuss suspending its guerrilla activities .
#goldHeads=4,3,4,12,4,7,12,7,7,11,12,0,12,13,16,14,16,20,20,17,12,
#predictedHeads=4,3,4,12,4,8,8,12,8,11,12,0,12,13,16,14,16,20,20,17,12,
(5,13),(5,14),-0.000520836 # DEPENDENCYPART_SIBL
(5,13),(5,15),-0.0148093 # DEPENDENCYPART_SIBL
(5,13),(5,16),-0.00229339 # DEPENDENCYPART_SIBL
(5,13),(5,17),-0.00476082 # DEPENDENCYPART_SIBL
(5,13),(5,21),0.0274 # DEPENDENCYPART_SIBL
(5,14),(5,15),-0.0468703 # DEPENDENCYPART_SIBL
(5,14),(5,16),-0.0279296 # DEPENDENCYPART_SIBL
(5,14),(5,17),-0.0303971 # DEPENDENCYPART_SIBL
(5,14),(5,21),-0.0191924 # DEPENDENCYPART_SIBL
(5,15),(5,16),-0.0179689 # DEPENDENCYPART_SIBL
(5,15),(5,17),-0.0148079 # DEPENDENCYPART_SIBL
(5,15),(5,21),-0.00329837 # DEPENDENCYPART_SIBL
(5,16),(5,17),-0.0226684 # DEPENDENCYPART_SIBL
(5,16),(5,21),-0.00537176 # DEPENDENCYPART_SIBL
(5,17),(5,21),0.00240555 # DEPENDENCYPART_SIBL
(7,6),(7,8),0.266622 # DEPENDENCYPART_SIBL
(7,6),(7,9),0.487086 # DEPENDENCYPART_SIBL
(7,6),(7,11),0.12918 # DEPENDENCYPART_SIBL
(7,8),(7,9),0.201706 # DEPENDENCYPART_SIBL
(7,8),(7,11),0.030707 # DEPENDENCYPART_SIBL
(7,9),(7,11),-0.00402229 # DEPENDENCYPART_SIBL
(8,1),(8,2),0.0223474 # DEPENDENCYPART_SIBL
(8,1),(8,3),0.112065 # DEPENDENCYPART_SIBL
(8,1),(8,4),-0.029483 # DEPENDENCYPART_SIBL
(8,1),(8,5),-0.0130905 # DEPENDENCYPART_SIBL
(8,1),(8,6),-0.0884724 # DEPENDENCYPART_SIBL
(8,1),(8,7),-0.00622517 # DEPENDENCYPART_SIBL
(8,1),(8,9),-0.0181516 # DEPENDENCYPART_SIBL
(8,1),(8,10),-0.03675 # DEPENDENCYPART_SIBL
(8,1),(8,11),-0.0101605 # DEPENDENCYPART_SIBL
(8,1),(8,12),-0.030615 # DEPENDENCYPART_SIBL
(8,1),(8,13),0.00372305 # DEPENDENCYPART_SIBL
(8,1),(8,14),0.0575674 # DEPENDENCYPART_SIBL
(8,1),(8,15),-0.0846928 # DEPENDENCYPART_SIBL
(8,1),(8,16),0.0598311 # DEPENDENCYPART_SIBL
(8,1),(8,17),0.0615457 # DEPENDENCYPART_SIBL
(8,1),(8,21),-0.197948 # DEPENDENCYPART_SIBL
(8,2),(8,3),-0.0169417 # DEPENDENCYPART_SIBL
(8,2),(8,4),-0.0762006 # DEPENDENCYPART_SIBL
(8,2),(8,5),-0.0538195 # DEPENDENCYPART_SIBL
(8,2),(8,6),-0.12222 # DEPENDENCYPART_SIBL
(8,2),(8,7),-0.12701 # DEPENDENCYPART_SIBL
(8,2),(8,9),0.0371137 # DEPENDENCYPART_SIBL
(8,2),(8,10),-0.0347393 # DEPENDENCYPART_SIBL
(8,2),(8,11),-0.0253464 # DEPENDENCYPART_SIBL
(8,2),(8,12),0.0362905 # DEPENDENCYPART_SIBL
(8,2),(8,13),-0.0637542 # DEPENDENCYPART_SIBL
(8,2),(8,14),-0.0522512 # DEPENDENCYPART_SIBL
(8,2),(8,15),0.0218911 # DEPENDENCYPART_SIBL
(8,2),(8,16),-0.0495449 # DEPENDENCYPART_SIBL
(8,2),(8,17),-0.0455686 # DEPENDENCYPART_SIBL
(8,2),(8,21),0.0298244 # DEPENDENCYPART_SIBL
(8,3),(8,4),-0.0313254 # DEPENDENCYPART_SIBL
(8,3),(8,5),-0.00367087 # DEPENDENCYPART_SIBL
(8,3),(8,6),-0.0274608 # DEPENDENCYPART_SIBL
(8,3),(8,7),-0.14302 # DEPENDENCYPART_SIBL
(8,3),(8,9),0.00254163 # DEPENDENCYPART_SIBL
(8,3),(8,10),-0.118884 # DEPENDENCYPART_SIBL
(8,3),(8,11),-0.111822 # DEPENDENCYPART_SIBL
(8,3),(8,12),0.0189718 # DEPENDENCYPART_SIBL
(8,3),(8,13),-0.0270101 # DEPENDENCYPART_SIBL
(8,3),(8,14),-0.00606569 # DEPENDENCYPART_SIBL
(8,3),(8,15),-0.0520114 # DEPENDENCYPART_SIBL
(8,3),(8,16),0.00473782 # DEPENDENCYPART_SIBL
(8,3),(8,17),0.0148678 # DEPENDENCYPART_SIBL
(8,3),(8,21),0.0226816 # DEPENDENCYPART_SIBL
(8,4),(8,5),-0.0687171 # DEPENDENCYPART_SIBL
(8,4),(8,6),0.0128822 # DEPENDENCYPART_SIBL
(8,4),(8,7),0.000377927 # DEPENDENCYPART_SIBL
(8,4),(8,9),-0.0309445 # DEPENDENCYPART_SIBL
(8,4),(8,10),-0.0470967 # DEPENDENCYPART_SIBL
(8,4),(8,11),0.02689 # DEPENDENCYPART_SIBL
(8,4),(8,12),-0.00211744 # DEPENDENCYPART_SIBL
(8,4),(8,13),-0.0217087 # DEPENDENCYPART_SIBL
(8,4),(8,14),-0.00919992 # DEPENDENCYPART_SIBL
(8,4),(8,15),-0.0575308 # DEPENDENCYPART_SIBL
(8,4),(8,16),-0.00768311 # DEPENDENCYPART_SIBL
(8,4),(8,17),0.00190442 # DEPENDENCYPART_SIBL
(8,4),(8,21),0.0601997 # DEPENDENCYPART_SIBL
(8,5),(8,6),0.00828848 # DEPENDENCYPART_SIBL
(8,5),(8,7),-0.020609 # DEPENDENCYPART_SIBL
(8,5),(8,9),-0.0400044 # DEPENDENCYPART_SIBL
(8,5),(8,10),-0.067278 # DEPENDENCYPART_SIBL
(8,5),(8,11),0.0152414 # DEPENDENCYPART_SIBL
(8,5),(8,12),-0.0150203 # DEPENDENCYPART_SIBL
(8,5),(8,13),-0.0280504 # DEPENDENCYPART_SIBL
(8,5),(8,14),-0.0192587 # DEPENDENCYPART_SIBL
(8,5),(8,15),-0.0717844 # DEPENDENCYPART_SIBL
(8,5),(8,16),-0.0177418 # DEPENDENCYPART_SIBL
(8,5),(8,17),-0.00815433 # DEPENDENCYPART_SIBL
(8,5),(8,21),0.0318344 # DEPENDENCYPART_SIBL
(8,6),(8,7),-0.0226137 # DEPENDENCYPART_SIBL
(8,6),(8,9),0.236456 # DEPENDENCYPART_SIBL
(8,6),(8,10),-0.116727 # DEPENDENCYPART_SIBL
(8,6),(8,11),0.0214659 # DEPENDENCYPART_SIBL
(8,6),(8,12),-0.0288083 # DEPENDENCYPART_SIBL
(8,6),(8,13),0.00733336 # DEPENDENCYPART_SIBL
(8,6),(8,14),-0.0167748 # DEPENDENCYPART_SIBL
(8,6),(8,15),-0.0329579 # DEPENDENCYPART_SIBL
(8,6),(8,16),-0.00965414 # DEPENDENCYPART_SIBL
(8,6),(8,17),-0.00462182 # DEPENDENCYPART_SIBL
(8,6),(8,21),0.0157948 # DEPENDENCYPART_SIBL
(8,7),(8,9),0.0452778 # DEPENDENCYPART_SIBL
(8,7),(8,10),-0.0780055 # DEPENDENCYPART_SIBL
(8,7),(8,11),-0.0749578 # DEPENDENCYPART_SIBL
(8,7),(8,12),0.111509 # DEPENDENCYPART_SIBL
(8,7),(8,13),-0.0977322 # DEPENDENCYPART_SIBL
(8,7),(8,14),-0.0751085 # DEPENDENCYPART_SIBL
(8,7),(8,15),-0.136252 # DEPENDENCYPART_SIBL
(8,7),(8,16),-0.0766646 # DEPENDENCYPART_SIBL
(8,7),(8,17),-0.0723105 # DEPENDENCYPART_SIBL
(8,7),(8,21),0.0866825 # DEPENDENCYPART_SIBL
(8,9),(8,10),0.0200205 # DEPENDENCYPART_SIBL
(8,9),(8,11),0.0100953 # DEPENDENCYPART_SIBL
(8,9),(8,12),0.0130284 # DEPENDENCYPART_SIBL
(8,9),(8,13),-0.0552459 # DEPENDENCYPART_SIBL
(8,9),(8,14),-0.00429554 # DEPENDENCYPART_SIBL
(8,9),(8,15),-0.0143359 # DEPENDENCYPART_SIBL
(8,9),(8,16),-0.00618032 # DEPENDENCYPART_SIBL
(8,9),(8,17),-0.00869038 # DEPENDENCYPART_SIBL
(8,9),(8,21),-0.0300065 # DEPENDENCYPART_SIBL
(8,10),(8,11),-0.0412686 # DEPENDENCYPART_SIBL
(8,10),(8,12),-0.046921 # DEPENDENCYPART_SIBL
(8,10),(8,13),-0.109955 # DEPENDENCYPART_SIBL
(8,10),(8,14),-0.0746754 # DEPENDENCYPART_SIBL
(8,10),(8,15),-0.0441856 # DEPENDENCYPART_SIBL
(8,10),(8,16),-0.0765826 # DEPENDENCYPART_SIBL
(8,10),(8,17),-0.0790763 # DEPENDENCYPART_SIBL
(8,10),(8,21),-0.051792 # DEPENDENCYPART_SIBL
(8,11),(8,12),-0.121461 # DEPENDENCYPART_SIBL
(8,11),(8,13),-0.16055 # DEPENDENCYPART_SIBL
(8,11),(8,14),-0.111328 # DEPENDENCYPART_SIBL
(8,11),(8,15),-0.0746578 # DEPENDENCYPART_SIBL
(8,11),(8,16),-0.116016 # DEPENDENCYPART_SIBL
(8,11),(8,17),-0.115429 # DEPENDENCYPART_SIBL
(8,11),(8,21),-0.0858868 # DEPENDENCYPART_SIBL
(8,12),(8,13),-0.0747844 # DEPENDENCYPART_SIBL
(8,12),(8,14),-0.0433661 # DEPENDENCYPART_SIBL
(8,12),(8,15),-0.0600825 # DEPENDENCYPART_SIBL
(8,12),(8,16),-0.0452673 # DEPENDENCYPART_SIBL
(8,12),(8,17),-0.0477677 # DEPENDENCYPART_SIBL
(8,12),(8,21),-0.0143934 # DEPENDENCYPART_SIBL
(8,13),(8,14),-0.0871716 # DEPENDENCYPART_SIBL
(8,13),(8,15),-0.066742 # DEPENDENCYPART_SIBL
(8,13),(8,16),-0.0889474 # DEPENDENCYPART_SIBL
(8,13),(8,17),-0.0914116 # DEPENDENCYPART_SIBL
(8,13),(8,21),-0.00132025 # DEPENDENCYPART_SIBL
(8,14),(8,15),-0.0847896 # DEPENDENCYPART_SIBL
(8,14),(8,16),-0.0994134 # DEPENDENCYPART_SIBL
(8,14),(8,17),-0.101878 # DEPENDENCYPART_SIBL
(8,14),(8,21),-0.0227397 # DEPENDENCYPART_SIBL
(8,15),(8,16),-0.0653507 # DEPENDENCYPART_SIBL
(8,15),(8,17),-0.0621864 # DEPENDENCYPART_SIBL
(8,15),(8,21),-0.0592024 # DEPENDENCYPART_SIBL
(8,16),(8,17),-0.0941488 # DEPENDENCYPART_SIBL
(8,16),(8,21),-0.00891903 # DEPENDENCYPART_SIBL
(8,17),(8,21),-0.00114173 # DEPENDENCYPART_SIBL
(10,9),(10,12),0.00490187 # DEPENDENCYPART_SIBL
(10,9),(10,14),0.0445181 # DEPENDENCYPART_SIBL
(10,9),(10,17),0.0470159 # DEPENDENCYPART_SIBL
(10,12),(10,14),0.000945434 # DEPENDENCYPART_SIBL
(10,12),(10,17),0.000945434 # DEPENDENCYPART_SIBL
(10,14),(10,17),-0.0123117 # DEPENDENCYPART_SIBL
(11,8),(11,10),-0.00760613 # DEPENDENCYPART_SIBL
(11,8),(11,12),-0.0176358 # DEPENDENCYPART_SIBL
(11,8),(11,13),-0.0236756 # DEPENDENCYPART_SIBL
(11,8),(11,14),-0.0351256 # DEPENDENCYPART_SIBL
(11,8),(11,16),-0.0410092 # DEPENDENCYPART_SIBL
(11,8),(11,20),-0.025209 # DEPENDENCYPART_SIBL
(11,10),(11,12),0.0237482 # DEPENDENCYPART_SIBL
(11,10),(11,13),0.130507 # DEPENDENCYPART_SIBL
(11,10),(11,14),0.136017 # DEPENDENCYPART_SIBL
(11,10),(11,16),0.135087 # DEPENDENCYPART_SIBL
(11,10),(11,20),-0.015722 # DEPENDENCYPART_SIBL
(11,12),(11,13),0.00485184 # DEPENDENCYPART_SIBL
(11,12),(11,14),0.00542266 # DEPENDENCYPART_SIBL
(11,12),(11,16),0.00513589 # DEPENDENCYPART_SIBL
(11,12),(11,20),0.00929018 # DEPENDENCYPART_SIBL
(11,13),(11,14),-0.0229334 # DEPENDENCYPART_SIBL
(11,13),(11,16),-0.0231567 # DEPENDENCYPART_SIBL
(11,13),(11,20),-0.0295642 # DEPENDENCYPART_SIBL
(11,14),(11,16),-0.00576809 # DEPENDENCYPART_SIBL
(11,14),(11,20),-0.0158117 # DEPENDENCYPART_SIBL
(11,16),(11,20),-0.0158473 # DEPENDENCYPART_SIBL
(12,1),(12,2),-0.0107035 # DEPENDENCYPART_SIBL
(12,1),(12,3),0.00803344 # DEPENDENCYPART_SIBL
(12,1),(12,4),-0.00115308 # DEPENDENCYPART_SIBL
(12,1),(12,5),-0.0161729 # DEPENDENCYPART_SIBL
(12,1),(12,6),-0.0672616 # DEPENDENCYPART_SIBL
(12,1),(12,7),0.00659341 # DEPENDENCYPART_SIBL
(12,1),(12,8),-0.0218428 # DEPENDENCYPART_SIBL
(12,1),(12,9),-0.0672616 # DEPENDENCYPART_SIBL
(12,1),(12,10),-0.0239362 # DEPENDENCYPART_SIBL
(12,1),(12,11),0.00746569 # DEPENDENCYPART_SIBL
(12,1),(12,13),-0.0158356 # DEPENDENCYPART_SIBL
(12,1),(12,14),-0.0213525 # DEPENDENCYPART_SIBL
(12,1),(12,16),-0.018739 # DEPENDENCYPART_SIBL
(12,1),(12,21),-0.132313 # DEPENDENCYPART_SIBL
(12,2),(12,3),-0.0260425 # DEPENDENCYPART_SIBL
(12,2),(12,4),-0.00389325 # DEPENDENCYPART_SIBL
(12,2),(12,5),0.00237117 # DEPENDENCYPART_SIBL
(12,2),(12,6),0.0210022 # DEPENDENCYPART_SIBL
(12,2),(12,7),-0.0462954 # DEPENDENCYPART_SIBL
(12,2),(12,8),0.00703144 # DEPENDENCYPART_SIBL
(12,2),(12,9),0.0210022 # DEPENDENCYPART_SIBL
(12,2),(12,10),-0.127245 # DEPENDENCYPART_SIBL
(12,2),(12,11),-0.0245752 # DEPENDENCYPART_SIBL
(12,2),(12,13),-0.0225476 # DEPENDENCYPART_SIBL
(12,2),(12,14),-0.0791332 # DEPENDENCYPART_SIBL
(12,2),(12,16),-0.0776885 # DEPENDENCYPART_SIBL
(12,2),(12,21),-0.0459773 # DEPENDENCYPART_SIBL
(12,3),(12,4),-0.0377741 # DEPENDENCYPART_SIBL
(12,3),(12,5),-0.0309795 # DEPENDENCYPART_SIBL
(12,3),(12,6),0.00273582 # DEPENDENCYPART_SIBL
(12,3),(12,7),-0.117535 # DEPENDENCYPART_SIBL
(12,3),(12,8),-0.0253739 # DEPENDENCYPART_SIBL
(12,3),(12,9),0.00273582 # DEPENDENCYPART_SIBL
(12,3),(12,10),-0.119961 # DEPENDENCYPART_SIBL
(12,3),(12,11),-0.130837 # DEPENDENCYPART_SIBL
(12,3),(12,13),0.0802723 # DEPENDENCYPART_SIBL
(12,3),(12,14),-0.0169986 # DEPENDENCYPART_SIBL
(12,3),(12,16),-0.0146846 # DEPENDENCYPART_SIBL
(12,3),(12,21),0.000568091 # DEPENDENCYPART_SIBL
(12,4),(12,5),-0.00362612 # DEPENDENCYPART_SIBL
(12,4),(12,6),-0.0189852 # DEPENDENCYPART_SIBL
(12,4),(12,7),-0.00261215 # DEPENDENCYPART_SIBL
(12,4),(12,8),0.0397002 # DEPENDENCYPART_SIBL
(12,4),(12,9),-0.0189852 # DEPENDENCYPART_SIBL
(12,4),(12,10),-0.036519 # DEPENDENCYPART_SIBL
(12,4),(12,11),-0.0437128 # DEPENDENCYPART_SIBL
(12,4),(12,13),0.0947492 # DEPENDENCYPART_SIBL
(12,4),(12,14),-0.0105007 # DEPENDENCYPART_SIBL
(12,4),(12,16),-0.0126391 # DEPENDENCYPART_SIBL
(12,4),(12,21),0.00380749 # DEPENDENCYPART_SIBL
(12,5),(12,6),0.000489298 # DEPENDENCYPART_SIBL
(12,5),(12,7),-0.00445984 # DEPENDENCYPART_SIBL
(12,5),(12,8),0.0430257 # DEPENDENCYPART_SIBL
(12,5),(12,9),0.000489298 # DEPENDENCYPART_SIBL
(12,5),(12,10),-0.0343346 # DEPENDENCYPART_SIBL
(12,5),(12,11),-0.0320811 # DEPENDENCYPART_SIBL
(12,5),(12,13),0.104604 # DEPENDENCYPART_SIBL
(12,5),(12,14),-0.00269816 # DEPENDENCYPART_SIBL
(12,5),(12,16),-0.00483646 # DEPENDENCYPART_SIBL
(12,5),(12,21),0.0296417 # DEPENDENCYPART_SIBL
(12,6),(12,7),0.031515 # DEPENDENCYPART_SIBL
(12,6),(12,8),-0.00249269 # DEPENDENCYPART_SIBL
(12,6),(12,9),0.104246 # DEPENDENCYPART_SIBL
(12,6),(12,10),-0.0266687 # DEPENDENCYPART_SIBL
(12,6),(12,11),-0.0204089 # DEPENDENCYPART_SIBL
(12,6),(12,13),0.16685 # DEPENDENCYPART_SIBL
(12,6),(12,14),-0.00962016 # DEPENDENCYPART_SIBL
(12,6),(12,16),-0.00611105 # DEPENDENCYPART_SIBL
(12,6),(12,21),0.0659756 # DEPENDENCYPART_SIBL
(12,7),(12,8),-0.0656311 # DEPENDENCYPART_SIBL
(12,7),(12,9),0.0365636 # DEPENDENCYPART_SIBL
(12,7),(12,10),-0.0591269 # DEPENDENCYPART_SIBL
(12,7),(12,11),-0.0677358 # DEPENDENCYPART_SIBL
(12,7),(12,13),0.0271176 # DEPENDENCYPART_SIBL
(12,7),(12,14),-0.0116686 # DEPENDENCYPART_SIBL
(12,7),(12,16),-0.0104355 # DEPENDENCYPART_SIBL
(12,7),(12,21),0.0162672 # DEPENDENCYPART_SIBL
(12,8),(12,9),-0.0295799 # DEPENDENCYPART_SIBL
(12,8),(12,10),-0.0297395 # DEPENDENCYPART_SIBL
(12,8),(12,11),-0.0241948 # DEPENDENCYPART_SIBL
(12,8),(12,13),0.0862432 # DEPENDENCYPART_SIBL
(12,8),(12,14),-0.013873 # DEPENDENCYPART_SIBL
(12,8),(12,16),-0.0174743 # DEPENDENCYPART_SIBL
(12,8),(12,21),0.0620722 # DEPENDENCYPART_SIBL
(12,9),(12,10),-0.0266687 # DEPENDENCYPART_SIBL
(12,9),(12,11),-0.0204089 # DEPENDENCYPART_SIBL
(12,9),(12,13),0.16685 # DEPENDENCYPART_SIBL
(12,9),(12,14),-0.00962016 # DEPENDENCYPART_SIBL
(12,9),(12,16),-0.00611105 # DEPENDENCYPART_SIBL
(12,9),(12,21),0.0659756 # DEPENDENCYPART_SIBL
(12,10),(12,11),-0.0208039 # DEPENDENCYPART_SIBL
(12,10),(12,13),0.00497278 # DEPENDENCYPART_SIBL
(12,10),(12,14),-0.0462837 # DEPENDENCYPART_SIBL
(12,10),(12,16),-0.0453672 # DEPENDENCYPART_SIBL
(12,10),(12,21),-0.126658 # DEPENDENCYPART_SIBL
(12,11),(12,13),0.0887303 # DEPENDENCYPART_SIBL
(12,11),(12,14),-0.00857336 # DEPENDENCYPART_SIBL
(12,11),(12,16),-0.00625936 # DEPENDENCYPART_SIBL
(12,11),(12,21),-0.00492282 # DEPENDENCYPART_SIBL
(12,13),(12,14),-0.102705 # DEPENDENCYPART_SIBL
(12,13),(12,16),-0.102637 # DEPENDENCYPART_SIBL
(12,13),(12,21),0.00223627 # DEPENDENCYPART_SIBL
(12,14),(12,16),-0.0806105 # DEPENDENCYPART_SIBL
(12,14),(12,21),-0.0248706 # DEPENDENCYPART_SIBL
(12,16),(12,21),-0.0252871 # DEPENDENCYPART_SIBL
(13,1),(13,3),0.0914396 # DEPENDENCYPART_SIBL
(13,1),(13,4),-0.0187013 # DEPENDENCYPART_SIBL
(13,1),(13,6),-0.0282587 # DEPENDENCYPART_SIBL
(13,1),(13,7),0.0536104 # DEPENDENCYPART_SIBL
(13,1),(13,9),-0.0282587 # DEPENDENCYPART_SIBL
(13,1),(13,10),-0.00218989 # DEPENDENCYPART_SIBL
(13,1),(13,11),0.0524198 # DEPENDENCYPART_SIBL
(13,1),(13,12),-0.0357923 # DEPENDENCYPART_SIBL
(13,1),(13,14),0.0173324 # DEPENDENCYPART_SIBL
(13,1),(13,15),-0.088378 # DEPENDENCYPART_SIBL
(13,1),(13,16),0.0196465 # DEPENDENCYPART_SIBL
(13,1),(13,17),0.0213107 # DEPENDENCYPART_SIBL
(13,1),(13,20),-0.0310494 # DEPENDENCYPART_SIBL
(13,1),(13,21),-0.198205 # DEPENDENCYPART_SIBL
(13,3),(13,4),-0.0108762 # DEPENDENCYPART_SIBL
(13,3),(13,6),0.00644259 # DEPENDENCYPART_SIBL
(13,3),(13,7),-0.0743557 # DEPENDENCYPART_SIBL
(13,3),(13,9),0.00644259 # DEPENDENCYPART_SIBL
(13,3),(13,10),-0.0818115 # DEPENDENCYPART_SIBL
(13,3),(13,11),-0.0866071 # DEPENDENCYPART_SIBL
(13,3),(13,12),-0.0309274 # DEPENDENCYPART_SIBL
(13,3),(13,14),0.0503315 # DEPENDENCYPART_SIBL
(13,3),(13,15),0.00730471 # DEPENDENCYPART_SIBL
(13,3),(13,16),0.0611855 # DEPENDENCYPART_SIBL
(13,3),(13,17),0.071265 # DEPENDENCYPART_SIBL
(13,3),(13,20),-0.0284949 # DEPENDENCYPART_SIBL
(13,3),(13,21),0.0355516 # DEPENDENCYPART_SIBL
(13,4),(13,6),0.0262474 # DEPENDENCYPART_SIBL
(13,4),(13,7),0.0424384 # DEPENDENCYPART_SIBL
(13,4),(13,9),0.0262474 # DEPENDENCYPART_SIBL
(13,4),(13,10),-0.0113773 # DEPENDENCYPART_SIBL
(13,4),(13,11),-0.0129632 # DEPENDENCYPART_SIBL
(13,4),(13,12),-0.0467725 # DEPENDENCYPART_SIBL
(13,4),(13,14),0.029598 # DEPENDENCYPART_SIBL
(13,4),(13,15),-0.0331618 # DEPENDENCYPART_SIBL
(13,4),(13,16),0.0311653 # DEPENDENCYPART_SIBL
(13,4),(13,17),0.0407024 # DEPENDENCYPART_SIBL
(13,4),(13,20),0.00186414 # DEPENDENCYPART_SIBL
(13,4),(13,21),0.0624957 # DEPENDENCYPART_SIBL
(13,6),(13,7),0.0122737 # DEPENDENCYPART_SIBL
(13,6),(13,9),-0.00893189 # DEPENDENCYPART_SIBL
(13,6),(13,10),-0.0338003 # DEPENDENCYPART_SIBL
(13,6),(13,11),-0.0424127 # DEPENDENCYPART_SIBL
(13,6),(13,12),-0.0752017 # DEPENDENCYPART_SIBL
(13,6),(13,14),-0.0127553 # DEPENDENCYPART_SIBL
(13,6),(13,15),-0.0311179 # DEPENDENCYPART_SIBL
(13,6),(13,16),-0.00553722 # DEPENDENCYPART_SIBL
(13,6),(13,17),-0.000602309 # DEPENDENCYPART_SIBL
(13,6),(13,20),-0.0270866 # DEPENDENCYPART_SIBL
(13,6),(13,21),0.026524 # DEPENDENCYPART_SIBL
(13,7),(13,9),-0.00960825 # DEPENDENCYPART_SIBL
(13,7),(13,10),-0.038681 # DEPENDENCYPART_SIBL
(13,7),(13,11),-0.00975554 # DEPENDENCYPART_SIBL
(13,7),(13,12),-0.0498184 # DEPENDENCYPART_SIBL
(13,7),(13,14),-0.0426036 # DEPENDENCYPART_SIBL
(13,7),(13,15),-0.102751 # DEPENDENCYPART_SIBL
(13,7),(13,16),-0.0441092 # DEPENDENCYPART_SIBL
(13,7),(13,17),-0.0398055 # DEPENDENCYPART_SIBL
(13,7),(13,20),-0.0445194 # DEPENDENCYPART_SIBL
(13,7),(13,21),0.133592 # DEPENDENCYPART_SIBL
(13,9),(13,10),-0.0338003 # DEPENDENCYPART_SIBL
(13,9),(13,11),-0.0424127 # DEPENDENCYPART_SIBL
(13,9),(13,12),-0.0752017 # DEPENDENCYPART_SIBL
(13,9),(13,14),-0.0127553 # DEPENDENCYPART_SIBL
(13,9),(13,15),-0.0311179 # DEPENDENCYPART_SIBL
(13,9),(13,16),-0.00553722 # DEPENDENCYPART_SIBL
(13,9),(13,17),-0.000602309 # DEPENDENCYPART_SIBL
(13,9),(13,20),-0.0270866 # DEPENDENCYPART_SIBL
(13,9),(13,21),0.026524 # DEPENDENCYPART_SIBL
(13,10),(13,11),-0.0350978 # DEPENDENCYPART_SIBL
(13,10),(13,12),-0.0728761 # DEPENDENCYPART_SIBL
(13,10),(13,14),-0.0456247 # DEPENDENCYPART_SIBL
(13,10),(13,15),-0.0357106 # DEPENDENCYPART_SIBL
(13,10),(13,16),-0.0433963 # DEPENDENCYPART_SIBL
(13,10),(13,17),-0.0389355 # DEPENDENCYPART_SIBL
(13,10),(13,20),-0.0703845 # DEPENDENCYPART_SIBL
(13,10),(13,21),-0.102644 # DEPENDENCYPART_SIBL
(13,11),(13,12),-0.0304768 # DEPENDENCYPART_SIBL
(13,11),(13,14),0.0554443 # DEPENDENCYPART_SIBL
(13,11),(13,15),0.00838972 # DEPENDENCYPART_SIBL
(13,11),(13,16),0.0662983 # DEPENDENCYPART_SIBL
(13,11),(13,17),0.0763778 # DEPENDENCYPART_SIBL
(13,11),(13,20),-0.0250539 # DEPENDENCYPART_SIBL
(13,11),(13,21),0.0232686 # DEPENDENCYPART_SIBL
(13,12),(13,14),-0.131664 # DEPENDENCYPART_SIBL
(13,12),(13,15),-0.110634 # DEPENDENCYPART_SIBL
(13,12),(13,16),-0.129223 # DEPENDENCYPART_SIBL
(13,12),(13,17),-0.124502 # DEPENDENCYPART_SIBL
(13,12),(13,20),-0.0914624 # DEPENDENCYPART_SIBL
(13,12),(13,21),-0.0291629 # DEPENDENCYPART_SIBL
(13,14),(13,15),-0.0596077 # DEPENDENCYPART_SIBL
(13,14),(13,16),-0.0225841 # DEPENDENCYPART_SIBL
(13,14),(13,17),-0.0250516 # DEPENDENCYPART_SIBL
(13,14),(13,20),-0.030435 # DEPENDENCYPART_SIBL
(13,14),(13,21),-0.00818414 # DEPENDENCYPART_SIBL
(13,15),(13,16),-0.039529 # DEPENDENCYPART_SIBL
(13,15),(13,17),-0.0363681 # DEPENDENCYPART_SIBL
(13,15),(13,20),-0.038404 # DEPENDENCYPART_SIBL
(13,15),(13,21),-0.0230931 # DEPENDENCYPART_SIBL
(13,16),(13,17),-0.0173228 # DEPENDENCYPART_SIBL
(13,16),(13,20),-0.0251999 # DEPENDENCYPART_SIBL
(13,16),(13,21),0.00563651 # DEPENDENCYPART_SIBL
(13,17),(13,20),-0.0244436 # DEPENDENCYPART_SIBL
(13,17),(13,21),0.0134138 # DEPENDENCYPART_SIBL
(13,20),(13,21),-0.0235651 # DEPENDENCYPART_SIBL
(14,1),(14,3),0.100129 # DEPENDENCYPART_SIBL
(14,1),(14,6),-0.00487041 # DEPENDENCYPART_SIBL
(14,1),(14,8),0.00691303 # DEPENDENCYPART_SIBL
(14,1),(14,9),-0.00487041 # DEPENDENCYPART_SIBL
(14,1),(14,10),0.00651581 # DEPENDENCYPART_SIBL
(14,1),(14,11),0.0611096 # DEPENDENCYPART_SIBL
(14,1),(14,15),-0.0751876 # DEPENDENCYPART_SIBL
(14,1),(14,16),0.00937055 # DEPENDENCYPART_SIBL
(14,1),(14,17),0.0110348 # DEPENDENCYPART_SIBL
(14,1),(14,20),-0.00382519 # DEPENDENCYPART_SIBL
(14,1),(14,21),-0.193706 # DEPENDENCYPART_SIBL
(14,3),(14,6),0.00048413 # DEPENDENCYPART_SIBL
(14,3),(14,8),0.00263662 # DEPENDENCYPART_SIBL
(14,3),(14,9),0.00048413 # DEPENDENCYPART_SIBL
(14,3),(14,10),-0.0980313 # DEPENDENCYPART_SIBL
(14,3),(14,11),-0.104194 # DEPENDENCYPART_SIBL
(14,3),(14,15),0.00293809 # DEPENDENCYPART_SIBL
(14,3),(14,16),0.00881103 # DEPENDENCYPART_SIBL
(14,3),(14,17),0.0188906 # DEPENDENCYPART_SIBL
