# _root_ They began uncovering a confusing variety of genetic deletions , some existing only in benign polyps , others in malignant cells and many in both polyps and malignant cells .
#goldHeads=2,0,2,6,6,3,6,9,7,9,22,11,12,12,16,14,22,22,18,21,19,9,22,23,27,27,24,29,27,2,
#predictedHeads=2,0,2,6,6,3,6,9,7,9,12,9,14,12,16,14,16,16,18,21,22,19,22,23,27,27,24,29,27,2,
(3,8),(3,12),-0.00515888 # DEPENDENCYPART_SIBL
(3,8),(3,13),-0.0337917 # DEPENDENCYPART_SIBL
(3,8),(3,14),0.0351002 # DEPENDENCYPART_SIBL
(3,8),(3,17),0.0245237 # DEPENDENCYPART_SIBL
(3,8),(3,19),0.0351002 # DEPENDENCYPART_SIBL
(3,8),(3,22),-0.0287483 # DEPENDENCYPART_SIBL
(3,8),(3,24),0.0351002 # DEPENDENCYPART_SIBL
(3,8),(3,27),-0.0287483 # DEPENDENCYPART_SIBL
(3,8),(3,30),-0.0101067 # DEPENDENCYPART_SIBL
(3,9),(3,10),0.00945119 # DEPENDENCYPART_SIBL
(3,9),(3,12),-0.0104827 # DEPENDENCYPART_SIBL
(3,9),(3,13),-0.0156884 # DEPENDENCYPART_SIBL
(3,9),(3,14),0.02924 # DEPENDENCYPART_SIBL
(3,9),(3,17),0.00945119 # DEPENDENCYPART_SIBL
(3,9),(3,19),0.02924 # DEPENDENCYPART_SIBL
(3,9),(3,22),-0.0379871 # DEPENDENCYPART_SIBL
(3,9),(3,24),0.02924 # DEPENDENCYPART_SIBL
(3,9),(3,27),-0.0379871 # DEPENDENCYPART_SIBL
(3,9),(3,30),-0.00270448 # DEPENDENCYPART_SIBL
(3,10),(3,12),0.0428337 # DEPENDENCYPART_SIBL
(3,10),(3,13),0.0411641 # DEPENDENCYPART_SIBL
(3,10),(3,14),0.0170775 # DEPENDENCYPART_SIBL
(3,10),(3,17),0.0271318 # DEPENDENCYPART_SIBL
(3,10),(3,19),0.0170775 # DEPENDENCYPART_SIBL
(3,10),(3,22),-0.00866272 # DEPENDENCYPART_SIBL
(3,10),(3,24),0.0170775 # DEPENDENCYPART_SIBL
(3,10),(3,27),-0.00866272 # DEPENDENCYPART_SIBL
(3,10),(3,30),0.00704475 # DEPENDENCYPART_SIBL
(3,12),(3,13),-0.0272347 # DEPENDENCYPART_SIBL
(3,12),(3,14),0.00823993 # DEPENDENCYPART_SIBL
(3,12),(3,17),0.00674341 # DEPENDENCYPART_SIBL
(3,12),(3,19),0.00823993 # DEPENDENCYPART_SIBL
(3,12),(3,22),-0.0627489 # DEPENDENCYPART_SIBL
(3,12),(3,24),0.00823993 # DEPENDENCYPART_SIBL
(3,12),(3,27),-0.0627489 # DEPENDENCYPART_SIBL
(3,12),(3,30),0.00787425 # DEPENDENCYPART_SIBL
(3,13),(3,14),-0.0146669 # DEPENDENCYPART_SIBL
(3,13),(3,17),-0.0502523 # DEPENDENCYPART_SIBL
(3,13),(3,19),-0.0146669 # DEPENDENCYPART_SIBL
(3,13),(3,22),-0.0400469 # DEPENDENCYPART_SIBL
(3,13),(3,24),-0.0146669 # DEPENDENCYPART_SIBL
(3,13),(3,27),-0.0400469 # DEPENDENCYPART_SIBL
(3,13),(3,30),0.00247487 # DEPENDENCYPART_SIBL
(3,14),(3,17),0.0102222 # DEPENDENCYPART_SIBL
(3,14),(3,19),-0.0324571 # DEPENDENCYPART_SIBL
(3,14),(3,22),-0.0187284 # DEPENDENCYPART_SIBL
(3,14),(3,24),-0.0324571 # DEPENDENCYPART_SIBL
(3,14),(3,27),-0.0187284 # DEPENDENCYPART_SIBL
(3,14),(3,30),-0.0120784 # DEPENDENCYPART_SIBL
(3,17),(3,19),0.0170775 # DEPENDENCYPART_SIBL
(3,17),(3,22),-0.00866272 # DEPENDENCYPART_SIBL
(3,17),(3,24),0.0170775 # DEPENDENCYPART_SIBL
(3,17),(3,27),-0.00866272 # DEPENDENCYPART_SIBL
(3,17),(3,30),0.00704475 # DEPENDENCYPART_SIBL
(3,19),(3,22),-0.0187284 # DEPENDENCYPART_SIBL
(3,19),(3,24),-0.0324571 # DEPENDENCYPART_SIBL
(3,19),(3,27),-0.0187284 # DEPENDENCYPART_SIBL
(3,19),(3,30),-0.0120784 # DEPENDENCYPART_SIBL
(3,22),(3,24),0.0111197 # DEPENDENCYPART_SIBL
(3,22),(3,27),-0.049858 # DEPENDENCYPART_SIBL
(3,22),(3,30),0.00758697 # DEPENDENCYPART_SIBL
(3,24),(3,27),-0.0187284 # DEPENDENCYPART_SIBL
(3,24),(3,30),-0.0120784 # DEPENDENCYPART_SIBL
(3,27),(3,30),0.00758697 # DEPENDENCYPART_SIBL
(4,5),(4,7),-0.0110023 # DEPENDENCYPART_SIBL
(5,1),(5,4),0.0183758 # DEPENDENCYPART_SIBL
(5,1),(5,7),0.0135715 # DEPENDENCYPART_SIBL
(5,1),(5,8),-0.0566563 # DEPENDENCYPART_SIBL
(5,1),(5,9),-0.0207489 # DEPENDENCYPART_SIBL
(5,4),(5,7),0.299284 # DEPENDENCYPART_SIBL
(5,4),(5,8),0.0184694 # DEPENDENCYPART_SIBL
(5,4),(5,9),0.00565689 # DEPENDENCYPART_SIBL
(5,7),(5,8),0.039019 # DEPENDENCYPART_SIBL
(5,7),(5,9),0.123724 # DEPENDENCYPART_SIBL
(5,8),(5,9),0.0220081 # DEPENDENCYPART_SIBL
(6,1),(6,2),0.0345904 # DEPENDENCYPART_SIBL
(6,1),(6,3),0.0304907 # DEPENDENCYPART_SIBL
(6,1),(6,4),-0.0454914 # DEPENDENCYPART_SIBL
(6,1),(6,5),0.00570266 # DEPENDENCYPART_SIBL
(6,1),(6,7),-0.0563923 # DEPENDENCYPART_SIBL
(6,1),(6,8),-0.0550134 # DEPENDENCYPART_SIBL
(6,1),(6,9),-0.000180981 # DEPENDENCYPART_SIBL
(6,1),(6,10),0.0671986 # DEPENDENCYPART_SIBL
(6,1),(6,11),-0.0725865 # DEPENDENCYPART_SIBL
(6,1),(6,12),-0.0453536 # DEPENDENCYPART_SIBL
(6,1),(6,13),0.00619722 # DEPENDENCYPART_SIBL
(6,1),(6,14),0.0141218 # DEPENDENCYPART_SIBL
(6,1),(6,16),-0.000180981 # DEPENDENCYPART_SIBL
(6,1),(6,17),0.0671986 # DEPENDENCYPART_SIBL
(6,1),(6,18),0.00485687 # DEPENDENCYPART_SIBL
(6,1),(6,19),0.0141218 # DEPENDENCYPART_SIBL
(6,1),(6,22),0.0299795 # DEPENDENCYPART_SIBL
(6,1),(6,30),0.00923103 # DEPENDENCYPART_SIBL
(6,2),(6,3),0.0233626 # DEPENDENCYPART_SIBL
(6,2),(6,4),0.00773392 # DEPENDENCYPART_SIBL
(6,2),(6,5),0.0196596 # DEPENDENCYPART_SIBL
(6,2),(6,7),-0.0128681 # DEPENDENCYPART_SIBL
(6,2),(6,8),-0.0250592 # DEPENDENCYPART_SIBL
(6,2),(6,9),0.00772514 # DEPENDENCYPART_SIBL
(6,2),(6,10),0.0137535 # DEPENDENCYPART_SIBL
(6,2),(6,11),-0.0686925 # DEPENDENCYPART_SIBL
(6,2),(6,12),-0.0303008 # DEPENDENCYPART_SIBL
(6,2),(6,13),-0.0168569 # DEPENDENCYPART_SIBL
(6,2),(6,14),0.0282872 # DEPENDENCYPART_SIBL
(6,2),(6,16),0.00772514 # DEPENDENCYPART_SIBL
(6,2),(6,17),0.0137535 # DEPENDENCYPART_SIBL
(6,2),(6,18),-0.000324876 # DEPENDENCYPART_SIBL
(6,2),(6,19),0.0282872 # DEPENDENCYPART_SIBL
(6,2),(6,22),-0.00379032 # DEPENDENCYPART_SIBL
(6,2),(6,30),0.0439202 # DEPENDENCYPART_SIBL
(6,3),(6,4),0.00747811 # DEPENDENCYPART_SIBL
(6,3),(6,5),0.0197602 # DEPENDENCYPART_SIBL
(6,3),(6,7),-0.0157269 # DEPENDENCYPART_SIBL
(6,3),(6,8),-0.0266492 # DEPENDENCYPART_SIBL
(6,3),(6,9),0.0071272 # DEPENDENCYPART_SIBL
(6,3),(6,10),0.00795178 # DEPENDENCYPART_SIBL
(6,3),(6,11),-0.070281 # DEPENDENCYPART_SIBL
(6,3),(6,12),-0.0407334 # DEPENDENCYPART_SIBL
(6,3),(6,13),-0.0208338 # DEPENDENCYPART_SIBL
(6,3),(6,14),0.021144 # DEPENDENCYPART_SIBL
(6,3),(6,16),0.0071272 # DEPENDENCYPART_SIBL
(6,3),(6,17),0.00795178 # DEPENDENCYPART_SIBL
(6,3),(6,18),-0.00092282 # DEPENDENCYPART_SIBL
(6,3),(6,19),0.021144 # DEPENDENCYPART_SIBL
(6,3),(6,22),-0.00532984 # DEPENDENCYPART_SIBL
(6,3),(6,30),0.0300817 # DEPENDENCYPART_SIBL
(6,4),(6,5),0.0377514 # DEPENDENCYPART_SIBL
(6,4),(6,7),0.151528 # DEPENDENCYPART_SIBL
(6,4),(6,8),0.0822872 # DEPENDENCYPART_SIBL
(6,4),(6,9),-0.0137871 # DEPENDENCYPART_SIBL
(6,4),(6,10),-0.0887064 # DEPENDENCYPART_SIBL
(6,4),(6,11),-0.03422 # DEPENDENCYPART_SIBL
(6,4),(6,12),0.300362 # DEPENDENCYPART_SIBL
(6,4),(6,13),-0.0120279 # DEPENDENCYPART_SIBL
(6,4),(6,14),0.0707867 # DEPENDENCYPART_SIBL
(6,4),(6,16),-0.0137871 # DEPENDENCYPART_SIBL
(6,4),(6,17),-0.0887064 # DEPENDENCYPART_SIBL
(6,4),(6,18),-0.0170063 # DEPENDENCYPART_SIBL
(6,4),(6,19),0.0707867 # DEPENDENCYPART_SIBL
(6,4),(6,22),0.0948846 # DEPENDENCYPART_SIBL
(6,4),(6,30),-0.0131819 # DEPENDENCYPART_SIBL
(6,5),(6,7),-0.022302 # DEPENDENCYPART_SIBL
(6,5),(6,8),0.0535963 # DEPENDENCYPART_SIBL
(6,5),(6,9),0.00924928 # DEPENDENCYPART_SIBL
(6,5),(6,10),0.0232809 # DEPENDENCYPART_SIBL
(6,5),(6,11),-0.0436779 # DEPENDENCYPART_SIBL
(6,5),(6,12),0.0347305 # DEPENDENCYPART_SIBL
(6,5),(6,13),-0.0322398 # DEPENDENCYPART_SIBL
(6,5),(6,14),0.0340365 # DEPENDENCYPART_SIBL
(6,5),(6,16),0.00924928 # DEPENDENCYPART_SIBL
(6,5),(6,17),0.0232809 # DEPENDENCYPART_SIBL
(6,5),(6,18),0.00391086 # DEPENDENCYPART_SIBL
(6,5),(6,19),0.0340365 # DEPENDENCYPART_SIBL
(6,5),(6,22),0.0574502 # DEPENDENCYPART_SIBL
(6,5),(6,30),-0.0546962 # DEPENDENCYPART_SIBL
(6,7),(6,8),0.00498391 # DEPENDENCYPART_SIBL
(6,7),(6,9),0.0199242 # DEPENDENCYPART_SIBL
(6,7),(6,10),0.00852341 # DEPENDENCYPART_SIBL
(6,7),(6,11),-0.0816842 # DEPENDENCYPART_SIBL
(6,7),(6,12),-0.0449407 # DEPENDENCYPART_SIBL
(6,7),(6,13),-0.0248696 # DEPENDENCYPART_SIBL
(6,7),(6,14),-0.000331158 # DEPENDENCYPART_SIBL
(6,7),(6,16),0.0199242 # DEPENDENCYPART_SIBL
(6,7),(6,17),0.00852341 # DEPENDENCYPART_SIBL
(6,7),(6,18),0.0103303 # DEPENDENCYPART_SIBL
(6,7),(6,19),-0.000331158 # DEPENDENCYPART_SIBL
(6,7),(6,22),-0.0650083 # DEPENDENCYPART_SIBL
(6,7),(6,30),-0.0383179 # DEPENDENCYPART_SIBL
(6,8),(6,9),-0.00472893 # DEPENDENCYPART_SIBL
(6,8),(6,10),0.00837561 # DEPENDENCYPART_SIBL
(6,8),(6,11),-0.0104711 # DEPENDENCYPART_SIBL
(6,8),(6,12),-0.000227831 # DEPENDENCYPART_SIBL
(6,8),(6,13),-0.0322403 # DEPENDENCYPART_SIBL
(6,8),(6,14),-0.00843631 # DEPENDENCYPART_SIBL
(6,8),(6,16),-0.00472893 # DEPENDENCYPART_SIBL
(6,8),(6,17),0.00837561 # DEPENDENCYPART_SIBL
(6,8),(6,18),-0.0117741 # DEPENDENCYPART_SIBL
(6,8),(6,19),-0.00843631 # DEPENDENCYPART_SIBL
(6,8),(6,22),-0.0318412 # DEPENDENCYPART_SIBL
(6,8),(6,30),0.00639166 # DEPENDENCYPART_SIBL
(6,9),(6,10),0.0134768 # DEPENDENCYPART_SIBL
(6,9),(6,11),-0.0102607 # DEPENDENCYPART_SIBL
(6,9),(6,12),-0.0155624 # DEPENDENCYPART_SIBL
(6,9),(6,13),-0.0068221 # DEPENDENCYPART_SIBL
(6,9),(6,14),-0.0117618 # DEPENDENCYPART_SIBL
(6,9),(6,16),-0.0114808 # DEPENDENCYPART_SIBL
(6,9),(6,17),0.0134768 # DEPENDENCYPART_SIBL
(6,9),(6,18),-0.0209818 # DEPENDENCYPART_SIBL
(6,9),(6,19),-0.0117618 # DEPENDENCYPART_SIBL
(6,9),(6,22),-0.0392782 # DEPENDENCYPART_SIBL
(6,9),(6,30),0.0262089 # DEPENDENCYPART_SIBL
(6,10),(6,11),-0.000550422 # DEPENDENCYPART_SIBL
(6,10),(6,12),0.0240574 # DEPENDENCYPART_SIBL
(6,10),(6,13),0.00530075 # DEPENDENCYPART_SIBL
(6,10),(6,14),0.00950443 # DEPENDENCYPART_SIBL
(6,10),(6,16),0.049341 # DEPENDENCYPART_SIBL
(6,10),(6,17),0.0383228 # DEPENDENCYPART_SIBL
(6,10),(6,18),0.0249548 # DEPENDENCYPART_SIBL
(6,10),(6,19),0.00950443 # DEPENDENCYPART_SIBL
(6,10),(6,22),0.0158133 # DEPENDENCYPART_SIBL
(6,10),(6,30),0.00674763 # DEPENDENCYPART_SIBL
(6,11),(6,12),-0.0279476 # DEPENDENCYPART_SIBL
(6,11),(6,13),-0.0324797 # DEPENDENCYPART_SIBL
(6,11),(6,14),-0.0742579 # DEPENDENCYPART_SIBL
(6,11),(6,16),-0.029326 # DEPENDENCYPART_SIBL
(6,11),(6,17),-0.0200016 # DEPENDENCYPART_SIBL
(6,11),(6,18),-0.0362889 # DEPENDENCYPART_SIBL
(6,11),(6,19),-0.0742579 # DEPENDENCYPART_SIBL
(6,11),(6,22),-0.0184093 # DEPENDENCYPART_SIBL
(6,11),(6,30),-0.00505167 # DEPENDENCYPART_SIBL
(6,12),(6,13),-0.0127151 # DEPENDENCYPART_SIBL
(6,12),(6,14),-0.00406686 # DEPENDENCYPART_SIBL
(6,12),(6,16),-0.0111419 # DEPENDENCYPART_SIBL
(6,12),(6,17),0.0186982 # DEPENDENCYPART_SIBL
(6,12),(6,18),-0.020509 # DEPENDENCYPART_SIBL
(6,12),(6,19),-0.00406686 # DEPENDENCYPART_SIBL
(6,12),(6,22),-0.0268343 # DEPENDENCYPART_SIBL
(6,12),(6,30),-0.0002586 # DEPENDENCYPART_SIBL
(6,13),(6,14),-0.0104753 # DEPENDENCYPART_SIBL
(6,13),(6,16),0.0261088 # DEPENDENCYPART_SIBL
(6,13),(6,17),-0.0127228 # DEPENDENCYPART_SIBL
(6,13),(6,18),0.0235885 # DEPENDENCYPART_SIBL
(6,13),(6,19),-0.0104753 # DEPENDENCYPART_SIBL
(6,13),(6,22),0.00291197 # DEPENDENCYPART_SIBL
(6,13),(6,30),0.0381513 # DEPENDENCYPART_SIBL
(6,14),(6,16),0.0130731 # DEPENDENCYPART_SIBL
(6,14),(6,17),0.018459 # DEPENDENCYPART_SIBL
(6,14),(6,18),0.0051849 # DEPENDENCYPART_SIBL
(6,14),(6,19),-0.0339039 # DEPENDENCYPART_SIBL
(6,14),(6,22),-0.0159712 # DEPENDENCYPART_SIBL
(6,14),(6,30),0.0015699 # DEPENDENCYPART_SIBL
(6,16),(6,17),0.0134768 # DEPENDENCYPART_SIBL
(6,16),(6,18),-0.0209818 # DEPENDENCYPART_SIBL
(6,16),(6,19),-0.0117618 # DEPENDENCYPART_SIBL
(6,16),(6,22),-0.0392782 # DEPENDENCYPART_SIBL
(6,16),(6,30),0.0262089 # DEPENDENCYPART_SIBL
(6,17),(6,18),0.0249548 # DEPENDENCYPART_SIBL
(6,17),(6,19),0.00950443 # DEPENDENCYPART_SIBL
(6,17),(6,22),0.0158133 # DEPENDENCYPART_SIBL
(6,17),(6,30),0.00674763 # DEPENDENCYPART_SIBL
(6,18),(6,19),-0.0173428 # DEPENDENCYPART_SIBL
(6,18),(6,22),-0.0427065 # DEPENDENCYPART_SIBL
(6,18),(6,30),0.0191334 # DEPENDENCYPART_SIBL
(6,19),(6,22),-0.0159712 # DEPENDENCYPART_SIBL
(6,19),(6,30),0.0015699 # DEPENDENCYPART_SIBL
(6,22),(6,30),0.00426817 # DEPENDENCYPART_SIBL
(7,5),(7,8),0.0695956 # DEPENDENCYPART_SIBL
(7,5),(7,9),-0.138908 # DEPENDENCYPART_SIBL
(7,5),(7,10),0.125373 # DEPENDENCYPART_SIBL
(7,5),(7,22),0.00158926 # DEPENDENCYPART_SIBL
(7,8),(7,9),-0.0488888 # DEPENDENCYPART_SIBL
(7,8),(7,10),0.0102141 # DEPENDENCYPART_SIBL
(7,8),(7,22),-0.113818 # DEPENDENCYPART_SIBL
(7,9),(7,10),0.00288988 # DEPENDENCYPART_SIBL
(7,9),(7,22),-0.201679 # DEPENDENCYPART_SIBL
(7,10),(7,22),-0.0695683 # DEPENDENCYPART_SIBL
(9,4),(9,5),0.0382629 # DEPENDENCYPART_SIBL
(9,4),(9,6),0.0368557 # DEPENDENCYPART_SIBL
(9,4),(9,7),-0.00765242 # DEPENDENCYPART_SIBL
(9,4),(9,8),0.0465901 # DEPENDENCYPART_SIBL
(9,4),(9,10),-0.100933 # DEPENDENCYPART_SIBL
(9,4),(9,11),-0.0334237 # DEPENDENCYPART_SIBL
(9,4),(9,12),0.289158 # DEPENDENCYPART_SIBL
(9,4),(9,13),-0.00977758 # DEPENDENCYPART_SIBL
(9,4),(9,14),0.0859327 # DEPENDENCYPART_SIBL
(9,4),(9,15),0.0830857 # DEPENDENCYPART_SIBL
(9,4),(9,16),-0.0169855 # DEPENDENCYPART_SIBL
(9,4),(9,17),-0.100933 # DEPENDENCYPART_SIBL
(9,4),(9,18),-0.0202048 # DEPENDENCYPART_SIBL
(9,4),(9,22),0.096103 # DEPENDENCYPART_SIBL
(9,4),(9,27),0.096103 # DEPENDENCYPART_SIBL
(9,4),(9,30),-0.0123854 # DEPENDENCYPART_SIBL
(9,5),(9,6),0.0521381 # DEPENDENCYPART_SIBL
(9,5),(9,7),-0.0531793 # DEPENDENCYPART_SIBL
(9,5),(9,8),0.0312667 # DEPENDENCYPART_SIBL
(9,5),(9,10),0.00804295 # DEPENDENCYPART_SIBL
(9,5),(9,11),-0.0432414 # DEPENDENCYPART_SIBL
(9,5),(9,12),0.0268388 # DEPENDENCYPART_SIBL
(9,5),(9,13),-0.0296228 # DEPENDENCYPART_SIBL
(9,5),(9,14),0.0474919 # DEPENDENCYPART_SIBL
(9,5),(9,15),0.0540363 # DEPENDENCYPART_SIBL
(9,5),(9,16),0.00722884 # DEPENDENCYPART_SIBL
(9,5),(9,17),0.00804295 # DEPENDENCYPART_SIBL
(9,5),(9,18),0.00189043 # DEPENDENCYPART_SIBL
(9,5),(9,22),0.0587115 # DEPENDENCYPART_SIBL
(9,5),(9,27),0.0587115 # DEPENDENCYPART_SIBL
(9,5),(9,30),-0.0542596 # DEPENDENCYPART_SIBL
(9,6),(9,7),0.0113488 # DEPENDENCYPART_SIBL
(9,6),(9,8),0.0277096 # DEPENDENCYPART_SIBL
(9,6),(9,10),0.046068 # DEPENDENCYPART_SIBL
(9,6),(9,11),-0.0738371 # DEPENDENCYPART_SIBL
(9,6),(9,12),-0.0204123 # DEPENDENCYPART_SIBL
(9,6),(9,13),-0.029049 # DEPENDENCYPART_SIBL
(9,6),(9,14),0.013554 # DEPENDENCYPART_SIBL
(9,6),(9,15),-0.00550477 # DEPENDENCYPART_SIBL
(9,6),(9,16),0.0146648 # DEPENDENCYPART_SIBL
(9,6),(9,17),0.046068 # DEPENDENCYPART_SIBL
(9,6),(9,18),0.00721352 # DEPENDENCYPART_SIBL
(9,6),(9,22),0.0171845 # DEPENDENCYPART_SIBL
(9,6),(9,27),0.0171845 # DEPENDENCYPART_SIBL
(9,6),(9,30),0.0157145 # DEPENDENCYPART_SIBL
(9,7),(9,8),0.0077874 # DEPENDENCYPART_SIBL
(9,7),(9,10),-0.0589139 # DEPENDENCYPART_SIBL
(9,7),(9,11),-0.0437956 # DEPENDENCYPART_SIBL
(9,7),(9,12),-0.0406594 # DEPENDENCYPART_SIBL
(9,7),(9,13),-0.0474765 # DEPENDENCYPART_SIBL
(9,7),(9,14),-0.064813 # DEPENDENCYPART_SIBL
(9,7),(9,15),-0.0444235 # DEPENDENCYPART_SIBL
(9,7),(9,16),-0.0106563 # DEPENDENCYPART_SIBL
(9,7),(9,17),-0.0589139 # DEPENDENCYPART_SIBL
(9,7),(9,18),-0.0186394 # DEPENDENCYPART_SIBL
(9,7),(9,22),-0.00174017 # DEPENDENCYPART_SIBL
(9,7),(9,27),-0.00174017 # DEPENDENCYPART_SIBL
(9,7),(9,30),0.00363468 # DEPENDENCYPART_SIBL
(9,8),(9,10),0.0112419 # DEPENDENCYPART_SIBL
(9,8),(9,11),-0.0451816 # DEPENDENCYPART_SIBL
(9,8),(9,12),0.0319841 # DEPENDENCYPART_SIBL
(9,8),(9,13),-0.0287403 # DEPENDENCYPART_SIBL
(9,8),(9,14),0.0555608 # DEPENDENCYPART_SIBL
(9,8),(9,15),0.053639 # DEPENDENCYPART_SIBL
(9,8),(9,16),0.00141784 # DEPENDENCYPART_SIBL
(9,8),(9,17),0.0112419 # DEPENDENCYPART_SIBL
(9,8),(9,18),-0.00392057 # DEPENDENCYPART_SIBL
(9,8),(9,22),0.0594532 # DEPENDENCYPART_SIBL
(9,8),(9,27),0.0594532 # DEPENDENCYPART_SIBL
(9,8),(9,30),-0.0541192 # DEPENDENCYPART_SIBL
(9,10),(9,11),-0.00223801 # DEPENDENCYPART_SIBL
(9,10),(9,12),0.0215946 # DEPENDENCYPART_SIBL
(9,10),(9,13),0.00361317 # DEPENDENCYPART_SIBL
(9,10),(9,14),0.0116071 # DEPENDENCYPART_SIBL
(9,10),(9,15),0.0319095 # DEPENDENCYPART_SIBL
(9,10),(9,16),0.0442036 # DEPENDENCYPART_SIBL
(9,10),(9,17),0.0393972 # DEPENDENCYPART_SIBL
(9,10),(9,18),0.0198174 # DEPENDENCYPART_SIBL
(9,10),(9,22),0.0150016 # DEPENDENCYPART_SIBL
(9,10),(9,27),0.0150016 # DEPENDENCYPART_SIBL
(9,10),(9,30),0.0050613 # DEPENDENCYPART_SIBL
(9,11),(9,12),-0.0290464 # DEPENDENCYPART_SIBL
(9,11),(9,13),-0.0324797 # DEPENDENCYPART_SIBL
(9,11),(9,14),-0.0704676 # DEPENDENCYPART_SIBL
(9,11),(9,15),-0.00643347 # DEPENDENCYPART_SIBL
(9,11),(9,16),-0.0303625 # DEPENDENCYPART_SIBL
(9,11),(9,17),-0.0175489 # DEPENDENCYPART_SIBL
(9,11),(9,18),-0.0373254 # DEPENDENCYPART_SIBL
(9,11),(9,22),-0.017826 # DEPENDENCYPART_SIBL
(9,11),(9,27),-0.017826 # DEPENDENCYPART_SIBL
(9,11),(9,30),-0.00505117 # DEPENDENCYPART_SIBL
(9,12),(9,13),-0.0113963 # DEPENDENCYPART_SIBL
(9,12),(9,14),0.00104225 # DEPENDENCYPART_SIBL
(9,12),(9,15),0.00339689 # DEPENDENCYPART_SIBL
(9,12),(9,16),-0.0108583 # DEPENDENCYPART_SIBL
(9,12),(9,17),0.0237722 # DEPENDENCYPART_SIBL
(9,12),(9,18),-0.0202254 # DEPENDENCYPART_SIBL
(9,12),(9,22),-0.0249313 # DEPENDENCYPART_SIBL
(9,12),(9,27),-0.0249313 # DEPENDENCYPART_SIBL
(9,12),(9,30),0.00106068 # DEPENDENCYPART_SIBL
(9,13),(9,14),-0.00664604 # DEPENDENCYPART_SIBL
(9,13),(9,15),0.0468753 # DEPENDENCYPART_SIBL
(9,13),(9,16),0.0251498 # DEPENDENCYPART_SIBL
(9,13),(9,17),-0.0102311 # DEPENDENCYPART_SIBL
(9,13),(9,18),0.0226295 # DEPENDENCYPART_SIBL
(9,13),(9,22),0.00353438 # DEPENDENCYPART_SIBL
(9,13),(9,27),0.00353438 # DEPENDENCYPART_SIBL
(9,13),(9,30),0.0381908 # DEPENDENCYPART_SIBL
(9,14),(9,15),0.0186466 # DEPENDENCYPART_SIBL
(9,14),(9,16),0.0158528 # DEPENDENCYPART_SIBL
(9,14),(9,17),0.0253505 # DEPENDENCYPART_SIBL
(9,14),(9,18),0.00796463 # DEPENDENCYPART_SIBL
(9,14),(9,22),-0.0112975 # DEPENDENCYPART_SIBL
(9,14),(9,27),-0.0112975 # DEPENDENCYPART_SIBL
(9,14),(9,30),0.00527398 # DEPENDENCYPART_SIBL
(9,15),(9,16),-0.00576342 # DEPENDENCYPART_SIBL
(9,15),(9,17),0.0108296 # DEPENDENCYPART_SIBL
(9,15),(9,18),-0.0128086 # DEPENDENCYPART_SIBL
(9,15),(9,22),-0.0312568 # DEPENDENCYPART_SIBL
(9,15),(9,27),-0.0312568 # DEPENDENCYPART_SIBL
(9,15),(9,30),-0.00476604 # DEPENDENCYPART_SIBL
(9,16),(9,17),0.0159306 # DEPENDENCYPART_SIBL
(9,16),(9,18),-0.0220179 # DEPENDENCYPART_SIBL
(9,16),(9,22),-0.0386943 # DEPENDENCYPART_SIBL
(9,16),(9,27),-0.0386943 # DEPENDENCYPART_SIBL
(9,16),(9,30),0.0262098 # DEPENDENCYPART_SIBL
(9,17),(9,18),0.0198174 # DEPENDENCYPART_SIBL
(9,17),(9,22),0.0150016 # DEPENDENCYPART_SIBL
(9,17),(9,27),0.0150016 # DEPENDENCYPART_SIBL
(9,17),(9,30),0.0050613 # DEPENDENCYPART_SIBL
(9,18),(9,22),-0.0421227 # DEPENDENCYPART_SIBL
(9,18),(9,27),-0.0421227 # DEPENDENCYPART_SIBL
(9,18),(9,30),0.0191343 # DEPENDENCYPART_SIBL
(9,22),(9,27),-0.0316219 # DEPENDENCYPART_SIBL
(9,22),(9,30),0.00447609 # DEPENDENCYPART_SIBL
(9,27),(9,30),0.00447609 # DEPENDENCYPART_SIBL
(11,10),(11,12),0.0196559 # DEPENDENCYPART_SIBL
(11,10),(11,14),-0.0290492 # DEPENDENCYPART_SIBL
(11,10),(11,15),-0.0037474 # DEPENDENCYPART_SIBL
(11,12),(11,14),0.0147443 # DEPENDENCYPART_SIBL
(11,12),(11,15),0.0106923 # DEPENDENCYPART_SIBL
(11,14),(11,15),0.0364581 # DEPENDENCYPART_SIBL
(12,2),(12,6),0.00365068 # DEPENDENCYPART_SIBL
(12,2),(12,9),0.00484469 # DEPENDENCYPART_SIBL
(12,2),(12,10),0.0454976 # DEPENDENCYPART_SIBL
(12,2),(12,11),-0.0105294 # DEPENDENCYPART_SIBL
(12,2),(12,13),-0.014536 # DEPENDENCYPART_SIBL
(12,2),(12,14),-0.0117616 # DEPENDENCYPART_SIBL
(12,2),(12,15),-0.0243303 # DEPENDENCYPART_SIBL
(12,2),(12,16),0.00113073 # DEPENDENCYPART_SIBL
(12,2),(12,17),-0.0409214 # DEPENDENCYPART_SIBL
(12,2),(12,18),-0.00645903 # DEPENDENCYPART_SIBL
(12,2),(12,19),-0.0117616 # DEPENDENCYPART_SIBL
(12,2),(12,20),-0.00429935 # DEPENDENCYPART_SIBL
(12,2),(12,22),0.00151274 # DEPENDENCYPART_SIBL
(12,2),(12,23),-0.0270319 # DEPENDENCYPART_SIBL
(12,2),(12,24),-0.0117616 # DEPENDENCYPART_SIBL
