# _root_ Interprovincial Pipe Line Co. , an oil pipeline operator rumored to be mulling a gas pipeline proposal of its own , said that is n't in the cards .
#goldHeads=4,4,4,22,4,9,9,9,4,9,12,10,12,17,17,17,13,17,20,18,4,0,24,22,24,24,28,26,22,
#predictedHeads=4,4,4,22,4,9,9,9,4,9,12,10,12,17,17,17,13,17,20,18,4,0,24,22,24,24,28,26,22,
(9,4),(9,13),-0.0285901 # DEPENDENCYPART_SIBL
(9,4),(9,17),0.00832038 # DEPENDENCYPART_SIBL
(9,4),(9,18),0.0438626 # DEPENDENCYPART_SIBL
(9,4),(9,20),0.0141417 # DEPENDENCYPART_SIBL
(9,4),(9,21),0.0572249 # DEPENDENCYPART_SIBL
(9,4),(9,29),0.0291113 # DEPENDENCYPART_SIBL
(9,5),(9,6),0.0683213 # DEPENDENCYPART_SIBL
(9,5),(9,7),-0.0196332 # DEPENDENCYPART_SIBL
(9,5),(9,8),-0.0179007 # DEPENDENCYPART_SIBL
(9,5),(9,10),0.0100676 # DEPENDENCYPART_SIBL
(9,5),(9,11),-0.0345151 # DEPENDENCYPART_SIBL
(9,5),(9,12),0.0550915 # DEPENDENCYPART_SIBL
(9,5),(9,13),0.0100793 # DEPENDENCYPART_SIBL
(9,5),(9,17),-0.0260453 # DEPENDENCYPART_SIBL
(9,5),(9,18),-0.144346 # DEPENDENCYPART_SIBL
(9,5),(9,20),-0.0618919 # DEPENDENCYPART_SIBL
(9,5),(9,21),0.140622 # DEPENDENCYPART_SIBL
(9,5),(9,29),0.0274404 # DEPENDENCYPART_SIBL
(9,6),(9,7),0.0776792 # DEPENDENCYPART_SIBL
(9,6),(9,8),0.0750663 # DEPENDENCYPART_SIBL
(9,6),(9,10),0.280528 # DEPENDENCYPART_SIBL
(9,6),(9,11),0.237292 # DEPENDENCYPART_SIBL
(9,6),(9,12),0.281331 # DEPENDENCYPART_SIBL
(9,6),(9,13),0.280549 # DEPENDENCYPART_SIBL
(9,6),(9,17),-0.0124682 # DEPENDENCYPART_SIBL
(9,6),(9,18),0.269481 # DEPENDENCYPART_SIBL
(9,6),(9,20),0.141209 # DEPENDENCYPART_SIBL
(9,6),(9,21),-0.034668 # DEPENDENCYPART_SIBL
(9,6),(9,29),0.0991392 # DEPENDENCYPART_SIBL
(9,7),(9,8),0.0510253 # DEPENDENCYPART_SIBL
(9,7),(9,10),-0.0111847 # DEPENDENCYPART_SIBL
(9,7),(9,11),-0.0686133 # DEPENDENCYPART_SIBL
(9,7),(9,12),-0.00952715 # DEPENDENCYPART_SIBL
(9,7),(9,13),-0.0107374 # DEPENDENCYPART_SIBL
(9,7),(9,17),0.0291197 # DEPENDENCYPART_SIBL
(9,7),(9,18),0.0162255 # DEPENDENCYPART_SIBL
(9,7),(9,20),0.0159476 # DEPENDENCYPART_SIBL
(9,7),(9,21),0.0687302 # DEPENDENCYPART_SIBL
(9,7),(9,29),0.011567 # DEPENDENCYPART_SIBL
(9,8),(9,10),-0.0224753 # DEPENDENCYPART_SIBL
(9,8),(9,11),-0.0726349 # DEPENDENCYPART_SIBL
(9,8),(9,12),-0.0187526 # DEPENDENCYPART_SIBL
(9,8),(9,13),-0.022028 # DEPENDENCYPART_SIBL
(9,8),(9,17),0.0126304 # DEPENDENCYPART_SIBL
(9,8),(9,18),0.0430181 # DEPENDENCYPART_SIBL
(9,8),(9,20),0.0113962 # DEPENDENCYPART_SIBL
(9,8),(9,21),0.0506042 # DEPENDENCYPART_SIBL
(9,8),(9,29),0.00840631 # DEPENDENCYPART_SIBL
(9,10),(9,11),-0.00978423 # DEPENDENCYPART_SIBL
(9,10),(9,12),-0.0160674 # DEPENDENCYPART_SIBL
(9,10),(9,13),-0.00839043 # DEPENDENCYPART_SIBL
(9,10),(9,17),-0.0177972 # DEPENDENCYPART_SIBL
(9,10),(9,18),0.0166704 # DEPENDENCYPART_SIBL
(9,10),(9,20),-0.00531854 # DEPENDENCYPART_SIBL
(9,10),(9,21),0.0187699 # DEPENDENCYPART_SIBL
(9,10),(9,29),-0.00578558 # DEPENDENCYPART_SIBL
(9,11),(9,12),0.0207873 # DEPENDENCYPART_SIBL
(9,11),(9,13),-0.00322498 # DEPENDENCYPART_SIBL
(9,11),(9,17),-0.00158219 # DEPENDENCYPART_SIBL
(9,11),(9,18),0.00257992 # DEPENDENCYPART_SIBL
(9,11),(9,20),-0.00103008 # DEPENDENCYPART_SIBL
(9,11),(9,21),0.00464727 # DEPENDENCYPART_SIBL
(9,11),(9,29),0.0615623 # DEPENDENCYPART_SIBL
(9,12),(9,13),-0.0272804 # DEPENDENCYPART_SIBL
(9,12),(9,17),-0.0316329 # DEPENDENCYPART_SIBL
(9,12),(9,18),0.0196492 # DEPENDENCYPART_SIBL
(9,12),(9,20),-0.0156741 # DEPENDENCYPART_SIBL
(9,12),(9,21),0.00349902 # DEPENDENCYPART_SIBL
(9,12),(9,29),-0.0173436 # DEPENDENCYPART_SIBL
(9,13),(9,17),-0.0177806 # DEPENDENCYPART_SIBL
(9,13),(9,18),0.0166864 # DEPENDENCYPART_SIBL
(9,13),(9,20),-0.00530457 # DEPENDENCYPART_SIBL
(9,13),(9,21),0.0188327 # DEPENDENCYPART_SIBL
(9,13),(9,29),-0.00458668 # DEPENDENCYPART_SIBL
(9,17),(9,18),-0.00328007 # DEPENDENCYPART_SIBL
(9,17),(9,20),0.00736528 # DEPENDENCYPART_SIBL
(9,17),(9,21),0.0104528 # DEPENDENCYPART_SIBL
(9,17),(9,29),0.023071 # DEPENDENCYPART_SIBL
(9,18),(9,20),0.0054946 # DEPENDENCYPART_SIBL
(9,18),(9,21),0.0265387 # DEPENDENCYPART_SIBL
(9,18),(9,29),-0.00717261 # DEPENDENCYPART_SIBL
(9,20),(9,21),0.00668243 # DEPENDENCYPART_SIBL
(9,20),(9,29),-0.0139214 # DEPENDENCYPART_SIBL
(9,21),(9,29),-0.00261012 # DEPENDENCYPART_SIBL
(10,1),(10,4),-0.112645 # DEPENDENCYPART_SIBL
(10,1),(10,5),0.00659421 # DEPENDENCYPART_SIBL
(10,1),(10,6),-0.0657743 # DEPENDENCYPART_SIBL
(10,1),(10,7),-0.0907278 # DEPENDENCYPART_SIBL
(10,1),(10,8),-0.0985617 # DEPENDENCYPART_SIBL
(10,1),(10,9),-0.0937933 # DEPENDENCYPART_SIBL
(10,1),(10,11),0.0049487 # DEPENDENCYPART_SIBL
(10,1),(10,12),-0.00899901 # DEPENDENCYPART_SIBL
(10,1),(10,13),0.00657378 # DEPENDENCYPART_SIBL
(10,1),(10,17),-0.0294058 # DEPENDENCYPART_SIBL
(10,1),(10,20),-0.0186014 # DEPENDENCYPART_SIBL
(10,1),(10,21),0.00373252 # DEPENDENCYPART_SIBL
(10,1),(10,22),0.00332188 # DEPENDENCYPART_SIBL
(10,1),(10,24),-0.00399319 # DEPENDENCYPART_SIBL
(10,1),(10,25),0.0500011 # DEPENDENCYPART_SIBL
(10,1),(10,29),0.0210841 # DEPENDENCYPART_SIBL
(10,4),(10,5),0.00295924 # DEPENDENCYPART_SIBL
(10,4),(10,6),-0.0729497 # DEPENDENCYPART_SIBL
(10,4),(10,7),-0.0971794 # DEPENDENCYPART_SIBL
(10,4),(10,8),-0.103661 # DEPENDENCYPART_SIBL
(10,4),(10,9),-0.098893 # DEPENDENCYPART_SIBL
(10,4),(10,11),0.0103994 # DEPENDENCYPART_SIBL
(10,4),(10,12),-0.033112 # DEPENDENCYPART_SIBL
(10,4),(10,13),-0.0171036 # DEPENDENCYPART_SIBL
(10,4),(10,17),-0.0399521 # DEPENDENCYPART_SIBL
(10,4),(10,20),-0.0190277 # DEPENDENCYPART_SIBL
(10,4),(10,21),0.0161115 # DEPENDENCYPART_SIBL
(10,4),(10,22),-0.0204071 # DEPENDENCYPART_SIBL
(10,4),(10,24),-0.0282066 # DEPENDENCYPART_SIBL
(10,4),(10,25),0.0539845 # DEPENDENCYPART_SIBL
(10,4),(10,29),0.0408534 # DEPENDENCYPART_SIBL
(10,5),(10,6),0.000514587 # DEPENDENCYPART_SIBL
(10,5),(10,7),-0.00767375 # DEPENDENCYPART_SIBL
(10,5),(10,8),-0.0096379 # DEPENDENCYPART_SIBL
(10,5),(10,9),0.00232258 # DEPENDENCYPART_SIBL
(10,5),(10,11),-0.00981989 # DEPENDENCYPART_SIBL
(10,5),(10,12),0.0331573 # DEPENDENCYPART_SIBL
(10,5),(10,13),0.00568304 # DEPENDENCYPART_SIBL
(10,5),(10,17),-0.0331011 # DEPENDENCYPART_SIBL
(10,5),(10,20),-0.0388391 # DEPENDENCYPART_SIBL
(10,5),(10,21),0.158074 # DEPENDENCYPART_SIBL
(10,5),(10,22),0.0262822 # DEPENDENCYPART_SIBL
(10,5),(10,24),-0.0201483 # DEPENDENCYPART_SIBL
(10,5),(10,25),-0.0501874 # DEPENDENCYPART_SIBL
(10,5),(10,29),0.0518551 # DEPENDENCYPART_SIBL
(10,6),(10,7),-0.000883608 # DEPENDENCYPART_SIBL
(10,6),(10,8),-0.0110331 # DEPENDENCYPART_SIBL
(10,6),(10,9),-0.0124498 # DEPENDENCYPART_SIBL
(10,6),(10,11),0.0737594 # DEPENDENCYPART_SIBL
(10,6),(10,12),0.00366571 # DEPENDENCYPART_SIBL
(10,6),(10,13),0.00461606 # DEPENDENCYPART_SIBL
(10,6),(10,17),-0.086326 # DEPENDENCYPART_SIBL
(10,6),(10,20),0.0350319 # DEPENDENCYPART_SIBL
(10,6),(10,21),-0.0188673 # DEPENDENCYPART_SIBL
(10,6),(10,22),0.00462756 # DEPENDENCYPART_SIBL
(10,6),(10,24),0.0163602 # DEPENDENCYPART_SIBL
(10,6),(10,25),-0.0627941 # DEPENDENCYPART_SIBL
(10,6),(10,29),0.0188095 # DEPENDENCYPART_SIBL
(10,7),(10,8),-0.0870272 # DEPENDENCYPART_SIBL
(10,7),(10,9),-0.0822587 # DEPENDENCYPART_SIBL
(10,7),(10,11),0.00438451 # DEPENDENCYPART_SIBL
(10,7),(10,12),-0.00705538 # DEPENDENCYPART_SIBL
(10,7),(10,13),0.00851742 # DEPENDENCYPART_SIBL
(10,7),(10,17),-0.0208222 # DEPENDENCYPART_SIBL
(10,7),(10,20),-0.0189621 # DEPENDENCYPART_SIBL
(10,7),(10,21),0.0199862 # DEPENDENCYPART_SIBL
(10,7),(10,22),0.00518145 # DEPENDENCYPART_SIBL
(10,7),(10,24),-0.000732777 # DEPENDENCYPART_SIBL
(10,7),(10,25),0.0542205 # DEPENDENCYPART_SIBL
(10,7),(10,29),0.0181708 # DEPENDENCYPART_SIBL
(10,8),(10,9),-0.0940402 # DEPENDENCYPART_SIBL
(10,8),(10,11),-0.00460031 # DEPENDENCYPART_SIBL
(10,8),(10,12),-0.0119093 # DEPENDENCYPART_SIBL
(10,8),(10,13),0.00159826 # DEPENDENCYPART_SIBL
(10,8),(10,17),-0.0382033 # DEPENDENCYPART_SIBL
(10,8),(10,20),-0.0225294 # DEPENDENCYPART_SIBL
(10,8),(10,21),0.000535113 # DEPENDENCYPART_SIBL
(10,8),(10,22),-0.00165365 # DEPENDENCYPART_SIBL
(10,8),(10,24),-0.00896872 # DEPENDENCYPART_SIBL
(10,8),(10,25),0.0460856 # DEPENDENCYPART_SIBL
(10,8),(10,29),0.0171569 # DEPENDENCYPART_SIBL
(10,9),(10,11),0.00362276 # DEPENDENCYPART_SIBL
(10,9),(10,12),-0.010325 # DEPENDENCYPART_SIBL
(10,9),(10,13),0.00524782 # DEPENDENCYPART_SIBL
(10,9),(10,17),-0.0337228 # DEPENDENCYPART_SIBL
(10,9),(10,20),-0.0199307 # DEPENDENCYPART_SIBL
(10,9),(10,21),0.00179736 # DEPENDENCYPART_SIBL
(10,9),(10,22),0.00199592 # DEPENDENCYPART_SIBL
(10,9),(10,24),-0.00531915 # DEPENDENCYPART_SIBL
(10,9),(10,25),0.0486751 # DEPENDENCYPART_SIBL
(10,9),(10,29),0.0186405 # DEPENDENCYPART_SIBL
(10,11),(10,12),-0.0251551 # DEPENDENCYPART_SIBL
(10,11),(10,13),-0.0144493 # DEPENDENCYPART_SIBL
(10,11),(10,17),-0.0224088 # DEPENDENCYPART_SIBL
(10,11),(10,20),-0.044189 # DEPENDENCYPART_SIBL
(10,11),(10,21),0.00410007 # DEPENDENCYPART_SIBL
(10,11),(10,22),-0.0115428 # DEPENDENCYPART_SIBL
(10,11),(10,24),-0.0517803 # DEPENDENCYPART_SIBL
(10,11),(10,25),-0.0182738 # DEPENDENCYPART_SIBL
(10,11),(10,29),-0.00658689 # DEPENDENCYPART_SIBL
(10,12),(10,13),-0.0042048 # DEPENDENCYPART_SIBL
(10,12),(10,17),-0.0176305 # DEPENDENCYPART_SIBL
(10,12),(10,20),-0.0248775 # DEPENDENCYPART_SIBL
(10,12),(10,21),0.0111192 # DEPENDENCYPART_SIBL
(10,12),(10,22),-0.0210411 # DEPENDENCYPART_SIBL
(10,12),(10,24),-0.00262053 # DEPENDENCYPART_SIBL
(10,12),(10,25),-0.0364097 # DEPENDENCYPART_SIBL
(10,12),(10,29),0.0318112 # DEPENDENCYPART_SIBL
(10,13),(10,17),-0.0242661 # DEPENDENCYPART_SIBL
(10,13),(10,20),-0.0377825 # DEPENDENCYPART_SIBL
(10,13),(10,21),0.00382199 # DEPENDENCYPART_SIBL
(10,13),(10,22),-0.0349574 # DEPENDENCYPART_SIBL
(10,13),(10,24),-0.0204075 # DEPENDENCYPART_SIBL
(10,13),(10,25),-0.0501074 # DEPENDENCYPART_SIBL
(10,13),(10,29),0.00602645 # DEPENDENCYPART_SIBL
(10,17),(10,20),-0.0257467 # DEPENDENCYPART_SIBL
(10,17),(10,21),-0.00302509 # DEPENDENCYPART_SIBL
(10,17),(10,22),-0.0414982 # DEPENDENCYPART_SIBL
(10,17),(10,24),-0.0305156 # DEPENDENCYPART_SIBL
(10,17),(10,25),-0.0333893 # DEPENDENCYPART_SIBL
(10,17),(10,29),-0.00363101 # DEPENDENCYPART_SIBL
(10,20),(10,21),0.00982261 # DEPENDENCYPART_SIBL
(10,20),(10,22),0.00170697 # DEPENDENCYPART_SIBL
(10,20),(10,24),-0.0324619 # DEPENDENCYPART_SIBL
(10,20),(10,25),-0.0262437 # DEPENDENCYPART_SIBL
(10,20),(10,29),-0.0352013 # DEPENDENCYPART_SIBL
(10,21),(10,22),0.00221697 # DEPENDENCYPART_SIBL
(10,21),(10,24),0.0567819 # DEPENDENCYPART_SIBL
(10,21),(10,25),0.0175056 # DEPENDENCYPART_SIBL
(10,21),(10,29),0.00521776 # DEPENDENCYPART_SIBL
(10,22),(10,24),0.00568818 # DEPENDENCYPART_SIBL
(10,22),(10,25),-0.0384939 # DEPENDENCYPART_SIBL
(10,22),(10,29),0.0305814 # DEPENDENCYPART_SIBL
(10,24),(10,25),-0.0500267 # DEPENDENCYPART_SIBL
(10,24),(10,29),0.0137887 # DEPENDENCYPART_SIBL
(10,25),(10,29),0.00042144 # DEPENDENCYPART_SIBL
(11,12),(11,13),-0.0374103 # DEPENDENCYPART_SIBL
(11,12),(11,15),-0.0320951 # DEPENDENCYPART_SIBL
(11,12),(11,17),-0.0325536 # DEPENDENCYPART_SIBL
(11,13),(11,15),-0.0285267 # DEPENDENCYPART_SIBL
(11,13),(11,17),-0.0289851 # DEPENDENCYPART_SIBL
(11,15),(11,17),-0.0776693 # DEPENDENCYPART_SIBL
(12,4),(12,5),0.00336585 # DEPENDENCYPART_SIBL
(12,4),(12,7),-0.080887 # DEPENDENCYPART_SIBL
(12,4),(12,8),-0.0873687 # DEPENDENCYPART_SIBL
(12,4),(12,9),-0.0826002 # DEPENDENCYPART_SIBL
(12,4),(12,11),0.0844354 # DEPENDENCYPART_SIBL
(12,4),(12,13),0.0328104 # DEPENDENCYPART_SIBL
(12,4),(12,14),-0.0970007 # DEPENDENCYPART_SIBL
(12,4),(12,15),-0.0295808 # DEPENDENCYPART_SIBL
(12,4),(12,16),-0.0476111 # DEPENDENCYPART_SIBL
(12,4),(12,17),-0.0568822 # DEPENDENCYPART_SIBL
(12,4),(12,18),-0.010935 # DEPENDENCYPART_SIBL
(12,4),(12,20),-0.00124891 # DEPENDENCYPART_SIBL
(12,4),(12,21),0.0313854 # DEPENDENCYPART_SIBL
(12,4),(12,22),0.0270086 # DEPENDENCYPART_SIBL
(12,4),(12,24),0.0112751 # DEPENDENCYPART_SIBL
(12,4),(12,25),0.0506 # DEPENDENCYPART_SIBL
(12,4),(12,26),-0.0259001 # DEPENDENCYPART_SIBL
(12,4),(12,29),0.0538112 # DEPENDENCYPART_SIBL
(12,5),(12,7),-0.0295686 # DEPENDENCYPART_SIBL
(12,5),(12,8),-0.0315324 # DEPENDENCYPART_SIBL
(12,5),(12,9),-0.0195719 # DEPENDENCYPART_SIBL
(12,5),(12,11),-0.0364867 # DEPENDENCYPART_SIBL
(12,5),(12,13),-0.00418386 # DEPENDENCYPART_SIBL
(12,5),(12,14),-0.156149 # DEPENDENCYPART_SIBL
(12,5),(12,15),-0.0451023 # DEPENDENCYPART_SIBL
(12,5),(12,16),-0.0438275 # DEPENDENCYPART_SIBL
(12,5),(12,17),-0.0662638 # DEPENDENCYPART_SIBL
(12,5),(12,18),-0.161378 # DEPENDENCYPART_SIBL
(12,5),(12,20),-0.0423102 # DEPENDENCYPART_SIBL
(12,5),(12,21),0.163736 # DEPENDENCYPART_SIBL
(12,5),(12,22),0.0157074 # DEPENDENCYPART_SIBL
(12,5),(12,24),-0.0386981 # DEPENDENCYPART_SIBL
(12,5),(12,25),-0.0755278 # DEPENDENCYPART_SIBL
(12,5),(12,26),-0.0857454 # DEPENDENCYPART_SIBL
(12,5),(12,29),0.026524 # DEPENDENCYPART_SIBL
(12,7),(12,8),-0.0707344 # DEPENDENCYPART_SIBL
(12,7),(12,9),-0.065966 # DEPENDENCYPART_SIBL
(12,7),(12,11),0.107381 # DEPENDENCYPART_SIBL
(12,7),(12,13),0.0584304 # DEPENDENCYPART_SIBL
(12,7),(12,14),-0.094427 # DEPENDENCYPART_SIBL
(12,7),(12,15),0.008715 # DEPENDENCYPART_SIBL
(12,7),(12,16),-0.0286293 # DEPENDENCYPART_SIBL
(12,7),(12,17),-0.0377533 # DEPENDENCYPART_SIBL
(12,7),(12,18),-0.0376423 # DEPENDENCYPART_SIBL
(12,7),(12,20),-0.00118436 # DEPENDENCYPART_SIBL
(12,7),(12,21),0.035259 # DEPENDENCYPART_SIBL
(12,7),(12,22),0.0525962 # DEPENDENCYPART_SIBL
(12,7),(12,24),0.038748 # DEPENDENCYPART_SIBL
(12,7),(12,25),0.050835 # DEPENDENCYPART_SIBL
(12,7),(12,26),-0.0750389 # DEPENDENCYPART_SIBL
(12,7),(12,29),0.031127 # DEPENDENCYPART_SIBL
(12,8),(12,9),-0.0777475 # DEPENDENCYPART_SIBL
(12,8),(12,11),0.090399 # DEPENDENCYPART_SIBL
(12,8),(12,13),0.0515123 # DEPENDENCYPART_SIBL
(12,8),(12,14),-0.0977782 # DEPENDENCYPART_SIBL
(12,8),(12,15),-0.0298523 # DEPENDENCYPART_SIBL
(12,8),(12,16),-0.0458622 # DEPENDENCYPART_SIBL
(12,8),(12,17),-0.0551333 # DEPENDENCYPART_SIBL
(12,8),(12,18),-0.0244462 # DEPENDENCYPART_SIBL
(12,8),(12,20),-0.00475064 # DEPENDENCYPART_SIBL
(12,8),(12,21),0.015809 # DEPENDENCYPART_SIBL
(12,8),(12,22),0.0457621 # DEPENDENCYPART_SIBL
(12,8),(12,24),0.030513 # DEPENDENCYPART_SIBL
(12,8),(12,25),0.0427011 # DEPENDENCYPART_SIBL
(12,8),(12,26),-0.0524179 # DEPENDENCYPART_SIBL
(12,8),(12,29),0.0301147 # DEPENDENCYPART_SIBL
(12,9),(12,11),0.093592 # DEPENDENCYPART_SIBL
(12,9),(12,13),0.0551618 # DEPENDENCYPART_SIBL
(12,9),(12,14),-0.0951884 # DEPENDENCYPART_SIBL
(12,9),(12,15),-0.0229693 # DEPENDENCYPART_SIBL
(12,9),(12,16),-0.0413818 # DEPENDENCYPART_SIBL
(12,9),(12,17),-0.0506529 # DEPENDENCYPART_SIBL
(12,9),(12,18),-0.019766 # DEPENDENCYPART_SIBL
(12,9),(12,20),-0.00215197 # DEPENDENCYPART_SIBL
(12,9),(12,21),0.0170712 # DEPENDENCYPART_SIBL
(12,9),(12,22),0.0494116 # DEPENDENCYPART_SIBL
(12,9),(12,24),0.0341626 # DEPENDENCYPART_SIBL
(12,9),(12,25),0.0452906 # DEPENDENCYPART_SIBL
(12,9),(12,26),-0.0465175 # DEPENDENCYPART_SIBL
(12,9),(12,29),0.0315983 # DEPENDENCYPART_SIBL
(12,11),(12,13),0.0487741 # DEPENDENCYPART_SIBL
(12,11),(12,14),-0.0385211 # DEPENDENCYPART_SIBL
(12,11),(12,15),0.0257539 # DEPENDENCYPART_SIBL
(12,11),(12,16),0.0350586 # DEPENDENCYPART_SIBL
(12,11),(12,17),0.0301596 # DEPENDENCYPART_SIBL
(12,11),(12,18),-0.114055 # DEPENDENCYPART_SIBL
(12,11),(12,20),0.00300473 # DEPENDENCYPART_SIBL
(12,11),(12,21),-0.0413174 # DEPENDENCYPART_SIBL
(12,11),(12,22),0.0306306 # DEPENDENCYPART_SIBL
(12,11),(12,24),-0.0307877 # DEPENDENCYPART_SIBL
(12,11),(12,25),0.000233991 # DEPENDENCYPART_SIBL
(12,11),(12,26),-0.119185 # DEPENDENCYPART_SIBL
(12,11),(12,29),-0.216314 # DEPENDENCYPART_SIBL
(12,13),(12,14),-0.018327 # DEPENDENCYPART_SIBL
(12,13),(12,15),-0.0222602 # DEPENDENCYPART_SIBL
(12,13),(12,16),-0.0241777 # DEPENDENCYPART_SIBL
(12,13),(12,17),-0.0235185 # DEPENDENCYPART_SIBL
(12,13),(12,18),-0.040622 # DEPENDENCYPART_SIBL
(12,13),(12,20),-0.034245 # DEPENDENCYPART_SIBL
(12,13),(12,21),0.0168398 # DEPENDENCYPART_SIBL
(12,13),(12,22),-0.026064 # DEPENDENCYPART_SIBL
(12,13),(12,24),-0.0144583 # DEPENDENCYPART_SIBL
(12,13),(12,25),-0.0427482 # DEPENDENCYPART_SIBL
(12,13),(12,26),-0.00399628 # DEPENDENCYPART_SIBL
(12,13),(12,29),0.0122876 # DEPENDENCYPART_SIBL
(12,14),(12,15),-0.0373429 # DEPENDENCYPART_SIBL
(12,14),(12,16),-0.0392853 # DEPENDENCYPART_SIBL
(12,14),(12,17),-0.0381463 # DEPENDENCYPART_SIBL
(12,14),(12,18),-0.0745665 # DEPENDENCYPART_SIBL
(12,14),(12,20),-0.0651897 # DEPENDENCYPART_SIBL
(12,14),(12,21),-0.0500879 # DEPENDENCYPART_SIBL
(12,14),(12,22),-0.0347348 # DEPENDENCYPART_SIBL
(12,14),(12,24),-0.0538159 # DEPENDENCYPART_SIBL
(12,14),(12,25),-0.0441514 # DEPENDENCYPART_SIBL
(12,14),(12,26),-0.073854 # DEPENDENCYPART_SIBL
(12,14),(12,29),-0.0466894 # DEPENDENCYPART_SIBL
(12,15),(12,16),-0.0625741 # DEPENDENCYPART_SIBL
(12,15),(12,17),-0.0596534 # DEPENDENCYPART_SIBL
(12,15),(12,18),-0.0263205 # DEPENDENCYPART_SIBL
(12,15),(12,20),-0.0428389 # DEPENDENCYPART_SIBL
(12,15),(12,21),0.000999243 # DEPENDENCYPART_SIBL
(12,15),(12,22),-0.0494988 # DEPENDENCYPART_SIBL
(12,15),(12,24),-0.0364784 # DEPENDENCYPART_SIBL
(12,15),(12,25),-0.0394977 # DEPENDENCYPART_SIBL
(12,15),(12,26),0.00948722 # DEPENDENCYPART_SIBL
(12,15),(12,29),-0.0335111 # DEPENDENCYPART_SIBL
(12,16),(12,17),-0.0560402 # DEPENDENCYPART_SIBL
(12,16),(12,18),-0.0413255 # DEPENDENCYPART_SIBL
(12,16),(12,20),-0.0450189 # DEPENDENCYPART_SIBL
(12,16),(12,21),-0.000135574 # DEPENDENCYPART_SIBL
(12,16),(12,22),-0.0491965 # DEPENDENCYPART_SIBL
(12,16),(12,24),-0.0364514 # DEPENDENCYPART_SIBL
(12,16),(12,25),-0.039109 # DEPENDENCYPART_SIBL
(12,16),(12,26),-0.00634329 # DEPENDENCYPART_SIBL
(12,16),(12,29),-0.0371877 # DEPENDENCYPART_SIBL
(12,17),(12,18),-0.0272046 # DEPENDENCYPART_SIBL
(12,17),(12,20),-0.0454666 # DEPENDENCYPART_SIBL
(12,17),(12,21),-0.00980225 # DEPENDENCYPART_SIBL
(12,17),(12,22),-0.0661524 # DEPENDENCYPART_SIBL
(12,17),(12,24),-0.0534086 # DEPENDENCYPART_SIBL
(12,17),(12,25),-0.0560278 # DEPENDENCYPART_SIBL
(12,17),(12,26),0.00974434 # DEPENDENCYPART_SIBL
(12,17),(12,29),-0.0255371 # DEPENDENCYPART_SIBL
(12,18),(12,20),-0.083324 # DEPENDENCYPART_SIBL
(12,18),(12,21),-0.0587598 # DEPENDENCYPART_SIBL
(12,18),(12,22),-0.0984129 # DEPENDENCYPART_SIBL
(12,18),(12,24),-0.0886133 # DEPENDENCYPART_SIBL
(12,18),(12,25),-0.0979974 # DEPENDENCYPART_SIBL
(12,18),(12,26),-0.139655 # DEPENDENCYPART_SIBL
(12,18),(12,29),-0.0633731 # DEPENDENCYPART_SIBL
(12,20),(12,21),0.038711 # DEPENDENCYPART_SIBL
(12,20),(12,22),0.0190137 # DEPENDENCYPART_SIBL
(12,20),(12,24),-0.0179752 # DEPENDENCYPART_SIBL
(12,20),(12,25),-0.0149572 # DEPENDENCYPART_SIBL
(12,20),(12,26),0.0389397 # DEPENDENCYPART_SIBL
(12,20),(12,29),-0.0310967 # DEPENDENCYPART_SIBL
(12,21),(12,22),0.00620508 # DEPENDENCYPART_SIBL
(12,21),(12,24),0.0575344 # DEPENDENCYPART_SIBL
(12,21),(12,25),0.0333353 # DEPENDENCYPART_SIBL
(12,21),(12,26),0.0167292 # DEPENDENCYPART_SIBL
(12,21),(12,29),0.012131 # DEPENDENCYPART_SIBL
(12,22),(12,24),0.0115451 # DEPENDENCYPART_SIBL
(12,22),(12,25),-0.0311884 # DEPENDENCYPART_SIBL
(12,22),(12,26),0.0074381 # DEPENDENCYPART_SIBL
(12,22),(12,29),0.0367883 # DEPENDENCYPART_SIBL
(12,24),(12,25),-0.0430875 # DEPENDENCYPART_SIBL
(12,24),(12,26),-0.0319181 # DEPENDENCYPART_SIBL
(12,24),(12,29),0.0196254 # DEPENDENCYPART_SIBL
(12,25),(12,26),0.000733327 # DEPENDENCYPART_SIBL
(12,25),(12,29),-0.0104912 # DEPENDENCYPART_SIBL
(12,26),(12,29),-0.0357624 # DEPENDENCYPART_SIBL
(13,7),(13,9),-0.0822587 # DEPENDENCYPART_SIBL
(13,7),(13,14),-0.0986973 # DEPENDENCYPART_SIBL
(13,7),(13,15),0.0256782 # DEPENDENCYPART_SIBL
(13,7),(13,16),-0.0116662 # DEPENDENCYPART_SIBL
(13,7),(13,17),-0.0207902 # DEPENDENCYPART_SIBL
(13,7),(13,18),-0.0156479 # DEPENDENCYPART_SIBL
(13,7),(13,21),0.0199885 # DEPENDENCYPART_SIBL
(13,7),(13,22),0.00518331 # DEPENDENCYPART_SIBL
(13,7),(13,23),-0.0781654 # DEPENDENCYPART_SIBL
(13,7),(13,24),-0.00073092 # DEPENDENCYPART_SIBL
(13,7),(13,25),0.0542214 # DEPENDENCYPART_SIBL
(13,7),(13,26),-0.0386581 # DEPENDENCYPART_SIBL
(13,7),(13,29),0.0182323 # DEPENDENCYPART_SIBL
(13,9),(13,14),-0.0994597 # DEPENDENCYPART_SIBL
(13,9),(13,15),-0.00600712 # DEPENDENCYPART_SIBL
