# _root_ `` This week was uneventful for the CD market , '' said Norberto Mehl , chairman of Banxquote .
#goldHeads=12,3,4,12,4,4,9,9,6,12,12,0,14,12,14,14,16,17,12,
#predictedHeads=12,3,4,12,4,5,9,9,6,12,12,0,14,12,14,14,16,17,12,
(7,6),(7,8),-0.00101891 # DEPENDENCYPART_SIBL
(7,6),(7,10),0.0703081 # DEPENDENCYPART_SIBL
(7,8),(7,10),0.0189736 # DEPENDENCYPART_SIBL
(8,1),(8,4),0.0750231 # DEPENDENCYPART_SIBL
(8,1),(8,5),0.0774457 # DEPENDENCYPART_SIBL
(8,1),(8,6),0.0736535 # DEPENDENCYPART_SIBL
(8,1),(8,7),0.0662535 # DEPENDENCYPART_SIBL
(8,1),(8,9),0.0427689 # DEPENDENCYPART_SIBL
(8,1),(8,10),0.144051 # DEPENDENCYPART_SIBL
(8,1),(8,11),0.748153 # DEPENDENCYPART_SIBL
(8,1),(8,12),-0.0211021 # DEPENDENCYPART_SIBL
(8,1),(8,14),0.047059 # DEPENDENCYPART_SIBL
(8,1),(8,16),0.0675494 # DEPENDENCYPART_SIBL
(8,4),(8,5),0.0178553 # DEPENDENCYPART_SIBL
(8,4),(8,6),0.00705357 # DEPENDENCYPART_SIBL
(8,4),(8,7),0.00215227 # DEPENDENCYPART_SIBL
(8,4),(8,9),-0.0281799 # DEPENDENCYPART_SIBL
(8,4),(8,10),-0.0071224 # DEPENDENCYPART_SIBL
(8,4),(8,11),0.00098485 # DEPENDENCYPART_SIBL
(8,4),(8,12),-0.0541051 # DEPENDENCYPART_SIBL
(8,4),(8,14),-0.0192978 # DEPENDENCYPART_SIBL
(8,4),(8,16),-0.0101755 # DEPENDENCYPART_SIBL
(8,5),(8,6),0.0103269 # DEPENDENCYPART_SIBL
(8,5),(8,7),-0.113902 # DEPENDENCYPART_SIBL
(8,5),(8,9),-0.0208878 # DEPENDENCYPART_SIBL
(8,5),(8,10),-0.019194 # DEPENDENCYPART_SIBL
(8,5),(8,11),0.0392064 # DEPENDENCYPART_SIBL
(8,5),(8,12),0.0322991 # DEPENDENCYPART_SIBL
(8,5),(8,14),-0.0079652 # DEPENDENCYPART_SIBL
(8,5),(8,16),-0.00433247 # DEPENDENCYPART_SIBL
(8,6),(8,7),0.00865785 # DEPENDENCYPART_SIBL
(8,6),(8,9),-0.0302487 # DEPENDENCYPART_SIBL
(8,6),(8,10),-0.00219127 # DEPENDENCYPART_SIBL
(8,6),(8,11),0.0212979 # DEPENDENCYPART_SIBL
(8,6),(8,12),-0.0174529 # DEPENDENCYPART_SIBL
(8,6),(8,14),-0.0246054 # DEPENDENCYPART_SIBL
(8,6),(8,16),-0.0200271 # DEPENDENCYPART_SIBL
(8,7),(8,9),-0.0334108 # DEPENDENCYPART_SIBL
(8,7),(8,10),0.00868359 # DEPENDENCYPART_SIBL
(8,7),(8,11),0.0554642 # DEPENDENCYPART_SIBL
(8,7),(8,12),0.107894 # DEPENDENCYPART_SIBL
(8,7),(8,14),-0.00968827 # DEPENDENCYPART_SIBL
(8,7),(8,16),-0.00469337 # DEPENDENCYPART_SIBL
(8,9),(8,10),0.0155213 # DEPENDENCYPART_SIBL
(8,9),(8,11),0.0134225 # DEPENDENCYPART_SIBL
(8,9),(8,12),-0.0145451 # DEPENDENCYPART_SIBL
(8,9),(8,14),-0.0167895 # DEPENDENCYPART_SIBL
(8,9),(8,16),-0.017258 # DEPENDENCYPART_SIBL
(8,10),(8,11),0.0972764 # DEPENDENCYPART_SIBL
(8,10),(8,12),0.00490602 # DEPENDENCYPART_SIBL
(8,10),(8,14),0.0419053 # DEPENDENCYPART_SIBL
(8,10),(8,16),0.0399935 # DEPENDENCYPART_SIBL
(8,11),(8,12),0.00648988 # DEPENDENCYPART_SIBL
(8,11),(8,14),0.0413661 # DEPENDENCYPART_SIBL
(8,11),(8,16),0.0402927 # DEPENDENCYPART_SIBL
(8,12),(8,14),-0.0360988 # DEPENDENCYPART_SIBL
(8,12),(8,16),-0.0382061 # DEPENDENCYPART_SIBL
(8,14),(8,16),-0.0119645 # DEPENDENCYPART_SIBL
(9,1),(9,2),0.0555577 # DEPENDENCYPART_SIBL
(9,1),(9,3),0.0591035 # DEPENDENCYPART_SIBL
(9,1),(9,4),0.0573903 # DEPENDENCYPART_SIBL
(9,1),(9,5),0.0418571 # DEPENDENCYPART_SIBL
(9,1),(9,6),0.0503962 # DEPENDENCYPART_SIBL
(9,1),(9,7),0.0315108 # DEPENDENCYPART_SIBL
(9,1),(9,8),0.0794273 # DEPENDENCYPART_SIBL
(9,1),(9,10),0.140075 # DEPENDENCYPART_SIBL
(9,1),(9,11),0.732398 # DEPENDENCYPART_SIBL
(9,1),(9,12),-0.0310137 # DEPENDENCYPART_SIBL
(9,1),(9,13),0.0410773 # DEPENDENCYPART_SIBL
(9,1),(9,14),0.0410773 # DEPENDENCYPART_SIBL
(9,1),(9,15),0.140075 # DEPENDENCYPART_SIBL
(9,1),(9,16),0.0615656 # DEPENDENCYPART_SIBL
(9,1),(9,17),0.0994151 # DEPENDENCYPART_SIBL
(9,1),(9,19),-0.0139438 # DEPENDENCYPART_SIBL
(9,2),(9,3),-0.0434728 # DEPENDENCYPART_SIBL
(9,2),(9,4),0.0754261 # DEPENDENCYPART_SIBL
(9,2),(9,5),0.034379 # DEPENDENCYPART_SIBL
(9,2),(9,6),-0.00683581 # DEPENDENCYPART_SIBL
(9,2),(9,7),-0.255297 # DEPENDENCYPART_SIBL
(9,2),(9,8),-0.0174337 # DEPENDENCYPART_SIBL
(9,2),(9,10),-0.129933 # DEPENDENCYPART_SIBL
(9,2),(9,11),0.0363208 # DEPENDENCYPART_SIBL
(9,2),(9,12),-0.0335684 # DEPENDENCYPART_SIBL
(9,2),(9,13),-0.111194 # DEPENDENCYPART_SIBL
(9,2),(9,14),-0.111194 # DEPENDENCYPART_SIBL
(9,2),(9,15),-0.129933 # DEPENDENCYPART_SIBL
(9,2),(9,16),-0.103166 # DEPENDENCYPART_SIBL
(9,2),(9,17),-0.068324 # DEPENDENCYPART_SIBL
(9,2),(9,19),-0.10842 # DEPENDENCYPART_SIBL
(9,3),(9,4),0.0192662 # DEPENDENCYPART_SIBL
(9,3),(9,5),0.0112698 # DEPENDENCYPART_SIBL
(9,3),(9,6),0.00741527 # DEPENDENCYPART_SIBL
(9,3),(9,7),-0.155834 # DEPENDENCYPART_SIBL
(9,3),(9,8),-0.00377473 # DEPENDENCYPART_SIBL
(9,3),(9,10),0.0118271 # DEPENDENCYPART_SIBL
(9,3),(9,11),0.012332 # DEPENDENCYPART_SIBL
(9,3),(9,12),-0.0571217 # DEPENDENCYPART_SIBL
(9,3),(9,13),-0.00526717 # DEPENDENCYPART_SIBL
(9,3),(9,14),-0.00526717 # DEPENDENCYPART_SIBL
(9,3),(9,15),0.0118271 # DEPENDENCYPART_SIBL
(9,3),(9,16),0.0179899 # DEPENDENCYPART_SIBL
(9,3),(9,17),0.0208492 # DEPENDENCYPART_SIBL
(9,3),(9,19),0.00420522 # DEPENDENCYPART_SIBL
(9,4),(9,5),0.0254491 # DEPENDENCYPART_SIBL
(9,4),(9,6),0.0110593 # DEPENDENCYPART_SIBL
(9,4),(9,7),-0.00320679 # DEPENDENCYPART_SIBL
(9,4),(9,8),0.060698 # DEPENDENCYPART_SIBL
(9,4),(9,10),-0.0135028 # DEPENDENCYPART_SIBL
(9,4),(9,11),-0.0121783 # DEPENDENCYPART_SIBL
(9,4),(9,12),-0.0642883 # DEPENDENCYPART_SIBL
(9,4),(9,13),-0.0265512 # DEPENDENCYPART_SIBL
(9,4),(9,14),-0.0265512 # DEPENDENCYPART_SIBL
(9,4),(9,15),-0.0135028 # DEPENDENCYPART_SIBL
(9,4),(9,16),-0.0174302 # DEPENDENCYPART_SIBL
(9,4),(9,17),-0.0127604 # DEPENDENCYPART_SIBL
(9,4),(9,19),0.0466998 # DEPENDENCYPART_SIBL
(9,5),(9,6),-0.0104242 # DEPENDENCYPART_SIBL
(9,5),(9,7),-0.145485 # DEPENDENCYPART_SIBL
(9,5),(9,8),0.0498493 # DEPENDENCYPART_SIBL
(9,5),(9,10),-0.0231164 # DEPENDENCYPART_SIBL
(9,5),(9,11),0.0252375 # DEPENDENCYPART_SIBL
(9,5),(9,12),0.0311805 # DEPENDENCYPART_SIBL
(9,5),(9,13),-0.0165988 # DEPENDENCYPART_SIBL
(9,5),(9,14),-0.0165988 # DEPENDENCYPART_SIBL
(9,5),(9,15),-0.0231164 # DEPENDENCYPART_SIBL
(9,5),(9,16),-0.0129674 # DEPENDENCYPART_SIBL
(9,5),(9,17),-0.0377847 # DEPENDENCYPART_SIBL
(9,5),(9,19),-0.0356331 # DEPENDENCYPART_SIBL
(9,6),(9,7),0.0183118 # DEPENDENCYPART_SIBL
(9,6),(9,8),0.0114807 # DEPENDENCYPART_SIBL
(9,6),(9,10),-0.0027772 # DEPENDENCYPART_SIBL
(9,6),(9,11),0.0116514 # DEPENDENCYPART_SIBL
(9,6),(9,12),-0.0239194 # DEPENDENCYPART_SIBL
(9,6),(9,13),-0.0272087 # DEPENDENCYPART_SIBL
(9,6),(9,14),-0.0272087 # DEPENDENCYPART_SIBL
(9,6),(9,15),-0.0027772 # DEPENDENCYPART_SIBL
(9,6),(9,16),-0.0226317 # DEPENDENCYPART_SIBL
(9,6),(9,17),-0.0753804 # DEPENDENCYPART_SIBL
(9,6),(9,19),0.0186608 # DEPENDENCYPART_SIBL
(9,7),(9,8),0.105896 # DEPENDENCYPART_SIBL
(9,7),(9,10),-0.0107134 # DEPENDENCYPART_SIBL
(9,7),(9,11),0.0201802 # DEPENDENCYPART_SIBL
(9,7),(9,12),0.0699689 # DEPENDENCYPART_SIBL
(9,7),(9,13),-0.0415922 # DEPENDENCYPART_SIBL
(9,7),(9,14),-0.0415922 # DEPENDENCYPART_SIBL
(9,7),(9,15),-0.0107134 # DEPENDENCYPART_SIBL
(9,7),(9,16),-0.0365986 # DEPENDENCYPART_SIBL
(9,7),(9,17),0.202784 # DEPENDENCYPART_SIBL
(9,7),(9,19),-0.148857 # DEPENDENCYPART_SIBL
(9,8),(9,10),0.0544255 # DEPENDENCYPART_SIBL
(9,8),(9,11),0.0226201 # DEPENDENCYPART_SIBL
(9,8),(9,12),-0.0366881 # DEPENDENCYPART_SIBL
(9,8),(9,13),0.0108798 # DEPENDENCYPART_SIBL
(9,8),(9,14),0.0108798 # DEPENDENCYPART_SIBL
(9,8),(9,15),0.0544255 # DEPENDENCYPART_SIBL
(9,8),(9,16),0.0341402 # DEPENDENCYPART_SIBL
(9,8),(9,17),0.0184604 # DEPENDENCYPART_SIBL
(9,8),(9,19),-0.00702926 # DEPENDENCYPART_SIBL
(9,10),(9,11),0.0975901 # DEPENDENCYPART_SIBL
(9,10),(9,12),0.0115462 # DEPENDENCYPART_SIBL
(9,10),(9,13),0.0390852 # DEPENDENCYPART_SIBL
(9,10),(9,14),0.0390852 # DEPENDENCYPART_SIBL
(9,10),(9,15),0.0261036 # DEPENDENCYPART_SIBL
(9,10),(9,16),0.0371719 # DEPENDENCYPART_SIBL
(9,10),(9,17),0.0311295 # DEPENDENCYPART_SIBL
(9,10),(9,19),-0.00858039 # DEPENDENCYPART_SIBL
(9,11),(9,12),0.00461715 # DEPENDENCYPART_SIBL
(9,11),(9,13),0.0381681 # DEPENDENCYPART_SIBL
(9,11),(9,14),0.0381681 # DEPENDENCYPART_SIBL
(9,11),(9,15),0.0069244 # DEPENDENCYPART_SIBL
(9,11),(9,16),0.037094 # DEPENDENCYPART_SIBL
(9,11),(9,17),0.0852539 # DEPENDENCYPART_SIBL
(9,11),(9,19),-0.0348494 # DEPENDENCYPART_SIBL
(9,12),(9,13),-0.0419764 # DEPENDENCYPART_SIBL
(9,12),(9,14),-0.0419764 # DEPENDENCYPART_SIBL
(9,12),(9,15),0.00761844 # DEPENDENCYPART_SIBL
(9,12),(9,16),-0.0440845 # DEPENDENCYPART_SIBL
(9,12),(9,17),-0.00739546 # DEPENDENCYPART_SIBL
(9,12),(9,19),-0.00840029 # DEPENDENCYPART_SIBL
(9,13),(9,14),-0.0256203 # DEPENDENCYPART_SIBL
(9,13),(9,15),-0.00482695 # DEPENDENCYPART_SIBL
(9,13),(9,16),-0.0260896 # DEPENDENCYPART_SIBL
(9,13),(9,17),-0.0179266 # DEPENDENCYPART_SIBL
(9,13),(9,19),-0.00251923 # DEPENDENCYPART_SIBL
(9,14),(9,15),-0.00482695 # DEPENDENCYPART_SIBL
(9,14),(9,16),-0.0260896 # DEPENDENCYPART_SIBL
(9,14),(9,17),-0.0179266 # DEPENDENCYPART_SIBL
(9,14),(9,19),-0.00251923 # DEPENDENCYPART_SIBL
(9,15),(9,16),0.0371719 # DEPENDENCYPART_SIBL
(9,15),(9,17),0.0311295 # DEPENDENCYPART_SIBL
(9,15),(9,19),-0.00858039 # DEPENDENCYPART_SIBL
(9,16),(9,17),-0.0208824 # DEPENDENCYPART_SIBL
(9,16),(9,19),-0.0046757 # DEPENDENCYPART_SIBL
(9,17),(9,19),-0.02358 # DEPENDENCYPART_SIBL
(12,1),(12,2),-0.0114756 # DEPENDENCYPART_SIBL
(12,1),(12,3),-0.0290995 # DEPENDENCYPART_SIBL
(12,1),(12,4),-0.00241505 # DEPENDENCYPART_SIBL
(12,1),(12,5),-0.0300681 # DEPENDENCYPART_SIBL
(12,1),(12,6),-0.0326447 # DEPENDENCYPART_SIBL
(12,1),(12,7),0.00344301 # DEPENDENCYPART_SIBL
(12,1),(12,8),-0.0348547 # DEPENDENCYPART_SIBL
(12,1),(12,9),-0.0304564 # DEPENDENCYPART_SIBL
(12,1),(12,10),0.0757526 # DEPENDENCYPART_SIBL
(12,1),(12,11),0.381011 # DEPENDENCYPART_SIBL
(12,1),(12,13),-0.00590656 # DEPENDENCYPART_SIBL
(12,1),(12,14),-0.00590656 # DEPENDENCYPART_SIBL
(12,1),(12,15),0.014937 # DEPENDENCYPART_SIBL
(12,1),(12,16),0.0726291 # DEPENDENCYPART_SIBL
(12,1),(12,17),0.0279667 # DEPENDENCYPART_SIBL
(12,1),(12,19),0.033209 # DEPENDENCYPART_SIBL
(12,2),(12,3),-0.0449157 # DEPENDENCYPART_SIBL
(12,2),(12,4),-0.0572713 # DEPENDENCYPART_SIBL
(12,2),(12,5),-0.0243119 # DEPENDENCYPART_SIBL
(12,2),(12,6),-0.0208609 # DEPENDENCYPART_SIBL
(12,2),(12,7),-0.16721 # DEPENDENCYPART_SIBL
(12,2),(12,8),-0.0501842 # DEPENDENCYPART_SIBL
(12,2),(12,9),-0.0480676 # DEPENDENCYPART_SIBL
(12,2),(12,10),-0.0996115 # DEPENDENCYPART_SIBL
(12,2),(12,11),-0.0414833 # DEPENDENCYPART_SIBL
(12,2),(12,13),0.00623312 # DEPENDENCYPART_SIBL
(12,2),(12,14),0.00623312 # DEPENDENCYPART_SIBL
(12,2),(12,15),0.0367025 # DEPENDENCYPART_SIBL
(12,2),(12,16),0.0526142 # DEPENDENCYPART_SIBL
(12,2),(12,17),0.120509 # DEPENDENCYPART_SIBL
(12,2),(12,19),0.0358006 # DEPENDENCYPART_SIBL
(12,3),(12,4),0.0170638 # DEPENDENCYPART_SIBL
(12,3),(12,5),0.00299507 # DEPENDENCYPART_SIBL
(12,3),(12,6),0.0306097 # DEPENDENCYPART_SIBL
(12,3),(12,7),-0.070413 # DEPENDENCYPART_SIBL
(12,3),(12,8),-0.0449373 # DEPENDENCYPART_SIBL
(12,3),(12,9),-0.0310919 # DEPENDENCYPART_SIBL
(12,3),(12,10),0.021691 # DEPENDENCYPART_SIBL
(12,3),(12,11),0.00599656 # DEPENDENCYPART_SIBL
(12,3),(12,13),-0.0883696 # DEPENDENCYPART_SIBL
(12,3),(12,14),-0.0883696 # DEPENDENCYPART_SIBL
(12,3),(12,15),0.00506803 # DEPENDENCYPART_SIBL
(12,3),(12,16),-0.05405 # DEPENDENCYPART_SIBL
(12,3),(12,17),-0.030271 # DEPENDENCYPART_SIBL
(12,3),(12,19),0.074373 # DEPENDENCYPART_SIBL
(12,4),(12,5),-0.0408328 # DEPENDENCYPART_SIBL
(12,4),(12,6),-0.0431885 # DEPENDENCYPART_SIBL
(12,4),(12,7),-0.0349577 # DEPENDENCYPART_SIBL
(12,4),(12,8),0.00264169 # DEPENDENCYPART_SIBL
(12,4),(12,9),0.0106235 # DEPENDENCYPART_SIBL
(12,4),(12,10),0.00236436 # DEPENDENCYPART_SIBL
(12,4),(12,11),-0.00371567 # DEPENDENCYPART_SIBL
(12,4),(12,13),0.0433081 # DEPENDENCYPART_SIBL
(12,4),(12,14),0.0433081 # DEPENDENCYPART_SIBL
(12,4),(12,15),-0.00144437 # DEPENDENCYPART_SIBL
(12,4),(12,16),0.0964896 # DEPENDENCYPART_SIBL
(12,4),(12,17),0.00893571 # DEPENDENCYPART_SIBL
(12,4),(12,19),0.0648711 # DEPENDENCYPART_SIBL
(12,5),(12,6),0.0239856 # DEPENDENCYPART_SIBL
(12,5),(12,7),-0.0999468 # DEPENDENCYPART_SIBL
(12,5),(12,8),-0.0257565 # DEPENDENCYPART_SIBL
(12,5),(12,9),-0.018638 # DEPENDENCYPART_SIBL
(12,5),(12,10),-0.0430471 # DEPENDENCYPART_SIBL
(12,5),(12,11),-0.0290883 # DEPENDENCYPART_SIBL
(12,5),(12,13),-0.0275454 # DEPENDENCYPART_SIBL
(12,5),(12,14),-0.0275454 # DEPENDENCYPART_SIBL
(12,5),(12,15),-0.00869334 # DEPENDENCYPART_SIBL
(12,5),(12,16),0.0122804 # DEPENDENCYPART_SIBL
(12,5),(12,17),-0.0346115 # DEPENDENCYPART_SIBL
(12,5),(12,19),-0.0228718 # DEPENDENCYPART_SIBL
(12,6),(12,7),0.0126908 # DEPENDENCYPART_SIBL
(12,6),(12,8),0.0113506 # DEPENDENCYPART_SIBL
(12,6),(12,9),0.0244726 # DEPENDENCYPART_SIBL
(12,6),(12,10),0.0027577 # DEPENDENCYPART_SIBL
(12,6),(12,11),-0.0251326 # DEPENDENCYPART_SIBL
(12,6),(12,13),0.00525824 # DEPENDENCYPART_SIBL
(12,6),(12,14),0.00525824 # DEPENDENCYPART_SIBL
(12,6),(12,15),-0.0154503 # DEPENDENCYPART_SIBL
(12,6),(12,16),0.0447916 # DEPENDENCYPART_SIBL
(12,6),(12,17),-0.0382686 # DEPENDENCYPART_SIBL
(12,6),(12,19),0.0100272 # DEPENDENCYPART_SIBL
(12,7),(12,8),-0.0525427 # DEPENDENCYPART_SIBL
(12,7),(12,9),-0.0542941 # DEPENDENCYPART_SIBL
(12,7),(12,10),-0.154275 # DEPENDENCYPART_SIBL
(12,7),(12,11),-0.0728884 # DEPENDENCYPART_SIBL
(12,7),(12,13),-0.0729091 # DEPENDENCYPART_SIBL
(12,7),(12,14),-0.0729091 # DEPENDENCYPART_SIBL
(12,7),(12,15),0.0300624 # DEPENDENCYPART_SIBL
(12,7),(12,16),-0.0266821 # DEPENDENCYPART_SIBL
(12,7),(12,17),0.263824 # DEPENDENCYPART_SIBL
(12,7),(12,19),-0.119995 # DEPENDENCYPART_SIBL
(12,8),(12,9),-0.100149 # DEPENDENCYPART_SIBL
(12,8),(12,10),-0.0268934 # DEPENDENCYPART_SIBL
(12,8),(12,11),-0.0351149 # DEPENDENCYPART_SIBL
(12,8),(12,13),-0.12028 # DEPENDENCYPART_SIBL
(12,8),(12,14),-0.12028 # DEPENDENCYPART_SIBL
(12,8),(12,15),-0.00575039 # DEPENDENCYPART_SIBL
(12,8),(12,16),-0.0859539 # DEPENDENCYPART_SIBL
(12,8),(12,17),-0.0606298 # DEPENDENCYPART_SIBL
(12,8),(12,19),0.00803487 # DEPENDENCYPART_SIBL
(12,9),(12,10),-0.036013 # DEPENDENCYPART_SIBL
(12,9),(12,11),-0.0377984 # DEPENDENCYPART_SIBL
(12,9),(12,13),-0.117869 # DEPENDENCYPART_SIBL
(12,9),(12,14),-0.117869 # DEPENDENCYPART_SIBL
(12,9),(12,15),-0.00610817 # DEPENDENCYPART_SIBL
(12,9),(12,16),-0.0835429 # DEPENDENCYPART_SIBL
(12,9),(12,17),-0.044195 # DEPENDENCYPART_SIBL
(12,9),(12,19),0.0138576 # DEPENDENCYPART_SIBL
(12,10),(12,11),0.0556583 # DEPENDENCYPART_SIBL
(12,10),(12,13),0.0218048 # DEPENDENCYPART_SIBL
(12,10),(12,14),0.0218048 # DEPENDENCYPART_SIBL
(12,10),(12,15),0.236456 # DEPENDENCYPART_SIBL
(12,10),(12,16),0.0750784 # DEPENDENCYPART_SIBL
(12,10),(12,17),-0.0872829 # DEPENDENCYPART_SIBL
(12,10),(12,19),0.0157948 # DEPENDENCYPART_SIBL
(12,11),(12,13),0.0331602 # DEPENDENCYPART_SIBL
(12,11),(12,14),0.0331602 # DEPENDENCYPART_SIBL
(12,11),(12,15),0.0764231 # DEPENDENCYPART_SIBL
(12,11),(12,16),0.11411 # DEPENDENCYPART_SIBL
(12,11),(12,17),0.0124503 # DEPENDENCYPART_SIBL
(12,11),(12,19),0.0541183 # DEPENDENCYPART_SIBL
(12,13),(12,14),-0.0768428 # DEPENDENCYPART_SIBL
(12,13),(12,15),-0.0892096 # DEPENDENCYPART_SIBL
(12,13),(12,16),-0.0858988 # DEPENDENCYPART_SIBL
(12,13),(12,17),-0.0842192 # DEPENDENCYPART_SIBL
(12,13),(12,19),-0.0828237 # DEPENDENCYPART_SIBL
(12,14),(12,15),-0.0892096 # DEPENDENCYPART_SIBL
(12,14),(12,16),-0.0858988 # DEPENDENCYPART_SIBL
(12,14),(12,17),-0.0842192 # DEPENDENCYPART_SIBL
(12,14),(12,19),-0.0828237 # DEPENDENCYPART_SIBL
(12,15),(12,16),-0.00154046 # DEPENDENCYPART_SIBL
(12,15),(12,17),0.0354193 # DEPENDENCYPART_SIBL
(12,15),(12,19),-0.0300065 # DEPENDENCYPART_SIBL
(12,16),(12,17),-0.0811946 # DEPENDENCYPART_SIBL
(12,16),(12,19),-0.0693915 # DEPENDENCYPART_SIBL
(12,17),(12,19),-0.100886 # DEPENDENCYPART_SIBL
(13,11),(13,12),0.0421009 # DEPENDENCYPART_SIBL
(13,11),(13,14),-0.007775 # DEPENDENCYPART_SIBL
(13,11),(13,15),0.0159617 # DEPENDENCYPART_SIBL
(13,11),(13,16),0.0135522 # DEPENDENCYPART_SIBL
(13,11),(13,17),-0.0199968 # DEPENDENCYPART_SIBL
(13,12),(13,14),-0.0230267 # DEPENDENCYPART_SIBL
(13,12),(13,15),-0.0333308 # DEPENDENCYPART_SIBL
(13,12),(13,16),-0.0133802 # DEPENDENCYPART_SIBL
(13,12),(13,17),0.00466765 # DEPENDENCYPART_SIBL
(13,14),(13,15),0.0155455 # DEPENDENCYPART_SIBL
(13,14),(13,16),-0.011963 # DEPENDENCYPART_SIBL
(13,14),(13,17),-0.00858164 # DEPENDENCYPART_SIBL
(13,15),(13,16),0.0399996 # DEPENDENCYPART_SIBL
(13,15),(13,17),0.0346147 # DEPENDENCYPART_SIBL
(13,16),(13,17),-0.0115368 # DEPENDENCYPART_SIBL
(14,5),(14,7),-0.116749 # DEPENDENCYPART_SIBL
(14,5),(14,8),0.0542885 # DEPENDENCYPART_SIBL
(14,5),(14,9),0.0732044 # DEPENDENCYPART_SIBL
(14,5),(14,10),0.127669 # DEPENDENCYPART_SIBL
(14,5),(14,11),0.294576 # DEPENDENCYPART_SIBL
(14,5),(14,12),0.0659935 # DEPENDENCYPART_SIBL
(14,5),(14,13),0.0541145 # DEPENDENCYPART_SIBL
(14,5),(14,15),-0.0190931 # DEPENDENCYPART_SIBL
(14,5),(14,16),-0.0041292 # DEPENDENCYPART_SIBL
(14,5),(14,17),-0.0132995 # DEPENDENCYPART_SIBL
(14,5),(14,18),-0.00776192 # DEPENDENCYPART_SIBL
(14,5),(14,19),-0.02515 # DEPENDENCYPART_SIBL
(14,7),(14,8),0.0467337 # DEPENDENCYPART_SIBL
(14,7),(14,9),0.0527721 # DEPENDENCYPART_SIBL
(14,7),(14,10),0.026318 # DEPENDENCYPART_SIBL
(14,7),(14,11),0.286786 # DEPENDENCYPART_SIBL
(14,7),(14,12),0.0972802 # DEPENDENCYPART_SIBL
(14,7),(14,13),0.0465597 # DEPENDENCYPART_SIBL
(14,7),(14,15),0.00872017 # DEPENDENCYPART_SIBL
(14,7),(14,16),-0.00461598 # DEPENDENCYPART_SIBL
(14,7),(14,17),0.267873 # DEPENDENCYPART_SIBL
(14,7),(14,18),-0.00961088 # DEPENDENCYPART_SIBL
(14,7),(14,19),-0.116465 # DEPENDENCYPART_SIBL
(14,8),(14,9),0.0421897 # DEPENDENCYPART_SIBL
(14,8),(14,10),0.0412195 # DEPENDENCYPART_SIBL
(14,8),(14,11),0.252651 # DEPENDENCYPART_SIBL
(14,8),(14,12),0.0211623 # DEPENDENCYPART_SIBL
(14,8),(14,13),0.0135275 # DEPENDENCYPART_SIBL
(14,8),(14,15),0.0552966 # DEPENDENCYPART_SIBL
(14,8),(14,16),0.0444173 # DEPENDENCYPART_SIBL
(14,8),(14,17),0.0417121 # DEPENDENCYPART_SIBL
(14,8),(14,18),0.0211551 # DEPENDENCYPART_SIBL
(14,8),(14,19),0.00947147 # DEPENDENCYPART_SIBL
(14,9),(14,10),0.0285007 # DEPENDENCYPART_SIBL
(14,9),(14,11),0.248925 # DEPENDENCYPART_SIBL
(14,9),(14,12),0.0165717 # DEPENDENCYPART_SIBL
(14,9),(14,13),-0.00477117 # DEPENDENCYPART_SIBL
(14,9),(14,15),-0.028783 # DEPENDENCYPART_SIBL
(14,9),(14,16),-0.00572217 # DEPENDENCYPART_SIBL
(14,9),(14,17),0.0171635 # DEPENDENCYPART_SIBL
(14,9),(14,18),-0.0289844 # DEPENDENCYPART_SIBL
(14,9),(14,19),-0.033836 # DEPENDENCYPART_SIBL
(14,10),(14,11),0.286872 # DEPENDENCYPART_SIBL
(14,10),(14,12),0.0444942 # DEPENDENCYPART_SIBL
(14,10),(14,13),-0.023047 # DEPENDENCYPART_SIBL
(14,10),(14,15),0.140625 # DEPENDENCYPART_SIBL
(14,10),(14,16),-0.0140037 # DEPENDENCYPART_SIBL
(14,10),(14,17),-0.147431 # DEPENDENCYPART_SIBL
(14,10),(14,18),-0.0156391 # DEPENDENCYPART_SIBL
(14,10),(14,19),0.027459 # DEPENDENCYPART_SIBL
(14,11),(14,12),0.0421009 # DEPENDENCYPART_SIBL
(14,11),(14,13),-0.00190141 # DEPENDENCYPART_SIBL
(14,11),(14,15),0.0159617 # DEPENDENCYPART_SIBL
(14,11),(14,16),0.0135522 # DEPENDENCYPART_SIBL
(14,11),(14,17),-0.0199968 # DEPENDENCYPART_SIBL
(14,11),(14,18),-0.007775 # DEPENDENCYPART_SIBL
(14,11),(14,19),0.0369687 # DEPENDENCYPART_SIBL
(14,12),(14,13),0.0270291 # DEPENDENCYPART_SIBL
(14,12),(14,15),-0.0333308 # DEPENDENCYPART_SIBL
(14,12),(14,16),-0.0133802 # DEPENDENCYPART_SIBL
(14,12),(14,17),0.00466765 # DEPENDENCYPART_SIBL
(14,12),(14,18),-0.0230267 # DEPENDENCYPART_SIBL
(14,12),(14,19),0.0713159 # DEPENDENCYPART_SIBL
(14,13),(14,15),0.0529988 # DEPENDENCYPART_SIBL
(14,13),(14,16),0.0439543 # DEPENDENCYPART_SIBL
(14,13),(14,17),0.0416675 # DEPENDENCYPART_SIBL
(14,13),(14,18),0.0206921 # DEPENDENCYPART_SIBL
(14,13),(14,19),0.0102006 # DEPENDENCYPART_SIBL
(14,15),(14,16),0.0399996 # DEPENDENCYPART_SIBL
(14,15),(14,17),0.0346147 # DEPENDENCYPART_SIBL
