# _root_ Here , wedged between shifting dunes and pounding waves at the world 's most inhospitable diamond dig , lies the earth 's most precious jewel box .
#goldHeads=19,19,19,3,6,7,4,9,7,3,12,17,12,15,17,17,10,19,0,21,26,21,26,26,26,19,19,
#predictedHeads=19,19,19,3,7,5,4,7,8,8,12,10,12,15,17,17,13,19,0,21,22,19,24,26,26,22,19,
(5,8),(5,22),-0.00899154 # DEPENDENCYPART_SIBL
(5,8),(5,27),0.00636598 # DEPENDENCYPART_SIBL
(5,9),(5,10),0.0234122 # DEPENDENCYPART_SIBL
(5,9),(5,13),-0.00141585 # DEPENDENCYPART_SIBL
(5,9),(5,17),-0.0241042 # DEPENDENCYPART_SIBL
(5,9),(5,18),0.00895637 # DEPENDENCYPART_SIBL
(5,9),(5,19),-0.015461 # DEPENDENCYPART_SIBL
(5,9),(5,22),-0.00141585 # DEPENDENCYPART_SIBL
(5,9),(5,27),-0.00606298 # DEPENDENCYPART_SIBL
(5,10),(5,13),0.013989 # DEPENDENCYPART_SIBL
(5,10),(5,17),0.00567586 # DEPENDENCYPART_SIBL
(5,10),(5,18),0.101335 # DEPENDENCYPART_SIBL
(5,10),(5,19),0.0173478 # DEPENDENCYPART_SIBL
(5,10),(5,22),0.013989 # DEPENDENCYPART_SIBL
(5,10),(5,27),-0.025809 # DEPENDENCYPART_SIBL
(5,13),(5,17),-0.0199779 # DEPENDENCYPART_SIBL
(5,13),(5,18),0.00892536 # DEPENDENCYPART_SIBL
(5,13),(5,19),-0.0291049 # DEPENDENCYPART_SIBL
(5,13),(5,22),-0.0147746 # DEPENDENCYPART_SIBL
(5,13),(5,27),0.00746444 # DEPENDENCYPART_SIBL
(5,17),(5,18),0.0116368 # DEPENDENCYPART_SIBL
(5,17),(5,19),-0.0135376 # DEPENDENCYPART_SIBL
(5,17),(5,22),0.000507547 # DEPENDENCYPART_SIBL
(5,17),(5,27),-0.00493041 # DEPENDENCYPART_SIBL
(5,18),(5,19),0.0309418 # DEPENDENCYPART_SIBL
(5,18),(5,22),0.0341899 # DEPENDENCYPART_SIBL
(5,18),(5,27),0.00522725 # DEPENDENCYPART_SIBL
(5,19),(5,22),-0.00552347 # DEPENDENCYPART_SIBL
(5,19),(5,27),0.026817 # DEPENDENCYPART_SIBL
(5,22),(5,27),0.00746444 # DEPENDENCYPART_SIBL
(6,1),(6,2),-0.00749904 # DEPENDENCYPART_SIBL
(6,1),(6,3),0.00116931 # DEPENDENCYPART_SIBL
(6,1),(6,4),0.0131998 # DEPENDENCYPART_SIBL
(6,1),(6,5),0.00116931 # DEPENDENCYPART_SIBL
(6,1),(6,7),0.00210672 # DEPENDENCYPART_SIBL
(6,1),(6,8),-0.0276482 # DEPENDENCYPART_SIBL
(6,2),(6,3),0.0723584 # DEPENDENCYPART_SIBL
(6,2),(6,4),0.0669471 # DEPENDENCYPART_SIBL
(6,2),(6,5),0.0723584 # DEPENDENCYPART_SIBL
(6,2),(6,7),-0.0346081 # DEPENDENCYPART_SIBL
(6,2),(6,8),0.0149158 # DEPENDENCYPART_SIBL
(6,3),(6,4),0.0105705 # DEPENDENCYPART_SIBL
(6,3),(6,5),0.0301177 # DEPENDENCYPART_SIBL
(6,3),(6,7),-0.0040303 # DEPENDENCYPART_SIBL
(6,3),(6,8),-0.0140897 # DEPENDENCYPART_SIBL
(6,4),(6,5),-0.0341448 # DEPENDENCYPART_SIBL
(6,4),(6,7),-0.0162532 # DEPENDENCYPART_SIBL
(6,4),(6,8),-0.0179354 # DEPENDENCYPART_SIBL
(6,5),(6,7),-0.00409172 # DEPENDENCYPART_SIBL
(6,5),(6,8),-0.0141512 # DEPENDENCYPART_SIBL
(6,7),(6,8),-0.0125209 # DEPENDENCYPART_SIBL
(7,1),(7,2),-0.022702 # DEPENDENCYPART_SIBL
(7,1),(7,3),-0.0119094 # DEPENDENCYPART_SIBL
(7,1),(7,4),-0.016861 # DEPENDENCYPART_SIBL
(7,1),(7,5),-0.0119094 # DEPENDENCYPART_SIBL
(7,1),(7,6),-0.035774 # DEPENDENCYPART_SIBL
(7,1),(7,8),-0.0433258 # DEPENDENCYPART_SIBL
(7,1),(7,9),-0.0386879 # DEPENDENCYPART_SIBL
(7,1),(7,10),0.0183567 # DEPENDENCYPART_SIBL
(7,1),(7,11),-0.0499952 # DEPENDENCYPART_SIBL
(7,1),(7,12),-0.0490556 # DEPENDENCYPART_SIBL
(7,1),(7,13),-0.0945367 # DEPENDENCYPART_SIBL
(7,1),(7,15),0.0152013 # DEPENDENCYPART_SIBL
(7,1),(7,16),-0.0386871 # DEPENDENCYPART_SIBL
(7,1),(7,17),-0.0386871 # DEPENDENCYPART_SIBL
(7,1),(7,18),-0.115876 # DEPENDENCYPART_SIBL
(7,1),(7,19),-0.0407207 # DEPENDENCYPART_SIBL
(7,1),(7,21),-0.0386871 # DEPENDENCYPART_SIBL
(7,1),(7,22),-0.0945367 # DEPENDENCYPART_SIBL
(7,1),(7,26),-0.0352919 # DEPENDENCYPART_SIBL
(7,1),(7,27),-0.022226 # DEPENDENCYPART_SIBL
(7,2),(7,3),0.00794993 # DEPENDENCYPART_SIBL
(7,2),(7,4),-0.0231082 # DEPENDENCYPART_SIBL
(7,2),(7,5),0.00794993 # DEPENDENCYPART_SIBL
(7,2),(7,6),0.000200451 # DEPENDENCYPART_SIBL
(7,2),(7,8),-0.00351225 # DEPENDENCYPART_SIBL
(7,2),(7,9),-0.0185663 # DEPENDENCYPART_SIBL
(7,2),(7,10),-0.0580043 # DEPENDENCYPART_SIBL
(7,2),(7,11),-0.184812 # DEPENDENCYPART_SIBL
(7,2),(7,12),-0.0318321 # DEPENDENCYPART_SIBL
(7,2),(7,13),-0.11927 # DEPENDENCYPART_SIBL
(7,2),(7,15),-0.00559338 # DEPENDENCYPART_SIBL
(7,2),(7,16),-0.0185606 # DEPENDENCYPART_SIBL
(7,2),(7,17),-0.0185606 # DEPENDENCYPART_SIBL
(7,2),(7,18),0.0260725 # DEPENDENCYPART_SIBL
(7,2),(7,19),0.00137152 # DEPENDENCYPART_SIBL
(7,2),(7,21),-0.0185606 # DEPENDENCYPART_SIBL
(7,2),(7,22),-0.11927 # DEPENDENCYPART_SIBL
(7,2),(7,26),-0.0185606 # DEPENDENCYPART_SIBL
(7,2),(7,27),0.011274 # DEPENDENCYPART_SIBL
(7,3),(7,4),-0.0382817 # DEPENDENCYPART_SIBL
(7,3),(7,5),-0.0291477 # DEPENDENCYPART_SIBL
(7,3),(7,6),-0.0479754 # DEPENDENCYPART_SIBL
(7,3),(7,8),0.340697 # DEPENDENCYPART_SIBL
(7,3),(7,9),-0.382914 # DEPENDENCYPART_SIBL
(7,3),(7,10),-0.023366 # DEPENDENCYPART_SIBL
(7,3),(7,11),-0.12379 # DEPENDENCYPART_SIBL
(7,3),(7,12),-0.391183 # DEPENDENCYPART_SIBL
(7,3),(7,13),0.250954 # DEPENDENCYPART_SIBL
(7,3),(7,15),-0.112378 # DEPENDENCYPART_SIBL
(7,3),(7,16),-0.382914 # DEPENDENCYPART_SIBL
(7,3),(7,17),-0.382914 # DEPENDENCYPART_SIBL
(7,3),(7,18),-0.0237298 # DEPENDENCYPART_SIBL
(7,3),(7,19),0.343926 # DEPENDENCYPART_SIBL
(7,3),(7,21),-0.382914 # DEPENDENCYPART_SIBL
(7,3),(7,22),0.250954 # DEPENDENCYPART_SIBL
(7,3),(7,26),-0.382914 # DEPENDENCYPART_SIBL
(7,3),(7,27),0.0117046 # DEPENDENCYPART_SIBL
(7,4),(7,5),0.0860696 # DEPENDENCYPART_SIBL
(7,4),(7,6),0.0734808 # DEPENDENCYPART_SIBL
(7,4),(7,8),0.0440996 # DEPENDENCYPART_SIBL
(7,4),(7,9),-0.00903396 # DEPENDENCYPART_SIBL
(7,4),(7,10),0.319441 # DEPENDENCYPART_SIBL
(7,4),(7,11),0.0421173 # DEPENDENCYPART_SIBL
(7,4),(7,12),-0.0231667 # DEPENDENCYPART_SIBL
(7,4),(7,13),-0.0329269 # DEPENDENCYPART_SIBL
(7,4),(7,15),0.0318044 # DEPENDENCYPART_SIBL
(7,4),(7,16),-0.00903396 # DEPENDENCYPART_SIBL
(7,4),(7,17),-0.00903396 # DEPENDENCYPART_SIBL
(7,4),(7,18),0.0162457 # DEPENDENCYPART_SIBL
(7,4),(7,19),0.046801 # DEPENDENCYPART_SIBL
(7,4),(7,21),-0.00903396 # DEPENDENCYPART_SIBL
(7,4),(7,22),-0.0329269 # DEPENDENCYPART_SIBL
(7,4),(7,26),-0.00512178 # DEPENDENCYPART_SIBL
(7,4),(7,27),0.0427053 # DEPENDENCYPART_SIBL
(7,5),(7,6),-0.0479754 # DEPENDENCYPART_SIBL
(7,5),(7,8),0.340697 # DEPENDENCYPART_SIBL
(7,5),(7,9),-0.382914 # DEPENDENCYPART_SIBL
(7,5),(7,10),-0.0234275 # DEPENDENCYPART_SIBL
(7,5),(7,11),-0.12379 # DEPENDENCYPART_SIBL
(7,5),(7,12),-0.391183 # DEPENDENCYPART_SIBL
(7,5),(7,13),0.250954 # DEPENDENCYPART_SIBL
(7,5),(7,15),-0.112378 # DEPENDENCYPART_SIBL
(7,5),(7,16),-0.382914 # DEPENDENCYPART_SIBL
(7,5),(7,17),-0.382914 # DEPENDENCYPART_SIBL
(7,5),(7,18),-0.0237298 # DEPENDENCYPART_SIBL
(7,5),(7,19),0.343926 # DEPENDENCYPART_SIBL
(7,5),(7,21),-0.382914 # DEPENDENCYPART_SIBL
(7,5),(7,22),0.250954 # DEPENDENCYPART_SIBL
(7,5),(7,26),-0.382914 # DEPENDENCYPART_SIBL
(7,5),(7,27),0.0117046 # DEPENDENCYPART_SIBL
(7,6),(7,8),-0.0707231 # DEPENDENCYPART_SIBL
(7,6),(7,9),0.0613751 # DEPENDENCYPART_SIBL
(7,6),(7,10),0.000482295 # DEPENDENCYPART_SIBL
(7,6),(7,11),-0.104633 # DEPENDENCYPART_SIBL
(7,6),(7,12),0.0518869 # DEPENDENCYPART_SIBL
(7,6),(7,13),-0.14526 # DEPENDENCYPART_SIBL
(7,6),(7,15),0.00909975 # DEPENDENCYPART_SIBL
(7,6),(7,16),0.0613729 # DEPENDENCYPART_SIBL
(7,6),(7,17),0.0613786 # DEPENDENCYPART_SIBL
(7,6),(7,18),-0.00398319 # DEPENDENCYPART_SIBL
(7,6),(7,19),-0.0686889 # DEPENDENCYPART_SIBL
(7,6),(7,21),0.0613786 # DEPENDENCYPART_SIBL
(7,6),(7,22),-0.14526 # DEPENDENCYPART_SIBL
(7,6),(7,26),0.0616265 # DEPENDENCYPART_SIBL
(7,6),(7,27),-0.0139881 # DEPENDENCYPART_SIBL
(7,8),(7,9),-0.0044327 # DEPENDENCYPART_SIBL
(7,8),(7,10),0.0270447 # DEPENDENCYPART_SIBL
(7,8),(7,11),-0.0290401 # DEPENDENCYPART_SIBL
(7,8),(7,12),-0.0115414 # DEPENDENCYPART_SIBL
(7,8),(7,13),-0.0542288 # DEPENDENCYPART_SIBL
(7,8),(7,15),-0.0125585 # DEPENDENCYPART_SIBL
(7,8),(7,16),-0.0044327 # DEPENDENCYPART_SIBL
(7,8),(7,17),-0.0044327 # DEPENDENCYPART_SIBL
(7,8),(7,18),0.00590694 # DEPENDENCYPART_SIBL
(7,8),(7,19),-0.0382199 # DEPENDENCYPART_SIBL
(7,8),(7,21),-0.0044327 # DEPENDENCYPART_SIBL
(7,8),(7,22),-0.0542288 # DEPENDENCYPART_SIBL
(7,8),(7,26),-0.0044327 # DEPENDENCYPART_SIBL
(7,8),(7,27),0.0192015 # DEPENDENCYPART_SIBL
(7,9),(7,10),0.00806531 # DEPENDENCYPART_SIBL
(7,9),(7,11),-0.0194141 # DEPENDENCYPART_SIBL
(7,9),(7,12),-0.0248279 # DEPENDENCYPART_SIBL
(7,9),(7,13),-0.0159703 # DEPENDENCYPART_SIBL
(7,9),(7,15),0.00475327 # DEPENDENCYPART_SIBL
(7,9),(7,16),-0.0178288 # DEPENDENCYPART_SIBL
(7,9),(7,17),-0.0178288 # DEPENDENCYPART_SIBL
(7,9),(7,18),0.00630692 # DEPENDENCYPART_SIBL
(7,9),(7,19),-0.0176322 # DEPENDENCYPART_SIBL
(7,9),(7,21),-0.0178288 # DEPENDENCYPART_SIBL
(7,9),(7,22),-0.0159703 # DEPENDENCYPART_SIBL
(7,9),(7,26),-0.0178297 # DEPENDENCYPART_SIBL
(7,9),(7,27),-0.0433818 # DEPENDENCYPART_SIBL
(7,10),(7,11),-0.0392976 # DEPENDENCYPART_SIBL
(7,10),(7,12),-0.00413913 # DEPENDENCYPART_SIBL
(7,10),(7,13),-0.0461607 # DEPENDENCYPART_SIBL
(7,10),(7,15),-0.00582154 # DEPENDENCYPART_SIBL
(7,10),(7,16),0.00450183 # DEPENDENCYPART_SIBL
(7,10),(7,17),0.00450469 # DEPENDENCYPART_SIBL
(7,10),(7,18),0.00661745 # DEPENDENCYPART_SIBL
(7,10),(7,19),-0.0302818 # DEPENDENCYPART_SIBL
(7,10),(7,21),0.00450469 # DEPENDENCYPART_SIBL
(7,10),(7,22),-0.0461607 # DEPENDENCYPART_SIBL
(7,10),(7,26),0.00449677 # DEPENDENCYPART_SIBL
(7,10),(7,27),-0.00656338 # DEPENDENCYPART_SIBL
(7,11),(7,12),-0.0379988 # DEPENDENCYPART_SIBL
(7,11),(7,13),-0.0691831 # DEPENDENCYPART_SIBL
(7,11),(7,15),-0.0269464 # DEPENDENCYPART_SIBL
(7,11),(7,16),-0.031919 # DEPENDENCYPART_SIBL
(7,11),(7,17),-0.031919 # DEPENDENCYPART_SIBL
(7,11),(7,18),-0.0458369 # DEPENDENCYPART_SIBL
(7,11),(7,19),-0.0634557 # DEPENDENCYPART_SIBL
(7,11),(7,21),-0.031919 # DEPENDENCYPART_SIBL
(7,11),(7,22),-0.0691831 # DEPENDENCYPART_SIBL
(7,11),(7,26),-0.0321823 # DEPENDENCYPART_SIBL
(7,11),(7,27),-0.080213 # DEPENDENCYPART_SIBL
(7,12),(7,13),-0.0176371 # DEPENDENCYPART_SIBL
(7,12),(7,15),-0.00164273 # DEPENDENCYPART_SIBL
(7,12),(7,16),-0.0257116 # DEPENDENCYPART_SIBL
(7,12),(7,17),-0.0257116 # DEPENDENCYPART_SIBL
(7,12),(7,18),-0.00818708 # DEPENDENCYPART_SIBL
(7,12),(7,19),-0.0184543 # DEPENDENCYPART_SIBL
(7,12),(7,21),-0.0257116 # DEPENDENCYPART_SIBL
(7,12),(7,22),-0.0176371 # DEPENDENCYPART_SIBL
(7,12),(7,26),-0.0257124 # DEPENDENCYPART_SIBL
(7,12),(7,27),-0.050964 # DEPENDENCYPART_SIBL
(7,13),(7,15),-0.0427834 # DEPENDENCYPART_SIBL
(7,13),(7,16),-0.0266503 # DEPENDENCYPART_SIBL
(7,13),(7,17),-0.0266503 # DEPENDENCYPART_SIBL
(7,13),(7,18),-0.0300326 # DEPENDENCYPART_SIBL
(7,13),(7,19),-0.057523 # DEPENDENCYPART_SIBL
(7,13),(7,21),-0.0266503 # DEPENDENCYPART_SIBL
(7,13),(7,22),-0.0754885 # DEPENDENCYPART_SIBL
(7,13),(7,26),-0.0266508 # DEPENDENCYPART_SIBL
(7,13),(7,27),-0.0127386 # DEPENDENCYPART_SIBL
(7,15),(7,16),-4.08546e-05 # DEPENDENCYPART_SIBL
(7,15),(7,17),-3.96728e-05 # DEPENDENCYPART_SIBL
(7,15),(7,18),0.000176011 # DEPENDENCYPART_SIBL
(7,15),(7,19),-0.00985105 # DEPENDENCYPART_SIBL
(7,15),(7,21),-3.96728e-05 # DEPENDENCYPART_SIBL
(7,15),(7,22),-0.0160554 # DEPENDENCYPART_SIBL
(7,15),(7,26),-3.96728e-05 # DEPENDENCYPART_SIBL
(7,15),(7,27),-0.108927 # DEPENDENCYPART_SIBL
(7,16),(7,17),-0.0177659 # DEPENDENCYPART_SIBL
(7,16),(7,18),0.00708068 # DEPENDENCYPART_SIBL
(7,16),(7,19),-0.0172351 # DEPENDENCYPART_SIBL
(7,16),(7,21),-0.0177659 # DEPENDENCYPART_SIBL
(7,16),(7,22),-0.0155731 # DEPENDENCYPART_SIBL
(7,16),(7,26),-0.0177667 # DEPENDENCYPART_SIBL
(7,16),(7,27),-0.0433803 # DEPENDENCYPART_SIBL
(7,17),(7,18),0.00708256 # DEPENDENCYPART_SIBL
(7,17),(7,19),-0.0172351 # DEPENDENCYPART_SIBL
(7,17),(7,21),-0.0177659 # DEPENDENCYPART_SIBL
(7,17),(7,22),-0.0155731 # DEPENDENCYPART_SIBL
(7,17),(7,26),-0.0177667 # DEPENDENCYPART_SIBL
(7,17),(7,27),-0.0433798 # DEPENDENCYPART_SIBL
(7,18),(7,19),0.00317019 # DEPENDENCYPART_SIBL
(7,18),(7,21),0.0132984 # DEPENDENCYPART_SIBL
(7,18),(7,22),0.00108195 # DEPENDENCYPART_SIBL
(7,18),(7,26),0.0132984 # DEPENDENCYPART_SIBL
(7,18),(7,27),-0.00925661 # DEPENDENCYPART_SIBL
(7,19),(7,21),0.00093507 # DEPENDENCYPART_SIBL
(7,19),(7,22),-0.0486635 # DEPENDENCYPART_SIBL
(7,19),(7,26),0.00093507 # DEPENDENCYPART_SIBL
(7,19),(7,27),0.0444391 # DEPENDENCYPART_SIBL
(7,21),(7,22),-0.0156238 # DEPENDENCYPART_SIBL
(7,21),(7,26),-0.0177667 # DEPENDENCYPART_SIBL
(7,21),(7,27),-0.0433801 # DEPENDENCYPART_SIBL
(7,22),(7,26),-0.0266508 # DEPENDENCYPART_SIBL
(7,22),(7,27),-0.0127386 # DEPENDENCYPART_SIBL
(7,26),(7,27),-0.0428873 # DEPENDENCYPART_SIBL
(8,3),(8,4),-0.0332334 # DEPENDENCYPART_SIBL
(8,3),(8,6),-0.00827934 # DEPENDENCYPART_SIBL
(8,3),(8,9),0.000989344 # DEPENDENCYPART_SIBL
(8,3),(8,10),-0.0392385 # DEPENDENCYPART_SIBL
(8,3),(8,11),-0.0595576 # DEPENDENCYPART_SIBL
(8,3),(8,12),-0.0162553 # DEPENDENCYPART_SIBL
(8,3),(8,13),0.00315656 # DEPENDENCYPART_SIBL
(8,3),(8,17),0.00139732 # DEPENDENCYPART_SIBL
(8,3),(8,18),-0.0488141 # DEPENDENCYPART_SIBL
(8,3),(8,19),0.00477661 # DEPENDENCYPART_SIBL
(8,3),(8,22),0.00315656 # DEPENDENCYPART_SIBL
(8,3),(8,27),0.0232933 # DEPENDENCYPART_SIBL
(8,4),(8,6),-0.011406 # DEPENDENCYPART_SIBL
(8,4),(8,9),-0.0125588 # DEPENDENCYPART_SIBL
(8,4),(8,10),-0.0314162 # DEPENDENCYPART_SIBL
(8,4),(8,11),-0.056661 # DEPENDENCYPART_SIBL
(8,4),(8,12),-0.0379806 # DEPENDENCYPART_SIBL
(8,4),(8,13),-0.0425043 # DEPENDENCYPART_SIBL
(8,4),(8,17),-0.0121508 # DEPENDENCYPART_SIBL
(8,4),(8,18),-0.095875 # DEPENDENCYPART_SIBL
(8,4),(8,19),-0.032176 # DEPENDENCYPART_SIBL
(8,4),(8,22),-0.0425043 # DEPENDENCYPART_SIBL
(8,4),(8,27),-0.0466785 # DEPENDENCYPART_SIBL
(8,6),(8,9),-0.0162659 # DEPENDENCYPART_SIBL
(8,6),(8,10),0.0264687 # DEPENDENCYPART_SIBL
(8,6),(8,11),-0.0980527 # DEPENDENCYPART_SIBL
(8,6),(8,12),-0.0416915 # DEPENDENCYPART_SIBL
(8,6),(8,13),0.000753711 # DEPENDENCYPART_SIBL
(8,6),(8,17),-0.0158544 # DEPENDENCYPART_SIBL
(8,6),(8,18),-0.00469744 # DEPENDENCYPART_SIBL
(8,6),(8,19),0.00589972 # DEPENDENCYPART_SIBL
(8,6),(8,22),0.000753711 # DEPENDENCYPART_SIBL
(8,6),(8,27),0.00721285 # DEPENDENCYPART_SIBL
(8,9),(8,10),0.0252022 # DEPENDENCYPART_SIBL
(8,9),(8,11),-0.0138466 # DEPENDENCYPART_SIBL
(8,9),(8,12),-0.0264041 # DEPENDENCYPART_SIBL
(8,9),(8,13),-0.00263178 # DEPENDENCYPART_SIBL
(8,9),(8,17),-0.0253201 # DEPENDENCYPART_SIBL
(8,9),(8,18),0.00774043 # DEPENDENCYPART_SIBL
(8,9),(8,19),-0.016677 # DEPENDENCYPART_SIBL
(8,9),(8,22),-0.00263178 # DEPENDENCYPART_SIBL
(8,9),(8,27),-0.00727891 # DEPENDENCYPART_SIBL
(8,10),(8,11),-0.0142093 # DEPENDENCYPART_SIBL
(8,10),(8,12),0.00185195 # DEPENDENCYPART_SIBL
(8,10),(8,13),0.013989 # DEPENDENCYPART_SIBL
(8,10),(8,17),0.00567586 # DEPENDENCYPART_SIBL
(8,10),(8,18),0.101335 # DEPENDENCYPART_SIBL
(8,10),(8,19),0.0173478 # DEPENDENCYPART_SIBL
(8,10),(8,22),0.013989 # DEPENDENCYPART_SIBL
(8,10),(8,27),-0.025809 # DEPENDENCYPART_SIBL
(8,11),(8,12),-0.0432251 # DEPENDENCYPART_SIBL
(8,11),(8,13),-0.0326973 # DEPENDENCYPART_SIBL
(8,11),(8,17),-0.0423734 # DEPENDENCYPART_SIBL
(8,11),(8,18),-0.0394711 # DEPENDENCYPART_SIBL
(8,11),(8,19),-0.0429539 # DEPENDENCYPART_SIBL
(8,11),(8,22),-0.0326973 # DEPENDENCYPART_SIBL
(8,11),(8,27),-0.0197928 # DEPENDENCYPART_SIBL
(8,12),(8,13),0.001669 # DEPENDENCYPART_SIBL
(8,12),(8,17),-0.0313506 # DEPENDENCYPART_SIBL
(8,12),(8,18),-0.00512022 # DEPENDENCYPART_SIBL
(8,12),(8,19),-0.0117239 # DEPENDENCYPART_SIBL
(8,12),(8,22),0.001669 # DEPENDENCYPART_SIBL
(8,12),(8,27),-0.0145075 # DEPENDENCYPART_SIBL
(8,13),(8,17),-0.0199779 # DEPENDENCYPART_SIBL
(8,13),(8,18),0.00892536 # DEPENDENCYPART_SIBL
(8,13),(8,19),-0.0291049 # DEPENDENCYPART_SIBL
(8,13),(8,22),-0.0147746 # DEPENDENCYPART_SIBL
(8,13),(8,27),0.00746444 # DEPENDENCYPART_SIBL
(8,17),(8,18),0.0104208 # DEPENDENCYPART_SIBL
(8,17),(8,19),-0.0147536 # DEPENDENCYPART_SIBL
(8,17),(8,22),-0.000708386 # DEPENDENCYPART_SIBL
(8,17),(8,27),-0.00614634 # DEPENDENCYPART_SIBL
(8,18),(8,19),0.0309418 # DEPENDENCYPART_SIBL
(8,18),(8,22),0.0341899 # DEPENDENCYPART_SIBL
(8,18),(8,27),0.00522725 # DEPENDENCYPART_SIBL
(8,19),(8,22),-0.00552347 # DEPENDENCYPART_SIBL
(8,19),(8,27),0.026817 # DEPENDENCYPART_SIBL
(8,22),(8,27),0.00746444 # DEPENDENCYPART_SIBL
(9,1),(9,2),-0.00749904 # DEPENDENCYPART_SIBL
(9,1),(9,3),0.00116819 # DEPENDENCYPART_SIBL
(9,1),(9,4),0.0131999 # DEPENDENCYPART_SIBL
(9,1),(9,5),0.00116819 # DEPENDENCYPART_SIBL
(9,1),(9,6),0.00148409 # DEPENDENCYPART_SIBL
(9,1),(9,7),0.226892 # DEPENDENCYPART_SIBL
(9,1),(9,8),0.00116819 # DEPENDENCYPART_SIBL
(9,1),(9,10),0.0407885 # DEPENDENCYPART_SIBL
(9,1),(9,11),-0.0879504 # DEPENDENCYPART_SIBL
(9,1),(9,12),-0.0153674 # DEPENDENCYPART_SIBL
(9,1),(9,13),-0.0907011 # DEPENDENCYPART_SIBL
(9,1),(9,15),-0.0427527 # DEPENDENCYPART_SIBL
(9,1),(9,17),-0.0161932 # DEPENDENCYPART_SIBL
(9,1),(9,18),-0.0661184 # DEPENDENCYPART_SIBL
(9,1),(9,27),0.00199431 # DEPENDENCYPART_SIBL
(9,2),(9,3),0.0723573 # DEPENDENCYPART_SIBL
(9,2),(9,4),0.0669471 # DEPENDENCYPART_SIBL
(9,2),(9,5),0.0723573 # DEPENDENCYPART_SIBL
(9,2),(9,6),-0.0230535 # DEPENDENCYPART_SIBL
(9,2),(9,7),0.369878 # DEPENDENCYPART_SIBL
(9,2),(9,8),0.0723573 # DEPENDENCYPART_SIBL
(9,2),(9,10),-0.0278991 # DEPENDENCYPART_SIBL
(9,2),(9,11),-0.14176 # DEPENDENCYPART_SIBL
(9,2),(9,12),-0.018016 # DEPENDENCYPART_SIBL
(9,2),(9,13),-0.125871 # DEPENDENCYPART_SIBL
(9,2),(9,15),-0.0808101 # DEPENDENCYPART_SIBL
(9,2),(9,17),-0.0156392 # DEPENDENCYPART_SIBL
(9,2),(9,18),0.140625 # DEPENDENCYPART_SIBL
(9,2),(9,27),0.027459 # DEPENDENCYPART_SIBL
(9,3),(9,4),0.0105697 # DEPENDENCYPART_SIBL
(9,3),(9,5),0.0301158 # DEPENDENCYPART_SIBL
(9,3),(9,6),0.0380294 # DEPENDENCYPART_SIBL
(9,3),(9,7),0.212034 # DEPENDENCYPART_SIBL
(9,3),(9,8),0.0301158 # DEPENDENCYPART_SIBL
(9,3),(9,10),0.0352396 # DEPENDENCYPART_SIBL
(9,3),(9,11),-0.0827337 # DEPENDENCYPART_SIBL
(9,3),(9,12),-0.010224 # DEPENDENCYPART_SIBL
(9,3),(9,13),-0.0840981 # DEPENDENCYPART_SIBL
(9,3),(9,15),-0.0495272 # DEPENDENCYPART_SIBL
(9,3),(9,17),-0.0130969 # DEPENDENCYPART_SIBL
(9,3),(9,18),-0.0122097 # DEPENDENCYPART_SIBL
(9,3),(9,27),0.0497765 # DEPENDENCYPART_SIBL
(9,4),(9,5),-0.0341459 # DEPENDENCYPART_SIBL
(9,4),(9,6),-0.0259454 # DEPENDENCYPART_SIBL
(9,4),(9,7),0.131854 # DEPENDENCYPART_SIBL
(9,4),(9,8),-0.0341459 # DEPENDENCYPART_SIBL
(9,4),(9,10),0.0375336 # DEPENDENCYPART_SIBL
(9,4),(9,11),-0.0445473 # DEPENDENCYPART_SIBL
(9,4),(9,12),-0.0123498 # DEPENDENCYPART_SIBL
(9,4),(9,13),-0.0879325 # DEPENDENCYPART_SIBL
(9,4),(9,15),-0.0414114 # DEPENDENCYPART_SIBL
(9,4),(9,17),-0.0105669 # DEPENDENCYPART_SIBL
(9,4),(9,18),-0.0213366 # DEPENDENCYPART_SIBL
(9,4),(9,27),-0.00138431 # DEPENDENCYPART_SIBL
(9,5),(9,6),0.0380294 # DEPENDENCYPART_SIBL
(9,5),(9,7),0.212034 # DEPENDENCYPART_SIBL
(9,5),(9,8),0.0301158 # DEPENDENCYPART_SIBL
(9,5),(9,10),0.0350554 # DEPENDENCYPART_SIBL
(9,5),(9,11),-0.0827951 # DEPENDENCYPART_SIBL
(9,5),(9,12),-0.0102854 # DEPENDENCYPART_SIBL
(9,5),(9,13),-0.0841596 # DEPENDENCYPART_SIBL
(9,5),(9,15),-0.0495886 # DEPENDENCYPART_SIBL
(9,5),(9,17),-0.0131583 # DEPENDENCYPART_SIBL
(9,5),(9,18),-0.0122711 # DEPENDENCYPART_SIBL
(9,5),(9,27),0.049715 # DEPENDENCYPART_SIBL
(9,6),(9,7),0.208944 # DEPENDENCYPART_SIBL
(9,6),(9,8),0.035264 # DEPENDENCYPART_SIBL
(9,6),(9,10),0.0927388 # DEPENDENCYPART_SIBL
(9,6),(9,11),-0.116149 # DEPENDENCYPART_SIBL
(9,6),(9,12),0.0204761 # DEPENDENCYPART_SIBL
(9,6),(9,13),-0.0174738 # DEPENDENCYPART_SIBL
(9,6),(9,15),-0.0075497 # DEPENDENCYPART_SIBL
(9,6),(9,17),0.0222779 # DEPENDENCYPART_SIBL
