# _root_ The unpopular Mr. Sarney , whose task was to bring about a smooth transition to democracy after 21 years of military rule , is n't seeking re-election .
#goldHeads=4,4,4,24,4,7,8,4,10,8,10,14,14,10,14,15,10,19,17,19,22,20,4,0,24,24,26,24,
#predictedHeads=4,4,4,24,4,7,8,4,10,8,10,14,14,10,10,15,10,19,17,19,22,20,4,0,24,24,26,24,
(8,7),(8,23),-0.00646881 # DEPENDENCYPART_SIBL
(8,7),(8,24),-0.016786 # DEPENDENCYPART_SIBL
(8,7),(8,25),0.0206151 # DEPENDENCYPART_SIBL
(8,7),(8,26),0.0109747 # DEPENDENCYPART_SIBL
(8,7),(8,28),0.00817422 # DEPENDENCYPART_SIBL
(8,9),(8,10),-0.0704486 # DEPENDENCYPART_SIBL
(8,9),(8,11),-0.0532615 # DEPENDENCYPART_SIBL
(8,9),(8,13),-0.0889119 # DEPENDENCYPART_SIBL
(8,9),(8,14),-0.0701138 # DEPENDENCYPART_SIBL
(8,9),(8,15),-0.155526 # DEPENDENCYPART_SIBL
(8,9),(8,16),-0.0701142 # DEPENDENCYPART_SIBL
(8,9),(8,17),-0.040553 # DEPENDENCYPART_SIBL
(8,9),(8,19),-0.0735726 # DEPENDENCYPART_SIBL
(8,9),(8,23),-0.0485397 # DEPENDENCYPART_SIBL
(8,9),(8,24),-0.10894 # DEPENDENCYPART_SIBL
(8,9),(8,25),-0.0277481 # DEPENDENCYPART_SIBL
(8,9),(8,26),-0.056793 # DEPENDENCYPART_SIBL
(8,9),(8,28),-0.0345292 # DEPENDENCYPART_SIBL
(8,10),(8,11),-0.0650013 # DEPENDENCYPART_SIBL
(8,10),(8,13),-0.0515923 # DEPENDENCYPART_SIBL
(8,10),(8,14),-0.0429841 # DEPENDENCYPART_SIBL
(8,10),(8,15),-0.0734353 # DEPENDENCYPART_SIBL
(8,10),(8,16),-0.0429842 # DEPENDENCYPART_SIBL
(8,10),(8,17),0.0127298 # DEPENDENCYPART_SIBL
(8,10),(8,19),-0.0417299 # DEPENDENCYPART_SIBL
(8,10),(8,23),-0.00929886 # DEPENDENCYPART_SIBL
(8,10),(8,24),-0.0291364 # DEPENDENCYPART_SIBL
(8,10),(8,25),-0.0321035 # DEPENDENCYPART_SIBL
(8,10),(8,26),-0.0149669 # DEPENDENCYPART_SIBL
(8,10),(8,28),0.0101083 # DEPENDENCYPART_SIBL
(8,11),(8,13),-0.0568776 # DEPENDENCYPART_SIBL
(8,11),(8,14),-0.0358783 # DEPENDENCYPART_SIBL
(8,11),(8,15),-0.0930181 # DEPENDENCYPART_SIBL
(8,11),(8,16),-0.0358786 # DEPENDENCYPART_SIBL
(8,11),(8,17),-0.0276353 # DEPENDENCYPART_SIBL
(8,11),(8,19),-0.0389058 # DEPENDENCYPART_SIBL
(8,11),(8,23),-0.0333223 # DEPENDENCYPART_SIBL
(8,11),(8,24),-0.0539268 # DEPENDENCYPART_SIBL
(8,11),(8,25),-0.0178275 # DEPENDENCYPART_SIBL
(8,11),(8,26),-0.0331108 # DEPENDENCYPART_SIBL
(8,11),(8,28),-0.138186 # DEPENDENCYPART_SIBL
(8,13),(8,14),-0.0448138 # DEPENDENCYPART_SIBL
(8,13),(8,15),-0.0142726 # DEPENDENCYPART_SIBL
(8,13),(8,16),-0.0448147 # DEPENDENCYPART_SIBL
(8,13),(8,17),0.0226484 # DEPENDENCYPART_SIBL
(8,13),(8,19),-0.0433657 # DEPENDENCYPART_SIBL
(8,13),(8,23),-0.0113073 # DEPENDENCYPART_SIBL
(8,13),(8,24),-0.0557866 # DEPENDENCYPART_SIBL
(8,13),(8,25),-0.00157695 # DEPENDENCYPART_SIBL
(8,13),(8,26),-0.0194542 # DEPENDENCYPART_SIBL
(8,13),(8,28),0.00156738 # DEPENDENCYPART_SIBL
(8,14),(8,15),-0.0654167 # DEPENDENCYPART_SIBL
(8,14),(8,16),-0.0617801 # DEPENDENCYPART_SIBL
(8,14),(8,17),-0.0356749 # DEPENDENCYPART_SIBL
(8,14),(8,19),-0.0581586 # DEPENDENCYPART_SIBL
(8,14),(8,23),-0.00070515 # DEPENDENCYPART_SIBL
(8,14),(8,24),-0.0433277 # DEPENDENCYPART_SIBL
(8,14),(8,25),-0.0125352 # DEPENDENCYPART_SIBL
(8,14),(8,26),-0.0196964 # DEPENDENCYPART_SIBL
(8,14),(8,28),-0.00369356 # DEPENDENCYPART_SIBL
(8,15),(8,16),-0.0701142 # DEPENDENCYPART_SIBL
(8,15),(8,17),-0.040553 # DEPENDENCYPART_SIBL
(8,15),(8,19),-0.0735726 # DEPENDENCYPART_SIBL
(8,15),(8,23),-0.0485397 # DEPENDENCYPART_SIBL
(8,15),(8,24),-0.10894 # DEPENDENCYPART_SIBL
(8,15),(8,25),-0.0277481 # DEPENDENCYPART_SIBL
(8,15),(8,26),-0.056793 # DEPENDENCYPART_SIBL
(8,15),(8,28),-0.0345292 # DEPENDENCYPART_SIBL
(8,16),(8,17),-0.0359666 # DEPENDENCYPART_SIBL
(8,16),(8,19),-0.0557175 # DEPENDENCYPART_SIBL
(8,16),(8,23),0.00156616 # DEPENDENCYPART_SIBL
(8,16),(8,24),-0.0404067 # DEPENDENCYPART_SIBL
(8,16),(8,25),-0.0101126 # DEPENDENCYPART_SIBL
(8,16),(8,26),-0.0167754 # DEPENDENCYPART_SIBL
(8,16),(8,28),-0.0012882 # DEPENDENCYPART_SIBL
(8,17),(8,19),0.00503401 # DEPENDENCYPART_SIBL
(8,17),(8,23),0.0614844 # DEPENDENCYPART_SIBL
(8,17),(8,24),-0.0289915 # DEPENDENCYPART_SIBL
(8,17),(8,25),0.0222055 # DEPENDENCYPART_SIBL
(8,17),(8,26),0.0154002 # DEPENDENCYPART_SIBL
(8,17),(8,28),0.0344684 # DEPENDENCYPART_SIBL
(8,19),(8,23),-0.00579902 # DEPENDENCYPART_SIBL
(8,19),(8,24),-0.0315323 # DEPENDENCYPART_SIBL
(8,19),(8,25),-0.0229063 # DEPENDENCYPART_SIBL
(8,19),(8,26),-0.00631464 # DEPENDENCYPART_SIBL
(8,19),(8,28),-0.0210692 # DEPENDENCYPART_SIBL
(8,23),(8,24),0.0436074 # DEPENDENCYPART_SIBL
(8,23),(8,25),0.0506072 # DEPENDENCYPART_SIBL
(8,23),(8,26),0.0312221 # DEPENDENCYPART_SIBL
(8,23),(8,28),0.00960865 # DEPENDENCYPART_SIBL
(8,24),(8,25),-0.0282494 # DEPENDENCYPART_SIBL
(8,24),(8,26),-0.0110392 # DEPENDENCYPART_SIBL
(8,24),(8,28),0.00982574 # DEPENDENCYPART_SIBL
(8,25),(8,26),0.0950462 # DEPENDENCYPART_SIBL
(8,25),(8,28),0.0617162 # DEPENDENCYPART_SIBL
(8,26),(8,28),0.00286527 # DEPENDENCYPART_SIBL
(9,5),(9,10),0.0379469 # DEPENDENCYPART_SIBL
(9,5),(9,14),0.0951829 # DEPENDENCYPART_SIBL
(9,5),(9,15),0.0322885 # DEPENDENCYPART_SIBL
(9,5),(9,16),0.0951944 # DEPENDENCYPART_SIBL
(9,10),(9,14),-0.0301685 # DEPENDENCYPART_SIBL
(9,10),(9,15),-0.00336556 # DEPENDENCYPART_SIBL
(9,10),(9,16),-0.0301683 # DEPENDENCYPART_SIBL
(9,14),(9,15),-0.0246422 # DEPENDENCYPART_SIBL
(9,14),(9,16),-0.0700419 # DEPENDENCYPART_SIBL
(9,15),(9,16),0.00871412 # DEPENDENCYPART_SIBL
(10,4),(10,5),0.00365057 # DEPENDENCYPART_SIBL
(10,4),(10,7),-0.0946626 # DEPENDENCYPART_SIBL
(10,4),(10,9),0.00576296 # DEPENDENCYPART_SIBL
(10,4),(10,11),-0.0408855 # DEPENDENCYPART_SIBL
(10,4),(10,12),-0.105466 # DEPENDENCYPART_SIBL
(10,4),(10,13),-0.0169205 # DEPENDENCYPART_SIBL
(10,4),(10,14),-0.0275196 # DEPENDENCYPART_SIBL
(10,4),(10,15),-0.00186224 # DEPENDENCYPART_SIBL
(10,4),(10,16),-0.0269708 # DEPENDENCYPART_SIBL
(10,4),(10,17),0.0202797 # DEPENDENCYPART_SIBL
(10,4),(10,19),-0.0639714 # DEPENDENCYPART_SIBL
(10,4),(10,20),0.00788508 # DEPENDENCYPART_SIBL
(10,4),(10,21),-0.0193802 # DEPENDENCYPART_SIBL
(10,4),(10,22),-0.0271512 # DEPENDENCYPART_SIBL
(10,4),(10,23),0.0024142 # DEPENDENCYPART_SIBL
(10,4),(10,24),-0.00959616 # DEPENDENCYPART_SIBL
(10,4),(10,25),0.0364228 # DEPENDENCYPART_SIBL
(10,4),(10,26),0.0158049 # DEPENDENCYPART_SIBL
(10,4),(10,27),-0.0267923 # DEPENDENCYPART_SIBL
(10,4),(10,28),0.0179719 # DEPENDENCYPART_SIBL
(10,5),(10,7),0.00471262 # DEPENDENCYPART_SIBL
(10,5),(10,9),-0.0670983 # DEPENDENCYPART_SIBL
(10,5),(10,11),-0.00658869 # DEPENDENCYPART_SIBL
(10,5),(10,12),-0.13095 # DEPENDENCYPART_SIBL
(10,5),(10,13),-0.0255148 # DEPENDENCYPART_SIBL
(10,5),(10,14),0.000422295 # DEPENDENCYPART_SIBL
(10,5),(10,15),-9.64059e-05 # DEPENDENCYPART_SIBL
(10,5),(10,16),0.000835136 # DEPENDENCYPART_SIBL
(10,5),(10,17),0.00757262 # DEPENDENCYPART_SIBL
(10,5),(10,19),-0.0178125 # DEPENDENCYPART_SIBL
(10,5),(10,20),-0.099886 # DEPENDENCYPART_SIBL
(10,5),(10,21),-0.0257301 # DEPENDENCYPART_SIBL
(10,5),(10,22),0.00954334 # DEPENDENCYPART_SIBL
(10,5),(10,23),0.172604 # DEPENDENCYPART_SIBL
(10,5),(10,24),-0.0125193 # DEPENDENCYPART_SIBL
(10,5),(10,25),-0.0468357 # DEPENDENCYPART_SIBL
(10,5),(10,26),0.0292169 # DEPENDENCYPART_SIBL
(10,5),(10,27),0.000871442 # DEPENDENCYPART_SIBL
(10,5),(10,28),0.0629727 # DEPENDENCYPART_SIBL
(10,7),(10,9),0.00536853 # DEPENDENCYPART_SIBL
(10,7),(10,11),-0.0420408 # DEPENDENCYPART_SIBL
(10,7),(10,12),-0.106622 # DEPENDENCYPART_SIBL
(10,7),(10,13),-0.0180756 # DEPENDENCYPART_SIBL
(10,7),(10,14),-0.0286604 # DEPENDENCYPART_SIBL
(10,7),(10,15),-0.00300756 # DEPENDENCYPART_SIBL
(10,7),(10,16),-0.0281116 # DEPENDENCYPART_SIBL
(10,7),(10,17),0.0191242 # DEPENDENCYPART_SIBL
(10,7),(10,19),-0.0651122 # DEPENDENCYPART_SIBL
(10,7),(10,20),0.00672953 # DEPENDENCYPART_SIBL
(10,7),(10,21),-0.0205352 # DEPENDENCYPART_SIBL
(10,7),(10,22),-0.0282921 # DEPENDENCYPART_SIBL
(10,7),(10,23),0.00357925 # DEPENDENCYPART_SIBL
(10,7),(10,24),-0.0126989 # DEPENDENCYPART_SIBL
(10,7),(10,25),0.0352924 # DEPENDENCYPART_SIBL
(10,7),(10,26),0.0127022 # DEPENDENCYPART_SIBL
(10,7),(10,27),-0.0279332 # DEPENDENCYPART_SIBL
(10,7),(10,28),0.0136574 # DEPENDENCYPART_SIBL
(10,9),(10,11),-0.051186 # DEPENDENCYPART_SIBL
(10,9),(10,12),-0.0392967 # DEPENDENCYPART_SIBL
(10,9),(10,13),-0.0297277 # DEPENDENCYPART_SIBL
(10,9),(10,14),0.0663683 # DEPENDENCYPART_SIBL
(10,9),(10,15),0.0985097 # DEPENDENCYPART_SIBL
(10,9),(10,16),0.0666478 # DEPENDENCYPART_SIBL
(10,9),(10,17),-0.0007782 # DEPENDENCYPART_SIBL
(10,9),(10,19),0.0743708 # DEPENDENCYPART_SIBL
(10,9),(10,20),-0.0578757 # DEPENDENCYPART_SIBL
(10,9),(10,21),-0.0327082 # DEPENDENCYPART_SIBL
(10,9),(10,22),0.0671764 # DEPENDENCYPART_SIBL
(10,9),(10,23),-0.0647953 # DEPENDENCYPART_SIBL
(10,9),(10,24),-0.0820012 # DEPENDENCYPART_SIBL
(10,9),(10,25),0.0130219 # DEPENDENCYPART_SIBL
(10,9),(10,26),-0.00220145 # DEPENDENCYPART_SIBL
(10,9),(10,27),0.0667913 # DEPENDENCYPART_SIBL
(10,9),(10,28),-0.237099 # DEPENDENCYPART_SIBL
(10,11),(10,12),-0.0140937 # DEPENDENCYPART_SIBL
(10,11),(10,13),-0.0377328 # DEPENDENCYPART_SIBL
(10,11),(10,14),-0.00366044 # DEPENDENCYPART_SIBL
(10,11),(10,15),-0.0453875 # DEPENDENCYPART_SIBL
(10,11),(10,16),-0.00366076 # DEPENDENCYPART_SIBL
(10,11),(10,17),0.00737091 # DEPENDENCYPART_SIBL
(10,11),(10,19),-0.00668752 # DEPENDENCYPART_SIBL
(10,11),(10,20),-0.0581913 # DEPENDENCYPART_SIBL
(10,11),(10,21),-0.0376115 # DEPENDENCYPART_SIBL
(10,11),(10,22),-0.00150769 # DEPENDENCYPART_SIBL
(10,11),(10,23),-0.000822916 # DEPENDENCYPART_SIBL
(10,11),(10,24),-0.0286291 # DEPENDENCYPART_SIBL
(10,11),(10,25),-0.023528 # DEPENDENCYPART_SIBL
(10,11),(10,26),-0.00805354 # DEPENDENCYPART_SIBL
(10,11),(10,27),-0.00366044 # DEPENDENCYPART_SIBL
(10,11),(10,28),-0.136729 # DEPENDENCYPART_SIBL
(10,12),(10,13),-0.0631252 # DEPENDENCYPART_SIBL
(10,12),(10,14),-0.02488 # DEPENDENCYPART_SIBL
(10,12),(10,15),-0.0235809 # DEPENDENCYPART_SIBL
(10,12),(10,16),-0.0248803 # DEPENDENCYPART_SIBL
(10,12),(10,17),-0.0173453 # DEPENDENCYPART_SIBL
(10,12),(10,19),-0.0222575 # DEPENDENCYPART_SIBL
(10,12),(10,20),-0.0488449 # DEPENDENCYPART_SIBL
(10,12),(10,21),-0.063008 # DEPENDENCYPART_SIBL
(10,12),(10,22),-0.0227272 # DEPENDENCYPART_SIBL
(10,12),(10,23),-0.0458534 # DEPENDENCYPART_SIBL
(10,12),(10,24),-0.046213 # DEPENDENCYPART_SIBL
(10,12),(10,25),-0.0350769 # DEPENDENCYPART_SIBL
(10,12),(10,26),-0.0204928 # DEPENDENCYPART_SIBL
(10,12),(10,27),-0.02488 # DEPENDENCYPART_SIBL
(10,12),(10,28),-0.0329888 # DEPENDENCYPART_SIBL
(10,13),(10,14),-0.0185398 # DEPENDENCYPART_SIBL
(10,13),(10,15),0.0309598 # DEPENDENCYPART_SIBL
(10,13),(10,16),-0.0185406 # DEPENDENCYPART_SIBL
(10,13),(10,17),0.0429833 # DEPENDENCYPART_SIBL
(10,13),(10,19),-0.0170912 # DEPENDENCYPART_SIBL
(10,13),(10,20),0.0120656 # DEPENDENCYPART_SIBL
(10,13),(10,21),-0.0407226 # DEPENDENCYPART_SIBL
(10,13),(10,22),-0.016387 # DEPENDENCYPART_SIBL
(10,13),(10,23),0.0174842 # DEPENDENCYPART_SIBL
(10,13),(10,24),-0.0269813 # DEPENDENCYPART_SIBL
(10,13),(10,25),-0.0166861 # DEPENDENCYPART_SIBL
(10,13),(10,26),0.00764051 # DEPENDENCYPART_SIBL
(10,13),(10,27),-0.0185398 # DEPENDENCYPART_SIBL
(10,13),(10,28),-0.0103254 # DEPENDENCYPART_SIBL
(10,14),(10,15),0.0250752 # DEPENDENCYPART_SIBL
(10,14),(10,16),-0.00396221 # DEPENDENCYPART_SIBL
(10,14),(10,17),0.046044 # DEPENDENCYPART_SIBL
(10,14),(10,19),-0.000340381 # DEPENDENCYPART_SIBL
(10,14),(10,20),0.0249428 # DEPENDENCYPART_SIBL
(10,14),(10,21),-0.0132215 # DEPENDENCYPART_SIBL
(10,14),(10,22),-0.00181007 # DEPENDENCYPART_SIBL
(10,14),(10,23),0.0263045 # DEPENDENCYPART_SIBL
(10,14),(10,24),-0.000372279 # DEPENDENCYPART_SIBL
(10,14),(10,25),0.00445054 # DEPENDENCYPART_SIBL
(10,14),(10,26),0.0272256 # DEPENDENCYPART_SIBL
(10,14),(10,27),-0.00396128 # DEPENDENCYPART_SIBL
(10,14),(10,28),0.0116127 # DEPENDENCYPART_SIBL
(10,15),(10,16),-0.0152828 # DEPENDENCYPART_SIBL
(10,15),(10,17),0.0264234 # DEPENDENCYPART_SIBL
(10,15),(10,19),-0.0187409 # DEPENDENCYPART_SIBL
(10,15),(10,20),-0.0327861 # DEPENDENCYPART_SIBL
(10,15),(10,21),-0.0475433 # DEPENDENCYPART_SIBL
(10,15),(10,22),-0.0131297 # DEPENDENCYPART_SIBL
(10,15),(10,23),-0.00146327 # DEPENDENCYPART_SIBL
(10,15),(10,24),-0.0587943 # DEPENDENCYPART_SIBL
(10,15),(10,25),-0.0151149 # DEPENDENCYPART_SIBL
(10,15),(10,26),-0.00526079 # DEPENDENCYPART_SIBL
(10,15),(10,27),-0.0152825 # DEPENDENCYPART_SIBL
(10,15),(10,28),0.000387573 # DEPENDENCYPART_SIBL
(10,16),(10,17),0.0457523 # DEPENDENCYPART_SIBL
(10,16),(10,19),0.0021008 # DEPENDENCYPART_SIBL
(10,16),(10,20),0.0246511 # DEPENDENCYPART_SIBL
(10,16),(10,21),-0.0108203 # DEPENDENCYPART_SIBL
(10,16),(10,22),0.000631104 # DEPENDENCYPART_SIBL
(10,16),(10,23),0.0285759 # DEPENDENCYPART_SIBL
(10,16),(10,24),0.00254872 # DEPENDENCYPART_SIBL
(10,16),(10,25),0.00687318 # DEPENDENCYPART_SIBL
(10,16),(10,26),0.0301466 # DEPENDENCYPART_SIBL
(10,16),(10,27),-0.0015201 # DEPENDENCYPART_SIBL
(10,16),(10,28),0.0140181 # DEPENDENCYPART_SIBL
(10,17),(10,19),0.00923285 # DEPENDENCYPART_SIBL
(10,17),(10,20),-0.0929533 # DEPENDENCYPART_SIBL
(10,17),(10,21),-0.026713 # DEPENDENCYPART_SIBL
(10,17),(10,22),0.0153957 # DEPENDENCYPART_SIBL
(10,17),(10,23),0.0432546 # DEPENDENCYPART_SIBL
(10,17),(10,24),-0.0408142 # DEPENDENCYPART_SIBL
(10,17),(10,25),-0.0227674 # DEPENDENCYPART_SIBL
(10,17),(10,26),0.00247819 # DEPENDENCYPART_SIBL
(10,17),(10,27),0.0132528 # DEPENDENCYPART_SIBL
(10,17),(10,28),0.00028015 # DEPENDENCYPART_SIBL
(10,19),(10,20),-0.00270403 # DEPENDENCYPART_SIBL
(10,19),(10,21),-0.0120709 # DEPENDENCYPART_SIBL
(10,19),(10,22),-0.00838575 # DEPENDENCYPART_SIBL
(10,19),(10,23),0.0212208 # DEPENDENCYPART_SIBL
(10,19),(10,24),0.01143 # DEPENDENCYPART_SIBL
(10,19),(10,25),-0.00591364 # DEPENDENCYPART_SIBL
(10,19),(10,26),0.0406142 # DEPENDENCYPART_SIBL
(10,19),(10,27),-0.0105366 # DEPENDENCYPART_SIBL
(10,19),(10,28),-0.00575564 # DEPENDENCYPART_SIBL
(10,20),(10,21),-0.0697218 # DEPENDENCYPART_SIBL
(10,20),(10,22),-0.0215936 # DEPENDENCYPART_SIBL
(10,20),(10,23),-0.0294046 # DEPENDENCYPART_SIBL
(10,20),(10,24),-0.0720262 # DEPENDENCYPART_SIBL
(10,20),(10,25),-0.0807424 # DEPENDENCYPART_SIBL
(10,20),(10,26),-0.0362197 # DEPENDENCYPART_SIBL
(10,20),(10,27),-0.0237365 # DEPENDENCYPART_SIBL
(10,20),(10,28),-0.0373123 # DEPENDENCYPART_SIBL
(10,21),(10,22),-0.0145993 # DEPENDENCYPART_SIBL
(10,21),(10,23),0.0163799 # DEPENDENCYPART_SIBL
(10,21),(10,24),-0.0256016 # DEPENDENCYPART_SIBL
(10,21),(10,25),-0.0149258 # DEPENDENCYPART_SIBL
(10,21),(10,26),0.00902029 # DEPENDENCYPART_SIBL
(10,21),(10,27),-0.0167521 # DEPENDENCYPART_SIBL
(10,21),(10,28),-0.00804588 # DEPENDENCYPART_SIBL
(10,22),(10,23),0.0238004 # DEPENDENCYPART_SIBL
(10,22),(10,24),-0.00774952 # DEPENDENCYPART_SIBL
(10,22),(10,25),-0.00275508 # DEPENDENCYPART_SIBL
(10,22),(10,26),0.0198484 # DEPENDENCYPART_SIBL
(10,22),(10,27),-0.00670821 # DEPENDENCYPART_SIBL
(10,22),(10,28),0.0247968 # DEPENDENCYPART_SIBL
(10,23),(10,24),0.055994 # DEPENDENCYPART_SIBL
(10,23),(10,25),0.0205306 # DEPENDENCYPART_SIBL
(10,23),(10,26),0.0475698 # DEPENDENCYPART_SIBL
(10,23),(10,27),0.0027641 # DEPENDENCYPART_SIBL
(10,23),(10,28),0.00790843 # DEPENDENCYPART_SIBL
(10,24),(10,25),-0.049823 # DEPENDENCYPART_SIBL
(10,24),(10,26),-0.012216 # DEPENDENCYPART_SIBL
(10,24),(10,27),-0.0252596 # DEPENDENCYPART_SIBL
(10,24),(10,28),0.0122956 # DEPENDENCYPART_SIBL
(10,25),(10,26),0.0952775 # DEPENDENCYPART_SIBL
(10,25),(10,27),0.00680062 # DEPENDENCYPART_SIBL
(10,25),(10,28),0.00471849 # DEPENDENCYPART_SIBL
(10,26),(10,27),-0.0227806 # DEPENDENCYPART_SIBL
(10,26),(10,28),0.0024525 # DEPENDENCYPART_SIBL
(10,27),(10,28),0.0140571 # DEPENDENCYPART_SIBL
(13,7),(13,12),0.0215097 # DEPENDENCYPART_SIBL
(13,7),(13,15),-0.0415485 # DEPENDENCYPART_SIBL
(13,7),(13,16),0.0191944 # DEPENDENCYPART_SIBL
(13,7),(13,17),-0.0100132 # DEPENDENCYPART_SIBL
(13,7),(13,19),0.00301794 # DEPENDENCYPART_SIBL
(13,7),(13,20),-0.00849932 # DEPENDENCYPART_SIBL
(13,12),(13,15),0.132062 # DEPENDENCYPART_SIBL
(13,12),(13,16),-0.00417977 # DEPENDENCYPART_SIBL
(13,12),(13,17),0.0901009 # DEPENDENCYPART_SIBL
(13,12),(13,19),-0.00627475 # DEPENDENCYPART_SIBL
(13,12),(13,20),0.244518 # DEPENDENCYPART_SIBL
(13,15),(13,16),0.0260983 # DEPENDENCYPART_SIBL
(13,15),(13,17),-0.00723005 # DEPENDENCYPART_SIBL
(13,15),(13,19),0.0207009 # DEPENDENCYPART_SIBL
(13,15),(13,20),-0.0165959 # DEPENDENCYPART_SIBL
(13,16),(13,17),-0.0104587 # DEPENDENCYPART_SIBL
(13,16),(13,19),0.0149241 # DEPENDENCYPART_SIBL
(13,16),(13,20),-0.00725288 # DEPENDENCYPART_SIBL
(13,17),(13,19),0.0554122 # DEPENDENCYPART_SIBL
(13,17),(13,20),-0.0301853 # DEPENDENCYPART_SIBL
(13,19),(13,20),-0.0191814 # DEPENDENCYPART_SIBL
(14,1),(14,2),0.0563717 # DEPENDENCYPART_SIBL
(14,1),(14,5),0.0263177 # DEPENDENCYPART_SIBL
(14,1),(14,7),0.0509645 # DEPENDENCYPART_SIBL
(14,1),(14,8),0.105134 # DEPENDENCYPART_SIBL
(14,1),(14,10),0.116113 # DEPENDENCYPART_SIBL
(14,1),(14,12),-0.293519 # DEPENDENCYPART_SIBL
(14,1),(14,13),0.0550351 # DEPENDENCYPART_SIBL
(14,1),(14,15),0.0231288 # DEPENDENCYPART_SIBL
(14,1),(14,16),-0.00359383 # DEPENDENCYPART_SIBL
(14,1),(14,17),-0.00875947 # DEPENDENCYPART_SIBL
(14,1),(14,18),-0.138066 # DEPENDENCYPART_SIBL
(14,1),(14,19),-0.00876632 # DEPENDENCYPART_SIBL
(14,1),(14,20),0.273986 # DEPENDENCYPART_SIBL
(14,1),(14,21),-0.0788449 # DEPENDENCYPART_SIBL
(14,1),(14,22),-0.00346848 # DEPENDENCYPART_SIBL
(14,1),(14,23),0.014808 # DEPENDENCYPART_SIBL
(14,1),(14,24),0.219268 # DEPENDENCYPART_SIBL
(14,1),(14,26),0.157442 # DEPENDENCYPART_SIBL
(14,1),(14,28),-0.110312 # DEPENDENCYPART_SIBL
(14,2),(14,5),0.128081 # DEPENDENCYPART_SIBL
(14,2),(14,7),0.0577205 # DEPENDENCYPART_SIBL
(14,2),(14,8),0.0655462 # DEPENDENCYPART_SIBL
(14,2),(14,10),0.0750873 # DEPENDENCYPART_SIBL
(14,2),(14,12),-0.0595824 # DEPENDENCYPART_SIBL
(14,2),(14,13),0.0194082 # DEPENDENCYPART_SIBL
(14,2),(14,15),-0.019913 # DEPENDENCYPART_SIBL
(14,2),(14,16),-0.00253842 # DEPENDENCYPART_SIBL
(14,2),(14,17),0.0388304 # DEPENDENCYPART_SIBL
(14,2),(14,18),-0.0886806 # DEPENDENCYPART_SIBL
(14,2),(14,19),-0.00797498 # DEPENDENCYPART_SIBL
(14,2),(14,20),-0.00937722 # DEPENDENCYPART_SIBL
(14,2),(14,21),0.0474321 # DEPENDENCYPART_SIBL
(14,2),(14,22),-0.00241189 # DEPENDENCYPART_SIBL
(14,2),(14,23),-0.0024411 # DEPENDENCYPART_SIBL
(14,2),(14,24),-0.000392787 # DEPENDENCYPART_SIBL
(14,2),(14,26),0.0304836 # DEPENDENCYPART_SIBL
(14,2),(14,28),-0.0191783 # DEPENDENCYPART_SIBL
(14,5),(14,7),-0.0221664 # DEPENDENCYPART_SIBL
(14,5),(14,8),0.0668747 # DEPENDENCYPART_SIBL
(14,5),(14,10),0.072023 # DEPENDENCYPART_SIBL
(14,5),(14,12),0.0459614 # DEPENDENCYPART_SIBL
(14,5),(14,13),0.0474685 # DEPENDENCYPART_SIBL
(14,5),(14,15),-0.0266943 # DEPENDENCYPART_SIBL
(14,5),(14,16),-0.0157739 # DEPENDENCYPART_SIBL
(14,5),(14,17),-0.0664588 # DEPENDENCYPART_SIBL
(14,5),(14,18),-0.11084 # DEPENDENCYPART_SIBL
(14,5),(14,19),-0.0228598 # DEPENDENCYPART_SIBL
(14,5),(14,20),-0.147444 # DEPENDENCYPART_SIBL
(14,5),(14,21),-0.0809446 # DEPENDENCYPART_SIBL
(14,5),(14,22),-0.0115425 # DEPENDENCYPART_SIBL
(14,5),(14,23),0.140587 # DEPENDENCYPART_SIBL
(14,5),(14,24),-0.00304932 # DEPENDENCYPART_SIBL
(14,5),(14,26),0.0114572 # DEPENDENCYPART_SIBL
(14,5),(14,28),0.027459 # DEPENDENCYPART_SIBL
(14,7),(14,8),0.0288098 # DEPENDENCYPART_SIBL
(14,7),(14,10),0.0338972 # DEPENDENCYPART_SIBL
(14,7),(14,12),-0.0565456 # DEPENDENCYPART_SIBL
(14,7),(14,13),0.0190275 # DEPENDENCYPART_SIBL
(14,7),(14,15),-0.0596748 # DEPENDENCYPART_SIBL
(14,7),(14,16),0.020275 # DEPENDENCYPART_SIBL
(14,7),(14,17),-0.0214713 # DEPENDENCYPART_SIBL
(14,7),(14,18),-0.0542766 # DEPENDENCYPART_SIBL
(14,7),(14,19),0.00198082 # DEPENDENCYPART_SIBL
(14,7),(14,20),0.0416535 # DEPENDENCYPART_SIBL
(14,7),(14,21),-0.00809416 # DEPENDENCYPART_SIBL
(14,7),(14,22),0.0220967 # DEPENDENCYPART_SIBL
(14,7),(14,23),0.0529595 # DEPENDENCYPART_SIBL
(14,7),(14,24),0.00773271 # DEPENDENCYPART_SIBL
(14,7),(14,26),-0.0216476 # DEPENDENCYPART_SIBL
(14,7),(14,28),0.0101971 # DEPENDENCYPART_SIBL
(14,8),(14,10),0.0221278 # DEPENDENCYPART_SIBL
(14,8),(14,12),0.0206013 # DEPENDENCYPART_SIBL
(14,8),(14,13),0.012156 # DEPENDENCYPART_SIBL
(14,8),(14,15),-0.0123 # DEPENDENCYPART_SIBL
(14,8),(14,16),-0.0193756 # DEPENDENCYPART_SIBL
