# _root_ Ten minutes later , the Dow hit bottom - down 63.52 points , another 2.5 % .
#goldHeads=2,3,7,7,6,7,0,7,7,7,12,10,12,16,14,12,7,
#predictedHeads=2,3,7,7,6,7,0,7,8,7,12,10,12,16,16,10,7,
(8,10),(10,8),-0.677652 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,10),(10,9),0.0579321 # DEPENDENCYPART_GRANDPAR
(8,10),(10,11),0.0371915 # DEPENDENCYPART_GRANDPAR
(8,10),(10,12),0.377618 # DEPENDENCYPART_GRANDPAR
(8,10),(10,13),0.190688 # DEPENDENCYPART_GRANDPAR
(8,10),(10,14),-0.00551425 # DEPENDENCYPART_GRANDPAR
(8,10),(10,15),-0.16023 # DEPENDENCYPART_GRANDPAR
(8,10),(10,16),-0.0353684 # DEPENDENCYPART_GRANDPAR
(8,10),(10,17),-0.494411 # DEPENDENCYPART_GRANDPAR
(8,11),(11,1),-1.39999 # DEPENDENCYPART_GRANDPAR
(8,11),(11,2),-0.952736 # DEPENDENCYPART_GRANDPAR
(8,11),(11,3),-0.527806 # DEPENDENCYPART_GRANDPAR
(8,11),(11,5),-0.910339 # DEPENDENCYPART_GRANDPAR
(8,11),(11,6),-0.897691 # DEPENDENCYPART_GRANDPAR
(8,11),(11,8),-0.514535 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,11),(11,9),0.129356 # DEPENDENCYPART_GRANDPAR
(8,11),(11,10),0.211566 # DEPENDENCYPART_GRANDPAR
(8,11),(11,12),0.126548 # DEPENDENCYPART_GRANDPAR
(8,11),(11,13),0.149635 # DEPENDENCYPART_GRANDPAR
(8,11),(11,16),-0.411824 # DEPENDENCYPART_GRANDPAR
(8,12),(12,1),-1.46551 # DEPENDENCYPART_GRANDPAR
(8,12),(12,2),-1.01279 # DEPENDENCYPART_GRANDPAR
(8,12),(12,3),-0.55605 # DEPENDENCYPART_GRANDPAR
(8,12),(12,4),-1.42161 # DEPENDENCYPART_GRANDPAR
(8,12),(12,5),-1.07178 # DEPENDENCYPART_GRANDPAR
(8,12),(12,6),-0.956853 # DEPENDENCYPART_GRANDPAR
(8,12),(12,7),-0.631449 # DEPENDENCYPART_GRANDPAR
(8,12),(12,8),-0.728384 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,12),(12,9),0.0818994 # DEPENDENCYPART_GRANDPAR
(8,12),(12,10),-0.0564436 # DEPENDENCYPART_GRANDPAR
(8,12),(12,11),0.196125 # DEPENDENCYPART_GRANDPAR
(8,12),(12,13),0.294194 # DEPENDENCYPART_GRANDPAR
(8,12),(12,14),0.0524787 # DEPENDENCYPART_GRANDPAR
(8,12),(12,15),0.028102 # DEPENDENCYPART_GRANDPAR
(8,12),(12,16),-0.265119 # DEPENDENCYPART_GRANDPAR
(8,12),(12,17),-0.471111 # DEPENDENCYPART_GRANDPAR
(8,14),(14,12),0.0984567 # DEPENDENCYPART_GRANDPAR
(8,14),(14,13),0.0633435 # DEPENDENCYPART_GRANDPAR
(8,14),(14,15),-0.16565 # DEPENDENCYPART_GRANDPAR
(8,14),(14,16),-0.226877 # DEPENDENCYPART_GRANDPAR
(8,14),(14,17),-0.467885 # DEPENDENCYPART_GRANDPAR
(8,15),(15,11),0.0730209 # DEPENDENCYPART_GRANDPAR
(8,15),(15,12),0.178141 # DEPENDENCYPART_GRANDPAR
(8,15),(15,13),0.209221 # DEPENDENCYPART_GRANDPAR
(8,15),(15,14),0.195963 # DEPENDENCYPART_GRANDPAR
(8,15),(15,16),-0.413938 # DEPENDENCYPART_GRANDPAR
(8,15),(15,17),-0.532272 # DEPENDENCYPART_GRANDPAR
(8,16),(16,3),-0.608848 # DEPENDENCYPART_GRANDPAR
(8,16),(16,5),-1.15707 # DEPENDENCYPART_GRANDPAR
(8,16),(16,6),-1.06187 # DEPENDENCYPART_GRANDPAR
(8,16),(16,9),0.186453 # DEPENDENCYPART_GRANDPAR
(8,16),(16,10),0.115803 # DEPENDENCYPART_GRANDPAR
(8,16),(16,11),0.239097 # DEPENDENCYPART_GRANDPAR
(8,16),(16,12),0.167038 # DEPENDENCYPART_GRANDPAR
(8,16),(16,13),0.114172 # DEPENDENCYPART_GRANDPAR
(8,16),(16,14),0.117395 # DEPENDENCYPART_GRANDPAR
(8,16),(16,15),0.0323506 # DEPENDENCYPART_GRANDPAR
(8,16),(16,17),-0.302578 # DEPENDENCYPART_GRANDPAR
(8,17),(17,16),-0.382011 # DEPENDENCYPART_GRANDPAR
(9,2),(2,1),-0.38284 # DEPENDENCYPART_GRANDPAR
(9,2),(2,3),-0.268773 # DEPENDENCYPART_GRANDPAR
(9,2),(2,4),-0.443066 # DEPENDENCYPART_GRANDPAR
(9,2),(2,5),-0.403123 # DEPENDENCYPART_GRANDPAR
(9,2),(2,6),-0.339744 # DEPENDENCYPART_GRANDPAR
(9,2),(2,7),-0.230779 # DEPENDENCYPART_GRANDPAR
(9,2),(2,8),-0.299975 # DEPENDENCYPART_GRANDPAR
(9,2),(2,9),-1.71112 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,2),(2,10),-0.361669 # DEPENDENCYPART_GRANDPAR
(9,2),(2,12),-0.885105 # DEPENDENCYPART_GRANDPAR
(9,2),(2,13),-0.87324 # DEPENDENCYPART_GRANDPAR
(9,2),(2,14),-1.11629 # DEPENDENCYPART_GRANDPAR
(9,2),(2,16),-1.02739 # DEPENDENCYPART_GRANDPAR
(9,2),(2,17),-0.946314 # DEPENDENCYPART_GRANDPAR
(9,4),(4,3),-0.290023 # DEPENDENCYPART_GRANDPAR
(9,6),(6,1),-0.301443 # DEPENDENCYPART_GRANDPAR
(9,6),(6,2),-0.418682 # DEPENDENCYPART_GRANDPAR
(9,6),(6,3),-0.288979 # DEPENDENCYPART_GRANDPAR
(9,6),(6,4),-0.427009 # DEPENDENCYPART_GRANDPAR
(9,6),(6,5),-0.435203 # DEPENDENCYPART_GRANDPAR
(9,6),(6,7),-0.264304 # DEPENDENCYPART_GRANDPAR
(9,6),(6,8),-0.253658 # DEPENDENCYPART_GRANDPAR
(9,6),(6,9),-1.70378 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,6),(6,10),-0.368938 # DEPENDENCYPART_GRANDPAR
(9,6),(6,17),-0.941751 # DEPENDENCYPART_GRANDPAR
(9,8),(8,1),-0.446648 # DEPENDENCYPART_GRANDPAR
(9,8),(8,2),-0.403226 # DEPENDENCYPART_GRANDPAR
(9,8),(8,3),-0.309861 # DEPENDENCYPART_GRANDPAR
(9,8),(8,4),-0.448094 # DEPENDENCYPART_GRANDPAR
(9,8),(8,5),-0.451158 # DEPENDENCYPART_GRANDPAR
(9,8),(8,6),-0.371286 # DEPENDENCYPART_GRANDPAR
(9,8),(8,7),-0.338404 # DEPENDENCYPART_GRANDPAR
(9,8),(8,9),-1.71836 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,8),(8,10),-0.397187 # DEPENDENCYPART_GRANDPAR
(9,8),(8,11),-0.854189 # DEPENDENCYPART_GRANDPAR
(9,8),(8,12),-0.851423 # DEPENDENCYPART_GRANDPAR
(9,8),(8,13),-0.876152 # DEPENDENCYPART_GRANDPAR
(9,8),(8,14),-1.1373 # DEPENDENCYPART_GRANDPAR
(9,8),(8,15),-1.09649 # DEPENDENCYPART_GRANDPAR
(9,8),(8,16),-1.07958 # DEPENDENCYPART_GRANDPAR
(9,8),(8,17),-0.962622 # DEPENDENCYPART_GRANDPAR
(9,10),(10,8),-0.780072 # DEPENDENCYPART_GRANDPAR
(9,10),(10,9),-1.2103 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,10),(10,11),-0.4928 # DEPENDENCYPART_GRANDPAR
(9,10),(10,12),-0.287138 # DEPENDENCYPART_GRANDPAR
(9,10),(10,13),-0.342732 # DEPENDENCYPART_GRANDPAR
(9,10),(10,14),-0.614735 # DEPENDENCYPART_GRANDPAR
(9,10),(10,15),-0.736102 # DEPENDENCYPART_GRANDPAR
(9,10),(10,16),-0.43678 # DEPENDENCYPART_GRANDPAR
(9,10),(10,17),-0.562882 # DEPENDENCYPART_GRANDPAR
(9,11),(11,1),-0.873143 # DEPENDENCYPART_GRANDPAR
(9,11),(11,2),-0.860502 # DEPENDENCYPART_GRANDPAR
(9,11),(11,3),-0.724307 # DEPENDENCYPART_GRANDPAR
(9,11),(11,5),-0.90282 # DEPENDENCYPART_GRANDPAR
(9,11),(11,6),-0.82011 # DEPENDENCYPART_GRANDPAR
(9,11),(11,8),-0.759107 # DEPENDENCYPART_GRANDPAR
(9,11),(11,9),-1.21744 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,11),(11,10),0.179394 # DEPENDENCYPART_GRANDPAR
(9,11),(11,12),-0.454098 # DEPENDENCYPART_GRANDPAR
(9,11),(11,13),-0.285068 # DEPENDENCYPART_GRANDPAR
(9,11),(11,16),-0.687117 # DEPENDENCYPART_GRANDPAR
(9,12),(12,1),-0.913378 # DEPENDENCYPART_GRANDPAR
(9,12),(12,2),-0.891766 # DEPENDENCYPART_GRANDPAR
(9,12),(12,3),-0.727462 # DEPENDENCYPART_GRANDPAR
(9,12),(12,4),-1.0401 # DEPENDENCYPART_GRANDPAR
(9,12),(12,5),-1.03853 # DEPENDENCYPART_GRANDPAR
(9,12),(12,6),-0.852316 # DEPENDENCYPART_GRANDPAR
(9,12),(12,7),-0.802176 # DEPENDENCYPART_GRANDPAR
(9,12),(12,8),-0.797408 # DEPENDENCYPART_GRANDPAR
(9,12),(12,9),-1.23264 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,12),(12,10),-0.0303796 # DEPENDENCYPART_GRANDPAR
(9,12),(12,11),-0.33311 # DEPENDENCYPART_GRANDPAR
(9,12),(12,13),-0.28432 # DEPENDENCYPART_GRANDPAR
(9,12),(12,14),-0.551911 # DEPENDENCYPART_GRANDPAR
(9,12),(12,15),-0.55377 # DEPENDENCYPART_GRANDPAR
(9,12),(12,16),-0.547112 # DEPENDENCYPART_GRANDPAR
(9,12),(12,17),-0.507418 # DEPENDENCYPART_GRANDPAR
(10,8),(8,1),-0.404077 # DEPENDENCYPART_GRANDPAR
(10,8),(8,2),-0.355369 # DEPENDENCYPART_GRANDPAR
(10,8),(8,3),-0.353798 # DEPENDENCYPART_GRANDPAR
(10,8),(8,4),-0.418855 # DEPENDENCYPART_GRANDPAR
(10,8),(8,5),-0.782082 # DEPENDENCYPART_GRANDPAR
(10,8),(8,6),-0.654443 # DEPENDENCYPART_GRANDPAR
(10,8),(8,7),-0.364015 # DEPENDENCYPART_GRANDPAR
(10,8),(8,9),-0.223557 # DEPENDENCYPART_GRANDPAR
(10,8),(8,10),-1.3673 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,8),(8,11),0.0451932 # DEPENDENCYPART_GRANDPAR
(10,8),(8,12),-0.430695 # DEPENDENCYPART_GRANDPAR
(10,8),(8,13),-0.650335 # DEPENDENCYPART_GRANDPAR
(10,8),(8,14),-0.955637 # DEPENDENCYPART_GRANDPAR
(10,8),(8,15),-0.477012 # DEPENDENCYPART_GRANDPAR
(10,8),(8,16),-0.649681 # DEPENDENCYPART_GRANDPAR
(10,8),(8,17),-0.945222 # DEPENDENCYPART_GRANDPAR
(10,9),(9,2),-0.365348 # DEPENDENCYPART_GRANDPAR
(10,9),(9,4),-0.358012 # DEPENDENCYPART_GRANDPAR
(10,9),(9,6),-0.638914 # DEPENDENCYPART_GRANDPAR
(10,9),(9,8),-0.340739 # DEPENDENCYPART_GRANDPAR
(10,9),(9,10),-1.327 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,9),(9,11),0.0764758 # DEPENDENCYPART_GRANDPAR
(10,9),(9,12),-0.425461 # DEPENDENCYPART_GRANDPAR
(10,11),(11,1),-0.848708 # DEPENDENCYPART_GRANDPAR
(10,11),(11,2),-0.780797 # DEPENDENCYPART_GRANDPAR
(10,11),(11,3),-0.750322 # DEPENDENCYPART_GRANDPAR
(10,11),(11,5),-1.16225 # DEPENDENCYPART_GRANDPAR
(10,11),(11,6),-1.03658 # DEPENDENCYPART_GRANDPAR
(10,11),(11,8),-0.79031 # DEPENDENCYPART_GRANDPAR
(10,11),(11,9),-0.772328 # DEPENDENCYPART_GRANDPAR
(10,11),(11,10),-0.878976 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,11),(11,12),-0.0763373 # DEPENDENCYPART_GRANDPAR
(10,11),(11,13),-0.0816126 # DEPENDENCYPART_GRANDPAR
(10,11),(11,16),-0.249128 # DEPENDENCYPART_GRANDPAR
(10,12),(12,1),-0.890485 # DEPENDENCYPART_GRANDPAR
(10,12),(12,2),-0.814574 # DEPENDENCYPART_GRANDPAR
(10,12),(12,3),-0.755937 # DEPENDENCYPART_GRANDPAR
(10,12),(12,4),-0.904158 # DEPENDENCYPART_GRANDPAR
(10,12),(12,5),-1.30226 # DEPENDENCYPART_GRANDPAR
(10,12),(12,6),-1.07125 # DEPENDENCYPART_GRANDPAR
(10,12),(12,7),-0.767659 # DEPENDENCYPART_GRANDPAR
(10,12),(12,8),-0.831321 # DEPENDENCYPART_GRANDPAR
(10,12),(12,9),-0.788857 # DEPENDENCYPART_GRANDPAR
(10,12),(12,10),-0.751791 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,12),(12,11),1.02407 # DEPENDENCYPART_GRANDPAR
(10,12),(12,13),0.015881 # DEPENDENCYPART_GRANDPAR
(10,12),(12,14),-0.347138 # DEPENDENCYPART_GRANDPAR
(10,12),(12,15),0.183899 # DEPENDENCYPART_GRANDPAR
(10,12),(12,16),-0.0555971 # DEPENDENCYPART_GRANDPAR
(10,12),(12,17),-0.484202 # DEPENDENCYPART_GRANDPAR
(10,14),(14,12),0.0506201 # DEPENDENCYPART_GRANDPAR
(10,14),(14,13),-0.0873767 # DEPENDENCYPART_GRANDPAR
(10,14),(14,15),-0.0953153 # DEPENDENCYPART_GRANDPAR
(10,14),(14,16),-0.133262 # DEPENDENCYPART_GRANDPAR
(10,14),(14,17),-0.577545 # DEPENDENCYPART_GRANDPAR
(10,15),(15,11),0.51953 # DEPENDENCYPART_GRANDPAR
(10,15),(15,12),-0.0031635 # DEPENDENCYPART_GRANDPAR
(10,15),(15,13),-0.0891754 # DEPENDENCYPART_GRANDPAR
(10,15),(15,14),-0.304385 # DEPENDENCYPART_GRANDPAR
(10,15),(15,16),-0.252811 # DEPENDENCYPART_GRANDPAR
(10,15),(15,17),-0.578749 # DEPENDENCYPART_GRANDPAR
(10,16),(16,3),-0.757777 # DEPENDENCYPART_GRANDPAR
(10,16),(16,5),-1.33619 # DEPENDENCYPART_GRANDPAR
(10,16),(16,6),-1.12653 # DEPENDENCYPART_GRANDPAR
(10,16),(16,9),-0.800021 # DEPENDENCYPART_GRANDPAR
(10,16),(16,10),-0.826191 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,16),(16,11),0.953372 # DEPENDENCYPART_GRANDPAR
(10,16),(16,12),0.165664 # DEPENDENCYPART_GRANDPAR
(10,16),(16,13),0.194165 # DEPENDENCYPART_GRANDPAR
(10,16),(16,14),-0.154909 # DEPENDENCYPART_GRANDPAR
(10,16),(16,15),0.429984 # DEPENDENCYPART_GRANDPAR
(10,16),(16,17),-0.526266 # DEPENDENCYPART_GRANDPAR
(10,17),(17,16),-0.122487 # DEPENDENCYPART_GRANDPAR
(11,1),(1,2),-0.202988 # DEPENDENCYPART_GRANDPAR
(11,1),(1,4),-0.686961 # DEPENDENCYPART_GRANDPAR
(11,1),(1,6),-0.551172 # DEPENDENCYPART_GRANDPAR
(11,1),(1,7),-0.492364 # DEPENDENCYPART_GRANDPAR
(11,1),(1,9),-0.547198 # DEPENDENCYPART_GRANDPAR
(11,1),(1,10),-0.295946 # DEPENDENCYPART_GRANDPAR
(11,2),(2,1),-0.56861 # DEPENDENCYPART_GRANDPAR
(11,2),(2,3),-0.492375 # DEPENDENCYPART_GRANDPAR
(11,2),(2,4),-0.702807 # DEPENDENCYPART_GRANDPAR
(11,2),(2,5),-0.508713 # DEPENDENCYPART_GRANDPAR
(11,2),(2,6),-0.53151 # DEPENDENCYPART_GRANDPAR
(11,2),(2,7),-0.402673 # DEPENDENCYPART_GRANDPAR
(11,2),(2,8),-0.609458 # DEPENDENCYPART_GRANDPAR
(11,2),(2,9),-0.557617 # DEPENDENCYPART_GRANDPAR
(11,2),(2,10),-0.443379 # DEPENDENCYPART_GRANDPAR
(11,2),(2,12),-0.61434 # DEPENDENCYPART_GRANDPAR
(11,2),(2,13),-1.16695 # DEPENDENCYPART_GRANDPAR
(11,2),(2,14),-0.921327 # DEPENDENCYPART_GRANDPAR
(11,2),(2,16),-0.85515 # DEPENDENCYPART_GRANDPAR
(11,2),(2,17),-1.01146 # DEPENDENCYPART_GRANDPAR
(11,3),(3,1),-0.609591 # DEPENDENCYPART_GRANDPAR
(11,3),(3,2),-0.173002 # DEPENDENCYPART_GRANDPAR
(11,3),(3,4),-0.740802 # DEPENDENCYPART_GRANDPAR
(11,3),(3,5),-0.530057 # DEPENDENCYPART_GRANDPAR
(11,3),(3,6),-0.515821 # DEPENDENCYPART_GRANDPAR
(11,3),(3,7),-0.470634 # DEPENDENCYPART_GRANDPAR
(11,3),(3,8),-0.508001 # DEPENDENCYPART_GRANDPAR
(11,3),(3,9),-0.52931 # DEPENDENCYPART_GRANDPAR
(11,3),(3,10),-0.352171 # DEPENDENCYPART_GRANDPAR
(11,3),(3,12),-0.578784 # DEPENDENCYPART_GRANDPAR
(11,3),(3,13),-1.06237 # DEPENDENCYPART_GRANDPAR
(11,3),(3,16),-0.804358 # DEPENDENCYPART_GRANDPAR
(11,3),(3,17),-1.00658 # DEPENDENCYPART_GRANDPAR
(11,5),(5,2),-0.209179 # DEPENDENCYPART_GRANDPAR
(11,5),(5,3),-0.469515 # DEPENDENCYPART_GRANDPAR
(11,5),(5,4),-0.549758 # DEPENDENCYPART_GRANDPAR
(11,5),(5,6),-0.48468 # DEPENDENCYPART_GRANDPAR
(11,5),(5,8),-0.491553 # DEPENDENCYPART_GRANDPAR
(11,6),(6,1),-0.513486 # DEPENDENCYPART_GRANDPAR
(11,6),(6,2),-0.199577 # DEPENDENCYPART_GRANDPAR
(11,6),(6,3),-0.491663 # DEPENDENCYPART_GRANDPAR
(11,6),(6,4),-0.510417 # DEPENDENCYPART_GRANDPAR
(11,6),(6,5),-0.534129 # DEPENDENCYPART_GRANDPAR
(11,6),(6,7),-0.407812 # DEPENDENCYPART_GRANDPAR
(11,6),(6,8),-0.535313 # DEPENDENCYPART_GRANDPAR
(11,6),(6,9),-0.571447 # DEPENDENCYPART_GRANDPAR
(11,6),(6,10),-0.322655 # DEPENDENCYPART_GRANDPAR
(11,6),(6,17),-1.00687 # DEPENDENCYPART_GRANDPAR
(11,8),(8,1),-0.631191 # DEPENDENCYPART_GRANDPAR
(11,8),(8,2),-0.154887 # DEPENDENCYPART_GRANDPAR
(11,8),(8,3),-0.488573 # DEPENDENCYPART_GRANDPAR
(11,8),(8,4),-0.515849 # DEPENDENCYPART_GRANDPAR
(11,8),(8,5),-0.511102 # DEPENDENCYPART_GRANDPAR
(11,8),(8,6),-0.48449 # DEPENDENCYPART_GRANDPAR
(11,8),(8,7),-0.458233 # DEPENDENCYPART_GRANDPAR
(11,8),(8,9),-0.560932 # DEPENDENCYPART_GRANDPAR
(11,8),(8,10),-0.425716 # DEPENDENCYPART_GRANDPAR
(11,8),(8,11),-1.58647 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,8),(8,12),-0.582032 # DEPENDENCYPART_GRANDPAR
(11,8),(8,13),-1.17233 # DEPENDENCYPART_GRANDPAR
(11,8),(8,14),-0.943392 # DEPENDENCYPART_GRANDPAR
(11,8),(8,15),-1.03274 # DEPENDENCYPART_GRANDPAR
(11,8),(8,16),-0.907891 # DEPENDENCYPART_GRANDPAR
(11,8),(8,17),-1.02922 # DEPENDENCYPART_GRANDPAR
(11,9),(9,2),-0.213121 # DEPENDENCYPART_GRANDPAR
(11,9),(9,4),-0.549628 # DEPENDENCYPART_GRANDPAR
(11,9),(9,6),-0.530075 # DEPENDENCYPART_GRANDPAR
(11,9),(9,8),-0.535097 # DEPENDENCYPART_GRANDPAR
(11,9),(9,10),-0.342847 # DEPENDENCYPART_GRANDPAR
(11,9),(9,11),-1.55728 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,9),(9,12),-0.579202 # DEPENDENCYPART_GRANDPAR
(11,10),(10,8),-0.438755 # DEPENDENCYPART_GRANDPAR
(11,10),(10,9),-0.466641 # DEPENDENCYPART_GRANDPAR
(11,10),(10,11),-1.58515 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,10),(10,12),-0.600296 # DEPENDENCYPART_GRANDPAR
(11,10),(10,13),-1.06573 # DEPENDENCYPART_GRANDPAR
(11,10),(10,14),-0.805306 # DEPENDENCYPART_GRANDPAR
(11,10),(10,15),-1.03155 # DEPENDENCYPART_GRANDPAR
(11,10),(10,16),-0.831901 # DEPENDENCYPART_GRANDPAR
(11,10),(10,17),-1.00374 # DEPENDENCYPART_GRANDPAR
(11,12),(12,1),-1.26011 # DEPENDENCYPART_GRANDPAR
(11,12),(12,2),-0.717373 # DEPENDENCYPART_GRANDPAR
(11,12),(12,3),-0.918373 # DEPENDENCYPART_GRANDPAR
(11,12),(12,4),-1.18173 # DEPENDENCYPART_GRANDPAR
(11,12),(12,5),-1.14097 # DEPENDENCYPART_GRANDPAR
(11,12),(12,6),-1.01168 # DEPENDENCYPART_GRANDPAR
(11,12),(12,7),-0.942844 # DEPENDENCYPART_GRANDPAR
(11,12),(12,8),-1.0595 # DEPENDENCYPART_GRANDPAR
(11,12),(12,9),-1.00218 # DEPENDENCYPART_GRANDPAR
(11,12),(12,10),-0.789635 # DEPENDENCYPART_GRANDPAR
(11,12),(12,11),-1.17921 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,12),(12,13),-0.540676 # DEPENDENCYPART_GRANDPAR
(11,12),(12,14),-0.333135 # DEPENDENCYPART_GRANDPAR
(11,12),(12,15),-0.328115 # DEPENDENCYPART_GRANDPAR
(11,12),(12,16),-0.288081 # DEPENDENCYPART_GRANDPAR
(11,12),(12,17),-0.593177 # DEPENDENCYPART_GRANDPAR
(11,16),(16,3),-0.919167 # DEPENDENCYPART_GRANDPAR
(11,16),(16,5),-1.17443 # DEPENDENCYPART_GRANDPAR
(11,16),(16,6),-1.06601 # DEPENDENCYPART_GRANDPAR
(11,16),(16,9),-1.01297 # DEPENDENCYPART_GRANDPAR
(11,16),(16,10),-0.826006 # DEPENDENCYPART_GRANDPAR
(11,16),(16,11),-1.15074 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,16),(16,12),-0.15019 # DEPENDENCYPART_GRANDPAR
(11,16),(16,13),-0.680254 # DEPENDENCYPART_GRANDPAR
(11,16),(16,14),-0.320438 # DEPENDENCYPART_GRANDPAR
(11,16),(16,15),-0.594769 # DEPENDENCYPART_GRANDPAR
(11,16),(16,17),-0.546039 # DEPENDENCYPART_GRANDPAR
(12,1),(1,2),-0.268575 # DEPENDENCYPART_GRANDPAR
(12,1),(1,4),-0.380055 # DEPENDENCYPART_GRANDPAR
(12,1),(1,6),-0.229561 # DEPENDENCYPART_GRANDPAR
(12,1),(1,7),-0.0444132 # DEPENDENCYPART_GRANDPAR
(12,1),(1,9),-0.109713 # DEPENDENCYPART_GRANDPAR
(12,1),(1,10),-0.0271041 # DEPENDENCYPART_GRANDPAR
(12,2),(2,1),-0.692461 # DEPENDENCYPART_GRANDPAR
(12,2),(2,3),-0.108604 # DEPENDENCYPART_GRANDPAR
(12,2),(2,4),-0.453591 # DEPENDENCYPART_GRANDPAR
(12,2),(2,5),-0.2326 # DEPENDENCYPART_GRANDPAR
(12,2),(2,6),-0.214851 # DEPENDENCYPART_GRANDPAR
(12,2),(2,7),0.0410452 # DEPENDENCYPART_GRANDPAR
(12,2),(2,8),-0.143884 # DEPENDENCYPART_GRANDPAR
(12,2),(2,9),-0.0937833 # DEPENDENCYPART_GRANDPAR
(12,2),(2,10),-0.189355 # DEPENDENCYPART_GRANDPAR
(12,2),(2,12),-1.15227 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,2),(2,13),-0.722684 # DEPENDENCYPART_GRANDPAR
(12,2),(2,14),-0.432191 # DEPENDENCYPART_GRANDPAR
(12,2),(2,16),-0.173986 # DEPENDENCYPART_GRANDPAR
(12,2),(2,17),-0.714529 # DEPENDENCYPART_GRANDPAR
(12,3),(3,1),-0.812067 # DEPENDENCYPART_GRANDPAR
(12,3),(3,2),-0.136282 # DEPENDENCYPART_GRANDPAR
(12,3),(3,4),-0.475177 # DEPENDENCYPART_GRANDPAR
(12,3),(3,5),-0.341667 # DEPENDENCYPART_GRANDPAR
(12,3),(3,6),-0.227042 # DEPENDENCYPART_GRANDPAR
(12,3),(3,7),-0.0556289 # DEPENDENCYPART_GRANDPAR
(12,3),(3,8),-0.0685881 # DEPENDENCYPART_GRANDPAR
(12,3),(3,9),-0.128845 # DEPENDENCYPART_GRANDPAR
(12,3),(3,10),-0.142148 # DEPENDENCYPART_GRANDPAR
(12,3),(3,12),-1.07597 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,3),(3,13),-0.574717 # DEPENDENCYPART_GRANDPAR
(12,3),(3,16),-0.0814117 # DEPENDENCYPART_GRANDPAR
(12,3),(3,17),-0.672344 # DEPENDENCYPART_GRANDPAR
(12,4),(4,3),-0.1897 # DEPENDENCYPART_GRANDPAR
(12,5),(5,2),-0.0976732 # DEPENDENCYPART_GRANDPAR
(12,5),(5,3),-0.0530204 # DEPENDENCYPART_GRANDPAR
(12,5),(5,4),-0.367535 # DEPENDENCYPART_GRANDPAR
(12,5),(5,6),-0.167575 # DEPENDENCYPART_GRANDPAR
(12,5),(5,8),0.0130801 # DEPENDENCYPART_GRANDPAR
(12,6),(6,1),-0.693914 # DEPENDENCYPART_GRANDPAR
(12,6),(6,2),-0.106732 # DEPENDENCYPART_GRANDPAR
(12,6),(6,3),-0.0867024 # DEPENDENCYPART_GRANDPAR
(12,6),(6,4),-0.259585 # DEPENDENCYPART_GRANDPAR
(12,6),(6,5),-0.380255 # DEPENDENCYPART_GRANDPAR
(12,6),(6,7),-0.0275917 # DEPENDENCYPART_GRANDPAR
(12,6),(6,8),-0.120842 # DEPENDENCYPART_GRANDPAR
(12,6),(6,9),-0.204547 # DEPENDENCYPART_GRANDPAR
(12,6),(6,10),-0.155463 # DEPENDENCYPART_GRANDPAR
(12,6),(6,17),-0.682508 # DEPENDENCYPART_GRANDPAR
(12,7),(7,1),-0.708175 # DEPENDENCYPART_GRANDPAR
(12,7),(7,2),-0.0591587 # DEPENDENCYPART_GRANDPAR
(12,7),(7,3),0.043943 # DEPENDENCYPART_GRANDPAR
(12,7),(7,4),-0.403837 # DEPENDENCYPART_GRANDPAR
(12,7),(7,5),-0.452692 # DEPENDENCYPART_GRANDPAR
(12,7),(7,6),-0.211009 # DEPENDENCYPART_GRANDPAR
(12,7),(7,8),-0.174624 # DEPENDENCYPART_GRANDPAR
(12,7),(7,9),-0.159886 # DEPENDENCYPART_GRANDPAR
(12,7),(7,10),-0.151881 # DEPENDENCYPART_GRANDPAR
(12,7),(7,11),0.381118 # DEPENDENCYPART_GRANDPAR
(12,7),(7,12),-1.04309 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,7),(7,13),-0.548275 # DEPENDENCYPART_GRANDPAR
(12,7),(7,14),-0.274515 # DEPENDENCYPART_GRANDPAR
