# _root_ `` Demand from Japan is expected to continue strong , but not from other areas of the world into the first quarter of next year , '' he said .
#goldHeads=29,5,2,3,29,5,8,6,8,6,13,13,6,15,13,15,18,16,13,22,22,19,22,25,23,29,29,29,0,29,
#predictedHeads=29,5,2,3,29,5,8,6,11,11,8,11,12,15,13,15,18,16,8,22,22,19,22,25,23,29,29,29,0,29,
(5,4),(5,10),0.00680356 # DEPENDENCYPART_SIBL
(5,4),(5,11),0.087969 # DEPENDENCYPART_SIBL
(5,4),(5,12),0.0690486 # DEPENDENCYPART_SIBL
(5,4),(5,27),0.0246427 # DEPENDENCYPART_SIBL
(5,4),(5,30),0.0106142 # DEPENDENCYPART_SIBL
(5,6),(5,7),-0.129251 # DEPENDENCYPART_SIBL
(5,6),(5,8),-0.100068 # DEPENDENCYPART_SIBL
(5,6),(5,9),-0.0955266 # DEPENDENCYPART_SIBL
(5,6),(5,10),-0.110473 # DEPENDENCYPART_SIBL
(5,6),(5,11),-0.119876 # DEPENDENCYPART_SIBL
(5,6),(5,12),-0.135469 # DEPENDENCYPART_SIBL
(5,6),(5,27),-0.0556134 # DEPENDENCYPART_SIBL
(5,6),(5,30),-0.0251772 # DEPENDENCYPART_SIBL
(5,7),(5,8),-0.0440075 # DEPENDENCYPART_SIBL
(5,7),(5,9),-0.0245242 # DEPENDENCYPART_SIBL
(5,7),(5,10),0.0108429 # DEPENDENCYPART_SIBL
(5,7),(5,11),-0.049193 # DEPENDENCYPART_SIBL
(5,7),(5,12),-0.0586336 # DEPENDENCYPART_SIBL
(5,7),(5,27),-0.0795733 # DEPENDENCYPART_SIBL
(5,7),(5,30),-0.027014 # DEPENDENCYPART_SIBL
(5,8),(5,9),-0.0708861 # DEPENDENCYPART_SIBL
(5,8),(5,10),-0.0717532 # DEPENDENCYPART_SIBL
(5,8),(5,11),-0.090363 # DEPENDENCYPART_SIBL
(5,8),(5,12),-0.104586 # DEPENDENCYPART_SIBL
(5,8),(5,27),-0.0359778 # DEPENDENCYPART_SIBL
(5,8),(5,30),0.0367326 # DEPENDENCYPART_SIBL
(5,9),(5,10),0.0493697 # DEPENDENCYPART_SIBL
(5,9),(5,11),-0.049387 # DEPENDENCYPART_SIBL
(5,9),(5,12),-0.0757757 # DEPENDENCYPART_SIBL
(5,9),(5,27),-0.0730031 # DEPENDENCYPART_SIBL
(5,9),(5,30),0.0225798 # DEPENDENCYPART_SIBL
(5,10),(5,11),0.0243544 # DEPENDENCYPART_SIBL
(5,10),(5,12),0.0250607 # DEPENDENCYPART_SIBL
(5,10),(5,27),0.00730027 # DEPENDENCYPART_SIBL
(5,10),(5,30),0.00253211 # DEPENDENCYPART_SIBL
(5,11),(5,12),-0.0453885 # DEPENDENCYPART_SIBL
(5,11),(5,27),-0.0138743 # DEPENDENCYPART_SIBL
(5,11),(5,30),0.0172371 # DEPENDENCYPART_SIBL
(5,12),(5,27),0.0490607 # DEPENDENCYPART_SIBL
(5,12),(5,30),0.0575522 # DEPENDENCYPART_SIBL
(5,27),(5,30),-0.0556428 # DEPENDENCYPART_SIBL
(6,1),(6,2),0.00798911 # DEPENDENCYPART_SIBL
(6,1),(6,3),-0.0382825 # DEPENDENCYPART_SIBL
(6,1),(6,4),0.00428372 # DEPENDENCYPART_SIBL
(6,1),(6,5),0.00645916 # DEPENDENCYPART_SIBL
(6,1),(6,7),-0.052872 # DEPENDENCYPART_SIBL
(6,1),(6,8),-0.00180623 # DEPENDENCYPART_SIBL
(6,1),(6,9),-0.0422674 # DEPENDENCYPART_SIBL
(6,1),(6,10),0.057401 # DEPENDENCYPART_SIBL
(6,1),(6,11),-0.0271265 # DEPENDENCYPART_SIBL
(6,1),(6,12),-0.0576445 # DEPENDENCYPART_SIBL
(6,1),(6,13),-0.029221 # DEPENDENCYPART_SIBL
(6,1),(6,19),0.0304629 # DEPENDENCYPART_SIBL
(6,1),(6,26),0.057401 # DEPENDENCYPART_SIBL
(6,1),(6,29),-0.00897477 # DEPENDENCYPART_SIBL
(6,1),(6,30),0.0255685 # DEPENDENCYPART_SIBL
(6,2),(6,3),-0.0436203 # DEPENDENCYPART_SIBL
(6,2),(6,4),-0.0853895 # DEPENDENCYPART_SIBL
(6,2),(6,5),-0.0462442 # DEPENDENCYPART_SIBL
(6,2),(6,7),-0.0206665 # DEPENDENCYPART_SIBL
(6,2),(6,8),-0.0247602 # DEPENDENCYPART_SIBL
(6,2),(6,9),0.0115162 # DEPENDENCYPART_SIBL
(6,2),(6,10),-0.00771582 # DEPENDENCYPART_SIBL
(6,2),(6,11),0.0245734 # DEPENDENCYPART_SIBL
(6,2),(6,12),0.00893893 # DEPENDENCYPART_SIBL
(6,2),(6,13),-0.018976 # DEPENDENCYPART_SIBL
(6,2),(6,19),0.0178626 # DEPENDENCYPART_SIBL
(6,2),(6,26),-0.00771582 # DEPENDENCYPART_SIBL
(6,2),(6,29),-0.00807285 # DEPENDENCYPART_SIBL
(6,2),(6,30),0.0203913 # DEPENDENCYPART_SIBL
(6,3),(6,4),-0.0650817 # DEPENDENCYPART_SIBL
(6,3),(6,5),-0.0938219 # DEPENDENCYPART_SIBL
(6,3),(6,7),-0.109456 # DEPENDENCYPART_SIBL
(6,3),(6,8),-0.0925847 # DEPENDENCYPART_SIBL
(6,3),(6,9),-0.0585837 # DEPENDENCYPART_SIBL
(6,3),(6,10),-0.10464 # DEPENDENCYPART_SIBL
(6,3),(6,11),-0.0258243 # DEPENDENCYPART_SIBL
(6,3),(6,12),-0.0251 # DEPENDENCYPART_SIBL
(6,3),(6,13),-0.0520119 # DEPENDENCYPART_SIBL
(6,3),(6,19),-0.0705004 # DEPENDENCYPART_SIBL
(6,3),(6,26),-0.10464 # DEPENDENCYPART_SIBL
(6,3),(6,29),-0.102507 # DEPENDENCYPART_SIBL
(6,3),(6,30),-0.0667364 # DEPENDENCYPART_SIBL
(6,4),(6,5),-0.0352366 # DEPENDENCYPART_SIBL
(6,4),(6,7),0.0104357 # DEPENDENCYPART_SIBL
(6,4),(6,8),-0.0158859 # DEPENDENCYPART_SIBL
(6,4),(6,9),0.00881483 # DEPENDENCYPART_SIBL
(6,4),(6,10),0.0021192 # DEPENDENCYPART_SIBL
(6,4),(6,11),0.0170955 # DEPENDENCYPART_SIBL
(6,4),(6,12),0.0311526 # DEPENDENCYPART_SIBL
(6,4),(6,13),-0.0168772 # DEPENDENCYPART_SIBL
(6,4),(6,19),0.0197961 # DEPENDENCYPART_SIBL
(6,4),(6,26),0.0021192 # DEPENDENCYPART_SIBL
(6,4),(6,29),0.000376446 # DEPENDENCYPART_SIBL
(6,4),(6,30),0.0105705 # DEPENDENCYPART_SIBL
(6,5),(6,7),-0.09787 # DEPENDENCYPART_SIBL
(6,5),(6,8),-0.0567821 # DEPENDENCYPART_SIBL
(6,5),(6,9),-0.0129986 # DEPENDENCYPART_SIBL
(6,5),(6,10),-0.0316369 # DEPENDENCYPART_SIBL
(6,5),(6,11),0.00927 # DEPENDENCYPART_SIBL
(6,5),(6,12),0.0117819 # DEPENDENCYPART_SIBL
(6,5),(6,13),-0.0637081 # DEPENDENCYPART_SIBL
(6,5),(6,19),-0.0789815 # DEPENDENCYPART_SIBL
(6,5),(6,26),-0.0316369 # DEPENDENCYPART_SIBL
(6,5),(6,29),-0.102251 # DEPENDENCYPART_SIBL
(6,5),(6,30),0.0280059 # DEPENDENCYPART_SIBL
(6,7),(6,8),-0.0411222 # DEPENDENCYPART_SIBL
(6,7),(6,9),-0.0398148 # DEPENDENCYPART_SIBL
(6,7),(6,10),0.00616982 # DEPENDENCYPART_SIBL
(6,7),(6,11),-0.0717566 # DEPENDENCYPART_SIBL
(6,7),(6,12),-0.0332222 # DEPENDENCYPART_SIBL
(6,7),(6,13),0.127889 # DEPENDENCYPART_SIBL
(6,7),(6,19),-0.0273257 # DEPENDENCYPART_SIBL
(6,7),(6,26),0.00616982 # DEPENDENCYPART_SIBL
(6,7),(6,29),-0.0086111 # DEPENDENCYPART_SIBL
(6,7),(6,30),-0.0260305 # DEPENDENCYPART_SIBL
(6,8),(6,9),-0.0480144 # DEPENDENCYPART_SIBL
(6,8),(6,10),0.0161503 # DEPENDENCYPART_SIBL
(6,8),(6,11),-0.0625431 # DEPENDENCYPART_SIBL
(6,8),(6,12),-0.0407903 # DEPENDENCYPART_SIBL
(6,8),(6,13),-0.0596493 # DEPENDENCYPART_SIBL
(6,8),(6,19),-0.0383523 # DEPENDENCYPART_SIBL
(6,8),(6,26),0.0161503 # DEPENDENCYPART_SIBL
(6,8),(6,29),-0.0484451 # DEPENDENCYPART_SIBL
(6,8),(6,30),0.0289103 # DEPENDENCYPART_SIBL
(6,9),(6,10),0.0787406 # DEPENDENCYPART_SIBL
(6,9),(6,11),-0.0440045 # DEPENDENCYPART_SIBL
(6,9),(6,12),-0.0354203 # DEPENDENCYPART_SIBL
(6,9),(6,13),0.0220821 # DEPENDENCYPART_SIBL
(6,9),(6,19),0.0335931 # DEPENDENCYPART_SIBL
(6,9),(6,26),0.0787406 # DEPENDENCYPART_SIBL
(6,9),(6,29),0.0290705 # DEPENDENCYPART_SIBL
(6,9),(6,30),0.00174128 # DEPENDENCYPART_SIBL
(6,10),(6,11),0.00175346 # DEPENDENCYPART_SIBL
(6,10),(6,12),0.00812055 # DEPENDENCYPART_SIBL
(6,10),(6,13),-0.0554479 # DEPENDENCYPART_SIBL
(6,10),(6,19),0.0316769 # DEPENDENCYPART_SIBL
(6,10),(6,26),0.0261427 # DEPENDENCYPART_SIBL
(6,10),(6,29),-0.00547696 # DEPENDENCYPART_SIBL
(6,10),(6,30),-0.0120165 # DEPENDENCYPART_SIBL
(6,11),(6,12),-0.0249402 # DEPENDENCYPART_SIBL
(6,11),(6,13),-0.0152662 # DEPENDENCYPART_SIBL
(6,11),(6,19),-0.0188602 # DEPENDENCYPART_SIBL
(6,11),(6,26),-0.00274794 # DEPENDENCYPART_SIBL
(6,11),(6,29),-0.0327036 # DEPENDENCYPART_SIBL
(6,11),(6,30),0.00412014 # DEPENDENCYPART_SIBL
(6,12),(6,13),-0.0394048 # DEPENDENCYPART_SIBL
(6,12),(6,19),-0.051497 # DEPENDENCYPART_SIBL
(6,12),(6,26),0.0143047 # DEPENDENCYPART_SIBL
(6,12),(6,29),0.0285149 # DEPENDENCYPART_SIBL
(6,12),(6,30),-0.00146755 # DEPENDENCYPART_SIBL
(6,13),(6,19),-0.00874581 # DEPENDENCYPART_SIBL
(6,13),(6,26),0.011633 # DEPENDENCYPART_SIBL
(6,13),(6,29),0.00601929 # DEPENDENCYPART_SIBL
(6,13),(6,30),-0.016127 # DEPENDENCYPART_SIBL
(6,19),(6,26),0.0609746 # DEPENDENCYPART_SIBL
(6,19),(6,29),0.0143999 # DEPENDENCYPART_SIBL
(6,19),(6,30),-0.0070536 # DEPENDENCYPART_SIBL
(6,26),(6,29),-0.00547696 # DEPENDENCYPART_SIBL
(6,26),(6,30),-0.0120165 # DEPENDENCYPART_SIBL
(6,29),(6,30),0.0215655 # DEPENDENCYPART_SIBL
(7,3),(7,8),-0.0195427 # DEPENDENCYPART_SIBL
(7,3),(7,9),-0.00621143 # DEPENDENCYPART_SIBL
(7,3),(7,10),0.00764359 # DEPENDENCYPART_SIBL
(7,3),(7,11),0.000648924 # DEPENDENCYPART_SIBL
(7,3),(7,15),0.00324465 # DEPENDENCYPART_SIBL
(7,8),(7,9),-0.0114841 # DEPENDENCYPART_SIBL
(7,8),(7,10),0.036609 # DEPENDENCYPART_SIBL
(7,8),(7,11),-0.0518108 # DEPENDENCYPART_SIBL
(7,8),(7,15),-0.0268264 # DEPENDENCYPART_SIBL
(7,9),(7,10),0.0516208 # DEPENDENCYPART_SIBL
(7,9),(7,11),-0.0359017 # DEPENDENCYPART_SIBL
(7,9),(7,15),-0.029399 # DEPENDENCYPART_SIBL
(7,10),(7,11),0.0729623 # DEPENDENCYPART_SIBL
(7,10),(7,15),0.0673969 # DEPENDENCYPART_SIBL
(7,11),(7,15),-0.0382813 # DEPENDENCYPART_SIBL
(8,1),(8,2),0.00854506 # DEPENDENCYPART_SIBL
(8,1),(8,3),-0.0424323 # DEPENDENCYPART_SIBL
(8,1),(8,4),0.00483967 # DEPENDENCYPART_SIBL
(8,1),(8,5),0.0025927 # DEPENDENCYPART_SIBL
(8,1),(8,7),0.00982533 # DEPENDENCYPART_SIBL
(8,1),(8,9),-0.0517644 # DEPENDENCYPART_SIBL
(8,1),(8,10),0.0415515 # DEPENDENCYPART_SIBL
(8,1),(8,11),-0.0501359 # DEPENDENCYPART_SIBL
(8,1),(8,12),-0.0794448 # DEPENDENCYPART_SIBL
(8,1),(8,13),-0.0273784 # DEPENDENCYPART_SIBL
(8,1),(8,15),-0.0129408 # DEPENDENCYPART_SIBL
(8,1),(8,16),0.0727856 # DEPENDENCYPART_SIBL
(8,1),(8,18),-0.0242669 # DEPENDENCYPART_SIBL
(8,1),(8,19),0.031534 # DEPENDENCYPART_SIBL
(8,1),(8,22),0.018391 # DEPENDENCYPART_SIBL
(8,1),(8,25),-0.0197817 # DEPENDENCYPART_SIBL
(8,1),(8,26),0.0415515 # DEPENDENCYPART_SIBL
(8,1),(8,27),0.372818 # DEPENDENCYPART_SIBL
(8,1),(8,30),0.0269798 # DEPENDENCYPART_SIBL
(8,2),(8,3),-0.0411464 # DEPENDENCYPART_SIBL
(8,2),(8,4),-0.0770511 # DEPENDENCYPART_SIBL
(8,2),(8,5),-0.0423557 # DEPENDENCYPART_SIBL
(8,2),(8,7),0.0488898 # DEPENDENCYPART_SIBL
(8,2),(8,9),0.0204603 # DEPENDENCYPART_SIBL
(8,2),(8,10),-0.0080446 # DEPENDENCYPART_SIBL
(8,2),(8,11),0.0208312 # DEPENDENCYPART_SIBL
(8,2),(8,12),0.00370626 # DEPENDENCYPART_SIBL
(8,2),(8,13),0.00475376 # DEPENDENCYPART_SIBL
(8,2),(8,15),-0.00667126 # DEPENDENCYPART_SIBL
(8,2),(8,16),0.0409458 # DEPENDENCYPART_SIBL
(8,2),(8,18),-0.0494329 # DEPENDENCYPART_SIBL
(8,2),(8,19),0.0403836 # DEPENDENCYPART_SIBL
(8,2),(8,22),-0.0191965 # DEPENDENCYPART_SIBL
(8,2),(8,25),-0.049415 # DEPENDENCYPART_SIBL
(8,2),(8,26),-0.0080446 # DEPENDENCYPART_SIBL
(8,2),(8,27),0.00352915 # DEPENDENCYPART_SIBL
(8,2),(8,30),0.047537 # DEPENDENCYPART_SIBL
(8,3),(8,4),-0.0675587 # DEPENDENCYPART_SIBL
(8,3),(8,5),-0.100773 # DEPENDENCYPART_SIBL
(8,3),(8,7),-0.0275836 # DEPENDENCYPART_SIBL
(8,3),(8,9),-0.0544611 # DEPENDENCYPART_SIBL
(8,3),(8,10),-0.10703 # DEPENDENCYPART_SIBL
(8,3),(8,11),-0.0348958 # DEPENDENCYPART_SIBL
(8,3),(8,12),-0.0333436 # DEPENDENCYPART_SIBL
(8,3),(8,13),-0.0331045 # DEPENDENCYPART_SIBL
(8,3),(8,15),-0.0746933 # DEPENDENCYPART_SIBL
(8,3),(8,16),-0.0597148 # DEPENDENCYPART_SIBL
(8,3),(8,18),-0.0972227 # DEPENDENCYPART_SIBL
(8,3),(8,19),-0.0518909 # DEPENDENCYPART_SIBL
(8,3),(8,22),-0.0724829 # DEPENDENCYPART_SIBL
(8,3),(8,25),-0.0905094 # DEPENDENCYPART_SIBL
(8,3),(8,26),-0.10703 # DEPENDENCYPART_SIBL
(8,3),(8,27),-0.0624608 # DEPENDENCYPART_SIBL
(8,3),(8,30),-0.0536469 # DEPENDENCYPART_SIBL
(8,4),(8,5),-0.0313481 # DEPENDENCYPART_SIBL
(8,4),(8,7),0.0538155 # DEPENDENCYPART_SIBL
(8,4),(8,9),0.0175592 # DEPENDENCYPART_SIBL
(8,4),(8,10),0.0015907 # DEPENDENCYPART_SIBL
(8,4),(8,11),0.0131535 # DEPENDENCYPART_SIBL
(8,4),(8,12),0.0257203 # DEPENDENCYPART_SIBL
(8,4),(8,13),0.00665284 # DEPENDENCYPART_SIBL
(8,4),(8,15),0.0154504 # DEPENDENCYPART_SIBL
(8,4),(8,16),0.0424673 # DEPENDENCYPART_SIBL
(8,4),(8,18),-0.0273158 # DEPENDENCYPART_SIBL
(8,4),(8,19),0.0421174 # DEPENDENCYPART_SIBL
(8,4),(8,22),0.00292514 # DEPENDENCYPART_SIBL
(8,4),(8,25),-0.0272972 # DEPENDENCYPART_SIBL
(8,4),(8,26),0.0015907 # DEPENDENCYPART_SIBL
(8,4),(8,27),0.0153212 # DEPENDENCYPART_SIBL
(8,4),(8,30),0.0375164 # DEPENDENCYPART_SIBL
(8,5),(8,7),0.02918 # DEPENDENCYPART_SIBL
(8,5),(8,9),-0.0153935 # DEPENDENCYPART_SIBL
(8,5),(8,10),-0.0382391 # DEPENDENCYPART_SIBL
(8,5),(8,11),-0.00613191 # DEPENDENCYPART_SIBL
(8,5),(8,12),-0.00291622 # DEPENDENCYPART_SIBL
(8,5),(8,13),-0.0547769 # DEPENDENCYPART_SIBL
(8,5),(8,15),-0.0144397 # DEPENDENCYPART_SIBL
(8,5),(8,16),-0.040438 # DEPENDENCYPART_SIBL
(8,5),(8,18),-0.0301086 # DEPENDENCYPART_SIBL
(8,5),(8,19),-0.0708309 # DEPENDENCYPART_SIBL
(8,5),(8,22),-0.00962186 # DEPENDENCYPART_SIBL
(8,5),(8,25),-0.0289115 # DEPENDENCYPART_SIBL
(8,5),(8,26),-0.0382391 # DEPENDENCYPART_SIBL
(8,5),(8,27),-0.063603 # DEPENDENCYPART_SIBL
(8,5),(8,30),0.0386198 # DEPENDENCYPART_SIBL
(8,7),(8,9),-0.00707666 # DEPENDENCYPART_SIBL
(8,7),(8,10),-0.038195 # DEPENDENCYPART_SIBL
(8,7),(8,11),0.026781 # DEPENDENCYPART_SIBL
(8,7),(8,12),-0.0136948 # DEPENDENCYPART_SIBL
(8,7),(8,13),0.0724172 # DEPENDENCYPART_SIBL
(8,7),(8,15),0.0187619 # DEPENDENCYPART_SIBL
(8,7),(8,16),-0.0526868 # DEPENDENCYPART_SIBL
(8,7),(8,18),-0.0098096 # DEPENDENCYPART_SIBL
(8,7),(8,19),0.0917687 # DEPENDENCYPART_SIBL
(8,7),(8,22),0.0231018 # DEPENDENCYPART_SIBL
(8,7),(8,25),0.0133096 # DEPENDENCYPART_SIBL
(8,7),(8,26),-0.038195 # DEPENDENCYPART_SIBL
(8,7),(8,27),-0.056654 # DEPENDENCYPART_SIBL
(8,7),(8,30),-0.24167 # DEPENDENCYPART_SIBL
(8,9),(8,10),0.0779858 # DEPENDENCYPART_SIBL
(8,9),(8,11),-0.0431821 # DEPENDENCYPART_SIBL
(8,9),(8,12),-0.0437313 # DEPENDENCYPART_SIBL
(8,9),(8,13),0.0483334 # DEPENDENCYPART_SIBL
(8,9),(8,15),-0.0258631 # DEPENDENCYPART_SIBL
(8,9),(8,16),0.0589843 # DEPENDENCYPART_SIBL
(8,9),(8,18),-0.0275046 # DEPENDENCYPART_SIBL
(8,9),(8,19),0.0594977 # DEPENDENCYPART_SIBL
(8,9),(8,22),-0.0254663 # DEPENDENCYPART_SIBL
(8,9),(8,25),0.0212732 # DEPENDENCYPART_SIBL
(8,9),(8,26),0.0779858 # DEPENDENCYPART_SIBL
(8,9),(8,27),-0.0235803 # DEPENDENCYPART_SIBL
(8,9),(8,30),0.00441421 # DEPENDENCYPART_SIBL
(8,10),(8,11),0.014151 # DEPENDENCYPART_SIBL
(8,10),(8,12),0.0138878 # DEPENDENCYPART_SIBL
(8,10),(8,13),0.0261822 # DEPENDENCYPART_SIBL
(8,10),(8,15),-0.00462962 # DEPENDENCYPART_SIBL
(8,10),(8,16),0.171018 # DEPENDENCYPART_SIBL
(8,10),(8,18),-0.00340636 # DEPENDENCYPART_SIBL
(8,10),(8,19),0.113081 # DEPENDENCYPART_SIBL
(8,10),(8,22),0.00977023 # DEPENDENCYPART_SIBL
(8,10),(8,25),0.0213597 # DEPENDENCYPART_SIBL
(8,10),(8,26),0.0373242 # DEPENDENCYPART_SIBL
(8,10),(8,27),0.021755 # DEPENDENCYPART_SIBL
(8,10),(8,30),0.0149406 # DEPENDENCYPART_SIBL
(8,11),(8,12),-0.0376307 # DEPENDENCYPART_SIBL
(8,11),(8,13),0.00571511 # DEPENDENCYPART_SIBL
(8,11),(8,15),-0.0470504 # DEPENDENCYPART_SIBL
(8,11),(8,16),0.00224531 # DEPENDENCYPART_SIBL
(8,11),(8,18),-0.04783 # DEPENDENCYPART_SIBL
(8,11),(8,19),0.00177445 # DEPENDENCYPART_SIBL
(8,11),(8,22),-0.0443513 # DEPENDENCYPART_SIBL
(8,11),(8,25),0.01153 # DEPENDENCYPART_SIBL
(8,11),(8,26),-0.00933278 # DEPENDENCYPART_SIBL
(8,11),(8,27),-0.0512975 # DEPENDENCYPART_SIBL
(8,11),(8,30),9.66768e-06 # DEPENDENCYPART_SIBL
(8,12),(8,13),-0.0184512 # DEPENDENCYPART_SIBL
(8,12),(8,15),-0.016823 # DEPENDENCYPART_SIBL
(8,12),(8,16),-0.0203589 # DEPENDENCYPART_SIBL
(8,12),(8,18),-0.0202342 # DEPENDENCYPART_SIBL
(8,12),(8,19),-0.0308901 # DEPENDENCYPART_SIBL
(8,12),(8,22),-0.00988199 # DEPENDENCYPART_SIBL
(8,12),(8,25),0.0218252 # DEPENDENCYPART_SIBL
(8,12),(8,26),0.00832383 # DEPENDENCYPART_SIBL
(8,12),(8,27),0.0269004 # DEPENDENCYPART_SIBL
(8,12),(8,30),-0.00689934 # DEPENDENCYPART_SIBL
(8,13),(8,15),0.00247921 # DEPENDENCYPART_SIBL
(8,13),(8,16),0.0152846 # DEPENDENCYPART_SIBL
(8,13),(8,18),-0.000890816 # DEPENDENCYPART_SIBL
(8,13),(8,19),0.0326279 # DEPENDENCYPART_SIBL
(8,13),(8,22),0.00156583 # DEPENDENCYPART_SIBL
(8,13),(8,25),0.0292061 # DEPENDENCYPART_SIBL
(8,13),(8,26),0.0292838 # DEPENDENCYPART_SIBL
(8,13),(8,27),0.016546 # DEPENDENCYPART_SIBL
(8,13),(8,30),0.0064861 # DEPENDENCYPART_SIBL
(8,15),(8,16),-0.0188621 # DEPENDENCYPART_SIBL
(8,15),(8,18),-0.0614832 # DEPENDENCYPART_SIBL
(8,15),(8,19),0.0149436 # DEPENDENCYPART_SIBL
(8,15),(8,22),-0.0573229 # DEPENDENCYPART_SIBL
(8,15),(8,25),-0.0402318 # DEPENDENCYPART_SIBL
(8,15),(8,26),-0.00786723 # DEPENDENCYPART_SIBL
(8,15),(8,27),-0.0432435 # DEPENDENCYPART_SIBL
(8,15),(8,30),-0.0125637 # DEPENDENCYPART_SIBL
(8,16),(8,18),-0.0323785 # DEPENDENCYPART_SIBL
(8,16),(8,19),-0.059854 # DEPENDENCYPART_SIBL
(8,16),(8,22),-0.0287979 # DEPENDENCYPART_SIBL
(8,16),(8,25),-0.0159335 # DEPENDENCYPART_SIBL
(8,16),(8,26),-0.0105206 # DEPENDENCYPART_SIBL
(8,16),(8,27),-0.105948 # DEPENDENCYPART_SIBL
(8,16),(8,30),-0.0304326 # DEPENDENCYPART_SIBL
(8,18),(8,19),0.016845 # DEPENDENCYPART_SIBL
(8,18),(8,22),-0.0540961 # DEPENDENCYPART_SIBL
(8,18),(8,25),-0.0370051 # DEPENDENCYPART_SIBL
(8,18),(8,26),-0.0106576 # DEPENDENCYPART_SIBL
(8,18),(8,27),-0.0409546 # DEPENDENCYPART_SIBL
(8,18),(8,30),-0.0292745 # DEPENDENCYPART_SIBL
(8,19),(8,22),0.023472 # DEPENDENCYPART_SIBL
(8,19),(8,25),0.0502486 # DEPENDENCYPART_SIBL
(8,19),(8,26),0.0778872 # DEPENDENCYPART_SIBL
(8,19),(8,27),0.0322153 # DEPENDENCYPART_SIBL
(8,19),(8,30),0.0149279 # DEPENDENCYPART_SIBL
(8,22),(8,25),-0.0360728 # DEPENDENCYPART_SIBL
(8,22),(8,26),0.0125218 # DEPENDENCYPART_SIBL
(8,22),(8,27),-0.036101 # DEPENDENCYPART_SIBL
(8,22),(8,30),-0.0179364 # DEPENDENCYPART_SIBL
(8,25),(8,26),0.0356505 # DEPENDENCYPART_SIBL
(8,25),(8,27),-0.0600689 # DEPENDENCYPART_SIBL
(8,25),(8,30),-0.0422406 # DEPENDENCYPART_SIBL
(8,26),(8,27),0.021755 # DEPENDENCYPART_SIBL
(8,26),(8,30),0.0149406 # DEPENDENCYPART_SIBL
(8,27),(8,30),-0.0526211 # DEPENDENCYPART_SIBL
(9,2),(9,3),0.0195094 # DEPENDENCYPART_SIBL
(9,2),(9,7),0.043669 # DEPENDENCYPART_SIBL
(9,2),(9,8),0.038427 # DEPENDENCYPART_SIBL
(9,2),(9,10),0.0213495 # DEPENDENCYPART_SIBL
(9,2),(9,11),-0.0286116 # DEPENDENCYPART_SIBL
(9,2),(9,12),-0.0236442 # DEPENDENCYPART_SIBL
(9,2),(9,13),-0.0426117 # DEPENDENCYPART_SIBL
(9,2),(9,14),-0.0444817 # DEPENDENCYPART_SIBL
(9,2),(9,15),0.024982 # DEPENDENCYPART_SIBL
(9,2),(9,16),-0.025543 # DEPENDENCYPART_SIBL
(9,2),(9,30),-0.00477604 # DEPENDENCYPART_SIBL
(9,3),(9,7),-0.0168116 # DEPENDENCYPART_SIBL
(9,3),(9,8),-0.0118569 # DEPENDENCYPART_SIBL
(9,3),(9,10),0.0695595 # DEPENDENCYPART_SIBL
(9,3),(9,11),-0.0234134 # DEPENDENCYPART_SIBL
(9,3),(9,12),0.00703615 # DEPENDENCYPART_SIBL
(9,3),(9,13),0.0708433 # DEPENDENCYPART_SIBL
(9,3),(9,14),-0.0497924 # DEPENDENCYPART_SIBL
(9,3),(9,15),-0.0449959 # DEPENDENCYPART_SIBL
(9,3),(9,16),-0.00317599 # DEPENDENCYPART_SIBL
(9,3),(9,30),-0.0341089 # DEPENDENCYPART_SIBL
(9,7),(9,8),-0.00060427 # DEPENDENCYPART_SIBL
(9,7),(9,10),0.0437218 # DEPENDENCYPART_SIBL
(9,7),(9,11),0.0193912 # DEPENDENCYPART_SIBL
(9,7),(9,12),0.0352362 # DEPENDENCYPART_SIBL
(9,7),(9,13),0.0570188 # DEPENDENCYPART_SIBL
(9,7),(9,14),-0.0578153 # DEPENDENCYPART_SIBL
(9,7),(9,15),0.0485972 # DEPENDENCYPART_SIBL
(9,7),(9,16),0.00384121 # DEPENDENCYPART_SIBL
(9,7),(9,30),-0.115004 # DEPENDENCYPART_SIBL
(9,8),(9,10),0.0854028 # DEPENDENCYPART_SIBL
(9,8),(9,11),0.01061 # DEPENDENCYPART_SIBL
(9,8),(9,12),0.0056703 # DEPENDENCYPART_SIBL
(9,8),(9,13),0.0355057 # DEPENDENCYPART_SIBL
(9,8),(9,14),-0.0338455 # DEPENDENCYPART_SIBL
(9,8),(9,15),-0.021587 # DEPENDENCYPART_SIBL
(9,8),(9,16),0.0261536 # DEPENDENCYPART_SIBL
(9,8),(9,30),0.0166048 # DEPENDENCYPART_SIBL
(9,10),(9,11),0.104075 # DEPENDENCYPART_SIBL
(9,10),(9,12),0.0395421 # DEPENDENCYPART_SIBL
(9,10),(9,13),-0.0214787 # DEPENDENCYPART_SIBL
(9,10),(9,14),0.0321071 # DEPENDENCYPART_SIBL
(9,10),(9,15),0.0991891 # DEPENDENCYPART_SIBL
(9,10),(9,16),0.0208137 # DEPENDENCYPART_SIBL
(9,10),(9,30),0.0441985 # DEPENDENCYPART_SIBL
(9,11),(9,12),-0.00611848 # DEPENDENCYPART_SIBL
(9,11),(9,13),-0.00886127 # DEPENDENCYPART_SIBL
