# _root_ Asked what he would do differently on the morrow , Craig allowed that he might play his outfielders deeper , `` maybe on the other side of the fence . ''
#goldHeads=12,5,4,1,4,5,5,9,7,12,12,0,15,15,12,15,18,16,16,16,16,16,16,26,26,23,26,29,27,12,12,
#predictedHeads=12,5,4,1,4,5,5,9,7,12,12,0,15,15,12,15,18,16,16,16,16,23,16,26,26,23,26,29,27,12,12,
(5,3),(5,7),-0.0126271 # DEPENDENCYPART_SIBL
(5,3),(5,8),-0.0289665 # DEPENDENCYPART_SIBL
(5,3),(5,9),-0.0320234 # DEPENDENCYPART_SIBL
(5,3),(5,10),0.104249 # DEPENDENCYPART_SIBL
(5,3),(5,11),-0.0326073 # DEPENDENCYPART_SIBL
(5,3),(5,12),-0.0246227 # DEPENDENCYPART_SIBL
(5,3),(5,15),0.0291028 # DEPENDENCYPART_SIBL
(5,3),(5,16),-0.0279523 # DEPENDENCYPART_SIBL
(5,3),(5,20),0.104249 # DEPENDENCYPART_SIBL
(5,3),(5,21),-0.0996442 # DEPENDENCYPART_SIBL
(5,3),(5,22),-0.00971354 # DEPENDENCYPART_SIBL
(5,3),(5,23),-0.0126271 # DEPENDENCYPART_SIBL
(5,3),(5,30),0.187604 # DEPENDENCYPART_SIBL
(5,4),(5,6),-0.109976 # DEPENDENCYPART_SIBL
(5,4),(5,7),-0.146247 # DEPENDENCYPART_SIBL
(5,4),(5,8),-0.0889163 # DEPENDENCYPART_SIBL
(5,4),(5,9),-0.0709251 # DEPENDENCYPART_SIBL
(5,4),(5,10),-0.109887 # DEPENDENCYPART_SIBL
(5,4),(5,11),-0.071509 # DEPENDENCYPART_SIBL
(5,4),(5,12),-0.141067 # DEPENDENCYPART_SIBL
(5,4),(5,15),0.152155 # DEPENDENCYPART_SIBL
(5,4),(5,16),-0.13146 # DEPENDENCYPART_SIBL
(5,4),(5,20),-0.109887 # DEPENDENCYPART_SIBL
(5,4),(5,21),-0.067934 # DEPENDENCYPART_SIBL
(5,4),(5,22),-0.116288 # DEPENDENCYPART_SIBL
(5,4),(5,23),-0.146247 # DEPENDENCYPART_SIBL
(5,4),(5,30),-0.00584827 # DEPENDENCYPART_SIBL
(5,6),(5,7),-0.0274132 # DEPENDENCYPART_SIBL
(5,6),(5,8),-0.058363 # DEPENDENCYPART_SIBL
(5,6),(5,9),-0.0637767 # DEPENDENCYPART_SIBL
(5,6),(5,10),-0.0599001 # DEPENDENCYPART_SIBL
(5,6),(5,11),-0.0637767 # DEPENDENCYPART_SIBL
(5,6),(5,12),0.0452437 # DEPENDENCYPART_SIBL
(5,6),(5,15),-0.0523506 # DEPENDENCYPART_SIBL
(5,6),(5,16),0.0225533 # DEPENDENCYPART_SIBL
(5,6),(5,20),-0.0599001 # DEPENDENCYPART_SIBL
(5,6),(5,21),-0.061112 # DEPENDENCYPART_SIBL
(5,6),(5,22),-0.0490329 # DEPENDENCYPART_SIBL
(5,6),(5,23),-0.0274132 # DEPENDENCYPART_SIBL
(5,6),(5,30),-0.0461465 # DEPENDENCYPART_SIBL
(5,7),(5,8),-0.0399443 # DEPENDENCYPART_SIBL
(5,7),(5,9),-0.0152113 # DEPENDENCYPART_SIBL
(5,7),(5,10),-0.0142111 # DEPENDENCYPART_SIBL
(5,7),(5,11),-0.0152103 # DEPENDENCYPART_SIBL
(5,7),(5,12),0.0319117 # DEPENDENCYPART_SIBL
(5,7),(5,15),-0.0299524 # DEPENDENCYPART_SIBL
(5,7),(5,16),0.02813 # DEPENDENCYPART_SIBL
(5,7),(5,20),-0.0142111 # DEPENDENCYPART_SIBL
(5,7),(5,21),0.0294876 # DEPENDENCYPART_SIBL
(5,7),(5,22),0.0132823 # DEPENDENCYPART_SIBL
(5,7),(5,23),0.00938726 # DEPENDENCYPART_SIBL
(5,7),(5,30),-0.0191718 # DEPENDENCYPART_SIBL
(5,8),(5,9),-0.0170037 # DEPENDENCYPART_SIBL
(5,8),(5,10),-0.0158422 # DEPENDENCYPART_SIBL
(5,8),(5,11),-0.0170037 # DEPENDENCYPART_SIBL
(5,8),(5,12),0.0282156 # DEPENDENCYPART_SIBL
(5,8),(5,15),-0.0175786 # DEPENDENCYPART_SIBL
(5,8),(5,16),0.015852 # DEPENDENCYPART_SIBL
(5,8),(5,20),-0.0158422 # DEPENDENCYPART_SIBL
(5,8),(5,21),-0.00817059 # DEPENDENCYPART_SIBL
(5,8),(5,22),-0.0107836 # DEPENDENCYPART_SIBL
(5,8),(5,23),0.00474136 # DEPENDENCYPART_SIBL
(5,8),(5,30),-0.0216827 # DEPENDENCYPART_SIBL
(5,9),(5,10),0.00550587 # DEPENDENCYPART_SIBL
(5,9),(5,11),-0.0242139 # DEPENDENCYPART_SIBL
(5,9),(5,12),0.0444845 # DEPENDENCYPART_SIBL
(5,9),(5,15),-0.0338649 # DEPENDENCYPART_SIBL
(5,9),(5,16),0.0394483 # DEPENDENCYPART_SIBL
(5,9),(5,20),0.00550587 # DEPENDENCYPART_SIBL
(5,9),(5,21),0.0124219 # DEPENDENCYPART_SIBL
(5,9),(5,22),-0.00777544 # DEPENDENCYPART_SIBL
(5,9),(5,23),0.0372574 # DEPENDENCYPART_SIBL
(5,9),(5,30),-0.0101641 # DEPENDENCYPART_SIBL
(5,10),(5,11),-0.0253146 # DEPENDENCYPART_SIBL
(5,10),(5,12),0.0537677 # DEPENDENCYPART_SIBL
(5,10),(5,15),-0.0211704 # DEPENDENCYPART_SIBL
(5,10),(5,16),0.042406 # DEPENDENCYPART_SIBL
(5,10),(5,20),-0.0114472 # DEPENDENCYPART_SIBL
(5,10),(5,21),0.0474405 # DEPENDENCYPART_SIBL
(5,10),(5,22),-0.00222897 # DEPENDENCYPART_SIBL
(5,10),(5,23),0.0451587 # DEPENDENCYPART_SIBL
(5,10),(5,30),-0.0444186 # DEPENDENCYPART_SIBL
(5,11),(5,12),0.0443607 # DEPENDENCYPART_SIBL
(5,11),(5,15),-0.0339887 # DEPENDENCYPART_SIBL
(5,11),(5,16),0.0393245 # DEPENDENCYPART_SIBL
(5,11),(5,20),0.00755923 # DEPENDENCYPART_SIBL
(5,11),(5,21),0.0122981 # DEPENDENCYPART_SIBL
(5,11),(5,22),-0.00789924 # DEPENDENCYPART_SIBL
(5,11),(5,23),0.0371337 # DEPENDENCYPART_SIBL
(5,11),(5,30),-0.010783 # DEPENDENCYPART_SIBL
(5,12),(5,15),-0.0359091 # DEPENDENCYPART_SIBL
(5,12),(5,16),-0.0190845 # DEPENDENCYPART_SIBL
(5,12),(5,20),-0.0114876 # DEPENDENCYPART_SIBL
(5,12),(5,21),-0.000206957 # DEPENDENCYPART_SIBL
(5,12),(5,22),-0.0520931 # DEPENDENCYPART_SIBL
(5,12),(5,23),-0.0320666 # DEPENDENCYPART_SIBL
(5,12),(5,30),-0.0183948 # DEPENDENCYPART_SIBL
(5,15),(5,16),0.0214119 # DEPENDENCYPART_SIBL
(5,15),(5,20),-0.012283 # DEPENDENCYPART_SIBL
(5,15),(5,21),-0.0272743 # DEPENDENCYPART_SIBL
(5,15),(5,22),-0.0191721 # DEPENDENCYPART_SIBL
(5,15),(5,23),-0.0509923 # DEPENDENCYPART_SIBL
(5,15),(5,30),-0.0366081 # DEPENDENCYPART_SIBL
(5,16),(5,20),-0.00667547 # DEPENDENCYPART_SIBL
(5,16),(5,21),0.00108555 # DEPENDENCYPART_SIBL
(5,16),(5,22),-0.0507945 # DEPENDENCYPART_SIBL
(5,16),(5,23),-0.0254674 # DEPENDENCYPART_SIBL
(5,16),(5,30),-0.00668164 # DEPENDENCYPART_SIBL
(5,20),(5,21),0.0474405 # DEPENDENCYPART_SIBL
(5,20),(5,22),-0.00222897 # DEPENDENCYPART_SIBL
(5,20),(5,23),0.0451587 # DEPENDENCYPART_SIBL
(5,20),(5,30),-0.0444186 # DEPENDENCYPART_SIBL
(5,21),(5,22),-0.00140073 # DEPENDENCYPART_SIBL
(5,21),(5,23),-0.0216452 # DEPENDENCYPART_SIBL
(5,21),(5,30),-0.00572881 # DEPENDENCYPART_SIBL
(5,22),(5,23),-0.0179388 # DEPENDENCYPART_SIBL
(5,22),(5,30),-0.0342181 # DEPENDENCYPART_SIBL
(5,23),(5,30),-0.0191718 # DEPENDENCYPART_SIBL
(6,5),(6,7),0.132141 # DEPENDENCYPART_SIBL
(6,5),(6,8),0.0351564 # DEPENDENCYPART_SIBL
(6,5),(6,9),0.0994847 # DEPENDENCYPART_SIBL
(6,5),(6,10),0.119943 # DEPENDENCYPART_SIBL
(6,5),(6,11),0.099285 # DEPENDENCYPART_SIBL
(6,5),(6,12),0.186858 # DEPENDENCYPART_SIBL
(6,5),(6,15),0.0574072 # DEPENDENCYPART_SIBL
(6,7),(6,8),-0.0111507 # DEPENDENCYPART_SIBL
(6,7),(6,9),0.0145315 # DEPENDENCYPART_SIBL
(6,7),(6,10),-0.0238134 # DEPENDENCYPART_SIBL
(6,7),(6,11),0.0145325 # DEPENDENCYPART_SIBL
(6,7),(6,12),0.0216996 # DEPENDENCYPART_SIBL
(6,7),(6,15),0.00982268 # DEPENDENCYPART_SIBL
(6,8),(6,9),-0.0189335 # DEPENDENCYPART_SIBL
(6,8),(6,10),-0.0196317 # DEPENDENCYPART_SIBL
(6,8),(6,11),-0.0189335 # DEPENDENCYPART_SIBL
(6,8),(6,12),0.0337545 # DEPENDENCYPART_SIBL
(6,8),(6,15),0.02212 # DEPENDENCYPART_SIBL
(6,9),(6,10),0.00679414 # DEPENDENCYPART_SIBL
(6,9),(6,11),-0.040938 # DEPENDENCYPART_SIBL
(6,9),(6,12),0.00933635 # DEPENDENCYPART_SIBL
(6,9),(6,15),-0.00244013 # DEPENDENCYPART_SIBL
(6,10),(6,11),-0.017586 # DEPENDENCYPART_SIBL
(6,10),(6,12),0.0446851 # DEPENDENCYPART_SIBL
(6,10),(6,15),0.032856 # DEPENDENCYPART_SIBL
(6,11),(6,12),0.00933635 # DEPENDENCYPART_SIBL
(6,11),(6,15),-0.00244013 # DEPENDENCYPART_SIBL
(6,12),(6,15),0.0489385 # DEPENDENCYPART_SIBL
(7,2),(7,6),0.0128375 # DEPENDENCYPART_SIBL
(7,2),(7,8),0.0207487 # DEPENDENCYPART_SIBL
(7,2),(7,9),-0.081582 # DEPENDENCYPART_SIBL
(7,2),(7,10),0.0774731 # DEPENDENCYPART_SIBL
(7,2),(7,11),-0.0814527 # DEPENDENCYPART_SIBL
(7,2),(7,12),-0.0781939 # DEPENDENCYPART_SIBL
(7,2),(7,15),-0.0185252 # DEPENDENCYPART_SIBL
(7,2),(7,19),0.0191905 # DEPENDENCYPART_SIBL
(7,2),(7,22),0.0189304 # DEPENDENCYPART_SIBL
(7,2),(7,23),0.0174676 # DEPENDENCYPART_SIBL
(7,2),(7,30),-0.0830161 # DEPENDENCYPART_SIBL
(7,2),(7,31),0.022967 # DEPENDENCYPART_SIBL
(7,6),(7,8),0.0499737 # DEPENDENCYPART_SIBL
(7,6),(7,9),0.0380624 # DEPENDENCYPART_SIBL
(7,6),(7,10),0.153393 # DEPENDENCYPART_SIBL
(7,6),(7,11),0.0381918 # DEPENDENCYPART_SIBL
(7,6),(7,12),0.0308793 # DEPENDENCYPART_SIBL
(7,6),(7,15),0.0292135 # DEPENDENCYPART_SIBL
(7,6),(7,19),0.0149361 # DEPENDENCYPART_SIBL
(7,6),(7,22),0.0146673 # DEPENDENCYPART_SIBL
(7,6),(7,23),0.0103711 # DEPENDENCYPART_SIBL
(7,6),(7,30),0.0312854 # DEPENDENCYPART_SIBL
(7,6),(7,31),0.0477524 # DEPENDENCYPART_SIBL
(7,8),(7,9),-0.068763 # DEPENDENCYPART_SIBL
(7,8),(7,10),-0.00737787 # DEPENDENCYPART_SIBL
(7,8),(7,11),-0.0686577 # DEPENDENCYPART_SIBL
(7,8),(7,12),-0.0242315 # DEPENDENCYPART_SIBL
(7,8),(7,15),-0.0246971 # DEPENDENCYPART_SIBL
(7,8),(7,19),-0.0374575 # DEPENDENCYPART_SIBL
(7,8),(7,22),-0.0383142 # DEPENDENCYPART_SIBL
(7,8),(7,23),0.0406546 # DEPENDENCYPART_SIBL
(7,8),(7,30),0.0415887 # DEPENDENCYPART_SIBL
(7,8),(7,31),0.00599205 # DEPENDENCYPART_SIBL
(7,9),(7,10),-0.0228947 # DEPENDENCYPART_SIBL
(7,9),(7,11),-0.120686 # DEPENDENCYPART_SIBL
(7,9),(7,12),-0.0223098 # DEPENDENCYPART_SIBL
(7,9),(7,15),-0.0494828 # DEPENDENCYPART_SIBL
(7,9),(7,19),-0.0413452 # DEPENDENCYPART_SIBL
(7,9),(7,22),-0.0454982 # DEPENDENCYPART_SIBL
(7,9),(7,23),0.0725315 # DEPENDENCYPART_SIBL
(7,9),(7,30),0.032167 # DEPENDENCYPART_SIBL
(7,9),(7,31),-0.000840672 # DEPENDENCYPART_SIBL
(7,10),(7,11),-0.0388975 # DEPENDENCYPART_SIBL
(7,10),(7,12),0.0171937 # DEPENDENCYPART_SIBL
(7,10),(7,15),0.0201485 # DEPENDENCYPART_SIBL
(7,10),(7,19),0.0608538 # DEPENDENCYPART_SIBL
(7,10),(7,22),0.0627448 # DEPENDENCYPART_SIBL
(7,10),(7,23),0.204371 # DEPENDENCYPART_SIBL
(7,10),(7,30),0.0486581 # DEPENDENCYPART_SIBL
(7,10),(7,31),0.0503759 # DEPENDENCYPART_SIBL
(7,11),(7,12),-0.0223098 # DEPENDENCYPART_SIBL
(7,11),(7,15),-0.0494828 # DEPENDENCYPART_SIBL
(7,11),(7,19),-0.0413452 # DEPENDENCYPART_SIBL
(7,11),(7,22),-0.0454982 # DEPENDENCYPART_SIBL
(7,11),(7,23),0.0725315 # DEPENDENCYPART_SIBL
(7,11),(7,30),0.0319194 # DEPENDENCYPART_SIBL
(7,11),(7,31),-0.000840672 # DEPENDENCYPART_SIBL
(7,12),(7,15),0.0177048 # DEPENDENCYPART_SIBL
(7,12),(7,19),0.0143874 # DEPENDENCYPART_SIBL
(7,12),(7,22),0.0130113 # DEPENDENCYPART_SIBL
(7,12),(7,23),0.136224 # DEPENDENCYPART_SIBL
(7,12),(7,30),0.153264 # DEPENDENCYPART_SIBL
(7,12),(7,31),0.0821883 # DEPENDENCYPART_SIBL
(7,15),(7,19),0.00678902 # DEPENDENCYPART_SIBL
(7,15),(7,22),0.00593256 # DEPENDENCYPART_SIBL
(7,15),(7,23),0.0591605 # DEPENDENCYPART_SIBL
(7,15),(7,30),0.0880312 # DEPENDENCYPART_SIBL
(7,15),(7,31),0.0551017 # DEPENDENCYPART_SIBL
(7,19),(7,22),-0.0155242 # DEPENDENCYPART_SIBL
(7,19),(7,23),0.118429 # DEPENDENCYPART_SIBL
(7,19),(7,30),0.0632186 # DEPENDENCYPART_SIBL
(7,19),(7,31),0.0441353 # DEPENDENCYPART_SIBL
(7,22),(7,23),0.118297 # DEPENDENCYPART_SIBL
(7,22),(7,30),0.076699 # DEPENDENCYPART_SIBL
(7,22),(7,31),0.0468114 # DEPENDENCYPART_SIBL
(7,23),(7,30),0.0712465 # DEPENDENCYPART_SIBL
(7,23),(7,31),0.0892075 # DEPENDENCYPART_SIBL
(7,30),(7,31),0.141626 # DEPENDENCYPART_SIBL
(9,2),(9,6),0.00989946 # DEPENDENCYPART_SIBL
(9,2),(9,7),-0.00248911 # DEPENDENCYPART_SIBL
(9,2),(9,8),-0.0405201 # DEPENDENCYPART_SIBL
(9,2),(9,10),-0.00287932 # DEPENDENCYPART_SIBL
(9,2),(9,11),0.0157952 # DEPENDENCYPART_SIBL
(9,2),(9,12),-0.0508654 # DEPENDENCYPART_SIBL
(9,2),(9,13),0.0439188 # DEPENDENCYPART_SIBL
(9,2),(9,15),0.00789451 # DEPENDENCYPART_SIBL
(9,2),(9,16),-0.0457943 # DEPENDENCYPART_SIBL
(9,2),(9,18),0.0157952 # DEPENDENCYPART_SIBL
(9,2),(9,19),0.0814085 # DEPENDENCYPART_SIBL
(9,2),(9,20),-0.00287932 # DEPENDENCYPART_SIBL
(9,2),(9,23),0.118324 # DEPENDENCYPART_SIBL
(9,6),(9,7),-0.0005606 # DEPENDENCYPART_SIBL
(9,6),(9,8),0.0155444 # DEPENDENCYPART_SIBL
(9,6),(9,10),-0.0131005 # DEPENDENCYPART_SIBL
(9,6),(9,11),0.00488824 # DEPENDENCYPART_SIBL
(9,6),(9,12),-0.00442354 # DEPENDENCYPART_SIBL
(9,6),(9,13),-0.0730506 # DEPENDENCYPART_SIBL
(9,6),(9,15),-0.0166568 # DEPENDENCYPART_SIBL
(9,6),(9,16),0.00267228 # DEPENDENCYPART_SIBL
(9,6),(9,18),0.00488824 # DEPENDENCYPART_SIBL
(9,6),(9,19),0.0169529 # DEPENDENCYPART_SIBL
(9,6),(9,20),-0.0131005 # DEPENDENCYPART_SIBL
(9,6),(9,23),-0.00771344 # DEPENDENCYPART_SIBL
(9,7),(9,8),-0.00283327 # DEPENDENCYPART_SIBL
(9,7),(9,10),-0.0341022 # DEPENDENCYPART_SIBL
(9,7),(9,11),-0.0144921 # DEPENDENCYPART_SIBL
(9,7),(9,12),-0.0592527 # DEPENDENCYPART_SIBL
(9,7),(9,13),-0.0130942 # DEPENDENCYPART_SIBL
(9,7),(9,15),-0.0219196 # DEPENDENCYPART_SIBL
(9,7),(9,16),-0.0465907 # DEPENDENCYPART_SIBL
(9,7),(9,18),-0.014492 # DEPENDENCYPART_SIBL
(9,7),(9,19),-0.0421924 # DEPENDENCYPART_SIBL
(9,7),(9,20),-0.0341022 # DEPENDENCYPART_SIBL
(9,7),(9,23),0.0939265 # DEPENDENCYPART_SIBL
(9,8),(9,10),0.0192946 # DEPENDENCYPART_SIBL
(9,8),(9,11),-0.000854023 # DEPENDENCYPART_SIBL
(9,8),(9,12),0.142609 # DEPENDENCYPART_SIBL
(9,8),(9,13),-0.211262 # DEPENDENCYPART_SIBL
(9,8),(9,15),0.0119045 # DEPENDENCYPART_SIBL
(9,8),(9,16),0.173479 # DEPENDENCYPART_SIBL
(9,8),(9,18),-0.000854023 # DEPENDENCYPART_SIBL
(9,8),(9,19),0.0105837 # DEPENDENCYPART_SIBL
(9,8),(9,20),0.0192946 # DEPENDENCYPART_SIBL
(9,8),(9,23),0.0708644 # DEPENDENCYPART_SIBL
(9,10),(9,11),0.0594513 # DEPENDENCYPART_SIBL
(9,10),(9,12),0.033873 # DEPENDENCYPART_SIBL
(9,10),(9,13),0.0317212 # DEPENDENCYPART_SIBL
(9,10),(9,15),0.0316813 # DEPENDENCYPART_SIBL
(9,10),(9,16),0.0366548 # DEPENDENCYPART_SIBL
(9,10),(9,18),0.0594513 # DEPENDENCYPART_SIBL
(9,10),(9,19),0.0240149 # DEPENDENCYPART_SIBL
(9,10),(9,20),0.0568437 # DEPENDENCYPART_SIBL
(9,10),(9,23),0.0831056 # DEPENDENCYPART_SIBL
(9,11),(9,12),-0.0150803 # DEPENDENCYPART_SIBL
(9,11),(9,13),-0.0219538 # DEPENDENCYPART_SIBL
(9,11),(9,15),-0.00709795 # DEPENDENCYPART_SIBL
(9,11),(9,16),-0.0112409 # DEPENDENCYPART_SIBL
(9,11),(9,18),-0.00841823 # DEPENDENCYPART_SIBL
(9,11),(9,19),0.00593893 # DEPENDENCYPART_SIBL
(9,11),(9,20),0.0237808 # DEPENDENCYPART_SIBL
(9,11),(9,23),0.0158397 # DEPENDENCYPART_SIBL
(9,12),(9,13),-0.00640664 # DEPENDENCYPART_SIBL
(9,12),(9,15),0.00960054 # DEPENDENCYPART_SIBL
(9,12),(9,16),-0.0124424 # DEPENDENCYPART_SIBL
(9,12),(9,18),-0.0102241 # DEPENDENCYPART_SIBL
(9,12),(9,19),-0.00547047 # DEPENDENCYPART_SIBL
(9,12),(9,20),0.025462 # DEPENDENCYPART_SIBL
(9,12),(9,23),-0.000895174 # DEPENDENCYPART_SIBL
(9,13),(9,15),-0.025102 # DEPENDENCYPART_SIBL
(9,13),(9,16),-0.0380417 # DEPENDENCYPART_SIBL
(9,13),(9,18),-0.0220665 # DEPENDENCYPART_SIBL
(9,13),(9,19),-0.0147947 # DEPENDENCYPART_SIBL
(9,13),(9,20),-0.0163539 # DEPENDENCYPART_SIBL
(9,13),(9,23),0.015244 # DEPENDENCYPART_SIBL
(9,15),(9,16),-0.0152164 # DEPENDENCYPART_SIBL
(9,15),(9,18),0.000316741 # DEPENDENCYPART_SIBL
(9,15),(9,19),0.00230815 # DEPENDENCYPART_SIBL
(9,15),(9,20),0.0255939 # DEPENDENCYPART_SIBL
(9,15),(9,23),-0.0317829 # DEPENDENCYPART_SIBL
(9,16),(9,18),-0.00441298 # DEPENDENCYPART_SIBL
(9,16),(9,19),5.07265e-05 # DEPENDENCYPART_SIBL
(9,16),(9,20),0.0337045 # DEPENDENCYPART_SIBL
(9,16),(9,23),0.018747 # DEPENDENCYPART_SIBL
(9,18),(9,19),0.00593893 # DEPENDENCYPART_SIBL
(9,18),(9,20),0.0237808 # DEPENDENCYPART_SIBL
(9,18),(9,23),0.0158397 # DEPENDENCYPART_SIBL
(9,19),(9,20),0.00602656 # DEPENDENCYPART_SIBL
(9,19),(9,23),0.0194268 # DEPENDENCYPART_SIBL
(9,20),(9,23),0.0831056 # DEPENDENCYPART_SIBL
(11,2),(11,8),-0.0405201 # DEPENDENCYPART_SIBL
(11,2),(11,9),0.022092 # DEPENDENCYPART_SIBL
(11,2),(11,10),0.0514999 # DEPENDENCYPART_SIBL
(11,2),(11,12),-0.0508413 # DEPENDENCYPART_SIBL
(11,2),(11,13),0.0439109 # DEPENDENCYPART_SIBL
(11,2),(11,14),0.0170536 # DEPENDENCYPART_SIBL
(11,2),(11,15),0.00789451 # DEPENDENCYPART_SIBL
(11,2),(11,16),-0.0457703 # DEPENDENCYPART_SIBL
(11,2),(11,18),0.0154766 # DEPENDENCYPART_SIBL
(11,2),(11,21),0.0486306 # DEPENDENCYPART_SIBL
(11,8),(11,9),0.0461738 # DEPENDENCYPART_SIBL
(11,8),(11,10),0.0191876 # DEPENDENCYPART_SIBL
(11,8),(11,12),0.14413 # DEPENDENCYPART_SIBL
(11,8),(11,13),-0.209782 # DEPENDENCYPART_SIBL
(11,8),(11,14),-0.00735634 # DEPENDENCYPART_SIBL
(11,8),(11,15),0.0133931 # DEPENDENCYPART_SIBL
(11,8),(11,16),0.175 # DEPENDENCYPART_SIBL
(11,8),(11,18),0.000670674 # DEPENDENCYPART_SIBL
(11,8),(11,21),0.0346864 # DEPENDENCYPART_SIBL
(11,9),(11,10),0.0422678 # DEPENDENCYPART_SIBL
(11,9),(11,12),-0.0155526 # DEPENDENCYPART_SIBL
(11,9),(11,13),-0.126587 # DEPENDENCYPART_SIBL
(11,9),(11,14),0.00328655 # DEPENDENCYPART_SIBL
(11,9),(11,15),-0.00808099 # DEPENDENCYPART_SIBL
(11,9),(11,16),-0.0167659 # DEPENDENCYPART_SIBL
(11,9),(11,18),0.0174042 # DEPENDENCYPART_SIBL
(11,9),(11,21),-0.0229965 # DEPENDENCYPART_SIBL
(11,10),(11,12),0.002429 # DEPENDENCYPART_SIBL
(11,10),(11,13),-0.147035 # DEPENDENCYPART_SIBL
(11,10),(11,14),-0.0337261 # DEPENDENCYPART_SIBL
(11,10),(11,15),-0.0418264 # DEPENDENCYPART_SIBL
(11,10),(11,16),0.028781 # DEPENDENCYPART_SIBL
(11,10),(11,18),-0.0216422 # DEPENDENCYPART_SIBL
(11,10),(11,21),-0.0692274 # DEPENDENCYPART_SIBL
(11,12),(11,13),-0.00640549 # DEPENDENCYPART_SIBL
(11,12),(11,14),0.00917169 # DEPENDENCYPART_SIBL
(11,12),(11,15),0.00960054 # DEPENDENCYPART_SIBL
(11,12),(11,16),-0.0124094 # DEPENDENCYPART_SIBL
(11,12),(11,18),-0.0109606 # DEPENDENCYPART_SIBL
(11,12),(11,21),0.0598541 # DEPENDENCYPART_SIBL
(11,13),(11,14),-0.0213876 # DEPENDENCYPART_SIBL
(11,13),(11,15),-0.025102 # DEPENDENCYPART_SIBL
(11,13),(11,16),-0.0380087 # DEPENDENCYPART_SIBL
(11,13),(11,18),-0.022803 # DEPENDENCYPART_SIBL
(11,13),(11,21),0.0184304 # DEPENDENCYPART_SIBL
(11,14),(11,15),-0.00791965 # DEPENDENCYPART_SIBL
(11,14),(11,16),0.0032142 # DEPENDENCYPART_SIBL
(11,14),(11,18),-0.00600163 # DEPENDENCYPART_SIBL
(11,14),(11,21),0.0178687 # DEPENDENCYPART_SIBL
(11,15),(11,16),-0.0151834 # DEPENDENCYPART_SIBL
(11,15),(11,18),-0.000419846 # DEPENDENCYPART_SIBL
(11,15),(11,21),0.0140069 # DEPENDENCYPART_SIBL
(11,16),(11,18),-0.00514956 # DEPENDENCYPART_SIBL
(11,16),(11,21),0.0654768 # DEPENDENCYPART_SIBL
(11,18),(11,21),0.0418348 # DEPENDENCYPART_SIBL
(12,1),(12,2),-0.0366389 # DEPENDENCYPART_SIBL
(12,1),(12,3),0.0576715 # DEPENDENCYPART_SIBL
(12,1),(12,4),-0.0566725 # DEPENDENCYPART_SIBL
(12,1),(12,5),-0.0532943 # DEPENDENCYPART_SIBL
(12,1),(12,6),0.00322505 # DEPENDENCYPART_SIBL
(12,1),(12,7),-0.0177897 # DEPENDENCYPART_SIBL
(12,1),(12,8),-0.0258956 # DEPENDENCYPART_SIBL
(12,1),(12,9),0.0201569 # DEPENDENCYPART_SIBL
(12,1),(12,10),0.071901 # DEPENDENCYPART_SIBL
(12,1),(12,11),0.0203252 # DEPENDENCYPART_SIBL
(12,1),(12,13),-0.0422795 # DEPENDENCYPART_SIBL
(12,1),(12,14),0.00389329 # DEPENDENCYPART_SIBL
(12,1),(12,15),-0.0051331 # DEPENDENCYPART_SIBL
(12,1),(12,16),0.0495567 # DEPENDENCYPART_SIBL
(12,1),(12,18),0.0120088 # DEPENDENCYPART_SIBL
(12,1),(12,20),0.0141422 # DEPENDENCYPART_SIBL
(12,1),(12,21),0.000899714 # DEPENDENCYPART_SIBL
(12,1),(12,22),0.0149524 # DEPENDENCYPART_SIBL
(12,1),(12,23),0.0140632 # DEPENDENCYPART_SIBL
(12,1),(12,30),0.0794808 # DEPENDENCYPART_SIBL
(12,1),(12,31),0.0189728 # DEPENDENCYPART_SIBL
(12,2),(12,3),0.0286446 # DEPENDENCYPART_SIBL
(12,2),(12,4),-0.0233744 # DEPENDENCYPART_SIBL
(12,2),(12,5),-0.0455559 # DEPENDENCYPART_SIBL
(12,2),(12,6),-0.0187061 # DEPENDENCYPART_SIBL
(12,2),(12,7),0.00134009 # DEPENDENCYPART_SIBL
(12,2),(12,8),-0.0272434 # DEPENDENCYPART_SIBL
(12,2),(12,9),0.0314697 # DEPENDENCYPART_SIBL
(12,2),(12,10),0.047855 # DEPENDENCYPART_SIBL
(12,2),(12,11),0.0316381 # DEPENDENCYPART_SIBL
(12,2),(12,13),-0.10538 # DEPENDENCYPART_SIBL
(12,2),(12,14),-0.172251 # DEPENDENCYPART_SIBL
(12,2),(12,15),-0.168395 # DEPENDENCYPART_SIBL
(12,2),(12,16),-0.257061 # DEPENDENCYPART_SIBL
(12,2),(12,18),-0.191925 # DEPENDENCYPART_SIBL
(12,2),(12,20),-0.247449 # DEPENDENCYPART_SIBL
(12,2),(12,21),-0.111841 # DEPENDENCYPART_SIBL
(12,2),(12,22),-0.0543865 # DEPENDENCYPART_SIBL
(12,2),(12,23),-0.0756628 # DEPENDENCYPART_SIBL
(12,2),(12,30),-0.266971 # DEPENDENCYPART_SIBL
(12,2),(12,31),-0.132636 # DEPENDENCYPART_SIBL
(12,3),(12,4),-0.00318016 # DEPENDENCYPART_SIBL
(12,3),(12,5),-0.0438999 # DEPENDENCYPART_SIBL
(12,3),(12,6),0.032476 # DEPENDENCYPART_SIBL
