# _root_ FAST-FOOD chicken chains , faced with a worsening business slump , are struggling to hatch some new marketing strategies .
#goldHeads=3,3,12,3,3,5,10,10,10,6,3,0,12,13,14,19,19,19,15,12,
#predictedHeads=3,3,12,3,3,5,10,10,10,6,3,0,12,13,14,19,19,19,15,12,
(10,13),(13,19),-0.478557 # DEPENDENCYPART_GRANDPAR
(10,13),(13,20),-0.796464 # DEPENDENCYPART_GRANDPAR
(10,14),(14,3),-1.03275 # DEPENDENCYPART_GRANDPAR
(10,14),(14,10),-0.82308 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,14),(14,11),-0.320181 # DEPENDENCYPART_GRANDPAR
(10,14),(14,13),-0.34111 # DEPENDENCYPART_GRANDPAR
(10,14),(14,15),-0.112795 # DEPENDENCYPART_GRANDPAR
(10,14),(14,16),-0.335287 # DEPENDENCYPART_GRANDPAR
(10,14),(14,19),-0.45597 # DEPENDENCYPART_GRANDPAR
(10,14),(14,20),-0.803114 # DEPENDENCYPART_GRANDPAR
(10,19),(19,3),-1.071 # DEPENDENCYPART_GRANDPAR
(10,19),(19,4),-1.42256 # DEPENDENCYPART_GRANDPAR
(10,19),(19,5),-0.651574 # DEPENDENCYPART_GRANDPAR
(10,19),(19,7),-0.952021 # DEPENDENCYPART_GRANDPAR
(10,19),(19,8),-0.744883 # DEPENDENCYPART_GRANDPAR
(10,19),(19,9),-0.896029 # DEPENDENCYPART_GRANDPAR
(10,19),(19,10),-0.596064 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,19),(19,13),-0.111606 # DEPENDENCYPART_GRANDPAR
(10,19),(19,16),-0.292967 # DEPENDENCYPART_GRANDPAR
(10,19),(19,17),-0.1482 # DEPENDENCYPART_GRANDPAR
(10,19),(19,18),-0.436658 # DEPENDENCYPART_GRANDPAR
(10,19),(19,20),-0.714728 # DEPENDENCYPART_GRANDPAR
(10,20),(20,19),-0.682516 # DEPENDENCYPART_GRANDPAR
(12,1),(1,2),0.0839561 # DEPENDENCYPART_GRANDPAR
(12,1),(1,4),0.196913 # DEPENDENCYPART_GRANDPAR
(12,1),(1,5),0.112784 # DEPENDENCYPART_GRANDPAR
(12,1),(1,6),0.390323 # DEPENDENCYPART_GRANDPAR
(12,1),(1,11),0.613701 # DEPENDENCYPART_GRANDPAR
(12,2),(2,1),-0.0258469 # DEPENDENCYPART_GRANDPAR
(12,2),(2,4),0.194939 # DEPENDENCYPART_GRANDPAR
(12,2),(2,5),0.112708 # DEPENDENCYPART_GRANDPAR
(12,2),(2,6),0.39049 # DEPENDENCYPART_GRANDPAR
(12,2),(2,8),0.157518 # DEPENDENCYPART_GRANDPAR
(12,2),(2,10),0.159 # DEPENDENCYPART_GRANDPAR
(12,2),(2,11),0.611727 # DEPENDENCYPART_GRANDPAR
(12,3),(3,1),0.0479629 # DEPENDENCYPART_GRANDPAR
(12,3),(3,2),-0.00801464 # DEPENDENCYPART_GRANDPAR
(12,3),(3,4),0.23555 # DEPENDENCYPART_GRANDPAR
(12,3),(3,5),0.254585 # DEPENDENCYPART_GRANDPAR
(12,3),(3,6),0.386213 # DEPENDENCYPART_GRANDPAR
(12,3),(3,8),0.181484 # DEPENDENCYPART_GRANDPAR
(12,3),(3,10),0.183976 # DEPENDENCYPART_GRANDPAR
(12,3),(3,11),0.652337 # DEPENDENCYPART_GRANDPAR
(12,3),(3,12),-0.989682 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,3),(3,13),0.166658 # DEPENDENCYPART_GRANDPAR
(12,3),(3,19),-0.443799 # DEPENDENCYPART_GRANDPAR
(12,3),(3,20),-0.685056 # DEPENDENCYPART_GRANDPAR
(12,4),(4,5),-0.0387583 # DEPENDENCYPART_GRANDPAR
(12,5),(5,1),-0.0242645 # DEPENDENCYPART_GRANDPAR
(12,5),(5,2),-0.0766295 # DEPENDENCYPART_GRANDPAR
(12,5),(5,3),-0.0776231 # DEPENDENCYPART_GRANDPAR
(12,5),(5,4),0.119947 # DEPENDENCYPART_GRANDPAR
(12,5),(5,6),0.425951 # DEPENDENCYPART_GRANDPAR
(12,5),(5,7),-0.152606 # DEPENDENCYPART_GRANDPAR
(12,5),(5,8),0.0677131 # DEPENDENCYPART_GRANDPAR
(12,5),(5,9),-0.0542866 # DEPENDENCYPART_GRANDPAR
(12,5),(5,10),0.0616879 # DEPENDENCYPART_GRANDPAR
(12,5),(5,11),0.347034 # DEPENDENCYPART_GRANDPAR
(12,5),(5,12),-0.981324 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,5),(5,13),0.0886353 # DEPENDENCYPART_GRANDPAR
(12,5),(5,14),-0.11937 # DEPENDENCYPART_GRANDPAR
(12,5),(5,20),-0.690324 # DEPENDENCYPART_GRANDPAR
(12,6),(6,3),0.118024 # DEPENDENCYPART_GRANDPAR
(12,6),(6,4),-0.0499229 # DEPENDENCYPART_GRANDPAR
(12,6),(6,7),0.106051 # DEPENDENCYPART_GRANDPAR
(12,6),(6,8),0.446528 # DEPENDENCYPART_GRANDPAR
(12,6),(6,9),-0.0797675 # DEPENDENCYPART_GRANDPAR
(12,6),(6,10),0.088166 # DEPENDENCYPART_GRANDPAR
(12,6),(6,11),0.427947 # DEPENDENCYPART_GRANDPAR
(12,6),(6,12),-1.19471 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,6),(6,13),-0.0529349 # DEPENDENCYPART_GRANDPAR
(12,6),(6,14),-0.275542 # DEPENDENCYPART_GRANDPAR
(12,6),(6,19),-0.602918 # DEPENDENCYPART_GRANDPAR
(12,6),(6,20),-0.811255 # DEPENDENCYPART_GRANDPAR
(12,7),(7,8),0.229019 # DEPENDENCYPART_GRANDPAR
(12,7),(7,12),-1.07553 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,8),(8,3),0.0945416 # DEPENDENCYPART_GRANDPAR
(12,8),(8,4),0.279258 # DEPENDENCYPART_GRANDPAR
(12,8),(8,7),0.0111146 # DEPENDENCYPART_GRANDPAR
(12,8),(8,9),-0.130502 # DEPENDENCYPART_GRANDPAR
(12,8),(8,10),-0.0106985 # DEPENDENCYPART_GRANDPAR
(12,8),(8,11),0.342433 # DEPENDENCYPART_GRANDPAR
(12,8),(8,12),-0.895538 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,8),(8,13),0.126689 # DEPENDENCYPART_GRANDPAR
(12,8),(8,14),-0.150704 # DEPENDENCYPART_GRANDPAR
(12,8),(8,19),-0.375402 # DEPENDENCYPART_GRANDPAR
(12,9),(9,7),-0.0415093 # DEPENDENCYPART_GRANDPAR
(12,9),(9,8),0.137779 # DEPENDENCYPART_GRANDPAR
(12,9),(9,12),-1.06091 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,9),(9,13),-0.0129429 # DEPENDENCYPART_GRANDPAR
(12,10),(10,3),-0.147945 # DEPENDENCYPART_GRANDPAR
(12,10),(10,4),0.0257534 # DEPENDENCYPART_GRANDPAR
(12,10),(10,5),-0.0505409 # DEPENDENCYPART_GRANDPAR
(12,10),(10,6),0.116904 # DEPENDENCYPART_GRANDPAR
(12,10),(10,7),-0.00373974 # DEPENDENCYPART_GRANDPAR
(12,10),(10,8),0.162469 # DEPENDENCYPART_GRANDPAR
(12,10),(10,9),-0.104122 # DEPENDENCYPART_GRANDPAR
(12,10),(10,11),0.631252 # DEPENDENCYPART_GRANDPAR
(12,10),(10,12),-1.06083 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,10),(10,13),-0.0128119 # DEPENDENCYPART_GRANDPAR
(12,10),(10,14),-0.182111 # DEPENDENCYPART_GRANDPAR
(12,10),(10,19),-0.507922 # DEPENDENCYPART_GRANDPAR
(12,10),(10,20),-0.791223 # DEPENDENCYPART_GRANDPAR
(12,13),(13,3),-0.421024 # DEPENDENCYPART_GRANDPAR
(12,13),(13,5),-0.323116 # DEPENDENCYPART_GRANDPAR
(12,13),(13,6),0.239799 # DEPENDENCYPART_GRANDPAR
(12,13),(13,8),-0.120028 # DEPENDENCYPART_GRANDPAR
(12,13),(13,10),-0.280963 # DEPENDENCYPART_GRANDPAR
(12,13),(13,12),-0.595413 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,13),(13,14),0.400052 # DEPENDENCYPART_GRANDPAR
(12,13),(13,15),0.023361 # DEPENDENCYPART_GRANDPAR
(12,13),(13,16),-0.031748 # DEPENDENCYPART_GRANDPAR
(12,13),(13,17),-0.0710609 # DEPENDENCYPART_GRANDPAR
(12,13),(13,18),-0.145814 # DEPENDENCYPART_GRANDPAR
(12,13),(13,19),0.149978 # DEPENDENCYPART_GRANDPAR
(12,13),(13,20),-0.542639 # DEPENDENCYPART_GRANDPAR
(12,14),(14,3),-0.55663 # DEPENDENCYPART_GRANDPAR
(12,14),(14,10),-0.390849 # DEPENDENCYPART_GRANDPAR
(12,14),(14,11),0.0232491 # DEPENDENCYPART_GRANDPAR
(12,14),(14,13),0.254743 # DEPENDENCYPART_GRANDPAR
(12,14),(14,15),-0.0188073 # DEPENDENCYPART_GRANDPAR
(12,14),(14,16),-0.13585 # DEPENDENCYPART_GRANDPAR
(12,14),(14,19),-0.0426568 # DEPENDENCYPART_GRANDPAR
(12,14),(14,20),-0.728631 # DEPENDENCYPART_GRANDPAR
(12,15),(15,3),-0.445092 # DEPENDENCYPART_GRANDPAR
(12,15),(15,4),-0.31054 # DEPENDENCYPART_GRANDPAR
(12,15),(15,5),-0.382929 # DEPENDENCYPART_GRANDPAR
(12,15),(15,6),0.152807 # DEPENDENCYPART_GRANDPAR
(12,15),(15,10),-0.301917 # DEPENDENCYPART_GRANDPAR
(12,15),(15,11),0.106247 # DEPENDENCYPART_GRANDPAR
(12,15),(15,16),-0.0873108 # DEPENDENCYPART_GRANDPAR
(12,15),(15,17),-0.230352 # DEPENDENCYPART_GRANDPAR
(12,15),(15,18),-0.274259 # DEPENDENCYPART_GRANDPAR
(12,15),(15,19),-0.0457304 # DEPENDENCYPART_GRANDPAR
(12,15),(15,20),-0.488448 # DEPENDENCYPART_GRANDPAR
(12,16),(16,17),-0.284504 # DEPENDENCYPART_GRANDPAR
(12,16),(16,18),-0.389493 # DEPENDENCYPART_GRANDPAR
(12,16),(16,20),-0.597392 # DEPENDENCYPART_GRANDPAR
(12,17),(17,16),-0.267939 # DEPENDENCYPART_GRANDPAR
(12,17),(17,18),-0.297794 # DEPENDENCYPART_GRANDPAR
(12,19),(19,3),-0.490758 # DEPENDENCYPART_GRANDPAR
(12,19),(19,4),-0.512815 # DEPENDENCYPART_GRANDPAR
(12,19),(19,5),-0.413631 # DEPENDENCYPART_GRANDPAR
(12,19),(19,7),-0.576366 # DEPENDENCYPART_GRANDPAR
(12,19),(19,8),-0.0813964 # DEPENDENCYPART_GRANDPAR
(12,19),(19,9),-0.462674 # DEPENDENCYPART_GRANDPAR
(12,19),(19,10),-0.366074 # DEPENDENCYPART_GRANDPAR
(12,19),(19,13),0.412048 # DEPENDENCYPART_GRANDPAR
(12,19),(19,16),-0.0233286 # DEPENDENCYPART_GRANDPAR
(12,19),(19,17),-0.114327 # DEPENDENCYPART_GRANDPAR
(12,19),(19,18),-0.108434 # DEPENDENCYPART_GRANDPAR
(12,19),(19,20),-0.531599 # DEPENDENCYPART_GRANDPAR
(12,20),(20,19),-0.154401 # DEPENDENCYPART_GRANDPAR
(13,3),(3,1),-0.240103 # DEPENDENCYPART_GRANDPAR
(13,3),(3,2),-0.251782 # DEPENDENCYPART_GRANDPAR
(13,3),(3,4),-0.244614 # DEPENDENCYPART_GRANDPAR
(13,3),(3,5),0.17543 # DEPENDENCYPART_GRANDPAR
(13,3),(3,6),-0.114615 # DEPENDENCYPART_GRANDPAR
(13,3),(3,8),-0.0961956 # DEPENDENCYPART_GRANDPAR
(13,3),(3,10),-0.0834526 # DEPENDENCYPART_GRANDPAR
(13,3),(3,11),-0.252037 # DEPENDENCYPART_GRANDPAR
(13,3),(3,12),-0.0881335 # DEPENDENCYPART_GRANDPAR
(13,3),(3,13),-1.13503 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,3),(3,19),-0.561541 # DEPENDENCYPART_GRANDPAR
(13,3),(3,20),-0.999523 # DEPENDENCYPART_GRANDPAR
(13,5),(5,1),-0.301241 # DEPENDENCYPART_GRANDPAR
(13,5),(5,2),-0.310187 # DEPENDENCYPART_GRANDPAR
(13,5),(5,3),-0.304904 # DEPENDENCYPART_GRANDPAR
(13,5),(5,4),-0.341881 # DEPENDENCYPART_GRANDPAR
(13,5),(5,6),-0.179253 # DEPENDENCYPART_GRANDPAR
(13,5),(5,7),-0.410073 # DEPENDENCYPART_GRANDPAR
(13,5),(5,8),-0.213081 # DEPENDENCYPART_GRANDPAR
(13,5),(5,9),-0.168212 # DEPENDENCYPART_GRANDPAR
(13,5),(5,10),-0.189417 # DEPENDENCYPART_GRANDPAR
(13,5),(5,11),-0.523604 # DEPENDENCYPART_GRANDPAR
(13,5),(5,12),-0.260853 # DEPENDENCYPART_GRANDPAR
(13,5),(5,13),-1.12972 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,5),(5,14),-0.182417 # DEPENDENCYPART_GRANDPAR
(13,5),(5,20),-0.95881 # DEPENDENCYPART_GRANDPAR
(13,6),(6,3),0.0545304 # DEPENDENCYPART_GRANDPAR
(13,6),(6,4),-0.22484 # DEPENDENCYPART_GRANDPAR
(13,6),(6,7),-0.280612 # DEPENDENCYPART_GRANDPAR
(13,6),(6,8),-0.0281651 # DEPENDENCYPART_GRANDPAR
(13,6),(6,9),-0.314136 # DEPENDENCYPART_GRANDPAR
(13,6),(6,10),-0.295044 # DEPENDENCYPART_GRANDPAR
(13,6),(6,11),-0.460012 # DEPENDENCYPART_GRANDPAR
(13,6),(6,12),-0.164807 # DEPENDENCYPART_GRANDPAR
(13,6),(6,13),-1.15456 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,6),(6,14),-0.221817 # DEPENDENCYPART_GRANDPAR
(13,6),(6,19),-0.541213 # DEPENDENCYPART_GRANDPAR
(13,6),(6,20),-0.947936 # DEPENDENCYPART_GRANDPAR
(13,8),(8,3),-0.0735165 # DEPENDENCYPART_GRANDPAR
(13,8),(8,4),-0.165547 # DEPENDENCYPART_GRANDPAR
(13,8),(8,7),-0.0610388 # DEPENDENCYPART_GRANDPAR
(13,8),(8,9),-0.14909 # DEPENDENCYPART_GRANDPAR
(13,8),(8,10),-0.167876 # DEPENDENCYPART_GRANDPAR
(13,8),(8,11),-0.430213 # DEPENDENCYPART_GRANDPAR
(13,8),(8,12),-0.239352 # DEPENDENCYPART_GRANDPAR
(13,8),(8,13),-1.17812 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,8),(8,14),-0.299212 # DEPENDENCYPART_GRANDPAR
(13,8),(8,19),-0.527374 # DEPENDENCYPART_GRANDPAR
(13,10),(10,3),-0.231957 # DEPENDENCYPART_GRANDPAR
(13,10),(10,4),-0.379747 # DEPENDENCYPART_GRANDPAR
(13,10),(10,5),-0.117779 # DEPENDENCYPART_GRANDPAR
(13,10),(10,6),-0.339535 # DEPENDENCYPART_GRANDPAR
(13,10),(10,7),-0.0987748 # DEPENDENCYPART_GRANDPAR
(13,10),(10,8),0.0683478 # DEPENDENCYPART_GRANDPAR
(13,10),(10,9),-0.131202 # DEPENDENCYPART_GRANDPAR
(13,10),(10,11),-0.282346 # DEPENDENCYPART_GRANDPAR
(13,10),(10,12),-0.192483 # DEPENDENCYPART_GRANDPAR
(13,10),(10,13),-1.23495 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,10),(10,14),-0.249781 # DEPENDENCYPART_GRANDPAR
(13,10),(10,19),-0.576166 # DEPENDENCYPART_GRANDPAR
(13,10),(10,20),-1.06161 # DEPENDENCYPART_GRANDPAR
(13,12),(12,1),-0.225241 # DEPENDENCYPART_GRANDPAR
(13,12),(12,2),-0.234187 # DEPENDENCYPART_GRANDPAR
(13,12),(12,3),-0.265123 # DEPENDENCYPART_GRANDPAR
(13,12),(12,4),-0.361367 # DEPENDENCYPART_GRANDPAR
(13,12),(12,5),-0.141161 # DEPENDENCYPART_GRANDPAR
(13,12),(12,6),-0.267344 # DEPENDENCYPART_GRANDPAR
(13,12),(12,7),-0.171717 # DEPENDENCYPART_GRANDPAR
(13,12),(12,8),0.113063 # DEPENDENCYPART_GRANDPAR
(13,12),(12,9),-0.112772 # DEPENDENCYPART_GRANDPAR
(13,12),(12,10),-0.0799562 # DEPENDENCYPART_GRANDPAR
(13,12),(12,11),-0.36879 # DEPENDENCYPART_GRANDPAR
(13,12),(12,13),-1.18227 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,12),(12,14),-0.273972 # DEPENDENCYPART_GRANDPAR
(13,12),(12,15),-0.340189 # DEPENDENCYPART_GRANDPAR
(13,12),(12,16),-0.741416 # DEPENDENCYPART_GRANDPAR
(13,12),(12,17),-0.609794 # DEPENDENCYPART_GRANDPAR
(13,12),(12,19),-0.474252 # DEPENDENCYPART_GRANDPAR
(13,12),(12,20),-0.896376 # DEPENDENCYPART_GRANDPAR
(13,14),(14,3),-0.766177 # DEPENDENCYPART_GRANDPAR
(13,14),(14,10),-0.619585 # DEPENDENCYPART_GRANDPAR
(13,14),(14,11),-0.754414 # DEPENDENCYPART_GRANDPAR
(13,14),(14,13),-0.873495 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,14),(14,15),0.310149 # DEPENDENCYPART_GRANDPAR
(13,14),(14,16),-0.0511873 # DEPENDENCYPART_GRANDPAR
(13,14),(14,19),0.147301 # DEPENDENCYPART_GRANDPAR
(13,14),(14,20),-0.597507 # DEPENDENCYPART_GRANDPAR
(13,15),(15,3),-0.765532 # DEPENDENCYPART_GRANDPAR
(13,15),(15,4),-0.782735 # DEPENDENCYPART_GRANDPAR
(13,15),(15,5),-0.573291 # DEPENDENCYPART_GRANDPAR
(13,15),(15,6),-0.697705 # DEPENDENCYPART_GRANDPAR
(13,15),(15,10),-0.622682 # DEPENDENCYPART_GRANDPAR
(13,15),(15,11),-0.790158 # DEPENDENCYPART_GRANDPAR
(13,15),(15,16),-0.119491 # DEPENDENCYPART_GRANDPAR
(13,15),(15,17),-0.0641115 # DEPENDENCYPART_GRANDPAR
(13,15),(15,18),-0.0729436 # DEPENDENCYPART_GRANDPAR
(13,15),(15,19),0.0509864 # DEPENDENCYPART_GRANDPAR
(13,15),(15,20),-0.511134 # DEPENDENCYPART_GRANDPAR
(13,16),(16,17),-0.108502 # DEPENDENCYPART_GRANDPAR
(13,16),(16,18),-0.134698 # DEPENDENCYPART_GRANDPAR
(13,16),(16,20),-0.570145 # DEPENDENCYPART_GRANDPAR
(13,17),(17,16),-0.415397 # DEPENDENCYPART_GRANDPAR
(13,17),(17,18),-0.0718415 # DEPENDENCYPART_GRANDPAR
(13,18),(18,16),-0.0506642 # DEPENDENCYPART_GRANDPAR
(13,18),(18,17),-0.00157365 # DEPENDENCYPART_GRANDPAR
(13,18),(18,19),0.0277256 # DEPENDENCYPART_GRANDPAR
(13,19),(19,3),-0.835505 # DEPENDENCYPART_GRANDPAR
(13,19),(19,4),-0.912014 # DEPENDENCYPART_GRANDPAR
(13,19),(19,5),-0.631424 # DEPENDENCYPART_GRANDPAR
(13,19),(19,7),-0.828806 # DEPENDENCYPART_GRANDPAR
(13,19),(19,8),-0.482104 # DEPENDENCYPART_GRANDPAR
(13,19),(19,9),-0.705842 # DEPENDENCYPART_GRANDPAR
(13,19),(19,10),-0.708501 # DEPENDENCYPART_GRANDPAR
(13,19),(19,13),-0.747783 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,19),(19,16),-0.0841394 # DEPENDENCYPART_GRANDPAR
(13,19),(19,17),0.115249 # DEPENDENCYPART_GRANDPAR
(13,19),(19,18),-0.0333275 # DEPENDENCYPART_GRANDPAR
(13,19),(19,20),-0.575107 # DEPENDENCYPART_GRANDPAR
(13,20),(20,19),-0.128189 # DEPENDENCYPART_GRANDPAR
(14,3),(3,1),-0.229785 # DEPENDENCYPART_GRANDPAR
(14,3),(3,2),-0.223515 # DEPENDENCYPART_GRANDPAR
(14,3),(3,4),-0.424677 # DEPENDENCYPART_GRANDPAR
(14,3),(3,5),-0.14637 # DEPENDENCYPART_GRANDPAR
(14,3),(3,6),-0.0168397 # DEPENDENCYPART_GRANDPAR
(14,3),(3,8),0.0942086 # DEPENDENCYPART_GRANDPAR
(14,3),(3,10),-0.0952446 # DEPENDENCYPART_GRANDPAR
(14,3),(3,11),-0.334294 # DEPENDENCYPART_GRANDPAR
(14,3),(3,12),0.034106 # DEPENDENCYPART_GRANDPAR
(14,3),(3,13),0.0920216 # DEPENDENCYPART_GRANDPAR
(14,3),(3,19),-0.595129 # DEPENDENCYPART_GRANDPAR
(14,3),(3,20),-1.27389 # DEPENDENCYPART_GRANDPAR
(14,10),(10,3),-0.24316 # DEPENDENCYPART_GRANDPAR
(14,10),(10,4),-0.46054 # DEPENDENCYPART_GRANDPAR
(14,10),(10,5),-0.328688 # DEPENDENCYPART_GRANDPAR
(14,10),(10,6),-0.199338 # DEPENDENCYPART_GRANDPAR
(14,10),(10,7),0.462967 # DEPENDENCYPART_GRANDPAR
(14,10),(10,8),-0.0478447 # DEPENDENCYPART_GRANDPAR
(14,10),(10,9),0.0425344 # DEPENDENCYPART_GRANDPAR
(14,10),(10,11),-0.247973 # DEPENDENCYPART_GRANDPAR
(14,10),(10,12),0.0134755 # DEPENDENCYPART_GRANDPAR
(14,10),(10,13),0.0616492 # DEPENDENCYPART_GRANDPAR
(14,10),(10,14),-1.01863 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,10),(10,19),-0.553466 # DEPENDENCYPART_GRANDPAR
(14,10),(10,20),-1.2782 # DEPENDENCYPART_GRANDPAR
(14,13),(13,3),-0.211305 # DEPENDENCYPART_GRANDPAR
(14,13),(13,5),-0.315222 # DEPENDENCYPART_GRANDPAR
(14,13),(13,6),0.00268219 # DEPENDENCYPART_GRANDPAR
(14,13),(13,8),-0.0402711 # DEPENDENCYPART_GRANDPAR
(14,13),(13,10),0.0156051 # DEPENDENCYPART_GRANDPAR
(14,13),(13,12),-0.0973136 # DEPENDENCYPART_GRANDPAR
(14,13),(13,14),-1.0632 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,13),(13,15),-0.114238 # DEPENDENCYPART_GRANDPAR
(14,13),(13,16),-0.770115 # DEPENDENCYPART_GRANDPAR
(14,13),(13,17),-1.00308 # DEPENDENCYPART_GRANDPAR
(14,13),(13,18),-0.430685 # DEPENDENCYPART_GRANDPAR
(14,13),(13,19),-0.49578 # DEPENDENCYPART_GRANDPAR
(14,13),(13,20),-1.18689 # DEPENDENCYPART_GRANDPAR
(14,15),(15,3),-0.451167 # DEPENDENCYPART_GRANDPAR
(14,15),(15,4),-0.689013 # DEPENDENCYPART_GRANDPAR
(14,15),(15,5),-0.576022 # DEPENDENCYPART_GRANDPAR
(14,15),(15,6),-0.158044 # DEPENDENCYPART_GRANDPAR
(14,15),(15,10),-0.368981 # DEPENDENCYPART_GRANDPAR
(14,15),(15,11),-0.598629 # DEPENDENCYPART_GRANDPAR
(14,15),(15,16),-0.0578652 # DEPENDENCYPART_GRANDPAR
(14,15),(15,17),-0.317439 # DEPENDENCYPART_GRANDPAR
(14,15),(15,18),0.367247 # DEPENDENCYPART_GRANDPAR
(14,15),(15,19),0.304503 # DEPENDENCYPART_GRANDPAR
(14,15),(15,20),-0.710238 # DEPENDENCYPART_GRANDPAR
(14,16),(16,17),-0.554057 # DEPENDENCYPART_GRANDPAR
(14,16),(16,18),0.128485 # DEPENDENCYPART_GRANDPAR
(14,16),(16,20),-0.858243 # DEPENDENCYPART_GRANDPAR
(14,19),(19,3),-0.880787 # DEPENDENCYPART_GRANDPAR
(14,19),(19,4),-1.11477 # DEPENDENCYPART_GRANDPAR
(14,19),(19,5),-0.935153 # DEPENDENCYPART_GRANDPAR
(14,19),(19,7),-0.353047 # DEPENDENCYPART_GRANDPAR
(14,19),(19,8),-0.560844 # DEPENDENCYPART_GRANDPAR
(14,19),(19,9),-0.79976 # DEPENDENCYPART_GRANDPAR
(14,19),(19,10),-0.778971 # DEPENDENCYPART_GRANDPAR
(14,19),(19,13),-0.562891 # DEPENDENCYPART_GRANDPAR
(14,19),(19,16),-0.316005 # DEPENDENCYPART_GRANDPAR
(14,19),(19,17),-0.351942 # DEPENDENCYPART_GRANDPAR
(14,19),(19,18),0.21064 # DEPENDENCYPART_GRANDPAR
(14,19),(19,20),-0.83806 # DEPENDENCYPART_GRANDPAR
(14,20),(20,19),-0.130613 # DEPENDENCYPART_GRANDPAR
(15,3),(3,1),-0.233474 # DEPENDENCYPART_GRANDPAR
(15,3),(3,2),-0.188106 # DEPENDENCYPART_GRANDPAR
(15,3),(3,4),-0.456571 # DEPENDENCYPART_GRANDPAR
(15,3),(3,5),0.0708538 # DEPENDENCYPART_GRANDPAR
(15,3),(3,6),-0.238624 # DEPENDENCYPART_GRANDPAR
(15,3),(3,8),-0.14287 # DEPENDENCYPART_GRANDPAR
(15,3),(3,10),-0.129401 # DEPENDENCYPART_GRANDPAR
(15,3),(3,11),-0.391051 # DEPENDENCYPART_GRANDPAR
(15,3),(3,12),-0.115259 # DEPENDENCYPART_GRANDPAR
(15,3),(3,13),-0.239044 # DEPENDENCYPART_GRANDPAR
(15,3),(3,19),-0.35792 # DEPENDENCYPART_GRANDPAR
(15,3),(3,20),-1.09607 # DEPENDENCYPART_GRANDPAR
(15,4),(4,5),-0.134262 # DEPENDENCYPART_GRANDPAR
(15,5),(5,1),-0.226425 # DEPENDENCYPART_GRANDPAR
(15,5),(5,2),-0.177698 # DEPENDENCYPART_GRANDPAR
(15,5),(5,3),-0.161365 # DEPENDENCYPART_GRANDPAR
(15,5),(5,4),-0.503545 # DEPENDENCYPART_GRANDPAR
(15,5),(5,6),-0.204695 # DEPENDENCYPART_GRANDPAR
(15,5),(5,7),-0.498555 # DEPENDENCYPART_GRANDPAR
(15,5),(5,8),-0.256331 # DEPENDENCYPART_GRANDPAR
(15,5),(5,9),-0.18077 # DEPENDENCYPART_GRANDPAR
(15,5),(5,10),-0.158369 # DEPENDENCYPART_GRANDPAR
(15,5),(5,11),-0.604437 # DEPENDENCYPART_GRANDPAR
(15,5),(5,12),-0.202077 # DEPENDENCYPART_GRANDPAR
(15,5),(5,13),-0.347487 # DEPENDENCYPART_GRANDPAR
(15,5),(5,14),-0.358037 # DEPENDENCYPART_GRANDPAR
(15,5),(5,20),-1.00894 # DEPENDENCYPART_GRANDPAR
(15,6),(6,3),0.14558 # DEPENDENCYPART_GRANDPAR
(15,6),(6,4),-0.526283 # DEPENDENCYPART_GRANDPAR
(15,6),(6,7),-0.445744 # DEPENDENCYPART_GRANDPAR
(15,6),(6,8),-0.130802 # DEPENDENCYPART_GRANDPAR
(15,6),(6,9),-0.384171 # DEPENDENCYPART_GRANDPAR
(15,6),(6,10),-0.320766 # DEPENDENCYPART_GRANDPAR
(15,6),(6,11),-0.629349 # DEPENDENCYPART_GRANDPAR
(15,6),(6,12),-0.115519 # DEPENDENCYPART_GRANDPAR
(15,6),(6,13),-0.221921 # DEPENDENCYPART_GRANDPAR
(15,6),(6,14),-0.377968 # DEPENDENCYPART_GRANDPAR
(15,6),(6,19),-0.345644 # DEPENDENCYPART_GRANDPAR
(15,6),(6,20),-1.05322 # DEPENDENCYPART_GRANDPAR
(15,10),(10,3),-0.101715 # DEPENDENCYPART_GRANDPAR
(15,10),(10,4),-0.438792 # DEPENDENCYPART_GRANDPAR
