# _root_ While profitable , it `` was n't growing and was n't providing a satisfactory return on invested capital , '' he says .
#goldHeads=6,1,6,6,6,22,6,6,6,9,10,10,15,15,12,15,18,16,6,6,22,0,22,
#predictedHeads=6,1,6,6,6,22,6,6,6,9,10,10,15,15,12,15,18,16,22,22,22,0,22,
(6,5),(6,10),-0.0650274 # DEPENDENCYPART_SIBL
(6,5),(6,11),0.0966427 # DEPENDENCYPART_SIBL
(6,5),(6,12),-0.0222387 # DEPENDENCYPART_SIBL
(6,5),(6,14),0.0211826 # DEPENDENCYPART_SIBL
(6,5),(6,15),0.0726337 # DEPENDENCYPART_SIBL
(6,5),(6,16),0.0669298 # DEPENDENCYPART_SIBL
(6,5),(6,17),0.0853229 # DEPENDENCYPART_SIBL
(6,5),(6,18),0.0707262 # DEPENDENCYPART_SIBL
(6,5),(6,19),0.0635154 # DEPENDENCYPART_SIBL
(6,5),(6,20),0.211635 # DEPENDENCYPART_SIBL
(6,5),(6,21),-0.110645 # DEPENDENCYPART_SIBL
(6,5),(6,22),-0.125061 # DEPENDENCYPART_SIBL
(6,5),(6,23),0.0920124 # DEPENDENCYPART_SIBL
(6,7),(6,8),0.00666106 # DEPENDENCYPART_SIBL
(6,7),(6,9),0.0795508 # DEPENDENCYPART_SIBL
(6,7),(6,10),0.12161 # DEPENDENCYPART_SIBL
(6,7),(6,11),0.0391799 # DEPENDENCYPART_SIBL
(6,7),(6,12),-0.0144188 # DEPENDENCYPART_SIBL
(6,7),(6,14),0.242674 # DEPENDENCYPART_SIBL
(6,7),(6,15),0.118341 # DEPENDENCYPART_SIBL
(6,7),(6,16),0.0767136 # DEPENDENCYPART_SIBL
(6,7),(6,17),0.144456 # DEPENDENCYPART_SIBL
(6,7),(6,18),0.0878209 # DEPENDENCYPART_SIBL
(6,7),(6,19),-0.00233077 # DEPENDENCYPART_SIBL
(6,7),(6,20),-0.00147889 # DEPENDENCYPART_SIBL
(6,7),(6,21),-0.0563052 # DEPENDENCYPART_SIBL
(6,7),(6,22),0.030757 # DEPENDENCYPART_SIBL
(6,7),(6,23),0.0412168 # DEPENDENCYPART_SIBL
(6,8),(6,9),-0.0526773 # DEPENDENCYPART_SIBL
(6,8),(6,10),-0.148946 # DEPENDENCYPART_SIBL
(6,8),(6,11),-0.204058 # DEPENDENCYPART_SIBL
(6,8),(6,12),-0.349047 # DEPENDENCYPART_SIBL
(6,8),(6,14),-0.334926 # DEPENDENCYPART_SIBL
(6,8),(6,15),-0.357065 # DEPENDENCYPART_SIBL
(6,8),(6,16),-0.261192 # DEPENDENCYPART_SIBL
(6,8),(6,17),-0.294216 # DEPENDENCYPART_SIBL
(6,8),(6,18),-0.367746 # DEPENDENCYPART_SIBL
(6,8),(6,19),-0.0527466 # DEPENDENCYPART_SIBL
(6,8),(6,20),-0.088947 # DEPENDENCYPART_SIBL
(6,8),(6,21),-0.225013 # DEPENDENCYPART_SIBL
(6,8),(6,22),-0.113218 # DEPENDENCYPART_SIBL
(6,8),(6,23),-0.0190352 # DEPENDENCYPART_SIBL
(6,9),(6,10),-0.080898 # DEPENDENCYPART_SIBL
(6,9),(6,11),-0.116417 # DEPENDENCYPART_SIBL
(6,9),(6,12),-0.0622144 # DEPENDENCYPART_SIBL
(6,9),(6,14),-0.190449 # DEPENDENCYPART_SIBL
(6,9),(6,15),-0.189261 # DEPENDENCYPART_SIBL
(6,9),(6,16),-0.13835 # DEPENDENCYPART_SIBL
(6,9),(6,17),-0.119345 # DEPENDENCYPART_SIBL
(6,9),(6,18),-0.172923 # DEPENDENCYPART_SIBL
(6,9),(6,19),-0.0709676 # DEPENDENCYPART_SIBL
(6,9),(6,20),-0.0433896 # DEPENDENCYPART_SIBL
(6,9),(6,21),-0.0139971 # DEPENDENCYPART_SIBL
(6,9),(6,22),-0.0520198 # DEPENDENCYPART_SIBL
(6,9),(6,23),0.00100235 # DEPENDENCYPART_SIBL
(6,10),(6,11),-0.136386 # DEPENDENCYPART_SIBL
(6,10),(6,12),-0.145127 # DEPENDENCYPART_SIBL
(6,10),(6,14),-0.240374 # DEPENDENCYPART_SIBL
(6,10),(6,15),-0.221126 # DEPENDENCYPART_SIBL
(6,10),(6,16),-0.144414 # DEPENDENCYPART_SIBL
(6,10),(6,17),-0.222027 # DEPENDENCYPART_SIBL
(6,10),(6,18),-0.230585 # DEPENDENCYPART_SIBL
(6,10),(6,19),-0.0364294 # DEPENDENCYPART_SIBL
(6,10),(6,20),0.0198631 # DEPENDENCYPART_SIBL
(6,10),(6,21),-0.174676 # DEPENDENCYPART_SIBL
(6,10),(6,22),-0.260295 # DEPENDENCYPART_SIBL
(6,10),(6,23),0.0416112 # DEPENDENCYPART_SIBL
(6,11),(6,12),-0.0144188 # DEPENDENCYPART_SIBL
(6,11),(6,14),0.242674 # DEPENDENCYPART_SIBL
(6,11),(6,15),0.118341 # DEPENDENCYPART_SIBL
(6,11),(6,16),0.0767136 # DEPENDENCYPART_SIBL
(6,11),(6,17),0.144456 # DEPENDENCYPART_SIBL
(6,11),(6,18),0.0878209 # DEPENDENCYPART_SIBL
(6,11),(6,19),-0.00233077 # DEPENDENCYPART_SIBL
(6,11),(6,20),-0.00147889 # DEPENDENCYPART_SIBL
(6,11),(6,21),-0.0563052 # DEPENDENCYPART_SIBL
(6,11),(6,22),0.030757 # DEPENDENCYPART_SIBL
(6,11),(6,23),0.0412168 # DEPENDENCYPART_SIBL
(6,12),(6,14),-0.321487 # DEPENDENCYPART_SIBL
(6,12),(6,15),-0.35314 # DEPENDENCYPART_SIBL
(6,12),(6,16),-0.2526 # DEPENDENCYPART_SIBL
(6,12),(6,17),-0.294203 # DEPENDENCYPART_SIBL
(6,12),(6,18),-0.363822 # DEPENDENCYPART_SIBL
(6,12),(6,19),-0.0621594 # DEPENDENCYPART_SIBL
(6,12),(6,20),-0.0896441 # DEPENDENCYPART_SIBL
(6,12),(6,21),-0.225002 # DEPENDENCYPART_SIBL
(6,12),(6,22),-0.114187 # DEPENDENCYPART_SIBL
(6,12),(6,23),0.0170214 # DEPENDENCYPART_SIBL
(6,14),(6,15),-0.110138 # DEPENDENCYPART_SIBL
(6,14),(6,16),-0.0100158 # DEPENDENCYPART_SIBL
(6,14),(6,17),-0.0545907 # DEPENDENCYPART_SIBL
(6,14),(6,18),-0.118753 # DEPENDENCYPART_SIBL
(6,14),(6,19),0.0525838 # DEPENDENCYPART_SIBL
(6,14),(6,20),0.0201392 # DEPENDENCYPART_SIBL
(6,14),(6,21),-0.0980173 # DEPENDENCYPART_SIBL
(6,14),(6,22),-0.0245414 # DEPENDENCYPART_SIBL
(6,14),(6,23),-0.000873941 # DEPENDENCYPART_SIBL
(6,15),(6,16),-0.0162106 # DEPENDENCYPART_SIBL
(6,15),(6,17),-0.0971871 # DEPENDENCYPART_SIBL
(6,15),(6,18),-0.268653 # DEPENDENCYPART_SIBL
(6,15),(6,19),-0.00467943 # DEPENDENCYPART_SIBL
(6,15),(6,20),0.0286328 # DEPENDENCYPART_SIBL
(6,15),(6,21),-0.137865 # DEPENDENCYPART_SIBL
(6,15),(6,22),-0.0611769 # DEPENDENCYPART_SIBL
(6,15),(6,23),0.0348817 # DEPENDENCYPART_SIBL
(6,16),(6,17),-0.0595237 # DEPENDENCYPART_SIBL
(6,16),(6,18),-0.0887281 # DEPENDENCYPART_SIBL
(6,16),(6,19),0.0782434 # DEPENDENCYPART_SIBL
(6,16),(6,20),0.0167928 # DEPENDENCYPART_SIBL
(6,16),(6,21),-0.186323 # DEPENDENCYPART_SIBL
(6,16),(6,22),-0.0147065 # DEPENDENCYPART_SIBL
(6,16),(6,23),-0.0336386 # DEPENDENCYPART_SIBL
(6,17),(6,18),-0.537403 # DEPENDENCYPART_SIBL
(6,17),(6,19),-0.0790285 # DEPENDENCYPART_SIBL
(6,17),(6,20),-0.0199945 # DEPENDENCYPART_SIBL
(6,17),(6,21),-0.30279 # DEPENDENCYPART_SIBL
(6,17),(6,22),-0.198442 # DEPENDENCYPART_SIBL
(6,17),(6,23),0.0111244 # DEPENDENCYPART_SIBL
(6,18),(6,19),0.0561858 # DEPENDENCYPART_SIBL
(6,18),(6,20),0.0382684 # DEPENDENCYPART_SIBL
(6,18),(6,21),-0.129625 # DEPENDENCYPART_SIBL
(6,18),(6,22),-0.0516484 # DEPENDENCYPART_SIBL
(6,18),(6,23),-0.0223068 # DEPENDENCYPART_SIBL
(6,19),(6,20),0.0615398 # DEPENDENCYPART_SIBL
(6,19),(6,21),-0.124877 # DEPENDENCYPART_SIBL
(6,19),(6,22),0.0375835 # DEPENDENCYPART_SIBL
(6,19),(6,23),0.0041776 # DEPENDENCYPART_SIBL
(6,20),(6,21),-0.0133424 # DEPENDENCYPART_SIBL
(6,20),(6,22),0.0575916 # DEPENDENCYPART_SIBL
(6,20),(6,23),-0.0590334 # DEPENDENCYPART_SIBL
(6,21),(6,22),-0.0643914 # DEPENDENCYPART_SIBL
(6,21),(6,23),-0.131535 # DEPENDENCYPART_SIBL
(6,22),(6,23),0.00601618 # DEPENDENCYPART_SIBL
(7,1),(7,3),0.66022 # DEPENDENCYPART_SIBL
(7,1),(7,4),0.209899 # DEPENDENCYPART_SIBL
(7,1),(7,5),0.0274521 # DEPENDENCYPART_SIBL
(7,1),(7,8),-0.0558747 # DEPENDENCYPART_SIBL
(7,1),(7,9),-0.0577389 # DEPENDENCYPART_SIBL
(7,1),(7,10),-0.0297577 # DEPENDENCYPART_SIBL
(7,1),(7,11),0.060351 # DEPENDENCYPART_SIBL
(7,3),(7,4),0.105098 # DEPENDENCYPART_SIBL
(7,3),(7,5),0.0836187 # DEPENDENCYPART_SIBL
(7,3),(7,8),-0.0236834 # DEPENDENCYPART_SIBL
(7,3),(7,9),-0.149379 # DEPENDENCYPART_SIBL
(7,3),(7,10),-0.0512227 # DEPENDENCYPART_SIBL
(7,3),(7,11),0.0399584 # DEPENDENCYPART_SIBL
(7,4),(7,5),0.0769221 # DEPENDENCYPART_SIBL
(7,4),(7,8),-0.0611277 # DEPENDENCYPART_SIBL
(7,4),(7,9),-0.109607 # DEPENDENCYPART_SIBL
(7,4),(7,10),-0.0227176 # DEPENDENCYPART_SIBL
(7,4),(7,11),0.0824214 # DEPENDENCYPART_SIBL
(7,5),(7,8),0.0629981 # DEPENDENCYPART_SIBL
(7,5),(7,9),0.0152597 # DEPENDENCYPART_SIBL
(7,5),(7,10),-0.0208847 # DEPENDENCYPART_SIBL
(7,5),(7,11),0.0854227 # DEPENDENCYPART_SIBL
(7,8),(7,9),0.0723192 # DEPENDENCYPART_SIBL
(7,8),(7,10),-0.066185 # DEPENDENCYPART_SIBL
(7,8),(7,11),-0.0302058 # DEPENDENCYPART_SIBL
(7,9),(7,10),0.00386282 # DEPENDENCYPART_SIBL
(7,9),(7,11),-0.000307586 # DEPENDENCYPART_SIBL
(7,10),(7,11),-0.0302628 # DEPENDENCYPART_SIBL
(8,1),(8,2),-0.0487348 # DEPENDENCYPART_SIBL
(8,1),(8,3),0.727053 # DEPENDENCYPART_SIBL
(8,1),(8,4),0.184619 # DEPENDENCYPART_SIBL
(8,1),(8,5),0.0607271 # DEPENDENCYPART_SIBL
(8,1),(8,6),-0.0493784 # DEPENDENCYPART_SIBL
(8,1),(8,7),-0.0773478 # DEPENDENCYPART_SIBL
(8,1),(8,9),-0.0454396 # DEPENDENCYPART_SIBL
(8,1),(8,10),-0.0705899 # DEPENDENCYPART_SIBL
(8,1),(8,11),0.0534175 # DEPENDENCYPART_SIBL
(8,1),(8,12),-0.0618111 # DEPENDENCYPART_SIBL
(8,1),(8,15),0.0194444 # DEPENDENCYPART_SIBL
(8,1),(8,16),-0.0767592 # DEPENDENCYPART_SIBL
(8,1),(8,17),0.00508299 # DEPENDENCYPART_SIBL
(8,1),(8,18),0.0198551 # DEPENDENCYPART_SIBL
(8,1),(8,19),-0.174667 # DEPENDENCYPART_SIBL
(8,1),(8,20),-0.0050305 # DEPENDENCYPART_SIBL
(8,1),(8,21),-0.0472101 # DEPENDENCYPART_SIBL
(8,1),(8,22),-0.0465473 # DEPENDENCYPART_SIBL
(8,1),(8,23),0.0707192 # DEPENDENCYPART_SIBL
(8,2),(8,3),0.199787 # DEPENDENCYPART_SIBL
(8,2),(8,4),-0.0297683 # DEPENDENCYPART_SIBL
(8,2),(8,5),0.10691 # DEPENDENCYPART_SIBL
(8,2),(8,6),0.0172074 # DEPENDENCYPART_SIBL
(8,2),(8,7),-0.0488571 # DEPENDENCYPART_SIBL
(8,2),(8,9),0.00349465 # DEPENDENCYPART_SIBL
(8,2),(8,10),-0.0733956 # DEPENDENCYPART_SIBL
(8,2),(8,11),-0.0675866 # DEPENDENCYPART_SIBL
(8,2),(8,12),-0.0248387 # DEPENDENCYPART_SIBL
(8,2),(8,15),-0.0219682 # DEPENDENCYPART_SIBL
(8,2),(8,16),-0.0753786 # DEPENDENCYPART_SIBL
(8,2),(8,17),-0.0292327 # DEPENDENCYPART_SIBL
(8,2),(8,18),-0.0261981 # DEPENDENCYPART_SIBL
(8,2),(8,19),-0.0578902 # DEPENDENCYPART_SIBL
(8,2),(8,20),-0.022763 # DEPENDENCYPART_SIBL
(8,2),(8,21),-0.0870167 # DEPENDENCYPART_SIBL
(8,2),(8,22),-0.0599683 # DEPENDENCYPART_SIBL
(8,2),(8,23),-0.0222283 # DEPENDENCYPART_SIBL
(8,3),(8,4),0.0658316 # DEPENDENCYPART_SIBL
(8,3),(8,5),0.103873 # DEPENDENCYPART_SIBL
(8,3),(8,6),0.0617972 # DEPENDENCYPART_SIBL
(8,3),(8,7),0.0107939 # DEPENDENCYPART_SIBL
(8,3),(8,9),-0.0814906 # DEPENDENCYPART_SIBL
(8,3),(8,10),-0.0616824 # DEPENDENCYPART_SIBL
(8,3),(8,11),-0.0175339 # DEPENDENCYPART_SIBL
(8,3),(8,12),-0.0100845 # DEPENDENCYPART_SIBL
(8,3),(8,15),-0.0299968 # DEPENDENCYPART_SIBL
(8,3),(8,16),-0.0283756 # DEPENDENCYPART_SIBL
(8,3),(8,17),0.0170336 # DEPENDENCYPART_SIBL
(8,3),(8,18),-0.0323268 # DEPENDENCYPART_SIBL
(8,3),(8,19),0.0658192 # DEPENDENCYPART_SIBL
(8,3),(8,20),-0.0279634 # DEPENDENCYPART_SIBL
(8,3),(8,21),-0.046873 # DEPENDENCYPART_SIBL
(8,3),(8,22),0.0582741 # DEPENDENCYPART_SIBL
(8,3),(8,23),0.126421 # DEPENDENCYPART_SIBL
(8,4),(8,5),0.160823 # DEPENDENCYPART_SIBL
(8,4),(8,6),0.0376038 # DEPENDENCYPART_SIBL
(8,4),(8,7),0.121726 # DEPENDENCYPART_SIBL
(8,4),(8,9),-0.0561795 # DEPENDENCYPART_SIBL
(8,4),(8,10),-0.0414959 # DEPENDENCYPART_SIBL
(8,4),(8,11),0.0797864 # DEPENDENCYPART_SIBL
(8,4),(8,12),-0.0594887 # DEPENDENCYPART_SIBL
(8,4),(8,15),0.0739312 # DEPENDENCYPART_SIBL
(8,4),(8,16),-0.116301 # DEPENDENCYPART_SIBL
(8,4),(8,17),0.0948262 # DEPENDENCYPART_SIBL
(8,4),(8,18),0.0681717 # DEPENDENCYPART_SIBL
(8,4),(8,19),-0.0217776 # DEPENDENCYPART_SIBL
(8,4),(8,20),0.0728663 # DEPENDENCYPART_SIBL
(8,4),(8,21),-0.107014 # DEPENDENCYPART_SIBL
(8,4),(8,22),-0.130094 # DEPENDENCYPART_SIBL
(8,4),(8,23),0.0911332 # DEPENDENCYPART_SIBL
(8,5),(8,6),0.0930588 # DEPENDENCYPART_SIBL
(8,5),(8,7),-0.00767252 # DEPENDENCYPART_SIBL
(8,5),(8,9),0.0315374 # DEPENDENCYPART_SIBL
(8,5),(8,10),-0.137786 # DEPENDENCYPART_SIBL
(8,5),(8,11),-0.0469628 # DEPENDENCYPART_SIBL
(8,5),(8,12),-0.00795259 # DEPENDENCYPART_SIBL
(8,5),(8,15),0.0217416 # DEPENDENCYPART_SIBL
(8,5),(8,16),-0.0526843 # DEPENDENCYPART_SIBL
(8,5),(8,17),0.0403421 # DEPENDENCYPART_SIBL
(8,5),(8,18),0.0306632 # DEPENDENCYPART_SIBL
(8,5),(8,19),-0.00355422 # DEPENDENCYPART_SIBL
(8,5),(8,20),0.463705 # DEPENDENCYPART_SIBL
(8,5),(8,21),-0.100861 # DEPENDENCYPART_SIBL
(8,5),(8,22),-0.0704528 # DEPENDENCYPART_SIBL
(8,5),(8,23),0.0337268 # DEPENDENCYPART_SIBL
(8,6),(8,7),-0.0413178 # DEPENDENCYPART_SIBL
(8,6),(8,9),0.00767606 # DEPENDENCYPART_SIBL
(8,6),(8,10),-0.0952804 # DEPENDENCYPART_SIBL
(8,6),(8,11),-0.0168765 # DEPENDENCYPART_SIBL
(8,6),(8,12),-0.0390899 # DEPENDENCYPART_SIBL
(8,6),(8,15),0.0144742 # DEPENDENCYPART_SIBL
(8,6),(8,16),-0.0226692 # DEPENDENCYPART_SIBL
(8,6),(8,17),-0.00403437 # DEPENDENCYPART_SIBL
(8,6),(8,18),0.0218365 # DEPENDENCYPART_SIBL
(8,6),(8,19),-0.0187126 # DEPENDENCYPART_SIBL
(8,6),(8,20),-0.0190991 # DEPENDENCYPART_SIBL
(8,6),(8,21),-0.0230676 # DEPENDENCYPART_SIBL
(8,6),(8,22),-0.0651372 # DEPENDENCYPART_SIBL
(8,6),(8,23),0.0430437 # DEPENDENCYPART_SIBL
(8,7),(8,9),0.0335227 # DEPENDENCYPART_SIBL
(8,7),(8,10),-0.0231894 # DEPENDENCYPART_SIBL
(8,7),(8,11),-0.0313193 # DEPENDENCYPART_SIBL
(8,7),(8,12),-0.054974 # DEPENDENCYPART_SIBL
(8,7),(8,15),-0.0886474 # DEPENDENCYPART_SIBL
(8,7),(8,16),-0.150688 # DEPENDENCYPART_SIBL
(8,7),(8,17),0.0387874 # DEPENDENCYPART_SIBL
(8,7),(8,18),-0.069965 # DEPENDENCYPART_SIBL
(8,7),(8,19),-0.0591312 # DEPENDENCYPART_SIBL
(8,7),(8,20),-0.00275442 # DEPENDENCYPART_SIBL
(8,7),(8,21),-0.0539444 # DEPENDENCYPART_SIBL
(8,7),(8,22),-0.0634594 # DEPENDENCYPART_SIBL
(8,7),(8,23),-0.0222621 # DEPENDENCYPART_SIBL
(8,9),(8,10),-0.0802166 # DEPENDENCYPART_SIBL
(8,9),(8,11),-0.00995068 # DEPENDENCYPART_SIBL
(8,9),(8,12),-0.00763524 # DEPENDENCYPART_SIBL
(8,9),(8,15),-0.0362919 # DEPENDENCYPART_SIBL
(8,9),(8,16),-0.0420139 # DEPENDENCYPART_SIBL
(8,9),(8,17),0.00597654 # DEPENDENCYPART_SIBL
(8,9),(8,18),-0.00436226 # DEPENDENCYPART_SIBL
(8,9),(8,19),-0.0721885 # DEPENDENCYPART_SIBL
(8,9),(8,20),0.00127106 # DEPENDENCYPART_SIBL
(8,9),(8,21),0.0901577 # DEPENDENCYPART_SIBL
(8,9),(8,22),-0.0173309 # DEPENDENCYPART_SIBL
(8,9),(8,23),-0.0384465 # DEPENDENCYPART_SIBL
(8,10),(8,11),-0.0802215 # DEPENDENCYPART_SIBL
(8,10),(8,12),0.00587778 # DEPENDENCYPART_SIBL
(8,10),(8,15),-0.17588 # DEPENDENCYPART_SIBL
(8,10),(8,16),-0.0061562 # DEPENDENCYPART_SIBL
(8,10),(8,17),-0.114925 # DEPENDENCYPART_SIBL
(8,10),(8,18),-0.169748 # DEPENDENCYPART_SIBL
(8,10),(8,19),0.0647905 # DEPENDENCYPART_SIBL
(8,10),(8,20),0.0219218 # DEPENDENCYPART_SIBL
(8,10),(8,21),-0.0734076 # DEPENDENCYPART_SIBL
(8,10),(8,22),-0.246179 # DEPENDENCYPART_SIBL
(8,10),(8,23),0.0971795 # DEPENDENCYPART_SIBL
(8,11),(8,12),-0.0547987 # DEPENDENCYPART_SIBL
(8,11),(8,15),-0.120722 # DEPENDENCYPART_SIBL
(8,11),(8,16),0.0207149 # DEPENDENCYPART_SIBL
(8,11),(8,17),0.00655015 # DEPENDENCYPART_SIBL
(8,11),(8,18),-0.120593 # DEPENDENCYPART_SIBL
(8,11),(8,19),-0.0172517 # DEPENDENCYPART_SIBL
(8,11),(8,20),-0.0802224 # DEPENDENCYPART_SIBL
(8,11),(8,21),-0.114329 # DEPENDENCYPART_SIBL
(8,11),(8,22),-0.127409 # DEPENDENCYPART_SIBL
(8,11),(8,23),-0.093473 # DEPENDENCYPART_SIBL
(8,12),(8,15),-0.235839 # DEPENDENCYPART_SIBL
(8,12),(8,16),-0.0845051 # DEPENDENCYPART_SIBL
(8,12),(8,17),-0.157366 # DEPENDENCYPART_SIBL
(8,12),(8,18),-0.230929 # DEPENDENCYPART_SIBL
(8,12),(8,19),0.000437151 # DEPENDENCYPART_SIBL
(8,12),(8,20),0.00274005 # DEPENDENCYPART_SIBL
(8,12),(8,21),-0.104627 # DEPENDENCYPART_SIBL
(8,12),(8,22),-0.101171 # DEPENDENCYPART_SIBL
(8,12),(8,23),0.0405218 # DEPENDENCYPART_SIBL
(8,15),(8,16),-0.0329242 # DEPENDENCYPART_SIBL
(8,15),(8,17),-0.0555778 # DEPENDENCYPART_SIBL
(8,15),(8,18),-0.252254 # DEPENDENCYPART_SIBL
(8,15),(8,19),-0.0531136 # DEPENDENCYPART_SIBL
(8,15),(8,20),-0.0101351 # DEPENDENCYPART_SIBL
(8,15),(8,21),-0.0851114 # DEPENDENCYPART_SIBL
(8,15),(8,22),-0.131277 # DEPENDENCYPART_SIBL
(8,15),(8,23),-0.0517436 # DEPENDENCYPART_SIBL
(8,16),(8,17),-0.104498 # DEPENDENCYPART_SIBL
(8,16),(8,18),-0.0949392 # DEPENDENCYPART_SIBL
(8,16),(8,19),0.0307147 # DEPENDENCYPART_SIBL
(8,16),(8,20),-0.028368 # DEPENDENCYPART_SIBL
(8,16),(8,21),-0.168878 # DEPENDENCYPART_SIBL
(8,16),(8,22),-0.117778 # DEPENDENCYPART_SIBL
(8,16),(8,23),0.00060819 # DEPENDENCYPART_SIBL
(8,17),(8,18),-0.360106 # DEPENDENCYPART_SIBL
(8,17),(8,19),-0.0493789 # DEPENDENCYPART_SIBL
(8,17),(8,20),0.00375856 # DEPENDENCYPART_SIBL
(8,17),(8,21),-0.165561 # DEPENDENCYPART_SIBL
(8,17),(8,22),-0.163924 # DEPENDENCYPART_SIBL
(8,17),(8,23),-0.0133841 # DEPENDENCYPART_SIBL
(8,18),(8,19),-0.019367 # DEPENDENCYPART_SIBL
(8,18),(8,20),0.00409715 # DEPENDENCYPART_SIBL
(8,18),(8,21),-0.0721132 # DEPENDENCYPART_SIBL
(8,18),(8,22),-0.11699 # DEPENDENCYPART_SIBL
(8,18),(8,23),-0.0749231 # DEPENDENCYPART_SIBL
(8,19),(8,20),0.210389 # DEPENDENCYPART_SIBL
(8,19),(8,21),0.0376528 # DEPENDENCYPART_SIBL
(8,19),(8,22),0.12832 # DEPENDENCYPART_SIBL
(8,19),(8,23),0.0822164 # DEPENDENCYPART_SIBL
(8,20),(8,21),-0.0425697 # DEPENDENCYPART_SIBL
(8,20),(8,22),-0.045087 # DEPENDENCYPART_SIBL
(8,20),(8,23),-0.0843624 # DEPENDENCYPART_SIBL
(8,21),(8,22),-0.0856885 # DEPENDENCYPART_SIBL
(8,21),(8,23),-0.06534 # DEPENDENCYPART_SIBL
(8,22),(8,23),0.0901939 # DEPENDENCYPART_SIBL
(9,7),(9,8),-0.0372403 # DEPENDENCYPART_SIBL
(9,7),(9,10),-0.0502476 # DEPENDENCYPART_SIBL
(9,7),(9,11),-0.0532627 # DEPENDENCYPART_SIBL
(9,7),(9,12),-0.0244111 # DEPENDENCYPART_SIBL
(9,7),(9,15),-0.102984 # DEPENDENCYPART_SIBL
(9,7),(9,17),-0.0295039 # DEPENDENCYPART_SIBL
(9,7),(9,22),-0.0674048 # DEPENDENCYPART_SIBL
(9,8),(9,10),-0.00985149 # DEPENDENCYPART_SIBL
(9,8),(9,11),0.0320136 # DEPENDENCYPART_SIBL
(9,8),(9,12),0.124481 # DEPENDENCYPART_SIBL
(9,8),(9,15),0.00315381 # DEPENDENCYPART_SIBL
(9,8),(9,17),-0.00857424 # DEPENDENCYPART_SIBL
(9,8),(9,22),0.00561588 # DEPENDENCYPART_SIBL
(9,10),(9,11),-0.2653 # DEPENDENCYPART_SIBL
(9,10),(9,12),-0.429352 # DEPENDENCYPART_SIBL
(9,10),(9,15),-0.559643 # DEPENDENCYPART_SIBL
(9,10),(9,17),-0.358923 # DEPENDENCYPART_SIBL
(9,10),(9,22),-0.84663 # DEPENDENCYPART_SIBL
(9,11),(9,12),-0.350253 # DEPENDENCYPART_SIBL
(9,11),(9,15),-0.261325 # DEPENDENCYPART_SIBL
(9,11),(9,17),-0.0705858 # DEPENDENCYPART_SIBL
(9,11),(9,22),-0.562831 # DEPENDENCYPART_SIBL
(9,12),(9,15),-0.437574 # DEPENDENCYPART_SIBL
(9,12),(9,17),-0.199071 # DEPENDENCYPART_SIBL
(9,12),(9,22),-0.49949 # DEPENDENCYPART_SIBL
(9,15),(9,17),-0.205822 # DEPENDENCYPART_SIBL
(9,15),(9,22),-0.622843 # DEPENDENCYPART_SIBL
(9,17),(9,22),-0.52261 # DEPENDENCYPART_SIBL
(10,1),(10,2),-0.0408993 # DEPENDENCYPART_SIBL
(10,1),(10,3),0.976327 # DEPENDENCYPART_SIBL
(10,1),(10,4),0.250424 # DEPENDENCYPART_SIBL
(10,1),(10,5),0.185677 # DEPENDENCYPART_SIBL
(10,1),(10,6),0.0127636 # DEPENDENCYPART_SIBL
(10,1),(10,7),-0.0511298 # DEPENDENCYPART_SIBL
(10,1),(10,8),-0.0763628 # DEPENDENCYPART_SIBL
(10,1),(10,9),-0.105927 # DEPENDENCYPART_SIBL
(10,1),(10,11),0.0888154 # DEPENDENCYPART_SIBL
(10,1),(10,12),-0.0472746 # DEPENDENCYPART_SIBL
(10,1),(10,14),0.0241816 # DEPENDENCYPART_SIBL
(10,1),(10,15),-0.0401914 # DEPENDENCYPART_SIBL
(10,1),(10,16),-0.00365221 # DEPENDENCYPART_SIBL
(10,1),(10,17),0.0362709 # DEPENDENCYPART_SIBL
(10,1),(10,18),-0.0519185 # DEPENDENCYPART_SIBL
(10,1),(10,19),-0.137292 # DEPENDENCYPART_SIBL
(10,1),(10,20),-0.0113086 # DEPENDENCYPART_SIBL
(10,1),(10,21),-0.104498 # DEPENDENCYPART_SIBL
(10,1),(10,22),-0.058028 # DEPENDENCYPART_SIBL
(10,1),(10,23),0.0273073 # DEPENDENCYPART_SIBL
(10,2),(10,3),0.147749 # DEPENDENCYPART_SIBL
(10,2),(10,4),-0.152446 # DEPENDENCYPART_SIBL
(10,2),(10,5),0.000170649 # DEPENDENCYPART_SIBL
(10,2),(10,6),-0.0193298 # DEPENDENCYPART_SIBL
(10,2),(10,7),-0.136457 # DEPENDENCYPART_SIBL
(10,2),(10,8),-0.0640701 # DEPENDENCYPART_SIBL
(10,2),(10,9),-0.177941 # DEPENDENCYPART_SIBL
(10,2),(10,11),0.055295 # DEPENDENCYPART_SIBL
(10,2),(10,12),-0.0454813 # DEPENDENCYPART_SIBL
(10,2),(10,14),0.0383973 # DEPENDENCYPART_SIBL
(10,2),(10,15),0.0311987 # DEPENDENCYPART_SIBL
(10,2),(10,16),-0.013162 # DEPENDENCYPART_SIBL
(10,2),(10,17),-0.00937013 # DEPENDENCYPART_SIBL
(10,2),(10,18),0.0161452 # DEPENDENCYPART_SIBL
(10,2),(10,19),-0.00573334 # DEPENDENCYPART_SIBL
(10,2),(10,20),0.00538693 # DEPENDENCYPART_SIBL
