# _root_ Trade Representative Carla Hills , who along with Agriculture Secretary Clayton Yeutter unveiled the proposal , said she is confident it will gain considerable support from the U.S. 's trading partners .
#goldHeads=4,4,4,17,4,13,13,7,12,12,12,8,4,15,13,4,0,19,17,19,22,20,22,25,23,25,28,31,28,31,26,17,
#predictedHeads=4,4,4,17,4,13,13,7,12,12,12,13,4,15,13,4,0,19,17,19,22,20,22,25,23,25,28,31,28,31,26,17,
(4,11),(4,16),0.0341444 # DEPENDENCYPART_SIBL
(4,11),(4,17),-0.00123801 # DEPENDENCYPART_SIBL
(4,11),(4,19),-0.0145011 # DEPENDENCYPART_SIBL
(4,11),(4,26),0.0106403 # DEPENDENCYPART_SIBL
(4,11),(4,32),0.0432124 # DEPENDENCYPART_SIBL
(4,12),(4,13),-0.0102594 # DEPENDENCYPART_SIBL
(4,12),(4,15),-0.00729088 # DEPENDENCYPART_SIBL
(4,12),(4,16),0.0341439 # DEPENDENCYPART_SIBL
(4,12),(4,17),-0.00125694 # DEPENDENCYPART_SIBL
(4,12),(4,19),-0.01452 # DEPENDENCYPART_SIBL
(4,12),(4,26),0.0106401 # DEPENDENCYPART_SIBL
(4,12),(4,32),0.0430553 # DEPENDENCYPART_SIBL
(4,13),(4,15),-0.011898 # DEPENDENCYPART_SIBL
(4,13),(4,16),0.0311303 # DEPENDENCYPART_SIBL
(4,13),(4,17),-0.00940464 # DEPENDENCYPART_SIBL
(4,13),(4,19),-0.0184746 # DEPENDENCYPART_SIBL
(4,13),(4,26),-0.00746159 # DEPENDENCYPART_SIBL
(4,13),(4,32),0.00746643 # DEPENDENCYPART_SIBL
(4,15),(4,16),0.0367578 # DEPENDENCYPART_SIBL
(4,15),(4,17),-0.00791049 # DEPENDENCYPART_SIBL
(4,15),(4,19),-0.0235565 # DEPENDENCYPART_SIBL
(4,15),(4,26),0.0133924 # DEPENDENCYPART_SIBL
(4,15),(4,32),0.0421352 # DEPENDENCYPART_SIBL
(4,16),(4,17),0.031439 # DEPENDENCYPART_SIBL
(4,16),(4,19),0.0472564 # DEPENDENCYPART_SIBL
(4,16),(4,26),-0.00195634 # DEPENDENCYPART_SIBL
(4,16),(4,32),0.0282393 # DEPENDENCYPART_SIBL
(4,17),(4,19),-0.00626823 # DEPENDENCYPART_SIBL
(4,17),(4,26),-0.00206144 # DEPENDENCYPART_SIBL
(4,17),(4,32),0.0594344 # DEPENDENCYPART_SIBL
(4,19),(4,26),-0.0492103 # DEPENDENCYPART_SIBL
(4,19),(4,32),0.0397968 # DEPENDENCYPART_SIBL
(4,26),(4,32),0.0807359 # DEPENDENCYPART_SIBL
(6,7),(6,8),-0.0126362 # DEPENDENCYPART_SIBL
(7,5),(7,6),-0.00409745 # DEPENDENCYPART_SIBL
(7,5),(7,8),0.0152742 # DEPENDENCYPART_SIBL
(7,5),(7,9),0.103551 # DEPENDENCYPART_SIBL
(7,5),(7,10),0.0956653 # DEPENDENCYPART_SIBL
(7,5),(7,11),0.103553 # DEPENDENCYPART_SIBL
(7,5),(7,12),0.103115 # DEPENDENCYPART_SIBL
(7,5),(7,13),0.105951 # DEPENDENCYPART_SIBL
(7,5),(7,15),0.0933643 # DEPENDENCYPART_SIBL
(7,5),(7,17),0.151329 # DEPENDENCYPART_SIBL
(7,5),(7,22),0.102228 # DEPENDENCYPART_SIBL
(7,6),(7,8),-0.0586279 # DEPENDENCYPART_SIBL
(7,6),(7,9),-0.0510984 # DEPENDENCYPART_SIBL
(7,6),(7,10),-0.0516852 # DEPENDENCYPART_SIBL
(7,6),(7,11),-0.0510984 # DEPENDENCYPART_SIBL
(7,6),(7,12),-0.0510984 # DEPENDENCYPART_SIBL
(7,6),(7,13),-0.00229691 # DEPENDENCYPART_SIBL
(7,6),(7,15),-0.0528432 # DEPENDENCYPART_SIBL
(7,6),(7,17),-0.00745775 # DEPENDENCYPART_SIBL
(7,6),(7,22),-0.0304573 # DEPENDENCYPART_SIBL
(7,8),(7,9),0.0249247 # DEPENDENCYPART_SIBL
(7,8),(7,10),0.0240776 # DEPENDENCYPART_SIBL
(7,8),(7,11),0.0249247 # DEPENDENCYPART_SIBL
(7,8),(7,12),0.0249247 # DEPENDENCYPART_SIBL
(7,8),(7,13),-0.000822584 # DEPENDENCYPART_SIBL
(7,8),(7,15),0.0247362 # DEPENDENCYPART_SIBL
(7,8),(7,17),-0.00994073 # DEPENDENCYPART_SIBL
(7,8),(7,22),-0.0108189 # DEPENDENCYPART_SIBL
(7,9),(7,10),-0.084529 # DEPENDENCYPART_SIBL
(7,9),(7,11),-0.0801538 # DEPENDENCYPART_SIBL
(7,9),(7,12),-0.0801544 # DEPENDENCYPART_SIBL
(7,9),(7,13),-0.0282463 # DEPENDENCYPART_SIBL
(7,9),(7,15),-0.0801935 # DEPENDENCYPART_SIBL
(7,9),(7,17),-0.029004 # DEPENDENCYPART_SIBL
(7,9),(7,22),-0.0343908 # DEPENDENCYPART_SIBL
(7,10),(7,11),-0.0830768 # DEPENDENCYPART_SIBL
(7,10),(7,12),-0.0830774 # DEPENDENCYPART_SIBL
(7,10),(7,13),-0.0283935 # DEPENDENCYPART_SIBL
(7,10),(7,15),-0.0831166 # DEPENDENCYPART_SIBL
(7,10),(7,17),-0.0291512 # DEPENDENCYPART_SIBL
(7,10),(7,22),-0.0346458 # DEPENDENCYPART_SIBL
(7,11),(7,12),-0.0801513 # DEPENDENCYPART_SIBL
(7,11),(7,13),-0.0282449 # DEPENDENCYPART_SIBL
(7,11),(7,15),-0.0801904 # DEPENDENCYPART_SIBL
(7,11),(7,17),-0.0290026 # DEPENDENCYPART_SIBL
(7,11),(7,22),-0.0343901 # DEPENDENCYPART_SIBL
(7,12),(7,13),-0.0282637 # DEPENDENCYPART_SIBL
(7,12),(7,15),-0.08019 # DEPENDENCYPART_SIBL
(7,12),(7,17),-0.0290214 # DEPENDENCYPART_SIBL
(7,12),(7,22),-0.0343987 # DEPENDENCYPART_SIBL
(7,13),(7,15),-0.0256113 # DEPENDENCYPART_SIBL
(7,13),(7,17),-0.0476124 # DEPENDENCYPART_SIBL
(7,13),(7,22),-0.0199347 # DEPENDENCYPART_SIBL
(7,15),(7,17),-0.0360993 # DEPENDENCYPART_SIBL
(7,15),(7,22),-0.0349417 # DEPENDENCYPART_SIBL
(7,17),(7,22),-0.0229905 # DEPENDENCYPART_SIBL
(8,6),(8,7),0.0203633 # DEPENDENCYPART_SIBL
(8,6),(8,9),-0.03635 # DEPENDENCYPART_SIBL
(8,6),(8,10),-0.0369368 # DEPENDENCYPART_SIBL
(8,6),(8,11),-0.03635 # DEPENDENCYPART_SIBL
(8,6),(8,12),-0.03635 # DEPENDENCYPART_SIBL
(8,6),(8,13),-0.00540092 # DEPENDENCYPART_SIBL
(8,6),(8,15),-0.0380947 # DEPENDENCYPART_SIBL
(8,6),(8,17),-0.010571 # DEPENDENCYPART_SIBL
(8,6),(8,19),-0.00336179 # DEPENDENCYPART_SIBL
(8,7),(8,9),-0.064711 # DEPENDENCYPART_SIBL
(8,7),(8,10),-0.0662657 # DEPENDENCYPART_SIBL
(8,7),(8,11),-0.0647112 # DEPENDENCYPART_SIBL
(8,7),(8,12),-0.0650468 # DEPENDENCYPART_SIBL
(8,7),(8,13),-0.0411823 # DEPENDENCYPART_SIBL
(8,7),(8,15),-0.0667522 # DEPENDENCYPART_SIBL
(8,7),(8,17),-0.0370344 # DEPENDENCYPART_SIBL
(8,7),(8,19),-0.0444086 # DEPENDENCYPART_SIBL
(8,9),(8,10),-0.110987 # DEPENDENCYPART_SIBL
(8,9),(8,11),-0.106612 # DEPENDENCYPART_SIBL
(8,9),(8,12),-0.106612 # DEPENDENCYPART_SIBL
(8,9),(8,13),-0.0549795 # DEPENDENCYPART_SIBL
(8,9),(8,15),-0.106651 # DEPENDENCYPART_SIBL
(8,9),(8,17),-0.0557423 # DEPENDENCYPART_SIBL
(8,9),(8,19),-0.0450513 # DEPENDENCYPART_SIBL
(8,10),(8,11),-0.109535 # DEPENDENCYPART_SIBL
(8,10),(8,12),-0.109535 # DEPENDENCYPART_SIBL
(8,10),(8,13),-0.0551267 # DEPENDENCYPART_SIBL
(8,10),(8,15),-0.109574 # DEPENDENCYPART_SIBL
(8,10),(8,17),-0.0558896 # DEPENDENCYPART_SIBL
(8,10),(8,19),-0.0452131 # DEPENDENCYPART_SIBL
(8,11),(8,12),-0.106609 # DEPENDENCYPART_SIBL
(8,11),(8,13),-0.0549781 # DEPENDENCYPART_SIBL
(8,11),(8,15),-0.106648 # DEPENDENCYPART_SIBL
(8,11),(8,17),-0.0557409 # DEPENDENCYPART_SIBL
(8,11),(8,19),-0.0450499 # DEPENDENCYPART_SIBL
(8,12),(8,13),-0.0549969 # DEPENDENCYPART_SIBL
(8,12),(8,15),-0.106648 # DEPENDENCYPART_SIBL
(8,12),(8,17),-0.0557597 # DEPENDENCYPART_SIBL
(8,12),(8,19),-0.0450687 # DEPENDENCYPART_SIBL
(8,13),(8,15),-0.0366929 # DEPENDENCYPART_SIBL
(8,13),(8,17),-0.0591706 # DEPENDENCYPART_SIBL
(8,13),(8,19),-0.0439121 # DEPENDENCYPART_SIBL
(8,15),(8,17),-0.0628376 # DEPENDENCYPART_SIBL
(8,15),(8,19),-0.0545296 # DEPENDENCYPART_SIBL
(8,17),(8,19),-0.0339739 # DEPENDENCYPART_SIBL
(9,6),(9,10),0.0290693 # DEPENDENCYPART_SIBL
(9,6),(9,11),0.0232177 # DEPENDENCYPART_SIBL
(9,10),(9,11),-0.0219081 # DEPENDENCYPART_SIBL
(10,6),(10,8),-0.0232124 # DEPENDENCYPART_SIBL
(10,6),(10,9),-0.0408794 # DEPENDENCYPART_SIBL
(10,6),(10,11),0.027475 # DEPENDENCYPART_SIBL
(10,8),(10,9),-0.0208292 # DEPENDENCYPART_SIBL
(10,8),(10,11),-0.0100238 # DEPENDENCYPART_SIBL
(10,9),(10,11),0.0229683 # DEPENDENCYPART_SIBL
(11,6),(11,9),-0.0315271 # DEPENDENCYPART_SIBL
(11,6),(11,10),-0.0190538 # DEPENDENCYPART_SIBL
(11,6),(11,12),0.0234257 # DEPENDENCYPART_SIBL
(11,6),(11,15),0.0196312 # DEPENDENCYPART_SIBL
(11,9),(11,10),0.0389338 # DEPENDENCYPART_SIBL
(11,9),(11,12),0.0152927 # DEPENDENCYPART_SIBL
(11,9),(11,15),0.0097246 # DEPENDENCYPART_SIBL
(11,10),(11,12),0.00681967 # DEPENDENCYPART_SIBL
(11,10),(11,15),0.00125261 # DEPENDENCYPART_SIBL
(11,12),(11,15),-0.0141592 # DEPENDENCYPART_SIBL
(12,1),(12,2),0.0278986 # DEPENDENCYPART_SIBL
(12,1),(12,3),0.026738 # DEPENDENCYPART_SIBL
(12,1),(12,4),0.0487229 # DEPENDENCYPART_SIBL
(12,1),(12,6),-0.00934045 # DEPENDENCYPART_SIBL
(12,1),(12,9),0.024818 # DEPENDENCYPART_SIBL
(12,1),(12,10),0.0423133 # DEPENDENCYPART_SIBL
(12,1),(12,11),0.0290798 # DEPENDENCYPART_SIBL
(12,1),(12,13),-0.047874 # DEPENDENCYPART_SIBL
(12,1),(12,15),-0.0289089 # DEPENDENCYPART_SIBL
(12,1),(12,16),-0.0398665 # DEPENDENCYPART_SIBL
(12,1),(12,17),-0.0315938 # DEPENDENCYPART_SIBL
(12,2),(12,3),0.0200726 # DEPENDENCYPART_SIBL
(12,2),(12,4),0.0420574 # DEPENDENCYPART_SIBL
(12,2),(12,6),-0.0128033 # DEPENDENCYPART_SIBL
(12,2),(12,9),0.0181526 # DEPENDENCYPART_SIBL
(12,2),(12,10),0.0356478 # DEPENDENCYPART_SIBL
(12,2),(12,11),0.0224144 # DEPENDENCYPART_SIBL
(12,2),(12,13),-0.0345088 # DEPENDENCYPART_SIBL
(12,2),(12,15),-0.000276016 # DEPENDENCYPART_SIBL
(12,2),(12,16),0.0197284 # DEPENDENCYPART_SIBL
(12,2),(12,17),-0.0182275 # DEPENDENCYPART_SIBL
(12,3),(12,4),0.0420944 # DEPENDENCYPART_SIBL
(12,3),(12,6),-0.0127922 # DEPENDENCYPART_SIBL
(12,3),(12,9),0.0181896 # DEPENDENCYPART_SIBL
(12,3),(12,10),0.0356848 # DEPENDENCYPART_SIBL
(12,3),(12,11),0.0224513 # DEPENDENCYPART_SIBL
(12,3),(12,13),-0.0357064 # DEPENDENCYPART_SIBL
(12,3),(12,15),-0.00151718 # DEPENDENCYPART_SIBL
(12,3),(12,16),0.0101241 # DEPENDENCYPART_SIBL
(12,3),(12,17),-0.0194251 # DEPENDENCYPART_SIBL
(12,4),(12,6),-0.0158051 # DEPENDENCYPART_SIBL
(12,4),(12,9),0.00731357 # DEPENDENCYPART_SIBL
(12,4),(12,10),0.0248088 # DEPENDENCYPART_SIBL
(12,4),(12,11),0.0115753 # DEPENDENCYPART_SIBL
(12,4),(12,13),-0.0332576 # DEPENDENCYPART_SIBL
(12,4),(12,15),0.00221379 # DEPENDENCYPART_SIBL
(12,4),(12,16),0.0324514 # DEPENDENCYPART_SIBL
(12,4),(12,17),-0.0169763 # DEPENDENCYPART_SIBL
(12,6),(12,9),-0.0307547 # DEPENDENCYPART_SIBL
(12,6),(12,10),-0.0180282 # DEPENDENCYPART_SIBL
(12,6),(12,11),-0.0289214 # DEPENDENCYPART_SIBL
(12,6),(12,13),0.00869531 # DEPENDENCYPART_SIBL
(12,6),(12,15),0.0192147 # DEPENDENCYPART_SIBL
(12,6),(12,16),-0.0403816 # DEPENDENCYPART_SIBL
(12,6),(12,17),0.0119138 # DEPENDENCYPART_SIBL
(12,9),(12,10),0.0427531 # DEPENDENCYPART_SIBL
(12,9),(12,11),0.0295199 # DEPENDENCYPART_SIBL
(12,9),(12,13),-0.0394966 # DEPENDENCYPART_SIBL
(12,9),(12,15),-0.00417696 # DEPENDENCYPART_SIBL
(12,9),(12,16),0.00571289 # DEPENDENCYPART_SIBL
(12,9),(12,17),-0.0237658 # DEPENDENCYPART_SIBL
(12,10),(12,11),0.0780942 # DEPENDENCYPART_SIBL
(12,10),(12,13),-0.0468961 # DEPENDENCYPART_SIBL
(12,10),(12,15),-0.0126547 # DEPENDENCYPART_SIBL
(12,10),(12,16),0.00581466 # DEPENDENCYPART_SIBL
(12,10),(12,17),-0.0311809 # DEPENDENCYPART_SIBL
(12,11),(12,13),-0.0393138 # DEPENDENCYPART_SIBL
(12,11),(12,15),-0.00508125 # DEPENDENCYPART_SIBL
(12,11),(12,16),0.00455818 # DEPENDENCYPART_SIBL
(12,11),(12,17),-0.0236001 # DEPENDENCYPART_SIBL
(12,13),(12,15),-0.0146231 # DEPENDENCYPART_SIBL
(12,13),(12,16),0.0122669 # DEPENDENCYPART_SIBL
(12,13),(12,17),-0.0137706 # DEPENDENCYPART_SIBL
(12,15),(12,16),0.0117955 # DEPENDENCYPART_SIBL
(12,15),(12,17),-0.0165843 # DEPENDENCYPART_SIBL
(12,16),(12,17),0.00222445 # DEPENDENCYPART_SIBL
(13,1),(13,2),-0.0924251 # DEPENDENCYPART_SIBL
(13,1),(13,3),-0.0924249 # DEPENDENCYPART_SIBL
(13,1),(13,4),-0.0830726 # DEPENDENCYPART_SIBL
(13,1),(13,5),-0.0153105 # DEPENDENCYPART_SIBL
(13,1),(13,6),-0.0741744 # DEPENDENCYPART_SIBL
(13,1),(13,7),0.0106991 # DEPENDENCYPART_SIBL
(13,1),(13,8),-0.0117737 # DEPENDENCYPART_SIBL
(13,1),(13,9),-0.0927947 # DEPENDENCYPART_SIBL
(13,1),(13,10),-0.0984953 # DEPENDENCYPART_SIBL
(13,1),(13,11),-0.0919589 # DEPENDENCYPART_SIBL
(13,1),(13,12),-0.0887974 # DEPENDENCYPART_SIBL
(13,1),(13,14),-0.110686 # DEPENDENCYPART_SIBL
(13,1),(13,15),-0.0350395 # DEPENDENCYPART_SIBL
(13,1),(13,16),-0.0613778 # DEPENDENCYPART_SIBL
(13,1),(13,17),-0.0218717 # DEPENDENCYPART_SIBL
(13,1),(13,19),-0.0460546 # DEPENDENCYPART_SIBL
(13,1),(13,20),0.00355542 # DEPENDENCYPART_SIBL
(13,1),(13,22),-0.00425284 # DEPENDENCYPART_SIBL
(13,1),(13,23),-0.032206 # DEPENDENCYPART_SIBL
(13,1),(13,25),-0.0256595 # DEPENDENCYPART_SIBL
(13,1),(13,26),-0.0087853 # DEPENDENCYPART_SIBL
(13,1),(13,32),0.03001 # DEPENDENCYPART_SIBL
(13,2),(13,3),-0.0900532 # DEPENDENCYPART_SIBL
(13,2),(13,4),-0.0807009 # DEPENDENCYPART_SIBL
(13,2),(13,5),0.000894911 # DEPENDENCYPART_SIBL
(13,2),(13,6),-0.0721914 # DEPENDENCYPART_SIBL
(13,2),(13,7),0.0127033 # DEPENDENCYPART_SIBL
(13,2),(13,8),-0.00977136 # DEPENDENCYPART_SIBL
(13,2),(13,9),-0.090423 # DEPENDENCYPART_SIBL
(13,2),(13,10),-0.0961236 # DEPENDENCYPART_SIBL
(13,2),(13,11),-0.0895873 # DEPENDENCYPART_SIBL
(13,2),(13,12),-0.0864258 # DEPENDENCYPART_SIBL
(13,2),(13,14),-0.107921 # DEPENDENCYPART_SIBL
(13,2),(13,15),-0.0204167 # DEPENDENCYPART_SIBL
(13,2),(13,16),-0.0319466 # DEPENDENCYPART_SIBL
(13,2),(13,17),-0.012962 # DEPENDENCYPART_SIBL
(13,2),(13,19),-0.0384539 # DEPENDENCYPART_SIBL
(13,2),(13,20),0.00737096 # DEPENDENCYPART_SIBL
(13,2),(13,22),-0.00120285 # DEPENDENCYPART_SIBL
(13,2),(13,23),-0.023297 # DEPENDENCYPART_SIBL
(13,2),(13,25),-0.0110476 # DEPENDENCYPART_SIBL
(13,2),(13,26),-0.0149218 # DEPENDENCYPART_SIBL
(13,2),(13,32),0.0315193 # DEPENDENCYPART_SIBL
(13,3),(13,4),-0.0806801 # DEPENDENCYPART_SIBL
(13,3),(13,5),0.0009067 # DEPENDENCYPART_SIBL
(13,3),(13,6),-0.0721909 # DEPENDENCYPART_SIBL
(13,3),(13,7),0.0127071 # DEPENDENCYPART_SIBL
(13,3),(13,8),-0.00976446 # DEPENDENCYPART_SIBL
(13,3),(13,9),-0.0904022 # DEPENDENCYPART_SIBL
(13,3),(13,10),-0.0961028 # DEPENDENCYPART_SIBL
(13,3),(13,11),-0.0895665 # DEPENDENCYPART_SIBL
(13,3),(13,12),-0.086405 # DEPENDENCYPART_SIBL
(13,3),(13,14),-0.107913 # DEPENDENCYPART_SIBL
(13,3),(13,15),-0.0203461 # DEPENDENCYPART_SIBL
(13,3),(13,16),-0.0360646 # DEPENDENCYPART_SIBL
(13,3),(13,17),-0.0128035 # DEPENDENCYPART_SIBL
(13,3),(13,19),-0.0382954 # DEPENDENCYPART_SIBL
(13,3),(13,20),0.00738163 # DEPENDENCYPART_SIBL
(13,3),(13,22),-0.00107679 # DEPENDENCYPART_SIBL
(13,3),(13,23),-0.0231386 # DEPENDENCYPART_SIBL
(13,3),(13,25),-0.010977 # DEPENDENCYPART_SIBL
(13,3),(13,26),-0.0170015 # DEPENDENCYPART_SIBL
(13,3),(13,32),0.0321212 # DEPENDENCYPART_SIBL
(13,4),(13,5),0.0125575 # DEPENDENCYPART_SIBL
(13,4),(13,6),-0.072191 # DEPENDENCYPART_SIBL
(13,4),(13,7),0.012706 # DEPENDENCYPART_SIBL
(13,4),(13,8),-0.00976551 # DEPENDENCYPART_SIBL
(13,4),(13,9),-0.0944092 # DEPENDENCYPART_SIBL
(13,4),(13,10),-0.10011 # DEPENDENCYPART_SIBL
(13,4),(13,11),-0.0935735 # DEPENDENCYPART_SIBL
(13,4),(13,12),-0.090412 # DEPENDENCYPART_SIBL
(13,4),(13,14),-0.107914 # DEPENDENCYPART_SIBL
(13,4),(13,15),-0.0205041 # DEPENDENCYPART_SIBL
(13,4),(13,16),-0.0268382 # DEPENDENCYPART_SIBL
(13,4),(13,17),-0.0139049 # DEPENDENCYPART_SIBL
(13,4),(13,19),-0.0393967 # DEPENDENCYPART_SIBL
(13,4),(13,20),0.00737803 # DEPENDENCYPART_SIBL
(13,4),(13,22),-0.0010803 # DEPENDENCYPART_SIBL
(13,4),(13,23),-0.0242399 # DEPENDENCYPART_SIBL
(13,4),(13,25),-0.011135 # DEPENDENCYPART_SIBL
(13,4),(13,26),-0.0170247 # DEPENDENCYPART_SIBL
(13,4),(13,32),0.0317694 # DEPENDENCYPART_SIBL
(13,5),(13,6),-0.0692714 # DEPENDENCYPART_SIBL
(13,5),(13,7),0.0332884 # DEPENDENCYPART_SIBL
(13,5),(13,8),0.00127081 # DEPENDENCYPART_SIBL
(13,5),(13,9),-0.00170618 # DEPENDENCYPART_SIBL
(13,5),(13,10),-0.0372479 # DEPENDENCYPART_SIBL
(13,5),(13,11),-0.00178713 # DEPENDENCYPART_SIBL
(13,5),(13,12),0.00854286 # DEPENDENCYPART_SIBL
(13,5),(13,14),-0.132954 # DEPENDENCYPART_SIBL
(13,5),(13,15),-0.0405164 # DEPENDENCYPART_SIBL
(13,5),(13,16),0.12479 # DEPENDENCYPART_SIBL
(13,5),(13,17),-0.00416711 # DEPENDENCYPART_SIBL
(13,5),(13,19),-0.0575921 # DEPENDENCYPART_SIBL
(13,5),(13,20),-0.0153855 # DEPENDENCYPART_SIBL
(13,5),(13,22),-0.0705498 # DEPENDENCYPART_SIBL
(13,5),(13,23),-0.0229284 # DEPENDENCYPART_SIBL
(13,5),(13,25),-0.0209457 # DEPENDENCYPART_SIBL
(13,5),(13,26),-0.0265515 # DEPENDENCYPART_SIBL
(13,5),(13,32),0.0529156 # DEPENDENCYPART_SIBL
(13,6),(13,7),0.0385277 # DEPENDENCYPART_SIBL
(13,6),(13,8),0.0231447 # DEPENDENCYPART_SIBL
(13,6),(13,9),-0.0377617 # DEPENDENCYPART_SIBL
(13,6),(13,10),-0.0463231 # DEPENDENCYPART_SIBL
(13,6),(13,11),-0.0379226 # DEPENDENCYPART_SIBL
(13,6),(13,12),-0.0342494 # DEPENDENCYPART_SIBL
(13,6),(13,14),-0.0487737 # DEPENDENCYPART_SIBL
(13,6),(13,15),0.00320411 # DEPENDENCYPART_SIBL
(13,6),(13,16),-0.181303 # DEPENDENCYPART_SIBL
(13,6),(13,17),-0.0388672 # DEPENDENCYPART_SIBL
(13,6),(13,19),-0.0345829 # DEPENDENCYPART_SIBL
(13,6),(13,20),-0.00889397 # DEPENDENCYPART_SIBL
(13,6),(13,22),-0.0405052 # DEPENDENCYPART_SIBL
(13,6),(13,23),-0.0220327 # DEPENDENCYPART_SIBL
(13,6),(13,25),-0.0101358 # DEPENDENCYPART_SIBL
(13,6),(13,26),-0.0148301 # DEPENDENCYPART_SIBL
(13,6),(13,32),-0.157983 # DEPENDENCYPART_SIBL
(13,7),(13,8),-0.0329584 # DEPENDENCYPART_SIBL
(13,7),(13,9),0.00314726 # DEPENDENCYPART_SIBL
(13,7),(13,10),-0.0028827 # DEPENDENCYPART_SIBL
(13,7),(13,11),0.00298632 # DEPENDENCYPART_SIBL
(13,7),(13,12),0.00636259 # DEPENDENCYPART_SIBL
(13,7),(13,14),-0.0355893 # DEPENDENCYPART_SIBL
(13,7),(13,15),0.0213266 # DEPENDENCYPART_SIBL
(13,7),(13,16),-0.083089 # DEPENDENCYPART_SIBL
(13,7),(13,17),0.000986067 # DEPENDENCYPART_SIBL
(13,7),(13,19),0.00192393 # DEPENDENCYPART_SIBL
(13,7),(13,20),0.022823 # DEPENDENCYPART_SIBL
(13,7),(13,22),0.013012 # DEPENDENCYPART_SIBL
(13,7),(13,23),0.0277915 # DEPENDENCYPART_SIBL
(13,7),(13,25),0.00257996 # DEPENDENCYPART_SIBL
(13,7),(13,26),0.0219103 # DEPENDENCYPART_SIBL
(13,7),(13,32),0.0189658 # DEPENDENCYPART_SIBL
(13,8),(13,9),0.00914324 # DEPENDENCYPART_SIBL
(13,8),(13,10),0.00311328 # DEPENDENCYPART_SIBL
(13,8),(13,11),0.0089823 # DEPENDENCYPART_SIBL
(13,8),(13,12),0.0123586 # DEPENDENCYPART_SIBL
(13,8),(13,14),-0.0501705 # DEPENDENCYPART_SIBL
(13,8),(13,15),0.00940341 # DEPENDENCYPART_SIBL
(13,8),(13,16),-0.0878819 # DEPENDENCYPART_SIBL
(13,8),(13,17),-0.079315 # DEPENDENCYPART_SIBL
(13,8),(13,19),-0.0774321 # DEPENDENCYPART_SIBL
(13,8),(13,20),0.0205656 # DEPENDENCYPART_SIBL
(13,8),(13,22),-0.0165557 # DEPENDENCYPART_SIBL
(13,8),(13,23),-0.044321 # DEPENDENCYPART_SIBL
(13,8),(13,25),-0.011674 # DEPENDENCYPART_SIBL
(13,8),(13,26),-0.00579893 # DEPENDENCYPART_SIBL
(13,8),(13,32),0.00468084 # DEPENDENCYPART_SIBL
(13,9),(13,10),-0.0907793 # DEPENDENCYPART_SIBL
(13,9),(13,11),-0.0842429 # DEPENDENCYPART_SIBL
(13,9),(13,12),-0.081348 # DEPENDENCYPART_SIBL
(13,9),(13,14),-0.108095 # DEPENDENCYPART_SIBL
(13,9),(13,15),-0.0189587 # DEPENDENCYPART_SIBL
(13,9),(13,16),-0.034327 # DEPENDENCYPART_SIBL
(13,9),(13,17),-0.0119281 # DEPENDENCYPART_SIBL
(13,9),(13,19),-0.0371464 # DEPENDENCYPART_SIBL
(13,9),(13,20),0.00718641 # DEPENDENCYPART_SIBL
(13,9),(13,22),-0.00127366 # DEPENDENCYPART_SIBL
(13,9),(13,23),-0.0219878 # DEPENDENCYPART_SIBL
(13,9),(13,25),-0.00958967 # DEPENDENCYPART_SIBL
(13,9),(13,26),-0.0178076 # DEPENDENCYPART_SIBL
(13,9),(13,32),0.0358433 # DEPENDENCYPART_SIBL
(13,10),(13,11),-0.0802121 # DEPENDENCYPART_SIBL
(13,10),(13,12),-0.0772504 # DEPENDENCYPART_SIBL
(13,10),(13,14),-0.135193 # DEPENDENCYPART_SIBL
(13,10),(13,15),-0.0649681 # DEPENDENCYPART_SIBL
(13,10),(13,16),-0.0744955 # DEPENDENCYPART_SIBL
(13,10),(13,17),-0.0596537 # DEPENDENCYPART_SIBL
(13,10),(13,19),-0.085317 # DEPENDENCYPART_SIBL
(13,10),(13,20),-0.0212587 # DEPENDENCYPART_SIBL
(13,10),(13,22),-0.025124 # DEPENDENCYPART_SIBL
(13,10),(13,23),-0.0697058 # DEPENDENCYPART_SIBL
(13,10),(13,25),-0.055599 # DEPENDENCYPART_SIBL
(13,10),(13,26),-0.0506222 # DEPENDENCYPART_SIBL
(13,10),(13,32),-0.0286894 # DEPENDENCYPART_SIBL
(13,11),(13,12),-0.0865039 # DEPENDENCYPART_SIBL
(13,11),(13,14),-0.107916 # DEPENDENCYPART_SIBL
(13,11),(13,15),-0.0208803 # DEPENDENCYPART_SIBL
(13,11),(13,16),-0.0371921 # DEPENDENCYPART_SIBL
(13,11),(13,17),-0.0133754 # DEPENDENCYPART_SIBL
(13,11),(13,19),-0.0385834 # DEPENDENCYPART_SIBL
(13,11),(13,20),0.0073784 # DEPENDENCYPART_SIBL
(13,11),(13,22),-0.0010819 # DEPENDENCYPART_SIBL
(13,11),(13,23),-0.0234266 # DEPENDENCYPART_SIBL
(13,11),(13,25),-0.0115112 # DEPENDENCYPART_SIBL
(13,11),(13,26),-0.0172088 # DEPENDENCYPART_SIBL
(13,11),(13,32),0.0321159 # DEPENDENCYPART_SIBL
(13,12),(13,14),-0.0970044 # DEPENDENCYPART_SIBL
(13,12),(13,15),-0.0094475 # DEPENDENCYPART_SIBL
(13,12),(13,16),-0.0251563 # DEPENDENCYPART_SIBL
(13,12),(13,17),-0.00257469 # DEPENDENCYPART_SIBL
