# _root_ Perhaps the shock would have been less if they 'd fixed to another low-tax , deregulated , supply-side economy .
#goldHeads=4,3,4,0,4,5,6,10,10,6,10,11,19,19,19,19,19,19,12,4,
#predictedHeads=4,3,4,0,4,5,6,10,10,7,10,11,14,12,6,19,19,19,6,4,
(6,8),(6,19),-0.0062847 # DEPENDENCYPART_SIBL
(6,8),(6,20),-0.0251942 # DEPENDENCYPART_SIBL
(6,10),(6,11),-0.100394 # DEPENDENCYPART_SIBL
(6,10),(6,12),-0.092102 # DEPENDENCYPART_SIBL
(6,10),(6,14),-0.0382013 # DEPENDENCYPART_SIBL
(6,10),(6,15),-0.0553227 # DEPENDENCYPART_SIBL
(6,10),(6,16),-0.0966897 # DEPENDENCYPART_SIBL
(6,10),(6,17),-0.0553227 # DEPENDENCYPART_SIBL
(6,10),(6,19),-0.0348515 # DEPENDENCYPART_SIBL
(6,10),(6,20),0.00259994 # DEPENDENCYPART_SIBL
(6,11),(6,12),-0.0882523 # DEPENDENCYPART_SIBL
(6,11),(6,14),-0.0345039 # DEPENDENCYPART_SIBL
(6,11),(6,15),-0.0547183 # DEPENDENCYPART_SIBL
(6,11),(6,16),-0.0907001 # DEPENDENCYPART_SIBL
(6,11),(6,17),-0.0547183 # DEPENDENCYPART_SIBL
(6,11),(6,19),-0.0311542 # DEPENDENCYPART_SIBL
(6,11),(6,20),0.0166069 # DEPENDENCYPART_SIBL
(6,12),(6,14),-0.0199505 # DEPENDENCYPART_SIBL
(6,12),(6,15),-0.0133932 # DEPENDENCYPART_SIBL
(6,12),(6,16),-0.0549921 # DEPENDENCYPART_SIBL
(6,12),(6,17),-0.0133932 # DEPENDENCYPART_SIBL
(6,12),(6,19),-0.0159478 # DEPENDENCYPART_SIBL
(6,12),(6,20),-0.0137407 # DEPENDENCYPART_SIBL
(6,14),(6,15),-0.0262186 # DEPENDENCYPART_SIBL
(6,14),(6,16),-0.0733122 # DEPENDENCYPART_SIBL
(6,14),(6,17),-0.0262186 # DEPENDENCYPART_SIBL
(6,14),(6,19),-0.0520882 # DEPENDENCYPART_SIBL
(6,14),(6,20),-0.0304578 # DEPENDENCYPART_SIBL
(6,15),(6,16),0.00513333 # DEPENDENCYPART_SIBL
(6,15),(6,17),0.0229727 # DEPENDENCYPART_SIBL
(6,15),(6,19),0.0238872 # DEPENDENCYPART_SIBL
(6,15),(6,20),0.0174452 # DEPENDENCYPART_SIBL
(6,16),(6,17),-0.0562352 # DEPENDENCYPART_SIBL
(6,16),(6,19),-0.0341538 # DEPENDENCYPART_SIBL
(6,16),(6,20),-0.0044213 # DEPENDENCYPART_SIBL
(6,17),(6,19),0.0238872 # DEPENDENCYPART_SIBL
(6,17),(6,20),0.0174452 # DEPENDENCYPART_SIBL
(6,19),(6,20),-0.0205518 # DEPENDENCYPART_SIBL
(7,3),(7,8),-0.0403987 # DEPENDENCYPART_SIBL
(7,3),(7,10),-0.0330254 # DEPENDENCYPART_SIBL
(7,3),(7,14),-0.0144937 # DEPENDENCYPART_SIBL
(7,3),(7,19),-0.0162548 # DEPENDENCYPART_SIBL
(7,3),(7,20),-0.0302461 # DEPENDENCYPART_SIBL
(7,8),(7,10),-0.0133924 # DEPENDENCYPART_SIBL
(7,8),(7,14),0.0336244 # DEPENDENCYPART_SIBL
(7,8),(7,19),0.032198 # DEPENDENCYPART_SIBL
(7,8),(7,20),0.0183313 # DEPENDENCYPART_SIBL
(7,10),(7,14),0.0600401 # DEPENDENCYPART_SIBL
(7,10),(7,19),0.0591533 # DEPENDENCYPART_SIBL
(7,10),(7,20),0.0772112 # DEPENDENCYPART_SIBL
(7,14),(7,19),-0.00733593 # DEPENDENCYPART_SIBL
(7,14),(7,20),-0.0148601 # DEPENDENCYPART_SIBL
(7,19),(7,20),-0.0154821 # DEPENDENCYPART_SIBL
(8,3),(8,7),0.0213029 # DEPENDENCYPART_SIBL
(8,3),(8,9),-0.0183873 # DEPENDENCYPART_SIBL
(8,3),(8,10),-0.0238946 # DEPENDENCYPART_SIBL
(8,3),(8,11),-0.0117631 # DEPENDENCYPART_SIBL
(8,3),(8,12),0.0121723 # DEPENDENCYPART_SIBL
(8,3),(8,14),0.0129766 # DEPENDENCYPART_SIBL
(8,7),(8,9),0.0273619 # DEPENDENCYPART_SIBL
(8,7),(8,10),0.0271229 # DEPENDENCYPART_SIBL
(8,7),(8,11),0.024943 # DEPENDENCYPART_SIBL
(8,7),(8,12),0.0711017 # DEPENDENCYPART_SIBL
(8,7),(8,14),-0.0408712 # DEPENDENCYPART_SIBL
(8,9),(8,10),-0.015314 # DEPENDENCYPART_SIBL
(8,9),(8,11),-0.0127941 # DEPENDENCYPART_SIBL
(8,9),(8,12),-0.0398152 # DEPENDENCYPART_SIBL
(8,9),(8,14),-0.0378924 # DEPENDENCYPART_SIBL
(8,10),(8,11),-0.0393913 # DEPENDENCYPART_SIBL
(8,10),(8,12),-0.0222425 # DEPENDENCYPART_SIBL
(8,10),(8,14),-0.0389663 # DEPENDENCYPART_SIBL
(8,11),(8,12),-0.0244553 # DEPENDENCYPART_SIBL
(8,11),(8,14),-0.0411696 # DEPENDENCYPART_SIBL
(8,12),(8,14),0.0312011 # DEPENDENCYPART_SIBL
(10,1),(10,3),0.00943703 # DEPENDENCYPART_SIBL
(10,1),(10,4),-0.0293624 # DEPENDENCYPART_SIBL
(10,1),(10,6),0.0207243 # DEPENDENCYPART_SIBL
(10,1),(10,7),-0.0226079 # DEPENDENCYPART_SIBL
(10,1),(10,8),0.0386877 # DEPENDENCYPART_SIBL
(10,1),(10,9),0.0266682 # DEPENDENCYPART_SIBL
(10,1),(10,11),0.0383022 # DEPENDENCYPART_SIBL
(10,1),(10,12),0.0419764 # DEPENDENCYPART_SIBL
(10,1),(10,13),-0.0132033 # DEPENDENCYPART_SIBL
(10,1),(10,14),0.0440232 # DEPENDENCYPART_SIBL
(10,1),(10,15),-0.0133563 # DEPENDENCYPART_SIBL
(10,1),(10,16),0.0386944 # DEPENDENCYPART_SIBL
(10,1),(10,17),-0.0133563 # DEPENDENCYPART_SIBL
(10,1),(10,18),0.00547115 # DEPENDENCYPART_SIBL
(10,1),(10,19),0.0240098 # DEPENDENCYPART_SIBL
(10,1),(10,20),0.0712916 # DEPENDENCYPART_SIBL
(10,3),(10,4),-0.0592451 # DEPENDENCYPART_SIBL
(10,3),(10,6),-0.00470576 # DEPENDENCYPART_SIBL
(10,3),(10,7),-0.00789707 # DEPENDENCYPART_SIBL
(10,3),(10,8),-0.0482607 # DEPENDENCYPART_SIBL
(10,3),(10,9),-0.094818 # DEPENDENCYPART_SIBL
(10,3),(10,11),-0.0151568 # DEPENDENCYPART_SIBL
(10,3),(10,12),-0.011764 # DEPENDENCYPART_SIBL
(10,3),(10,13),-0.0784361 # DEPENDENCYPART_SIBL
(10,3),(10,14),-0.0228154 # DEPENDENCYPART_SIBL
(10,3),(10,15),-0.0179733 # DEPENDENCYPART_SIBL
(10,3),(10,16),-0.0362799 # DEPENDENCYPART_SIBL
(10,3),(10,17),-0.0179733 # DEPENDENCYPART_SIBL
(10,3),(10,18),-0.0183006 # DEPENDENCYPART_SIBL
(10,3),(10,19),-0.0432397 # DEPENDENCYPART_SIBL
(10,3),(10,20),-0.00819697 # DEPENDENCYPART_SIBL
(10,4),(10,6),-0.0491892 # DEPENDENCYPART_SIBL
(10,4),(10,7),-0.0189371 # DEPENDENCYPART_SIBL
(10,4),(10,8),-0.0804259 # DEPENDENCYPART_SIBL
(10,4),(10,9),-0.00107346 # DEPENDENCYPART_SIBL
(10,4),(10,11),-0.144442 # DEPENDENCYPART_SIBL
(10,4),(10,12),-0.0804201 # DEPENDENCYPART_SIBL
(10,4),(10,13),-0.0822111 # DEPENDENCYPART_SIBL
(10,4),(10,14),-0.0455463 # DEPENDENCYPART_SIBL
(10,4),(10,15),-0.105375 # DEPENDENCYPART_SIBL
(10,4),(10,16),-0.148002 # DEPENDENCYPART_SIBL
(10,4),(10,17),-0.105375 # DEPENDENCYPART_SIBL
(10,4),(10,18),-0.0804999 # DEPENDENCYPART_SIBL
(10,4),(10,19),-0.060872 # DEPENDENCYPART_SIBL
(10,4),(10,20),-0.000943751 # DEPENDENCYPART_SIBL
(10,6),(10,7),-4.31051e-06 # DEPENDENCYPART_SIBL
(10,6),(10,8),-0.0185165 # DEPENDENCYPART_SIBL
(10,6),(10,9),0.0611068 # DEPENDENCYPART_SIBL
(10,6),(10,11),-0.0572402 # DEPENDENCYPART_SIBL
(10,6),(10,12),-0.0666563 # DEPENDENCYPART_SIBL
(10,6),(10,13),-0.0516241 # DEPENDENCYPART_SIBL
(10,6),(10,14),0.0094364 # DEPENDENCYPART_SIBL
(10,6),(10,15),-0.051607 # DEPENDENCYPART_SIBL
(10,6),(10,16),-0.0606989 # DEPENDENCYPART_SIBL
(10,6),(10,17),-0.051607 # DEPENDENCYPART_SIBL
(10,6),(10,18),-0.00719755 # DEPENDENCYPART_SIBL
(10,6),(10,19),-0.00987981 # DEPENDENCYPART_SIBL
(10,6),(10,20),0.0159092 # DEPENDENCYPART_SIBL
(10,7),(10,8),-0.0105938 # DEPENDENCYPART_SIBL
(10,7),(10,9),-0.00517287 # DEPENDENCYPART_SIBL
(10,7),(10,11),-0.0336935 # DEPENDENCYPART_SIBL
(10,7),(10,12),-0.0204719 # DEPENDENCYPART_SIBL
(10,7),(10,13),-0.0431733 # DEPENDENCYPART_SIBL
(10,7),(10,14),-0.00194728 # DEPENDENCYPART_SIBL
(10,7),(10,15),-0.0351032 # DEPENDENCYPART_SIBL
(10,7),(10,16),-0.0371896 # DEPENDENCYPART_SIBL
(10,7),(10,17),-0.0351032 # DEPENDENCYPART_SIBL
(10,7),(10,18),0.0399338 # DEPENDENCYPART_SIBL
(10,7),(10,19),-0.0173286 # DEPENDENCYPART_SIBL
(10,7),(10,20),-0.0249192 # DEPENDENCYPART_SIBL
(10,8),(10,9),0.117609 # DEPENDENCYPART_SIBL
(10,8),(10,11),-0.00705573 # DEPENDENCYPART_SIBL
(10,8),(10,12),-0.0570656 # DEPENDENCYPART_SIBL
(10,8),(10,13),-0.039259 # DEPENDENCYPART_SIBL
(10,8),(10,14),0.0590793 # DEPENDENCYPART_SIBL
(10,8),(10,15),-0.0834786 # DEPENDENCYPART_SIBL
(10,8),(10,16),-0.0103002 # DEPENDENCYPART_SIBL
(10,8),(10,17),-0.0834786 # DEPENDENCYPART_SIBL
(10,8),(10,18),-0.00407211 # DEPENDENCYPART_SIBL
(10,8),(10,19),0.0293943 # DEPENDENCYPART_SIBL
(10,8),(10,20),-0.23404 # DEPENDENCYPART_SIBL
(10,9),(10,11),-0.0316295 # DEPENDENCYPART_SIBL
(10,9),(10,12),-0.0867485 # DEPENDENCYPART_SIBL
(10,9),(10,13),-0.0650145 # DEPENDENCYPART_SIBL
(10,9),(10,14),-0.05375 # DEPENDENCYPART_SIBL
(10,9),(10,15),-0.0367951 # DEPENDENCYPART_SIBL
(10,9),(10,16),-0.033073 # DEPENDENCYPART_SIBL
(10,9),(10,17),-0.0367951 # DEPENDENCYPART_SIBL
(10,9),(10,18),-0.0281662 # DEPENDENCYPART_SIBL
(10,9),(10,19),-0.068835 # DEPENDENCYPART_SIBL
(10,9),(10,20),0.0227832 # DEPENDENCYPART_SIBL
(10,11),(10,12),-0.0607084 # DEPENDENCYPART_SIBL
(10,11),(10,13),-0.0391448 # DEPENDENCYPART_SIBL
(10,11),(10,14),-0.0295751 # DEPENDENCYPART_SIBL
(10,11),(10,15),-0.0148944 # DEPENDENCYPART_SIBL
(10,11),(10,16),-0.0366529 # DEPENDENCYPART_SIBL
(10,11),(10,17),-0.0148944 # DEPENDENCYPART_SIBL
(10,11),(10,18),-0.0550478 # DEPENDENCYPART_SIBL
(10,11),(10,19),-0.0262254 # DEPENDENCYPART_SIBL
(10,11),(10,20),-0.00384426 # DEPENDENCYPART_SIBL
(10,12),(10,13),-0.0361182 # DEPENDENCYPART_SIBL
(10,12),(10,14),-0.0268711 # DEPENDENCYPART_SIBL
(10,12),(10,15),0.00457675 # DEPENDENCYPART_SIBL
(10,12),(10,16),-0.0176625 # DEPENDENCYPART_SIBL
(10,12),(10,17),0.00457675 # DEPENDENCYPART_SIBL
(10,12),(10,18),-0.032211 # DEPENDENCYPART_SIBL
(10,12),(10,19),-0.0228683 # DEPENDENCYPART_SIBL
(10,12),(10,20),-0.0180711 # DEPENDENCYPART_SIBL
(10,13),(10,14),-0.0269669 # DEPENDENCYPART_SIBL
(10,13),(10,15),-0.0331783 # DEPENDENCYPART_SIBL
(10,13),(10,16),-0.0225792 # DEPENDENCYPART_SIBL
(10,13),(10,17),-0.0331783 # DEPENDENCYPART_SIBL
(10,13),(10,18),-0.0330161 # DEPENDENCYPART_SIBL
(10,13),(10,19),-0.0227403 # DEPENDENCYPART_SIBL
(10,13),(10,20),-0.0318595 # DEPENDENCYPART_SIBL
(10,14),(10,15),0.00337122 # DEPENDENCYPART_SIBL
(10,14),(10,16),-0.0128683 # DEPENDENCYPART_SIBL
(10,14),(10,17),0.00337122 # DEPENDENCYPART_SIBL
(10,14),(10,18),-0.0297979 # DEPENDENCYPART_SIBL
(10,14),(10,19),-0.0315726 # DEPENDENCYPART_SIBL
(10,14),(10,20),-0.0107906 # DEPENDENCYPART_SIBL
(10,15),(10,16),0.033703 # DEPENDENCYPART_SIBL
(10,15),(10,17),0.0151178 # DEPENDENCYPART_SIBL
(10,15),(10,18),-0.00897794 # DEPENDENCYPART_SIBL
(10,15),(10,19),-0.00741539 # DEPENDENCYPART_SIBL
(10,15),(10,20),-0.00864432 # DEPENDENCYPART_SIBL
(10,16),(10,17),-0.0164113 # DEPENDENCYPART_SIBL
(10,16),(10,18),-0.0583764 # DEPENDENCYPART_SIBL
(10,16),(10,19),-0.029225 # DEPENDENCYPART_SIBL
(10,16),(10,20),-0.0248725 # DEPENDENCYPART_SIBL
(10,17),(10,18),-0.00897794 # DEPENDENCYPART_SIBL
(10,17),(10,19),-0.00741539 # DEPENDENCYPART_SIBL
(10,17),(10,20),-0.00864432 # DEPENDENCYPART_SIBL
(10,18),(10,19),-0.0292866 # DEPENDENCYPART_SIBL
(10,18),(10,20),-0.0174934 # DEPENDENCYPART_SIBL
(10,19),(10,20),-0.000884624 # DEPENDENCYPART_SIBL
(11,3),(11,8),-0.0382562 # DEPENDENCYPART_SIBL
(11,3),(11,9),-0.104984 # DEPENDENCYPART_SIBL
(11,3),(11,10),-0.000119474 # DEPENDENCYPART_SIBL
(11,3),(11,12),-0.00719811 # DEPENDENCYPART_SIBL
(11,3),(11,13),-0.0727788 # DEPENDENCYPART_SIBL
(11,3),(11,14),-0.0237625 # DEPENDENCYPART_SIBL
(11,3),(11,15),-0.000776358 # DEPENDENCYPART_SIBL
(11,3),(11,16),0.000720473 # DEPENDENCYPART_SIBL
(11,3),(11,17),-0.000776358 # DEPENDENCYPART_SIBL
(11,3),(11,18),-0.0126434 # DEPENDENCYPART_SIBL
(11,3),(11,19),-0.0441868 # DEPENDENCYPART_SIBL
(11,3),(11,20),0.00691827 # DEPENDENCYPART_SIBL
(11,8),(11,9),0.0772047 # DEPENDENCYPART_SIBL
(11,8),(11,10),-0.00576569 # DEPENDENCYPART_SIBL
(11,8),(11,12),-0.0732094 # DEPENDENCYPART_SIBL
(11,8),(11,13),-0.0544001 # DEPENDENCYPART_SIBL
(11,8),(11,14),0.0360701 # DEPENDENCYPART_SIBL
(11,8),(11,15),-0.0870816 # DEPENDENCYPART_SIBL
(11,8),(11,16),-0.00331672 # DEPENDENCYPART_SIBL
(11,8),(11,17),-0.0870816 # DEPENDENCYPART_SIBL
(11,8),(11,18),-0.0192132 # DEPENDENCYPART_SIBL
(11,8),(11,19),0.00638516 # DEPENDENCYPART_SIBL
(11,8),(11,20),-0.247086 # DEPENDENCYPART_SIBL
(11,9),(11,10),-0.0180942 # DEPENDENCYPART_SIBL
(11,9),(11,12),-0.0840833 # DEPENDENCYPART_SIBL
(11,9),(11,13),-0.061317 # DEPENDENCYPART_SIBL
(11,9),(11,14),-0.0547138 # DEPENDENCYPART_SIBL
(11,9),(11,15),-0.0173247 # DEPENDENCYPART_SIBL
(11,9),(11,16),-0.00328034 # DEPENDENCYPART_SIBL
(11,9),(11,17),-0.0173247 # DEPENDENCYPART_SIBL
(11,9),(11,18),-0.0244687 # DEPENDENCYPART_SIBL
(11,9),(11,19),-0.0697988 # DEPENDENCYPART_SIBL
(11,9),(11,20),0.0385793 # DEPENDENCYPART_SIBL
(11,10),(11,12),-0.078245 # DEPENDENCYPART_SIBL
(11,10),(11,13),-0.0621314 # DEPENDENCYPART_SIBL
(11,10),(11,14),-0.00285563 # DEPENDENCYPART_SIBL
(11,10),(11,15),-0.0453296 # DEPENDENCYPART_SIBL
(11,10),(11,16),-0.0231232 # DEPENDENCYPART_SIBL
(11,10),(11,17),-0.0453296 # DEPENDENCYPART_SIBL
(11,10),(11,18),-0.0173125 # DEPENDENCYPART_SIBL
(11,10),(11,19),-0.0221718 # DEPENDENCYPART_SIBL
(11,10),(11,20),0.0295381 # DEPENDENCYPART_SIBL
(11,12),(11,13),-0.0361701 # DEPENDENCYPART_SIBL
(11,12),(11,14),-0.0268221 # DEPENDENCYPART_SIBL
(11,12),(11,15),0.00952981 # DEPENDENCYPART_SIBL
(11,12),(11,16),-0.0176207 # DEPENDENCYPART_SIBL
(11,12),(11,17),0.00952981 # DEPENDENCYPART_SIBL
(11,12),(11,18),-0.0322631 # DEPENDENCYPART_SIBL
(11,12),(11,19),-0.0228193 # DEPENDENCYPART_SIBL
(11,12),(11,20),-0.0184199 # DEPENDENCYPART_SIBL
(11,13),(11,14),-0.026866 # DEPENDENCYPART_SIBL
(11,13),(11,15),-0.0281733 # DEPENDENCYPART_SIBL
(11,13),(11,16),-0.0224367 # DEPENDENCYPART_SIBL
(11,13),(11,17),-0.0281733 # DEPENDENCYPART_SIBL
(11,13),(11,18),-0.0330164 # DEPENDENCYPART_SIBL
(11,13),(11,19),-0.0226394 # DEPENDENCYPART_SIBL
(11,13),(11,20),-0.0321562 # DEPENDENCYPART_SIBL
(11,14),(11,15),0.00100275 # DEPENDENCYPART_SIBL
(11,14),(11,16),-0.0202804 # DEPENDENCYPART_SIBL
(11,14),(11,17),0.00100275 # DEPENDENCYPART_SIBL
(11,14),(11,18),-0.0373525 # DEPENDENCYPART_SIBL
(11,14),(11,19),-0.0390262 # DEPENDENCYPART_SIBL
(11,14),(11,20),-0.0231447 # DEPENDENCYPART_SIBL
(11,15),(11,16),0.0411069 # DEPENDENCYPART_SIBL
(11,15),(11,17),0.0267146 # DEPENDENCYPART_SIBL
(11,15),(11,18),-0.00238647 # DEPENDENCYPART_SIBL
(11,15),(11,19),-0.000722811 # DEPENDENCYPART_SIBL
(11,15),(11,20),-0.000785989 # DEPENDENCYPART_SIBL
(11,16),(11,17),0.00647771 # DEPENDENCYPART_SIBL
(11,16),(11,18),-0.0446047 # DEPENDENCYPART_SIBL
(11,16),(11,19),-0.0153517 # DEPENDENCYPART_SIBL
(11,16),(11,20),-0.00132456 # DEPENDENCYPART_SIBL
(11,17),(11,18),-0.00238647 # DEPENDENCYPART_SIBL
(11,17),(11,19),-0.000722811 # DEPENDENCYPART_SIBL
(11,17),(11,20),-0.000785989 # DEPENDENCYPART_SIBL
(11,18),(11,19),-0.0291859 # DEPENDENCYPART_SIBL
(11,18),(11,20),-0.0177903 # DEPENDENCYPART_SIBL
(11,19),(11,20),-0.0132387 # DEPENDENCYPART_SIBL
(12,8),(12,13),0.00314984 # DEPENDENCYPART_SIBL
(12,8),(12,14),0.0533235 # DEPENDENCYPART_SIBL
(12,8),(12,15),0.0405763 # DEPENDENCYPART_SIBL
(12,8),(12,17),0.0405763 # DEPENDENCYPART_SIBL
(12,8),(12,19),0.0461032 # DEPENDENCYPART_SIBL
(12,8),(12,20),-0.0826059 # DEPENDENCYPART_SIBL
(12,13),(12,14),-0.0399139 # DEPENDENCYPART_SIBL
(12,13),(12,15),-0.00271623 # DEPENDENCYPART_SIBL
(12,13),(12,17),-0.00271623 # DEPENDENCYPART_SIBL
(12,13),(12,19),-0.0399319 # DEPENDENCYPART_SIBL
(12,13),(12,20),-0.00266881 # DEPENDENCYPART_SIBL
(12,14),(12,15),0.00382032 # DEPENDENCYPART_SIBL
(12,14),(12,17),0.00382032 # DEPENDENCYPART_SIBL
(12,14),(12,19),-0.0981513 # DEPENDENCYPART_SIBL
(12,14),(12,20),-0.00113304 # DEPENDENCYPART_SIBL
(12,15),(12,17),0.15269 # DEPENDENCYPART_SIBL
(12,15),(12,19),0.0653361 # DEPENDENCYPART_SIBL
(12,15),(12,20),0.0754682 # DEPENDENCYPART_SIBL
(12,17),(12,19),0.0653361 # DEPENDENCYPART_SIBL
(12,17),(12,20),0.0754682 # DEPENDENCYPART_SIBL
(12,19),(12,20),-0.00244395 # DEPENDENCYPART_SIBL
(13,15),(13,16),0.052438 # DEPENDENCYPART_SIBL
(14,8),(14,9),0.0173744 # DEPENDENCYPART_SIBL
(14,8),(14,11),-0.019867 # DEPENDENCYPART_SIBL
(14,8),(14,12),-0.130968 # DEPENDENCYPART_SIBL
(14,8),(14,13),-0.0205445 # DEPENDENCYPART_SIBL
(14,8),(14,15),0.0258227 # DEPENDENCYPART_SIBL
(14,8),(14,16),0.0164198 # DEPENDENCYPART_SIBL
(14,8),(14,17),0.0258227 # DEPENDENCYPART_SIBL
(14,8),(14,18),-0.00563925 # DEPENDENCYPART_SIBL
(14,8),(14,19),0.0309593 # DEPENDENCYPART_SIBL
(14,8),(14,20),-0.104912 # DEPENDENCYPART_SIBL
(14,9),(14,11),0.0267364 # DEPENDENCYPART_SIBL
(14,9),(14,12),-0.0272105 # DEPENDENCYPART_SIBL
(14,9),(14,13),-0.0433292 # DEPENDENCYPART_SIBL
(14,9),(14,15),0.0566331 # DEPENDENCYPART_SIBL
(14,9),(14,16),-0.0505943 # DEPENDENCYPART_SIBL
(14,9),(14,17),0.0566331 # DEPENDENCYPART_SIBL
(14,9),(14,18),-0.0550121 # DEPENDENCYPART_SIBL
(14,9),(14,19),-0.0049214 # DEPENDENCYPART_SIBL
(14,9),(14,20),0.00923115 # DEPENDENCYPART_SIBL
(14,11),(14,12),-0.01941 # DEPENDENCYPART_SIBL
(14,11),(14,13),0.0154624 # DEPENDENCYPART_SIBL
(14,11),(14,15),0.0180812 # DEPENDENCYPART_SIBL
(14,11),(14,16),-0.0394537 # DEPENDENCYPART_SIBL
(14,11),(14,17),0.0180812 # DEPENDENCYPART_SIBL
(14,11),(14,18),-0.0183718 # DEPENDENCYPART_SIBL
(14,11),(14,19),0.00653828 # DEPENDENCYPART_SIBL
(14,11),(14,20),0.0380855 # DEPENDENCYPART_SIBL
(14,12),(14,13),-0.0381492 # DEPENDENCYPART_SIBL
(14,12),(14,15),-0.0453264 # DEPENDENCYPART_SIBL
(14,12),(14,16),0.031699 # DEPENDENCYPART_SIBL
(14,12),(14,17),-0.0453264 # DEPENDENCYPART_SIBL
(14,12),(14,18),-0.00988448 # DEPENDENCYPART_SIBL
(14,12),(14,19),0.229218 # DEPENDENCYPART_SIBL
(14,12),(14,20),-0.0642068 # DEPENDENCYPART_SIBL
(14,13),(14,15),0.0509245 # DEPENDENCYPART_SIBL
(14,13),(14,16),0.15915 # DEPENDENCYPART_SIBL
(14,13),(14,17),0.0509245 # DEPENDENCYPART_SIBL
(14,13),(14,18),0.0443486 # DEPENDENCYPART_SIBL
(14,13),(14,19),0.0273066 # DEPENDENCYPART_SIBL
(14,13),(14,20),0.0854819 # DEPENDENCYPART_SIBL
(14,15),(14,16),0.0223713 # DEPENDENCYPART_SIBL
(14,15),(14,17),0.0393972 # DEPENDENCYPART_SIBL
(14,15),(14,18),0.0319095 # DEPENDENCYPART_SIBL
(14,15),(14,19),0.0347436 # DEPENDENCYPART_SIBL
(14,15),(14,20),0.0050613 # DEPENDENCYPART_SIBL
(14,16),(14,17),0.0249336 # DEPENDENCYPART_SIBL
(14,16),(14,18),0.00348432 # DEPENDENCYPART_SIBL
(14,16),(14,19),-0.0151423 # DEPENDENCYPART_SIBL
(14,16),(14,20),0.0016234 # DEPENDENCYPART_SIBL
(14,17),(14,18),0.0319095 # DEPENDENCYPART_SIBL
(14,17),(14,19),0.0347436 # DEPENDENCYPART_SIBL
(14,17),(14,20),0.0050613 # DEPENDENCYPART_SIBL
(14,18),(14,19),-0.00938045 # DEPENDENCYPART_SIBL
(14,18),(14,20),0.00639669 # DEPENDENCYPART_SIBL
(14,19),(14,20),0.0214483 # DEPENDENCYPART_SIBL
(16,8),(16,10),-0.00488785 # DEPENDENCYPART_SIBL
(16,8),(16,12),-0.0749966 # DEPENDENCYPART_SIBL
(16,8),(16,13),-0.00394223 # DEPENDENCYPART_SIBL
(16,8),(16,14),0.062824 # DEPENDENCYPART_SIBL
(16,8),(16,15),-0.010244 # DEPENDENCYPART_SIBL
(16,8),(16,17),-0.0830756 # DEPENDENCYPART_SIBL
(16,8),(16,18),-0.0152112 # DEPENDENCYPART_SIBL
(16,8),(16,19),0.0193557 # DEPENDENCYPART_SIBL
(16,8),(16,20),-0.236203 # DEPENDENCYPART_SIBL
(16,10),(16,12),0.0106119 # DEPENDENCYPART_SIBL
(16,10),(16,13),-0.0123153 # DEPENDENCYPART_SIBL
(16,10),(16,14),0.00570683 # DEPENDENCYPART_SIBL
(16,10),(16,15),0.0651189 # DEPENDENCYPART_SIBL
(16,10),(16,17),-0.0453222 # DEPENDENCYPART_SIBL
(16,10),(16,18),-0.0173091 # DEPENDENCYPART_SIBL
(16,10),(16,19),-0.0162792 # DEPENDENCYPART_SIBL
(16,10),(16,20),0.0358653 # DEPENDENCYPART_SIBL
(16,12),(16,13),-0.0256895 # DEPENDENCYPART_SIBL
(16,12),(16,14),-0.0147352 # DEPENDENCYPART_SIBL
(16,12),(16,15),0.0717988 # DEPENDENCYPART_SIBL
(16,12),(16,17),-0.01927 # DEPENDENCYPART_SIBL
(16,12),(16,18),-0.00800835 # DEPENDENCYPART_SIBL
(16,12),(16,19),0.0439912 # DEPENDENCYPART_SIBL
(16,12),(16,20),-0.222992 # DEPENDENCYPART_SIBL
(16,13),(16,14),-0.0199227 # DEPENDENCYPART_SIBL
(16,13),(16,15),-0.119306 # DEPENDENCYPART_SIBL
(16,13),(16,17),0.0135078 # DEPENDENCYPART_SIBL
(16,13),(16,18),-0.0136174 # DEPENDENCYPART_SIBL
(16,13),(16,19),-0.0400911 # DEPENDENCYPART_SIBL
(16,13),(16,20),0.0752454 # DEPENDENCYPART_SIBL
(16,14),(16,15),-0.00099798 # DEPENDENCYPART_SIBL
(16,14),(16,17),0.00461769 # DEPENDENCYPART_SIBL
(16,14),(16,18),-0.00963977 # DEPENDENCYPART_SIBL
(16,14),(16,19),-0.0329972 # DEPENDENCYPART_SIBL
(16,14),(16,20),0.0210179 # DEPENDENCYPART_SIBL
(16,15),(16,17),0.185511 # DEPENDENCYPART_SIBL
(16,15),(16,18),-0.027049 # DEPENDENCYPART_SIBL
(16,15),(16,19),-0.0402696 # DEPENDENCYPART_SIBL
(16,15),(16,20),0.0559137 # DEPENDENCYPART_SIBL
(16,17),(16,18),-0.00224444 # DEPENDENCYPART_SIBL
(16,17),(16,19),-0.000581003 # DEPENDENCYPART_SIBL
(16,17),(16,20),0.00704475 # DEPENDENCYPART_SIBL
(16,18),(16,19),-0.0291857 # DEPENDENCYPART_SIBL
(16,18),(16,20),-0.0101012 # DEPENDENCYPART_SIBL
(16,19),(16,20),0.00720151 # DEPENDENCYPART_SIBL
(18,12),(18,14),-0.0339486 # DEPENDENCYPART_SIBL
(18,12),(18,17),0.104267 # DEPENDENCYPART_SIBL
