# _root_ Like Lebanon , and however unfairly , Israel is regarded by the Arab world as a colonial aberration .
#goldHeads=4,1,4,0,4,5,4,4,4,9,10,14,14,11,10,18,18,15,4,
#predictedHeads=9,4,4,1,4,5,9,9,0,9,10,14,14,11,10,18,18,15,9,
(6,4),(6,8),0.0907792 # DEPENDENCYPART_SIBL
(6,4),(6,9),0.0317315 # DEPENDENCYPART_SIBL
(6,4),(6,11),0.0297307 # DEPENDENCYPART_SIBL
(6,5),(6,7),0.121139 # DEPENDENCYPART_SIBL
(6,5),(6,8),0.114907 # DEPENDENCYPART_SIBL
(6,5),(6,9),0.146721 # DEPENDENCYPART_SIBL
(6,5),(6,11),0.073912 # DEPENDENCYPART_SIBL
(6,7),(6,8),0.00191174 # DEPENDENCYPART_SIBL
(6,7),(6,9),0.0673583 # DEPENDENCYPART_SIBL
(6,7),(6,11),-0.0217597 # DEPENDENCYPART_SIBL
(6,8),(6,9),0.0215947 # DEPENDENCYPART_SIBL
(6,8),(6,11),0.00134357 # DEPENDENCYPART_SIBL
(6,9),(6,11),0.0404123 # DEPENDENCYPART_SIBL
(8,2),(8,4),0.215237 # DEPENDENCYPART_SIBL
(8,2),(8,5),0.0198326 # DEPENDENCYPART_SIBL
(8,2),(8,6),0.01163 # DEPENDENCYPART_SIBL
(8,2),(8,7),0.044187 # DEPENDENCYPART_SIBL
(8,2),(8,9),0.00710835 # DEPENDENCYPART_SIBL
(8,2),(8,10),-0.0212294 # DEPENDENCYPART_SIBL
(8,2),(8,11),-0.153952 # DEPENDENCYPART_SIBL
(8,2),(8,14),0.0182552 # DEPENDENCYPART_SIBL
(8,2),(8,15),-0.0428434 # DEPENDENCYPART_SIBL
(8,2),(8,18),0.020057 # DEPENDENCYPART_SIBL
(8,2),(8,19),0.00726636 # DEPENDENCYPART_SIBL
(8,4),(8,5),-0.0670444 # DEPENDENCYPART_SIBL
(8,4),(8,6),-0.0634384 # DEPENDENCYPART_SIBL
(8,4),(8,7),0.0104964 # DEPENDENCYPART_SIBL
(8,4),(8,9),-0.00204638 # DEPENDENCYPART_SIBL
(8,4),(8,10),0.0356411 # DEPENDENCYPART_SIBL
(8,4),(8,11),-0.0908155 # DEPENDENCYPART_SIBL
(8,4),(8,14),-0.00824196 # DEPENDENCYPART_SIBL
(8,4),(8,15),-0.0388285 # DEPENDENCYPART_SIBL
(8,4),(8,18),-0.00707013 # DEPENDENCYPART_SIBL
(8,4),(8,19),0.0093741 # DEPENDENCYPART_SIBL
(8,5),(8,6),0.00335658 # DEPENDENCYPART_SIBL
(8,5),(8,7),0.0388597 # DEPENDENCYPART_SIBL
(8,5),(8,9),0.0180435 # DEPENDENCYPART_SIBL
(8,5),(8,10),-0.00432759 # DEPENDENCYPART_SIBL
(8,5),(8,11),-0.0304743 # DEPENDENCYPART_SIBL
(8,5),(8,14),-0.0112811 # DEPENDENCYPART_SIBL
(8,5),(8,15),0.0616286 # DEPENDENCYPART_SIBL
(8,5),(8,18),-0.0121068 # DEPENDENCYPART_SIBL
(8,5),(8,19),0.0455092 # DEPENDENCYPART_SIBL
(8,6),(8,7),0.00577298 # DEPENDENCYPART_SIBL
(8,6),(8,9),0.0177597 # DEPENDENCYPART_SIBL
(8,6),(8,10),-0.00379549 # DEPENDENCYPART_SIBL
(8,6),(8,11),-0.0134732 # DEPENDENCYPART_SIBL
(8,6),(8,14),-0.00380132 # DEPENDENCYPART_SIBL
(8,6),(8,15),0.0774807 # DEPENDENCYPART_SIBL
(8,6),(8,18),-0.00462709 # DEPENDENCYPART_SIBL
(8,6),(8,19),0.0350468 # DEPENDENCYPART_SIBL
(8,7),(8,9),-0.00307108 # DEPENDENCYPART_SIBL
(8,7),(8,10),0.0082691 # DEPENDENCYPART_SIBL
(8,7),(8,11),-0.117762 # DEPENDENCYPART_SIBL
(8,7),(8,14),-0.018016 # DEPENDENCYPART_SIBL
(8,7),(8,15),-0.0673089 # DEPENDENCYPART_SIBL
(8,7),(8,18),-0.0156392 # DEPENDENCYPART_SIBL
(8,7),(8,19),0.0274586 # DEPENDENCYPART_SIBL
(8,9),(8,10),-0.0347575 # DEPENDENCYPART_SIBL
(8,9),(8,11),-0.0281186 # DEPENDENCYPART_SIBL
(8,9),(8,14),-0.0372082 # DEPENDENCYPART_SIBL
(8,9),(8,15),-0.0204025 # DEPENDENCYPART_SIBL
(8,9),(8,18),-0.0373541 # DEPENDENCYPART_SIBL
(8,9),(8,19),0.0313619 # DEPENDENCYPART_SIBL
(8,10),(8,11),0.00597801 # DEPENDENCYPART_SIBL
(8,10),(8,14),-0.0169609 # DEPENDENCYPART_SIBL
(8,10),(8,15),0.00965785 # DEPENDENCYPART_SIBL
(8,10),(8,18),-0.0171072 # DEPENDENCYPART_SIBL
(8,10),(8,19),-0.00866672 # DEPENDENCYPART_SIBL
(8,11),(8,14),0.00485221 # DEPENDENCYPART_SIBL
(8,11),(8,15),0.0282251 # DEPENDENCYPART_SIBL
(8,11),(8,18),0.00735339 # DEPENDENCYPART_SIBL
(8,11),(8,19),0.0486508 # DEPENDENCYPART_SIBL
(8,14),(8,15),-0.0144102 # DEPENDENCYPART_SIBL
(8,14),(8,18),-0.0150943 # DEPENDENCYPART_SIBL
(8,14),(8,19),0.016245 # DEPENDENCYPART_SIBL
(8,15),(8,18),-0.00881444 # DEPENDENCYPART_SIBL
(8,15),(8,19),0.0602461 # DEPENDENCYPART_SIBL
(8,18),(8,19),0.0201979 # DEPENDENCYPART_SIBL
(9,1),(9,2),-0.0143695 # DEPENDENCYPART_SIBL
(9,1),(9,3),0.0234641 # DEPENDENCYPART_SIBL
(9,1),(9,4),-0.0370619 # DEPENDENCYPART_SIBL
(9,1),(9,5),0.00374726 # DEPENDENCYPART_SIBL
(9,1),(9,6),-0.0605117 # DEPENDENCYPART_SIBL
(9,1),(9,7),0.0234641 # DEPENDENCYPART_SIBL
(9,1),(9,8),-0.0115514 # DEPENDENCYPART_SIBL
(9,1),(9,10),-0.028382 # DEPENDENCYPART_SIBL
(9,1),(9,11),-0.026709 # DEPENDENCYPART_SIBL
(9,1),(9,14),-0.0617208 # DEPENDENCYPART_SIBL
(9,1),(9,15),-0.0217393 # DEPENDENCYPART_SIBL
(9,1),(9,18),-0.0257505 # DEPENDENCYPART_SIBL
(9,1),(9,19),-0.0277521 # DEPENDENCYPART_SIBL
(9,2),(9,3),0.0290051 # DEPENDENCYPART_SIBL
(9,2),(9,4),-0.049773 # DEPENDENCYPART_SIBL
(9,2),(9,5),0.042712 # DEPENDENCYPART_SIBL
(9,2),(9,6),-0.0226837 # DEPENDENCYPART_SIBL
(9,2),(9,7),0.0290051 # DEPENDENCYPART_SIBL
(9,2),(9,8),-0.122397 # DEPENDENCYPART_SIBL
(9,2),(9,10),-0.00668847 # DEPENDENCYPART_SIBL
(9,2),(9,11),-0.103963 # DEPENDENCYPART_SIBL
(9,2),(9,14),-0.129044 # DEPENDENCYPART_SIBL
(9,2),(9,15),-0.0366932 # DEPENDENCYPART_SIBL
(9,2),(9,18),-0.0926498 # DEPENDENCYPART_SIBL
(9,2),(9,19),-0.0169135 # DEPENDENCYPART_SIBL
(9,3),(9,4),-0.00338068 # DEPENDENCYPART_SIBL
(9,3),(9,5),0.0888147 # DEPENDENCYPART_SIBL
(9,3),(9,6),-0.0235627 # DEPENDENCYPART_SIBL
(9,3),(9,7),0.0287648 # DEPENDENCYPART_SIBL
(9,3),(9,8),0.00375755 # DEPENDENCYPART_SIBL
(9,3),(9,10),-0.0166952 # DEPENDENCYPART_SIBL
(9,3),(9,11),-0.00551008 # DEPENDENCYPART_SIBL
(9,3),(9,14),-0.0243355 # DEPENDENCYPART_SIBL
(9,3),(9,15),-0.0571434 # DEPENDENCYPART_SIBL
(9,3),(9,18),0.0129162 # DEPENDENCYPART_SIBL
(9,3),(9,19),0.0401071 # DEPENDENCYPART_SIBL
(9,4),(9,5),-0.000988977 # DEPENDENCYPART_SIBL
(9,4),(9,6),-0.0413465 # DEPENDENCYPART_SIBL
(9,4),(9,7),-0.027175 # DEPENDENCYPART_SIBL
(9,4),(9,8),-0.0108061 # DEPENDENCYPART_SIBL
(9,4),(9,10),-0.0343206 # DEPENDENCYPART_SIBL
(9,4),(9,11),-0.0469 # DEPENDENCYPART_SIBL
(9,4),(9,14),-0.0402588 # DEPENDENCYPART_SIBL
(9,4),(9,15),-0.0475541 # DEPENDENCYPART_SIBL
(9,4),(9,18),-0.00939407 # DEPENDENCYPART_SIBL
(9,4),(9,19),0.00567813 # DEPENDENCYPART_SIBL
(9,5),(9,6),-0.0144577 # DEPENDENCYPART_SIBL
(9,5),(9,7),0.115068 # DEPENDENCYPART_SIBL
(9,5),(9,8),0.0233615 # DEPENDENCYPART_SIBL
(9,5),(9,10),0.000490344 # DEPENDENCYPART_SIBL
(9,5),(9,11),0.102337 # DEPENDENCYPART_SIBL
(9,5),(9,14),-0.00455898 # DEPENDENCYPART_SIBL
(9,5),(9,15),0.105998 # DEPENDENCYPART_SIBL
(9,5),(9,18),0.0235819 # DEPENDENCYPART_SIBL
(9,5),(9,19),0.0692012 # DEPENDENCYPART_SIBL
(9,6),(9,7),0.0324496 # DEPENDENCYPART_SIBL
(9,6),(9,8),0.0112085 # DEPENDENCYPART_SIBL
(9,6),(9,10),-0.0195938 # DEPENDENCYPART_SIBL
(9,6),(9,11),0.103117 # DEPENDENCYPART_SIBL
(9,6),(9,14),-0.0184823 # DEPENDENCYPART_SIBL
(9,6),(9,15),0.105974 # DEPENDENCYPART_SIBL
(9,6),(9,18),0.0096586 # DEPENDENCYPART_SIBL
(9,6),(9,19),0.0249815 # DEPENDENCYPART_SIBL
(9,7),(9,8),0.00375755 # DEPENDENCYPART_SIBL
(9,7),(9,10),-0.0166952 # DEPENDENCYPART_SIBL
(9,7),(9,11),-0.00551008 # DEPENDENCYPART_SIBL
(9,7),(9,14),-0.0243355 # DEPENDENCYPART_SIBL
(9,7),(9,15),-0.0571434 # DEPENDENCYPART_SIBL
(9,7),(9,18),0.0129162 # DEPENDENCYPART_SIBL
(9,7),(9,19),0.0401071 # DEPENDENCYPART_SIBL
(9,8),(9,10),-0.00260149 # DEPENDENCYPART_SIBL
(9,8),(9,11),-0.0972789 # DEPENDENCYPART_SIBL
(9,8),(9,14),-0.126097 # DEPENDENCYPART_SIBL
(9,8),(9,15),-0.0300092 # DEPENDENCYPART_SIBL
(9,8),(9,18),-0.0897026 # DEPENDENCYPART_SIBL
(9,8),(9,19),-0.00345874 # DEPENDENCYPART_SIBL
(9,10),(9,11),-0.0711594 # DEPENDENCYPART_SIBL
(9,10),(9,14),-0.0509228 # DEPENDENCYPART_SIBL
(9,10),(9,15),-0.0629984 # DEPENDENCYPART_SIBL
(9,10),(9,18),-0.0493321 # DEPENDENCYPART_SIBL
(9,10),(9,19),-0.0114876 # DEPENDENCYPART_SIBL
(9,11),(9,14),-0.0185839 # DEPENDENCYPART_SIBL
(9,11),(9,15),-0.00997922 # DEPENDENCYPART_SIBL
(9,11),(9,18),-0.0138352 # DEPENDENCYPART_SIBL
(9,11),(9,19),-0.0688172 # DEPENDENCYPART_SIBL
(9,14),(9,15),-0.036182 # DEPENDENCYPART_SIBL
(9,14),(9,18),-0.0596729 # DEPENDENCYPART_SIBL
(9,14),(9,19),-0.0108362 # DEPENDENCYPART_SIBL
(9,15),(9,18),-0.0378373 # DEPENDENCYPART_SIBL
(9,15),(9,19),-0.010099 # DEPENDENCYPART_SIBL
(9,18),(9,19),0.00383485 # DEPENDENCYPART_SIBL
(10,1),(10,2),0.00154921 # DEPENDENCYPART_SIBL
(10,1),(10,3),0.0368651 # DEPENDENCYPART_SIBL
(10,1),(10,4),-0.00324388 # DEPENDENCYPART_SIBL
(10,1),(10,5),0.0338327 # DEPENDENCYPART_SIBL
(10,1),(10,6),-0.0223396 # DEPENDENCYPART_SIBL
(10,1),(10,7),0.0368651 # DEPENDENCYPART_SIBL
(10,1),(10,8),0.00437286 # DEPENDENCYPART_SIBL
(10,1),(10,9),-0.0465986 # DEPENDENCYPART_SIBL
(10,1),(10,11),-0.0289945 # DEPENDENCYPART_SIBL
(10,1),(10,12),-0.0512442 # DEPENDENCYPART_SIBL
(10,1),(10,13),-0.0178267 # DEPENDENCYPART_SIBL
(10,1),(10,14),-0.0453591 # DEPENDENCYPART_SIBL
(10,1),(10,15),0.013573 # DEPENDENCYPART_SIBL
(10,1),(10,17),-0.0178267 # DEPENDENCYPART_SIBL
(10,1),(10,18),-0.0195292 # DEPENDENCYPART_SIBL
(10,1),(10,19),-0.00142699 # DEPENDENCYPART_SIBL
(10,2),(10,3),0.00560517 # DEPENDENCYPART_SIBL
(10,2),(10,4),-0.031595 # DEPENDENCYPART_SIBL
(10,2),(10,5),0.0650631 # DEPENDENCYPART_SIBL
(10,2),(10,6),0.0050483 # DEPENDENCYPART_SIBL
(10,2),(10,7),0.00560517 # DEPENDENCYPART_SIBL
(10,2),(10,8),-0.0910639 # DEPENDENCYPART_SIBL
(10,2),(10,9),-0.0302354 # DEPENDENCYPART_SIBL
(10,2),(10,11),-0.115087 # DEPENDENCYPART_SIBL
(10,2),(10,12),-0.100396 # DEPENDENCYPART_SIBL
(10,2),(10,13),-0.0163251 # DEPENDENCYPART_SIBL
(10,2),(10,14),-0.055979 # DEPENDENCYPART_SIBL
(10,2),(10,15),-0.011124 # DEPENDENCYPART_SIBL
(10,2),(10,17),-0.0163251 # DEPENDENCYPART_SIBL
(10,2),(10,18),-0.0301419 # DEPENDENCYPART_SIBL
(10,2),(10,19),0.00465097 # DEPENDENCYPART_SIBL
(10,3),(10,4),0.0234988 # DEPENDENCYPART_SIBL
(10,3),(10,5),0.11161 # DEPENDENCYPART_SIBL
(10,3),(10,6),0.00694263 # DEPENDENCYPART_SIBL
(10,3),(10,7),0.025289 # DEPENDENCYPART_SIBL
(10,3),(10,8),0.010322 # DEPENDENCYPART_SIBL
(10,3),(10,9),-0.0364594 # DEPENDENCYPART_SIBL
(10,3),(10,11),-0.0137391 # DEPENDENCYPART_SIBL
(10,3),(10,12),-0.116984 # DEPENDENCYPART_SIBL
(10,3),(10,13),-0.028051 # DEPENDENCYPART_SIBL
(10,3),(10,14),-0.0349796 # DEPENDENCYPART_SIBL
(10,3),(10,15),-0.0269481 # DEPENDENCYPART_SIBL
(10,3),(10,17),-0.028051 # DEPENDENCYPART_SIBL
(10,3),(10,18),-0.00673693 # DEPENDENCYPART_SIBL
(10,3),(10,19),0.0479565 # DEPENDENCYPART_SIBL
(10,4),(10,5),0.00239334 # DEPENDENCYPART_SIBL
(10,4),(10,6),-0.0324536 # DEPENDENCYPART_SIBL
(10,4),(10,7),0.00355441 # DEPENDENCYPART_SIBL
(10,4),(10,8),-0.0273915 # DEPENDENCYPART_SIBL
(10,4),(10,9),-0.0457939 # DEPENDENCYPART_SIBL
(10,4),(10,11),-0.018401 # DEPENDENCYPART_SIBL
(10,4),(10,12),0.0177925 # DEPENDENCYPART_SIBL
(10,4),(10,13),0.0327994 # DEPENDENCYPART_SIBL
(10,4),(10,14),-0.0446688 # DEPENDENCYPART_SIBL
(10,4),(10,15),0.0221701 # DEPENDENCYPART_SIBL
(10,4),(10,17),0.0327994 # DEPENDENCYPART_SIBL
(10,4),(10,18),-0.0219306 # DEPENDENCYPART_SIBL
(10,4),(10,19),0.0183088 # DEPENDENCYPART_SIBL
(10,5),(10,6),-0.0101949 # DEPENDENCYPART_SIBL
(10,5),(10,7),0.100453 # DEPENDENCYPART_SIBL
(10,5),(10,8),0.00598992 # DEPENDENCYPART_SIBL
(10,5),(10,9),-0.00516618 # DEPENDENCYPART_SIBL
(10,5),(10,11),0.0646651 # DEPENDENCYPART_SIBL
(10,5),(10,12),-0.0515076 # DEPENDENCYPART_SIBL
(10,5),(10,13),0.0114725 # DEPENDENCYPART_SIBL
(10,5),(10,14),-0.0185386 # DEPENDENCYPART_SIBL
(10,5),(10,15),0.107597 # DEPENDENCYPART_SIBL
(10,5),(10,17),0.0114725 # DEPENDENCYPART_SIBL
(10,5),(10,18),0.00194965 # DEPENDENCYPART_SIBL
(10,5),(10,19),0.0661669 # DEPENDENCYPART_SIBL
(10,6),(10,7),0.0257316 # DEPENDENCYPART_SIBL
(10,6),(10,8),0.00344 # DEPENDENCYPART_SIBL
(10,6),(10,9),-0.0035917 # DEPENDENCYPART_SIBL
(10,6),(10,11),0.071806 # DEPENDENCYPART_SIBL
(10,6),(10,12),-0.0621629 # DEPENDENCYPART_SIBL
(10,6),(10,13),-0.00669275 # DEPENDENCYPART_SIBL
(10,6),(10,14),-0.0259924 # DEPENDENCYPART_SIBL
(10,6),(10,15),0.113934 # DEPENDENCYPART_SIBL
(10,6),(10,17),-0.00669275 # DEPENDENCYPART_SIBL
(10,6),(10,18),-0.00550415 # DEPENDENCYPART_SIBL
(10,6),(10,19),0.030193 # DEPENDENCYPART_SIBL
(10,7),(10,8),0.010322 # DEPENDENCYPART_SIBL
(10,7),(10,9),-0.0364594 # DEPENDENCYPART_SIBL
(10,7),(10,11),-0.0137391 # DEPENDENCYPART_SIBL
(10,7),(10,12),-0.116984 # DEPENDENCYPART_SIBL
(10,7),(10,13),-0.028051 # DEPENDENCYPART_SIBL
(10,7),(10,14),-0.0349796 # DEPENDENCYPART_SIBL
(10,7),(10,15),-0.0269481 # DEPENDENCYPART_SIBL
(10,7),(10,17),-0.028051 # DEPENDENCYPART_SIBL
(10,7),(10,18),-0.00673693 # DEPENDENCYPART_SIBL
(10,7),(10,19),0.0479565 # DEPENDENCYPART_SIBL
(10,8),(10,9),-0.0327824 # DEPENDENCYPART_SIBL
(10,8),(10,11),-0.112395 # DEPENDENCYPART_SIBL
(10,8),(10,12),-0.0973835 # DEPENDENCYPART_SIBL
(10,8),(10,13),-0.0132848 # DEPENDENCYPART_SIBL
(10,8),(10,14),-0.0550277 # DEPENDENCYPART_SIBL
(10,8),(10,15),-0.00843187 # DEPENDENCYPART_SIBL
(10,8),(10,17),-0.0132848 # DEPENDENCYPART_SIBL
(10,8),(10,18),-0.0291906 # DEPENDENCYPART_SIBL
(10,8),(10,19),0.0161098 # DEPENDENCYPART_SIBL
(10,9),(10,11),-0.0166259 # DEPENDENCYPART_SIBL
(10,9),(10,12),-0.0611129 # DEPENDENCYPART_SIBL
(10,9),(10,13),-0.00822052 # DEPENDENCYPART_SIBL
(10,9),(10,14),-0.0373597 # DEPENDENCYPART_SIBL
(10,9),(10,15),-0.0526867 # DEPENDENCYPART_SIBL
(10,9),(10,17),-0.00822052 # DEPENDENCYPART_SIBL
(10,9),(10,18),-0.0197063 # DEPENDENCYPART_SIBL
(10,9),(10,19),0.0304985 # DEPENDENCYPART_SIBL
(10,11),(10,12),-0.018156 # DEPENDENCYPART_SIBL
(10,11),(10,13),-0.01597 # DEPENDENCYPART_SIBL
(10,11),(10,14),-0.015577 # DEPENDENCYPART_SIBL
(10,11),(10,15),-0.0142851 # DEPENDENCYPART_SIBL
(10,11),(10,17),-0.01597 # DEPENDENCYPART_SIBL
(10,11),(10,18),-0.011753 # DEPENDENCYPART_SIBL
(10,11),(10,19),-0.0566099 # DEPENDENCYPART_SIBL
(10,12),(10,13),-0.0446009 # DEPENDENCYPART_SIBL
(10,12),(10,14),-0.0489097 # DEPENDENCYPART_SIBL
(10,12),(10,15),-0.0411927 # DEPENDENCYPART_SIBL
(10,12),(10,17),-0.0446009 # DEPENDENCYPART_SIBL
(10,12),(10,18),-0.0480579 # DEPENDENCYPART_SIBL
(10,12),(10,19),-0.0216119 # DEPENDENCYPART_SIBL
(10,13),(10,14),-0.0269211 # DEPENDENCYPART_SIBL
(10,13),(10,15),-0.0280846 # DEPENDENCYPART_SIBL
(10,13),(10,17),-0.0392868 # DEPENDENCYPART_SIBL
(10,13),(10,18),-0.0263147 # DEPENDENCYPART_SIBL
(10,13),(10,19),-0.0116648 # DEPENDENCYPART_SIBL
(10,14),(10,15),-0.000205191 # DEPENDENCYPART_SIBL
(10,14),(10,17),-0.0336471 # DEPENDENCYPART_SIBL
(10,14),(10,18),-0.0371809 # DEPENDENCYPART_SIBL
(10,14),(10,19),-0.0164876 # DEPENDENCYPART_SIBL
(10,15),(10,17),-0.0422831 # DEPENDENCYPART_SIBL
(10,15),(10,18),-0.0304518 # DEPENDENCYPART_SIBL
(10,15),(10,19),0.0054004 # DEPENDENCYPART_SIBL
(10,17),(10,18),-0.0263147 # DEPENDENCYPART_SIBL
(10,17),(10,19),-0.0116648 # DEPENDENCYPART_SIBL
(10,18),(10,19),-0.00812645 # DEPENDENCYPART_SIBL
(11,12),(11,13),-0.0213768 # DEPENDENCYPART_SIBL
(11,12),(11,14),-0.0587949 # DEPENDENCYPART_SIBL
(11,12),(11,15),-0.0382142 # DEPENDENCYPART_SIBL
(11,12),(11,17),-0.0213768 # DEPENDENCYPART_SIBL
(11,12),(11,18),-0.0544435 # DEPENDENCYPART_SIBL
(11,12),(11,19),0.00125952 # DEPENDENCYPART_SIBL
(11,13),(11,14),-0.0582412 # DEPENDENCYPART_SIBL
(11,13),(11,15),-0.0248408 # DEPENDENCYPART_SIBL
(11,13),(11,17),-0.0255777 # DEPENDENCYPART_SIBL
(11,13),(11,18),-0.0543809 # DEPENDENCYPART_SIBL
(11,13),(11,19),-0.0172156 # DEPENDENCYPART_SIBL
(11,14),(11,15),-0.0318497 # DEPENDENCYPART_SIBL
(11,14),(11,17),-0.0193121 # DEPENDENCYPART_SIBL
(11,14),(11,18),-0.0901138 # DEPENDENCYPART_SIBL
(11,14),(11,19),-0.0106488 # DEPENDENCYPART_SIBL
(11,15),(11,17),-0.0209168 # DEPENDENCYPART_SIBL
(11,15),(11,18),-0.0356421 # DEPENDENCYPART_SIBL
(11,15),(11,19),0.010408 # DEPENDENCYPART_SIBL
(11,17),(11,18),-0.0543809 # DEPENDENCYPART_SIBL
(11,17),(11,19),-0.0172156 # DEPENDENCYPART_SIBL
(11,18),(11,19),-0.00692058 # DEPENDENCYPART_SIBL
(12,13),(12,15),-0.0107756 # DEPENDENCYPART_SIBL
(13,12),(13,15),0.205835 # DEPENDENCYPART_SIBL
(13,12),(13,18),0.107038 # DEPENDENCYPART_SIBL
(13,15),(13,18),0.0777536 # DEPENDENCYPART_SIBL
(14,7),(14,8),-0.0266255 # DEPENDENCYPART_SIBL
(14,7),(14,11),0.0742221 # DEPENDENCYPART_SIBL
(14,7),(14,12),0.0637402 # DEPENDENCYPART_SIBL
(14,7),(14,13),0.0529916 # DEPENDENCYPART_SIBL
(14,7),(14,15),-0.0825984 # DEPENDENCYPART_SIBL
(14,7),(14,16),-0.134742 # DEPENDENCYPART_SIBL
(14,7),(14,17),-0.0826096 # DEPENDENCYPART_SIBL
(14,7),(14,18),-0.0166524 # DEPENDENCYPART_SIBL
(14,7),(14,19),0.0273151 # DEPENDENCYPART_SIBL
(14,8),(14,11),0.0187623 # DEPENDENCYPART_SIBL
(14,8),(14,12),-0.11855 # DEPENDENCYPART_SIBL
(14,8),(14,13),0.0259864 # DEPENDENCYPART_SIBL
(14,8),(14,15),-0.0680859 # DEPENDENCYPART_SIBL
(14,8),(14,16),-0.0889941 # DEPENDENCYPART_SIBL
(14,8),(14,17),-0.0130193 # DEPENDENCYPART_SIBL
(14,8),(14,18),0.0138903 # DEPENDENCYPART_SIBL
(14,8),(14,19),0.0100368 # DEPENDENCYPART_SIBL
(14,11),(14,12),-0.0139342 # DEPENDENCYPART_SIBL
(14,11),(14,13),-0.014054 # DEPENDENCYPART_SIBL
(14,11),(14,15),-0.0125012 # DEPENDENCYPART_SIBL
(14,11),(14,16),-0.0416155 # DEPENDENCYPART_SIBL
(14,11),(14,17),-0.044869 # DEPENDENCYPART_SIBL
(14,11),(14,18),-0.0394688 # DEPENDENCYPART_SIBL
(14,11),(14,19),0.0405065 # DEPENDENCYPART_SIBL
(14,12),(14,13),0.064806 # DEPENDENCYPART_SIBL
(14,12),(14,15),-0.239864 # DEPENDENCYPART_SIBL
(14,12),(14,16),-0.119981 # DEPENDENCYPART_SIBL
(14,12),(14,17),-0.106952 # DEPENDENCYPART_SIBL
(14,12),(14,18),-0.0284565 # DEPENDENCYPART_SIBL
(14,12),(14,19),-0.134334 # DEPENDENCYPART_SIBL
(14,13),(14,15),0.0281969 # DEPENDENCYPART_SIBL
(14,13),(14,16),-0.0253106 # DEPENDENCYPART_SIBL
(14,13),(14,17),0.0408906 # DEPENDENCYPART_SIBL
(14,13),(14,18),-0.00873254 # DEPENDENCYPART_SIBL
(14,13),(14,19),-0.0246501 # DEPENDENCYPART_SIBL
(14,15),(14,16),-0.0336674 # DEPENDENCYPART_SIBL
(14,15),(14,17),0.0331672 # DEPENDENCYPART_SIBL
(14,15),(14,18),-0.00427783 # DEPENDENCYPART_SIBL
(14,15),(14,19),0.0653241 # DEPENDENCYPART_SIBL
(14,16),(14,17),-0.011297 # DEPENDENCYPART_SIBL
(14,16),(14,18),-0.00590957 # DEPENDENCYPART_SIBL
(14,16),(14,19),-0.00257633 # DEPENDENCYPART_SIBL
(14,17),(14,18),-0.012396 # DEPENDENCYPART_SIBL
(14,17),(14,19),-0.00223183 # DEPENDENCYPART_SIBL
(14,18),(14,19),0.0193104 # DEPENDENCYPART_SIBL
(15,11),(15,13),0.00487406 # DEPENDENCYPART_SIBL
(15,11),(15,14),0.0391689 # DEPENDENCYPART_SIBL
(15,11),(15,16),0.0155457 # DEPENDENCYPART_SIBL
(15,11),(15,17),0.002359 # DEPENDENCYPART_SIBL
(15,11),(15,18),-0.0739604 # DEPENDENCYPART_SIBL
(15,11),(15,19),0.0269324 # DEPENDENCYPART_SIBL
(15,13),(15,14),0.100773 # DEPENDENCYPART_SIBL
(15,13),(15,16),0.0952208 # DEPENDENCYPART_SIBL
(15,13),(15,17),0.136566 # DEPENDENCYPART_SIBL
(15,13),(15,18),-0.0318638 # DEPENDENCYPART_SIBL
(15,13),(15,19),0.0240538 # DEPENDENCYPART_SIBL
(15,14),(15,16),-0.0254473 # DEPENDENCYPART_SIBL
(15,14),(15,17),0.000158734 # DEPENDENCYPART_SIBL
(15,14),(15,18),-0.00472301 # DEPENDENCYPART_SIBL
(15,14),(15,19),-0.0133301 # DEPENDENCYPART_SIBL
(15,16),(15,17),-0.0187632 # DEPENDENCYPART_SIBL
(15,16),(15,18),0.010035 # DEPENDENCYPART_SIBL
(15,16),(15,19),0.00135394 # DEPENDENCYPART_SIBL
(15,17),(15,18),-0.0341045 # DEPENDENCYPART_SIBL
(15,17),(15,19),-0.0246942 # DEPENDENCYPART_SIBL
(15,18),(15,19),-0.0218924 # DEPENDENCYPART_SIBL
(17,14),(17,16),0.0215071 # DEPENDENCYPART_SIBL
(17,14),(17,19),-0.0246287 # DEPENDENCYPART_SIBL
(17,16),(17,19),-0.031608 # DEPENDENCYPART_SIBL
(18,7),(18,11),0.0749476 # DEPENDENCYPART_SIBL
(18,7),(18,12),0.059046 # DEPENDENCYPART_SIBL
(18,7),(18,13),0.0474694 # DEPENDENCYPART_SIBL
(18,7),(18,14),-0.0276908 # DEPENDENCYPART_SIBL
(18,7),(18,15),0.0974149 # DEPENDENCYPART_SIBL
(18,7),(18,16),0.0459615 # DEPENDENCYPART_SIBL
(18,7),(18,17),0.0469867 # DEPENDENCYPART_SIBL
(18,7),(18,19),0.027459 # DEPENDENCYPART_SIBL
(18,11),(18,12),-0.018834 # DEPENDENCYPART_SIBL
(18,11),(18,13),-0.0193999 # DEPENDENCYPART_SIBL
(18,11),(18,14),-0.0142975 # DEPENDENCYPART_SIBL
(18,11),(18,15),-0.0384584 # DEPENDENCYPART_SIBL
(18,11),(18,16),-0.0213212 # DEPENDENCYPART_SIBL
(18,11),(18,17),-0.0198826 # DEPENDENCYPART_SIBL
