# _root_ New Jersey Turnpike Authority 's 7.20 % issue of 2018 was off 3\/4 at 98 1\/2 bid , yielding 7.32 % , up 0.07 percentage point from late Friday .
#goldHeads=4,4,4,8,4,7,8,11,8,9,0,11,12,11,16,17,14,11,11,21,19,19,19,26,26,23,23,29,27,11,
#predictedHeads=4,4,4,8,4,7,8,11,8,9,0,11,12,11,16,17,14,11,11,21,19,19,19,26,26,23,23,29,27,11,
(8,7),(8,10),-0.107759 # DEPENDENCYPART_SIBL
(8,7),(8,11),-0.00414518 # DEPENDENCYPART_SIBL
(8,7),(8,12),0.0298673 # DEPENDENCYPART_SIBL
(8,7),(8,13),-0.0993127 # DEPENDENCYPART_SIBL
(8,7),(8,14),0.0394124 # DEPENDENCYPART_SIBL
(8,7),(8,17),0.00593478 # DEPENDENCYPART_SIBL
(8,7),(8,18),0.00130639 # DEPENDENCYPART_SIBL
(8,7),(8,19),-0.0447673 # DEPENDENCYPART_SIBL
(8,7),(8,22),0.00130639 # DEPENDENCYPART_SIBL
(8,7),(8,23),0.00398154 # DEPENDENCYPART_SIBL
(8,7),(8,26),-0.0482395 # DEPENDENCYPART_SIBL
(8,7),(8,27),0.0344961 # DEPENDENCYPART_SIBL
(8,7),(8,28),-0.0679823 # DEPENDENCYPART_SIBL
(8,7),(8,30),-0.0352556 # DEPENDENCYPART_SIBL
(8,9),(8,10),0.0417158 # DEPENDENCYPART_SIBL
(8,9),(8,11),-0.180281 # DEPENDENCYPART_SIBL
(8,9),(8,12),0.045838 # DEPENDENCYPART_SIBL
(8,9),(8,13),0.0369691 # DEPENDENCYPART_SIBL
(8,9),(8,14),0.178455 # DEPENDENCYPART_SIBL
(8,9),(8,17),0.060927 # DEPENDENCYPART_SIBL
(8,9),(8,18),0.0857332 # DEPENDENCYPART_SIBL
(8,9),(8,19),0.0418417 # DEPENDENCYPART_SIBL
(8,9),(8,22),0.0857332 # DEPENDENCYPART_SIBL
(8,9),(8,23),0.0615423 # DEPENDENCYPART_SIBL
(8,9),(8,26),0.0154457 # DEPENDENCYPART_SIBL
(8,9),(8,27),0.0888813 # DEPENDENCYPART_SIBL
(8,9),(8,28),0.0806678 # DEPENDENCYPART_SIBL
(8,9),(8,30),0.0218679 # DEPENDENCYPART_SIBL
(8,10),(8,11),-0.0506597 # DEPENDENCYPART_SIBL
(8,10),(8,12),-0.0369219 # DEPENDENCYPART_SIBL
(8,10),(8,13),-0.0188776 # DEPENDENCYPART_SIBL
(8,10),(8,14),-0.108903 # DEPENDENCYPART_SIBL
(8,10),(8,17),0.00199107 # DEPENDENCYPART_SIBL
(8,10),(8,18),0.0486274 # DEPENDENCYPART_SIBL
(8,10),(8,19),-0.0174902 # DEPENDENCYPART_SIBL
(8,10),(8,22),0.0486274 # DEPENDENCYPART_SIBL
(8,10),(8,23),0.00209522 # DEPENDENCYPART_SIBL
(8,10),(8,26),-0.0159572 # DEPENDENCYPART_SIBL
(8,10),(8,27),-0.0717975 # DEPENDENCYPART_SIBL
(8,10),(8,28),-0.0487286 # DEPENDENCYPART_SIBL
(8,10),(8,30),-0.0412063 # DEPENDENCYPART_SIBL
(8,11),(8,12),-0.0992338 # DEPENDENCYPART_SIBL
(8,11),(8,13),-0.056321 # DEPENDENCYPART_SIBL
(8,11),(8,14),-0.0829618 # DEPENDENCYPART_SIBL
(8,11),(8,17),-0.112165 # DEPENDENCYPART_SIBL
(8,11),(8,18),0.238227 # DEPENDENCYPART_SIBL
(8,11),(8,19),-0.0296729 # DEPENDENCYPART_SIBL
(8,11),(8,22),0.238227 # DEPENDENCYPART_SIBL
(8,11),(8,23),-0.110178 # DEPENDENCYPART_SIBL
(8,11),(8,26),-0.11978 # DEPENDENCYPART_SIBL
(8,11),(8,27),-0.0454384 # DEPENDENCYPART_SIBL
(8,11),(8,28),-0.0806832 # DEPENDENCYPART_SIBL
(8,11),(8,30),-0.0242072 # DEPENDENCYPART_SIBL
(8,12),(8,13),-0.0552944 # DEPENDENCYPART_SIBL
(8,12),(8,14),0.0406682 # DEPENDENCYPART_SIBL
(8,12),(8,17),-0.0204457 # DEPENDENCYPART_SIBL
(8,12),(8,18),0.0590506 # DEPENDENCYPART_SIBL
(8,12),(8,19),0.0261362 # DEPENDENCYPART_SIBL
(8,12),(8,22),0.0590506 # DEPENDENCYPART_SIBL
(8,12),(8,23),-0.0468154 # DEPENDENCYPART_SIBL
(8,12),(8,26),-0.0358214 # DEPENDENCYPART_SIBL
(8,12),(8,27),-0.0433367 # DEPENDENCYPART_SIBL
(8,12),(8,28),-0.0547975 # DEPENDENCYPART_SIBL
(8,12),(8,30),0.00891428 # DEPENDENCYPART_SIBL
(8,13),(8,14),-0.0931447 # DEPENDENCYPART_SIBL
(8,13),(8,17),-0.00782212 # DEPENDENCYPART_SIBL
(8,13),(8,18),0.0108404 # DEPENDENCYPART_SIBL
(8,13),(8,19),-0.022565 # DEPENDENCYPART_SIBL
(8,13),(8,22),0.0108404 # DEPENDENCYPART_SIBL
(8,13),(8,23),-0.0033791 # DEPENDENCYPART_SIBL
(8,13),(8,26),-0.0257708 # DEPENDENCYPART_SIBL
(8,13),(8,27),-0.0566499 # DEPENDENCYPART_SIBL
(8,13),(8,28),-0.0534623 # DEPENDENCYPART_SIBL
(8,13),(8,30),-0.0420917 # DEPENDENCYPART_SIBL
(8,14),(8,17),0.000370302 # DEPENDENCYPART_SIBL
(8,14),(8,18),0.0742797 # DEPENDENCYPART_SIBL
(8,14),(8,19),0.0902517 # DEPENDENCYPART_SIBL
(8,14),(8,22),0.0742797 # DEPENDENCYPART_SIBL
(8,14),(8,23),0.147045 # DEPENDENCYPART_SIBL
(8,14),(8,26),-0.0310779 # DEPENDENCYPART_SIBL
(8,14),(8,27),-0.0798507 # DEPENDENCYPART_SIBL
(8,14),(8,28),0.0291324 # DEPENDENCYPART_SIBL
(8,14),(8,30),0.102199 # DEPENDENCYPART_SIBL
(8,17),(8,18),0.0309945 # DEPENDENCYPART_SIBL
(8,17),(8,19),-0.0213786 # DEPENDENCYPART_SIBL
(8,17),(8,22),0.0309945 # DEPENDENCYPART_SIBL
(8,17),(8,23),-0.0331832 # DEPENDENCYPART_SIBL
(8,17),(8,26),-0.128706 # DEPENDENCYPART_SIBL
(8,17),(8,27),-0.00573131 # DEPENDENCYPART_SIBL
(8,17),(8,28),-0.00756134 # DEPENDENCYPART_SIBL
(8,17),(8,30),-0.00559952 # DEPENDENCYPART_SIBL
(8,18),(8,19),0.56761 # DEPENDENCYPART_SIBL
(8,18),(8,22),0.124558 # DEPENDENCYPART_SIBL
(8,18),(8,23),0.460221 # DEPENDENCYPART_SIBL
(8,18),(8,26),0.633562 # DEPENDENCYPART_SIBL
(8,18),(8,27),0.192555 # DEPENDENCYPART_SIBL
(8,18),(8,28),0.437171 # DEPENDENCYPART_SIBL
(8,18),(8,30),0.0011507 # DEPENDENCYPART_SIBL
(8,19),(8,22),0.135911 # DEPENDENCYPART_SIBL
(8,19),(8,23),-0.0580345 # DEPENDENCYPART_SIBL
(8,19),(8,26),-0.0751115 # DEPENDENCYPART_SIBL
(8,19),(8,27),-0.0275294 # DEPENDENCYPART_SIBL
(8,19),(8,28),-0.0559567 # DEPENDENCYPART_SIBL
(8,19),(8,30),0.0653639 # DEPENDENCYPART_SIBL
(8,22),(8,23),0.460221 # DEPENDENCYPART_SIBL
(8,22),(8,26),0.633562 # DEPENDENCYPART_SIBL
(8,22),(8,27),0.192555 # DEPENDENCYPART_SIBL
(8,22),(8,28),0.437171 # DEPENDENCYPART_SIBL
(8,22),(8,30),0.0011507 # DEPENDENCYPART_SIBL
(8,23),(8,26),0.0213488 # DEPENDENCYPART_SIBL
(8,23),(8,27),0.0323825 # DEPENDENCYPART_SIBL
(8,23),(8,28),-0.0457945 # DEPENDENCYPART_SIBL
(8,23),(8,30),-0.0741462 # DEPENDENCYPART_SIBL
(8,26),(8,27),-0.0303694 # DEPENDENCYPART_SIBL
(8,26),(8,28),-0.011905 # DEPENDENCYPART_SIBL
(8,26),(8,30),0.0192921 # DEPENDENCYPART_SIBL
(8,27),(8,28),0.0824552 # DEPENDENCYPART_SIBL
(8,27),(8,30),0.123515 # DEPENDENCYPART_SIBL
(8,28),(8,30),-0.0559683 # DEPENDENCYPART_SIBL
(9,8),(9,10),-0.0509301 # DEPENDENCYPART_SIBL
(9,8),(9,11),-0.00342995 # DEPENDENCYPART_SIBL
(9,8),(9,12),0.0901619 # DEPENDENCYPART_SIBL
(9,8),(9,13),-0.051889 # DEPENDENCYPART_SIBL
(9,8),(9,14),0.0149663 # DEPENDENCYPART_SIBL
(9,8),(9,17),-0.128501 # DEPENDENCYPART_SIBL
(9,10),(9,11),-0.506199 # DEPENDENCYPART_SIBL
(9,10),(9,12),-0.387318 # DEPENDENCYPART_SIBL
(9,10),(9,13),-0.437795 # DEPENDENCYPART_SIBL
(9,10),(9,14),-0.154707 # DEPENDENCYPART_SIBL
(9,10),(9,17),-0.785323 # DEPENDENCYPART_SIBL
(9,11),(9,12),-0.144246 # DEPENDENCYPART_SIBL
(9,11),(9,13),-0.187881 # DEPENDENCYPART_SIBL
(9,11),(9,14),0.171732 # DEPENDENCYPART_SIBL
(9,11),(9,17),-0.537994 # DEPENDENCYPART_SIBL
(9,12),(9,13),-0.337704 # DEPENDENCYPART_SIBL
(9,12),(9,14),0.0470683 # DEPENDENCYPART_SIBL
(9,12),(9,17),-0.616903 # DEPENDENCYPART_SIBL
(9,13),(9,14),-0.109888 # DEPENDENCYPART_SIBL
(9,13),(9,17),-0.773057 # DEPENDENCYPART_SIBL
(9,14),(9,17),-0.337515 # DEPENDENCYPART_SIBL
(10,6),(10,8),0.187098 # DEPENDENCYPART_SIBL
(10,6),(10,9),0.55863 # DEPENDENCYPART_SIBL
(10,6),(10,11),-0.022627 # DEPENDENCYPART_SIBL
(10,6),(10,12),0.0640622 # DEPENDENCYPART_SIBL
(10,8),(10,9),0.288517 # DEPENDENCYPART_SIBL
(10,8),(10,11),-0.0189496 # DEPENDENCYPART_SIBL
(10,8),(10,12),0.0701461 # DEPENDENCYPART_SIBL
(10,9),(10,11),-0.0980148 # DEPENDENCYPART_SIBL
(10,9),(10,12),-0.00955939 # DEPENDENCYPART_SIBL
(10,11),(10,12),-0.0487185 # DEPENDENCYPART_SIBL
(11,1),(11,2),-0.420444 # DEPENDENCYPART_SIBL
(11,1),(11,3),-0.419017 # DEPENDENCYPART_SIBL
(11,1),(11,4),-0.406024 # DEPENDENCYPART_SIBL
(11,1),(11,5),-0.185745 # DEPENDENCYPART_SIBL
(11,1),(11,6),-0.228813 # DEPENDENCYPART_SIBL
(11,1),(11,7),-0.158118 # DEPENDENCYPART_SIBL
(11,1),(11,8),-0.210118 # DEPENDENCYPART_SIBL
(11,1),(11,9),-0.140996 # DEPENDENCYPART_SIBL
(11,1),(11,10),-0.228542 # DEPENDENCYPART_SIBL
(11,1),(11,12),0.0571973 # DEPENDENCYPART_SIBL
(11,1),(11,13),0.0197297 # DEPENDENCYPART_SIBL
(11,1),(11,14),-0.0433972 # DEPENDENCYPART_SIBL
(11,1),(11,15),0.00297601 # DEPENDENCYPART_SIBL
(11,1),(11,16),0.0218955 # DEPENDENCYPART_SIBL
(11,1),(11,17),-0.0668364 # DEPENDENCYPART_SIBL
(11,1),(11,18),-0.00379674 # DEPENDENCYPART_SIBL
(11,1),(11,19),0.0536094 # DEPENDENCYPART_SIBL
(11,1),(11,21),-0.184175 # DEPENDENCYPART_SIBL
(11,1),(11,22),-0.00379674 # DEPENDENCYPART_SIBL
(11,1),(11,23),0.00899011 # DEPENDENCYPART_SIBL
(11,1),(11,26),-0.10369 # DEPENDENCYPART_SIBL
(11,1),(11,27),-0.0688458 # DEPENDENCYPART_SIBL
(11,1),(11,28),-0.0224761 # DEPENDENCYPART_SIBL
(11,1),(11,29),-0.0159732 # DEPENDENCYPART_SIBL
(11,1),(11,30),-0.051543 # DEPENDENCYPART_SIBL
(11,2),(11,3),-0.47136 # DEPENDENCYPART_SIBL
(11,2),(11,4),-0.456147 # DEPENDENCYPART_SIBL
(11,2),(11,5),-0.172494 # DEPENDENCYPART_SIBL
(11,2),(11,6),-0.219671 # DEPENDENCYPART_SIBL
(11,2),(11,7),-0.152804 # DEPENDENCYPART_SIBL
(11,2),(11,8),-0.206387 # DEPENDENCYPART_SIBL
(11,2),(11,9),-0.118474 # DEPENDENCYPART_SIBL
(11,2),(11,10),-0.219446 # DEPENDENCYPART_SIBL
(11,2),(11,12),0.0629098 # DEPENDENCYPART_SIBL
(11,2),(11,13),0.0128097 # DEPENDENCYPART_SIBL
(11,2),(11,14),-0.0401438 # DEPENDENCYPART_SIBL
(11,2),(11,15),-0.00394395 # DEPENDENCYPART_SIBL
(11,2),(11,16),0.0152525 # DEPENDENCYPART_SIBL
(11,2),(11,17),-0.0183121 # DEPENDENCYPART_SIBL
(11,2),(11,18),0.0622122 # DEPENDENCYPART_SIBL
(11,2),(11,19),0.0386185 # DEPENDENCYPART_SIBL
(11,2),(11,21),-0.138212 # DEPENDENCYPART_SIBL
(11,2),(11,22),0.0622122 # DEPENDENCYPART_SIBL
(11,2),(11,23),0.0229316 # DEPENDENCYPART_SIBL
(11,2),(11,26),-0.058598 # DEPENDENCYPART_SIBL
(11,2),(11,27),-0.061697 # DEPENDENCYPART_SIBL
(11,2),(11,28),-0.0150038 # DEPENDENCYPART_SIBL
(11,2),(11,29),-0.0378882 # DEPENDENCYPART_SIBL
(11,2),(11,30),-0.0431858 # DEPENDENCYPART_SIBL
(11,3),(11,4),-0.468241 # DEPENDENCYPART_SIBL
(11,3),(11,5),-0.182314 # DEPENDENCYPART_SIBL
(11,3),(11,6),-0.229192 # DEPENDENCYPART_SIBL
(11,3),(11,7),-0.1643 # DEPENDENCYPART_SIBL
(11,3),(11,8),-0.217881 # DEPENDENCYPART_SIBL
(11,3),(11,9),-0.128102 # DEPENDENCYPART_SIBL
(11,3),(11,10),-0.228964 # DEPENDENCYPART_SIBL
(11,3),(11,12),0.0722699 # DEPENDENCYPART_SIBL
(11,3),(11,13),0.0211687 # DEPENDENCYPART_SIBL
(11,3),(11,14),-0.0392698 # DEPENDENCYPART_SIBL
(11,3),(11,15),0.00441509 # DEPENDENCYPART_SIBL
(11,3),(11,16),0.0236116 # DEPENDENCYPART_SIBL
(11,3),(11,17),-0.0177668 # DEPENDENCYPART_SIBL
(11,3),(11,18),0.0293988 # DEPENDENCYPART_SIBL
(11,3),(11,19),0.046762 # DEPENDENCYPART_SIBL
(11,3),(11,21),-0.137662 # DEPENDENCYPART_SIBL
(11,3),(11,22),0.0293988 # DEPENDENCYPART_SIBL
(11,3),(11,23),0.0306853 # DEPENDENCYPART_SIBL
(11,3),(11,26),-0.0580478 # DEPENDENCYPART_SIBL
(11,3),(11,27),-0.0573395 # DEPENDENCYPART_SIBL
(11,3),(11,28),-0.00564371 # DEPENDENCYPART_SIBL
(11,3),(11,29),-0.0301912 # DEPENDENCYPART_SIBL
(11,3),(11,30),-0.0167991 # DEPENDENCYPART_SIBL
(11,4),(11,5),-0.177705 # DEPENDENCYPART_SIBL
(11,4),(11,6),-0.225316 # DEPENDENCYPART_SIBL
(11,4),(11,7),-0.158447 # DEPENDENCYPART_SIBL
(11,4),(11,8),-0.21245 # DEPENDENCYPART_SIBL
(11,4),(11,9),-0.122867 # DEPENDENCYPART_SIBL
(11,4),(11,10),-0.22477 # DEPENDENCYPART_SIBL
(11,4),(11,12),0.067695 # DEPENDENCYPART_SIBL
(11,4),(11,13),0.0173522 # DEPENDENCYPART_SIBL
(11,4),(11,14),-0.037602 # DEPENDENCYPART_SIBL
(11,4),(11,15),0.000598601 # DEPENDENCYPART_SIBL
(11,4),(11,16),0.019795 # DEPENDENCYPART_SIBL
(11,4),(11,17),-0.0118692 # DEPENDENCYPART_SIBL
(11,4),(11,18),0.0179051 # DEPENDENCYPART_SIBL
(11,4),(11,19),0.0447633 # DEPENDENCYPART_SIBL
(11,4),(11,21),-0.13175 # DEPENDENCYPART_SIBL
(11,4),(11,22),0.0179051 # DEPENDENCYPART_SIBL
(11,4),(11,23),0.0287023 # DEPENDENCYPART_SIBL
(11,4),(11,26),-0.0521468 # DEPENDENCYPART_SIBL
(11,4),(11,27),-0.0626315 # DEPENDENCYPART_SIBL
(11,4),(11,28),-0.0102186 # DEPENDENCYPART_SIBL
(11,4),(11,29),-0.0342192 # DEPENDENCYPART_SIBL
(11,4),(11,30),-0.0305748 # DEPENDENCYPART_SIBL
(11,5),(11,6),-0.0401805 # DEPENDENCYPART_SIBL
(11,5),(11,7),-0.051189 # DEPENDENCYPART_SIBL
(11,5),(11,8),-0.0454095 # DEPENDENCYPART_SIBL
(11,5),(11,9),-0.0556226 # DEPENDENCYPART_SIBL
(11,5),(11,10),-0.0404223 # DEPENDENCYPART_SIBL
(11,5),(11,12),0.0637837 # DEPENDENCYPART_SIBL
(11,5),(11,13),-0.0462619 # DEPENDENCYPART_SIBL
(11,5),(11,14),-0.0552349 # DEPENDENCYPART_SIBL
(11,5),(11,15),-0.0560586 # DEPENDENCYPART_SIBL
(11,5),(11,16),-0.0649032 # DEPENDENCYPART_SIBL
(11,5),(11,17),-0.00343027 # DEPENDENCYPART_SIBL
(11,5),(11,18),-0.0475446 # DEPENDENCYPART_SIBL
(11,5),(11,19),-0.0042746 # DEPENDENCYPART_SIBL
(11,5),(11,21),-0.0167346 # DEPENDENCYPART_SIBL
(11,5),(11,22),-0.0475446 # DEPENDENCYPART_SIBL
(11,5),(11,23),-0.0043106 # DEPENDENCYPART_SIBL
(11,5),(11,26),-0.00725332 # DEPENDENCYPART_SIBL
(11,5),(11,27),-0.11459 # DEPENDENCYPART_SIBL
(11,5),(11,28),0.000318595 # DEPENDENCYPART_SIBL
(11,5),(11,29),-0.0493125 # DEPENDENCYPART_SIBL
(11,5),(11,30),0.0202059 # DEPENDENCYPART_SIBL
(11,6),(11,7),-0.364136 # DEPENDENCYPART_SIBL
(11,6),(11,8),-0.18678 # DEPENDENCYPART_SIBL
(11,6),(11,9),-0.0509772 # DEPENDENCYPART_SIBL
(11,6),(11,10),-0.215913 # DEPENDENCYPART_SIBL
(11,6),(11,12),0.0467712 # DEPENDENCYPART_SIBL
(11,6),(11,13),-0.067953 # DEPENDENCYPART_SIBL
(11,6),(11,14),-0.107981 # DEPENDENCYPART_SIBL
(11,6),(11,15),-0.0686372 # DEPENDENCYPART_SIBL
(11,6),(11,16),-0.0852019 # DEPENDENCYPART_SIBL
(11,6),(11,17),-0.00409563 # DEPENDENCYPART_SIBL
(11,6),(11,18),-0.0668191 # DEPENDENCYPART_SIBL
(11,6),(11,19),-0.0863309 # DEPENDENCYPART_SIBL
(11,6),(11,21),0.032861 # DEPENDENCYPART_SIBL
(11,6),(11,22),-0.0668191 # DEPENDENCYPART_SIBL
(11,6),(11,23),-0.0897275 # DEPENDENCYPART_SIBL
(11,6),(11,26),-0.0528464 # DEPENDENCYPART_SIBL
(11,6),(11,27),-0.209849 # DEPENDENCYPART_SIBL
(11,6),(11,28),-0.0531009 # DEPENDENCYPART_SIBL
(11,6),(11,29),-0.0909874 # DEPENDENCYPART_SIBL
(11,6),(11,30),-0.0561215 # DEPENDENCYPART_SIBL
(11,7),(11,8),-0.777629 # DEPENDENCYPART_SIBL
(11,7),(11,9),-0.165733 # DEPENDENCYPART_SIBL
(11,7),(11,10),-0.436877 # DEPENDENCYPART_SIBL
(11,7),(11,12),0.144095 # DEPENDENCYPART_SIBL
(11,7),(11,13),-0.00880153 # DEPENDENCYPART_SIBL
(11,7),(11,14),0.0234844 # DEPENDENCYPART_SIBL
(11,7),(11,15),-0.0160195 # DEPENDENCYPART_SIBL
(11,7),(11,16),-0.0205595 # DEPENDENCYPART_SIBL
(11,7),(11,17),-0.00915906 # DEPENDENCYPART_SIBL
(11,7),(11,18),0.125817 # DEPENDENCYPART_SIBL
(11,7),(11,19),0.0317919 # DEPENDENCYPART_SIBL
(11,7),(11,21),-0.0459906 # DEPENDENCYPART_SIBL
(11,7),(11,22),0.125817 # DEPENDENCYPART_SIBL
(11,7),(11,23),0.0410957 # DEPENDENCYPART_SIBL
(11,7),(11,26),-0.0361811 # DEPENDENCYPART_SIBL
(11,7),(11,27),-0.0831826 # DEPENDENCYPART_SIBL
(11,7),(11,28),0.0262164 # DEPENDENCYPART_SIBL
(11,7),(11,29),0.00849513 # DEPENDENCYPART_SIBL
(11,7),(11,30),0.0247892 # DEPENDENCYPART_SIBL
(11,8),(11,9),-0.0455843 # DEPENDENCYPART_SIBL
(11,8),(11,10),-0.346314 # DEPENDENCYPART_SIBL
(11,8),(11,12),0.20731 # DEPENDENCYPART_SIBL
(11,8),(11,13),0.0234722 # DEPENDENCYPART_SIBL
(11,8),(11,14),0.0827563 # DEPENDENCYPART_SIBL
(11,8),(11,15),0.0162394 # DEPENDENCYPART_SIBL
(11,8),(11,16),0.0144999 # DEPENDENCYPART_SIBL
(11,8),(11,17),-0.0224838 # DEPENDENCYPART_SIBL
(11,8),(11,18),-0.0480547 # DEPENDENCYPART_SIBL
(11,8),(11,19),0.0629879 # DEPENDENCYPART_SIBL
(11,8),(11,21),-0.0189666 # DEPENDENCYPART_SIBL
(11,8),(11,22),-0.0480547 # DEPENDENCYPART_SIBL
(11,8),(11,23),0.077777 # DEPENDENCYPART_SIBL
(11,8),(11,26),-0.0628082 # DEPENDENCYPART_SIBL
(11,8),(11,27),-0.100156 # DEPENDENCYPART_SIBL
(11,8),(11,28),0.0737306 # DEPENDENCYPART_SIBL
(11,8),(11,29),0.0455987 # DEPENDENCYPART_SIBL
(11,8),(11,30),0.0238149 # DEPENDENCYPART_SIBL
(11,9),(11,10),-0.120374 # DEPENDENCYPART_SIBL
(11,9),(11,12),0.0426312 # DEPENDENCYPART_SIBL
(11,9),(11,13),-0.0106221 # DEPENDENCYPART_SIBL
(11,9),(11,14),-0.099287 # DEPENDENCYPART_SIBL
(11,9),(11,15),-0.0257141 # DEPENDENCYPART_SIBL
(11,9),(11,16),-0.0361957 # DEPENDENCYPART_SIBL
(11,9),(11,17),-0.088784 # DEPENDENCYPART_SIBL
(11,9),(11,18),-0.047475 # DEPENDENCYPART_SIBL
(11,9),(11,19),-0.0288513 # DEPENDENCYPART_SIBL
(11,9),(11,21),-0.0664747 # DEPENDENCYPART_SIBL
(11,9),(11,22),-0.047475 # DEPENDENCYPART_SIBL
(11,9),(11,23),0.00818643 # DEPENDENCYPART_SIBL
(11,9),(11,26),-0.0758551 # DEPENDENCYPART_SIBL
(11,9),(11,27),-0.19514 # DEPENDENCYPART_SIBL
(11,9),(11,28),-0.0486207 # DEPENDENCYPART_SIBL
(11,9),(11,29),-0.0623279 # DEPENDENCYPART_SIBL
(11,9),(11,30),-0.0254047 # DEPENDENCYPART_SIBL
(11,10),(11,12),0.045731 # DEPENDENCYPART_SIBL
(11,10),(11,13),-0.0687826 # DEPENDENCYPART_SIBL
(11,10),(11,14),-0.0913438 # DEPENDENCYPART_SIBL
(11,10),(11,15),-0.0694721 # DEPENDENCYPART_SIBL
(11,10),(11,16),-0.0860316 # DEPENDENCYPART_SIBL
(11,10),(11,17),-0.00533277 # DEPENDENCYPART_SIBL
(11,10),(11,18),-0.0673866 # DEPENDENCYPART_SIBL
(11,10),(11,19),-0.08724 # DEPENDENCYPART_SIBL
(11,10),(11,21),0.0314027 # DEPENDENCYPART_SIBL
(11,10),(11,22),-0.0673866 # DEPENDENCYPART_SIBL
(11,10),(11,23),-0.0908441 # DEPENDENCYPART_SIBL
(11,10),(11,26),-0.0541093 # DEPENDENCYPART_SIBL
(11,10),(11,27),-0.193339 # DEPENDENCYPART_SIBL
(11,10),(11,28),-0.0541482 # DEPENDENCYPART_SIBL
(11,10),(11,29),-0.0920346 # DEPENDENCYPART_SIBL
(11,10),(11,30),-0.0578858 # DEPENDENCYPART_SIBL
(11,12),(11,13),-0.0905357 # DEPENDENCYPART_SIBL
(11,12),(11,14),0.15614 # DEPENDENCYPART_SIBL
(11,12),(11,15),-0.0850801 # DEPENDENCYPART_SIBL
(11,12),(11,16),-0.0862877 # DEPENDENCYPART_SIBL
(11,12),(11,17),-0.0141533 # DEPENDENCYPART_SIBL
(11,12),(11,18),0.171501 # DEPENDENCYPART_SIBL
(11,12),(11,19),-0.0104398 # DEPENDENCYPART_SIBL
(11,12),(11,21),-0.0405871 # DEPENDENCYPART_SIBL
(11,12),(11,22),0.171501 # DEPENDENCYPART_SIBL
(11,12),(11,23),-0.0302293 # DEPENDENCYPART_SIBL
(11,12),(11,26),-0.0487125 # DEPENDENCYPART_SIBL
(11,12),(11,27),-0.125513 # DEPENDENCYPART_SIBL
(11,12),(11,28),-0.15198 # DEPENDENCYPART_SIBL
(11,12),(11,29),0.0472619 # DEPENDENCYPART_SIBL
(11,12),(11,30),0.210005 # DEPENDENCYPART_SIBL
(11,13),(11,14),-0.24558 # DEPENDENCYPART_SIBL
(11,13),(11,15),-0.172144 # DEPENDENCYPART_SIBL
(11,13),(11,16),-0.185107 # DEPENDENCYPART_SIBL
(11,13),(11,17),-0.189823 # DEPENDENCYPART_SIBL
(11,13),(11,18),-0.0347151 # DEPENDENCYPART_SIBL
(11,13),(11,19),-0.0942427 # DEPENDENCYPART_SIBL
(11,13),(11,21),-0.240508 # DEPENDENCYPART_SIBL
(11,13),(11,22),-0.0347151 # DEPENDENCYPART_SIBL
(11,13),(11,23),-0.0963703 # DEPENDENCYPART_SIBL
(11,13),(11,26),-0.22158 # DEPENDENCYPART_SIBL
(11,13),(11,27),-0.283959 # DEPENDENCYPART_SIBL
(11,13),(11,28),-0.202127 # DEPENDENCYPART_SIBL
(11,13),(11,29),-0.0725369 # DEPENDENCYPART_SIBL
(11,13),(11,30),-0.0550921 # DEPENDENCYPART_SIBL
(11,14),(11,15),-0.010309 # DEPENDENCYPART_SIBL
(11,14),(11,16),0.00393228 # DEPENDENCYPART_SIBL
(11,14),(11,17),0.14078 # DEPENDENCYPART_SIBL
(11,14),(11,18),0.35618 # DEPENDENCYPART_SIBL
(11,14),(11,19),0.146254 # DEPENDENCYPART_SIBL
(11,14),(11,21),-0.0198141 # DEPENDENCYPART_SIBL
(11,14),(11,22),0.35618 # DEPENDENCYPART_SIBL
(11,14),(11,23),0.31568 # DEPENDENCYPART_SIBL
(11,14),(11,26),0.0974628 # DEPENDENCYPART_SIBL
(11,14),(11,27),-0.358563 # DEPENDENCYPART_SIBL
(11,14),(11,28),0.0203885 # DEPENDENCYPART_SIBL
(11,14),(11,29),0.182751 # DEPENDENCYPART_SIBL
(11,14),(11,30),0.0225282 # DEPENDENCYPART_SIBL
(11,15),(11,16),-0.1924 # DEPENDENCYPART_SIBL
(11,15),(11,17),-0.194113 # DEPENDENCYPART_SIBL
(11,15),(11,18),0.0309519 # DEPENDENCYPART_SIBL
(11,15),(11,19),-0.103882 # DEPENDENCYPART_SIBL
(11,15),(11,21),-0.242711 # DEPENDENCYPART_SIBL
(11,15),(11,22),0.0309519 # DEPENDENCYPART_SIBL
(11,15),(11,23),-0.106002 # DEPENDENCYPART_SIBL
(11,15),(11,26),-0.225866 # DEPENDENCYPART_SIBL
(11,15),(11,27),-0.322407 # DEPENDENCYPART_SIBL
(11,15),(11,28),-0.212545 # DEPENDENCYPART_SIBL
(11,15),(11,29),-0.0811814 # DEPENDENCYPART_SIBL
(11,15),(11,30),-0.0833819 # DEPENDENCYPART_SIBL
(11,16),(11,17),-0.166949 # DEPENDENCYPART_SIBL
(11,16),(11,18),0.0665295 # DEPENDENCYPART_SIBL
(11,16),(11,19),-0.0740543 # DEPENDENCYPART_SIBL
(11,16),(11,21),-0.216862 # DEPENDENCYPART_SIBL
(11,16),(11,22),0.0665295 # DEPENDENCYPART_SIBL
