# _root_ `` We did n't trade much today , as our policy now is to wait and see , '' said a fund manager at Taisho Life Insurance Co .
#goldHeads=20,3,20,3,3,5,5,5,5,11,13,11,9,13,14,15,16,20,20,0,23,23,20,23,27,27,24,27,20,
#predictedHeads=20,3,20,3,3,7,5,5,5,11,13,13,9,13,14,15,16,20,20,0,23,23,20,23,27,27,24,27,20,
(3,15),(3,20),-0.0670253 # DEPENDENCYPART_SIBL
(3,15),(3,23),-0.356373 # DEPENDENCYPART_SIBL
(3,15),(3,29),0.0874998 # DEPENDENCYPART_SIBL
(3,16),(3,17),-0.0533688 # DEPENDENCYPART_SIBL
(3,16),(3,18),-0.0449525 # DEPENDENCYPART_SIBL
(3,16),(3,19),0.0221882 # DEPENDENCYPART_SIBL
(3,16),(3,20),-0.0671104 # DEPENDENCYPART_SIBL
(3,16),(3,23),-0.105642 # DEPENDENCYPART_SIBL
(3,16),(3,29),0.0581329 # DEPENDENCYPART_SIBL
(3,17),(3,18),0.0742244 # DEPENDENCYPART_SIBL
(3,17),(3,19),0.0431152 # DEPENDENCYPART_SIBL
(3,17),(3,20),-0.0580276 # DEPENDENCYPART_SIBL
(3,17),(3,23),-0.348304 # DEPENDENCYPART_SIBL
(3,17),(3,29),0.119908 # DEPENDENCYPART_SIBL
(3,18),(3,19),0.0882488 # DEPENDENCYPART_SIBL
(3,18),(3,20),0.12239 # DEPENDENCYPART_SIBL
(3,18),(3,23),0.0762262 # DEPENDENCYPART_SIBL
(3,18),(3,29),0.00149823 # DEPENDENCYPART_SIBL
(3,19),(3,20),0.0311037 # DEPENDENCYPART_SIBL
(3,19),(3,23),0.0194053 # DEPENDENCYPART_SIBL
(3,19),(3,29),-0.0458003 # DEPENDENCYPART_SIBL
(3,20),(3,23),-0.261672 # DEPENDENCYPART_SIBL
(3,20),(3,29),0.0269568 # DEPENDENCYPART_SIBL
(3,23),(3,29),-0.000166058 # DEPENDENCYPART_SIBL
(4,2),(4,5),-0.0757369 # DEPENDENCYPART_SIBL
(4,2),(4,6),-0.00307059 # DEPENDENCYPART_SIBL
(4,2),(4,7),-0.0100555 # DEPENDENCYPART_SIBL
(4,5),(4,6),-0.054695 # DEPENDENCYPART_SIBL
(4,5),(4,7),-0.119248 # DEPENDENCYPART_SIBL
(4,6),(4,7),0.0122426 # DEPENDENCYPART_SIBL
(5,1),(5,2),0.135423 # DEPENDENCYPART_SIBL
(5,1),(5,3),0.0472698 # DEPENDENCYPART_SIBL
(5,1),(5,4),-0.00659903 # DEPENDENCYPART_SIBL
(5,1),(5,6),0.0257913 # DEPENDENCYPART_SIBL
(5,1),(5,7),0.0245733 # DEPENDENCYPART_SIBL
(5,1),(5,8),0.00433044 # DEPENDENCYPART_SIBL
(5,1),(5,9),0.0288279 # DEPENDENCYPART_SIBL
(5,1),(5,10),-0.00158569 # DEPENDENCYPART_SIBL
(5,1),(5,11),0.00692904 # DEPENDENCYPART_SIBL
(5,1),(5,12),0.0191963 # DEPENDENCYPART_SIBL
(5,1),(5,13),0.00832151 # DEPENDENCYPART_SIBL
(5,1),(5,14),-0.145175 # DEPENDENCYPART_SIBL
(5,1),(5,15),0.0212963 # DEPENDENCYPART_SIBL
(5,1),(5,16),-0.0642483 # DEPENDENCYPART_SIBL
(5,1),(5,17),0.0147976 # DEPENDENCYPART_SIBL
(5,1),(5,18),0.00433044 # DEPENDENCYPART_SIBL
(5,1),(5,19),0.685552 # DEPENDENCYPART_SIBL
(5,1),(5,20),-0.0498034 # DEPENDENCYPART_SIBL
(5,1),(5,23),0.0426514 # DEPENDENCYPART_SIBL
(5,1),(5,24),0.0565972 # DEPENDENCYPART_SIBL
(5,1),(5,29),0.115536 # DEPENDENCYPART_SIBL
(5,2),(5,3),0.0476028 # DEPENDENCYPART_SIBL
(5,2),(5,4),0.180087 # DEPENDENCYPART_SIBL
(5,2),(5,6),-0.0204289 # DEPENDENCYPART_SIBL
(5,2),(5,7),0.0243244 # DEPENDENCYPART_SIBL
(5,2),(5,8),-0.0229955 # DEPENDENCYPART_SIBL
(5,2),(5,9),-0.0620337 # DEPENDENCYPART_SIBL
(5,2),(5,10),0.011386 # DEPENDENCYPART_SIBL
(5,2),(5,11),-0.0741914 # DEPENDENCYPART_SIBL
(5,2),(5,12),0.177819 # DEPENDENCYPART_SIBL
(5,2),(5,13),-0.00142903 # DEPENDENCYPART_SIBL
(5,2),(5,14),-0.00317656 # DEPENDENCYPART_SIBL
(5,2),(5,15),0.0344946 # DEPENDENCYPART_SIBL
(5,2),(5,16),0.0184993 # DEPENDENCYPART_SIBL
(5,2),(5,17),0.0537245 # DEPENDENCYPART_SIBL
(5,2),(5,18),-0.0229955 # DEPENDENCYPART_SIBL
(5,2),(5,19),0.124182 # DEPENDENCYPART_SIBL
(5,2),(5,20),0.0499291 # DEPENDENCYPART_SIBL
(5,2),(5,23),-0.0476066 # DEPENDENCYPART_SIBL
(5,2),(5,24),-0.00212511 # DEPENDENCYPART_SIBL
(5,2),(5,29),0.239154 # DEPENDENCYPART_SIBL
(5,3),(5,4),-0.0128473 # DEPENDENCYPART_SIBL
(5,3),(5,6),-0.0532555 # DEPENDENCYPART_SIBL
(5,3),(5,7),-0.0297598 # DEPENDENCYPART_SIBL
(5,3),(5,8),-0.0579213 # DEPENDENCYPART_SIBL
(5,3),(5,9),-0.0815012 # DEPENDENCYPART_SIBL
(5,3),(5,10),-0.0588047 # DEPENDENCYPART_SIBL
(5,3),(5,11),-0.0548624 # DEPENDENCYPART_SIBL
(5,3),(5,12),-0.0169479 # DEPENDENCYPART_SIBL
(5,3),(5,13),-0.110798 # DEPENDENCYPART_SIBL
(5,3),(5,14),-0.0902372 # DEPENDENCYPART_SIBL
(5,3),(5,15),-0.0585882 # DEPENDENCYPART_SIBL
(5,3),(5,16),-0.0881746 # DEPENDENCYPART_SIBL
(5,3),(5,17),-0.0575302 # DEPENDENCYPART_SIBL
(5,3),(5,18),-0.0579213 # DEPENDENCYPART_SIBL
(5,3),(5,19),-0.0298747 # DEPENDENCYPART_SIBL
(5,3),(5,20),-0.0895687 # DEPENDENCYPART_SIBL
(5,3),(5,23),-0.0350911 # DEPENDENCYPART_SIBL
(5,3),(5,24),-0.000842336 # DEPENDENCYPART_SIBL
(5,3),(5,29),0.0202621 # DEPENDENCYPART_SIBL
(5,4),(5,6),-0.051939 # DEPENDENCYPART_SIBL
(5,4),(5,7),-0.0707557 # DEPENDENCYPART_SIBL
(5,4),(5,8),-0.0856292 # DEPENDENCYPART_SIBL
(5,4),(5,9),-0.120804 # DEPENDENCYPART_SIBL
(5,4),(5,10),-0.0581903 # DEPENDENCYPART_SIBL
(5,4),(5,11),-0.107982 # DEPENDENCYPART_SIBL
(5,4),(5,12),-0.0202133 # DEPENDENCYPART_SIBL
(5,4),(5,13),-0.05678 # DEPENDENCYPART_SIBL
(5,4),(5,14),-0.0855309 # DEPENDENCYPART_SIBL
(5,4),(5,15),-0.0901826 # DEPENDENCYPART_SIBL
(5,4),(5,16),0.0371961 # DEPENDENCYPART_SIBL
(5,4),(5,17),-0.104798 # DEPENDENCYPART_SIBL
(5,4),(5,18),-0.0856292 # DEPENDENCYPART_SIBL
(5,4),(5,19),-0.0180074 # DEPENDENCYPART_SIBL
(5,4),(5,20),-0.0849684 # DEPENDENCYPART_SIBL
(5,4),(5,23),-0.0728147 # DEPENDENCYPART_SIBL
(5,4),(5,24),-0.117176 # DEPENDENCYPART_SIBL
(5,4),(5,29),0.0591318 # DEPENDENCYPART_SIBL
(5,6),(5,7),-0.0391178 # DEPENDENCYPART_SIBL
(5,6),(5,8),-0.0193939 # DEPENDENCYPART_SIBL
(5,6),(5,9),0.0150819 # DEPENDENCYPART_SIBL
(5,6),(5,10),-0.047904 # DEPENDENCYPART_SIBL
(5,6),(5,11),-0.197924 # DEPENDENCYPART_SIBL
(5,6),(5,12),0.0214893 # DEPENDENCYPART_SIBL
(5,6),(5,13),-0.08144 # DEPENDENCYPART_SIBL
(5,6),(5,14),0.0284821 # DEPENDENCYPART_SIBL
(5,6),(5,15),-0.00624272 # DEPENDENCYPART_SIBL
(5,6),(5,16),0.0276867 # DEPENDENCYPART_SIBL
(5,6),(5,17),-0.00765109 # DEPENDENCYPART_SIBL
(5,6),(5,18),-0.0193939 # DEPENDENCYPART_SIBL
(5,6),(5,19),0.0752721 # DEPENDENCYPART_SIBL
(5,6),(5,20),-0.191027 # DEPENDENCYPART_SIBL
(5,6),(5,23),-0.194381 # DEPENDENCYPART_SIBL
(5,6),(5,24),0.148959 # DEPENDENCYPART_SIBL
(5,6),(5,29),-0.0748539 # DEPENDENCYPART_SIBL
(5,7),(5,8),0.0867919 # DEPENDENCYPART_SIBL
(5,7),(5,9),0.156064 # DEPENDENCYPART_SIBL
(5,7),(5,10),-3.08317e-05 # DEPENDENCYPART_SIBL
(5,7),(5,11),-0.214107 # DEPENDENCYPART_SIBL
(5,7),(5,12),0.118199 # DEPENDENCYPART_SIBL
(5,7),(5,13),-0.0645228 # DEPENDENCYPART_SIBL
(5,7),(5,14),0.0907005 # DEPENDENCYPART_SIBL
(5,7),(5,15),0.0623625 # DEPENDENCYPART_SIBL
(5,7),(5,16),0.0487114 # DEPENDENCYPART_SIBL
(5,7),(5,17),0.0515443 # DEPENDENCYPART_SIBL
(5,7),(5,18),0.0867919 # DEPENDENCYPART_SIBL
(5,7),(5,19),0.0340026 # DEPENDENCYPART_SIBL
(5,7),(5,20),-0.143417 # DEPENDENCYPART_SIBL
(5,7),(5,23),-0.209848 # DEPENDENCYPART_SIBL
(5,7),(5,24),0.259414 # DEPENDENCYPART_SIBL
(5,7),(5,29),0.0211174 # DEPENDENCYPART_SIBL
(5,8),(5,9),0.457353 # DEPENDENCYPART_SIBL
(5,8),(5,10),0.129374 # DEPENDENCYPART_SIBL
(5,8),(5,11),0.19786 # DEPENDENCYPART_SIBL
(5,8),(5,12),0.343427 # DEPENDENCYPART_SIBL
(5,8),(5,13),0.283271 # DEPENDENCYPART_SIBL
(5,8),(5,14),0.0934399 # DEPENDENCYPART_SIBL
(5,8),(5,15),0.634419 # DEPENDENCYPART_SIBL
(5,8),(5,16),0.430429 # DEPENDENCYPART_SIBL
(5,8),(5,17),0.634725 # DEPENDENCYPART_SIBL
(5,8),(5,18),0.0119925 # DEPENDENCYPART_SIBL
(5,8),(5,19),0.172871 # DEPENDENCYPART_SIBL
(5,8),(5,20),0.0850947 # DEPENDENCYPART_SIBL
(5,8),(5,23),0.253723 # DEPENDENCYPART_SIBL
(5,8),(5,24),0.27241 # DEPENDENCYPART_SIBL
(5,8),(5,29),0.00322685 # DEPENDENCYPART_SIBL
(5,9),(5,10),-0.0730219 # DEPENDENCYPART_SIBL
(5,9),(5,11),-0.204812 # DEPENDENCYPART_SIBL
(5,9),(5,12),0.101873 # DEPENDENCYPART_SIBL
(5,9),(5,13),-0.0736342 # DEPENDENCYPART_SIBL
(5,9),(5,14),-0.073745 # DEPENDENCYPART_SIBL
(5,9),(5,15),-0.0335004 # DEPENDENCYPART_SIBL
(5,9),(5,16),0.0420917 # DEPENDENCYPART_SIBL
(5,9),(5,17),-0.0192461 # DEPENDENCYPART_SIBL
(5,9),(5,18),0.147021 # DEPENDENCYPART_SIBL
(5,9),(5,19),0.0538176 # DEPENDENCYPART_SIBL
(5,9),(5,20),-0.152583 # DEPENDENCYPART_SIBL
(5,9),(5,23),-0.201418 # DEPENDENCYPART_SIBL
(5,9),(5,24),0.034661 # DEPENDENCYPART_SIBL
(5,9),(5,29),0.00102335 # DEPENDENCYPART_SIBL
(5,10),(5,11),-0.133423 # DEPENDENCYPART_SIBL
(5,10),(5,12),-0.0120922 # DEPENDENCYPART_SIBL
(5,10),(5,13),-0.0819826 # DEPENDENCYPART_SIBL
(5,10),(5,14),-0.106033 # DEPENDENCYPART_SIBL
(5,10),(5,15),-0.0141473 # DEPENDENCYPART_SIBL
(5,10),(5,16),-0.0811571 # DEPENDENCYPART_SIBL
(5,10),(5,17),-0.015572 # DEPENDENCYPART_SIBL
(5,10),(5,18),-0.0636234 # DEPENDENCYPART_SIBL
(5,10),(5,19),-0.035923 # DEPENDENCYPART_SIBL
(5,10),(5,20),-0.137115 # DEPENDENCYPART_SIBL
(5,10),(5,23),-0.129959 # DEPENDENCYPART_SIBL
(5,10),(5,24),-0.0303726 # DEPENDENCYPART_SIBL
(5,10),(5,29),-0.117055 # DEPENDENCYPART_SIBL
(5,11),(5,12),0.0356027 # DEPENDENCYPART_SIBL
(5,11),(5,13),-0.114905 # DEPENDENCYPART_SIBL
(5,11),(5,14),-0.0429153 # DEPENDENCYPART_SIBL
(5,11),(5,15),-0.0061286 # DEPENDENCYPART_SIBL
(5,11),(5,16),-0.0191697 # DEPENDENCYPART_SIBL
(5,11),(5,17),-0.0166977 # DEPENDENCYPART_SIBL
(5,11),(5,18),-0.00803153 # DEPENDENCYPART_SIBL
(5,11),(5,19),0.0184469 # DEPENDENCYPART_SIBL
(5,11),(5,20),-0.21819 # DEPENDENCYPART_SIBL
(5,11),(5,23),-0.297917 # DEPENDENCYPART_SIBL
(5,11),(5,24),0.102835 # DEPENDENCYPART_SIBL
(5,11),(5,29),-0.105712 # DEPENDENCYPART_SIBL
(5,12),(5,13),-0.138456 # DEPENDENCYPART_SIBL
(5,12),(5,14),-0.0503327 # DEPENDENCYPART_SIBL
(5,12),(5,15),0.0232098 # DEPENDENCYPART_SIBL
(5,12),(5,16),0.0306114 # DEPENDENCYPART_SIBL
(5,12),(5,17),0.0280529 # DEPENDENCYPART_SIBL
(5,12),(5,18),0.0203773 # DEPENDENCYPART_SIBL
(5,12),(5,19),0.0224857 # DEPENDENCYPART_SIBL
(5,12),(5,20),-0.17226 # DEPENDENCYPART_SIBL
(5,12),(5,23),-0.166329 # DEPENDENCYPART_SIBL
(5,12),(5,24),0.0129361 # DEPENDENCYPART_SIBL
(5,12),(5,29),-0.0244708 # DEPENDENCYPART_SIBL
(5,13),(5,14),-0.231865 # DEPENDENCYPART_SIBL
(5,13),(5,15),-0.089775 # DEPENDENCYPART_SIBL
(5,13),(5,16),-0.00566282 # DEPENDENCYPART_SIBL
(5,13),(5,17),-0.084518 # DEPENDENCYPART_SIBL
(5,13),(5,18),0.0189691 # DEPENDENCYPART_SIBL
(5,13),(5,19),0.088874 # DEPENDENCYPART_SIBL
(5,13),(5,20),-0.459531 # DEPENDENCYPART_SIBL
(5,13),(5,23),-0.202964 # DEPENDENCYPART_SIBL
(5,13),(5,24),0.0164225 # DEPENDENCYPART_SIBL
(5,13),(5,29),-0.0138939 # DEPENDENCYPART_SIBL
(5,14),(5,15),-0.111603 # DEPENDENCYPART_SIBL
(5,14),(5,16),0.0829537 # DEPENDENCYPART_SIBL
(5,14),(5,17),-0.131429 # DEPENDENCYPART_SIBL
(5,14),(5,18),0.0457493 # DEPENDENCYPART_SIBL
(5,14),(5,19),-0.00841575 # DEPENDENCYPART_SIBL
(5,14),(5,20),-0.151408 # DEPENDENCYPART_SIBL
(5,14),(5,23),-0.162554 # DEPENDENCYPART_SIBL
(5,14),(5,24),-0.0518741 # DEPENDENCYPART_SIBL
(5,14),(5,29),-0.106896 # DEPENDENCYPART_SIBL
(5,15),(5,16),-0.0466242 # DEPENDENCYPART_SIBL
(5,15),(5,17),-0.32145 # DEPENDENCYPART_SIBL
(5,15),(5,18),0.023961 # DEPENDENCYPART_SIBL
(5,15),(5,19),0.0554387 # DEPENDENCYPART_SIBL
(5,15),(5,20),-0.143427 # DEPENDENCYPART_SIBL
(5,15),(5,23),-0.218402 # DEPENDENCYPART_SIBL
(5,15),(5,24),-0.0243413 # DEPENDENCYPART_SIBL
(5,15),(5,29),-0.00744544 # DEPENDENCYPART_SIBL
(5,16),(5,17),-0.101892 # DEPENDENCYPART_SIBL
(5,16),(5,18),-0.0972031 # DEPENDENCYPART_SIBL
(5,16),(5,19),0.0200678 # DEPENDENCYPART_SIBL
(5,16),(5,20),-0.135568 # DEPENDENCYPART_SIBL
(5,16),(5,23),-0.029244 # DEPENDENCYPART_SIBL
(5,16),(5,24),6.97918e-05 # DEPENDENCYPART_SIBL
(5,16),(5,29),0.0717988 # DEPENDENCYPART_SIBL
(5,17),(5,18),0.0603044 # DEPENDENCYPART_SIBL
(5,17),(5,19),0.0562421 # DEPENDENCYPART_SIBL
(5,17),(5,20),-0.134929 # DEPENDENCYPART_SIBL
(5,17),(5,23),-0.21082 # DEPENDENCYPART_SIBL
(5,17),(5,24),-0.0194221 # DEPENDENCYPART_SIBL
(5,17),(5,29),0.015953 # DEPENDENCYPART_SIBL
(5,18),(5,19),0.172871 # DEPENDENCYPART_SIBL
(5,18),(5,20),0.0850947 # DEPENDENCYPART_SIBL
(5,18),(5,23),0.253723 # DEPENDENCYPART_SIBL
(5,18),(5,24),0.27241 # DEPENDENCYPART_SIBL
(5,18),(5,29),0.00322685 # DEPENDENCYPART_SIBL
(5,19),(5,20),-0.0782007 # DEPENDENCYPART_SIBL
(5,19),(5,23),0.117033 # DEPENDENCYPART_SIBL
(5,19),(5,24),0.35872 # DEPENDENCYPART_SIBL
(5,19),(5,29),-0.0725966 # DEPENDENCYPART_SIBL
(5,20),(5,23),-0.23765 # DEPENDENCYPART_SIBL
(5,20),(5,24),-0.0390481 # DEPENDENCYPART_SIBL
(5,20),(5,29),0.0510369 # DEPENDENCYPART_SIBL
(5,23),(5,24),0.130809 # DEPENDENCYPART_SIBL
(5,23),(5,29),-0.0720839 # DEPENDENCYPART_SIBL
(5,24),(5,29),0.0112831 # DEPENDENCYPART_SIBL
(6,1),(6,3),0.101261 # DEPENDENCYPART_SIBL
(6,1),(6,4),0.0669184 # DEPENDENCYPART_SIBL
(6,1),(6,5),0.0753317 # DEPENDENCYPART_SIBL
(6,1),(6,7),-0.00489731 # DEPENDENCYPART_SIBL
(6,1),(6,8),0.0817473 # DEPENDENCYPART_SIBL
(6,1),(6,9),0.147962 # DEPENDENCYPART_SIBL
(6,1),(6,11),0.00283453 # DEPENDENCYPART_SIBL
(6,1),(6,13),-0.0256498 # DEPENDENCYPART_SIBL
(6,1),(6,14),0.0164751 # DEPENDENCYPART_SIBL
(6,3),(6,4),-0.0410726 # DEPENDENCYPART_SIBL
(6,3),(6,5),-0.0150287 # DEPENDENCYPART_SIBL
(6,3),(6,7),-0.0273437 # DEPENDENCYPART_SIBL
(6,3),(6,8),0.00481803 # DEPENDENCYPART_SIBL
(6,3),(6,9),0.0336646 # DEPENDENCYPART_SIBL
(6,3),(6,11),-0.0274045 # DEPENDENCYPART_SIBL
(6,3),(6,13),-0.105893 # DEPENDENCYPART_SIBL
(6,3),(6,14),-0.0867179 # DEPENDENCYPART_SIBL
(6,4),(6,5),0.0199749 # DEPENDENCYPART_SIBL
(6,4),(6,7),-0.188527 # DEPENDENCYPART_SIBL
(6,4),(6,8),-0.0262184 # DEPENDENCYPART_SIBL
(6,4),(6,9),0.0495346 # DEPENDENCYPART_SIBL
(6,4),(6,11),-0.196064 # DEPENDENCYPART_SIBL
(6,4),(6,13),-0.11124 # DEPENDENCYPART_SIBL
(6,4),(6,14),-0.0567856 # DEPENDENCYPART_SIBL
(6,5),(6,7),-0.0596142 # DEPENDENCYPART_SIBL
(6,5),(6,8),-0.0602541 # DEPENDENCYPART_SIBL
(6,5),(6,9),0.0762619 # DEPENDENCYPART_SIBL
(6,5),(6,11),-0.0581394 # DEPENDENCYPART_SIBL
(6,5),(6,13),-0.0835907 # DEPENDENCYPART_SIBL
(6,5),(6,14),-0.0869218 # DEPENDENCYPART_SIBL
(6,7),(6,8),0.00122276 # DEPENDENCYPART_SIBL
(6,7),(6,9),0.13493 # DEPENDENCYPART_SIBL
(6,7),(6,11),-0.141942 # DEPENDENCYPART_SIBL
(6,7),(6,13),-0.109603 # DEPENDENCYPART_SIBL
(6,7),(6,14),-0.0669207 # DEPENDENCYPART_SIBL
(6,8),(6,9),0.418595 # DEPENDENCYPART_SIBL
(6,8),(6,11),0.490306 # DEPENDENCYPART_SIBL
(6,8),(6,13),0.273206 # DEPENDENCYPART_SIBL
(6,8),(6,14),0.0538005 # DEPENDENCYPART_SIBL
(6,9),(6,11),0.247799 # DEPENDENCYPART_SIBL
(6,9),(6,13),0.109672 # DEPENDENCYPART_SIBL
(6,9),(6,14),0.0573867 # DEPENDENCYPART_SIBL
(6,11),(6,13),-0.0958913 # DEPENDENCYPART_SIBL
(6,11),(6,14),-0.0896805 # DEPENDENCYPART_SIBL
(6,13),(6,14),-0.107814 # DEPENDENCYPART_SIBL
(7,1),(7,2),0.15202 # DEPENDENCYPART_SIBL
(7,1),(7,3),0.137239 # DEPENDENCYPART_SIBL
(7,1),(7,4),0.0408615 # DEPENDENCYPART_SIBL
(7,1),(7,5),0.074101 # DEPENDENCYPART_SIBL
(7,1),(7,6),0.103975 # DEPENDENCYPART_SIBL
(7,1),(7,8),0.103697 # DEPENDENCYPART_SIBL
(7,1),(7,9),0.00199978 # DEPENDENCYPART_SIBL
(7,1),(7,10),0.0576388 # DEPENDENCYPART_SIBL
(7,1),(7,11),0.0981749 # DEPENDENCYPART_SIBL
(7,1),(7,12),-0.00670525 # DEPENDENCYPART_SIBL
(7,1),(7,13),0.0863806 # DEPENDENCYPART_SIBL
(7,1),(7,14),-0.0246826 # DEPENDENCYPART_SIBL
(7,1),(7,16),0.081832 # DEPENDENCYPART_SIBL
(7,1),(7,19),0.84128 # DEPENDENCYPART_SIBL
(7,2),(7,3),0.079157 # DEPENDENCYPART_SIBL
(7,2),(7,4),0.0993905 # DEPENDENCYPART_SIBL
(7,2),(7,5),-0.0214745 # DEPENDENCYPART_SIBL
(7,2),(7,6),0.11043 # DEPENDENCYPART_SIBL
(7,2),(7,8),-0.0162405 # DEPENDENCYPART_SIBL
(7,2),(7,9),-0.192121 # DEPENDENCYPART_SIBL
(7,2),(7,10),-0.036945 # DEPENDENCYPART_SIBL
(7,2),(7,11),-0.0511254 # DEPENDENCYPART_SIBL
(7,2),(7,12),0.0491752 # DEPENDENCYPART_SIBL
(7,2),(7,13),0.00277373 # DEPENDENCYPART_SIBL
(7,2),(7,14),-0.0413178 # DEPENDENCYPART_SIBL
(7,2),(7,16),-0.0463463 # DEPENDENCYPART_SIBL
(7,2),(7,19),0.0275396 # DEPENDENCYPART_SIBL
(7,3),(7,4),-0.0338058 # DEPENDENCYPART_SIBL
(7,3),(7,5),-0.00114238 # DEPENDENCYPART_SIBL
(7,3),(7,6),0.0141374 # DEPENDENCYPART_SIBL
(7,3),(7,8),-0.0431669 # DEPENDENCYPART_SIBL
(7,3),(7,9),-0.0636242 # DEPENDENCYPART_SIBL
(7,3),(7,10),-0.0138715 # DEPENDENCYPART_SIBL
(7,3),(7,11),0.014144 # DEPENDENCYPART_SIBL
(7,3),(7,12),-0.0237865 # DEPENDENCYPART_SIBL
(7,3),(7,13),-0.00126445 # DEPENDENCYPART_SIBL
(7,3),(7,14),-0.0515421 # DEPENDENCYPART_SIBL
(7,3),(7,16),-0.0738455 # DEPENDENCYPART_SIBL
(7,3),(7,19),0.051417 # DEPENDENCYPART_SIBL
(7,4),(7,5),-0.111234 # DEPENDENCYPART_SIBL
(7,4),(7,6),0.0165548 # DEPENDENCYPART_SIBL
(7,4),(7,8),-0.118074 # DEPENDENCYPART_SIBL
(7,4),(7,9),-0.157127 # DEPENDENCYPART_SIBL
(7,4),(7,10),-0.0909639 # DEPENDENCYPART_SIBL
(7,4),(7,11),-0.110739 # DEPENDENCYPART_SIBL
(7,4),(7,12),-0.1265 # DEPENDENCYPART_SIBL
(7,4),(7,13),-0.0645897 # DEPENDENCYPART_SIBL
(7,4),(7,14),-0.172499 # DEPENDENCYPART_SIBL
(7,4),(7,16),-0.0694592 # DEPENDENCYPART_SIBL
(7,4),(7,19),-0.0140478 # DEPENDENCYPART_SIBL
(7,5),(7,6),-0.0182801 # DEPENDENCYPART_SIBL
(7,5),(7,8),-0.219048 # DEPENDENCYPART_SIBL
(7,5),(7,9),-0.130391 # DEPENDENCYPART_SIBL
(7,5),(7,10),-0.0695805 # DEPENDENCYPART_SIBL
(7,5),(7,11),-0.0706422 # DEPENDENCYPART_SIBL
(7,5),(7,12),-0.0871113 # DEPENDENCYPART_SIBL
(7,5),(7,13),-0.0678169 # DEPENDENCYPART_SIBL
(7,5),(7,14),-0.107994 # DEPENDENCYPART_SIBL
(7,5),(7,16),-0.0836871 # DEPENDENCYPART_SIBL
(7,5),(7,19),-0.063749 # DEPENDENCYPART_SIBL
(7,6),(7,8),-0.0950614 # DEPENDENCYPART_SIBL
(7,6),(7,9),0.305419 # DEPENDENCYPART_SIBL
(7,6),(7,10),-0.0111815 # DEPENDENCYPART_SIBL
(7,6),(7,11),-0.0273148 # DEPENDENCYPART_SIBL
(7,6),(7,12),-0.050991 # DEPENDENCYPART_SIBL
(7,6),(7,13),0.0043454 # DEPENDENCYPART_SIBL
(7,6),(7,14),0.00743098 # DEPENDENCYPART_SIBL
(7,6),(7,16),-0.0293074 # DEPENDENCYPART_SIBL
(7,6),(7,19),0.0663677 # DEPENDENCYPART_SIBL
(7,8),(7,9),0.461936 # DEPENDENCYPART_SIBL
(7,8),(7,10),0.199236 # DEPENDENCYPART_SIBL
(7,8),(7,11),0.636794 # DEPENDENCYPART_SIBL
(7,8),(7,12),0.347451 # DEPENDENCYPART_SIBL
(7,8),(7,13),0.610704 # DEPENDENCYPART_SIBL
(7,8),(7,14),0.138685 # DEPENDENCYPART_SIBL
(7,8),(7,16),0.537998 # DEPENDENCYPART_SIBL
(7,8),(7,19),0.405815 # DEPENDENCYPART_SIBL
(7,9),(7,10),-0.0284251 # DEPENDENCYPART_SIBL
(7,9),(7,11),-0.00227766 # DEPENDENCYPART_SIBL
(7,9),(7,12),0.116011 # DEPENDENCYPART_SIBL
(7,9),(7,13),-0.0673598 # DEPENDENCYPART_SIBL
(7,9),(7,14),0.0876138 # DEPENDENCYPART_SIBL
(7,9),(7,16),0.120114 # DEPENDENCYPART_SIBL
(7,9),(7,19),0.0642229 # DEPENDENCYPART_SIBL
(7,10),(7,11),0.00409147 # DEPENDENCYPART_SIBL
(7,10),(7,12),-0.0375359 # DEPENDENCYPART_SIBL
(7,10),(7,13),-0.00999113 # DEPENDENCYPART_SIBL
(7,10),(7,14),-0.0491454 # DEPENDENCYPART_SIBL
(7,10),(7,16),-0.026023 # DEPENDENCYPART_SIBL
(7,10),(7,19),-0.0272416 # DEPENDENCYPART_SIBL
(7,11),(7,12),-0.0246303 # DEPENDENCYPART_SIBL
(7,11),(7,13),-0.0108102 # DEPENDENCYPART_SIBL
(7,11),(7,14),-0.0082062 # DEPENDENCYPART_SIBL
(7,11),(7,16),-0.0113128 # DEPENDENCYPART_SIBL
(7,11),(7,19),0.0315871 # DEPENDENCYPART_SIBL
(7,12),(7,13),-0.0214291 # DEPENDENCYPART_SIBL
(7,12),(7,14),0.0754246 # DEPENDENCYPART_SIBL
(7,12),(7,16),0.0401322 # DEPENDENCYPART_SIBL
(7,12),(7,19),-0.0591921 # DEPENDENCYPART_SIBL
(7,13),(7,14),-0.0196418 # DEPENDENCYPART_SIBL
(7,13),(7,16),0.132465 # DEPENDENCYPART_SIBL
(7,13),(7,19),0.0840255 # DEPENDENCYPART_SIBL
(7,14),(7,16),0.160839 # DEPENDENCYPART_SIBL
(7,14),(7,19),0.0329303 # DEPENDENCYPART_SIBL
(7,16),(7,19),0.00563245 # DEPENDENCYPART_SIBL
(9,5),(9,6),-0.0277388 # DEPENDENCYPART_SIBL
(9,5),(9,7),-0.0548845 # DEPENDENCYPART_SIBL
(9,5),(9,8),0.0643373 # DEPENDENCYPART_SIBL
(9,5),(9,10),-0.0213726 # DEPENDENCYPART_SIBL
(9,5),(9,11),-0.0803172 # DEPENDENCYPART_SIBL
