# _root_ But most of them , led by Morgan Stanley & Co. , moved back in earlier this year .
#goldHeads=13,13,2,3,13,13,6,9,10,7,10,13,0,13,14,18,18,13,13,
#predictedHeads=13,13,2,3,13,13,6,9,10,7,10,13,0,13,14,18,18,13,13,
(7,12),(7,16),0.0329744 # DEPENDENCYPART_SIBL
(7,13),(7,14),-0.0268624 # DEPENDENCYPART_SIBL
(7,13),(7,15),-0.0283176 # DEPENDENCYPART_SIBL
(7,13),(7,16),-0.0208036 # DEPENDENCYPART_SIBL
(7,14),(7,15),-0.0526355 # DEPENDENCYPART_SIBL
(7,14),(7,16),-0.0312549 # DEPENDENCYPART_SIBL
(7,15),(7,16),-0.0435707 # DEPENDENCYPART_SIBL
(8,6),(8,7),-0.00657755 # DEPENDENCYPART_SIBL
(8,6),(8,9),0.000735172 # DEPENDENCYPART_SIBL
(8,6),(8,12),-0.00493758 # DEPENDENCYPART_SIBL
(8,6),(8,13),-0.0552715 # DEPENDENCYPART_SIBL
(8,6),(8,18),0.0195739 # DEPENDENCYPART_SIBL
(8,7),(8,9),-0.0329559 # DEPENDENCYPART_SIBL
(8,7),(8,12),-0.0480047 # DEPENDENCYPART_SIBL
(8,7),(8,13),-0.0419227 # DEPENDENCYPART_SIBL
(8,7),(8,18),-0.00928904 # DEPENDENCYPART_SIBL
(8,9),(8,12),-0.00485197 # DEPENDENCYPART_SIBL
(8,9),(8,13),-0.0180519 # DEPENDENCYPART_SIBL
(8,9),(8,18),-0.0504766 # DEPENDENCYPART_SIBL
(8,12),(8,13),0.00228808 # DEPENDENCYPART_SIBL
(8,12),(8,18),0.00823532 # DEPENDENCYPART_SIBL
(8,13),(8,18),-0.0296905 # DEPENDENCYPART_SIBL
(9,4),(9,6),0.0241038 # DEPENDENCYPART_SIBL
(9,4),(9,7),-0.0353495 # DEPENDENCYPART_SIBL
(9,4),(9,8),-0.0304244 # DEPENDENCYPART_SIBL
(9,4),(9,11),-0.0011306 # DEPENDENCYPART_SIBL
(9,4),(9,12),0.0660399 # DEPENDENCYPART_SIBL
(9,4),(9,13),-0.0980813 # DEPENDENCYPART_SIBL
(9,4),(9,18),0.0583987 # DEPENDENCYPART_SIBL
(9,6),(9,7),-0.00657236 # DEPENDENCYPART_SIBL
(9,6),(9,8),0.00847638 # DEPENDENCYPART_SIBL
(9,6),(9,11),-0.00388545 # DEPENDENCYPART_SIBL
(9,6),(9,12),-0.00482552 # DEPENDENCYPART_SIBL
(9,6),(9,13),-0.0571823 # DEPENDENCYPART_SIBL
(9,6),(9,18),0.0198246 # DEPENDENCYPART_SIBL
(9,7),(9,8),-0.0179485 # DEPENDENCYPART_SIBL
(9,7),(9,11),-0.0460563 # DEPENDENCYPART_SIBL
(9,7),(9,12),-0.0479235 # DEPENDENCYPART_SIBL
(9,7),(9,13),-0.0438545 # DEPENDENCYPART_SIBL
(9,7),(9,18),-0.009053 # DEPENDENCYPART_SIBL
(9,8),(9,11),-0.0644431 # DEPENDENCYPART_SIBL
(9,8),(9,12),0.0384403 # DEPENDENCYPART_SIBL
(9,8),(9,13),-0.0438017 # DEPENDENCYPART_SIBL
(9,8),(9,18),-0.00177992 # DEPENDENCYPART_SIBL
(9,11),(9,12),0.0626728 # DEPENDENCYPART_SIBL
(9,11),(9,13),-0.0186227 # DEPENDENCYPART_SIBL
(9,11),(9,18),-0.0465253 # DEPENDENCYPART_SIBL
(9,12),(9,13),0.00852239 # DEPENDENCYPART_SIBL
(9,12),(9,18),0.0275314 # DEPENDENCYPART_SIBL
(9,13),(9,18),-0.0269684 # DEPENDENCYPART_SIBL
(10,1),(10,3),-0.00808724 # DEPENDENCYPART_SIBL
(10,1),(10,4),-0.0226915 # DEPENDENCYPART_SIBL
(10,1),(10,5),-0.000637165 # DEPENDENCYPART_SIBL
(10,1),(10,6),0.00069761 # DEPENDENCYPART_SIBL
(10,1),(10,7),-0.0112101 # DEPENDENCYPART_SIBL
(10,1),(10,8),-0.0436511 # DEPENDENCYPART_SIBL
(10,1),(10,9),-0.0432225 # DEPENDENCYPART_SIBL
(10,1),(10,11),-0.0788598 # DEPENDENCYPART_SIBL
(10,1),(10,12),0.00190291 # DEPENDENCYPART_SIBL
(10,1),(10,13),0.0557374 # DEPENDENCYPART_SIBL
(10,1),(10,14),-0.0121036 # DEPENDENCYPART_SIBL
(10,1),(10,15),-0.0201695 # DEPENDENCYPART_SIBL
(10,1),(10,16),-0.0228701 # DEPENDENCYPART_SIBL
(10,1),(10,18),-0.0623961 # DEPENDENCYPART_SIBL
(10,1),(10,19),0.0856436 # DEPENDENCYPART_SIBL
(10,3),(10,4),-0.0375234 # DEPENDENCYPART_SIBL
(10,3),(10,5),-0.0569573 # DEPENDENCYPART_SIBL
(10,3),(10,6),-0.0372925 # DEPENDENCYPART_SIBL
(10,3),(10,7),-0.0194712 # DEPENDENCYPART_SIBL
(10,3),(10,8),-0.0747345 # DEPENDENCYPART_SIBL
(10,3),(10,9),-0.0730373 # DEPENDENCYPART_SIBL
(10,3),(10,11),-0.157892 # DEPENDENCYPART_SIBL
(10,3),(10,12),-0.106909 # DEPENDENCYPART_SIBL
(10,3),(10,13),-0.0506982 # DEPENDENCYPART_SIBL
(10,3),(10,14),-0.020067 # DEPENDENCYPART_SIBL
(10,3),(10,15),-0.0229357 # DEPENDENCYPART_SIBL
(10,3),(10,16),-0.0396116 # DEPENDENCYPART_SIBL
(10,3),(10,18),-0.142415 # DEPENDENCYPART_SIBL
(10,3),(10,19),-0.0420472 # DEPENDENCYPART_SIBL
(10,4),(10,5),-0.0903755 # DEPENDENCYPART_SIBL
(10,4),(10,6),-0.00162438 # DEPENDENCYPART_SIBL
(10,4),(10,7),-0.0344611 # DEPENDENCYPART_SIBL
(10,4),(10,8),-0.0469318 # DEPENDENCYPART_SIBL
(10,4),(10,9),-0.0437393 # DEPENDENCYPART_SIBL
(10,4),(10,11),-0.0476674 # DEPENDENCYPART_SIBL
(10,4),(10,12),-0.0313335 # DEPENDENCYPART_SIBL
(10,4),(10,13),-0.0499654 # DEPENDENCYPART_SIBL
(10,4),(10,14),-0.0220984 # DEPENDENCYPART_SIBL
(10,4),(10,15),0.0377497 # DEPENDENCYPART_SIBL
(10,4),(10,16),-0.0280063 # DEPENDENCYPART_SIBL
(10,4),(10,18),-0.0308446 # DEPENDENCYPART_SIBL
(10,4),(10,19),-0.0484679 # DEPENDENCYPART_SIBL
(10,5),(10,6),-0.0191773 # DEPENDENCYPART_SIBL
(10,5),(10,7),-0.00692116 # DEPENDENCYPART_SIBL
(10,5),(10,8),-0.0740388 # DEPENDENCYPART_SIBL
(10,5),(10,9),-0.0574231 # DEPENDENCYPART_SIBL
(10,5),(10,11),-0.0160804 # DEPENDENCYPART_SIBL
(10,5),(10,12),0.111477 # DEPENDENCYPART_SIBL
(10,5),(10,13),0.00201073 # DEPENDENCYPART_SIBL
(10,5),(10,14),-0.0491279 # DEPENDENCYPART_SIBL
(10,5),(10,15),-0.013154 # DEPENDENCYPART_SIBL
(10,5),(10,16),-0.0595037 # DEPENDENCYPART_SIBL
(10,5),(10,18),-0.0763238 # DEPENDENCYPART_SIBL
(10,5),(10,19),-0.0474177 # DEPENDENCYPART_SIBL
(10,6),(10,7),-0.0322822 # DEPENDENCYPART_SIBL
(10,6),(10,8),-0.0372259 # DEPENDENCYPART_SIBL
(10,6),(10,9),-0.0370571 # DEPENDENCYPART_SIBL
(10,6),(10,11),-0.247668 # DEPENDENCYPART_SIBL
(10,6),(10,12),-0.0310822 # DEPENDENCYPART_SIBL
(10,6),(10,13),0.260887 # DEPENDENCYPART_SIBL
(10,6),(10,14),-0.0407344 # DEPENDENCYPART_SIBL
(10,6),(10,15),-0.0108198 # DEPENDENCYPART_SIBL
(10,6),(10,16),-0.0581027 # DEPENDENCYPART_SIBL
(10,6),(10,18),-0.257364 # DEPENDENCYPART_SIBL
(10,6),(10,19),0.00413341 # DEPENDENCYPART_SIBL
(10,7),(10,8),-0.0657335 # DEPENDENCYPART_SIBL
(10,7),(10,9),-0.0640363 # DEPENDENCYPART_SIBL
(10,7),(10,11),-0.181385 # DEPENDENCYPART_SIBL
(10,7),(10,12),-0.105096 # DEPENDENCYPART_SIBL
(10,7),(10,13),-0.0558798 # DEPENDENCYPART_SIBL
(10,7),(10,14),-0.013741 # DEPENDENCYPART_SIBL
(10,7),(10,15),-0.0146147 # DEPENDENCYPART_SIBL
(10,7),(10,16),-0.0332454 # DEPENDENCYPART_SIBL
(10,7),(10,18),-0.165516 # DEPENDENCYPART_SIBL
(10,7),(10,19),-0.0326533 # DEPENDENCYPART_SIBL
(10,8),(10,9),-0.0338411 # DEPENDENCYPART_SIBL
(10,8),(10,11),-0.0717951 # DEPENDENCYPART_SIBL
(10,8),(10,12),-0.0359467 # DEPENDENCYPART_SIBL
(10,8),(10,13),-0.0410651 # DEPENDENCYPART_SIBL
(10,8),(10,14),-0.0162044 # DEPENDENCYPART_SIBL
(10,8),(10,15),0.0238572 # DEPENDENCYPART_SIBL
(10,8),(10,16),-0.0442167 # DEPENDENCYPART_SIBL
(10,8),(10,18),-0.0327749 # DEPENDENCYPART_SIBL
(10,8),(10,19),-0.0242816 # DEPENDENCYPART_SIBL
(10,9),(10,11),-0.0249761 # DEPENDENCYPART_SIBL
(10,9),(10,12),-0.0351276 # DEPENDENCYPART_SIBL
(10,9),(10,13),-0.0350864 # DEPENDENCYPART_SIBL
(10,9),(10,14),-0.00772261 # DEPENDENCYPART_SIBL
(10,9),(10,15),0.030875 # DEPENDENCYPART_SIBL
(10,9),(10,16),-0.0357349 # DEPENDENCYPART_SIBL
(10,9),(10,18),0.00707606 # DEPENDENCYPART_SIBL
(10,9),(10,19),-0.0150228 # DEPENDENCYPART_SIBL
(10,11),(10,12),0.147316 # DEPENDENCYPART_SIBL
(10,11),(10,13),0.0385074 # DEPENDENCYPART_SIBL
(10,11),(10,14),0.0531194 # DEPENDENCYPART_SIBL
(10,11),(10,15),0.105684 # DEPENDENCYPART_SIBL
(10,11),(10,16),0.0558459 # DEPENDENCYPART_SIBL
(10,11),(10,18),-0.0484264 # DEPENDENCYPART_SIBL
(10,11),(10,19),0.0610234 # DEPENDENCYPART_SIBL
(10,12),(10,13),0.0599791 # DEPENDENCYPART_SIBL
(10,12),(10,14),0.0674516 # DEPENDENCYPART_SIBL
(10,12),(10,15),0.0612407 # DEPENDENCYPART_SIBL
(10,12),(10,16),0.0735509 # DEPENDENCYPART_SIBL
(10,12),(10,18),0.0457283 # DEPENDENCYPART_SIBL
(10,12),(10,19),0.0614672 # DEPENDENCYPART_SIBL
(10,13),(10,14),-0.0246008 # DEPENDENCYPART_SIBL
(10,13),(10,15),0.0238142 # DEPENDENCYPART_SIBL
(10,13),(10,16),-0.0194109 # DEPENDENCYPART_SIBL
(10,13),(10,18),-0.0346107 # DEPENDENCYPART_SIBL
(10,13),(10,19),0.0425553 # DEPENDENCYPART_SIBL
(10,14),(10,15),-0.0227213 # DEPENDENCYPART_SIBL
(10,14),(10,16),-0.031603 # DEPENDENCYPART_SIBL
(10,14),(10,18),0.0250042 # DEPENDENCYPART_SIBL
(10,14),(10,19),-0.0489815 # DEPENDENCYPART_SIBL
(10,15),(10,16),-0.00951962 # DEPENDENCYPART_SIBL
(10,15),(10,18),0.012867 # DEPENDENCYPART_SIBL
(10,15),(10,19),-0.0154622 # DEPENDENCYPART_SIBL
(10,16),(10,18),-0.0310668 # DEPENDENCYPART_SIBL
(10,16),(10,19),-0.0158271 # DEPENDENCYPART_SIBL
(10,18),(10,19),-0.0114819 # DEPENDENCYPART_SIBL
(11,5),(11,6),0.0669058 # DEPENDENCYPART_SIBL
(11,5),(11,8),-0.00341262 # DEPENDENCYPART_SIBL
(11,5),(11,9),-0.0225041 # DEPENDENCYPART_SIBL
(11,5),(11,10),0.350164 # DEPENDENCYPART_SIBL
(11,5),(11,12),0.132941 # DEPENDENCYPART_SIBL
(11,5),(11,13),0.0116251 # DEPENDENCYPART_SIBL
(11,5),(11,14),-0.0413754 # DEPENDENCYPART_SIBL
(11,5),(11,15),0.0249549 # DEPENDENCYPART_SIBL
(11,5),(11,18),-0.00902723 # DEPENDENCYPART_SIBL
(11,6),(11,8),0.0016436 # DEPENDENCYPART_SIBL
(11,6),(11,9),-0.00716116 # DEPENDENCYPART_SIBL
(11,6),(11,10),0.207142 # DEPENDENCYPART_SIBL
(11,6),(11,12),0.018171 # DEPENDENCYPART_SIBL
(11,6),(11,13),-0.0543887 # DEPENDENCYPART_SIBL
(11,6),(11,14),0.00633486 # DEPENDENCYPART_SIBL
(11,6),(11,15),0.0368094 # DEPENDENCYPART_SIBL
(11,6),(11,18),0.0120923 # DEPENDENCYPART_SIBL
(11,8),(11,9),0.0412288 # DEPENDENCYPART_SIBL
(11,8),(11,10),0.363723 # DEPENDENCYPART_SIBL
(11,8),(11,12),0.102859 # DEPENDENCYPART_SIBL
(11,8),(11,13),-0.0130362 # DEPENDENCYPART_SIBL
(11,8),(11,14),0.0441959 # DEPENDENCYPART_SIBL
(11,8),(11,15),0.0744458 # DEPENDENCYPART_SIBL
(11,8),(11,18),0.00383803 # DEPENDENCYPART_SIBL
(11,9),(11,10),0.357645 # DEPENDENCYPART_SIBL
(11,9),(11,12),0.078842 # DEPENDENCYPART_SIBL
(11,9),(11,13),-0.0172742 # DEPENDENCYPART_SIBL
(11,9),(11,14),0.03882 # DEPENDENCYPART_SIBL
(11,9),(11,15),0.0668746 # DEPENDENCYPART_SIBL
(11,9),(11,18),0.0165394 # DEPENDENCYPART_SIBL
(11,10),(11,12),0.0739967 # DEPENDENCYPART_SIBL
(11,10),(11,13),-0.00101206 # DEPENDENCYPART_SIBL
(11,10),(11,14),0.0540466 # DEPENDENCYPART_SIBL
(11,10),(11,15),0.0555976 # DEPENDENCYPART_SIBL
(11,10),(11,18),0.125928 # DEPENDENCYPART_SIBL
(11,12),(11,13),0.052422 # DEPENDENCYPART_SIBL
(11,12),(11,14),0.0258546 # DEPENDENCYPART_SIBL
(11,12),(11,15),0.00572465 # DEPENDENCYPART_SIBL
(11,12),(11,18),0.027447 # DEPENDENCYPART_SIBL
(11,13),(11,14),-0.00837511 # DEPENDENCYPART_SIBL
(11,13),(11,15),-0.0128199 # DEPENDENCYPART_SIBL
(11,13),(11,18),-0.0332072 # DEPENDENCYPART_SIBL
(11,14),(11,15),-0.031754 # DEPENDENCYPART_SIBL
(11,14),(11,18),0.0425181 # DEPENDENCYPART_SIBL
(11,15),(11,18),0.0295316 # DEPENDENCYPART_SIBL
(13,1),(13,2),-0.00768101 # DEPENDENCYPART_SIBL
(13,1),(13,3),-0.0261563 # DEPENDENCYPART_SIBL
(13,1),(13,4),0.0090086 # DEPENDENCYPART_SIBL
(13,1),(13,5),0.0240913 # DEPENDENCYPART_SIBL
(13,1),(13,6),0.0183723 # DEPENDENCYPART_SIBL
(13,1),(13,7),0.00615168 # DEPENDENCYPART_SIBL
(13,1),(13,8),-0.000648684 # DEPENDENCYPART_SIBL
(13,1),(13,9),-0.000127688 # DEPENDENCYPART_SIBL
(13,1),(13,10),-0.00347791 # DEPENDENCYPART_SIBL
(13,1),(13,11),-0.00757726 # DEPENDENCYPART_SIBL
(13,1),(13,12),0.0240913 # DEPENDENCYPART_SIBL
(13,1),(13,14),-0.0277042 # DEPENDENCYPART_SIBL
(13,1),(13,15),-0.0569803 # DEPENDENCYPART_SIBL
(13,1),(13,16),-0.0280956 # DEPENDENCYPART_SIBL
(13,1),(13,17),-0.0129089 # DEPENDENCYPART_SIBL
(13,1),(13,18),-0.0667307 # DEPENDENCYPART_SIBL
(13,1),(13,19),0.114737 # DEPENDENCYPART_SIBL
(13,2),(13,3),-0.0523609 # DEPENDENCYPART_SIBL
(13,2),(13,4),-0.10886 # DEPENDENCYPART_SIBL
(13,2),(13,5),-0.0303752 # DEPENDENCYPART_SIBL
(13,2),(13,6),-0.0602585 # DEPENDENCYPART_SIBL
(13,2),(13,7),-0.0129827 # DEPENDENCYPART_SIBL
(13,2),(13,8),-0.0176721 # DEPENDENCYPART_SIBL
(13,2),(13,9),-0.016234 # DEPENDENCYPART_SIBL
(13,2),(13,10),-0.080279 # DEPENDENCYPART_SIBL
(13,2),(13,11),-0.0171184 # DEPENDENCYPART_SIBL
(13,2),(13,12),-0.0303752 # DEPENDENCYPART_SIBL
(13,2),(13,14),-0.0246123 # DEPENDENCYPART_SIBL
(13,2),(13,15),-0.0226931 # DEPENDENCYPART_SIBL
(13,2),(13,16),-0.0237137 # DEPENDENCYPART_SIBL
(13,2),(13,17),-0.0318614 # DEPENDENCYPART_SIBL
(13,2),(13,18),0.00596636 # DEPENDENCYPART_SIBL
(13,2),(13,19),-0.00032168 # DEPENDENCYPART_SIBL
(13,3),(13,4),-0.0632652 # DEPENDENCYPART_SIBL
(13,3),(13,5),0.0129048 # DEPENDENCYPART_SIBL
(13,3),(13,6),-0.0594464 # DEPENDENCYPART_SIBL
(13,3),(13,7),-0.0243963 # DEPENDENCYPART_SIBL
(13,3),(13,8),-0.0816929 # DEPENDENCYPART_SIBL
(13,3),(13,9),-0.0805775 # DEPENDENCYPART_SIBL
(13,3),(13,10),-0.0282667 # DEPENDENCYPART_SIBL
(13,3),(13,11),-0.0692943 # DEPENDENCYPART_SIBL
(13,3),(13,12),0.0129048 # DEPENDENCYPART_SIBL
(13,3),(13,14),-0.039277 # DEPENDENCYPART_SIBL
(13,3),(13,15),-0.0448145 # DEPENDENCYPART_SIBL
(13,3),(13,16),-0.0563358 # DEPENDENCYPART_SIBL
(13,3),(13,17),-0.0511604 # DEPENDENCYPART_SIBL
(13,3),(13,18),-0.0521545 # DEPENDENCYPART_SIBL
(13,3),(13,19),0.00155977 # DEPENDENCYPART_SIBL
(13,4),(13,5),-0.0121513 # DEPENDENCYPART_SIBL
(13,4),(13,6),-0.00358865 # DEPENDENCYPART_SIBL
(13,4),(13,7),0.0394414 # DEPENDENCYPART_SIBL
(13,4),(13,8),0.00328908 # DEPENDENCYPART_SIBL
(13,4),(13,9),0.00619016 # DEPENDENCYPART_SIBL
(13,4),(13,10),0.0163106 # DEPENDENCYPART_SIBL
(13,4),(13,11),0.00767937 # DEPENDENCYPART_SIBL
(13,4),(13,12),-0.0121513 # DEPENDENCYPART_SIBL
(13,4),(13,14),0.0230552 # DEPENDENCYPART_SIBL
(13,4),(13,15),0.0866666 # DEPENDENCYPART_SIBL
(13,4),(13,16),0.0295323 # DEPENDENCYPART_SIBL
(13,4),(13,17),-0.0169086 # DEPENDENCYPART_SIBL
(13,4),(13,18),-0.0205321 # DEPENDENCYPART_SIBL
(13,4),(13,19),0.0433242 # DEPENDENCYPART_SIBL
(13,5),(13,6),0.0178478 # DEPENDENCYPART_SIBL
(13,5),(13,7),0.044745 # DEPENDENCYPART_SIBL
(13,5),(13,8),-0.000725001 # DEPENDENCYPART_SIBL
(13,5),(13,9),0.00167543 # DEPENDENCYPART_SIBL
(13,5),(13,10),0.018064 # DEPENDENCYPART_SIBL
(13,5),(13,11),0.00547449 # DEPENDENCYPART_SIBL
(13,5),(13,12),0.0387881 # DEPENDENCYPART_SIBL
(13,5),(13,14),-0.00397955 # DEPENDENCYPART_SIBL
(13,5),(13,15),0.00929455 # DEPENDENCYPART_SIBL
(13,5),(13,16),-0.0155597 # DEPENDENCYPART_SIBL
(13,5),(13,17),-0.0610258 # DEPENDENCYPART_SIBL
(13,5),(13,18),-0.0186823 # DEPENDENCYPART_SIBL
(13,5),(13,19),0.113641 # DEPENDENCYPART_SIBL
(13,6),(13,7),-0.0156623 # DEPENDENCYPART_SIBL
(13,6),(13,8),-0.00309993 # DEPENDENCYPART_SIBL
(13,6),(13,9),-0.00325979 # DEPENDENCYPART_SIBL
(13,6),(13,10),-0.0207456 # DEPENDENCYPART_SIBL
(13,6),(13,11),-0.00832726 # DEPENDENCYPART_SIBL
(13,6),(13,12),0.0376693 # DEPENDENCYPART_SIBL
(13,6),(13,14),0.014519 # DEPENDENCYPART_SIBL
(13,6),(13,15),0.0322459 # DEPENDENCYPART_SIBL
(13,6),(13,16),0.00669125 # DEPENDENCYPART_SIBL
(13,6),(13,17),-0.0436268 # DEPENDENCYPART_SIBL
(13,6),(13,18),-0.0203 # DEPENDENCYPART_SIBL
(13,6),(13,19),0.0658093 # DEPENDENCYPART_SIBL
(13,7),(13,8),-0.0121541 # DEPENDENCYPART_SIBL
(13,7),(13,9),-0.0110386 # DEPENDENCYPART_SIBL
(13,7),(13,10),-0.0107842 # DEPENDENCYPART_SIBL
(13,7),(13,11),0.00243156 # DEPENDENCYPART_SIBL
(13,7),(13,12),0.0111267 # DEPENDENCYPART_SIBL
(13,7),(13,14),-0.0385018 # DEPENDENCYPART_SIBL
(13,7),(13,15),-0.0563818 # DEPENDENCYPART_SIBL
(13,7),(13,16),-0.0554891 # DEPENDENCYPART_SIBL
(13,7),(13,17),-0.0501916 # DEPENDENCYPART_SIBL
(13,7),(13,18),-0.0827874 # DEPENDENCYPART_SIBL
(13,7),(13,19),0.0316117 # DEPENDENCYPART_SIBL
(13,8),(13,9),-0.0959285 # DEPENDENCYPART_SIBL
(13,8),(13,10),-0.0186919 # DEPENDENCYPART_SIBL
(13,8),(13,11),-0.0895579 # DEPENDENCYPART_SIBL
(13,8),(13,12),0.0227809 # DEPENDENCYPART_SIBL
(13,8),(13,14),0.0426599 # DEPENDENCYPART_SIBL
(13,8),(13,15),0.0521336 # DEPENDENCYPART_SIBL
(13,8),(13,16),0.0247009 # DEPENDENCYPART_SIBL
(13,8),(13,17),-0.0226486 # DEPENDENCYPART_SIBL
(13,8),(13,18),-0.0386739 # DEPENDENCYPART_SIBL
(13,8),(13,19),0.0689376 # DEPENDENCYPART_SIBL
(13,9),(13,10),-0.0204063 # DEPENDENCYPART_SIBL
(13,9),(13,11),-0.0945567 # DEPENDENCYPART_SIBL
(13,9),(13,12),0.00702143 # DEPENDENCYPART_SIBL
(13,9),(13,14),0.0358207 # DEPENDENCYPART_SIBL
(13,9),(13,15),0.0430984 # DEPENDENCYPART_SIBL
(13,9),(13,16),0.0178617 # DEPENDENCYPART_SIBL
(13,9),(13,17),-0.0264439 # DEPENDENCYPART_SIBL
(13,9),(13,18),-0.0324839 # DEPENDENCYPART_SIBL
(13,9),(13,19),0.0662912 # DEPENDENCYPART_SIBL
(13,10),(13,11),-0.0867242 # DEPENDENCYPART_SIBL
(13,10),(13,12),-0.0411108 # DEPENDENCYPART_SIBL
(13,10),(13,14),-0.0168089 # DEPENDENCYPART_SIBL
(13,10),(13,15),-0.0254777 # DEPENDENCYPART_SIBL
(13,10),(13,16),-0.0235528 # DEPENDENCYPART_SIBL
(13,10),(13,17),-0.00365593 # DEPENDENCYPART_SIBL
(13,10),(13,18),-0.00313155 # DEPENDENCYPART_SIBL
(13,10),(13,19),0.00932142 # DEPENDENCYPART_SIBL
(13,11),(13,12),0.0125948 # DEPENDENCYPART_SIBL
(13,11),(13,14),0.0446096 # DEPENDENCYPART_SIBL
(13,11),(13,15),0.04888 # DEPENDENCYPART_SIBL
(13,11),(13,16),0.0266406 # DEPENDENCYPART_SIBL
(13,11),(13,17),-0.0262051 # DEPENDENCYPART_SIBL
(13,11),(13,18),-0.0462874 # DEPENDENCYPART_SIBL
(13,11),(13,19),0.105203 # DEPENDENCYPART_SIBL
(13,12),(13,14),-0.00397955 # DEPENDENCYPART_SIBL
(13,12),(13,15),0.00929455 # DEPENDENCYPART_SIBL
(13,12),(13,16),-0.0155597 # DEPENDENCYPART_SIBL
(13,12),(13,17),-0.0610258 # DEPENDENCYPART_SIBL
(13,12),(13,18),-0.0186823 # DEPENDENCYPART_SIBL
(13,12),(13,19),0.113641 # DEPENDENCYPART_SIBL
(13,14),(13,15),0.0131618 # DEPENDENCYPART_SIBL
(13,14),(13,16),0.0114383 # DEPENDENCYPART_SIBL
(13,14),(13,17),0.0098436 # DEPENDENCYPART_SIBL
(13,14),(13,18),0.0867175 # DEPENDENCYPART_SIBL
(13,14),(13,19),-0.0449911 # DEPENDENCYPART_SIBL
(13,15),(13,16),0.0170893 # DEPENDENCYPART_SIBL
(13,15),(13,17),-0.0165233 # DEPENDENCYPART_SIBL
(13,15),(13,18),0.022078 # DEPENDENCYPART_SIBL
(13,15),(13,19),0.00450333 # DEPENDENCYPART_SIBL
(13,16),(13,17),0.00563627 # DEPENDENCYPART_SIBL
(13,16),(13,18),-0.0101085 # DEPENDENCYPART_SIBL
(13,16),(13,19),0.0302041 # DEPENDENCYPART_SIBL
(13,17),(13,18),0.0319206 # DEPENDENCYPART_SIBL
(13,17),(13,19),0.0196091 # DEPENDENCYPART_SIBL
(13,18),(13,19),-0.00626272 # DEPENDENCYPART_SIBL
(14,1),(14,3),-0.00405049 # DEPENDENCYPART_SIBL
(14,1),(14,7),0.00151984 # DEPENDENCYPART_SIBL
(14,1),(14,10),0.0037267 # DEPENDENCYPART_SIBL
(14,1),(14,12),0.0439512 # DEPENDENCYPART_SIBL
(14,1),(14,15),-0.061363 # DEPENDENCYPART_SIBL
(14,1),(14,16),0.00504763 # DEPENDENCYPART_SIBL
(14,1),(14,18),0.0997544 # DEPENDENCYPART_SIBL
(14,1),(14,19),0.0449493 # DEPENDENCYPART_SIBL
(14,3),(14,7),-0.0116465 # DEPENDENCYPART_SIBL
(14,3),(14,10),-0.0102314 # DEPENDENCYPART_SIBL
(14,3),(14,12),-0.0166514 # DEPENDENCYPART_SIBL
(14,3),(14,15),-0.0533478 # DEPENDENCYPART_SIBL
(14,3),(14,16),-0.00365866 # DEPENDENCYPART_SIBL
(14,3),(14,18),0.0661343 # DEPENDENCYPART_SIBL
(14,3),(14,19),-0.0170299 # DEPENDENCYPART_SIBL
(14,7),(14,10),-0.00842915 # DEPENDENCYPART_SIBL
(14,7),(14,12),-0.0309941 # DEPENDENCYPART_SIBL
(14,7),(14,15),-0.030911 # DEPENDENCYPART_SIBL
(14,7),(14,16),0.0197267 # DEPENDENCYPART_SIBL
(14,7),(14,18),0.0681426 # DEPENDENCYPART_SIBL
(14,7),(14,19),0.0163854 # DEPENDENCYPART_SIBL
(14,10),(14,12),0.0173603 # DEPENDENCYPART_SIBL
(14,10),(14,15),-0.0370984 # DEPENDENCYPART_SIBL
(14,10),(14,16),0.0131189 # DEPENDENCYPART_SIBL
(14,10),(14,18),0.155238 # DEPENDENCYPART_SIBL
(14,10),(14,19),-0.0195371 # DEPENDENCYPART_SIBL
(14,12),(14,15),-0.0462667 # DEPENDENCYPART_SIBL
(14,12),(14,16),-0.0190129 # DEPENDENCYPART_SIBL
(14,12),(14,18),0.211554 # DEPENDENCYPART_SIBL
(14,12),(14,19),0.0117752 # DEPENDENCYPART_SIBL
(14,15),(14,16),-0.0290235 # DEPENDENCYPART_SIBL
(14,15),(14,18),0.00179082 # DEPENDENCYPART_SIBL
(14,15),(14,19),0.00698231 # DEPENDENCYPART_SIBL
(14,16),(14,18),-0.0122426 # DEPENDENCYPART_SIBL
(14,16),(14,19),0.0305877 # DEPENDENCYPART_SIBL
(14,18),(14,19),-0.0234838 # DEPENDENCYPART_SIBL
(15,1),(15,5),0.0514912 # DEPENDENCYPART_SIBL
(15,1),(15,7),0.00520906 # DEPENDENCYPART_SIBL
(15,1),(15,8),-0.0370244 # DEPENDENCYPART_SIBL
(15,1),(15,10),0.00353981 # DEPENDENCYPART_SIBL
(15,1),(15,12),0.0514912 # DEPENDENCYPART_SIBL
(15,1),(15,14),0.00499839 # DEPENDENCYPART_SIBL
(15,1),(15,16),-0.0156911 # DEPENDENCYPART_SIBL
(15,1),(15,17),0.000255415 # DEPENDENCYPART_SIBL
(15,1),(15,18),0.0869878 # DEPENDENCYPART_SIBL
(15,1),(15,19),0.0369274 # DEPENDENCYPART_SIBL
