# _root_ Excluding the $ 2 billion provision and allowing for the taxes Morgan paid , earnings were about 65 cents a share , Mr. Salem said .
#goldHeads=16,6,6,3,3,1,1,7,8,11,9,13,11,16,16,25,19,17,16,21,19,25,24,25,0,25,
#predictedHeads=16,6,6,3,3,1,1,7,8,11,9,13,11,16,16,25,19,17,16,21,19,25,24,25,0,25,
(6,1),(6,16),-0.0411314 # DEPENDENCYPART_SIBL
(6,1),(6,22),-0.041703 # DEPENDENCYPART_SIBL
(6,1),(6,24),0.0151249 # DEPENDENCYPART_SIBL
(6,2),(6,3),0.494745 # DEPENDENCYPART_SIBL
(6,2),(6,4),0.223432 # DEPENDENCYPART_SIBL
(6,2),(6,5),0.0998159 # DEPENDENCYPART_SIBL
(6,2),(6,7),0.0436974 # DEPENDENCYPART_SIBL
(6,2),(6,8),0.199226 # DEPENDENCYPART_SIBL
(6,2),(6,9),0.190467 # DEPENDENCYPART_SIBL
(6,2),(6,10),0.00640947 # DEPENDENCYPART_SIBL
(6,2),(6,11),0.012355 # DEPENDENCYPART_SIBL
(6,2),(6,12),0.14025 # DEPENDENCYPART_SIBL
(6,2),(6,13),0.421379 # DEPENDENCYPART_SIBL
(6,2),(6,14),0.205914 # DEPENDENCYPART_SIBL
(6,2),(6,15),0.0675647 # DEPENDENCYPART_SIBL
(6,2),(6,16),0.202626 # DEPENDENCYPART_SIBL
(6,2),(6,22),0.205914 # DEPENDENCYPART_SIBL
(6,2),(6,24),0.141798 # DEPENDENCYPART_SIBL
(6,3),(6,4),-0.0100232 # DEPENDENCYPART_SIBL
(6,3),(6,5),-0.00220549 # DEPENDENCYPART_SIBL
(6,3),(6,7),0.128044 # DEPENDENCYPART_SIBL
(6,3),(6,8),0.0914753 # DEPENDENCYPART_SIBL
(6,3),(6,9),0.159641 # DEPENDENCYPART_SIBL
(6,3),(6,10),-0.0390843 # DEPENDENCYPART_SIBL
(6,3),(6,11),-0.00293411 # DEPENDENCYPART_SIBL
(6,3),(6,12),-0.043161 # DEPENDENCYPART_SIBL
(6,3),(6,13),0.0725343 # DEPENDENCYPART_SIBL
(6,3),(6,14),0.0943161 # DEPENDENCYPART_SIBL
(6,3),(6,15),0.00184718 # DEPENDENCYPART_SIBL
(6,3),(6,16),0.0292159 # DEPENDENCYPART_SIBL
(6,3),(6,22),0.0943161 # DEPENDENCYPART_SIBL
(6,3),(6,24),-0.0419588 # DEPENDENCYPART_SIBL
(6,4),(6,5),-0.0281751 # DEPENDENCYPART_SIBL
(6,4),(6,7),0.07115 # DEPENDENCYPART_SIBL
(6,4),(6,8),0.0515419 # DEPENDENCYPART_SIBL
(6,4),(6,9),0.117658 # DEPENDENCYPART_SIBL
(6,4),(6,10),-0.00892487 # DEPENDENCYPART_SIBL
(6,4),(6,11),0.000548836 # DEPENDENCYPART_SIBL
(6,4),(6,12),0.0239469 # DEPENDENCYPART_SIBL
(6,4),(6,13),0.0235211 # DEPENDENCYPART_SIBL
(6,4),(6,14),0.0456456 # DEPENDENCYPART_SIBL
(6,4),(6,15),0.0100823 # DEPENDENCYPART_SIBL
(6,4),(6,16),-0.00959891 # DEPENDENCYPART_SIBL
(6,4),(6,22),0.0456456 # DEPENDENCYPART_SIBL
(6,4),(6,24),0.0251575 # DEPENDENCYPART_SIBL
(6,5),(6,7),0.000439492 # DEPENDENCYPART_SIBL
(6,5),(6,8),0.0107234 # DEPENDENCYPART_SIBL
(6,5),(6,9),0.0165065 # DEPENDENCYPART_SIBL
(6,5),(6,10),-0.0542195 # DEPENDENCYPART_SIBL
(6,5),(6,11),-0.0533938 # DEPENDENCYPART_SIBL
(6,5),(6,12),-0.0261645 # DEPENDENCYPART_SIBL
(6,5),(6,13),-0.00684746 # DEPENDENCYPART_SIBL
(6,5),(6,14),-0.0372001 # DEPENDENCYPART_SIBL
(6,5),(6,15),-0.0438603 # DEPENDENCYPART_SIBL
(6,5),(6,16),-0.0393804 # DEPENDENCYPART_SIBL
(6,5),(6,22),-0.0372001 # DEPENDENCYPART_SIBL
(6,5),(6,24),-0.0249539 # DEPENDENCYPART_SIBL
(6,7),(6,8),0.0361705 # DEPENDENCYPART_SIBL
(6,7),(6,9),-0.0628184 # DEPENDENCYPART_SIBL
(6,7),(6,10),-0.0108769 # DEPENDENCYPART_SIBL
(6,7),(6,11),0.00576767 # DEPENDENCYPART_SIBL
(6,7),(6,12),0.0317839 # DEPENDENCYPART_SIBL
(6,7),(6,13),-0.0546237 # DEPENDENCYPART_SIBL
(6,7),(6,14),0.0163621 # DEPENDENCYPART_SIBL
(6,7),(6,15),-0.000144661 # DEPENDENCYPART_SIBL
(6,7),(6,16),-0.0245663 # DEPENDENCYPART_SIBL
(6,7),(6,22),0.0163621 # DEPENDENCYPART_SIBL
(6,7),(6,24),0.0321892 # DEPENDENCYPART_SIBL
(6,8),(6,9),-0.0388484 # DEPENDENCYPART_SIBL
(6,8),(6,10),-0.0489394 # DEPENDENCYPART_SIBL
(6,8),(6,11),-0.0468869 # DEPENDENCYPART_SIBL
(6,8),(6,12),-0.048407 # DEPENDENCYPART_SIBL
(6,8),(6,13),-0.0682934 # DEPENDENCYPART_SIBL
(6,8),(6,14),0.164045 # DEPENDENCYPART_SIBL
(6,8),(6,15),-0.0599498 # DEPENDENCYPART_SIBL
(6,8),(6,16),-0.0671251 # DEPENDENCYPART_SIBL
(6,8),(6,22),0.164045 # DEPENDENCYPART_SIBL
(6,8),(6,24),-0.0481735 # DEPENDENCYPART_SIBL
(6,9),(6,10),-0.0318546 # DEPENDENCYPART_SIBL
(6,9),(6,11),0.0918896 # DEPENDENCYPART_SIBL
(6,9),(6,12),0.0214593 # DEPENDENCYPART_SIBL
(6,9),(6,13),-0.0223975 # DEPENDENCYPART_SIBL
(6,9),(6,14),0.0727914 # DEPENDENCYPART_SIBL
(6,9),(6,15),0.0931868 # DEPENDENCYPART_SIBL
(6,9),(6,16),-0.0141137 # DEPENDENCYPART_SIBL
(6,9),(6,22),0.0727914 # DEPENDENCYPART_SIBL
(6,9),(6,24),0.0194339 # DEPENDENCYPART_SIBL
(6,10),(6,11),-0.00239982 # DEPENDENCYPART_SIBL
(6,10),(6,12),-0.103462 # DEPENDENCYPART_SIBL
(6,10),(6,13),-0.0953748 # DEPENDENCYPART_SIBL
(6,10),(6,14),-0.0342177 # DEPENDENCYPART_SIBL
(6,10),(6,15),-0.0156816 # DEPENDENCYPART_SIBL
(6,10),(6,16),-0.103806 # DEPENDENCYPART_SIBL
(6,10),(6,22),-0.0342177 # DEPENDENCYPART_SIBL
(6,10),(6,24),-0.103229 # DEPENDENCYPART_SIBL
(6,11),(6,12),-0.0787964 # DEPENDENCYPART_SIBL
(6,11),(6,13),-0.109436 # DEPENDENCYPART_SIBL
(6,11),(6,14),-0.0206886 # DEPENDENCYPART_SIBL
(6,11),(6,15),-0.266857 # DEPENDENCYPART_SIBL
(6,11),(6,16),-0.140857 # DEPENDENCYPART_SIBL
(6,11),(6,22),-0.0206886 # DEPENDENCYPART_SIBL
(6,11),(6,24),-0.0778008 # DEPENDENCYPART_SIBL
(6,12),(6,13),-0.0476379 # DEPENDENCYPART_SIBL
(6,12),(6,14),0.0888973 # DEPENDENCYPART_SIBL
(6,12),(6,15),-0.0761693 # DEPENDENCYPART_SIBL
(6,12),(6,16),-0.0433124 # DEPENDENCYPART_SIBL
(6,12),(6,22),0.0888973 # DEPENDENCYPART_SIBL
(6,12),(6,24),-0.129143 # DEPENDENCYPART_SIBL
(6,13),(6,14),0.253385 # DEPENDENCYPART_SIBL
(6,13),(6,15),-0.0226323 # DEPENDENCYPART_SIBL
(6,13),(6,16),-0.291332 # DEPENDENCYPART_SIBL
(6,13),(6,22),0.253385 # DEPENDENCYPART_SIBL
(6,13),(6,24),0.0171534 # DEPENDENCYPART_SIBL
(6,14),(6,15),0.610442 # DEPENDENCYPART_SIBL
(6,14),(6,16),0.512486 # DEPENDENCYPART_SIBL
(6,14),(6,22),0.220668 # DEPENDENCYPART_SIBL
(6,14),(6,24),0.680625 # DEPENDENCYPART_SIBL
(6,15),(6,16),-0.135837 # DEPENDENCYPART_SIBL
(6,15),(6,22),0.00189905 # DEPENDENCYPART_SIBL
(6,15),(6,24),-0.0725069 # DEPENDENCYPART_SIBL
(6,16),(6,22),0.328198 # DEPENDENCYPART_SIBL
(6,16),(6,24),0.0175347 # DEPENDENCYPART_SIBL
(6,22),(6,24),0.680625 # DEPENDENCYPART_SIBL
(7,6),(7,8),0.07896 # DEPENDENCYPART_SIBL
(7,6),(7,9),-0.0824356 # DEPENDENCYPART_SIBL
(7,6),(7,11),0.174243 # DEPENDENCYPART_SIBL
(7,6),(7,12),0.0211886 # DEPENDENCYPART_SIBL
(7,6),(7,13),-0.0327629 # DEPENDENCYPART_SIBL
(7,6),(7,16),-0.0472495 # DEPENDENCYPART_SIBL
(7,6),(7,25),-0.0317468 # DEPENDENCYPART_SIBL
(7,8),(7,9),-0.0474216 # DEPENDENCYPART_SIBL
(7,8),(7,11),-0.425713 # DEPENDENCYPART_SIBL
(7,8),(7,12),-0.302676 # DEPENDENCYPART_SIBL
(7,8),(7,13),-0.559178 # DEPENDENCYPART_SIBL
(7,8),(7,16),-0.612369 # DEPENDENCYPART_SIBL
(7,8),(7,25),-0.594532 # DEPENDENCYPART_SIBL
(7,9),(7,11),-0.227232 # DEPENDENCYPART_SIBL
(7,9),(7,12),-0.165136 # DEPENDENCYPART_SIBL
(7,9),(7,13),-0.450281 # DEPENDENCYPART_SIBL
(7,9),(7,16),-0.496399 # DEPENDENCYPART_SIBL
(7,9),(7,25),-0.45202 # DEPENDENCYPART_SIBL
(7,11),(7,12),-0.367889 # DEPENDENCYPART_SIBL
(7,11),(7,13),-0.659273 # DEPENDENCYPART_SIBL
(7,11),(7,16),-0.762729 # DEPENDENCYPART_SIBL
(7,11),(7,25),-0.711827 # DEPENDENCYPART_SIBL
(7,12),(7,13),-0.6967 # DEPENDENCYPART_SIBL
(7,12),(7,16),-0.752648 # DEPENDENCYPART_SIBL
(7,12),(7,25),-0.715222 # DEPENDENCYPART_SIBL
(7,13),(7,16),-1.09225 # DEPENDENCYPART_SIBL
(7,13),(7,25),-1.10181 # DEPENDENCYPART_SIBL
(7,16),(7,25),-1.12805 # DEPENDENCYPART_SIBL
(8,3),(8,6),-0.0173327 # DEPENDENCYPART_SIBL
(8,3),(8,7),0.0600145 # DEPENDENCYPART_SIBL
(8,3),(8,9),0.0147191 # DEPENDENCYPART_SIBL
(8,3),(8,10),-0.0141452 # DEPENDENCYPART_SIBL
(8,3),(8,11),-0.00608488 # DEPENDENCYPART_SIBL
(8,3),(8,12),-0.0417188 # DEPENDENCYPART_SIBL
(8,3),(8,13),-0.0209894 # DEPENDENCYPART_SIBL
(8,3),(8,14),-0.00680889 # DEPENDENCYPART_SIBL
(8,3),(8,15),0.000921918 # DEPENDENCYPART_SIBL
(8,3),(8,16),-0.0245918 # DEPENDENCYPART_SIBL
(8,3),(8,17),-0.0171351 # DEPENDENCYPART_SIBL
(8,3),(8,22),-0.00680889 # DEPENDENCYPART_SIBL
(8,6),(8,7),0.0355198 # DEPENDENCYPART_SIBL
(8,6),(8,9),-0.030924 # DEPENDENCYPART_SIBL
(8,6),(8,10),-0.0443529 # DEPENDENCYPART_SIBL
(8,6),(8,11),0.0192005 # DEPENDENCYPART_SIBL
(8,6),(8,12),-0.0058198 # DEPENDENCYPART_SIBL
(8,6),(8,13),-0.0347282 # DEPENDENCYPART_SIBL
(8,6),(8,14),-0.000580922 # DEPENDENCYPART_SIBL
(8,6),(8,15),0.0172857 # DEPENDENCYPART_SIBL
(8,6),(8,16),-0.0303107 # DEPENDENCYPART_SIBL
(8,6),(8,17),-0.0578677 # DEPENDENCYPART_SIBL
(8,6),(8,22),-0.000580922 # DEPENDENCYPART_SIBL
(8,7),(8,9),-0.0619707 # DEPENDENCYPART_SIBL
(8,7),(8,10),-0.0856774 # DEPENDENCYPART_SIBL
(8,7),(8,11),-0.0438992 # DEPENDENCYPART_SIBL
(8,7),(8,12),-0.0674605 # DEPENDENCYPART_SIBL
(8,7),(8,13),-0.0579341 # DEPENDENCYPART_SIBL
(8,7),(8,14),-0.0766925 # DEPENDENCYPART_SIBL
(8,7),(8,15),-0.0405331 # DEPENDENCYPART_SIBL
(8,7),(8,16),-0.0437442 # DEPENDENCYPART_SIBL
(8,7),(8,17),-0.0709461 # DEPENDENCYPART_SIBL
(8,7),(8,22),-0.0766925 # DEPENDENCYPART_SIBL
(8,9),(8,10),-0.116852 # DEPENDENCYPART_SIBL
(8,9),(8,11),-0.153619 # DEPENDENCYPART_SIBL
(8,9),(8,12),-0.11273 # DEPENDENCYPART_SIBL
(8,9),(8,13),-0.108771 # DEPENDENCYPART_SIBL
(8,9),(8,14),0.0246137 # DEPENDENCYPART_SIBL
(8,9),(8,15),-0.169468 # DEPENDENCYPART_SIBL
(8,9),(8,16),-0.108767 # DEPENDENCYPART_SIBL
(8,9),(8,17),-0.0220976 # DEPENDENCYPART_SIBL
(8,9),(8,22),0.0246137 # DEPENDENCYPART_SIBL
(8,10),(8,11),-0.123901 # DEPENDENCYPART_SIBL
(8,10),(8,12),-0.158383 # DEPENDENCYPART_SIBL
(8,10),(8,13),-0.0989792 # DEPENDENCYPART_SIBL
(8,10),(8,14),-0.0949776 # DEPENDENCYPART_SIBL
(8,10),(8,15),-0.139413 # DEPENDENCYPART_SIBL
(8,10),(8,16),-0.119129 # DEPENDENCYPART_SIBL
(8,10),(8,17),-0.133354 # DEPENDENCYPART_SIBL
(8,10),(8,22),-0.0949776 # DEPENDENCYPART_SIBL
(8,11),(8,12),-0.132983 # DEPENDENCYPART_SIBL
(8,11),(8,13),-0.0916782 # DEPENDENCYPART_SIBL
(8,11),(8,14),-0.00380251 # DEPENDENCYPART_SIBL
(8,11),(8,15),-0.394343 # DEPENDENCYPART_SIBL
(8,11),(8,16),-0.127497 # DEPENDENCYPART_SIBL
(8,11),(8,17),-0.120486 # DEPENDENCYPART_SIBL
(8,11),(8,22),-0.00380251 # DEPENDENCYPART_SIBL
(8,12),(8,13),-0.113684 # DEPENDENCYPART_SIBL
(8,12),(8,14),-0.0324554 # DEPENDENCYPART_SIBL
(8,12),(8,15),-0.211312 # DEPENDENCYPART_SIBL
(8,12),(8,16),-0.120091 # DEPENDENCYPART_SIBL
(8,12),(8,17),-0.0830734 # DEPENDENCYPART_SIBL
(8,12),(8,22),-0.0324554 # DEPENDENCYPART_SIBL
(8,13),(8,14),0.0195535 # DEPENDENCYPART_SIBL
(8,13),(8,15),-0.194394 # DEPENDENCYPART_SIBL
(8,13),(8,16),-0.392707 # DEPENDENCYPART_SIBL
(8,13),(8,17),-0.126075 # DEPENDENCYPART_SIBL
(8,13),(8,22),0.0195535 # DEPENDENCYPART_SIBL
(8,14),(8,15),0.0213368 # DEPENDENCYPART_SIBL
(8,14),(8,16),0.201433 # DEPENDENCYPART_SIBL
(8,14),(8,17),0.0806571 # DEPENDENCYPART_SIBL
(8,14),(8,22),-0.0112167 # DEPENDENCYPART_SIBL
(8,15),(8,16),-0.123217 # DEPENDENCYPART_SIBL
(8,15),(8,17),-0.132767 # DEPENDENCYPART_SIBL
(8,15),(8,22),0.0197347 # DEPENDENCYPART_SIBL
(8,16),(8,17),-0.120607 # DEPENDENCYPART_SIBL
(8,16),(8,22),0.0681748 # DEPENDENCYPART_SIBL
(8,17),(8,22),-0.0606346 # DEPENDENCYPART_SIBL
(9,8),(9,10),-0.0751049 # DEPENDENCYPART_SIBL
(9,8),(9,11),-0.048071 # DEPENDENCYPART_SIBL
(9,8),(9,12),-0.0573265 # DEPENDENCYPART_SIBL
(9,8),(9,13),-0.0513557 # DEPENDENCYPART_SIBL
(9,8),(9,14),-0.0339545 # DEPENDENCYPART_SIBL
(9,8),(9,15),-0.0568691 # DEPENDENCYPART_SIBL
(9,8),(9,16),-0.0602861 # DEPENDENCYPART_SIBL
(9,10),(9,11),-0.392962 # DEPENDENCYPART_SIBL
(9,10),(9,12),-0.389366 # DEPENDENCYPART_SIBL
(9,10),(9,13),-0.437007 # DEPENDENCYPART_SIBL
(9,10),(9,14),-0.0465436 # DEPENDENCYPART_SIBL
(9,10),(9,15),-0.397079 # DEPENDENCYPART_SIBL
(9,10),(9,16),-0.460788 # DEPENDENCYPART_SIBL
(9,11),(9,12),-0.497541 # DEPENDENCYPART_SIBL
(9,11),(9,13),-0.58692 # DEPENDENCYPART_SIBL
(9,11),(9,14),-0.00207771 # DEPENDENCYPART_SIBL
(9,11),(9,15),-0.932794 # DEPENDENCYPART_SIBL
(9,11),(9,16),-0.634851 # DEPENDENCYPART_SIBL
(9,12),(9,13),-0.624198 # DEPENDENCYPART_SIBL
(9,12),(9,14),-0.0498792 # DEPENDENCYPART_SIBL
(9,12),(9,15),-0.737481 # DEPENDENCYPART_SIBL
(9,12),(9,16),-0.636292 # DEPENDENCYPART_SIBL
(9,13),(9,14),0.107236 # DEPENDENCYPART_SIBL
(9,13),(9,15),-0.421431 # DEPENDENCYPART_SIBL
(9,13),(9,16),-0.752316 # DEPENDENCYPART_SIBL
(9,14),(9,15),-0.0919097 # DEPENDENCYPART_SIBL
(9,14),(9,16),0.142655 # DEPENDENCYPART_SIBL
(9,15),(9,16),-0.670176 # DEPENDENCYPART_SIBL
(11,8),(11,10),-0.289691 # DEPENDENCYPART_SIBL
(11,8),(11,12),0.000902299 # DEPENDENCYPART_SIBL
(11,8),(11,13),-0.0382626 # DEPENDENCYPART_SIBL
(11,8),(11,14),-0.0261758 # DEPENDENCYPART_SIBL
(11,8),(11,15),-0.00826453 # DEPENDENCYPART_SIBL
(11,8),(11,16),-0.0802389 # DEPENDENCYPART_SIBL
(11,8),(11,17),-0.0288228 # DEPENDENCYPART_SIBL
(11,8),(11,19),0.0045472 # DEPENDENCYPART_SIBL
(11,8),(11,21),0.00699731 # DEPENDENCYPART_SIBL
(11,8),(11,24),0.000930618 # DEPENDENCYPART_SIBL
(11,8),(11,25),-0.0378517 # DEPENDENCYPART_SIBL
(11,10),(11,12),-0.0178685 # DEPENDENCYPART_SIBL
(11,10),(11,13),0.220306 # DEPENDENCYPART_SIBL
(11,10),(11,14),-0.0358151 # DEPENDENCYPART_SIBL
(11,10),(11,15),-0.0198695 # DEPENDENCYPART_SIBL
(11,10),(11,16),0.0475805 # DEPENDENCYPART_SIBL
(11,10),(11,17),-0.126119 # DEPENDENCYPART_SIBL
(11,10),(11,19),-0.0195399 # DEPENDENCYPART_SIBL
(11,10),(11,21),0.0388667 # DEPENDENCYPART_SIBL
(11,10),(11,24),-0.0176672 # DEPENDENCYPART_SIBL
(11,10),(11,25),0.0182918 # DEPENDENCYPART_SIBL
(11,12),(11,13),-0.0725673 # DEPENDENCYPART_SIBL
(11,12),(11,14),-0.0097274 # DEPENDENCYPART_SIBL
(11,12),(11,15),-0.0349067 # DEPENDENCYPART_SIBL
(11,12),(11,16),-0.013401 # DEPENDENCYPART_SIBL
(11,12),(11,17),-0.0333599 # DEPENDENCYPART_SIBL
(11,12),(11,19),-0.0430959 # DEPENDENCYPART_SIBL
(11,12),(11,21),-0.0498357 # DEPENDENCYPART_SIBL
(11,12),(11,24),-0.0967482 # DEPENDENCYPART_SIBL
(11,12),(11,25),-0.050021 # DEPENDENCYPART_SIBL
(11,13),(11,14),0.178199 # DEPENDENCYPART_SIBL
(11,13),(11,15),0.0156934 # DEPENDENCYPART_SIBL
(11,13),(11,16),-0.281821 # DEPENDENCYPART_SIBL
(11,13),(11,17),-0.021249 # DEPENDENCYPART_SIBL
(11,13),(11,19),0.00619432 # DEPENDENCYPART_SIBL
(11,13),(11,21),-0.00329952 # DEPENDENCYPART_SIBL
(11,13),(11,24),0.0290277 # DEPENDENCYPART_SIBL
(11,13),(11,25),-0.349716 # DEPENDENCYPART_SIBL
(11,14),(11,15),0.654527 # DEPENDENCYPART_SIBL
(11,14),(11,16),0.567063 # DEPENDENCYPART_SIBL
(11,14),(11,17),0.240322 # DEPENDENCYPART_SIBL
(11,14),(11,19),0.683257 # DEPENDENCYPART_SIBL
(11,14),(11,21),0.431627 # DEPENDENCYPART_SIBL
(11,14),(11,24),0.54268 # DEPENDENCYPART_SIBL
(11,14),(11,25),0.319565 # DEPENDENCYPART_SIBL
(11,15),(11,16),-0.0860309 # DEPENDENCYPART_SIBL
(11,15),(11,17),-0.082267 # DEPENDENCYPART_SIBL
(11,15),(11,19),-0.240406 # DEPENDENCYPART_SIBL
(11,15),(11,21),-0.030519 # DEPENDENCYPART_SIBL
(11,15),(11,24),-0.0749402 # DEPENDENCYPART_SIBL
(11,15),(11,25),-0.103784 # DEPENDENCYPART_SIBL
(11,16),(11,17),-0.0748427 # DEPENDENCYPART_SIBL
(11,16),(11,19),-0.0265386 # DEPENDENCYPART_SIBL
(11,16),(11,21),-0.058793 # DEPENDENCYPART_SIBL
(11,16),(11,24),-0.0235894 # DEPENDENCYPART_SIBL
(11,16),(11,25),-0.411604 # DEPENDENCYPART_SIBL
(11,17),(11,19),0.0518898 # DEPENDENCYPART_SIBL
(11,17),(11,21),-0.055314 # DEPENDENCYPART_SIBL
(11,17),(11,24),0.0575076 # DEPENDENCYPART_SIBL
(11,17),(11,25),-0.0716287 # DEPENDENCYPART_SIBL
(11,19),(11,21),0.010937 # DEPENDENCYPART_SIBL
(11,19),(11,24),-0.0316459 # DEPENDENCYPART_SIBL
(11,19),(11,25),-0.0718791 # DEPENDENCYPART_SIBL
(11,21),(11,24),-0.0692576 # DEPENDENCYPART_SIBL
(11,21),(11,25),-0.0874598 # DEPENDENCYPART_SIBL
(11,24),(11,25),-0.0498377 # DEPENDENCYPART_SIBL
(12,2),(12,3),0.459347 # DEPENDENCYPART_SIBL
(12,2),(12,6),0.250083 # DEPENDENCYPART_SIBL
(12,2),(12,8),0.532482 # DEPENDENCYPART_SIBL
(12,2),(12,9),0.188036 # DEPENDENCYPART_SIBL
(12,2),(12,10),-0.40699 # DEPENDENCYPART_SIBL
(12,2),(12,11),0.12621 # DEPENDENCYPART_SIBL
(12,2),(12,15),0.0179756 # DEPENDENCYPART_SIBL
(12,3),(12,6),0.119958 # DEPENDENCYPART_SIBL
(12,3),(12,8),0.00691425 # DEPENDENCYPART_SIBL
(12,3),(12,9),0.0212352 # DEPENDENCYPART_SIBL
(12,3),(12,10),-0.143283 # DEPENDENCYPART_SIBL
(12,3),(12,11),0.0351677 # DEPENDENCYPART_SIBL
(12,3),(12,15),-0.01946 # DEPENDENCYPART_SIBL
(12,6),(12,8),0.142206 # DEPENDENCYPART_SIBL
(12,6),(12,9),0.185584 # DEPENDENCYPART_SIBL
(12,6),(12,10),-0.166618 # DEPENDENCYPART_SIBL
(12,6),(12,11),0.0829654 # DEPENDENCYPART_SIBL
(12,6),(12,15),-0.0507065 # DEPENDENCYPART_SIBL
(12,8),(12,9),0.0460147 # DEPENDENCYPART_SIBL
(12,8),(12,10),-0.0424394 # DEPENDENCYPART_SIBL
(12,8),(12,11),0.125977 # DEPENDENCYPART_SIBL
(12,8),(12,15),-0.0353957 # DEPENDENCYPART_SIBL
(12,9),(12,10),-0.0532445 # DEPENDENCYPART_SIBL
(12,9),(12,11),0.0535766 # DEPENDENCYPART_SIBL
(12,9),(12,15),-0.0359758 # DEPENDENCYPART_SIBL
(12,10),(12,11),0.12621 # DEPENDENCYPART_SIBL
(12,10),(12,15),0.0179756 # DEPENDENCYPART_SIBL
(12,11),(12,15),0.00093144 # DEPENDENCYPART_SIBL
(13,1),(13,2),-0.0678806 # DEPENDENCYPART_SIBL
(13,1),(13,3),0.012449 # DEPENDENCYPART_SIBL
(13,1),(13,5),-0.0371437 # DEPENDENCYPART_SIBL
(13,1),(13,6),-0.0132873 # DEPENDENCYPART_SIBL
(13,1),(13,7),-0.0146475 # DEPENDENCYPART_SIBL
(13,1),(13,8),0.0340186 # DEPENDENCYPART_SIBL
(13,1),(13,9),-0.0018685 # DEPENDENCYPART_SIBL
(13,1),(13,10),-0.0678806 # DEPENDENCYPART_SIBL
(13,1),(13,11),-0.0471071 # DEPENDENCYPART_SIBL
(13,1),(13,12),0.00291676 # DEPENDENCYPART_SIBL
(13,1),(13,14),-0.231067 # DEPENDENCYPART_SIBL
(13,1),(13,15),0.00786234 # DEPENDENCYPART_SIBL
(13,1),(13,16),-0.0755209 # DEPENDENCYPART_SIBL
(13,1),(13,17),-0.039181 # DEPENDENCYPART_SIBL
(13,1),(13,18),-0.0601179 # DEPENDENCYPART_SIBL
(13,1),(13,19),0.00135809 # DEPENDENCYPART_SIBL
(13,1),(13,21),-0.0269679 # DEPENDENCYPART_SIBL
(13,1),(13,22),-0.231067 # DEPENDENCYPART_SIBL
(13,1),(13,24),-0.0108236 # DEPENDENCYPART_SIBL
(13,1),(13,25),-0.0724701 # DEPENDENCYPART_SIBL
(13,1),(13,26),0.0264001 # DEPENDENCYPART_SIBL
(13,2),(13,3),0.0732866 # DEPENDENCYPART_SIBL
(13,2),(13,5),-0.148857 # DEPENDENCYPART_SIBL
(13,2),(13,6),-0.147793 # DEPENDENCYPART_SIBL
(13,2),(13,7),-0.288668 # DEPENDENCYPART_SIBL
(13,2),(13,8),0.184627 # DEPENDENCYPART_SIBL
(13,2),(13,9),-0.0705358 # DEPENDENCYPART_SIBL
(13,2),(13,10),-0.583007 # DEPENDENCYPART_SIBL
(13,2),(13,11),-0.249978 # DEPENDENCYPART_SIBL
(13,2),(13,12),-0.188567 # DEPENDENCYPART_SIBL
(13,2),(13,14),-0.183343 # DEPENDENCYPART_SIBL
(13,2),(13,15),-0.0778091 # DEPENDENCYPART_SIBL
(13,2),(13,16),-0.0739384 # DEPENDENCYPART_SIBL
(13,2),(13,17),-0.188326 # DEPENDENCYPART_SIBL
(13,2),(13,18),-0.183366 # DEPENDENCYPART_SIBL
(13,2),(13,19),-0.092658 # DEPENDENCYPART_SIBL
(13,2),(13,21),-0.169193 # DEPENDENCYPART_SIBL
(13,2),(13,22),-0.183343 # DEPENDENCYPART_SIBL
(13,2),(13,24),-0.148233 # DEPENDENCYPART_SIBL
(13,2),(13,25),-0.129545 # DEPENDENCYPART_SIBL
(13,2),(13,26),-0.183462 # DEPENDENCYPART_SIBL
(13,3),(13,5),-0.0683202 # DEPENDENCYPART_SIBL
(13,3),(13,6),-0.115653 # DEPENDENCYPART_SIBL
(13,3),(13,7),-0.10904 # DEPENDENCYPART_SIBL
(13,3),(13,8),-0.0138946 # DEPENDENCYPART_SIBL
(13,3),(13,9),-0.00388996 # DEPENDENCYPART_SIBL
(13,3),(13,10),-0.187522 # DEPENDENCYPART_SIBL
(13,3),(13,11),-0.181794 # DEPENDENCYPART_SIBL
(13,3),(13,12),-0.0472138 # DEPENDENCYPART_SIBL
(13,3),(13,14),-0.0373715 # DEPENDENCYPART_SIBL
(13,3),(13,15),0.00231271 # DEPENDENCYPART_SIBL
(13,3),(13,16),-0.0620611 # DEPENDENCYPART_SIBL
(13,3),(13,17),-0.0484764 # DEPENDENCYPART_SIBL
(13,3),(13,18),-0.0481618 # DEPENDENCYPART_SIBL
(13,3),(13,19),-0.026464 # DEPENDENCYPART_SIBL
(13,3),(13,21),-0.0612173 # DEPENDENCYPART_SIBL
(13,3),(13,22),-0.0373715 # DEPENDENCYPART_SIBL
(13,3),(13,24),-0.0290435 # DEPENDENCYPART_SIBL
(13,3),(13,25),-0.0767051 # DEPENDENCYPART_SIBL
(13,3),(13,26),-0.0877691 # DEPENDENCYPART_SIBL
(13,5),(13,6),-0.153419 # DEPENDENCYPART_SIBL
(13,5),(13,7),-0.0254535 # DEPENDENCYPART_SIBL
(13,5),(13,8),-0.016536 # DEPENDENCYPART_SIBL
(13,5),(13,9),-0.0365617 # DEPENDENCYPART_SIBL
