# _root_ Laboring in blue and gray overalls , they are supposed to concentrate on cleaning out crevices , and not strain their eyes looking for diamonds .
#goldHeads=9,1,4,6,4,2,9,9,0,9,12,18,12,13,14,14,18,10,18,18,22,20,20,23,24,9,
#predictedHeads=18,1,4,6,4,2,9,9,18,9,12,10,12,13,14,14,18,0,20,18,22,20,20,23,24,18,
(4,12),(4,18),-0.0164095 # DEPENDENCYPART_SIBL
(4,12),(4,26),0.0193549 # DEPENDENCYPART_SIBL
(4,13),(4,14),-0.0211811 # DEPENDENCYPART_SIBL
(4,13),(4,17),0.00684717 # DEPENDENCYPART_SIBL
(4,13),(4,18),-0.0232693 # DEPENDENCYPART_SIBL
(4,13),(4,26),-0.0253008 # DEPENDENCYPART_SIBL
(4,14),(4,17),0.00590694 # DEPENDENCYPART_SIBL
(4,14),(4,18),-0.0164095 # DEPENDENCYPART_SIBL
(4,14),(4,26),0.0192015 # DEPENDENCYPART_SIBL
(4,17),(4,18),-0.000685068 # DEPENDENCYPART_SIBL
(4,17),(4,26),-0.00925661 # DEPENDENCYPART_SIBL
(4,18),(4,26),0.0166502 # DEPENDENCYPART_SIBL
(5,3),(5,4),0.00704298 # DEPENDENCYPART_SIBL
(5,3),(5,6),0.00747841 # DEPENDENCYPART_SIBL
(5,3),(5,7),0.149206 # DEPENDENCYPART_SIBL
(5,4),(5,6),0.0551222 # DEPENDENCYPART_SIBL
(5,4),(5,7),0.142248 # DEPENDENCYPART_SIBL
(5,6),(5,7),0.0203951 # DEPENDENCYPART_SIBL
(6,1),(6,2),-0.0165619 # DEPENDENCYPART_SIBL
(6,1),(6,3),0.0136778 # DEPENDENCYPART_SIBL
(6,1),(6,4),0.21203 # DEPENDENCYPART_SIBL
(6,1),(6,5),0.0142784 # DEPENDENCYPART_SIBL
(6,1),(6,7),-0.0122144 # DEPENDENCYPART_SIBL
(6,1),(6,9),-0.0215145 # DEPENDENCYPART_SIBL
(6,1),(6,10),-0.0205308 # DEPENDENCYPART_SIBL
(6,1),(6,12),-0.0205354 # DEPENDENCYPART_SIBL
(6,1),(6,17),-0.0122144 # DEPENDENCYPART_SIBL
(6,1),(6,18),-0.00403383 # DEPENDENCYPART_SIBL
(6,2),(6,3),-0.0218008 # DEPENDENCYPART_SIBL
(6,2),(6,4),0.158824 # DEPENDENCYPART_SIBL
(6,2),(6,5),-0.0211914 # DEPENDENCYPART_SIBL
(6,2),(6,7),-0.0320258 # DEPENDENCYPART_SIBL
(6,2),(6,9),-0.0229031 # DEPENDENCYPART_SIBL
(6,2),(6,10),-0.0303451 # DEPENDENCYPART_SIBL
(6,2),(6,12),-0.0335433 # DEPENDENCYPART_SIBL
(6,2),(6,17),-0.0320258 # DEPENDENCYPART_SIBL
(6,2),(6,18),-0.0414547 # DEPENDENCYPART_SIBL
(6,3),(6,4),0.170165 # DEPENDENCYPART_SIBL
(6,3),(6,5),0.0255495 # DEPENDENCYPART_SIBL
(6,3),(6,7),0.00193471 # DEPENDENCYPART_SIBL
(6,3),(6,9),0.01376 # DEPENDENCYPART_SIBL
(6,3),(6,10),0.027595 # DEPENDENCYPART_SIBL
(6,3),(6,12),0.0260532 # DEPENDENCYPART_SIBL
(6,3),(6,17),0.00193471 # DEPENDENCYPART_SIBL
(6,3),(6,18),0.0844735 # DEPENDENCYPART_SIBL
(6,4),(6,5),-0.109764 # DEPENDENCYPART_SIBL
(6,4),(6,7),0.00132064 # DEPENDENCYPART_SIBL
(6,4),(6,9),0.0631966 # DEPENDENCYPART_SIBL
(6,4),(6,10),0.035495 # DEPENDENCYPART_SIBL
(6,4),(6,12),0.0358463 # DEPENDENCYPART_SIBL
(6,4),(6,17),0.00132064 # DEPENDENCYPART_SIBL
(6,4),(6,18),0.00856823 # DEPENDENCYPART_SIBL
(6,5),(6,7),-0.0311891 # DEPENDENCYPART_SIBL
(6,5),(6,9),0.00151791 # DEPENDENCYPART_SIBL
(6,5),(6,10),0.0153529 # DEPENDENCYPART_SIBL
(6,5),(6,12),0.0138111 # DEPENDENCYPART_SIBL
(6,5),(6,17),-0.0311891 # DEPENDENCYPART_SIBL
(6,5),(6,18),0.0770873 # DEPENDENCYPART_SIBL
(6,7),(6,9),0.0107978 # DEPENDENCYPART_SIBL
(6,7),(6,10),0.0228862 # DEPENDENCYPART_SIBL
(6,7),(6,12),0.0234086 # DEPENDENCYPART_SIBL
(6,7),(6,17),0.036982 # DEPENDENCYPART_SIBL
(6,7),(6,18),0.0177935 # DEPENDENCYPART_SIBL
(6,9),(6,10),-0.010463 # DEPENDENCYPART_SIBL
(6,9),(6,12),-0.00963664 # DEPENDENCYPART_SIBL
(6,9),(6,17),0.0448149 # DEPENDENCYPART_SIBL
(6,9),(6,18),-0.0268785 # DEPENDENCYPART_SIBL
(6,10),(6,12),-0.00988441 # DEPENDENCYPART_SIBL
(6,10),(6,17),0.0205481 # DEPENDENCYPART_SIBL
(6,10),(6,18),-0.0280449 # DEPENDENCYPART_SIBL
(6,12),(6,17),0.0188328 # DEPENDENCYPART_SIBL
(6,12),(6,18),-0.0268508 # DEPENDENCYPART_SIBL
(6,17),(6,18),0.0177935 # DEPENDENCYPART_SIBL
(8,7),(8,9),0.128123 # DEPENDENCYPART_SIBL
(9,1),(9,2),-0.0172162 # DEPENDENCYPART_SIBL
(9,1),(9,3),-0.0174803 # DEPENDENCYPART_SIBL
(9,1),(9,4),-0.0138041 # DEPENDENCYPART_SIBL
(9,1),(9,5),-0.017473 # DEPENDENCYPART_SIBL
(9,1),(9,6),-0.0128925 # DEPENDENCYPART_SIBL
(9,1),(9,7),0.0800173 # DEPENDENCYPART_SIBL
(9,1),(9,8),0.00680333 # DEPENDENCYPART_SIBL
(9,1),(9,10),-0.00355619 # DEPENDENCYPART_SIBL
(9,1),(9,11),-0.0810931 # DEPENDENCYPART_SIBL
(9,1),(9,12),-0.0036626 # DEPENDENCYPART_SIBL
(9,1),(9,13),-0.0396844 # DEPENDENCYPART_SIBL
(9,1),(9,14),-0.00366835 # DEPENDENCYPART_SIBL
(9,1),(9,16),-0.0211822 # DEPENDENCYPART_SIBL
(9,1),(9,17),-0.0596656 # DEPENDENCYPART_SIBL
(9,1),(9,18),-0.0239444 # DEPENDENCYPART_SIBL
(9,1),(9,19),0.0249242 # DEPENDENCYPART_SIBL
(9,1),(9,23),-0.00446164 # DEPENDENCYPART_SIBL
(9,1),(9,26),0.0205908 # DEPENDENCYPART_SIBL
(9,2),(9,3),-0.00475625 # DEPENDENCYPART_SIBL
(9,2),(9,4),-0.0303904 # DEPENDENCYPART_SIBL
(9,2),(9,5),-0.00475941 # DEPENDENCYPART_SIBL
(9,2),(9,6),-0.00947375 # DEPENDENCYPART_SIBL
(9,2),(9,7),0.0463469 # DEPENDENCYPART_SIBL
(9,2),(9,8),-0.0220222 # DEPENDENCYPART_SIBL
(9,2),(9,10),-0.0402456 # DEPENDENCYPART_SIBL
(9,2),(9,11),-0.0571085 # DEPENDENCYPART_SIBL
(9,2),(9,12),-0.0465292 # DEPENDENCYPART_SIBL
(9,2),(9,13),-0.0229372 # DEPENDENCYPART_SIBL
(9,2),(9,14),-0.046533 # DEPENDENCYPART_SIBL
(9,2),(9,16),-0.0160432 # DEPENDENCYPART_SIBL
(9,2),(9,17),-0.0765415 # DEPENDENCYPART_SIBL
(9,2),(9,18),-0.0469756 # DEPENDENCYPART_SIBL
(9,2),(9,19),0.0526757 # DEPENDENCYPART_SIBL
(9,2),(9,23),-0.066254 # DEPENDENCYPART_SIBL
(9,2),(9,26),-0.000913098 # DEPENDENCYPART_SIBL
(9,3),(9,4),-0.0867098 # DEPENDENCYPART_SIBL
(9,3),(9,5),-0.021658 # DEPENDENCYPART_SIBL
(9,3),(9,6),-0.0222143 # DEPENDENCYPART_SIBL
(9,3),(9,7),0.0349644 # DEPENDENCYPART_SIBL
(9,3),(9,8),-0.0360028 # DEPENDENCYPART_SIBL
(9,3),(9,10),-0.0467239 # DEPENDENCYPART_SIBL
(9,3),(9,11),-0.066654 # DEPENDENCYPART_SIBL
(9,3),(9,12),-0.0490465 # DEPENDENCYPART_SIBL
(9,3),(9,13),-0.0640634 # DEPENDENCYPART_SIBL
(9,3),(9,14),-0.0490515 # DEPENDENCYPART_SIBL
(9,3),(9,16),-0.0264326 # DEPENDENCYPART_SIBL
(9,3),(9,17),-0.0271737 # DEPENDENCYPART_SIBL
(9,3),(9,18),0.0192059 # DEPENDENCYPART_SIBL
(9,3),(9,19),0.0109102 # DEPENDENCYPART_SIBL
(9,3),(9,23),-0.0489018 # DEPENDENCYPART_SIBL
(9,3),(9,26),0.00112892 # DEPENDENCYPART_SIBL
(9,4),(9,5),-0.0335003 # DEPENDENCYPART_SIBL
(9,4),(9,6),-0.0409077 # DEPENDENCYPART_SIBL
(9,4),(9,7),0.0233288 # DEPENDENCYPART_SIBL
(9,4),(9,8),-0.0165933 # DEPENDENCYPART_SIBL
(9,4),(9,10),0.0425627 # DEPENDENCYPART_SIBL
(9,4),(9,11),-0.0616327 # DEPENDENCYPART_SIBL
(9,4),(9,12),0.0440316 # DEPENDENCYPART_SIBL
(9,4),(9,13),0.0303136 # DEPENDENCYPART_SIBL
(9,4),(9,14),0.0440278 # DEPENDENCYPART_SIBL
(9,4),(9,16),-0.0121115 # DEPENDENCYPART_SIBL
(9,4),(9,17),0.0442036 # DEPENDENCYPART_SIBL
(9,4),(9,18),-0.0126564 # DEPENDENCYPART_SIBL
(9,4),(9,19),-0.00179139 # DEPENDENCYPART_SIBL
(9,4),(9,23),0.0365059 # DEPENDENCYPART_SIBL
(9,4),(9,26),0.0987892 # DEPENDENCYPART_SIBL
(9,5),(9,6),-0.0236702 # DEPENDENCYPART_SIBL
(9,5),(9,7),0.027948 # DEPENDENCYPART_SIBL
(9,5),(9,8),-0.0359923 # DEPENDENCYPART_SIBL
(9,5),(9,10),-0.0495166 # DEPENDENCYPART_SIBL
(9,5),(9,11),-0.0662552 # DEPENDENCYPART_SIBL
(9,5),(9,12),-0.0518391 # DEPENDENCYPART_SIBL
(9,5),(9,13),-0.064061 # DEPENDENCYPART_SIBL
(9,5),(9,14),-0.0518441 # DEPENDENCYPART_SIBL
(9,5),(9,16),-0.0245163 # DEPENDENCYPART_SIBL
(9,5),(9,17),-0.0402202 # DEPENDENCYPART_SIBL
(9,5),(9,18),0.0188642 # DEPENDENCYPART_SIBL
(9,5),(9,19),0.0109123 # DEPENDENCYPART_SIBL
(9,5),(9,23),-0.0516945 # DEPENDENCYPART_SIBL
(9,5),(9,26),0.00114154 # DEPENDENCYPART_SIBL
(9,6),(9,7),0.00878959 # DEPENDENCYPART_SIBL
(9,6),(9,8),-0.111877 # DEPENDENCYPART_SIBL
(9,6),(9,10),0.0134086 # DEPENDENCYPART_SIBL
(9,6),(9,11),-0.0441632 # DEPENDENCYPART_SIBL
(9,6),(9,12),0.0106806 # DEPENDENCYPART_SIBL
(9,6),(9,13),0.0252802 # DEPENDENCYPART_SIBL
(9,6),(9,14),0.0106756 # DEPENDENCYPART_SIBL
(9,6),(9,16),-0.0261996 # DEPENDENCYPART_SIBL
(9,6),(9,17),-0.0189178 # DEPENDENCYPART_SIBL
(9,6),(9,18),-0.0152953 # DEPENDENCYPART_SIBL
(9,6),(9,19),0.0347862 # DEPENDENCYPART_SIBL
(9,6),(9,23),0.0403008 # DEPENDENCYPART_SIBL
(9,6),(9,26),-0.00107335 # DEPENDENCYPART_SIBL
(9,7),(9,8),0.0625267 # DEPENDENCYPART_SIBL
(9,7),(9,10),0.0258462 # DEPENDENCYPART_SIBL
(9,7),(9,11),-0.0442483 # DEPENDENCYPART_SIBL
(9,7),(9,12),0.0184708 # DEPENDENCYPART_SIBL
(9,7),(9,13),-0.0455626 # DEPENDENCYPART_SIBL
(9,7),(9,14),0.0184669 # DEPENDENCYPART_SIBL
(9,7),(9,16),-0.0370546 # DEPENDENCYPART_SIBL
(9,7),(9,17),0.140039 # DEPENDENCYPART_SIBL
(9,7),(9,18),-0.0470879 # DEPENDENCYPART_SIBL
(9,7),(9,19),0.0378986 # DEPENDENCYPART_SIBL
(9,7),(9,23),0.0328698 # DEPENDENCYPART_SIBL
(9,7),(9,26),0.0563027 # DEPENDENCYPART_SIBL
(9,8),(9,10),-0.0564318 # DEPENDENCYPART_SIBL
(9,8),(9,11),-0.112491 # DEPENDENCYPART_SIBL
(9,8),(9,12),-0.0602614 # DEPENDENCYPART_SIBL
(9,8),(9,13),0.0133023 # DEPENDENCYPART_SIBL
(9,8),(9,14),-0.0603374 # DEPENDENCYPART_SIBL
(9,8),(9,16),-0.0525983 # DEPENDENCYPART_SIBL
(9,8),(9,17),-0.0323817 # DEPENDENCYPART_SIBL
(9,8),(9,18),0.0277361 # DEPENDENCYPART_SIBL
(9,8),(9,19),0.0309084 # DEPENDENCYPART_SIBL
(9,8),(9,23),-0.0555638 # DEPENDENCYPART_SIBL
(9,8),(9,26),-0.0215076 # DEPENDENCYPART_SIBL
(9,10),(9,11),-0.108326 # DEPENDENCYPART_SIBL
(9,10),(9,12),-0.0978646 # DEPENDENCYPART_SIBL
(9,10),(9,13),-0.0547965 # DEPENDENCYPART_SIBL
(9,10),(9,14),-0.100035 # DEPENDENCYPART_SIBL
(9,10),(9,16),-0.0475201 # DEPENDENCYPART_SIBL
(9,10),(9,17),-0.0315583 # DEPENDENCYPART_SIBL
(9,10),(9,18),-0.112822 # DEPENDENCYPART_SIBL
(9,10),(9,19),-0.111385 # DEPENDENCYPART_SIBL
(9,10),(9,23),-0.0897521 # DEPENDENCYPART_SIBL
(9,10),(9,26),-0.0188327 # DEPENDENCYPART_SIBL
(9,11),(9,12),-0.0640519 # DEPENDENCYPART_SIBL
(9,11),(9,13),0.0316834 # DEPENDENCYPART_SIBL
(9,11),(9,14),-0.0662203 # DEPENDENCYPART_SIBL
(9,11),(9,16),-0.0307954 # DEPENDENCYPART_SIBL
(9,11),(9,17),-0.0182984 # DEPENDENCYPART_SIBL
(9,11),(9,18),-0.0858747 # DEPENDENCYPART_SIBL
(9,11),(9,19),-0.0776759 # DEPENDENCYPART_SIBL
(9,11),(9,23),-0.0473467 # DEPENDENCYPART_SIBL
(9,11),(9,26),-0.0318071 # DEPENDENCYPART_SIBL
(9,12),(9,13),-0.0597104 # DEPENDENCYPART_SIBL
(9,12),(9,14),-0.0953943 # DEPENDENCYPART_SIBL
(9,12),(9,16),-0.0458367 # DEPENDENCYPART_SIBL
(9,12),(9,17),-0.0334014 # DEPENDENCYPART_SIBL
(9,12),(9,18),-0.108808 # DEPENDENCYPART_SIBL
(9,12),(9,19),-0.109705 # DEPENDENCYPART_SIBL
(9,12),(9,23),-0.0851115 # DEPENDENCYPART_SIBL
(9,12),(9,26),-0.0213336 # DEPENDENCYPART_SIBL
(9,13),(9,14),-0.0213507 # DEPENDENCYPART_SIBL
(9,13),(9,16),-0.00224164 # DEPENDENCYPART_SIBL
(9,13),(9,17),0.0266564 # DEPENDENCYPART_SIBL
(9,13),(9,18),-0.0475007 # DEPENDENCYPART_SIBL
(9,13),(9,19),-0.0604481 # DEPENDENCYPART_SIBL
(9,13),(9,23),-0.00686033 # DEPENDENCYPART_SIBL
(9,13),(9,26),0.00240699 # DEPENDENCYPART_SIBL
(9,14),(9,16),-0.0458374 # DEPENDENCYPART_SIBL
(9,14),(9,17),-0.0334016 # DEPENDENCYPART_SIBL
(9,14),(9,18),-0.108808 # DEPENDENCYPART_SIBL
(9,14),(9,19),-0.109705 # DEPENDENCYPART_SIBL
(9,14),(9,23),-0.0851117 # DEPENDENCYPART_SIBL
(9,14),(9,26),-0.0214871 # DEPENDENCYPART_SIBL
(9,16),(9,17),-0.00812788 # DEPENDENCYPART_SIBL
(9,16),(9,18),-0.0872952 # DEPENDENCYPART_SIBL
(9,16),(9,19),-0.0660163 # DEPENDENCYPART_SIBL
(9,16),(9,23),-0.0330013 # DEPENDENCYPART_SIBL
(9,16),(9,26),-0.00046735 # DEPENDENCYPART_SIBL
(9,17),(9,18),-0.0261122 # DEPENDENCYPART_SIBL
(9,17),(9,19),-0.0420219 # DEPENDENCYPART_SIBL
(9,17),(9,23),-0.00517607 # DEPENDENCYPART_SIBL
(9,17),(9,26),0.0158167 # DEPENDENCYPART_SIBL
(9,18),(9,19),-0.00220836 # DEPENDENCYPART_SIBL
(9,18),(9,23),-0.0144327 # DEPENDENCYPART_SIBL
(9,18),(9,26),0.030881 # DEPENDENCYPART_SIBL
(9,19),(9,23),0.0379456 # DEPENDENCYPART_SIBL
(9,19),(9,26),0.036996 # DEPENDENCYPART_SIBL
(9,23),(9,26),-0.0352328 # DEPENDENCYPART_SIBL
(10,2),(10,3),-0.00289186 # DEPENDENCYPART_SIBL
(10,2),(10,4),0.00636396 # DEPENDENCYPART_SIBL
(10,2),(10,6),0.0227247 # DEPENDENCYPART_SIBL
(10,2),(10,7),0.0753289 # DEPENDENCYPART_SIBL
(10,2),(10,9),-0.0410079 # DEPENDENCYPART_SIBL
(10,2),(10,11),0.0110124 # DEPENDENCYPART_SIBL
(10,2),(10,12),-0.0161052 # DEPENDENCYPART_SIBL
(10,2),(10,13),0.050663 # DEPENDENCYPART_SIBL
(10,2),(10,14),-0.0161091 # DEPENDENCYPART_SIBL
(10,2),(10,16),0.0186517 # DEPENDENCYPART_SIBL
(10,2),(10,17),-0.0301864 # DEPENDENCYPART_SIBL
(10,2),(10,18),0.00537704 # DEPENDENCYPART_SIBL
(10,2),(10,19),0.0764854 # DEPENDENCYPART_SIBL
(10,2),(10,20),-0.0161041 # DEPENDENCYPART_SIBL
(10,2),(10,23),-0.0323631 # DEPENDENCYPART_SIBL
(10,2),(10,26),0.041631 # DEPENDENCYPART_SIBL
(10,3),(10,4),-0.0619607 # DEPENDENCYPART_SIBL
(10,3),(10,6),-0.00235862 # DEPENDENCYPART_SIBL
(10,3),(10,7),0.0299328 # DEPENDENCYPART_SIBL
(10,3),(10,9),-0.0322832 # DEPENDENCYPART_SIBL
(10,3),(10,11),-0.0242187 # DEPENDENCYPART_SIBL
(10,3),(10,12),-0.0358605 # DEPENDENCYPART_SIBL
(10,3),(10,13),-0.0247595 # DEPENDENCYPART_SIBL
(10,3),(10,14),-0.0358655 # DEPENDENCYPART_SIBL
(10,3),(10,16),-0.0018903 # DEPENDENCYPART_SIBL
(10,3),(10,17),0.00349386 # DEPENDENCYPART_SIBL
(10,3),(10,18),0.0385855 # DEPENDENCYPART_SIBL
(10,3),(10,19),0.0248879 # DEPENDENCYPART_SIBL
(10,3),(10,20),-0.0358594 # DEPENDENCYPART_SIBL
(10,3),(10,23),-0.0375541 # DEPENDENCYPART_SIBL
(10,3),(10,26),0.00814037 # DEPENDENCYPART_SIBL
(10,4),(10,6),-0.0281794 # DEPENDENCYPART_SIBL
(10,4),(10,7),0.00492594 # DEPENDENCYPART_SIBL
(10,4),(10,9),-0.0243427 # DEPENDENCYPART_SIBL
(10,4),(10,11),-0.0499233 # DEPENDENCYPART_SIBL
(10,4),(10,12),0.000290026 # DEPENDENCYPART_SIBL
(10,4),(10,13),0.0245849 # DEPENDENCYPART_SIBL
(10,4),(10,14),0.000286156 # DEPENDENCYPART_SIBL
(10,4),(10,16),-0.0174595 # DEPENDENCYPART_SIBL
(10,4),(10,17),0.00890139 # DEPENDENCYPART_SIBL
(10,4),(10,18),-0.0239607 # DEPENDENCYPART_SIBL
(10,4),(10,19),-0.0112784 # DEPENDENCYPART_SIBL
(10,4),(10,20),0.000291105 # DEPENDENCYPART_SIBL
(10,4),(10,23),-0.00882658 # DEPENDENCYPART_SIBL
(10,4),(10,26),0.0196658 # DEPENDENCYPART_SIBL
(10,6),(10,7),0.00656513 # DEPENDENCYPART_SIBL
(10,6),(10,9),-0.023152 # DEPENDENCYPART_SIBL
(10,6),(10,11),-0.00088099 # DEPENDENCYPART_SIBL
(10,6),(10,12),0.000297125 # DEPENDENCYPART_SIBL
(10,6),(10,13),0.0448081 # DEPENDENCYPART_SIBL
(10,6),(10,14),0.000292127 # DEPENDENCYPART_SIBL
(10,6),(10,16),-0.0150228 # DEPENDENCYPART_SIBL
(10,6),(10,17),0.00197423 # DEPENDENCYPART_SIBL
(10,6),(10,18),0.0041962 # DEPENDENCYPART_SIBL
(10,6),(10,19),0.0024735 # DEPENDENCYPART_SIBL
(10,6),(10,20),0.000298212 # DEPENDENCYPART_SIBL
(10,6),(10,23),0.0246611 # DEPENDENCYPART_SIBL
(10,6),(10,26),0.0152718 # DEPENDENCYPART_SIBL
(10,7),(10,9),-0.0264418 # DEPENDENCYPART_SIBL
(10,7),(10,11),-0.0124566 # DEPENDENCYPART_SIBL
(10,7),(10,12),0.0032985 # DEPENDENCYPART_SIBL
(10,7),(10,13),-0.0220599 # DEPENDENCYPART_SIBL
(10,7),(10,14),0.00329463 # DEPENDENCYPART_SIBL
(10,7),(10,16),-0.00172561 # DEPENDENCYPART_SIBL
(10,7),(10,17),0.158049 # DEPENDENCYPART_SIBL
(10,7),(10,18),-0.0083604 # DEPENDENCYPART_SIBL
(10,7),(10,19),0.00344739 # DEPENDENCYPART_SIBL
(10,7),(10,20),0.00329958 # DEPENDENCYPART_SIBL
(10,7),(10,23),0.0113925 # DEPENDENCYPART_SIBL
(10,7),(10,26),0.0498749 # DEPENDENCYPART_SIBL
(10,9),(10,11),-0.0431266 # DEPENDENCYPART_SIBL
(10,9),(10,12),0.00197862 # DEPENDENCYPART_SIBL
(10,9),(10,13),-0.0239841 # DEPENDENCYPART_SIBL
(10,9),(10,14),0.00197286 # DEPENDENCYPART_SIBL
(10,9),(10,16),-0.00373595 # DEPENDENCYPART_SIBL
(10,9),(10,17),-0.0482738 # DEPENDENCYPART_SIBL
(10,9),(10,18),-0.030038 # DEPENDENCYPART_SIBL
(10,9),(10,19),0.0252588 # DEPENDENCYPART_SIBL
(10,9),(10,20),0.0019797 # DEPENDENCYPART_SIBL
(10,9),(10,23),-0.000656821 # DEPENDENCYPART_SIBL
(10,9),(10,26),0.0498589 # DEPENDENCYPART_SIBL
(10,11),(10,12),-0.015325 # DEPENDENCYPART_SIBL
(10,11),(10,13),0.0567632 # DEPENDENCYPART_SIBL
(10,11),(10,14),-0.0174934 # DEPENDENCYPART_SIBL
(10,11),(10,16),-0.0221694 # DEPENDENCYPART_SIBL
(10,11),(10,17),0.00142806 # DEPENDENCYPART_SIBL
(10,11),(10,18),-0.0464148 # DEPENDENCYPART_SIBL
(10,11),(10,19),-0.0502934 # DEPENDENCYPART_SIBL
(10,11),(10,20),-0.0174915 # DEPENDENCYPART_SIBL
(10,11),(10,23),0.00125091 # DEPENDENCYPART_SIBL
(10,11),(10,26),-0.00813456 # DEPENDENCYPART_SIBL
(10,12),(10,13),-0.0175205 # DEPENDENCYPART_SIBL
(10,12),(10,14),-0.0262725 # DEPENDENCYPART_SIBL
(10,12),(10,16),-0.0254909 # DEPENDENCYPART_SIBL
(10,12),(10,17),-0.00167792 # DEPENDENCYPART_SIBL
(10,12),(10,18),-0.0598973 # DEPENDENCYPART_SIBL
(10,12),(10,19),-0.0702017 # DEPENDENCYPART_SIBL
(10,12),(10,20),-0.0262687 # DEPENDENCYPART_SIBL
(10,12),(10,23),-0.0161189 # DEPENDENCYPART_SIBL
(10,12),(10,26),0.00242007 # DEPENDENCYPART_SIBL
(10,13),(10,14),0.00213701 # DEPENDENCYPART_SIBL
(10,13),(10,16),-0.00948938 # DEPENDENCYPART_SIBL
(10,13),(10,17),0.0242969 # DEPENDENCYPART_SIBL
(10,13),(10,18),-0.0200011 # DEPENDENCYPART_SIBL
(10,13),(10,19),-0.051932 # DEPENDENCYPART_SIBL
(10,13),(10,20),0.00215035 # DEPENDENCYPART_SIBL
(10,13),(10,23),0.0164981 # DEPENDENCYPART_SIBL
(10,13),(10,26),-0.00964661 # DEPENDENCYPART_SIBL
(10,14),(10,16),-0.0254917 # DEPENDENCYPART_SIBL
(10,14),(10,17),-0.00167812 # DEPENDENCYPART_SIBL
(10,14),(10,18),-0.0598975 # DEPENDENCYPART_SIBL
(10,14),(10,19),-0.0702019 # DEPENDENCYPART_SIBL
(10,14),(10,20),-0.0262689 # DEPENDENCYPART_SIBL
(10,14),(10,23),-0.0161191 # DEPENDENCYPART_SIBL
(10,14),(10,26),0.00226653 # DEPENDENCYPART_SIBL
(10,16),(10,17),0.00893204 # DEPENDENCYPART_SIBL
(10,16),(10,18),-0.034606 # DEPENDENCYPART_SIBL
(10,16),(10,19),-0.0282599 # DEPENDENCYPART_SIBL
(10,16),(10,20),-0.0119511 # DEPENDENCYPART_SIBL
(10,16),(10,23),0.00450358 # DEPENDENCYPART_SIBL
(10,16),(10,26),-0.00663938 # DEPENDENCYPART_SIBL
(10,17),(10,18),-0.00302663 # DEPENDENCYPART_SIBL
(10,17),(10,19),-0.0245395 # DEPENDENCYPART_SIBL
(10,17),(10,20),0.0335454 # DEPENDENCYPART_SIBL
(10,17),(10,23),0.0415904 # DEPENDENCYPART_SIBL
(10,17),(10,26),0.00372362 # DEPENDENCYPART_SIBL
(10,18),(10,19),0.00192934 # DEPENDENCYPART_SIBL
(10,18),(10,20),-0.000966565 # DEPENDENCYPART_SIBL
(10,18),(10,23),0.00834231 # DEPENDENCYPART_SIBL
(10,18),(10,26),0.00452436 # DEPENDENCYPART_SIBL
(10,19),(10,20),0.0456358 # DEPENDENCYPART_SIBL
(10,19),(10,23),0.0665569 # DEPENDENCYPART_SIBL
(10,19),(10,26),0.00706928 # DEPENDENCYPART_SIBL
(10,20),(10,23),-0.0161189 # DEPENDENCYPART_SIBL
(10,20),(10,26),0.00226673 # DEPENDENCYPART_SIBL
(10,23),(10,26),-0.0082106 # DEPENDENCYPART_SIBL
(11,12),(11,13),0.0132099 # DEPENDENCYPART_SIBL
(11,12),(11,14),-0.029088 # DEPENDENCYPART_SIBL
(11,12),(11,16),-0.0285025 # DEPENDENCYPART_SIBL
(11,13),(11,14),-0.00981912 # DEPENDENCYPART_SIBL
(11,13),(11,16),-0.0144674 # DEPENDENCYPART_SIBL
(11,14),(11,16),-0.0285028 # DEPENDENCYPART_SIBL
(12,2),(12,6),0.022903 # DEPENDENCYPART_SIBL
(12,2),(12,7),0.0754507 # DEPENDENCYPART_SIBL
(12,2),(12,8),-0.00811146 # DEPENDENCYPART_SIBL
(12,2),(12,9),-0.0409598 # DEPENDENCYPART_SIBL
(12,2),(12,11),0.0364174 # DEPENDENCYPART_SIBL
(12,2),(12,13),0.0503392 # DEPENDENCYPART_SIBL
(12,2),(12,14),-0.0135836 # DEPENDENCYPART_SIBL
(12,2),(12,15),0.0107305 # DEPENDENCYPART_SIBL
(12,2),(12,16),0.0187565 # DEPENDENCYPART_SIBL
(12,2),(12,17),-0.0301367 # DEPENDENCYPART_SIBL
(12,2),(12,18),0.00550988 # DEPENDENCYPART_SIBL
(12,2),(12,19),0.0765799 # DEPENDENCYPART_SIBL
(12,2),(12,20),-0.0135786 # DEPENDENCYPART_SIBL
(12,2),(12,22),0.0176263 # DEPENDENCYPART_SIBL
(12,2),(12,23),-0.0298376 # DEPENDENCYPART_SIBL
(12,2),(12,24),0.0339005 # DEPENDENCYPART_SIBL
(12,2),(12,26),0.043619 # DEPENDENCYPART_SIBL
(12,6),(12,7),0.00614884 # DEPENDENCYPART_SIBL
(12,6),(12,8),-0.093653 # DEPENDENCYPART_SIBL
(12,6),(12,9),-0.0235971 # DEPENDENCYPART_SIBL
(12,6),(12,11),0.00528722 # DEPENDENCYPART_SIBL
(12,6),(12,13),0.0458762 # DEPENDENCYPART_SIBL
(12,6),(12,14),0.00612216 # DEPENDENCYPART_SIBL
(12,6),(12,15),-0.0771652 # DEPENDENCYPART_SIBL
(12,6),(12,16),-0.0126432 # DEPENDENCYPART_SIBL
