# _root_ `` I do n't think anyone is now immune from takeover , '' said Robert Schneider of Duff & Phelps Inc. , Chicago .
#goldHeads=14,3,14,3,3,7,5,7,7,9,10,14,14,0,16,14,16,19,21,19,17,21,21,14,
#predictedHeads=14,3,14,3,3,7,5,9,7,9,10,14,14,0,16,14,16,19,21,19,17,21,21,14,
(5,7),(5,8),-0.0136363 # DEPENDENCYPART_SIBL
(5,7),(5,9),-0.0202996 # DEPENDENCYPART_SIBL
(5,7),(5,10),-0.0262876 # DEPENDENCYPART_SIBL
(5,7),(5,11),-0.00542512 # DEPENDENCYPART_SIBL
(5,7),(5,12),0.0528379 # DEPENDENCYPART_SIBL
(5,7),(5,13),0.0721025 # DEPENDENCYPART_SIBL
(5,7),(5,14),-0.0372085 # DEPENDENCYPART_SIBL
(5,7),(5,16),-0.00540372 # DEPENDENCYPART_SIBL
(5,7),(5,19),-0.0488307 # DEPENDENCYPART_SIBL
(5,7),(5,22),0.0528379 # DEPENDENCYPART_SIBL
(5,7),(5,24),0.0496329 # DEPENDENCYPART_SIBL
(5,8),(5,9),0.0139646 # DEPENDENCYPART_SIBL
(5,8),(5,10),0.00455575 # DEPENDENCYPART_SIBL
(5,8),(5,11),-0.0204581 # DEPENDENCYPART_SIBL
(5,8),(5,12),-0.0289382 # DEPENDENCYPART_SIBL
(5,8),(5,13),-0.0379999 # DEPENDENCYPART_SIBL
(5,8),(5,14),-0.0190026 # DEPENDENCYPART_SIBL
(5,8),(5,16),-0.0204377 # DEPENDENCYPART_SIBL
(5,8),(5,19),-0.0434542 # DEPENDENCYPART_SIBL
(5,8),(5,22),-0.0289382 # DEPENDENCYPART_SIBL
(5,8),(5,24),-0.0146512 # DEPENDENCYPART_SIBL
(5,9),(5,10),-0.0120926 # DEPENDENCYPART_SIBL
(5,9),(5,11),-0.0234215 # DEPENDENCYPART_SIBL
(5,9),(5,12),0.00157625 # DEPENDENCYPART_SIBL
(5,9),(5,13),-0.0295277 # DEPENDENCYPART_SIBL
(5,9),(5,14),-0.0132965 # DEPENDENCYPART_SIBL
(5,9),(5,16),-0.0234008 # DEPENDENCYPART_SIBL
(5,9),(5,19),-0.0292685 # DEPENDENCYPART_SIBL
(5,9),(5,22),0.00157625 # DEPENDENCYPART_SIBL
(5,9),(5,24),-0.0221375 # DEPENDENCYPART_SIBL
(5,10),(5,11),-0.0306413 # DEPENDENCYPART_SIBL
(5,10),(5,12),0.00176334 # DEPENDENCYPART_SIBL
(5,10),(5,13),-0.017562 # DEPENDENCYPART_SIBL
(5,10),(5,14),-0.0490391 # DEPENDENCYPART_SIBL
(5,10),(5,16),-0.0305097 # DEPENDENCYPART_SIBL
(5,10),(5,19),-0.0512704 # DEPENDENCYPART_SIBL
(5,10),(5,22),0.00176334 # DEPENDENCYPART_SIBL
(5,10),(5,24),-0.0149256 # DEPENDENCYPART_SIBL
(5,11),(5,12),-0.0464687 # DEPENDENCYPART_SIBL
(5,11),(5,13),-0.0509891 # DEPENDENCYPART_SIBL
(5,11),(5,14),-0.0798684 # DEPENDENCYPART_SIBL
(5,11),(5,16),-0.0591023 # DEPENDENCYPART_SIBL
(5,11),(5,19),-0.0786107 # DEPENDENCYPART_SIBL
(5,11),(5,22),-0.0464687 # DEPENDENCYPART_SIBL
(5,11),(5,24),-0.0489758 # DEPENDENCYPART_SIBL
(5,12),(5,13),0.0215196 # DEPENDENCYPART_SIBL
(5,12),(5,14),-0.0494357 # DEPENDENCYPART_SIBL
(5,12),(5,16),-0.0212725 # DEPENDENCYPART_SIBL
(5,12),(5,19),-0.0546714 # DEPENDENCYPART_SIBL
(5,12),(5,22),-0.00460503 # DEPENDENCYPART_SIBL
(5,12),(5,24),-0.0235816 # DEPENDENCYPART_SIBL
(5,13),(5,14),-0.0254961 # DEPENDENCYPART_SIBL
(5,13),(5,16),0.0320407 # DEPENDENCYPART_SIBL
(5,13),(5,19),-0.00228754 # DEPENDENCYPART_SIBL
(5,13),(5,22),-0.0338969 # DEPENDENCYPART_SIBL
(5,13),(5,24),-0.0791678 # DEPENDENCYPART_SIBL
(5,14),(5,16),-0.00251908 # DEPENDENCYPART_SIBL
(5,14),(5,19),-0.0404936 # DEPENDENCYPART_SIBL
(5,14),(5,22),0.032839 # DEPENDENCYPART_SIBL
(5,14),(5,24),0.0538748 # DEPENDENCYPART_SIBL
(5,16),(5,19),-0.0720059 # DEPENDENCYPART_SIBL
(5,16),(5,22),-0.0368496 # DEPENDENCYPART_SIBL
(5,16),(5,24),-0.0419708 # DEPENDENCYPART_SIBL
(5,19),(5,22),-0.0498576 # DEPENDENCYPART_SIBL
(5,19),(5,24),-0.0785896 # DEPENDENCYPART_SIBL
(5,22),(5,24),-0.0235816 # DEPENDENCYPART_SIBL
(6,1),(6,2),0.0855045 # DEPENDENCYPART_SIBL
(6,1),(6,3),0.0925787 # DEPENDENCYPART_SIBL
(6,1),(6,4),0.0699921 # DEPENDENCYPART_SIBL
(6,1),(6,5),0.0969685 # DEPENDENCYPART_SIBL
(6,1),(6,7),-0.00861893 # DEPENDENCYPART_SIBL
(6,1),(6,8),-0.00358836 # DEPENDENCYPART_SIBL
(6,1),(6,9),0.0328097 # DEPENDENCYPART_SIBL
(6,1),(6,10),0.0010676 # DEPENDENCYPART_SIBL
(6,1),(6,16),0.0424774 # DEPENDENCYPART_SIBL
(6,2),(6,3),0.0363057 # DEPENDENCYPART_SIBL
(6,2),(6,4),-0.0194593 # DEPENDENCYPART_SIBL
(6,2),(6,5),0.0292719 # DEPENDENCYPART_SIBL
(6,2),(6,7),-0.00368399 # DEPENDENCYPART_SIBL
(6,2),(6,8),0.0650035 # DEPENDENCYPART_SIBL
(6,2),(6,9),-0.0311142 # DEPENDENCYPART_SIBL
(6,2),(6,10),-0.0317476 # DEPENDENCYPART_SIBL
(6,2),(6,16),0.0230617 # DEPENDENCYPART_SIBL
(6,3),(6,4),0.0190718 # DEPENDENCYPART_SIBL
(6,3),(6,5),0.0367516 # DEPENDENCYPART_SIBL
(6,3),(6,7),-0.0508038 # DEPENDENCYPART_SIBL
(6,3),(6,8),-0.0139961 # DEPENDENCYPART_SIBL
(6,3),(6,9),-0.0515034 # DEPENDENCYPART_SIBL
(6,3),(6,10),-0.00451415 # DEPENDENCYPART_SIBL
(6,3),(6,16),-0.0174875 # DEPENDENCYPART_SIBL
(6,4),(6,5),-0.000554106 # DEPENDENCYPART_SIBL
(6,4),(6,7),-0.0108865 # DEPENDENCYPART_SIBL
(6,4),(6,8),0.00215025 # DEPENDENCYPART_SIBL
(6,4),(6,9),-0.0275004 # DEPENDENCYPART_SIBL
(6,4),(6,10),-0.0676689 # DEPENDENCYPART_SIBL
(6,4),(6,16),-0.015407 # DEPENDENCYPART_SIBL
(6,5),(6,7),-0.0378016 # DEPENDENCYPART_SIBL
(6,5),(6,8),-0.0182462 # DEPENDENCYPART_SIBL
(6,5),(6,9),-0.0500461 # DEPENDENCYPART_SIBL
(6,5),(6,10),-0.0124981 # DEPENDENCYPART_SIBL
(6,5),(6,16),-0.0113599 # DEPENDENCYPART_SIBL
(6,7),(6,8),-0.0241082 # DEPENDENCYPART_SIBL
(6,7),(6,9),-0.018104 # DEPENDENCYPART_SIBL
(6,7),(6,10),-0.0317095 # DEPENDENCYPART_SIBL
(6,7),(6,16),-0.037757 # DEPENDENCYPART_SIBL
(6,8),(6,9),0.0203931 # DEPENDENCYPART_SIBL
(6,8),(6,10),0.0155741 # DEPENDENCYPART_SIBL
(6,8),(6,16),0.021221 # DEPENDENCYPART_SIBL
(6,9),(6,10),-0.0108092 # DEPENDENCYPART_SIBL
(6,9),(6,16),-0.0109406 # DEPENDENCYPART_SIBL
(6,10),(6,16),0.0284143 # DEPENDENCYPART_SIBL
(7,1),(7,2),0.00165175 # DEPENDENCYPART_SIBL
(7,1),(7,3),-0.0290372 # DEPENDENCYPART_SIBL
(7,1),(7,4),-0.0144306 # DEPENDENCYPART_SIBL
(7,1),(7,5),0.0209635 # DEPENDENCYPART_SIBL
(7,1),(7,6),0.0154458 # DEPENDENCYPART_SIBL
(7,1),(7,8),0.00028285 # DEPENDENCYPART_SIBL
(7,1),(7,9),0.00104529 # DEPENDENCYPART_SIBL
(7,1),(7,10),-0.0586743 # DEPENDENCYPART_SIBL
(7,1),(7,11),-0.0190855 # DEPENDENCYPART_SIBL
(7,1),(7,12),0.101636 # DEPENDENCYPART_SIBL
(7,1),(7,13),0.467968 # DEPENDENCYPART_SIBL
(7,1),(7,14),-0.00585427 # DEPENDENCYPART_SIBL
(7,1),(7,19),0.00958883 # DEPENDENCYPART_SIBL
(7,1),(7,22),0.101636 # DEPENDENCYPART_SIBL
(7,1),(7,24),0.0420861 # DEPENDENCYPART_SIBL
(7,2),(7,3),-0.0596333 # DEPENDENCYPART_SIBL
(7,2),(7,4),-0.0351445 # DEPENDENCYPART_SIBL
(7,2),(7,5),-0.0525196 # DEPENDENCYPART_SIBL
(7,2),(7,6),-0.0192793 # DEPENDENCYPART_SIBL
(7,2),(7,8),0.082726 # DEPENDENCYPART_SIBL
(7,2),(7,9),-0.00420333 # DEPENDENCYPART_SIBL
(7,2),(7,10),-0.0576699 # DEPENDENCYPART_SIBL
(7,2),(7,11),-0.0876199 # DEPENDENCYPART_SIBL
(7,2),(7,12),0.0503926 # DEPENDENCYPART_SIBL
(7,2),(7,13),0.0139655 # DEPENDENCYPART_SIBL
(7,2),(7,14),0.0178951 # DEPENDENCYPART_SIBL
(7,2),(7,19),-0.0413611 # DEPENDENCYPART_SIBL
(7,2),(7,22),0.0503926 # DEPENDENCYPART_SIBL
(7,2),(7,24),0.0327316 # DEPENDENCYPART_SIBL
(7,3),(7,4),-0.07281 # DEPENDENCYPART_SIBL
(7,3),(7,5),-0.0634071 # DEPENDENCYPART_SIBL
(7,3),(7,6),-0.0465612 # DEPENDENCYPART_SIBL
(7,3),(7,8),-0.012376 # DEPENDENCYPART_SIBL
(7,3),(7,9),-0.0101566 # DEPENDENCYPART_SIBL
(7,3),(7,10),-0.019055 # DEPENDENCYPART_SIBL
(7,3),(7,11),-0.028412 # DEPENDENCYPART_SIBL
(7,3),(7,12),-0.0468911 # DEPENDENCYPART_SIBL
(7,3),(7,13),-0.0477598 # DEPENDENCYPART_SIBL
(7,3),(7,14),-0.0844283 # DEPENDENCYPART_SIBL
(7,3),(7,19),-0.0378362 # DEPENDENCYPART_SIBL
(7,3),(7,22),-0.0468911 # DEPENDENCYPART_SIBL
(7,3),(7,24),0.00666327 # DEPENDENCYPART_SIBL
(7,4),(7,5),-0.0102117 # DEPENDENCYPART_SIBL
(7,4),(7,6),0.00313384 # DEPENDENCYPART_SIBL
(7,4),(7,8),-0.044631 # DEPENDENCYPART_SIBL
(7,4),(7,9),-0.0431305 # DEPENDENCYPART_SIBL
(7,4),(7,10),-0.0402311 # DEPENDENCYPART_SIBL
(7,4),(7,11),-0.0456324 # DEPENDENCYPART_SIBL
(7,4),(7,12),-0.0768131 # DEPENDENCYPART_SIBL
(7,4),(7,13),-0.000678893 # DEPENDENCYPART_SIBL
(7,4),(7,14),-0.0944446 # DEPENDENCYPART_SIBL
(7,4),(7,19),-0.0121581 # DEPENDENCYPART_SIBL
(7,4),(7,22),-0.0768131 # DEPENDENCYPART_SIBL
(7,4),(7,24),-0.0451537 # DEPENDENCYPART_SIBL
(7,5),(7,6),-0.0385314 # DEPENDENCYPART_SIBL
(7,5),(7,8),0.00302691 # DEPENDENCYPART_SIBL
(7,5),(7,9),0.011873 # DEPENDENCYPART_SIBL
(7,5),(7,10),-0.0143783 # DEPENDENCYPART_SIBL
(7,5),(7,11),0.00480509 # DEPENDENCYPART_SIBL
(7,5),(7,12),-0.0107603 # DEPENDENCYPART_SIBL
(7,5),(7,13),-0.00641944 # DEPENDENCYPART_SIBL
(7,5),(7,14),-0.0391456 # DEPENDENCYPART_SIBL
(7,5),(7,19),-0.0182638 # DEPENDENCYPART_SIBL
(7,5),(7,22),-0.0107603 # DEPENDENCYPART_SIBL
(7,5),(7,24),0.0124587 # DEPENDENCYPART_SIBL
(7,6),(7,8),0.0748951 # DEPENDENCYPART_SIBL
(7,6),(7,9),0.0143396 # DEPENDENCYPART_SIBL
(7,6),(7,10),-0.0286982 # DEPENDENCYPART_SIBL
(7,6),(7,11),-0.0790948 # DEPENDENCYPART_SIBL
(7,6),(7,12),0.0059987 # DEPENDENCYPART_SIBL
(7,6),(7,13),0.0253156 # DEPENDENCYPART_SIBL
(7,6),(7,14),0.0171404 # DEPENDENCYPART_SIBL
(7,6),(7,19),-0.0306614 # DEPENDENCYPART_SIBL
(7,6),(7,22),0.0059987 # DEPENDENCYPART_SIBL
(7,6),(7,24),-0.00700673 # DEPENDENCYPART_SIBL
(7,8),(7,9),0.0368401 # DEPENDENCYPART_SIBL
(7,8),(7,10),-0.0217581 # DEPENDENCYPART_SIBL
(7,8),(7,11),0.0112427 # DEPENDENCYPART_SIBL
(7,8),(7,12),-0.0398244 # DEPENDENCYPART_SIBL
(7,8),(7,13),-0.0210701 # DEPENDENCYPART_SIBL
(7,8),(7,14),-0.000768761 # DEPENDENCYPART_SIBL
(7,8),(7,19),-0.0257256 # DEPENDENCYPART_SIBL
(7,8),(7,22),-0.0398244 # DEPENDENCYPART_SIBL
(7,8),(7,24),0.0145594 # DEPENDENCYPART_SIBL
(7,9),(7,10),-0.0672848 # DEPENDENCYPART_SIBL
(7,9),(7,11),-0.0423199 # DEPENDENCYPART_SIBL
(7,9),(7,12),-0.0270976 # DEPENDENCYPART_SIBL
(7,9),(7,13),-0.0615312 # DEPENDENCYPART_SIBL
(7,9),(7,14),-0.0272037 # DEPENDENCYPART_SIBL
(7,9),(7,19),-0.0442809 # DEPENDENCYPART_SIBL
(7,9),(7,22),-0.0270976 # DEPENDENCYPART_SIBL
(7,9),(7,24),-0.00774067 # DEPENDENCYPART_SIBL
(7,10),(7,11),-0.0380906 # DEPENDENCYPART_SIBL
(7,10),(7,12),0.0120242 # DEPENDENCYPART_SIBL
(7,10),(7,13),-0.0072717 # DEPENDENCYPART_SIBL
(7,10),(7,14),-0.0355152 # DEPENDENCYPART_SIBL
(7,10),(7,19),-0.0487927 # DEPENDENCYPART_SIBL
(7,10),(7,22),0.0120242 # DEPENDENCYPART_SIBL
(7,10),(7,24),-0.0201233 # DEPENDENCYPART_SIBL
(7,11),(7,12),-0.016219 # DEPENDENCYPART_SIBL
(7,11),(7,13),-0.022537 # DEPENDENCYPART_SIBL
(7,11),(7,14),-0.0495295 # DEPENDENCYPART_SIBL
(7,11),(7,19),-0.0688003 # DEPENDENCYPART_SIBL
(7,11),(7,22),-0.016219 # DEPENDENCYPART_SIBL
(7,11),(7,24),-0.00317019 # DEPENDENCYPART_SIBL
(7,12),(7,13),0.0565859 # DEPENDENCYPART_SIBL
(7,12),(7,14),-0.00784647 # DEPENDENCYPART_SIBL
(7,12),(7,19),-0.0133512 # DEPENDENCYPART_SIBL
(7,12),(7,22),0.0491599 # DEPENDENCYPART_SIBL
(7,12),(7,24),0.008903 # DEPENDENCYPART_SIBL
(7,13),(7,14),-0.0327545 # DEPENDENCYPART_SIBL
(7,13),(7,19),-0.00679818 # DEPENDENCYPART_SIBL
(7,13),(7,22),-0.0417009 # DEPENDENCYPART_SIBL
(7,13),(7,24),-0.0632782 # DEPENDENCYPART_SIBL
(7,14),(7,19),-0.067804 # DEPENDENCYPART_SIBL
(7,14),(7,22),-0.0207126 # DEPENDENCYPART_SIBL
(7,14),(7,24),0.0274931 # DEPENDENCYPART_SIBL
(7,19),(7,22),-0.0374131 # DEPENDENCYPART_SIBL
(7,19),(7,24),-0.058909 # DEPENDENCYPART_SIBL
(7,22),(7,24),0.008903 # DEPENDENCYPART_SIBL
(8,5),(8,6),-0.0245602 # DEPENDENCYPART_SIBL
(8,5),(8,7),0.010667 # DEPENDENCYPART_SIBL
(8,5),(8,9),0.0493531 # DEPENDENCYPART_SIBL
(8,5),(8,10),0.0497711 # DEPENDENCYPART_SIBL
(8,5),(8,11),0.065155 # DEPENDENCYPART_SIBL
(8,5),(8,12),0.145415 # DEPENDENCYPART_SIBL
(8,5),(8,14),0.158329 # DEPENDENCYPART_SIBL
(8,5),(8,17),0.0731599 # DEPENDENCYPART_SIBL
(8,6),(8,7),0.0395832 # DEPENDENCYPART_SIBL
(8,6),(8,9),0.0468661 # DEPENDENCYPART_SIBL
(8,6),(8,10),-0.0425147 # DEPENDENCYPART_SIBL
(8,6),(8,11),0.148134 # DEPENDENCYPART_SIBL
(8,6),(8,12),0.116214 # DEPENDENCYPART_SIBL
(8,6),(8,14),0.0545493 # DEPENDENCYPART_SIBL
(8,6),(8,17),0.0567626 # DEPENDENCYPART_SIBL
(8,7),(8,9),0.0387883 # DEPENDENCYPART_SIBL
(8,7),(8,10),0.0492811 # DEPENDENCYPART_SIBL
(8,7),(8,11),0.0489082 # DEPENDENCYPART_SIBL
(8,7),(8,12),0.148086 # DEPENDENCYPART_SIBL
(8,7),(8,14),0.136781 # DEPENDENCYPART_SIBL
(8,7),(8,17),0.0761933 # DEPENDENCYPART_SIBL
(8,9),(8,10),0.0333945 # DEPENDENCYPART_SIBL
(8,9),(8,11),-0.00940559 # DEPENDENCYPART_SIBL
(8,9),(8,12),0.00670553 # DEPENDENCYPART_SIBL
(8,9),(8,14),0.0397328 # DEPENDENCYPART_SIBL
(8,9),(8,17),0.0531444 # DEPENDENCYPART_SIBL
(8,10),(8,11),-0.0307629 # DEPENDENCYPART_SIBL
(8,10),(8,12),0.0278747 # DEPENDENCYPART_SIBL
(8,10),(8,14),-0.00861361 # DEPENDENCYPART_SIBL
(8,10),(8,17),-0.031405 # DEPENDENCYPART_SIBL
(8,11),(8,12),0.027051 # DEPENDENCYPART_SIBL
(8,11),(8,14),0.00888668 # DEPENDENCYPART_SIBL
(8,11),(8,17),-0.00752471 # DEPENDENCYPART_SIBL
(8,12),(8,14),0.0180975 # DEPENDENCYPART_SIBL
(8,12),(8,17),0.0343731 # DEPENDENCYPART_SIBL
(8,14),(8,17),0.0510694 # DEPENDENCYPART_SIBL
(9,4),(9,6),0.0194187 # DEPENDENCYPART_SIBL
(9,4),(9,8),0.0298553 # DEPENDENCYPART_SIBL
(9,4),(9,10),-0.0277305 # DEPENDENCYPART_SIBL
(9,4),(9,11),-0.0410317 # DEPENDENCYPART_SIBL
(9,4),(9,12),0.0507168 # DEPENDENCYPART_SIBL
(9,4),(9,13),0.0317484 # DEPENDENCYPART_SIBL
(9,4),(9,14),-0.0164477 # DEPENDENCYPART_SIBL
(9,4),(9,17),-0.0228739 # DEPENDENCYPART_SIBL
(9,4),(9,19),-0.0247345 # DEPENDENCYPART_SIBL
(9,4),(9,24),-0.0316529 # DEPENDENCYPART_SIBL
(9,6),(9,8),0.0656006 # DEPENDENCYPART_SIBL
(9,6),(9,10),-0.0460984 # DEPENDENCYPART_SIBL
(9,6),(9,11),0.0206613 # DEPENDENCYPART_SIBL
(9,6),(9,12),0.0751776 # DEPENDENCYPART_SIBL
(9,6),(9,13),0.00622617 # DEPENDENCYPART_SIBL
(9,6),(9,14),0.00293067 # DEPENDENCYPART_SIBL
(9,6),(9,17),-0.0110004 # DEPENDENCYPART_SIBL
(9,6),(9,19),-0.0468018 # DEPENDENCYPART_SIBL
(9,6),(9,24),-0.0256267 # DEPENDENCYPART_SIBL
(9,8),(9,10),-0.0132909 # DEPENDENCYPART_SIBL
(9,8),(9,11),-0.0151481 # DEPENDENCYPART_SIBL
(9,8),(9,12),0.0714492 # DEPENDENCYPART_SIBL
(9,8),(9,13),0.0504059 # DEPENDENCYPART_SIBL
(9,8),(9,14),0.0157238 # DEPENDENCYPART_SIBL
(9,8),(9,17),-0.00677911 # DEPENDENCYPART_SIBL
(9,8),(9,19),-0.0106339 # DEPENDENCYPART_SIBL
(9,8),(9,24),0.0217688 # DEPENDENCYPART_SIBL
(9,10),(9,11),0.0328163 # DEPENDENCYPART_SIBL
(9,10),(9,12),0.0523158 # DEPENDENCYPART_SIBL
(9,10),(9,13),0.0163779 # DEPENDENCYPART_SIBL
(9,10),(9,14),0.0124804 # DEPENDENCYPART_SIBL
(9,10),(9,17),-0.00774301 # DEPENDENCYPART_SIBL
(9,10),(9,19),-0.0148411 # DEPENDENCYPART_SIBL
(9,10),(9,24),0.0250059 # DEPENDENCYPART_SIBL
(9,11),(9,12),0.0240317 # DEPENDENCYPART_SIBL
(9,11),(9,13),0.00178016 # DEPENDENCYPART_SIBL
(9,11),(9,14),-0.00209588 # DEPENDENCYPART_SIBL
(9,11),(9,17),-0.0102312 # DEPENDENCYPART_SIBL
(9,11),(9,19),-0.0277601 # DEPENDENCYPART_SIBL
(9,11),(9,24),-0.00874472 # DEPENDENCYPART_SIBL
(9,12),(9,13),0.0224131 # DEPENDENCYPART_SIBL
(9,12),(9,14),0.00537113 # DEPENDENCYPART_SIBL
(9,12),(9,17),0.0177491 # DEPENDENCYPART_SIBL
(9,12),(9,19),-0.00193092 # DEPENDENCYPART_SIBL
(9,12),(9,24),-0.0131469 # DEPENDENCYPART_SIBL
(9,13),(9,14),0.00825733 # DEPENDENCYPART_SIBL
(9,13),(9,17),0.0697438 # DEPENDENCYPART_SIBL
(9,13),(9,19),0.0125597 # DEPENDENCYPART_SIBL
(9,13),(9,24),-0.0407836 # DEPENDENCYPART_SIBL
(9,14),(9,17),0.0399073 # DEPENDENCYPART_SIBL
(9,14),(9,19),-0.0155752 # DEPENDENCYPART_SIBL
(9,14),(9,24),0.0529359 # DEPENDENCYPART_SIBL
(9,17),(9,19),0.0077287 # DEPENDENCYPART_SIBL
(9,17),(9,24),0.033724 # DEPENDENCYPART_SIBL
(9,19),(9,24),-0.0402814 # DEPENDENCYPART_SIBL
(10,6),(10,8),0.0513598 # DEPENDENCYPART_SIBL
(10,6),(10,9),0.00338064 # DEPENDENCYPART_SIBL
(10,6),(10,11),-0.00445943 # DEPENDENCYPART_SIBL
(10,6),(10,12),0.0816987 # DEPENDENCYPART_SIBL
(10,6),(10,13),-0.0205746 # DEPENDENCYPART_SIBL
(10,6),(10,14),-0.0170744 # DEPENDENCYPART_SIBL
(10,6),(10,16),-0.00557308 # DEPENDENCYPART_SIBL
(10,6),(10,17),0.0283681 # DEPENDENCYPART_SIBL
(10,6),(10,19),-0.0385453 # DEPENDENCYPART_SIBL
(10,6),(10,21),-0.0263565 # DEPENDENCYPART_SIBL
(10,6),(10,23),0.00286051 # DEPENDENCYPART_SIBL
(10,8),(10,9),0.0172494 # DEPENDENCYPART_SIBL
(10,8),(10,11),0.0294356 # DEPENDENCYPART_SIBL
(10,8),(10,12),0.117144 # DEPENDENCYPART_SIBL
(10,8),(10,13),0.0572604 # DEPENDENCYPART_SIBL
(10,8),(10,14),0.0230115 # DEPENDENCYPART_SIBL
(10,8),(10,16),0.0300458 # DEPENDENCYPART_SIBL
(10,8),(10,17),0.1465 # DEPENDENCYPART_SIBL
(10,8),(10,19),0.0394263 # DEPENDENCYPART_SIBL
(10,8),(10,21),0.0294106 # DEPENDENCYPART_SIBL
(10,8),(10,23),0.029615 # DEPENDENCYPART_SIBL
(10,9),(10,11),-0.0652775 # DEPENDENCYPART_SIBL
(10,9),(10,12),0.0832908 # DEPENDENCYPART_SIBL
(10,9),(10,13),0.0065744 # DEPENDENCYPART_SIBL
(10,9),(10,14),-0.0208464 # DEPENDENCYPART_SIBL
(10,9),(10,16),-0.0646714 # DEPENDENCYPART_SIBL
(10,9),(10,17),0.0767946 # DEPENDENCYPART_SIBL
(10,9),(10,19),0.0338687 # DEPENDENCYPART_SIBL
(10,9),(10,21),-0.0636769 # DEPENDENCYPART_SIBL
(10,9),(10,23),-0.0661318 # DEPENDENCYPART_SIBL
(10,11),(10,12),-0.0368852 # DEPENDENCYPART_SIBL
(10,11),(10,13),0.037345 # DEPENDENCYPART_SIBL
(10,11),(10,14),-0.0371361 # DEPENDENCYPART_SIBL
(10,11),(10,16),-0.0565255 # DEPENDENCYPART_SIBL
(10,11),(10,17),0.044588 # DEPENDENCYPART_SIBL
(10,11),(10,19),-0.0930649 # DEPENDENCYPART_SIBL
(10,11),(10,21),-0.0580028 # DEPENDENCYPART_SIBL
(10,11),(10,23),-0.0632226 # DEPENDENCYPART_SIBL
(10,12),(10,13),0.0372055 # DEPENDENCYPART_SIBL
(10,12),(10,14),-0.0119808 # DEPENDENCYPART_SIBL
(10,12),(10,16),-0.0209238 # DEPENDENCYPART_SIBL
(10,12),(10,17),0.103412 # DEPENDENCYPART_SIBL
(10,12),(10,19),-0.043748 # DEPENDENCYPART_SIBL
(10,12),(10,21),-0.0204567 # DEPENDENCYPART_SIBL
(10,12),(10,23),-0.0159566 # DEPENDENCYPART_SIBL
(10,13),(10,14),-0.0457329 # DEPENDENCYPART_SIBL
(10,13),(10,16),-0.0170816 # DEPENDENCYPART_SIBL
(10,13),(10,17),0.0603574 # DEPENDENCYPART_SIBL
(10,13),(10,19),-0.0446135 # DEPENDENCYPART_SIBL
(10,13),(10,21),-0.0172347 # DEPENDENCYPART_SIBL
(10,13),(10,23),-0.0183262 # DEPENDENCYPART_SIBL
(10,14),(10,16),-0.0286732 # DEPENDENCYPART_SIBL
(10,14),(10,17),0.0952858 # DEPENDENCYPART_SIBL
(10,14),(10,19),-0.043254 # DEPENDENCYPART_SIBL
(10,14),(10,21),-0.0288238 # DEPENDENCYPART_SIBL
(10,14),(10,23),-0.0299178 # DEPENDENCYPART_SIBL
(10,16),(10,17),0.0480952 # DEPENDENCYPART_SIBL
(10,16),(10,19),-0.0925671 # DEPENDENCYPART_SIBL
(10,16),(10,21),-0.0548783 # DEPENDENCYPART_SIBL
(10,16),(10,23),-0.0600981 # DEPENDENCYPART_SIBL
(10,17),(10,19),-0.0196674 # DEPENDENCYPART_SIBL
(10,17),(10,21),0.0447046 # DEPENDENCYPART_SIBL
(10,17),(10,23),0.045467 # DEPENDENCYPART_SIBL
(10,19),(10,21),-0.0521034 # DEPENDENCYPART_SIBL
(10,19),(10,23),-0.0530602 # DEPENDENCYPART_SIBL
(10,21),(10,23),-0.0589482 # DEPENDENCYPART_SIBL
(11,1),(11,3),0.0902743 # DEPENDENCYPART_SIBL
(11,1),(11,6),0.0854626 # DEPENDENCYPART_SIBL
(11,1),(11,8),0.0698942 # DEPENDENCYPART_SIBL
(11,1),(11,9),0.0735056 # DEPENDENCYPART_SIBL
(11,1),(11,10),0.0433626 # DEPENDENCYPART_SIBL
(11,1),(11,12),0.144031 # DEPENDENCYPART_SIBL
(11,1),(11,13),0.748153 # DEPENDENCYPART_SIBL
(11,1),(11,14),-0.0272932 # DEPENDENCYPART_SIBL
(11,1),(11,15),0.0477129 # DEPENDENCYPART_SIBL
(11,1),(11,16),0.0487781 # DEPENDENCYPART_SIBL
(11,1),(11,17),0.12431 # DEPENDENCYPART_SIBL
(11,1),(11,21),0.0510728 # DEPENDENCYPART_SIBL
(11,1),(11,22),0.144031 # DEPENDENCYPART_SIBL
(11,1),(11,23),0.0666906 # DEPENDENCYPART_SIBL
(11,1),(11,24),-0.00143759 # DEPENDENCYPART_SIBL
(11,3),(11,6),0.0365294 # DEPENDENCYPART_SIBL
(11,3),(11,8),0.0203428 # DEPENDENCYPART_SIBL
(11,3),(11,9),0.0308719 # DEPENDENCYPART_SIBL
(11,3),(11,10),0.00267381 # DEPENDENCYPART_SIBL
(11,3),(11,12),-0.00482256 # DEPENDENCYPART_SIBL
(11,3),(11,13),-0.00469728 # DEPENDENCYPART_SIBL
(11,3),(11,14),-0.0448635 # DEPENDENCYPART_SIBL
(11,3),(11,15),-0.0160096 # DEPENDENCYPART_SIBL
(11,3),(11,16),-0.0159904 # DEPENDENCYPART_SIBL
(11,3),(11,17),0.0162182 # DEPENDENCYPART_SIBL
