# _root_ Further , under the agreement , First Tennesse would continue to develop the software that creates customer products and sevices .
#goldHeads=9,9,9,5,3,9,8,9,0,9,12,10,14,12,16,14,19,19,16,19,9,
#predictedHeads=9,9,9,5,3,9,8,9,0,9,12,10,14,12,16,14,18,19,16,19,9,
(9,3),(9,5),0.00670548 # DEPENDENCYPART_SIBL
(9,3),(9,6),0.0462561 # DEPENDENCYPART_SIBL
(9,3),(9,7),0.0253109 # DEPENDENCYPART_SIBL
(9,3),(9,8),0.0140633 # DEPENDENCYPART_SIBL
(9,3),(9,10),0.02007 # DEPENDENCYPART_SIBL
(9,3),(9,12),-0.0202816 # DEPENDENCYPART_SIBL
(9,3),(9,14),-0.0245866 # DEPENDENCYPART_SIBL
(9,3),(9,16),-0.02757 # DEPENDENCYPART_SIBL
(9,3),(9,19),0.0504128 # DEPENDENCYPART_SIBL
(9,3),(9,21),0.0882816 # DEPENDENCYPART_SIBL
(9,4),(9,5),-0.0494968 # DEPENDENCYPART_SIBL
(9,4),(9,6),-0.00883931 # DEPENDENCYPART_SIBL
(9,4),(9,7),-0.0279908 # DEPENDENCYPART_SIBL
(9,4),(9,8),-0.0409729 # DEPENDENCYPART_SIBL
(9,4),(9,10),-0.0314825 # DEPENDENCYPART_SIBL
(9,4),(9,12),-0.0497202 # DEPENDENCYPART_SIBL
(9,4),(9,14),-0.0493089 # DEPENDENCYPART_SIBL
(9,4),(9,16),-0.0531843 # DEPENDENCYPART_SIBL
(9,4),(9,19),-0.0395055 # DEPENDENCYPART_SIBL
(9,4),(9,21),-0.0589783 # DEPENDENCYPART_SIBL
(9,5),(9,6),-0.0134862 # DEPENDENCYPART_SIBL
(9,5),(9,7),-0.173214 # DEPENDENCYPART_SIBL
(9,5),(9,8),-0.165826 # DEPENDENCYPART_SIBL
(9,5),(9,10),0.0353328 # DEPENDENCYPART_SIBL
(9,5),(9,12),-0.00894863 # DEPENDENCYPART_SIBL
(9,5),(9,14),-0.0456334 # DEPENDENCYPART_SIBL
(9,5),(9,16),-0.00181087 # DEPENDENCYPART_SIBL
(9,5),(9,19),0.002286 # DEPENDENCYPART_SIBL
(9,5),(9,21),0.00830452 # DEPENDENCYPART_SIBL
(9,6),(9,7),-0.0311314 # DEPENDENCYPART_SIBL
(9,6),(9,8),-0.0242347 # DEPENDENCYPART_SIBL
(9,6),(9,10),0.0691177 # DEPENDENCYPART_SIBL
(9,6),(9,12),0.00308051 # DEPENDENCYPART_SIBL
(9,6),(9,14),-0.0283844 # DEPENDENCYPART_SIBL
(9,6),(9,16),0.00550847 # DEPENDENCYPART_SIBL
(9,6),(9,19),-0.00879863 # DEPENDENCYPART_SIBL
(9,6),(9,21),0.0550035 # DEPENDENCYPART_SIBL
(9,7),(9,8),-0.16762 # DEPENDENCYPART_SIBL
(9,7),(9,10),0.0371411 # DEPENDENCYPART_SIBL
(9,7),(9,12),-0.00714037 # DEPENDENCYPART_SIBL
(9,7),(9,14),-0.0460934 # DEPENDENCYPART_SIBL
(9,7),(9,16),-2.61619e-06 # DEPENDENCYPART_SIBL
(9,7),(9,19),-0.0138279 # DEPENDENCYPART_SIBL
(9,7),(9,21),0.00153887 # DEPENDENCYPART_SIBL
(9,8),(9,10),0.033925 # DEPENDENCYPART_SIBL
(9,8),(9,12),-0.0103565 # DEPENDENCYPART_SIBL
(9,8),(9,14),-0.0471174 # DEPENDENCYPART_SIBL
(9,8),(9,16),-0.00321871 # DEPENDENCYPART_SIBL
(9,8),(9,19),-0.0176553 # DEPENDENCYPART_SIBL
(9,8),(9,21),-0.00586227 # DEPENDENCYPART_SIBL
(9,10),(9,12),-0.0827515 # DEPENDENCYPART_SIBL
(9,10),(9,14),-0.0608409 # DEPENDENCYPART_SIBL
(9,10),(9,16),-0.0971476 # DEPENDENCYPART_SIBL
(9,10),(9,19),-0.192586 # DEPENDENCYPART_SIBL
(9,10),(9,21),0.0141021 # DEPENDENCYPART_SIBL
(9,12),(9,14),-0.0570351 # DEPENDENCYPART_SIBL
(9,12),(9,16),-0.0897587 # DEPENDENCYPART_SIBL
(9,12),(9,19),-0.183651 # DEPENDENCYPART_SIBL
(9,12),(9,21),-0.0032687 # DEPENDENCYPART_SIBL
(9,14),(9,16),0.0783649 # DEPENDENCYPART_SIBL
(9,14),(9,19),-0.0815902 # DEPENDENCYPART_SIBL
(9,14),(9,21),9.6088e-05 # DEPENDENCYPART_SIBL
(9,16),(9,19),-0.185306 # DEPENDENCYPART_SIBL
(9,16),(9,21),-0.00743716 # DEPENDENCYPART_SIBL
(9,19),(9,21),-3.06561e-05 # DEPENDENCYPART_SIBL
(10,1),(10,2),0.0146823 # DEPENDENCYPART_SIBL
(10,1),(10,3),0.000997872 # DEPENDENCYPART_SIBL
(10,1),(10,5),-0.0260245 # DEPENDENCYPART_SIBL
(10,1),(10,6),0.0146823 # DEPENDENCYPART_SIBL
(10,1),(10,7),-0.0350528 # DEPENDENCYPART_SIBL
(10,1),(10,8),-0.0207962 # DEPENDENCYPART_SIBL
(10,1),(10,9),-0.0494282 # DEPENDENCYPART_SIBL
(10,1),(10,11),0.0146455 # DEPENDENCYPART_SIBL
(10,1),(10,12),0.0399292 # DEPENDENCYPART_SIBL
(10,1),(10,14),0.0135605 # DEPENDENCYPART_SIBL
(10,1),(10,16),0.0370072 # DEPENDENCYPART_SIBL
(10,1),(10,18),0.0302699 # DEPENDENCYPART_SIBL
(10,1),(10,19),0.0101193 # DEPENDENCYPART_SIBL
(10,1),(10,20),0.00892064 # DEPENDENCYPART_SIBL
(10,1),(10,21),0.0424951 # DEPENDENCYPART_SIBL
(10,2),(10,3),0.0167596 # DEPENDENCYPART_SIBL
(10,2),(10,5),-0.0124467 # DEPENDENCYPART_SIBL
(10,2),(10,6),0.0159858 # DEPENDENCYPART_SIBL
(10,2),(10,7),-0.0307677 # DEPENDENCYPART_SIBL
(10,2),(10,8),-0.00612765 # DEPENDENCYPART_SIBL
(10,2),(10,9),-0.0378038 # DEPENDENCYPART_SIBL
(10,2),(10,11),-0.0323383 # DEPENDENCYPART_SIBL
(10,2),(10,12),0.00204513 # DEPENDENCYPART_SIBL
(10,2),(10,14),-0.0347712 # DEPENDENCYPART_SIBL
(10,2),(10,16),-0.00351834 # DEPENDENCYPART_SIBL
(10,2),(10,18),-0.0176946 # DEPENDENCYPART_SIBL
(10,2),(10,19),-0.0236126 # DEPENDENCYPART_SIBL
(10,2),(10,20),-0.0328045 # DEPENDENCYPART_SIBL
(10,2),(10,21),0.0356735 # DEPENDENCYPART_SIBL
(10,3),(10,5),-0.0508107 # DEPENDENCYPART_SIBL
(10,3),(10,6),-0.0218107 # DEPENDENCYPART_SIBL
(10,3),(10,7),-0.0303244 # DEPENDENCYPART_SIBL
(10,3),(10,8),-0.0346748 # DEPENDENCYPART_SIBL
(10,3),(10,9),-0.04261 # DEPENDENCYPART_SIBL
(10,3),(10,11),-0.0851705 # DEPENDENCYPART_SIBL
(10,3),(10,12),0.0229603 # DEPENDENCYPART_SIBL
(10,3),(10,14),-0.0177756 # DEPENDENCYPART_SIBL
(10,3),(10,16),0.000524819 # DEPENDENCYPART_SIBL
(10,3),(10,18),0.00949831 # DEPENDENCYPART_SIBL
(10,3),(10,19),-0.00289506 # DEPENDENCYPART_SIBL
(10,3),(10,20),-0.0187286 # DEPENDENCYPART_SIBL
(10,3),(10,21),0.0200281 # DEPENDENCYPART_SIBL
(10,5),(10,6),-0.0117972 # DEPENDENCYPART_SIBL
(10,5),(10,7),-0.128424 # DEPENDENCYPART_SIBL
(10,5),(10,8),-0.104033 # DEPENDENCYPART_SIBL
(10,5),(10,9),-0.0479598 # DEPENDENCYPART_SIBL
(10,5),(10,11),-0.027389 # DEPENDENCYPART_SIBL
(10,5),(10,12),0.0317315 # DEPENDENCYPART_SIBL
(10,5),(10,14),-0.00743974 # DEPENDENCYPART_SIBL
(10,5),(10,16),0.0314664 # DEPENDENCYPART_SIBL
(10,5),(10,18),-0.0285748 # DEPENDENCYPART_SIBL
(10,5),(10,19),0.0131406 # DEPENDENCYPART_SIBL
(10,5),(10,20),-0.0190864 # DEPENDENCYPART_SIBL
(10,5),(10,21),0.0306156 # DEPENDENCYPART_SIBL
(10,6),(10,7),-0.0307677 # DEPENDENCYPART_SIBL
(10,6),(10,8),-0.00612765 # DEPENDENCYPART_SIBL
(10,6),(10,9),-0.0378038 # DEPENDENCYPART_SIBL
(10,6),(10,11),-0.0323383 # DEPENDENCYPART_SIBL
(10,6),(10,12),0.00204513 # DEPENDENCYPART_SIBL
(10,6),(10,14),-0.0347712 # DEPENDENCYPART_SIBL
(10,6),(10,16),-0.00351834 # DEPENDENCYPART_SIBL
(10,6),(10,18),-0.0176946 # DEPENDENCYPART_SIBL
(10,6),(10,19),-0.0236126 # DEPENDENCYPART_SIBL
(10,6),(10,20),-0.0328045 # DEPENDENCYPART_SIBL
(10,6),(10,21),0.0356735 # DEPENDENCYPART_SIBL
(10,7),(10,8),-0.106868 # DEPENDENCYPART_SIBL
(10,7),(10,9),-0.0356039 # DEPENDENCYPART_SIBL
(10,7),(10,11),-0.00400588 # DEPENDENCYPART_SIBL
(10,7),(10,12),0.0512153 # DEPENDENCYPART_SIBL
(10,7),(10,14),0.0151648 # DEPENDENCYPART_SIBL
(10,7),(10,16),0.0509503 # DEPENDENCYPART_SIBL
(10,7),(10,18),-0.00444168 # DEPENDENCYPART_SIBL
(10,7),(10,19),0.0222818 # DEPENDENCYPART_SIBL
(10,7),(10,20),0.00351815 # DEPENDENCYPART_SIBL
(10,7),(10,21),0.0378851 # DEPENDENCYPART_SIBL
(10,8),(10,9),-0.0473547 # DEPENDENCYPART_SIBL
(10,8),(10,11),-0.0144286 # DEPENDENCYPART_SIBL
(10,8),(10,12),0.027379 # DEPENDENCYPART_SIBL
(10,8),(10,14),-0.00973069 # DEPENDENCYPART_SIBL
(10,8),(10,16),0.0271139 # DEPENDENCYPART_SIBL
(10,8),(10,18),-0.0293372 # DEPENDENCYPART_SIBL
(10,8),(10,19),0.00291805 # DEPENDENCYPART_SIBL
(10,8),(10,20),-0.0213774 # DEPENDENCYPART_SIBL
(10,8),(10,21),0.0219585 # DEPENDENCYPART_SIBL
(10,9),(10,11),-0.0885579 # DEPENDENCYPART_SIBL
(10,9),(10,12),-0.101489 # DEPENDENCYPART_SIBL
(10,9),(10,14),-0.0493882 # DEPENDENCYPART_SIBL
(10,9),(10,16),-0.107343 # DEPENDENCYPART_SIBL
(10,9),(10,18),-0.0398451 # DEPENDENCYPART_SIBL
(10,9),(10,19),-0.0825822 # DEPENDENCYPART_SIBL
(10,9),(10,20),-0.0509066 # DEPENDENCYPART_SIBL
(10,9),(10,21),0.00931389 # DEPENDENCYPART_SIBL
(10,11),(10,12),-0.0338775 # DEPENDENCYPART_SIBL
(10,11),(10,14),-0.0410109 # DEPENDENCYPART_SIBL
(10,11),(10,16),-0.0160363 # DEPENDENCYPART_SIBL
(10,11),(10,18),-0.0419426 # DEPENDENCYPART_SIBL
(10,11),(10,19),-0.054917 # DEPENDENCYPART_SIBL
(10,11),(10,20),-0.0399129 # DEPENDENCYPART_SIBL
(10,11),(10,21),-0.0268368 # DEPENDENCYPART_SIBL
(10,12),(10,14),-0.00238323 # DEPENDENCYPART_SIBL
(10,12),(10,16),0.0161275 # DEPENDENCYPART_SIBL
(10,12),(10,18),0.00148617 # DEPENDENCYPART_SIBL
(10,12),(10,19),-0.0374583 # DEPENDENCYPART_SIBL
(10,12),(10,20),-0.00128186 # DEPENDENCYPART_SIBL
(10,12),(10,21),0.0225249 # DEPENDENCYPART_SIBL
(10,14),(10,16),-0.0202451 # DEPENDENCYPART_SIBL
(10,14),(10,18),-0.0641555 # DEPENDENCYPART_SIBL
(10,14),(10,19),-0.0597915 # DEPENDENCYPART_SIBL
(10,14),(10,20),-0.0613205 # DEPENDENCYPART_SIBL
(10,14),(10,21),-0.024221 # DEPENDENCYPART_SIBL
(10,16),(10,18),0.00953667 # DEPENDENCYPART_SIBL
(10,16),(10,19),-0.029527 # DEPENDENCYPART_SIBL
(10,16),(10,20),0.00626355 # DEPENDENCYPART_SIBL
(10,16),(10,21),0.0317853 # DEPENDENCYPART_SIBL
(10,18),(10,19),-0.0804098 # DEPENDENCYPART_SIBL
(10,18),(10,20),-0.0752829 # DEPENDENCYPART_SIBL
(10,18),(10,21),-0.045547 # DEPENDENCYPART_SIBL
(10,19),(10,20),-0.0333689 # DEPENDENCYPART_SIBL
(10,19),(10,21),-0.00539006 # DEPENDENCYPART_SIBL
(10,20),(10,21),-0.0305335 # DEPENDENCYPART_SIBL
(11,12),(11,14),-0.025344 # DEPENDENCYPART_SIBL
(11,12),(11,19),-0.0713391 # DEPENDENCYPART_SIBL
(11,14),(11,19),-0.10397 # DEPENDENCYPART_SIBL
(12,2),(12,3),0.0185258 # DEPENDENCYPART_SIBL
(12,2),(12,5),-0.000518161 # DEPENDENCYPART_SIBL
(12,2),(12,6),0.0256798 # DEPENDENCYPART_SIBL
(12,2),(12,7),-0.0188391 # DEPENDENCYPART_SIBL
(12,2),(12,8),0.0058009 # DEPENDENCYPART_SIBL
(12,2),(12,9),-0.0344983 # DEPENDENCYPART_SIBL
(12,2),(12,11),-0.0359387 # DEPENDENCYPART_SIBL
(12,2),(12,13),-0.118535 # DEPENDENCYPART_SIBL
(12,2),(12,14),-0.0149778 # DEPENDENCYPART_SIBL
(12,2),(12,16),0.00105163 # DEPENDENCYPART_SIBL
(12,2),(12,17),-0.0169559 # DEPENDENCYPART_SIBL
(12,2),(12,18),0.00210432 # DEPENDENCYPART_SIBL
(12,2),(12,19),-0.00666934 # DEPENDENCYPART_SIBL
(12,2),(12,20),-0.0130111 # DEPENDENCYPART_SIBL
(12,2),(12,21),0.0533265 # DEPENDENCYPART_SIBL
(12,3),(12,5),-0.0202193 # DEPENDENCYPART_SIBL
(12,3),(12,6),-0.00196612 # DEPENDENCYPART_SIBL
(12,3),(12,7),0.000267033 # DEPENDENCYPART_SIBL
(12,3),(12,8),-0.00408333 # DEPENDENCYPART_SIBL
(12,3),(12,9),-0.0301332 # DEPENDENCYPART_SIBL
(12,3),(12,11),-0.0236992 # DEPENDENCYPART_SIBL
(12,3),(12,13),-0.0699679 # DEPENDENCYPART_SIBL
(12,3),(12,14),-0.024509 # DEPENDENCYPART_SIBL
(12,3),(12,16),-0.0241704 # DEPENDENCYPART_SIBL
(12,3),(12,17),-0.0276507 # DEPENDENCYPART_SIBL
(12,3),(12,18),0.00277058 # DEPENDENCYPART_SIBL
(12,3),(12,19),-0.00985013 # DEPENDENCYPART_SIBL
(12,3),(12,20),-0.025462 # DEPENDENCYPART_SIBL
(12,3),(12,21),0.0150669 # DEPENDENCYPART_SIBL
(12,5),(12,6),-0.00920405 # DEPENDENCYPART_SIBL
(12,5),(12,7),-0.122175 # DEPENDENCYPART_SIBL
(12,5),(12,8),-0.0977844 # DEPENDENCYPART_SIBL
(12,5),(12,9),-0.0502499 # DEPENDENCYPART_SIBL
(12,5),(12,11),0.033439 # DEPENDENCYPART_SIBL
(12,5),(12,13),-0.114978 # DEPENDENCYPART_SIBL
(12,5),(12,14),-0.0146255 # DEPENDENCYPART_SIBL
(12,5),(12,16),0.00249345 # DEPENDENCYPART_SIBL
(12,5),(12,17),-0.0277169 # DEPENDENCYPART_SIBL
(12,5),(12,18),-0.0357551 # DEPENDENCYPART_SIBL
(12,5),(12,19),0.00362896 # DEPENDENCYPART_SIBL
(12,5),(12,20),-0.0262722 # DEPENDENCYPART_SIBL
(12,5),(12,21),0.0146448 # DEPENDENCYPART_SIBL
(12,6),(12,7),-0.0188391 # DEPENDENCYPART_SIBL
(12,6),(12,8),0.0058009 # DEPENDENCYPART_SIBL
(12,6),(12,9),-0.0344983 # DEPENDENCYPART_SIBL
(12,6),(12,11),-0.0359387 # DEPENDENCYPART_SIBL
(12,6),(12,13),-0.118535 # DEPENDENCYPART_SIBL
(12,6),(12,14),-0.0149778 # DEPENDENCYPART_SIBL
(12,6),(12,16),0.00105163 # DEPENDENCYPART_SIBL
(12,6),(12,17),-0.0169559 # DEPENDENCYPART_SIBL
(12,6),(12,18),0.00210432 # DEPENDENCYPART_SIBL
(12,6),(12,19),-0.00666934 # DEPENDENCYPART_SIBL
(12,6),(12,20),-0.0130111 # DEPENDENCYPART_SIBL
(12,6),(12,21),0.0533265 # DEPENDENCYPART_SIBL
(12,7),(12,8),-0.100619 # DEPENDENCYPART_SIBL
(12,7),(12,9),-0.037894 # DEPENDENCYPART_SIBL
(12,7),(12,11),0.0298788 # DEPENDENCYPART_SIBL
(12,7),(12,13),-0.0972135 # DEPENDENCYPART_SIBL
(12,7),(12,14),0.00797903 # DEPENDENCYPART_SIBL
(12,7),(12,16),0.0219773 # DEPENDENCYPART_SIBL
(12,7),(12,17),-0.00511231 # DEPENDENCYPART_SIBL
(12,7),(12,18),-0.0116219 # DEPENDENCYPART_SIBL
(12,7),(12,19),0.0127702 # DEPENDENCYPART_SIBL
(12,7),(12,20),-0.00366765 # DEPENDENCYPART_SIBL
(12,7),(12,21),0.0219143 # DEPENDENCYPART_SIBL
(12,8),(12,9),-0.0496447 # DEPENDENCYPART_SIBL
(12,8),(12,11),0.0255064 # DEPENDENCYPART_SIBL
(12,8),(12,13),-0.113523 # DEPENDENCYPART_SIBL
(12,8),(12,14),-0.0169165 # DEPENDENCYPART_SIBL
(12,8),(12,16),-0.00185906 # DEPENDENCYPART_SIBL
(12,8),(12,17),-0.0300078 # DEPENDENCYPART_SIBL
(12,8),(12,18),-0.0365175 # DEPENDENCYPART_SIBL
(12,8),(12,19),-0.00659359 # DEPENDENCYPART_SIBL
(12,8),(12,20),-0.0285632 # DEPENDENCYPART_SIBL
(12,8),(12,21),0.00598771 # DEPENDENCYPART_SIBL
(12,9),(12,11),0.0360992 # DEPENDENCYPART_SIBL
(12,9),(12,13),-0.0959298 # DEPENDENCYPART_SIBL
(12,9),(12,14),-0.0447229 # DEPENDENCYPART_SIBL
(12,9),(12,16),-0.120406 # DEPENDENCYPART_SIBL
(12,9),(12,17),-0.0484262 # DEPENDENCYPART_SIBL
(12,9),(12,18),-0.0351742 # DEPENDENCYPART_SIBL
(12,9),(12,19),-0.0785206 # DEPENDENCYPART_SIBL
(12,9),(12,20),-0.0462413 # DEPENDENCYPART_SIBL
(12,9),(12,21),0.010022 # DEPENDENCYPART_SIBL
(12,11),(12,13),0.01743 # DEPENDENCYPART_SIBL
(12,11),(12,14),0.0734639 # DEPENDENCYPART_SIBL
(12,11),(12,16),0.00430467 # DEPENDENCYPART_SIBL
(12,11),(12,17),0.0678292 # DEPENDENCYPART_SIBL
(12,11),(12,18),0.0850075 # DEPENDENCYPART_SIBL
(12,11),(12,19),0.0521444 # DEPENDENCYPART_SIBL
(12,11),(12,20),0.0730172 # DEPENDENCYPART_SIBL
(12,11),(12,21),-0.215667 # DEPENDENCYPART_SIBL
(12,13),(12,14),-0.0220147 # DEPENDENCYPART_SIBL
(12,13),(12,16),-0.0225383 # DEPENDENCYPART_SIBL
(12,13),(12,17),-0.0227407 # DEPENDENCYPART_SIBL
(12,13),(12,18),-0.0222311 # DEPENDENCYPART_SIBL
(12,13),(12,19),-0.0369624 # DEPENDENCYPART_SIBL
(12,13),(12,20),-0.0209167 # DEPENDENCYPART_SIBL
(12,13),(12,21),-0.0419824 # DEPENDENCYPART_SIBL
(12,14),(12,16),-0.008363 # DEPENDENCYPART_SIBL
(12,14),(12,17),-0.0254771 # DEPENDENCYPART_SIBL
(12,14),(12,18),-0.0233397 # DEPENDENCYPART_SIBL
(12,14),(12,19),-0.0407528 # DEPENDENCYPART_SIBL
(12,14),(12,20),-0.0205652 # DEPENDENCYPART_SIBL
(12,14),(12,21),-0.0027441 # DEPENDENCYPART_SIBL
(12,16),(12,17),-0.00410898 # DEPENDENCYPART_SIBL
(12,16),(12,18),0.00113433 # DEPENDENCYPART_SIBL
(12,16),(12,19),-0.0621671 # DEPENDENCYPART_SIBL
(12,16),(12,20),-0.00225983 # DEPENDENCYPART_SIBL
(12,16),(12,21),0.0112784 # DEPENDENCYPART_SIBL
(12,17),(12,18),-0.0224574 # DEPENDENCYPART_SIBL
(12,17),(12,19),-0.040857 # DEPENDENCYPART_SIBL
(12,17),(12,20),-0.0196829 # DEPENDENCYPART_SIBL
(12,17),(12,21),-0.0131554 # DEPENDENCYPART_SIBL
(12,18),(12,19),-0.0640259 # DEPENDENCYPART_SIBL
(12,18),(12,20),-0.0371824 # DEPENDENCYPART_SIBL
(12,18),(12,21),-0.0267249 # DEPENDENCYPART_SIBL
(12,19),(12,20),-0.00838288 # DEPENDENCYPART_SIBL
(12,19),(12,21),0.00310467 # DEPENDENCYPART_SIBL
(12,20),(12,21),-0.00905658 # DEPENDENCYPART_SIBL
(14,11),(14,12),0.00495734 # DEPENDENCYPART_SIBL
(14,11),(14,13),-0.0450407 # DEPENDENCYPART_SIBL
(14,11),(14,15),-0.00814434 # DEPENDENCYPART_SIBL
(14,11),(14,16),0.0411138 # DEPENDENCYPART_SIBL
(14,11),(14,17),0.223256 # DEPENDENCYPART_SIBL
(14,11),(14,18),0.226603 # DEPENDENCYPART_SIBL
(14,11),(14,19),0.0678564 # DEPENDENCYPART_SIBL
(14,11),(14,20),0.225495 # DEPENDENCYPART_SIBL
(14,11),(14,21),-0.0642409 # DEPENDENCYPART_SIBL
(14,12),(14,13),0.0064955 # DEPENDENCYPART_SIBL
(14,12),(14,15),-0.0870899 # DEPENDENCYPART_SIBL
(14,12),(14,16),-0.0269608 # DEPENDENCYPART_SIBL
(14,12),(14,17),0.00848735 # DEPENDENCYPART_SIBL
(14,12),(14,18),0.0138457 # DEPENDENCYPART_SIBL
(14,12),(14,19),-0.00268783 # DEPENDENCYPART_SIBL
(14,12),(14,20),0.00922506 # DEPENDENCYPART_SIBL
(14,12),(14,21),0.0254871 # DEPENDENCYPART_SIBL
(14,13),(14,15),-0.155749 # DEPENDENCYPART_SIBL
(14,13),(14,16),0.147055 # DEPENDENCYPART_SIBL
(14,13),(14,17),-0.00540341 # DEPENDENCYPART_SIBL
(14,13),(14,18),0.00489163 # DEPENDENCYPART_SIBL
(14,13),(14,19),-0.0130139 # DEPENDENCYPART_SIBL
(14,13),(14,20),-0.00426427 # DEPENDENCYPART_SIBL
(14,13),(14,21),-0.08277 # DEPENDENCYPART_SIBL
(14,15),(14,16),-0.0400093 # DEPENDENCYPART_SIBL
(14,15),(14,17),-0.0265748 # DEPENDENCYPART_SIBL
(14,15),(14,18),-0.0292456 # DEPENDENCYPART_SIBL
(14,15),(14,19),-0.0107107 # DEPENDENCYPART_SIBL
(14,15),(14,20),-0.0265648 # DEPENDENCYPART_SIBL
(14,15),(14,21),0.00213144 # DEPENDENCYPART_SIBL
(14,16),(14,17),-0.0105806 # DEPENDENCYPART_SIBL
(14,16),(14,18),-0.0083466 # DEPENDENCYPART_SIBL
(14,16),(14,19),-0.0249643 # DEPENDENCYPART_SIBL
(14,16),(14,20),-0.0105454 # DEPENDENCYPART_SIBL
(14,16),(14,21),0.00430032 # DEPENDENCYPART_SIBL
(14,17),(14,18),-0.0147701 # DEPENDENCYPART_SIBL
(14,17),(14,19),-0.0389517 # DEPENDENCYPART_SIBL
(14,17),(14,20),-0.0128364 # DEPENDENCYPART_SIBL
(14,17),(14,21),0.0241496 # DEPENDENCYPART_SIBL
(14,18),(14,19),-0.0410487 # DEPENDENCYPART_SIBL
(14,18),(14,20),-0.00951266 # DEPENDENCYPART_SIBL
(14,18),(14,21),0.0293198 # DEPENDENCYPART_SIBL
(14,19),(14,20),-0.0386962 # DEPENDENCYPART_SIBL
(14,19),(14,21),0.00445819 # DEPENDENCYPART_SIBL
(14,20),(14,21),0.0259348 # DEPENDENCYPART_SIBL
(16,1),(16,2),0.0167253 # DEPENDENCYPART_SIBL
(16,1),(16,3),0.00176155 # DEPENDENCYPART_SIBL
(16,1),(16,5),-0.0165796 # DEPENDENCYPART_SIBL
(16,1),(16,6),0.0167253 # DEPENDENCYPART_SIBL
(16,1),(16,8),-0.0113512 # DEPENDENCYPART_SIBL
(16,1),(16,9),-0.0494156 # DEPENDENCYPART_SIBL
(16,1),(16,11),0.00449114 # DEPENDENCYPART_SIBL
(16,1),(16,14),-0.00431031 # DEPENDENCYPART_SIBL
(16,1),(16,15),-0.0661173 # DEPENDENCYPART_SIBL
(16,1),(16,17),0.00654387 # DEPENDENCYPART_SIBL
(16,1),(16,18),0.0313608 # DEPENDENCYPART_SIBL
(16,1),(16,19),0.018702 # DEPENDENCYPART_SIBL
(16,1),(16,20),0.010006 # DEPENDENCYPART_SIBL
(16,1),(16,21),0.0444181 # DEPENDENCYPART_SIBL
(16,2),(16,3),0.015672 # DEPENDENCYPART_SIBL
(16,2),(16,5),-0.00164328 # DEPENDENCYPART_SIBL
(16,2),(16,6),0.0198843 # DEPENDENCYPART_SIBL
(16,2),(16,8),0.00467578 # DEPENDENCYPART_SIBL
(16,2),(16,9),-0.0385299 # DEPENDENCYPART_SIBL
(16,2),(16,11),-0.0498981 # DEPENDENCYPART_SIBL
(16,2),(16,14),0.025137 # DEPENDENCYPART_SIBL
(16,2),(16,15),-0.00712483 # DEPENDENCYPART_SIBL
(16,2),(16,17),-0.0285438 # DEPENDENCYPART_SIBL
(16,2),(16,18),-0.00948354 # DEPENDENCYPART_SIBL
(16,2),(16,19),-0.00287364 # DEPENDENCYPART_SIBL
(16,2),(16,20),-0.024599 # DEPENDENCYPART_SIBL
(16,2),(16,21),0.0538048 # DEPENDENCYPART_SIBL
(16,3),(16,5),-0.0250547 # DEPENDENCYPART_SIBL
(16,3),(16,6),-0.00619758 # DEPENDENCYPART_SIBL
(16,3),(16,8),-0.00891874 # DEPENDENCYPART_SIBL
(16,3),(16,9),-0.0341375 # DEPENDENCYPART_SIBL
(16,3),(16,11),-0.0458449 # DEPENDENCYPART_SIBL
(16,3),(16,14),0.00474264 # DEPENDENCYPART_SIBL
(16,3),(16,15),-0.0720905 # DEPENDENCYPART_SIBL
(16,3),(16,17),-0.00940959 # DEPENDENCYPART_SIBL
(16,3),(16,18),0.0210117 # DEPENDENCYPART_SIBL
(16,3),(16,19),0.014221 # DEPENDENCYPART_SIBL
(16,3),(16,20),-0.00722091 # DEPENDENCYPART_SIBL
(16,3),(16,21),0.0357527 # DEPENDENCYPART_SIBL
(16,5),(16,6),-0.0120218 # DEPENDENCYPART_SIBL
(16,5),(16,8),-0.0982143 # DEPENDENCYPART_SIBL
(16,5),(16,9),-0.0511544 # DEPENDENCYPART_SIBL
(16,5),(16,11),0.0181758 # DEPENDENCYPART_SIBL
(16,5),(16,14),-0.0891911 # DEPENDENCYPART_SIBL
(16,5),(16,15),-0.115495 # DEPENDENCYPART_SIBL
(16,5),(16,17),-0.0120754 # DEPENDENCYPART_SIBL
(16,5),(16,18),-0.0201136 # DEPENDENCYPART_SIBL
(16,5),(16,19),0.0230221 # DEPENDENCYPART_SIBL
(16,5),(16,20),-0.0106307 # DEPENDENCYPART_SIBL
(16,5),(16,21),0.0347366 # DEPENDENCYPART_SIBL
(16,6),(16,8),0.00467578 # DEPENDENCYPART_SIBL
(16,6),(16,9),-0.0385299 # DEPENDENCYPART_SIBL
(16,6),(16,11),-0.0498981 # DEPENDENCYPART_SIBL
(16,6),(16,14),0.025137 # DEPENDENCYPART_SIBL
(16,6),(16,15),-0.00712483 # DEPENDENCYPART_SIBL
(16,6),(16,17),-0.0285438 # DEPENDENCYPART_SIBL
(16,6),(16,18),-0.00948354 # DEPENDENCYPART_SIBL
(16,6),(16,19),-0.00287364 # DEPENDENCYPART_SIBL
(16,6),(16,20),-0.024599 # DEPENDENCYPART_SIBL
(16,6),(16,21),0.0538048 # DEPENDENCYPART_SIBL
