# _root_ All the while , Ms. Bartlett had been busy at her assignment , serene in her sense of self-tilth .
#goldHeads=3,3,7,7,6,7,0,7,14,9,12,10,14,8,14,17,15,17,18,7,
#predictedHeads=3,3,7,7,6,7,0,7,8,8,12,10,8,8,14,17,15,17,18,7,
(8,6),(8,13),-0.00577296 # DEPENDENCYPART_SIBL
(8,6),(8,14),-0.0313635 # DEPENDENCYPART_SIBL
(8,6),(8,15),-0.0258318 # DEPENDENCYPART_SIBL
(8,6),(8,17),-0.00305887 # DEPENDENCYPART_SIBL
(8,6),(8,18),0.0135245 # DEPENDENCYPART_SIBL
(8,6),(8,20),0.0590024 # DEPENDENCYPART_SIBL
(8,7),(8,9),0.0360567 # DEPENDENCYPART_SIBL
(8,7),(8,10),0.015982 # DEPENDENCYPART_SIBL
(8,7),(8,12),0.0575695 # DEPENDENCYPART_SIBL
(8,7),(8,13),0.00790858 # DEPENDENCYPART_SIBL
(8,7),(8,14),0.0403727 # DEPENDENCYPART_SIBL
(8,7),(8,15),0.074454 # DEPENDENCYPART_SIBL
(8,7),(8,17),0.0853753 # DEPENDENCYPART_SIBL
(8,7),(8,18),0.0752871 # DEPENDENCYPART_SIBL
(8,7),(8,20),0.165171 # DEPENDENCYPART_SIBL
(8,9),(8,10),0.091011 # DEPENDENCYPART_SIBL
(8,9),(8,12),0.00809617 # DEPENDENCYPART_SIBL
(8,9),(8,13),0.0648903 # DEPENDENCYPART_SIBL
(8,9),(8,14),-0.0272586 # DEPENDENCYPART_SIBL
(8,9),(8,15),0.0675457 # DEPENDENCYPART_SIBL
(8,9),(8,17),0.0161215 # DEPENDENCYPART_SIBL
(8,9),(8,18),0.0566946 # DEPENDENCYPART_SIBL
(8,9),(8,20),0.00501986 # DEPENDENCYPART_SIBL
(8,10),(8,12),0.033617 # DEPENDENCYPART_SIBL
(8,10),(8,13),0.128994 # DEPENDENCYPART_SIBL
(8,10),(8,14),0.00183796 # DEPENDENCYPART_SIBL
(8,10),(8,15),0.100245 # DEPENDENCYPART_SIBL
(8,10),(8,17),0.0408977 # DEPENDENCYPART_SIBL
(8,10),(8,18),0.0285337 # DEPENDENCYPART_SIBL
(8,10),(8,20),0.00524904 # DEPENDENCYPART_SIBL
(8,12),(8,13),-0.0257238 # DEPENDENCYPART_SIBL
(8,12),(8,14),-0.048497 # DEPENDENCYPART_SIBL
(8,12),(8,15),-0.0164686 # DEPENDENCYPART_SIBL
(8,12),(8,17),-0.0424453 # DEPENDENCYPART_SIBL
(8,12),(8,18),-0.0404456 # DEPENDENCYPART_SIBL
(8,12),(8,20),-0.0299274 # DEPENDENCYPART_SIBL
(8,13),(8,14),0.013296 # DEPENDENCYPART_SIBL
(8,13),(8,15),0.0688653 # DEPENDENCYPART_SIBL
(8,13),(8,17),0.0248202 # DEPENDENCYPART_SIBL
(8,13),(8,18),0.159522 # DEPENDENCYPART_SIBL
(8,13),(8,20),0.0174452 # DEPENDENCYPART_SIBL
(8,14),(8,15),0.0601015 # DEPENDENCYPART_SIBL
(8,14),(8,17),0.00474901 # DEPENDENCYPART_SIBL
(8,14),(8,18),0.0492508 # DEPENDENCYPART_SIBL
(8,14),(8,20),0.00397569 # DEPENDENCYPART_SIBL
(8,15),(8,17),0.0394388 # DEPENDENCYPART_SIBL
(8,15),(8,18),0.0137978 # DEPENDENCYPART_SIBL
(8,15),(8,20),-0.00410697 # DEPENDENCYPART_SIBL
(8,17),(8,18),-0.030419 # DEPENDENCYPART_SIBL
(8,17),(8,20),-0.00667167 # DEPENDENCYPART_SIBL
(8,18),(8,20),-0.0309986 # DEPENDENCYPART_SIBL
(9,3),(9,5),0.0159551 # DEPENDENCYPART_SIBL
(9,3),(9,6),0.0178955 # DEPENDENCYPART_SIBL
(9,3),(9,10),-0.0127054 # DEPENDENCYPART_SIBL
(9,3),(9,12),0.0449142 # DEPENDENCYPART_SIBL
(9,3),(9,13),0.0147467 # DEPENDENCYPART_SIBL
(9,3),(9,14),-0.0523518 # DEPENDENCYPART_SIBL
(9,3),(9,15),0.0248419 # DEPENDENCYPART_SIBL
(9,3),(9,17),0.0454013 # DEPENDENCYPART_SIBL
(9,3),(9,18),-0.03144 # DEPENDENCYPART_SIBL
(9,3),(9,19),0.044899 # DEPENDENCYPART_SIBL
(9,3),(9,20),-0.105299 # DEPENDENCYPART_SIBL
(9,5),(9,6),-0.0127797 # DEPENDENCYPART_SIBL
(9,5),(9,10),-0.0229723 # DEPENDENCYPART_SIBL
(9,5),(9,12),0.0216553 # DEPENDENCYPART_SIBL
(9,5),(9,13),0.0717147 # DEPENDENCYPART_SIBL
(9,5),(9,14),-0.0509739 # DEPENDENCYPART_SIBL
(9,5),(9,15),0.00103912 # DEPENDENCYPART_SIBL
(9,5),(9,17),0.0221424 # DEPENDENCYPART_SIBL
(9,5),(9,18),-0.045849 # DEPENDENCYPART_SIBL
(9,5),(9,19),0.0216402 # DEPENDENCYPART_SIBL
(9,5),(9,20),-0.0281622 # DEPENDENCYPART_SIBL
(9,6),(9,10),-0.0174553 # DEPENDENCYPART_SIBL
(9,6),(9,12),0.0186998 # DEPENDENCYPART_SIBL
(9,6),(9,13),0.0236517 # DEPENDENCYPART_SIBL
(9,6),(9,14),-0.0525634 # DEPENDENCYPART_SIBL
(9,6),(9,15),0.00517111 # DEPENDENCYPART_SIBL
(9,6),(9,17),0.0191869 # DEPENDENCYPART_SIBL
(9,6),(9,18),-0.0322711 # DEPENDENCYPART_SIBL
(9,6),(9,19),0.0186847 # DEPENDENCYPART_SIBL
(9,6),(9,20),-0.0101797 # DEPENDENCYPART_SIBL
(9,10),(9,12),0.0404843 # DEPENDENCYPART_SIBL
(9,10),(9,13),0.0660529 # DEPENDENCYPART_SIBL
(9,10),(9,14),-0.00867566 # DEPENDENCYPART_SIBL
(9,10),(9,15),0.0069115 # DEPENDENCYPART_SIBL
(9,10),(9,17),0.0400537 # DEPENDENCYPART_SIBL
(9,10),(9,18),-0.0334455 # DEPENDENCYPART_SIBL
(9,10),(9,19),0.0404843 # DEPENDENCYPART_SIBL
(9,10),(9,20),0.0292079 # DEPENDENCYPART_SIBL
(9,12),(9,13),0.008473 # DEPENDENCYPART_SIBL
(9,12),(9,14),-0.0122688 # DEPENDENCYPART_SIBL
(9,12),(9,15),0.0145215 # DEPENDENCYPART_SIBL
(9,12),(9,17),-0.000829675 # DEPENDENCYPART_SIBL
(9,12),(9,18),-0.0108326 # DEPENDENCYPART_SIBL
(9,12),(9,19),-0.00389628 # DEPENDENCYPART_SIBL
(9,12),(9,20),-0.0125122 # DEPENDENCYPART_SIBL
(9,13),(9,14),0.037284 # DEPENDENCYPART_SIBL
(9,13),(9,15),0.00455023 # DEPENDENCYPART_SIBL
(9,13),(9,17),0.10291 # DEPENDENCYPART_SIBL
(9,13),(9,18),0.0285491 # DEPENDENCYPART_SIBL
(9,13),(9,19),0.105039 # DEPENDENCYPART_SIBL
(9,13),(9,20),0.0492042 # DEPENDENCYPART_SIBL
(9,14),(9,15),0.0101784 # DEPENDENCYPART_SIBL
(9,14),(9,17),0.0218964 # DEPENDENCYPART_SIBL
(9,14),(9,18),0.00769059 # DEPENDENCYPART_SIBL
(9,14),(9,19),0.0219583 # DEPENDENCYPART_SIBL
(9,14),(9,20),-0.00619432 # DEPENDENCYPART_SIBL
(9,15),(9,17),0.0342243 # DEPENDENCYPART_SIBL
(9,15),(9,18),-0.0429083 # DEPENDENCYPART_SIBL
(9,15),(9,19),0.0346564 # DEPENDENCYPART_SIBL
(9,15),(9,20),0.00207479 # DEPENDENCYPART_SIBL
(9,17),(9,18),-0.010364 # DEPENDENCYPART_SIBL
(9,17),(9,19),-0.0044957 # DEPENDENCYPART_SIBL
(9,17),(9,20),-0.00545047 # DEPENDENCYPART_SIBL
(9,18),(9,19),0.125543 # DEPENDENCYPART_SIBL
(9,18),(9,20),0.0500467 # DEPENDENCYPART_SIBL
(9,19),(9,20),-0.0125292 # DEPENDENCYPART_SIBL
(10,9),(10,11),0.0168664 # DEPENDENCYPART_SIBL
(10,9),(10,12),-0.0587424 # DEPENDENCYPART_SIBL
(10,9),(10,13),0.132842 # DEPENDENCYPART_SIBL
(10,9),(10,14),0.0999061 # DEPENDENCYPART_SIBL
(10,9),(10,15),0.00138499 # DEPENDENCYPART_SIBL
(10,9),(10,17),-0.0587806 # DEPENDENCYPART_SIBL
(10,9),(10,18),0.144919 # DEPENDENCYPART_SIBL
(10,11),(10,12),-0.0603028 # DEPENDENCYPART_SIBL
(10,11),(10,13),0.00644099 # DEPENDENCYPART_SIBL
(10,11),(10,14),-0.0122767 # DEPENDENCYPART_SIBL
(10,11),(10,15),-0.0501896 # DEPENDENCYPART_SIBL
(10,11),(10,17),-0.0589616 # DEPENDENCYPART_SIBL
(10,11),(10,18),0.0675385 # DEPENDENCYPART_SIBL
(10,12),(10,13),-0.0193824 # DEPENDENCYPART_SIBL
(10,12),(10,14),-0.0398991 # DEPENDENCYPART_SIBL
(10,12),(10,15),-0.0151296 # DEPENDENCYPART_SIBL
(10,12),(10,17),-0.124763 # DEPENDENCYPART_SIBL
(10,12),(10,18),0.0443423 # DEPENDENCYPART_SIBL
(10,13),(10,14),0.000195694 # DEPENDENCYPART_SIBL
(10,13),(10,15),-0.00177236 # DEPENDENCYPART_SIBL
(10,13),(10,17),-0.0638405 # DEPENDENCYPART_SIBL
(10,13),(10,18),0.118817 # DEPENDENCYPART_SIBL
(10,14),(10,15),0.00400979 # DEPENDENCYPART_SIBL
(10,14),(10,17),-0.0488478 # DEPENDENCYPART_SIBL
(10,14),(10,18),0.12262 # DEPENDENCYPART_SIBL
(10,15),(10,17),-0.060071 # DEPENDENCYPART_SIBL
(10,15),(10,18),0.0509925 # DEPENDENCYPART_SIBL
(10,17),(10,18),0.0448052 # DEPENDENCYPART_SIBL
(11,12),(11,15),0.0273472 # DEPENDENCYPART_SIBL
(12,3),(12,4),0.0104406 # DEPENDENCYPART_SIBL
(12,3),(12,6),0.0410017 # DEPENDENCYPART_SIBL
(12,3),(12,7),0.024672 # DEPENDENCYPART_SIBL
(12,3),(12,8),0.0302454 # DEPENDENCYPART_SIBL
(12,3),(12,9),0.0299824 # DEPENDENCYPART_SIBL
(12,3),(12,10),0.0239417 # DEPENDENCYPART_SIBL
(12,3),(12,11),-0.0417256 # DEPENDENCYPART_SIBL
(12,3),(12,13),0.0333182 # DEPENDENCYPART_SIBL
(12,3),(12,14),0.00599343 # DEPENDENCYPART_SIBL
(12,3),(12,15),0.0473513 # DEPENDENCYPART_SIBL
(12,3),(12,17),0.0484306 # DEPENDENCYPART_SIBL
(12,3),(12,18),0.0270733 # DEPENDENCYPART_SIBL
(12,3),(12,19),0.0520492 # DEPENDENCYPART_SIBL
(12,3),(12,20),-0.0673158 # DEPENDENCYPART_SIBL
(12,4),(12,6),0.00151176 # DEPENDENCYPART_SIBL
(12,4),(12,7),0.0597283 # DEPENDENCYPART_SIBL
(12,4),(12,8),0.0700903 # DEPENDENCYPART_SIBL
(12,4),(12,9),0.042611 # DEPENDENCYPART_SIBL
(12,4),(12,10),0.0429988 # DEPENDENCYPART_SIBL
(12,4),(12,11),0.0245777 # DEPENDENCYPART_SIBL
(12,4),(12,13),0.117856 # DEPENDENCYPART_SIBL
(12,4),(12,14),-0.0578017 # DEPENDENCYPART_SIBL
(12,4),(12,15),-0.0147634 # DEPENDENCYPART_SIBL
(12,4),(12,17),-0.022295 # DEPENDENCYPART_SIBL
(12,4),(12,18),-0.191775 # DEPENDENCYPART_SIBL
(12,4),(12,19),-0.0217641 # DEPENDENCYPART_SIBL
(12,4),(12,20),0.0331259 # DEPENDENCYPART_SIBL
(12,6),(12,7),0.0302912 # DEPENDENCYPART_SIBL
(12,6),(12,8),0.0357669 # DEPENDENCYPART_SIBL
(12,6),(12,9),0.036212 # DEPENDENCYPART_SIBL
(12,6),(12,10),0.0156457 # DEPENDENCYPART_SIBL
(12,6),(12,11),-0.0378942 # DEPENDENCYPART_SIBL
(12,6),(12,13),0.0360028 # DEPENDENCYPART_SIBL
(12,6),(12,14),-0.00416116 # DEPENDENCYPART_SIBL
(12,6),(12,15),0.00660776 # DEPENDENCYPART_SIBL
(12,6),(12,17),0.0118044 # DEPENDENCYPART_SIBL
(12,6),(12,18),0.00924536 # DEPENDENCYPART_SIBL
(12,6),(12,19),0.015423 # DEPENDENCYPART_SIBL
(12,6),(12,20),0.0177104 # DEPENDENCYPART_SIBL
(12,7),(12,8),0.0030048 # DEPENDENCYPART_SIBL
(12,7),(12,9),0.0186542 # DEPENDENCYPART_SIBL
(12,7),(12,10),-0.0229471 # DEPENDENCYPART_SIBL
(12,7),(12,11),-0.00990375 # DEPENDENCYPART_SIBL
(12,7),(12,13),-0.0191599 # DEPENDENCYPART_SIBL
(12,7),(12,14),-0.0318355 # DEPENDENCYPART_SIBL
(12,7),(12,15),0.0382321 # DEPENDENCYPART_SIBL
(12,7),(12,17),-0.0033728 # DEPENDENCYPART_SIBL
(12,7),(12,18),-0.00945571 # DEPENDENCYPART_SIBL
(12,7),(12,19),-0.00641056 # DEPENDENCYPART_SIBL
(12,7),(12,20),0.025782 # DEPENDENCYPART_SIBL
(12,8),(12,9),0.0236529 # DEPENDENCYPART_SIBL
(12,8),(12,10),-0.0207084 # DEPENDENCYPART_SIBL
(12,8),(12,11),-0.0123689 # DEPENDENCYPART_SIBL
(12,8),(12,13),-0.00793521 # DEPENDENCYPART_SIBL
(12,8),(12,14),-0.0315304 # DEPENDENCYPART_SIBL
(12,8),(12,15),0.0254436 # DEPENDENCYPART_SIBL
(12,8),(12,17),0.00156613 # DEPENDENCYPART_SIBL
(12,8),(12,18),-0.0199111 # DEPENDENCYPART_SIBL
(12,8),(12,19),-0.00147164 # DEPENDENCYPART_SIBL
(12,8),(12,20),0.0155838 # DEPENDENCYPART_SIBL
(12,9),(12,10),-0.0279923 # DEPENDENCYPART_SIBL
(12,9),(12,11),-0.0611434 # DEPENDENCYPART_SIBL
(12,9),(12,13),-0.00775705 # DEPENDENCYPART_SIBL
(12,9),(12,14),0.0458933 # DEPENDENCYPART_SIBL
(12,9),(12,15),0.0353056 # DEPENDENCYPART_SIBL
(12,9),(12,17),-0.00330927 # DEPENDENCYPART_SIBL
(12,9),(12,18),-0.0241701 # DEPENDENCYPART_SIBL
(12,9),(12,19),-0.00110946 # DEPENDENCYPART_SIBL
(12,9),(12,20),-0.0624318 # DEPENDENCYPART_SIBL
(12,10),(12,11),-0.0342589 # DEPENDENCYPART_SIBL
(12,10),(12,13),-0.000902428 # DEPENDENCYPART_SIBL
(12,10),(12,14),-0.0296985 # DEPENDENCYPART_SIBL
(12,10),(12,15),-0.0457672 # DEPENDENCYPART_SIBL
(12,10),(12,17),-0.0166593 # DEPENDENCYPART_SIBL
(12,10),(12,18),-0.0499273 # DEPENDENCYPART_SIBL
(12,10),(12,19),-0.0141163 # DEPENDENCYPART_SIBL
(12,10),(12,20),0.0192518 # DEPENDENCYPART_SIBL
(12,11),(12,13),0.161105 # DEPENDENCYPART_SIBL
(12,11),(12,14),-0.0233651 # DEPENDENCYPART_SIBL
(12,11),(12,15),0.0839286 # DEPENDENCYPART_SIBL
(12,11),(12,17),0.0514479 # DEPENDENCYPART_SIBL
(12,11),(12,18),-0.0312211 # DEPENDENCYPART_SIBL
(12,11),(12,19),0.0505057 # DEPENDENCYPART_SIBL
(12,11),(12,20),0.0354651 # DEPENDENCYPART_SIBL
(12,13),(12,14),0.0319095 # DEPENDENCYPART_SIBL
(12,13),(12,15),0.0116071 # DEPENDENCYPART_SIBL
(12,13),(12,17),0.0382786 # DEPENDENCYPART_SIBL
(12,13),(12,18),0.0218514 # DEPENDENCYPART_SIBL
(12,13),(12,19),0.0442036 # DEPENDENCYPART_SIBL
(12,13),(12,20),0.0050613 # DEPENDENCYPART_SIBL
(12,14),(12,15),-0.00464448 # DEPENDENCYPART_SIBL
(12,14),(12,17),-0.00961978 # DEPENDENCYPART_SIBL
(12,14),(12,18),0.0102432 # DEPENDENCYPART_SIBL
(12,14),(12,19),-0.00576342 # DEPENDENCYPART_SIBL
(12,14),(12,20),0.00639676 # DEPENDENCYPART_SIBL
(12,15),(12,17),0.011626 # DEPENDENCYPART_SIBL
(12,15),(12,18),-0.0304949 # DEPENDENCYPART_SIBL
(12,15),(12,19),0.0158528 # DEPENDENCYPART_SIBL
(12,15),(12,20),0.00527398 # DEPENDENCYPART_SIBL
(12,17),(12,18),-0.00493116 # DEPENDENCYPART_SIBL
(12,17),(12,19),-0.0132883 # DEPENDENCYPART_SIBL
(12,17),(12,20),0.0331429 # DEPENDENCYPART_SIBL
(12,18),(12,19),0.0241645 # DEPENDENCYPART_SIBL
(12,18),(12,20),-0.0331566 # DEPENDENCYPART_SIBL
(12,19),(12,20),0.0262098 # DEPENDENCYPART_SIBL
(14,3),(14,9),0.0534275 # DEPENDENCYPART_SIBL
(14,3),(14,10),0.0379651 # DEPENDENCYPART_SIBL
(14,3),(14,11),0.00472179 # DEPENDENCYPART_SIBL
(14,3),(14,12),0.0193094 # DEPENDENCYPART_SIBL
(14,3),(14,13),0.178871 # DEPENDENCYPART_SIBL
(14,3),(14,15),0.0248599 # DEPENDENCYPART_SIBL
(14,3),(14,17),0.0454391 # DEPENDENCYPART_SIBL
(14,3),(14,18),-0.031422 # DEPENDENCYPART_SIBL
(14,3),(14,19),0.0449369 # DEPENDENCYPART_SIBL
(14,3),(14,20),-0.105298 # DEPENDENCYPART_SIBL
(14,9),(14,10),0.037425 # DEPENDENCYPART_SIBL
(14,9),(14,11),0.0147787 # DEPENDENCYPART_SIBL
(14,9),(14,12),0.0280377 # DEPENDENCYPART_SIBL
(14,9),(14,13),0.159604 # DEPENDENCYPART_SIBL
(14,9),(14,15),0.0504121 # DEPENDENCYPART_SIBL
(14,9),(14,17),-0.000129706 # DEPENDENCYPART_SIBL
(14,9),(14,18),0.00279702 # DEPENDENCYPART_SIBL
(14,9),(14,19),-8.62053e-05 # DEPENDENCYPART_SIBL
(14,9),(14,20),-0.0370578 # DEPENDENCYPART_SIBL
(14,10),(14,11),0.0160308 # DEPENDENCYPART_SIBL
(14,10),(14,12),-0.0256382 # DEPENDENCYPART_SIBL
(14,10),(14,13),0.0454139 # DEPENDENCYPART_SIBL
(14,10),(14,15),0.029236 # DEPENDENCYPART_SIBL
(14,10),(14,17),-0.0284306 # DEPENDENCYPART_SIBL
(14,10),(14,18),-0.0426169 # DEPENDENCYPART_SIBL
(14,10),(14,19),-0.02802 # DEPENDENCYPART_SIBL
(14,10),(14,20),0.00425107 # DEPENDENCYPART_SIBL
(14,11),(14,12),-0.0248681 # DEPENDENCYPART_SIBL
(14,11),(14,13),0.0720696 # DEPENDENCYPART_SIBL
(14,11),(14,15),0.0840807 # DEPENDENCYPART_SIBL
(14,11),(14,17),0.000835413 # DEPENDENCYPART_SIBL
(14,11),(14,18),0.00158741 # DEPENDENCYPART_SIBL
(14,11),(14,19),-0.00223953 # DEPENDENCYPART_SIBL
(14,11),(14,20),0.00170359 # DEPENDENCYPART_SIBL
(14,12),(14,13),0.213746 # DEPENDENCYPART_SIBL
(14,12),(14,15),0.0104655 # DEPENDENCYPART_SIBL
(14,12),(14,17),0.0178465 # DEPENDENCYPART_SIBL
(14,12),(14,18),-0.0292902 # DEPENDENCYPART_SIBL
(14,12),(14,19),0.0173442 # DEPENDENCYPART_SIBL
(14,12),(14,20),-0.0149599 # DEPENDENCYPART_SIBL
(14,13),(14,15),0.0474006 # DEPENDENCYPART_SIBL
(14,13),(14,17),0.00369704 # DEPENDENCYPART_SIBL
(14,13),(14,18),-0.0967544 # DEPENDENCYPART_SIBL
(14,13),(14,19),0.00208752 # DEPENDENCYPART_SIBL
(14,13),(14,20),-0.00575993 # DEPENDENCYPART_SIBL
(14,15),(14,17),0.0343219 # DEPENDENCYPART_SIBL
(14,15),(14,18),-0.0419223 # DEPENDENCYPART_SIBL
(14,15),(14,19),0.034754 # DEPENDENCYPART_SIBL
(14,15),(14,20),0.00211516 # DEPENDENCYPART_SIBL
(14,17),(14,18),-0.00940832 # DEPENDENCYPART_SIBL
(14,17),(14,19),-0.00443877 # DEPENDENCYPART_SIBL
(14,17),(14,20),-0.00544109 # DEPENDENCYPART_SIBL
(14,18),(14,19),0.125641 # DEPENDENCYPART_SIBL
(14,18),(14,20),0.0500875 # DEPENDENCYPART_SIBL
(14,19),(14,20),-0.0125198 # DEPENDENCYPART_SIBL
(15,10),(15,12),0.0337016 # DEPENDENCYPART_SIBL
(15,10),(15,13),-0.0137006 # DEPENDENCYPART_SIBL
(15,10),(15,14),0.00946721 # DEPENDENCYPART_SIBL
(15,10),(15,16),0.0122264 # DEPENDENCYPART_SIBL
(15,10),(15,17),-0.00074875 # DEPENDENCYPART_SIBL
(15,10),(15,18),0.0286254 # DEPENDENCYPART_SIBL
(15,10),(15,19),-0.00033257 # DEPENDENCYPART_SIBL
(15,10),(15,20),0.046911 # DEPENDENCYPART_SIBL
(15,12),(15,13),0.0484416 # DEPENDENCYPART_SIBL
(15,12),(15,14),0.0145044 # DEPENDENCYPART_SIBL
(15,12),(15,16),-0.00444439 # DEPENDENCYPART_SIBL
(15,12),(15,17),0.022575 # DEPENDENCYPART_SIBL
(15,12),(15,18),0.034811 # DEPENDENCYPART_SIBL
(15,12),(15,19),0.0220821 # DEPENDENCYPART_SIBL
(15,12),(15,20),0.000971035 # DEPENDENCYPART_SIBL
(15,13),(15,14),-0.0189827 # DEPENDENCYPART_SIBL
(15,13),(15,16),0.206827 # DEPENDENCYPART_SIBL
(15,13),(15,17),0.225188 # DEPENDENCYPART_SIBL
(15,13),(15,18),0.113571 # DEPENDENCYPART_SIBL
(15,13),(15,19),0.223584 # DEPENDENCYPART_SIBL
(15,13),(15,20),0.206989 # DEPENDENCYPART_SIBL
(15,14),(15,16),-0.00349695 # DEPENDENCYPART_SIBL
(15,14),(15,17),-0.0720985 # DEPENDENCYPART_SIBL
(15,14),(15,18),0.119313 # DEPENDENCYPART_SIBL
(15,14),(15,19),-0.0720492 # DEPENDENCYPART_SIBL
(15,14),(15,20),-0.0258605 # DEPENDENCYPART_SIBL
(15,16),(15,17),-0.0486422 # DEPENDENCYPART_SIBL
(15,16),(15,18),0.0435417 # DEPENDENCYPART_SIBL
(15,16),(15,19),-0.0499834 # DEPENDENCYPART_SIBL
(15,16),(15,20),-0.00362407 # DEPENDENCYPART_SIBL
(15,17),(15,18),0.0119066 # DEPENDENCYPART_SIBL
(15,17),(15,19),-0.120729 # DEPENDENCYPART_SIBL
(15,17),(15,20),-0.0199307 # DEPENDENCYPART_SIBL
(15,18),(15,19),0.0700158 # DEPENDENCYPART_SIBL
(15,18),(15,20),-0.00142568 # DEPENDENCYPART_SIBL
(15,19),(15,20),-0.0269985 # DEPENDENCYPART_SIBL
(17,3),(17,9),0.0146955 # DEPENDENCYPART_SIBL
(17,3),(17,10),0.0211129 # DEPENDENCYPART_SIBL
(17,3),(17,12),0.0386183 # DEPENDENCYPART_SIBL
(17,3),(17,13),0.00760949 # DEPENDENCYPART_SIBL
(17,3),(17,14),0.0143502 # DEPENDENCYPART_SIBL
(17,3),(17,15),0.016297 # DEPENDENCYPART_SIBL
(17,3),(17,16),-0.0453124 # DEPENDENCYPART_SIBL
(17,3),(17,18),0.0231386 # DEPENDENCYPART_SIBL
(17,3),(17,19),0.0527321 # DEPENDENCYPART_SIBL
(17,3),(17,20),-0.0730478 # DEPENDENCYPART_SIBL
(17,9),(17,10),-0.0310997 # DEPENDENCYPART_SIBL
(17,9),(17,12),0.051627 # DEPENDENCYPART_SIBL
(17,9),(17,13),0.0783842 # DEPENDENCYPART_SIBL
(17,9),(17,14),0.0148775 # DEPENDENCYPART_SIBL
(17,9),(17,15),-0.0304132 # DEPENDENCYPART_SIBL
(17,9),(17,16),-0.0648733 # DEPENDENCYPART_SIBL
(17,9),(17,18),-0.01004 # DEPENDENCYPART_SIBL
(17,9),(17,19),0.0168941 # DEPENDENCYPART_SIBL
(17,9),(17,20),-0.0533761 # DEPENDENCYPART_SIBL
(17,10),(17,12),-0.0184961 # DEPENDENCYPART_SIBL
(17,10),(17,13),0.00920844 # DEPENDENCYPART_SIBL
(17,10),(17,14),-0.00177683 # DEPENDENCYPART_SIBL
(17,10),(17,15),-0.0340989 # DEPENDENCYPART_SIBL
(17,10),(17,16),-0.0348854 # DEPENDENCYPART_SIBL
(17,10),(17,18),-0.0493045 # DEPENDENCYPART_SIBL
(17,10),(17,19),-0.00969944 # DEPENDENCYPART_SIBL
(17,10),(17,20),0.0174453 # DEPENDENCYPART_SIBL
(17,12),(17,13),0.0421999 # DEPENDENCYPART_SIBL
(17,12),(17,14),0.0143903 # DEPENDENCYPART_SIBL
(17,12),(17,15),0.0041488 # DEPENDENCYPART_SIBL
(17,12),(17,16),-0.0459253 # DEPENDENCYPART_SIBL
(17,12),(17,18),0.0151958 # DEPENDENCYPART_SIBL
(17,12),(17,19),0.018719 # DEPENDENCYPART_SIBL
(17,12),(17,20),0.0111874 # DEPENDENCYPART_SIBL
(17,13),(17,14),0.0316511 # DEPENDENCYPART_SIBL
(17,13),(17,15),0.0442881 # DEPENDENCYPART_SIBL
(17,13),(17,16),0.0239197 # DEPENDENCYPART_SIBL
(17,13),(17,18),-0.191162 # DEPENDENCYPART_SIBL
(17,13),(17,19),-0.0173652 # DEPENDENCYPART_SIBL
(17,13),(17,20),0.0313039 # DEPENDENCYPART_SIBL
(17,14),(17,15),-0.0301081 # DEPENDENCYPART_SIBL
(17,14),(17,16),-0.064688 # DEPENDENCYPART_SIBL
(17,14),(17,18),0.0127096 # DEPENDENCYPART_SIBL
(17,14),(17,19),0.0260419 # DEPENDENCYPART_SIBL
(17,14),(17,20),-0.0443705 # DEPENDENCYPART_SIBL
(17,15),(17,16),-0.0459578 # DEPENDENCYPART_SIBL
(17,15),(17,18),-0.0162048 # DEPENDENCYPART_SIBL
(17,15),(17,19),-0.0184514 # DEPENDENCYPART_SIBL
(17,15),(17,20),-0.00115147 # DEPENDENCYPART_SIBL
(17,16),(17,18),-0.0300413 # DEPENDENCYPART_SIBL
(17,16),(17,19),0.0565541 # DEPENDENCYPART_SIBL
(17,16),(17,20),0.0358675 # DEPENDENCYPART_SIBL
(17,18),(17,19),0.0450046 # DEPENDENCYPART_SIBL
(17,18),(17,20),-0.0233734 # DEPENDENCYPART_SIBL
(17,19),(17,20),0.0294774 # DEPENDENCYPART_SIBL
(18,19),(18,20),-0.0443708 # DEPENDENCYPART_SIBL
(19,14),(19,16),-0.0645437 # DEPENDENCYPART_SIBL
(19,14),(19,17),0.051335 # DEPENDENCYPART_SIBL
(19,14),(19,18),-0.0531758 # DEPENDENCYPART_SIBL
(19,14),(19,20),-0.054235 # DEPENDENCYPART_SIBL
(19,16),(19,17),0.00395211 # DEPENDENCYPART_SIBL
(19,16),(19,18),-0.0330083 # DEPENDENCYPART_SIBL
(19,16),(19,20),0.0354651 # DEPENDENCYPART_SIBL
(19,17),(19,18),0.00973907 # DEPENDENCYPART_SIBL
(19,17),(19,20),0.0121978 # DEPENDENCYPART_SIBL
(19,18),(19,20),0.00363468 # DEPENDENCYPART_SIBL
(0,0),(0,3),-0.656088 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(0,0),(0,6),-0.369371 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(0,0),(0,7),0.0502322 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(0,0),(0,8),0.00990192 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(0,0),(0,14),-0.36001 # DEPENDENCYPART_NEXTSIBL_FIRST_SIB
(0,0),(0,21),-0.811389 # DEPENDENCYPART_NEXTSIBL_NO_SIBS
