# _root_ In New York Stock Exchange composite trading , Boeing closed yesterday at $ 54.50 a share , off a scant 12.5 cents .
#goldHeads=10,7,7,7,7,7,1,10,10,0,10,10,14,12,16,14,10,10,22,22,22,18,10,
#predictedHeads=10,7,7,7,7,7,1,10,10,0,10,10,14,12,16,14,10,10,22,22,22,18,10,
(7,11),(7,23),0.0298799 # DEPENDENCYPART_SIBL
(7,12),(7,13),0.0170445 # DEPENDENCYPART_SIBL
(7,12),(7,14),-0.00460244 # DEPENDENCYPART_SIBL
(7,12),(7,16),0.0188819 # DEPENDENCYPART_SIBL
(7,12),(7,17),0.055839 # DEPENDENCYPART_SIBL
(7,12),(7,20),0.0259898 # DEPENDENCYPART_SIBL
(7,12),(7,22),0.0247208 # DEPENDENCYPART_SIBL
(7,12),(7,23),0.0631194 # DEPENDENCYPART_SIBL
(7,13),(7,14),-0.0352422 # DEPENDENCYPART_SIBL
(7,13),(7,16),-0.0112871 # DEPENDENCYPART_SIBL
(7,13),(7,17),0.0125156 # DEPENDENCYPART_SIBL
(7,13),(7,20),-0.0113455 # DEPENDENCYPART_SIBL
(7,13),(7,22),-0.00716456 # DEPENDENCYPART_SIBL
(7,13),(7,23),0.03952 # DEPENDENCYPART_SIBL
(7,14),(7,16),-0.0135615 # DEPENDENCYPART_SIBL
(7,14),(7,17),0.0154958 # DEPENDENCYPART_SIBL
(7,14),(7,20),-0.0096391 # DEPENDENCYPART_SIBL
(7,14),(7,22),-0.0168592 # DEPENDENCYPART_SIBL
(7,14),(7,23),0.00108652 # DEPENDENCYPART_SIBL
(7,16),(7,17),0.00959883 # DEPENDENCYPART_SIBL
(7,16),(7,20),0.00703506 # DEPENDENCYPART_SIBL
(7,16),(7,22),0.00146704 # DEPENDENCYPART_SIBL
(7,16),(7,23),0.0185907 # DEPENDENCYPART_SIBL
(7,17),(7,20),0.046269 # DEPENDENCYPART_SIBL
(7,17),(7,22),0.0786768 # DEPENDENCYPART_SIBL
(7,17),(7,23),0.00982219 # DEPENDENCYPART_SIBL
(7,20),(7,22),-0.000304778 # DEPENDENCYPART_SIBL
(7,20),(7,23),-0.0055966 # DEPENDENCYPART_SIBL
(7,22),(7,23),0.0260037 # DEPENDENCYPART_SIBL
(9,2),(9,3),0.0989747 # DEPENDENCYPART_SIBL
(9,2),(9,4),0.0744921 # DEPENDENCYPART_SIBL
(9,2),(9,5),0.0823236 # DEPENDENCYPART_SIBL
(9,2),(9,6),0.124084 # DEPENDENCYPART_SIBL
(9,2),(9,7),-0.0147401 # DEPENDENCYPART_SIBL
(9,2),(9,8),0.0477395 # DEPENDENCYPART_SIBL
(9,2),(9,11),-0.0199879 # DEPENDENCYPART_SIBL
(9,2),(9,12),0.0121098 # DEPENDENCYPART_SIBL
(9,2),(9,13),-0.031636 # DEPENDENCYPART_SIBL
(9,2),(9,14),-0.0497276 # DEPENDENCYPART_SIBL
(9,3),(9,4),0.164991 # DEPENDENCYPART_SIBL
(9,3),(9,5),0.180307 # DEPENDENCYPART_SIBL
(9,3),(9,6),0.205696 # DEPENDENCYPART_SIBL
(9,3),(9,7),0.0841819 # DEPENDENCYPART_SIBL
(9,3),(9,8),0.0727991 # DEPENDENCYPART_SIBL
(9,3),(9,11),-0.0774949 # DEPENDENCYPART_SIBL
(9,3),(9,12),-0.0135161 # DEPENDENCYPART_SIBL
(9,3),(9,13),-0.054193 # DEPENDENCYPART_SIBL
(9,3),(9,14),-0.0640811 # DEPENDENCYPART_SIBL
(9,4),(9,5),0.0613645 # DEPENDENCYPART_SIBL
(9,4),(9,6),0.152763 # DEPENDENCYPART_SIBL
(9,4),(9,7),-0.025948 # DEPENDENCYPART_SIBL
(9,4),(9,8),0.031032 # DEPENDENCYPART_SIBL
(9,4),(9,11),-0.0571792 # DEPENDENCYPART_SIBL
(9,4),(9,12),-0.0247796 # DEPENDENCYPART_SIBL
(9,4),(9,13),-0.0793396 # DEPENDENCYPART_SIBL
(9,4),(9,14),-0.0840718 # DEPENDENCYPART_SIBL
(9,5),(9,6),0.163465 # DEPENDENCYPART_SIBL
(9,5),(9,7),0.00226603 # DEPENDENCYPART_SIBL
(9,5),(9,8),0.0598559 # DEPENDENCYPART_SIBL
(9,5),(9,11),-0.0483572 # DEPENDENCYPART_SIBL
(9,5),(9,12),0.00854117 # DEPENDENCYPART_SIBL
(9,5),(9,13),-0.0587378 # DEPENDENCYPART_SIBL
(9,5),(9,14),-0.0777178 # DEPENDENCYPART_SIBL
(9,6),(9,7),0.000574501 # DEPENDENCYPART_SIBL
(9,6),(9,8),0.0748095 # DEPENDENCYPART_SIBL
(9,6),(9,11),0.0122445 # DEPENDENCYPART_SIBL
(9,6),(9,12),0.0129656 # DEPENDENCYPART_SIBL
(9,6),(9,13),-0.0171995 # DEPENDENCYPART_SIBL
(9,6),(9,14),-0.120683 # DEPENDENCYPART_SIBL
(9,7),(9,8),0.00486914 # DEPENDENCYPART_SIBL
(9,7),(9,11),-0.0329099 # DEPENDENCYPART_SIBL
(9,7),(9,12),0.0277344 # DEPENDENCYPART_SIBL
(9,7),(9,13),-0.0458248 # DEPENDENCYPART_SIBL
(9,7),(9,14),-0.0597982 # DEPENDENCYPART_SIBL
(9,8),(9,11),-0.0395315 # DEPENDENCYPART_SIBL
(9,8),(9,12),-0.0962613 # DEPENDENCYPART_SIBL
(9,8),(9,13),-0.0903304 # DEPENDENCYPART_SIBL
(9,8),(9,14),-0.108454 # DEPENDENCYPART_SIBL
(9,11),(9,12),0.0180501 # DEPENDENCYPART_SIBL
(9,11),(9,13),0.0190997 # DEPENDENCYPART_SIBL
(9,11),(9,14),-0.00526361 # DEPENDENCYPART_SIBL
(9,12),(9,13),-0.0108668 # DEPENDENCYPART_SIBL
(9,12),(9,14),-0.0324609 # DEPENDENCYPART_SIBL
(9,13),(9,14),-0.032513 # DEPENDENCYPART_SIBL
(10,1),(10,2),0.163605 # DEPENDENCYPART_SIBL
(10,1),(10,3),0.146398 # DEPENDENCYPART_SIBL
(10,1),(10,4),0.158494 # DEPENDENCYPART_SIBL
(10,1),(10,5),0.159883 # DEPENDENCYPART_SIBL
(10,1),(10,6),0.0671014 # DEPENDENCYPART_SIBL
(10,1),(10,7),0.188703 # DEPENDENCYPART_SIBL
(10,1),(10,8),0.199928 # DEPENDENCYPART_SIBL
(10,1),(10,9),0.180782 # DEPENDENCYPART_SIBL
(10,1),(10,11),-0.0197585 # DEPENDENCYPART_SIBL
(10,1),(10,12),0.00783871 # DEPENDENCYPART_SIBL
(10,1),(10,13),-0.0388769 # DEPENDENCYPART_SIBL
(10,1),(10,14),-0.0107094 # DEPENDENCYPART_SIBL
(10,1),(10,15),-0.0543365 # DEPENDENCYPART_SIBL
(10,1),(10,16),0.0134046 # DEPENDENCYPART_SIBL
(10,1),(10,17),-0.0839716 # DEPENDENCYPART_SIBL
(10,1),(10,18),0.112614 # DEPENDENCYPART_SIBL
(10,1),(10,20),0.0163404 # DEPENDENCYPART_SIBL
(10,1),(10,23),0.0759278 # DEPENDENCYPART_SIBL
(10,2),(10,3),-0.0583201 # DEPENDENCYPART_SIBL
(10,2),(10,4),-0.0553752 # DEPENDENCYPART_SIBL
(10,2),(10,5),-0.0359869 # DEPENDENCYPART_SIBL
(10,2),(10,6),0.0288628 # DEPENDENCYPART_SIBL
(10,2),(10,7),-0.071948 # DEPENDENCYPART_SIBL
(10,2),(10,8),0.0787695 # DEPENDENCYPART_SIBL
(10,2),(10,9),-0.067849 # DEPENDENCYPART_SIBL
(10,2),(10,11),-0.0462319 # DEPENDENCYPART_SIBL
(10,2),(10,12),0.023786 # DEPENDENCYPART_SIBL
(10,2),(10,13),-0.115423 # DEPENDENCYPART_SIBL
(10,2),(10,14),0.00202933 # DEPENDENCYPART_SIBL
(10,2),(10,15),-0.132625 # DEPENDENCYPART_SIBL
(10,2),(10,16),-0.0279799 # DEPENDENCYPART_SIBL
(10,2),(10,17),-0.0393237 # DEPENDENCYPART_SIBL
(10,2),(10,18),0.0547708 # DEPENDENCYPART_SIBL
(10,2),(10,20),0.00570568 # DEPENDENCYPART_SIBL
(10,2),(10,23),0.0186869 # DEPENDENCYPART_SIBL
(10,3),(10,4),-0.0379068 # DEPENDENCYPART_SIBL
(10,3),(10,5),-0.0149066 # DEPENDENCYPART_SIBL
(10,3),(10,6),0.0424148 # DEPENDENCYPART_SIBL
(10,3),(10,7),-0.0504003 # DEPENDENCYPART_SIBL
(10,3),(10,8),0.0621323 # DEPENDENCYPART_SIBL
(10,3),(10,9),-0.0463014 # DEPENDENCYPART_SIBL
(10,3),(10,11),-0.0757825 # DEPENDENCYPART_SIBL
(10,3),(10,12),0.0314335 # DEPENDENCYPART_SIBL
(10,3),(10,13),-0.114478 # DEPENDENCYPART_SIBL
(10,3),(10,14),0.00839918 # DEPENDENCYPART_SIBL
(10,3),(10,15),-0.12912 # DEPENDENCYPART_SIBL
(10,3),(10,16),-0.0572246 # DEPENDENCYPART_SIBL
(10,3),(10,17),-0.0691126 # DEPENDENCYPART_SIBL
(10,3),(10,18),0.0636552 # DEPENDENCYPART_SIBL
(10,3),(10,20),0.00951126 # DEPENDENCYPART_SIBL
(10,3),(10,23),0.017137 # DEPENDENCYPART_SIBL
(10,4),(10,5),-0.036188 # DEPENDENCYPART_SIBL
(10,4),(10,6),0.0498924 # DEPENDENCYPART_SIBL
(10,4),(10,7),-0.0670139 # DEPENDENCYPART_SIBL
(10,4),(10,8),0.0840474 # DEPENDENCYPART_SIBL
(10,4),(10,9),-0.0628358 # DEPENDENCYPART_SIBL
(10,4),(10,11),-0.0455451 # DEPENDENCYPART_SIBL
(10,4),(10,12),0.020421 # DEPENDENCYPART_SIBL
(10,4),(10,13),-0.131589 # DEPENDENCYPART_SIBL
(10,4),(10,14),0.0235129 # DEPENDENCYPART_SIBL
(10,4),(10,15),-0.131686 # DEPENDENCYPART_SIBL
(10,4),(10,16),-0.0245788 # DEPENDENCYPART_SIBL
(10,4),(10,17),-0.055558 # DEPENDENCYPART_SIBL
(10,4),(10,18),0.0520243 # DEPENDENCYPART_SIBL
(10,4),(10,20),0.0248026 # DEPENDENCYPART_SIBL
(10,4),(10,23),0.00999005 # DEPENDENCYPART_SIBL
(10,5),(10,6),0.0408459 # DEPENDENCYPART_SIBL
(10,5),(10,7),-0.0706627 # DEPENDENCYPART_SIBL
(10,5),(10,8),0.084423 # DEPENDENCYPART_SIBL
(10,5),(10,9),-0.0675321 # DEPENDENCYPART_SIBL
(10,5),(10,11),-0.0323566 # DEPENDENCYPART_SIBL
(10,5),(10,12),0.0561582 # DEPENDENCYPART_SIBL
(10,5),(10,13),-0.108283 # DEPENDENCYPART_SIBL
(10,5),(10,14),0.0120009 # DEPENDENCYPART_SIBL
(10,5),(10,15),-0.122279 # DEPENDENCYPART_SIBL
(10,5),(10,16),-0.0144595 # DEPENDENCYPART_SIBL
(10,5),(10,17),-0.0741388 # DEPENDENCYPART_SIBL
(10,5),(10,18),0.0679661 # DEPENDENCYPART_SIBL
(10,5),(10,20),0.0210942 # DEPENDENCYPART_SIBL
(10,5),(10,23),0.0351608 # DEPENDENCYPART_SIBL
(10,6),(10,7),0.00489972 # DEPENDENCYPART_SIBL
(10,6),(10,8),0.0420914 # DEPENDENCYPART_SIBL
(10,6),(10,9),0.0208059 # DEPENDENCYPART_SIBL
(10,6),(10,11),-0.0428809 # DEPENDENCYPART_SIBL
(10,6),(10,12),-0.0206148 # DEPENDENCYPART_SIBL
(10,6),(10,13),-0.06662 # DEPENDENCYPART_SIBL
(10,6),(10,14),-0.030295 # DEPENDENCYPART_SIBL
(10,6),(10,15),-0.0793103 # DEPENDENCYPART_SIBL
(10,6),(10,16),-0.0370312 # DEPENDENCYPART_SIBL
(10,6),(10,17),-0.0720342 # DEPENDENCYPART_SIBL
(10,6),(10,18),-0.0209384 # DEPENDENCYPART_SIBL
(10,6),(10,20),0.0463792 # DEPENDENCYPART_SIBL
(10,6),(10,23),0.00692252 # DEPENDENCYPART_SIBL
(10,7),(10,8),0.042281 # DEPENDENCYPART_SIBL
(10,7),(10,9),-0.0804436 # DEPENDENCYPART_SIBL
(10,7),(10,11),-0.0437438 # DEPENDENCYPART_SIBL
(10,7),(10,12),0.0710484 # DEPENDENCYPART_SIBL
(10,7),(10,13),-0.0997839 # DEPENDENCYPART_SIBL
(10,7),(10,14),0.0207439 # DEPENDENCYPART_SIBL
(10,7),(10,15),-0.105935 # DEPENDENCYPART_SIBL
(10,7),(10,16),-0.027155 # DEPENDENCYPART_SIBL
(10,7),(10,17),-0.0414762 # DEPENDENCYPART_SIBL
(10,7),(10,18),0.0675909 # DEPENDENCYPART_SIBL
(10,7),(10,20),0.0368952 # DEPENDENCYPART_SIBL
(10,7),(10,23),0.0335785 # DEPENDENCYPART_SIBL
(10,8),(10,9),0.0515712 # DEPENDENCYPART_SIBL
(10,8),(10,11),-0.0646712 # DEPENDENCYPART_SIBL
(10,8),(10,12),0.0179565 # DEPENDENCYPART_SIBL
(10,8),(10,13),-0.0820151 # DEPENDENCYPART_SIBL
(10,8),(10,14),-0.0347951 # DEPENDENCYPART_SIBL
(10,8),(10,15),-0.138283 # DEPENDENCYPART_SIBL
(10,8),(10,16),-0.0570219 # DEPENDENCYPART_SIBL
(10,8),(10,17),0.0950242 # DEPENDENCYPART_SIBL
(10,8),(10,18),0.0472078 # DEPENDENCYPART_SIBL
(10,8),(10,20),0.00150996 # DEPENDENCYPART_SIBL
(10,8),(10,23),0.0893651 # DEPENDENCYPART_SIBL
(10,9),(10,11),-0.021076 # DEPENDENCYPART_SIBL
(10,9),(10,12),0.0558312 # DEPENDENCYPART_SIBL
(10,9),(10,13),-0.100128 # DEPENDENCYPART_SIBL
(10,9),(10,14),0.0190289 # DEPENDENCYPART_SIBL
(10,9),(10,15),-0.115229 # DEPENDENCYPART_SIBL
(10,9),(10,16),-0.00455935 # DEPENDENCYPART_SIBL
(10,9),(10,17),-0.032191 # DEPENDENCYPART_SIBL
(10,9),(10,18),0.0749976 # DEPENDENCYPART_SIBL
(10,9),(10,20),0.0247279 # DEPENDENCYPART_SIBL
(10,9),(10,23),0.0471917 # DEPENDENCYPART_SIBL
(10,11),(10,12),0.0818736 # DEPENDENCYPART_SIBL
(10,11),(10,13),-0.000671341 # DEPENDENCYPART_SIBL
(10,11),(10,14),0.0293144 # DEPENDENCYPART_SIBL
(10,11),(10,15),0.0108854 # DEPENDENCYPART_SIBL
(10,11),(10,16),-0.0151584 # DEPENDENCYPART_SIBL
(10,11),(10,17),0.115233 # DEPENDENCYPART_SIBL
(10,11),(10,18),0.0659314 # DEPENDENCYPART_SIBL
(10,11),(10,20),0.0176222 # DEPENDENCYPART_SIBL
(10,11),(10,23),0.10077 # DEPENDENCYPART_SIBL
(10,12),(10,13),-0.0104907 # DEPENDENCYPART_SIBL
(10,12),(10,14),0.0289506 # DEPENDENCYPART_SIBL
(10,12),(10,15),0.0273209 # DEPENDENCYPART_SIBL
(10,12),(10,16),0.0569864 # DEPENDENCYPART_SIBL
(10,12),(10,17),0.252142 # DEPENDENCYPART_SIBL
(10,12),(10,18),0.127123 # DEPENDENCYPART_SIBL
(10,12),(10,20),0.054451 # DEPENDENCYPART_SIBL
(10,12),(10,23),0.121547 # DEPENDENCYPART_SIBL
(10,13),(10,14),-0.0696852 # DEPENDENCYPART_SIBL
(10,13),(10,15),-0.0263728 # DEPENDENCYPART_SIBL
(10,13),(10,16),-0.0496562 # DEPENDENCYPART_SIBL
(10,13),(10,17),0.00317985 # DEPENDENCYPART_SIBL
(10,13),(10,18),-0.0208094 # DEPENDENCYPART_SIBL
(10,13),(10,20),-0.0456999 # DEPENDENCYPART_SIBL
(10,13),(10,23),-0.000650377 # DEPENDENCYPART_SIBL
(10,14),(10,15),-0.0325957 # DEPENDENCYPART_SIBL
(10,14),(10,16),-0.0510827 # DEPENDENCYPART_SIBL
(10,14),(10,17),0.018297 # DEPENDENCYPART_SIBL
(10,14),(10,18),-0.0167371 # DEPENDENCYPART_SIBL
(10,14),(10,20),-0.0377679 # DEPENDENCYPART_SIBL
(10,14),(10,23),0.0168815 # DEPENDENCYPART_SIBL
(10,15),(10,16),-0.044993 # DEPENDENCYPART_SIBL
(10,15),(10,17),-0.0211781 # DEPENDENCYPART_SIBL
(10,15),(10,18),-0.0206504 # DEPENDENCYPART_SIBL
(10,15),(10,20),-0.0418376 # DEPENDENCYPART_SIBL
(10,15),(10,23),0.000861089 # DEPENDENCYPART_SIBL
(10,16),(10,17),0.0598331 # DEPENDENCYPART_SIBL
(10,16),(10,18),0.013956 # DEPENDENCYPART_SIBL
(10,16),(10,20),-0.0150884 # DEPENDENCYPART_SIBL
(10,16),(10,23),0.0395954 # DEPENDENCYPART_SIBL
(10,17),(10,18),0.130339 # DEPENDENCYPART_SIBL
(10,17),(10,20),0.0656452 # DEPENDENCYPART_SIBL
(10,17),(10,23),0.129284 # DEPENDENCYPART_SIBL
(10,18),(10,20),0.0217471 # DEPENDENCYPART_SIBL
(10,18),(10,23),0.110497 # DEPENDENCYPART_SIBL
(10,20),(10,23),0.0945969 # DEPENDENCYPART_SIBL
(11,6),(11,7),-0.261327 # DEPENDENCYPART_SIBL
(11,6),(11,9),-0.193609 # DEPENDENCYPART_SIBL
(11,6),(11,12),0.0060662 # DEPENDENCYPART_SIBL
(11,6),(11,13),-0.0256633 # DEPENDENCYPART_SIBL
(11,6),(11,14),-0.13015 # DEPENDENCYPART_SIBL
(11,6),(11,16),-0.0341075 # DEPENDENCYPART_SIBL
(11,6),(11,17),-0.0317809 # DEPENDENCYPART_SIBL
(11,6),(11,18),-0.0192803 # DEPENDENCYPART_SIBL
(11,6),(11,20),0.0340785 # DEPENDENCYPART_SIBL
(11,6),(11,21),-0.13015 # DEPENDENCYPART_SIBL
(11,6),(11,22),-0.0111097 # DEPENDENCYPART_SIBL
(11,6),(11,23),-0.0579761 # DEPENDENCYPART_SIBL
(11,7),(11,9),-0.242689 # DEPENDENCYPART_SIBL
(11,7),(11,12),0.0186286 # DEPENDENCYPART_SIBL
(11,7),(11,13),-0.0679406 # DEPENDENCYPART_SIBL
(11,7),(11,14),-0.0848486 # DEPENDENCYPART_SIBL
(11,7),(11,16),-0.0659198 # DEPENDENCYPART_SIBL
(11,7),(11,17),-0.0671901 # DEPENDENCYPART_SIBL
(11,7),(11,18),-0.0383307 # DEPENDENCYPART_SIBL
(11,7),(11,20),-0.0274398 # DEPENDENCYPART_SIBL
(11,7),(11,21),-0.0845903 # DEPENDENCYPART_SIBL
(11,7),(11,22),-0.0405645 # DEPENDENCYPART_SIBL
(11,7),(11,23),-0.0260963 # DEPENDENCYPART_SIBL
(11,9),(11,12),0.0286008 # DEPENDENCYPART_SIBL
(11,9),(11,13),-0.0458638 # DEPENDENCYPART_SIBL
(11,9),(11,14),-0.0687995 # DEPENDENCYPART_SIBL
(11,9),(11,16),-0.0314799 # DEPENDENCYPART_SIBL
(11,9),(11,17),-0.0187347 # DEPENDENCYPART_SIBL
(11,9),(11,18),-0.0149462 # DEPENDENCYPART_SIBL
(11,9),(11,20),-0.01943 # DEPENDENCYPART_SIBL
(11,9),(11,21),-0.0685412 # DEPENDENCYPART_SIBL
(11,9),(11,22),-0.0058799 # DEPENDENCYPART_SIBL
(11,9),(11,23),0.00233235 # DEPENDENCYPART_SIBL
(11,12),(11,13),-0.0153162 # DEPENDENCYPART_SIBL
(11,12),(11,14),-0.0369046 # DEPENDENCYPART_SIBL
(11,12),(11,16),-0.0181798 # DEPENDENCYPART_SIBL
(11,12),(11,17),-0.0119251 # DEPENDENCYPART_SIBL
(11,12),(11,18),-0.0208871 # DEPENDENCYPART_SIBL
(11,12),(11,20),-0.00544728 # DEPENDENCYPART_SIBL
(11,12),(11,21),-0.0369046 # DEPENDENCYPART_SIBL
(11,12),(11,22),-0.0116568 # DEPENDENCYPART_SIBL
(11,12),(11,23),0.0356165 # DEPENDENCYPART_SIBL
(11,13),(11,14),-0.0325161 # DEPENDENCYPART_SIBL
(11,13),(11,16),-0.015052 # DEPENDENCYPART_SIBL
(11,13),(11,17),-0.00490916 # DEPENDENCYPART_SIBL
(11,13),(11,18),-0.0447263 # DEPENDENCYPART_SIBL
(11,13),(11,20),-0.00822981 # DEPENDENCYPART_SIBL
(11,13),(11,21),-0.0325161 # DEPENDENCYPART_SIBL
(11,13),(11,22),-0.0103032 # DEPENDENCYPART_SIBL
(11,13),(11,23),0.0471029 # DEPENDENCYPART_SIBL
(11,14),(11,16),-0.0181686 # DEPENDENCYPART_SIBL
(11,14),(11,17),-0.00264337 # DEPENDENCYPART_SIBL
(11,14),(11,18),-0.0560082 # DEPENDENCYPART_SIBL
(11,14),(11,20),-0.0074175 # DEPENDENCYPART_SIBL
(11,14),(11,21),-0.00989508 # DEPENDENCYPART_SIBL
(11,14),(11,22),-0.02084 # DEPENDENCYPART_SIBL
(11,14),(11,23),0.00776115 # DEPENDENCYPART_SIBL
(11,16),(11,17),-0.000835338 # DEPENDENCYPART_SIBL
(11,16),(11,18),-0.0269597 # DEPENDENCYPART_SIBL
(11,16),(11,20),0.0127932 # DEPENDENCYPART_SIBL
(11,16),(11,21),-0.00285144 # DEPENDENCYPART_SIBL
(11,16),(11,22),0.001034 # DEPENDENCYPART_SIBL
(11,16),(11,23),0.0249689 # DEPENDENCYPART_SIBL
(11,17),(11,18),-0.0233079 # DEPENDENCYPART_SIBL
(11,17),(11,20),0.0130802 # DEPENDENCYPART_SIBL
(11,17),(11,21),0.0438794 # DEPENDENCYPART_SIBL
(11,17),(11,22),0.0366428 # DEPENDENCYPART_SIBL
(11,17),(11,23),-0.0189679 # DEPENDENCYPART_SIBL
(11,18),(11,20),0.0201318 # DEPENDENCYPART_SIBL
(11,18),(11,21),-0.0192603 # DEPENDENCYPART_SIBL
(11,18),(11,22),0.00348454 # DEPENDENCYPART_SIBL
(11,18),(11,23),0.0189837 # DEPENDENCYPART_SIBL
(11,20),(11,21),-0.024248 # DEPENDENCYPART_SIBL
(11,20),(11,22),-0.00486692 # DEPENDENCYPART_SIBL
(11,20),(11,23),0.000562324 # DEPENDENCYPART_SIBL
(11,21),(11,22),-0.0208848 # DEPENDENCYPART_SIBL
(11,21),(11,23),0.00731544 # DEPENDENCYPART_SIBL
(11,22),(11,23),0.0323829 # DEPENDENCYPART_SIBL
(12,7),(12,11),-0.00299116 # DEPENDENCYPART_SIBL
(12,7),(12,13),-0.0791511 # DEPENDENCYPART_SIBL
(12,7),(12,14),-0.0462525 # DEPENDENCYPART_SIBL
(12,7),(12,16),-0.0583601 # DEPENDENCYPART_SIBL
(12,7),(12,17),0.0626258 # DEPENDENCYPART_SIBL
(12,7),(12,18),-0.0672837 # DEPENDENCYPART_SIBL
(12,7),(12,20),-0.0294036 # DEPENDENCYPART_SIBL
(12,7),(12,22),-0.0441138 # DEPENDENCYPART_SIBL
(12,11),(12,13),-0.0836008 # DEPENDENCYPART_SIBL
(12,11),(12,14),-0.0477284 # DEPENDENCYPART_SIBL
(12,11),(12,16),-0.0436839 # DEPENDENCYPART_SIBL
(12,11),(12,17),0.0647843 # DEPENDENCYPART_SIBL
(12,11),(12,18),-0.0693411 # DEPENDENCYPART_SIBL
(12,11),(12,20),-0.044776 # DEPENDENCYPART_SIBL
(12,11),(12,22),-0.0260205 # DEPENDENCYPART_SIBL
(12,13),(12,14),-0.115675 # DEPENDENCYPART_SIBL
(12,13),(12,16),-0.141377 # DEPENDENCYPART_SIBL
(12,13),(12,17),-0.0652597 # DEPENDENCYPART_SIBL
(12,13),(12,18),-0.110837 # DEPENDENCYPART_SIBL
(12,13),(12,20),-0.0934117 # DEPENDENCYPART_SIBL
(12,13),(12,22),-0.149248 # DEPENDENCYPART_SIBL
(12,14),(12,16),-0.0845184 # DEPENDENCYPART_SIBL
(12,14),(12,17),0.0115736 # DEPENDENCYPART_SIBL
(12,14),(12,18),-0.0562667 # DEPENDENCYPART_SIBL
(12,14),(12,20),-0.0344673 # DEPENDENCYPART_SIBL
(12,14),(12,22),-0.0970886 # DEPENDENCYPART_SIBL
(12,16),(12,17),-0.0291687 # DEPENDENCYPART_SIBL
(12,16),(12,18),-0.06598 # DEPENDENCYPART_SIBL
(12,16),(12,20),-0.0347886 # DEPENDENCYPART_SIBL
(12,16),(12,22),-0.127087 # DEPENDENCYPART_SIBL
(12,17),(12,18),0.0399675 # DEPENDENCYPART_SIBL
(12,17),(12,20),0.000185315 # DEPENDENCYPART_SIBL
(12,17),(12,22),-0.0611104 # DEPENDENCYPART_SIBL
(12,18),(12,20),-0.00702101 # DEPENDENCYPART_SIBL
(12,18),(12,22),-0.0742904 # DEPENDENCYPART_SIBL
(12,20),(12,22),-0.0508279 # DEPENDENCYPART_SIBL
(13,11),(13,12),0.124671 # DEPENDENCYPART_SIBL
(13,11),(13,14),0.0100961 # DEPENDENCYPART_SIBL
(13,11),(13,15),-0.0658563 # DEPENDENCYPART_SIBL
(13,11),(13,16),0.161663 # DEPENDENCYPART_SIBL
(13,11),(13,17),-0.177205 # DEPENDENCYPART_SIBL
(13,11),(13,18),-0.0462927 # DEPENDENCYPART_SIBL
(13,11),(13,20),-0.0823413 # DEPENDENCYPART_SIBL
(13,11),(13,21),0.0103728 # DEPENDENCYPART_SIBL
(13,11),(13,22),0.0896634 # DEPENDENCYPART_SIBL
(13,11),(13,23),-0.00793792 # DEPENDENCYPART_SIBL
(13,12),(13,14),0.100022 # DEPENDENCYPART_SIBL
(13,12),(13,15),-0.0051006 # DEPENDENCYPART_SIBL
(13,12),(13,16),0.233253 # DEPENDENCYPART_SIBL
(13,12),(13,17),-0.111754 # DEPENDENCYPART_SIBL
(13,12),(13,18),0.0284713 # DEPENDENCYPART_SIBL
(13,12),(13,20),-0.0436864 # DEPENDENCYPART_SIBL
(13,12),(13,21),0.0999595 # DEPENDENCYPART_SIBL
(13,12),(13,22),0.124828 # DEPENDENCYPART_SIBL
(13,12),(13,23),-0.00335898 # DEPENDENCYPART_SIBL
(13,14),(13,15),0.0251356 # DEPENDENCYPART_SIBL
(13,14),(13,16),0.0519603 # DEPENDENCYPART_SIBL
(13,14),(13,17),0.0265153 # DEPENDENCYPART_SIBL
(13,14),(13,18),0.0267712 # DEPENDENCYPART_SIBL
(13,14),(13,20),-0.0336722 # DEPENDENCYPART_SIBL
(13,14),(13,21),-0.00643074 # DEPENDENCYPART_SIBL
(13,14),(13,22),0.0468587 # DEPENDENCYPART_SIBL
(13,14),(13,23),-0.000292337 # DEPENDENCYPART_SIBL
(13,15),(13,16),0.0121258 # DEPENDENCYPART_SIBL
(13,15),(13,17),-0.0120377 # DEPENDENCYPART_SIBL
(13,15),(13,18),0.00695764 # DEPENDENCYPART_SIBL
(13,15),(13,20),-0.0254445 # DEPENDENCYPART_SIBL
(13,15),(13,21),-0.00603425 # DEPENDENCYPART_SIBL
(13,15),(13,22),0.0208041 # DEPENDENCYPART_SIBL
(13,15),(13,23),-0.00502448 # DEPENDENCYPART_SIBL
(13,16),(13,17),0.0563995 # DEPENDENCYPART_SIBL
(13,16),(13,18),0.0228324 # DEPENDENCYPART_SIBL
(13,16),(13,20),-0.0035513 # DEPENDENCYPART_SIBL
(13,16),(13,21),-0.00212913 # DEPENDENCYPART_SIBL
(13,16),(13,22),0.011729 # DEPENDENCYPART_SIBL
(13,16),(13,23),0.0183246 # DEPENDENCYPART_SIBL
(13,17),(13,18),0.0993798 # DEPENDENCYPART_SIBL
(13,17),(13,20),0.00882949 # DEPENDENCYPART_SIBL
(13,17),(13,21),0.0288234 # DEPENDENCYPART_SIBL
(13,17),(13,22),0.05227 # DEPENDENCYPART_SIBL
(13,17),(13,23),0.000998316 # DEPENDENCYPART_SIBL
(13,18),(13,20),-0.0117168 # DEPENDENCYPART_SIBL
