# _root_ `` They all went in the wrong direction , '' said Andreas Insam , an investment adviser for the Bank in Liechtenstein 's Frankfurt branch .
#goldHeads=11,4,2,11,4,8,8,5,11,11,0,13,11,13,17,17,13,17,20,18,17,25,22,25,21,11,
#predictedHeads=11,4,4,11,4,8,8,5,11,11,0,13,11,13,17,17,13,17,20,25,20,21,20,25,18,11,
(4,5),(5,10),-0.0681684 # DEPENDENCYPART_GRANDPAR
(4,5),(5,11),0.0198342 # DEPENDENCYPART_GRANDPAR
(4,5),(5,13),0.111807 # DEPENDENCYPART_GRANDPAR
(4,5),(5,14),-0.661001 # DEPENDENCYPART_GRANDPAR
(4,5),(5,17),-0.232822 # DEPENDENCYPART_GRANDPAR
(4,7),(7,1),-0.66443 # DEPENDENCYPART_GRANDPAR
(4,7),(7,2),-0.260223 # DEPENDENCYPART_GRANDPAR
(4,7),(7,3),-0.188966 # DEPENDENCYPART_GRANDPAR
(4,7),(7,6),-0.510136 # DEPENDENCYPART_GRANDPAR
(4,7),(7,9),-0.594163 # DEPENDENCYPART_GRANDPAR
(4,7),(7,10),-0.231146 # DEPENDENCYPART_GRANDPAR
(4,7),(7,14),-0.744922 # DEPENDENCYPART_GRANDPAR
(4,8),(8,1),-0.741292 # DEPENDENCYPART_GRANDPAR
(4,8),(8,2),-0.288382 # DEPENDENCYPART_GRANDPAR
(4,8),(8,3),-0.373173 # DEPENDENCYPART_GRANDPAR
(4,8),(8,4),-0.690517 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,8),(8,6),-0.395899 # DEPENDENCYPART_GRANDPAR
(4,8),(8,7),-0.336984 # DEPENDENCYPART_GRANDPAR
(4,8),(8,9),-0.546705 # DEPENDENCYPART_GRANDPAR
(4,8),(8,10),-0.139487 # DEPENDENCYPART_GRANDPAR
(4,8),(8,11),0.0945544 # DEPENDENCYPART_GRANDPAR
(4,8),(8,12),-0.332071 # DEPENDENCYPART_GRANDPAR
(4,8),(8,13),-0.200782 # DEPENDENCYPART_GRANDPAR
(4,8),(8,14),-0.697464 # DEPENDENCYPART_GRANDPAR
(4,8),(8,17),-0.440505 # DEPENDENCYPART_GRANDPAR
(4,8),(8,18),-0.119442 # DEPENDENCYPART_GRANDPAR
(4,8),(8,20),-0.216873 # DEPENDENCYPART_GRANDPAR
(4,8),(8,25),-0.511606 # DEPENDENCYPART_GRANDPAR
(4,10),(10,3),-0.203568 # DEPENDENCYPART_GRANDPAR
(4,10),(10,4),-0.910105 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,10),(10,8),-0.159041 # DEPENDENCYPART_GRANDPAR
(4,10),(10,9),-0.520304 # DEPENDENCYPART_GRANDPAR
(4,10),(10,13),-0.335659 # DEPENDENCYPART_GRANDPAR
(4,11),(11,1),-0.664588 # DEPENDENCYPART_GRANDPAR
(4,11),(11,2),-0.307577 # DEPENDENCYPART_GRANDPAR
(4,11),(11,3),-0.216022 # DEPENDENCYPART_GRANDPAR
(4,11),(11,4),-1.04859 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,11),(11,5),0.125299 # DEPENDENCYPART_GRANDPAR
(4,11),(11,6),-0.715813 # DEPENDENCYPART_GRANDPAR
(4,11),(11,7),-0.593607 # DEPENDENCYPART_GRANDPAR
(4,11),(11,8),-0.139386 # DEPENDENCYPART_GRANDPAR
(4,11),(11,9),-0.787652 # DEPENDENCYPART_GRANDPAR
(4,11),(11,10),-0.279191 # DEPENDENCYPART_GRANDPAR
(4,11),(11,12),-0.424597 # DEPENDENCYPART_GRANDPAR
(4,11),(11,13),-0.293308 # DEPENDENCYPART_GRANDPAR
(4,11),(11,14),-0.528906 # DEPENDENCYPART_GRANDPAR
(4,11),(11,17),-0.431749 # DEPENDENCYPART_GRANDPAR
(4,11),(11,18),-0.19858 # DEPENDENCYPART_GRANDPAR
(4,11),(11,20),-0.379063 # DEPENDENCYPART_GRANDPAR
(4,11),(11,21),-0.896298 # DEPENDENCYPART_GRANDPAR
(4,11),(11,23),-1.26304 # DEPENDENCYPART_GRANDPAR
(4,11),(11,26),-1.29993 # DEPENDENCYPART_GRANDPAR
(4,13),(13,1),-0.7648 # DEPENDENCYPART_GRANDPAR
(4,13),(13,2),-0.377823 # DEPENDENCYPART_GRANDPAR
(4,13),(13,3),-0.285766 # DEPENDENCYPART_GRANDPAR
(4,13),(13,4),-0.748066 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,13),(13,6),-0.23227 # DEPENDENCYPART_GRANDPAR
(4,13),(13,7),-0.280826 # DEPENDENCYPART_GRANDPAR
(4,13),(13,8),0.0680348 # DEPENDENCYPART_GRANDPAR
(4,13),(13,9),-0.320926 # DEPENDENCYPART_GRANDPAR
(4,13),(13,10),-0.0628997 # DEPENDENCYPART_GRANDPAR
(4,13),(13,11),0.191385 # DEPENDENCYPART_GRANDPAR
(4,13),(13,12),-0.290296 # DEPENDENCYPART_GRANDPAR
(4,13),(13,14),-0.760652 # DEPENDENCYPART_GRANDPAR
(4,13),(13,15),-0.542618 # DEPENDENCYPART_GRANDPAR
(4,13),(13,16),-0.756823 # DEPENDENCYPART_GRANDPAR
(4,13),(13,17),-0.503549 # DEPENDENCYPART_GRANDPAR
(4,13),(13,18),-0.216117 # DEPENDENCYPART_GRANDPAR
(4,13),(13,19),-0.71184 # DEPENDENCYPART_GRANDPAR
(4,13),(13,20),-0.277537 # DEPENDENCYPART_GRANDPAR
(4,13),(13,21),-0.937764 # DEPENDENCYPART_GRANDPAR
(4,13),(13,23),-1.49461 # DEPENDENCYPART_GRANDPAR
(4,13),(13,25),-0.583959 # DEPENDENCYPART_GRANDPAR
(4,17),(17,1),-0.741726 # DEPENDENCYPART_GRANDPAR
(4,17),(17,2),-0.288696 # DEPENDENCYPART_GRANDPAR
(4,17),(17,3),-0.37349 # DEPENDENCYPART_GRANDPAR
(4,17),(17,4),-0.665566 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,17),(17,6),-0.380266 # DEPENDENCYPART_GRANDPAR
(4,17),(17,7),-0.305851 # DEPENDENCYPART_GRANDPAR
(4,17),(17,10),-0.0280557 # DEPENDENCYPART_GRANDPAR
(4,17),(17,12),-0.297707 # DEPENDENCYPART_GRANDPAR
(4,17),(17,13),-0.166309 # DEPENDENCYPART_GRANDPAR
(4,17),(17,14),-0.397044 # DEPENDENCYPART_GRANDPAR
(4,17),(17,15),-0.0695733 # DEPENDENCYPART_GRANDPAR
(4,17),(17,16),-0.635148 # DEPENDENCYPART_GRANDPAR
(4,17),(17,18),-0.145756 # DEPENDENCYPART_GRANDPAR
(4,17),(17,19),-0.564257 # DEPENDENCYPART_GRANDPAR
(4,17),(17,20),-0.218057 # DEPENDENCYPART_GRANDPAR
(4,17),(17,21),-1.00122 # DEPENDENCYPART_GRANDPAR
(4,17),(17,22),-0.624975 # DEPENDENCYPART_GRANDPAR
(4,17),(17,23),-1.51359 # DEPENDENCYPART_GRANDPAR
(4,17),(17,25),-0.517639 # DEPENDENCYPART_GRANDPAR
(4,18),(18,17),-0.311119 # DEPENDENCYPART_GRANDPAR
(4,18),(18,19),-0.624726 # DEPENDENCYPART_GRANDPAR
(4,18),(18,20),-0.0426643 # DEPENDENCYPART_GRANDPAR
(4,18),(18,21),-0.979279 # DEPENDENCYPART_GRANDPAR
(4,18),(18,22),-0.401052 # DEPENDENCYPART_GRANDPAR
(4,18),(18,23),-1.272 # DEPENDENCYPART_GRANDPAR
(4,18),(18,24),-0.291232 # DEPENDENCYPART_GRANDPAR
(4,18),(18,25),-0.365779 # DEPENDENCYPART_GRANDPAR
(4,20),(20,15),-0.288969 # DEPENDENCYPART_GRANDPAR
(4,20),(20,16),-0.625037 # DEPENDENCYPART_GRANDPAR
(4,20),(20,17),-0.292162 # DEPENDENCYPART_GRANDPAR
(4,20),(20,18),-0.0474689 # DEPENDENCYPART_GRANDPAR
(4,20),(20,19),-0.617361 # DEPENDENCYPART_GRANDPAR
(4,20),(20,21),-0.973062 # DEPENDENCYPART_GRANDPAR
(4,20),(20,22),-0.618191 # DEPENDENCYPART_GRANDPAR
(4,20),(20,23),-1.53791 # DEPENDENCYPART_GRANDPAR
(4,20),(20,24),-0.538517 # DEPENDENCYPART_GRANDPAR
(4,20),(20,25),-0.609655 # DEPENDENCYPART_GRANDPAR
(4,21),(21,18),-0.190329 # DEPENDENCYPART_GRANDPAR
(4,21),(21,19),-0.86071 # DEPENDENCYPART_GRANDPAR
(4,21),(21,22),-0.311234 # DEPENDENCYPART_GRANDPAR
(4,21),(21,23),-1.22974 # DEPENDENCYPART_GRANDPAR
(4,21),(21,24),-0.180444 # DEPENDENCYPART_GRANDPAR
(4,21),(21,25),-0.295095 # DEPENDENCYPART_GRANDPAR
(4,25),(25,1),-0.741294 # DEPENDENCYPART_GRANDPAR
(4,25),(25,15),-0.0787802 # DEPENDENCYPART_GRANDPAR
(4,25),(25,18),0.00584321 # DEPENDENCYPART_GRANDPAR
(4,25),(25,19),-0.66252 # DEPENDENCYPART_GRANDPAR
(4,25),(25,20),-0.259719 # DEPENDENCYPART_GRANDPAR
(4,25),(25,21),-0.74654 # DEPENDENCYPART_GRANDPAR
(4,25),(25,22),-0.592952 # DEPENDENCYPART_GRANDPAR
(4,25),(25,23),-1.0514 # DEPENDENCYPART_GRANDPAR
(4,25),(25,24),-0.504426 # DEPENDENCYPART_GRANDPAR
(5,1),(1,2),-0.483742 # DEPENDENCYPART_GRANDPAR
(5,1),(1,3),-0.636903 # DEPENDENCYPART_GRANDPAR
(5,1),(1,4),-0.289183 # DEPENDENCYPART_GRANDPAR
(5,2),(2,1),-0.656089 # DEPENDENCYPART_GRANDPAR
(5,2),(2,3),-0.452192 # DEPENDENCYPART_GRANDPAR
(5,2),(2,4),-0.288024 # DEPENDENCYPART_GRANDPAR
(5,2),(2,5),-1.4532 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,2),(2,8),-0.639094 # DEPENDENCYPART_GRANDPAR
(5,2),(2,9),-0.898543 # DEPENDENCYPART_GRANDPAR
(5,2),(2,10),-0.823686 # DEPENDENCYPART_GRANDPAR
(5,2),(2,11),-0.706579 # DEPENDENCYPART_GRANDPAR
(5,2),(2,13),-1.01838 # DEPENDENCYPART_GRANDPAR
(5,2),(2,14),-0.864282 # DEPENDENCYPART_GRANDPAR
(5,2),(2,17),-1.1403 # DEPENDENCYPART_GRANDPAR
(5,3),(3,1),-0.676216 # DEPENDENCYPART_GRANDPAR
(5,3),(3,2),-0.471687 # DEPENDENCYPART_GRANDPAR
(5,3),(3,4),-0.230772 # DEPENDENCYPART_GRANDPAR
(5,3),(3,5),-1.50509 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,3),(3,9),-0.901848 # DEPENDENCYPART_GRANDPAR
(5,3),(3,11),-0.73619 # DEPENDENCYPART_GRANDPAR
(5,4),(4,1),-0.582568 # DEPENDENCYPART_GRANDPAR
(5,4),(4,2),-0.338976 # DEPENDENCYPART_GRANDPAR
(5,4),(4,3),-0.351499 # DEPENDENCYPART_GRANDPAR
(5,4),(4,5),-1.54107 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,4),(4,6),0.17246 # DEPENDENCYPART_GRANDPAR
(5,4),(4,7),-0.612714 # DEPENDENCYPART_GRANDPAR
(5,4),(4,8),-0.659837 # DEPENDENCYPART_GRANDPAR
(5,4),(4,9),-0.924647 # DEPENDENCYPART_GRANDPAR
(5,4),(4,10),-0.816538 # DEPENDENCYPART_GRANDPAR
(5,4),(4,11),-0.756353 # DEPENDENCYPART_GRANDPAR
(5,4),(4,13),-1.05493 # DEPENDENCYPART_GRANDPAR
(5,4),(4,14),-0.890386 # DEPENDENCYPART_GRANDPAR
(5,4),(4,17),-1.16113 # DEPENDENCYPART_GRANDPAR
(5,4),(4,18),-1.76722 # DEPENDENCYPART_GRANDPAR
(5,4),(4,20),-1.64453 # DEPENDENCYPART_GRANDPAR
(5,4),(4,21),-0.847817 # DEPENDENCYPART_GRANDPAR
(5,4),(4,25),-1.28977 # DEPENDENCYPART_GRANDPAR
(5,4),(4,26),-1.6153 # DEPENDENCYPART_GRANDPAR
(5,7),(7,1),-1.09613 # DEPENDENCYPART_GRANDPAR
(5,7),(7,2),-1.0064 # DEPENDENCYPART_GRANDPAR
(5,7),(7,3),-1.06953 # DEPENDENCYPART_GRANDPAR
(5,7),(7,6),0.939991 # DEPENDENCYPART_GRANDPAR
(5,7),(7,9),-0.284777 # DEPENDENCYPART_GRANDPAR
(5,7),(7,10),-0.343272 # DEPENDENCYPART_GRANDPAR
(5,7),(7,14),-0.250516 # DEPENDENCYPART_GRANDPAR
(5,8),(8,1),-1.20768 # DEPENDENCYPART_GRANDPAR
(5,8),(8,2),-1.07554 # DEPENDENCYPART_GRANDPAR
(5,8),(8,3),-1.29046 # DEPENDENCYPART_GRANDPAR
(5,8),(8,4),-0.910606 # DEPENDENCYPART_GRANDPAR
(5,8),(8,6),1.12711 # DEPENDENCYPART_GRANDPAR
(5,8),(8,7),0.346754 # DEPENDENCYPART_GRANDPAR
(5,8),(8,9),-0.531935 # DEPENDENCYPART_GRANDPAR
(5,8),(8,10),-0.361579 # DEPENDENCYPART_GRANDPAR
(5,8),(8,11),-0.260101 # DEPENDENCYPART_GRANDPAR
(5,8),(8,12),-0.679831 # DEPENDENCYPART_GRANDPAR
(5,8),(8,13),-0.431747 # DEPENDENCYPART_GRANDPAR
(5,8),(8,14),-0.497674 # DEPENDENCYPART_GRANDPAR
(5,8),(8,17),-0.490831 # DEPENDENCYPART_GRANDPAR
(5,8),(8,18),-1.22659 # DEPENDENCYPART_GRANDPAR
(5,8),(8,20),-1.0402 # DEPENDENCYPART_GRANDPAR
(5,8),(8,25),-0.619394 # DEPENDENCYPART_GRANDPAR
(5,10),(10,3),-1.00589 # DEPENDENCYPART_GRANDPAR
(5,10),(10,4),-0.765803 # DEPENDENCYPART_GRANDPAR
(5,10),(10,8),0.0744832 # DEPENDENCYPART_GRANDPAR
(5,10),(10,9),-0.174801 # DEPENDENCYPART_GRANDPAR
(5,10),(10,13),-0.427183 # DEPENDENCYPART_GRANDPAR
(5,11),(11,1),-1.06209 # DEPENDENCYPART_GRANDPAR
(5,11),(11,2),-1.00422 # DEPENDENCYPART_GRANDPAR
(5,11),(11,3),-1.05899 # DEPENDENCYPART_GRANDPAR
(5,11),(11,4),-0.818105 # DEPENDENCYPART_GRANDPAR
(5,11),(11,5),-0.974943 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,11),(11,6),0.486857 # DEPENDENCYPART_GRANDPAR
(5,11),(11,7),-0.171287 # DEPENDENCYPART_GRANDPAR
(5,11),(11,8),-0.179546 # DEPENDENCYPART_GRANDPAR
(5,11),(11,9),-0.640924 # DEPENDENCYPART_GRANDPAR
(5,11),(11,10),-0.646379 # DEPENDENCYPART_GRANDPAR
(5,11),(11,12),-0.641032 # DEPENDENCYPART_GRANDPAR
(5,11),(11,13),-0.392949 # DEPENDENCYPART_GRANDPAR
(5,11),(11,14),-0.166977 # DEPENDENCYPART_GRANDPAR
(5,11),(11,17),-0.363631 # DEPENDENCYPART_GRANDPAR
(5,11),(11,18),-1.06106 # DEPENDENCYPART_GRANDPAR
(5,11),(11,20),-1.06333 # DEPENDENCYPART_GRANDPAR
(5,11),(11,21),-0.0984306 # DEPENDENCYPART_GRANDPAR
(5,11),(11,23),-2.34846 # DEPENDENCYPART_GRANDPAR
(5,11),(11,26),-1.31746 # DEPENDENCYPART_GRANDPAR
(5,13),(13,1),-1.06559 # DEPENDENCYPART_GRANDPAR
(5,13),(13,2),-0.972663 # DEPENDENCYPART_GRANDPAR
(5,13),(13,3),-1.02969 # DEPENDENCYPART_GRANDPAR
(5,13),(13,4),-0.789622 # DEPENDENCYPART_GRANDPAR
(5,13),(13,6),1.06199 # DEPENDENCYPART_GRANDPAR
(5,13),(13,7),0.353828 # DEPENDENCYPART_GRANDPAR
(5,13),(13,8),0.287665 # DEPENDENCYPART_GRANDPAR
(5,13),(13,9),-0.188182 # DEPENDENCYPART_GRANDPAR
(5,13),(13,10),-0.159647 # DEPENDENCYPART_GRANDPAR
(5,13),(13,11),-0.0173188 # DEPENDENCYPART_GRANDPAR
(5,13),(13,12),-0.438163 # DEPENDENCYPART_GRANDPAR
(5,13),(13,14),-0.192334 # DEPENDENCYPART_GRANDPAR
(5,13),(13,15),-0.649443 # DEPENDENCYPART_GRANDPAR
(5,13),(13,16),-1.08337 # DEPENDENCYPART_GRANDPAR
(5,13),(13,17),-0.465252 # DEPENDENCYPART_GRANDPAR
(5,13),(13,18),-1.17995 # DEPENDENCYPART_GRANDPAR
(5,13),(13,19),-1.35348 # DEPENDENCYPART_GRANDPAR
(5,13),(13,20),-1.01663 # DEPENDENCYPART_GRANDPAR
(5,13),(13,21),-0.157026 # DEPENDENCYPART_GRANDPAR
(5,13),(13,23),-2.58623 # DEPENDENCYPART_GRANDPAR
(5,13),(13,25),-0.611172 # DEPENDENCYPART_GRANDPAR
(5,17),(17,1),-1.20784 # DEPENDENCYPART_GRANDPAR
(5,17),(17,2),-1.07564 # DEPENDENCYPART_GRANDPAR
(5,17),(17,3),-1.29056 # DEPENDENCYPART_GRANDPAR
(5,17),(17,4),-0.910709 # DEPENDENCYPART_GRANDPAR
(5,17),(17,6),1.05671 # DEPENDENCYPART_GRANDPAR
(5,17),(17,7),0.300617 # DEPENDENCYPART_GRANDPAR
(5,17),(17,10),-0.18884 # DEPENDENCYPART_GRANDPAR
(5,17),(17,12),-0.438502 # DEPENDENCYPART_GRANDPAR
(5,17),(17,13),-0.191771 # DEPENDENCYPART_GRANDPAR
(5,17),(17,14),-0.147193 # DEPENDENCYPART_GRANDPAR
(5,17),(17,15),-0.358127 # DEPENDENCYPART_GRANDPAR
(5,17),(17,16),-0.715407 # DEPENDENCYPART_GRANDPAR
(5,17),(17,18),-1.1802 # DEPENDENCYPART_GRANDPAR
(5,17),(17,19),-1.33024 # DEPENDENCYPART_GRANDPAR
(5,17),(17,20),-1.00277 # DEPENDENCYPART_GRANDPAR
(5,17),(17,21),-0.291838 # DEPENDENCYPART_GRANDPAR
(5,17),(17,22),-1.10278 # DEPENDENCYPART_GRANDPAR
(5,17),(17,23),-2.64429 # DEPENDENCYPART_GRANDPAR
(5,17),(17,25),-0.584403 # DEPENDENCYPART_GRANDPAR
(7,1),(1,2),-0.468849 # DEPENDENCYPART_GRANDPAR
(7,1),(1,3),-0.532815 # DEPENDENCYPART_GRANDPAR
(7,1),(1,4),-0.403849 # DEPENDENCYPART_GRANDPAR
(7,2),(2,1),-0.504375 # DEPENDENCYPART_GRANDPAR
(7,2),(2,3),-0.40385 # DEPENDENCYPART_GRANDPAR
(7,2),(2,4),-0.434855 # DEPENDENCYPART_GRANDPAR
(7,2),(2,5),-0.329609 # DEPENDENCYPART_GRANDPAR
(7,2),(2,8),-0.363232 # DEPENDENCYPART_GRANDPAR
(7,2),(2,9),-1.07973 # DEPENDENCYPART_GRANDPAR
(7,2),(2,10),-0.840139 # DEPENDENCYPART_GRANDPAR
(7,2),(2,11),-0.959459 # DEPENDENCYPART_GRANDPAR
(7,2),(2,13),-0.841436 # DEPENDENCYPART_GRANDPAR
(7,2),(2,14),-1.10035 # DEPENDENCYPART_GRANDPAR
(7,2),(2,17),-1.06083 # DEPENDENCYPART_GRANDPAR
(7,3),(3,1),-0.528503 # DEPENDENCYPART_GRANDPAR
(7,3),(3,2),-0.445383 # DEPENDENCYPART_GRANDPAR
(7,3),(3,4),-0.380815 # DEPENDENCYPART_GRANDPAR
(7,3),(3,5),-0.286091 # DEPENDENCYPART_GRANDPAR
(7,3),(3,9),-1.08269 # DEPENDENCYPART_GRANDPAR
(7,3),(3,11),-0.988825 # DEPENDENCYPART_GRANDPAR
(7,10),(10,3),-0.96783 # DEPENDENCYPART_GRANDPAR
(7,10),(10,4),-0.869735 # DEPENDENCYPART_GRANDPAR
(7,10),(10,8),0.0010507 # DEPENDENCYPART_GRANDPAR
(7,10),(10,9),-0.64999 # DEPENDENCYPART_GRANDPAR
(7,10),(10,13),-0.404052 # DEPENDENCYPART_GRANDPAR
(8,1),(1,2),-0.0353605 # DEPENDENCYPART_GRANDPAR
(8,1),(1,3),-0.505883 # DEPENDENCYPART_GRANDPAR
(8,1),(1,4),-0.120434 # DEPENDENCYPART_GRANDPAR
(8,2),(2,1),-0.385034 # DEPENDENCYPART_GRANDPAR
(8,2),(2,3),-0.392627 # DEPENDENCYPART_GRANDPAR
(8,2),(2,4),-0.167718 # DEPENDENCYPART_GRANDPAR
(8,2),(2,5),-0.203135 # DEPENDENCYPART_GRANDPAR
(8,2),(2,8),-1.04378 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,2),(2,9),-0.799702 # DEPENDENCYPART_GRANDPAR
(8,2),(2,10),-0.717927 # DEPENDENCYPART_GRANDPAR
(8,2),(2,11),-0.565269 # DEPENDENCYPART_GRANDPAR
(8,2),(2,13),-0.600523 # DEPENDENCYPART_GRANDPAR
(8,2),(2,14),-0.832945 # DEPENDENCYPART_GRANDPAR
(8,2),(2,17),-0.796224 # DEPENDENCYPART_GRANDPAR
(8,3),(3,1),-0.397845 # DEPENDENCYPART_GRANDPAR
(8,3),(3,2),0.0229264 # DEPENDENCYPART_GRANDPAR
(8,3),(3,4),-0.105547 # DEPENDENCYPART_GRANDPAR
(8,3),(3,5),-0.118885 # DEPENDENCYPART_GRANDPAR
(8,3),(3,9),-0.847938 # DEPENDENCYPART_GRANDPAR
(8,3),(3,11),-0.644695 # DEPENDENCYPART_GRANDPAR
(8,4),(4,1),-0.277177 # DEPENDENCYPART_GRANDPAR
(8,4),(4,2),0.0515846 # DEPENDENCYPART_GRANDPAR
(8,4),(4,3),-0.411898 # DEPENDENCYPART_GRANDPAR
(8,4),(4,5),0.0677773 # DEPENDENCYPART_GRANDPAR
(8,4),(4,6),-0.0891983 # DEPENDENCYPART_GRANDPAR
(8,4),(4,7),0.19952 # DEPENDENCYPART_GRANDPAR
(8,4),(4,8),-1.03336 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,4),(4,9),-0.795055 # DEPENDENCYPART_GRANDPAR
(8,4),(4,10),-0.68282 # DEPENDENCYPART_GRANDPAR
(8,4),(4,11),-0.587126 # DEPENDENCYPART_GRANDPAR
(8,4),(4,13),-0.612195 # DEPENDENCYPART_GRANDPAR
(8,4),(4,14),-0.828298 # DEPENDENCYPART_GRANDPAR
(8,4),(4,17),-0.785889 # DEPENDENCYPART_GRANDPAR
(8,4),(4,18),-1.01716 # DEPENDENCYPART_GRANDPAR
(8,4),(4,20),-0.90804 # DEPENDENCYPART_GRANDPAR
(8,4),(4,21),-0.914119 # DEPENDENCYPART_GRANDPAR
(8,4),(4,25),-0.856257 # DEPENDENCYPART_GRANDPAR
(8,4),(4,26),-1.34075 # DEPENDENCYPART_GRANDPAR
(8,7),(7,1),-0.304462 # DEPENDENCYPART_GRANDPAR
(8,7),(7,2),-0.0296401 # DEPENDENCYPART_GRANDPAR
(8,7),(7,3),-0.432704 # DEPENDENCYPART_GRANDPAR
(8,7),(7,6),-0.121805 # DEPENDENCYPART_GRANDPAR
(8,7),(7,9),-0.848385 # DEPENDENCYPART_GRANDPAR
(8,7),(7,10),-0.763464 # DEPENDENCYPART_GRANDPAR
(8,7),(7,14),-0.881628 # DEPENDENCYPART_GRANDPAR
(8,10),(10,3),-0.904583 # DEPENDENCYPART_GRANDPAR
(8,10),(10,4),-0.589522 # DEPENDENCYPART_GRANDPAR
(8,10),(10,8),-0.66484 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,10),(10,9),-0.298034 # DEPENDENCYPART_GRANDPAR
(8,10),(10,13),-0.140484 # DEPENDENCYPART_GRANDPAR
(8,11),(11,1),-0.819116 # DEPENDENCYPART_GRANDPAR
(8,11),(11,2),-0.4889 # DEPENDENCYPART_GRANDPAR
(8,11),(11,3),-0.924398 # DEPENDENCYPART_GRANDPAR
(8,11),(11,4),-0.607791 # DEPENDENCYPART_GRANDPAR
(8,11),(11,5),-0.84635 # DEPENDENCYPART_GRANDPAR
(8,11),(11,6),-0.584064 # DEPENDENCYPART_GRANDPAR
(8,11),(11,7),-0.385255 # DEPENDENCYPART_GRANDPAR
(8,11),(11,8),-0.474246 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,11),(11,9),-0.293843 # DEPENDENCYPART_GRANDPAR
(8,11),(11,10),-0.254908 # DEPENDENCYPART_GRANDPAR
(8,11),(11,12),-0.097074 # DEPENDENCYPART_GRANDPAR
(8,11),(11,13),-0.0578071 # DEPENDENCYPART_GRANDPAR
(8,11),(11,14),-0.217178 # DEPENDENCYPART_GRANDPAR
(8,11),(11,17),-0.219606 # DEPENDENCYPART_GRANDPAR
(8,11),(11,18),-0.19043 # DEPENDENCYPART_GRANDPAR
(8,11),(11,20),-0.369283 # DEPENDENCYPART_GRANDPAR
(8,11),(11,21),-0.0469399 # DEPENDENCYPART_GRANDPAR
(8,11),(11,23),-0.778949 # DEPENDENCYPART_GRANDPAR
(8,11),(11,26),-1.04127 # DEPENDENCYPART_GRANDPAR
(8,12),(12,10),-0.199046 # DEPENDENCYPART_GRANDPAR
(8,12),(12,13),0.0526357 # DEPENDENCYPART_GRANDPAR
(8,12),(12,14),-0.1293 # DEPENDENCYPART_GRANDPAR
(8,12),(12,16),-0.462474 # DEPENDENCYPART_GRANDPAR
(8,12),(12,17),-0.247385 # DEPENDENCYPART_GRANDPAR
(8,13),(13,1),-0.868753 # DEPENDENCYPART_GRANDPAR
(8,13),(13,2),-0.503292 # DEPENDENCYPART_GRANDPAR
(8,13),(13,3),-0.940753 # DEPENDENCYPART_GRANDPAR
(8,13),(13,4),-0.626225 # DEPENDENCYPART_GRANDPAR
(8,13),(13,6),-0.60432 # DEPENDENCYPART_GRANDPAR
(8,13),(13,7),-0.409063 # DEPENDENCYPART_GRANDPAR
(8,13),(13,8),-0.566916 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,13),(13,9),-0.209355 # DEPENDENCYPART_GRANDPAR
(8,13),(13,10),-0.199045 # DEPENDENCYPART_GRANDPAR
(8,13),(13,11),-0.00913116 # DEPENDENCYPART_GRANDPAR
(8,13),(13,12),0.0310425 # DEPENDENCYPART_GRANDPAR
(8,13),(13,14),-0.131156 # DEPENDENCYPART_GRANDPAR
(8,13),(13,15),-0.223049 # DEPENDENCYPART_GRANDPAR
(8,13),(13,16),-0.463305 # DEPENDENCYPART_GRANDPAR
(8,13),(13,17),-0.248216 # DEPENDENCYPART_GRANDPAR
(8,13),(13,18),-0.296798 # DEPENDENCYPART_GRANDPAR
(8,13),(13,19),-0.432135 # DEPENDENCYPART_GRANDPAR
(8,13),(13,20),-0.268165 # DEPENDENCYPART_GRANDPAR
(8,13),(13,21),-0.142319 # DEPENDENCYPART_GRANDPAR
(8,13),(13,23),-0.857584 # DEPENDENCYPART_GRANDPAR
(8,13),(13,25),-0.327797 # DEPENDENCYPART_GRANDPAR
(8,17),(17,1),-0.954802 # DEPENDENCYPART_GRANDPAR
(8,17),(17,2),-0.550491 # DEPENDENCYPART_GRANDPAR
(8,17),(17,3),-1.13311 # DEPENDENCYPART_GRANDPAR
(8,17),(17,4),-0.693188 # DEPENDENCYPART_GRANDPAR
(8,17),(17,6),-0.819245 # DEPENDENCYPART_GRANDPAR
(8,17),(17,7),-0.493328 # DEPENDENCYPART_GRANDPAR
(8,17),(17,10),-0.260015 # DEPENDENCYPART_GRANDPAR
(8,17),(17,12),-0.12762 # DEPENDENCYPART_GRANDPAR
(8,17),(17,13),-0.0882333 # DEPENDENCYPART_GRANDPAR
