# _root_ UNC also is selling new parts , if needed , directly to the military instead of through a prime contractor .
#goldHeads=3,3,0,3,6,4,4,9,4,4,4,4,14,12,16,4,16,20,20,17,3,
#predictedHeads=3,3,0,3,6,4,4,9,4,9,9,11,14,12,16,14,16,20,20,17,3,
(4,11),(4,15),0.00980473 # DEPENDENCYPART_SIBL
(4,11),(4,16),0.0405247 # DEPENDENCYPART_SIBL
(4,11),(4,17),0.0617261 # DEPENDENCYPART_SIBL
(4,11),(4,21),-0.0266206 # DEPENDENCYPART_SIBL
(4,12),(4,14),-0.0263253 # DEPENDENCYPART_SIBL
(4,12),(4,15),-0.000719869 # DEPENDENCYPART_SIBL
(4,12),(4,16),-0.000599926 # DEPENDENCYPART_SIBL
(4,12),(4,17),0.0460627 # DEPENDENCYPART_SIBL
(4,12),(4,21),-0.0112339 # DEPENDENCYPART_SIBL
(4,14),(4,15),-0.0217623 # DEPENDENCYPART_SIBL
(4,14),(4,16),0.0259969 # DEPENDENCYPART_SIBL
(4,14),(4,17),0.0486534 # DEPENDENCYPART_SIBL
(4,14),(4,21),-0.0163614 # DEPENDENCYPART_SIBL
(4,15),(4,16),0.000905588 # DEPENDENCYPART_SIBL
(4,15),(4,17),0.0307936 # DEPENDENCYPART_SIBL
(4,15),(4,21),-0.0290437 # DEPENDENCYPART_SIBL
(4,16),(4,17),-0.06855 # DEPENDENCYPART_SIBL
(4,16),(4,21),-0.0344381 # DEPENDENCYPART_SIBL
(4,17),(4,21),-0.00342491 # DEPENDENCYPART_SIBL
(5,1),(5,2),0.0470468 # DEPENDENCYPART_SIBL
(5,1),(5,4),0.0387378 # DEPENDENCYPART_SIBL
(5,1),(5,6),0.00495022 # DEPENDENCYPART_SIBL
(5,1),(5,7),0.031782 # DEPENDENCYPART_SIBL
(5,1),(5,8),-0.0434276 # DEPENDENCYPART_SIBL
(5,1),(5,9),-0.02124 # DEPENDENCYPART_SIBL
(5,2),(5,4),0.029239 # DEPENDENCYPART_SIBL
(5,2),(5,6),0.000522663 # DEPENDENCYPART_SIBL
(5,2),(5,7),0.0718024 # DEPENDENCYPART_SIBL
(5,2),(5,8),-0.0166361 # DEPENDENCYPART_SIBL
(5,2),(5,9),0.0459922 # DEPENDENCYPART_SIBL
(5,4),(5,6),-0.0290918 # DEPENDENCYPART_SIBL
(5,4),(5,7),0.080769 # DEPENDENCYPART_SIBL
(5,4),(5,8),0.0176217 # DEPENDENCYPART_SIBL
(5,4),(5,9),0.0781862 # DEPENDENCYPART_SIBL
(5,6),(5,7),0.0029332 # DEPENDENCYPART_SIBL
(5,6),(5,8),-0.0384404 # DEPENDENCYPART_SIBL
(5,6),(5,9),-0.00245853 # DEPENDENCYPART_SIBL
(5,7),(5,8),-0.00982729 # DEPENDENCYPART_SIBL
(5,7),(5,9),0.0339952 # DEPENDENCYPART_SIBL
(5,8),(5,9),-0.00969164 # DEPENDENCYPART_SIBL
(6,1),(6,2),0.00500165 # DEPENDENCYPART_SIBL
(6,1),(6,3),0.0121622 # DEPENDENCYPART_SIBL
(6,1),(6,4),0.0259226 # DEPENDENCYPART_SIBL
(6,1),(6,5),-0.021973 # DEPENDENCYPART_SIBL
(6,1),(6,7),0.071357 # DEPENDENCYPART_SIBL
(6,1),(6,8),-0.0754842 # DEPENDENCYPART_SIBL
(6,1),(6,9),0.0140537 # DEPENDENCYPART_SIBL
(6,1),(6,10),0.071357 # DEPENDENCYPART_SIBL
(6,1),(6,11),0.00330409 # DEPENDENCYPART_SIBL
(6,1),(6,12),-0.0773784 # DEPENDENCYPART_SIBL
(6,1),(6,13),-0.0940064 # DEPENDENCYPART_SIBL
(6,1),(6,14),0.00522993 # DEPENDENCYPART_SIBL
(6,1),(6,15),-0.00927916 # DEPENDENCYPART_SIBL
(6,1),(6,16),0.0276306 # DEPENDENCYPART_SIBL
(6,1),(6,20),0.029742 # DEPENDENCYPART_SIBL
(6,2),(6,3),0.00838592 # DEPENDENCYPART_SIBL
(6,2),(6,4),-0.00490687 # DEPENDENCYPART_SIBL
(6,2),(6,5),-0.04428 # DEPENDENCYPART_SIBL
(6,2),(6,7),-0.0140903 # DEPENDENCYPART_SIBL
(6,2),(6,8),-0.106241 # DEPENDENCYPART_SIBL
(6,2),(6,9),0.0062194 # DEPENDENCYPART_SIBL
(6,2),(6,10),-0.0140903 # DEPENDENCYPART_SIBL
(6,2),(6,11),-0.0146596 # DEPENDENCYPART_SIBL
(6,2),(6,12),-0.0432098 # DEPENDENCYPART_SIBL
(6,2),(6,13),-0.0863531 # DEPENDENCYPART_SIBL
(6,2),(6,14),-0.013855 # DEPENDENCYPART_SIBL
(6,2),(6,15),-0.0199073 # DEPENDENCYPART_SIBL
(6,2),(6,16),-0.0136805 # DEPENDENCYPART_SIBL
(6,2),(6,20),0.0126461 # DEPENDENCYPART_SIBL
(6,3),(6,4),0.00949337 # DEPENDENCYPART_SIBL
(6,3),(6,5),-0.0154937 # DEPENDENCYPART_SIBL
(6,3),(6,7),0.0193769 # DEPENDENCYPART_SIBL
(6,3),(6,8),-0.0674962 # DEPENDENCYPART_SIBL
(6,3),(6,9),-0.0394187 # DEPENDENCYPART_SIBL
(6,3),(6,10),0.0193769 # DEPENDENCYPART_SIBL
(6,3),(6,11),-0.00431381 # DEPENDENCYPART_SIBL
(6,3),(6,12),-0.00996368 # DEPENDENCYPART_SIBL
(6,3),(6,13),-0.082059 # DEPENDENCYPART_SIBL
(6,3),(6,14),-0.0275534 # DEPENDENCYPART_SIBL
(6,3),(6,15),-0.000545059 # DEPENDENCYPART_SIBL
(6,3),(6,16),-0.024692 # DEPENDENCYPART_SIBL
(6,3),(6,20),0.00463616 # DEPENDENCYPART_SIBL
(6,4),(6,5),-0.0160736 # DEPENDENCYPART_SIBL
(6,4),(6,7),-0.0253015 # DEPENDENCYPART_SIBL
(6,4),(6,8),-0.0881103 # DEPENDENCYPART_SIBL
(6,4),(6,9),-0.0418295 # DEPENDENCYPART_SIBL
(6,4),(6,10),-0.0253015 # DEPENDENCYPART_SIBL
(6,4),(6,11),-0.0309234 # DEPENDENCYPART_SIBL
(6,4),(6,12),-0.0225834 # DEPENDENCYPART_SIBL
(6,4),(6,13),-0.0969946 # DEPENDENCYPART_SIBL
(6,4),(6,14),-0.0463705 # DEPENDENCYPART_SIBL
(6,4),(6,15),-0.0271543 # DEPENDENCYPART_SIBL
(6,4),(6,16),-0.0428674 # DEPENDENCYPART_SIBL
(6,4),(6,20),-0.0143211 # DEPENDENCYPART_SIBL
(6,5),(6,7),0.0480008 # DEPENDENCYPART_SIBL
(6,5),(6,8),-0.0397861 # DEPENDENCYPART_SIBL
(6,5),(6,9),0.0627933 # DEPENDENCYPART_SIBL
(6,5),(6,10),0.0480008 # DEPENDENCYPART_SIBL
(6,5),(6,11),-0.00955474 # DEPENDENCYPART_SIBL
(6,5),(6,12),-0.048136 # DEPENDENCYPART_SIBL
(6,5),(6,13),-0.0757309 # DEPENDENCYPART_SIBL
(6,5),(6,14),0.04515 # DEPENDENCYPART_SIBL
(6,5),(6,15),-0.0143277 # DEPENDENCYPART_SIBL
(6,5),(6,16),-0.0162058 # DEPENDENCYPART_SIBL
(6,5),(6,20),0.000580797 # DEPENDENCYPART_SIBL
(6,7),(6,8),-0.00432909 # DEPENDENCYPART_SIBL
(6,7),(6,9),0.050477 # DEPENDENCYPART_SIBL
(6,7),(6,10),0.0445756 # DEPENDENCYPART_SIBL
(6,7),(6,11),0.0170301 # DEPENDENCYPART_SIBL
(6,7),(6,12),-0.0143903 # DEPENDENCYPART_SIBL
(6,7),(6,13),-0.0100547 # DEPENDENCYPART_SIBL
(6,7),(6,14),0.0371076 # DEPENDENCYPART_SIBL
(6,7),(6,15),0.00412404 # DEPENDENCYPART_SIBL
(6,7),(6,16),0.0251586 # DEPENDENCYPART_SIBL
(6,7),(6,20),0.0682938 # DEPENDENCYPART_SIBL
(6,8),(6,9),-0.0236613 # DEPENDENCYPART_SIBL
(6,8),(6,10),-0.00403003 # DEPENDENCYPART_SIBL
(6,8),(6,11),-0.00969834 # DEPENDENCYPART_SIBL
(6,8),(6,12),0.00606683 # DEPENDENCYPART_SIBL
(6,8),(6,13),-0.0587217 # DEPENDENCYPART_SIBL
(6,8),(6,14),0.00420953 # DEPENDENCYPART_SIBL
(6,8),(6,15),-0.0145798 # DEPENDENCYPART_SIBL
(6,8),(6,16),-0.05442 # DEPENDENCYPART_SIBL
(6,8),(6,20),-0.00794352 # DEPENDENCYPART_SIBL
(6,9),(6,10),0.0332082 # DEPENDENCYPART_SIBL
(6,9),(6,11),-0.00443276 # DEPENDENCYPART_SIBL
(6,9),(6,12),-0.00118516 # DEPENDENCYPART_SIBL
(6,9),(6,13),-0.0141115 # DEPENDENCYPART_SIBL
(6,9),(6,14),0.00541174 # DEPENDENCYPART_SIBL
(6,9),(6,15),-0.00674906 # DEPENDENCYPART_SIBL
(6,9),(6,16),0.000346245 # DEPENDENCYPART_SIBL
(6,9),(6,20),-0.00334287 # DEPENDENCYPART_SIBL
(6,10),(6,11),0.0170301 # DEPENDENCYPART_SIBL
(6,10),(6,12),-0.0143903 # DEPENDENCYPART_SIBL
(6,10),(6,13),-0.0100547 # DEPENDENCYPART_SIBL
(6,10),(6,14),0.0371076 # DEPENDENCYPART_SIBL
(6,10),(6,15),0.00412404 # DEPENDENCYPART_SIBL
(6,10),(6,16),0.0251586 # DEPENDENCYPART_SIBL
(6,10),(6,20),0.0682938 # DEPENDENCYPART_SIBL
(6,11),(6,12),0.005329 # DEPENDENCYPART_SIBL
(6,11),(6,13),-0.0194407 # DEPENDENCYPART_SIBL
(6,11),(6,14),0.0260611 # DEPENDENCYPART_SIBL
(6,11),(6,15),-0.0046793 # DEPENDENCYPART_SIBL
(6,11),(6,16),0.01349 # DEPENDENCYPART_SIBL
(6,11),(6,20),0.0210324 # DEPENDENCYPART_SIBL
(6,12),(6,13),-0.018596 # DEPENDENCYPART_SIBL
(6,12),(6,14),0.00404657 # DEPENDENCYPART_SIBL
(6,12),(6,15),-0.0135586 # DEPENDENCYPART_SIBL
(6,12),(6,16),0.00939704 # DEPENDENCYPART_SIBL
(6,12),(6,20),0.0117616 # DEPENDENCYPART_SIBL
(6,13),(6,14),0.0149052 # DEPENDENCYPART_SIBL
(6,13),(6,15),-0.0261797 # DEPENDENCYPART_SIBL
(6,13),(6,16),-0.0390253 # DEPENDENCYPART_SIBL
(6,13),(6,20),-0.0166591 # DEPENDENCYPART_SIBL
(6,14),(6,15),-0.0242047 # DEPENDENCYPART_SIBL
(6,14),(6,16),0.00924021 # DEPENDENCYPART_SIBL
(6,14),(6,20),-0.0022864 # DEPENDENCYPART_SIBL
(6,15),(6,16),-0.0131201 # DEPENDENCYPART_SIBL
(6,15),(6,20),0.0240672 # DEPENDENCYPART_SIBL
(6,16),(6,20),0.0310366 # DEPENDENCYPART_SIBL
(8,6),(8,7),0.0158588 # DEPENDENCYPART_SIBL
(8,6),(8,9),-0.0351644 # DEPENDENCYPART_SIBL
(8,6),(8,10),0.111294 # DEPENDENCYPART_SIBL
(8,6),(8,11),-0.0411402 # DEPENDENCYPART_SIBL
(8,6),(8,12),0.01071 # DEPENDENCYPART_SIBL
(8,7),(8,9),0.10878 # DEPENDENCYPART_SIBL
(8,7),(8,10),0.977685 # DEPENDENCYPART_SIBL
(8,7),(8,11),0.0559915 # DEPENDENCYPART_SIBL
(8,7),(8,12),0.19627 # DEPENDENCYPART_SIBL
(8,9),(8,10),0.0786779 # DEPENDENCYPART_SIBL
(8,9),(8,11),-0.0173211 # DEPENDENCYPART_SIBL
(8,9),(8,12),-0.0223821 # DEPENDENCYPART_SIBL
(8,10),(8,11),0.0403184 # DEPENDENCYPART_SIBL
(8,10),(8,12),0.0211401 # DEPENDENCYPART_SIBL
(8,11),(8,12),-0.00893432 # DEPENDENCYPART_SIBL
(9,1),(9,3),-0.0376415 # DEPENDENCYPART_SIBL
(9,1),(9,4),-0.00884208 # DEPENDENCYPART_SIBL
(9,1),(9,6),-0.0912949 # DEPENDENCYPART_SIBL
(9,1),(9,7),0.0031743 # DEPENDENCYPART_SIBL
(9,1),(9,8),-0.0387747 # DEPENDENCYPART_SIBL
(9,1),(9,10),-0.00733271 # DEPENDENCYPART_SIBL
(9,1),(9,11),-0.00400317 # DEPENDENCYPART_SIBL
(9,1),(9,12),-0.00761809 # DEPENDENCYPART_SIBL
(9,1),(9,14),-0.0220922 # DEPENDENCYPART_SIBL
(9,1),(9,15),-0.00363239 # DEPENDENCYPART_SIBL
(9,1),(9,16),0.0141048 # DEPENDENCYPART_SIBL
(9,1),(9,17),-0.0186542 # DEPENDENCYPART_SIBL
(9,1),(9,20),-0.00455046 # DEPENDENCYPART_SIBL
(9,1),(9,21),0.0160065 # DEPENDENCYPART_SIBL
(9,3),(9,4),-0.0457665 # DEPENDENCYPART_SIBL
(9,3),(9,6),-0.000982928 # DEPENDENCYPART_SIBL
(9,3),(9,7),0.0421018 # DEPENDENCYPART_SIBL
(9,3),(9,8),0.00267461 # DEPENDENCYPART_SIBL
(9,3),(9,10),-0.0436137 # DEPENDENCYPART_SIBL
(9,3),(9,11),-0.00570301 # DEPENDENCYPART_SIBL
(9,3),(9,12),-0.0858033 # DEPENDENCYPART_SIBL
(9,3),(9,14),-0.0181197 # DEPENDENCYPART_SIBL
(9,3),(9,15),0.0143762 # DEPENDENCYPART_SIBL
(9,3),(9,16),-0.0432114 # DEPENDENCYPART_SIBL
(9,3),(9,17),-0.0492459 # DEPENDENCYPART_SIBL
(9,3),(9,20),0.00379628 # DEPENDENCYPART_SIBL
(9,3),(9,21),0.0498156 # DEPENDENCYPART_SIBL
(9,4),(9,6),-0.0145086 # DEPENDENCYPART_SIBL
(9,4),(9,7),0.0404541 # DEPENDENCYPART_SIBL
(9,4),(9,8),-0.0410394 # DEPENDENCYPART_SIBL
(9,4),(9,10),-0.0653282 # DEPENDENCYPART_SIBL
(9,4),(9,11),-0.00998249 # DEPENDENCYPART_SIBL
(9,4),(9,12),-0.0564768 # DEPENDENCYPART_SIBL
(9,4),(9,14),-0.0236464 # DEPENDENCYPART_SIBL
(9,4),(9,15),0.0100975 # DEPENDENCYPART_SIBL
(9,4),(9,16),-0.010535 # DEPENDENCYPART_SIBL
(9,4),(9,17),-0.0136357 # DEPENDENCYPART_SIBL
(9,4),(9,20),0.00562245 # DEPENDENCYPART_SIBL
(9,4),(9,21),0.0365032 # DEPENDENCYPART_SIBL
(9,6),(9,7),0.00167787 # DEPENDENCYPART_SIBL
(9,6),(9,8),-0.0403462 # DEPENDENCYPART_SIBL
(9,6),(9,10),-0.0260744 # DEPENDENCYPART_SIBL
(9,6),(9,11),-0.00918776 # DEPENDENCYPART_SIBL
(9,6),(9,12),-0.01688 # DEPENDENCYPART_SIBL
(9,6),(9,14),-0.0287598 # DEPENDENCYPART_SIBL
(9,6),(9,15),-0.00881697 # DEPENDENCYPART_SIBL
(9,6),(9,16),0.00682466 # DEPENDENCYPART_SIBL
(9,6),(9,17),-0.0257975 # DEPENDENCYPART_SIBL
(9,6),(9,20),-0.0154449 # DEPENDENCYPART_SIBL
(9,6),(9,21),-0.00698161 # DEPENDENCYPART_SIBL
(9,7),(9,8),0.014297 # DEPENDENCYPART_SIBL
(9,7),(9,10),0.183512 # DEPENDENCYPART_SIBL
(9,7),(9,11),-0.0433582 # DEPENDENCYPART_SIBL
(9,7),(9,12),0.00215237 # DEPENDENCYPART_SIBL
(9,7),(9,14),-0.0187334 # DEPENDENCYPART_SIBL
(9,7),(9,15),-0.0203358 # DEPENDENCYPART_SIBL
(9,7),(9,16),-0.050732 # DEPENDENCYPART_SIBL
(9,7),(9,17),-0.00865754 # DEPENDENCYPART_SIBL
(9,7),(9,20),0.00331266 # DEPENDENCYPART_SIBL
(9,7),(9,21),0.0737 # DEPENDENCYPART_SIBL
(9,8),(9,10),-0.0880389 # DEPENDENCYPART_SIBL
(9,8),(9,11),0.00477885 # DEPENDENCYPART_SIBL
(9,8),(9,12),-0.0582845 # DEPENDENCYPART_SIBL
(9,8),(9,14),-0.0150415 # DEPENDENCYPART_SIBL
(9,8),(9,15),0.0202029 # DEPENDENCYPART_SIBL
(9,8),(9,16),0.00765236 # DEPENDENCYPART_SIBL
(9,8),(9,17),0.0398167 # DEPENDENCYPART_SIBL
(9,8),(9,20),0.0659987 # DEPENDENCYPART_SIBL
(9,8),(9,21),-0.223105 # DEPENDENCYPART_SIBL
(9,10),(9,11),0.0312336 # DEPENDENCYPART_SIBL
(9,10),(9,12),-0.00765206 # DEPENDENCYPART_SIBL
(9,10),(9,14),-0.0160078 # DEPENDENCYPART_SIBL
(9,10),(9,15),0.0153346 # DEPENDENCYPART_SIBL
(9,10),(9,16),0.0775378 # DEPENDENCYPART_SIBL
(9,10),(9,17),-0.00169108 # DEPENDENCYPART_SIBL
(9,10),(9,20),-0.0107219 # DEPENDENCYPART_SIBL
(9,10),(9,21),-0.00607586 # DEPENDENCYPART_SIBL
(9,11),(9,12),0.0305911 # DEPENDENCYPART_SIBL
(9,11),(9,14),0.00988547 # DEPENDENCYPART_SIBL
(9,11),(9,15),0.0136219 # DEPENDENCYPART_SIBL
(9,11),(9,16),0.0234903 # DEPENDENCYPART_SIBL
(9,11),(9,17),0.0445438 # DEPENDENCYPART_SIBL
(9,11),(9,20),-0.0152322 # DEPENDENCYPART_SIBL
(9,11),(9,21),-0.0205544 # DEPENDENCYPART_SIBL
(9,12),(9,14),-0.0326801 # DEPENDENCYPART_SIBL
(9,12),(9,15),-0.0023075 # DEPENDENCYPART_SIBL
(9,12),(9,16),-0.0326342 # DEPENDENCYPART_SIBL
(9,12),(9,17),0.0138803 # DEPENDENCYPART_SIBL
(9,12),(9,20),-0.0288706 # DEPENDENCYPART_SIBL
(9,12),(9,21),-0.0106245 # DEPENDENCYPART_SIBL
(9,14),(9,15),-0.0169776 # DEPENDENCYPART_SIBL
(9,14),(9,16),0.00858072 # DEPENDENCYPART_SIBL
(9,14),(9,17),0.0310301 # DEPENDENCYPART_SIBL
(9,14),(9,20),-0.0366268 # DEPENDENCYPART_SIBL
(9,14),(9,21),-0.00933907 # DEPENDENCYPART_SIBL
(9,15),(9,16),-0.0161288 # DEPENDENCYPART_SIBL
(9,15),(9,17),0.0136114 # DEPENDENCYPART_SIBL
(9,15),(9,20),-0.0278848 # DEPENDENCYPART_SIBL
(9,15),(9,21),-0.0229775 # DEPENDENCYPART_SIBL
(9,16),(9,17),-0.110061 # DEPENDENCYPART_SIBL
(9,16),(9,20),-0.0411069 # DEPENDENCYPART_SIBL
(9,16),(9,21),-0.047823 # DEPENDENCYPART_SIBL
(9,17),(9,20),-0.0200245 # DEPENDENCYPART_SIBL
(9,17),(9,21),-0.0164732 # DEPENDENCYPART_SIBL
(9,20),(9,21),-0.0139897 # DEPENDENCYPART_SIBL
(10,8),(10,11),0.0584572 # DEPENDENCYPART_SIBL
(11,1),(11,4),0.0268894 # DEPENDENCYPART_SIBL
(11,1),(11,5),-0.00921608 # DEPENDENCYPART_SIBL
(11,1),(11,6),-0.0326851 # DEPENDENCYPART_SIBL
(11,1),(11,7),0.0856099 # DEPENDENCYPART_SIBL
(11,1),(11,8),0.0595502 # DEPENDENCYPART_SIBL
(11,1),(11,10),0.0856099 # DEPENDENCYPART_SIBL
(11,1),(11,12),0.000445601 # DEPENDENCYPART_SIBL
(11,1),(11,13),-0.0239952 # DEPENDENCYPART_SIBL
(11,1),(11,14),0.0476758 # DEPENDENCYPART_SIBL
(11,1),(11,15),-0.0161278 # DEPENDENCYPART_SIBL
(11,1),(11,16),0.0478326 # DEPENDENCYPART_SIBL
(11,1),(11,17),0.0142927 # DEPENDENCYPART_SIBL
(11,1),(11,21),-0.0121325 # DEPENDENCYPART_SIBL
(11,4),(11,5),-0.019636 # DEPENDENCYPART_SIBL
(11,4),(11,6),-0.039142 # DEPENDENCYPART_SIBL
(11,4),(11,7),0.045564 # DEPENDENCYPART_SIBL
(11,4),(11,8),0.0163449 # DEPENDENCYPART_SIBL
(11,4),(11,10),0.045564 # DEPENDENCYPART_SIBL
(11,4),(11,12),0.0670166 # DEPENDENCYPART_SIBL
(11,4),(11,13),0.0344162 # DEPENDENCYPART_SIBL
(11,4),(11,14),0.0759562 # DEPENDENCYPART_SIBL
(11,4),(11,15),0.0366877 # DEPENDENCYPART_SIBL
(11,4),(11,16),0.115758 # DEPENDENCYPART_SIBL
(11,4),(11,17),0.113714 # DEPENDENCYPART_SIBL
(11,4),(11,21),0.0457417 # DEPENDENCYPART_SIBL
(11,5),(11,6),0.0136478 # DEPENDENCYPART_SIBL
(11,5),(11,7),0.0576036 # DEPENDENCYPART_SIBL
(11,5),(11,8),0.0643861 # DEPENDENCYPART_SIBL
(11,5),(11,10),0.0576036 # DEPENDENCYPART_SIBL
(11,5),(11,12),0.0676201 # DEPENDENCYPART_SIBL
(11,5),(11,13),-0.000794063 # DEPENDENCYPART_SIBL
(11,5),(11,14),0.166296 # DEPENDENCYPART_SIBL
(11,5),(11,15),-0.0228628 # DEPENDENCYPART_SIBL
(11,5),(11,16),0.0143933 # DEPENDENCYPART_SIBL
(11,5),(11,17),0.0154334 # DEPENDENCYPART_SIBL
(11,5),(11,21),-0.054755 # DEPENDENCYPART_SIBL
(11,6),(11,7),0.0855984 # DEPENDENCYPART_SIBL
(11,6),(11,8),0.0594948 # DEPENDENCYPART_SIBL
(11,6),(11,10),0.0855984 # DEPENDENCYPART_SIBL
(11,6),(11,12),-0.00103732 # DEPENDENCYPART_SIBL
(11,6),(11,13),-0.0240156 # DEPENDENCYPART_SIBL
(11,6),(11,14),0.0474855 # DEPENDENCYPART_SIBL
(11,6),(11,15),-0.014959 # DEPENDENCYPART_SIBL
(11,6),(11,16),0.0471928 # DEPENDENCYPART_SIBL
(11,6),(11,17),0.0137897 # DEPENDENCYPART_SIBL
(11,6),(11,21),-0.0187005 # DEPENDENCYPART_SIBL
(11,7),(11,8),0.139398 # DEPENDENCYPART_SIBL
(11,7),(11,10),0.0597564 # DEPENDENCYPART_SIBL
(11,7),(11,12),0.0647626 # DEPENDENCYPART_SIBL
(11,7),(11,13),0.0158739 # DEPENDENCYPART_SIBL
(11,7),(11,14),0.0851226 # DEPENDENCYPART_SIBL
(11,7),(11,15),-0.0137838 # DEPENDENCYPART_SIBL
(11,7),(11,16),-0.0344348 # DEPENDENCYPART_SIBL
(11,7),(11,17),0.0682581 # DEPENDENCYPART_SIBL
(11,7),(11,21),0.015844 # DEPENDENCYPART_SIBL
(11,8),(11,10),-0.0298542 # DEPENDENCYPART_SIBL
(11,8),(11,12),0.0446936 # DEPENDENCYPART_SIBL
(11,8),(11,13),0.0366623 # DEPENDENCYPART_SIBL
(11,8),(11,14),0.127964 # DEPENDENCYPART_SIBL
(11,8),(11,15),0.0388418 # DEPENDENCYPART_SIBL
(11,8),(11,16),0.142841 # DEPENDENCYPART_SIBL
(11,8),(11,17),0.193892 # DEPENDENCYPART_SIBL
(11,8),(11,21),-0.10841 # DEPENDENCYPART_SIBL
(11,10),(11,12),0.0647626 # DEPENDENCYPART_SIBL
(11,10),(11,13),0.0158739 # DEPENDENCYPART_SIBL
(11,10),(11,14),0.0851226 # DEPENDENCYPART_SIBL
(11,10),(11,15),-0.0137838 # DEPENDENCYPART_SIBL
(11,10),(11,16),-0.0344348 # DEPENDENCYPART_SIBL
(11,10),(11,17),0.0682581 # DEPENDENCYPART_SIBL
(11,10),(11,21),0.015844 # DEPENDENCYPART_SIBL
(11,12),(11,13),0.00509198 # DEPENDENCYPART_SIBL
(11,12),(11,14),0.0500741 # DEPENDENCYPART_SIBL
(11,12),(11,15),-0.0141681 # DEPENDENCYPART_SIBL
(11,12),(11,16),0.0404687 # DEPENDENCYPART_SIBL
(11,12),(11,17),0.0469047 # DEPENDENCYPART_SIBL
(11,12),(11,21),0.0415328 # DEPENDENCYPART_SIBL
(11,13),(11,14),0.0424536 # DEPENDENCYPART_SIBL
(11,13),(11,15),-0.0252919 # DEPENDENCYPART_SIBL
(11,13),(11,16),0.0543646 # DEPENDENCYPART_SIBL
(11,13),(11,17),0.0270501 # DEPENDENCYPART_SIBL
(11,13),(11,21),0.00998041 # DEPENDENCYPART_SIBL
(11,14),(11,15),-0.0235526 # DEPENDENCYPART_SIBL
(11,14),(11,16),0.062171 # DEPENDENCYPART_SIBL
(11,14),(11,17),0.0584378 # DEPENDENCYPART_SIBL
(11,14),(11,21),0.00546549 # DEPENDENCYPART_SIBL
(11,15),(11,16),0.0539528 # DEPENDENCYPART_SIBL
(11,15),(11,17),0.0653205 # DEPENDENCYPART_SIBL
(11,15),(11,21),0.0498662 # DEPENDENCYPART_SIBL
(11,16),(11,17),0.0134046 # DEPENDENCYPART_SIBL
(11,16),(11,21),-0.000240448 # DEPENDENCYPART_SIBL
(11,17),(11,21),0.00811859 # DEPENDENCYPART_SIBL
(12,10),(12,11),0.0423813 # DEPENDENCYPART_SIBL
(12,10),(12,13),-0.0368281 # DEPENDENCYPART_SIBL
(12,10),(12,14),-0.0183503 # DEPENDENCYPART_SIBL
(12,10),(12,15),-0.0203862 # DEPENDENCYPART_SIBL
(12,10),(12,16),-0.10056 # DEPENDENCYPART_SIBL
(12,10),(12,17),-0.0183534 # DEPENDENCYPART_SIBL
(12,10),(12,20),0.0385737 # DEPENDENCYPART_SIBL
(12,10),(12,21),0.0557924 # DEPENDENCYPART_SIBL
(12,11),(12,13),0.0114261 # DEPENDENCYPART_SIBL
(12,11),(12,14),0.0266631 # DEPENDENCYPART_SIBL
(12,11),(12,15),0.0394485 # DEPENDENCYPART_SIBL
(12,11),(12,16),0.059936 # DEPENDENCYPART_SIBL
(12,11),(12,17),0.0494356 # DEPENDENCYPART_SIBL
(12,11),(12,20),0.0927205 # DEPENDENCYPART_SIBL
(12,11),(12,21),0.0932248 # DEPENDENCYPART_SIBL
(12,13),(12,14),-0.0106914 # DEPENDENCYPART_SIBL
(12,13),(12,15),-0.0201622 # DEPENDENCYPART_SIBL
(12,13),(12,16),-0.0245637 # DEPENDENCYPART_SIBL
(12,13),(12,17),-0.0240354 # DEPENDENCYPART_SIBL
(12,13),(12,20),-0.0441459 # DEPENDENCYPART_SIBL
(12,13),(12,21),-0.0101146 # DEPENDENCYPART_SIBL
(12,14),(12,15),-0.00682885 # DEPENDENCYPART_SIBL
(12,14),(12,16),0.0145174 # DEPENDENCYPART_SIBL
(12,14),(12,17),0.0195647 # DEPENDENCYPART_SIBL
(12,14),(12,20),-0.0267439 # DEPENDENCYPART_SIBL
(12,14),(12,21),-0.00110341 # DEPENDENCYPART_SIBL
(12,15),(12,16),-0.011517 # DEPENDENCYPART_SIBL
(12,15),(12,17),0.00763932 # DEPENDENCYPART_SIBL
(12,15),(12,20),-0.0132882 # DEPENDENCYPART_SIBL
(12,15),(12,21),0.0109991 # DEPENDENCYPART_SIBL
(12,16),(12,17),-0.0276275 # DEPENDENCYPART_SIBL
(12,16),(12,20),0.0227918 # DEPENDENCYPART_SIBL
(12,16),(12,21),-0.00133045 # DEPENDENCYPART_SIBL
(12,17),(12,20),-0.0149491 # DEPENDENCYPART_SIBL
(12,17),(12,21),0.014247 # DEPENDENCYPART_SIBL
(12,20),(12,21),-0.00519263 # DEPENDENCYPART_SIBL
(13,14),(13,16),-0.01645 # DEPENDENCYPART_SIBL
(13,14),(13,17),-0.00713375 # DEPENDENCYPART_SIBL
(13,16),(13,17),0.00393468 # DEPENDENCYPART_SIBL
(14,10),(14,11),0.0496945 # DEPENDENCYPART_SIBL
(14,10),(14,12),-0.00701114 # DEPENDENCYPART_SIBL
(14,10),(14,13),0.00321925 # DEPENDENCYPART_SIBL
(14,10),(14,15),-0.0198447 # DEPENDENCYPART_SIBL
