# _root_ The new generation of plants will possess the flourishing , high-production trait known as `` hybrid vigor , '' similar to that now seen in hybrid corn .
#goldHeads=3,3,6,3,4,0,6,12,12,12,12,7,12,13,14,17,14,12,12,12,20,21,24,22,24,27,25,6,
#predictedHeads=3,3,6,3,4,0,6,12,12,12,12,7,12,13,17,17,14,17,17,17,20,21,24,20,24,27,25,6,
(4,2),(4,3),0.134761 # DEPENDENCYPART_SIBL
(4,2),(4,5),-0.118688 # DEPENDENCYPART_SIBL
(4,2),(4,6),-0.0312667 # DEPENDENCYPART_SIBL
(4,2),(4,7),-0.0203736 # DEPENDENCYPART_SIBL
(4,2),(4,9),0.0743913 # DEPENDENCYPART_SIBL
(4,2),(4,12),-0.117378 # DEPENDENCYPART_SIBL
(4,3),(4,5),-0.0794658 # DEPENDENCYPART_SIBL
(4,3),(4,6),-0.0307514 # DEPENDENCYPART_SIBL
(4,3),(4,7),-0.0336092 # DEPENDENCYPART_SIBL
(4,3),(4,9),-0.0259234 # DEPENDENCYPART_SIBL
(4,3),(4,12),-0.0645193 # DEPENDENCYPART_SIBL
(4,5),(4,6),-0.042559 # DEPENDENCYPART_SIBL
(4,5),(4,7),-0.0364474 # DEPENDENCYPART_SIBL
(4,5),(4,9),-0.0354272 # DEPENDENCYPART_SIBL
(4,5),(4,12),-0.109304 # DEPENDENCYPART_SIBL
(4,6),(4,7),-0.00870834 # DEPENDENCYPART_SIBL
(4,6),(4,9),-0.00883027 # DEPENDENCYPART_SIBL
(4,6),(4,12),-0.0463317 # DEPENDENCYPART_SIBL
(4,7),(4,9),-0.00793378 # DEPENDENCYPART_SIBL
(4,7),(4,12),-0.0424544 # DEPENDENCYPART_SIBL
(4,9),(4,12),-0.0399416 # DEPENDENCYPART_SIBL
(5,1),(5,2),0.0942997 # DEPENDENCYPART_SIBL
(5,1),(5,3),0.0877678 # DEPENDENCYPART_SIBL
(5,1),(5,4),0.00305281 # DEPENDENCYPART_SIBL
(5,1),(5,6),0.103327 # DEPENDENCYPART_SIBL
(5,1),(5,7),0.142736 # DEPENDENCYPART_SIBL
(5,1),(5,8),-0.135572 # DEPENDENCYPART_SIBL
(5,1),(5,9),-0.0794754 # DEPENDENCYPART_SIBL
(5,1),(5,12),-0.0041948 # DEPENDENCYPART_SIBL
(5,1),(5,19),0.0557274 # DEPENDENCYPART_SIBL
(5,1),(5,22),-0.183745 # DEPENDENCYPART_SIBL
(5,2),(5,3),0.040517 # DEPENDENCYPART_SIBL
(5,2),(5,4),-0.0488075 # DEPENDENCYPART_SIBL
(5,2),(5,6),-0.0459645 # DEPENDENCYPART_SIBL
(5,2),(5,7),0.0415698 # DEPENDENCYPART_SIBL
(5,2),(5,8),-0.0854061 # DEPENDENCYPART_SIBL
(5,2),(5,9),0.0216694 # DEPENDENCYPART_SIBL
(5,2),(5,12),-0.0320044 # DEPENDENCYPART_SIBL
(5,2),(5,19),0.0156045 # DEPENDENCYPART_SIBL
(5,2),(5,22),-0.106265 # DEPENDENCYPART_SIBL
(5,3),(5,4),0.0142846 # DEPENDENCYPART_SIBL
(5,3),(5,6),-0.0108094 # DEPENDENCYPART_SIBL
(5,3),(5,7),-0.020966 # DEPENDENCYPART_SIBL
(5,3),(5,8),-0.123083 # DEPENDENCYPART_SIBL
(5,3),(5,9),-0.0158737 # DEPENDENCYPART_SIBL
(5,3),(5,12),0.0111406 # DEPENDENCYPART_SIBL
(5,3),(5,19),0.0213986 # DEPENDENCYPART_SIBL
(5,3),(5,22),-0.144022 # DEPENDENCYPART_SIBL
(5,4),(5,6),0.0263693 # DEPENDENCYPART_SIBL
(5,4),(5,7),-0.0289701 # DEPENDENCYPART_SIBL
(5,4),(5,8),-0.0503498 # DEPENDENCYPART_SIBL
(5,4),(5,9),-0.0482391 # DEPENDENCYPART_SIBL
(5,4),(5,12),-0.0253512 # DEPENDENCYPART_SIBL
(5,4),(5,19),0.00149703 # DEPENDENCYPART_SIBL
(5,4),(5,22),-0.0379931 # DEPENDENCYPART_SIBL
(5,6),(5,7),-0.00359993 # DEPENDENCYPART_SIBL
(5,6),(5,8),-0.0125006 # DEPENDENCYPART_SIBL
(5,6),(5,9),0.00528163 # DEPENDENCYPART_SIBL
(5,6),(5,12),-0.00303155 # DEPENDENCYPART_SIBL
(5,6),(5,19),0.0066326 # DEPENDENCYPART_SIBL
(5,6),(5,22),-0.0111808 # DEPENDENCYPART_SIBL
(5,7),(5,8),-0.0211178 # DEPENDENCYPART_SIBL
(5,7),(5,9),-0.00547822 # DEPENDENCYPART_SIBL
(5,7),(5,12),-0.0201526 # DEPENDENCYPART_SIBL
(5,7),(5,19),0.0893899 # DEPENDENCYPART_SIBL
(5,7),(5,22),-0.023472 # DEPENDENCYPART_SIBL
(5,8),(5,9),0.0220653 # DEPENDENCYPART_SIBL
(5,8),(5,12),-0.011808 # DEPENDENCYPART_SIBL
(5,8),(5,19),0.0267565 # DEPENDENCYPART_SIBL
(5,8),(5,22),-0.0201511 # DEPENDENCYPART_SIBL
(5,9),(5,12),-0.0106502 # DEPENDENCYPART_SIBL
(5,9),(5,19),0.00558775 # DEPENDENCYPART_SIBL
(5,9),(5,22),-0.0297622 # DEPENDENCYPART_SIBL
(5,12),(5,19),0.0161833 # DEPENDENCYPART_SIBL
(5,12),(5,22),-0.0227809 # DEPENDENCYPART_SIBL
(5,19),(5,22),-0.0070399 # DEPENDENCYPART_SIBL
(6,1),(6,2),0.00233411 # DEPENDENCYPART_SIBL
(6,1),(6,3),-0.00803479 # DEPENDENCYPART_SIBL
(6,1),(6,4),-0.0382327 # DEPENDENCYPART_SIBL
(6,1),(6,5),-0.0201178 # DEPENDENCYPART_SIBL
(6,1),(6,7),-0.0492293 # DEPENDENCYPART_SIBL
(6,1),(6,10),0.0208761 # DEPENDENCYPART_SIBL
(6,1),(6,13),-0.0318142 # DEPENDENCYPART_SIBL
(6,1),(6,14),-0.0513688 # DEPENDENCYPART_SIBL
(6,1),(6,18),0.0208761 # DEPENDENCYPART_SIBL
(6,1),(6,19),0.0607953 # DEPENDENCYPART_SIBL
(6,1),(6,28),-0.121044 # DEPENDENCYPART_SIBL
(6,2),(6,3),-0.0326773 # DEPENDENCYPART_SIBL
(6,2),(6,4),-0.0510995 # DEPENDENCYPART_SIBL
(6,2),(6,5),-0.0390017 # DEPENDENCYPART_SIBL
(6,2),(6,7),-0.0828332 # DEPENDENCYPART_SIBL
(6,2),(6,10),-0.0397888 # DEPENDENCYPART_SIBL
(6,2),(6,13),-0.0768591 # DEPENDENCYPART_SIBL
(6,2),(6,14),-0.0659076 # DEPENDENCYPART_SIBL
(6,2),(6,18),-0.0397888 # DEPENDENCYPART_SIBL
(6,2),(6,19),-0.0155407 # DEPENDENCYPART_SIBL
(6,2),(6,28),-0.0766761 # DEPENDENCYPART_SIBL
(6,3),(6,4),-0.031846 # DEPENDENCYPART_SIBL
(6,3),(6,5),-0.106037 # DEPENDENCYPART_SIBL
(6,3),(6,7),0.0258824 # DEPENDENCYPART_SIBL
(6,3),(6,10),-0.0194811 # DEPENDENCYPART_SIBL
(6,3),(6,13),0.0383147 # DEPENDENCYPART_SIBL
(6,3),(6,14),-0.0487128 # DEPENDENCYPART_SIBL
(6,3),(6,18),-0.0194811 # DEPENDENCYPART_SIBL
(6,3),(6,19),-0.0331694 # DEPENDENCYPART_SIBL
(6,3),(6,28),0.00929085 # DEPENDENCYPART_SIBL
(6,4),(6,5),-0.0753834 # DEPENDENCYPART_SIBL
(6,4),(6,7),-0.13002 # DEPENDENCYPART_SIBL
(6,4),(6,10),-0.106862 # DEPENDENCYPART_SIBL
(6,4),(6,13),-0.130591 # DEPENDENCYPART_SIBL
(6,4),(6,14),-0.0693819 # DEPENDENCYPART_SIBL
(6,4),(6,18),-0.106862 # DEPENDENCYPART_SIBL
(6,4),(6,19),-0.0683808 # DEPENDENCYPART_SIBL
(6,4),(6,28),-0.0947856 # DEPENDENCYPART_SIBL
(6,5),(6,7),0.028794 # DEPENDENCYPART_SIBL
(6,5),(6,10),-0.0292302 # DEPENDENCYPART_SIBL
(6,5),(6,13),0.0412262 # DEPENDENCYPART_SIBL
(6,5),(6,14),-0.0586606 # DEPENDENCYPART_SIBL
(6,5),(6,18),-0.0292302 # DEPENDENCYPART_SIBL
(6,5),(6,19),-0.0414686 # DEPENDENCYPART_SIBL
(6,5),(6,28),0.0070409 # DEPENDENCYPART_SIBL
(6,7),(6,10),-0.0619118 # DEPENDENCYPART_SIBL
(6,7),(6,13),-0.0919898 # DEPENDENCYPART_SIBL
(6,7),(6,14),-0.0741528 # DEPENDENCYPART_SIBL
(6,7),(6,18),-0.0619118 # DEPENDENCYPART_SIBL
(6,7),(6,19),-0.0389232 # DEPENDENCYPART_SIBL
(6,7),(6,28),0.0182371 # DEPENDENCYPART_SIBL
(6,10),(6,13),0.0659074 # DEPENDENCYPART_SIBL
(6,10),(6,14),-0.011713 # DEPENDENCYPART_SIBL
(6,10),(6,18),0.0675531 # DEPENDENCYPART_SIBL
(6,10),(6,19),0.0327439 # DEPENDENCYPART_SIBL
(6,10),(6,28),-0.026701 # DEPENDENCYPART_SIBL
(6,13),(6,14),-0.0767954 # DEPENDENCYPART_SIBL
(6,13),(6,18),-0.0473253 # DEPENDENCYPART_SIBL
(6,13),(6,19),-0.0347931 # DEPENDENCYPART_SIBL
(6,13),(6,28),0.0109505 # DEPENDENCYPART_SIBL
(6,14),(6,18),0.00852054 # DEPENDENCYPART_SIBL
(6,14),(6,19),0.00730082 # DEPENDENCYPART_SIBL
(6,14),(6,28),0.0268635 # DEPENDENCYPART_SIBL
(6,18),(6,19),0.0327439 # DEPENDENCYPART_SIBL
(6,18),(6,28),-0.026701 # DEPENDENCYPART_SIBL
(6,19),(6,28),-0.090503 # DEPENDENCYPART_SIBL
(7,3),(7,4),-0.0126363 # DEPENDENCYPART_SIBL
(7,3),(7,5),-0.0841654 # DEPENDENCYPART_SIBL
(7,3),(7,6),-0.0676754 # DEPENDENCYPART_SIBL
(7,3),(7,8),-0.0886455 # DEPENDENCYPART_SIBL
(7,3),(7,9),-0.00415444 # DEPENDENCYPART_SIBL
(7,3),(7,10),0.00456361 # DEPENDENCYPART_SIBL
(7,3),(7,11),-0.00415444 # DEPENDENCYPART_SIBL
(7,3),(7,12),-0.0135869 # DEPENDENCYPART_SIBL
(7,3),(7,13),0.029433 # DEPENDENCYPART_SIBL
(7,3),(7,14),-0.0114551 # DEPENDENCYPART_SIBL
(7,3),(7,15),-0.00347296 # DEPENDENCYPART_SIBL
(7,3),(7,17),-0.0135869 # DEPENDENCYPART_SIBL
(7,3),(7,18),0.00456361 # DEPENDENCYPART_SIBL
(7,3),(7,19),0.0112297 # DEPENDENCYPART_SIBL
(7,3),(7,20),-0.0122975 # DEPENDENCYPART_SIBL
(7,3),(7,21),0.00283162 # DEPENDENCYPART_SIBL
(7,3),(7,23),0.0176261 # DEPENDENCYPART_SIBL
(7,3),(7,25),-0.00783563 # DEPENDENCYPART_SIBL
(7,3),(7,27),-0.00657314 # DEPENDENCYPART_SIBL
(7,3),(7,28),0.0198244 # DEPENDENCYPART_SIBL
(7,4),(7,5),-0.0685004 # DEPENDENCYPART_SIBL
(7,4),(7,6),-0.0528103 # DEPENDENCYPART_SIBL
(7,4),(7,8),-0.0559024 # DEPENDENCYPART_SIBL
(7,4),(7,9),-0.0279803 # DEPENDENCYPART_SIBL
(7,4),(7,10),-0.112732 # DEPENDENCYPART_SIBL
(7,4),(7,11),-0.0279803 # DEPENDENCYPART_SIBL
(7,4),(7,12),-0.0223026 # DEPENDENCYPART_SIBL
(7,4),(7,13),-0.0401244 # DEPENDENCYPART_SIBL
(7,4),(7,14),-0.0413286 # DEPENDENCYPART_SIBL
(7,4),(7,15),-0.0442029 # DEPENDENCYPART_SIBL
(7,4),(7,17),-0.0223026 # DEPENDENCYPART_SIBL
(7,4),(7,18),-0.112732 # DEPENDENCYPART_SIBL
(7,4),(7,19),-0.0195907 # DEPENDENCYPART_SIBL
(7,4),(7,20),-0.0328068 # DEPENDENCYPART_SIBL
(7,4),(7,21),-0.0792701 # DEPENDENCYPART_SIBL
(7,4),(7,23),-0.060203 # DEPENDENCYPART_SIBL
(7,4),(7,25),-0.0580787 # DEPENDENCYPART_SIBL
(7,4),(7,27),-0.0158923 # DEPENDENCYPART_SIBL
(7,4),(7,28),-0.0132945 # DEPENDENCYPART_SIBL
(7,5),(7,6),-0.0697585 # DEPENDENCYPART_SIBL
(7,5),(7,8),-0.0956732 # DEPENDENCYPART_SIBL
(7,5),(7,9),-0.0120475 # DEPENDENCYPART_SIBL
(7,5),(7,10),-0.00655225 # DEPENDENCYPART_SIBL
(7,5),(7,11),-0.0120475 # DEPENDENCYPART_SIBL
(7,5),(7,12),-0.0226683 # DEPENDENCYPART_SIBL
(7,5),(7,13),0.0221536 # DEPENDENCYPART_SIBL
(7,5),(7,14),-0.0283561 # DEPENDENCYPART_SIBL
(7,5),(7,15),-0.0105007 # DEPENDENCYPART_SIBL
(7,5),(7,17),-0.0226683 # DEPENDENCYPART_SIBL
(7,5),(7,18),-0.00655225 # DEPENDENCYPART_SIBL
(7,5),(7,19),0.001412 # DEPENDENCYPART_SIBL
(7,5),(7,20),-0.0201905 # DEPENDENCYPART_SIBL
(7,5),(7,21),-0.00075722 # DEPENDENCYPART_SIBL
(7,5),(7,23),0.00806066 # DEPENDENCYPART_SIBL
(7,5),(7,25),-0.0248357 # DEPENDENCYPART_SIBL
(7,5),(7,27),-0.0156546 # DEPENDENCYPART_SIBL
(7,5),(7,28),0.0133494 # DEPENDENCYPART_SIBL
(7,6),(7,8),-0.0681642 # DEPENDENCYPART_SIBL
(7,6),(7,9),-0.0467148 # DEPENDENCYPART_SIBL
(7,6),(7,10),-0.131448 # DEPENDENCYPART_SIBL
(7,6),(7,11),-0.0467148 # DEPENDENCYPART_SIBL
(7,6),(7,12),-0.0371409 # DEPENDENCYPART_SIBL
(7,6),(7,13),-0.102987 # DEPENDENCYPART_SIBL
(7,6),(7,14),-0.0731287 # DEPENDENCYPART_SIBL
(7,6),(7,15),-0.0736455 # DEPENDENCYPART_SIBL
(7,6),(7,17),-0.0371409 # DEPENDENCYPART_SIBL
(7,6),(7,18),-0.131448 # DEPENDENCYPART_SIBL
(7,6),(7,19),-0.0324346 # DEPENDENCYPART_SIBL
(7,6),(7,20),-0.0518088 # DEPENDENCYPART_SIBL
(7,6),(7,21),-0.0742528 # DEPENDENCYPART_SIBL
(7,6),(7,23),-0.028258 # DEPENDENCYPART_SIBL
(7,6),(7,25),-0.0613063 # DEPENDENCYPART_SIBL
(7,6),(7,27),-0.0331248 # DEPENDENCYPART_SIBL
(7,6),(7,28),0.00534584 # DEPENDENCYPART_SIBL
(7,8),(7,9),-0.0445473 # DEPENDENCYPART_SIBL
(7,8),(7,10),-0.0394711 # DEPENDENCYPART_SIBL
(7,8),(7,11),-0.0445473 # DEPENDENCYPART_SIBL
(7,8),(7,12),-0.0423734 # DEPENDENCYPART_SIBL
(7,8),(7,13),-0.0464822 # DEPENDENCYPART_SIBL
(7,8),(7,14),-0.0409029 # DEPENDENCYPART_SIBL
(7,8),(7,15),-0.0279132 # DEPENDENCYPART_SIBL
(7,8),(7,17),-0.0423734 # DEPENDENCYPART_SIBL
(7,8),(7,18),-0.0394711 # DEPENDENCYPART_SIBL
(7,8),(7,19),-0.0164711 # DEPENDENCYPART_SIBL
(7,8),(7,20),-0.0479845 # DEPENDENCYPART_SIBL
(7,8),(7,21),-0.022422 # DEPENDENCYPART_SIBL
(7,8),(7,23),-0.015076 # DEPENDENCYPART_SIBL
(7,8),(7,25),-0.0603645 # DEPENDENCYPART_SIBL
(7,8),(7,27),-0.0423764 # DEPENDENCYPART_SIBL
(7,8),(7,28),-0.0197928 # DEPENDENCYPART_SIBL
(7,9),(7,10),0.0214485 # DEPENDENCYPART_SIBL
(7,9),(7,11),-0.0392332 # DEPENDENCYPART_SIBL
(7,9),(7,12),-0.0206301 # DEPENDENCYPART_SIBL
(7,9),(7,13),-0.00924491 # DEPENDENCYPART_SIBL
(7,9),(7,14),-0.0277948 # DEPENDENCYPART_SIBL
(7,9),(7,15),-0.000236576 # DEPENDENCYPART_SIBL
(7,9),(7,17),-0.0206301 # DEPENDENCYPART_SIBL
(7,9),(7,18),0.0214485 # DEPENDENCYPART_SIBL
(7,9),(7,19),-0.0248921 # DEPENDENCYPART_SIBL
(7,9),(7,20),-0.0427626 # DEPENDENCYPART_SIBL
(7,9),(7,21),0.0281308 # DEPENDENCYPART_SIBL
(7,9),(7,23),0.00234986 # DEPENDENCYPART_SIBL
(7,9),(7,25),0.0246815 # DEPENDENCYPART_SIBL
(7,9),(7,27),-0.0206338 # DEPENDENCYPART_SIBL
(7,9),(7,28),-0.00984576 # DEPENDENCYPART_SIBL
(7,10),(7,11),0.00962229 # DEPENDENCYPART_SIBL
(7,10),(7,12),-0.00271152 # DEPENDENCYPART_SIBL
(7,10),(7,13),0.0354668 # DEPENDENCYPART_SIBL
(7,10),(7,14),-0.0061038 # DEPENDENCYPART_SIBL
(7,10),(7,15),0.0337456 # DEPENDENCYPART_SIBL
(7,10),(7,17),-0.00271152 # DEPENDENCYPART_SIBL
(7,10),(7,18),0.0319443 # DEPENDENCYPART_SIBL
(7,10),(7,19),0.0418438 # DEPENDENCYPART_SIBL
(7,10),(7,20),0.00948494 # DEPENDENCYPART_SIBL
(7,10),(7,21),0.00332754 # DEPENDENCYPART_SIBL
(7,10),(7,23),0.0223071 # DEPENDENCYPART_SIBL
(7,10),(7,25),0.0120722 # DEPENDENCYPART_SIBL
(7,10),(7,27),-0.00272656 # DEPENDENCYPART_SIBL
(7,10),(7,28),0.00522725 # DEPENDENCYPART_SIBL
(7,11),(7,12),-0.0206301 # DEPENDENCYPART_SIBL
(7,11),(7,13),-0.00924491 # DEPENDENCYPART_SIBL
(7,11),(7,14),-0.0277948 # DEPENDENCYPART_SIBL
(7,11),(7,15),-0.000236576 # DEPENDENCYPART_SIBL
(7,11),(7,17),-0.0206301 # DEPENDENCYPART_SIBL
(7,11),(7,18),0.0214485 # DEPENDENCYPART_SIBL
(7,11),(7,19),-0.0248921 # DEPENDENCYPART_SIBL
(7,11),(7,20),-0.0427626 # DEPENDENCYPART_SIBL
(7,11),(7,21),0.0281308 # DEPENDENCYPART_SIBL
(7,11),(7,23),0.00234986 # DEPENDENCYPART_SIBL
(7,11),(7,25),0.0246815 # DEPENDENCYPART_SIBL
(7,11),(7,27),-0.0206338 # DEPENDENCYPART_SIBL
(7,11),(7,28),-0.00984576 # DEPENDENCYPART_SIBL
(7,12),(7,13),-0.0214323 # DEPENDENCYPART_SIBL
(7,12),(7,14),-0.00105066 # DEPENDENCYPART_SIBL
(7,12),(7,15),0.00869755 # DEPENDENCYPART_SIBL
(7,12),(7,17),-0.0240652 # DEPENDENCYPART_SIBL
(7,12),(7,18),0.0104208 # DEPENDENCYPART_SIBL
(7,12),(7,19),-0.0123292 # DEPENDENCYPART_SIBL
(7,12),(7,20),-0.0350586 # DEPENDENCYPART_SIBL
(7,12),(7,21),0.0101452 # DEPENDENCYPART_SIBL
(7,12),(7,23),-0.0256309 # DEPENDENCYPART_SIBL
(7,12),(7,25),0.0252946 # DEPENDENCYPART_SIBL
(7,12),(7,27),-0.0240695 # DEPENDENCYPART_SIBL
(7,12),(7,28),-0.00614634 # DEPENDENCYPART_SIBL
(7,13),(7,14),-0.0424906 # DEPENDENCYPART_SIBL
(7,13),(7,15),-0.00137171 # DEPENDENCYPART_SIBL
(7,13),(7,17),-0.0311018 # DEPENDENCYPART_SIBL
(7,13),(7,18),0.0101103 # DEPENDENCYPART_SIBL
(7,13),(7,19),0.00213252 # DEPENDENCYPART_SIBL
(7,13),(7,20),-0.0527156 # DEPENDENCYPART_SIBL
(7,13),(7,21),-0.0493588 # DEPENDENCYPART_SIBL
(7,13),(7,23),-0.0476588 # DEPENDENCYPART_SIBL
(7,13),(7,25),-0.00804797 # DEPENDENCYPART_SIBL
(7,13),(7,27),-0.0311105 # DEPENDENCYPART_SIBL
(7,13),(7,28),-0.0141567 # DEPENDENCYPART_SIBL
(7,14),(7,15),-0.0203461 # DEPENDENCYPART_SIBL
(7,14),(7,17),-0.0206216 # DEPENDENCYPART_SIBL
(7,14),(7,18),0.00478477 # DEPENDENCYPART_SIBL
(7,14),(7,19),-0.0311431 # DEPENDENCYPART_SIBL
(7,14),(7,20),-0.0414007 # DEPENDENCYPART_SIBL
(7,14),(7,21),-0.0304013 # DEPENDENCYPART_SIBL
(7,14),(7,23),0.00788902 # DEPENDENCYPART_SIBL
(7,14),(7,25),-0.0116755 # DEPENDENCYPART_SIBL
(7,14),(7,27),-0.0206432 # DEPENDENCYPART_SIBL
(7,14),(7,28),0.0121083 # DEPENDENCYPART_SIBL
(7,15),(7,17),-0.0021602 # DEPENDENCYPART_SIBL
(7,15),(7,18),-0.021964 # DEPENDENCYPART_SIBL
(7,15),(7,19),0.149911 # DEPENDENCYPART_SIBL
(7,15),(7,20),-0.0080663 # DEPENDENCYPART_SIBL
(7,15),(7,21),-0.0154547 # DEPENDENCYPART_SIBL
(7,15),(7,23),0.0159398 # DEPENDENCYPART_SIBL
(7,15),(7,25),0.00987923 # DEPENDENCYPART_SIBL
(7,15),(7,27),-0.00216329 # DEPENDENCYPART_SIBL
(7,15),(7,28),-0.00861463 # DEPENDENCYPART_SIBL
(7,17),(7,18),0.0104208 # DEPENDENCYPART_SIBL
(7,17),(7,19),-0.0123292 # DEPENDENCYPART_SIBL
(7,17),(7,20),-0.0350586 # DEPENDENCYPART_SIBL
(7,17),(7,21),0.0101452 # DEPENDENCYPART_SIBL
(7,17),(7,23),-0.0256309 # DEPENDENCYPART_SIBL
(7,17),(7,25),0.0252946 # DEPENDENCYPART_SIBL
(7,17),(7,27),-0.0240695 # DEPENDENCYPART_SIBL
(7,17),(7,28),-0.00614634 # DEPENDENCYPART_SIBL
(7,18),(7,19),0.0418438 # DEPENDENCYPART_SIBL
(7,18),(7,20),0.00948494 # DEPENDENCYPART_SIBL
(7,18),(7,21),0.00332754 # DEPENDENCYPART_SIBL
(7,18),(7,23),0.0223071 # DEPENDENCYPART_SIBL
(7,18),(7,25),0.0120722 # DEPENDENCYPART_SIBL
(7,18),(7,27),-0.00272656 # DEPENDENCYPART_SIBL
(7,18),(7,28),0.00522725 # DEPENDENCYPART_SIBL
(7,19),(7,20),-0.00193428 # DEPENDENCYPART_SIBL
(7,19),(7,21),0.0323829 # DEPENDENCYPART_SIBL
(7,19),(7,23),0.00696058 # DEPENDENCYPART_SIBL
(7,19),(7,25),0.0316382 # DEPENDENCYPART_SIBL
(7,19),(7,27),0.0344153 # DEPENDENCYPART_SIBL
(7,19),(7,28),-0.069684 # DEPENDENCYPART_SIBL
(7,20),(7,21),0.0231656 # DEPENDENCYPART_SIBL
(7,20),(7,23),-0.00535731 # DEPENDENCYPART_SIBL
(7,20),(7,25),0.0166135 # DEPENDENCYPART_SIBL
(7,20),(7,27),-0.0297533 # DEPENDENCYPART_SIBL
(7,20),(7,28),-0.0243789 # DEPENDENCYPART_SIBL
(7,21),(7,23),0.00448432 # DEPENDENCYPART_SIBL
(7,21),(7,25),0.0112644 # DEPENDENCYPART_SIBL
(7,21),(7,27),-0.0211926 # DEPENDENCYPART_SIBL
(7,21),(7,28),-0.00657564 # DEPENDENCYPART_SIBL
(7,23),(7,25),0.0033962 # DEPENDENCYPART_SIBL
(7,23),(7,27),-0.0260663 # DEPENDENCYPART_SIBL
(7,23),(7,28),-0.0125399 # DEPENDENCYPART_SIBL
(7,25),(7,27),0.0131834 # DEPENDENCYPART_SIBL
(7,25),(7,28),-0.0229987 # DEPENDENCYPART_SIBL
(7,27),(7,28),-0.00448909 # DEPENDENCYPART_SIBL
(8,7),(8,9),-0.00300399 # DEPENDENCYPART_SIBL
(8,7),(8,10),0.0488155 # DEPENDENCYPART_SIBL
(8,7),(8,13),0.0781725 # DEPENDENCYPART_SIBL
(8,9),(8,10),0.0235395 # DEPENDENCYPART_SIBL
(8,9),(8,13),0.0119228 # DEPENDENCYPART_SIBL
(8,10),(8,13),0.0344106 # DEPENDENCYPART_SIBL
(9,3),(9,4),0.0471475 # DEPENDENCYPART_SIBL
(9,3),(9,5),0.0256092 # DEPENDENCYPART_SIBL
(9,3),(9,8),-0.00620536 # DEPENDENCYPART_SIBL
(9,3),(9,10),0.0659753 # DEPENDENCYPART_SIBL
(9,3),(9,11),-0.0269354 # DEPENDENCYPART_SIBL
(9,3),(9,12),0.0192716 # DEPENDENCYPART_SIBL
(9,3),(9,13),0.0151453 # DEPENDENCYPART_SIBL
(9,3),(9,14),0.0255265 # DEPENDENCYPART_SIBL
(9,3),(9,17),0.0192716 # DEPENDENCYPART_SIBL
(9,3),(9,19),0.00844362 # DEPENDENCYPART_SIBL
(9,4),(9,5),-0.0203317 # DEPENDENCYPART_SIBL
(9,4),(9,8),0.0204499 # DEPENDENCYPART_SIBL
(9,4),(9,10),0.0682272 # DEPENDENCYPART_SIBL
(9,4),(9,11),-0.0254685 # DEPENDENCYPART_SIBL
(9,4),(9,12),-0.0240856 # DEPENDENCYPART_SIBL
(9,4),(9,13),0.00306278 # DEPENDENCYPART_SIBL
(9,4),(9,14),0.0825152 # DEPENDENCYPART_SIBL
(9,4),(9,17),-0.0240856 # DEPENDENCYPART_SIBL
(9,4),(9,19),0.0256782 # DEPENDENCYPART_SIBL
(9,5),(9,8),-0.00761546 # DEPENDENCYPART_SIBL
(9,5),(9,10),0.0617355 # DEPENDENCYPART_SIBL
(9,5),(9,11),-0.0274739 # DEPENDENCYPART_SIBL
(9,5),(9,12),0.0174265 # DEPENDENCYPART_SIBL
(9,5),(9,13),0.0156061 # DEPENDENCYPART_SIBL
(9,5),(9,14),0.0182968 # DEPENDENCYPART_SIBL
(9,5),(9,17),0.0174265 # DEPENDENCYPART_SIBL
(9,5),(9,19),0.00565365 # DEPENDENCYPART_SIBL
(9,8),(9,10),0.220383 # DEPENDENCYPART_SIBL
(9,8),(9,11),0.0602213 # DEPENDENCYPART_SIBL
(9,8),(9,12),0.107038 # DEPENDENCYPART_SIBL
(9,8),(9,13),0.189315 # DEPENDENCYPART_SIBL
(9,8),(9,14),0.205835 # DEPENDENCYPART_SIBL
(9,8),(9,17),0.107038 # DEPENDENCYPART_SIBL
(9,8),(9,19),0.139979 # DEPENDENCYPART_SIBL
(9,10),(9,11),0.0249684 # DEPENDENCYPART_SIBL
(9,10),(9,12),0.0884778 # DEPENDENCYPART_SIBL
(9,10),(9,13),0.0378621 # DEPENDENCYPART_SIBL
(9,10),(9,14),0.00822667 # DEPENDENCYPART_SIBL
(9,10),(9,17),0.0884778 # DEPENDENCYPART_SIBL
(9,10),(9,19),0.0224131 # DEPENDENCYPART_SIBL
(9,11),(9,12),0.0260717 # DEPENDENCYPART_SIBL
(9,11),(9,13),0.00352685 # DEPENDENCYPART_SIBL
(9,11),(9,14),-0.018572 # DEPENDENCYPART_SIBL
(9,11),(9,17),0.0260717 # DEPENDENCYPART_SIBL
(9,11),(9,19),-0.0103853 # DEPENDENCYPART_SIBL
(9,12),(9,13),0.00405497 # DEPENDENCYPART_SIBL
(9,12),(9,14),-0.010772 # DEPENDENCYPART_SIBL
(9,12),(9,17),0.0160247 # DEPENDENCYPART_SIBL
(9,12),(9,19),0.00178017 # DEPENDENCYPART_SIBL
(9,13),(9,14),0.027353 # DEPENDENCYPART_SIBL
(9,13),(9,17),0.0476015 # DEPENDENCYPART_SIBL
(9,13),(9,19),0.0550511 # DEPENDENCYPART_SIBL
(9,14),(9,17),0.0777536 # DEPENDENCYPART_SIBL
(9,14),(9,19),0.0270902 # DEPENDENCYPART_SIBL
