# _root_ The DAX Index of 30 West German blue chips plunged 12.8 % , a one-day record , wiping out the summer 's gains .
#goldHeads=3,3,10,3,9,9,9,9,4,0,12,10,12,16,16,12,12,10,18,21,23,21,18,10,
#predictedHeads=3,3,10,3,9,7,9,9,4,0,12,10,10,16,16,12,10,10,18,21,23,21,18,10,
(3,12),(12,3),-0.790689 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(3,12),(12,4),0.219857 # DEPENDENCYPART_GRANDPAR
(3,12),(12,5),-0.0790423 # DEPENDENCYPART_GRANDPAR
(3,12),(12,6),0.347848 # DEPENDENCYPART_GRANDPAR
(3,12),(12,7),0.250748 # DEPENDENCYPART_GRANDPAR
(3,12),(12,8),0.312014 # DEPENDENCYPART_GRANDPAR
(3,12),(12,9),0.135453 # DEPENDENCYPART_GRANDPAR
(3,12),(12,10),0.0834295 # DEPENDENCYPART_GRANDPAR
(3,12),(12,11),0.00972002 # DEPENDENCYPART_GRANDPAR
(3,12),(12,13),-0.38942 # DEPENDENCYPART_GRANDPAR
(3,12),(12,15),-0.345332 # DEPENDENCYPART_GRANDPAR
(3,12),(12,16),-0.408036 # DEPENDENCYPART_GRANDPAR
(3,12),(12,17),-0.538769 # DEPENDENCYPART_GRANDPAR
(3,12),(12,18),-0.293311 # DEPENDENCYPART_GRANDPAR
(3,12),(12,19),-0.293981 # DEPENDENCYPART_GRANDPAR
(3,12),(12,21),-0.468639 # DEPENDENCYPART_GRANDPAR
(3,12),(12,22),-1.07208 # DEPENDENCYPART_GRANDPAR
(3,12),(12,23),-0.349551 # DEPENDENCYPART_GRANDPAR
(3,12),(12,24),-0.918248 # DEPENDENCYPART_GRANDPAR
(3,16),(16,1),-0.822447 # DEPENDENCYPART_GRANDPAR
(3,16),(16,6),0.409652 # DEPENDENCYPART_GRANDPAR
(3,16),(16,7),0.311876 # DEPENDENCYPART_GRANDPAR
(3,16),(16,8),0.373021 # DEPENDENCYPART_GRANDPAR
(3,16),(16,9),0.196515 # DEPENDENCYPART_GRANDPAR
(3,16),(16,11),-0.0431439 # DEPENDENCYPART_GRANDPAR
(3,16),(16,12),0.0582565 # DEPENDENCYPART_GRANDPAR
(3,16),(16,13),-0.287451 # DEPENDENCYPART_GRANDPAR
(3,16),(16,14),-0.138815 # DEPENDENCYPART_GRANDPAR
(3,16),(16,15),-0.141672 # DEPENDENCYPART_GRANDPAR
(3,16),(16,17),-0.432149 # DEPENDENCYPART_GRANDPAR
(3,16),(16,18),-0.237007 # DEPENDENCYPART_GRANDPAR
(3,16),(16,19),-0.245934 # DEPENDENCYPART_GRANDPAR
(3,16),(16,21),-0.441749 # DEPENDENCYPART_GRANDPAR
(3,16),(16,22),-1.03135 # DEPENDENCYPART_GRANDPAR
(3,16),(16,23),-0.304374 # DEPENDENCYPART_GRANDPAR
(3,16),(16,24),-0.858723 # DEPENDENCYPART_GRANDPAR
(3,22),(22,23),-0.517959 # DEPENDENCYPART_GRANDPAR
(3,23),(23,5),0.00975934 # DEPENDENCYPART_GRANDPAR
(3,23),(23,6),0.306978 # DEPENDENCYPART_GRANDPAR
(3,23),(23,7),0.177525 # DEPENDENCYPART_GRANDPAR
(3,23),(23,14),-0.559094 # DEPENDENCYPART_GRANDPAR
(3,23),(23,15),-0.232828 # DEPENDENCYPART_GRANDPAR
(3,23),(23,16),-0.25721 # DEPENDENCYPART_GRANDPAR
(3,23),(23,18),-0.076363 # DEPENDENCYPART_GRANDPAR
(3,23),(23,19),-0.316557 # DEPENDENCYPART_GRANDPAR
(3,23),(23,20),-1.22375 # DEPENDENCYPART_GRANDPAR
(3,23),(23,21),-0.341418 # DEPENDENCYPART_GRANDPAR
(3,23),(23,22),-0.43235 # DEPENDENCYPART_GRANDPAR
(3,23),(23,24),-0.901986 # DEPENDENCYPART_GRANDPAR
(3,24),(24,23),-0.440868 # DEPENDENCYPART_GRANDPAR
(4,3),(3,1),-0.440488 # DEPENDENCYPART_GRANDPAR
(4,3),(3,2),-0.276698 # DEPENDENCYPART_GRANDPAR
(4,3),(3,4),-1.34659 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,3),(3,5),0.188114 # DEPENDENCYPART_GRANDPAR
(4,3),(3,6),0.0210349 # DEPENDENCYPART_GRANDPAR
(4,3),(3,7),-0.333804 # DEPENDENCYPART_GRANDPAR
(4,3),(3,8),-0.418787 # DEPENDENCYPART_GRANDPAR
(4,3),(3,9),-0.251291 # DEPENDENCYPART_GRANDPAR
(4,3),(3,10),-0.046325 # DEPENDENCYPART_GRANDPAR
(4,3),(3,12),-1.02062 # DEPENDENCYPART_GRANDPAR
(4,3),(3,13),-0.621189 # DEPENDENCYPART_GRANDPAR
(4,3),(3,16),-0.988325 # DEPENDENCYPART_GRANDPAR
(4,3),(3,17),-0.645003 # DEPENDENCYPART_GRANDPAR
(4,3),(3,22),-1.49272 # DEPENDENCYPART_GRANDPAR
(4,3),(3,23),-0.301818 # DEPENDENCYPART_GRANDPAR
(4,3),(3,24),-1.6063 # DEPENDENCYPART_GRANDPAR
(4,5),(5,3),-1.1128 # DEPENDENCYPART_GRANDPAR
(4,5),(5,4),-0.646926 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,5),(5,6),0.643035 # DEPENDENCYPART_GRANDPAR
(4,5),(5,7),0.255094 # DEPENDENCYPART_GRANDPAR
(4,5),(5,10),0.469496 # DEPENDENCYPART_GRANDPAR
(4,5),(5,12),-0.56369 # DEPENDENCYPART_GRANDPAR
(4,5),(5,13),0.0127404 # DEPENDENCYPART_GRANDPAR
(4,5),(5,18),-0.126798 # DEPENDENCYPART_GRANDPAR
(4,6),(6,1),-1.33465 # DEPENDENCYPART_GRANDPAR
(4,6),(6,2),-1.27949 # DEPENDENCYPART_GRANDPAR
(4,6),(6,3),-1.1773 # DEPENDENCYPART_GRANDPAR
(4,6),(6,4),-0.715822 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,6),(6,5),0.896261 # DEPENDENCYPART_GRANDPAR
(4,6),(6,7),0.332728 # DEPENDENCYPART_GRANDPAR
(4,6),(6,8),0.264534 # DEPENDENCYPART_GRANDPAR
(4,6),(6,10),0.439491 # DEPENDENCYPART_GRANDPAR
(4,6),(6,13),0.0823829 # DEPENDENCYPART_GRANDPAR
(4,7),(7,2),-1.27949 # DEPENDENCYPART_GRANDPAR
(4,7),(7,3),-1.1773 # DEPENDENCYPART_GRANDPAR
(4,7),(7,4),-0.71506 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,7),(7,5),0.900026 # DEPENDENCYPART_GRANDPAR
(4,7),(7,6),0.596581 # DEPENDENCYPART_GRANDPAR
(4,7),(7,8),0.379 # DEPENDENCYPART_GRANDPAR
(4,7),(7,9),0.574721 # DEPENDENCYPART_GRANDPAR
(4,7),(7,10),0.48493 # DEPENDENCYPART_GRANDPAR
(4,7),(7,11),-0.698463 # DEPENDENCYPART_GRANDPAR
(4,7),(7,12),-0.220023 # DEPENDENCYPART_GRANDPAR
(4,7),(7,13),0.124682 # DEPENDENCYPART_GRANDPAR
(4,7),(7,17),0.100868 # DEPENDENCYPART_GRANDPAR
(4,7),(7,18),-0.0456991 # DEPENDENCYPART_GRANDPAR
(4,8),(8,3),-1.1773 # DEPENDENCYPART_GRANDPAR
(4,8),(8,5),0.914602 # DEPENDENCYPART_GRANDPAR
(4,8),(8,6),0.624666 # DEPENDENCYPART_GRANDPAR
(4,8),(8,7),0.304246 # DEPENDENCYPART_GRANDPAR
(4,8),(8,10),0.490395 # DEPENDENCYPART_GRANDPAR
(4,8),(8,12),-0.20852 # DEPENDENCYPART_GRANDPAR
(4,9),(9,1),-1.58682 # DEPENDENCYPART_GRANDPAR
(4,9),(9,2),-1.40641 # DEPENDENCYPART_GRANDPAR
(4,9),(9,3),-1.30422 # DEPENDENCYPART_GRANDPAR
(4,9),(9,4),-0.728273 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,9),(9,5),0.840052 # DEPENDENCYPART_GRANDPAR
(4,9),(9,6),0.714763 # DEPENDENCYPART_GRANDPAR
(4,9),(9,7),0.343283 # DEPENDENCYPART_GRANDPAR
(4,9),(9,8),0.346814 # DEPENDENCYPART_GRANDPAR
(4,9),(9,10),0.4178 # DEPENDENCYPART_GRANDPAR
(4,9),(9,11),-0.635757 # DEPENDENCYPART_GRANDPAR
(4,9),(9,12),-0.411648 # DEPENDENCYPART_GRANDPAR
(4,9),(9,13),0.0429804 # DEPENDENCYPART_GRANDPAR
(4,9),(9,16),-0.297468 # DEPENDENCYPART_GRANDPAR
(4,9),(9,17),0.0191662 # DEPENDENCYPART_GRANDPAR
(4,9),(9,18),-0.115408 # DEPENDENCYPART_GRANDPAR
(4,9),(9,24),-1.281 # DEPENDENCYPART_GRANDPAR
(4,10),(10,1),-1.31273 # DEPENDENCYPART_GRANDPAR
(4,10),(10,2),-1.23988 # DEPENDENCYPART_GRANDPAR
(4,10),(10,3),-1.1382 # DEPENDENCYPART_GRANDPAR
(4,10),(10,4),-1.03941 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,10),(10,5),0.596828 # DEPENDENCYPART_GRANDPAR
(4,10),(10,6),0.373637 # DEPENDENCYPART_GRANDPAR
(4,10),(10,7),0.0317543 # DEPENDENCYPART_GRANDPAR
(4,10),(10,8),-0.0304999 # DEPENDENCYPART_GRANDPAR
(4,10),(10,9),0.129532 # DEPENDENCYPART_GRANDPAR
(4,10),(10,11),-0.668585 # DEPENDENCYPART_GRANDPAR
(4,10),(10,12),-0.247031 # DEPENDENCYPART_GRANDPAR
(4,10),(10,13),0.00194667 # DEPENDENCYPART_GRANDPAR
(4,10),(10,14),-0.176764 # DEPENDENCYPART_GRANDPAR
(4,10),(10,15),-0.455397 # DEPENDENCYPART_GRANDPAR
(4,10),(10,16),-0.139579 # DEPENDENCYPART_GRANDPAR
(4,10),(10,17),-0.0218675 # DEPENDENCYPART_GRANDPAR
(4,10),(10,18),-0.154645 # DEPENDENCYPART_GRANDPAR
(4,10),(10,19),-0.235754 # DEPENDENCYPART_GRANDPAR
(4,10),(10,21),-0.191256 # DEPENDENCYPART_GRANDPAR
(4,10),(10,22),-1.21567 # DEPENDENCYPART_GRANDPAR
(4,10),(10,23),0.473726 # DEPENDENCYPART_GRANDPAR
(4,10),(10,24),-1.48193 # DEPENDENCYPART_GRANDPAR
(4,12),(12,1),-1.57735 # DEPENDENCYPART_GRANDPAR
(4,12),(12,2),-1.42062 # DEPENDENCYPART_GRANDPAR
(4,12),(12,3),-1.31843 # DEPENDENCYPART_GRANDPAR
(4,12),(12,4),-0.476642 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(4,12),(12,5),0.767785 # DEPENDENCYPART_GRANDPAR
(4,12),(12,6),0.812007 # DEPENDENCYPART_GRANDPAR
(4,12),(12,7),0.520402 # DEPENDENCYPART_GRANDPAR
(4,12),(12,8),0.450356 # DEPENDENCYPART_GRANDPAR
(4,12),(12,9),0.488603 # DEPENDENCYPART_GRANDPAR
(4,12),(12,10),0.764445 # DEPENDENCYPART_GRANDPAR
(4,12),(12,11),-0.669141 # DEPENDENCYPART_GRANDPAR
(4,12),(12,13),-0.0659747 # DEPENDENCYPART_GRANDPAR
(4,12),(12,15),-0.546062 # DEPENDENCYPART_GRANDPAR
(4,12),(12,16),-0.0709088 # DEPENDENCYPART_GRANDPAR
(4,12),(12,17),-0.0897889 # DEPENDENCYPART_GRANDPAR
(4,12),(12,18),-0.15057 # DEPENDENCYPART_GRANDPAR
(4,12),(12,19),-0.250862 # DEPENDENCYPART_GRANDPAR
(4,12),(12,21),-0.141986 # DEPENDENCYPART_GRANDPAR
(4,12),(12,22),-1.42452 # DEPENDENCYPART_GRANDPAR
(4,12),(12,23),0.356909 # DEPENDENCYPART_GRANDPAR
(4,12),(12,24),-1.22046 # DEPENDENCYPART_GRANDPAR
(4,16),(16,1),-1.5727 # DEPENDENCYPART_GRANDPAR
(4,16),(16,6),0.801437 # DEPENDENCYPART_GRANDPAR
(4,16),(16,7),0.509155 # DEPENDENCYPART_GRANDPAR
(4,16),(16,8),0.438976 # DEPENDENCYPART_GRANDPAR
(4,16),(16,9),0.504989 # DEPENDENCYPART_GRANDPAR
(4,16),(16,11),-0.685833 # DEPENDENCYPART_GRANDPAR
(4,16),(16,12),0.266898 # DEPENDENCYPART_GRANDPAR
(4,16),(16,13),0.241231 # DEPENDENCYPART_GRANDPAR
(4,16),(16,14),-0.146782 # DEPENDENCYPART_GRANDPAR
(4,16),(16,15),-0.306312 # DEPENDENCYPART_GRANDPAR
(4,16),(16,17),0.0762002 # DEPENDENCYPART_GRANDPAR
(4,16),(16,18),-0.132972 # DEPENDENCYPART_GRANDPAR
(4,16),(16,19),-0.250767 # DEPENDENCYPART_GRANDPAR
(4,16),(16,21),-0.300243 # DEPENDENCYPART_GRANDPAR
(4,16),(16,22),-1.43173 # DEPENDENCYPART_GRANDPAR
(4,16),(16,23),0.374218 # DEPENDENCYPART_GRANDPAR
(4,16),(16,24),-1.21125 # DEPENDENCYPART_GRANDPAR
(4,23),(23,5),0.812635 # DEPENDENCYPART_GRANDPAR
(4,23),(23,6),0.674077 # DEPENDENCYPART_GRANDPAR
(4,23),(23,7),0.302579 # DEPENDENCYPART_GRANDPAR
(4,23),(23,14),-0.505338 # DEPENDENCYPART_GRANDPAR
(4,23),(23,15),-0.452363 # DEPENDENCYPART_GRANDPAR
(4,23),(23,16),0.0326643 # DEPENDENCYPART_GRANDPAR
(4,23),(23,18),0.176487 # DEPENDENCYPART_GRANDPAR
(4,23),(23,19),-0.191953 # DEPENDENCYPART_GRANDPAR
(4,23),(23,20),-0.92867 # DEPENDENCYPART_GRANDPAR
(4,23),(23,21),-0.0188545 # DEPENDENCYPART_GRANDPAR
(4,23),(23,22),-0.427117 # DEPENDENCYPART_GRANDPAR
(4,23),(23,24),-1.34832 # DEPENDENCYPART_GRANDPAR
(4,24),(24,23),0.210041 # DEPENDENCYPART_GRANDPAR
(5,3),(3,1),-0.641865 # DEPENDENCYPART_GRANDPAR
(5,3),(3,2),-0.46298 # DEPENDENCYPART_GRANDPAR
(5,3),(3,4),-0.27215 # DEPENDENCYPART_GRANDPAR
(5,3),(3,5),-1.3941 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,3),(3,6),-0.615799 # DEPENDENCYPART_GRANDPAR
(5,3),(3,7),-0.771322 # DEPENDENCYPART_GRANDPAR
(5,3),(3,8),-0.88595 # DEPENDENCYPART_GRANDPAR
(5,3),(3,9),-0.733221 # DEPENDENCYPART_GRANDPAR
(5,3),(3,10),-0.864147 # DEPENDENCYPART_GRANDPAR
(5,3),(3,12),-0.620921 # DEPENDENCYPART_GRANDPAR
(5,3),(3,13),-0.952637 # DEPENDENCYPART_GRANDPAR
(5,3),(3,16),-0.690574 # DEPENDENCYPART_GRANDPAR
(5,3),(3,17),-1.04766 # DEPENDENCYPART_GRANDPAR
(5,3),(3,22),-1.30226 # DEPENDENCYPART_GRANDPAR
(5,3),(3,23),-1.13829 # DEPENDENCYPART_GRANDPAR
(5,3),(3,24),-1.16264 # DEPENDENCYPART_GRANDPAR
(5,4),(4,3),-0.589717 # DEPENDENCYPART_GRANDPAR
(5,4),(4,5),-1.41554 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,4),(4,6),-0.638565 # DEPENDENCYPART_GRANDPAR
(5,4),(4,7),-0.794078 # DEPENDENCYPART_GRANDPAR
(5,4),(4,8),-0.908708 # DEPENDENCYPART_GRANDPAR
(5,4),(4,9),-0.823446 # DEPENDENCYPART_GRANDPAR
(5,4),(4,10),-0.927829 # DEPENDENCYPART_GRANDPAR
(5,4),(4,12),-0.69689 # DEPENDENCYPART_GRANDPAR
(5,4),(4,16),-0.758378 # DEPENDENCYPART_GRANDPAR
(5,4),(4,23),-1.22855 # DEPENDENCYPART_GRANDPAR
(5,4),(4,24),-1.19606 # DEPENDENCYPART_GRANDPAR
(5,6),(6,1),-1.15454 # DEPENDENCYPART_GRANDPAR
(5,6),(6,2),-1.0872 # DEPENDENCYPART_GRANDPAR
(5,6),(6,3),-1.06927 # DEPENDENCYPART_GRANDPAR
(5,6),(6,4),-0.91349 # DEPENDENCYPART_GRANDPAR
(5,6),(6,5),-0.882359 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,6),(6,7),-0.256885 # DEPENDENCYPART_GRANDPAR
(5,6),(6,8),-0.364625 # DEPENDENCYPART_GRANDPAR
(5,6),(6,10),-0.405687 # DEPENDENCYPART_GRANDPAR
(5,6),(6,13),-0.221242 # DEPENDENCYPART_GRANDPAR
(5,7),(7,2),-1.0872 # DEPENDENCYPART_GRANDPAR
(5,7),(7,3),-1.06927 # DEPENDENCYPART_GRANDPAR
(5,7),(7,4),-0.91352 # DEPENDENCYPART_GRANDPAR
(5,7),(7,5),-0.881002 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,7),(7,6),-0.178399 # DEPENDENCYPART_GRANDPAR
(5,7),(7,8),-0.290145 # DEPENDENCYPART_GRANDPAR
(5,7),(7,9),-0.171946 # DEPENDENCYPART_GRANDPAR
(5,7),(7,10),-0.40133 # DEPENDENCYPART_GRANDPAR
(5,7),(7,11),-0.112741 # DEPENDENCYPART_GRANDPAR
(5,7),(7,12),0.0262556 # DEPENDENCYPART_GRANDPAR
(5,7),(7,13),-0.219436 # DEPENDENCYPART_GRANDPAR
(5,7),(7,17),-0.314457 # DEPENDENCYPART_GRANDPAR
(5,7),(7,18),-0.313032 # DEPENDENCYPART_GRANDPAR
(5,10),(10,1),-1.14823 # DEPENDENCYPART_GRANDPAR
(5,10),(10,2),-1.06895 # DEPENDENCYPART_GRANDPAR
(5,10),(10,3),-1.05154 # DEPENDENCYPART_GRANDPAR
(5,10),(10,4),-0.9392 # DEPENDENCYPART_GRANDPAR
(5,10),(10,5),-0.945871 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,10),(10,6),-0.138296 # DEPENDENCYPART_GRANDPAR
(5,10),(10,7),-0.295336 # DEPENDENCYPART_GRANDPAR
(5,10),(10,8),-0.404678 # DEPENDENCYPART_GRANDPAR
(5,10),(10,9),-0.216019 # DEPENDENCYPART_GRANDPAR
(5,10),(10,11),-0.062577 # DEPENDENCYPART_GRANDPAR
(5,10),(10,12),0.0539739 # DEPENDENCYPART_GRANDPAR
(5,10),(10,13),-0.326371 # DEPENDENCYPART_GRANDPAR
(5,10),(10,14),-0.133792 # DEPENDENCYPART_GRANDPAR
(5,10),(10,15),-0.391417 # DEPENDENCYPART_GRANDPAR
(5,10),(10,16),-0.067621 # DEPENDENCYPART_GRANDPAR
(5,10),(10,17),-0.421392 # DEPENDENCYPART_GRANDPAR
(5,10),(10,18),-0.320089 # DEPENDENCYPART_GRANDPAR
(5,10),(10,19),-0.455583 # DEPENDENCYPART_GRANDPAR
(5,10),(10,21),-0.355596 # DEPENDENCYPART_GRANDPAR
(5,10),(10,22),-0.890561 # DEPENDENCYPART_GRANDPAR
(5,10),(10,23),-0.568493 # DEPENDENCYPART_GRANDPAR
(5,10),(10,24),-0.883622 # DEPENDENCYPART_GRANDPAR
(5,12),(12,1),-1.31321 # DEPENDENCYPART_GRANDPAR
(5,12),(12,2),-1.15895 # DEPENDENCYPART_GRANDPAR
(5,12),(12,3),-1.14102 # DEPENDENCYPART_GRANDPAR
(5,12),(12,4),-0.90341 # DEPENDENCYPART_GRANDPAR
(5,12),(12,5),-1.06405 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(5,12),(12,6),-0.134677 # DEPENDENCYPART_GRANDPAR
(5,12),(12,7),-0.258151 # DEPENDENCYPART_GRANDPAR
(5,12),(12,8),-0.376836 # DEPENDENCYPART_GRANDPAR
(5,12),(12,9),-0.274999 # DEPENDENCYPART_GRANDPAR
(5,12),(12,10),-0.322259 # DEPENDENCYPART_GRANDPAR
(5,12),(12,11),-0.271118 # DEPENDENCYPART_GRANDPAR
(5,12),(12,13),-0.334162 # DEPENDENCYPART_GRANDPAR
(5,12),(12,15),-0.426872 # DEPENDENCYPART_GRANDPAR
(5,12),(12,16),-0.13722 # DEPENDENCYPART_GRANDPAR
(5,12),(12,17),-0.429183 # DEPENDENCYPART_GRANDPAR
(5,12),(12,18),-0.379545 # DEPENDENCYPART_GRANDPAR
(5,12),(12,19),-0.541253 # DEPENDENCYPART_GRANDPAR
(5,12),(12,21),-0.448866 # DEPENDENCYPART_GRANDPAR
(5,12),(12,22),-1.05901 # DEPENDENCYPART_GRANDPAR
(5,12),(12,23),-0.647708 # DEPENDENCYPART_GRANDPAR
(5,12),(12,24),-0.705693 # DEPENDENCYPART_GRANDPAR
(5,18),(18,9),-0.106717 # DEPENDENCYPART_GRANDPAR
(5,18),(18,12),-0.065538 # DEPENDENCYPART_GRANDPAR
(5,18),(18,16),-0.122621 # DEPENDENCYPART_GRANDPAR
(5,18),(18,17),-0.545072 # DEPENDENCYPART_GRANDPAR
(5,18),(18,19),-0.422483 # DEPENDENCYPART_GRANDPAR
(5,18),(18,20),-0.0503869 # DEPENDENCYPART_GRANDPAR
(5,18),(18,21),-0.36754 # DEPENDENCYPART_GRANDPAR
(5,18),(18,22),-0.845204 # DEPENDENCYPART_GRANDPAR
(5,18),(18,23),-0.562818 # DEPENDENCYPART_GRANDPAR
(5,18),(18,24),-0.785204 # DEPENDENCYPART_GRANDPAR
(6,1),(1,4),0.147835 # DEPENDENCYPART_GRANDPAR
(6,2),(2,1),-0.506099 # DEPENDENCYPART_GRANDPAR
(6,2),(2,3),-0.0699893 # DEPENDENCYPART_GRANDPAR
(6,2),(2,4),0.235282 # DEPENDENCYPART_GRANDPAR
(6,2),(2,5),0.0240593 # DEPENDENCYPART_GRANDPAR
(6,2),(2,9),-0.660002 # DEPENDENCYPART_GRANDPAR
(6,2),(2,10),-0.944171 # DEPENDENCYPART_GRANDPAR
(6,2),(2,13),-1.10362 # DEPENDENCYPART_GRANDPAR
(6,2),(2,24),-1.18095 # DEPENDENCYPART_GRANDPAR
(6,3),(3,1),-0.472894 # DEPENDENCYPART_GRANDPAR
(6,3),(3,2),-0.180859 # DEPENDENCYPART_GRANDPAR
(6,3),(3,4),0.266235 # DEPENDENCYPART_GRANDPAR
(6,3),(3,5),0.0160695 # DEPENDENCYPART_GRANDPAR
(6,3),(3,6),-1.53844 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,3),(3,7),-0.351688 # DEPENDENCYPART_GRANDPAR
(6,3),(3,8),-0.781645 # DEPENDENCYPART_GRANDPAR
(6,3),(3,9),-0.660011 # DEPENDENCYPART_GRANDPAR
(6,3),(3,10),-0.944176 # DEPENDENCYPART_GRANDPAR
(6,3),(3,12),-1.00209 # DEPENDENCYPART_GRANDPAR
(6,3),(3,13),-1.10773 # DEPENDENCYPART_GRANDPAR
(6,3),(3,16),-1.06632 # DEPENDENCYPART_GRANDPAR
(6,3),(3,17),-1.08939 # DEPENDENCYPART_GRANDPAR
(6,3),(3,22),-1.45962 # DEPENDENCYPART_GRANDPAR
(6,3),(3,23),-1.18329 # DEPENDENCYPART_GRANDPAR
(6,3),(3,24),-1.18095 # DEPENDENCYPART_GRANDPAR
(6,4),(4,3),-0.0950864 # DEPENDENCYPART_GRANDPAR
(6,4),(4,5),-0.0997527 # DEPENDENCYPART_GRANDPAR
(6,4),(4,6),-1.50726 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,4),(4,7),-0.320498 # DEPENDENCYPART_GRANDPAR
(6,4),(4,8),-0.750455 # DEPENDENCYPART_GRANDPAR
(6,4),(4,9),-0.684065 # DEPENDENCYPART_GRANDPAR
(6,4),(4,10),-0.950598 # DEPENDENCYPART_GRANDPAR
(6,4),(4,12),-1.01329 # DEPENDENCYPART_GRANDPAR
(6,4),(4,16),-1.07337 # DEPENDENCYPART_GRANDPAR
(6,4),(4,23),-1.20738 # DEPENDENCYPART_GRANDPAR
(6,4),(4,24),-1.15857 # DEPENDENCYPART_GRANDPAR
(6,5),(5,3),-0.199389 # DEPENDENCYPART_GRANDPAR
(6,5),(5,4),-0.103078 # DEPENDENCYPART_GRANDPAR
(6,5),(5,6),-1.5232 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,5),(5,7),-0.336445 # DEPENDENCYPART_GRANDPAR
(6,5),(5,10),-0.934557 # DEPENDENCYPART_GRANDPAR
(6,5),(5,12),-0.946994 # DEPENDENCYPART_GRANDPAR
(6,5),(5,13),-0.966849 # DEPENDENCYPART_GRANDPAR
(6,5),(5,18),-1.12544 # DEPENDENCYPART_GRANDPAR
(6,7),(7,2),-0.753646 # DEPENDENCYPART_GRANDPAR
(6,7),(7,3),-0.651104 # DEPENDENCYPART_GRANDPAR
(6,7),(7,4),-0.498864 # DEPENDENCYPART_GRANDPAR
(6,7),(7,5),-0.424147 # DEPENDENCYPART_GRANDPAR
(6,7),(7,6),-1.11246 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,7),(7,8),0.0354497 # DEPENDENCYPART_GRANDPAR
(6,7),(7,9),-0.0243481 # DEPENDENCYPART_GRANDPAR
(6,7),(7,10),-0.406905 # DEPENDENCYPART_GRANDPAR
(6,7),(7,11),-0.364016 # DEPENDENCYPART_GRANDPAR
(6,7),(7,12),-0.343915 # DEPENDENCYPART_GRANDPAR
(6,7),(7,13),-0.201516 # DEPENDENCYPART_GRANDPAR
(6,7),(7,17),-0.183167 # DEPENDENCYPART_GRANDPAR
(6,7),(7,18),-0.564568 # DEPENDENCYPART_GRANDPAR
(6,8),(8,3),-0.651063 # DEPENDENCYPART_GRANDPAR
(6,8),(8,5),-0.424105 # DEPENDENCYPART_GRANDPAR
(6,8),(8,6),-1.12703 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,8),(8,7),0.0632073 # DEPENDENCYPART_GRANDPAR
(6,8),(8,10),-0.407276 # DEPENDENCYPART_GRANDPAR
(6,8),(8,12),-0.338775 # DEPENDENCYPART_GRANDPAR
(6,10),(10,1),-0.886845 # DEPENDENCYPART_GRANDPAR
(6,10),(10,2),-0.727722 # DEPENDENCYPART_GRANDPAR
(6,10),(10,3),-0.625692 # DEPENDENCYPART_GRANDPAR
(6,10),(10,4),-0.517685 # DEPENDENCYPART_GRANDPAR
(6,10),(10,5),-0.410891 # DEPENDENCYPART_GRANDPAR
(6,10),(10,6),-1.20177 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(6,10),(10,7),-0.027298 # DEPENDENCYPART_GRANDPAR
(6,10),(10,8),-0.448456 # DEPENDENCYPART_GRANDPAR
(6,10),(10,9),-0.284813 # DEPENDENCYPART_GRANDPAR
(6,10),(10,11),-0.365798 # DEPENDENCYPART_GRANDPAR
(6,10),(10,12),-0.395612 # DEPENDENCYPART_GRANDPAR
(6,10),(10,13),-0.408872 # DEPENDENCYPART_GRANDPAR
(6,10),(10,14),-0.481589 # DEPENDENCYPART_GRANDPAR
(6,10),(10,15),-0.688365 # DEPENDENCYPART_GRANDPAR
(6,10),(10,16),-0.464819 # DEPENDENCYPART_GRANDPAR
(6,10),(10,17),-0.390523 # DEPENDENCYPART_GRANDPAR
(6,10),(10,18),-0.637883 # DEPENDENCYPART_GRANDPAR
(6,10),(10,19),-0.618338 # DEPENDENCYPART_GRANDPAR
(6,10),(10,21),-0.669376 # DEPENDENCYPART_GRANDPAR
(6,10),(10,22),-1.05798 # DEPENDENCYPART_GRANDPAR
(6,10),(10,23),-0.603311 # DEPENDENCYPART_GRANDPAR
(6,10),(10,24),-0.894504 # DEPENDENCYPART_GRANDPAR
(7,2),(2,1),-0.700319 # DEPENDENCYPART_GRANDPAR
