# _root_ A Ford spokesman said the Dearborn , Mich. , auto maker is n't aware of any injuries caused by the windshield problem .
#goldHeads=3,3,4,0,11,8,8,11,8,11,12,4,12,12,14,17,15,17,18,22,22,19,4,
#predictedHeads=3,3,4,0,11,8,8,11,8,11,12,4,12,12,14,17,15,17,18,22,22,19,4,
(6,8),(6,15),-0.0142895 # DEPENDENCYPART_SIBL
(6,8),(6,18),-0.0226106 # DEPENDENCYPART_SIBL
(6,8),(6,19),0.0116448 # DEPENDENCYPART_SIBL
(6,8),(6,22),-0.0308275 # DEPENDENCYPART_SIBL
(6,9),(6,10),0.0319302 # DEPENDENCYPART_SIBL
(6,9),(6,11),0.0381114 # DEPENDENCYPART_SIBL
(6,9),(6,12),0.0280812 # DEPENDENCYPART_SIBL
(6,9),(6,13),0.00419585 # DEPENDENCYPART_SIBL
(6,9),(6,15),0.0151678 # DEPENDENCYPART_SIBL
(6,9),(6,18),0.0215826 # DEPENDENCYPART_SIBL
(6,9),(6,19),-0.013658 # DEPENDENCYPART_SIBL
(6,9),(6,22),0.0316621 # DEPENDENCYPART_SIBL
(6,10),(6,11),-0.0167335 # DEPENDENCYPART_SIBL
(6,10),(6,12),-0.0222352 # DEPENDENCYPART_SIBL
(6,10),(6,13),-0.000298796 # DEPENDENCYPART_SIBL
(6,10),(6,15),-0.0057481 # DEPENDENCYPART_SIBL
(6,10),(6,18),-0.0130823 # DEPENDENCYPART_SIBL
(6,10),(6,19),0.0200772 # DEPENDENCYPART_SIBL
(6,10),(6,22),-0.0189654 # DEPENDENCYPART_SIBL
(6,11),(6,12),-0.018319 # DEPENDENCYPART_SIBL
(6,11),(6,13),0.00457042 # DEPENDENCYPART_SIBL
(6,11),(6,15),0.000122225 # DEPENDENCYPART_SIBL
(6,11),(6,18),-0.00847837 # DEPENDENCYPART_SIBL
(6,11),(6,19),0.0263788 # DEPENDENCYPART_SIBL
(6,11),(6,22),-0.00568886 # DEPENDENCYPART_SIBL
(6,12),(6,13),-0.0329087 # DEPENDENCYPART_SIBL
(6,12),(6,15),-0.0407816 # DEPENDENCYPART_SIBL
(6,12),(6,18),-0.0468854 # DEPENDENCYPART_SIBL
(6,12),(6,19),-0.0348803 # DEPENDENCYPART_SIBL
(6,12),(6,22),-0.0407242 # DEPENDENCYPART_SIBL
(6,13),(6,15),0.000571434 # DEPENDENCYPART_SIBL
(6,13),(6,18),0.0122391 # DEPENDENCYPART_SIBL
(6,13),(6,19),0.0131954 # DEPENDENCYPART_SIBL
(6,13),(6,22),0.0207182 # DEPENDENCYPART_SIBL
(6,15),(6,18),-0.0341003 # DEPENDENCYPART_SIBL
(6,15),(6,19),0.0433901 # DEPENDENCYPART_SIBL
(6,15),(6,22),0.024118 # DEPENDENCYPART_SIBL
(6,18),(6,19),0.00578054 # DEPENDENCYPART_SIBL
(6,18),(6,22),-0.016005 # DEPENDENCYPART_SIBL
(6,19),(6,22),0.00133751 # DEPENDENCYPART_SIBL
(8,3),(8,4),0.044254 # DEPENDENCYPART_SIBL
(8,3),(8,5),-0.142072 # DEPENDENCYPART_SIBL
(8,3),(8,6),0.00659247 # DEPENDENCYPART_SIBL
(8,3),(8,7),0.0529926 # DEPENDENCYPART_SIBL
(8,3),(8,9),0.0783024 # DEPENDENCYPART_SIBL
(8,3),(8,10),0.00383301 # DEPENDENCYPART_SIBL
(8,3),(8,11),0.0241885 # DEPENDENCYPART_SIBL
(8,3),(8,12),0.0545277 # DEPENDENCYPART_SIBL
(8,3),(8,13),0.0192709 # DEPENDENCYPART_SIBL
(8,3),(8,15),0.00962436 # DEPENDENCYPART_SIBL
(8,3),(8,17),0.00487748 # DEPENDENCYPART_SIBL
(8,3),(8,18),0.0375217 # DEPENDENCYPART_SIBL
(8,3),(8,22),0.00830133 # DEPENDENCYPART_SIBL
(8,4),(8,5),-0.0168125 # DEPENDENCYPART_SIBL
(8,4),(8,6),-0.0181697 # DEPENDENCYPART_SIBL
(8,4),(8,7),0.0980365 # DEPENDENCYPART_SIBL
(8,4),(8,9),-0.000277379 # DEPENDENCYPART_SIBL
(8,4),(8,10),-0.0159907 # DEPENDENCYPART_SIBL
(8,4),(8,11),-0.00608686 # DEPENDENCYPART_SIBL
(8,4),(8,12),-0.0995624 # DEPENDENCYPART_SIBL
(8,4),(8,13),-0.0211803 # DEPENDENCYPART_SIBL
(8,4),(8,15),-0.0194848 # DEPENDENCYPART_SIBL
(8,4),(8,17),-0.0159037 # DEPENDENCYPART_SIBL
(8,4),(8,18),-0.0467685 # DEPENDENCYPART_SIBL
(8,4),(8,22),-0.0166606 # DEPENDENCYPART_SIBL
(8,5),(8,6),0.035633 # DEPENDENCYPART_SIBL
(8,5),(8,7),0.0297492 # DEPENDENCYPART_SIBL
(8,5),(8,9),0.0489169 # DEPENDENCYPART_SIBL
(8,5),(8,10),-0.000452729 # DEPENDENCYPART_SIBL
(8,5),(8,11),-0.0189723 # DEPENDENCYPART_SIBL
(8,5),(8,12),0.169068 # DEPENDENCYPART_SIBL
(8,5),(8,13),-0.00726383 # DEPENDENCYPART_SIBL
(8,5),(8,15),0.342436 # DEPENDENCYPART_SIBL
(8,5),(8,17),-0.000361647 # DEPENDENCYPART_SIBL
(8,5),(8,18),0.205036 # DEPENDENCYPART_SIBL
(8,5),(8,22),0.00102597 # DEPENDENCYPART_SIBL
(8,6),(8,7),0.0814359 # DEPENDENCYPART_SIBL
(8,6),(8,9),0.102413 # DEPENDENCYPART_SIBL
(8,6),(8,10),0.0216816 # DEPENDENCYPART_SIBL
(8,6),(8,11),0.0420369 # DEPENDENCYPART_SIBL
(8,6),(8,12),0.0271639 # DEPENDENCYPART_SIBL
(8,6),(8,13),0.035893 # DEPENDENCYPART_SIBL
(8,6),(8,15),0.0201846 # DEPENDENCYPART_SIBL
(8,6),(8,17),0.022726 # DEPENDENCYPART_SIBL
(8,6),(8,18),0.0100164 # DEPENDENCYPART_SIBL
(8,6),(8,22),0.0261645 # DEPENDENCYPART_SIBL
(8,7),(8,9),0.181777 # DEPENDENCYPART_SIBL
(8,7),(8,10),-0.00921051 # DEPENDENCYPART_SIBL
(8,7),(8,11),-0.0166131 # DEPENDENCYPART_SIBL
(8,7),(8,12),0.00392474 # DEPENDENCYPART_SIBL
(8,7),(8,13),-0.0881332 # DEPENDENCYPART_SIBL
(8,7),(8,15),-0.180904 # DEPENDENCYPART_SIBL
(8,7),(8,17),-0.00814261 # DEPENDENCYPART_SIBL
(8,7),(8,18),0.0381314 # DEPENDENCYPART_SIBL
(8,7),(8,22),-0.00455417 # DEPENDENCYPART_SIBL
(8,9),(8,10),0.0350779 # DEPENDENCYPART_SIBL
(8,9),(8,11),0.041259 # DEPENDENCYPART_SIBL
(8,9),(8,12),0.0287898 # DEPENDENCYPART_SIBL
(8,9),(8,13),0.00490586 # DEPENDENCYPART_SIBL
(8,9),(8,15),0.0158777 # DEPENDENCYPART_SIBL
(8,9),(8,17),0.0351649 # DEPENDENCYPART_SIBL
(8,9),(8,18),0.0222913 # DEPENDENCYPART_SIBL
(8,9),(8,22),0.0348098 # DEPENDENCYPART_SIBL
(8,10),(8,11),-0.0150531 # DEPENDENCYPART_SIBL
(8,10),(8,12),-0.0213367 # DEPENDENCYPART_SIBL
(8,10),(8,13),0.000600159 # DEPENDENCYPART_SIBL
(8,10),(8,15),-0.00484926 # DEPENDENCYPART_SIBL
(8,10),(8,17),-0.0141679 # DEPENDENCYPART_SIBL
(8,10),(8,18),-0.0121839 # DEPENDENCYPART_SIBL
(8,10),(8,22),-0.0172848 # DEPENDENCYPART_SIBL
(8,11),(8,12),-0.0174237 # DEPENDENCYPART_SIBL
(8,11),(8,13),0.00546619 # DEPENDENCYPART_SIBL
(8,11),(8,15),0.00101788 # DEPENDENCYPART_SIBL
(8,11),(8,17),-0.000894604 # DEPENDENCYPART_SIBL
(8,11),(8,18),-0.00758309 # DEPENDENCYPART_SIBL
(8,11),(8,22),-0.00401149 # DEPENDENCYPART_SIBL
(8,12),(8,13),-0.0329089 # DEPENDENCYPART_SIBL
(8,12),(8,15),-0.040782 # DEPENDENCYPART_SIBL
(8,12),(8,17),-0.0373329 # DEPENDENCYPART_SIBL
(8,12),(8,18),-0.0468861 # DEPENDENCYPART_SIBL
(8,12),(8,22),-0.0399427 # DEPENDENCYPART_SIBL
(8,13),(8,15),0.000571383 # DEPENDENCYPART_SIBL
(8,13),(8,17),0.0223965 # DEPENDENCYPART_SIBL
(8,13),(8,18),0.0122386 # DEPENDENCYPART_SIBL
(8,13),(8,22),0.0214998 # DEPENDENCYPART_SIBL
(8,15),(8,17),0.0231098 # DEPENDENCYPART_SIBL
(8,15),(8,18),-0.0341007 # DEPENDENCYPART_SIBL
(8,15),(8,22),0.0248996 # DEPENDENCYPART_SIBL
(8,17),(8,18),-0.0120578 # DEPENDENCYPART_SIBL
(8,17),(8,22),-0.01725 # DEPENDENCYPART_SIBL
(8,18),(8,22),-0.0152235 # DEPENDENCYPART_SIBL
(10,4),(10,5),-0.0168616 # DEPENDENCYPART_SIBL
(10,4),(10,6),-0.0159791 # DEPENDENCYPART_SIBL
(10,4),(10,7),0.0874499 # DEPENDENCYPART_SIBL
(10,4),(10,8),-0.00968518 # DEPENDENCYPART_SIBL
(10,4),(10,9),0.0874499 # DEPENDENCYPART_SIBL
(10,4),(10,12),-0.0995915 # DEPENDENCYPART_SIBL
(10,4),(10,13),-0.0211806 # DEPENDENCYPART_SIBL
(10,4),(10,14),-0.0165278 # DEPENDENCYPART_SIBL
(10,4),(10,15),-0.0197234 # DEPENDENCYPART_SIBL
(10,5),(10,6),0.0351691 # DEPENDENCYPART_SIBL
(10,5),(10,7),0.017176 # DEPENDENCYPART_SIBL
(10,5),(10,8),0.0635398 # DEPENDENCYPART_SIBL
(10,5),(10,9),0.017176 # DEPENDENCYPART_SIBL
(10,5),(10,12),0.168882 # DEPENDENCYPART_SIBL
(10,5),(10,13),-0.00736179 # DEPENDENCYPART_SIBL
(10,5),(10,14),-0.0516367 # DEPENDENCYPART_SIBL
(10,5),(10,15),0.342064 # DEPENDENCYPART_SIBL
(10,6),(10,7),0.0499272 # DEPENDENCYPART_SIBL
(10,6),(10,8),0.00988222 # DEPENDENCYPART_SIBL
(10,6),(10,9),0.0499272 # DEPENDENCYPART_SIBL
(10,6),(10,12),0.0208849 # DEPENDENCYPART_SIBL
(10,6),(10,13),0.0296372 # DEPENDENCYPART_SIBL
(10,6),(10,14),0.00589511 # DEPENDENCYPART_SIBL
(10,6),(10,15),0.0134865 # DEPENDENCYPART_SIBL
(10,7),(10,8),-0.0135145 # DEPENDENCYPART_SIBL
(10,7),(10,9),0.207917 # DEPENDENCYPART_SIBL
(10,7),(10,12),-0.0108693 # DEPENDENCYPART_SIBL
(10,7),(10,13),-0.102905 # DEPENDENCYPART_SIBL
(10,7),(10,14),-0.0666019 # DEPENDENCYPART_SIBL
(10,7),(10,15),-0.195913 # DEPENDENCYPART_SIBL
(10,8),(10,9),0.0369176 # DEPENDENCYPART_SIBL
(10,8),(10,12),0.0181125 # DEPENDENCYPART_SIBL
(10,8),(10,13),0.027679 # DEPENDENCYPART_SIBL
(10,8),(10,14),0.00415085 # DEPENDENCYPART_SIBL
(10,8),(10,15),0.0116495 # DEPENDENCYPART_SIBL
(10,9),(10,12),-0.0108693 # DEPENDENCYPART_SIBL
(10,9),(10,13),-0.102905 # DEPENDENCYPART_SIBL
(10,9),(10,14),-0.0666019 # DEPENDENCYPART_SIBL
(10,9),(10,15),-0.195913 # DEPENDENCYPART_SIBL
(10,12),(10,13),-0.0329087 # DEPENDENCYPART_SIBL
(10,12),(10,14),-0.0163384 # DEPENDENCYPART_SIBL
(10,12),(10,15),-0.0407816 # DEPENDENCYPART_SIBL
(10,13),(10,14),0.0625545 # DEPENDENCYPART_SIBL
(10,13),(10,15),0.000570968 # DEPENDENCYPART_SIBL
(10,14),(10,15),0.0132611 # DEPENDENCYPART_SIBL
(11,1),(11,2),0.0793946 # DEPENDENCYPART_SIBL
(11,1),(11,3),0.0756677 # DEPENDENCYPART_SIBL
(11,1),(11,4),0.196979 # DEPENDENCYPART_SIBL
(11,1),(11,5),-0.275189 # DEPENDENCYPART_SIBL
(11,1),(11,6),0.069561 # DEPENDENCYPART_SIBL
(11,1),(11,7),0.0354269 # DEPENDENCYPART_SIBL
(11,1),(11,8),0.0935043 # DEPENDENCYPART_SIBL
(11,1),(11,9),0.0354269 # DEPENDENCYPART_SIBL
(11,1),(11,10),0.101692 # DEPENDENCYPART_SIBL
(11,1),(11,12),0.244934 # DEPENDENCYPART_SIBL
(11,1),(11,13),-0.0257602 # DEPENDENCYPART_SIBL
(11,1),(11,14),0.0612006 # DEPENDENCYPART_SIBL
(11,1),(11,15),0.127165 # DEPENDENCYPART_SIBL
(11,2),(11,3),0.0299493 # DEPENDENCYPART_SIBL
(11,2),(11,4),0.0233719 # DEPENDENCYPART_SIBL
(11,2),(11,5),-0.161478 # DEPENDENCYPART_SIBL
(11,2),(11,6),0.0273668 # DEPENDENCYPART_SIBL
(11,2),(11,7),0.0144127 # DEPENDENCYPART_SIBL
(11,2),(11,8),0.0293555 # DEPENDENCYPART_SIBL
(11,2),(11,9),0.0144127 # DEPENDENCYPART_SIBL
(11,2),(11,10),0.0217154 # DEPENDENCYPART_SIBL
(11,2),(11,12),0.0396651 # DEPENDENCYPART_SIBL
(11,2),(11,13),0.0199916 # DEPENDENCYPART_SIBL
(11,2),(11,14),-0.0108659 # DEPENDENCYPART_SIBL
(11,2),(11,15),-0.0115195 # DEPENDENCYPART_SIBL
(11,3),(11,4),0.0276284 # DEPENDENCYPART_SIBL
(11,3),(11,5),-0.171153 # DEPENDENCYPART_SIBL
(11,3),(11,6),-0.0015081 # DEPENDENCYPART_SIBL
(11,3),(11,7),-0.0167993 # DEPENDENCYPART_SIBL
(11,3),(11,8),0.000480597 # DEPENDENCYPART_SIBL
(11,3),(11,9),-0.0167993 # DEPENDENCYPART_SIBL
(11,3),(11,10),-0.00715951 # DEPENDENCYPART_SIBL
(11,3),(11,12),0.0631505 # DEPENDENCYPART_SIBL
(11,3),(11,13),-0.00122691 # DEPENDENCYPART_SIBL
(11,3),(11,14),-0.0187345 # DEPENDENCYPART_SIBL
(11,3),(11,15),-0.0406405 # DEPENDENCYPART_SIBL
(11,4),(11,5),-0.0258074 # DEPENDENCYPART_SIBL
(11,4),(11,6),-0.00485454 # DEPENDENCYPART_SIBL
(11,4),(11,7),0.0691994 # DEPENDENCYPART_SIBL
(11,4),(11,8),0.00477619 # DEPENDENCYPART_SIBL
(11,4),(11,9),0.0691994 # DEPENDENCYPART_SIBL
(11,4),(11,10),-0.00432622 # DEPENDENCYPART_SIBL
(11,4),(11,12),-0.0800946 # DEPENDENCYPART_SIBL
(11,4),(11,13),-0.0213127 # DEPENDENCYPART_SIBL
(11,4),(11,14),-0.0179901 # DEPENDENCYPART_SIBL
(11,4),(11,15),-0.0362405 # DEPENDENCYPART_SIBL
(11,5),(11,6),0.108456 # DEPENDENCYPART_SIBL
(11,5),(11,7),0.0242087 # DEPENDENCYPART_SIBL
(11,5),(11,8),0.143568 # DEPENDENCYPART_SIBL
(11,5),(11,9),0.0242087 # DEPENDENCYPART_SIBL
(11,5),(11,10),0.165175 # DEPENDENCYPART_SIBL
(11,5),(11,12),0.173013 # DEPENDENCYPART_SIBL
(11,5),(11,13),-0.0264849 # DEPENDENCYPART_SIBL
(11,5),(11,14),-0.0721901 # DEPENDENCYPART_SIBL
(11,5),(11,15),0.310324 # DEPENDENCYPART_SIBL
(11,6),(11,7),0.00621769 # DEPENDENCYPART_SIBL
(11,6),(11,8),0.00177313 # DEPENDENCYPART_SIBL
(11,6),(11,9),0.00621769 # DEPENDENCYPART_SIBL
(11,6),(11,10),-0.00879185 # DEPENDENCYPART_SIBL
(11,6),(11,12),0.0338969 # DEPENDENCYPART_SIBL
(11,6),(11,13),0.0135052 # DEPENDENCYPART_SIBL
(11,6),(11,14),-0.0124775 # DEPENDENCYPART_SIBL
(11,6),(11,15),-0.0319702 # DEPENDENCYPART_SIBL
(11,7),(11,8),-0.0290135 # DEPENDENCYPART_SIBL
(11,7),(11,9),0.170683 # DEPENDENCYPART_SIBL
(11,7),(11,10),-0.0395682 # DEPENDENCYPART_SIBL
(11,7),(11,12),0.00187265 # DEPENDENCYPART_SIBL
(11,7),(11,13),-0.108457 # DEPENDENCYPART_SIBL
(11,7),(11,14),-0.073484 # DEPENDENCYPART_SIBL
(11,7),(11,15),-0.220524 # DEPENDENCYPART_SIBL
(11,8),(11,9),-0.00331857 # DEPENDENCYPART_SIBL
(11,8),(11,10),0.040592 # DEPENDENCYPART_SIBL
(11,8),(11,12),0.0311245 # DEPENDENCYPART_SIBL
(11,8),(11,13),0.011547 # DEPENDENCYPART_SIBL
(11,8),(11,14),-0.0142217 # DEPENDENCYPART_SIBL
(11,8),(11,15),-0.0338071 # DEPENDENCYPART_SIBL
(11,9),(11,10),-0.0395682 # DEPENDENCYPART_SIBL
(11,9),(11,12),0.00187265 # DEPENDENCYPART_SIBL
(11,9),(11,13),-0.108457 # DEPENDENCYPART_SIBL
(11,9),(11,14),-0.073484 # DEPENDENCYPART_SIBL
(11,9),(11,15),-0.220524 # DEPENDENCYPART_SIBL
(11,10),(11,12),-0.00223343 # DEPENDENCYPART_SIBL
(11,10),(11,13),-0.0237684 # DEPENDENCYPART_SIBL
(11,10),(11,14),-0.0512645 # DEPENDENCYPART_SIBL
(11,10),(11,15),-0.105278 # DEPENDENCYPART_SIBL
(11,12),(11,13),-0.0312731 # DEPENDENCYPART_SIBL
(11,12),(11,14),-0.0144954 # DEPENDENCYPART_SIBL
(11,12),(11,15),-0.0530539 # DEPENDENCYPART_SIBL
(11,13),(11,14),0.0623468 # DEPENDENCYPART_SIBL
(11,13),(11,15),-0.0137383 # DEPENDENCYPART_SIBL
(11,14),(11,15),-0.000961945 # DEPENDENCYPART_SIBL
(12,2),(12,3),-0.132927 # DEPENDENCYPART_SIBL
(12,2),(12,4),0.0109272 # DEPENDENCYPART_SIBL
(12,2),(12,5),-0.132748 # DEPENDENCYPART_SIBL
(12,2),(12,6),-0.13251 # DEPENDENCYPART_SIBL
(12,2),(12,7),0.0541287 # DEPENDENCYPART_SIBL
(12,2),(12,8),-0.140369 # DEPENDENCYPART_SIBL
(12,2),(12,9),0.0541287 # DEPENDENCYPART_SIBL
(12,2),(12,10),-0.136504 # DEPENDENCYPART_SIBL
(12,2),(12,11),-0.166313 # DEPENDENCYPART_SIBL
(12,2),(12,13),0.122531 # DEPENDENCYPART_SIBL
(12,2),(12,14),0.0385682 # DEPENDENCYPART_SIBL
(12,2),(12,15),0.0180646 # DEPENDENCYPART_SIBL
(12,2),(12,17),-0.0872195 # DEPENDENCYPART_SIBL
(12,2),(12,18),-0.00739836 # DEPENDENCYPART_SIBL
(12,2),(12,19),-0.128869 # DEPENDENCYPART_SIBL
(12,2),(12,22),-0.0180604 # DEPENDENCYPART_SIBL
(12,2),(12,23),-0.00870808 # DEPENDENCYPART_SIBL
(12,3),(12,4),0.0149319 # DEPENDENCYPART_SIBL
(12,3),(12,5),-0.141096 # DEPENDENCYPART_SIBL
(12,3),(12,6),-0.152935 # DEPENDENCYPART_SIBL
(12,3),(12,7),0.0139309 # DEPENDENCYPART_SIBL
(12,3),(12,8),-0.160794 # DEPENDENCYPART_SIBL
(12,3),(12,9),0.0139309 # DEPENDENCYPART_SIBL
(12,3),(12,10),-0.156929 # DEPENDENCYPART_SIBL
(12,3),(12,11),-0.186738 # DEPENDENCYPART_SIBL
(12,3),(12,13),0.111382 # DEPENDENCYPART_SIBL
(12,3),(12,14),0.0584676 # DEPENDENCYPART_SIBL
(12,3),(12,15),0.0103657 # DEPENDENCYPART_SIBL
(12,3),(12,17),-0.0988789 # DEPENDENCYPART_SIBL
(12,3),(12,18),0.0686937 # DEPENDENCYPART_SIBL
(12,3),(12,19),-0.137166 # DEPENDENCYPART_SIBL
(12,3),(12,22),-0.029749 # DEPENDENCYPART_SIBL
(12,3),(12,23),0.0943625 # DEPENDENCYPART_SIBL
(12,4),(12,5),-0.0682644 # DEPENDENCYPART_SIBL
(12,4),(12,6),-0.0338375 # DEPENDENCYPART_SIBL
(12,4),(12,7),-0.0504266 # DEPENDENCYPART_SIBL
(12,4),(12,8),-0.0356181 # DEPENDENCYPART_SIBL
(12,4),(12,9),-0.0504266 # DEPENDENCYPART_SIBL
(12,4),(12,10),-0.0359696 # DEPENDENCYPART_SIBL
(12,4),(12,11),-0.0527429 # DEPENDENCYPART_SIBL
(12,4),(12,13),0.0479721 # DEPENDENCYPART_SIBL
(12,4),(12,14),0.0504941 # DEPENDENCYPART_SIBL
(12,4),(12,15),-0.0171046 # DEPENDENCYPART_SIBL
(12,4),(12,17),-0.0359136 # DEPENDENCYPART_SIBL
(12,4),(12,18),-0.0933807 # DEPENDENCYPART_SIBL
(12,4),(12,19),-0.0417788 # DEPENDENCYPART_SIBL
(12,4),(12,22),0.018577 # DEPENDENCYPART_SIBL
(12,4),(12,23),0.0234349 # DEPENDENCYPART_SIBL
(12,5),(12,6),-0.0657655 # DEPENDENCYPART_SIBL
(12,5),(12,7),-0.139381 # DEPENDENCYPART_SIBL
(12,5),(12,8),-0.0564944 # DEPENDENCYPART_SIBL
(12,5),(12,9),-0.139381 # DEPENDENCYPART_SIBL
(12,5),(12,10),-0.0467143 # DEPENDENCYPART_SIBL
(12,5),(12,11),-0.0709301 # DEPENDENCYPART_SIBL
(12,5),(12,13),-0.15034 # DEPENDENCYPART_SIBL
(12,5),(12,14),-0.114813 # DEPENDENCYPART_SIBL
(12,5),(12,15),0.216889 # DEPENDENCYPART_SIBL
(12,5),(12,17),-0.107498 # DEPENDENCYPART_SIBL
(12,5),(12,18),-0.164943 # DEPENDENCYPART_SIBL
(12,5),(12,19),-0.13428 # DEPENDENCYPART_SIBL
(12,5),(12,22),-0.0460584 # DEPENDENCYPART_SIBL
(12,5),(12,23),-0.170206 # DEPENDENCYPART_SIBL
(12,6),(12,7),0.03196 # DEPENDENCYPART_SIBL
(12,6),(12,8),-0.157089 # DEPENDENCYPART_SIBL
(12,6),(12,9),0.03196 # DEPENDENCYPART_SIBL
(12,6),(12,10),-0.154687 # DEPENDENCYPART_SIBL
(12,6),(12,11),-0.183553 # DEPENDENCYPART_SIBL
(12,6),(12,13),0.11395 # DEPENDENCYPART_SIBL
(12,6),(12,14),0.0414649 # DEPENDENCYPART_SIBL
(12,6),(12,15),-0.00224709 # DEPENDENCYPART_SIBL
(12,6),(12,17),-0.101416 # DEPENDENCYPART_SIBL
(12,6),(12,18),-0.010687 # DEPENDENCYPART_SIBL
(12,6),(12,19),-0.148623 # DEPENDENCYPART_SIBL
(12,6),(12,22),-0.0322568 # DEPENDENCYPART_SIBL
(12,6),(12,23),-0.0125374 # DEPENDENCYPART_SIBL
(12,7),(12,8),-0.00996762 # DEPENDENCYPART_SIBL
(12,7),(12,9),0.0357719 # DEPENDENCYPART_SIBL
(12,7),(12,10),-0.00524385 # DEPENDENCYPART_SIBL
(12,7),(12,11),-0.0445173 # DEPENDENCYPART_SIBL
(12,7),(12,13),-0.0657533 # DEPENDENCYPART_SIBL
(12,7),(12,14),0.0103278 # DEPENDENCYPART_SIBL
(12,7),(12,15),-0.0741828 # DEPENDENCYPART_SIBL
(12,7),(12,17),-0.00556821 # DEPENDENCYPART_SIBL
(12,7),(12,18),-0.0171601 # DEPENDENCYPART_SIBL
(12,7),(12,19),-0.0348059 # DEPENDENCYPART_SIBL
(12,7),(12,22),0.0625862 # DEPENDENCYPART_SIBL
(12,7),(12,23),0.037156 # DEPENDENCYPART_SIBL
(12,8),(12,9),0.013939 # DEPENDENCYPART_SIBL
(12,8),(12,10),-0.141938 # DEPENDENCYPART_SIBL
(12,8),(12,11),-0.173618 # DEPENDENCYPART_SIBL
(12,8),(12,13),0.111054 # DEPENDENCYPART_SIBL
(12,8),(12,14),0.0391449 # DEPENDENCYPART_SIBL
(12,8),(12,15),-0.00433521 # DEPENDENCYPART_SIBL
(12,8),(12,17),-0.110494 # DEPENDENCYPART_SIBL
(12,8),(12,18),-0.014968 # DEPENDENCYPART_SIBL
(12,8),(12,19),-0.150512 # DEPENDENCYPART_SIBL
(12,8),(12,22),-0.0413354 # DEPENDENCYPART_SIBL
(12,8),(12,23),-0.0185642 # DEPENDENCYPART_SIBL
(12,9),(12,10),-0.00524385 # DEPENDENCYPART_SIBL
(12,9),(12,11),-0.0445173 # DEPENDENCYPART_SIBL
(12,9),(12,13),-0.0657533 # DEPENDENCYPART_SIBL
(12,9),(12,14),0.0103278 # DEPENDENCYPART_SIBL
(12,9),(12,15),-0.0741828 # DEPENDENCYPART_SIBL
(12,9),(12,17),-0.00556821 # DEPENDENCYPART_SIBL
(12,9),(12,18),-0.0171601 # DEPENDENCYPART_SIBL
(12,9),(12,19),-0.0348059 # DEPENDENCYPART_SIBL
(12,9),(12,22),0.0625862 # DEPENDENCYPART_SIBL
(12,9),(12,23),0.037156 # DEPENDENCYPART_SIBL
(12,10),(12,11),-0.178605 # DEPENDENCYPART_SIBL
(12,10),(12,13),0.114363 # DEPENDENCYPART_SIBL
(12,10),(12,14),0.041338 # DEPENDENCYPART_SIBL
(12,10),(12,15),-0.0155447 # DEPENDENCYPART_SIBL
(12,10),(12,17),-0.108082 # DEPENDENCYPART_SIBL
(12,10),(12,18),-0.0113264 # DEPENDENCYPART_SIBL
(12,10),(12,19),-0.161909 # DEPENDENCYPART_SIBL
(12,10),(12,22),-0.0389232 # DEPENDENCYPART_SIBL
(12,10),(12,23),-0.0109944 # DEPENDENCYPART_SIBL
(12,11),(12,13),0.140446 # DEPENDENCYPART_SIBL
(12,11),(12,14),0.0524168 # DEPENDENCYPART_SIBL
(12,11),(12,15),-0.0175316 # DEPENDENCYPART_SIBL
(12,11),(12,17),-0.0879215 # DEPENDENCYPART_SIBL
(12,11),(12,18),0.00836 # DEPENDENCYPART_SIBL
(12,11),(12,19),-0.1634 # DEPENDENCYPART_SIBL
(12,11),(12,22),-0.0187625 # DEPENDENCYPART_SIBL
(12,11),(12,23),0.000679107 # DEPENDENCYPART_SIBL
(12,13),(12,14),0.199059 # DEPENDENCYPART_SIBL
(12,13),(12,15),0.0992424 # DEPENDENCYPART_SIBL
(12,13),(12,17),0.099923 # DEPENDENCYPART_SIBL
(12,13),(12,18),0.114256 # DEPENDENCYPART_SIBL
(12,13),(12,19),0.0536585 # DEPENDENCYPART_SIBL
(12,13),(12,22),0.11211 # DEPENDENCYPART_SIBL
(12,13),(12,23),0.0712942 # DEPENDENCYPART_SIBL
(12,14),(12,15),-0.0253089 # DEPENDENCYPART_SIBL
(12,14),(12,17),-0.0712815 # DEPENDENCYPART_SIBL
(12,14),(12,18),-0.0477404 # DEPENDENCYPART_SIBL
(12,14),(12,19),-0.0932661 # DEPENDENCYPART_SIBL
(12,14),(12,22),-0.0621417 # DEPENDENCYPART_SIBL
(12,14),(12,23),-0.0319294 # DEPENDENCYPART_SIBL
(12,15),(12,17),-0.0311641 # DEPENDENCYPART_SIBL
(12,15),(12,18),-0.0830736 # DEPENDENCYPART_SIBL
(12,15),(12,19),-0.112368 # DEPENDENCYPART_SIBL
(12,15),(12,22),-0.0139069 # DEPENDENCYPART_SIBL
(12,15),(12,23),-0.0406727 # DEPENDENCYPART_SIBL
(12,17),(12,18),-0.016862 # DEPENDENCYPART_SIBL
(12,17),(12,19),-0.0405013 # DEPENDENCYPART_SIBL
(12,17),(12,22),-0.0389504 # DEPENDENCYPART_SIBL
(12,17),(12,23),0.00627939 # DEPENDENCYPART_SIBL
(12,18),(12,19),-0.0772451 # DEPENDENCYPART_SIBL
