# _root_ Jaguar 's own defenses against a hostile bid are weakened , analysts add , because fewer than 3 % of its shares are owned by employees and management .
#goldHeads=4,1,4,9,4,8,8,5,0,9,13,13,10,13,23,17,19,17,23,19,22,20,10,23,24,27,25,27,9,
#predictedHeads=4,1,4,9,4,8,8,5,0,9,13,13,10,13,23,17,19,17,23,19,22,20,13,23,24,27,25,27,9,
(5,4),(5,7),-0.0152461 # DEPENDENCYPART_SIBL
(5,4),(5,8),-0.000688708 # DEPENDENCYPART_SIBL
(5,4),(5,9),-0.0364304 # DEPENDENCYPART_SIBL
(5,4),(5,11),0.0874739 # DEPENDENCYPART_SIBL
(5,4),(5,12),-0.00228527 # DEPENDENCYPART_SIBL
(5,4),(5,13),-0.0229519 # DEPENDENCYPART_SIBL
(5,6),(5,7),-0.00970076 # DEPENDENCYPART_SIBL
(5,6),(5,8),0.0128919 # DEPENDENCYPART_SIBL
(5,6),(5,9),0.00258311 # DEPENDENCYPART_SIBL
(5,6),(5,11),0.0159295 # DEPENDENCYPART_SIBL
(5,6),(5,12),0.0128539 # DEPENDENCYPART_SIBL
(5,6),(5,13),-0.0063535 # DEPENDENCYPART_SIBL
(5,7),(5,8),-0.0335942 # DEPENDENCYPART_SIBL
(5,7),(5,9),0.0110947 # DEPENDENCYPART_SIBL
(5,7),(5,11),0.00245611 # DEPENDENCYPART_SIBL
(5,7),(5,12),-0.0372602 # DEPENDENCYPART_SIBL
(5,7),(5,13),0.000887655 # DEPENDENCYPART_SIBL
(5,8),(5,9),-0.0107655 # DEPENDENCYPART_SIBL
(5,8),(5,11),0.0017723 # DEPENDENCYPART_SIBL
(5,8),(5,12),-0.0744249 # DEPENDENCYPART_SIBL
(5,8),(5,13),-0.0350049 # DEPENDENCYPART_SIBL
(5,9),(5,11),0.0955222 # DEPENDENCYPART_SIBL
(5,9),(5,12),-0.0164011 # DEPENDENCYPART_SIBL
(5,9),(5,13),-0.018057 # DEPENDENCYPART_SIBL
(5,11),(5,12),-0.0187417 # DEPENDENCYPART_SIBL
(5,11),(5,13),0.019793 # DEPENDENCYPART_SIBL
(5,12),(5,13),-0.0311488 # DEPENDENCYPART_SIBL
(6,5),(6,7),-0.000697461 # DEPENDENCYPART_SIBL
(7,3),(7,4),0.0412446 # DEPENDENCYPART_SIBL
(7,3),(7,6),0.0343233 # DEPENDENCYPART_SIBL
(7,3),(7,9),0.0275182 # DEPENDENCYPART_SIBL
(7,3),(7,10),0.0377869 # DEPENDENCYPART_SIBL
(7,3),(7,12),0.0151999 # DEPENDENCYPART_SIBL
(7,4),(7,6),0.0215044 # DEPENDENCYPART_SIBL
(7,4),(7,9),-0.0187844 # DEPENDENCYPART_SIBL
(7,4),(7,10),-0.000264228 # DEPENDENCYPART_SIBL
(7,4),(7,12),0.0228275 # DEPENDENCYPART_SIBL
(7,6),(7,9),0.0750189 # DEPENDENCYPART_SIBL
(7,6),(7,10),0.121522 # DEPENDENCYPART_SIBL
(7,6),(7,12),-0.00520761 # DEPENDENCYPART_SIBL
(7,9),(7,10),-0.00777303 # DEPENDENCYPART_SIBL
(7,9),(7,12),0.0484208 # DEPENDENCYPART_SIBL
(7,10),(7,12),0.04799 # DEPENDENCYPART_SIBL
(8,1),(8,3),0.0180115 # DEPENDENCYPART_SIBL
(8,1),(8,4),0.00599126 # DEPENDENCYPART_SIBL
(8,1),(8,5),0.0124909 # DEPENDENCYPART_SIBL
(8,1),(8,6),-0.0603426 # DEPENDENCYPART_SIBL
(8,1),(8,7),0.0269504 # DEPENDENCYPART_SIBL
(8,1),(8,9),-0.0490702 # DEPENDENCYPART_SIBL
(8,1),(8,10),-0.00624578 # DEPENDENCYPART_SIBL
(8,1),(8,11),0.0364865 # DEPENDENCYPART_SIBL
(8,1),(8,12),-0.000380522 # DEPENDENCYPART_SIBL
(8,1),(8,13),-0.0092355 # DEPENDENCYPART_SIBL
(8,1),(8,14),0.0364865 # DEPENDENCYPART_SIBL
(8,3),(8,4),0.0496232 # DEPENDENCYPART_SIBL
(8,3),(8,5),-0.0142722 # DEPENDENCYPART_SIBL
(8,3),(8,6),-0.061642 # DEPENDENCYPART_SIBL
(8,3),(8,7),0.0311853 # DEPENDENCYPART_SIBL
(8,3),(8,9),0.00822846 # DEPENDENCYPART_SIBL
(8,3),(8,10),0.0334722 # DEPENDENCYPART_SIBL
(8,3),(8,11),-0.0345842 # DEPENDENCYPART_SIBL
(8,3),(8,12),-0.0127344 # DEPENDENCYPART_SIBL
(8,3),(8,13),0.0306649 # DEPENDENCYPART_SIBL
(8,3),(8,14),-0.0345842 # DEPENDENCYPART_SIBL
(8,4),(8,5),0.00881963 # DEPENDENCYPART_SIBL
(8,4),(8,6),-0.0640273 # DEPENDENCYPART_SIBL
(8,4),(8,7),0.0181389 # DEPENDENCYPART_SIBL
(8,4),(8,9),-0.039859 # DEPENDENCYPART_SIBL
(8,4),(8,10),0.00296549 # DEPENDENCYPART_SIBL
(8,4),(8,11),0.0406304 # DEPENDENCYPART_SIBL
(8,4),(8,12),0.0110771 # DEPENDENCYPART_SIBL
(8,4),(8,13),-2.42329e-05 # DEPENDENCYPART_SIBL
(8,4),(8,14),0.0406304 # DEPENDENCYPART_SIBL
(8,5),(8,6),-0.0177242 # DEPENDENCYPART_SIBL
(8,5),(8,7),-0.0139023 # DEPENDENCYPART_SIBL
(8,5),(8,9),-0.00885431 # DEPENDENCYPART_SIBL
(8,5),(8,10),-0.00136495 # DEPENDENCYPART_SIBL
(8,5),(8,11),-0.0118556 # DEPENDENCYPART_SIBL
(8,5),(8,12),-0.0244482 # DEPENDENCYPART_SIBL
(8,5),(8,13),-0.00117413 # DEPENDENCYPART_SIBL
(8,5),(8,14),-0.0118556 # DEPENDENCYPART_SIBL
(8,6),(8,7),0.0623674 # DEPENDENCYPART_SIBL
(8,6),(8,9),0.215197 # DEPENDENCYPART_SIBL
(8,6),(8,10),0.313604 # DEPENDENCYPART_SIBL
(8,6),(8,11),-0.0222882 # DEPENDENCYPART_SIBL
(8,6),(8,12),-0.0138363 # DEPENDENCYPART_SIBL
(8,6),(8,13),0.328659 # DEPENDENCYPART_SIBL
(8,6),(8,14),-0.0222882 # DEPENDENCYPART_SIBL
(8,7),(8,9),0.0343793 # DEPENDENCYPART_SIBL
(8,7),(8,10),0.0590612 # DEPENDENCYPART_SIBL
(8,7),(8,11),-0.0138702 # DEPENDENCYPART_SIBL
(8,7),(8,12),-0.00502342 # DEPENDENCYPART_SIBL
(8,7),(8,13),0.0562539 # DEPENDENCYPART_SIBL
(8,7),(8,14),-0.0138702 # DEPENDENCYPART_SIBL
(8,9),(8,10),0.0036987 # DEPENDENCYPART_SIBL
(8,9),(8,11),0.0700585 # DEPENDENCYPART_SIBL
(8,9),(8,12),-0.00908277 # DEPENDENCYPART_SIBL
(8,9),(8,13),0.00443679 # DEPENDENCYPART_SIBL
(8,9),(8,14),0.0700585 # DEPENDENCYPART_SIBL
(8,10),(8,11),0.0404604 # DEPENDENCYPART_SIBL
(8,10),(8,12),-0.0247099 # DEPENDENCYPART_SIBL
(8,10),(8,13),0.00389538 # DEPENDENCYPART_SIBL
(8,10),(8,14),0.0404604 # DEPENDENCYPART_SIBL
(8,11),(8,12),0.0347064 # DEPENDENCYPART_SIBL
(8,11),(8,13),0.0504459 # DEPENDENCYPART_SIBL
(8,11),(8,14),0.069083 # DEPENDENCYPART_SIBL
(8,12),(8,13),0.000591979 # DEPENDENCYPART_SIBL
(8,12),(8,14),0.0498511 # DEPENDENCYPART_SIBL
(8,13),(8,14),0.0501496 # DEPENDENCYPART_SIBL
(9,1),(9,3),-0.0437794 # DEPENDENCYPART_SIBL
(9,1),(9,4),-0.13852 # DEPENDENCYPART_SIBL
(9,1),(9,5),-0.0402733 # DEPENDENCYPART_SIBL
(9,1),(9,6),-0.0728119 # DEPENDENCYPART_SIBL
(9,1),(9,7),-0.0374356 # DEPENDENCYPART_SIBL
(9,1),(9,8),-0.135509 # DEPENDENCYPART_SIBL
(9,1),(9,10),0.0190929 # DEPENDENCYPART_SIBL
(9,1),(9,11),-0.00790802 # DEPENDENCYPART_SIBL
(9,1),(9,12),-0.0232504 # DEPENDENCYPART_SIBL
(9,1),(9,13),0.0181611 # DEPENDENCYPART_SIBL
(9,1),(9,14),-0.00790802 # DEPENDENCYPART_SIBL
(9,1),(9,15),-0.0368719 # DEPENDENCYPART_SIBL
(9,1),(9,16),0.0379624 # DEPENDENCYPART_SIBL
(9,1),(9,23),-0.0073866 # DEPENDENCYPART_SIBL
(9,1),(9,27),-0.0109038 # DEPENDENCYPART_SIBL
(9,1),(9,29),0.0125528 # DEPENDENCYPART_SIBL
(9,3),(9,4),-0.0314059 # DEPENDENCYPART_SIBL
(9,3),(9,5),-0.0132224 # DEPENDENCYPART_SIBL
(9,3),(9,6),-0.0545853 # DEPENDENCYPART_SIBL
(9,3),(9,7),-0.0204336 # DEPENDENCYPART_SIBL
(9,3),(9,8),-0.0272754 # DEPENDENCYPART_SIBL
(9,3),(9,10),-0.0425182 # DEPENDENCYPART_SIBL
(9,3),(9,11),-0.0358492 # DEPENDENCYPART_SIBL
(9,3),(9,12),-0.0157872 # DEPENDENCYPART_SIBL
(9,3),(9,13),-0.0454396 # DEPENDENCYPART_SIBL
(9,3),(9,14),-0.0358492 # DEPENDENCYPART_SIBL
(9,3),(9,15),-0.089757 # DEPENDENCYPART_SIBL
(9,3),(9,16),0.077995 # DEPENDENCYPART_SIBL
(9,3),(9,23),-0.0453555 # DEPENDENCYPART_SIBL
(9,3),(9,27),0.0234497 # DEPENDENCYPART_SIBL
(9,3),(9,29),0.00803346 # DEPENDENCYPART_SIBL
(9,4),(9,5),-0.0402524 # DEPENDENCYPART_SIBL
(9,4),(9,6),-0.0727992 # DEPENDENCYPART_SIBL
(9,4),(9,7),-0.0390449 # DEPENDENCYPART_SIBL
(9,4),(9,8),-0.133603 # DEPENDENCYPART_SIBL
(9,4),(9,10),0.0155466 # DEPENDENCYPART_SIBL
(9,4),(9,11),-0.0189201 # DEPENDENCYPART_SIBL
(9,4),(9,12),-0.0239248 # DEPENDENCYPART_SIBL
(9,4),(9,13),0.0146148 # DEPENDENCYPART_SIBL
(9,4),(9,14),-0.0189201 # DEPENDENCYPART_SIBL
(9,4),(9,15),-0.0422462 # DEPENDENCYPART_SIBL
(9,4),(9,16),0.0286562 # DEPENDENCYPART_SIBL
(9,4),(9,23),-0.0109329 # DEPENDENCYPART_SIBL
(9,4),(9,27),-0.0152975 # DEPENDENCYPART_SIBL
(9,4),(9,29),-0.00108287 # DEPENDENCYPART_SIBL
(9,5),(9,6),-0.0280784 # DEPENDENCYPART_SIBL
(9,5),(9,7),-0.0160672 # DEPENDENCYPART_SIBL
(9,5),(9,8),-0.0426393 # DEPENDENCYPART_SIBL
(9,5),(9,10),-0.0683287 # DEPENDENCYPART_SIBL
(9,5),(9,11),-0.140578 # DEPENDENCYPART_SIBL
(9,5),(9,12),-0.0606935 # DEPENDENCYPART_SIBL
(9,5),(9,13),-0.0700814 # DEPENDENCYPART_SIBL
(9,5),(9,14),-0.140578 # DEPENDENCYPART_SIBL
(9,5),(9,15),-0.12403 # DEPENDENCYPART_SIBL
(9,5),(9,16),-0.0279817 # DEPENDENCYPART_SIBL
(9,5),(9,23),-0.0692037 # DEPENDENCYPART_SIBL
(9,5),(9,27),-0.0654567 # DEPENDENCYPART_SIBL
(9,5),(9,29),-0.0831707 # DEPENDENCYPART_SIBL
(9,6),(9,7),-0.051446 # DEPENDENCYPART_SIBL
(9,6),(9,8),-0.0605389 # DEPENDENCYPART_SIBL
(9,6),(9,10),-0.0119312 # DEPENDENCYPART_SIBL
(9,6),(9,11),-0.00237531 # DEPENDENCYPART_SIBL
(9,6),(9,12),-0.0687947 # DEPENDENCYPART_SIBL
(9,6),(9,13),-0.00592671 # DEPENDENCYPART_SIBL
(9,6),(9,14),-0.00237531 # DEPENDENCYPART_SIBL
(9,6),(9,15),-0.0407498 # DEPENDENCYPART_SIBL
(9,6),(9,16),0.0278723 # DEPENDENCYPART_SIBL
(9,6),(9,23),-0.045225 # DEPENDENCYPART_SIBL
(9,6),(9,27),-0.0305342 # DEPENDENCYPART_SIBL
(9,6),(9,29),-0.040823 # DEPENDENCYPART_SIBL
(9,7),(9,8),-0.0198748 # DEPENDENCYPART_SIBL
(9,7),(9,10),-0.0446881 # DEPENDENCYPART_SIBL
(9,7),(9,11),-0.0380547 # DEPENDENCYPART_SIBL
(9,7),(9,12),-0.0234175 # DEPENDENCYPART_SIBL
(9,7),(9,13),-0.0476094 # DEPENDENCYPART_SIBL
(9,7),(9,14),-0.0380547 # DEPENDENCYPART_SIBL
(9,7),(9,15),-0.0694098 # DEPENDENCYPART_SIBL
(9,7),(9,16),0.0730163 # DEPENDENCYPART_SIBL
(9,7),(9,23),-0.0472444 # DEPENDENCYPART_SIBL
(9,7),(9,27),0.0192083 # DEPENDENCYPART_SIBL
(9,7),(9,29),0.00114385 # DEPENDENCYPART_SIBL
(9,8),(9,10),0.0177394 # DEPENDENCYPART_SIBL
(9,8),(9,11),-0.0225173 # DEPENDENCYPART_SIBL
(9,8),(9,12),-0.0213833 # DEPENDENCYPART_SIBL
(9,8),(9,13),0.0168075 # DEPENDENCYPART_SIBL
(9,8),(9,14),-0.0225173 # DEPENDENCYPART_SIBL
(9,8),(9,15),-0.0520863 # DEPENDENCYPART_SIBL
(9,8),(9,16),0.0298008 # DEPENDENCYPART_SIBL
(9,8),(9,23),-0.00874107 # DEPENDENCYPART_SIBL
(9,8),(9,27),-0.0218043 # DEPENDENCYPART_SIBL
(9,8),(9,29),-0.00570261 # DEPENDENCYPART_SIBL
(9,10),(9,11),-0.0436893 # DEPENDENCYPART_SIBL
(9,10),(9,12),-0.0314662 # DEPENDENCYPART_SIBL
(9,10),(9,13),-0.107843 # DEPENDENCYPART_SIBL
(9,10),(9,14),-0.0436893 # DEPENDENCYPART_SIBL
(9,10),(9,15),-0.0335803 # DEPENDENCYPART_SIBL
(9,10),(9,16),-0.0596807 # DEPENDENCYPART_SIBL
(9,10),(9,23),-0.0943837 # DEPENDENCYPART_SIBL
(9,10),(9,27),-0.111862 # DEPENDENCYPART_SIBL
(9,10),(9,29),-0.0223035 # DEPENDENCYPART_SIBL
(9,11),(9,12),0.0673426 # DEPENDENCYPART_SIBL
(9,11),(9,13),-0.0187551 # DEPENDENCYPART_SIBL
(9,11),(9,14),0.0473254 # DEPENDENCYPART_SIBL
(9,11),(9,15),0.0431017 # DEPENDENCYPART_SIBL
(9,11),(9,16),0.0317062 # DEPENDENCYPART_SIBL
(9,11),(9,23),-0.0376173 # DEPENDENCYPART_SIBL
(9,11),(9,27),-0.0261122 # DEPENDENCYPART_SIBL
(9,11),(9,29),0.0158167 # DEPENDENCYPART_SIBL
(9,12),(9,13),-0.0546307 # DEPENDENCYPART_SIBL
(9,12),(9,14),0.0125336 # DEPENDENCYPART_SIBL
(9,12),(9,15),-0.00442625 # DEPENDENCYPART_SIBL
(9,12),(9,16),-0.0250263 # DEPENDENCYPART_SIBL
(9,12),(9,23),-0.0127831 # DEPENDENCYPART_SIBL
(9,12),(9,27),-0.0697356 # DEPENDENCYPART_SIBL
(9,12),(9,29),0.0213948 # DEPENDENCYPART_SIBL
(9,13),(9,14),-0.00671106 # DEPENDENCYPART_SIBL
(9,13),(9,15),-0.0173989 # DEPENDENCYPART_SIBL
(9,13),(9,16),-0.0432087 # DEPENDENCYPART_SIBL
(9,13),(9,23),-0.0751936 # DEPENDENCYPART_SIBL
(9,13),(9,27),-0.0953902 # DEPENDENCYPART_SIBL
(9,13),(9,29),0.00412175 # DEPENDENCYPART_SIBL
(9,14),(9,15),0.0431017 # DEPENDENCYPART_SIBL
(9,14),(9,16),0.0317062 # DEPENDENCYPART_SIBL
(9,14),(9,23),-0.0376173 # DEPENDENCYPART_SIBL
(9,14),(9,27),-0.0261122 # DEPENDENCYPART_SIBL
(9,14),(9,29),0.0158167 # DEPENDENCYPART_SIBL
(9,15),(9,16),-0.0369369 # DEPENDENCYPART_SIBL
(9,15),(9,23),-0.0725491 # DEPENDENCYPART_SIBL
(9,15),(9,27),-0.0791506 # DEPENDENCYPART_SIBL
(9,15),(9,29),-0.00332568 # DEPENDENCYPART_SIBL
(9,16),(9,23),-0.0362814 # DEPENDENCYPART_SIBL
(9,16),(9,27),-0.0344435 # DEPENDENCYPART_SIBL
(9,16),(9,29),-0.0131057 # DEPENDENCYPART_SIBL
(9,23),(9,27),-0.128244 # DEPENDENCYPART_SIBL
(9,23),(9,29),-0.000746547 # DEPENDENCYPART_SIBL
(9,27),(9,29),0.030881 # DEPENDENCYPART_SIBL
(10,1),(10,3),-0.0294852 # DEPENDENCYPART_SIBL
(10,1),(10,4),-0.0944054 # DEPENDENCYPART_SIBL
(10,1),(10,5),-0.019151 # DEPENDENCYPART_SIBL
(10,1),(10,6),-0.0615448 # DEPENDENCYPART_SIBL
(10,1),(10,7),-0.0231421 # DEPENDENCYPART_SIBL
(10,1),(10,8),-0.0913947 # DEPENDENCYPART_SIBL
(10,1),(10,9),-0.0231899 # DEPENDENCYPART_SIBL
(10,1),(10,11),0.016048 # DEPENDENCYPART_SIBL
(10,1),(10,12),-0.0117341 # DEPENDENCYPART_SIBL
(10,1),(10,13),0.0148797 # DEPENDENCYPART_SIBL
(10,1),(10,14),0.016048 # DEPENDENCYPART_SIBL
(10,1),(10,15),-0.0287321 # DEPENDENCYPART_SIBL
(10,1),(10,16),0.00310945 # DEPENDENCYPART_SIBL
(10,1),(10,17),-0.0724428 # DEPENDENCYPART_SIBL
(10,1),(10,23),-0.0195631 # DEPENDENCYPART_SIBL
(10,1),(10,24),0.0300709 # DEPENDENCYPART_SIBL
(10,1),(10,25),-0.0971539 # DEPENDENCYPART_SIBL
(10,1),(10,27),0.0116469 # DEPENDENCYPART_SIBL
(10,1),(10,29),0.0349606 # DEPENDENCYPART_SIBL
(10,3),(10,4),-0.0114346 # DEPENDENCYPART_SIBL
(10,3),(10,5),-0.00113351 # DEPENDENCYPART_SIBL
(10,3),(10,6),-0.0507403 # DEPENDENCYPART_SIBL
(10,3),(10,7),-0.0160883 # DEPENDENCYPART_SIBL
(10,3),(10,8),-0.00730416 # DEPENDENCYPART_SIBL
(10,3),(10,9),-0.0309683 # DEPENDENCYPART_SIBL
(10,3),(10,11),-0.00515018 # DEPENDENCYPART_SIBL
(10,3),(10,12),0.00608839 # DEPENDENCYPART_SIBL
(10,3),(10,13),-0.0296365 # DEPENDENCYPART_SIBL
(10,3),(10,14),-0.00515018 # DEPENDENCYPART_SIBL
(10,3),(10,15),-0.0638472 # DEPENDENCYPART_SIBL
(10,3),(10,16),0.0876939 # DEPENDENCYPART_SIBL
(10,3),(10,17),-0.0554815 # DEPENDENCYPART_SIBL
(10,3),(10,23),-0.033526 # DEPENDENCYPART_SIBL
(10,3),(10,24),-0.0209899 # DEPENDENCYPART_SIBL
(10,3),(10,25),-0.0245835 # DEPENDENCYPART_SIBL
(10,3),(10,27),0.0428695 # DEPENDENCYPART_SIBL
(10,3),(10,29),0.0170861 # DEPENDENCYPART_SIBL
(10,4),(10,5),-0.0191343 # DEPENDENCYPART_SIBL
(10,4),(10,6),-0.0615363 # DEPENDENCYPART_SIBL
(10,4),(10,7),-0.0247555 # DEPENDENCYPART_SIBL
(10,4),(10,8),-0.0894928 # DEPENDENCYPART_SIBL
(10,4),(10,9),-0.0231509 # DEPENDENCYPART_SIBL
(10,4),(10,11),0.00484611 # DEPENDENCYPART_SIBL
(10,4),(10,12),-0.0125983 # DEPENDENCYPART_SIBL
(10,4),(10,13),0.0109539 # DEPENDENCYPART_SIBL
(10,4),(10,14),0.00484611 # DEPENDENCYPART_SIBL
(10,4),(10,15),-0.0342961 # DEPENDENCYPART_SIBL
(10,4),(10,16),-0.00638652 # DEPENDENCYPART_SIBL
(10,4),(10,17),-0.0780069 # DEPENDENCYPART_SIBL
(10,4),(10,23),-0.0234888 # DEPENDENCYPART_SIBL
(10,4),(10,24),0.0261451 # DEPENDENCYPART_SIBL
(10,4),(10,25),-0.102718 # DEPENDENCYPART_SIBL
(10,4),(10,27),0.00706353 # DEPENDENCYPART_SIBL
(10,4),(10,29),0.0211352 # DEPENDENCYPART_SIBL
(10,5),(10,6),-0.0240341 # DEPENDENCYPART_SIBL
(10,5),(10,7),-0.0186802 # DEPENDENCYPART_SIBL
(10,5),(10,8),-0.0115223 # DEPENDENCYPART_SIBL
(10,5),(10,9),-0.0499367 # DEPENDENCYPART_SIBL
(10,5),(10,11),-0.113705 # DEPENDENCYPART_SIBL
(10,5),(10,12),-0.0496228 # DEPENDENCYPART_SIBL
(10,5),(10,13),-0.0604922 # DEPENDENCYPART_SIBL
(10,5),(10,14),-0.113705 # DEPENDENCYPART_SIBL
(10,5),(10,15),-0.0882922 # DEPENDENCYPART_SIBL
(10,5),(10,16),-0.0407831 # DEPENDENCYPART_SIBL
(10,5),(10,17),-0.118694 # DEPENDENCYPART_SIBL
(10,5),(10,23),-0.0627309 # DEPENDENCYPART_SIBL
(10,5),(10,24),-0.0540208 # DEPENDENCYPART_SIBL
(10,5),(10,25),-0.0687872 # DEPENDENCYPART_SIBL
(10,5),(10,27),-0.0337535 # DEPENDENCYPART_SIBL
(10,5),(10,29),-0.0591175 # DEPENDENCYPART_SIBL
(10,6),(10,7),-0.0420645 # DEPENDENCYPART_SIBL
(10,6),(10,8),-0.0314758 # DEPENDENCYPART_SIBL
(10,6),(10,9),-0.0583847 # DEPENDENCYPART_SIBL
(10,6),(10,11),0.00568259 # DEPENDENCYPART_SIBL
(10,6),(10,12),-0.0652275 # DEPENDENCYPART_SIBL
(10,6),(10,13),0.0064038 # DEPENDENCYPART_SIBL
(10,6),(10,14),0.00568259 # DEPENDENCYPART_SIBL
(10,6),(10,15),-0.0282037 # DEPENDENCYPART_SIBL
(10,6),(10,16),0.0185199 # DEPENDENCYPART_SIBL
(10,6),(10,17),-0.0466267 # DEPENDENCYPART_SIBL
(10,6),(10,23),-0.0368681 # DEPENDENCYPART_SIBL
(10,6),(10,24),0.0145201 # DEPENDENCYPART_SIBL
(10,6),(10,25),0.0833978 # DEPENDENCYPART_SIBL
(10,6),(10,27),-0.016881 # DEPENDENCYPART_SIBL
(10,6),(10,29),-0.0344554 # DEPENDENCYPART_SIBL
(10,7),(10,8),9.36996e-05 # DEPENDENCYPART_SIBL
(10,7),(10,9),-0.0323386 # DEPENDENCYPART_SIBL
(10,7),(10,11),-0.00735741 # DEPENDENCYPART_SIBL
(10,7),(10,12),-0.00154362 # DEPENDENCYPART_SIBL
(10,7),(10,13),-0.0318081 # DEPENDENCYPART_SIBL
(10,7),(10,14),-0.00735741 # DEPENDENCYPART_SIBL
(10,7),(10,15),-0.0435018 # DEPENDENCYPART_SIBL
(10,7),(10,16),0.082712 # DEPENDENCYPART_SIBL
(10,7),(10,17),-0.0351071 # DEPENDENCYPART_SIBL
(10,7),(10,23),-0.0354167 # DEPENDENCYPART_SIBL
(10,7),(10,24),-0.0231615 # DEPENDENCYPART_SIBL
(10,7),(10,25),0.00193668 # DEPENDENCYPART_SIBL
(10,7),(10,27),0.0386263 # DEPENDENCYPART_SIBL
(10,7),(10,29),0.0101946 # DEPENDENCYPART_SIBL
(10,8),(10,9),-0.0272427 # DEPENDENCYPART_SIBL
(10,8),(10,11),0.00137413 # DEPENDENCYPART_SIBL
(10,8),(10,12),-0.00993153 # DEPENDENCYPART_SIBL
(10,8),(10,13),0.013397 # DEPENDENCYPART_SIBL
(10,8),(10,14),0.00137413 # DEPENDENCYPART_SIBL
(10,8),(10,15),-0.0440111 # DEPENDENCYPART_SIBL
(10,8),(10,16),-0.00511672 # DEPENDENCYPART_SIBL
(10,8),(10,17),-0.087722 # DEPENDENCYPART_SIBL
(10,8),(10,23),-0.0210467 # DEPENDENCYPART_SIBL
(10,8),(10,24),0.0285883 # DEPENDENCYPART_SIBL
(10,8),(10,25),-0.115692 # DEPENDENCYPART_SIBL
(10,8),(10,27),0.000681912 # DEPENDENCYPART_SIBL
(10,8),(10,29),0.0166407 # DEPENDENCYPART_SIBL
(10,9),(10,11),-0.0482398 # DEPENDENCYPART_SIBL
(10,9),(10,12),-0.001726 # DEPENDENCYPART_SIBL
(10,9),(10,13),0.00462649 # DEPENDENCYPART_SIBL
(10,9),(10,14),-0.0482398 # DEPENDENCYPART_SIBL
(10,9),(10,15),-0.0665094 # DEPENDENCYPART_SIBL
(10,9),(10,16),0.00537054 # DEPENDENCYPART_SIBL
(10,9),(10,17),-0.0842194 # DEPENDENCYPART_SIBL
(10,9),(10,23),0.0630724 # DEPENDENCYPART_SIBL
(10,9),(10,24),0.0121865 # DEPENDENCYPART_SIBL
(10,9),(10,25),-0.0267212 # DEPENDENCYPART_SIBL
(10,9),(10,27),-0.0299962 # DEPENDENCYPART_SIBL
(10,9),(10,29),0.0519031 # DEPENDENCYPART_SIBL
(10,11),(10,12),0.028048 # DEPENDENCYPART_SIBL
(10,11),(10,13),0.0417795 # DEPENDENCYPART_SIBL
(10,11),(10,14),0.0360835 # DEPENDENCYPART_SIBL
(10,11),(10,15),0.0336186 # DEPENDENCYPART_SIBL
(10,11),(10,16),0.0137613 # DEPENDENCYPART_SIBL
(10,11),(10,17),0.0333011 # DEPENDENCYPART_SIBL
(10,11),(10,23),0.00612799 # DEPENDENCYPART_SIBL
(10,11),(10,24),0.045796 # DEPENDENCYPART_SIBL
(10,11),(10,25),-0.00656282 # DEPENDENCYPART_SIBL
(10,11),(10,27),0.00215074 # DEPENDENCYPART_SIBL
(10,11),(10,29),0.00936649 # DEPENDENCYPART_SIBL
(10,12),(10,13),-0.0160743 # DEPENDENCYPART_SIBL
(10,12),(10,14),0.028388 # DEPENDENCYPART_SIBL
(10,12),(10,15),0.0203602 # DEPENDENCYPART_SIBL
(10,12),(10,16),-0.0232138 # DEPENDENCYPART_SIBL
(10,12),(10,17),-0.0834538 # DEPENDENCYPART_SIBL
(10,12),(10,23),0.00196248 # DEPENDENCYPART_SIBL
(10,12),(10,24),-0.00929509 # DEPENDENCYPART_SIBL
(10,12),(10,25),0.0200556 # DEPENDENCYPART_SIBL
(10,12),(10,27),-0.0197194 # DEPENDENCYPART_SIBL
(10,12),(10,29),0.0103272 # DEPENDENCYPART_SIBL
(10,13),(10,14),0.0310771 # DEPENDENCYPART_SIBL
(10,13),(10,15),0.0309321 # DEPENDENCYPART_SIBL
(10,13),(10,16),-0.0285514 # DEPENDENCYPART_SIBL
(10,13),(10,17),-0.0313513 # DEPENDENCYPART_SIBL
(10,13),(10,23),-0.013616 # DEPENDENCYPART_SIBL
(10,13),(10,24),-0.0081876 # DEPENDENCYPART_SIBL
(10,13),(10,25),0.00434132 # DEPENDENCYPART_SIBL
(10,13),(10,27),-0.0430146 # DEPENDENCYPART_SIBL
(10,13),(10,29),0.0323829 # DEPENDENCYPART_SIBL
(10,14),(10,15),0.0336186 # DEPENDENCYPART_SIBL
(10,14),(10,16),0.0137613 # DEPENDENCYPART_SIBL
(10,14),(10,17),0.0333011 # DEPENDENCYPART_SIBL
(10,14),(10,23),0.00612799 # DEPENDENCYPART_SIBL
(10,14),(10,24),0.045796 # DEPENDENCYPART_SIBL
(10,14),(10,25),-0.00656282 # DEPENDENCYPART_SIBL
(10,14),(10,27),0.00215074 # DEPENDENCYPART_SIBL
(10,14),(10,29),0.00936649 # DEPENDENCYPART_SIBL
(10,15),(10,16),-0.0444307 # DEPENDENCYPART_SIBL
(10,15),(10,17),-0.124249 # DEPENDENCYPART_SIBL
(10,15),(10,23),-0.0512232 # DEPENDENCYPART_SIBL
(10,15),(10,24),-0.0317531 # DEPENDENCYPART_SIBL
