# _root_ Today , with business activity in Hong Kong staggering along at an uneven pace , the economy itself seems locked in a struggle between hope and fear .
#goldHeads=19,19,19,5,9,5,8,6,3,9,9,14,14,11,19,17,19,17,0,19,20,23,21,23,26,24,26,19,
#predictedHeads=19,19,19,5,9,5,8,6,3,9,9,14,14,11,19,17,19,17,0,19,20,23,21,23,26,24,26,19,
(5,4),(5,7),0.023322 # DEPENDENCYPART_SIBL
(5,4),(5,8),0.0238661 # DEPENDENCYPART_SIBL
(5,4),(5,9),0.0281008 # DEPENDENCYPART_SIBL
(5,4),(5,10),0.0152493 # DEPENDENCYPART_SIBL
(5,4),(5,11),0.0549522 # DEPENDENCYPART_SIBL
(5,4),(5,14),0.0333475 # DEPENDENCYPART_SIBL
(5,4),(5,15),0.0164034 # DEPENDENCYPART_SIBL
(5,4),(5,28),0.045945 # DEPENDENCYPART_SIBL
(5,6),(5,7),0.0113765 # DEPENDENCYPART_SIBL
(5,6),(5,8),0.00930602 # DEPENDENCYPART_SIBL
(5,6),(5,9),-0.00196621 # DEPENDENCYPART_SIBL
(5,6),(5,10),0.000557377 # DEPENDENCYPART_SIBL
(5,6),(5,11),0.11161 # DEPENDENCYPART_SIBL
(5,6),(5,14),0.0104963 # DEPENDENCYPART_SIBL
(5,6),(5,15),0.0202381 # DEPENDENCYPART_SIBL
(5,6),(5,28),-0.00418626 # DEPENDENCYPART_SIBL
(5,7),(5,8),-0.0164085 # DEPENDENCYPART_SIBL
(5,7),(5,9),-0.0193356 # DEPENDENCYPART_SIBL
(5,7),(5,10),0.0038493 # DEPENDENCYPART_SIBL
(5,7),(5,11),0.00158215 # DEPENDENCYPART_SIBL
(5,7),(5,14),-0.0135228 # DEPENDENCYPART_SIBL
(5,7),(5,15),0.0148029 # DEPENDENCYPART_SIBL
(5,7),(5,28),0.0200158 # DEPENDENCYPART_SIBL
(5,8),(5,9),-0.0165596 # DEPENDENCYPART_SIBL
(5,8),(5,10),0.00898102 # DEPENDENCYPART_SIBL
(5,8),(5,11),0.0100841 # DEPENDENCYPART_SIBL
(5,8),(5,14),-0.00867488 # DEPENDENCYPART_SIBL
(5,8),(5,15),0.0186642 # DEPENDENCYPART_SIBL
(5,8),(5,28),0.0254304 # DEPENDENCYPART_SIBL
(5,9),(5,10),0.00230464 # DEPENDENCYPART_SIBL
(5,9),(5,11),-3.04204e-05 # DEPENDENCYPART_SIBL
(5,9),(5,14),-0.0134597 # DEPENDENCYPART_SIBL
(5,9),(5,15),0.0214662 # DEPENDENCYPART_SIBL
(5,9),(5,28),-0.00747433 # DEPENDENCYPART_SIBL
(5,10),(5,11),-0.00328176 # DEPENDENCYPART_SIBL
(5,10),(5,14),0.00711346 # DEPENDENCYPART_SIBL
(5,10),(5,15),-0.0127452 # DEPENDENCYPART_SIBL
(5,10),(5,28),0.00783026 # DEPENDENCYPART_SIBL
(5,11),(5,14),-0.00823127 # DEPENDENCYPART_SIBL
(5,11),(5,15),0.0120897 # DEPENDENCYPART_SIBL
(5,11),(5,28),0.0386953 # DEPENDENCYPART_SIBL
(5,14),(5,15),0.0113012 # DEPENDENCYPART_SIBL
(5,14),(5,28),0.0168411 # DEPENDENCYPART_SIBL
(5,15),(5,28),-0.000932157 # DEPENDENCYPART_SIBL
(6,1),(6,5),0.0100023 # DEPENDENCYPART_SIBL
(6,1),(6,7),0.00466995 # DEPENDENCYPART_SIBL
(6,1),(6,8),0.00156381 # DEPENDENCYPART_SIBL
(6,1),(6,9),-0.0249342 # DEPENDENCYPART_SIBL
(6,1),(6,10),-0.0348741 # DEPENDENCYPART_SIBL
(6,1),(6,11),-0.0505512 # DEPENDENCYPART_SIBL
(6,1),(6,14),0.00414483 # DEPENDENCYPART_SIBL
(6,5),(6,7),0.0237395 # DEPENDENCYPART_SIBL
(6,5),(6,8),0.0206334 # DEPENDENCYPART_SIBL
(6,5),(6,9),-0.0244578 # DEPENDENCYPART_SIBL
(6,5),(6,10),-0.027572 # DEPENDENCYPART_SIBL
(6,5),(6,11),-0.0292532 # DEPENDENCYPART_SIBL
(6,5),(6,14),0.0266803 # DEPENDENCYPART_SIBL
(6,7),(6,8),-0.122095 # DEPENDENCYPART_SIBL
(6,7),(6,9),-0.0264576 # DEPENDENCYPART_SIBL
(6,7),(6,10),-0.0140127 # DEPENDENCYPART_SIBL
(6,7),(6,11),0.00856437 # DEPENDENCYPART_SIBL
(6,7),(6,14),-0.120679 # DEPENDENCYPART_SIBL
(6,8),(6,9),-0.0224548 # DEPENDENCYPART_SIBL
(6,8),(6,10),-0.00770771 # DEPENDENCYPART_SIBL
(6,8),(6,11),0.025099 # DEPENDENCYPART_SIBL
(6,8),(6,14),-0.114515 # DEPENDENCYPART_SIBL
(6,9),(6,10),-0.00748604 # DEPENDENCYPART_SIBL
(6,9),(6,11),0.0196641 # DEPENDENCYPART_SIBL
(6,9),(6,14),-0.0624057 # DEPENDENCYPART_SIBL
(6,10),(6,11),0.0103357 # DEPENDENCYPART_SIBL
(6,10),(6,14),-0.0595618 # DEPENDENCYPART_SIBL
(6,11),(6,14),-0.0376086 # DEPENDENCYPART_SIBL
(7,8),(7,9),-0.00284942 # DEPENDENCYPART_SIBL
(8,1),(8,2),0.0189339 # DEPENDENCYPART_SIBL
(8,1),(8,4),-0.0299079 # DEPENDENCYPART_SIBL
(8,1),(8,5),-0.0206566 # DEPENDENCYPART_SIBL
(8,1),(8,7),-0.027283 # DEPENDENCYPART_SIBL
(8,1),(8,9),-0.0393077 # DEPENDENCYPART_SIBL
(8,1),(8,10),-0.00834858 # DEPENDENCYPART_SIBL
(8,1),(8,11),0.00188954 # DEPENDENCYPART_SIBL
(8,1),(8,14),-0.019165 # DEPENDENCYPART_SIBL
(8,1),(8,15),-0.000889916 # DEPENDENCYPART_SIBL
(8,1),(8,17),-0.033149 # DEPENDENCYPART_SIBL
(8,2),(8,4),-0.0195545 # DEPENDENCYPART_SIBL
(8,2),(8,5),-0.0294102 # DEPENDENCYPART_SIBL
(8,2),(8,7),-0.0457634 # DEPENDENCYPART_SIBL
(8,2),(8,9),0.0183663 # DEPENDENCYPART_SIBL
(8,2),(8,10),-0.0529821 # DEPENDENCYPART_SIBL
(8,2),(8,11),-0.0912129 # DEPENDENCYPART_SIBL
(8,2),(8,14),-0.018347 # DEPENDENCYPART_SIBL
(8,2),(8,15),0.10767 # DEPENDENCYPART_SIBL
(8,2),(8,17),-0.0358733 # DEPENDENCYPART_SIBL
(8,4),(8,5),-0.0519722 # DEPENDENCYPART_SIBL
(8,4),(8,7),-0.0585986 # DEPENDENCYPART_SIBL
(8,4),(8,9),0.0131236 # DEPENDENCYPART_SIBL
(8,4),(8,10),0.00341867 # DEPENDENCYPART_SIBL
(8,4),(8,11),0.0269635 # DEPENDENCYPART_SIBL
(8,4),(8,14),0.0153921 # DEPENDENCYPART_SIBL
(8,4),(8,15),-0.0121297 # DEPENDENCYPART_SIBL
(8,4),(8,17),0.0014081 # DEPENDENCYPART_SIBL
(8,5),(8,7),-0.0232559 # DEPENDENCYPART_SIBL
(8,5),(8,9),-0.0336421 # DEPENDENCYPART_SIBL
(8,5),(8,10),0.0037451 # DEPENDENCYPART_SIBL
(8,5),(8,11),0.0267881 # DEPENDENCYPART_SIBL
(8,5),(8,14),0.00996565 # DEPENDENCYPART_SIBL
(8,5),(8,15),0.0185701 # DEPENDENCYPART_SIBL
(8,5),(8,17),-0.00748437 # DEPENDENCYPART_SIBL
(8,7),(8,9),-0.0533129 # DEPENDENCYPART_SIBL
(8,7),(8,10),-0.0238907 # DEPENDENCYPART_SIBL
(8,7),(8,11),-0.00541895 # DEPENDENCYPART_SIBL
(8,7),(8,14),-0.0138354 # DEPENDENCYPART_SIBL
(8,7),(8,15),-0.00417522 # DEPENDENCYPART_SIBL
(8,7),(8,17),-0.0278194 # DEPENDENCYPART_SIBL
(8,9),(8,10),0.0044202 # DEPENDENCYPART_SIBL
(8,9),(8,11),0.00239875 # DEPENDENCYPART_SIBL
(8,9),(8,14),-0.0136771 # DEPENDENCYPART_SIBL
(8,9),(8,15),0.0205196 # DEPENDENCYPART_SIBL
(8,9),(8,17),-0.0182974 # DEPENDENCYPART_SIBL
(8,10),(8,11),-0.00315283 # DEPENDENCYPART_SIBL
(8,10),(8,14),0.00481046 # DEPENDENCYPART_SIBL
(8,10),(8,15),-0.0160201 # DEPENDENCYPART_SIBL
(8,10),(8,17),0.0032275 # DEPENDENCYPART_SIBL
(8,11),(8,14),-0.0086566 # DEPENDENCYPART_SIBL
(8,11),(8,15),0.0106841 # DEPENDENCYPART_SIBL
(8,11),(8,17),-0.0140603 # DEPENDENCYPART_SIBL
(8,14),(8,15),0.00432187 # DEPENDENCYPART_SIBL
(8,14),(8,17),-0.0217882 # DEPENDENCYPART_SIBL
(8,15),(8,17),0.018265 # DEPENDENCYPART_SIBL
(9,1),(9,3),0.0278591 # DEPENDENCYPART_SIBL
(9,1),(9,4),-0.0268447 # DEPENDENCYPART_SIBL
(9,1),(9,5),-0.0561536 # DEPENDENCYPART_SIBL
(9,1),(9,6),0.0472935 # DEPENDENCYPART_SIBL
(9,1),(9,7),-0.0455026 # DEPENDENCYPART_SIBL
(9,1),(9,8),-0.061831 # DEPENDENCYPART_SIBL
(9,1),(9,10),0.0241033 # DEPENDENCYPART_SIBL
(9,1),(9,11),-0.010297 # DEPENDENCYPART_SIBL
(9,1),(9,12),-0.0925036 # DEPENDENCYPART_SIBL
(9,1),(9,13),-0.0244698 # DEPENDENCYPART_SIBL
(9,1),(9,14),-0.039453 # DEPENDENCYPART_SIBL
(9,1),(9,15),-0.00485071 # DEPENDENCYPART_SIBL
(9,1),(9,17),-0.0548669 # DEPENDENCYPART_SIBL
(9,1),(9,19),-0.00450962 # DEPENDENCYPART_SIBL
(9,1),(9,20),-0.0205763 # DEPENDENCYPART_SIBL
(9,1),(9,21),-0.0354073 # DEPENDENCYPART_SIBL
(9,1),(9,26),0.00692706 # DEPENDENCYPART_SIBL
(9,1),(9,28),0.0714914 # DEPENDENCYPART_SIBL
(9,3),(9,4),0.0227028 # DEPENDENCYPART_SIBL
(9,3),(9,5),-0.0143013 # DEPENDENCYPART_SIBL
(9,3),(9,6),-0.00546126 # DEPENDENCYPART_SIBL
(9,3),(9,7),0.00652023 # DEPENDENCYPART_SIBL
(9,3),(9,8),0.000446438 # DEPENDENCYPART_SIBL
(9,3),(9,10),-0.0120907 # DEPENDENCYPART_SIBL
(9,3),(9,11),-0.0363404 # DEPENDENCYPART_SIBL
(9,3),(9,12),-0.0464028 # DEPENDENCYPART_SIBL
(9,3),(9,13),-0.0106125 # DEPENDENCYPART_SIBL
(9,3),(9,14),-0.00934881 # DEPENDENCYPART_SIBL
(9,3),(9,15),-0.067996 # DEPENDENCYPART_SIBL
(9,3),(9,17),-0.0307872 # DEPENDENCYPART_SIBL
(9,3),(9,19),-0.0703937 # DEPENDENCYPART_SIBL
(9,3),(9,20),-0.0656953 # DEPENDENCYPART_SIBL
(9,3),(9,21),0.00245598 # DEPENDENCYPART_SIBL
(9,3),(9,26),0.0151618 # DEPENDENCYPART_SIBL
(9,3),(9,28),-0.0101328 # DEPENDENCYPART_SIBL
(9,4),(9,5),-0.103212 # DEPENDENCYPART_SIBL
(9,4),(9,6),0.00854798 # DEPENDENCYPART_SIBL
(9,4),(9,7),-0.0925614 # DEPENDENCYPART_SIBL
(9,4),(9,8),-0.10889 # DEPENDENCYPART_SIBL
(9,4),(9,10),0.0323171 # DEPENDENCYPART_SIBL
(9,4),(9,11),0.0284464 # DEPENDENCYPART_SIBL
(9,4),(9,12),-0.0836122 # DEPENDENCYPART_SIBL
(9,4),(9,13),0.0138597 # DEPENDENCYPART_SIBL
(9,4),(9,14),-0.00328781 # DEPENDENCYPART_SIBL
(9,4),(9,15),-0.0193536 # DEPENDENCYPART_SIBL
(9,4),(9,17),-0.0187017 # DEPENDENCYPART_SIBL
(9,4),(9,19),0.0272936 # DEPENDENCYPART_SIBL
(9,4),(9,20),0.0112269 # DEPENDENCYPART_SIBL
(9,4),(9,21),-0.00318945 # DEPENDENCYPART_SIBL
(9,4),(9,26),0.00664901 # DEPENDENCYPART_SIBL
(9,4),(9,28),0.0594672 # DEPENDENCYPART_SIBL
(9,5),(9,6),0.00391462 # DEPENDENCYPART_SIBL
(9,5),(9,7),-0.0854732 # DEPENDENCYPART_SIBL
(9,5),(9,8),-0.101802 # DEPENDENCYPART_SIBL
(9,5),(9,10),0.0578996 # DEPENDENCYPART_SIBL
(9,5),(9,11),0.0437599 # DEPENDENCYPART_SIBL
(9,5),(9,12),-0.0754817 # DEPENDENCYPART_SIBL
(9,5),(9,13),0.00890366 # DEPENDENCYPART_SIBL
(9,5),(9,14),0.00674486 # DEPENDENCYPART_SIBL
(9,5),(9,15),0.0300011 # DEPENDENCYPART_SIBL
(9,5),(9,17),-0.0156014 # DEPENDENCYPART_SIBL
(9,5),(9,19),0.0136718 # DEPENDENCYPART_SIBL
(9,5),(9,20),-0.00239479 # DEPENDENCYPART_SIBL
(9,5),(9,21),0.021291 # DEPENDENCYPART_SIBL
(9,5),(9,26),0.0208769 # DEPENDENCYPART_SIBL
(9,5),(9,28),0.0415556 # DEPENDENCYPART_SIBL
(9,6),(9,7),0.0377791 # DEPENDENCYPART_SIBL
(9,6),(9,8),0.0287661 # DEPENDENCYPART_SIBL
(9,6),(9,10),0.0446906 # DEPENDENCYPART_SIBL
(9,6),(9,11),-0.0355659 # DEPENDENCYPART_SIBL
(9,6),(9,12),-0.0401352 # DEPENDENCYPART_SIBL
(9,6),(9,13),-0.0168788 # DEPENDENCYPART_SIBL
(9,6),(9,14),-0.0112617 # DEPENDENCYPART_SIBL
(9,6),(9,15),-0.0377575 # DEPENDENCYPART_SIBL
(9,6),(9,17),-0.0326675 # DEPENDENCYPART_SIBL
(9,6),(9,19),-0.00375306 # DEPENDENCYPART_SIBL
(9,6),(9,20),0.000945444 # DEPENDENCYPART_SIBL
(9,6),(9,21),-0.0371128 # DEPENDENCYPART_SIBL
(9,6),(9,26),0.00642315 # DEPENDENCYPART_SIBL
(9,6),(9,28),0.0418348 # DEPENDENCYPART_SIBL
(9,7),(9,8),-0.116372 # DEPENDENCYPART_SIBL
(9,7),(9,10),0.0286113 # DEPENDENCYPART_SIBL
(9,7),(9,11),0.0104047 # DEPENDENCYPART_SIBL
(9,7),(9,12),-0.0913913 # DEPENDENCYPART_SIBL
(9,7),(9,13),-0.00984374 # DEPENDENCYPART_SIBL
(9,7),(9,14),-0.0139068 # DEPENDENCYPART_SIBL
(9,7),(9,15),0.00663353 # DEPENDENCYPART_SIBL
(9,7),(9,17),-0.0293207 # DEPENDENCYPART_SIBL
(9,7),(9,19),-0.000533345 # DEPENDENCYPART_SIBL
(9,7),(9,20),-0.0166 # DEPENDENCYPART_SIBL
(9,7),(9,21),-0.0129361 # DEPENDENCYPART_SIBL
(9,7),(9,26),0.0075413 # DEPENDENCYPART_SIBL
(9,7),(9,28),0.0191366 # DEPENDENCYPART_SIBL
(9,8),(9,10),0.0372026 # DEPENDENCYPART_SIBL
(9,8),(9,11),0.0160456 # DEPENDENCYPART_SIBL
(9,8),(9,12),-0.0930364 # DEPENDENCYPART_SIBL
(9,8),(9,13),-0.0131767 # DEPENDENCYPART_SIBL
(9,8),(9,14),-0.0175812 # DEPENDENCYPART_SIBL
(9,8),(9,15),-0.00119789 # DEPENDENCYPART_SIBL
(9,8),(9,17),-0.0329952 # DEPENDENCYPART_SIBL
(9,8),(9,19),-0.00970766 # DEPENDENCYPART_SIBL
(9,8),(9,20),-0.0257743 # DEPENDENCYPART_SIBL
(9,8),(9,21),-0.0129031 # DEPENDENCYPART_SIBL
(9,8),(9,26),0.00247584 # DEPENDENCYPART_SIBL
(9,8),(9,28),0.00763308 # DEPENDENCYPART_SIBL
(9,10),(9,11),-0.0122575 # DEPENDENCYPART_SIBL
(9,10),(9,12),-0.0457568 # DEPENDENCYPART_SIBL
(9,10),(9,13),-0.0188933 # DEPENDENCYPART_SIBL
(9,10),(9,14),-0.0551537 # DEPENDENCYPART_SIBL
(9,10),(9,15),-0.0280781 # DEPENDENCYPART_SIBL
(9,10),(9,17),-0.0445342 # DEPENDENCYPART_SIBL
(9,10),(9,19),-0.0346807 # DEPENDENCYPART_SIBL
(9,10),(9,20),-0.0344909 # DEPENDENCYPART_SIBL
(9,10),(9,21),-0.035232 # DEPENDENCYPART_SIBL
(9,10),(9,26),-0.0183775 # DEPENDENCYPART_SIBL
(9,10),(9,28),-0.0241003 # DEPENDENCYPART_SIBL
(9,11),(9,12),-0.024574 # DEPENDENCYPART_SIBL
(9,11),(9,13),-0.0177639 # DEPENDENCYPART_SIBL
(9,11),(9,14),0.00133551 # DEPENDENCYPART_SIBL
(9,11),(9,15),0.138998 # DEPENDENCYPART_SIBL
(9,11),(9,17),0.00817472 # DEPENDENCYPART_SIBL
(9,11),(9,19),0.0244036 # DEPENDENCYPART_SIBL
(9,11),(9,20),0.0275314 # DEPENDENCYPART_SIBL
(9,11),(9,21),0.0548352 # DEPENDENCYPART_SIBL
(9,11),(9,26),-0.0545705 # DEPENDENCYPART_SIBL
(9,11),(9,28),-0.00657782 # DEPENDENCYPART_SIBL
(9,12),(9,13),-0.0424884 # DEPENDENCYPART_SIBL
(9,12),(9,14),-0.0370195 # DEPENDENCYPART_SIBL
(9,12),(9,15),-0.0454695 # DEPENDENCYPART_SIBL
(9,12),(9,17),-0.0302107 # DEPENDENCYPART_SIBL
(9,12),(9,19),-0.0429038 # DEPENDENCYPART_SIBL
(9,12),(9,20),-0.0421636 # DEPENDENCYPART_SIBL
(9,12),(9,21),-0.0728611 # DEPENDENCYPART_SIBL
(9,12),(9,26),-0.0447008 # DEPENDENCYPART_SIBL
(9,12),(9,28),-0.0455611 # DEPENDENCYPART_SIBL
(9,13),(9,14),-0.0360535 # DEPENDENCYPART_SIBL
(9,13),(9,15),0.0245265 # DEPENDENCYPART_SIBL
(9,13),(9,17),-0.0292021 # DEPENDENCYPART_SIBL
(9,13),(9,19),-0.00914051 # DEPENDENCYPART_SIBL
(9,13),(9,20),-0.0048893 # DEPENDENCYPART_SIBL
(9,13),(9,21),0.0282209 # DEPENDENCYPART_SIBL
(9,13),(9,26),-0.0287454 # DEPENDENCYPART_SIBL
(9,13),(9,28),-0.0101103 # DEPENDENCYPART_SIBL
(9,14),(9,15),0.00348481 # DEPENDENCYPART_SIBL
(9,14),(9,17),-0.0308983 # DEPENDENCYPART_SIBL
(9,14),(9,19),-0.00856479 # DEPENDENCYPART_SIBL
(9,14),(9,20),-0.00912237 # DEPENDENCYPART_SIBL
(9,14),(9,21),0.0275645 # DEPENDENCYPART_SIBL
(9,14),(9,26),-0.0378041 # DEPENDENCYPART_SIBL
(9,14),(9,28),-0.00937971 # DEPENDENCYPART_SIBL
(9,15),(9,17),-0.000597225 # DEPENDENCYPART_SIBL
(9,15),(9,19),0.0410201 # DEPENDENCYPART_SIBL
(9,15),(9,20),0.0432633 # DEPENDENCYPART_SIBL
(9,15),(9,21),0.0101965 # DEPENDENCYPART_SIBL
(9,15),(9,26),-0.00866272 # DEPENDENCYPART_SIBL
(9,15),(9,28),0.00703611 # DEPENDENCYPART_SIBL
(9,17),(9,19),-0.00953537 # DEPENDENCYPART_SIBL
(9,17),(9,20),-0.010093 # DEPENDENCYPART_SIBL
(9,17),(9,21),0.050474 # DEPENDENCYPART_SIBL
(9,17),(9,26),-0.0303513 # DEPENDENCYPART_SIBL
(9,17),(9,28),0.00717884 # DEPENDENCYPART_SIBL
(9,19),(9,20),-0.0253519 # DEPENDENCYPART_SIBL
(9,19),(9,21),8.69669e-05 # DEPENDENCYPART_SIBL
(9,19),(9,26),-0.0631998 # DEPENDENCYPART_SIBL
(9,19),(9,28),0.0131386 # DEPENDENCYPART_SIBL
(9,20),(9,21),0.00222663 # DEPENDENCYPART_SIBL
(9,20),(9,26),-0.060983 # DEPENDENCYPART_SIBL
(9,20),(9,28),0.00395437 # DEPENDENCYPART_SIBL
(9,21),(9,26),-0.0221675 # DEPENDENCYPART_SIBL
(9,21),(9,28),-0.0155261 # DEPENDENCYPART_SIBL
(9,26),(9,28),0.00757833 # DEPENDENCYPART_SIBL
(10,1),(10,2),0.0648667 # DEPENDENCYPART_SIBL
(10,1),(10,3),0.00731361 # DEPENDENCYPART_SIBL
(10,1),(10,5),-0.0386608 # DEPENDENCYPART_SIBL
(10,1),(10,6),0.0106228 # DEPENDENCYPART_SIBL
(10,1),(10,7),-0.0339072 # DEPENDENCYPART_SIBL
(10,1),(10,8),-0.0464133 # DEPENDENCYPART_SIBL
(10,1),(10,9),0.0355171 # DEPENDENCYPART_SIBL
(10,1),(10,11),0.0227758 # DEPENDENCYPART_SIBL
(10,1),(10,12),-0.0135255 # DEPENDENCYPART_SIBL
(10,1),(10,13),0.0439409 # DEPENDENCYPART_SIBL
(10,1),(10,14),0.185114 # DEPENDENCYPART_SIBL
(10,1),(10,15),0.0691596 # DEPENDENCYPART_SIBL
(10,1),(10,17),0.182396 # DEPENDENCYPART_SIBL
(10,1),(10,19),0.0417549 # DEPENDENCYPART_SIBL
(10,1),(10,21),-0.0424312 # DEPENDENCYPART_SIBL
(10,2),(10,3),0.0416304 # DEPENDENCYPART_SIBL
(10,2),(10,5),-0.0233357 # DEPENDENCYPART_SIBL
(10,2),(10,6),0.0464344 # DEPENDENCYPART_SIBL
(10,2),(10,7),-0.0251077 # DEPENDENCYPART_SIBL
(10,2),(10,8),-0.0115434 # DEPENDENCYPART_SIBL
(10,2),(10,9),0.0311339 # DEPENDENCYPART_SIBL
(10,2),(10,11),0.0241357 # DEPENDENCYPART_SIBL
(10,2),(10,12),0.014293 # DEPENDENCYPART_SIBL
(10,2),(10,13),0.0736641 # DEPENDENCYPART_SIBL
(10,2),(10,14),0.21357 # DEPENDENCYPART_SIBL
(10,2),(10,15),0.559448 # DEPENDENCYPART_SIBL
(10,2),(10,17),0.206276 # DEPENDENCYPART_SIBL
(10,2),(10,19),0.0786417 # DEPENDENCYPART_SIBL
(10,2),(10,21),0.00149339 # DEPENDENCYPART_SIBL
(10,3),(10,5),-0.032847 # DEPENDENCYPART_SIBL
(10,3),(10,6),-0.0201847 # DEPENDENCYPART_SIBL
(10,3),(10,7),-0.0242664 # DEPENDENCYPART_SIBL
(10,3),(10,8),-0.0249917 # DEPENDENCYPART_SIBL
(10,3),(10,9),-0.00610332 # DEPENDENCYPART_SIBL
(10,3),(10,11),0.135666 # DEPENDENCYPART_SIBL
(10,3),(10,12),0.0252431 # DEPENDENCYPART_SIBL
(10,3),(10,13),0.103941 # DEPENDENCYPART_SIBL
(10,3),(10,14),0.0862736 # DEPENDENCYPART_SIBL
(10,3),(10,15),0.0773459 # DEPENDENCYPART_SIBL
(10,3),(10,17),0.080666 # DEPENDENCYPART_SIBL
(10,3),(10,19),0.042647 # DEPENDENCYPART_SIBL
(10,3),(10,21),0.121568 # DEPENDENCYPART_SIBL
(10,5),(10,6),0.0127062 # DEPENDENCYPART_SIBL
(10,5),(10,7),-0.0309584 # DEPENDENCYPART_SIBL
(10,5),(10,8),-0.0434645 # DEPENDENCYPART_SIBL
(10,5),(10,9),0.0285814 # DEPENDENCYPART_SIBL
(10,5),(10,11),0.0546079 # DEPENDENCYPART_SIBL
(10,5),(10,12),-0.00648007 # DEPENDENCYPART_SIBL
(10,5),(10,13),0.0593604 # DEPENDENCYPART_SIBL
(10,5),(10,14),0.218268 # DEPENDENCYPART_SIBL
(10,5),(10,15),0.0873531 # DEPENDENCYPART_SIBL
(10,5),(10,17),0.212084 # DEPENDENCYPART_SIBL
(10,5),(10,19),0.0492424 # DEPENDENCYPART_SIBL
(10,5),(10,21),-0.00927445 # DEPENDENCYPART_SIBL
(10,6),(10,7),-0.0199979 # DEPENDENCYPART_SIBL
(10,6),(10,8),-0.0224172 # DEPENDENCYPART_SIBL
(10,6),(10,9),-0.0148883 # DEPENDENCYPART_SIBL
(10,6),(10,11),0.1337 # DEPENDENCYPART_SIBL
(10,6),(10,12),0.0121761 # DEPENDENCYPART_SIBL
(10,6),(10,13),0.0812353 # DEPENDENCYPART_SIBL
(10,6),(10,14),0.0529802 # DEPENDENCYPART_SIBL
(10,6),(10,15),0.0886992 # DEPENDENCYPART_SIBL
(10,6),(10,17),0.0473888 # DEPENDENCYPART_SIBL
(10,6),(10,19),0.0596829 # DEPENDENCYPART_SIBL
(10,6),(10,21),0.14011 # DEPENDENCYPART_SIBL
(10,7),(10,8),-0.050589 # DEPENDENCYPART_SIBL
(10,7),(10,9),0.0305295 # DEPENDENCYPART_SIBL
(10,7),(10,11),0.0450128 # DEPENDENCYPART_SIBL
(10,7),(10,12),-0.00644298 # DEPENDENCYPART_SIBL
(10,7),(10,13),0.057974 # DEPENDENCYPART_SIBL
(10,7),(10,14),0.217686 # DEPENDENCYPART_SIBL
(10,7),(10,15),0.0850392 # DEPENDENCYPART_SIBL
(10,7),(10,17),0.214967 # DEPENDENCYPART_SIBL
(10,7),(10,19),0.0499105 # DEPENDENCYPART_SIBL
(10,7),(10,21),-0.0183279 # DEPENDENCYPART_SIBL
(10,8),(10,9),0.0299687 # DEPENDENCYPART_SIBL
(10,8),(10,11),0.0487775 # DEPENDENCYPART_SIBL
(10,8),(10,12),-0.00648615 # DEPENDENCYPART_SIBL
(10,8),(10,13),0.0564921 # DEPENDENCYPART_SIBL
(10,8),(10,14),0.216103 # DEPENDENCYPART_SIBL
(10,8),(10,15),0.0788033 # DEPENDENCYPART_SIBL
(10,8),(10,17),0.213385 # DEPENDENCYPART_SIBL
(10,8),(10,19),0.0472892 # DEPENDENCYPART_SIBL
(10,8),(10,21),-0.0201736 # DEPENDENCYPART_SIBL
(10,9),(10,11),0.0937291 # DEPENDENCYPART_SIBL
(10,9),(10,12),0.0402367 # DEPENDENCYPART_SIBL
(10,9),(10,13),0.0823495 # DEPENDENCYPART_SIBL
(10,9),(10,14),0.108327 # DEPENDENCYPART_SIBL
(10,9),(10,15),0.119818 # DEPENDENCYPART_SIBL
(10,9),(10,17),0.106145 # DEPENDENCYPART_SIBL
(10,9),(10,19),0.217371 # DEPENDENCYPART_SIBL
(10,9),(10,21),0.0796252 # DEPENDENCYPART_SIBL
(10,11),(10,12),-0.00349019 # DEPENDENCYPART_SIBL
(10,11),(10,13),0.0594223 # DEPENDENCYPART_SIBL
(10,11),(10,14),0.0255619 # DEPENDENCYPART_SIBL
(10,11),(10,15),0.0316713 # DEPENDENCYPART_SIBL
(10,11),(10,17),0.0248891 # DEPENDENCYPART_SIBL
(10,11),(10,19),0.0294715 # DEPENDENCYPART_SIBL
(10,11),(10,21),0.0370867 # DEPENDENCYPART_SIBL
(10,12),(10,13),0.0465975 # DEPENDENCYPART_SIBL
(10,12),(10,14),-0.00382675 # DEPENDENCYPART_SIBL
(10,12),(10,15),-0.0307949 # DEPENDENCYPART_SIBL
(10,12),(10,17),-0.00382944 # DEPENDENCYPART_SIBL
(10,12),(10,19),0.0402368 # DEPENDENCYPART_SIBL
(10,12),(10,21),0.0135555 # DEPENDENCYPART_SIBL
(10,13),(10,14),-0.00981627 # DEPENDENCYPART_SIBL
(10,13),(10,15),-0.00439485 # DEPENDENCYPART_SIBL
(10,13),(10,17),-0.00977533 # DEPENDENCYPART_SIBL
(10,13),(10,19),0.0629824 # DEPENDENCYPART_SIBL
(10,13),(10,21),0.0515032 # DEPENDENCYPART_SIBL
(10,14),(10,15),-0.000709061 # DEPENDENCYPART_SIBL
(10,14),(10,17),-0.0366411 # DEPENDENCYPART_SIBL
(10,14),(10,19),0.0126012 # DEPENDENCYPART_SIBL
(10,14),(10,21),0.00609489 # DEPENDENCYPART_SIBL
(10,15),(10,17),-0.0145672 # DEPENDENCYPART_SIBL
