# _root_ `` Parenthood , '' this summer 's successful and amusing movie about parents and children , apparently was only the beginning .
#goldHeads=2,18,2,2,6,11,6,9,11,9,2,11,14,12,14,2,18,0,21,21,18,18,
#predictedHeads=18,18,2,2,6,11,6,9,11,9,2,11,14,12,14,2,18,0,21,21,18,18,
(6,9),(6,22),0.00103889 # DEPENDENCYPART_SIBL
(6,10),(6,12),0.00337271 # DEPENDENCYPART_SIBL
(6,10),(6,14),-0.02858 # DEPENDENCYPART_SIBL
(6,10),(6,15),-0.0135076 # DEPENDENCYPART_SIBL
(6,10),(6,16),0.0135301 # DEPENDENCYPART_SIBL
(6,10),(6,17),-0.00970956 # DEPENDENCYPART_SIBL
(6,10),(6,18),-0.00042928 # DEPENDENCYPART_SIBL
(6,10),(6,19),-0.0199446 # DEPENDENCYPART_SIBL
(6,10),(6,22),-0.00131624 # DEPENDENCYPART_SIBL
(6,12),(6,14),-0.0297562 # DEPENDENCYPART_SIBL
(6,12),(6,15),-0.0196005 # DEPENDENCYPART_SIBL
(6,12),(6,16),0.0118691 # DEPENDENCYPART_SIBL
(6,12),(6,17),0.016731 # DEPENDENCYPART_SIBL
(6,12),(6,18),-0.0324463 # DEPENDENCYPART_SIBL
(6,12),(6,19),0.0053893 # DEPENDENCYPART_SIBL
(6,12),(6,22),0.0273199 # DEPENDENCYPART_SIBL
(6,14),(6,15),-0.0343799 # DEPENDENCYPART_SIBL
(6,14),(6,16),0.0206211 # DEPENDENCYPART_SIBL
(6,14),(6,17),-0.00252127 # DEPENDENCYPART_SIBL
(6,14),(6,18),-0.0150405 # DEPENDENCYPART_SIBL
(6,14),(6,19),-0.00420664 # DEPENDENCYPART_SIBL
(6,14),(6,22),0.00103889 # DEPENDENCYPART_SIBL
(6,15),(6,16),0.0136857 # DEPENDENCYPART_SIBL
(6,15),(6,17),0.00216216 # DEPENDENCYPART_SIBL
(6,15),(6,18),-0.00606863 # DEPENDENCYPART_SIBL
(6,15),(6,19),-0.0186364 # DEPENDENCYPART_SIBL
(6,15),(6,22),0.016492 # DEPENDENCYPART_SIBL
(6,16),(6,17),0.0033073 # DEPENDENCYPART_SIBL
(6,16),(6,18),0.0595564 # DEPENDENCYPART_SIBL
(6,16),(6,19),-0.0116973 # DEPENDENCYPART_SIBL
(6,16),(6,22),-0.00616829 # DEPENDENCYPART_SIBL
(6,17),(6,18),-0.00989787 # DEPENDENCYPART_SIBL
(6,17),(6,19),-0.024645 # DEPENDENCYPART_SIBL
(6,17),(6,22),0.00333232 # DEPENDENCYPART_SIBL
(6,18),(6,19),-0.0208616 # DEPENDENCYPART_SIBL
(6,18),(6,22),-0.0103984 # DEPENDENCYPART_SIBL
(6,19),(6,22),-0.00381877 # DEPENDENCYPART_SIBL
(8,2),(8,5),-0.0108809 # DEPENDENCYPART_SIBL
(8,2),(8,6),0.0141709 # DEPENDENCYPART_SIBL
(8,2),(8,10),-0.0267611 # DEPENDENCYPART_SIBL
(8,2),(8,22),-0.0235981 # DEPENDENCYPART_SIBL
(8,5),(8,6),-0.0535518 # DEPENDENCYPART_SIBL
(8,5),(8,10),0.0334009 # DEPENDENCYPART_SIBL
(8,5),(8,22),0.0232977 # DEPENDENCYPART_SIBL
(8,6),(8,10),-0.0248602 # DEPENDENCYPART_SIBL
(8,6),(8,22),-0.0200926 # DEPENDENCYPART_SIBL
(8,10),(8,22),-0.0289758 # DEPENDENCYPART_SIBL
(9,1),(9,2),-0.0148012 # DEPENDENCYPART_SIBL
(9,1),(9,3),0.0243941 # DEPENDENCYPART_SIBL
(9,1),(9,4),0.338159 # DEPENDENCYPART_SIBL
(9,1),(9,5),0.00356394 # DEPENDENCYPART_SIBL
(9,1),(9,6),-0.0148091 # DEPENDENCYPART_SIBL
(9,1),(9,8),0.00182962 # DEPENDENCYPART_SIBL
(9,1),(9,10),0.0206698 # DEPENDENCYPART_SIBL
(9,1),(9,11),-0.0168558 # DEPENDENCYPART_SIBL
(9,1),(9,12),-0.0102997 # DEPENDENCYPART_SIBL
(9,1),(9,13),-0.0178894 # DEPENDENCYPART_SIBL
(9,1),(9,14),-0.00142046 # DEPENDENCYPART_SIBL
(9,1),(9,15),-0.0152838 # DEPENDENCYPART_SIBL
(9,1),(9,16),0.0727389 # DEPENDENCYPART_SIBL
(9,1),(9,17),-0.0593542 # DEPENDENCYPART_SIBL
(9,1),(9,18),0.00264886 # DEPENDENCYPART_SIBL
(9,1),(9,21),-0.0211241 # DEPENDENCYPART_SIBL
(9,1),(9,22),0.00550045 # DEPENDENCYPART_SIBL
(9,2),(9,3),0.0251382 # DEPENDENCYPART_SIBL
(9,2),(9,4),-0.0033954 # DEPENDENCYPART_SIBL
(9,2),(9,5),-0.0998752 # DEPENDENCYPART_SIBL
(9,2),(9,6),-0.0147941 # DEPENDENCYPART_SIBL
(9,2),(9,8),-0.0268319 # DEPENDENCYPART_SIBL
(9,2),(9,10),0.00497561 # DEPENDENCYPART_SIBL
(9,2),(9,11),0.0466648 # DEPENDENCYPART_SIBL
(9,2),(9,12),-0.0556361 # DEPENDENCYPART_SIBL
(9,2),(9,13),0.0397884 # DEPENDENCYPART_SIBL
(9,2),(9,14),-0.00376983 # DEPENDENCYPART_SIBL
(9,2),(9,15),0.0439095 # DEPENDENCYPART_SIBL
(9,2),(9,16),-0.00652477 # DEPENDENCYPART_SIBL
(9,2),(9,17),-0.0369071 # DEPENDENCYPART_SIBL
(9,2),(9,18),-0.0870419 # DEPENDENCYPART_SIBL
(9,2),(9,21),0.0325657 # DEPENDENCYPART_SIBL
(9,2),(9,22),-0.0140052 # DEPENDENCYPART_SIBL
(9,3),(9,4),0.0551589 # DEPENDENCYPART_SIBL
(9,3),(9,5),-0.0371269 # DEPENDENCYPART_SIBL
(9,3),(9,6),9.15438e-05 # DEPENDENCYPART_SIBL
(9,3),(9,8),-0.0246243 # DEPENDENCYPART_SIBL
(9,3),(9,10),-0.00559338 # DEPENDENCYPART_SIBL
(9,3),(9,11),-0.0341497 # DEPENDENCYPART_SIBL
(9,3),(9,12),-0.0607725 # DEPENDENCYPART_SIBL
(9,3),(9,13),-0.0240628 # DEPENDENCYPART_SIBL
(9,3),(9,14),0.00685288 # DEPENDENCYPART_SIBL
(9,3),(9,15),-0.0236367 # DEPENDENCYPART_SIBL
(9,3),(9,16),0.0260725 # DEPENDENCYPART_SIBL
(9,3),(9,17),-0.0297204 # DEPENDENCYPART_SIBL
(9,3),(9,18),0.02068 # DEPENDENCYPART_SIBL
(9,3),(9,21),-0.0311779 # DEPENDENCYPART_SIBL
(9,3),(9,22),0.011274 # DEPENDENCYPART_SIBL
(9,4),(9,5),0.00214921 # DEPENDENCYPART_SIBL
(9,4),(9,6),0.0114319 # DEPENDENCYPART_SIBL
(9,4),(9,8),0.0617908 # DEPENDENCYPART_SIBL
(9,4),(9,10),0.0593407 # DEPENDENCYPART_SIBL
(9,4),(9,11),-0.032032 # DEPENDENCYPART_SIBL
(9,4),(9,12),-0.0259836 # DEPENDENCYPART_SIBL
(9,4),(9,13),-0.020101 # DEPENDENCYPART_SIBL
(9,4),(9,14),-0.0166769 # DEPENDENCYPART_SIBL
(9,4),(9,15),-0.0176604 # DEPENDENCYPART_SIBL
(9,4),(9,16),-0.0131818 # DEPENDENCYPART_SIBL
(9,4),(9,17),-0.0180838 # DEPENDENCYPART_SIBL
(9,4),(9,18),-0.0435028 # DEPENDENCYPART_SIBL
(9,4),(9,21),-0.0227725 # DEPENDENCYPART_SIBL
(9,4),(9,22),0.0840521 # DEPENDENCYPART_SIBL
(9,5),(9,6),-0.016394 # DEPENDENCYPART_SIBL
(9,5),(9,8),0.0193048 # DEPENDENCYPART_SIBL
(9,5),(9,10),0.0973448 # DEPENDENCYPART_SIBL
(9,5),(9,11),0.0723325 # DEPENDENCYPART_SIBL
(9,5),(9,12),0.0108221 # DEPENDENCYPART_SIBL
(9,5),(9,13),0.0766125 # DEPENDENCYPART_SIBL
(9,5),(9,14),-0.0711919 # DEPENDENCYPART_SIBL
(9,5),(9,15),0.0835573 # DEPENDENCYPART_SIBL
(9,5),(9,16),-0.0170197 # DEPENDENCYPART_SIBL
(9,5),(9,17),-0.0570593 # DEPENDENCYPART_SIBL
(9,5),(9,18),-0.0452701 # DEPENDENCYPART_SIBL
(9,5),(9,21),0.072954 # DEPENDENCYPART_SIBL
(9,5),(9,22),-0.0706923 # DEPENDENCYPART_SIBL
(9,6),(9,8),-0.0272852 # DEPENDENCYPART_SIBL
(9,6),(9,10),0.00636189 # DEPENDENCYPART_SIBL
(9,6),(9,11),0.043458 # DEPENDENCYPART_SIBL
(9,6),(9,12),-0.051943 # DEPENDENCYPART_SIBL
(9,6),(9,13),0.0365815 # DEPENDENCYPART_SIBL
(9,6),(9,14),-0.00435319 # DEPENDENCYPART_SIBL
(9,6),(9,15),0.0406875 # DEPENDENCYPART_SIBL
(9,6),(9,16),-0.00992821 # DEPENDENCYPART_SIBL
(9,6),(9,17),-0.0375959 # DEPENDENCYPART_SIBL
(9,6),(9,18),-0.0830928 # DEPENDENCYPART_SIBL
(9,6),(9,21),0.0293589 # DEPENDENCYPART_SIBL
(9,6),(9,22),-0.01109 # DEPENDENCYPART_SIBL
(9,8),(9,10),0.421711 # DEPENDENCYPART_SIBL
(9,8),(9,11),0.00556904 # DEPENDENCYPART_SIBL
(9,8),(9,12),0.0124773 # DEPENDENCYPART_SIBL
(9,8),(9,13),0.00775113 # DEPENDENCYPART_SIBL
(9,8),(9,14),0.00270077 # DEPENDENCYPART_SIBL
(9,8),(9,15),0.011894 # DEPENDENCYPART_SIBL
(9,8),(9,16),-0.00783312 # DEPENDENCYPART_SIBL
(9,8),(9,17),-0.0109701 # DEPENDENCYPART_SIBL
(9,8),(9,18),-0.105519 # DEPENDENCYPART_SIBL
(9,8),(9,21),0.00507817 # DEPENDENCYPART_SIBL
(9,8),(9,22),-0.0488888 # DEPENDENCYPART_SIBL
(9,10),(9,11),-0.00085057 # DEPENDENCYPART_SIBL
(9,10),(9,12),-0.031546 # DEPENDENCYPART_SIBL
(9,10),(9,13),-0.00558881 # DEPENDENCYPART_SIBL
(9,10),(9,14),-0.0162491 # DEPENDENCYPART_SIBL
(9,10),(9,15),-0.000480427 # DEPENDENCYPART_SIBL
(9,10),(9,16),0.000176011 # DEPENDENCYPART_SIBL
(9,10),(9,17),0.0110387 # DEPENDENCYPART_SIBL
(9,10),(9,18),-0.0411613 # DEPENDENCYPART_SIBL
(9,10),(9,21),-0.00152488 # DEPENDENCYPART_SIBL
(9,10),(9,22),-0.108927 # DEPENDENCYPART_SIBL
(9,11),(9,12),-0.00916496 # DEPENDENCYPART_SIBL
(9,11),(9,13),-0.0228429 # DEPENDENCYPART_SIBL
(9,11),(9,14),-0.0261435 # DEPENDENCYPART_SIBL
(9,11),(9,15),-0.0193334 # DEPENDENCYPART_SIBL
(9,11),(9,16),0.00509272 # DEPENDENCYPART_SIBL
(9,11),(9,17),0.0267124 # DEPENDENCYPART_SIBL
(9,11),(9,18),-0.0457 # DEPENDENCYPART_SIBL
(9,11),(9,21),-0.00666968 # DEPENDENCYPART_SIBL
(9,11),(9,22),-0.0465359 # DEPENDENCYPART_SIBL
(9,12),(9,13),-0.0203728 # DEPENDENCYPART_SIBL
(9,12),(9,14),-0.0272317 # DEPENDENCYPART_SIBL
(9,12),(9,15),-0.0172738 # DEPENDENCYPART_SIBL
(9,12),(9,16),-0.01115 # DEPENDENCYPART_SIBL
(9,12),(9,17),0.00475218 # DEPENDENCYPART_SIBL
(9,12),(9,18),-0.0699379 # DEPENDENCYPART_SIBL
(9,12),(9,21),-0.00678636 # DEPENDENCYPART_SIBL
(9,12),(9,22),-0.0294421 # DEPENDENCYPART_SIBL
(9,13),(9,14),-0.0258106 # DEPENDENCYPART_SIBL
(9,13),(9,15),-0.0182478 # DEPENDENCYPART_SIBL
(9,13),(9,16),0.000384574 # DEPENDENCYPART_SIBL
(9,13),(9,17),0.0270423 # DEPENDENCYPART_SIBL
(9,13),(9,18),-0.0494302 # DEPENDENCYPART_SIBL
(9,13),(9,21),-0.00558412 # DEPENDENCYPART_SIBL
(9,13),(9,22),-0.046956 # DEPENDENCYPART_SIBL
(9,14),(9,15),-0.0037057 # DEPENDENCYPART_SIBL
(9,14),(9,16),0.0365486 # DEPENDENCYPART_SIBL
(9,14),(9,17),0.0286909 # DEPENDENCYPART_SIBL
(9,14),(9,18),-0.0440727 # DEPENDENCYPART_SIBL
(9,14),(9,21),-0.00430597 # DEPENDENCYPART_SIBL
(9,14),(9,22),0.0166502 # DEPENDENCYPART_SIBL
(9,15),(9,16),0.0103679 # DEPENDENCYPART_SIBL
(9,15),(9,17),0.0241597 # DEPENDENCYPART_SIBL
(9,15),(9,18),-0.0414342 # DEPENDENCYPART_SIBL
(9,15),(9,21),-0.0072895 # DEPENDENCYPART_SIBL
(9,15),(9,22),-0.0460399 # DEPENDENCYPART_SIBL
(9,16),(9,17),0.0550897 # DEPENDENCYPART_SIBL
(9,16),(9,18),-0.0260266 # DEPENDENCYPART_SIBL
(9,16),(9,21),0.0158845 # DEPENDENCYPART_SIBL
(9,16),(9,22),-0.00925661 # DEPENDENCYPART_SIBL
(9,17),(9,18),-0.044542 # DEPENDENCYPART_SIBL
(9,17),(9,21),0.0019877 # DEPENDENCYPART_SIBL
(9,17),(9,22),-0.0589269 # DEPENDENCYPART_SIBL
(9,18),(9,21),-0.0174568 # DEPENDENCYPART_SIBL
(9,18),(9,22),0.0260861 # DEPENDENCYPART_SIBL
(9,21),(9,22),-0.058297 # DEPENDENCYPART_SIBL
(10,2),(10,6),0.0145774 # DEPENDENCYPART_SIBL
(10,2),(10,8),0.0600016 # DEPENDENCYPART_SIBL
(10,2),(10,11),0.0239563 # DEPENDENCYPART_SIBL
(10,2),(10,12),-0.022185 # DEPENDENCYPART_SIBL
(10,6),(10,8),0.0598719 # DEPENDENCYPART_SIBL
(10,6),(10,11),0.0211921 # DEPENDENCYPART_SIBL
(10,6),(10,12),-0.0181211 # DEPENDENCYPART_SIBL
(10,8),(10,11),0.00850301 # DEPENDENCYPART_SIBL
(10,8),(10,12),0.0749984 # DEPENDENCYPART_SIBL
(10,11),(10,12),0.00253532 # DEPENDENCYPART_SIBL
(11,1),(11,2),0.0908943 # DEPENDENCYPART_SIBL
(11,1),(11,3),0.187529 # DEPENDENCYPART_SIBL
(11,1),(11,5),0.0854641 # DEPENDENCYPART_SIBL
(11,1),(11,6),0.087288 # DEPENDENCYPART_SIBL
(11,1),(11,8),0.085301 # DEPENDENCYPART_SIBL
(11,1),(11,9),0.278177 # DEPENDENCYPART_SIBL
(11,1),(11,10),0.0777039 # DEPENDENCYPART_SIBL
(11,1),(11,12),0.0195706 # DEPENDENCYPART_SIBL
(11,1),(11,13),0.0464138 # DEPENDENCYPART_SIBL
(11,1),(11,14),0.039302 # DEPENDENCYPART_SIBL
(11,1),(11,15),0.0448123 # DEPENDENCYPART_SIBL
(11,1),(11,16),0.144029 # DEPENDENCYPART_SIBL
(11,1),(11,17),0.0226604 # DEPENDENCYPART_SIBL
(11,1),(11,18),-0.0024477 # DEPENDENCYPART_SIBL
(11,1),(11,19),-0.0054293 # DEPENDENCYPART_SIBL
(11,1),(11,21),0.0362761 # DEPENDENCYPART_SIBL
(11,1),(11,22),-0.00143985 # DEPENDENCYPART_SIBL
(11,2),(11,3),0.0412196 # DEPENDENCYPART_SIBL
(11,2),(11,5),-0.111266 # DEPENDENCYPART_SIBL
(11,2),(11,6),0.00955405 # DEPENDENCYPART_SIBL
(11,2),(11,8),0.0402268 # DEPENDENCYPART_SIBL
(11,2),(11,9),0.217197 # DEPENDENCYPART_SIBL
(11,2),(11,10),0.0249798 # DEPENDENCYPART_SIBL
(11,2),(11,12),-0.0569285 # DEPENDENCYPART_SIBL
(11,2),(11,13),0.0155854 # DEPENDENCYPART_SIBL
(11,2),(11,14),0.0103964 # DEPENDENCYPART_SIBL
(11,2),(11,15),0.0162594 # DEPENDENCYPART_SIBL
(11,2),(11,16),0.051922 # DEPENDENCYPART_SIBL
(11,2),(11,17),0.0140074 # DEPENDENCYPART_SIBL
(11,2),(11,18),0.0267707 # DEPENDENCYPART_SIBL
(11,2),(11,19),-0.0232585 # DEPENDENCYPART_SIBL
(11,2),(11,21),-0.00240979 # DEPENDENCYPART_SIBL
(11,2),(11,22),0.00984442 # DEPENDENCYPART_SIBL
(11,3),(11,5),0.0731564 # DEPENDENCYPART_SIBL
(11,3),(11,6),-0.0267503 # DEPENDENCYPART_SIBL
(11,3),(11,8),0.0610302 # DEPENDENCYPART_SIBL
(11,3),(11,9),0.374805 # DEPENDENCYPART_SIBL
(11,3),(11,10),0.061348 # DEPENDENCYPART_SIBL
(11,3),(11,12),-0.0816353 # DEPENDENCYPART_SIBL
(11,3),(11,13),-0.0157144 # DEPENDENCYPART_SIBL
(11,3),(11,14),-0.0346144 # DEPENDENCYPART_SIBL
(11,3),(11,15),-0.0187231 # DEPENDENCYPART_SIBL
(11,3),(11,16),0.140587 # DEPENDENCYPART_SIBL
(11,3),(11,17),-0.0359089 # DEPENDENCYPART_SIBL
(11,3),(11,18),0.0268131 # DEPENDENCYPART_SIBL
(11,3),(11,19),-0.0499798 # DEPENDENCYPART_SIBL
(11,3),(11,21),-0.0276012 # DEPENDENCYPART_SIBL
(11,3),(11,22),0.0274567 # DEPENDENCYPART_SIBL
(11,5),(11,6),-0.0791524 # DEPENDENCYPART_SIBL
(11,5),(11,8),0.0320201 # DEPENDENCYPART_SIBL
(11,5),(11,9),0.375622 # DEPENDENCYPART_SIBL
(11,5),(11,10),0.0270829 # DEPENDENCYPART_SIBL
(11,5),(11,12),-0.19 # DEPENDENCYPART_SIBL
(11,5),(11,13),-0.0868513 # DEPENDENCYPART_SIBL
(11,5),(11,14),-0.0914289 # DEPENDENCYPART_SIBL
(11,5),(11,15),-0.0838911 # DEPENDENCYPART_SIBL
(11,5),(11,16),-0.112463 # DEPENDENCYPART_SIBL
(11,5),(11,17),-0.0658755 # DEPENDENCYPART_SIBL
(11,5),(11,18),-0.0235524 # DEPENDENCYPART_SIBL
(11,5),(11,19),-0.0928613 # DEPENDENCYPART_SIBL
(11,5),(11,21),-0.0968673 # DEPENDENCYPART_SIBL
(11,5),(11,22),-0.0805375 # DEPENDENCYPART_SIBL
(11,6),(11,8),0.0359564 # DEPENDENCYPART_SIBL
(11,6),(11,9),0.213168 # DEPENDENCYPART_SIBL
(11,6),(11,10),0.0207094 # DEPENDENCYPART_SIBL
(11,6),(11,12),-0.0438154 # DEPENDENCYPART_SIBL
(11,6),(11,13),0.0153898 # DEPENDENCYPART_SIBL
(11,6),(11,14),0.0133214 # DEPENDENCYPART_SIBL
(11,6),(11,15),0.0160366 # DEPENDENCYPART_SIBL
(11,6),(11,16),0.0507688 # DEPENDENCYPART_SIBL
(11,6),(11,17),0.0168307 # DEPENDENCYPART_SIBL
(11,6),(11,18),0.0348882 # DEPENDENCYPART_SIBL
(11,6),(11,19),-0.0204352 # DEPENDENCYPART_SIBL
(11,6),(11,21),-0.0026054 # DEPENDENCYPART_SIBL
(11,6),(11,22),0.0164732 # DEPENDENCYPART_SIBL
(11,8),(11,9),0.172318 # DEPENDENCYPART_SIBL
(11,8),(11,10),0.0338037 # DEPENDENCYPART_SIBL
(11,8),(11,12),0.016615 # DEPENDENCYPART_SIBL
(11,8),(11,13),-0.0095793 # DEPENDENCYPART_SIBL
(11,8),(11,14),0.0753573 # DEPENDENCYPART_SIBL
(11,8),(11,15),-0.010369 # DEPENDENCYPART_SIBL
(11,8),(11,16),-0.0205122 # DEPENDENCYPART_SIBL
(11,8),(11,17),0.0295727 # DEPENDENCYPART_SIBL
(11,8),(11,18),-0.0141524 # DEPENDENCYPART_SIBL
(11,8),(11,19),-0.00540792 # DEPENDENCYPART_SIBL
(11,8),(11,21),-0.0244546 # DEPENDENCYPART_SIBL
(11,8),(11,22),-0.0263167 # DEPENDENCYPART_SIBL
(11,9),(11,10),-0.100761 # DEPENDENCYPART_SIBL
(11,9),(11,12),0.00275669 # DEPENDENCYPART_SIBL
(11,9),(11,13),-0.00192044 # DEPENDENCYPART_SIBL
(11,9),(11,14),0.0137862 # DEPENDENCYPART_SIBL
(11,9),(11,15),-0.00306596 # DEPENDENCYPART_SIBL
(11,9),(11,16),0.00650853 # DEPENDENCYPART_SIBL
(11,9),(11,17),0.0148631 # DEPENDENCYPART_SIBL
(11,9),(11,18),0.0268968 # DEPENDENCYPART_SIBL
(11,9),(11,19),-0.00686051 # DEPENDENCYPART_SIBL
(11,9),(11,21),-0.00863372 # DEPENDENCYPART_SIBL
(11,9),(11,22),0.0145976 # DEPENDENCYPART_SIBL
(11,10),(11,12),0.00233759 # DEPENDENCYPART_SIBL
(11,10),(11,13),-0.0159573 # DEPENDENCYPART_SIBL
(11,10),(11,14),0.0746696 # DEPENDENCYPART_SIBL
(11,10),(11,15),-0.0167469 # DEPENDENCYPART_SIBL
(11,10),(11,16),-0.0263519 # DEPENDENCYPART_SIBL
(11,10),(11,17),0.0215928 # DEPENDENCYPART_SIBL
(11,10),(11,18),-0.0187291 # DEPENDENCYPART_SIBL
(11,10),(11,19),-0.0133878 # DEPENDENCYPART_SIBL
(11,10),(11,21),-0.0308326 # DEPENDENCYPART_SIBL
(11,10),(11,22),-0.0353264 # DEPENDENCYPART_SIBL
(11,12),(11,13),-0.0156038 # DEPENDENCYPART_SIBL
(11,12),(11,14),-0.0294642 # DEPENDENCYPART_SIBL
(11,12),(11,15),-0.0175038 # DEPENDENCYPART_SIBL
(11,12),(11,16),0.0151448 # DEPENDENCYPART_SIBL
(11,12),(11,17),0.0170269 # DEPENDENCYPART_SIBL
(11,12),(11,18),-0.0302179 # DEPENDENCYPART_SIBL
(11,12),(11,19),0.00568523 # DEPENDENCYPART_SIBL
(11,12),(11,21),-0.0164778 # DEPENDENCYPART_SIBL
(11,12),(11,22),0.0276187 # DEPENDENCYPART_SIBL
(11,13),(11,14),-0.0369021 # DEPENDENCYPART_SIBL
(11,13),(11,15),-0.0126416 # DEPENDENCYPART_SIBL
(11,13),(11,16),0.00878335 # DEPENDENCYPART_SIBL
(11,13),(11,17),0.00608225 # DEPENDENCYPART_SIBL
(11,13),(11,18),-0.0103478 # DEPENDENCYPART_SIBL
(11,13),(11,19),-0.0147163 # DEPENDENCYPART_SIBL
(11,13),(11,21),-0.00393485 # DEPENDENCYPART_SIBL
(11,13),(11,22),0.0166196 # DEPENDENCYPART_SIBL
(11,14),(11,15),-0.0325854 # DEPENDENCYPART_SIBL
(11,14),(11,16),0.0235504 # DEPENDENCYPART_SIBL
(11,14),(11,17),-0.00252551 # DEPENDENCYPART_SIBL
(11,14),(11,18),-0.0125994 # DEPENDENCYPART_SIBL
(11,14),(11,19),-0.00421087 # DEPENDENCYPART_SIBL
(11,14),(11,21),-0.0374909 # DEPENDENCYPART_SIBL
(11,14),(11,22),0.00103827 # DEPENDENCYPART_SIBL
(11,15),(11,16),0.0178573 # DEPENDENCYPART_SIBL
(11,15),(11,17),0.00262645 # DEPENDENCYPART_SIBL
(11,15),(11,18),-0.00315666 # DEPENDENCYPART_SIBL
(11,15),(11,19),-0.0181721 # DEPENDENCYPART_SIBL
(11,15),(11,21),-0.00621347 # DEPENDENCYPART_SIBL
(11,15),(11,22),0.0169624 # DEPENDENCYPART_SIBL
(11,16),(11,17),0.00682583 # DEPENDENCYPART_SIBL
(11,16),(11,18),0.0707001 # DEPENDENCYPART_SIBL
(11,16),(11,19),-0.00817875 # DEPENDENCYPART_SIBL
(11,16),(11,21),0.0411774 # DEPENDENCYPART_SIBL
(11,16),(11,22),-0.00264455 # DEPENDENCYPART_SIBL
(11,17),(11,18),-0.00745257 # DEPENDENCYPART_SIBL
(11,17),(11,19),-0.024645 # DEPENDENCYPART_SIBL
(11,17),(11,21),0.00940476 # DEPENDENCYPART_SIBL
(11,17),(11,22),0.00333594 # DEPENDENCYPART_SIBL
(11,18),(11,19),-0.0201105 # DEPENDENCYPART_SIBL
(11,18),(11,21),-0.026952 # DEPENDENCYPART_SIBL
(11,18),(11,22),-0.00964332 # DEPENDENCYPART_SIBL
(11,19),(11,21),0.00435088 # DEPENDENCYPART_SIBL
(11,19),(11,22),-0.00381515 # DEPENDENCYPART_SIBL
(11,21),(11,22),0.0118209 # DEPENDENCYPART_SIBL
(12,9),(12,10),0.0197739 # DEPENDENCYPART_SIBL
(12,9),(12,11),0.0571352 # DEPENDENCYPART_SIBL
(12,9),(12,13),0.0596045 # DEPENDENCYPART_SIBL
(12,9),(12,14),0.122905 # DEPENDENCYPART_SIBL
(12,9),(12,15),0.0591917 # DEPENDENCYPART_SIBL
(12,9),(12,16),0.173427 # DEPENDENCYPART_SIBL
(12,9),(12,17),0.0259544 # DEPENDENCYPART_SIBL
(12,9),(12,18),0.0464382 # DEPENDENCYPART_SIBL
(12,9),(12,19),0.0230686 # DEPENDENCYPART_SIBL
(12,9),(12,21),0.0624814 # DEPENDENCYPART_SIBL
(12,9),(12,22),0.0970731 # DEPENDENCYPART_SIBL
(12,10),(12,11),0.079446 # DEPENDENCYPART_SIBL
(12,10),(12,13),-0.024695 # DEPENDENCYPART_SIBL
(12,10),(12,14),0.112331 # DEPENDENCYPART_SIBL
(12,10),(12,15),-0.0247524 # DEPENDENCYPART_SIBL
(12,10),(12,16),0.120409 # DEPENDENCYPART_SIBL
(12,10),(12,17),0.0181209 # DEPENDENCYPART_SIBL
(12,10),(12,18),-0.0252147 # DEPENDENCYPART_SIBL
(12,10),(12,19),0.00750759 # DEPENDENCYPART_SIBL
(12,10),(12,21),-0.0269411 # DEPENDENCYPART_SIBL
(12,10),(12,22),0.0162836 # DEPENDENCYPART_SIBL
(12,11),(12,13),-0.0047372 # DEPENDENCYPART_SIBL
(12,11),(12,14),0.00296358 # DEPENDENCYPART_SIBL
(12,11),(12,15),-0.00279196 # DEPENDENCYPART_SIBL
(12,11),(12,16),0.0758988 # DEPENDENCYPART_SIBL
(12,11),(12,17),-0.0342533 # DEPENDENCYPART_SIBL
(12,11),(12,18),-0.0166619 # DEPENDENCYPART_SIBL
(12,11),(12,19),-0.0482113 # DEPENDENCYPART_SIBL
(12,11),(12,21),-0.00881308 # DEPENDENCYPART_SIBL
(12,11),(12,22),-0.00974863 # DEPENDENCYPART_SIBL
(12,13),(12,14),-0.127327 # DEPENDENCYPART_SIBL
(12,13),(12,15),-0.0832427 # DEPENDENCYPART_SIBL
(12,13),(12,16),-0.0289926 # DEPENDENCYPART_SIBL
(12,13),(12,17),-0.036238 # DEPENDENCYPART_SIBL
(12,13),(12,18),-0.032173 # DEPENDENCYPART_SIBL
(12,13),(12,19),-0.0399312 # DEPENDENCYPART_SIBL
(12,13),(12,21),-0.0688398 # DEPENDENCYPART_SIBL
(12,13),(12,22),-0.0189367 # DEPENDENCYPART_SIBL
(12,14),(12,15),-0.0473509 # DEPENDENCYPART_SIBL
(12,14),(12,16),0.0269574 # DEPENDENCYPART_SIBL
(12,14),(12,17),0.0123052 # DEPENDENCYPART_SIBL
(12,14),(12,18),-0.0193679 # DEPENDENCYPART_SIBL
(12,14),(12,19),0.020743 # DEPENDENCYPART_SIBL
(12,14),(12,21),-0.0472822 # DEPENDENCYPART_SIBL
(12,14),(12,22),0.0425081 # DEPENDENCYPART_SIBL
(12,15),(12,16),-0.0197286 # DEPENDENCYPART_SIBL
(12,15),(12,17),-0.0396102 # DEPENDENCYPART_SIBL
(12,15),(12,18),-0.0246769 # DEPENDENCYPART_SIBL
(12,15),(12,19),-0.0433034 # DEPENDENCYPART_SIBL
(12,15),(12,21),-0.0710348 # DEPENDENCYPART_SIBL
(12,15),(12,22),-0.0185103 # DEPENDENCYPART_SIBL
