# _root_ The plan had been to make one of Shearson 's easy-to-film , black-and-white `` Where We Stand '' commercials , which have been running occasionally in response to news events since 1985 .
#goldHeads=2,3,0,3,4,5,6,7,19,9,19,19,19,19,17,17,19,19,8,19,22,19,22,23,24,24,26,27,30,28,24,31,3,
#predictedHeads=2,3,0,3,4,5,6,7,19,9,19,6,19,19,17,17,19,19,8,19,22,19,22,23,24,24,26,27,30,28,24,31,3,
(3,11),(3,18),-0.0482356 # DEPENDENCYPART_SIBL
(3,11),(3,19),-0.329427 # DEPENDENCYPART_SIBL
(3,11),(3,20),-0.0765785 # DEPENDENCYPART_SIBL
(3,11),(3,22),-0.217713 # DEPENDENCYPART_SIBL
(3,11),(3,23),0.0104949 # DEPENDENCYPART_SIBL
(3,11),(3,24),-0.154796 # DEPENDENCYPART_SIBL
(3,11),(3,33),-0.0514988 # DEPENDENCYPART_SIBL
(3,12),(3,14),0.213749 # DEPENDENCYPART_SIBL
(3,12),(3,17),0.180923 # DEPENDENCYPART_SIBL
(3,12),(3,18),0.169134 # DEPENDENCYPART_SIBL
(3,12),(3,19),0.00142976 # DEPENDENCYPART_SIBL
(3,12),(3,20),-0.0413328 # DEPENDENCYPART_SIBL
(3,12),(3,22),-0.00162623 # DEPENDENCYPART_SIBL
(3,12),(3,23),0.429266 # DEPENDENCYPART_SIBL
(3,12),(3,24),0.614627 # DEPENDENCYPART_SIBL
(3,12),(3,33),0.0282557 # DEPENDENCYPART_SIBL
(3,14),(3,17),0.133559 # DEPENDENCYPART_SIBL
(3,14),(3,18),0.0900159 # DEPENDENCYPART_SIBL
(3,14),(3,19),0.0186904 # DEPENDENCYPART_SIBL
(3,14),(3,20),-0.074622 # DEPENDENCYPART_SIBL
(3,14),(3,22),0.117722 # DEPENDENCYPART_SIBL
(3,14),(3,23),0.0461731 # DEPENDENCYPART_SIBL
(3,14),(3,24),-0.025321 # DEPENDENCYPART_SIBL
(3,14),(3,33),0.0987526 # DEPENDENCYPART_SIBL
(3,17),(3,18),0.0286219 # DEPENDENCYPART_SIBL
(3,17),(3,19),-0.253456 # DEPENDENCYPART_SIBL
(3,17),(3,20),0.0469561 # DEPENDENCYPART_SIBL
(3,17),(3,22),-0.375618 # DEPENDENCYPART_SIBL
(3,17),(3,23),-0.0206392 # DEPENDENCYPART_SIBL
(3,17),(3,24),-0.106482 # DEPENDENCYPART_SIBL
(3,17),(3,33),0.0118624 # DEPENDENCYPART_SIBL
(3,18),(3,19),-0.0227696 # DEPENDENCYPART_SIBL
(3,18),(3,20),0.00802755 # DEPENDENCYPART_SIBL
(3,18),(3,22),-0.0207656 # DEPENDENCYPART_SIBL
(3,18),(3,23),0.148909 # DEPENDENCYPART_SIBL
(3,18),(3,24),0.248625 # DEPENDENCYPART_SIBL
(3,18),(3,33),-0.0514419 # DEPENDENCYPART_SIBL
(3,19),(3,20),0.150248 # DEPENDENCYPART_SIBL
(3,19),(3,22),-0.0972945 # DEPENDENCYPART_SIBL
(3,19),(3,23),0.128688 # DEPENDENCYPART_SIBL
(3,19),(3,24),0.0781941 # DEPENDENCYPART_SIBL
(3,19),(3,33),0.106881 # DEPENDENCYPART_SIBL
(3,20),(3,22),-0.00162623 # DEPENDENCYPART_SIBL
(3,20),(3,23),0.429266 # DEPENDENCYPART_SIBL
(3,20),(3,24),0.614627 # DEPENDENCYPART_SIBL
(3,20),(3,33),0.0282557 # DEPENDENCYPART_SIBL
(3,22),(3,23),-0.0618679 # DEPENDENCYPART_SIBL
(3,22),(3,24),-0.11367 # DEPENDENCYPART_SIBL
(3,22),(3,33),-0.00999194 # DEPENDENCYPART_SIBL
(3,23),(3,24),-0.487706 # DEPENDENCYPART_SIBL
(3,23),(3,33),0.029088 # DEPENDENCYPART_SIBL
(3,24),(3,33),0.11462 # DEPENDENCYPART_SIBL
(4,2),(4,3),-0.0178425 # DEPENDENCYPART_SIBL
(4,2),(4,5),0.117566 # DEPENDENCYPART_SIBL
(4,2),(4,6),-0.0110393 # DEPENDENCYPART_SIBL
(4,2),(4,7),-0.0246813 # DEPENDENCYPART_SIBL
(4,2),(4,8),-0.0519789 # DEPENDENCYPART_SIBL
(4,2),(4,9),-0.0140306 # DEPENDENCYPART_SIBL
(4,2),(4,10),0.0491217 # DEPENDENCYPART_SIBL
(4,2),(4,11),-0.0333354 # DEPENDENCYPART_SIBL
(4,2),(4,12),0.0173385 # DEPENDENCYPART_SIBL
(4,2),(4,13),-0.0333354 # DEPENDENCYPART_SIBL
(4,2),(4,14),-0.0371562 # DEPENDENCYPART_SIBL
(4,2),(4,17),-0.00100904 # DEPENDENCYPART_SIBL
(4,2),(4,18),0.044981 # DEPENDENCYPART_SIBL
(4,2),(4,19),0.0402616 # DEPENDENCYPART_SIBL
(4,2),(4,20),0.0173385 # DEPENDENCYPART_SIBL
(4,2),(4,22),0.0158812 # DEPENDENCYPART_SIBL
(4,2),(4,23),0.0695416 # DEPENDENCYPART_SIBL
(4,2),(4,24),-0.0713439 # DEPENDENCYPART_SIBL
(4,2),(4,33),0.266531 # DEPENDENCYPART_SIBL
(4,3),(4,5),0.029052 # DEPENDENCYPART_SIBL
(4,3),(4,6),0.0266859 # DEPENDENCYPART_SIBL
(4,3),(4,7),-0.00514311 # DEPENDENCYPART_SIBL
(4,3),(4,8),0.0481678 # DEPENDENCYPART_SIBL
(4,3),(4,9),0.0801005 # DEPENDENCYPART_SIBL
(4,3),(4,10),0.0183925 # DEPENDENCYPART_SIBL
(4,3),(4,11),0.0060296 # DEPENDENCYPART_SIBL
(4,3),(4,12),0.0869958 # DEPENDENCYPART_SIBL
(4,3),(4,13),0.0060296 # DEPENDENCYPART_SIBL
(4,3),(4,14),-0.00132873 # DEPENDENCYPART_SIBL
(4,3),(4,17),0.0182287 # DEPENDENCYPART_SIBL
(4,3),(4,18),0.0814066 # DEPENDENCYPART_SIBL
(4,3),(4,19),0.0258202 # DEPENDENCYPART_SIBL
(4,3),(4,20),0.0869958 # DEPENDENCYPART_SIBL
(4,3),(4,22),0.0806552 # DEPENDENCYPART_SIBL
(4,3),(4,23),0.099246 # DEPENDENCYPART_SIBL
(4,3),(4,24),0.0123861 # DEPENDENCYPART_SIBL
(4,3),(4,33),0.230821 # DEPENDENCYPART_SIBL
(4,5),(4,6),-0.161271 # DEPENDENCYPART_SIBL
(4,5),(4,7),0.0673238 # DEPENDENCYPART_SIBL
(4,5),(4,8),-0.284411 # DEPENDENCYPART_SIBL
(4,5),(4,9),-0.108741 # DEPENDENCYPART_SIBL
(4,5),(4,10),-0.179078 # DEPENDENCYPART_SIBL
(4,5),(4,11),-0.149685 # DEPENDENCYPART_SIBL
(4,5),(4,12),-0.0672992 # DEPENDENCYPART_SIBL
(4,5),(4,13),-0.149685 # DEPENDENCYPART_SIBL
(4,5),(4,14),-0.0168046 # DEPENDENCYPART_SIBL
(4,5),(4,17),-0.150903 # DEPENDENCYPART_SIBL
(4,5),(4,18),-0.0535768 # DEPENDENCYPART_SIBL
(4,5),(4,19),-0.229104 # DEPENDENCYPART_SIBL
(4,5),(4,20),-0.0672992 # DEPENDENCYPART_SIBL
(4,5),(4,22),-0.206407 # DEPENDENCYPART_SIBL
(4,5),(4,23),-0.0958309 # DEPENDENCYPART_SIBL
(4,5),(4,24),-0.136334 # DEPENDENCYPART_SIBL
(4,5),(4,33),-0.0369585 # DEPENDENCYPART_SIBL
(4,6),(4,7),-0.112838 # DEPENDENCYPART_SIBL
(4,6),(4,8),-0.131185 # DEPENDENCYPART_SIBL
(4,6),(4,9),-0.184402 # DEPENDENCYPART_SIBL
(4,6),(4,10),-0.0813213 # DEPENDENCYPART_SIBL
(4,6),(4,11),-0.134577 # DEPENDENCYPART_SIBL
(4,6),(4,12),-0.0295154 # DEPENDENCYPART_SIBL
(4,6),(4,13),-0.134577 # DEPENDENCYPART_SIBL
(4,6),(4,14),-0.0556175 # DEPENDENCYPART_SIBL
(4,6),(4,17),-0.132948 # DEPENDENCYPART_SIBL
(4,6),(4,18),-0.0086533 # DEPENDENCYPART_SIBL
(4,6),(4,19),-0.208915 # DEPENDENCYPART_SIBL
(4,6),(4,20),-0.0295154 # DEPENDENCYPART_SIBL
(4,6),(4,22),-0.158619 # DEPENDENCYPART_SIBL
(4,6),(4,23),-0.15844 # DEPENDENCYPART_SIBL
(4,6),(4,24),-0.140919 # DEPENDENCYPART_SIBL
(4,6),(4,33),-0.0155293 # DEPENDENCYPART_SIBL
(4,7),(4,8),-0.109399 # DEPENDENCYPART_SIBL
(4,7),(4,9),-0.0879886 # DEPENDENCYPART_SIBL
(4,7),(4,10),-0.0340401 # DEPENDENCYPART_SIBL
(4,7),(4,11),-0.0555606 # DEPENDENCYPART_SIBL
(4,7),(4,12),0.108454 # DEPENDENCYPART_SIBL
(4,7),(4,13),-0.0555606 # DEPENDENCYPART_SIBL
(4,7),(4,14),-0.0128716 # DEPENDENCYPART_SIBL
(4,7),(4,17),-0.0739995 # DEPENDENCYPART_SIBL
(4,7),(4,18),0.0211546 # DEPENDENCYPART_SIBL
(4,7),(4,19),-0.253294 # DEPENDENCYPART_SIBL
(4,7),(4,20),0.108454 # DEPENDENCYPART_SIBL
(4,7),(4,22),-0.10628 # DEPENDENCYPART_SIBL
(4,7),(4,23),-0.101087 # DEPENDENCYPART_SIBL
(4,7),(4,24),-0.0533878 # DEPENDENCYPART_SIBL
(4,7),(4,33),-0.00473207 # DEPENDENCYPART_SIBL
(4,8),(4,9),-0.129031 # DEPENDENCYPART_SIBL
(4,8),(4,10),-0.0276442 # DEPENDENCYPART_SIBL
(4,8),(4,11),-0.105543 # DEPENDENCYPART_SIBL
(4,8),(4,12),-0.101423 # DEPENDENCYPART_SIBL
(4,8),(4,13),-0.105543 # DEPENDENCYPART_SIBL
(4,8),(4,14),-0.0635798 # DEPENDENCYPART_SIBL
(4,8),(4,17),-0.250268 # DEPENDENCYPART_SIBL
(4,8),(4,18),-0.151897 # DEPENDENCYPART_SIBL
(4,8),(4,19),-0.142213 # DEPENDENCYPART_SIBL
(4,8),(4,20),-0.101423 # DEPENDENCYPART_SIBL
(4,8),(4,22),-0.315722 # DEPENDENCYPART_SIBL
(4,8),(4,23),-0.12697 # DEPENDENCYPART_SIBL
(4,8),(4,24),-0.131979 # DEPENDENCYPART_SIBL
(4,8),(4,33),-0.133531 # DEPENDENCYPART_SIBL
(4,9),(4,10),-0.123876 # DEPENDENCYPART_SIBL
(4,9),(4,11),-0.0116217 # DEPENDENCYPART_SIBL
(4,9),(4,12),-0.0591516 # DEPENDENCYPART_SIBL
(4,9),(4,13),-0.0116217 # DEPENDENCYPART_SIBL
(4,9),(4,14),0.00214768 # DEPENDENCYPART_SIBL
(4,9),(4,17),-0.112063 # DEPENDENCYPART_SIBL
(4,9),(4,18),-0.0207292 # DEPENDENCYPART_SIBL
(4,9),(4,19),-0.196944 # DEPENDENCYPART_SIBL
(4,9),(4,20),-0.0591516 # DEPENDENCYPART_SIBL
(4,9),(4,22),-0.133836 # DEPENDENCYPART_SIBL
(4,9),(4,23),-0.125917 # DEPENDENCYPART_SIBL
(4,9),(4,24),-0.09116 # DEPENDENCYPART_SIBL
(4,9),(4,33),-0.0159347 # DEPENDENCYPART_SIBL
(4,10),(4,11),0.0427991 # DEPENDENCYPART_SIBL
(4,10),(4,12),-0.20205 # DEPENDENCYPART_SIBL
(4,10),(4,13),0.0427991 # DEPENDENCYPART_SIBL
(4,10),(4,14),-0.0159283 # DEPENDENCYPART_SIBL
(4,10),(4,17),-0.113533 # DEPENDENCYPART_SIBL
(4,10),(4,18),0.0124264 # DEPENDENCYPART_SIBL
(4,10),(4,19),-0.213288 # DEPENDENCYPART_SIBL
(4,10),(4,20),-0.20205 # DEPENDENCYPART_SIBL
(4,10),(4,22),-0.136993 # DEPENDENCYPART_SIBL
(4,10),(4,23),-0.0721058 # DEPENDENCYPART_SIBL
(4,10),(4,24),-0.014452 # DEPENDENCYPART_SIBL
(4,10),(4,33),-0.11322 # DEPENDENCYPART_SIBL
(4,11),(4,12),0.0615267 # DEPENDENCYPART_SIBL
(4,11),(4,13),-0.0645108 # DEPENDENCYPART_SIBL
(4,11),(4,14),0.0050938 # DEPENDENCYPART_SIBL
(4,11),(4,17),-0.072683 # DEPENDENCYPART_SIBL
(4,11),(4,18),0.121981 # DEPENDENCYPART_SIBL
(4,11),(4,19),-0.130495 # DEPENDENCYPART_SIBL
(4,11),(4,20),0.0615267 # DEPENDENCYPART_SIBL
(4,11),(4,22),-0.078062 # DEPENDENCYPART_SIBL
(4,11),(4,23),-0.0146915 # DEPENDENCYPART_SIBL
(4,11),(4,24),0.00214162 # DEPENDENCYPART_SIBL
(4,11),(4,33),-0.0166912 # DEPENDENCYPART_SIBL
(4,12),(4,13),0.321909 # DEPENDENCYPART_SIBL
(4,12),(4,14),0.364837 # DEPENDENCYPART_SIBL
(4,12),(4,17),0.216432 # DEPENDENCYPART_SIBL
(4,12),(4,18),0.238156 # DEPENDENCYPART_SIBL
(4,12),(4,19),0.128225 # DEPENDENCYPART_SIBL
(4,12),(4,20),-0.0152939 # DEPENDENCYPART_SIBL
(4,12),(4,22),0.148139 # DEPENDENCYPART_SIBL
(4,12),(4,23),0.426475 # DEPENDENCYPART_SIBL
(4,12),(4,24),0.683753 # DEPENDENCYPART_SIBL
(4,12),(4,33),0.019167 # DEPENDENCYPART_SIBL
(4,13),(4,14),0.0050938 # DEPENDENCYPART_SIBL
(4,13),(4,17),-0.072683 # DEPENDENCYPART_SIBL
(4,13),(4,18),0.121981 # DEPENDENCYPART_SIBL
(4,13),(4,19),-0.130495 # DEPENDENCYPART_SIBL
(4,13),(4,20),0.0615267 # DEPENDENCYPART_SIBL
(4,13),(4,22),-0.078062 # DEPENDENCYPART_SIBL
(4,13),(4,23),-0.0146915 # DEPENDENCYPART_SIBL
(4,13),(4,24),0.00214162 # DEPENDENCYPART_SIBL
(4,13),(4,33),-0.0166912 # DEPENDENCYPART_SIBL
(4,14),(4,17),0.129868 # DEPENDENCYPART_SIBL
(4,14),(4,18),0.210375 # DEPENDENCYPART_SIBL
(4,14),(4,19),0.110012 # DEPENDENCYPART_SIBL
(4,14),(4,20),-0.0600196 # DEPENDENCYPART_SIBL
(4,14),(4,22),0.162324 # DEPENDENCYPART_SIBL
(4,14),(4,23),-0.0479859 # DEPENDENCYPART_SIBL
(4,14),(4,24),0.00325464 # DEPENDENCYPART_SIBL
(4,14),(4,33),0.0430086 # DEPENDENCYPART_SIBL
(4,17),(4,18),0.0031477 # DEPENDENCYPART_SIBL
(4,17),(4,19),-0.170421 # DEPENDENCYPART_SIBL
(4,17),(4,20),-0.00238185 # DEPENDENCYPART_SIBL
(4,17),(4,22),-0.293555 # DEPENDENCYPART_SIBL
(4,17),(4,23),-0.127803 # DEPENDENCYPART_SIBL
(4,17),(4,24),-0.0888304 # DEPENDENCYPART_SIBL
(4,17),(4,33),-0.0148228 # DEPENDENCYPART_SIBL
(4,18),(4,19),0.0356972 # DEPENDENCYPART_SIBL
(4,18),(4,20),-0.0334035 # DEPENDENCYPART_SIBL
(4,18),(4,22),0.0473728 # DEPENDENCYPART_SIBL
(4,18),(4,23),0.0479038 # DEPENDENCYPART_SIBL
(4,18),(4,24),0.238869 # DEPENDENCYPART_SIBL
(4,18),(4,33),-0.0415832 # DEPENDENCYPART_SIBL
(4,19),(4,20),0.00939607 # DEPENDENCYPART_SIBL
(4,19),(4,22),-0.109335 # DEPENDENCYPART_SIBL
(4,19),(4,23),-0.069106 # DEPENDENCYPART_SIBL
(4,19),(4,24),-0.0273268 # DEPENDENCYPART_SIBL
(4,19),(4,33),0.0263679 # DEPENDENCYPART_SIBL
(4,20),(4,22),0.148139 # DEPENDENCYPART_SIBL
(4,20),(4,23),0.426475 # DEPENDENCYPART_SIBL
(4,20),(4,24),0.683753 # DEPENDENCYPART_SIBL
(4,20),(4,33),0.019167 # DEPENDENCYPART_SIBL
(4,22),(4,23),-0.151354 # DEPENDENCYPART_SIBL
(4,22),(4,24),-0.0893537 # DEPENDENCYPART_SIBL
(4,22),(4,33),0.00197505 # DEPENDENCYPART_SIBL
(4,23),(4,24),-0.383318 # DEPENDENCYPART_SIBL
(4,23),(4,33),-0.00629605 # DEPENDENCYPART_SIBL
(4,24),(4,33),-0.143503 # DEPENDENCYPART_SIBL
(5,2),(5,4),-0.0313754 # DEPENDENCYPART_SIBL
(5,2),(5,6),0.00109951 # DEPENDENCYPART_SIBL
(5,2),(5,7),0.0937562 # DEPENDENCYPART_SIBL
(5,2),(5,8),-0.0421399 # DEPENDENCYPART_SIBL
(5,2),(5,9),-0.103303 # DEPENDENCYPART_SIBL
(5,2),(5,12),-0.0361667 # DEPENDENCYPART_SIBL
(5,2),(5,19),-0.0322266 # DEPENDENCYPART_SIBL
(5,4),(5,6),-0.075941 # DEPENDENCYPART_SIBL
(5,4),(5,7),0.0656299 # DEPENDENCYPART_SIBL
(5,4),(5,8),-0.0785501 # DEPENDENCYPART_SIBL
(5,4),(5,9),-0.108741 # DEPENDENCYPART_SIBL
(5,4),(5,12),-0.0631822 # DEPENDENCYPART_SIBL
(5,4),(5,19),-0.0158743 # DEPENDENCYPART_SIBL
(5,6),(5,7),-0.551022 # DEPENDENCYPART_SIBL
(5,6),(5,8),-0.0743426 # DEPENDENCYPART_SIBL
(5,6),(5,9),-0.619265 # DEPENDENCYPART_SIBL
(5,6),(5,12),0.0503142 # DEPENDENCYPART_SIBL
(5,6),(5,19),-0.783587 # DEPENDENCYPART_SIBL
(5,7),(5,8),-0.126329 # DEPENDENCYPART_SIBL
(5,7),(5,9),-0.399208 # DEPENDENCYPART_SIBL
(5,7),(5,12),-0.0104774 # DEPENDENCYPART_SIBL
(5,7),(5,19),-0.615683 # DEPENDENCYPART_SIBL
(5,8),(5,9),-0.216515 # DEPENDENCYPART_SIBL
(5,8),(5,12),-0.0115957 # DEPENDENCYPART_SIBL
(5,8),(5,19),-0.264188 # DEPENDENCYPART_SIBL
(5,9),(5,12),-0.0897751 # DEPENDENCYPART_SIBL
(5,9),(5,19),-0.586151 # DEPENDENCYPART_SIBL
(5,12),(5,19),0.0288193 # DEPENDENCYPART_SIBL
(6,2),(6,7),0.0534913 # DEPENDENCYPART_SIBL
(6,2),(6,8),-0.081155 # DEPENDENCYPART_SIBL
(6,2),(6,9),-0.0347408 # DEPENDENCYPART_SIBL
(6,2),(6,10),0.0285321 # DEPENDENCYPART_SIBL
(6,2),(6,11),-0.00935962 # DEPENDENCYPART_SIBL
(6,2),(6,12),-0.0889124 # DEPENDENCYPART_SIBL
(6,2),(6,13),-0.00935962 # DEPENDENCYPART_SIBL
(6,2),(6,14),-0.0697464 # DEPENDENCYPART_SIBL
(6,2),(6,15),-0.0713381 # DEPENDENCYPART_SIBL
(6,2),(6,16),-0.0391486 # DEPENDENCYPART_SIBL
(6,2),(6,17),-0.0367015 # DEPENDENCYPART_SIBL
(6,2),(6,18),0.0594654 # DEPENDENCYPART_SIBL
(6,2),(6,19),-0.00185557 # DEPENDENCYPART_SIBL
(6,2),(6,20),-0.0889124 # DEPENDENCYPART_SIBL
(6,2),(6,21),-0.0550953 # DEPENDENCYPART_SIBL
(6,2),(6,22),0.032685 # DEPENDENCYPART_SIBL
(6,2),(6,23),0.0192935 # DEPENDENCYPART_SIBL
(6,2),(6,24),-0.0635206 # DEPENDENCYPART_SIBL
(6,2),(6,25),-0.041288 # DEPENDENCYPART_SIBL
(6,2),(6,26),-0.0816511 # DEPENDENCYPART_SIBL
(6,2),(6,33),0.00682785 # DEPENDENCYPART_SIBL
(6,7),(6,8),-0.0121406 # DEPENDENCYPART_SIBL
(6,7),(6,9),-0.110714 # DEPENDENCYPART_SIBL
(6,7),(6,10),-0.0479159 # DEPENDENCYPART_SIBL
(6,7),(6,11),-0.0487701 # DEPENDENCYPART_SIBL
(6,7),(6,12),0.146611 # DEPENDENCYPART_SIBL
(6,7),(6,13),-0.0487701 # DEPENDENCYPART_SIBL
(6,7),(6,14),-0.0108688 # DEPENDENCYPART_SIBL
(6,7),(6,15),-0.0343943 # DEPENDENCYPART_SIBL
(6,7),(6,16),-0.0252327 # DEPENDENCYPART_SIBL
(6,7),(6,17),-0.0488031 # DEPENDENCYPART_SIBL
(6,7),(6,18),0.0828746 # DEPENDENCYPART_SIBL
(6,7),(6,19),-0.29421 # DEPENDENCYPART_SIBL
(6,7),(6,20),0.146611 # DEPENDENCYPART_SIBL
(6,7),(6,21),-0.0384183 # DEPENDENCYPART_SIBL
(6,7),(6,22),-0.0486365 # DEPENDENCYPART_SIBL
(6,7),(6,23),-0.0701751 # DEPENDENCYPART_SIBL
(6,7),(6,24),-0.0476477 # DEPENDENCYPART_SIBL
(6,7),(6,25),-0.0981064 # DEPENDENCYPART_SIBL
(6,7),(6,26),0.00505073 # DEPENDENCYPART_SIBL
(6,7),(6,33),0.0319756 # DEPENDENCYPART_SIBL
(6,8),(6,9),-0.29902 # DEPENDENCYPART_SIBL
(6,8),(6,10),-0.183836 # DEPENDENCYPART_SIBL
(6,8),(6,11),-0.203462 # DEPENDENCYPART_SIBL
(6,8),(6,12),-0.224426 # DEPENDENCYPART_SIBL
(6,8),(6,13),-0.203462 # DEPENDENCYPART_SIBL
(6,8),(6,14),-0.205499 # DEPENDENCYPART_SIBL
(6,8),(6,15),-0.294969 # DEPENDENCYPART_SIBL
(6,8),(6,16),-0.348523 # DEPENDENCYPART_SIBL
(6,8),(6,17),-0.375807 # DEPENDENCYPART_SIBL
(6,8),(6,18),-0.33461 # DEPENDENCYPART_SIBL
(6,8),(6,19),-0.300159 # DEPENDENCYPART_SIBL
(6,8),(6,20),-0.224426 # DEPENDENCYPART_SIBL
(6,8),(6,21),-0.297947 # DEPENDENCYPART_SIBL
(6,8),(6,22),-0.403195 # DEPENDENCYPART_SIBL
(6,8),(6,23),-0.218071 # DEPENDENCYPART_SIBL
(6,8),(6,24),-0.262731 # DEPENDENCYPART_SIBL
(6,8),(6,25),-0.356732 # DEPENDENCYPART_SIBL
(6,8),(6,26),-0.302819 # DEPENDENCYPART_SIBL
(6,8),(6,33),-0.315282 # DEPENDENCYPART_SIBL
(6,9),(6,10),-0.132203 # DEPENDENCYPART_SIBL
(6,9),(6,11),0.0121698 # DEPENDENCYPART_SIBL
(6,9),(6,12),-0.0911119 # DEPENDENCYPART_SIBL
(6,9),(6,13),0.0121698 # DEPENDENCYPART_SIBL
(6,9),(6,14),0.00213199 # DEPENDENCYPART_SIBL
(6,9),(6,15),-0.0442466 # DEPENDENCYPART_SIBL
(6,9),(6,16),-0.0809284 # DEPENDENCYPART_SIBL
(6,9),(6,17),-0.0874222 # DEPENDENCYPART_SIBL
(6,9),(6,18),0.00552327 # DEPENDENCYPART_SIBL
(6,9),(6,19),-0.245758 # DEPENDENCYPART_SIBL
(6,9),(6,20),-0.0911119 # DEPENDENCYPART_SIBL
(6,9),(6,21),-0.0806147 # DEPENDENCYPART_SIBL
(6,9),(6,22),-0.0659214 # DEPENDENCYPART_SIBL
(6,9),(6,23),-0.0644621 # DEPENDENCYPART_SIBL
(6,9),(6,24),-0.0655431 # DEPENDENCYPART_SIBL
(6,9),(6,25),-0.0856804 # DEPENDENCYPART_SIBL
(6,9),(6,26),-0.0347229 # DEPENDENCYPART_SIBL
(6,9),(6,33),-0.0531173 # DEPENDENCYPART_SIBL
(6,10),(6,11),0.0499543 # DEPENDENCYPART_SIBL
(6,10),(6,12),-0.158117 # DEPENDENCYPART_SIBL
(6,10),(6,13),0.0499543 # DEPENDENCYPART_SIBL
(6,10),(6,14),-0.0122617 # DEPENDENCYPART_SIBL
(6,10),(6,15),-0.054566 # DEPENDENCYPART_SIBL
(6,10),(6,16),-0.0757343 # DEPENDENCYPART_SIBL
(6,10),(6,17),-0.0940057 # DEPENDENCYPART_SIBL
(6,10),(6,18),0.0299112 # DEPENDENCYPART_SIBL
(6,10),(6,19),-0.247658 # DEPENDENCYPART_SIBL
(6,10),(6,20),-0.158117 # DEPENDENCYPART_SIBL
(6,10),(6,21),-0.0492143 # DEPENDENCYPART_SIBL
(6,10),(6,22),-0.0850184 # DEPENDENCYPART_SIBL
(6,10),(6,23),-0.0365855 # DEPENDENCYPART_SIBL
(6,10),(6,24),0.011001 # DEPENDENCYPART_SIBL
(6,10),(6,25),-0.13151 # DEPENDENCYPART_SIBL
(6,10),(6,26),0.0879651 # DEPENDENCYPART_SIBL
(6,10),(6,33),-0.0900318 # DEPENDENCYPART_SIBL
(6,11),(6,12),-0.0521646 # DEPENDENCYPART_SIBL
(6,11),(6,13),-0.165829 # DEPENDENCYPART_SIBL
(6,11),(6,14),-0.0541465 # DEPENDENCYPART_SIBL
(6,11),(6,15),-0.0893558 # DEPENDENCYPART_SIBL
(6,11),(6,16),-0.110875 # DEPENDENCYPART_SIBL
(6,11),(6,17),-0.128966 # DEPENDENCYPART_SIBL
(6,11),(6,18),0.0476349 # DEPENDENCYPART_SIBL
(6,11),(6,19),-0.233277 # DEPENDENCYPART_SIBL
(6,11),(6,20),-0.0521646 # DEPENDENCYPART_SIBL
(6,11),(6,21),-0.0865357 # DEPENDENCYPART_SIBL
(6,11),(6,22),-0.0988045 # DEPENDENCYPART_SIBL
(6,11),(6,23),-0.0818541 # DEPENDENCYPART_SIBL
(6,11),(6,24),-0.0897921 # DEPENDENCYPART_SIBL
(6,11),(6,25),-0.114266 # DEPENDENCYPART_SIBL
(6,11),(6,26),0.0159073 # DEPENDENCYPART_SIBL
(6,11),(6,33),-0.0348074 # DEPENDENCYPART_SIBL
(6,12),(6,13),0.300626 # DEPENDENCYPART_SIBL
(6,12),(6,14),0.416157 # DEPENDENCYPART_SIBL
(6,12),(6,15),0.0919605 # DEPENDENCYPART_SIBL
(6,12),(6,16),0.0212671 # DEPENDENCYPART_SIBL
(6,12),(6,17),0.265373 # DEPENDENCYPART_SIBL
(6,12),(6,18),0.195496 # DEPENDENCYPART_SIBL
(6,12),(6,19),0.17078 # DEPENDENCYPART_SIBL
(6,12),(6,20),-0.0317955 # DEPENDENCYPART_SIBL
(6,12),(6,21),-0.00739653 # DEPENDENCYPART_SIBL
(6,12),(6,22),0.256832 # DEPENDENCYPART_SIBL
(6,12),(6,23),0.337451 # DEPENDENCYPART_SIBL
(6,12),(6,24),0.718152 # DEPENDENCYPART_SIBL
(6,12),(6,25),0.271788 # DEPENDENCYPART_SIBL
(6,12),(6,26),0.253176 # DEPENDENCYPART_SIBL
(6,12),(6,33),0.0150612 # DEPENDENCYPART_SIBL
(6,13),(6,14),-0.0541465 # DEPENDENCYPART_SIBL
(6,13),(6,15),-0.0893558 # DEPENDENCYPART_SIBL
(6,13),(6,16),-0.110875 # DEPENDENCYPART_SIBL
(6,13),(6,17),-0.128966 # DEPENDENCYPART_SIBL
(6,13),(6,18),0.0476349 # DEPENDENCYPART_SIBL
(6,13),(6,19),-0.233277 # DEPENDENCYPART_SIBL
(6,13),(6,20),-0.0521646 # DEPENDENCYPART_SIBL
(6,13),(6,21),-0.0865357 # DEPENDENCYPART_SIBL
(6,13),(6,22),-0.0988045 # DEPENDENCYPART_SIBL
(6,13),(6,23),-0.0818541 # DEPENDENCYPART_SIBL
(6,13),(6,24),-0.0897921 # DEPENDENCYPART_SIBL
(6,13),(6,25),-0.114266 # DEPENDENCYPART_SIBL
(6,13),(6,26),0.0158806 # DEPENDENCYPART_SIBL
(6,13),(6,33),-0.0348074 # DEPENDENCYPART_SIBL
(6,14),(6,15),-0.0739921 # DEPENDENCYPART_SIBL
(6,14),(6,16),-0.116954 # DEPENDENCYPART_SIBL
(6,14),(6,17),0.0421879 # DEPENDENCYPART_SIBL
(6,14),(6,18),0.176904 # DEPENDENCYPART_SIBL
(6,14),(6,19),-0.0752394 # DEPENDENCYPART_SIBL
