# _root_ `` I think we could very well have { an economic } slowdown , beginning very soon if not already , '' he says .
#goldHeads=24,3,24,5,3,5,6,5,13,13,13,13,8,13,13,18,16,15,18,18,24,24,24,0,24,
#predictedHeads=24,3,24,5,3,5,6,5,13,13,13,13,8,3,3,15,16,16,16,19,24,24,24,0,24,
(6,4),(6,8),0.0638347 # DEPENDENCYPART_SIBL
(6,4),(6,11),0.0308721 # DEPENDENCYPART_SIBL
(6,4),(6,13),0.0805541 # DEPENDENCYPART_SIBL
(6,4),(6,14),0.150918 # DEPENDENCYPART_SIBL
(6,7),(6,8),0.153611 # DEPENDENCYPART_SIBL
(6,7),(6,11),0.170773 # DEPENDENCYPART_SIBL
(6,7),(6,13),0.140658 # DEPENDENCYPART_SIBL
(6,7),(6,14),0.0779102 # DEPENDENCYPART_SIBL
(6,8),(6,11),0.0643857 # DEPENDENCYPART_SIBL
(6,8),(6,13),0.0143876 # DEPENDENCYPART_SIBL
(6,8),(6,14),0.0709036 # DEPENDENCYPART_SIBL
(6,11),(6,13),-0.0117342 # DEPENDENCYPART_SIBL
(6,11),(6,14),-0.00608165 # DEPENDENCYPART_SIBL
(6,13),(6,14),0.0181726 # DEPENDENCYPART_SIBL
(7,6),(7,8),0.125675 # DEPENDENCYPART_SIBL
(7,6),(7,9),0.0205185 # DEPENDENCYPART_SIBL
(7,6),(7,11),0.0818533 # DEPENDENCYPART_SIBL
(7,6),(7,12),0.0383956 # DEPENDENCYPART_SIBL
(7,8),(7,9),0.0190683 # DEPENDENCYPART_SIBL
(7,8),(7,11),0.046776 # DEPENDENCYPART_SIBL
(7,8),(7,12),0.0143052 # DEPENDENCYPART_SIBL
(7,9),(7,11),0.0542189 # DEPENDENCYPART_SIBL
(7,9),(7,12),0.0717599 # DEPENDENCYPART_SIBL
(7,11),(7,12),0.00520026 # DEPENDENCYPART_SIBL
(8,1),(8,2),0.0217192 # DEPENDENCYPART_SIBL
(8,1),(8,3),0.0299284 # DEPENDENCYPART_SIBL
(8,1),(8,4),0.00668122 # DEPENDENCYPART_SIBL
(8,1),(8,5),0.0455149 # DEPENDENCYPART_SIBL
(8,1),(8,6),0.0362688 # DEPENDENCYPART_SIBL
(8,1),(8,7),0.015789 # DEPENDENCYPART_SIBL
(8,1),(8,9),0.0215899 # DEPENDENCYPART_SIBL
(8,1),(8,10),-0.0279987 # DEPENDENCYPART_SIBL
(8,1),(8,11),-0.00272947 # DEPENDENCYPART_SIBL
(8,1),(8,12),0.033271 # DEPENDENCYPART_SIBL
(8,1),(8,13),0.0348676 # DEPENDENCYPART_SIBL
(8,1),(8,14),0.0777345 # DEPENDENCYPART_SIBL
(8,1),(8,15),0.02735 # DEPENDENCYPART_SIBL
(8,1),(8,16),-0.00383323 # DEPENDENCYPART_SIBL
(8,1),(8,17),-0.00453131 # DEPENDENCYPART_SIBL
(8,1),(8,18),-0.047348 # DEPENDENCYPART_SIBL
(8,1),(8,19),0.00361288 # DEPENDENCYPART_SIBL
(8,1),(8,20),0.0167111 # DEPENDENCYPART_SIBL
(8,1),(8,21),0.0777345 # DEPENDENCYPART_SIBL
(8,1),(8,22),0.496741 # DEPENDENCYPART_SIBL
(8,1),(8,24),-0.0086307 # DEPENDENCYPART_SIBL
(8,1),(8,25),0.0354285 # DEPENDENCYPART_SIBL
(8,2),(8,3),-0.0667232 # DEPENDENCYPART_SIBL
(8,2),(8,4),-0.0825763 # DEPENDENCYPART_SIBL
(8,2),(8,5),-0.0432115 # DEPENDENCYPART_SIBL
(8,2),(8,6),-0.000420208 # DEPENDENCYPART_SIBL
(8,2),(8,7),-0.00996354 # DEPENDENCYPART_SIBL
(8,2),(8,9),-0.0123079 # DEPENDENCYPART_SIBL
(8,2),(8,10),-0.0717798 # DEPENDENCYPART_SIBL
(8,2),(8,11),-0.0315283 # DEPENDENCYPART_SIBL
(8,2),(8,12),-0.00430216 # DEPENDENCYPART_SIBL
(8,2),(8,13),-0.0582517 # DEPENDENCYPART_SIBL
(8,2),(8,14),-0.00893665 # DEPENDENCYPART_SIBL
(8,2),(8,15),-0.00783014 # DEPENDENCYPART_SIBL
(8,2),(8,16),-0.00347056 # DEPENDENCYPART_SIBL
(8,2),(8,17),-0.00124966 # DEPENDENCYPART_SIBL
(8,2),(8,18),-0.103288 # DEPENDENCYPART_SIBL
(8,2),(8,19),0.0800728 # DEPENDENCYPART_SIBL
(8,2),(8,20),0.038277 # DEPENDENCYPART_SIBL
(8,2),(8,21),-0.00893665 # DEPENDENCYPART_SIBL
(8,2),(8,22),0.0108402 # DEPENDENCYPART_SIBL
(8,2),(8,24),-0.0405298 # DEPENDENCYPART_SIBL
(8,2),(8,25),0.0472122 # DEPENDENCYPART_SIBL
(8,3),(8,4),-0.0191661 # DEPENDENCYPART_SIBL
(8,3),(8,5),-0.0754125 # DEPENDENCYPART_SIBL
(8,3),(8,6),-0.0182278 # DEPENDENCYPART_SIBL
(8,3),(8,7),-0.0213865 # DEPENDENCYPART_SIBL
(8,3),(8,9),-0.0203332 # DEPENDENCYPART_SIBL
(8,3),(8,10),-0.0781051 # DEPENDENCYPART_SIBL
(8,3),(8,11),-0.0399289 # DEPENDENCYPART_SIBL
(8,3),(8,12),0.00382673 # DEPENDENCYPART_SIBL
(8,3),(8,13),0.01532 # DEPENDENCYPART_SIBL
(8,3),(8,14),-0.0562219 # DEPENDENCYPART_SIBL
(8,3),(8,15),-0.0244281 # DEPENDENCYPART_SIBL
(8,3),(8,16),-0.0145059 # DEPENDENCYPART_SIBL
(8,3),(8,17),-0.0138723 # DEPENDENCYPART_SIBL
(8,3),(8,18),-0.0838728 # DEPENDENCYPART_SIBL
(8,3),(8,19),0.0274281 # DEPENDENCYPART_SIBL
(8,3),(8,20),0.00344351 # DEPENDENCYPART_SIBL
(8,3),(8,21),-0.0562219 # DEPENDENCYPART_SIBL
(8,3),(8,22),-0.0350714 # DEPENDENCYPART_SIBL
(8,3),(8,24),-0.05924 # DEPENDENCYPART_SIBL
(8,3),(8,25),-0.00199402 # DEPENDENCYPART_SIBL
(8,4),(8,5),-0.0200533 # DEPENDENCYPART_SIBL
(8,4),(8,6),0.0417971 # DEPENDENCYPART_SIBL
(8,4),(8,7),0.0322536 # DEPENDENCYPART_SIBL
(8,4),(8,9),-0.0128581 # DEPENDENCYPART_SIBL
(8,4),(8,10),-0.0613948 # DEPENDENCYPART_SIBL
(8,4),(8,11),-0.039879 # DEPENDENCYPART_SIBL
(8,4),(8,12),0.00199492 # DEPENDENCYPART_SIBL
(8,4),(8,13),-0.0336731 # DEPENDENCYPART_SIBL
(8,4),(8,14),-0.0478643 # DEPENDENCYPART_SIBL
(8,4),(8,15),-0.00624027 # DEPENDENCYPART_SIBL
(8,4),(8,16),0.0166915 # DEPENDENCYPART_SIBL
(8,4),(8,17),0.021161 # DEPENDENCYPART_SIBL
(8,4),(8,18),-0.0848267 # DEPENDENCYPART_SIBL
(8,4),(8,19),0.102345 # DEPENDENCYPART_SIBL
(8,4),(8,20),0.060655 # DEPENDENCYPART_SIBL
(8,4),(8,21),-0.0478643 # DEPENDENCYPART_SIBL
(8,4),(8,22),-0.0721205 # DEPENDENCYPART_SIBL
(8,4),(8,24),-0.0398613 # DEPENDENCYPART_SIBL
(8,4),(8,25),0.02706 # DEPENDENCYPART_SIBL
(8,5),(8,6),0.0136221 # DEPENDENCYPART_SIBL
(8,5),(8,7),0.00577051 # DEPENDENCYPART_SIBL
(8,5),(8,9),-0.0297169 # DEPENDENCYPART_SIBL
(8,5),(8,10),-0.0791858 # DEPENDENCYPART_SIBL
(8,5),(8,11),-0.0754385 # DEPENDENCYPART_SIBL
(8,5),(8,12),-0.00354077 # DEPENDENCYPART_SIBL
(8,5),(8,13),-0.0222847 # DEPENDENCYPART_SIBL
(8,5),(8,14),-0.157474 # DEPENDENCYPART_SIBL
(8,5),(8,15),-0.0968106 # DEPENDENCYPART_SIBL
(8,5),(8,16),-0.0345167 # DEPENDENCYPART_SIBL
(8,5),(8,17),-0.0325799 # DEPENDENCYPART_SIBL
(8,5),(8,18),-0.118842 # DEPENDENCYPART_SIBL
(8,5),(8,19),-0.00906549 # DEPENDENCYPART_SIBL
(8,5),(8,20),-0.0121023 # DEPENDENCYPART_SIBL
(8,5),(8,21),-0.157474 # DEPENDENCYPART_SIBL
(8,5),(8,22),-0.0341229 # DEPENDENCYPART_SIBL
(8,5),(8,24),-0.111012 # DEPENDENCYPART_SIBL
(8,5),(8,25),0.0218885 # DEPENDENCYPART_SIBL
(8,6),(8,7),-0.00338707 # DEPENDENCYPART_SIBL
(8,6),(8,9),-0.00778782 # DEPENDENCYPART_SIBL
(8,6),(8,10),-0.0633493 # DEPENDENCYPART_SIBL
(8,6),(8,11),-0.0227054 # DEPENDENCYPART_SIBL
(8,6),(8,12),0.0456732 # DEPENDENCYPART_SIBL
(8,6),(8,13),0.0104701 # DEPENDENCYPART_SIBL
(8,6),(8,14),-0.0714737 # DEPENDENCYPART_SIBL
(8,6),(8,15),0.00340166 # DEPENDENCYPART_SIBL
(8,6),(8,16),-0.00709776 # DEPENDENCYPART_SIBL
(8,6),(8,17),0.00425163 # DEPENDENCYPART_SIBL
(8,6),(8,18),-0.0498537 # DEPENDENCYPART_SIBL
(8,6),(8,19),0.0092243 # DEPENDENCYPART_SIBL
(8,6),(8,20),0.0266851 # DEPENDENCYPART_SIBL
(8,6),(8,21),-0.0714737 # DEPENDENCYPART_SIBL
(8,6),(8,22),0.0245725 # DEPENDENCYPART_SIBL
(8,6),(8,24),-0.0127389 # DEPENDENCYPART_SIBL
(8,6),(8,25),0.056705 # DEPENDENCYPART_SIBL
(8,7),(8,9),-0.0110247 # DEPENDENCYPART_SIBL
(8,7),(8,10),-0.0645316 # DEPENDENCYPART_SIBL
(8,7),(8,11),-0.0299439 # DEPENDENCYPART_SIBL
(8,7),(8,12),0.0404907 # DEPENDENCYPART_SIBL
(8,7),(8,13),0.0112881 # DEPENDENCYPART_SIBL
(8,7),(8,14),-0.0742451 # DEPENDENCYPART_SIBL
(8,7),(8,15),0.00402504 # DEPENDENCYPART_SIBL
(8,7),(8,16),-0.0121217 # DEPENDENCYPART_SIBL
(8,7),(8,17),-0.000772263 # DEPENDENCYPART_SIBL
(8,7),(8,18),-0.0520161 # DEPENDENCYPART_SIBL
(8,7),(8,19),0.00420386 # DEPENDENCYPART_SIBL
(8,7),(8,20),0.0216612 # DEPENDENCYPART_SIBL
(8,7),(8,21),-0.0742451 # DEPENDENCYPART_SIBL
(8,7),(8,22),0.0129821 # DEPENDENCYPART_SIBL
(8,7),(8,24),-0.0115902 # DEPENDENCYPART_SIBL
(8,7),(8,25),0.0511356 # DEPENDENCYPART_SIBL
(8,9),(8,10),0.0239745 # DEPENDENCYPART_SIBL
(8,9),(8,11),0.0126291 # DEPENDENCYPART_SIBL
(8,9),(8,12),0.149839 # DEPENDENCYPART_SIBL
(8,9),(8,13),-0.00961491 # DEPENDENCYPART_SIBL
(8,9),(8,14),-0.00140284 # DEPENDENCYPART_SIBL
(8,9),(8,15),0.0353842 # DEPENDENCYPART_SIBL
(8,9),(8,16),0.0551562 # DEPENDENCYPART_SIBL
(8,9),(8,17),0.0500532 # DEPENDENCYPART_SIBL
(8,9),(8,18),0.00954087 # DEPENDENCYPART_SIBL
(8,9),(8,19),0.0226594 # DEPENDENCYPART_SIBL
(8,9),(8,20),0.0417449 # DEPENDENCYPART_SIBL
(8,9),(8,21),-0.00140284 # DEPENDENCYPART_SIBL
(8,9),(8,22),0.0211374 # DEPENDENCYPART_SIBL
(8,9),(8,24),-0.0042028 # DEPENDENCYPART_SIBL
(8,9),(8,25),0.0102913 # DEPENDENCYPART_SIBL
(8,10),(8,11),-0.0421006 # DEPENDENCYPART_SIBL
(8,10),(8,12),0.0285597 # DEPENDENCYPART_SIBL
(8,10),(8,13),-0.0388693 # DEPENDENCYPART_SIBL
(8,10),(8,14),-0.0451671 # DEPENDENCYPART_SIBL
(8,10),(8,15),0.00922776 # DEPENDENCYPART_SIBL
(8,10),(8,16),0.0108565 # DEPENDENCYPART_SIBL
(8,10),(8,17),-0.000725002 # DEPENDENCYPART_SIBL
(8,10),(8,18),-0.0668969 # DEPENDENCYPART_SIBL
(8,10),(8,19),-0.0225849 # DEPENDENCYPART_SIBL
(8,10),(8,20),-0.00902258 # DEPENDENCYPART_SIBL
(8,10),(8,21),-0.0451671 # DEPENDENCYPART_SIBL
(8,10),(8,22),0.00593372 # DEPENDENCYPART_SIBL
(8,10),(8,24),-0.0304765 # DEPENDENCYPART_SIBL
(8,10),(8,25),0.0105469 # DEPENDENCYPART_SIBL
(8,11),(8,12),0.000527302 # DEPENDENCYPART_SIBL
(8,11),(8,13),-0.0498466 # DEPENDENCYPART_SIBL
(8,11),(8,14),-0.00874134 # DEPENDENCYPART_SIBL
(8,11),(8,15),0.00707747 # DEPENDENCYPART_SIBL
(8,11),(8,16),-0.0157978 # DEPENDENCYPART_SIBL
(8,11),(8,17),-0.014054 # DEPENDENCYPART_SIBL
(8,11),(8,18),-0.0682512 # DEPENDENCYPART_SIBL
(8,11),(8,19),-0.0657872 # DEPENDENCYPART_SIBL
(8,11),(8,20),-0.0296387 # DEPENDENCYPART_SIBL
(8,11),(8,21),-0.00874134 # DEPENDENCYPART_SIBL
(8,11),(8,22),-0.0408382 # DEPENDENCYPART_SIBL
(8,11),(8,24),-0.0339319 # DEPENDENCYPART_SIBL
(8,11),(8,25),-0.0306354 # DEPENDENCYPART_SIBL
(8,12),(8,13),-0.0174054 # DEPENDENCYPART_SIBL
(8,12),(8,14),-0.0329702 # DEPENDENCYPART_SIBL
(8,12),(8,15),0.0314186 # DEPENDENCYPART_SIBL
(8,12),(8,16),0.0249482 # DEPENDENCYPART_SIBL
(8,12),(8,17),0.0198453 # DEPENDENCYPART_SIBL
(8,12),(8,18),-0.0419362 # DEPENDENCYPART_SIBL
(8,12),(8,19),-0.00767744 # DEPENDENCYPART_SIBL
(8,12),(8,20),0.011537 # DEPENDENCYPART_SIBL
(8,12),(8,21),-0.0329702 # DEPENDENCYPART_SIBL
(8,12),(8,22),-0.0186982 # DEPENDENCYPART_SIBL
(8,12),(8,24),-0.00837088 # DEPENDENCYPART_SIBL
(8,12),(8,25),-0.0319582 # DEPENDENCYPART_SIBL
(8,13),(8,14),0.00599118 # DEPENDENCYPART_SIBL
(8,13),(8,15),0.0293378 # DEPENDENCYPART_SIBL
(8,13),(8,16),0.00539411 # DEPENDENCYPART_SIBL
(8,13),(8,17),0.000810743 # DEPENDENCYPART_SIBL
(8,13),(8,18),-0.0853171 # DEPENDENCYPART_SIBL
(8,13),(8,19),-0.0280054 # DEPENDENCYPART_SIBL
(8,13),(8,20),-0.01427 # DEPENDENCYPART_SIBL
(8,13),(8,21),0.00599118 # DEPENDENCYPART_SIBL
(8,13),(8,22),-0.00661094 # DEPENDENCYPART_SIBL
(8,13),(8,24),-0.0298622 # DEPENDENCYPART_SIBL
(8,13),(8,25),0.0344728 # DEPENDENCYPART_SIBL
(8,14),(8,15),0.0390585 # DEPENDENCYPART_SIBL
(8,14),(8,16),0.02304 # DEPENDENCYPART_SIBL
(8,14),(8,17),0.018003 # DEPENDENCYPART_SIBL
(8,14),(8,18),-0.049848 # DEPENDENCYPART_SIBL
(8,14),(8,19),-0.0359164 # DEPENDENCYPART_SIBL
(8,14),(8,20),0.00783746 # DEPENDENCYPART_SIBL
(8,14),(8,21),-0.00815973 # DEPENDENCYPART_SIBL
(8,14),(8,22),0.0300128 # DEPENDENCYPART_SIBL
(8,14),(8,24),-0.0312913 # DEPENDENCYPART_SIBL
(8,14),(8,25),0.00220374 # DEPENDENCYPART_SIBL
(8,15),(8,16),-0.032499 # DEPENDENCYPART_SIBL
(8,15),(8,17),-0.0393935 # DEPENDENCYPART_SIBL
(8,15),(8,18),-0.0440898 # DEPENDENCYPART_SIBL
(8,15),(8,19),-0.0675929 # DEPENDENCYPART_SIBL
(8,15),(8,20),-0.045867 # DEPENDENCYPART_SIBL
(8,15),(8,21),-0.00333183 # DEPENDENCYPART_SIBL
(8,15),(8,22),0.0216061 # DEPENDENCYPART_SIBL
(8,15),(8,24),-0.0634822 # DEPENDENCYPART_SIBL
(8,15),(8,25),0.0124808 # DEPENDENCYPART_SIBL
(8,16),(8,17),-0.0297371 # DEPENDENCYPART_SIBL
(8,16),(8,18),-0.0663209 # DEPENDENCYPART_SIBL
(8,16),(8,19),-0.0496203 # DEPENDENCYPART_SIBL
(8,16),(8,20),-0.0367779 # DEPENDENCYPART_SIBL
(8,16),(8,21),-0.0416794 # DEPENDENCYPART_SIBL
(8,16),(8,22),-0.00211324 # DEPENDENCYPART_SIBL
(8,16),(8,24),-0.0469074 # DEPENDENCYPART_SIBL
(8,16),(8,25),-0.0381199 # DEPENDENCYPART_SIBL
(8,17),(8,18),-0.0793268 # DEPENDENCYPART_SIBL
(8,17),(8,19),-0.0545064 # DEPENDENCYPART_SIBL
(8,17),(8,20),-0.041664 # DEPENDENCYPART_SIBL
(8,17),(8,21),-0.0414408 # DEPENDENCYPART_SIBL
(8,17),(8,22),-0.0176706 # DEPENDENCYPART_SIBL
(8,17),(8,24),-0.037252 # DEPENDENCYPART_SIBL
(8,17),(8,25),-0.0645707 # DEPENDENCYPART_SIBL
(8,18),(8,19),-0.0758633 # DEPENDENCYPART_SIBL
(8,18),(8,20),-0.0243843 # DEPENDENCYPART_SIBL
(8,18),(8,21),-0.0233149 # DEPENDENCYPART_SIBL
(8,18),(8,22),-0.0598776 # DEPENDENCYPART_SIBL
(8,18),(8,24),-0.0140682 # DEPENDENCYPART_SIBL
(8,18),(8,25),-0.0345026 # DEPENDENCYPART_SIBL
(8,19),(8,20),0.0269391 # DEPENDENCYPART_SIBL
(8,19),(8,21),0.0059863 # DEPENDENCYPART_SIBL
(8,19),(8,22),0.0394191 # DEPENDENCYPART_SIBL
(8,19),(8,24),0.0330864 # DEPENDENCYPART_SIBL
(8,19),(8,25),0.0235396 # DEPENDENCYPART_SIBL
(8,20),(8,21),0.0254382 # DEPENDENCYPART_SIBL
(8,20),(8,22),0.0306912 # DEPENDENCYPART_SIBL
(8,20),(8,24),0.0118633 # DEPENDENCYPART_SIBL
(8,20),(8,25),0.0582813 # DEPENDENCYPART_SIBL
(8,21),(8,22),0.0300128 # DEPENDENCYPART_SIBL
(8,21),(8,24),-0.0312913 # DEPENDENCYPART_SIBL
(8,21),(8,25),0.00220374 # DEPENDENCYPART_SIBL
(8,22),(8,24),-0.0300653 # DEPENDENCYPART_SIBL
(8,22),(8,25),-0.0882882 # DEPENDENCYPART_SIBL
(8,24),(8,25),0.0375456 # DEPENDENCYPART_SIBL
(10,11),(10,15),0.01256 # DEPENDENCYPART_SIBL
(11,6),(11,7),0.0529123 # DEPENDENCYPART_SIBL
(11,6),(11,10),0.0661817 # DEPENDENCYPART_SIBL
(11,6),(11,12),0.00418456 # DEPENDENCYPART_SIBL
(11,6),(11,13),-0.016332 # DEPENDENCYPART_SIBL
(11,6),(11,14),0.0746729 # DEPENDENCYPART_SIBL
(11,6),(11,15),0.0256331 # DEPENDENCYPART_SIBL
(11,6),(11,16),-0.0233452 # DEPENDENCYPART_SIBL
(11,6),(11,18),-0.0235569 # DEPENDENCYPART_SIBL
(11,6),(11,22),0.0631188 # DEPENDENCYPART_SIBL
(11,6),(11,24),0.030255 # DEPENDENCYPART_SIBL
(11,6),(11,25),-0.00438965 # DEPENDENCYPART_SIBL
(11,7),(11,10),0.0550422 # DEPENDENCYPART_SIBL
(11,7),(11,12),0.00747015 # DEPENDENCYPART_SIBL
(11,7),(11,13),-0.000474169 # DEPENDENCYPART_SIBL
(11,7),(11,14),0.073271 # DEPENDENCYPART_SIBL
(11,7),(11,15),0.0325377 # DEPENDENCYPART_SIBL
(11,7),(11,16),-0.0195716 # DEPENDENCYPART_SIBL
(11,7),(11,18),-0.00812107 # DEPENDENCYPART_SIBL
(11,7),(11,22),0.0476325 # DEPENDENCYPART_SIBL
(11,7),(11,24),0.0384758 # DEPENDENCYPART_SIBL
(11,7),(11,25),-0.00308016 # DEPENDENCYPART_SIBL
(11,10),(11,12),0.0748518 # DEPENDENCYPART_SIBL
(11,10),(11,13),0.0214512 # DEPENDENCYPART_SIBL
(11,10),(11,14),0.120235 # DEPENDENCYPART_SIBL
(11,10),(11,15),0.15653 # DEPENDENCYPART_SIBL
(11,10),(11,16),0.0318095 # DEPENDENCYPART_SIBL
(11,10),(11,18),0.14655 # DEPENDENCYPART_SIBL
(11,10),(11,22),0.155534 # DEPENDENCYPART_SIBL
(11,10),(11,24),0.153008 # DEPENDENCYPART_SIBL
(11,10),(11,25),0.0508344 # DEPENDENCYPART_SIBL
(11,12),(11,13),0.0324248 # DEPENDENCYPART_SIBL
(11,12),(11,14),-0.00559055 # DEPENDENCYPART_SIBL
(11,12),(11,15),0.00834073 # DEPENDENCYPART_SIBL
(11,12),(11,16),0.00921821 # DEPENDENCYPART_SIBL
(11,12),(11,18),-0.00170641 # DEPENDENCYPART_SIBL
(11,12),(11,22),-0.00706559 # DEPENDENCYPART_SIBL
(11,12),(11,24),0.00377894 # DEPENDENCYPART_SIBL
(11,12),(11,25),-0.0166474 # DEPENDENCYPART_SIBL
(11,13),(11,14),0.0284222 # DEPENDENCYPART_SIBL
(11,13),(11,15),0.0211951 # DEPENDENCYPART_SIBL
(11,13),(11,16),0.0021748 # DEPENDENCYPART_SIBL
(11,13),(11,18),-0.0295605 # DEPENDENCYPART_SIBL
(11,13),(11,22),0.00176996 # DEPENDENCYPART_SIBL
(11,13),(11,24),0.00710257 # DEPENDENCYPART_SIBL
(11,13),(11,25),-0.00107255 # DEPENDENCYPART_SIBL
(11,14),(11,15),0.0336807 # DEPENDENCYPART_SIBL
(11,14),(11,16),0.0142127 # DEPENDENCYPART_SIBL
(11,14),(11,18),-0.00944072 # DEPENDENCYPART_SIBL
(11,14),(11,22),0.0224131 # DEPENDENCYPART_SIBL
(11,14),(11,24),0.00445592 # DEPENDENCYPART_SIBL
(11,14),(11,25),-0.0131469 # DEPENDENCYPART_SIBL
(11,15),(11,16),0.00960095 # DEPENDENCYPART_SIBL
(11,15),(11,18),0.0425948 # DEPENDENCYPART_SIBL
(11,15),(11,22),0.0510431 # DEPENDENCYPART_SIBL
(11,15),(11,24),-0.0152005 # DEPENDENCYPART_SIBL
(11,15),(11,25),0.0248064 # DEPENDENCYPART_SIBL
(11,16),(11,18),0.0115463 # DEPENDENCYPART_SIBL
(11,16),(11,22),-0.000835497 # DEPENDENCYPART_SIBL
(11,16),(11,24),-0.000865768 # DEPENDENCYPART_SIBL
(11,16),(11,25),-0.0167184 # DEPENDENCYPART_SIBL
(11,18),(11,22),0.00612763 # DEPENDENCYPART_SIBL
(11,18),(11,24),0.00953052 # DEPENDENCYPART_SIBL
(11,18),(11,25),0.0143106 # DEPENDENCYPART_SIBL
(11,22),(11,24),0.00376893 # DEPENDENCYPART_SIBL
(11,22),(11,25),-0.0407836 # DEPENDENCYPART_SIBL
(11,24),(11,25),0.0371569 # DEPENDENCYPART_SIBL
(13,3),(13,7),0.0583368 # DEPENDENCYPART_SIBL
(13,3),(13,9),0.0487642 # DEPENDENCYPART_SIBL
(13,3),(13,10),0.0604942 # DEPENDENCYPART_SIBL
(13,3),(13,11),0.0375992 # DEPENDENCYPART_SIBL
(13,3),(13,12),0.0874885 # DEPENDENCYPART_SIBL
(13,3),(13,14),-0.00143781 # DEPENDENCYPART_SIBL
(13,3),(13,15),-0.0278206 # DEPENDENCYPART_SIBL
(13,3),(13,16),-0.00633809 # DEPENDENCYPART_SIBL
(13,3),(13,17),0.000341028 # DEPENDENCYPART_SIBL
(13,3),(13,19),-0.0173345 # DEPENDENCYPART_SIBL
(13,3),(13,20),-0.0105653 # DEPENDENCYPART_SIBL
(13,3),(13,21),-0.00143781 # DEPENDENCYPART_SIBL
(13,3),(13,22),0.011605 # DEPENDENCYPART_SIBL
(13,3),(13,25),0.0471241 # DEPENDENCYPART_SIBL
(13,7),(13,9),0.00943283 # DEPENDENCYPART_SIBL
(13,7),(13,10),0.0227264 # DEPENDENCYPART_SIBL
(13,7),(13,11),0.0050662 # DEPENDENCYPART_SIBL
(13,7),(13,12),0.0464126 # DEPENDENCYPART_SIBL
(13,7),(13,14),-0.0454992 # DEPENDENCYPART_SIBL
(13,7),(13,15),-0.0155632 # DEPENDENCYPART_SIBL
(13,7),(13,16),0.009687 # DEPENDENCYPART_SIBL
(13,7),(13,17),0.0194639 # DEPENDENCYPART_SIBL
(13,7),(13,19),-0.00870055 # DEPENDENCYPART_SIBL
(13,7),(13,20),0.0127694 # DEPENDENCYPART_SIBL
(13,7),(13,21),-0.0454992 # DEPENDENCYPART_SIBL
(13,7),(13,22),0.0190921 # DEPENDENCYPART_SIBL
(13,7),(13,25),0.0271773 # DEPENDENCYPART_SIBL
(13,9),(13,10),0.0199193 # DEPENDENCYPART_SIBL
(13,9),(13,11),0.032379 # DEPENDENCYPART_SIBL
(13,9),(13,12),0.155324 # DEPENDENCYPART_SIBL
(13,9),(13,14),0.0270702 # DEPENDENCYPART_SIBL
(13,9),(13,15),0.00769744 # DEPENDENCYPART_SIBL
(13,9),(13,16),0.0568618 # DEPENDENCYPART_SIBL
(13,9),(13,17),0.063633 # DEPENDENCYPART_SIBL
(13,9),(13,19),0.049346 # DEPENDENCYPART_SIBL
(13,9),(13,20),0.0558273 # DEPENDENCYPART_SIBL
(13,9),(13,21),0.0270702 # DEPENDENCYPART_SIBL
(13,9),(13,22),0.079335 # DEPENDENCYPART_SIBL
(13,9),(13,25),0.0383564 # DEPENDENCYPART_SIBL
(13,10),(13,11),0.0741401 # DEPENDENCYPART_SIBL
(13,10),(13,12),0.0844853 # DEPENDENCYPART_SIBL
(13,10),(13,14),-0.0285033 # DEPENDENCYPART_SIBL
(13,10),(13,15),0.285649 # DEPENDENCYPART_SIBL
(13,10),(13,16),0.103497 # DEPENDENCYPART_SIBL
(13,10),(13,17),0.111729 # DEPENDENCYPART_SIBL
(13,10),(13,19),0.0901768 # DEPENDENCYPART_SIBL
(13,10),(13,20),0.101458 # DEPENDENCYPART_SIBL
(13,10),(13,21),-0.0285033 # DEPENDENCYPART_SIBL
(13,10),(13,22),0.241948 # DEPENDENCYPART_SIBL
(13,10),(13,25),0.107763 # DEPENDENCYPART_SIBL
(13,11),(13,12),0.0176918 # DEPENDENCYPART_SIBL
(13,11),(13,14),0.0182393 # DEPENDENCYPART_SIBL
(13,11),(13,15),0.0128585 # DEPENDENCYPART_SIBL
(13,11),(13,16),0.0289836 # DEPENDENCYPART_SIBL
(13,11),(13,17),0.0376992 # DEPENDENCYPART_SIBL
(13,11),(13,19),0.0250268 # DEPENDENCYPART_SIBL
(13,11),(13,20),0.0285777 # DEPENDENCYPART_SIBL
(13,11),(13,21),0.0182393 # DEPENDENCYPART_SIBL
(13,11),(13,22),0.0542011 # DEPENDENCYPART_SIBL
(13,11),(13,25),-0.0156761 # DEPENDENCYPART_SIBL
(13,12),(13,14),-0.0487639 # DEPENDENCYPART_SIBL
(13,12),(13,15),-0.042575 # DEPENDENCYPART_SIBL
(13,12),(13,16),0.0137886 # DEPENDENCYPART_SIBL
(13,12),(13,17),0.0205597 # DEPENDENCYPART_SIBL
(13,12),(13,19),0.00750289 # DEPENDENCYPART_SIBL
(13,12),(13,20),0.0113033 # DEPENDENCYPART_SIBL
(13,12),(13,21),-0.0487639 # DEPENDENCYPART_SIBL
(13,12),(13,22),0.0155488 # DEPENDENCYPART_SIBL
(13,12),(13,25),-0.0149131 # DEPENDENCYPART_SIBL
(13,14),(13,15),0.0298997 # DEPENDENCYPART_SIBL
(13,14),(13,16),0.0091617 # DEPENDENCYPART_SIBL
