# _root_ Ms. Bogart does better with music than with words when she wants , as she so often does want , to express herself through Gorky 's helpless play .
#goldHeads=2,3,0,3,4,5,4,7,8,12,12,3,18,18,18,18,16,12,18,18,22,12,22,22,28,25,28,24,3,
#predictedHeads=2,3,0,3,3,5,4,7,8,12,12,3,12,18,18,18,18,12,18,19,22,19,22,22,28,25,28,24,3,
(6,4),(6,8),0.0203835 # DEPENDENCYPART_SIBL
(6,4),(6,9),-0.0143046 # DEPENDENCYPART_SIBL
(6,4),(6,12),-0.0326911 # DEPENDENCYPART_SIBL
(6,4),(6,13),-0.0580401 # DEPENDENCYPART_SIBL
(6,4),(6,18),-0.00461796 # DEPENDENCYPART_SIBL
(6,4),(6,19),-0.0311199 # DEPENDENCYPART_SIBL
(6,4),(6,20),-0.0580401 # DEPENDENCYPART_SIBL
(6,4),(6,22),-0.0120685 # DEPENDENCYPART_SIBL
(6,5),(6,7),-0.0302251 # DEPENDENCYPART_SIBL
(6,5),(6,8),0.0556319 # DEPENDENCYPART_SIBL
(6,5),(6,9),-0.00325175 # DEPENDENCYPART_SIBL
(6,5),(6,12),-0.0537732 # DEPENDENCYPART_SIBL
(6,5),(6,13),-0.0195616 # DEPENDENCYPART_SIBL
(6,5),(6,18),-0.0437224 # DEPENDENCYPART_SIBL
(6,5),(6,19),-0.0410752 # DEPENDENCYPART_SIBL
(6,5),(6,20),-0.0195616 # DEPENDENCYPART_SIBL
(6,5),(6,22),-0.0367203 # DEPENDENCYPART_SIBL
(6,7),(6,8),-0.0474626 # DEPENDENCYPART_SIBL
(6,7),(6,9),-0.0149785 # DEPENDENCYPART_SIBL
(6,7),(6,12),-0.0265006 # DEPENDENCYPART_SIBL
(6,7),(6,13),0.0273577 # DEPENDENCYPART_SIBL
(6,7),(6,18),-0.0107993 # DEPENDENCYPART_SIBL
(6,7),(6,19),-0.0275912 # DEPENDENCYPART_SIBL
(6,7),(6,20),0.0273577 # DEPENDENCYPART_SIBL
(6,7),(6,22),-0.0217636 # DEPENDENCYPART_SIBL
(6,8),(6,9),-0.0108416 # DEPENDENCYPART_SIBL
(6,8),(6,12),-0.0119383 # DEPENDENCYPART_SIBL
(6,8),(6,13),0.0350531 # DEPENDENCYPART_SIBL
(6,8),(6,18),0.00350583 # DEPENDENCYPART_SIBL
(6,8),(6,19),-0.0130306 # DEPENDENCYPART_SIBL
(6,8),(6,20),0.0350531 # DEPENDENCYPART_SIBL
(6,8),(6,22),-0.00720124 # DEPENDENCYPART_SIBL
(6,9),(6,12),-0.0218195 # DEPENDENCYPART_SIBL
(6,9),(6,13),0.0166203 # DEPENDENCYPART_SIBL
(6,9),(6,18),-0.0196389 # DEPENDENCYPART_SIBL
(6,9),(6,19),-0.0134329 # DEPENDENCYPART_SIBL
(6,9),(6,20),0.0166203 # DEPENDENCYPART_SIBL
(6,9),(6,22),-0.0170055 # DEPENDENCYPART_SIBL
(6,12),(6,13),0.0220914 # DEPENDENCYPART_SIBL
(6,12),(6,18),-0.00786691 # DEPENDENCYPART_SIBL
(6,12),(6,19),-0.00962673 # DEPENDENCYPART_SIBL
(6,12),(6,20),0.0220914 # DEPENDENCYPART_SIBL
(6,12),(6,22),-0.0108622 # DEPENDENCYPART_SIBL
(6,13),(6,18),0.016556 # DEPENDENCYPART_SIBL
(6,13),(6,19),0.0260417 # DEPENDENCYPART_SIBL
(6,13),(6,20),0.0369818 # DEPENDENCYPART_SIBL
(6,13),(6,22),0.0218555 # DEPENDENCYPART_SIBL
(6,18),(6,19),-0.0026622 # DEPENDENCYPART_SIBL
(6,18),(6,20),0.0120598 # DEPENDENCYPART_SIBL
(6,18),(6,22),-0.0038874 # DEPENDENCYPART_SIBL
(6,19),(6,20),0.0416416 # DEPENDENCYPART_SIBL
(6,19),(6,22),-0.00824195 # DEPENDENCYPART_SIBL
(6,20),(6,22),0.0218555 # DEPENDENCYPART_SIBL
(7,5),(7,6),0.0496608 # DEPENDENCYPART_SIBL
(7,5),(7,8),0.0437178 # DEPENDENCYPART_SIBL
(7,5),(7,9),-0.0374827 # DEPENDENCYPART_SIBL
(7,5),(7,12),-0.0339692 # DEPENDENCYPART_SIBL
(7,5),(7,14),0.051914 # DEPENDENCYPART_SIBL
(7,5),(7,16),-0.0354202 # DEPENDENCYPART_SIBL
(7,5),(7,17),-0.0324948 # DEPENDENCYPART_SIBL
(7,5),(7,18),-0.0437571 # DEPENDENCYPART_SIBL
(7,5),(7,21),0.0142829 # DEPENDENCYPART_SIBL
(7,6),(7,8),-0.0699976 # DEPENDENCYPART_SIBL
(7,6),(7,9),-0.0111337 # DEPENDENCYPART_SIBL
(7,6),(7,12),-0.0164843 # DEPENDENCYPART_SIBL
(7,6),(7,14),-0.0466946 # DEPENDENCYPART_SIBL
(7,6),(7,16),-0.0346358 # DEPENDENCYPART_SIBL
(7,6),(7,17),-0.0168924 # DEPENDENCYPART_SIBL
(7,6),(7,18),-0.0210165 # DEPENDENCYPART_SIBL
(7,6),(7,21),0.00705155 # DEPENDENCYPART_SIBL
(7,8),(7,9),-0.0239569 # DEPENDENCYPART_SIBL
(7,8),(7,12),-0.0132735 # DEPENDENCYPART_SIBL
(7,8),(7,14),-0.0619117 # DEPENDENCYPART_SIBL
(7,8),(7,16),-0.0308032 # DEPENDENCYPART_SIBL
(7,8),(7,17),-0.0277253 # DEPENDENCYPART_SIBL
(7,8),(7,18),-0.0103651 # DEPENDENCYPART_SIBL
(7,8),(7,21),-0.0219114 # DEPENDENCYPART_SIBL
(7,9),(7,12),-0.0164226 # DEPENDENCYPART_SIBL
(7,9),(7,14),-0.0552168 # DEPENDENCYPART_SIBL
(7,9),(7,16),-0.0550256 # DEPENDENCYPART_SIBL
(7,9),(7,17),-0.0208121 # DEPENDENCYPART_SIBL
(7,9),(7,18),-0.0203088 # DEPENDENCYPART_SIBL
(7,9),(7,21),-0.00934567 # DEPENDENCYPART_SIBL
(7,12),(7,14),0.0201417 # DEPENDENCYPART_SIBL
(7,12),(7,16),0.0239324 # DEPENDENCYPART_SIBL
(7,12),(7,17),0.00380621 # DEPENDENCYPART_SIBL
(7,12),(7,18),-0.00459391 # DEPENDENCYPART_SIBL
(7,12),(7,21),0.00886272 # DEPENDENCYPART_SIBL
(7,14),(7,16),-0.0325278 # DEPENDENCYPART_SIBL
(7,14),(7,17),-0.0336522 # DEPENDENCYPART_SIBL
(7,14),(7,18),-0.0305416 # DEPENDENCYPART_SIBL
(7,14),(7,21),-0.0378641 # DEPENDENCYPART_SIBL
(7,16),(7,17),-0.0110059 # DEPENDENCYPART_SIBL
(7,16),(7,18),0.0169972 # DEPENDENCYPART_SIBL
(7,16),(7,21),-0.0159592 # DEPENDENCYPART_SIBL
(7,17),(7,18),-0.00309564 # DEPENDENCYPART_SIBL
(7,17),(7,21),-0.0187572 # DEPENDENCYPART_SIBL
(7,18),(7,21),0.0243004 # DEPENDENCYPART_SIBL
(8,6),(8,7),0.0358306 # DEPENDENCYPART_SIBL
(8,6),(8,9),0.0109556 # DEPENDENCYPART_SIBL
(8,6),(8,12),-0.0367063 # DEPENDENCYPART_SIBL
(8,6),(8,17),-0.0210088 # DEPENDENCYPART_SIBL
(8,6),(8,21),0.0025975 # DEPENDENCYPART_SIBL
(8,7),(8,9),-0.0145033 # DEPENDENCYPART_SIBL
(8,7),(8,12),-0.0327198 # DEPENDENCYPART_SIBL
(8,7),(8,17),-0.0280993 # DEPENDENCYPART_SIBL
(8,7),(8,21),0.0167752 # DEPENDENCYPART_SIBL
(8,9),(8,12),-0.0466622 # DEPENDENCYPART_SIBL
(8,9),(8,17),-0.0550418 # DEPENDENCYPART_SIBL
(8,9),(8,21),-0.0309249 # DEPENDENCYPART_SIBL
(8,12),(8,17),-0.0154962 # DEPENDENCYPART_SIBL
(8,12),(8,21),-0.000490175 # DEPENDENCYPART_SIBL
(8,17),(8,21),-0.0195728 # DEPENDENCYPART_SIBL
(9,4),(9,6),0.0126494 # DEPENDENCYPART_SIBL
(9,4),(9,7),-0.00824686 # DEPENDENCYPART_SIBL
(9,4),(9,8),7.16293e-05 # DEPENDENCYPART_SIBL
(9,4),(9,12),-0.0250286 # DEPENDENCYPART_SIBL
(9,4),(9,13),-0.05447 # DEPENDENCYPART_SIBL
(9,4),(9,14),0.0564681 # DEPENDENCYPART_SIBL
(9,4),(9,16),0.0253292 # DEPENDENCYPART_SIBL
(9,4),(9,17),0.0167854 # DEPENDENCYPART_SIBL
(9,4),(9,18),0.0030446 # DEPENDENCYPART_SIBL
(9,4),(9,19),-0.0234573 # DEPENDENCYPART_SIBL
(9,4),(9,20),-0.05447 # DEPENDENCYPART_SIBL
(9,4),(9,22),-0.00440595 # DEPENDENCYPART_SIBL
(9,4),(9,28),-0.0169152 # DEPENDENCYPART_SIBL
(9,4),(9,29),0.0220273 # DEPENDENCYPART_SIBL
(9,6),(9,7),-0.000935486 # DEPENDENCYPART_SIBL
(9,6),(9,8),0.000268503 # DEPENDENCYPART_SIBL
(9,6),(9,12),-0.0411053 # DEPENDENCYPART_SIBL
(9,6),(9,13),0.0536128 # DEPENDENCYPART_SIBL
(9,6),(9,14),-0.0548895 # DEPENDENCYPART_SIBL
(9,6),(9,16),0.0146472 # DEPENDENCYPART_SIBL
(9,6),(9,17),0.0344259 # DEPENDENCYPART_SIBL
(9,6),(9,18),-0.0145611 # DEPENDENCYPART_SIBL
(9,6),(9,19),-0.0258425 # DEPENDENCYPART_SIBL
(9,6),(9,20),0.0536128 # DEPENDENCYPART_SIBL
(9,6),(9,22),-0.0145336 # DEPENDENCYPART_SIBL
(9,6),(9,28),0.00373679 # DEPENDENCYPART_SIBL
(9,6),(9,29),0.00740089 # DEPENDENCYPART_SIBL
(9,7),(9,8),-0.0477997 # DEPENDENCYPART_SIBL
(9,7),(9,12),-0.018034 # DEPENDENCYPART_SIBL
(9,7),(9,13),-0.00247196 # DEPENDENCYPART_SIBL
(9,7),(9,14),0.0206471 # DEPENDENCYPART_SIBL
(9,7),(9,16),0.0287858 # DEPENDENCYPART_SIBL
(9,7),(9,17),0.0316353 # DEPENDENCYPART_SIBL
(9,7),(9,18),-0.00983278 # DEPENDENCYPART_SIBL
(9,7),(9,19),-0.0054684 # DEPENDENCYPART_SIBL
(9,7),(9,20),-0.00247196 # DEPENDENCYPART_SIBL
(9,7),(9,22),-0.000981117 # DEPENDENCYPART_SIBL
(9,7),(9,28),0.00301225 # DEPENDENCYPART_SIBL
(9,7),(9,29),0.00669313 # DEPENDENCYPART_SIBL
(9,8),(9,12),-0.0461155 # DEPENDENCYPART_SIBL
(9,8),(9,13),-0.0159963 # DEPENDENCYPART_SIBL
(9,8),(9,14),0.0292952 # DEPENDENCYPART_SIBL
(9,8),(9,16),0.0194314 # DEPENDENCYPART_SIBL
(9,8),(9,17),0.0202424 # DEPENDENCYPART_SIBL
(9,8),(9,18),-0.0360647 # DEPENDENCYPART_SIBL
(9,8),(9,19),-0.0334175 # DEPENDENCYPART_SIBL
(9,8),(9,20),-0.0159963 # DEPENDENCYPART_SIBL
(9,8),(9,22),-0.0290626 # DEPENDENCYPART_SIBL
(9,8),(9,28),-0.00156664 # DEPENDENCYPART_SIBL
(9,8),(9,29),0.021426 # DEPENDENCYPART_SIBL
(9,12),(9,13),0.0244954 # DEPENDENCYPART_SIBL
(9,12),(9,14),0.0119132 # DEPENDENCYPART_SIBL
(9,12),(9,16),0.00485134 # DEPENDENCYPART_SIBL
(9,12),(9,17),-0.00683646 # DEPENDENCYPART_SIBL
(9,12),(9,18),0.00159218 # DEPENDENCYPART_SIBL
(9,12),(9,19),-0.000167641 # DEPENDENCYPART_SIBL
(9,12),(9,20),0.0244954 # DEPENDENCYPART_SIBL
(9,12),(9,22),-0.0014031 # DEPENDENCYPART_SIBL
(9,12),(9,28),-0.0102487 # DEPENDENCYPART_SIBL
(9,12),(9,29),-0.00551406 # DEPENDENCYPART_SIBL
(9,13),(9,14),0.0706505 # DEPENDENCYPART_SIBL
(9,13),(9,16),0.112703 # DEPENDENCYPART_SIBL
(9,13),(9,17),0.0239471 # DEPENDENCYPART_SIBL
(9,13),(9,18),0.0429677 # DEPENDENCYPART_SIBL
(9,13),(9,19),0.0524535 # DEPENDENCYPART_SIBL
(9,13),(9,20),0.0508554 # DEPENDENCYPART_SIBL
(9,13),(9,22),0.0482672 # DEPENDENCYPART_SIBL
(9,13),(9,28),0.0573192 # DEPENDENCYPART_SIBL
(9,13),(9,29),0.00722007 # DEPENDENCYPART_SIBL
(9,14),(9,16),0.0122282 # DEPENDENCYPART_SIBL
(9,14),(9,17),0.0205672 # DEPENDENCYPART_SIBL
(9,14),(9,18),0.00842043 # DEPENDENCYPART_SIBL
(9,14),(9,19),-0.00761068 # DEPENDENCYPART_SIBL
(9,14),(9,20),0.0335708 # DEPENDENCYPART_SIBL
(9,14),(9,22),-0.00179336 # DEPENDENCYPART_SIBL
(9,14),(9,28),0.00506596 # DEPENDENCYPART_SIBL
(9,14),(9,29),0.0658719 # DEPENDENCYPART_SIBL
(9,16),(9,17),-0.00685115 # DEPENDENCYPART_SIBL
(9,16),(9,18),0.0186823 # DEPENDENCYPART_SIBL
(9,16),(9,19),0.0134284 # DEPENDENCYPART_SIBL
(9,16),(9,20),-0.0300666 # DEPENDENCYPART_SIBL
(9,16),(9,22),0.0112998 # DEPENDENCYPART_SIBL
(9,16),(9,28),0.00804486 # DEPENDENCYPART_SIBL
(9,16),(9,29),0.0333849 # DEPENDENCYPART_SIBL
(9,17),(9,18),0.00612922 # DEPENDENCYPART_SIBL
(9,17),(9,19),-0.00197482 # DEPENDENCYPART_SIBL
(9,17),(9,20),0.00458151 # DEPENDENCYPART_SIBL
(9,17),(9,22),-0.00125324 # DEPENDENCYPART_SIBL
(9,17),(9,28),0.0162463 # DEPENDENCYPART_SIBL
(9,17),(9,29),-0.00570598 # DEPENDENCYPART_SIBL
(9,18),(9,19),0.00679688 # DEPENDENCYPART_SIBL
(9,18),(9,20),0.0144638 # DEPENDENCYPART_SIBL
(9,18),(9,22),0.00557169 # DEPENDENCYPART_SIBL
(9,18),(9,28),-0.0120387 # DEPENDENCYPART_SIBL
(9,18),(9,29),0.00202916 # DEPENDENCYPART_SIBL
(9,19),(9,20),0.0440456 # DEPENDENCYPART_SIBL
(9,19),(9,22),0.00121714 # DEPENDENCYPART_SIBL
(9,19),(9,28),-0.0122377 # DEPENDENCYPART_SIBL
(9,19),(9,29),-0.00012501 # DEPENDENCYPART_SIBL
(9,20),(9,22),0.0482672 # DEPENDENCYPART_SIBL
(9,20),(9,28),0.0573192 # DEPENDENCYPART_SIBL
(9,20),(9,29),0.00722007 # DEPENDENCYPART_SIBL
(9,22),(9,28),-0.0106027 # DEPENDENCYPART_SIBL
(9,22),(9,29),-0.00754415 # DEPENDENCYPART_SIBL
(9,28),(9,29),0.0204593 # DEPENDENCYPART_SIBL
(12,1),(12,2),-0.11252 # DEPENDENCYPART_SIBL
(12,1),(12,3),-0.0199693 # DEPENDENCYPART_SIBL
(12,1),(12,5),-0.0318205 # DEPENDENCYPART_SIBL
(12,1),(12,6),-0.107549 # DEPENDENCYPART_SIBL
(12,1),(12,7),-0.0391614 # DEPENDENCYPART_SIBL
(12,1),(12,8),-0.0318205 # DEPENDENCYPART_SIBL
(12,1),(12,9),-0.109511 # DEPENDENCYPART_SIBL
(12,1),(12,10),-0.07535 # DEPENDENCYPART_SIBL
(12,1),(12,11),-0.0295504 # DEPENDENCYPART_SIBL
(12,1),(12,13),0.0011256 # DEPENDENCYPART_SIBL
(12,1),(12,14),-0.0334208 # DEPENDENCYPART_SIBL
(12,1),(12,16),-0.00848927 # DEPENDENCYPART_SIBL
(12,1),(12,17),0.0648205 # DEPENDENCYPART_SIBL
(12,1),(12,18),0.0127148 # DEPENDENCYPART_SIBL
(12,1),(12,19),-0.0105175 # DEPENDENCYPART_SIBL
(12,1),(12,20),0.0011256 # DEPENDENCYPART_SIBL
(12,1),(12,21),-0.0117638 # DEPENDENCYPART_SIBL
(12,1),(12,22),0.0172435 # DEPENDENCYPART_SIBL
(12,1),(12,24),-0.0534985 # DEPENDENCYPART_SIBL
(12,1),(12,29),0.0211879 # DEPENDENCYPART_SIBL
(12,2),(12,3),-0.01846 # DEPENDENCYPART_SIBL
(12,2),(12,5),-0.0301264 # DEPENDENCYPART_SIBL
(12,2),(12,6),-0.094949 # DEPENDENCYPART_SIBL
(12,2),(12,7),-0.0374673 # DEPENDENCYPART_SIBL
(12,2),(12,8),-0.0301264 # DEPENDENCYPART_SIBL
(12,2),(12,9),-0.0969107 # DEPENDENCYPART_SIBL
(12,2),(12,10),-0.0736549 # DEPENDENCYPART_SIBL
(12,2),(12,11),-0.0219599 # DEPENDENCYPART_SIBL
(12,2),(12,13),0.012418 # DEPENDENCYPART_SIBL
(12,2),(12,14),-0.00853061 # DEPENDENCYPART_SIBL
(12,2),(12,16),0.00930038 # DEPENDENCYPART_SIBL
(12,2),(12,17),0.0826928 # DEPENDENCYPART_SIBL
(12,2),(12,18),0.0462177 # DEPENDENCYPART_SIBL
(12,2),(12,19),0.0229855 # DEPENDENCYPART_SIBL
(12,2),(12,20),0.012418 # DEPENDENCYPART_SIBL
(12,2),(12,21),0.00572279 # DEPENDENCYPART_SIBL
(12,2),(12,22),0.0507465 # DEPENDENCYPART_SIBL
(12,2),(12,24),-0.0286083 # DEPENDENCYPART_SIBL
(12,2),(12,29),0.0638495 # DEPENDENCYPART_SIBL
(12,3),(12,5),-0.0298143 # DEPENDENCYPART_SIBL
(12,3),(12,6),-0.00140045 # DEPENDENCYPART_SIBL
(12,3),(12,7),-0.0433451 # DEPENDENCYPART_SIBL
(12,3),(12,8),-0.0298143 # DEPENDENCYPART_SIBL
(12,3),(12,9),-0.00322604 # DEPENDENCYPART_SIBL
(12,3),(12,10),-0.0518129 # DEPENDENCYPART_SIBL
(12,3),(12,11),0.0331987 # DEPENDENCYPART_SIBL
(12,3),(12,13),-0.0652054 # DEPENDENCYPART_SIBL
(12,3),(12,14),-0.0777847 # DEPENDENCYPART_SIBL
(12,3),(12,16),-0.0140863 # DEPENDENCYPART_SIBL
(12,3),(12,17),0.0305527 # DEPENDENCYPART_SIBL
(12,3),(12,18),0.0324573 # DEPENDENCYPART_SIBL
(12,3),(12,19),0.00170192 # DEPENDENCYPART_SIBL
(12,3),(12,20),-0.0652054 # DEPENDENCYPART_SIBL
(12,3),(12,21),-0.0634286 # DEPENDENCYPART_SIBL
(12,3),(12,22),0.0159485 # DEPENDENCYPART_SIBL
(12,3),(12,24),-0.0496614 # DEPENDENCYPART_SIBL
(12,3),(12,29),0.0437616 # DEPENDENCYPART_SIBL
(12,5),(12,6),-0.000679462 # DEPENDENCYPART_SIBL
(12,5),(12,7),-0.0782959 # DEPENDENCYPART_SIBL
(12,5),(12,8),-0.0482265 # DEPENDENCYPART_SIBL
(12,5),(12,9),-0.00467454 # DEPENDENCYPART_SIBL
(12,5),(12,10),-0.0958005 # DEPENDENCYPART_SIBL
(12,5),(12,11),0.0394944 # DEPENDENCYPART_SIBL
(12,5),(12,13),-0.085015 # DEPENDENCYPART_SIBL
(12,5),(12,14),-0.00563541 # DEPENDENCYPART_SIBL
(12,5),(12,16),-0.0574345 # DEPENDENCYPART_SIBL
(12,5),(12,17),-0.00622909 # DEPENDENCYPART_SIBL
(12,5),(12,18),-0.0509464 # DEPENDENCYPART_SIBL
(12,5),(12,19),-0.0635603 # DEPENDENCYPART_SIBL
(12,5),(12,20),-0.085015 # DEPENDENCYPART_SIBL
(12,5),(12,21),-0.106377 # DEPENDENCYPART_SIBL
(12,5),(12,22),-0.0453205 # DEPENDENCYPART_SIBL
(12,5),(12,24),-0.0312927 # DEPENDENCYPART_SIBL
(12,5),(12,29),-0.00645381 # DEPENDENCYPART_SIBL
(12,6),(12,7),-0.0370309 # DEPENDENCYPART_SIBL
(12,6),(12,8),-0.02969 # DEPENDENCYPART_SIBL
(12,6),(12,9),-0.102179 # DEPENDENCYPART_SIBL
(12,6),(12,10),-0.0730841 # DEPENDENCYPART_SIBL
(12,6),(12,11),-0.0249016 # DEPENDENCYPART_SIBL
(12,6),(12,13),0.00240894 # DEPENDENCYPART_SIBL
(12,6),(12,14),-0.0231463 # DEPENDENCYPART_SIBL
(12,6),(12,16),0.00769185 # DEPENDENCYPART_SIBL
(12,6),(12,17),0.0810015 # DEPENDENCYPART_SIBL
(12,6),(12,18),0.023503 # DEPENDENCYPART_SIBL
(12,6),(12,19),0.000270733 # DEPENDENCYPART_SIBL
(12,6),(12,20),0.00240894 # DEPENDENCYPART_SIBL
(12,6),(12,21),-0.00406092 # DEPENDENCYPART_SIBL
(12,6),(12,22),0.0280317 # DEPENDENCYPART_SIBL
(12,6),(12,24),-0.0431926 # DEPENDENCYPART_SIBL
(12,6),(12,29),0.0427656 # DEPENDENCYPART_SIBL
(12,7),(12,8),-0.0330131 # DEPENDENCYPART_SIBL
(12,7),(12,9),0.007406 # DEPENDENCYPART_SIBL
(12,7),(12,10),-0.0892216 # DEPENDENCYPART_SIBL
(12,7),(12,11),0.0536866 # DEPENDENCYPART_SIBL
(12,7),(12,13),-0.112194 # DEPENDENCYPART_SIBL
(12,7),(12,14),-0.0482368 # DEPENDENCYPART_SIBL
(12,7),(12,16),-0.0664049 # DEPENDENCYPART_SIBL
(12,7),(12,17),-0.0115668 # DEPENDENCYPART_SIBL
(12,7),(12,18),-0.0435699 # DEPENDENCYPART_SIBL
(12,7),(12,19),-0.0526226 # DEPENDENCYPART_SIBL
(12,7),(12,20),-0.112194 # DEPENDENCYPART_SIBL
(12,7),(12,21),-0.113598 # DEPENDENCYPART_SIBL
(12,7),(12,22),-0.0342504 # DEPENDENCYPART_SIBL
(12,7),(12,24),-0.0677572 # DEPENDENCYPART_SIBL
(12,7),(12,29),-0.041467 # DEPENDENCYPART_SIBL
(12,8),(12,9),-0.00467454 # DEPENDENCYPART_SIBL
(12,8),(12,10),-0.0958005 # DEPENDENCYPART_SIBL
(12,8),(12,11),0.0394944 # DEPENDENCYPART_SIBL
(12,8),(12,13),-0.085015 # DEPENDENCYPART_SIBL
(12,8),(12,14),-0.00563541 # DEPENDENCYPART_SIBL
(12,8),(12,16),-0.0574345 # DEPENDENCYPART_SIBL
(12,8),(12,17),-0.00622909 # DEPENDENCYPART_SIBL
(12,8),(12,18),-0.0509464 # DEPENDENCYPART_SIBL
(12,8),(12,19),-0.0635603 # DEPENDENCYPART_SIBL
(12,8),(12,20),-0.085015 # DEPENDENCYPART_SIBL
(12,8),(12,21),-0.106377 # DEPENDENCYPART_SIBL
(12,8),(12,22),-0.0453205 # DEPENDENCYPART_SIBL
(12,8),(12,24),-0.0312927 # DEPENDENCYPART_SIBL
(12,8),(12,29),-0.00645381 # DEPENDENCYPART_SIBL
(12,9),(12,10),-0.0734003 # DEPENDENCYPART_SIBL
(12,9),(12,11),-0.0252178 # DEPENDENCYPART_SIBL
(12,9),(12,13),0.00585564 # DEPENDENCYPART_SIBL
(12,9),(12,14),-0.00466477 # DEPENDENCYPART_SIBL
(12,9),(12,16),0.00954849 # DEPENDENCYPART_SIBL
(12,9),(12,17),0.0828582 # DEPENDENCYPART_SIBL
(12,9),(12,18),0.0375427 # DEPENDENCYPART_SIBL
(12,9),(12,19),0.0143104 # DEPENDENCYPART_SIBL
(12,9),(12,20),0.00585564 # DEPENDENCYPART_SIBL
(12,9),(12,21),0.00183997 # DEPENDENCYPART_SIBL
(12,9),(12,22),0.0420714 # DEPENDENCYPART_SIBL
(12,9),(12,24),-0.0247426 # DEPENDENCYPART_SIBL
(12,9),(12,29),0.0489917 # DEPENDENCYPART_SIBL
(12,10),(12,11),0.0190796 # DEPENDENCYPART_SIBL
(12,10),(12,13),-0.142815 # DEPENDENCYPART_SIBL
(12,10),(12,14),0.00820155 # DEPENDENCYPART_SIBL
(12,10),(12,16),0.00626449 # DEPENDENCYPART_SIBL
(12,10),(12,17),0.0461515 # DEPENDENCYPART_SIBL
(12,10),(12,18),-0.18721 # DEPENDENCYPART_SIBL
(12,10),(12,19),-0.210651 # DEPENDENCYPART_SIBL
(12,10),(12,20),-0.142815 # DEPENDENCYPART_SIBL
(12,10),(12,21),-0.00255844 # DEPENDENCYPART_SIBL
(12,10),(12,22),-0.189197 # DEPENDENCYPART_SIBL
(12,10),(12,24),-0.0102373 # DEPENDENCYPART_SIBL
(12,10),(12,29),-0.241133 # DEPENDENCYPART_SIBL
(12,11),(12,13),-0.00043018 # DEPENDENCYPART_SIBL
(12,11),(12,14),-0.0298385 # DEPENDENCYPART_SIBL
(12,11),(12,16),-0.0281156 # DEPENDENCYPART_SIBL
(12,11),(12,17),0.0233731 # DEPENDENCYPART_SIBL
(12,11),(12,18),0.00484631 # DEPENDENCYPART_SIBL
(12,11),(12,19),-0.0269492 # DEPENDENCYPART_SIBL
(12,11),(12,20),-0.00043018 # DEPENDENCYPART_SIBL
(12,11),(12,21),-0.131881 # DEPENDENCYPART_SIBL
(12,11),(12,22),-0.00574863 # DEPENDENCYPART_SIBL
(12,11),(12,24),-0.0618781 # DEPENDENCYPART_SIBL
(12,11),(12,29),0.0506383 # DEPENDENCYPART_SIBL
(12,13),(12,14),-0.0117555 # DEPENDENCYPART_SIBL
(12,13),(12,16),0.243445 # DEPENDENCYPART_SIBL
(12,13),(12,17),0.0195358 # DEPENDENCYPART_SIBL
(12,13),(12,18),-0.0156253 # DEPENDENCYPART_SIBL
(12,13),(12,19),0.0468787 # DEPENDENCYPART_SIBL
(12,13),(12,20),0.0253895 # DEPENDENCYPART_SIBL
(12,13),(12,21),-0.00445078 # DEPENDENCYPART_SIBL
(12,13),(12,22),0.0309066 # DEPENDENCYPART_SIBL
(12,13),(12,24),-0.00306208 # DEPENDENCYPART_SIBL
(12,13),(12,29),0.003499 # DEPENDENCYPART_SIBL
(12,14),(12,16),0.0160644 # DEPENDENCYPART_SIBL
(12,14),(12,17),-0.0184326 # DEPENDENCYPART_SIBL
(12,14),(12,18),-0.0613787 # DEPENDENCYPART_SIBL
(12,14),(12,19),-0.0385255 # DEPENDENCYPART_SIBL
(12,14),(12,20),-0.0017119 # DEPENDENCYPART_SIBL
(12,14),(12,21),-0.03805 # DEPENDENCYPART_SIBL
(12,14),(12,22),-0.0402947 # DEPENDENCYPART_SIBL
(12,14),(12,24),-0.0494859 # DEPENDENCYPART_SIBL
(12,14),(12,29),0.00946945 # DEPENDENCYPART_SIBL
(12,16),(12,17),-0.015072 # DEPENDENCYPART_SIBL
(12,16),(12,18),-0.00290041 # DEPENDENCYPART_SIBL
(12,16),(12,19),0.025173 # DEPENDENCYPART_SIBL
(12,16),(12,20),-0.0451221 # DEPENDENCYPART_SIBL
(12,16),(12,21),-0.00959963 # DEPENDENCYPART_SIBL
(12,16),(12,22),0.0151346 # DEPENDENCYPART_SIBL
(12,16),(12,24),-0.0135298 # DEPENDENCYPART_SIBL
(12,16),(12,29),0.021909 # DEPENDENCYPART_SIBL
(12,17),(12,18),-0.00380258 # DEPENDENCYPART_SIBL
(12,17),(12,19),0.0225054 # DEPENDENCYPART_SIBL
(12,17),(12,20),0.0308679 # DEPENDENCYPART_SIBL
(12,17),(12,21),0.010495 # DEPENDENCYPART_SIBL
(12,17),(12,22),0.0142325 # DEPENDENCYPART_SIBL
(12,17),(12,24),0.0200248 # DEPENDENCYPART_SIBL
(12,17),(12,29),-0.0239705 # DEPENDENCYPART_SIBL
(12,18),(12,19),-0.0106761 # DEPENDENCYPART_SIBL
(12,18),(12,20),-0.00860637 # DEPENDENCYPART_SIBL
(12,18),(12,21),-0.0476612 # DEPENDENCYPART_SIBL
(12,18),(12,22),-0.0236843 # DEPENDENCYPART_SIBL
(12,18),(12,24),0.00655103 # DEPENDENCYPART_SIBL
