# _root_ In 1987 , it sold a 2.5 % stake in the Veslefrikk field to the Swedish national oil company , resulting in a $ 7 million after-tax gain .
#goldHeads=5,1,5,5,0,9,8,9,5,9,13,13,10,5,19,19,19,19,14,5,5,21,28,28,24,24,28,22,5,
#predictedHeads=5,1,5,5,0,9,8,9,5,9,13,13,10,5,19,19,19,19,14,19,19,21,28,28,24,24,28,22,5,
(5,14),(5,19),-0.048829 # DEPENDENCYPART_SIBL
(5,14),(5,20),0.0307624 # DEPENDENCYPART_SIBL
(5,14),(5,21),-0.000518474 # DEPENDENCYPART_SIBL
(5,14),(5,22),0.00907273 # DEPENDENCYPART_SIBL
(5,14),(5,28),-0.0219804 # DEPENDENCYPART_SIBL
(5,14),(5,29),0.00727197 # DEPENDENCYPART_SIBL
(5,16),(5,17),-0.070302 # DEPENDENCYPART_SIBL
(5,16),(5,18),-0.0542702 # DEPENDENCYPART_SIBL
(5,16),(5,19),-0.0587193 # DEPENDENCYPART_SIBL
(5,16),(5,20),0.0399288 # DEPENDENCYPART_SIBL
(5,16),(5,21),-0.00209819 # DEPENDENCYPART_SIBL
(5,16),(5,22),0.0191122 # DEPENDENCYPART_SIBL
(5,16),(5,28),-0.049268 # DEPENDENCYPART_SIBL
(5,16),(5,29),-0.0213434 # DEPENDENCYPART_SIBL
(5,17),(5,18),-0.0637102 # DEPENDENCYPART_SIBL
(5,17),(5,19),-0.0681593 # DEPENDENCYPART_SIBL
(5,17),(5,20),0.032618 # DEPENDENCYPART_SIBL
(5,17),(5,21),-0.00535675 # DEPENDENCYPART_SIBL
(5,17),(5,22),0.0130866 # DEPENDENCYPART_SIBL
(5,17),(5,28),-0.0587081 # DEPENDENCYPART_SIBL
(5,17),(5,29),-0.0276854 # DEPENDENCYPART_SIBL
(5,18),(5,19),-0.0733708 # DEPENDENCYPART_SIBL
(5,18),(5,20),0.013328 # DEPENDENCYPART_SIBL
(5,18),(5,21),-0.0140754 # DEPENDENCYPART_SIBL
(5,18),(5,22),0.0127382 # DEPENDENCYPART_SIBL
(5,18),(5,28),-0.0607106 # DEPENDENCYPART_SIBL
(5,18),(5,29),-0.0030908 # DEPENDENCYPART_SIBL
(5,19),(5,20),0.0440138 # DEPENDENCYPART_SIBL
(5,19),(5,21),0.00259141 # DEPENDENCYPART_SIBL
(5,19),(5,22),0.030275 # DEPENDENCYPART_SIBL
(5,19),(5,28),-0.0259107 # DEPENDENCYPART_SIBL
(5,19),(5,29),-0.00767301 # DEPENDENCYPART_SIBL
(5,20),(5,21),0.0677829 # DEPENDENCYPART_SIBL
(5,20),(5,22),-0.00124614 # DEPENDENCYPART_SIBL
(5,20),(5,28),-0.0232664 # DEPENDENCYPART_SIBL
(5,20),(5,29),0.00103151 # DEPENDENCYPART_SIBL
(5,21),(5,22),-0.008587 # DEPENDENCYPART_SIBL
(5,21),(5,28),-0.0412848 # DEPENDENCYPART_SIBL
(5,21),(5,29),-0.0298316 # DEPENDENCYPART_SIBL
(5,22),(5,28),-0.038983 # DEPENDENCYPART_SIBL
(5,22),(5,29),-0.0358725 # DEPENDENCYPART_SIBL
(5,28),(5,29),0.0176097 # DEPENDENCYPART_SIBL
(6,7),(6,8),0.0185566 # DEPENDENCYPART_SIBL
(6,7),(6,10),-0.00527015 # DEPENDENCYPART_SIBL
(6,8),(6,10),-0.0231199 # DEPENDENCYPART_SIBL
(7,1),(7,6),0.0468905 # DEPENDENCYPART_SIBL
(7,1),(7,8),0.0422366 # DEPENDENCYPART_SIBL
(7,1),(7,9),0.00273824 # DEPENDENCYPART_SIBL
(7,1),(7,10),0.0899248 # DEPENDENCYPART_SIBL
(7,1),(7,19),-0.00338279 # DEPENDENCYPART_SIBL
(7,1),(7,20),-0.0294903 # DEPENDENCYPART_SIBL
(7,6),(7,8),0.0430689 # DEPENDENCYPART_SIBL
(7,6),(7,9),0.00439266 # DEPENDENCYPART_SIBL
(7,6),(7,10),0.14504 # DEPENDENCYPART_SIBL
(7,6),(7,19),0.0405366 # DEPENDENCYPART_SIBL
(7,6),(7,20),-0.0635731 # DEPENDENCYPART_SIBL
(7,8),(7,9),-0.0112912 # DEPENDENCYPART_SIBL
(7,8),(7,10),-0.0157458 # DEPENDENCYPART_SIBL
(7,8),(7,19),-0.0141708 # DEPENDENCYPART_SIBL
(7,8),(7,20),0.0344995 # DEPENDENCYPART_SIBL
(7,9),(7,10),-0.0138276 # DEPENDENCYPART_SIBL
(7,9),(7,19),-0.0175822 # DEPENDENCYPART_SIBL
(7,9),(7,20),0.00639062 # DEPENDENCYPART_SIBL
(7,10),(7,19),0.00851649 # DEPENDENCYPART_SIBL
(7,10),(7,20),0.011694 # DEPENDENCYPART_SIBL
(7,19),(7,20),0.00488832 # DEPENDENCYPART_SIBL
(8,1),(8,2),-0.0559694 # DEPENDENCYPART_SIBL
(8,1),(8,3),-0.0293691 # DEPENDENCYPART_SIBL
(8,1),(8,4),-0.0429202 # DEPENDENCYPART_SIBL
(8,1),(8,6),-0.060388 # DEPENDENCYPART_SIBL
(8,1),(8,7),-0.0813796 # DEPENDENCYPART_SIBL
(8,1),(8,9),-0.00349332 # DEPENDENCYPART_SIBL
(8,1),(8,10),-6.29154e-05 # DEPENDENCYPART_SIBL
(8,1),(8,13),0.0013658 # DEPENDENCYPART_SIBL
(8,1),(8,14),-0.00417216 # DEPENDENCYPART_SIBL
(8,1),(8,19),-0.00468675 # DEPENDENCYPART_SIBL
(8,2),(8,3),0.108795 # DEPENDENCYPART_SIBL
(8,2),(8,4),0.088429 # DEPENDENCYPART_SIBL
(8,2),(8,6),0.00404152 # DEPENDENCYPART_SIBL
(8,2),(8,7),0.143996 # DEPENDENCYPART_SIBL
(8,2),(8,9),-0.0142818 # DEPENDENCYPART_SIBL
(8,2),(8,10),-0.0612377 # DEPENDENCYPART_SIBL
(8,2),(8,13),-0.0109426 # DEPENDENCYPART_SIBL
(8,2),(8,14),-0.0263792 # DEPENDENCYPART_SIBL
(8,2),(8,19),-0.0217616 # DEPENDENCYPART_SIBL
(8,3),(8,4),0.0384573 # DEPENDENCYPART_SIBL
(8,3),(8,6),-0.0109089 # DEPENDENCYPART_SIBL
(8,3),(8,7),0.0285131 # DEPENDENCYPART_SIBL
(8,3),(8,9),-0.0145808 # DEPENDENCYPART_SIBL
(8,3),(8,10),-0.0712066 # DEPENDENCYPART_SIBL
(8,3),(8,13),-0.0272111 # DEPENDENCYPART_SIBL
(8,3),(8,14),-0.0111897 # DEPENDENCYPART_SIBL
(8,3),(8,19),-0.0133977 # DEPENDENCYPART_SIBL
(8,4),(8,6),0.0137603 # DEPENDENCYPART_SIBL
(8,4),(8,7),-0.0101734 # DEPENDENCYPART_SIBL
(8,4),(8,9),0.0578538 # DEPENDENCYPART_SIBL
(8,4),(8,10),0.0487826 # DEPENDENCYPART_SIBL
(8,4),(8,13),0.0669171 # DEPENDENCYPART_SIBL
(8,4),(8,14),-0.0620552 # DEPENDENCYPART_SIBL
(8,4),(8,19),0.05391 # DEPENDENCYPART_SIBL
(8,6),(8,7),0.0108462 # DEPENDENCYPART_SIBL
(8,6),(8,9),-0.0568515 # DEPENDENCYPART_SIBL
(8,6),(8,10),-0.0282965 # DEPENDENCYPART_SIBL
(8,6),(8,13),-0.045886 # DEPENDENCYPART_SIBL
(8,6),(8,14),0.0695283 # DEPENDENCYPART_SIBL
(8,6),(8,19),-0.0196616 # DEPENDENCYPART_SIBL
(8,7),(8,9),-0.0164505 # DEPENDENCYPART_SIBL
(8,7),(8,10),-0.0789205 # DEPENDENCYPART_SIBL
(8,7),(8,13),-0.0131113 # DEPENDENCYPART_SIBL
(8,7),(8,14),-0.0328785 # DEPENDENCYPART_SIBL
(8,7),(8,19),-0.02393 # DEPENDENCYPART_SIBL
(8,9),(8,10),-0.0499898 # DEPENDENCYPART_SIBL
(8,9),(8,13),-0.0500989 # DEPENDENCYPART_SIBL
(8,9),(8,14),-0.000511296 # DEPENDENCYPART_SIBL
(8,9),(8,19),-0.0680047 # DEPENDENCYPART_SIBL
(8,10),(8,13),0.0154914 # DEPENDENCYPART_SIBL
(8,10),(8,14),0.0567567 # DEPENDENCYPART_SIBL
(8,10),(8,19),-0.0198355 # DEPENDENCYPART_SIBL
(8,13),(8,14),-0.0288138 # DEPENDENCYPART_SIBL
(8,13),(8,19),-0.063422 # DEPENDENCYPART_SIBL
(8,14),(8,19),-0.0330313 # DEPENDENCYPART_SIBL
(9,1),(9,2),-0.0253634 # DEPENDENCYPART_SIBL
(9,1),(9,3),0.0102485 # DEPENDENCYPART_SIBL
(9,1),(9,4),-0.00957648 # DEPENDENCYPART_SIBL
(9,1),(9,5),-0.0174503 # DEPENDENCYPART_SIBL
(9,1),(9,6),-0.010847 # DEPENDENCYPART_SIBL
(9,1),(9,7),-0.0477821 # DEPENDENCYPART_SIBL
(9,1),(9,8),-0.0147307 # DEPENDENCYPART_SIBL
(9,1),(9,10),0.0654265 # DEPENDENCYPART_SIBL
(9,1),(9,11),-0.0547013 # DEPENDENCYPART_SIBL
(9,1),(9,12),-0.0285945 # DEPENDENCYPART_SIBL
(9,1),(9,13),-0.0314922 # DEPENDENCYPART_SIBL
(9,1),(9,14),-0.0248573 # DEPENDENCYPART_SIBL
(9,1),(9,16),-0.034243 # DEPENDENCYPART_SIBL
(9,1),(9,17),-0.0379024 # DEPENDENCYPART_SIBL
(9,1),(9,18),-0.0332605 # DEPENDENCYPART_SIBL
(9,1),(9,19),-0.0326683 # DEPENDENCYPART_SIBL
(9,1),(9,20),-0.000879906 # DEPENDENCYPART_SIBL
(9,1),(9,21),-0.00109588 # DEPENDENCYPART_SIBL
(9,1),(9,22),0.0654265 # DEPENDENCYPART_SIBL
(9,1),(9,28),-0.00449033 # DEPENDENCYPART_SIBL
(9,1),(9,29),0.00405232 # DEPENDENCYPART_SIBL
(9,2),(9,3),0.0120736 # DEPENDENCYPART_SIBL
(9,2),(9,4),-0.0190392 # DEPENDENCYPART_SIBL
(9,2),(9,5),0.0566575 # DEPENDENCYPART_SIBL
(9,2),(9,6),-0.0954633 # DEPENDENCYPART_SIBL
(9,2),(9,7),0.00240331 # DEPENDENCYPART_SIBL
(9,2),(9,8),-0.0533358 # DEPENDENCYPART_SIBL
(9,2),(9,10),0.0413776 # DEPENDENCYPART_SIBL
(9,2),(9,11),0.015193 # DEPENDENCYPART_SIBL
(9,2),(9,12),-0.017331 # DEPENDENCYPART_SIBL
(9,2),(9,13),-0.0252079 # DEPENDENCYPART_SIBL
(9,2),(9,14),-0.0183592 # DEPENDENCYPART_SIBL
(9,2),(9,16),-0.00127376 # DEPENDENCYPART_SIBL
(9,2),(9,17),-0.00482411 # DEPENDENCYPART_SIBL
(9,2),(9,18),-0.021895 # DEPENDENCYPART_SIBL
(9,2),(9,19),-0.0281036 # DEPENDENCYPART_SIBL
(9,2),(9,20),-0.0371226 # DEPENDENCYPART_SIBL
(9,2),(9,21),-0.00475922 # DEPENDENCYPART_SIBL
(9,2),(9,22),0.0413776 # DEPENDENCYPART_SIBL
(9,2),(9,28),-0.00379481 # DEPENDENCYPART_SIBL
(9,2),(9,29),-0.0333332 # DEPENDENCYPART_SIBL
(9,3),(9,4),0.0401682 # DEPENDENCYPART_SIBL
(9,3),(9,5),0.0650754 # DEPENDENCYPART_SIBL
(9,3),(9,6),-0.00176858 # DEPENDENCYPART_SIBL
(9,3),(9,7),0.0144089 # DEPENDENCYPART_SIBL
(9,3),(9,8),-0.0555801 # DEPENDENCYPART_SIBL
(9,3),(9,10),0.0295853 # DEPENDENCYPART_SIBL
(9,3),(9,11),-0.120383 # DEPENDENCYPART_SIBL
(9,3),(9,12),-0.0326467 # DEPENDENCYPART_SIBL
(9,3),(9,13),-0.0583105 # DEPENDENCYPART_SIBL
(9,3),(9,14),-0.0134946 # DEPENDENCYPART_SIBL
(9,3),(9,16),-0.0582439 # DEPENDENCYPART_SIBL
(9,3),(9,17),-0.0627563 # DEPENDENCYPART_SIBL
(9,3),(9,18),-0.0412576 # DEPENDENCYPART_SIBL
(9,3),(9,19),-0.0396208 # DEPENDENCYPART_SIBL
(9,3),(9,20),0.114825 # DEPENDENCYPART_SIBL
(9,3),(9,21),0.0340223 # DEPENDENCYPART_SIBL
(9,3),(9,22),0.0295853 # DEPENDENCYPART_SIBL
(9,3),(9,28),-0.0210873 # DEPENDENCYPART_SIBL
(9,3),(9,29),0.0312639 # DEPENDENCYPART_SIBL
(9,4),(9,5),0.0379696 # DEPENDENCYPART_SIBL
(9,4),(9,6),0.0348224 # DEPENDENCYPART_SIBL
(9,4),(9,7),-0.00245715 # DEPENDENCYPART_SIBL
(9,4),(9,8),-0.0334398 # DEPENDENCYPART_SIBL
(9,4),(9,10),0.17744 # DEPENDENCYPART_SIBL
(9,4),(9,11),-0.0386788 # DEPENDENCYPART_SIBL
(9,4),(9,12),0.053583 # DEPENDENCYPART_SIBL
(9,4),(9,13),0.0457224 # DEPENDENCYPART_SIBL
(9,4),(9,14),-0.0620398 # DEPENDENCYPART_SIBL
(9,4),(9,16),-0.0308283 # DEPENDENCYPART_SIBL
(9,4),(9,17),-0.0344814 # DEPENDENCYPART_SIBL
(9,4),(9,18),0.0338778 # DEPENDENCYPART_SIBL
(9,4),(9,19),0.0374648 # DEPENDENCYPART_SIBL
(9,4),(9,20),0.114394 # DEPENDENCYPART_SIBL
(9,4),(9,21),0.0219197 # DEPENDENCYPART_SIBL
(9,4),(9,22),0.17744 # DEPENDENCYPART_SIBL
(9,4),(9,28),0.0488138 # DEPENDENCYPART_SIBL
(9,4),(9,29),0.0596174 # DEPENDENCYPART_SIBL
(9,5),(9,6),0.00416026 # DEPENDENCYPART_SIBL
(9,5),(9,7),-0.00495538 # DEPENDENCYPART_SIBL
(9,5),(9,8),-0.0205087 # DEPENDENCYPART_SIBL
(9,5),(9,10),0.0746661 # DEPENDENCYPART_SIBL
(9,5),(9,11),-0.086469 # DEPENDENCYPART_SIBL
(9,5),(9,12),-0.0161166 # DEPENDENCYPART_SIBL
(9,5),(9,13),-0.0231609 # DEPENDENCYPART_SIBL
(9,5),(9,14),-0.0236551 # DEPENDENCYPART_SIBL
(9,5),(9,16),-0.0317331 # DEPENDENCYPART_SIBL
(9,5),(9,17),-0.0353383 # DEPENDENCYPART_SIBL
(9,5),(9,18),-0.0206519 # DEPENDENCYPART_SIBL
(9,5),(9,19),-0.00911557 # DEPENDENCYPART_SIBL
(9,5),(9,20),-0.00128385 # DEPENDENCYPART_SIBL
(9,5),(9,21),-0.0451922 # DEPENDENCYPART_SIBL
(9,5),(9,22),0.0746661 # DEPENDENCYPART_SIBL
(9,5),(9,28),-0.0117199 # DEPENDENCYPART_SIBL
(9,5),(9,29),0.015336 # DEPENDENCYPART_SIBL
(9,6),(9,7),0.00415278 # DEPENDENCYPART_SIBL
(9,6),(9,8),0.00886556 # DEPENDENCYPART_SIBL
(9,6),(9,10),0.212152 # DEPENDENCYPART_SIBL
(9,6),(9,11),-0.0204942 # DEPENDENCYPART_SIBL
(9,6),(9,12),0.00313935 # DEPENDENCYPART_SIBL
(9,6),(9,13),-0.00934269 # DEPENDENCYPART_SIBL
(9,6),(9,14),0.130397 # DEPENDENCYPART_SIBL
(9,6),(9,16),0.117552 # DEPENDENCYPART_SIBL
(9,6),(9,17),0.109775 # DEPENDENCYPART_SIBL
(9,6),(9,18),-0.00730036 # DEPENDENCYPART_SIBL
(9,6),(9,19),0.0227874 # DEPENDENCYPART_SIBL
(9,6),(9,20),-0.062938 # DEPENDENCYPART_SIBL
(9,6),(9,21),0.354224 # DEPENDENCYPART_SIBL
(9,6),(9,22),0.212152 # DEPENDENCYPART_SIBL
(9,6),(9,28),0.0169894 # DEPENDENCYPART_SIBL
(9,6),(9,29),0.0193441 # DEPENDENCYPART_SIBL
(9,7),(9,8),-0.0328452 # DEPENDENCYPART_SIBL
(9,7),(9,10),0.0345166 # DEPENDENCYPART_SIBL
(9,7),(9,11),0.0162701 # DEPENDENCYPART_SIBL
(9,7),(9,12),-0.0119625 # DEPENDENCYPART_SIBL
(9,7),(9,13),-0.0198394 # DEPENDENCYPART_SIBL
(9,7),(9,14),-0.0173585 # DEPENDENCYPART_SIBL
(9,7),(9,16),-0.000762816 # DEPENDENCYPART_SIBL
(9,7),(9,17),-0.00431317 # DEPENDENCYPART_SIBL
(9,7),(9,18),-0.0165265 # DEPENDENCYPART_SIBL
(9,7),(9,19),-0.0227348 # DEPENDENCYPART_SIBL
(9,7),(9,20),-0.0408303 # DEPENDENCYPART_SIBL
(9,7),(9,21),0.0053377 # DEPENDENCYPART_SIBL
(9,7),(9,22),0.0345166 # DEPENDENCYPART_SIBL
(9,7),(9,28),0.00157365 # DEPENDENCYPART_SIBL
(9,7),(9,29),-0.0319028 # DEPENDENCYPART_SIBL
(9,8),(9,10),0.251151 # DEPENDENCYPART_SIBL
(9,8),(9,11),-0.103752 # DEPENDENCYPART_SIBL
(9,8),(9,12),-0.0168175 # DEPENDENCYPART_SIBL
(9,8),(9,13),-0.0435481 # DEPENDENCYPART_SIBL
(9,8),(9,14),-0.0354776 # DEPENDENCYPART_SIBL
(9,8),(9,16),-0.00711571 # DEPENDENCYPART_SIBL
(9,8),(9,17),-0.0304302 # DEPENDENCYPART_SIBL
(9,8),(9,18),-0.0229671 # DEPENDENCYPART_SIBL
(9,8),(9,19),-0.0221095 # DEPENDENCYPART_SIBL
(9,8),(9,20),0.00428002 # DEPENDENCYPART_SIBL
(9,8),(9,21),-0.00987168 # DEPENDENCYPART_SIBL
(9,8),(9,22),0.251151 # DEPENDENCYPART_SIBL
(9,8),(9,28),-0.012608 # DEPENDENCYPART_SIBL
(9,8),(9,29),-0.0151161 # DEPENDENCYPART_SIBL
(9,10),(9,11),-0.0647342 # DEPENDENCYPART_SIBL
(9,10),(9,12),-0.0181619 # DEPENDENCYPART_SIBL
(9,10),(9,13),-0.026989 # DEPENDENCYPART_SIBL
(9,10),(9,14),0.0298889 # DEPENDENCYPART_SIBL
(9,10),(9,16),-0.00245354 # DEPENDENCYPART_SIBL
(9,10),(9,17),-0.003837 # DEPENDENCYPART_SIBL
(9,10),(9,18),-0.0236857 # DEPENDENCYPART_SIBL
(9,10),(9,19),-0.0545329 # DEPENDENCYPART_SIBL
(9,10),(9,20),0.00312512 # DEPENDENCYPART_SIBL
(9,10),(9,21),-0.00756586 # DEPENDENCYPART_SIBL
(9,10),(9,22),-0.0608928 # DEPENDENCYPART_SIBL
(9,10),(9,28),-0.0205219 # DEPENDENCYPART_SIBL
(9,10),(9,29),-0.0162192 # DEPENDENCYPART_SIBL
(9,11),(9,12),-0.0282033 # DEPENDENCYPART_SIBL
(9,11),(9,13),-0.0313323 # DEPENDENCYPART_SIBL
(9,11),(9,14),-0.0318478 # DEPENDENCYPART_SIBL
(9,11),(9,16),0.0148871 # DEPENDENCYPART_SIBL
(9,11),(9,17),0.0141704 # DEPENDENCYPART_SIBL
(9,11),(9,18),-0.0319332 # DEPENDENCYPART_SIBL
(9,11),(9,19),-0.0408695 # DEPENDENCYPART_SIBL
(9,11),(9,20),-0.0165868 # DEPENDENCYPART_SIBL
(9,11),(9,21),-0.0304144 # DEPENDENCYPART_SIBL
(9,11),(9,22),-0.0663748 # DEPENDENCYPART_SIBL
(9,11),(9,28),-0.0309732 # DEPENDENCYPART_SIBL
(9,11),(9,29),-0.00679468 # DEPENDENCYPART_SIBL
(9,12),(9,13),-0.0223682 # DEPENDENCYPART_SIBL
(9,12),(9,14),0.001032 # DEPENDENCYPART_SIBL
(9,12),(9,16),0.000784748 # DEPENDENCYPART_SIBL
(9,12),(9,17),-0.000772235 # DEPENDENCYPART_SIBL
(9,12),(9,18),-0.0248565 # DEPENDENCYPART_SIBL
(9,12),(9,19),-0.0335025 # DEPENDENCYPART_SIBL
(9,12),(9,20),0.015609 # DEPENDENCYPART_SIBL
(9,12),(9,21),-0.0113225 # DEPENDENCYPART_SIBL
(9,12),(9,22),-0.00384258 # DEPENDENCYPART_SIBL
(9,12),(9,28),-0.0239992 # DEPENDENCYPART_SIBL
(9,12),(9,29),0.0255206 # DEPENDENCYPART_SIBL
(9,13),(9,14),4.37167e-06 # DEPENDENCYPART_SIBL
(9,13),(9,16),-0.000217512 # DEPENDENCYPART_SIBL
(9,13),(9,17),-0.00177449 # DEPENDENCYPART_SIBL
(9,13),(9,18),-0.0207983 # DEPENDENCYPART_SIBL
(9,13),(9,19),-0.0294443 # DEPENDENCYPART_SIBL
(9,13),(9,20),0.0247373 # DEPENDENCYPART_SIBL
(9,13),(9,21),-0.0133909 # DEPENDENCYPART_SIBL
(9,13),(9,22),0.00626357 # DEPENDENCYPART_SIBL
(9,13),(9,28),-0.019941 # DEPENDENCYPART_SIBL
(9,13),(9,29),0.0172609 # DEPENDENCYPART_SIBL
(9,14),(9,16),0.00160024 # DEPENDENCYPART_SIBL
(9,14),(9,17),0.000889803 # DEPENDENCYPART_SIBL
(9,14),(9,18),-0.00677848 # DEPENDENCYPART_SIBL
(9,14),(9,19),-0.0200014 # DEPENDENCYPART_SIBL
(9,14),(9,20),0.00287979 # DEPENDENCYPART_SIBL
(9,14),(9,21),-0.0104811 # DEPENDENCYPART_SIBL
(9,14),(9,22),-0.00166747 # DEPENDENCYPART_SIBL
(9,14),(9,28),-0.000812082 # DEPENDENCYPART_SIBL
(9,14),(9,29),0.084368 # DEPENDENCYPART_SIBL
(9,16),(9,17),-0.0194858 # DEPENDENCYPART_SIBL
(9,16),(9,18),-0.0171895 # DEPENDENCYPART_SIBL
(9,16),(9,19),-0.0221416 # DEPENDENCYPART_SIBL
(9,16),(9,20),0.0112808 # DEPENDENCYPART_SIBL
(9,16),(9,21),0.00325733 # DEPENDENCYPART_SIBL
(9,16),(9,22),-0.000148935 # DEPENDENCYPART_SIBL
(9,16),(9,28),-0.0148832 # DEPENDENCYPART_SIBL
(9,16),(9,29),0.00606243 # DEPENDENCYPART_SIBL
(9,17),(9,18),-0.0233114 # DEPENDENCYPART_SIBL
(9,17),(9,19),-0.0282636 # DEPENDENCYPART_SIBL
(9,17),(9,20),0.00869746 # DEPENDENCYPART_SIBL
(9,17),(9,21),0.00309961 # DEPENDENCYPART_SIBL
(9,17),(9,22),-0.0023881 # DEPENDENCYPART_SIBL
(9,17),(9,28),-0.0210052 # DEPENDENCYPART_SIBL
(9,17),(9,29),0.00436106 # DEPENDENCYPART_SIBL
(9,18),(9,19),-0.0365435 # DEPENDENCYPART_SIBL
(9,18),(9,20),0.00179362 # DEPENDENCYPART_SIBL
(9,18),(9,21),-0.0193104 # DEPENDENCYPART_SIBL
(9,18),(9,22),-0.0109449 # DEPENDENCYPART_SIBL
(9,18),(9,28),-0.0270402 # DEPENDENCYPART_SIBL
(9,18),(9,29),0.0168368 # DEPENDENCYPART_SIBL
(9,19),(9,20),0.0334849 # DEPENDENCYPART_SIBL
(9,19),(9,21),-0.0119481 # DEPENDENCYPART_SIBL
(9,19),(9,22),-0.000565958 # DEPENDENCYPART_SIBL
(9,19),(9,28),-0.0168161 # DEPENDENCYPART_SIBL
(9,19),(9,29),0.00950629 # DEPENDENCYPART_SIBL
(9,20),(9,21),0.033997 # DEPENDENCYPART_SIBL
(9,20),(9,22),0.0237245 # DEPENDENCYPART_SIBL
(9,20),(9,28),0.0243267 # DEPENDENCYPART_SIBL
(9,20),(9,29),0.00673321 # DEPENDENCYPART_SIBL
(9,21),(9,22),0.0254598 # DEPENDENCYPART_SIBL
(9,21),(9,28),-0.0105694 # DEPENDENCYPART_SIBL
(9,21),(9,29),-0.000266301 # DEPENDENCYPART_SIBL
(9,22),(9,28),-0.0205219 # DEPENDENCYPART_SIBL
(9,22),(9,29),-0.0162192 # DEPENDENCYPART_SIBL
(9,28),(9,29),0.0132616 # DEPENDENCYPART_SIBL
(10,1),(10,8),0.0827278 # DEPENDENCYPART_SIBL
(10,1),(10,9),0.0679275 # DEPENDENCYPART_SIBL
(10,1),(10,11),0.0349436 # DEPENDENCYPART_SIBL
(10,1),(10,12),-0.0247453 # DEPENDENCYPART_SIBL
(10,1),(10,13),-0.0204385 # DEPENDENCYPART_SIBL
(10,1),(10,14),0.090303 # DEPENDENCYPART_SIBL
(10,1),(10,16),-0.00324696 # DEPENDENCYPART_SIBL
(10,1),(10,17),-0.00336014 # DEPENDENCYPART_SIBL
(10,1),(10,18),-0.0263489 # DEPENDENCYPART_SIBL
(10,1),(10,19),-0.0337892 # DEPENDENCYPART_SIBL
(10,1),(10,20),0.19701 # DEPENDENCYPART_SIBL
(10,8),(10,9),-0.0082799 # DEPENDENCYPART_SIBL
(10,8),(10,11),-0.036109 # DEPENDENCYPART_SIBL
(10,8),(10,12),0.0142743 # DEPENDENCYPART_SIBL
(10,8),(10,13),-0.000206566 # DEPENDENCYPART_SIBL
(10,8),(10,14),0.0901541 # DEPENDENCYPART_SIBL
(10,8),(10,16),-0.0372522 # DEPENDENCYPART_SIBL
(10,8),(10,17),-0.0568362 # DEPENDENCYPART_SIBL
(10,8),(10,18),0.010555 # DEPENDENCYPART_SIBL
(10,8),(10,19),-0.00709239 # DEPENDENCYPART_SIBL
(10,8),(10,20),0.149124 # DEPENDENCYPART_SIBL
(10,9),(10,11),-0.0340001 # DEPENDENCYPART_SIBL
(10,9),(10,12),0.0234716 # DEPENDENCYPART_SIBL
(10,9),(10,13),0.0100484 # DEPENDENCYPART_SIBL
(10,9),(10,14),0.0534056 # DEPENDENCYPART_SIBL
(10,9),(10,16),-0.0247005 # DEPENDENCYPART_SIBL
(10,9),(10,17),-0.0442818 # DEPENDENCYPART_SIBL
(10,9),(10,18),0.0197532 # DEPENDENCYPART_SIBL
(10,9),(10,19),0.00912619 # DEPENDENCYPART_SIBL
(10,9),(10,20),0.156897 # DEPENDENCYPART_SIBL
(10,11),(10,12),-0.0800405 # DEPENDENCYPART_SIBL
(10,11),(10,13),-0.0800416 # DEPENDENCYPART_SIBL
(10,11),(10,14),-0.0516346 # DEPENDENCYPART_SIBL
(10,11),(10,16),-0.0298749 # DEPENDENCYPART_SIBL
(10,11),(10,17),-0.0303363 # DEPENDENCYPART_SIBL
(10,11),(10,18),-0.0800693 # DEPENDENCYPART_SIBL
(10,11),(10,19),-0.0816437 # DEPENDENCYPART_SIBL
(10,11),(10,20),-0.00625376 # DEPENDENCYPART_SIBL
(10,12),(10,13),-0.120283 # DEPENDENCYPART_SIBL
(10,12),(10,14),-0.0419484 # DEPENDENCYPART_SIBL
(10,12),(10,16),-0.0366902 # DEPENDENCYPART_SIBL
(10,12),(10,17),-0.038421 # DEPENDENCYPART_SIBL
(10,12),(10,18),-0.122201 # DEPENDENCYPART_SIBL
(10,12),(10,19),-0.12051 # DEPENDENCYPART_SIBL
(10,12),(10,20),0.00661943 # DEPENDENCYPART_SIBL
(10,13),(10,14),-0.0421647 # DEPENDENCYPART_SIBL
(10,13),(10,16),-0.036881 # DEPENDENCYPART_SIBL
(10,13),(10,17),-0.0386119 # DEPENDENCYPART_SIBL
(10,13),(10,18),-0.117332 # DEPENDENCYPART_SIBL
(10,13),(10,19),-0.11564 # DEPENDENCYPART_SIBL
(10,13),(10,20),0.0164724 # DEPENDENCYPART_SIBL
(10,14),(10,16),0.0434045 # DEPENDENCYPART_SIBL
(10,14),(10,17),0.0429571 # DEPENDENCYPART_SIBL
(10,14),(10,18),0.0131314 # DEPENDENCYPART_SIBL
(10,14),(10,19),0.00820301 # DEPENDENCYPART_SIBL
(10,14),(10,20),0.0544622 # DEPENDENCYPART_SIBL
(10,16),(10,17),-0.0380522 # DEPENDENCYPART_SIBL
(10,16),(10,18),-0.0797309 # DEPENDENCYPART_SIBL
(10,16),(10,19),-0.0760338 # DEPENDENCYPART_SIBL
(10,16),(10,20),-0.00858827 # DEPENDENCYPART_SIBL
