# _root_ The sky filled with 12.8-pound shells , several of which fell back to Earth , destroying homes and buildings .
#goldHeads=2,3,0,3,6,4,6,9,11,9,6,11,11,13,11,11,18,16,18,3,
#predictedHeads=2,3,0,3,6,4,6,6,8,9,10,11,11,13,11,11,18,16,18,3,
(6,2),(6,18),0.0100831 # DEPENDENCYPART_SIBL
(6,2),(6,20),0.00938654 # DEPENDENCYPART_SIBL
(6,3),(6,4),0.000312645 # DEPENDENCYPART_SIBL
(6,3),(6,5),0.0140634 # DEPENDENCYPART_SIBL
(6,3),(6,7),-0.0129102 # DEPENDENCYPART_SIBL
(6,3),(6,8),-0.050766 # DEPENDENCYPART_SIBL
(6,3),(6,9),0.00883512 # DEPENDENCYPART_SIBL
(6,3),(6,11),-0.0247913 # DEPENDENCYPART_SIBL
(6,3),(6,12),0.0185334 # DEPENDENCYPART_SIBL
(6,3),(6,13),-0.024454 # DEPENDENCYPART_SIBL
(6,3),(6,14),-0.0137981 # DEPENDENCYPART_SIBL
(6,3),(6,15),-0.0129102 # DEPENDENCYPART_SIBL
(6,3),(6,16),-0.0180689 # DEPENDENCYPART_SIBL
(6,3),(6,18),-0.00473467 # DEPENDENCYPART_SIBL
(6,3),(6,20),0.0526366 # DEPENDENCYPART_SIBL
(6,4),(6,5),-0.0210517 # DEPENDENCYPART_SIBL
(6,4),(6,7),-0.0195611 # DEPENDENCYPART_SIBL
(6,4),(6,8),-0.042933 # DEPENDENCYPART_SIBL
(6,4),(6,9),-0.0260671 # DEPENDENCYPART_SIBL
(6,4),(6,11),-0.0455976 # DEPENDENCYPART_SIBL
(6,4),(6,12),0.0379612 # DEPENDENCYPART_SIBL
(6,4),(6,13),-0.0258353 # DEPENDENCYPART_SIBL
(6,4),(6,14),-0.00221554 # DEPENDENCYPART_SIBL
(6,4),(6,15),-0.0195611 # DEPENDENCYPART_SIBL
(6,4),(6,16),-0.0345079 # DEPENDENCYPART_SIBL
(6,4),(6,18),-0.017408 # DEPENDENCYPART_SIBL
(6,4),(6,20),0.0221217 # DEPENDENCYPART_SIBL
(6,5),(6,7),-0.0192962 # DEPENDENCYPART_SIBL
(6,5),(6,8),0.0391848 # DEPENDENCYPART_SIBL
(6,5),(6,9),-0.0176112 # DEPENDENCYPART_SIBL
(6,5),(6,11),0.0195102 # DEPENDENCYPART_SIBL
(6,5),(6,12),0.0467475 # DEPENDENCYPART_SIBL
(6,5),(6,13),-0.0339061 # DEPENDENCYPART_SIBL
(6,5),(6,14),-0.00796496 # DEPENDENCYPART_SIBL
(6,5),(6,15),-0.0192962 # DEPENDENCYPART_SIBL
(6,5),(6,16),0.0251616 # DEPENDENCYPART_SIBL
(6,5),(6,18),0.0816952 # DEPENDENCYPART_SIBL
(6,5),(6,20),-0.025353 # DEPENDENCYPART_SIBL
(6,7),(6,8),0.0430512 # DEPENDENCYPART_SIBL
(6,7),(6,9),0.0346147 # DEPENDENCYPART_SIBL
(6,7),(6,11),0.0291948 # DEPENDENCYPART_SIBL
(6,7),(6,12),0.0114489 # DEPENDENCYPART_SIBL
(6,7),(6,13),-0.0381842 # DEPENDENCYPART_SIBL
(6,7),(6,14),0.0419113 # DEPENDENCYPART_SIBL
(6,7),(6,15),0.036982 # DEPENDENCYPART_SIBL
(6,7),(6,16),0.0246541 # DEPENDENCYPART_SIBL
(6,7),(6,18),0.0177935 # DEPENDENCYPART_SIBL
(6,7),(6,20),-0.00261008 # DEPENDENCYPART_SIBL
(6,8),(6,9),0.00780258 # DEPENDENCYPART_SIBL
(6,8),(6,11),0.00523715 # DEPENDENCYPART_SIBL
(6,8),(6,12),-0.0131275 # DEPENDENCYPART_SIBL
(6,8),(6,13),0.0133713 # DEPENDENCYPART_SIBL
(6,8),(6,14),-0.0131982 # DEPENDENCYPART_SIBL
(6,8),(6,15),0.0148494 # DEPENDENCYPART_SIBL
(6,8),(6,16),0.00147808 # DEPENDENCYPART_SIBL
(6,8),(6,18),-0.028908 # DEPENDENCYPART_SIBL
(6,8),(6,20),-0.00166628 # DEPENDENCYPART_SIBL
(6,9),(6,11),-0.0367991 # DEPENDENCYPART_SIBL
(6,9),(6,12),-0.0221352 # DEPENDENCYPART_SIBL
(6,9),(6,13),-0.0189675 # DEPENDENCYPART_SIBL
(6,9),(6,14),0.00422187 # DEPENDENCYPART_SIBL
(6,9),(6,15),0.0225044 # DEPENDENCYPART_SIBL
(6,9),(6,16),-0.0357825 # DEPENDENCYPART_SIBL
(6,9),(6,18),-0.0463804 # DEPENDENCYPART_SIBL
(6,9),(6,20),-0.0112069 # DEPENDENCYPART_SIBL
(6,11),(6,12),-0.0113514 # DEPENDENCYPART_SIBL
(6,11),(6,13),-0.0103244 # DEPENDENCYPART_SIBL
(6,11),(6,14),-0.0176603 # DEPENDENCYPART_SIBL
(6,11),(6,15),0.0199781 # DEPENDENCYPART_SIBL
(6,11),(6,16),-0.00888974 # DEPENDENCYPART_SIBL
(6,11),(6,18),-0.0272486 # DEPENDENCYPART_SIBL
(6,11),(6,20),-0.00371002 # DEPENDENCYPART_SIBL
(6,12),(6,13),-0.00126236 # DEPENDENCYPART_SIBL
(6,12),(6,14),0.0356465 # DEPENDENCYPART_SIBL
(6,12),(6,15),0.000623785 # DEPENDENCYPART_SIBL
(6,12),(6,16),-0.0172513 # DEPENDENCYPART_SIBL
(6,12),(6,18),-0.000202247 # DEPENDENCYPART_SIBL
(6,12),(6,20),-0.0166894 # DEPENDENCYPART_SIBL
(6,13),(6,14),-0.00131727 # DEPENDENCYPART_SIBL
(6,13),(6,15),0.00464739 # DEPENDENCYPART_SIBL
(6,13),(6,16),-0.00322457 # DEPENDENCYPART_SIBL
(6,13),(6,18),-0.00801189 # DEPENDENCYPART_SIBL
(6,13),(6,20),0.0615623 # DEPENDENCYPART_SIBL
(6,14),(6,15),0.0151108 # DEPENDENCYPART_SIBL
(6,14),(6,16),-0.0129862 # DEPENDENCYPART_SIBL
(6,14),(6,18),-0.0369793 # DEPENDENCYPART_SIBL
(6,14),(6,20),0.0201985 # DEPENDENCYPART_SIBL
(6,15),(6,16),0.0246541 # DEPENDENCYPART_SIBL
(6,15),(6,18),0.0177935 # DEPENDENCYPART_SIBL
(6,15),(6,20),-0.00261008 # DEPENDENCYPART_SIBL
(6,16),(6,18),-0.0268508 # DEPENDENCYPART_SIBL
(6,16),(6,20),-0.00331151 # DEPENDENCYPART_SIBL
(6,18),(6,20),0.00104341 # DEPENDENCYPART_SIBL
(8,2),(8,4),0.0359839 # DEPENDENCYPART_SIBL
(8,2),(8,5),0.0557113 # DEPENDENCYPART_SIBL
(8,2),(8,6),0.0138087 # DEPENDENCYPART_SIBL
(8,2),(8,7),0.209419 # DEPENDENCYPART_SIBL
(8,2),(8,9),-0.00823911 # DEPENDENCYPART_SIBL
(8,2),(8,11),-0.00497066 # DEPENDENCYPART_SIBL
(8,2),(8,12),-0.025795 # DEPENDENCYPART_SIBL
(8,2),(8,14),0.0220786 # DEPENDENCYPART_SIBL
(8,2),(8,15),0.0708831 # DEPENDENCYPART_SIBL
(8,2),(8,18),0.000717415 # DEPENDENCYPART_SIBL
(8,2),(8,20),-0.0248368 # DEPENDENCYPART_SIBL
(8,4),(8,5),0.028686 # DEPENDENCYPART_SIBL
(8,4),(8,6),0.0224278 # DEPENDENCYPART_SIBL
(8,4),(8,7),0.0688453 # DEPENDENCYPART_SIBL
(8,4),(8,9),0.00124149 # DEPENDENCYPART_SIBL
(8,4),(8,11),-0.00420859 # DEPENDENCYPART_SIBL
(8,4),(8,12),-0.0107177 # DEPENDENCYPART_SIBL
(8,4),(8,14),0.0029877 # DEPENDENCYPART_SIBL
(8,4),(8,15),0.0887008 # DEPENDENCYPART_SIBL
(8,4),(8,18),0.00808986 # DEPENDENCYPART_SIBL
(8,4),(8,20),0.00380989 # DEPENDENCYPART_SIBL
(8,5),(8,6),0.0476043 # DEPENDENCYPART_SIBL
(8,5),(8,7),0.19901 # DEPENDENCYPART_SIBL
(8,5),(8,9),0.0290414 # DEPENDENCYPART_SIBL
(8,5),(8,11),0.0332684 # DEPENDENCYPART_SIBL
(8,5),(8,12),0.0144625 # DEPENDENCYPART_SIBL
(8,5),(8,14),0.00862582 # DEPENDENCYPART_SIBL
(8,5),(8,15),0.140643 # DEPENDENCYPART_SIBL
(8,5),(8,18),0.0803179 # DEPENDENCYPART_SIBL
(8,5),(8,20),-0.00029223 # DEPENDENCYPART_SIBL
(8,6),(8,7),0.209419 # DEPENDENCYPART_SIBL
(8,6),(8,9),-0.00823911 # DEPENDENCYPART_SIBL
(8,6),(8,11),-0.00910809 # DEPENDENCYPART_SIBL
(8,6),(8,12),-0.025795 # DEPENDENCYPART_SIBL
(8,6),(8,14),0.02006 # DEPENDENCYPART_SIBL
(8,6),(8,15),0.0674096 # DEPENDENCYPART_SIBL
(8,6),(8,18),0.00128687 # DEPENDENCYPART_SIBL
(8,6),(8,20),-0.0235634 # DEPENDENCYPART_SIBL
(8,7),(8,9),-0.112292 # DEPENDENCYPART_SIBL
(8,7),(8,11),0.0632339 # DEPENDENCYPART_SIBL
(8,7),(8,12),-0.0177182 # DEPENDENCYPART_SIBL
(8,7),(8,14),0.0218634 # DEPENDENCYPART_SIBL
(8,7),(8,15),0.411107 # DEPENDENCYPART_SIBL
(8,7),(8,18),0.0228504 # DEPENDENCYPART_SIBL
(8,7),(8,20),0.0321333 # DEPENDENCYPART_SIBL
(8,9),(8,11),0.0481363 # DEPENDENCYPART_SIBL
(8,9),(8,12),0.00396083 # DEPENDENCYPART_SIBL
(8,9),(8,14),0.0975608 # DEPENDENCYPART_SIBL
(8,9),(8,15),0.0807287 # DEPENDENCYPART_SIBL
(8,9),(8,18),0.0166318 # DEPENDENCYPART_SIBL
(8,9),(8,20),0.0337106 # DEPENDENCYPART_SIBL
(8,11),(8,12),0.00895512 # DEPENDENCYPART_SIBL
(8,11),(8,14),0.0478303 # DEPENDENCYPART_SIBL
(8,11),(8,15),0.0580063 # DEPENDENCYPART_SIBL
(8,11),(8,18),-0.0188555 # DEPENDENCYPART_SIBL
(8,11),(8,20),0.0348785 # DEPENDENCYPART_SIBL
(8,12),(8,14),0.0640575 # DEPENDENCYPART_SIBL
(8,12),(8,15),0.0241216 # DEPENDENCYPART_SIBL
(8,12),(8,18),0.00120464 # DEPENDENCYPART_SIBL
(8,12),(8,20),-0.0251784 # DEPENDENCYPART_SIBL
(8,14),(8,15),0.0255496 # DEPENDENCYPART_SIBL
(8,14),(8,18),-0.0315726 # DEPENDENCYPART_SIBL
(8,14),(8,20),-0.00855715 # DEPENDENCYPART_SIBL
(8,15),(8,18),0.0191709 # DEPENDENCYPART_SIBL
(8,15),(8,20),-0.0131777 # DEPENDENCYPART_SIBL
(8,18),(8,20),-0.0140126 # DEPENDENCYPART_SIBL
(9,4),(9,6),0.103506 # DEPENDENCYPART_SIBL
(9,4),(9,7),-0.028277 # DEPENDENCYPART_SIBL
(9,4),(9,8),0.0196345 # DEPENDENCYPART_SIBL
(9,4),(9,10),0.114037 # DEPENDENCYPART_SIBL
(9,4),(9,11),-0.0595897 # DEPENDENCYPART_SIBL
(9,4),(9,12),-0.026183 # DEPENDENCYPART_SIBL
(9,4),(9,13),0.00601983 # DEPENDENCYPART_SIBL
(9,4),(9,14),-0.0816604 # DEPENDENCYPART_SIBL
(9,4),(9,18),-0.0148025 # DEPENDENCYPART_SIBL
(9,4),(9,20),-0.00676685 # DEPENDENCYPART_SIBL
(9,6),(9,7),0.0121849 # DEPENDENCYPART_SIBL
(9,6),(9,8),-0.00812646 # DEPENDENCYPART_SIBL
(9,6),(9,10),0.112782 # DEPENDENCYPART_SIBL
(9,6),(9,11),-0.0435988 # DEPENDENCYPART_SIBL
(9,6),(9,12),-0.0339762 # DEPENDENCYPART_SIBL
(9,6),(9,13),-0.00590357 # DEPENDENCYPART_SIBL
(9,6),(9,14),-0.0623895 # DEPENDENCYPART_SIBL
(9,6),(9,18),-0.0180224 # DEPENDENCYPART_SIBL
(9,6),(9,20),-0.0235248 # DEPENDENCYPART_SIBL
(9,7),(9,8),-0.0314227 # DEPENDENCYPART_SIBL
(9,7),(9,10),0.167273 # DEPENDENCYPART_SIBL
(9,7),(9,11),0.0913596 # DEPENDENCYPART_SIBL
(9,7),(9,12),0.0372354 # DEPENDENCYPART_SIBL
(9,7),(9,13),0.128044 # DEPENDENCYPART_SIBL
(9,7),(9,14),0.0208266 # DEPENDENCYPART_SIBL
(9,7),(9,18),0.0426131 # DEPENDENCYPART_SIBL
(9,7),(9,20),0.0977737 # DEPENDENCYPART_SIBL
(9,8),(9,10),0.175116 # DEPENDENCYPART_SIBL
(9,8),(9,11),-0.0289853 # DEPENDENCYPART_SIBL
(9,8),(9,12),-0.0176024 # DEPENDENCYPART_SIBL
(9,8),(9,13),0.00838313 # DEPENDENCYPART_SIBL
(9,8),(9,14),-0.11123 # DEPENDENCYPART_SIBL
(9,8),(9,18),0.0745776 # DEPENDENCYPART_SIBL
(9,8),(9,20),-0.0273539 # DEPENDENCYPART_SIBL
(9,10),(9,11),-0.0167824 # DEPENDENCYPART_SIBL
(9,10),(9,12),0.0072426 # DEPENDENCYPART_SIBL
(9,10),(9,13),-0.0266158 # DEPENDENCYPART_SIBL
(9,10),(9,14),-0.0544413 # DEPENDENCYPART_SIBL
(9,10),(9,18),-0.0579723 # DEPENDENCYPART_SIBL
(9,10),(9,20),-0.000409944 # DEPENDENCYPART_SIBL
(9,11),(9,12),0.0110608 # DEPENDENCYPART_SIBL
(9,11),(9,13),-0.020109 # DEPENDENCYPART_SIBL
(9,11),(9,14),-0.0425985 # DEPENDENCYPART_SIBL
(9,11),(9,18),-0.0705139 # DEPENDENCYPART_SIBL
(9,11),(9,20),0.0503719 # DEPENDENCYPART_SIBL
(9,12),(9,13),-0.00859903 # DEPENDENCYPART_SIBL
(9,12),(9,14),-0.00119696 # DEPENDENCYPART_SIBL
(9,12),(9,18),-0.0420522 # DEPENDENCYPART_SIBL
(9,12),(9,20),-0.00692405 # DEPENDENCYPART_SIBL
(9,13),(9,14),0.00260432 # DEPENDENCYPART_SIBL
(9,13),(9,18),-0.0428946 # DEPENDENCYPART_SIBL
(9,13),(9,20),0.0560165 # DEPENDENCYPART_SIBL
(9,14),(9,18),-0.147204 # DEPENDENCYPART_SIBL
(9,14),(9,20),-0.027046 # DEPENDENCYPART_SIBL
(9,18),(9,20),0.00798534 # DEPENDENCYPART_SIBL
(11,2),(11,3),-0.00757313 # DEPENDENCYPART_SIBL
(11,2),(11,4),-0.0274427 # DEPENDENCYPART_SIBL
(11,2),(11,5),-0.0278433 # DEPENDENCYPART_SIBL
(11,2),(11,6),-0.0854547 # DEPENDENCYPART_SIBL
(11,2),(11,7),0.00706221 # DEPENDENCYPART_SIBL
(11,2),(11,8),-0.0317208 # DEPENDENCYPART_SIBL
(11,2),(11,9),-0.0127012 # DEPENDENCYPART_SIBL
(11,2),(11,10),-0.105225 # DEPENDENCYPART_SIBL
(11,2),(11,12),0.00838655 # DEPENDENCYPART_SIBL
(11,2),(11,13),0.131887 # DEPENDENCYPART_SIBL
(11,2),(11,14),0.0172841 # DEPENDENCYPART_SIBL
(11,2),(11,15),0.0199621 # DEPENDENCYPART_SIBL
(11,2),(11,16),0.0422438 # DEPENDENCYPART_SIBL
(11,2),(11,17),0.00429125 # DEPENDENCYPART_SIBL
(11,2),(11,18),0.0329532 # DEPENDENCYPART_SIBL
(11,2),(11,19),0.017038 # DEPENDENCYPART_SIBL
(11,2),(11,20),0.0691284 # DEPENDENCYPART_SIBL
(11,3),(11,4),-0.0304047 # DEPENDENCYPART_SIBL
(11,3),(11,5),-0.0216447 # DEPENDENCYPART_SIBL
(11,3),(11,6),0.00853611 # DEPENDENCYPART_SIBL
(11,3),(11,7),0.0458902 # DEPENDENCYPART_SIBL
(11,3),(11,8),-0.0224525 # DEPENDENCYPART_SIBL
(11,3),(11,9),-0.0316354 # DEPENDENCYPART_SIBL
(11,3),(11,10),-0.0525737 # DEPENDENCYPART_SIBL
(11,3),(11,12),-0.0223754 # DEPENDENCYPART_SIBL
(11,3),(11,13),0.022244 # DEPENDENCYPART_SIBL
(11,3),(11,14),0.00253117 # DEPENDENCYPART_SIBL
(11,3),(11,15),-0.0652759 # DEPENDENCYPART_SIBL
(11,3),(11,16),-0.000825279 # DEPENDENCYPART_SIBL
(11,3),(11,17),0.000903137 # DEPENDENCYPART_SIBL
(11,3),(11,18),-0.0174041 # DEPENDENCYPART_SIBL
(11,3),(11,19),0.00249354 # DEPENDENCYPART_SIBL
(11,3),(11,20),0.0489725 # DEPENDENCYPART_SIBL
(11,4),(11,5),0.00646184 # DEPENDENCYPART_SIBL
(11,4),(11,6),0.0316551 # DEPENDENCYPART_SIBL
(11,4),(11,7),0.0466435 # DEPENDENCYPART_SIBL
(11,4),(11,8),0.00921878 # DEPENDENCYPART_SIBL
(11,4),(11,9),-0.0481959 # DEPENDENCYPART_SIBL
(11,4),(11,10),-0.0685995 # DEPENDENCYPART_SIBL
(11,4),(11,12),-0.0513616 # DEPENDENCYPART_SIBL
(11,4),(11,13),0.00525641 # DEPENDENCYPART_SIBL
(11,4),(11,14),0.0138617 # DEPENDENCYPART_SIBL
(11,4),(11,15),-0.0926907 # DEPENDENCYPART_SIBL
(11,4),(11,16),-0.0516304 # DEPENDENCYPART_SIBL
(11,4),(11,17),0.0282982 # DEPENDENCYPART_SIBL
(11,4),(11,18),-0.0049013 # DEPENDENCYPART_SIBL
(11,4),(11,19),0.0138617 # DEPENDENCYPART_SIBL
(11,4),(11,20),0.00790943 # DEPENDENCYPART_SIBL
(11,5),(11,6),0.00893893 # DEPENDENCYPART_SIBL
(11,5),(11,7),0.0358076 # DEPENDENCYPART_SIBL
(11,5),(11,8),-0.0188457 # DEPENDENCYPART_SIBL
(11,5),(11,9),-0.00548054 # DEPENDENCYPART_SIBL
(11,5),(11,10),-0.0629612 # DEPENDENCYPART_SIBL
(11,5),(11,12),-0.00173244 # DEPENDENCYPART_SIBL
(11,5),(11,13),0.052615 # DEPENDENCYPART_SIBL
(11,5),(11,14),0.00305921 # DEPENDENCYPART_SIBL
(11,5),(11,15),-0.0182793 # DEPENDENCYPART_SIBL
(11,5),(11,16),-0.0292959 # DEPENDENCYPART_SIBL
(11,5),(11,17),-0.00548888 # DEPENDENCYPART_SIBL
(11,5),(11,18),0.0437243 # DEPENDENCYPART_SIBL
(11,5),(11,19),0.00304786 # DEPENDENCYPART_SIBL
(11,5),(11,20),0.0318189 # DEPENDENCYPART_SIBL
(11,6),(11,7),0.00706264 # DEPENDENCYPART_SIBL
(11,6),(11,8),-0.0317208 # DEPENDENCYPART_SIBL
(11,6),(11,9),-0.0127012 # DEPENDENCYPART_SIBL
(11,6),(11,10),-0.105225 # DEPENDENCYPART_SIBL
(11,6),(11,12),0.00488583 # DEPENDENCYPART_SIBL
(11,6),(11,13),0.128386 # DEPENDENCYPART_SIBL
(11,6),(11,14),0.0117648 # DEPENDENCYPART_SIBL
(11,6),(11,15),0.0129878 # DEPENDENCYPART_SIBL
(11,6),(11,16),0.0304682 # DEPENDENCYPART_SIBL
(11,6),(11,17),-0.00122801 # DEPENDENCYPART_SIBL
(11,6),(11,18),0.0300219 # DEPENDENCYPART_SIBL
(11,6),(11,19),0.0115187 # DEPENDENCYPART_SIBL
(11,6),(11,20),0.0681746 # DEPENDENCYPART_SIBL
(11,7),(11,8),-0.0266466 # DEPENDENCYPART_SIBL
(11,7),(11,9),-0.026205 # DEPENDENCYPART_SIBL
(11,7),(11,10),-0.123372 # DEPENDENCYPART_SIBL
(11,7),(11,12),-0.0807315 # DEPENDENCYPART_SIBL
(11,7),(11,13),0.0395536 # DEPENDENCYPART_SIBL
(11,7),(11,14),-0.0406458 # DEPENDENCYPART_SIBL
(11,7),(11,15),0.0825121 # DEPENDENCYPART_SIBL
(11,7),(11,16),-0.0290532 # DEPENDENCYPART_SIBL
(11,7),(11,17),-0.0376471 # DEPENDENCYPART_SIBL
(11,7),(11,18),-0.0363924 # DEPENDENCYPART_SIBL
(11,7),(11,19),-0.0417211 # DEPENDENCYPART_SIBL
(11,7),(11,20),0.0423777 # DEPENDENCYPART_SIBL
(11,8),(11,9),-0.00864383 # DEPENDENCYPART_SIBL
(11,8),(11,10),-0.0661303 # DEPENDENCYPART_SIBL
(11,8),(11,12),0.00160263 # DEPENDENCYPART_SIBL
(11,8),(11,13),0.0567065 # DEPENDENCYPART_SIBL
(11,8),(11,14),0.0134069 # DEPENDENCYPART_SIBL
(11,8),(11,15),0.0185294 # DEPENDENCYPART_SIBL
(11,8),(11,16),-0.0171237 # DEPENDENCYPART_SIBL
(11,8),(11,17),0.00485882 # DEPENDENCYPART_SIBL
(11,8),(11,18),0.0653287 # DEPENDENCYPART_SIBL
(11,8),(11,19),0.0133956 # DEPENDENCYPART_SIBL
(11,8),(11,20),0.0306445 # DEPENDENCYPART_SIBL
(11,9),(11,10),-0.0975339 # DEPENDENCYPART_SIBL
(11,9),(11,12),-0.0647159 # DEPENDENCYPART_SIBL
(11,9),(11,13),0.00921832 # DEPENDENCYPART_SIBL
(11,9),(11,14),-0.0215876 # DEPENDENCYPART_SIBL
(11,9),(11,15),-0.129858 # DEPENDENCYPART_SIBL
(11,9),(11,16),-0.0404434 # DEPENDENCYPART_SIBL
(11,9),(11,17),-0.00715126 # DEPENDENCYPART_SIBL
(11,9),(11,18),-0.0255013 # DEPENDENCYPART_SIBL
(11,9),(11,19),-0.0215876 # DEPENDENCYPART_SIBL
(11,9),(11,20),0.0122753 # DEPENDENCYPART_SIBL
(11,10),(11,12),0.0491926 # DEPENDENCYPART_SIBL
(11,10),(11,13),0.0625292 # DEPENDENCYPART_SIBL
(11,10),(11,14),-0.000404366 # DEPENDENCYPART_SIBL
(11,10),(11,15),-0.196886 # DEPENDENCYPART_SIBL
(11,10),(11,16),-0.0235237 # DEPENDENCYPART_SIBL
(11,10),(11,17),-0.00168113 # DEPENDENCYPART_SIBL
(11,10),(11,18),0.0205417 # DEPENDENCYPART_SIBL
(11,10),(11,19),-0.000404366 # DEPENDENCYPART_SIBL
(11,10),(11,20),-0.170596 # DEPENDENCYPART_SIBL
(11,12),(11,13),0.0315328 # DEPENDENCYPART_SIBL
(11,12),(11,14),0.00682606 # DEPENDENCYPART_SIBL
(11,12),(11,15),0.00230305 # DEPENDENCYPART_SIBL
(11,12),(11,16),-0.0130612 # DEPENDENCYPART_SIBL
(11,12),(11,17),0.00657448 # DEPENDENCYPART_SIBL
(11,12),(11,18),-0.0467516 # DEPENDENCYPART_SIBL
(11,12),(11,19),0.00682606 # DEPENDENCYPART_SIBL
(11,12),(11,20),-0.0486482 # DEPENDENCYPART_SIBL
(11,13),(11,14),-0.0096031 # DEPENDENCYPART_SIBL
(11,13),(11,15),-0.00228743 # DEPENDENCYPART_SIBL
(11,13),(11,16),0.0173547 # DEPENDENCYPART_SIBL
(11,13),(11,17),-0.0098533 # DEPENDENCYPART_SIBL
(11,13),(11,18),-0.0395629 # DEPENDENCYPART_SIBL
(11,13),(11,19),-0.00964131 # DEPENDENCYPART_SIBL
(11,13),(11,20),0.0624587 # DEPENDENCYPART_SIBL
(11,14),(11,15),-0.0211977 # DEPENDENCYPART_SIBL
(11,14),(11,16),-0.00175639 # DEPENDENCYPART_SIBL
(11,14),(11,17),-0.0295757 # DEPENDENCYPART_SIBL
(11,14),(11,18),-0.0522095 # DEPENDENCYPART_SIBL
(11,14),(11,19),-0.0294249 # DEPENDENCYPART_SIBL
(11,14),(11,20),0.0178922 # DEPENDENCYPART_SIBL
(11,15),(11,16),0.0404003 # DEPENDENCYPART_SIBL
(11,15),(11,17),-0.0270199 # DEPENDENCYPART_SIBL
(11,15),(11,18),-0.0374218 # DEPENDENCYPART_SIBL
(11,15),(11,19),-0.0268268 # DEPENDENCYPART_SIBL
(11,15),(11,20),0.0202411 # DEPENDENCYPART_SIBL
(11,16),(11,17),-0.0197392 # DEPENDENCYPART_SIBL
(11,16),(11,18),-0.0657715 # DEPENDENCYPART_SIBL
(11,16),(11,19),-0.0194887 # DEPENDENCYPART_SIBL
(11,16),(11,20),0.0438004 # DEPENDENCYPART_SIBL
(11,17),(11,18),-0.0547486 # DEPENDENCYPART_SIBL
(11,17),(11,19),-0.032175 # DEPENDENCYPART_SIBL
(11,17),(11,20),0.00982009 # DEPENDENCYPART_SIBL
(11,18),(11,19),-0.0286468 # DEPENDENCYPART_SIBL
(11,18),(11,20),0.00760676 # DEPENDENCYPART_SIBL
(11,19),(11,20),0.0188779 # DEPENDENCYPART_SIBL
(12,2),(12,4),0.0170736 # DEPENDENCYPART_SIBL
(12,2),(12,6),-0.0304442 # DEPENDENCYPART_SIBL
(12,2),(12,7),0.0871806 # DEPENDENCYPART_SIBL
(12,2),(12,8),0.0193628 # DEPENDENCYPART_SIBL
(12,2),(12,9),0.0270591 # DEPENDENCYPART_SIBL
(12,2),(12,13),0.00581426 # DEPENDENCYPART_SIBL
(12,2),(12,14),0.159874 # DEPENDENCYPART_SIBL
(12,2),(12,15),0.107669 # DEPENDENCYPART_SIBL
(12,2),(12,17),0.154011 # DEPENDENCYPART_SIBL
(12,2),(12,19),0.159628 # DEPENDENCYPART_SIBL
(12,4),(12,6),-0.0227655 # DEPENDENCYPART_SIBL
(12,4),(12,7),-0.0224803 # DEPENDENCYPART_SIBL
(12,4),(12,8),0.00117907 # DEPENDENCYPART_SIBL
(12,4),(12,9),-0.0455739 # DEPENDENCYPART_SIBL
(12,4),(12,13),0.0217445 # DEPENDENCYPART_SIBL
(12,4),(12,14),0.0877878 # DEPENDENCYPART_SIBL
(12,4),(12,15),0.0925298 # DEPENDENCYPART_SIBL
(12,4),(12,17),0.0956405 # DEPENDENCYPART_SIBL
(12,4),(12,19),0.0877878 # DEPENDENCYPART_SIBL
(12,6),(12,7),0.0871811 # DEPENDENCYPART_SIBL
(12,6),(12,8),0.0193628 # DEPENDENCYPART_SIBL
(12,6),(12,9),0.0270591 # DEPENDENCYPART_SIBL
(12,6),(12,13),0.00581426 # DEPENDENCYPART_SIBL
(12,6),(12,14),0.157855 # DEPENDENCYPART_SIBL
(12,6),(12,15),0.104195 # DEPENDENCYPART_SIBL
(12,6),(12,17),0.151992 # DEPENDENCYPART_SIBL
(12,6),(12,19),0.157609 # DEPENDENCYPART_SIBL
(12,7),(12,8),0.0227629 # DEPENDENCYPART_SIBL
(12,7),(12,9),0.0315901 # DEPENDENCYPART_SIBL
(12,7),(12,13),0.0984313 # DEPENDENCYPART_SIBL
(12,7),(12,14),0.227607 # DEPENDENCYPART_SIBL
(12,7),(12,15),0.562883 # DEPENDENCYPART_SIBL
(12,7),(12,17),0.229735 # DEPENDENCYPART_SIBL
(12,7),(12,19),0.226532 # DEPENDENCYPART_SIBL
(12,8),(12,9),0.00401873 # DEPENDENCYPART_SIBL
(12,8),(12,13),0.0349578 # DEPENDENCYPART_SIBL
(12,8),(12,14),0.0661041 # DEPENDENCYPART_SIBL
(12,8),(12,15),0.11525 # DEPENDENCYPART_SIBL
(12,8),(12,17),0.0624646 # DEPENDENCYPART_SIBL
(12,8),(12,19),0.0660928 # DEPENDENCYPART_SIBL
(12,9),(12,13),0.0306297 # DEPENDENCYPART_SIBL
(12,9),(12,14),0.065355 # DEPENDENCYPART_SIBL
(12,9),(12,15),0.0772638 # DEPENDENCYPART_SIBL
(12,9),(12,17),0.0732076 # DEPENDENCYPART_SIBL
(12,9),(12,19),0.065355 # DEPENDENCYPART_SIBL
(12,13),(12,14),0.0280538 # DEPENDENCYPART_SIBL
(12,13),(12,15),-0.000496611 # DEPENDENCYPART_SIBL
(12,13),(12,17),0.028053 # DEPENDENCYPART_SIBL
