# _root_ Bear Stearns is the holding company for Bear , Stearns & Co. , the investment banking and brokerage firm .
#goldHeads=2,3,0,6,6,3,6,7,8,8,10,11,8,16,16,8,16,19,17,3,
#predictedHeads=2,3,0,6,6,3,6,7,8,8,10,11,8,16,16,8,16,19,17,3,
(10,19),(19,10),-0.799333 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,19),(19,12),0.0142673 # DEPENDENCYPART_GRANDPAR
(10,19),(19,14),0.611128 # DEPENDENCYPART_GRANDPAR
(10,19),(19,15),0.289122 # DEPENDENCYPART_GRANDPAR
(10,19),(19,16),0.206499 # DEPENDENCYPART_GRANDPAR
(10,19),(19,18),-0.0163482 # DEPENDENCYPART_GRANDPAR
(10,19),(19,20),-0.626425 # DEPENDENCYPART_GRANDPAR
(11,2),(2,1),0.216167 # DEPENDENCYPART_GRANDPAR
(11,2),(2,3),0.0696851 # DEPENDENCYPART_GRANDPAR
(11,2),(2,6),0.157134 # DEPENDENCYPART_GRANDPAR
(11,2),(2,7),0.0519242 # DEPENDENCYPART_GRANDPAR
(11,2),(2,8),0.372752 # DEPENDENCYPART_GRANDPAR
(11,2),(2,9),-0.239092 # DEPENDENCYPART_GRANDPAR
(11,2),(2,11),-1.10538 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,2),(2,13),-0.923283 # DEPENDENCYPART_GRANDPAR
(11,9),(9,10),0.581544 # DEPENDENCYPART_GRANDPAR
(11,10),(10,1),0.216167 # DEPENDENCYPART_GRANDPAR
(11,10),(10,2),0.269578 # DEPENDENCYPART_GRANDPAR
(11,10),(10,6),0.2006 # DEPENDENCYPART_GRANDPAR
(11,10),(10,7),0.0375665 # DEPENDENCYPART_GRANDPAR
(11,10),(10,8),0.41074 # DEPENDENCYPART_GRANDPAR
(11,10),(10,9),-0.0506372 # DEPENDENCYPART_GRANDPAR
(11,10),(10,11),-1.10538 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,10),(10,12),0.306505 # DEPENDENCYPART_GRANDPAR
(11,10),(10,13),-0.923283 # DEPENDENCYPART_GRANDPAR
(11,10),(10,15),-1.09362 # DEPENDENCYPART_GRANDPAR
(11,10),(10,16),-0.982534 # DEPENDENCYPART_GRANDPAR
(11,10),(10,17),-0.282445 # DEPENDENCYPART_GRANDPAR
(11,10),(10,19),-1.12052 # DEPENDENCYPART_GRANDPAR
(11,10),(10,20),-1.43289 # DEPENDENCYPART_GRANDPAR
(11,12),(12,9),-0.938306 # DEPENDENCYPART_GRANDPAR
(11,12),(12,13),0.270398 # DEPENDENCYPART_GRANDPAR
(11,12),(12,15),-0.0590156 # DEPENDENCYPART_GRANDPAR
(11,12),(12,16),0.0673082 # DEPENDENCYPART_GRANDPAR
(11,12),(12,17),1.03297 # DEPENDENCYPART_GRANDPAR
(11,12),(12,19),-0.132022 # DEPENDENCYPART_GRANDPAR
(11,15),(15,14),-0.46716 # DEPENDENCYPART_GRANDPAR
(11,15),(15,16),-0.518547 # DEPENDENCYPART_GRANDPAR
(11,15),(15,17),0.289315 # DEPENDENCYPART_GRANDPAR
(11,15),(15,19),-0.691832 # DEPENDENCYPART_GRANDPAR
(11,16),(16,10),-0.0447392 # DEPENDENCYPART_GRANDPAR
(11,16),(16,12),0.995969 # DEPENDENCYPART_GRANDPAR
(11,16),(16,13),-0.225729 # DEPENDENCYPART_GRANDPAR
(11,16),(16,14),-0.474222 # DEPENDENCYPART_GRANDPAR
(11,16),(16,15),-0.374263 # DEPENDENCYPART_GRANDPAR
(11,16),(16,17),0.289136 # DEPENDENCYPART_GRANDPAR
(11,16),(16,18),-0.660891 # DEPENDENCYPART_GRANDPAR
(11,16),(16,19),-0.683906 # DEPENDENCYPART_GRANDPAR
(11,16),(16,20),-0.779114 # DEPENDENCYPART_GRANDPAR
(11,17),(17,18),-0.48555 # DEPENDENCYPART_GRANDPAR
(11,17),(17,19),-0.432745 # DEPENDENCYPART_GRANDPAR
(11,17),(17,20),-0.756622 # DEPENDENCYPART_GRANDPAR
(11,18),(18,19),-0.654532 # DEPENDENCYPART_GRANDPAR
(11,19),(19,10),-0.04333 # DEPENDENCYPART_GRANDPAR
(11,19),(19,12),0.988404 # DEPENDENCYPART_GRANDPAR
(11,19),(19,14),-0.496221 # DEPENDENCYPART_GRANDPAR
(11,19),(19,15),-0.348772 # DEPENDENCYPART_GRANDPAR
(11,19),(19,16),-0.214284 # DEPENDENCYPART_GRANDPAR
(11,19),(19,18),-0.420348 # DEPENDENCYPART_GRANDPAR
(11,19),(19,20),-0.77384 # DEPENDENCYPART_GRANDPAR
(12,9),(9,10),-1.09463 # DEPENDENCYPART_GRANDPAR
(12,15),(15,14),-0.0668866 # DEPENDENCYPART_GRANDPAR
(12,15),(15,16),-0.0855275 # DEPENDENCYPART_GRANDPAR
(12,15),(15,17),-0.0827444 # DEPENDENCYPART_GRANDPAR
(12,15),(15,19),-0.0745964 # DEPENDENCYPART_GRANDPAR
(12,16),(16,10),-1.65919 # DEPENDENCYPART_GRANDPAR
(12,16),(16,12),-1.31127 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,16),(16,13),-0.556677 # DEPENDENCYPART_GRANDPAR
(12,16),(16,14),-0.0591553 # DEPENDENCYPART_GRANDPAR
(12,16),(16,15),0.0251815 # DEPENDENCYPART_GRANDPAR
(12,16),(16,17),-0.0837855 # DEPENDENCYPART_GRANDPAR
(12,16),(16,18),-0.426583 # DEPENDENCYPART_GRANDPAR
(12,16),(16,19),-0.0594911 # DEPENDENCYPART_GRANDPAR
(12,16),(16,20),-0.522067 # DEPENDENCYPART_GRANDPAR
(12,17),(17,18),-0.438107 # DEPENDENCYPART_GRANDPAR
(12,17),(17,19),0.0222049 # DEPENDENCYPART_GRANDPAR
(12,17),(17,20),-0.781458 # DEPENDENCYPART_GRANDPAR
(12,19),(19,10),-1.65771 # DEPENDENCYPART_GRANDPAR
(12,19),(19,12),-1.2195 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,19),(19,14),0.00116703 # DEPENDENCYPART_GRANDPAR
(12,19),(19,15),0.0970552 # DEPENDENCYPART_GRANDPAR
(12,19),(19,16),0.187999 # DEPENDENCYPART_GRANDPAR
(12,19),(19,18),-0.179246 # DEPENDENCYPART_GRANDPAR
(12,19),(19,20),-0.530736 # DEPENDENCYPART_GRANDPAR
(15,16),(16,10),-1.46547 # DEPENDENCYPART_GRANDPAR
(15,16),(16,12),-1.23229 # DEPENDENCYPART_GRANDPAR
(15,16),(16,13),-1.44262 # DEPENDENCYPART_GRANDPAR
(15,16),(16,14),-1.20822 # DEPENDENCYPART_GRANDPAR
(15,16),(16,15),-1.11288 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,16),(16,17),-0.116402 # DEPENDENCYPART_GRANDPAR
(15,16),(16,18),-0.725707 # DEPENDENCYPART_GRANDPAR
(15,16),(16,19),-0.519218 # DEPENDENCYPART_GRANDPAR
(15,16),(16,20),-0.912041 # DEPENDENCYPART_GRANDPAR
(15,17),(17,18),-0.287584 # DEPENDENCYPART_GRANDPAR
(15,17),(17,19),0.0125559 # DEPENDENCYPART_GRANDPAR
(15,17),(17,20),-1.00729 # DEPENDENCYPART_GRANDPAR
(15,19),(19,10),-1.46628 # DEPENDENCYPART_GRANDPAR
(15,19),(19,12),-1.2331 # DEPENDENCYPART_GRANDPAR
(15,19),(19,14),-1.21049 # DEPENDENCYPART_GRANDPAR
(15,19),(19,15),-1.11443 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,19),(19,16),0.120976 # DEPENDENCYPART_GRANDPAR
(15,19),(19,18),-0.669406 # DEPENDENCYPART_GRANDPAR
(15,19),(19,20),-0.895173 # DEPENDENCYPART_GRANDPAR
(16,10),(10,1),-0.754896 # DEPENDENCYPART_GRANDPAR
(16,10),(10,2),-0.681778 # DEPENDENCYPART_GRANDPAR
(16,10),(10,6),-0.450334 # DEPENDENCYPART_GRANDPAR
(16,10),(10,7),-0.550346 # DEPENDENCYPART_GRANDPAR
(16,10),(10,8),-0.192287 # DEPENDENCYPART_GRANDPAR
(16,10),(10,9),0.0118443 # DEPENDENCYPART_GRANDPAR
(16,10),(10,11),0.138517 # DEPENDENCYPART_GRANDPAR
(16,10),(10,12),-0.0800766 # DEPENDENCYPART_GRANDPAR
(16,10),(10,13),-0.335947 # DEPENDENCYPART_GRANDPAR
(16,10),(10,15),-0.024648 # DEPENDENCYPART_GRANDPAR
(16,10),(10,16),-1.42058 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,10),(10,17),-0.527394 # DEPENDENCYPART_GRANDPAR
(16,10),(10,19),-0.507973 # DEPENDENCYPART_GRANDPAR
(16,10),(10,20),-1.02713 # DEPENDENCYPART_GRANDPAR
(16,12),(12,9),-0.0176448 # DEPENDENCYPART_GRANDPAR
(16,12),(12,13),-0.492749 # DEPENDENCYPART_GRANDPAR
(16,12),(12,15),-0.0657832 # DEPENDENCYPART_GRANDPAR
(16,12),(12,16),-1.42084 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,12),(12,17),-0.527648 # DEPENDENCYPART_GRANDPAR
(16,12),(12,19),-0.508238 # DEPENDENCYPART_GRANDPAR
(16,15),(15,14),-0.489957 # DEPENDENCYPART_GRANDPAR
(16,15),(15,16),-1.51231 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,15),(15,17),-0.637815 # DEPENDENCYPART_GRANDPAR
(16,15),(15,19),-0.59989 # DEPENDENCYPART_GRANDPAR
(16,17),(17,18),-0.0982247 # DEPENDENCYPART_GRANDPAR
(16,17),(17,19),0.618042 # DEPENDENCYPART_GRANDPAR
(16,17),(17,20),-0.722548 # DEPENDENCYPART_GRANDPAR
(16,18),(18,19),0.151705 # DEPENDENCYPART_GRANDPAR
(16,19),(19,10),-1.41435 # DEPENDENCYPART_GRANDPAR
(16,19),(19,12),-0.945809 # DEPENDENCYPART_GRANDPAR
(16,19),(19,14),-1.05441 # DEPENDENCYPART_GRANDPAR
(16,19),(19,15),-0.684555 # DEPENDENCYPART_GRANDPAR
(16,19),(19,16),-0.731803 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,19),(19,18),-0.478256 # DEPENDENCYPART_GRANDPAR
(16,19),(19,20),-0.569083 # DEPENDENCYPART_GRANDPAR
(17,18),(18,19),1.02351 # DEPENDENCYPART_GRANDPAR
(17,19),(19,10),-0.72547 # DEPENDENCYPART_GRANDPAR
(17,19),(19,12),-0.547703 # DEPENDENCYPART_GRANDPAR
(17,19),(19,14),-1.22022 # DEPENDENCYPART_GRANDPAR
(17,19),(19,15),-0.744301 # DEPENDENCYPART_GRANDPAR
(17,19),(19,16),-0.812301 # DEPENDENCYPART_GRANDPAR
(17,19),(19,18),1.42906 # DEPENDENCYPART_GRANDPAR
(17,19),(19,20),-0.682057 # DEPENDENCYPART_GRANDPAR
(18,19),(19,10),-2.588 # DEPENDENCYPART_GRANDPAR
(18,19),(19,12),-2.39394 # DEPENDENCYPART_GRANDPAR
(18,19),(19,14),-2.12635 # DEPENDENCYPART_GRANDPAR
(18,19),(19,15),-1.94176 # DEPENDENCYPART_GRANDPAR
(18,19),(19,16),-1.85695 # DEPENDENCYPART_GRANDPAR
(18,19),(19,18),-1.33428 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,19),(19,20),-0.872712 # DEPENDENCYPART_GRANDPAR
(19,10),(10,1),-0.804533 # DEPENDENCYPART_GRANDPAR
(19,10),(10,2),-0.6303 # DEPENDENCYPART_GRANDPAR
(19,10),(10,6),-0.545402 # DEPENDENCYPART_GRANDPAR
(19,10),(10,7),-0.566916 # DEPENDENCYPART_GRANDPAR
(19,10),(10,8),-0.166219 # DEPENDENCYPART_GRANDPAR
(19,10),(10,9),0.872191 # DEPENDENCYPART_GRANDPAR
(19,10),(10,11),0.00901943 # DEPENDENCYPART_GRANDPAR
(19,10),(10,12),-0.22378 # DEPENDENCYPART_GRANDPAR
(19,10),(10,13),0.379138 # DEPENDENCYPART_GRANDPAR
(19,10),(10,15),-0.150917 # DEPENDENCYPART_GRANDPAR
(19,10),(10,16),-0.0597077 # DEPENDENCYPART_GRANDPAR
(19,10),(10,17),-0.108723 # DEPENDENCYPART_GRANDPAR
(19,10),(10,19),-1.60967 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,10),(10,20),-0.969206 # DEPENDENCYPART_GRANDPAR
(19,12),(12,9),0.842652 # DEPENDENCYPART_GRANDPAR
(19,12),(12,13),0.221943 # DEPENDENCYPART_GRANDPAR
(19,12),(12,15),-0.192252 # DEPENDENCYPART_GRANDPAR
(19,12),(12,16),-0.101006 # DEPENDENCYPART_GRANDPAR
(19,12),(12,17),-0.158906 # DEPENDENCYPART_GRANDPAR
(19,12),(12,19),-1.60993 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,15),(15,14),-0.430925 # DEPENDENCYPART_GRANDPAR
(19,15),(15,16),0.0555639 # DEPENDENCYPART_GRANDPAR
(19,15),(15,17),0.0184277 # DEPENDENCYPART_GRANDPAR
(19,15),(15,19),-1.69939 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,16),(16,10),-0.935758 # DEPENDENCYPART_GRANDPAR
(19,16),(16,12),-0.648638 # DEPENDENCYPART_GRANDPAR
(19,16),(16,13),0.233695 # DEPENDENCYPART_GRANDPAR
(19,16),(16,14),-0.467845 # DEPENDENCYPART_GRANDPAR
(19,16),(16,15),-0.157775 # DEPENDENCYPART_GRANDPAR
(19,16),(16,17),-0.00364314 # DEPENDENCYPART_GRANDPAR
(19,16),(16,18),-0.0610683 # DEPENDENCYPART_GRANDPAR
(19,16),(16,19),-1.69948 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,16),(16,20),-1.04755 # DEPENDENCYPART_GRANDPAR
(19,18),(18,19),-1.69927 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
