# _root_ Departing from its newspaper ads featuring prim sketches of a suit or a coat , Brooks Brothers is marketing an updated image in a new campaign that carries the slogan , `` The Surprise of Brooks Brothers . ''
#goldHeads=18,1,5,5,2,5,8,6,8,11,12,9,14,12,18,17,18,0,18,22,22,19,19,26,26,23,28,26,30,28,30,30,34,30,34,37,35,18,18,
#predictedHeads=18,1,5,5,2,5,8,6,8,11,12,9,14,12,18,17,18,0,18,22,22,19,19,26,26,23,28,26,30,28,28,28,34,28,34,37,35,18,18,
(4,6),(4,8),-0.0171088 # DEPENDENCYPART_SIBL
(4,6),(4,9),0.0145873 # DEPENDENCYPART_SIBL
(4,8),(4,9),-0.00703103 # DEPENDENCYPART_SIBL
(5,1),(5,2),0.00274053 # DEPENDENCYPART_SIBL
(5,1),(5,3),0.00279345 # DEPENDENCYPART_SIBL
(5,1),(5,4),0.0535721 # DEPENDENCYPART_SIBL
(5,1),(5,6),-0.00371268 # DEPENDENCYPART_SIBL
(5,1),(5,7),-0.0495274 # DEPENDENCYPART_SIBL
(5,1),(5,8),-0.0135017 # DEPENDENCYPART_SIBL
(5,1),(5,9),0.0183409 # DEPENDENCYPART_SIBL
(5,1),(5,11),-0.0158526 # DEPENDENCYPART_SIBL
(5,1),(5,12),-0.0276395 # DEPENDENCYPART_SIBL
(5,1),(5,14),-0.0135016 # DEPENDENCYPART_SIBL
(5,1),(5,15),-0.00149189 # DEPENDENCYPART_SIBL
(5,1),(5,18),-0.0243618 # DEPENDENCYPART_SIBL
(5,1),(5,31),-0.00149189 # DEPENDENCYPART_SIBL
(5,2),(5,3),-0.0365817 # DEPENDENCYPART_SIBL
(5,2),(5,4),-0.0256159 # DEPENDENCYPART_SIBL
(5,2),(5,6),-0.0104235 # DEPENDENCYPART_SIBL
(5,2),(5,7),-0.0508002 # DEPENDENCYPART_SIBL
(5,2),(5,8),-0.0337285 # DEPENDENCYPART_SIBL
(5,2),(5,9),-0.045458 # DEPENDENCYPART_SIBL
(5,2),(5,11),-0.0345521 # DEPENDENCYPART_SIBL
(5,2),(5,12),-0.0327058 # DEPENDENCYPART_SIBL
(5,2),(5,14),-0.0337283 # DEPENDENCYPART_SIBL
(5,2),(5,15),-0.0231171 # DEPENDENCYPART_SIBL
(5,2),(5,18),-0.0298057 # DEPENDENCYPART_SIBL
(5,2),(5,31),-0.0231171 # DEPENDENCYPART_SIBL
(5,3),(5,4),0.0686786 # DEPENDENCYPART_SIBL
(5,3),(5,6),-0.0293685 # DEPENDENCYPART_SIBL
(5,3),(5,7),-0.034261 # DEPENDENCYPART_SIBL
(5,3),(5,8),0.0450666 # DEPENDENCYPART_SIBL
(5,3),(5,9),0.0184135 # DEPENDENCYPART_SIBL
(5,3),(5,11),0.037612 # DEPENDENCYPART_SIBL
(5,3),(5,12),-0.0347579 # DEPENDENCYPART_SIBL
(5,3),(5,14),0.0450667 # DEPENDENCYPART_SIBL
(5,3),(5,15),0.177488 # DEPENDENCYPART_SIBL
(5,3),(5,18),-0.0168053 # DEPENDENCYPART_SIBL
(5,3),(5,31),0.177488 # DEPENDENCYPART_SIBL
(5,4),(5,6),0.016109 # DEPENDENCYPART_SIBL
(5,4),(5,7),0.00865179 # DEPENDENCYPART_SIBL
(5,4),(5,8),0.03102 # DEPENDENCYPART_SIBL
(5,4),(5,9),0.0573272 # DEPENDENCYPART_SIBL
(5,4),(5,11),0.0270702 # DEPENDENCYPART_SIBL
(5,4),(5,12),-0.0358961 # DEPENDENCYPART_SIBL
(5,4),(5,14),0.0310211 # DEPENDENCYPART_SIBL
(5,4),(5,15),0.0797364 # DEPENDENCYPART_SIBL
(5,4),(5,18),0.0368831 # DEPENDENCYPART_SIBL
(5,4),(5,31),0.0797364 # DEPENDENCYPART_SIBL
(5,6),(5,7),-0.000539768 # DEPENDENCYPART_SIBL
(5,6),(5,8),-0.0153675 # DEPENDENCYPART_SIBL
(5,6),(5,9),0.0164797 # DEPENDENCYPART_SIBL
(5,6),(5,11),-0.0161518 # DEPENDENCYPART_SIBL
(5,6),(5,12),-0.0375725 # DEPENDENCYPART_SIBL
(5,6),(5,14),-0.0153673 # DEPENDENCYPART_SIBL
(5,6),(5,15),0.0317082 # DEPENDENCYPART_SIBL
(5,6),(5,18),-0.0176936 # DEPENDENCYPART_SIBL
(5,6),(5,31),0.0317082 # DEPENDENCYPART_SIBL
(5,7),(5,8),-0.0108034 # DEPENDENCYPART_SIBL
(5,7),(5,9),0.0082733 # DEPENDENCYPART_SIBL
(5,7),(5,11),-0.0110687 # DEPENDENCYPART_SIBL
(5,7),(5,12),-0.0254959 # DEPENDENCYPART_SIBL
(5,7),(5,14),-0.0108032 # DEPENDENCYPART_SIBL
(5,7),(5,15),0.0238137 # DEPENDENCYPART_SIBL
(5,7),(5,18),-0.0134791 # DEPENDENCYPART_SIBL
(5,7),(5,31),0.0238137 # DEPENDENCYPART_SIBL
(5,8),(5,9),-0.00697263 # DEPENDENCYPART_SIBL
(5,8),(5,11),-0.0129784 # DEPENDENCYPART_SIBL
(5,8),(5,12),-0.0304369 # DEPENDENCYPART_SIBL
(5,8),(5,14),-0.0116946 # DEPENDENCYPART_SIBL
(5,8),(5,15),0.0228438 # DEPENDENCYPART_SIBL
(5,8),(5,18),-0.0292455 # DEPENDENCYPART_SIBL
(5,8),(5,31),0.0228438 # DEPENDENCYPART_SIBL
(5,9),(5,11),0.00256975 # DEPENDENCYPART_SIBL
(5,9),(5,12),-0.0699844 # DEPENDENCYPART_SIBL
(5,9),(5,14),0.00302078 # DEPENDENCYPART_SIBL
(5,9),(5,15),0.0289954 # DEPENDENCYPART_SIBL
(5,9),(5,18),-0.0406381 # DEPENDENCYPART_SIBL
(5,9),(5,31),0.0289954 # DEPENDENCYPART_SIBL
(5,11),(5,12),-0.031595 # DEPENDENCYPART_SIBL
(5,11),(5,14),-0.012742 # DEPENDENCYPART_SIBL
(5,11),(5,15),0.0384 # DEPENDENCYPART_SIBL
(5,11),(5,18),-0.0283955 # DEPENDENCYPART_SIBL
(5,11),(5,31),0.0384 # DEPENDENCYPART_SIBL
(5,12),(5,14),-0.0293772 # DEPENDENCYPART_SIBL
(5,12),(5,15),0.0276782 # DEPENDENCYPART_SIBL
(5,12),(5,18),-0.0181975 # DEPENDENCYPART_SIBL
(5,12),(5,31),0.0276782 # DEPENDENCYPART_SIBL
(5,14),(5,15),0.022844 # DEPENDENCYPART_SIBL
(5,14),(5,18),-0.0292454 # DEPENDENCYPART_SIBL
(5,14),(5,31),0.022844 # DEPENDENCYPART_SIBL
(5,15),(5,18),0.0446432 # DEPENDENCYPART_SIBL
(5,15),(5,31),0.057083 # DEPENDENCYPART_SIBL
(5,18),(5,31),0.0347783 # DEPENDENCYPART_SIBL
(6,2),(6,4),-0.0646481 # DEPENDENCYPART_SIBL
(6,2),(6,5),-0.0426981 # DEPENDENCYPART_SIBL
(6,2),(6,7),-0.0446043 # DEPENDENCYPART_SIBL
(6,2),(6,8),-0.0504145 # DEPENDENCYPART_SIBL
(6,2),(6,9),-0.0896064 # DEPENDENCYPART_SIBL
(6,2),(6,10),-0.093176 # DEPENDENCYPART_SIBL
(6,2),(6,11),-0.0446401 # DEPENDENCYPART_SIBL
(6,2),(6,12),-0.0135941 # DEPENDENCYPART_SIBL
(6,2),(6,14),-0.0505771 # DEPENDENCYPART_SIBL
(6,2),(6,15),-0.113468 # DEPENDENCYPART_SIBL
(6,2),(6,18),-0.0781737 # DEPENDENCYPART_SIBL
(6,2),(6,19),-0.0518912 # DEPENDENCYPART_SIBL
(6,2),(6,21),-0.0490966 # DEPENDENCYPART_SIBL
(6,2),(6,23),-0.0571336 # DEPENDENCYPART_SIBL
(6,2),(6,38),-0.058973 # DEPENDENCYPART_SIBL
(6,2),(6,39),-0.0681639 # DEPENDENCYPART_SIBL
(6,4),(6,5),-0.0913825 # DEPENDENCYPART_SIBL
(6,4),(6,7),-0.0173165 # DEPENDENCYPART_SIBL
(6,4),(6,8),-0.0331425 # DEPENDENCYPART_SIBL
(6,4),(6,9),-0.0150492 # DEPENDENCYPART_SIBL
(6,4),(6,10),-0.11167 # DEPENDENCYPART_SIBL
(6,4),(6,11),-0.0328814 # DEPENDENCYPART_SIBL
(6,4),(6,12),-0.014417 # DEPENDENCYPART_SIBL
(6,4),(6,14),-0.0333036 # DEPENDENCYPART_SIBL
(6,4),(6,15),-0.0110642 # DEPENDENCYPART_SIBL
(6,4),(6,18),-0.0279188 # DEPENDENCYPART_SIBL
(6,4),(6,19),-0.00814355 # DEPENDENCYPART_SIBL
(6,4),(6,21),-0.0173524 # DEPENDENCYPART_SIBL
(6,4),(6,23),-0.0260592 # DEPENDENCYPART_SIBL
(6,4),(6,38),0.00398202 # DEPENDENCYPART_SIBL
(6,4),(6,39),-0.00366208 # DEPENDENCYPART_SIBL
(6,5),(6,7),-0.0171084 # DEPENDENCYPART_SIBL
(6,5),(6,8),-0.0325971 # DEPENDENCYPART_SIBL
(6,5),(6,9),-0.0163935 # DEPENDENCYPART_SIBL
(6,5),(6,10),-0.110262 # DEPENDENCYPART_SIBL
(6,5),(6,11),-0.032336 # DEPENDENCYPART_SIBL
(6,5),(6,12),-0.014066 # DEPENDENCYPART_SIBL
(6,5),(6,14),-0.0327582 # DEPENDENCYPART_SIBL
(6,5),(6,15),-0.00820034 # DEPENDENCYPART_SIBL
(6,5),(6,18),-0.0152164 # DEPENDENCYPART_SIBL
(6,5),(6,19),0.0045588 # DEPENDENCYPART_SIBL
(6,5),(6,21),-0.00465003 # DEPENDENCYPART_SIBL
(6,5),(6,23),-0.033062 # DEPENDENCYPART_SIBL
(6,5),(6,38),0.00902293 # DEPENDENCYPART_SIBL
(6,5),(6,39),-0.0112552 # DEPENDENCYPART_SIBL
(6,7),(6,8),-0.0206313 # DEPENDENCYPART_SIBL
(6,7),(6,9),0.00813346 # DEPENDENCYPART_SIBL
(6,7),(6,10),-0.0100634 # DEPENDENCYPART_SIBL
(6,7),(6,11),-0.0224175 # DEPENDENCYPART_SIBL
(6,7),(6,12),-0.0281833 # DEPENDENCYPART_SIBL
(6,7),(6,14),-0.0206313 # DEPENDENCYPART_SIBL
(6,7),(6,15),0.0208449 # DEPENDENCYPART_SIBL
(6,7),(6,18),-0.0224334 # DEPENDENCYPART_SIBL
(6,7),(6,19),-0.00206031 # DEPENDENCYPART_SIBL
(6,7),(6,21),-0.00285711 # DEPENDENCYPART_SIBL
(6,7),(6,23),0.019723 # DEPENDENCYPART_SIBL
(6,7),(6,38),-0.0100127 # DEPENDENCYPART_SIBL
(6,7),(6,39),-0.0248997 # DEPENDENCYPART_SIBL
(6,8),(6,9),-0.00956656 # DEPENDENCYPART_SIBL
(6,8),(6,10),-0.0127717 # DEPENDENCYPART_SIBL
(6,8),(6,11),-0.029973 # DEPENDENCYPART_SIBL
(6,8),(6,12),-0.0384077 # DEPENDENCYPART_SIBL
(6,8),(6,14),-0.0263502 # DEPENDENCYPART_SIBL
(6,8),(6,15),0.00723184 # DEPENDENCYPART_SIBL
(6,8),(6,18),-0.0167532 # DEPENDENCYPART_SIBL
(6,8),(6,19),-0.0175511 # DEPENDENCYPART_SIBL
(6,8),(6,21),-0.0140359 # DEPENDENCYPART_SIBL
(6,8),(6,23),0.0163371 # DEPENDENCYPART_SIBL
(6,8),(6,38),-0.00866041 # DEPENDENCYPART_SIBL
(6,8),(6,39),-0.0146209 # DEPENDENCYPART_SIBL
(6,9),(6,10),-0.0793895 # DEPENDENCYPART_SIBL
(6,9),(6,11),-0.0305259 # DEPENDENCYPART_SIBL
(6,9),(6,12),-0.0809314 # DEPENDENCYPART_SIBL
(6,9),(6,14),-0.0283698 # DEPENDENCYPART_SIBL
(6,9),(6,15),-0.0270154 # DEPENDENCYPART_SIBL
(6,9),(6,18),-0.0686389 # DEPENDENCYPART_SIBL
(6,9),(6,19),-0.0582397 # DEPENDENCYPART_SIBL
(6,9),(6,21),-0.0591466 # DEPENDENCYPART_SIBL
(6,9),(6,23),-0.106594 # DEPENDENCYPART_SIBL
(6,9),(6,38),-0.0396799 # DEPENDENCYPART_SIBL
(6,9),(6,39),-0.0986996 # DEPENDENCYPART_SIBL
(6,10),(6,11),-0.0309539 # DEPENDENCYPART_SIBL
(6,10),(6,12),-0.0451977 # DEPENDENCYPART_SIBL
(6,10),(6,14),-0.0291655 # DEPENDENCYPART_SIBL
(6,10),(6,15),-0.0443109 # DEPENDENCYPART_SIBL
(6,10),(6,18),-0.0431531 # DEPENDENCYPART_SIBL
(6,10),(6,19),-0.0332849 # DEPENDENCYPART_SIBL
(6,10),(6,21),-0.0324324 # DEPENDENCYPART_SIBL
(6,10),(6,23),-0.0638118 # DEPENDENCYPART_SIBL
(6,10),(6,38),-0.0345849 # DEPENDENCYPART_SIBL
(6,10),(6,39),-0.0262749 # DEPENDENCYPART_SIBL
(6,11),(6,12),-0.0206018 # DEPENDENCYPART_SIBL
(6,11),(6,14),-0.00815598 # DEPENDENCYPART_SIBL
(6,11),(6,15),0.0488086 # DEPENDENCYPART_SIBL
(6,11),(6,18),0.00507002 # DEPENDENCYPART_SIBL
(6,11),(6,19),0.00436576 # DEPENDENCYPART_SIBL
(6,11),(6,21),0.007881 # DEPENDENCYPART_SIBL
(6,11),(6,23),0.0682505 # DEPENDENCYPART_SIBL
(6,11),(6,38),0.026008 # DEPENDENCYPART_SIBL
(6,11),(6,39),-0.000534383 # DEPENDENCYPART_SIBL
(6,12),(6,14),-0.015077 # DEPENDENCYPART_SIBL
(6,12),(6,15),0.00311944 # DEPENDENCYPART_SIBL
(6,12),(6,18),-0.00112928 # DEPENDENCYPART_SIBL
(6,12),(6,19),0.0123693 # DEPENDENCYPART_SIBL
(6,12),(6,21),0.013415 # DEPENDENCYPART_SIBL
(6,12),(6,23),0.0410429 # DEPENDENCYPART_SIBL
(6,12),(6,38),0.00830926 # DEPENDENCYPART_SIBL
(6,12),(6,39),0.000848221 # DEPENDENCYPART_SIBL
(6,14),(6,15),0.00608186 # DEPENDENCYPART_SIBL
(6,14),(6,18),-0.0179032 # DEPENDENCYPART_SIBL
(6,14),(6,19),-0.0187011 # DEPENDENCYPART_SIBL
(6,14),(6,21),-0.0151858 # DEPENDENCYPART_SIBL
(6,14),(6,23),0.0119486 # DEPENDENCYPART_SIBL
(6,14),(6,38),-0.00981039 # DEPENDENCYPART_SIBL
(6,14),(6,39),-0.0157709 # DEPENDENCYPART_SIBL
(6,15),(6,18),0.0554238 # DEPENDENCYPART_SIBL
(6,15),(6,19),0.0381304 # DEPENDENCYPART_SIBL
(6,15),(6,21),0.0349605 # DEPENDENCYPART_SIBL
(6,15),(6,23),0.00675087 # DEPENDENCYPART_SIBL
(6,15),(6,38),0.00469624 # DEPENDENCYPART_SIBL
(6,15),(6,39),0.0414721 # DEPENDENCYPART_SIBL
(6,18),(6,19),-0.0227319 # DEPENDENCYPART_SIBL
(6,18),(6,21),-0.021722 # DEPENDENCYPART_SIBL
(6,18),(6,23),-0.0305953 # DEPENDENCYPART_SIBL
(6,18),(6,38),0.0138849 # DEPENDENCYPART_SIBL
(6,18),(6,39),0.0341901 # DEPENDENCYPART_SIBL
(6,19),(6,21),-0.021838 # DEPENDENCYPART_SIBL
(6,19),(6,23),-0.00219295 # DEPENDENCYPART_SIBL
(6,19),(6,38),0.013141 # DEPENDENCYPART_SIBL
(6,19),(6,39),0.0070409 # DEPENDENCYPART_SIBL
(6,21),(6,23),-0.0030936 # DEPENDENCYPART_SIBL
(6,21),(6,38),0.00612258 # DEPENDENCYPART_SIBL
(6,21),(6,39),0.00693648 # DEPENDENCYPART_SIBL
(6,23),(6,38),-0.0236045 # DEPENDENCYPART_SIBL
(6,23),(6,39),-0.0576697 # DEPENDENCYPART_SIBL
(6,38),(6,39),0.126597 # DEPENDENCYPART_SIBL
(7,2),(7,4),-0.0212967 # DEPENDENCYPART_SIBL
(7,2),(7,5),-0.0167612 # DEPENDENCYPART_SIBL
(7,2),(7,8),-0.0223367 # DEPENDENCYPART_SIBL
(7,2),(7,9),-0.0174071 # DEPENDENCYPART_SIBL
(7,2),(7,11),-0.0213999 # DEPENDENCYPART_SIBL
(7,4),(7,5),0.0116799 # DEPENDENCYPART_SIBL
(7,4),(7,8),0.0173835 # DEPENDENCYPART_SIBL
(7,4),(7,9),-0.0116872 # DEPENDENCYPART_SIBL
(7,4),(7,11),0.0152628 # DEPENDENCYPART_SIBL
(7,5),(7,8),0.0167814 # DEPENDENCYPART_SIBL
(7,5),(7,9),-0.0120051 # DEPENDENCYPART_SIBL
(7,5),(7,11),0.0146607 # DEPENDENCYPART_SIBL
(7,8),(7,9),-0.00560274 # DEPENDENCYPART_SIBL
(7,8),(7,11),0.0150134 # DEPENDENCYPART_SIBL
(7,9),(7,11),0.0973907 # DEPENDENCYPART_SIBL
(8,1),(8,2),-0.000745276 # DEPENDENCYPART_SIBL
(8,1),(8,3),0.00535339 # DEPENDENCYPART_SIBL
(8,1),(8,4),0.04881 # DEPENDENCYPART_SIBL
(8,1),(8,5),0.0408431 # DEPENDENCYPART_SIBL
(8,1),(8,6),0.0277102 # DEPENDENCYPART_SIBL
(8,1),(8,7),0.0157238 # DEPENDENCYPART_SIBL
(8,1),(8,9),0.0127275 # DEPENDENCYPART_SIBL
(8,1),(8,10),-0.07194 # DEPENDENCYPART_SIBL
(8,1),(8,11),-0.0160328 # DEPENDENCYPART_SIBL
(8,1),(8,12),-0.0276389 # DEPENDENCYPART_SIBL
(8,1),(8,13),-0.07194 # DEPENDENCYPART_SIBL
(8,1),(8,14),-0.0136818 # DEPENDENCYPART_SIBL
(8,1),(8,15),-0.0122097 # DEPENDENCYPART_SIBL
(8,1),(8,16),-0.0136828 # DEPENDENCYPART_SIBL
(8,1),(8,18),-0.0345541 # DEPENDENCYPART_SIBL
(8,1),(8,19),-0.017804 # DEPENDENCYPART_SIBL
(8,1),(8,20),-0.0674557 # DEPENDENCYPART_SIBL
(8,1),(8,21),-0.0189661 # DEPENDENCYPART_SIBL
(8,1),(8,23),0.0324102 # DEPENDENCYPART_SIBL
(8,1),(8,28),-0.0194131 # DEPENDENCYPART_SIBL
(8,1),(8,31),-0.0122097 # DEPENDENCYPART_SIBL
(8,1),(8,38),0.0497765 # DEPENDENCYPART_SIBL
(8,2),(8,3),-0.027905 # DEPENDENCYPART_SIBL
(8,2),(8,4),-0.0257036 # DEPENDENCYPART_SIBL
(8,2),(8,5),-0.0281663 # DEPENDENCYPART_SIBL
(8,2),(8,6),-0.022771 # DEPENDENCYPART_SIBL
(8,2),(8,7),-0.026767 # DEPENDENCYPART_SIBL
(8,2),(8,9),-0.0497965 # DEPENDENCYPART_SIBL
(8,2),(8,10),-0.0448977 # DEPENDENCYPART_SIBL
(8,2),(8,11),-0.0334571 # DEPENDENCYPART_SIBL
(8,2),(8,12),-0.0314302 # DEPENDENCYPART_SIBL
(8,2),(8,13),-0.0448977 # DEPENDENCYPART_SIBL
(8,2),(8,14),-0.0326333 # DEPENDENCYPART_SIBL
(8,2),(8,15),-0.0310935 # DEPENDENCYPART_SIBL
(8,2),(8,16),-0.0326343 # DEPENDENCYPART_SIBL
(8,2),(8,18),-0.0383339 # DEPENDENCYPART_SIBL
(8,2),(8,19),-0.0230378 # DEPENDENCYPART_SIBL
(8,2),(8,20),-0.0420961 # DEPENDENCYPART_SIBL
(8,2),(8,21),-0.0244461 # DEPENDENCYPART_SIBL
(8,2),(8,23),-0.0381469 # DEPENDENCYPART_SIBL
(8,2),(8,28),-0.0251638 # DEPENDENCYPART_SIBL
(8,2),(8,31),-0.0310935 # DEPENDENCYPART_SIBL
(8,2),(8,38),-0.00197384 # DEPENDENCYPART_SIBL
(8,3),(8,4),0.0399521 # DEPENDENCYPART_SIBL
(8,3),(8,5),0.0315013 # DEPENDENCYPART_SIBL
(8,3),(8,6),0.0892323 # DEPENDENCYPART_SIBL
(8,3),(8,7),0.0450532 # DEPENDENCYPART_SIBL
(8,3),(8,9),0.00245785 # DEPENDENCYPART_SIBL
(8,3),(8,10),-0.0502892 # DEPENDENCYPART_SIBL
(8,3),(8,11),0.0270896 # DEPENDENCYPART_SIBL
(8,3),(8,12),-0.0450996 # DEPENDENCYPART_SIBL
(8,3),(8,13),-0.0502892 # DEPENDENCYPART_SIBL
(8,3),(8,14),0.0345442 # DEPENDENCYPART_SIBL
(8,3),(8,15),0.145879 # DEPENDENCYPART_SIBL
(8,3),(8,16),0.0345432 # DEPENDENCYPART_SIBL
(8,3),(8,18),-0.0411109 # DEPENDENCYPART_SIBL
(8,3),(8,19),-0.0537495 # DEPENDENCYPART_SIBL
(8,3),(8,20),-0.0462473 # DEPENDENCYPART_SIBL
(8,3),(8,21),-0.0595705 # DEPENDENCYPART_SIBL
(8,3),(8,23),0.123753 # DEPENDENCYPART_SIBL
(8,3),(8,28),-0.0600166 # DEPENDENCYPART_SIBL
(8,3),(8,31),0.145879 # DEPENDENCYPART_SIBL
(8,3),(8,38),0.00210902 # DEPENDENCYPART_SIBL
(8,4),(8,5),0.012087 # DEPENDENCYPART_SIBL
(8,4),(8,6),0.0266221 # DEPENDENCYPART_SIBL
(8,4),(8,7),0.0196841 # DEPENDENCYPART_SIBL
(8,4),(8,9),0.0393287 # DEPENDENCYPART_SIBL
(8,4),(8,10),-0.0800219 # DEPENDENCYPART_SIBL
(8,4),(8,11),0.0184152 # DEPENDENCYPART_SIBL
(8,4),(8,12),-0.0443751 # DEPENDENCYPART_SIBL
(8,4),(8,13),-0.0800219 # DEPENDENCYPART_SIBL
(8,4),(8,14),0.022366 # DEPENDENCYPART_SIBL
(8,4),(8,15),0.0605673 # DEPENDENCYPART_SIBL
(8,4),(8,16),0.0223615 # DEPENDENCYPART_SIBL
(8,4),(8,18),0.0136053 # DEPENDENCYPART_SIBL
(8,4),(8,19),0.00539079 # DEPENDENCYPART_SIBL
(8,4),(8,20),-0.0878416 # DEPENDENCYPART_SIBL
(8,4),(8,21),-0.0109873 # DEPENDENCYPART_SIBL
(8,4),(8,23),0.00484781 # DEPENDENCYPART_SIBL
(8,4),(8,28),-0.00853843 # DEPENDENCYPART_SIBL
(8,4),(8,31),0.0605673 # DEPENDENCYPART_SIBL
(8,4),(8,38),0.0129878 # DEPENDENCYPART_SIBL
(8,5),(8,6),0.0215465 # DEPENDENCYPART_SIBL
(8,5),(8,7),0.019018 # DEPENDENCYPART_SIBL
(8,5),(8,9),0.0364764 # DEPENDENCYPART_SIBL
(8,5),(8,10),-0.0846782 # DEPENDENCYPART_SIBL
(8,5),(8,11),0.0128515 # DEPENDENCYPART_SIBL
(8,5),(8,12),-0.0494166 # DEPENDENCYPART_SIBL
(8,5),(8,13),-0.0846782 # DEPENDENCYPART_SIBL
(8,5),(8,14),0.0168023 # DEPENDENCYPART_SIBL
(8,5),(8,15),0.052268 # DEPENDENCYPART_SIBL
(8,5),(8,16),0.0167978 # DEPENDENCYPART_SIBL
(8,5),(8,18),0.00974695 # DEPENDENCYPART_SIBL
(8,5),(8,19),0.00153248 # DEPENDENCYPART_SIBL
(8,5),(8,20),-0.092498 # DEPENDENCYPART_SIBL
(8,5),(8,21),-0.0148456 # DEPENDENCYPART_SIBL
(8,5),(8,23),-0.00430088 # DEPENDENCYPART_SIBL
(8,5),(8,28),-0.0123967 # DEPENDENCYPART_SIBL
(8,5),(8,31),0.052268 # DEPENDENCYPART_SIBL
(8,5),(8,38),0.00840971 # DEPENDENCYPART_SIBL
(8,6),(8,7),0.0147566 # DEPENDENCYPART_SIBL
(8,6),(8,9),0.0047555 # DEPENDENCYPART_SIBL
(8,6),(8,10),-0.0745174 # DEPENDENCYPART_SIBL
(8,6),(8,11),-0.0197707 # DEPENDENCYPART_SIBL
(8,6),(8,12),-0.0303504 # DEPENDENCYPART_SIBL
(8,6),(8,13),-0.0745174 # DEPENDENCYPART_SIBL
(8,6),(8,14),-0.0174197 # DEPENDENCYPART_SIBL
(8,6),(8,15),-0.0147884 # DEPENDENCYPART_SIBL
(8,6),(8,16),-0.0174207 # DEPENDENCYPART_SIBL
(8,6),(8,18),-0.0381086 # DEPENDENCYPART_SIBL
(8,6),(8,19),-0.0213585 # DEPENDENCYPART_SIBL
(8,6),(8,20),-0.0700332 # DEPENDENCYPART_SIBL
(8,6),(8,21),-0.0225206 # DEPENDENCYPART_SIBL
(8,6),(8,23),0.0193007 # DEPENDENCYPART_SIBL
(8,6),(8,28),-0.0229676 # DEPENDENCYPART_SIBL
(8,6),(8,31),-0.0147884 # DEPENDENCYPART_SIBL
(8,6),(8,38),0.0444031 # DEPENDENCYPART_SIBL
(8,7),(8,9),-0.0147039 # DEPENDENCYPART_SIBL
(8,7),(8,10),-0.0257596 # DEPENDENCYPART_SIBL
(8,7),(8,11),-0.0102462 # DEPENDENCYPART_SIBL
(8,7),(8,12),0.0283944 # DEPENDENCYPART_SIBL
(8,7),(8,13),-0.0257596 # DEPENDENCYPART_SIBL
(8,7),(8,14),-0.008347 # DEPENDENCYPART_SIBL
(8,7),(8,15),-0.0190931 # DEPENDENCYPART_SIBL
(8,7),(8,16),-0.00834828 # DEPENDENCYPART_SIBL
(8,7),(8,18),-0.0115263 # DEPENDENCYPART_SIBL
(8,7),(8,19),0.0312632 # DEPENDENCYPART_SIBL
(8,7),(8,20),-0.0361197 # DEPENDENCYPART_SIBL
(8,7),(8,21),0.0252794 # DEPENDENCYPART_SIBL
(8,7),(8,23),0.0884848 # DEPENDENCYPART_SIBL
(8,7),(8,28),0.0225732 # DEPENDENCYPART_SIBL
(8,7),(8,31),-0.0190931 # DEPENDENCYPART_SIBL
(8,7),(8,38),-0.02515 # DEPENDENCYPART_SIBL
(8,9),(8,10),-0.0795141 # DEPENDENCYPART_SIBL
(8,9),(8,11),0.00172604 # DEPENDENCYPART_SIBL
(8,9),(8,12),-0.0700539 # DEPENDENCYPART_SIBL
(8,9),(8,13),-0.0795141 # DEPENDENCYPART_SIBL
(8,9),(8,14),0.00217706 # DEPENDENCYPART_SIBL
(8,9),(8,15),0.0216298 # DEPENDENCYPART_SIBL
(8,9),(8,16),0.00217644 # DEPENDENCYPART_SIBL
(8,9),(8,18),-0.0413975 # DEPENDENCYPART_SIBL
(8,9),(8,19),-0.0436692 # DEPENDENCYPART_SIBL
(8,9),(8,20),-0.0670062 # DEPENDENCYPART_SIBL
(8,9),(8,21),-0.0375413 # DEPENDENCYPART_SIBL
(8,9),(8,23),0.0221884 # DEPENDENCYPART_SIBL
(8,9),(8,28),-0.0391345 # DEPENDENCYPART_SIBL
(8,9),(8,31),0.0216298 # DEPENDENCYPART_SIBL
(8,9),(8,38),-0.0120816 # DEPENDENCYPART_SIBL
(8,10),(8,11),-0.00519635 # DEPENDENCYPART_SIBL
(8,10),(8,12),-0.0202075 # DEPENDENCYPART_SIBL
(8,10),(8,13),-0.0255566 # DEPENDENCYPART_SIBL
(8,10),(8,14),-0.00492827 # DEPENDENCYPART_SIBL
(8,10),(8,15),-0.0234619 # DEPENDENCYPART_SIBL
(8,10),(8,16),-0.00492889 # DEPENDENCYPART_SIBL
(8,10),(8,18),-0.0390451 # DEPENDENCYPART_SIBL
(8,10),(8,19),-0.0323597 # DEPENDENCYPART_SIBL
(8,10),(8,20),-0.021047 # DEPENDENCYPART_SIBL
(8,10),(8,21),-0.026772 # DEPENDENCYPART_SIBL
(8,10),(8,23),-0.0532642 # DEPENDENCYPART_SIBL
(8,10),(8,28),-0.0272402 # DEPENDENCYPART_SIBL
(8,10),(8,31),-0.0234619 # DEPENDENCYPART_SIBL
(8,10),(8,38),-0.00188078 # DEPENDENCYPART_SIBL
(8,11),(8,12),-0.0315936 # DEPENDENCYPART_SIBL
(8,11),(8,13),-0.00885158 # DEPENDENCYPART_SIBL
(8,11),(8,14),-0.0131274 # DEPENDENCYPART_SIBL
